ίκαρος	icarus
εβραϊκό	žid
εβραϊκό	judje
εβραϊκό	hebrejsko
δημιουργό	stvarnika
δημιουργό	ustvarjalec
δημιουργό	stvarnik
φόρους	davke
φόρους	davki
ακριβείς	natančno
ακριβείς	natančen
ακριβείς	natančna
ακριβείς	točen
ακριβείς	natančen
ακριβείς	natančni
ακριβείς	natančna
ευγενή	plemenite
ευγενή	plemenit
ευγενή	plemenito
ευγενή	plemenita
ευγενή	plemeniti
δίδυμο	duet
δίδυμο	duo
δίδυμο	dvojček
δίδυμο	twin
δίδυμο	dvojčka
δίδυμο	dvojčica
ουάσιγκτον	washington
πατέρες	očete
πατέρες	očetje
γαλάζιο	modro
γαλάζιο	modre
γαλάζιο	modri
γαλάζιο	modra
γαλάζιο	azurno
οικολογία	ekologija
πτώμα	truplo
πτώμα	body
πτώμα	telesa
πτώμα	telo
πτώμα	truplo
ερωμένη	ljubico
ερωμένη	gospodarica
ερωμένη	ljubimec
διασπορά	disperzija
διασπορά	variance
διασπορά	razpršitev
διασπορά	širjenje
διασπορά	razširjanje
τήνου	tinos
καύση	gorela
καύση	zažgal
καύση	zgori
καύση	zgorevanja
καύση	sežig
καύση	gori
καύση	gorenje
καύση	sežiganje
καύση	sežig
λετονίας	latvije
λετονίας	latvijo
λετονίας	latvija
υπόγειο	podzemna
υπόγειο	podzemni
υπόγειο	podzemlje
υπόγειο	kleti
υπόγειο	klet
ποινές	kazni
ποινές	sankcije
ποινές	stavki
αντίστροφο	inverse
αντίστροφο	obrnjeno
αντίστροφο	povratne
αντίστροφο	vzvratno
ίντερνετ	internetni
ίντερνετ	internetno
ίντερνετ	internet
πεκίνο	peking
πεκίνο	pekingu
πεκίνο	peking
ανοίγματα	odprtine
ανοίγματα	izpostavljenosti
κρύο	mraz
κρύο	mrzlo
κρύο	hladno
κρύο	mrzla
κρύο	mrzel
ψηφοφόροι	volivce
ψηφοφόροι	volivci
ψηφοφόροι	volivcem
διάλογος	dialog
αντάντ	adad
φορώντας	nošenje
τατζικιστάν	tadžikistan
σάιμον	simon
σάιμον	simona
ύπαιθρο	podeželje
χαλκό	bakrene
χαλκό	baker
χαλκό	bakra
ουρουγουάης	urugvaj
χαρακτηρισμός	določitev
χαρακτηρισμός	označba
χαρακτηρισμός	poimenovanje
τρύπες	luknje
άμμο	peska
άμμο	peščena
άμμο	pesek
άμμο	peščeni
αποθήκες	skladišča
πλάσμα	plazma
πλάσμα	plazmo
πλάσμα	plazemski
πλάσμα	bitje
κλειδιά	ključe
κλειδιά	tipke
κλειδιά	ključi
ισλαμικό	islamske
ισλαμικό	islamski
δικαστής	judge
δικαστής	sodnik
δικαστής	sodnica
φρούρια	trdnjave
φρούρια	trdnjave
φρούρια	utrdbe
δυνατά	glasna
δυνατά	glasno
δυνατά	glasen
τοπολογία	topologije
πολωνοί	poljsko
πολωνοί	poljskega
πολωνοί	poljski
πολωνοί	poljaki
πράσινοι	zeleni
άξονες	osi
άξονες	osi
άξονες	sekire
αυτοκινητόδρομος	avtoceste
αυτοκινητόδρομος	avtocesto
αυτοκινητόδρομος	avtocesta
αυτοκινητόδρομος	avtocesto
αυτοκινητόδρομος	avtocesta
αυτοκινητόδρομος	avtocesto
αυτοκινητόδρομος	avtocesta
βίβλο	biblija
βίβλο	biblijo
πιέτρο	pietro
μπρόντγουεϊ	broadway
κάθετη	navpična
κάθετη	vertikalno
κάθετη	navpični
κάθετη	navpične
κάθετη	navpično
βίκτωρ	viktor
βίκτωρ	viktor
βίκτωρ	victor
πράσινα	zeleno
πράσινα	zelene
πράσινα	green
πράσινα	zeleni
πράσινα	zelena
θιβέτ	tibetanski
θιβέτ	tibeta
θιβέτ	tibetu
θιβέτ	tibet
υποσχέθηκε	obljubljeno
υποσχέθηκε	obljubil
σχεδιαστές	oblikovalci
σχεδιαστές	načrtovalci
λευκορωσίας	beloruske
καλλιτεχνικές	umetniška
καλλιτεχνικές	umetniško
καλλιτεχνικές	umetniški
προσωπικός	osebno
προσωπικός	osebne
προσωπικός	osebni
προσωπικός	osebna
αναλογίες	razmerja
δωρεές	donacij
δωρεές	prispevki
δωρεές	donacije
ακριβές	natančno
ακριβές	natančen
ακριβές	natančna
ακριβές	točen
ακριβές	natančen
ακριβές	natančni
ακριβές	natančna
ακριβές	natančno
ακριβές	natančen
μεσοποταμία	mezopotamija
νοσοκομεία	bolnišnic
νοσοκομεία	bolnice
νοσοκομεία	bolnišnice
νοσοκομεία	bolnic
καρδινάλιος	kardinal
επώνυμα	priimke
παραδοσιακός	tradicionalna
παραδοσιακός	tradicionalni
παραδοσιακός	tradicionalne
παραδοσιακός	tradicionalen
παραδοσιακός	tradicionalno
αποφασιστική	odločilno
αποφασιστική	odločilen
αποφασιστική	odločilna
επιλεγμένα	izbrano
επιλεγμένα	izbranih
επιλεγμένα	izbrani
επιλεγμένα	izbrane
επιλεγμένα	izbrana
επιλεγμένα	izbran
αγγελική	angelica
αγγελική	angelski
έλξης	vlečne
έλξης	zanimivost
έλξης	atrakcija
έλξης	privlačnosti
έλξης	privlačnost
ψήφισαν	glasovalo
ψήφισαν	glasoval
ψήφισαν	glasovali
τσώρτσιλ	churchill
ομαλή	gladka
ομαλή	gladek
ομαλή	gladko
εξυπηρέτηση	servisiranje
εξυπηρέτηση	storitve
εξυπηρέτηση	storitev
εξυπηρέτηση	servis
τζέρι	gerry
τζέρι	jerry
παραμύθια	zgodbe
παραμύθια	pravljice
ρούζβελτ	roosevelt
κανόνια	topovi
κανόνια	topove
κανόνια	topov
κανόνια	top
κανόνια	topa
γάμους	porok
γάμους	poroke
γάμους	poroke
μελετήσει	raziskano
μελετήσει	študiral
φαινομενικά	navidezno
φαινομενικά	navidezno
παρασκευάζεται	proizvedeno
παρασκευάζεται	proizveden
παρασκευάζεται	izdelano
παρασκευάζεται	izdelan
παρασκευάζεται	izdelane
γλυκά	sladkarije
γλυκά	sladkarije
γλυκά	slaščice
γλυκά	bonboni
γλυκά	candy
γλυκά	sladkih
γλυκά	sladko
γλυκά	sladki
γλυκά	sladka
αδριατική	jadranu
ολόκληρα	cele
ολόκληρα	cel
ολόκληρα	cela
ολόκληρα	celotno
ταφή	pokop
μονπελιέ	montpellier
σεραφείμ	serafim
εκπομπών	emisije
εκπομπών	emisije
εκπομπών	emisija
φλοιό	lubja
φλοιό	korteks
μακάμπι	maccabi
ιντερτότο	intertoto
ανώνυμη	anonimno
ανώνυμη	anonimni
ανώνυμη	anonimen
ανώνυμη	anonimna
ομιλητές	govorniki
ομιλητές	zvočnike
πρωταγωνίστρια	protagonist
εισοδήματος	dohodek
εισοδήματος	dohodka
εισοδήματος	dohodki
εισοδήματος	prihodki
εισοδήματος	prihodek
μετανάστευσε	emigriral
μεγαλώνει	raste
μεγαλώνει	rastoče
μεγαλώνει	gojenje
μεγαλώνει	raste
μεγαλώνει	zraste
κόλπους	vagine
κόλπους	odprtin
δανιήλ	danijel
δανιήλ	daniela
δανιήλ	daniel
φαρμακευτική	farmacevtska
συνδρομή	pomoč
συνδρομή	vpis
καππαδοκίας	kapadokija
ετιέν	etienne
παραδόθηκαν	oddana
παραδόθηκαν	dostavil
παραδόθηκαν	dostavljeno
παραδόθηκαν	predal
παραδόθηκαν	predala
παραδόθηκαν	predana
παραδόθηκαν	predali
πεδιάδες	ravnine
πεδιάδες	ravnicah
κορμό	trup
κορμό	trupa
ακυρώθηκε	preklicano
ακυρώθηκε	odpovedan
ακυρώθηκε	preklicana
ακυρώθηκε	preklican
ακυρώθηκε	odpovedana
ακυρώθηκε	odpovedal
ακυρώθηκε	preklicana
ακυρώθηκε	odpovedan
ακυρώθηκε	odpovedana
ακυρώθηκε	preklican
δραματικά	dramatična
δραματικά	dramatičen
δραματικά	dramatične
δραματικά	dramatično
δραματικά	dramatično
ναυτικά	navtičnih
τροία	troy
τροία	trojo
αμμωνία	amoniaka
διευκολύνει	olajšuje
διευκολύνει	olajša
διευκολύνει	olajša
καθολικών	katoliki
τρότσκι	trocki
αρετή	vrlina
αρετή	kreposti
αρετή	krepost
ηφαίστεια	vulkani
κωμωδίες	komedije
σουτ	ustreljen
σουτ	ustreljena
σουτ	strel
αντικαθιστά	nadomešča
αντικαθιστά	nadomesti
εντυπώσεις	utrinkov
εντυπώσεις	utrinki
συγκεντρώθηκαν	zbrala
συγκεντρώθηκαν	zbrane
συγκεντρώθηκαν	zbrani
συγκεντρώθηκαν	zbrano
αιχμαλώτους	ujetniki
θεμελιώδεις	temeljno
θεμελιώδεις	temeljna
κλικ	klikni
κλικ	klik
κλικ	kliknite
κλικ	klikov
κλικ	klikne
θρύλο	legend
θρύλο	legenda
προτροπή	zkp
επιτυχής	uspešno
επιτυχής	uspešen
επιτυχής	uspešni
επιτυχής	uspešna
επιτυχής	uspehov
επιτυχής	uspeh
επιτυχής	uspešnost
δεκαέξι	šestnajst
δεκαέξι	sixteen
φρεντ	fred
μπραντ	brad
έλεν	ellen
έλεν	helena
έλεν	helen
κομητείες	okrožjih
κομητείες	okrožja
χαμ	hamm
χαμ	šunka
χαμ	ham
χαμ	šunke
εκκεντρότητα	ekscentričnost
διάσωσης	reševalna
διάσωσης	reševanje
σιγκαπούρη	singapur
δασκάλους	učiteljev
δασκάλους	učitelji
δασκάλους	učiteljice
δασκάλους	učitelje
δασκάλους	profesorji
λάρνακα	larnaca
κολοράντο	koloradu
κολοράντο	kolorado
κολοράντο	colorado
λαχανικά	zelenjava
λαχανικά	vrtnine
απαγορεύει	prepoveduje
απαγορεύει	prepoveduje
ευτυχία	srečo
ευτυχία	sreče
ευτυχία	sreča
αντιμετώπισης	soočanje
συνδεδεμένο	povezana
συνδεδεμένο	povezani
συνδεδεμένο	povezano
συνδεδεμένο	povezana
συνδεδεμένο	povezano
συνδεδεμένο	povezani
κρεβάτι	postelja
κρεβάτι	posteljo
τομπάγκο	tobago
ξύλινα	lesen
ξύλινα	leseno
ξύλινα	lesena
ξύλινα	leseni
βικτόρια	viktorija
βικτόρια	victoria
μειονέκτημα	pomanjkljivost
υεμένης	jemen
υεμένης	jemnu
βέλος	puščica
βέλος	puščico
μαγεία	čarobno
μαγεία	čarovnija
μαγεία	magic
μαγεία	magično
μαγεία	magijo
μαγεία	čarovništvo
μαγεία	čarovništva
αστυνομικός	policaj
αστυνομικός	policaj
αστυνομικός	policist
σίδνεϊ	sydney
θερμά	toplo
επιχειρησιακή	operativno
επιχειρησιακή	operativnih
επιχειρησιακή	operativna
ικανή	zmožen
ικανή	sposobni
ικανή	sposobne
ικανή	sposoben
έβανς	evans
βίκι	vicky
βίκι	vicki
μήνας	mesec
μήνας	meseca
ανεπίσημα	neuradno
ανεπίσημα	neuradno
φυσιολογικά	običajno
στάθμη	nivo
στάθμη	stopnja
στάθμη	raven
απότομα	strmo
ρουμανική	romunski
στέλλα	stella
στέλλα	neža
δικηγόροι	odvetniki
δικηγόροι	odvetniki
δικηγόροι	pravniki
δικηγόροι	odvetnike
κατάλοιπα	ostanki
κατάλοιπα	ostanek
κατάλοιπα	ostanki
κατάλοιπα	ostanek
κατάλοιπα	ostanki
σπουδαστές	dijaki
σπουδαστές	študentje
σπουδαστές	študenti
σπουδαστές	študente
σπουδαστές	učenci
παύση	premor
παύση	pavza
παύση	premor
λετονία	latvije
λετονία	latvijo
λετονία	latvija
αργίες	prazniki
αργίες	praznike
αργίες	počitnice
εισαγγελέας	tožilec
εισαγγελέας	tožilka
νταβίντ	david
περιστάσεις	okoliščine
περιστάσεις	okoliščin
κατοικούσε	prebival
γραφική	graf
κάρολ	carol
κάρολ	carroll
χωρισμένη	ločena
χωρισμένη	ločen
χωρισμένη	ločeni
διαφορετικοί	drugačna
διαφορετικοί	drugačen
διαφορετικοί	drugačni
διαφορετικοί	drugačno
χένρυ	gašper
χένρυ	henry
συμβολική	simbolično
κλειστά	zaprto
κλειστά	zaprt
κλειστά	zaprte
κλειστά	zaprti
κλειστά	zaprta
ρύζι	riž
ρύζι	rice
ρύζι	riža
σελίμ	selim
χαβάη	havaji
αποζημίωση	nadomestilo
αποζημίωση	odškodnina
αποζημίωση	odškodnine
αποζημίωση	nadomestila
πρόσφατο	nedavne
πρόσφατο	nedavno
πρόσφατο	nedavna
κόμβος	vozlišče
κόμβος	hub
επιθυμητό	želeno
επιθυμητό	zaželeno
επιθυμητό	zaželen
πρίγκηπας	princa
πρίγκηπας	prince
πρίγκηπας	knez
πρίγκηπας	princ
κωμικός	komik
κωμικός	strip
κωμικός	komik
κρατήρα	krater
καλησπέρα	večer
καλησπέρα	vecer
καλησπέρα	zvečer
καλησπέρα	večerni
μάη	maj
μάη	maja
χάγη	haagu
υποδομές	infrastrukturo
υποδομές	infrastruktura
υποδομές	infrastrukture
υποδομές	infrastruktura
καθοριστικό	odločilno
καθοριστικό	odločilen
καθοριστικό	odločilna
ρέιντζερς	rangerji
σκι	smuči
σκι	smučarski
σκι	smučarskih
σκι	ski
σκι	smučanje
εβδομαδιαία	tedenska
εβδομαδιαία	tedenski
εβδομαδιαία	tedensko
καθορίζουν	opredeli
καθορίζουν	opredeliti
ρόμα	roma
ρόμα	romov
ρόμα	rome
ρόμα	romi
μίτσελ	mitchell
βανουάτου	vanuatu
πλούσιος	bogato
πλούσιος	bogati
πλούσιος	rich
πλούσιος	bogat
πλούσιος	bogata
πλούσιος	bogat
παρακολούθησης	spremljanje
ευημερία	blaginja
ευημερία	blaginje
ευημερία	blaginjo
φυματίωση	tuberkulozo
φυματίωση	tuberkuloze
φυματίωση	tuberkuloza
αυστραλός	avstralski
βρυξελλών	bruselj
υποκατηγορίες	podkategorije
ανάσταση	oživljanje
ανάσταση	vstajenje
μπαρμπάντος	barbados
τρινιντάντ	trinidad
απασχόληση	zaposlitev
απασχόληση	zaposlitve
απασχόληση	zaposlovanje
απασχόληση	zaposlenost
τζόναθαν	jonathan
κληρονόμησε	podedoval
κληρονόμησε	podedovala
κληρονόμησε	nasledil
κληρονόμησε	podedovali
αδελφότητα	bratovščina
αδελφότητα	bratovščino
αδελφότητα	bratstvo
αδελφότητα	bratovščina
αδελφότητα	bratstvo
συντηρητικό	konzervans
συντηρητικό	konzervativne
βορειοδυτικό	severozahodni
βορειοδυτικό	sz
βορειοδυτικό	severozahodno
διαχειρίζεται	upravlja
περιορισμός	omejevanje
περιορισμός	omejitev
περιορισμός	omejevanje
περιορισμός	omejitev
αψίδα	arch
ψήφισε	glasovalo
ψήφισε	glasoval
ψήφισε	glasovali
κράμα	zlitine
πανεπιστημίων	univerze
πανεπιστημίων	univerz
πανεπιστημίων	univerzami
φιλίπ	philippe
φιλίπ	filip
κάμπος	campos
τόγκο	togo
τόγκο	toga
μνεία	navedba
γάτες	mačke
γάτες	mačk
γάτες	mački
ριντ	reid
ριντ	reed
νόμιμη	zakonito
νόμιμη	legitimno
νόμιμη	zakonito
νόμιμη	pravna
νόμιμη	pravno
νόμιμη	pravne
νόμιμη	zakonite
νόμιμη	zakonit
χρήσιμα	uporaben
χρήσιμα	koristno
χρήσιμα	uporabna
χρήσιμα	uporabno
χρήσιμα	koristna
γυμναστική	trening
γυμναστική	vadba
γυμναστική	telovadba
γυμναστική	vadbe
γυμναστική	gimnastika
ανάβαση	vzpon
ανάβαση	plezanje
ανάβαση	vzpon
ανάβαση	vzpon
λιμένες	pristanišča
κόμβους	vozlišč
κόμβους	vozlov
κόμβους	vozli
κόμβους	vozlišča
παρθένος	device
παρθένος	devica
παρθένος	devica
λίβανο	libanon
δεξαμενές	rezervoarje
δεξαμενές	rezervoarji
δεξαμενές	tanke
δεξαμενές	cisterne
δεξαμενές	tanki
δεξαμενές	rezervoarji
εγκρίνει	odobrava
εγκρίνει	odobri
εγκρίνει	odobri
οσμή	vonj
οσμή	vonja
οσμή	voh
οσμή	vonj
τήρηση	upoštevanje
καίσαρ	cezar
καίσαρ	cezarja
εμποδίζει	preprečuje
εμποδίζει	prepreči
συμπλήρωση	zaključek
συμπλήρωση	dokončanje
συμπλήρωση	dokončanje
συμπλήρωση	dopolnila
συμπλήρωση	dopolnilo
συμπλήρωση	dopolnjujejo
συμπλήρωση	dodatek
συμπλήρωση	dopolnilo
κλαύδιος	klavdija
κλαύδιος	klavdij
στίχος	verz
πρόσληψη	zaposlovanja
πρόσληψη	zaposlitev
πρόσληψη	zaposlovanje
πρόσληψη	najem
κυβερνήτες	guvernerjev
κυβερνήτες	guvernerji
κυβερνήτες	kapitanov
κυβερνήτες	kapitani
κυβερνήτες	vladarji
μπιπ	piska
μπιπ	piskanje
μπιπ	piska
επισκέψεις	obiske
επισκέψεις	obiski
επισκέψεις	obiskov
επέζησε	preživi
επέζησε	preživeti
επέζησε	preživela
επέζησε	preživel
επέζησε	preživeli
σοσιαλιστικής	socialdemokratov
θύρα	vrata
θύρα	gate
θύρα	pristanišče
θύρα	pristanišča
θύρα	port
ζημιά	poškodovano
ζημιά	poškodovanih
ζημιά	poškodovan
ζημιά	poškodovani
ζημιά	poškodovane
ζημιά	poškodovana
ζημιά	škoda
διόλη	diol
γιούρι	yuri
γιούρι	jurij
γιούρι	uri
λίρα	lir
λίρα	funt
σκοτεινό	temna
σκοτεινό	temni
σκοτεινό	temno
λεωφορεία	avtobuse
λεωφορεία	avtobusi
ζερμέν	germaine
πρόσθετα	aditivi
πρόσθετα	dodatki
πρόσθετα	vstavki
πλούτωνα	pluton
κρατίδια	dežel
τζέι	jay
αμοιβαία	medsebojno
αμοιβαία	obojestransko
αμοιβαία	medsebojna
αμοιβαία	vzajemno
καταιγίδα	vihar
καταιγίδα	nevihta
καταιγίδα	storm
καταιγίδα	neurje
συμπίπτει	sovpada
μπλάκμορ	blackmore
λιβάδια	travišča
λιβάδια	meadows
αλγεβρική	algebrska
τρίτες	torkih
τόξου	lok
τόξου	arc
βυθίστηκε	potopila
βυθίστηκε	potonila
βυθίστηκε	potopil
βυθίστηκε	potonil
βυθίστηκε	potopila
βυθίστηκε	potonil
βυθίστηκε	potonila
ενδιαφέρουσα	zanimiv
ενδιαφέρουσα	zanimivo
ενδιαφέρουσα	zanimiva
διαφάνεια	preglednost
αντιρρήσεις	ugovorov
αντιρρήσεις	nasprotovanja
δημιουργοί	ustvarjalci
δημιουργοί	avtorji
μπουτάν	butanu
αιώνια	večno
αιώνια	večen
αιώνια	večni
αιώνια	večna
ενθουσιασμό	razburjenje
ενθουσιασμό	vznemirjenje
ενθουσιασμό	navdušenje
ενθουσιασμό	navdušenje
λοατ	lgbt
γιοχάνες	johannes
ανακατασκευή	rekonstrukcijo
ανακατασκευή	obnova
αξιωματούχοι	uradniki
νύφη	nevesto
νύφη	nevesta
νύφη	nevesti
βασανιστήρια	mučenja
βασανιστήρια	mučenja
βασανιστήρια	mučenje
καλημέρα	dopoldne
καλημέρα	jutranja
καλημέρα	jutro
κάλτσιο	calcio
κρατούμενοι	zaporniki
κρατούμενοι	ujetniki
κρατούμενοι	zaporniki
τοσκάνης	toskanski
διερεύνηση	preiskavo
διερεύνηση	preiskava
διερεύνηση	preiskovanje
διερεύνηση	preiskave
διερεύνηση	raziskava
σύνθετο	sestavljeni
σύνθετο	sestavljena
σύνθετο	sestavljeno
σύνθετο	zapletena
σύνθετο	zapleteno
σύνθετο	kompleks
σύνθετο	kompleksna
μειονότητα	manjšina
μειονότητα	manjšino
μειονότητα	manjšine
ήπια	blaga
ήπια	blago
ήπια	blage
ήπια	spila
ήπια	pil
ήπια	spil
προσωρινός	vmesno
προσωρινός	vmesna
προσωρινός	začasni
προσωρινός	začasno
προσωρινός	začasna
προσωρινός	začasen
προσωρινός	začasni
προσωρινός	začasna
χειμώνας	zimska
χειμώνας	zimsko
χειμώνας	zimo
χειμώνας	zima
χειμώνας	winter
ανέβασε	naloženo
ανέβασε	naložene
ανέβασε	naložil
κυριαρχούν	prevladujejo
προκήρυξη	razglasitev
προκήρυξη	razglasa
όνειρα	sanje
όνειρα	dream
όνειρα	sanjsko
όνειρα	sanje
όνειρα	sanj
βασικού	osnovno
βασικού	osnovni
αποκαταστάθηκε	obnovljeno
αποκαταστάθηκε	obnovljen
αποκαταστάθηκε	obnovljena
σιβηρία	sibiriji
απορρόφηση	absorpcija
αναβάθμιση	nadgradnjo
αναβάθμιση	nadgradnja
αναβάθμιση	nadgradnja
μογγολία	mongoliji
οχυρώσεις	utrdbe
διαλύεται	raztopi
διαλύεται	raztopi
τελικοί	finale
χωριστά	ločeno
χωριστά	ločena
χωριστά	ločeni
χωριστά	ločeno
φίσερ	fisher
φίσερ	fischer
συσχέτιση	korelacijo
πολωνικά	poljsko
πολωνικά	poljskega
πολωνικά	poljski
κέιν	cain
κέιν	kane
κέιν	kana
κέιν	caine
κατηγοριοποιούνται	razvrščena
ορθογώνιο	pravokotnik
ορθογώνιο	pravokotna
ορθογώνιο	pravokotnih
ορθογώνιο	pravokotno
λάος	laosu
πανοραμική	panoramski
πανοραμική	panorama
κοινωνιολογία	sociologija
φτώχεια	revščina
φτωχή	bogi
φτωχή	ubogi
φτωχή	revni
φτωχή	uboga
στίχο	verz
φρανκφούρτη	frankfurtu
φρανκφούρτη	frankfurt
ιουστινιανού	justinijan
κύριε	gospod
μυστήρια	skrivnosti
θάλαμο	dvorani
θάλαμο	komora
θάλαμο	komoro
καταδίκασε	obsojeni
καταδίκασε	obsojen
καταδίκασε	obsojena
καταδίκασε	obsojeni
καταδίκασε	obsodil
καταδίκασε	obsojen
περιφερειακά	regionalno
περιφερειακά	regionalna
περιφερειακά	regionalni
νύμφη	nimfa
κάμερα	fotoaparat
κάμερα	kamera
κάμερα	kamero
βαβυλώνα	babilon
τραγικό	tragično
τραγικό	tragične
τραγικό	tragičen
τραγικό	tragična
δίκης	sojenje
ανθρωπότητα	človečnost
ανθρωπότητα	človeštvo
ανθρωπότητα	človeštvo
παπά	pridigar
παπά	svečenik
παπά	župnik
παπά	duhovnik
αντιπρόσωποι	predstavniki
αντιπρόσωποι	zastopniki
αντιπρόσωποι	delegati
ναυάγιο	brodolom
επιβεβαιώνεται	potrjen
επιβεβαιώνεται	potrjeno
επιβεβαιώνεται	potrjeni
επιβεβαιώνεται	potrjena
ζυρίχη	zürichu
ζυρίχη	zürichu
συγνώμη	žal
σχετικότητας	relativnost
στέψη	kronanje
λουκ	luke
λουκ	luka
απαίτησε	zahteval
βομβαρδισμό	bombardiranje
βομβαρδισμό	bombardiranje
βίαιη	nasilen
βίαιη	nasilna
βίαιη	nasilne
βίαιη	nasilni
βίαιη	nasilno
τρένα	vlaki
τρένα	vlake
ιονίου	jonsko
φωλιές	gnezda
κέπλερ	kepler
καπετάνιος	stotnik
καπετάνιος	kapitan
καπετάνιος	kapitan
καπετάνιος	skipper
κυκλικό	krožni
κυκλικό	krožno
φίλε	stari
φίλε	frajer
φίλε	moški
φίλε	mož
φίλε	človek
αμίνη	amin
ηφαιστειακή	vulkanskega
παπούτσια	čevlje
παπούτσια	čevljev
παπούτσια	čevlji
ηθικά	moralno
χόφμαν	hoffmann
χόφμαν	hoffman
οντάριο	ontario
προσεκτικά	previdno
πρωτεύουσες	prestolnicah
βατικανό	vatikanu
βατικανό	vatikan
χρησιμότητα	uporabnost
χρησιμότητα	uporabnost
χρησιμότητα	pripomoček
ακούσει	slišal
ακούσει	slišala
παρουσιάζοντας	predstavljamo
γουίλσον	wilson
ηρώδη	herod
υποψηφίων	kandidati
υποψηφίων	kandidatov
υποψηφίων	kandidatke
υποψηφίων	kandidata
υποψηφίων	kandidate
στηβ	steve
στηβ	steva
πολύτιμα	dragoceno
πολύτιμα	dragocena
πολύτιμα	dragocen
πολύτιμα	dragoceni
πράκτορες	zastopniki
πράκτορες	agentje
πράκτορες	agenti
ομοιότητα	podobnost
ομοιότητα	podobnost
ομοιότητα	podobnosti
διαφημίσεις	oglasi
οπλισμό	oborožitve
φυσιολογική	normalno
φυσιολογική	običajno
φυσιολογική	normalen
φυσιολογική	normalna
φυσιολογική	običajna
δεκαετιών	desetletji
δεκαετιών	desetletjih
δεκαετιών	desetletij
δεκαετιών	desetletja
σταυροφόροι	križarji
γουόλτερ	walterja
γουόλτερ	walter
άνετα	udobno
άνετα	udobni
άνετα	udoben
άνετα	udobno
άνετα	udoben
τζούλια	giulia
τζούλια	julijo
τζούλια	julia
τζούλια	julija
οξφόρδη	oxford
οξφόρδη	oxfordu
απορρίπτει	zavrača
ατλάντα	atlanti
ατλάντα	atlanto
μον	mont
μον	mon
γνωριμία	znanec
προσωρινό	začasni
προσωρινό	začasno
προσωρινό	začasna
προσωρινό	začasen
προσωρινό	začasni
προσωρινό	začasna
πληροί	izpolnjuje
λιοντάρια	levi
λιοντάρια	leve
μαρίνο	marino
έντυπο	oblika
έντυπο	obrazec
έντυπο	obliko
τριλογία	trilogije
μεταλλική	kovinski
μεταλλική	kovinsko
μονοπάτια	poti
μονοπάτια	poteh
πακέτα	pakete
πακέτα	paketov
πακέτα	paketi
πακέτα	pakete
πακέτα	paketi
συνεχές	neprekinjen
συνεχές	neprekinjeno
συνεχές	kontinuum
επιφανειακή	površinske
πνεύματα	duhovi
πνεύματα	žganja
πνεύματα	duhov
αντουάν	antoine
λοίμωξη	okužbe
λοίμωξη	okužba
εμίλ	emile
εμίλ	emil
τηλέφωνο	telefon
τηλέφωνο	telefon
επαρκή	ustrezno
επαρκή	ustrezna
επαρκή	ustrezen
επαρκή	zadostno
επαρκή	zadostna
εβραϊκά	hebrejsko
ασυνήθιστο	nenavaden
ασυνήθιστο	nenavadna
ασυνήθιστο	neobičajno
ασυνήθιστο	nenavadno
ασυνήθιστο	nenavadne
ασυνήθιστο	občasno
ασυνήθιστο	občasni
έγκυος	noseče
έγκυος	noseča
κριμαία	krim
λάνκαστερ	lancaster
σύμμαχος	zaveznika
σύμμαχος	zaveznik
σύμμαχος	ally
καθίσματα	sedeže
καθίσματα	sedeži
χαρτοφυλακίου	portfelja
διανέμεται	razdeljen
διανέμεται	porazdeli
διανέμεται	razdeljeni
διασποράς	gruča
διασποράς	kopica
διασποράς	sklop
άρνολντ	arnold
σπόρους	semen
σπόρους	seme
σπόρους	semena
μπέιζμπολ	baseball
κατέθεσε	pričal
κατέθεσε	pričali
επεκτάσεις	podaljšanja
επεκτάσεις	razširitev
επεκτάσεις	razširitve
επίτευγμα	dosežek
επίτευγμα	dosežek
επίτευγμα	doseganje
πιστεύοντας	verjeti
πιστεύοντας	verovanje
αντιτορπιλικό	uničevalec
αντιτορπιλικό	rušilec
όψεις	strani
τζούνιορ	mlajši
τζούνιορ	junior
φεγγάρι	mesec
φεγγάρι	luna
φεγγάρι	luni
φεγγάρι	moon
συνήθης	običajno
συνήθης	običajna
τηλεπικοινωνιών	telekomunikacije
δημιουργική	ustvarjalna
δημιουργική	ustvarjalno
δημιουργική	ustvarjalni
δημιουργική	kreativno
μπενφίκα	benfica
στεφάνι	obroč
στεφάνι	venec
κουν	kun
κουν	kuhna
σκληρότητα	krutost
σκληρότητα	krutosti
σκληρότητα	trdoto
σκληρότητα	trdnost
ανοικοδόμηση	rekonstrukcijo
ανοικοδόμηση	obnova
μότσαρτ	mozart
στρατηγούς	generali
στρατηγούς	generalov
εξηγήσεις	razlage
εξηγήσεις	obrazložitev
εξηγήσεις	obrazložitve
εξηγήσεις	pojasnila
αλμπέρτο	alberto
πληρωμή	plača
πληρωμή	plačilo
πληρωμή	plačilo
πληρωμή	izplačilo
ξενοφών	ksenofont
λύσει	reši
υπόσχεση	obljubi
υπόσχεση	obljuba
υπόσχεση	zaobljuba
υπόσχεση	zaobljubo
τουβαλού	tuvalu
τόνγκα	tonga
μπροστινό	fronta
μπροστινό	spredaj
θηλαστικών	sesalcev
φόρου	davki
φόρου	davčna
φόρου	davek
βερόνα	verona
πάρκερ	parker
γερουσιαστές	senatorji
ενωμένη	združeni
ενωμένη	združena
ενωμένη	združene
