και	и
εργοστάσιο	растение
εργοστάσιο	растений
εργοστάσιο	фабрика
εργοστάσιο	завод
θερμοκρασίες	температуры
θερμοκρασίες	температура
προσωρινή	временный
προσωρινή	временная
προσωρινή	временное
προσωρινή	временно
προσωρινή	временные
προσωρινή	временный
προσωρινή	временная
κωμωδία	комедии
κωμωδία	комедия
συρίας	сирию
συρίας	сирия
συρίας	сирии
συρίας	сирийской
συρίας	сирийские
συρίας	сирийская
ηθοποιό	актриса
φυλές	племен
φυλές	племена
φυλές	кланов
φυλές	гонки
συγγραφή	пишу
συγγραφή	написание
συγγραφή	писать
κύπρος	кипра
κύπρος	кипр
κύπρος	кипре
κυβερνήτη	капитан
κυβερνήτη	губернатор
ζωντανά	живи
ζωντανά	живите
ζωντανά	live
ζωντανά	живу
ζωντανά	жить
πίτερ	петр
πίτερ	питер
πίτερ	петер
πίτερ	пётр
αποφασίζει	постановляет
εκπρόσωπος	представитель
εκπρόσωπος	представителю
εκπρόσωπος	представителя
εκπρόσωπος	делегат
βλέπει	видит
κατασκευές	конструкция
κατασκευές	строительство
κατασκευές	структуры
κατασκευές	структур
κατασκευές	конструкций
γέννηση	роды
γέννηση	рождения
γέννηση	рождение
αλεξάντερ	александр
αλεξάντερ	александер
άκρη	край
άκρη	краю
άκρη	края
συναυλία	концерт
βυζαντινοί	византийцев
γιορτή	праздником
γιορτή	праздник
γιορτή	отдых
γιορτή	праздник
γιορτή	пир
γιορτή	праздник
γιορτή	празднование
γιορτή	торжество
μάντσεστερ	манчестер
έγγραφα	документы
λειτουργίες	функции
τακτική	регулярный
τακτική	регулярная
τακτική	регулярные
τακτική	регулярное
τακτική	регулярного
τακτική	тактику
τακτική	тактика
τακτική	тактика
τακτική	тактических
περιγράφεται	описано
περιγράφεται	описал
περιγράφεται	описаны
περιγράφεται	описанные
κάλυψη	обложки
κάλυψη	прикрытие
κάλυψη	обложка
κάλυψη	обложку
κάλυψη	покрытия
κάλυψη	охват
κάλυψη	охвата
σαφώς	явно
μαρκ	марк
μαρκ	марк
μαρκ	mark
μαρκ	отметить
μαρκ	метка
μαρκ	марка
ψευδώνυμο	псевдоним
ψευδώνυμο	прозвище
ψευδώνυμο	кличка
ψευδώνυμο	псевдоним
ποπ	поп
ποπ	pop
προγραμματισμού	программирование
προγραμματισμού	программирования
ωκεανό	океан
ωκεανό	океана
πέρσες	персов
έννοιες	концепции
έννοιες	концепций
έννοιες	понятия
καλλιτεχνική	художественная
καλλιτεχνική	художественных
καλλιτεχνική	художественный
καλλιτεχνική	художественные
θρησκευτική	религиозное
θρησκευτική	религиозный
θρησκευτική	религиозная
θρησκευτική	религиозных
πακιστάν	пакистана
πακιστάν	пакистан
παναγία	мадонна
ζούσε	прожил
ζούσε	жили
ζούσε	жила
ζούσε	жил
βιέννης	вена
βιέννης	вены
βιέννης	венская
βιέννης	вене
εκθέσεις	выставки
εκθέσεις	отчеты
εκθέσεις	доклады
πλευρό	ребра
ανεξάρτητο	независимый
ανεξάρτητο	независимая
ανεξάρτητο	независимое
ανεξάρτητο	независимые
καλλιέργεια	культура
καλλιέργεια	культивирование
καλλιέργεια	культивирования
καλλιέργεια	выращивание
παραίτηση	отставку
παραίτηση	отказ
πλάκα	кайф
πλάκα	веселье
πλάκα	весело
πλάκα	прикольно
πλάκα	веселые
βήματα	стопам
βήματα	шаги
βήματα	этапы
βήματα	ступеньки
βήματα	шаги
χουάν	хуан
χουάν	хуана
διαμόρφωση	настройка
διαμόρφωση	конфигурации
διαμόρφωση	конфигурация
διαμόρφωση	формирование
διαμόρφωση	формировании
σερ	сир
καταστάσεις	ситуации
πεδία	полей
πεδία	поля
χάσει	потерянный
χάσει	потеряна
χάσει	потерял
χάσει	потерян
χάσει	проиграл
βρετανοί	британское
βρετανοί	британская
βρετανοί	британские
βρετανοί	великобритании
βρετανοί	британцы
βρετανοί	британский
σμιθ	смит
σμιθ	смита
σκέψη	мысль
σκέψη	думал
σκέψη	думаю
σκέψη	мышление
αντώνιος	антоний
αντώνιος	энтони
διεθνώς	международно
φυσικές	естественные
φυσικές	естественный
φυσικές	естественное
φυσικές	природных
φυσικές	натуральные
φυσικές	натуральный
πγδμ	македонии
πγδμ	македонии
πγδμ	македония
σωστή	правильно
σωστή	исправить
σωστή	правильное
σωστή	правильный
δυναμικό	потенциал
δυναμικό	потенциальная
δυναμικό	динамические
δυναμικό	динамических
δυναμικό	динамично
πρωτότυπο	прототип
πρωτότυπο	оригинальная
πρωτότυπο	оригинально
πρωτότυπο	оригинальные
πρωτότυπο	первоначального
πρωτότυπο	оригинальный
πρωτότυπο	оригинал
ουσίες	вещества
βλέπε	видишь
βλέπε	посмотреть
βλέπε	см
ενημέρωση	инструктаж
ενημέρωση	обновления
ενημέρωση	обновлять
ενημέρωση	обновление
ενημέρωση	обновить
προεδρία	председательство
προεδρία	президиум
χίου	хиос
παο	пао
ροή	ленте
ροή	лента
ροή	корма
ροή	ленту
ροή	поток
ροή	потока
ροή	ручей
ροή	поток
υπολογιστές	компьютеры
υπολογιστές	компьютер
υπολογιστές	computer
γεν	иен
γεν	йен
γεν	йена
σύνδεσμο	линк
σύνδεσμο	связать
σύνδεσμο	ссылка
σύνδεσμο	ссылку
ντι	ди
συχνότητα	частотность
συχνότητα	периодичность
συχνότητα	частота
χαμηλή	низко
χαμηλή	низкий
χαμηλή	низкая
χαμηλή	низким
χαμηλή	низкое
εστία	общежитии
εστία	общежития
εστία	общежитие
εστία	вспышка
κορέα	корея
κορέα	корее
δημιουργείται	созданные
δημιουργείται	созданный
δημιουργείται	создано
δημιουργείται	создана
δημιουργείται	создан
δημιουργείται	создается
δημιουργείται	создает
άθλημα	sport
άθλημα	спорт
χωρητικότητα	вместимость
χωρητικότητα	емкость
χωρητικότητα	способность
χωρητικότητα	потенциал
χωρητικότητα	потенциала
χωρητικότητα	тоннажа
πιθανή	возможная
πιθανή	возможна
πιθανή	возможно
πιθανή	возможен
παραδοσιακή	традиционный
παραδοσιακή	традиционная
παραδοσιακή	традиционные
παραδοσιακή	традиционное
αποφάσισαν	решило
αποφάσισαν	решила
αποφάσισαν	решено
έμαθε	научилась
έμαθε	узнал
έμαθε	научился
νίκου	реанимацию
πλήκτρα	ключи
πλήκτρα	клавиши
πλήκτρα	клавиатуры
πλήκτρα	клавиатуры
χαλκού	меди
χαλκού	коп
χαλκού	медь
αποχώρηση	выезд
αποχώρηση	отъезда
αποχώρηση	отъезд
αποχώρηση	отход
αποχώρηση	вывод
αποχώρηση	снятие
καταφύγιο	укрытие
καταφύγιο	жилье
καταφύγιο	убежище
καταφύγιο	приют
καταφύγιο	бункер
καταφύγιο	святилище
καταφύγιο	убежище
καταφύγιο	убежище
μουσεία	музеи
μετάλλια	медали
μετάλλια	медалей
απόλυτη	абсолютной
απόλυτη	абсолютный
απόλυτη	абсолютная
απόλυτη	абсолютное
αποτυχία	провал
αποτυχία	неудачи
αποτυχία	неудача
αποτυχία	провал
τοποθέτηση	позиционирования
τοποθέτηση	размещения
τοποθέτηση	размещение
τοποθέτηση	монтаж
κοζάνης	козани
φανέλα	джерси
τροφή	питание
τροφή	продовольственной
τροφή	пища
τροφή	еды
τροφή	продовольствие
τροφή	еда
πύργο	шато
πύργο	башня
πύργο	tower
πύργο	тауэр
πύργο	ладья
διάμετρο	диаметр
διαχείρισης	менеджмент
διαχείρισης	руководство
διαχείρισης	управление
θεατρικό	театральный
ταυτότητα	идентификация
ταυτότητα	идентификации
ταυτότητα	выявление
ταυτότητα	идентичность
ταυτότητα	идентификация
ταυτότητα	самобытность
ταυτότητα	личность
δείγματα	образцы
δείγματα	экземпляры
δείγματα	образцы
δείγματα	пробы
μετρό	метро
μετρό	метро
μετρό	метрополитен
ύλη	материя
επιμέρους	индивидуальные
επιμέρους	отдельных
επιμέρους	индивидуальное
επιμέρους	индивидуальный
επιμέρους	индивидуальная
πανεπιστήμια	университеты
γιατρός	врач
γιατρός	доктор
γιατρός	врач
χημικός	химик
φυτό	растения
φυτό	завод
φυτό	растение
φυτό	растений
φίλους	друзей
φίλους	друзья
ταξίδεψε	путешествовал
προσώπου	лицевой
όγκος	объём
όγκος	объем
όγκος	громкость
όγκος	опухоли
όγκος	опухоль
όγκος	опухоль
κακό	плохо
κακό	плохой
κακό	bad
κακό	плохая
κακό	злой
κακό	зла
κακό	злая
κακό	зло
σπάρτη	спарта
δύσκολη	трудно
δύσκολη	трудное
δύσκολη	сложно
δύσκολη	трудный
συμπεριλαμβανομένου	включая
κίτρινο	желтая
κίτρινο	жёлтый
κίτρινο	желтые
κίτρινο	желтый
τραγουδιστές	певцов
ρωμαίους	римляне
ρωμαίους	римлян
γραφεία	отделений
γραφεία	офисы
γραφεία	столы
όντως	воистину
όντως	действительно
φιλμ	фильм
φιλμ	film
φιλμ	кино
ουκρανία	ukraine
ουκρανία	украина
ουκρανία	украину
ισχυρό	могущественный
ισχυρό	мощная
ισχυρό	мощные
ισχυρό	мощный
ηλία	элайджа
ηλία	элиас
στατιστική	статистика
συνθέτες	композиторов
μητρόπολη	метрополис
ηχογράφηση	запись
αντικειμένων	объектов
αντικειμένων	предметы
αντικειμένων	объекты
γιόχαν	иоганн
γιόχαν	йохан
σύσταση	рекомендации
σύσταση	рекомендация
σύσταση	рекомендацию
εξέταση	экзамен
εξέταση	экзамены
αρχιεπίσκοπος	архиепископ
ποίημα	стих
ποίημα	стихотворение
μέθοδοι	методы
δανία	данию
δανία	дания
δανία	дании
δέντρο	дерево
γουίλιαμ	уильям
γουίλιαμ	вильям
γουίλιαμ	вильгельм
μέγιστο	максимальный
μέγιστο	максимальное
μέγιστο	максимальная
μέγιστο	максимум
ήρωα	герой
ανώτατο	верховный
ανώτατο	высшая
ανώτατο	высший
διαχειριστή	администратора
διαχειριστή	администратором
διαχειριστή	администратор
διαχειριστή	администратора
διαχειριστή	администратор
χημικό	химического
χημικό	химический
χημικό	химическая
άκρα	конечностей
άκρα	конечности
άκρα	крайности
άκρα	конечностей
άκρα	конечности
μονάχου	мюнхен
παραδόσεις	традиции
παραδόσεις	традиций
παραδόσεις	поставки
κοινωνικό	социальное
κοινωνικό	социального
κοινωνικό	социальный
κοινωνικό	социальная
κοινωνικό	социальные
κανένας	никому
κανένας	никто
πεθάνει	умри
πεθάνει	умереть
πεθάνει	die
απειλή	угроза
πρωί	утро
πρωί	morning
ετήσια	ежегодно
ετήσια	ежегодная
ετήσια	ежегодная
ετήσια	годовой
ετήσια	годовая
υποθέσεις	случаи
υποθέσεις	дела
νεκροταφείο	кладбище
νεκροταφείο	кладбища
νεκροταφείο	кладбище
παραλλαγές	варианты
παραλλαγές	вариации
σκοτ	скотт
σκοτ	скот
βαθιά	глубоко
βαθιά	глубокую
βαθιά	глубокое
βαθιά	глубокая
βαθιά	глубокие
βαθιά	глубоко
βαθιά	глубокий
κώδικας	код
κώδικας	code
τσαρλς	шарль
τσαρλς	чарльз
επιτυχημένη	успешное
επιτυχημένη	успешные
επιτυχημένη	успешно
επιτυχημένη	успешного
επιτυχημένη	успешная
επιτυχημένη	успешный
απαραίτητο	необходимо
απαραίτητο	необходимая
απαραίτητο	необходимые
απαραίτητο	необходимое
απαραίτητο	необходимый
αδερφός	братец
αδερφός	брат
εργαλείο	инструмент
αρχιτέκτονας	архитектор
γιουγκοσλαβία	югославии
γιουγκοσλαβία	югославия
ελεύθερος	свободно
ελεύθερος	бесплатно
ελεύθερος	свободный
ελεύθερος	свободной
ελεύθερος	бесплатный
ελεύθερος	бесплатные
αποικία	колония
αποικία	колонии
συνδέει	соединяет
καβάλας	кавала
βασισμένη	основано
κυρία	мадам
κυρία	lady
κυρία	дама
κυρία	леди
λόγιος	учёный
λόγιος	ученый
κλίση	склоне
κλίση	градиент
κλίση	tilt
κλίση	наклона
δημοφιλής	популярная
δημοφιλής	популярных
δημοφιλής	популярный
δημοφιλής	популярное
δημοφιλής	популярные
αφγανιστάν	афганистана
αφγανιστάν	афганистан
αφγανιστάν	афганистане
πετύχει	преуспеть
μεταβολές	изменения
ενεργά	активная
ενεργά	активны
ενεργά	активный
ενεργά	активное
ενεργά	активные
ενεργά	активно
τόνους	тонны
τόνους	тонн
τόνους	тонны
τόνους	тонн
προηγούμενες	предыдущие
προηγούμενες	предыдущая
προηγούμενες	предыдущий
προηγούμενες	предыдущее
δημοκρατική	демократический
δημοκρατική	демократические
δημοκρατική	демократическое
δημοκρατική	демократической
δημοκρατική	демократическая
παίκτη	игрок
παίκτη	проигрыватель
αργεντινής	аргентина
αργεντινής	аргентинский
αργεντινής	аргентинская
αργεντινής	аргентинская
αργεντινής	аргентины
εισήγαγε	введена
εισήγαγε	введен
εισήγαγε	введено
θεία	тетя
θεία	тётушка
θεία	тётя
θεία	тётя
θεία	тетя
θεία	тётя
γουινέα	гвинеи
γουινέα	гвинея
γουινέα	гвинею
γουινέα	гвинее
διαιρείται	разделились
ικανότητες	способности
ικανότητες	навыков
ικανότητες	навыки
αφιέρωμα	дань
αφιέρωμα	должное
αντιπολίτευσης	оппозиции
αντιπολίτευσης	оппозиция
αντιπολίτευσης	противодействие
αντιπολίτευσης	противостояние
κιλά	фунтов
κιλά	килограммов
κιλά	килограмма
φάσμα	спектр
φάσμα	спектра
κάπως	несколько
κάπως	отчасти
μέγαρο	особняк
ελάχιστη	минимальный
ελάχιστη	минимальное
ελάχιστη	минимальная
ελάχιστη	минимум
ελάχιστη	минимальные
ελάχιστη	минимальный
ελάχιστη	минимальная
ελάχιστη	минимальным
ελάχιστη	минимальное
ελάχιστη	минимум
βιετνάμ	вьетнам
βιετνάμ	вьетнама
παρούσα	настоящее
παρούσα	подарок
ντοκιμαντέρ	документальных
ντοκιμαντέρ	документальные
υψηλότερη	наивысший
υψηλότερη	выше
συνθέσεις	составы
συνθέσεις	композиции
συνθέσεις	конфигурации
πωλ	павел
πωλ	пол
πωλ	пауль
πωλ	поль
άμστερνταμ	амстердам
επιθυμία	желание
επιθυμία	желания
επιθυμία	желание
επιθυμία	пожелание
επιθυμία	желаем
γεωγραφικό	географической
γεωγραφικό	географический
γεωγραφικό	географические
γεωγραφικό	географический
γεωγραφικό	географические
προφορά	произношение
προφορά	акцент
προφορά	акценты
άγιοι	святые
άγιοι	святых
αναπτύσσεται	развивается
αναπτύσσεται	разрабатывает
αναπτύσσεται	развивает
ιούλιος	июль
σκότωσε	убей
σκότωσε	убивать
σκότωσε	убить
σκότωσε	убиты
σκότωσε	убита
σκότωσε	убил
σκότωσε	убит
εγκαταλείψει	бросить
τζακ	джэк
τζακ	джек
συμπέρασμα	заключение
συμπέρασμα	вывод
σταυρό	кросс
σταυρό	крест
σταυρό	креста
χερσόνησο	полуострове
χερσόνησο	полуостров
μηχανές	двигатели
μηχανές	двигателей
μηχανές	аппараты
μηχανές	машины
μηχανές	механизм
μηχανές	механизма
αγωνιστές	бойцы
αγωνιστές	бойцов
αγωνιστές	боевики
αγωνιστές	боевиков
μεταβολή	перемены
μεταβολή	изменение
μεταβολή	изменения
μεταβολή	изменить
μεταβολή	сменить
εκατό	hundred
εκατό	сотня
εκατό	сто
μάρτιν	мартин
μάρτιν	мартен
μάρτιν	martin
φορείς	перевозчики
φορείς	носители
σκάφος	судно
σκάφος	сосуд
σκάφος	судна
σκάφος	судно
σκάφος	корабль
σκάφος	лодке
σκάφος	лодка
σκάφος	лодку
σκάφος	яхта
ένταση	напряжение
ένταση	напряженность
ένταση	напряженности
ένταση	интенсивность
ένταση	интенсивности
απουσία	отсутствует
απουσία	отсутствие
όροι	термины
όροι	условия
όροι	условия
δίσκους	диски
δίσκους	дисков
δίσκους	диски
δέντρα	деревья
δέντρα	деревьев
μέγιστη	максимальный
μέγιστη	максимальное
μέγιστη	максимальная
μέγιστη	максимум
εκλέγεται	избранный
εκλέγεται	избрана
εκλέγεται	избран
εκλέγεται	избранные
μόναχο	мюнхен
μόνιμα	постоянная
μόνιμα	постоянное
μόνιμα	постоянные
μόνιμα	постоянный
μόνιμα	постоянно
μόνιμα	навсегда
σταυρός	кросс
σταυρός	крест
σταυρός	креста
σταυρός	распятие
δίκτυα	сетей
δίκτυα	сети
δίκτυα	сетях
δημιουργός	создатель
δημιουργός	творец
δημιουργός	создатель
μέσων	инструменты
μέσων	приборы
φίλοι	друзей
φίλοι	друзья
στελέχη	штаммов
στελέχη	руководители
όπλων	оружие
όπλων	вооружений
όπλων	руки
δείκτης	индекс
δείκτης	указатель
δείκτης	индикатор
δείκτης	показатель
εντύπωση	впечатления
εντύπωση	впечатление
αναλογία	доля
αναλογία	пропорции
αναλογία	соотношение
άγνωστος	неизвестное
άγνωστος	неизвестный
άγνωστος	неизвестно
άγνωστος	неизвестная
άγνωστος	неизвестен
πρόσφατες	недавние
πρόσφατες	последние
πρόσφατες	недавнее
πρόσφατες	недавно
δυνατότητες	возможности
δυνατότητες	потенциал
δυνατότητες	потенциальная
ουρά	очередь
ουρά	очереди
ουρά	хвост
αποικίες	колоний
αποικίες	колонии
λογότυπο	логотип
ήρωας	герой
κορυφαία	сверху
κορυφαία	верх
κορυφαία	топ
κορυφαία	top
μικρότερα	поменьше
μικρότερα	меньшие
μικρότερα	меньше
επιτρέπεται	разрешены
επιτρέπεται	допускается
επιτρέπεται	разрешено
επιτρέπεται	разрешена
επιτρέπεται	разрешены
επιτρέπεται	допускается
επιτρέπεται	разрешено
αέριο	газа
αέριο	бензин
αέριο	газ
συν	плюс
συν	plus
νήσος	острова
νήσος	island
νήσος	остров
νήσος	островных
μεραρχία	деление
μεραρχία	дивизион
μεραρχία	подразделение
μεραρχία	отдел
ακολουθία	последовательности
ακολουθία	последовательность
οξυγόνο	кислорода
οξυγόνο	кислород
ταξινόμηση	сортировка
ταξινόμηση	сортировки
ταξινόμηση	классификации
ταξινόμηση	классификация
ποινή	наказание
ποινή	приговор
ποινή	предложение
αναπαράσταση	представительство
ματς	матч
ματς	совпадение
έντουαρντ	эдвард
έντουαρντ	эдуард
λαμβάνουν	получать
αυτόματα	автоматические
αυτόματα	автоматическое
αυτόματα	автоматический
αυτόματα	автоматическая
αυτόματα	автоматического
αυτόματα	автоматически
αυτόματα	автоматически
γυμναστήριο	спортзал
γυμναστήριο	зал
γυμναστήριο	гимназии
λίμνες	озер
λίμνες	озера
πίστευε	верила
πίστευε	поверил
πίστευε	поверила
πίστευε	верил
χαν	хан
χαν	хан
νόμους	законов
νόμους	законы
λήψη	загрузка
λήψη	загрузить
λήψη	скачать
λήψη	возьми
λήψη	бери
λήψη	берите
λήψη	принять
λήψη	возьмите
λήψη	взять
χριστιανοί	кристиан
χριστιανοί	христианин
χριστιανοί	христиане
χριστιανοί	христианство
χριστιανοί	христиан
χριστιανοί	христиане
χριστιανοί	христиан
εμφανίζει	отображение
εμφανίζει	отображает
οπτική	визуальный
οπτική	visual
οπτική	оптика
αποκατάσταση	восстановление
αποκατάσταση	восстановления
αποκατάσταση	реабилитация
αποκατάσταση	восстановление
αποκατάσταση	реабилитации
διευθυντή	режиссер
διευθυντή	режиссёр
διευθυντή	директор
ευγενείς	знати
ευγενείς	дворян
ευγενείς	благородные
ευγενείς	благородно
ευγενείς	благородный
ευγενείς	благородная
ευγενείς	благородных
μάρκος	маркос
μάρκος	маркос
δέρμα	кожа
δέρμα	кожи
δέρμα	кожа
οθόνη	экран
οθόνη	монитор
τουρκικά	турецкие
τουρκικά	турецкая
τουρκικά	турецкий
τουρκικά	турции
μίλια	майлс
μίλια	мили
μίλια	миль
μίλια	майлз
προτείνω	рекомендуют
προτείνω	рекомендую
προτείνω	рекомендуем
προτείνω	рекомендовать
προτείνω	порекомендовать
ιδρύματα	учреждения
ιδρύματα	институты
ήχο	sound
ήχο	звук
ήχο	звуки
ήχο	звук
ήχο	аудио
στρατευμάτων	войска
στόλος	флота
στόλος	флот
σκωτία	шотландия
σκωτία	шотландии
ακτινοβολία	радиации
ακτινοβολία	излучение
ακτινοβολία	радиация
μένει	остаётся
μένει	останется
έγκλημα	преступность
έγκλημα	преступления
έγκλημα	преступление
δουκάτο	герцогства
συσκευές	приборов
συσκευές	устройств
συσκευές	устройства
συσκευές	аппарат
γιαν	джен
γιαν	ян
γιαν	яна
γιαν	джан
ρωμαίος	римская
ρωμαίος	роман
ρωμαίος	ромео
τάφος	могила
τάφος	гробнице
τάφος	могила
τάφος	серьезную
σχολές	школ
σχολές	школы
σχολές	факультетов
ρίζα	рут
ρίζα	корень
κοινωνικά	социальное
κοινωνικά	социального
κοινωνικά	социальный
κοινωνικά	социальная
κοινωνικά	социальные
σωστό	правильно
σωστό	верно
σωστό	вправо
σωστό	правильно
σωστό	исправить
σωστό	правильное
σωστό	правильный
κομητεία	графство
κομητεία	округе
κομητεία	округ
κεφάλαιο	глава
κεφάλαιο	главу
κεφάλαιο	столица
κεφάλαιο	капитал
κεφάλαιο	capital
αντιπροσωπεύει	представляет
πνευματική	духовные
πνευματική	духовный
πνευματική	духовное
πνευματική	духовного
πνευματική	интеллектуальной
πνευματική	интеллектуальная
απεικονίζει	изображает
εκδότης	издательство
εκδότης	издатель
εκδότης	редактора
εκδότης	редактор
εκδότης	эмитента
χρυσά	золотая
χρυσά	золотые
χρυσά	золотой
χρυσά	golden
χρυσά	золотой
χρυσά	золотая
χρυσά	gold
χρυσά	золото
χρυσά	золотые
παλαιότερη	старшая
παλαιότερη	старше
παλαιότερη	старшая
υψηλό	высокий
υψηλό	high
υψηλό	высоко
υψηλό	высокого
υψηλό	высокая
παραδοσιακό	традиционный
παραδοσιακό	традиционная
παραδοσιακό	традиционные
παραδοσιακό	традиционное
απόστολος	посланник
απόστολος	посланника
όρη	горы
αποφασίστηκε	решило
αποφασίστηκε	решила
αποφασίστηκε	решено
μοναδικός	уникальная
μοναδικός	уникальные
μοναδικός	уникальный
μοναδικός	уникальное
παραλλαγή	вариант
παραλλαγή	вариации
ξεκινάει	начинается
ξεκινάει	начинается
ξεκινάει	начинает
σκοτώθηκαν	убиты
σκοτώθηκαν	убита
σκοτώθηκαν	убил
σκοτώθηκαν	убит
ζακ	зак
ζακ	зак
ζακ	зак
ζακ	жак
φινλανδία	финляндия
φινλανδία	финляндии
επιδρομές	рейды
νωρίς	раннее
νωρίς	ранняя
νωρίς	рано
νωρίς	ранний
κατασκευάστηκαν	изготовленные
κατασκευάστηκαν	изготовлены
μάτι	глаз
μάτι	око
μάτι	мэтти
συλλογικό	коллектив
συλλογικό	коллективных
συλλογικό	коллективные
συλλογικό	коллективная
συλλογικό	коллективное
ύμνος	гимн
ύμνος	гимн
κανάλια	каналы
κανάλια	каналы
νορβηγία	норвегия
νορβηγία	норвегию
νορβηγία	норвегии
ορυκτά	минералов
ορυκτά	минеральных
ιδιοκτησία	собственности
ιδιοκτησία	свойство
ιδιοκτησία	имущество
ιδιοκτησία	собственность
ιδιοκτησία	недвижимость
ιδιοκτησία	владение
ιδιοκτησία	собственность
είσοδος	вход
είσοδος	ввод
είσοδος	вклад
είσοδος	ввод
είσοδος	въезд
είσοδος	въезда
σχηματίζεται	формирования
σχηματίζεται	формирование
σχηματίζεται	формируется
σχηματίζεται	сформированных
σχηματίζεται	сформирован
σχηματίζεται	сформировали
σχηματίζεται	сформированные
σχηματίζεται	сформирована
αποσαφήνιση	уточнение
αποσαφήνιση	уточнить
αποσαφήνιση	значения
αποσαφήνιση	пояснения
αποσαφήνιση	разъяснение
αποσαφήνιση	уточнение
μεσόγειο	средиземноморья
μεσόγειο	средиземноморье
αεροσκαφών	авиация
αεροσκαφών	самолет
αεροσκαφών	самолеты
αεροσκαφών	самолёт
αεροσκαφών	самолета
πάντοτε	всегда
χάρτες	карт
χάρτες	карты
χοσέ	жозе
χοσέ	хосе
χοσέ	жозе
χοσέ	хосе
ζηλανδία	зеландии
κυβερνήσεις	правительств
κυβερνήσεις	правительства
κυβερνήσεις	правительствам
μαξ	max
μαξ	макс
επαγγελματίας	профессиональное
επαγγελματίας	professional
επαγγελματίας	профессиональная
επαγγελματίας	профессионал
επαγγελματίας	профи
επαγγελματίας	pro
αντίστασης	сопротивления
αντίστασης	сопротивление
συστηματική	системные
συστηματική	системных
συστηματική	системный
συστηματική	систематический
συστηματική	систематическая
συστηματική	систематические
συστηματική	систематическое
συστηματική	систематического
κινητήρες	двигатели
κινητήρες	двигателей
ίχνη	треки
ίχνη	дорожки
ίχνη	следы
ίχνη	следы
ίχνη	отследить
ίχνη	след
μηνών	месяца
μηνών	месяцы
μηνών	месяцев
σπορ	sport
σπορ	спорт
σπορ	спортивный
σπορ	спортивная
σπορ	спортивные
σπορ	спорт
σπορ	спортивная
σπορ	sports
στρατηγική	стратегия
δημοσίευση	публикация
δημοσίευση	размещения
δημοσίευση	публиковать
δημοσίευση	опубликовать
δημοσίευση	публикация
δημοσίευση	опубликование
δημοσίευση	издание
δημοσίευση	опубликован
δημοσίευση	опубликованный
δημοσίευση	опубликовано
δημοσίευση	опубликована
δημοσίευση	опубликованные
δημοσίευση	публикация
δημοσίευση	post
δημοσίευση	опубликовать
δημοσίευση	пост
βιβλιοθήκες	библиотеки
βιβλιοθήκες	библиотек
ανακοίνωση	объявление
ανακοίνωση	связь
ανακοίνωση	коммуникация
ανακοίνωση	общение
ευρύ	широкая
ευρύ	широкие
ευρύ	широкого
ευρύ	широкий
κόμικς	comics
κόμικς	комиксы
κόμικς	комикс
σκάφη	катера
σκάφη	лодки
σκάφη	суда
σκάφη	кораблей
σκάφη	корабли
σκάφη	суда
σκάφη	сосуды
σκάφη	судов
γνώσεις	знания
γνώσεις	знание
απαραίτητη	необходимо
απαραίτητη	необходимая
απαραίτητη	необходимые
απαραίτητη	необходимое
απαραίτητη	необходимый
ζώνες	зоны
ζώνες	зон
ζώνες	ремни
ζώνες	пояса
θύματα	пострадавшие
θύματα	жертвы
θύματα	потерпевшие
επιθετικός	агрессивные
επιθετικός	агрессивный
επιθετικός	агрессивно
επιθετικός	агрессивной
επιθετικός	нападающий
επιθετικός	личинки
πετρούπολη	petersburg
πετρούπολη	петербург
πνευματικά	духовные
πνευματικά	духовный
πνευματικά	духовное
πνευματικά	духовного
πνευματικά	духовно
πνευματικά	мысленно
πνευματικά	психически
πνευματικά	морально
πνευματικά	умственно
άλμα	прыгать
άλμα	прыжок
άλμα	прыгнуть
άλμα	скачок
άλμα	прыжок
άλμα	алма
άλμα	альма
πολιτικούς	политиков
πολιτικούς	политики
δήλωση	ведомость
δήλωση	заявление
δήλωση	декларация
δήλωση	заявление
θέα	посмотреть
θέα	просмотр
θέα	просмотреть
θέα	вид
ολυμπιάδα	олимпиада
ουκρανίας	ukraine
ουκρανίας	украина
ουκρανίας	украину
ουκρανίας	украинский
ουκρανίας	украинские
ουκρανίας	украинская
ουκρανίας	украинцы
ηθική	этических
ηθική	этика
ηθική	этики
ηθική	моральная
ηθική	мораль
ηθική	моральный
ηθική	морали
ηθική	мораль
ηθική	морали
ηθική	мораль
ξύλο	дерево
ξύλο	древесина
ξύλο	вуд
ξύλο	дрова
ξύλο	древесины
ανάγνωση	читайте
ανάγνωση	читай
ανάγνωση	прочитать
ανάγνωση	прочесть
ανάγνωση	читать
ανάγνωση	читаем
ανάγνωση	чтения
ανάγνωση	читаю
ανάγνωση	чтение
ναπολέοντα	наполеона
ναπολέοντα	наполеон
αλή	али
αλή	эли
μαθηματικός	математик
λίβερπουλ	ливерпуль
μιλάνο	милан
μιλάνο	милано
νεότερη	младшая
νεότερη	моложе
θερμότητα	тепло
θερμότητα	тепла
θερμότητα	жара
γερουσία	сенат
γερουσία	сенате
αε	руа
εξελίχθηκε	эволюционировали
προσωπικού	персонал
λάρισα	лариса
λάρισα	лариса
προκαλώντας	причинение
προκαλώντας	вызывая
προκαλώντας	спровоцировать
αργά	опаздывает
αργά	поздний
αργά	поздно
αργά	опоздал
αργά	медленные
