the	az
raid	rajtaütés
congregation	gyülekezet
temperatures	hőmérséklet
testament	testamentum
drinking	iszik
drinking	ivás
drinking	inni
drinking	iszom
companion	társ
companion	társa
manila	manila
punjab	punjab
consideration	megfontolás
consideration	figyelembe
veteran	veterán
doctors	orvosok
doctors	doktorok
ruler	uralkodó
wise	bölcsek
wise	bölcs
shipping	hajózás
shipping	szállítás
shipping	hajózási
worthy	érdemes
worthy	méltó
registration	nyilvántartási
registration	nyilvántartásba
registration	regisztráció
directory	könyvtár
directory	könyvtárban
wyoming	wyoming
manitoba	manitoba
vietnamese	vietnami
ronald	ronald
cuban	kubai
burns	égés
burns	burns
justify	igazolja
justify	indokolja
divine	isteni
sequel	folytatás
fate	végzet
fate	sors
cole	cole
trans	trans
trans	transz
boards	deszka
boards	tanácsok
boards	táblák
span	span
bryan	bryan
santiago	santiago
terrorist	terrorista
terrorist	terroristák
waves	hullám
waves	hullámok
invented	fantázia
landed	leszállt
landed	landolt
sandy	homokos
sandy	sandy
acres	hektár
paint	festés
paint	festék
actively	aktívan
stops	megáll
excellence	kiválóság
integration	integráció
integration	beilleszkedés
thinks	gondolkodik
bibliography	bibliográfia
farming	gazdálkodás
farming	tenyésztés
marathon	maraton
redundant	felesleges
freestyle	freestyle
aerial	légi
aerial	antenna
preservation	megőrzése
altitude	magasság
freely	szabadon
simultaneously	egyszerre
simultaneously	egyidejűleg
psychological	pszichológiai
psychological	pszichés
fernando	fernando
cultures	kultúrák
taxes	adók
taxes	adó
marcus	marcus
dominican	dominikai
franz	franz
coins	érméket
coins	érme
coins	érmék
oxygen	oxigén
oxygen	oxigént
civic	polgári
hardly	aligha
hardly	alig
isaac	isaac
spell	bűbáj
spell	varázsige
spell	varázslat
craft	kézműves
inspiration	ihlet
inspiration	inspiráció
pairs	párok
pairs	párban
vector	vektor
arc	arc
arc	ív
professionals	profik
professionals	szakemberek
vii	vii
contrary	ellentétes
accusations	vádak
approaches	megközelítések
slaves	szolgák
slaves	rabszolgák
mad	őrült
mad	mad
spectrum	spektrum
client	ügyfél
client	kliens
dozen	tucatnyi
dozen	tucat
travels	utazik
symbols	jelek
symbols	jelölések
symbols	szimbólumok
symbols	szimbólum
plaza	plaza
inherited	örökölt
inherited	örökölte
legion	légió
symptoms	tünetei
symptoms	tünetek
mosque	mecset
guys	pasik
guys	srácok
lab	laboratórium
lab	labor
sailing	hajózás
sailing	vitorlázás
sailing	vitorlás
orientation	eligazítás
orientation	orientációs
orientation	irányultság
generic	általános
generic	generikus
reasoning	érvelés
stroke	stroke
stroke	agyvérzés
stroke	löket
unions	szakszervezet
unions	szakszervezetek
efficient	hatékony
efficient	hatékonyan
efficient	eredményes
opens	nyit
opens	nyitható
impression	benyomást
impression	benyomás
discover	felfedezés
discover	felfedezni
discover	felfedezése
relocated	áthelyezték
roosevelt	roosevelt
dancer	táncos
dancer	táncosnő
phenomenon	jelenség
preliminary	előzetes
recognize	felismeri
recognize	felismerni
anchor	horgony
arguing	veszekedés
arguing	vitatkozni
abilities	képességeit
abilities	képességek
procedures	eljárás
procedures	eljárások
emotional	érzelmi
emotional	érzelmes
fisher	fisher
cartoon	rajzfilm
disorder	rendellenesség
disorder	zavar
fled	menekült
fled	elmenekült
demands	követel
demands	követelés
demands	követelések
demands	igények
lithuania	litvániában
lithuania	litvánia
continent	kontinensen
continent	kontinens
fellowship	ösztöndíj
fellowship	ösztöndíjat
lock	zár
lock	zárat
lock	lakat
warrant	végzés
pictured	képzeltem
recurring	visszatérő
recurring	ismétlődő
overview	áttekintése
overview	áttekintés
wealthy	gazdagok
acquisition	beszerzés
acquisition	megszerzése
eve	éva
eve	eve
filter	szűrés
filter	szűrő
addresses	címek
independently	önállóan
independently	függetlenül
slovenia	szlovénia
observation	észrevétel
observation	megfigyelés
threats	fenyegetés
threats	fenyegetések
threats	veszélyek
fallen	bukott
fallen	elesett
protocol	protokoll
protocol	jegyzőkönyv
judgment	ítélet
colours	színek
distinctive	megkülönböztető
distinctive	jellegzetes
landmark	nevezetesség
package	csomag
package	csomagolás
package	csomagot
package	csomagban
controls	ellenőrzések
prisoner	rab
prisoner	fogoly
prisoner	elítélt
signals	jelek
signals	jelzések
signals	jeleket
owen	owen
intervention	beavatkozás
intervention	intervenciós
intervention	intervenció
arriving	érkezem
arriving	érkezik
cylinder	hengeres
cylinder	henger
tenth	tizedik
liu	liu
tested	megvizsgált
tested	vizsgált
tested	tesztelt
renowned	neves
shops	boltok
shops	boltokban
shops	üzletek
dome	búra
philosopher	filozófus
epic	epikus
stem	szár
specified	megadott
specified	meghatározott
specified	megadva
davies	davies
collapse	összeomlás
allan	allan
albanian	albán
canyon	kanyon
canyon	canyon
samples	minták
samples	mintákat
celebrity	híresség
celebrity	celeb
celebrity	hírességek
priests	papok
louise	louise
workshop	műhely
herzegovina	hercegovina
claude	claude
fortune	vagyon
fortune	szerencse
fortune	vagyont
bars	bárok
bars	rácsok
bars	rúd
bars	rács
cornwall	cornwall
palmer	palmer
presidency	elnöksége
presidency	elnökség
tiny	kicsi
tiny	pici
tiny	apró
appeals	fellebbezés
istanbul	isztambul
rookie	újonc
expanding	bővülő
calgary	calgary
shock	sokk
stevens	stevens
employee	alkalmazott
employee	alkalmazottak
employee	munkavállaló
employee	munkatárs
yang	yang
housed	elhelyezett
tomb	sír
innovation	innováció
innovation	innovációs
streams	patakok
unity	egység
lucas	lucas
grows	növekszik
armenia	örményország
proteins	fehérje
proteins	fehérjék
proposals	pályázatok
proposals	javaslatok
proposals	javaslatokat
swimmers	úszók
mainland	kontinens
mainland	szárazföld
seminary	szemináriumba
seminary	szeminárium
hamlet	hamlet
timeline	idővonal
coup	puccs
newport	newport
negotiations	tárgyalások
exhibitions	kiállítások
malta	máltai
malta	málta
hate	utálom
hate	gyűlölet
westminster	westminster
installation	telepítés
installation	létesítmény
enters	belép
goalkeeper	kapus
julian	julian
morocco	marokkóban
morocco	marokkó
efficiency	hatékonyság
aboard	fedélzeten
helicopter	helikopter
fortress	erőd
ani	ani
burned	elégett
burned	égett
burned	megégett
burned	égetett
displays	kijelzők
compiled	összeállított
contributors	közreműködő
contributors	közreműködők
torpedo	torpedó
giovanni	giovanni
chat	társalgás
chat	beszélgetés
chat	chat
chat	csevegés
catholics	katolikusok
herald	herald
chuck	chuck
pit	verem
pit	gödör
supplied	szolgáltatott
optional	választható
optional	opcionális
desk	íróasztal
desk	asztal
garrison	garrison
sprint	sprint
exile	száműzetés
exile	száműzött
surprised	meglepett
surprised	meglepő
surprised	meglepve
achievements	eredmények
biblical	biblia
biblical	bibliai
rebels	felkelők
rebels	lázadók
denis	denis
geographical	földrajzi
alpine	alpesi
bills	számlák
bills	számlákat
glacier	gleccser
binding	kötés
binding	kötelező
indicating	jelezve
estonia	észtország
estonia	észtországban
eating	evés
eating	enni
eating	eszik
saving	megtakarítás
saving	mentés
saving	megmenteni
chi	chi
developer	fejlesztő
indie	indie
difficulties	nehézségekkel
difficulties	nehézségek
difficulties	nehézségei
difficulties	nehézség
doctrine	doktrína
worn	viselt
worn	kopott
fork	villát
fork	villa
simpson	simpson
maintaining	fenntartása
upcoming	közelgő
vocalist	énekes
temporarily	ideiglenesen
temporarily	átmenetileg
hotels	hotelek
hotels	szállások
hotels	szállodák
hotels	szállás
edmonton	edmonton
developments	fejlemények
developments	fejlesztések
literacy	műveltség
currency	pénznem
currency	valuta
currency	fizetőeszköz
missionary	misszionárius
arrives	megérkezik
arrives	érkezik
hammer	hammer
hammer	kalapács
dollar	dollár
ambassadors	nagykövetek
twitter	twitter
centres	központok
solomon	salamon
solomon	solomon
recommend	ajánlani
recommend	ajánlom
recommend	ajánlja
recommend	ajánljuk
descendants	leszármazottai
ruth	ruth
handling	kezelése
handling	kezelési
customs	vám
collect	összegyűjti
collect	gyűjteni
grid	rács
secured	biztosított
certificate	tanúsítványok
certificate	igazolás
certificate	tanúsítvány
certificate	tanúsítványt
certificate	bizonyítvány
destination	rendeltetési
destination	cél
albania	albánia
euro	euró
euro	euróban
euro	euro
consumption	fogyasztása
consumption	fogyasztás
consumption	fogyasztásra
consumption	felhasználás
constantly	folyamatosan
constantly	állandóan
survivors	túlélő
survivors	túlélők
cardiff	cardiff
temples	templomok
blake	blake
sheet	lap
sheet	lepedő
lift	emelés
confidence	önbizalom
confidence	bizalom
cuisine	konyha
frankfurt	frankfurt
galaxy	galaxis
galaxy	galaxy
ecuador	ecuador
breeding	tenyésztés
breeding	tenyésztési
outbreak	kitörés
outbreak	járvány
legendary	legendás
handball	kézilabda
georgian	grúzia
georgian	grúz
copenhagen	koppenhága
copenhagen	koppenhágai
trek	trek
arch	ív
arch	arch
keys	kulcs
keys	kulcsokat
keys	kulcsok
quartet	kvartett
propaganda	propaganda
disk	korong
disk	lemez
disk	lemezt
funny	vicces
punishment	büntetés
accuracy	pontosság
meter	méter
meter	mérő
theoretical	elméleti
suspension	felfüggesztése
suspension	szuszpenzió
suspension	felfüggesztés
graduation	érettségi
flew	repült
seeds	vetőmag
seeds	magvak
seeds	mag
seeds	magok
lighting	világító
lighting	világítás
jennifer	jennifer
smooth	sima
customer	vendég
customer	ügyfél
customer	vevő
customer	vásárlói
customer	vásárló
armstrong	armstrong
southwestern	délnyugat
philosophical	filozófiai
escaped	elmenekült
escaped	megszökött
powell	powell
kills	gyilkol
kills	öl
kills	megöli
kills	megöl
taste	íze
requiring	igénylő
assertion	állítás
boulevard	boulevard
boulevard	körúton
boulevard	sugárút
northeastern	északkeleti
northeastern	északkelet
brooks	brooks
sending	küldöm
sending	küld
sending	küldő
sending	elküldése
sending	küldése
atomic	atom
antarctica	antarktisz
strikes	lecsap
reconstruction	újjáépítési
chronicle	chronicle
traveling	utazás
traveling	utazik
traveling	utazó
leslie	leslie
ellis	ellis
devon	devon
ghana	ghána
gen	gen
rebel	felkelő
rebel	lázadók
rebel	lázadó
duncan	duncan
pianist	zongorista
canon	canon
reformed	református
pack	falka
pack	csomagolás
pack	csomag
pack	pack
iceland	izlandi
iceland	izland
solve	megoldani
cyclists	kerékpárosok
payment	fizetési
payment	kifizetés
payment	fizetség
payment	fizetés
suburbs	külvárosban
militia	milícia
pronounced	kifejezett
exhibit	kiállítás
mph	mph
glen	glen
eugene	eugene
compromise	kompromisszum
compromise	kompromisszumot
compromise	kompromisszumos
tactical	taktikai
uganda	uganda
jail	börtön
jail	börtönbe
yeah	igen
withdraw	visszavonják
holmes	holmes
promise	ígéret
deals	foglalkozik
convert	átalakítás
dos	dos
afternoon	délután
afternoon	délutáni
warrior	harcos
mammals	emlősök
dimensions	méretek
dimensions	méretei
surrey	surrey
gaming	szerencsejáték
lutheran	evangélikus
ports	kikötők
amy	amy
survival	túlélés
responses	válaszokat
responses	válaszok
collegiate	collegiate
scandal	botrány
scandal	botrányos
widow	özvegy
widow	özvegye
swing	swing
nights	éjszakák
nights	éjszakánként
polo	póló
polo	polo
polo	vízilabda
linda	linda
adr	adr
probability	valószínűsége
probability	valószínűség
farms	gazdaságok
conferences	konferenciák
zhang	zhang
crazy	őrült
witness	szemtanú
witness	tanú
nephew	unoka
nephew	unokaöccse
sensitive	érzékeny
sensitive	érzékenyek
sensitive	kényes
mutual	kölcsönös
diet	étrend
diet	diétás
diet	diéta
clients	ügyfelek
clients	kliensek
fringe	fringe
passion	szenvedély
rings	gyűrű
rings	gyűrűket
rings	gyűrűk
millions	milliók
millions	millió
dialect	dialektus
orlando	orlando
relay	váltó
wet	vizes
wet	nedves
cruise	cruise
henri	henri
publish	kihirdetik
publish	közzététel
joy	joy
joy	öröm
joy	örömöt
julia	julia
julia	júlia
kitchen	konyha
kitchen	konyhában
abstract	absztrakt
abstract	elvont
snake	snake
snake	kígyó
comedian	komikus
motorcycle	motorkerékpár
motorcycle	motoros
motorcycle	motor
arsenal	arsenal
millennium	millennium
assists	segíti
bow	íj
andré	andre
andré	andré
dimensional	dimenziós
travelled	utazott
eurovision	eurovíziós
eurovision	eurovision
firing	tüzelést
suite	lakosztály
doug	doug
gravity	gravitáció
stored	tárolt
departed	eltávozott
optical	optikai
frontier	határ
evaluation	elbírálás
evaluation	értékelés
graph	grafikon
hybrid	hibrid
oslo	oslo
keyboard	billentyűzet
jamie	jamie
decorated	díszített
decorated	kitüntetett
complicated	komplikált
complicated	bonyolult
nathan	nathan
slavery	rabszolgaság
operators	üzemeltetők
armor	páncél
mechanics	mechanika
mechanics	szerelők
bradford	bradford
leon	leon
rachel	rachel
footage	felvétel
footage	felvételek
strings	szálat
header	fejléc
header	fejes
hood	hood
hood	csuklyás
inspector	felügyelő
inspector	ellenőr
warnings	figyelmeztetés
warnings	figyelmeztetések
relatives	hozzátartozók
relatives	rokonok
plains	síkság
defended	védte
wheels	kerekek
wheels	kerekes
wheels	kerék
criterion	kritérium
ace	ász
ace	ace
arrangements	megállapodások
penn	penn
joke	vicc
joke	poén
joke	tréfa
sailed	hajózott
religions	vallások
andrews	andrews
moderate	közepes
moderate	mérsékelt
stolen	lopott
stolen	ellopták
pin	pin
carol	carol
prototype	prototípus
canterbury	canterbury
midnight	éjfél
midnight	éjfélkor
quarterback	irányító
quarterback	hátvéd
duchy	hercegség
bailey	bailey
performers	előadók
handled	kezelt
exploration	felfedezés
diversity	sokszínűség
diversity	sokszínű
diversity	sokféleség
sixteen	tizenhat
findings	megállapítások
findings	leletek
repeat	ismétlés
brussels	brüsszelben
brussels	brüsszeli
brussels	brüsszel
planets	bolygók
reconnaissance	felderítés
reconnaissance	felderítő
shots	lövések
shots	feles
shots	lövés
complaint	panaszt
complaint	panasza
complaint	panasz
batman	batman
espn	espn
investigate	nyomozni
verify	ellenőrizni
discontinued	megszűnt
girlfriend	barátnőm
girlfriend	barátnő
girlfriend	barátnője
resignation	lemondását
resignation	lemondás
fossil	fosszilis
explaining	elmagyarázni
tang	tang
inches	centi
inches	hüvelyk
proven	bizonyítottan
proven	bizonyított
franco	franco
dying	haldokló
dying	haldoklik
tribal	törzsi
tyler	tyler
glenn	glenn
substance	anyag
luxembourg	luxemburgi
luxembourg	luxemburgban
luxembourg	luxemburg
luxembourg	luxembourg
colored	színes
explosion	robbanás
explosion	robbantás
pushed	lökte
generations	nemzedékek
generations	generációk
duck	kacsa
duck	duck
porter	porter
permanently	tartósan
permanently	véglegesen
memphis	memphis
salvador	salvador
emma	emmával
emma	emma
zoo	állatkert
zoo	állatkertben
gibson	gibson
emerging	feltörekvő
mere	puszta
portions	adagok
macedonia	macedónia
ethics	erkölcs
ethics	etika
ethics	etikai
curtis	curtis
rescued	megmentett
rescued	mentett
gaelic	kelta
slovakia	szlovákia
elevated	emelkedett
elevated	megemelkedett
jeremy	jeremy
impressive	lenyűgöző
bradley	bradley
egg	tojást
egg	tojás
conquest	hódítás
rod	rúd
rod	rod
cdp	cdp
algorithm	algoritmust
algorithm	algoritmus
burn	égés
burn	égni
thesis	szakdolgozat
lover	szerető
capitol	capitol
remembered	emlékezett
ferdinand	ferdinand
marshal	marsall
judaism	judaizmus
balls	tökös
balls	golyók
nacional	nacional
wrestlers	birkózók
ahmed	ahmed
sin	bűn
sin	sin
holocaust	holokauszt
edgar	edgar
saxophone	szaxofon
curriculum	tanterv
wishes	kívánság
wishes	kívánja
ruins	romok
ruins	romokban
ibm	ibm
rochester	rochester
nigerian	nigériai
jesse	jesse
malaysian	malajzia
malaysian	malajziai
atlas	atlas
telegraph	telegraph
performer	előadó
performer	fellépő
cannon	ágyú
cannon	cannon
encounter	találkozás
emily	emily
dissolved	oldott
catalogue	katalógus
discrimination	diszkrimináció
discrimination	megkülönböztetés
myspace	myspace
reveal	felfedje
reveal	felfedni
wizard	mágus
wizard	varázsló
teen	tinédzser
teen	tini
spots	foltok
bomber	bombázók
bomber	bombázó
foods	élelmiszerek
foods	ételek
quest	küldetés
connor	connor
screenplay	forgatókönyv
screenplay	forgatókönyvet
motors	motors
motors	motorok
minimal	minimális
minimal	minimálisan
muscle	izmok
muscle	izom
prestigious	rangos
prestigious	tekintélyes
sustainable	fenntartható
chelsea	chelsea
strict	szigorú
strict	szigorúan
kingston	kingston
sheep	bárány
sheep	juh
sheep	birkák
sheep	juhok
sheep	birka
andrea	andrea
complaints	panaszokat
complaints	panasz
complaints	panaszok
connects	összeköt
connects	összeköti
nursing	ápolói
nursing	ápoló
defenders	védők
richardson	richardson
triangle	háromszög
nato	nato
teeth	fogat
teeth	fogak
occasional	alkalmi
occasional	alkalmanként
occasional	esetenként
strictly	szigorúan
harper	harper
fluid	folyadék
fed	fed
fed	táplált
newfoundland	newfoundland
disbanded	feloszlott
comparable	hasonlítható
comparable	összehasonlítható
documentation	dokumentáció
brien	brien
compounds	vegyületek
edmund	edmund
naturally	természetesen
forcing	kényszerít
ussr	szovjetunió
laser	lézer
lat	lat
sculptor	szobrász
guild	céh
observer	megfigyelő
observer	megfigyelői
observer	megfigyelők
worlds	vb
worlds	világok
wrestler	birkózó
praise	dicséret
praise	dicsőség
praise	dicséretet
bones	csontok
bones	bones
bones	csontos
bones	csont
css	css
cox	cox
contracts	szerződések
consequences	következmény
consequences	következmények
consequences	következményei
provisions	rendelkezések
provisions	rendelkezés
circulation	forgalomba
butterfly	lepke
butterfly	pillangó
hugo	hugo
algeria	algéria
edu	edu
separation	szétválasztás
spy	kém
cliff	szikla
cliff	cliff
technically	technikailag
technically	gyakorlatilag
reactions	reakciók
lithuanian	litvánia
lithuanian	litván
trick	trick
trick	trükk
curve	görbe
curve	kanyar
accidents	véletlenek
accidents	balesetek
horizontal	vízszintesen
horizontal	horizontális
horizontal	vízszintes
legends	legendák
enzyme	enzim
freight	rakomány
hydrogen	hidrogén
broadcasts	adások
viii	viii
caroline	caroline
pull	húzd
plymouth	plymouth
twentieth	huszadik
cuts	vágás
cuts	vágások
mediation	közvetítés
catalog	katalógus
dale	dale
synthesis	szintézis
rape	erőszak
seoul	szöul
seoul	szöulban
engagement	eljegyzési
engagement	eljegyzés
engagement	aktivitás
coin	érme
lucy	lucy
consequently	következésképp
consequently	következésképpen
platinum	platina
twins	ikrek
memories	emlékek
memories	emlék
robertson	robertson
verified	ellenőrizve
verified	hitelesített
verified	ellenőrzött
anthology	anthology
milton	milton
geological	geológiai
defining	meghatározó
dinner	vacsora
hosting	hosting
thriller	thriller
retreat	visszavonulás
albany	albany
abdul	abdul
migration	áttérés
migration	átállás
migration	bevándorlás
migration	migráció
carefully	óvatosan
magnitude	nagysága
sudan	szudáni
sudan	szudán
duration	időtartam
duration	időtartama
henderson	henderson
explorer	felfedező
marco	marco
fusion	fúzió
fusion	fúziós
aids	aids
gathered	összegyűlt
gathered	összegyűjtött
privately	privátban
reflected	tükröződik
presbyterian	presbiteriánus
estates	birtokok
pound	font
allegedly	állítólag
delay	késedelem
delay	késlekedés
delay	késés
developers	fejlesztők
semifinals	elődöntőben
belfast	belfast
arctic	sarkvidéki
kurt	kurt
windsor	windsor
assumption	feltevés
assumption	feltételezés
plates	rendszám
plates	tányér
plates	lemezek
fourteen	tizennégy
monroe	monroe
hearts	szívek
belgrade	belgrád
extending	meghosszabbításáról
pale	fakó
pale	halvány
pale	sápadt
pursuit	törekvés
pursuit	üldözés
glory	dicsőség
destroyer	pusztító
destroyer	romboló
deeply	mélyen
lectures	előadások
preston	preston
deceased	elhunyt
speaks	beszél
gathering	összegyűlt
gathering	gyülekező
gathering	összejövetel
angry	dühös
angry	mérges
incomplete	hiányos
incomplete	befejezetlen
enrolled	beiratkozott
configuration	konfigurációs
brad	brad
skill	szakértelem
skill	képesség
skill	készség
intense	heves
intense	intenzív
tasmania	tasmania
commitment	elkötelezettség
loved	szerette
loved	szerettek
loved	imádott
loved	szeretett
reforms	reformokat
reforms	reformok
uruguay	uruguay
sustained	tartós
napoleon	napóleon
napoleon	napoleon
confirm	megerősítés
confirm	megerősítése
confirm	megerősíteni
confirm	megerősítve
breed	fajta
auxiliary	segéd
auxiliary	kisegítő
enabled	engedélyezve
discography	diszkográfia
licence	engedély
refugees	menekültek
adrian	adrian
pipe	cső
pipe	pipa
karen	karen
altered	módosult
budapest	budapest
budapest	budapesten
budapest	budapesti
designers	tervezők
heir	örökös
advisor	tanácsadó
illustrate	illusztrálják
authorized	engedélyezett
authorized	engedélyezve
hide	elrejteni
hide	elrejtése
announcement	bejelentés
announcement	közlemény
compact	kompakt
compact	tömör
tissue	szövetek
tissue	szövet
particles	részecskék
particles	részecske
receiver	fogadó
receiver	címzett
receiver	vevő
civilians	civilek
marsh	mocsár
marsh	marsh
vinyl	vinil
delayed	késedelmes
delayed	késik
delayed	késleltetett
wednesday	szerdán
wednesday	szerda
checking	ellenőrzése
chilean	chile
chilean	chilei
chambers	chambers
demo	bemutató
demo	demó
agrees	beleegyezik
agrees	egyetért
ahmad	ahmed
ahmad	ahmad
santos	santos
paying	fizető
paying	fizet
desired	kívánt
desired	kívánatos
followers	követői
observatory	obszervatórium
problematic	problémás
springfield	springfield
kit	készlet
kit	kit
remarks	megjegyzések
burton	burton
monarch	uralkodó
observations	megfigyelések
observations	észrevétel
observations	észrevételek
beetle	bogár
promised	megígérte
promised	ígéret
promised	ígért
promised	megígértem
cream	tejszín
cream	krém
cream	krémet
presenter	műsorvezető
potter	potter
favourite	kedvenc
favourite	kedvencem
transformation	átalakulás
transformation	átalakítás
mcdonald	mcdonald
bavaria	bajorország
kumar	kumar
severely	súlyosan
mixture	keverék
mixture	elegy
mixture	keverékek
browser	böngésző
endangered	veszélyeztetett
mate	haver
mate	mate
everybody	mindenki
everybody	mindenkinek
lyon	lyon
illustration	illusztráció
kyle	kyle
brook	brook
geometry	geometria
ping	ping
extends	kiterjed
extends	kiterjeszti
aggregate	összesített
variants	változatok
baroque	barokk
iso	iso
collapsed	összeesett
collapsed	összeomlott
jake	jake
hopes	reményeim
hopes	reméli
cornell	cornell
modes	módok
servant	szolga
servant	cseléd
kenny	kenny
hurt	fáj
hurt	bántani
hurt	megsérült
maker	teremtő
maker	készítő
carlo	carlo
lynn	lynn
stability	stabilitás
stability	stabilitása
stability	stabilitási
imposed	kivetett
confusing	zavaros
beetles	bogarak
joel	joel
jets	jets
logos	logók
vital	létfontosságú
vital	életbevágó
malcolm	malcolm
winnipeg	winnipeg
kilometers	kilométer
buddhism	buddhizmus
nose	orr
nose	orrot
pace	lépést
thunder	villám
thunder	mennydörgés
physicians	orvosok
bolivia	bolívia
crops	termés
crops	növények
halifax	halifax
monk	monk
monk	szerzetes
extraordinary	rendkívüli
lessons	leckéket
pub	kocsma
pub	kocsmában
monte	monte
segments	szegmensek
deer	szarvast
deer	szarvas
mysterious	titokzatos
mysterious	misztikus
mysterious	rejtélyes
consultant	tanácsadó
fraser	fraser
formats	formátumok
jam	jam
jam	lekvár
chicken	tyúk
chicken	csirke
idol	idol
reid	reid
births	születések
pet	pet
pet	háziállat
pet	kisállat
upset	feldúlt
upset	zaklatott
loves	imád
loves	szereti
loves	szeret
stretch	stretch
nominate	jelölni
striking	feltűnő
striker	striker
accidentally	véletlenül
louisville	louisville
hopkins	hopkins
goddess	istennő
voltage	feszültség
betty	betty
marion	marion
geology	geológia
consistently	következetesen
cyclone	ciklon
export	exportálni
export	export
export	kivitel
export	kiviteli
lightning	villámlás
lightning	villám
impressed	nyűgözve
maintains	fenntartja
logical	logikai
logical	logikus
aggressive	agresszív
jin	jin
julie	julie
fbi	fbi
yankees	yankees
ludwig	ludwig
pond	tó
suburban	külvárosi
enlisted	besorozták
moments	pillanatai
moments	pillanatok
interim	időközi
lucky	szerencse
lucky	szerencsés
lon	lon
toy	játék
toy	játékszer
bicycle	bicikli
bicycle	kerékpár
interactions	kölcsönhatások
interactions	kölcsönhatás
fraud	csalás
fraud	csaló
lang	lang
arcade	játékterem
arcade	arcade
lecture	előadás
sanctuary	szentély
sanctuary	menedék
dragons	sárkányok
copa	copa
careful	óvatosan
nurse	ápolónő
nurse	nővér
nurse	ápoló
rivals	rivális
rivals	riválisok
module	modul
supplement	kiegészítés
lens	objektív
lens	lencse
patron	patron
commands	parancsok
commands	parancsol
trend	trend
trend	tendencia
superintendent	főfelügyelő
gerald	gerald
rap	rap
geneva	genfi
ash	hamu
ash	ash
blade	penge
blade	pengét
disappeared	eltűnt
disappeared	eltünt
patrolling	járőrözik
predominantly	túlnyomórészt
committees	bizottságok
loose	lazán
loose	laza
boom	bumm
sailors	tengerészek
beaten	megverték
beaten	megvert
smoke	füst
assassination	merénylet
lancaster	lancaster
reynolds	reynolds
divorce	válást
divorce	válás
dust	por
dust	port
saxon	szász
separately	külön
grain	gabona
grain	gabonát
translations	fordítás
translations	fordítások
zimbabwe	zimbabwei
zimbabwe	zimbabwe
cohen	cohen
diving	búvárkodás
diving	búvár
diving	merülés
carroll	carroll
accounting	számviteli
accounting	könyvelés
accounting	elszámolás
mesa	mesa
prussia	poroszország
intelligent	intelligens
cherry	cherry
cherry	cseresznyés
cherry	cseresznye
tobacco	dohány
cleaned	tisztított
varieties	fajták
bench	pad
bench	padon
ellen	ellen
measurement	mérés
paradise	paradicsom
paradise	mennyország
paradise	paradise
alexandria	alexandria
complement	kiegészítik
complement	kiegészítés
witch	boszorkány
attraction	vonzalom
diana	diana
colleagues	kollégák
colleagues	munkatársak
busy	elfoglalt
cia	cia
screenwriter	forgatókönyvíró
rankings	ranglista
commanders	parancsnokok
salem	salem
wagner	wagner
firms	cégek
sanctions	szankció
sanctions	szankciók
instructor	oktató
nobility	nemesség
divorced	elvált
tomorrow	holnap
manuscripts	kéziratok
unified	egységes
unified	egyesített
scouts	felderítők
scouts	cserkészek
investigations	nyomozás
investigations	vizsgálatok
silva	silva
derek	derek
agenda	menetrend
agenda	napirend
provision	rendelkezés
humanity	emberség
humanity	emberiség
terror	terror
terror	rettegés
terror	rémület
trinidad	trinidad
distant	távoli
burke	burke
circles	körök
assignment	megbízás
assignment	megbízatás
shrine	szentély
sail	vitorlát
willie	willie
celebrate	ünneplés
celebrate	ünnepelni
ranch	ranch
vampire	vámpírok
vampire	vámpír
playwright	drámaíró
sick	beteg
sick	betegek
associates	társai
heinrich	heinrich
ethiopia	etiópia
flags	zászlók
tel	tel
drove	vezetett
drove	hajtott
drives	vezet
autobiography	önéletrajzát
recruited	felvett
uprising	felkelés
edwin	edwin
velocity	sebesség
terminology	terminológia
raiders	raiders
coordinates	koordináták
coordinates	koordináta
coordinates	koordinátákat
brighton	brighton
viola	ibolya
viola	viola
para	para
morrison	morrison
propulsion	meghajtás
boxer	bokszoló
boxer	boxer
finale	finálé
shoulder	vállán
shoulder	válla
shoulder	váll
disabled	fogyatékkal
disabled	kikapcsolva
disabled	fogyatékos
disabled	rokkant
div	div
tactics	taktika
ernst	ernst
innocent	ártatlan
innocent	ártatlanok
rapper	rapper
settle	rendezni
privacy	magánélet
privacy	adatvédelmi
privacy	adatvédelem
boeing	boeing
cites	cites
emmy	emmy
indo	indo
distinguish	különbséget
rosa	rosa
thermal	termikus
flute	fuvola
marines	tengerészgyalogság
marines	tengerészgyalogosok
feminist	feminista
trustees	megbízottak
sculptures	szobrok
bacteria	baktériumok
bacteria	baktérium
landmarks	tereptárgyak
disorders	rendellenességek
rivalry	rivalizálás
prevention	megelőzés
prevention	megelőzési
prevention	megelőzése
honored	megtisztelő
honored	megtiszteltetés
healthy	egészségesek
healthy	egészségesen
healthy	egészséges
circus	cirkusz
circus	cirkuszban
speculation	spekuláció
speculation	találgatás
burma	burma
burma	burmai
sec	sec
knee	térde
knee	térd
threw	dobta
hypothesis	hipotézis
hypothesis	feltevés
hypothesis	feltételezés
hypothesis	elmélet
referendum	népszavazás
travelling	utazás
travelling	utazó
travelling	utazni
estonian	észt
pastor	lelkész
pastor	pásztor
sofia	sofia
tribune	tribune
lasting	tartós
lasting	maradandó
permit	engedély
permit	engedélyben
priority	prioritás
