τιμά	honors
παράδεισο	paradís
παράδεισο	paradise
βαρσοβία	varsòvia
εκδηλώνεται	manifestant
εκδηλώνεται	manifestada
χωράφια	camps
ντίζελ	gasoil
ντίζελ	diesel
ντίζελ	dièsel
υπουργούς	ministres
ευγενία	eugenia
ευγενία	eugènia
κατηγορεί	acusa
διάσημοι	famós
διάσημοι	famosos
διάσημοι	celebritat
διάσημοι	famosos
δαπάνη	despesa
αρκαδία	arcàdia
στοιχειώδη	elemental
παρουσιαστής	presentador
παρουσιαστής	presentadora
παρουσιαστής	màquina
αϊτή	haití
εξάρτηση	dependència
κώδικες	codis
γκάνα	ghana
κλίντον	clinton
κρατήρες	cràters
διακριτικό	distintiu
διακριτικό	discret
διακριτικό	discreta
λιμνών	llacs
ύφεση	recessió
ύφεση	remissió
εξαφανιστεί	desaparèixer
εύνοια	favor
ανησυχίες	preocupacions
ανησυχίες	inquietuds
εστιατόριο	restaurant
ιππότη	cavaller
χαρακτηρίζουν	caracteritzen
χαρακτηρίζουν	caracteritzar
αλβανοί	albanesa
αλβανοί	albanesos
χειρότερο	pitjor
βάθη	profunditats
ύλες	materials
ύλες	matèries
οπίσθια	natges
οπίσθια	posterior
κλοντ	claude
γένοβα	gènova
ράιαν	ryan
ψηφία	dígits
πρίνσιπε	príncipe
ράπερ	raper
κάθειρξη	empresonament
δημογραφικά	demografia
δημογραφικά	demogràfica
άουσβιτς	auschwitz
γουέλς	pous
ενδιάμεση	intermèdia
ενδιάμεση	intermedi
κόσοβο	kosovo
φθόριο	fluor
χείλος	llavi
χείλος	brink
χέρσελ	hershel
χέρσελ	herschel
μελίνα	melina
σκαρφάλωσε	trepa
σκαρφάλωσε	escalar
παραδοθεί	entregat
παραδοθεί	lliurat
μασαχουσέτης	massachusetts
ποιητικό	poètic
ποιητικό	poètica
μαχαίρι	ganivet
συνήθειες	hàbits
επενδύσεων	inversió
μόντε	monte
τραγουδά	canta
παράκτια	costera
παράκτια	costaneres
προσδιορίζει	especifica
προσδιορίζει	identifica
προσδιορίζει	especifica
προσδιορίζει	especificar
φωτισμού	enllumenat
σκυλιά	gossos
κακός	bad
εικασία	conjectura
εικασία	assumpció
εικασία	especulació
ξένος	estranger
ξένος	exteriors
ρόουζ	rose
ρόουζ	rosa
προστατεύεται	protegit
μίσιγκαν	michigan
υποχρεωτικά	obligatori
υποχρεωτικά	obligatòria
λιντς	leeds
λιντς	lynch
λιντς	linz
καταλαβαίνει	entén
σύνθετη	complexes
σύνθετη	complex
δίδυμα	twins
δίδυμα	bessones
δίδυμα	bessons
προορισμός	destinació
επαναλαμβάνεται	repetit
κηλίδες	taques
φοίνικας	fènix
φοίνικας	phoenix
ανέμους	vents
σάμιουελ	samuel
αμνηστία	amnistia
προσφέρθηκε	ofert
ισλαμική	islàmic
ισλαμική	islàmica
εχθροί	enemics
γυρισμάτων	filmació
κλάσμα	fracció
αναψυχής	recreatius
αναψυχής	recreatiu
αναψυχής	lleure
νεα	nova
νεα	nou
νεα	noves
νεα	notícia
νεα	notícies
βιθυνίας	bitínia
καινοτομίες	innovació
καινοτομίες	innovacions
απαγορεύτηκε	prohibida
σταματά	parades
νόρμαν	norman
κτήματα	finques
επιπροσθέτως	addicionalment
βαλουά	valois
μετοχές	existències
μετοχές	estocs
μετοχές	participacions
δσε	cef
επαναστάσεις	revolucions
νύμφες	nimfes
κάλπες	enquestes
κάλπες	urnes
περιμένω	esperant
στέκεται	casetes
βαρωνία	baronia
κλάους	klaus
αριστοκρατία	aristocràcia
αριστοκρατία	noblesa
γενέθλια	aniversaris
γενέθλια	aniversari
υπηρετεί	serveix
περίληψη	resum
αμφιβολίες	dubtes
πυκνή	dens
πυκνή	densa
ατυχήματα	accidents
μάγια	maya
μάγια	maja
θανάτους	defuncions
εργαζόμενοι	obrers
εργαζόμενοι	treballadors
εργαζόμενοι	empleats
επανέλαβε	repeteix
επανέλαβε	repetició
επιμονή	perseverança
επιμονή	constància
επιμονή	persistència
λούκα	luca
λούκα	lucca
λούκα	luka
καμβά	llenç
φρέντερικ	frederick
μανία	fúria
μανία	mania
λιμνοθάλασσα	llacuna
ακολουθίες	seqüències
ψυχολογική	psicològic
ψυχολογική	psicològica
ρόζα	rosa
οσμάν	osman
λεπτομερή	detallat
λεπτομερή	detallats
τυρί	formatge
κίτρινη	groc
γρήγορο	ràpid
πάντσερ	panzers
συντομογραφίες	abreviatures
ανοχή	tolerància
αποδέχεται	accepta
μπατίστα	batista
ερωτικό	eròtic
καταχώρηση	entrada
καταχώρηση	matriculació
καταχώρηση	inscripció
μέλι	mel
τόλκιν	tolkien
βίνσεντ	vincent
βίνσεντ	vicent
προϋποθέτει	pressuposa
ναρκωτικά	drogues
ναρκωτικά	fàrmacs
διάβρωση	corrosió
διάβρωση	erosió
αρμένιοι	armenis
τζόρτζια	georgia
τζόρτζια	geòrgia
αυξάνονται	augmentant
άλας	salt
άλας	sal
κατάρα	maledicció
ενέδρα	emboscada
ενέδρα	emboscat
πατριάρχες	patriarques
μετανάστευσαν	migrat
σπόροι	llavors
σπόροι	llavor
ονομαστική	nominal
υποδοχής	màquina
παρτιζάν	partizan
βαθμιαία	gradual
βαθμιαία	gradualment
σκύλος	gos
θεραπείες	tractaments
θεραπείες	teràpies
ομολογία	confessió
καθολικοί	catòlics
καθολικοί	catòlic
καθολικοί	catòlica
ισοδύναμο	equivalent
εθνικοί	nacionals
χόρχε	jorge
σώθηκε	desat
σώθηκε	salvat
ειδικότητα	especificitat
ειδικότητα	especialitat
κοσμική	laic
κοσμική	laica
κοσμική	mundanes
σο	shaw
τύραννος	tirà
μάργκαρετ	margaret
δοχείο	embarcació
δοχείο	receptacle
δοχείο	contenidor
δοχείο	recipient
νίγηρα	niger
νίγηρα	níger
θωρηκτό	battleship
σηματοδότησε	marcat
συμπλήρωμα	suplement
καθοριστική	decisiu
αγιος	saint
εκτενώς	extensament
χρήμα	diners
χρήμα	diner
διηπειρωτικό	transcontinental
φέγενορντ	feyenoord
μόδα	moda
μόδα	fashion
τουρκμενιστάν	turkmenistan
γράψω	escriu
μετς	metz
δολοφόνος	killer
δολοφόνος	assassí
ωραίο	bonic
ωραίο	niça
συμβολίζουν	simbolitzen
μπάρμπαρα	bàrbara
μπάρμπαρα	barbara
φωτισμό	enllumenat
αργό	argon
αργό	slow
αργό	lent
εκπαιδευτικός	educadora
εκπαιδευτικός	educador
λιμένας	port
διαθεσιμότητα	disponibilitat
αποτίμηση	valoració
τροπικό	tropical
εκλειπτική	eclíptica
θειικό	sulfúric
φθορά	desgast
φθορά	deteriorament
χατζή	hajji
καταλύτη	catalitzador
βόλφγκανγκ	wolfgang
ηλικίες	edats
συναίσθημα	emoció
συναίσθημα	sentiment
γουιάνα	guyana
φυσιολογία	fisiologia
αλβανικά	albanesa
αποκλεισμού	exclusió
συγκομιδή	collita
βελτιωθεί	millorat
προοδευτικό	progressiu
προοδευτικό	progressiva
προοδευτικό	progressista
ύπνο	dorm
ύπνο	dormir
συντηρητική	conservador
κόρδοβα	córdoba
κόρδοβα	cordoba
προβλέψεις	projeccions
προβλέψεις	prediccions
προβλέψεις	previsions
διαλέκτους	là
βούλγαρος	búlgar
αναπνοή	alè
αναπνοή	respiració
αναπνοή	respirant
θρίαμβος	triomf
πειραματική	experimental
κοιλότητα	cavitat
ανασκαφή	excavació
ανασκαφή	dig
ανασκαφή	cava
γεια	hola
καρποί	fruit
καρποί	fruita
καρποί	anous
καρποί	fruites
καρποί	fruits
άνεμοι	vents
ρωμαίο	romeu
στοκ	estoc
στοκ	stock
διαμονή	allotjament
θανάσιμα	mortal
πάθη	passions
τερματοφύλακες	porters
κεραίες	antenes
κεραίες	antenes
κεραίες	antenes
παρτίδα	lot
παρτίδα	lot
ανταγωνισμός	competició
ανταγωνισμός	competència
συμφέρον	interès
οδήγηση	conducció
διαγωνισμούς	concursos
διαγωνισμούς	competicions
ορμή	impuls
γουάιτ	wyatt
δημοκρατίες	democràcies
δημοκρατίες	repúbliques
ενδυμασία	indumentària
αναβίωση	revival
περιορισμοί	limitacions
περιορισμοί	restriccions
περιορισμοί	condicionants
περιορισμοί	restriccions
δυσαρέσκεια	descontentament
δυσαρέσκεια	ressentiment
δυσαρέσκεια	disconformitat
εφικτό	assolibles
ουγγρική	hongarès
εξάμηνο	semestre
διόδωρος	diodor
καστ	elenc
καστ	repartiment
θεωρητικό	teòrica
θεωρητικό	teòric
σενεγάλη	senegal
σκοράρει	puntuacions
χιτώνα	túnica
νίκολας	nicholas
νίκολας	nicolau
παλαμάς	palamàs
κυκλώματα	circuits
αντιληπτό	percebuda
αποκλεισμός	exclusió
αποκλεισμός	veta
αποκλεισμός	ban
φάντασμα	ghost
φάντασμα	fantasma
φάντασμα	phantom
κράματα	aliatges
σκεύη	estris
κυριάρχησε	dominada
μιλώντας	parlant
μπέρναρντ	bernard
μπέρναρντ	bernat
παρομοίως	igualment
εγκυκλοπαιδική	enciclopèdic
νάνοι	nans
αιτήματα	peticions
αιτήματα	exigències
αιτήματα	demandes
φανταστική	fantàstic
φανταστική	fantàstica
απόσυρση	retirada
σιδηρόδρομος	ferrocarrils
σιδηρόδρομος	ferrocarril
χλώριο	clor
ασβέστιο	calci
κοσμά	cosmas
προγραμματιστεί	programats
φορούσε	portaven
μαυσωλείο	mausoleu
χθες	ahir
ποικίλει	varia
κροατών	croats
ατμοσφαιρική	atmosfèric
ατμοσφαιρική	atmosfèrica
βροχοπτώσεις	precipitacions
σαντζάκι	sandjak
διπλός	doble
χοροί	danses
χοροί	balls
ύπατος	cònsol
ραντ	rand
ραντ	rudd
δέκατη	desena
δέκατη	desè
επιθυμητή	desitjada
επιθυμητή	desitjat
επιθυμητή	desitjats
επιθυμητή	desitjable
σίδηρο	planxa
σίδηρο	ferro
βιολογική	biològics
βιολογική	biològic
ιδανική	ideals
ιδανική	ideal
τσάι	tea
τσάι	te
περιφερειών	regions
φλάνδρα	flandes
πειραματικά	experimental
όγδοο	vuitè
όγδοο	vuitena
πρωτοβουλίες	iniciatives
ασυνήθιστα	inusualment
ασυνήθιστα	inusual
αφίσες	cartells
αφίσες	pòsters
πρέσβη	ambaixador
νάπολι	napoli
σοπράνο	soprano
σοπράνο	sopranos
δάνεια	préstecs
νετρονίων	neutró
πρωτεΐνη	proteïna
πρωτεΐνη	proteïnes
ερμιόνη	hermione
εκτεταμένο	extens
εκτεταμένο	extensa
εκτεταμένο	prorrogat
εκτεταμένο	ampliat
γενοκτονία	genocidi
γραφές	escrits
γραφές	escriptures
πρωτεύοντα	primats
πόροι	recursos
χουσεΐν	hussein
όριζε	estipulat
σίλβα	silva
στιλ	estil
στιλ	steele
συνθετικό	sintètic
συνθετικό	sintetitzador
συνθετικό	synth
εισαγγελέα	fiscal
παράμετροι	paràmetres
αγγελόπουλος	angelópulos
εναλλακτικό	alternatiu
εναλλακτικό	alternativa
εναλλακτικό	suplent
εναλλακτικό	alternatiu
αλάσκα	alaska
απίθανο	improbable
τεχνίτες	artesans
τεχνίτες	constructors
τεχνίτες	artesanes
ρίμαν	riemann
έτοιμη	preparats
έτοιμη	preparat
έτοιμη	preparades
καταγράφηκε	enregistrat
καταλονία	catalunya
απότομη	abrupte
επισήμανση	etiquetatge
δόκτωρ	metge
δόκτωρ	doctor
μελάς	melas
κατασκευάζει	fabrica
σάλας	salas
πολλαπλά	múltiples
πολλαπλά	múltiple
πάρου	aturades
ντένις	dennis
ντένις	denis
μποντ	vincle
μποντ	lligam
όουεν	owen
συναγερμό	alarma
ότο	otto
βομβαρδιστικά	bombarders
γκυ	guy
βίντσι	cabestany
βίντσι	vinci
σάββα	sava
γκαρσία	garcia
γκαρσία	garcía
μεταδίδει	transmet
ροές	alimenta
ροές	fluxos
ροές	fluxos
ροές	cabals
έρνεστ	ernest
μουσουλμανική	musulmà
ακτιβιστές	activistes
σύνηθες	habitual
σύνηθες	usual
συλληφθεί	capturats
συλληφθεί	captades
συλληφθεί	capturat
πολύτιμο	precious
πολύτιμο	valuós
πολύτιμο	valuosa
οργανικά	organic
οργανικά	orgànic
οργανικά	orgànica
λοιμώξεις	infeccions
φανταστικό	fantàstic
φανταστικό	fantàstica
επιθεωρητής	inspector
στρατηγικές	estratègies
καθημερινές	daily
καθημερινές	laborables
καθημερινές	feiners
ραντεβού	designació
ραντεβού	cita
ραντεβού	nomenament
ραντεβού	data
ελικόπτερο	helicòpter
πολυπλοκότητα	complexitat
ακέραιο	integer
ακέραιο	enter
ιβ	eve
απειλεί	amenaçant
κριθεί	jutjats
όττο	otto
βράχος	roca
βράχος	rock
συνέχειες	seqüeles
στάσεις	actituds
στάσεις	parades
προϋπολογισμού	pressupost
εστίες	brots
κατασκευαστής	constructor
κατασκευαστής	fabricant
καντάφι	gaddafi
σουρινάμ	surinam
ρότερνταμ	rotterdam
ρέμα	riera
χορν	horne
χορν	banya
χορν	horn
αγρίνιο	agrínion
δάνειο	préstec
βέλη	fletxes
βέλη	dards
γκράχαμ	graham
δοκιμασία	test
δοκιμασία	prova
δικαιολογία	excusa
πρόστιμο	multa
νύχια	ungles
νύχια	urpes
προτεστάντες	protestant
αναμενόμενο	esperada
αναμενόμενο	esperats
τζιοβάνι	giovanni
γιούτα	utah
κλίμακες	barems
κλίμακες	escales
κλίμακες	escates
κλίμακες	bàscula
επανένωση	reunificació
επανένωση	retrobament
πυρίτιο	silici
πυρίτιο	sílice
λουίτζι	luigi
γκριν	greene
αλληλεπιδράσεις	interaccions
τροχούς	rodes
αποκλειστική	exclusiu
αποκλειστική	exclusiva
ερωτικά	eròtic
τερματίστηκε	rescindit
δωδώνη	dodona
διάδρομο	corredor
χλωριούχο	clorur
αρμενίων	armeni
μεταβατική	transitòries
αρχοντικό	mansió
αρχοντικό	unifamiliar
φοίνιξ	fènix
φοίνιξ	phoenix
βρω	troba
βρω	trobi
βρω	trobeu
άποικοι	pobladors
θυσίες	sacrificis
θυσίες	sacrifici
πιστή	fidels
πιστή	lleials
πιστή	fidel
παραγγελίες	encàrrecs
παραγγελίες	comandes
παραγγελίες	ordres
τραγουδάει	canta
τραγουδάει	cant
τραγουδάει	cantant
υπερασπιστεί	defensar
στατιστικές	estadística
στατιστικές	estadístiques
ασφαλές	assegurar
ασφαλές	assegureu
σέφιλντ	sheffield
φριτς	fritz
δάπεδο	tarima
δάπεδο	pis
πετάει	mosques
καταστροφική	catastròfics
καταστροφική	destructius
καταστροφική	destructor
καταστροφική	desastrosos
ανακτήσει	recuperar
αρπακτικά	raptors
αρπακτικά	depredadors
πενσυλβάνια	pennsylvania
πενσυλβάνια	pennsilvània
έντγκαρ	edgar
φιλοξενία	hospitalitat
φιλοξενία	acollir
βαλκανική	balcànica
θεοδόσιος	teodosi
προωθήθηκε	promogut
προωθήθηκε	promogudes
προωθήθηκε	promoguts
προβληματική	problemàtic
βαλτικής	bàltic
ρομαντική	romàntic
ρομαντική	romàntica
κόμβοι	hubs
κόμβοι	nusos
κόμβοι	nodes
ολλανδικό	neerlandès
ολλανδικό	holandès
ενεργητικό	actius
τυπικές	típica
τυπικές	típic
χαρτ	hart
φορτηγό	camió
λιν	lynn
λιν	lin
λιν	lyn
λιν	lynne
απομεινάρια	romanents
μαραθώνιο	marató
μαραθώνιο	marathon
αποτελεσματικό	eficient
αποτελεσματικό	eficients
αποτελεσματικό	efectiu
αναφέροντας	indicant
ποτό	beguda
ποτό	beguda
πλούτος	riquesa
δημοκρατικός	republicà
δημοκρατικός	demòcrata
δημοκρατικός	democràtica
δημοκρατικός	democràtic
κεντ	kent
ρίβερ	riu
επαναστάτης	revolucionari
επαναστάτης	rebel
μπετόβεν	beethoven
κρόνος	saturn
κρόνος	kronos
κρόνος	cronos
χαρτιά	cartes
χαρτιά	targetes
χαρτιά	papers
σκοτάδι	fosc
σκοτάδι	foscor
σκοτάδι	tenebres
ιβηρική	ibèric
ετικέτα	etiqueta
ίχνος	traça
λυθεί	resolt
συμμορία	colla
διαγράφηκε	esborrat
διαγράφηκε	eliminat
εξελικτική	evolutiva
εξελικτική	evolutiu
μίσος	odi
μίσος	odi
ανακοίνωσαν	anunciada
ανακοίνωσαν	anunciat
πείτε	say
τρώει	menjant
προφορική	oral
προφορική	orals
προφορική	verbal
ιατρικά	mèdicament
ιατρικά	mèdica
ομέρ	omer
επικίνδυνα	perillós
επικίνδυνα	perillosos
προγραμματιστές	programadors
προγραμματιστές	desenvolupadors
άνεμο	vent
νόβγκοροντ	nóvgorod
εμβόλιο	vacuna
βολή	disparat
άνεση	consuelo
άνεση	comoditat
άνεση	confort
ιούδα	judes
ιούδα	judà
κέλι	kelly
λεσότο	lesotho
αποφεύγεται	evitat
ειδοποίηση	preavís
ειδοποίηση	notificació
ειδοποίηση	alerta
προνόμιο	privilegi
προνόμιο	prerrogativa
όσλο	oslo
κόνραντ	conrad
βινυλίου	vinil
επαγγέλματα	professions
επαγγέλματα	ocupacions
τόμσον	thompson
τόμσον	thomson
μωρό	baby
μωρό	nadó
μωρό	babe
συμπόσιο	simposi
συμπόσιο	banquet
οντότητες	entitats
εξάλειψη	eliminació
εξάλειψη	eradicació
κινέζικα	xinès
κινέζικα	xinesos
αδριανού	adrià
γουατεμάλα	guatemala
ορατά	visible
ορατά	visibles
εκπροσώπηση	representació
αφαιρέθηκαν	retirats
αφαιρέθηκαν	eliminat
αποχρώσεις	tonalitats
χειρότερα	pitjor
βελγική	belga
αναγνωριστικό	identificador
κενή	vacant
κενή	buit
κενή	buida
ενισχύει	reforça
ενισχύει	reforça
προκατόχου	predecessor
απεικόνισης	imaging
βανκούβερ	vancouver
επιθετικό	agressiu
αντέδρασε	reaccionat
μήλο	poma
μήλο	apple
πρεσβείας	ambaixada
λογαριασμούς	factures
λογαριασμούς	comptes
μαϊάμι	miami
έλξη	tracció
έλξη	atracció
μπουλ	bull
ηράκλεια	heraclea
ευθύνες	responsabilitats
φορολογία	taxació
φορολογία	fiscalitat
ακέραιος	integer
ακέραιος	enter
κρανίο	crani
αφθονία	abundància
δεξιότητες	aptituds
δεξιότητες	habilitats
δεξιότητες	competències
δεξιότητες	destresa
δεξιότητες	habilitat
πρωτόκολλα	protocols
νηλ	neale
νηλ	neal
νηλ	neil
συνοδεύει	acompanyar
συνοδεύει	acompanya
υπάλληλοι	empleats
υπάλληλοι	funcionaris
ιορδανία	jordà
ιορδανία	jordània
κεφάλια	caps
κάρι	curri
κάρι	curry
κάρι	cary
κάρι	carrie
δένδρο	arbre
ιρλανδική	irlandès
ναμίμπια	namíbia
τόξα	arcs
τόξα	fletxes
ππ	fps
παρατηρητήριο	observatori
καύκασο	caucas
εγγονή	néta
κάηκε	cremat
ορθογραφία	ortografia
παρατηρήσει	notat
παρατηρήσει	adonat
διεκδίκηση	reivindicació
διεκδίκηση	reclamació
διεκδίκηση	reivindicar
παραγωγική	productives
παραγωγική	productius
παραγωγική	productiu
παραγωγική	productiva
δομικά	estructuralment
ασφαλής	assegurar
ασφαλής	assegureu
αιθυλο	etil
κινέζοι	xinès
κινέζοι	xinesos
δράκος	drac
βλέπεις	veure
εμπόρους	comerciants
εμπόρους	concessionaris
χαβάης	hawaià
συμπλοκή	melee
συμπλοκή	fray
συμπλοκή	encontre
μάρθα	martha
ρομά	romani
μπέτι	betty
ταξί	taxi
ταξί	taxi
ταξί	taxis
επικοινωνίες	comunicacions
παρακολουθούσε	mirava
παρακολουθούσε	vigilat
φινλανδική	finès
υποψίες	sospita
υποψίες	sospites
υπάρχουσα	existent
υπάρχουσα	existents
ισμαήλ	ismail
πρόξενος	cònsol
μπακ	buck
μπακ	bac
εμβαδόν	àmbit
εμβαδόν	àrea
μεθοδολογία	metodologia
ζαχαρίας	zacharias
ημερήσια	daily
σουέζ	suez
μανδύα	mantell
ρώτησε	ask
ρώτησε	preguntat
δηλητήριο	verí
εξαρτήματα	accessoris
εξαρτήματα	components
ναύτες	mariners
σημασιολογία	semàntica
βασιλιάδες	kings
βασιλιάδες	reis
υπομονή	paciència
συμβολισμός	simbologia
συμβολισμός	simbolisme
βασίλισσες	reines
βασίλισσες	queens
βούλα	dot
άστον	ashton
πληροφόρηση	informació
πειραματικό	experimental
μνήμες	memòria
αγροτικός	rurals
ανθρακικό	carbonat
τρομοκρατία	terrorisme
χρόνοι	vegades
ικανοποίηση	satisfacció
σέλευκος	seleuc
παραπόταμος	afluent
μόργκαν	morgan
εκτύπωση	imprimeix
εκτύπωση	impressió
αντικαθίσταται	substituït
σαρδηνίας	sardenya
διαδήλωση	protesta
διαδήλωση	demostració
διαδήλωση	manifestació
νόμιμα	legalment
κανονισμός	regulació
κανονισμός	reglament
κανονισμός	reglamentació
παίχτης	reproductor
παίχτης	jugador
περίεργο	estranya
περίεργο	strange
περίεργο	estrany
μαλαισίας	malàisia
μαλαισίας	malaisi
αδριανούπολη	edirne
πυθμένα	bottoms
ανέκδοτα	acudits
ανέκδοτα	anecdotes
χαμένη	perduda
χαμένη	perduts
χαμένη	lost
χαμένη	perdut
νικαράγουα	nicaragua
χείλη	llavis
ασταθής	inestable
βίκυ	vicky
βίκυ	vicki
τιμόνι	roda
ωκεανός	oceà
ωκεανός	ocean
νεφέλη	nephele
αναδιοργάνωση	reorganització
μετατρέψει	transformada
μετατρέψει	transformar
μετατρέψει	transforma
αμπέλια	viñas
αμπέλια	vinyes
ραφαέλ	rafael
κρίκετ	criquet
εκτεταμένα	extens
εκτεταμένα	extensa
μαρσέλ	marcel
εκτελεστεί	executat
εκτελεστεί	executada
κλήρου	clergues
κλήρου	clergat
σύσκεψη	conferència
σύσκεψη	sessió
σύσκεψη	reunió
σύσκεψη	trobada
μαυρομιχάλης	mavromikhalis
εγκατάλειψη	abandó
εγκατάλειψη	abandonament
εγκατάλειψη	avortar
ταγματάρχη	major
νορμανδία	normandia
τόμι	tommy
σύναψη	concertació
σύναψη	conclusió
φρίντμαν	friedman
φρίντμαν	llibert
στολές	uniformes
στολές	vestuari
στολές	disfresses
φίλτρα	pocions
φίλτρα	filtres
θαυμαστές	fans
θαυμαστές	admiradors
θαυμαστές	ventiladors
γκλόβερ	glover
μονοξείδιο	monòxid
μπακού	baku
συνιστάται	recomanats
συνιστάται	recomanada
συνιστάται	recomanable
συνιστάται	recomanat
λύκος	lupus
λύκος	llop
λύκος	wolf
σήραγγα	túnel
δεκτό	acceptada
δεκτό	acceptats
δεκτό	acceptat
φλώρινα	flórina
ντάλας	dallas
σουβόροφ	suvórov
μεσάνυχτα	midnight
μεσάνυχτα	mitjanit
καταγγελίες	denúncies
καταγγελίες	queixes
κιλικίας	cilícia
χρονολογική	cronològic
μπιλμπάο	bilbao
υφάσματα	tèxtils
τόνος	tonyina
τόνος	to
τόνος	matís
χαλκός	coure
γειτονιές	barris
ιρλανδός	irlandès
σπήλαια	coves
σπήλαια	cavernes
μπελίζ	belize
νέφος	boirum
νέφος	núvol
προοπτικές	outlook
προοπτικές	perspectives
παράβαση	infracció
έξτρα	extres
έξτρα	extra
ταχυδρομείο	correu
τένις	tennis
τακτικής	tàctic
μάρκετινγκ	màrqueting
μάρκετινγκ	marketing
μάρκετινγκ	comercialització
ανταρσία	motí
πιάτο	plat
πιάτο	placa
κρίστι	kristi
κρίστι	kristy
κρίστι	christie
κρίστι	christy
αποχή	abstenció
αποχή	abstinència
αποχή	abstenir
αποχή	abstencions
αξιοθέατο	atracció
διακύμανση	fluctuació
διακύμανση	variació
διακύμανση	variància
επιβεβαίωση	confirmat
επιβεβαίωση	confirmació
επιβεβαίωση	confirmar
επιβεβαίωση	confirma
μονομαχία	duel
αναπαράγεται	transcriu
πρόσθετο	connector
πρόσθετο	complement
πνευμονία	pneumònia
τσουνάμι	tsunami
τσουνάμι	tsunamis
φλάουτο	flauta
συντεχνία	gremio
συντεχνία	gremi
αναίρεση	recurs
αναίρεση	desfer
αναίρεση	desfés
αποστολική	apostòlica
ξηρό	secà
εναλλαγή	interruptor
εναλλαγή	canvia
εναλλαγή	commuta
εναλλαγή	permuta
φιλμογραφία	filmografia
εξήντα	seixanta
επενδυτές	inversors
συνήθεις	habitual
συνήθεις	usual
ανάθεση	cessió
ανάθεση	delegació
κεραμικά	ceràmica
κεραμικά	ceràmica
λη	lee
οδηγούς	controladors
οδηγούς	conductors
οδηγούς	xofers
οδηγούς	guies
γέννα	naixement
μπάτλερ	butler
μπάτλερ	majordom
φυσιολογικό	normal
φυσιολογικό	normals
βλάχος	montañés
πάρμα	parma
εμπλέκεται	implicat
λογικές	raonable
λογικές	raonables
λογικές	lògic
πωλήθηκε	venut
πωλήθηκε	venuda
τόνισε	subratllat
ρόναλντ	ronald
αρίθμηση	numeració
σάλτσμπουργκ	salzburg
φιλελεύθερη	liberal
διαιτητές	àrbitres
μίξη	barreja
αλγόριθμο	algorisme
αλγόριθμο	algoritme
επισημαίνει	destaca
επισημαίνει	destacats
επισημαίνει	ressaltats
αυτόνομες	autònoma
βελτιωμένη	millorat
ήρα	hera
συμβάλει	contribueixen
συμβάλει	contribuir
προορίζεται	reservat
προορίζεται	reservada
προορίζεται	reservats
παραγουάη	paraguai
εκτελεστικό	executiu
εκτελεστικό	executiva
βάρκα	vaixell
αυθεντική	autèntica
αυθεντική	autèntics
ρόλοι	rols
παχύ	gruix
παχύ	gruixut
άγχος	estrès
άγχος	ansietat
βέρα	vera
πάουελ	powell
ιστός	web
ιστός	teixit
ντικ	dick
ριζικά	radicalment
αμιγώς	purament
αιμορραγία	sagnat
αιμορραγία	sagnar
αιμορραγία	sagna
υπουργεία	ministeris
