और	그리고
अवसर	기회
अवसर	기회
अंक	숫자
अंक	점수
अंक	득점
अंक	점수
अंक	지점
अंक	포인트
अंक	점수
अंक	득점
शोध	조사
शोध	연구
स्पेन	스페인인
स्पेन	스페인
हमेशा	항상
हमेशा	언제나
जोखिम	위험
जोखिम	리스크
तापमान	기온
तापमान	체온
तापमान	온도
तापमान	온도계
शाखा	나뭇가지
शाखा	지점
शाखा	분기
इत्यादि	etc
इत्यादि	등등
प्रतीक	기호
प्रतीक	상징
प्रतीक	기호
प्रतीक	상징
प्रतीक	아이콘
प्रतीक	아이콘
प्रतीक	icons
संदर्भ	참조
संदर्भ	참고
संदर्भ	ref
संदर्भ	참조
संदर्भ	참고
संदर्भ	맥락
संदर्भ	문맥
करीब	가까워
करीब	닫기
करीब	닫습니다
करीब	닫아
चक्र	바퀴
चक्र	샤크라
चक्र	사이클
चक्र	주기
चक्र	순환
चक्र	사이클
प्राथमिक	예비
गुण	속성
गुण	자산
गुण	재산권
गुण	속성
गुण	재산
गुण	특성
गुण	자산
गुण	속성
गुण	속성
ग्रह	행성
ग्रह	플래닛
ग्रह	행성
महल	궁궐
महल	궁전
सिद्ध	입증
बजाय	대신
बजाय	대신에
निधन	죽음
निधन	사망
निधन	데스
बराबर	같음
बराबर	평등
मिनट	민아
मिनट	민지
मिनट	민수
फिल्मों	영화
व्यवसाय	비즈니스
व्यवसाय	직업
व्यवसाय	업체
व्यवसाय	사업
व्यवसाय	비즈니스
संरक्षण	보존
संरक्षण	보전
संरक्षण	보존
संरक्षण	보호
शो	표시
शो	보이기
शो	공연
प्रस्ताव	제안
प्रस्ताव	쿠폰
रिपोर्ट	신고
रिपोर्ट	보고서
रिपोर्ट	보고
रिपोर्ट	보고서
अंग	장기
अंग	오르간
हिस्से	부분
हिस्से	부품
हिस्से	파트
हिस्से	분수
मुस्लिम	이슬람교
मुस्लिम	무슬림
रिकॉर्ड	레코드
रिकॉर्ड	녹음
रिकॉर्ड	녹화
रिकॉर्ड	기록
रिकॉर्ड	레코드
सरल	단순
सरल	간단
सरल	심플
सरल	단순한
सरल	간단하다
सरल	간단한
धातु	메탈
धातु	금속
धातु	금속
परिषद	협의회
परिषद	평의회
परिषद	연맹
परिषद	연방
शारीरिक	물리적
शारीरिक	물리
संघर्ष	투쟁
संघर्ष	갈등
संघर्ष	갈등이
संघर्ष	충돌
संघर्ष	분쟁
तकनीक	기술
तकनीक	테크
तकनीक	기법
तकनीक	기술
तकनीक	테크닉
तकनीक	기법
फल	과일
फल	열매
फल	과일과
फल	과일
फल	과일과
कैसे	어떻게
कार्बनिक	유기적
शाह	샤샤
शाह	샤이니
विवरण	설명
विवरण	묘사
विवरण	세부사항
विवरण	상세
विवरण	자세히
विवरण	세부사항
शादी	혼인
शादी	결혼
शादी	결혼식
शादी	웨딩
उप	서브
पात्र	용기
पात्र	컨테이너
वेब	웹툰
संसद	국회
संसद	국민의회
संसद	의회
सन्दर्भ	참조
सन्दर्भ	참고
सन्दर्भ	참조
सन्दर्भ	참고
सन्दर्भ	맥락
सन्दर्भ	문맥
चेन्नई	첸나이
परमाणु	분자
परमाणु	원자
परमाणु	원자
परमाणु	아톰
आक्रमण	침략
आक्रमण	침공
आक्रमण	공격
कार	자동차
कार	차량
कार	자동차
कार	차량
केरल	케랄라
जांच	탐사
जांच	조사
जांच	수사
जांच	테스트
जांच	시험
पत्थर	스톤
पत्थर	석기
आठ	여덟
आठ	eight
विषयों	주제
टेनिस	테니스
पारंपरिक	전통적
पारंपरिक	전통적인
पारंपरिक	전통
अकादमी	아카데미아
अकादमी	아카데미
सतह	표면
सतह	지표면
देव	deo
युक्त	우크라이나
अभियान	캠페인
अभियान	캠페인
अभियान	전역
घोषित	선포
घोषित	선포
घोषित	발표
लिखी	서면
सिस्टम	체계
सिस्टम	시스템
सिस्टम	체계
सिस्टम	시스템
किनारे	모서리
किनारे	모서리
किनारे	가장자리
किनारे	엣지
किनारे	모서리
किनारे	edge
कार्बन	탄소
प्रतिक्रिया	반응
प्रतिक्रिया	공감
प्रतिक्रिया	피드백
प्रतिक्रिया	의견
प्रतिक्रिया	공감
प्रतिक्रिया	대응
प्रतिक्रिया	반응
प्रतिक्रिया	응답
गणित	수학
गणित	수학
गणित	수학자
गणित	산술
गणित	수학
मौत	죽음
मौत	사망
मौत	데스
विवाद	논란
विवाद	논쟁
विवाद	분쟁
विवाद	분쟁
अली	알리
अली	ali
ग्रहण	일식
ग्रहण	이클립스
तकनीकी	테크니컬
तकनीकी	기술
तकनीकी	기술적
माँ	엄마
माँ	엄마
माँ	어머니
विष्णु	비슈누
मैदान	평원
मैदान	평원
मैदान	평범
मैदान	지형
मैदान	그라운드
विमान	항공
विमान	항공기
विमान	비행기
सक्षम	활성화
वातावरण	환경
वातावरण	대기
वातावरण	분위기
लागत	비용
लागत	비용
सीधे	똑바로
सीधे	스트레이트
प्रेस	프레스
प्रेस	누르기
रोमन	로만
रोमन	로마
मील	마일
मील	마일스
मील	마일리지
मील	마일
मील	마일리
मील	마일즈
लोकसभा	국회
लोकसभा	국민의회
लोकसभा	의회
अज्ञात	익명
रेखा	라인
पार	교차
पार	십자
पार	십자가
पार	크로스
लेखन	쓰기
लेखन	글쓰기
सेंट	센트
बोली	입찰
बोली	입찰
नष्ट	파괴됨
नष्ट	파괴
परंपरा	전통
राशि	금액
दृष्टिकोण	접근법
दृष्टिकोण	접근
भाव	감정
भाव	몸짓
भाव	제스처
भाव	센스
भाव	감각
हवा	바람
पाठ	텍스트
पाठ	문자
पाठ	문구
गठन	프레임
गठन	액자
गठन	프레임
गठन	형성
नागरिक	시민
नागरिक	시민
नागरिक	시티즌
अस्तित्व	존재
अस्तित्व	생존
गंभीर	심각한
गंभीर	심각해
गंभीर	심각하다
गंभीर	심각하게
गंभीर	크리티컬
समझ	이해
समझ	이해하기
समझ	알아듣기
समझ	이해
समझ	이해하기
किस	키스
किस	kiss
प्रशासन	행정학
आदेश	위임통치령
आदेश	순서
आदेश	주문
आदेश	주문
सैन्य	군사
अंदर	인사이드
अंदर	내부
अंदर	실내
छह	여섯
भाषाएँ	언어
भुगतान	정산
भुगतान	송금
भुगतान	지불
भुगतान	결제
भुगतान	송금
भुगतान	결제
उनसे	그들
ध्वनि	소리
ध्वनि	사운드
ध्वनि	소리
निवास	거주지
निवास	주택
निवास	레지던스
निवास	주택지
अरबी	아라비아어
अरबी	아라비아
अरबी	아랍어
हत्या	암살
हत्या	살인사건
हत्या	살인죄
हत्या	살인
दिखाया	표시됨
दिखाया	표시된
पवित्र	거룩한
पवित्र	거룩
विभाजित	나눈
विभाजित	스플리트
विभाजित	스플릿
विभाजित	분할
विभाजित	나누기
इकाई	유닛
इकाई	단위계
इकाई	단위
इकाई	유닛
इकाई	unit
इकाई	단위
प्रबंधक	관리자
प्रबंधक	매니저
प्रबंधक	매니저
वही	같은
वही	동일
वही	똑같이
संग्रहालय	박물관
संग्रहालय	박물관과
संग्रहालय	박물관
मुद्रा	통화
मुद्रा	화폐
मुद्रा	포즈
मुद्रा	머니
मुद्रा	돈이
मतलब	평균
युवा	청년
युवा	청소년
युवा	젊음
युवा	청춘
युवा	영영
युवा	젊은
शहरों	도시
अंतरिक्ष	스페이스
अंतरिक्ष	공간
अंतरिक्ष	우주
संचार	의사소통
संचार	커뮤니케이션
संचार	소통
संचार	통신
संचार	커뮤니케이션
संचार	통신
संचार	커뮤니케이션스
प्रसारण	방송
प्रसारण	방송
फुटबॉल	축구
फुटबॉल	미식축구
फुटबॉल	풋볼
नियमित	정규
नियमित	보통
व्याख्या	노트
व्याख्या	참고
व्याख्या	해석
व्याख्या	설명
शेष	나머지
शेष	남음
शेष	좌파
शेष	왼쪽
दावा	주장
दावा	주장
दावा	발급
मोबाइल	모바일
संभावना	기회
संभावना	가능성
संभावना	확률
संभावना	확률론
दिवस	하루
दिवस	데이
तर्क	논증
तर्क	인수
तर्क	논쟁
तर्क	추리
तर्क	추론
तर्क	논리학
तर्क	논리
परीक्षा	테스트
परीक्षा	시험
परीक्षा	시험
परीक्षा	검사
परीक्षा	시험
परीक्षा	시험
पाई	파이
खाद्य	식용
भविष्य	미래
भविष्य	퓨처
बिक्री	매출
बिक्री	영업
बिक्री	판매
बिक्री	판매
बिक्री	세일
इंटरनेट	인터넷
सम्मेलन	회담
सम्मेलन	콘퍼런스
सम्मेलन	회의
सम्मेलन	조약
सम्मेलन	협약
सम्मेलन	컨벤션
रानी	여왕
सिटी	도시
सिटी	시티
अच्छे	좋다
तुम	당신은
तुम	귀하
तुम	당신
सिर	헤드
सिर	머리
दबाव	압력
दबाव	압박
बोर्ड	보드
बोर्ड	보드
बोर्ड	게시판
बोर्ड	이사회
ख़ान	칸국
नियुक्त	고용
नेशनल	국립
नेशनल	내셔널
नेशनल	국민
उर्दू	우르두어
संसार	월드
संसार	세상
संसार	세계
संसार	세계
कोलकाता	콜카타
प्रतिनिधित्व	표현
प्रतिनिधित्व	위임
विचारों	아이디어
प्रेरित	영감
समारोह	의식
मस्तिष्क	두뇌
मस्तिष्क	브레인
घरेलू	국내
जेम्स	제임스
प्रायः	보통
प्रायः	자주
मौसम	시즌
मौसम	계절
मौसम	날씨
मौसम	시즌
मौसम	계절
भावना	정서
भावना	감정
भावना	느낌이
भावना	기분
भावना	느낌
भावना	스피릿
भावना	정신
गुणवत्ता	품질
गुणवत्ता	퀄리티
गुणवत्ता	화질
गुणवत्ता	화질이
छात्र	학생
खाना	푸드
खाना	음식
खाना	식량
खाना	식품
मिले	찾았다
मिले	찾았습니다
मिले	발견됨
निर्वाचित	선출
इटली	이탈리아
सिद्धान्त	원칙
सिद्धान्त	원리
सिद्धान्त	이론
राजवंश	왕조
संक्रमण	전이
संक्रमण	감염증
संक्रमण	염증
संक्रमण	감염
घाटी	골짜기
घाटी	밸리
घाटी	계곡
नियंत्रित	제어
विलियम	윌리엄
विविध	기타
विकल्प	대안
विकल्प	옵션
विकल्प	옵션
उद्यान	파크
उद्यान	공원
पशु	동물들
पशु	동물
पशु	애니멀
पशु	동물
पशु	동물학
ज्यादातर	주로
ज्यादातर	대부분
ईसाई	기독교
ईसाई	크리스티안
ईसाई	크리스천
ईसाई	크리스찬
प्रमाण	증거
प्रमाण	증명
प्रमाण	증거
याद	기억해
याद	기억하기
याद	기억하라
याद	remember
याद	기억
कंपनियों	회사
मानसिक	멘탈
मानसिक	정신
मानसिक	정신적
रसायन	화학물질
रसायन	화학
रसायन	화학품
रसायन	화학물질
रसायन	화학
रसायन	화학
क्षेत्रफल	구역
क्षेत्रफल	영역
क्षेत्रफल	지역
क्षेत्रफल	면적
प्रभावी	효과적
विज्ञापन	광고
विज्ञापन	광고
विज्ञापन	광고
विज्ञापन	광고
ईश्वर	하느님
ईश्वर	하나님
अमरीका	아메리카
शिकार	먹이
शिकार	사냥
शिकार	희생자
शिकार	피해자
रोगी	환자
रूसी	러시아인
रूसी	러시아어
क्रांति	레볼루션
क्रांति	레벌루션
क्रांति	혁명
गुप्त	시크릿
गुप्त	비밀
गुप्त	암호화
हृदय	심장
हृदय	하트
हृदय	심장
हृदय	마음
आयोग	위원회
हिंदू	힌두교
शुद्ध	순수한
शुद्ध	순수
तीसरे	세번째
तीसरे	셋째
चर्च	교회
चर्च	교회
अपेक्षा	기대
कार्यालय	퇴근
कार्यालय	직장
कार्यालय	작업
कार्यालय	사무실
कार्यालय	사무소
कार्यालय	사무실
कार्यालय	오피스
परिवहन	교통수단
परिवहन	운송
परिवहन	교통
परिवहन	교통수단
परिवहन	운송
परिवहन	수송
परिवहन	교통
स्टार	항성
जनरल	장군
जनरल	일반
जनरल	일반인
संदेश	메시지
संदेश	메세지
संदेश	메시지
मार	킬링
परिचय	소개
परिचय	도입
परिचय	소개팅
परिचय	소개
परिचय	대략
परिचय	소개
परिचय	intro
उत्पत्ति	출처
उत्पत्ति	제네시스
उत्पत्ति	창세기
उत्पत्ति	천지창조
सोवियत	소련
दौर	라운드
संचालन	작전
संचालन	운영
संचालन	작동
संचालन	작전
उपस्थित	참석합니다
उपस्थित	참석
उपस्थित	참석자
उपस्थित	현재
उपस्थित	선물
अस्पताल	병원
अस्पताल	병원
परिवर्तित	변경되었습니다
परिवर्तित	바꿨다
परिवर्तित	변경됨
स्वर	모음
स्वर	보컬
स्वर	모음
लघु	로그
लाइन	라인
प्रश्न	쿼리
प्रश्न	검색어
प्रश्न	조회
प्रश्न	질문
प्रश्न	질문
आलोचना	평론
आलोचना	비판
आलोचना	비평
पहाड़ी	언덕
जालस्थल	웹사이트
पुरानी	늙은
पुरानी	오래된
पुरानी	이전
पसंद	책갈피
पसंद	즐겨찾기
पसंद	북마크
पसंद	선택
पसंद	책갈피
पसंद	즐겨찾기
पसंद	북마크
सुझाव	추천
सुझाव	제안
सुझाव	제안
सुझाव	추천
खेती	농업
खेती	농사
खेती	농장
खेती	수확
खेती	경작
लिखने	쓰기
लिखने	글쓰기
विभाजन	사단
विभाजन	디비전
विभाजन	분열
विभाजन	분할
विभाजन	파티션
प्रशासनिक	행정
विशेषता	속성
विशेषता	품질
विशेषता	퀄리티
विशेषता	화질
विशेषता	화질이
विशेषता	기능
कठिन	열심히
कठिन	하드
कठिन	어려워
कठिन	힘든
कठिन	터프
कठिन	어려운
कठिन	어려움
कठिन	어려워
कड़ी	링크
कड़ी	링크
कड़ी	사슬
कड़ी	연쇄
कड़ी	체인
एकमात्र	발바닥
ईरान	이란
लड़ाई	전투
लड़ाई	배틀
लड़ाई	싸워라
लड़ाई	싸움
लड़ाई	싸우기
लड़ाई	싸워
लड़ाई	싸우다
अंश	분수
रोड	도로
रोड	로드
गायक	가수
गायक	싱어
इस्लाम	이슬람교
इस्लाम	이슬람주의
इस्लाम	이슬람
समुद्री	마린
समुद्री	해병대
समझा	이해
उनको	그들
उपयोगी	유용하다
उपयोगी	유용합니다
उपयोगी	유용
उपयोगी	유틸리티
कोशिका	셀프
कोशिका	세포
केंद्रीय	중부
केंद्रीय	센트럴
सत्र	세션
सत्र	세션
मिश्र	이집트
मिश्र	이집트
मिश्र	이집트어
पहुँच	접속
पहुँच	접근
पहुँच	액세스
पहुँच	도달
पहुँच	도달하기
पहुँच	접근성
पहुँच	도달
मेरा	광산
मिस्र	이집트
मिस्र	이집트
मिस्र	이집트어
गणराज्य	공화국
छात्रों	학생
छात्रों	학생들
छात्रों	유학생
पुराना	늙은
पुराना	오래된
पुराना	이전
तेज	빠르다
तेज	빨라
तेज	빠름
सम्राट	황제
सम्राट	천황
वैसे	어쨌든
वैसे	어쨌거나
कारणों	이유
सर	sir
सर	선생님
प्रवाह	플로
प्रवाह	플로우
प्रवाह	흐름
अपराध	고백
अपराध	신앙고백
अपराध	범죄
अमेरिकन	아메리칸
अमेरिकन	미국인
व्यक्तित्व	성격
व्यक्तित्व	인격
व्यक्तित्व	개성
यूनाइटेड	united
यूनाइटेड	유나이티드
जापानी	재팬
जापानी	일본
जापानी	일본어
जापानी	일본
जापानी	일본인
रॉक	바위
रॉक	rock
गेम	게임
गेम	게이밍
गेम	게임
गेम	경기
गेम	게임
अन्दर	인사이드
अन्दर	내부
संपत्ति	자산
संपत्ति	재산권
संपत्ति	속성
संपत्ति	재산
संपत्ति	자산
संक्षिप्त	약어
संक्षिप्त	약자
संक्षिप्त	간결
गलत	잘못된
गलत	거짓
गलत	가짜
सर्वोच्च	슈프림
सर्वोच्च	최고
लेना	리나
भौतिकी	물리학
भौतिकी	물리
वाहन	차량
वाहन	차량
फ़िल्में	영화
सैनिक	군인
सैनिक	병사
सैनिक	군사
डेटा	자료
डेटा	데이터
स्थिर	정적
स्थिर	꾸준히
दूध	우유
दूध	밀크
मानना	believe
मानना	믿기
रखना	유지
बाह्य	외부
उपस्थिति	출석
उपस्थिति	참석
उपस्थिति	존재
समूहों	그룹
चूंकि	언제부터
चूंकि	이후
चूंकि	이후부터
होटल	호텔
होटल	호텔
उच्चारण	발음
साहित्यिक	문학
पुरुषों	멘트
पुरुषों	남성
पुरुषों	남자
वृक्ष	트리
वृक्ष	나무
वृक्ष	나무들
वृक्ष	트리
वृक्ष	나무
निवेश	투자
निवेश	투자가
निवेश	투자자
निवेश	투자
निवेश	투자
तत्वों	원소
सत्य	진실
सत्य	진리
दार्शनिक	철학자
दार्शनिक	철학
आंतरिक	인테리어
आंतरिक	내부
आंतरिक	내부
निकल	니켈
प्रत्यक्ष	명백하다
प्रत्यक्ष	직접
प्रत्यक्ष	직통
प्रत्यक्ष	direct
प्रत्यक्ष	다이렉트
मित्र	친구
मित्र	프렌즈
मित्र	친구들이
मित्र	친구들
मित्र	친구
दर्द	통증
दर्द	통증이
दर्द	고통
बिजली	전력
बिजली	전기
बिजली	썬더볼트
बिजली	선더볼트
बिजली	라이트닝
बिजली	번개
कार्ड	카드
कार्ड	카드
बिंदु	점수
बिंदु	지점
बिंदु	포인트
बिंदु	dot
बिंदु	지점
बिंदु	포인트
बुद्ध	부처
बुद्ध	부처님
स्टेडियम	경기장
स्टेडियम	경기장
स्टेडियम	스타디움
अभाव	부재
रिलीज़	출시
रिलीज़	발매
रिलीज़	릴리스
रिलीज़	릴리즈
रिलीज़	개봉
रिलीज़	출시
रिलीज़	릴리즈
रिलीज़	릴리스
शांति	피스
शांति	peace
शांति	평화
वितरण	게재
वितरण	배송
वितरण	배달
वितरण	분포
वितरण	분배
वितरण	배포
वितरण	배포판
आय	수익
आय	수입
आय	수익금
आय	수익
आय	소득
आय	수입
रन	달리기
रन	러닝
फाइनल	기말고사
फाइनल	파이널
फाइनल	결승전
फाइनल	파이널
फाइनल	결승전
फाइनल	결승
टेलीविजन	텔레비전
दैनिक	일일
दैनिक	데일리
दैनिक	일간
दैनिक	일상
न्याय	정의
फूल	꽃이
फूल	꽃이
फूल	플라워
कल्पना	시각화
कल्पना	상상력
कल्पना	상상
प्राप्ति	습득
प्राप्ति	획득
प्राप्ति	인수
प्राप्ति	수집
दिल	하트
दिल	심장
दिल	마음
दिल	하트
गाने	노래
गाने	songs
सुंदर	아름다운
सुंदर	아름다워
सुंदर	아름답다
सुंदर	예뻐
हाउस	하우스
अफ़्रीका	아프리카
इच्छा	욕망
इच्छा	욕구
इच्छा	욕망이
इच्छा	갈망
भार	무게
भार	몸무게
भार	몸무게가
भार	체중
खंड	섹션
खंड	차단
खंड	블록
खंड	블럭
मिश्रण	섞어
मिश्रण	믹스
मिश्रण	혼합
मिश्रण	혼합물
मिश्रण	반죽
मिश्रण	혼합
मिश्रण	혼합
समर्पित	헌신
पहुंच	접속
पहुंच	접근
पहुंच	액세스
स्मारक	기념물
स्मारक	기념비
स्मारक	기념탑
स्मारक	기념물
स्मारक	모뉴먼트
स्मारक	기념비
व्यास	직경
व्यास	지름
प्यार	러브
प्यार	사랑
प्यार	loving
आन्दोलन	움직임
आन्दोलन	운동
आत्मा	영혼
आत्मा	소울
आत्मा	스피릿
आत्मा	정신
हे	헤이
पक्षी	조류
निवासी	주민
निवासी	레지던트
निवासी	상주
निवासी	레지던트
निवासी	주민들
डेविड	데이비드
डेविड	다윗
डेविड	데이빗
डेविड	다비드
कह	say
खास	특수
खास	특별한
खास	스페셜
खास	특별
जलवायु	기후학
जलवायु	기후
बांग्लादेश	방글라데시
तय	고정
धारावाहिक	직렬
धारावाहिक	시리얼
धारावाहिक	에피소드
तारे	항성
तारे	항성
तारे	스타
बनाना	만들기
बाकी	쉬어
बाकी	휴식
बाकी	남음
संत	성인인
संत	세인트
ऊंचाई	고도
ऊंचाई	높이
ऊंचाई	키는
उपग्रह	인공위성
उपग्रह	위성
तुर्की	터키
तुर्की	칠면조
तुर्की	터키식
तुर्की	터키어
तुर्की	터키
संस्कार	장례식장
संस्कार	장례식
संस्कार	장례
अर्थव्यवस्था	경제
बीमारी	질환
बीमारी	질병
बीमारी	질환
बीमारी	질병
बीमारी	질병
वार्षिक	매년
परिसर	콤플렉스
परिसर	복합체
अधिकतम	맥스
अधिकतम	막스
अधिकतम	최대
अधिकतम	max
अधिकतम	최대
अधिकतम	최대화
अधिकतम	최대화
वैश्विक	글로벌
वैश्विक	전역
तभी	단발
तभी	오직
अनिवार्य	필수
अनिवार्य	필수
उपाधि	학위
सामान्यतः	일반적으로
तारा	굶어
तारा	항성
द्वार	대문
द्वार	게이트
मुख्यतः	주로
आनंद	즐길
आनंद	즐겨라
आनंद	행복
कम्पनी	회사
कम्पनी	컴퍼니
कम्पनी	기업
रे	레이
स्थायी	영구적
स्थायी	영구
लकड़ी	나무
लकड़ी	우드
लकड़ी	목재
गोल	랜드
गोल	목표
गोल	라운드
तल	바닥
तल	아래쪽
तल	밑바닥
तल	아래
तल	하단
तल	바닥
ऋण	융자
ऋण	대출
ऋण	채무
ऋण	부채
ऋण	대출
दास	das
नंबर	숫자
नंबर	번호
त्वचा	스킨
त्वचा	피부
नोबेल	노벨
अधिकारियों	당국
अधिकारियों	장교
अधिकारियों	경영진
जटिल	정교
जटिल	콤플렉스
जटिल	복합체
जटिल	복잡한
हमला	공격
आपूर्ति	용품
आपूर्ति	공급
आपूर्ति	공급
अर्थशास्त्र	경제학
दर्ज	녹음
दर्ज	녹화
हस्ताक्षर	서명
हस्ताक्षर	사인
हस्ताक्षर	서명
हस्ताक्षर	서명
कानूनी	합법적인
कानूनी	법률
कानूनी	합법적인
टिप्पणी	댓글
टिप्पणी	코멘트
टिप्पणी	노트
टिप्पणी	댓글
डे	데이
स्मृति	추억
स्मृति	기억력
स्मृति	메모리
स्मृति	기억
राजनैतिक	정치
राजनैतिक	정치적
तीव्र	빠르다
तीव्र	빨라
तीव्र	빠름
तीव्र	열대
तीव्र	강렬하게
तीव्र	강렬한
सम्बन्धित	관련
हाइड्रोजन	수소
चयन	선택
राजनीतिज्ञ	정치인
राजनीतिज्ञ	정치가
राजनीतिज्ञ	정치
यूनानी	그리스어
यूनानी	그리스
यूनानी	그리스
जॉर्ज	조지
जॉर्ज	죠지
डीवीडी	dvd
स्वर्ण	골드
स्वर्ण	황금
ठोस	단색
ठोस	고체
ठोस	입체
ठोस	솔리드
सभ्यता	문명
मशीन	머신
मशीन	기계
विदेश	해외로
विदेश	해외
विदेश	외국인
दवा	의학
दवा	약물
शेयर	주식
शेयर	공유
गर्म	덥다
गर्म	hot
गर्म	뜨겁다
गर्म	뜨거운
सौर	태양광
सौर	태양
पंथ	크리드
एशियाई	아시아
अपेक्षाकृत	상대적으로
परिभाषा	정의
पति	남편
सफेद	하얀
सफेद	화이트
सफेद	흰색
सफेद	하얀색
सफेद	하얗게
संधि	조약
वैकल्पिक	대안
वैकल्पिक	얼터너티브
वैकल्पिक	대체
जयपुर	자이푸르
हार	목걸이
हार	패배
समाधान	해상도
समाधान	결의
समाधान	해결책
समाधान	솔루션
समाधान	해결책
समाधान	솔루션
जेल	교도소
जेल	감옥
जेल	교도소
जेल	감옥
जोड़ा	커플
जोड़ा	부부
राजमार्ग	고속도로
राजमार्ग	고속도로
राजमार्ग	하이웨이
पेड़	트리
पेड़	나무
पेड़	나무들
पेड़	트리
पेड़	나무
कैरियर	경력
कैरियर	직업
कैरियर	커리어
कैरियर	항공사
कैरियर	통신사
कैरियर	캐리어
कैरियर	커리어
इंच	인치
इंच	인치
डिजिटल	디지털
निगम	코퍼레이션
निगम	주식회사
आग	화재
आग	불화
चैम्पियनशिप	챔피언십
चैम्पियनशिप	챔피언쉽
शराब	알코올
शराब	와인
शराब	포도주
पौधे	식물
पौधे	식물학
पौधे	공장
पौधे	식물
पौधे	식물학
जमीन	육지
जमीन	랜드
जमीन	그라운드
खाने	먹기
बाज़ार	시장
बाज़ार	마켓
बाज़ार	시장
आदमी	남자
आदमी	남성
आदमी	사람
मस्जिद	모스크
किरदार	문자
किरदार	등장인물
निर्धारण	설비
नुकसान	상실
नुकसान	손실
नुकसान	손해
नुकसान	손실
नुकसान	피해
नुकसान	손상
नुकसान	손해
लाने	가져오기
रस	주스
रस	쥬스
रस	주스
रस	쥬스
ऑनलाइन	온라인
सेट	집합
सेट	세트
सेट	설정
सेट	세트
भेद	구별
भेद	시크릿
भेद	비밀
फोन	전화
फोन	전화기
फोन	전화번호
फोन	휴대폰
फोन	전화
फोन	전화기
मनोविज्ञान	심리학
शक्तिशाली	강력
शक्तिशाली	강력한
शक्तिशाली	강력하다
व्याकरण	문법
कौन	who
चिह्न	기호
चिह्न	상징
चिह्न	기호
चिह्न	상징
चिह्न	기호
चिह्न	서명
चिह्न	사인
चिह्न	아이콘
वर्गीकरण	분류법
वर्गीकरण	분류학
वर्गीकरण	분류
जोड़	덧셈
आरोप	청구
उड़ान	항공편
उड़ान	비행
महासागर	오션스
महासागर	바다
महासागर	바다
महासागर	오션
माल	재산
एयर	항공
एयर	에어
एयर	공기
महसूस	feel
महसूस	기분
महसूस	느낌
अध्याय	chapter
अध्याय	챕터
विमानक्षेत्र	공항
विमानक्षेत्र	국제공항
दान	기부
दान	기부금
दान	기증
दान	기부
दान	기부
दान	기부금
दान	자선단체
दान	자선
अनुपात	비율
विद्रोह	반란
विद्रोह	반란
कक्षा	교실
कक्षा	학급
कक्षा	계급
कक्षा	클래스
कक्षा	수업
कक्षा	궤도
स्नातक	졸업
स्नातक	총각
स्नातक	학사
स्नातक	졸업식
स्नातक	졸업
स्नातक	졸업
इंजीनियरिंग	공학
इंजीनियरिंग	엔지니어링
मूर्ति	동상
मूर्ति	조각상
मूर्ति	아이돌이
मूर्ति	아이돌
मराठी	마라티어
माइकल	마이클
माइकल	미하엘
माइकल	미카엘
संस्थापक	설립자
संस्थापक	창시자
संस्थापक	창립자
इलाज	치료
इलाज	시술
इलाज	치료
अवधारणा	concept
अवधारणा	컨셉
अवधारणा	개념
अभ्यास	연습생
अभ्यास	연습
शाही	로열
शाही	로얄
पाकिस्तानी	파키스탄
पाकिस्तानी	파키스탄
ब्लैक	검은색
ब्लैक	검정
ब्लैक	검정색
ब्लैक	블랙
भेजा	보냄
भेजा	전송
संसाधन	자원
संसाधन	리소스
संसाधन	자원
संसाधन	리소스
जीन	유전자
मजबूत	강한
मजबूत	스트롱
बढ़ाने	보정
बढ़ाने	향상
प्रोग्राम	프로그램
प्रोग्राम	프로그램
मिश्रित	엇갈린다
मिश्रित	혼합
मिश्रित	믹서
निरंतर	지속
निरंतर	연속
निरंतर	상수
प्रबंध	관리하기
प्रबंध	관리
पदक	메달
जमा	보증금
जमा	예금
जमा	예금
स्त्री	여인
स्त्री	여자
स्त्री	여성
स्त्री	암컷
स्त्री	여성
चित्रण	추첨
चित्रण	그리기
चित्रण	일러스트
चित्रण	삽화
यातायात	교통량
यातायात	트래픽
यातायात	교통
यातायात	교통수단
यातायात	운송
यातायात	수송
यातायात	교통
यातायात	항공
सूक्ष्म	미묘
सूक्ष्म	미묘한
सूक्ष्म	마이크로
सूक्ष्म	마이크로소프트
लंबाई	길이
हेनरी	헨리
समीक्षा	리뷰
समीक्षा	검토
समीक्षा	검토하기
समीक्षा	검수
समीक्षा	리뷰
मोटर	모터
मोटर	전동기
कर्मचारियों	직원
कर्मचारियों	직원들
हमले	공격
हमले	공격
अक्षर	음절
अक्षर	글자
अक्षर	편지
अक्षर	성격
अक्षर	문자
अक्षर	캐릭터
अक्षर	인물
अक्षर	편지
अक्षर	문자
अक्षर	등장인물
कारक	요인
कारक	팩터
कारक	인자
कारक	요인
किंगडम	왕국
किंगडम	킹덤
बीज	시드
बीज	seed
बीज	씨앗
बीज	씨앗
जल्दी	빠른
जल्दी	초기
जल्दी	일찍
जल्दी	빠르게
घाट	포드
यंत्र	기기
यंत्र	단말기
यंत्र	장치
यंत्र	악기
यंत्र	계기
यंत्र	머신
यंत्र	기계
यंत्र	악기
यंत्र	인스트루먼트
कर्म	카르마
कदम	스텝
कदम	단계
कदम	걸음
कदम	스텝
कदम	걸음
