மற்றும்	そして
வெளிப்புற	屋外
வெளிப்புற	外部
அரை	グラインドコア
அரை	グラインド
அரை	半分
அரை	ハーフ
ஏக்கர்	エーカー
தெரியும்	可視
நடை	スタイル
நடை	歩き
நடை	ウォーク
நடை	歩行
நடை	歩く
நடை	徒歩
திருமண	ウェディング
திருமண	結婚式
நெல்	ネル
நெல்	ご飯
நெல்	ライス
டச்சு	ダッチ
காட்டு	ショー
காட்டு	ディスプレイ
காட்டு	表示
காட்டு	見る
காட்டு	ビュー
ஏறக்குறைய	ほとんど
ஏறக்குறைய	ほぼ
முறையான	有効
மார்க்	マーク
மார்க்	マルク
பேரரசர்	エンペラー
பேரரசர்	皇帝
பேரரசர்	天皇
வை	ヴァイ
மைக்ரோசாப்ட்	microsoft
கோல்	コール
கோல்	ゴール
போதுமான	十分
கருத்துக்கள்	コメント
வெறும்	無地
வெறும்	平野
வெறும்	ちょうど
வெறும்	ジャスト
வெறும்	ただ
முயற்சிகள்	取り組み
முயற்சிகள்	努力
முயற்சிகள்	未遂
கொல்கத்தா	コルカタ
கோபுரம்	タワー
அரண்மனை	宮殿
ஆகஸ்டு	アウグスト
பெரு	ペルー
அறை	セル
அறை	部屋
அறை	ルーム
மணம்	匂い
மணம்	におい
நிறை	ミサ
நிறை	質量
மோசமான	バッド
மோசமான	悪い
மோசமான	最悪
மை	インク
எரிபொருள்	燃料
இறந்து	die
இறந்து	死ぬ
இறந்து	デッド
வலை	web
வலை	ウェブ
வலை	メッシュ
கொரியா	朝鮮
கொரியா	韓国
காடு	フォレスト
காடு	森林
காடு	ジャングル
ஆகையால்	ゆえに
லீ	リー
கணிதம்	数学
கணிதம்	数学
பூமி	地球
பூமி	アース
கணக்கு	口座
கணக்கு	アカウント
ஏர்	プラウ
ஏர்	空気
ஏர்	航空
ஏர்	エア
அறிகுறிகள்	症状
அறிகுறிகள்	徴候
அறிகுறிகள்	サイン
அதிகரிக்கும்	増加
அதிகரிக்கும்	増額
அதிகரிக்கும்	増やす
நீதிபதி	ジャッジ
நீதிபதி	裁判官
உணர்வு	気分
உணர்வு	フィーリング
சூப்பர்	スーパー
பொன்	ゴールデン
பொன்	黄金
பல்கலைக்கழகங்கள்	大学
அறிவியலாளர்கள்	知識人
எழுதும்	燃える
எழுதும்	バーニング
பாப்	pap
பாப்	ボブ
பாப்	bob
பாப்	ポップ
பாப்	pop
ஆயர்	ayer
மனிதர்	ヒト
மனிதர்	ヒューマン
மனிதர்	人間
தளபதி	司令官
ராணி	女王
ராணி	クイーン
அதிமுக	aiadmk
நெதர்லாந்து	オランダ
உரையாடல்	台詞
உரையாடல்	相互作用
உரையாடல்	会話
உரையாடல்	スレッド
திரும்ப	return
திரும்ப	リターン
வீடுகள்	住宅
வீடுகள்	家屋
வீடுகள்	ヴィラ
திரை	画面
திரை	スクリーン
நடனம்	ダンス
கிளை	ツリー
கிளை	支店
கிளை	支社
கிளை	ブランチ
கிளை	支部
அகராதி	辞書
அகராதி	辞典
முன்னால்	フロント
முன்னால்	表側
முன்னால்	前面
கண்ணாடி	グラス
கண்ணாடி	ガラス
கண்ணாடி	ミラー
கண்ணாடி	メガネ
கண்ணாடி	めがね
கண்ணாடி	眼鏡
பட்டியல்கள்	リスト
குறியீடுகள்	タグ
துறைகள்	学科
அம்சங்கள்	機能
அம்சங்கள்	特徴
செயல்திறன்	パフォーマンス
செயல்திறன்	性能
செயல்திறன்	興行
மேற்கோள்	引用
மேற்கோள்	リファレンス
மேற்கோள்	参照
மேற்கோள்	参考
பூக்கும்	開花
தொகுத்து	ホスティング
தொகுத்து	主催
பூமியின்	地球
பூமியின்	アース
வாயில்	ゲート
குறை	減らす
குறை	減らす
தொடர்ச்சியான	連続
மரணம்	デス
விளக்க	説明
பெருங்கடல்	大洋
சம	等しい
சம	イコール
செயல்பாடு	機能
செயல்பாடு	関数
செயல்பாடு	運行
செயல்பாடு	作戦
செயல்பாடு	運営
செயல்பாடு	操作
செயல்பாடு	オペレーション
செயல்பாடு	アクティビティ
செயல்பாடுகள்	演算
செயல்பாடுகள்	オペレーション
செயல்பாடுகள்	操作
கார்	自動車
கார்	クルマ
தாய்லாந்து	タイ
விளக்கும்	ライト
பக்தி	バクティ
பக்தி	献身
உலோக	メタル
உலோக	金属
பெறுகிறது	受信
ஊடாக	through
ஊடாக	スルー
இப்பொழுது	now
இப்பொழுது	ナウ
சீ	chi
சீ	cee
கோப்பு	ファイル
கோப்பு	ファイル
அண்மைய	最新
அண்மைய	最近
சட்டங்கள்	フレーム
சட்டங்கள்	法律
குண்டு	爆弾
கோவிலில்	テンプル
கோவிலில்	寺院
கோவிலில்	神殿
வால்	尾翼
வால்	しっぽ
வால்	val
வால்	ヴァル
மின்சார	エレクトリック
மின்சார	電気
மலைகள்	山地
மலைகள்	山脈
தேர்தல்கள்	選挙
நிற்கும்	スタンディング
நிற்கும்	スタンド
புத்தர்	ブッダ
புத்தர்	仏陀
காரணங்கள்	理由
நரம்பு	緊張
நரம்பு	神経質
நரம்பு	静脈
நரம்பு	神経
தென்கிழக்கு	東南
தென்கிழக்கு	南東
பை	バッグ
பை	かばん
பை	バイ
பை	パイ
காட்டி	ビューア
அடிகள்	歩数
அடிகள்	手順
அடிகள்	ステップ
பாறை	ロック
வேண்டாம்	dont
விவரம்	説明
விவரம்	解説
விவரம்	ディテール
உள்ளடக்கியது	含む
வட்டங்கள்	サークル
முதல்வர்	校長
முதல்வர்	元本
தாமஸ்	トマス
தாமஸ்	トーマス
பிட்	ビット
தலைப்பு	肩書
தலைப்பு	称号
தலைப்பு	タイトル
தலைப்பு	キャプション
புலி	トラ
புலி	タイガー
முதலீடு	投資
சிறை	刑務所
சிறை	監獄
கிங்	king
கிங்	国王
கிங்	キング
டாலர்	ドル
டாலர்	yen
வரிகள்	税金
வளம்	リソース
வளம்	資源
வளம்	柔軟
வளம்	柔軟性
வளம்	リソース
வளம்	資源
ஒருங்கிணைந்த	統合
பார்	見る
பார்	バール
பார்	バー
பார்	ルック
பார்	外観
கடற்படை	海軍
கடற்படை	ネイビー
துறைமுகம்	港湾
துறைமுகம்	ポート
வணக்கம்	こんにちは
வணக்கம்	ハロー
தினம்	day
தினம்	一日
தனிநபர்	個人
தனிநபர்	個別
தவிர்க்க	忌避
தவிர்க்க	後回し
இடைவெளி	休憩
இடைவெளி	ブレーク
இடைவெளி	区切り
இடைவெளி	スペース
இடைவெளி	空間
மருத்துவமனை	病院
மருத்துவமனை	クリニック
மருத்துவமனை	診療所
தருகிறது	和田
அடக்கம்	埋葬
பௌத்தம்	仏教
தலைமுறை	世代
தலைமுறை	ジェネレーション
வசிக்கும்	リビング
வசிக்கும்	living
நிலைகள்	舞台
நிலைகள்	ステージ
நிலைகள்	レベル
இயங்குகிறது	走る
இயங்குகிறது	ランニング
காடுகள்	林業
காடுகள்	農林
காடுகள்	森林
காடுகள்	フォレスト
காடுகள்	森林
கோவில்கள்	寺院
ஸ்டார்	スター
ஸ்டார்	恒星
ஸ்டார்	star
இரயில்வே	鉄道
இரயில்வே	鉄道
இராணுவம்	軍事
இராணுவம்	軍隊
இராணுவம்	アーミー
இராணுவம்	軍隊
இராணுவம்	陸軍
வாழ்நாள்	生涯
வாழ்நாள்	通算
இரவில்	一泊
இரவில்	一晩
இரவில்	ナイト
உருவம்	画像
உருவம்	イメージ
பட்டு	シルク
வங்கிகள்	バンクス
பாணி	スタイル
எகிப்து	エジプト
பறக்கும்	飛ぶ
பறக்கும்	フライング
திருமால்	ヴィシュヌ
தெளிவான	クリア
ஆல்பம்	アルバム
அன்பு	ラヴ
அன்பு	ラブ
வலையமைப்பு	ネットワーク
ஆதாரங்கள்	証拠
ஆதாரங்கள்	リソース
ஆதாரங்கள்	資源
முகம்	フェイス
மின்சாரம்	電力
மின்சாரம்	電気
திங்கள்	月曜日
பருவத்தில்	季節
பருவத்தில்	シーズン
குளம்	プール
அமெரிக்கன்	アメリカン
பத்திரிகை	プレス
பத்திரிகை	マガジン
பத்திரிகை	雑誌
பரிசுகள்	ギフト
பரிசுகள்	贈り物
காப்புரிமை	特許
கேள்வி	問い合わせ
கேள்வி	質問
கேள்வி	疑問
பாதையில்	原因
இன்றி	今夜
இன்றி	tonight
இன்றி	トゥナイト
இன்றி	今晩
அறக்கட்டளை	財団
அறக்கட்டளை	ファンデーション
அறக்கட்டளை	ファウンデーション
திரைக்கதை	脚本
விளக்கு	軽い
விளக்கு	明るい
விளக்கு	ライト
விளக்கு	ランプ
விளக்கு	ライト
ஜோன்	ジョーン
ஜோன்	ジュン
விரும்பும்	欲しい
கிராம்	グラム
காவல்துறை	警察官
காவல்துறை	ポリス
காவல்துறை	警察
காஷ்மீர்	カシミール
ரிச்சர்ட்	リチャード
ரிச்சர்ட்	リヒャルト
பனி	スノー
பனி	snow
சிக்கல்கள்	問題
ஜப்பானிய	日本人
ஜப்பானிய	ジャパニーズ
ஜப்பானிய	日本語
தானியங்கி	自動
தானியங்கி	オート
தானியங்கி	ロボット
தானியங்கி	自動
தானியங்கி	オートマチック
ஆடி	アウディ
ஆட்டத்தில்	ゲーム
கோடு	直線
கோடு	ライン
தோராயமாக	おおよそ
தன்னாட்சி	自律
இலக்கு	行き先
இலக்கு	目的地
இலக்கு	宛先
இலக்கு	ターゲット
இலக்கு	ゴール
இலக்கு	ターゲット
ஆளுநர்	知事
சமுதாய	コミュニティ
சமுதாய	コミュニティー
சொத்து	アセット
சொத்து	資産
சொத்து	プロパティ
சொத்து	財産
கொடுக்க	与える
கொடுக்க	give
சகோதரர்	兄弟
சகோதரர்	ブラザー
காரணிகள்	要因
எக்ஸ்பிரஸ்	エクスプレス
எக்ஸ்பிரஸ்	急行
இருவர்	二つ
இருவர்	二人
கோவா	ゴア
ஒன்றிய	ユニオン
ஆப்பிரிக்கா	アフリカ
விசாரணை	プローブ
விசாரணை	探究
விசாரணை	照会
விசாரணை	調査
விசாரணை	捜査
மேற்கொண்டு	さらに
இயந்திரம்	マシン
இயந்திரம்	マシーン
இயந்திரம்	機械
இயந்திரம்	エンジン
பிற்பகுதியில்	後で
மெல்லிய	薄い
மெல்லிய	細い
வடகிழக்கு	北東
வடகிழக்கு	北西
விவசாய	農業
விவசாய	農業
இளைய	最年少
இளைய	若い
நற்செய்தி	ゴスペル
நற்செய்தி	福音書
கடிதம்	手紙
கடிதம்	letter
கடிதம்	レター
ஓவியர்	画家
ஓவியர்	芸術家
ஓவியர்	アーティスト
நினைக்கிறேன்	シンク
குடிமக்கள்	市民
கிலோமீட்டர்கள்	キロ
கிலோமீட்டர்கள்	キロメートル
ஏற்றுமதி	輸出
ஏற்றுமதி	エクスポート
குடியிருப்பு	住居
குடியிருப்பு	居所
வருமானம்	収入
வருமானம்	所得
பின்னால்	後ろ
விவசாயம்	農業
குறிப்பிட்டுள்ளார்	言及
கிரிக்கெட்	クリケット
கிரிக்கெட்	コオロギ
கிரிக்கெட்	コオロギ
அலகுகள்	単位
அலகுகள்	ユニット
சேமிப்பு	保存
சேமிப்பு	貯蓄
சேமிப்பு	貯金
சேமிப்பு	節約
சேமிப்பு	預金
சேமிப்பு	ストレージ
மீன்கள்	魚類
மீன்கள்	フィッシュ
வட்ட	ラウンド
வட்ட	round
வட்ட	丸い
திமுக	dmk
புனே	プネー
மலர்கள்	お花
தொடர்வண்டி	電車
தொடர்வண்டி	列車
தொடர்வண்டி	トレイン
பயிர்	農産物
பயிர்	作物
பயிர்	トリミング
பயிர்	切り取る
பயிர்	切り取り
பழம்	フルーツ
பழம்	果実
பழம்	果物
சொல்லி	say
சொல்லி	セイ
செயல்முறை	過程
செயல்முறை	プロセス
செயல்முறை	プロシージャ
செயல்முறை	手順
செயல்முறை	手続き
வலிமை	体力
வலிமை	強度
வலிமை	強い
வலிமை	濃い
பார்க்	パーク
பார்க்	公園
தங்கம்	gold
தங்கம்	ゴールド
ராம்	ラム
ராம்	ram
ஜம்மு	ジャンムー
கோள்	惑星
இதற்காக	for
அதிகப்படியான	超過
தொகுப்புகள்	パッケージ
தொகுப்புகள்	コレクション
முனை	エッジ
முனை	edge
வீதி	ストリート
வீதி	通り
தேவாலயம்	チャーチ
தேவாலயம்	教会堂
தேவாலயம்	教会
புத்தகங்கள்	書物
புத்தகங்கள்	帳簿
புத்தகங்கள்	書籍
மார்ட்டின்	マーティン
மார்ட்டின்	マーチン
மருத்துவர்கள்	医師
மருத்துவர்கள்	医者
மலாக்கா	マラッカ
மலாக்கா	マラッカ
மலாக்கா	melaka
கவிஞர்கள்	詩人
பிரதி	重複
பிரதி	複製
முன்னேற்றம்	プログレス
முன்னேற்றம்	経過
முன்னேற்றம்	進捗
அயர்லாந்து	アイルランド
நடைமுறை	プロシージャ
நடைமுறை	手順
நடைமுறை	手続き
தெய்வம்	女神
புறம்	サイド
பாரிஸ்	パリス
பாரிஸ்	パリ
இயல்பான	有機
இயல்பான	普通
இயல்பான	ノーマル
படிப்படியாக	徐々に
அவனை	him
அப்பொழுது	それから
அளவுகள்	サイズ
அளவுகள்	寸法
அளவுகள்	サイズ
கருத்துகள்	コメント
அழுத்த	プレス
ஆடை	ドレス
ஆடை	被服
ஆடை	服装
டீ	お茶
டீ	紅茶
டீ	ディー
லட்சுமி	ラクシュミー
பீ	ビー
குறி	マーク
குறி	マルク
குறி	サイン
குறி	記号
குறி	署名
மேடை	舞台
மேடை	ステージ
சாம்பல்	灰色
சாம்பல்	グレイ
சாம்பல்	グレー
சாம்பல்	灰色
சாம்பல்	グレイ
சாம்பல்	グレー
மலாய்	マレー
கலப்பு	ミックス
கலப்பு	混合
கலப்பு	mix
கலப்பு	ミックス
கலப்பு	混ぜる
ரா	raw
வடமேற்கு	北西
வருடங்கள்	年数
விக்டோரியா	ビクトリア
விக்டோரியா	ヴィクトリア
பொட்டாசியம்	カリウム
காலநிலை	気候
காலநிலை	天候
காலநிலை	天気
காலநிலை	気象
பரிந்துரை	提案
பரிந்துரை	おすすめ
பரிந்துரை	すすめる
பரிந்துரை	薦める
பரிந்துரை	提案
பரிந்துரை	暗示
பரிந்துரை	おすすめ
பரிந்துரை	推薦
ஏனென்றால்	なぜなら
ஏனென்றால்	だって
தோட்டம்	庭園
இலவச	フリー
இலவச	無料
இலவச	自由
ஞானம்	知恵
நெறிமுறை	protocol
நெறிமுறை	議定書
நெறிமுறை	プロトコル
சினிமா	映画
சினிமா	シネマ
நுகர்வோர்	消費者
தோழி	友人
தோழி	友だち
தோழி	フレンド
தோழி	友達
வாய்	ワイ
பாதிப்பு	被害
பாதிப்பு	ダメージ
பாதிப்பு	損傷
பாதிப்பு	損害
அழகு	美しい
அழகு	ビューティフル
அழகு	キュート
அழகு	かわいい
அழகு	可愛い
அழகு	美容
அழகு	可愛い
ஆப்பிள்	リンゴ
ஆப்பிள்	りんご
ஆப்பிள்	アップル
ஆப்பிள்	林檎
விஷ்ணு	ヴィシュヌ
விலகி	away
விலகி	アウェイ
பெட்டி	ボックス
கொடுத்த	与えられた
தொடர்ச்சி	連続
தொடர்ச்சி	ストリング
தொடர்ச்சி	シーケンス
பில்	ビル
வியட்நாம்	ベトナム
மொபைல்	モバイル
தாவரம்	プラント
தாவரம்	植物
பின்னணி	背景
பின்னணி	バックグラウンド
கலைகள்	arts
கலைகள்	芸術
மின்னணு	エレクトロニック
பயன்பாடுகள்	アプリケーション
பயன்பாடுகள்	アプリ
வெ	fri
கற்பனை	ファンタジー
கற்பனை	イマジネーション
கற்பனை	想像
கற்பனை	想像力
பூக்கள்	お花
சகோதரர்கள்	兄弟
சகோதரர்கள்	ブラザーズ
போலந்து	ポーランド
ஒவ்வொன்றும்	それぞれ
வளர்ப்பு	フォスター
தொடர்கள்	シリーズ
இனி	wanna
மது	リキュール
மது	アルコール
மது	ワイン
குறிப்பிடப்பட்டுள்ளது	特定
குறிப்பிடப்பட்டுள்ளது	指定された
எட்டாம்	viii
கனடிய	カナダ
கனடிய	カナディアン
சொல்ல	say
சொல்ல	セイ
விரைவுவண்டி	エクスプレス
விரைவுவண்டி	急行
இஸ்லாம்	イスラム教
தவறு	false
தவறு	虚偽
தவறு	精度
தவறு	間違い
இளைஞர்	青年
இளைஞர்	若者
இளைஞர்	ユース
இளைஞர்	青春
வாரம்	週間
யார்க்	ヨーク
பொருந்தும்	応募
பொருந்தும்	適用
பொருந்தும்	マッチング
பாடி	本文
பாடி	身体
பாடி	本体
பாடி	ボディ
பரவல்	拡散
பரவல்	分布
பரவல்	流通
பரவல்	配当
தடுத்து	拘禁
தடுத்து	勾留
தடுத்து	留置
தடுத்து	収容
திசை	方向
ஈர்ப்பு	アトラクション
ரே	レイ
நலம்	まあ
நலம்	健康
ஊடகங்கள்	メディア
இரயில்	電車
இரயில்	列車
இரயில்	トレイン
உடனே	直ちに
இழப்பு	損失
இழப்பு	喪失
இழப்பு	ゆるい
இழப்பு	ルース
இல்லம்	ハウス
தேசம்	ネーション
தேசம்	国民
வலுவான	強い
வலுவான	濃い
வாக்காளர்	有権者
இயக்குநர்கள்	取締役
ஒட்டுமொத்த	全体
மான்	シカ
பெண்களுக்கு	ガールズ
பெண்களுக்கு	女性
பரிசோதனை	テスト
பரிசோதனை	実験
மாற்றங்களை	変更
வளாகம்	コンプレックス
வளாகம்	錯体
வளாகம்	複雑
வளாகம்	キャンパス
எழுதப்பட்டது	筆記
பிரச்சினை	問題
சேர்	追加
சேர்	加算
சேர்	参加
பாரசீக	ペルシャ
முத்து	真珠
கரு	プリミティブ
கரு	原子核
சான்று	証明
சான்று	プルーフ
சான்று	証拠
சான்று	証言
தாக்கத்தை	インパクト
தாக்கத்தை	衝撃
வார்த்தை	ワード
வார்த்தை	言葉
வார்த்தை	単語
வார்த்தை	word
இளங்கலை	独身
மேம்பட்ட	上級
கடினமான	一生懸命
கடினமான	ハード
கடினமான	難しい
கடினமான	タフ
கடினமான	厳しい
குளிர்	風邪
குளிர்	コールド
குளிர்	冷たい
குளிர்	寒い
இன்னமும்	スティル
இன்னமும்	それでも
இன்னமும்	まだ
தளங்கள்	ドメイン
தளங்கள்	プラットフォーム
தளங்கள்	サイト
சுவர்	ウォール
சிற்பங்கள்	彫刻
எதிர்கால	フューチャー
எதிர்கால	未来
எதிர்கால	将来
வேத	ヴェーダ
பெரும்பான்மை	過半数
சபா	サバーハ
அதிகபட்ச	マックス
அதிகபட்ச	max
அதிகபட்ச	最大
அதிகபட்ச	maximum
பிழை	エラー
தென்மேற்கு	南西
நகரும்	引越し
நகரும்	移動
தயாரிக்கும்	メイキング
ராய்	ロイ
விரைவு	クイック
பெறப்பட்ட	受け取り
பெறப்பட்ட	受信
யூனியன்	ユニオン
அமினோ	網野
அமினோ	アミノ酸
அமைச்சர்கள்	大臣
அமைச்சர்கள்	公使
பிரச்சினைகள்	問題
பிரச்சினைகள்	問題
டிஜிட்டல்	デジタル
ஆவணங்கள்	フォルダー
ஆவணங்கள்	フォルダ
ஆவணங்கள்	ドキュメント
ஆவணங்கள்	ドキュメント
ஆவணங்கள்	書類
ஆவணங்கள்	文書
ஆவணங்கள்	ドキュメント
ஆவணங்கள்	ドキュメンテーション
கல்லீரல்	レバー
கல்லீரல்	肝臓
சிட்னி	シドニー
சான்றிதழ்	証明書
சான்றிதழ்	証書
தற்கொலை	自殺
ஈரான்	イラン
துப்பாக்கி	ピストル
துப்பாக்கி	リボルバー
துப்பாக்கி	ガン
அரிசி	ご飯
அரிசி	ライス
காசி	かし
டெல்லி	デリー
பதினாறாம்	xvi
சமன்பாடு	方程式
பெண்ணின்	ガール
பெண்ணின்	少女
பெண்ணின்	女の子
பெண்ணின்	女性
வளர்ச்சிக்கு	成長
வளர்ச்சிக்கு	発育
டான்	ダン
டான்	dan
டான்	ドン
தாண்டி	ビヨンド
முகவரி	アドレス
முகவரி	住所
பணியை	職業
பணியை	仕事
பணியை	ジョブ
சமமாக	等しい
சமமாக	イコール
மனிதனின்	男性
மனிதனின்	man
அழைப்பு	通話
அழைப்பு	コール
தீர்ப்பு	判断
தீர்ப்பு	審判
தீர்ப்பு	決済
தீர்ப்பு	和解
தீர்ப்பு	集落
ஆதாரம்	ソース
ஆதாரம்	出典
ஆதாரம்	証明
ஆதாரம்	プルーフ
ஆதாரம்	証拠
தலைப்புகள்	ヘッダ
தலைப்புகள்	ヘッダー
ராயல்	ロイヤル
கட்டணம்	手数料
கட்டணம்	料金
கட்டணம்	プライス
கட்டணம்	対価
கட்டணம்	値段
கட்டணம்	価格
கட்டணம்	チャージ
கட்டணம்	課金
கட்டணம்	充電
கட்டணம்	支払
கட்டணம்	決済
கட்டணம்	支払い
நெறி	構文
நதி	ナンディ
நதி	河川
கைப்பற்ற	征服
நண்பர்கள்	友だち
நண்பர்கள்	友達
சமீபத்திய	最近
சமீபத்திய	最新
தினமும்	everyday
தினமும்	日常
தினமும்	毎日
தினமும்	デイリー
பார்வதி	パールヴァティー
போய்	ボイ
நட்சத்திரம்	スター
நட்சத்திரம்	恒星
நட்சத்திரம்	star
ஆய்வாளர்	アナリスト
வீ	wii
வீ	ウィー
வீ	おしっこ
நடத்தை	行動
நடத்தை	挙動
நடத்தை	行動
நடத்தை	挙動
பள்ளத்தாக்கு	バレー
பள்ளத்தாக்கு	谷間
தங்கி	滞在
டவுன்	タウン
டவுன்	ダウン
இருக்கும்போது	いつ
இருக்கும்போது	とき
வழக்கறிஞர்	弁護士
கோணம்	角度
கோணம்	アングル
சிந்தனை	考え
சிந்தனை	思考
சிந்தனை	思考
கூட்டத்தில்	ミーティング
கூட்டத்தில்	会議
தேவைப்படுகிறது	必須
டன்	トン
டன்	トン
டன்	トン
தொழில்முறை	プロフェッショナル
டை	引き分け
டை	ネクタイ
நாட்டார்	フォーク
விமானங்கள்	フライト
நம்பி	信じる
நம்பி	believe
நம்பி	信ずる
உரிமம்	認証
உரிமம்	免許
உரிமம்	ライセンス
துருக்கி	トルコ
துருக்கி	七面鳥
அடிமை	奴隷
இரத்தம்	出血
இரத்தம்	血液
இரத்தம்	ブラッド
சுழல்	渦巻
சுழல்	渦巻き
சுழல்	再帰
சுழல்	スピン
சுழல்	スパイラル
சுழல்	渦巻
தாமரை	ハス
தாமரை	ロータス
செலுத்தி	フィーダー
ரஷ்ய	ロシア
கால்வாய்	運河
கிருஷ்ண	クリシュナ
வாகனம்	車両
வாகனம்	乗り物
வாகனம்	自動車
மேயர்	メイヤー
மேயர்	町長
மேயர்	市長
மேயர்	マイヤー
மேயர்	メイヤー
சாலைகள்	道路
பண்பு	属性
பண்பு	プロパティ
பண்பு	財産
செயற்கைக்கோள்	サテライト
செயற்கைக்கோள்	衛星
முடி	ヘアー
முடி	髪の毛
முடி	ヘア
முடி	毛髪
முடி	終了
முடி	フィニッシュ
முடி	終了
முடி	エンド
இசையமைப்பாளர்	音楽家
இசையமைப்பாளர்	ミュージシャン
பாம்பு	ヘビ
அறிவிப்பு	告知
அறிவிப்பு	アナウンス
அறிவிப்பு	発表
அறிவிப்பு	公表
அறிவிப்பு	お知らせ
அறிவிப்பு	告示
அறிவிப்பு	通知
அறிவிப்பு	告知
அறிவிப்பு	通知
அறிவிப்பு	届出
அறிவிப்பு	お知らせ
சுவீடன்	スウェーデン
நாளை	明日
நாளை	あした
வைட்டமின்	ビタミン
சமையல்	調理
சமையல்	クッキング
சமையல்	料理
மூளை	脳みそ
தோல்வி	故障
தோல்வி	失敗
தோல்வி	失敗
தோல்வி	失う
நட்பு	友情
படத்தை	フォト
படத்தை	写真
முத்திரை	切手
முத்திரை	スタンプ
முத்திரை	アザラシ
முத்திரை	封印
முத்திரை	印章
முத்திரை	シール
முத்திரை	押印
இலை	葉っぱ
மகிழ்ச்சி	ハピネス
மகிழ்ச்சி	幸福
மகிழ்ச்சி	幸せ
மகிழ்ச்சி	ハッピー
மகிழ்ச்சி	幸せ
வன்முறை	暴力
கலவை	混合物
கலவை	ミキサー
கலவை	ミックス
கலவை	混合
கலவை	ブレンド
சார்லஸ்	シャルル
உள்ளடக்கம்	コンテンツ
உள்ளடக்கம்	内容
உள்ளடக்கம்	内容
வர்த்தகம்	商業
வர்த்தகம்	コマース
வர்த்தகம்	コマーシャル
வர்த்தகம்	取引
பின்னணிப்	再生
என்னுடைய	鉱山
பரிமாற்றம்	取引
பரிமாற்றம்	トランザクション
பரிமாற்றம்	移転
பரிமாற்றம்	転送
பரிமாற்றம்	乗り換え
பரிமாற்றம்	譲渡
பரிமாற்றம்	交換
கறுப்பு	黒い
கறுப்பு	ブラック
தரமான	品質
தரமான	クオリティ
தரமான	画質
தரமான	quality
நைட்	騎士
நைட்	ナイト
பயண	旅行
கால்சியம்	コバルト
கால்சியம்	カルシウム
கால்சியம்	摂氏
கால்சியம்	マグネシウム
இயக்கி	運転手
இயக்கி	ドライバ
இயக்கி	ドライバー
இயக்கி	ドライブ
வலிமையான	最強
காயமடைந்தனர்	怪我
கடைசியாக	最終
கடைசியாக	ラスト
கடைசியாக	最後
வெட்டி	cut
வெட்டி	カット
வெட்டி	切り取り
பெறுதல்	受信
பிள்ளைகள்	子供
சங்கிலி	チェイン
சங்கிலி	チェーン
சாதனங்கள்	デバイス
சாதனங்கள்	機器
தொலைவு	距離
மனதில்	mind
மனதில்	マインド
அலெக்சாண்டர்	アレクサンドロス
அலெக்சாண்டர்	アレクサンダー
அலெக்சாண்டர்	アレキサンダー
களம்	ドメイン
பழங்கள்	フルーツ
பழங்கள்	果実
பழங்கள்	果物
வேட்பாளர்	候補者
வேட்பாளர்	候補
ஓடும்	走る
ஓடும்	ランニング
தொழிற்சாலை	業界
தொழிற்சாலை	産業
தொழிற்சாலை	工業
தொழிற்சாலை	工場
கோடை	summer
கோடை	サマー
குறைக்க	減らす
ஜனநாயக	民主主義
லூக்கா	ルカ
உறுப்புகள்	要素
உறுப்புகள்	元素
உறுப்புகள்	エレメント
சர்க்கரை	砂糖
நாட்காட்டி	カレンダー
ஆலோசனை	助言
ஆலோசனை	アドバイス
ஆலோசனை	コンサルティング
மெதுவாக	遅い
மெதுவாக	スロー
மெதுவாக	ゆっくり
மெதுவாக	ゆっくりと
காப்பீடு	保険
அரசியலமைப்பு	体質
அரசியலமைப்பு	憲法
மைல்கள்	マイル
மடம்	修道院
மடம்	僧院
புனிதர்	セイント
புனிதர்	聖人
பாத்திரம்	役割
ஆழமான	ディープ
ஆழமான	深い
வழிமுறைகள்	チャネル
வழிமுறைகள்	チャンネル
வழிமுறைகள்	手順
வழிமுறைகள்	指示
அதிர்வெண்	周波数
அதிர்வெண்	頻度
சீரான	ユニフォーム
சீரான	制服
துவக்க	起動
அருகாமையில்	近い
கொன்று	キル
கொன்று	kill
சிட்டி	シティ
சிட்டி	都市
அதிகரித்து	増加
புலம்	フィールド
பாய்	男の子
பாய்	少年
பாய்	ボーイ
தொற்று	伝染病
தொற்று	感染
காணாமல்	失踪
சந்திரன்	ムーン
குழுவினர்	クルー
திரவ	液体
குலம்	氏族
தானாகவே	自動
தானாகவே	オート
செல்	セル
மோட்டார்	モーター
விமர்சனம்	批評
விமர்சனம்	評論
விமர்சனம்	批判
கிருஷ்ணா	クリシュナ
போர்கள்	戦争
போர்கள்	ウォーズ
பொதுநலவாய	コモンウェルス
பரவியது	拡散
பரவியது	スプレッド
இசைக்குழு	band
இசைக்குழு	バンド
ஓட்டம்	ランナー
ஓட்டம்	フロー
ஓட்டம்	流れ
ஓட்டம்	走る
ஓட்டம்	ランニング
ஓட்டம்	run
ஓட்டம்	ラン
ஓட்டம்	走り
ஓட்டம்	走る
ஊழல்	スキャンダル
ஊழல்	不祥事
ஊழல்	汚職
குழந்தைகளின்	子供
குழந்தைகளின்	キッズ
பாதி	半分
பாதி	ハーフ
ஆதலால்	利点
ஆதலால்	アドバンテージ
ஸ்டீவ்	スティーブ
ஸ்டீவ்	スティーヴ
