উজবেক	uzbecké
উল্লম্ব	svislé
উল্লম্ব	vertikálně
অগ্রগামী	pioneer
প্রিন্টার	tiskárna
প্রিন্টার	tiskárny
প্রিন্টার	tiskárny
জাস্টিস	justice
জাস্টিস	spravedlnost
জাস্টিস	spravedlnosti
মার্টিনেজ	martinez
ফুসফুসের	plíce
ফুসফুসের	plic
ফুসফুসের	plicní
গোলন্দাজ	střelec
গেজেট	gazette
বাউডেন	bowden
রেসিং	dostihy
রেসিং	závodění
রেসিং	závody
রেসিং	závodní
যাদু	magie
যাদু	magic
যাদু	čáry
যাদু	kouzlo
যাদু	kouzelné
এয়ারওয়েজ	airways
আইভি	lvy
আইভি	ivy
সাম	částka
সাম	suma
সাম	součet
পিস্তল	pistoli
পিস্তল	pistol
পিস্তল	pistole
কেরি	kerry
দুধের	mléko
দুধের	mléčná
দুধের	mléka
পরজীবী	parazitní
পরজীবী	parazit
কাঁটার	trny
জ্যাজ	jazz
পাজ	paz
আর্সেনিক	arsenu
আর্সেনিক	francouzština
আর্সেনিক	francouzské
আর্সেনিক	francouzsky
আর্সেনিক	francouzská
আর্সেনিক	francouz
বিস্মিত	překvapený
বিস্মিত	překvapen
বিস্মিত	ohromen
বিস্মিত	šokován
আয়না	zrcadla
আয়না	zrcátka
আয়না	zrcátko
আয়না	zrcadla
আয়না	zrcadlo
অঞ্চলগুলি	regiony
অঞ্চলগুলি	oblasti
পয়সা	minci
পয়সা	mince
পার্কিং	parkoviště
পার্কিং	parkování
ক্ষুব্ধ	pobouřen
মাম্বা	mamba
কম্পটন	compton
সর্বোত্তম	nejvyšší
সর্বোত্তম	nejlepší
সর্বোত্তম	nejlépe
সর্বোত্তম	nej
সর্বোত্তম	best
সর্বোত্তম	nejlepsi
সর্বোত্তম	vynikající
বাক্যে	věta
বাক্যে	trest
বাক্যে	rozsudek
পরিকাঠামো	infrastruktury
পরিকাঠামো	infrastrukturu
পরিকাঠামো	infrastruktura
ভিজুয়াল	vizuální
অপর্যাপ্ত	nedostatečná
অপর্যাপ্ত	nedostatečné
অপর্যাপ্ত	nedostatečný
অপর্যাপ্ত	nedostatečná
অপর্যাপ্ত	nedostatečné
অপর্যাপ্ত	nedostatečný
হি	hee
অবজেক্ট	předmět
অবজেক্ট	objekt
অবজেক্ট	objektu
অবজেক্ট	objekty
অবজেক্ট	předměty
অবজেক্ট	objektů
পোলার	lední
পোলার	polární
মনস্তাত্ত্বিক	psychologický
মনস্তাত্ত্বিক	psychické
মনস্তাত্ত্বিক	psychologické
সিল্ক	hedvábí
অনুকরণ	simulaci
অনুকরণ	simulace
অনুকরণ	simuluje
অনুকরণ	simulované
রুডলফ	rudolph
রুডলফ	rudolf
কেলি	kelly
কেলি	kellyho
তীক্ষ্ণ	horlivý
তীক্ষ্ণ	ostrý
তীক্ষ্ণ	ostře
তীক্ষ্ণ	ostré
তীক্ষ্ণ	ostrá
থিওডোর	theodore
ব্র্যাড	brada
ব্র্যাড	brad
রোভার	rover
টার্নার	turner
টার্নার	turnerová
টার্নার	turnera
খরা	sucha
খরা	sucho
জোরে	nahlas
জোরে	hlasitý
জোরে	hlasitě
জোরে	hlasité
বক	odchylka
বেলারুশ	bělorusko
কঙ্কাল	kostra
কঙ্কাল	kostry
কঙ্কাল	kostru
পাত্রের	hrnce
ডেরেক	dereka
ডেরেক	derek
নুর	noor
শোষিত	využívané
শোষিত	využil
শোষিত	absorbován
টিয়া	tia
টিয়া	papoušek
টিয়া	papouška
রূপালী	stříbrná
রূপালী	stříbrné
রূপালী	stříbro
রূপালী	silver
ঘুড়ি	draka
ঘুড়ি	kite
ক্যাবিনেট	skříňka
ক্যাবিনেট	skříň
ক্যাবিনেট	kabinetu
ক্যাবিনেট	kabinet
উইন্ডসর	windsor
ডকুমেন্ট	dokument
ডকুমেন্ট	dokumentu
ডকুমেন্ট	doklad
ডকুমেন্ট	dokumenty
ডকুমেন্ট	dokumentů
ডকুমেন্ট	doklady
কর্মসংস্থান	zaměstnání
কর্মসংস্থান	zaměstnanost
ঘাসের	tráva
ঘাসের	trávy
বলছে	říká
লাফ	skočit
লাফ	skok
লাফ	skočil
লাফ	vyskočil
তৃণভূমি	mead
গানগুলি	písně
গানগুলি	písničky
গানগুলি	skladby
আইওএস	ios
উজ্জ্বলতা	zvýraznění
উজ্জ্বলতা	jasu
উজ্জ্বলতা	jas
ডেবিয়ান	debianu
ডেবিয়ান	debian
রিম	ráfku
যাজক	pastore
যাজক	farář
যাজক	pastor
যাজক	pastora
অনুভূতির	pocity
অনুভূতির	city
অনুভূতির	pocitů
যোগফল	částka
যোগফল	suma
যোগফল	součet
পাখা	fanynka
পাখা	fan
পাখা	větrák
পাখা	fanoušek
পাখা	fanda
মাংসের	maso
মাংসের	masa
ফাটল	praskliny
ফাটল	trhliny
ফাটল	crack
সন্ত্রাসবাদী	teroristické
সন্ত্রাসবাদী	teroristický
সন্ত্রাসবাদী	terorista
সন্ত্রাসবাদী	teroristy
সন্ত্রাসবাদী	teroristé
মতবিরোধ	nesouhlas
মতবিরোধ	neshody
গ্লাসগো	glasgow
নির্ভুল	dokonalá
নির্ভুল	perfektní
নির্ভুল	dokonalý
ইসিবি	ecb
গিল	gill
গিল	gil
সজীব	temperamentní
সজীব	čerstvé
সজীব	fresh
সজীব	svěží
সজীব	čerstvý
সজীব	čerstvá
প্রাইম	prime
রোপণ	výsadbu
রোপণ	nastražil
উত্তরপশ্চিম	severozápadním
উত্তরপশ্চিম	severozápadní
শহরতলি	předměstí
কেনেথ	kenneth
অ্যালগোরিদম	algoritmus
নিছক	pouhý
নিছক	pouhé
নিছক	pouhá
হোমো	homo
সন্নিবেশিত	vložené
প্যাকেট	balíky
প্যাকেট	balíčky
কাছিম	turtle
কাছিম	želva
কাছিম	želví
আল্প	alpes
বর্গাকার	náměstí
বর্গাকার	čtverec
কাঁচা	syrové
কাঁচা	raw
কাঁচা	surový
কাঁচা	surové
জিব্রাল্টার	gibraltaru
নিরো	niro
নিরো	nero
রাসূল	posel
রাসূল	poslíček
রাসূল	messenger
অস্থির	neklidný
উড়োজাহাজ	letadlo
কালেক্টর	sběratel
সালমা	salma
নবাগত	nováček
সংক্রামক	infekční
সংক্রামক	nakažlivá
গণ্ডার	nosorožce
বর্ম	brnění
বর্ম	zbroj
ব্যস্ততম	nejrušnější
ফ্লোরেন্স	florence
ফ্লোরেন্স	florencie
সরিষা	hořčice
ভোরের	svítání
ভোরের	dawn
ভোরের	úsvit
স্লোভেনিয়া	slovinsko
চিতা	gepard
চিতা	leopard
সমৃদ্ধির	prosperity
সমৃদ্ধির	prosperita
সমৃদ্ধির	prosperitu
সমৃদ্ধির	blahobyt
প্লেটো	platón
খোসা	loupání
খোসা	kůra
খোসা	peel
মালি	mali
ডাকাত	lupiči
ডাকাত	bandity
ডাকাত	banditi
নেইমার	neymar
ঘুষি	mlácení
গ্রামার	gramatiku
ফ্রান্সিস্কো	francisco
অন্যান্যরা	ostatní
অন্যান্যরা	jiní
অন্যান্যরা	jiné
বিচ	pláži
বিচ	pláže
বিচ	pláž
ফেলিক্স	felixe
ফেলিক্স	felix
ভ্রমন	výlet
ভ্রমন	trip
ওবামা	obama
জাগ্রত	probudit
জাগ্রত	vzhůru
বান্ধবী	přítelkyni
বান্ধবী	přítelkyně
ক্রেওল	kreolské
ছোটখাটো	miniaturní
ধারালো	ostrý
ধারালো	ostře
ধারালো	ostré
ধারালো	ostrá
ভিটা	vita
পেঁয়াজ	cibule
পেঁয়াজ	cibule
সুসজ্জিত	zařízený
সুসজ্জিত	zařízené
অসহায়	chudák
অসহায়	bezmocná
অসহায়	bezmocný
অসহায়	bezmocní
অসহায়	ubohý
হসপিটাল	nemocnice
হসপিটাল	nemocnici
হসপিটাল	nemocniční
হিরোশিমা	hirošimě
হর	har
হর	jmenovatel
সচিত্র	obrazové
ট্রি	strom
কানের	uši
কানের	ucha
কানের	ouška
কানের	ušní
কানের	ucho
রোদ	sluníčko
রোদ	sluníčka
দেখলাম	martian
দেখলাম	viděla
দেখলাম	viděl
প্রামাণ্যচিত্র	dokumentární
প্রামাণ্যচিত্র	dokument
ফরওয়ার্ড	vpřed
ফরওয়ার্ড	kupředu
ফরওয়ার্ড	dopředu
স্টেফি	steffi
রেবেকা	rebecca
হিপ	hip
হিপ	kyčle
হিপ	boky
চাও	chao
চাও	chcete
চাও	chceš
ম্যাথিউ	matthew
ম্যাথিউ	matěj
ম্যাথিউ	mathieu
পাম্প	čerpadlo
পাম্প	pumpa
পাম্প	čerpadla
নিষ্পত্তি	usadit
এভিয়েশন	letecká
এভিয়েশন	letectví
কাস্পিয়ান	kaspického
নিকোলা	nicolas
নিকোলা	nicola
নিকোলা	nikola
নিন	vzít
পদকপ্রাপ্ত	medailistka
মিং	ming
দৈত্য	obr
দৈত্য	obří
পোর্টল্যান্ড	portlandu
এক্সপ্লোরার	explorer
এক্সপ্লোরার	průzkumník
ঝর্ণা	jarní
ঝর্ণা	jaro
ঝর্ণা	vodopády
ঝর্ণা	vodopád
ঝর্ণা	fontána
ঝর্ণা	fontány
ঝর্ণা	vodopády
প্রদাহ	zánětu
প্রদাহ	zánět
অনুভূমিক	horizontální
অনুভূমিক	vodorovné
অনুভূমিক	vodorovně
স্বশাসিত	autonomní
ব্যাধি	porucha
দামি	nákladné
দামি	drahé
টেকসই	udržitelný
টেকসই	udržitelná
টেকসই	udržitelné
টেকসই	odolný
টেকসই	trvalé
ইন্টেলিজেন্স	inteligence
ইন্টেলিজেন্স	inteligenci
নিশ্চয়	vskutku
নিশ্চয়	skutečně
মিনেসোটা	minnesotě
হাডসন	hudson
স্পট	spot
গোলাবর্ষণ	ostřelování
গোলাবর্ষণ	bombardování
ব্যর্থতা	neúspěch
ব্যর্থতা	selhání
সমাধিস্থ	zpopelněn
রিকো	rico
নাক্ষত্রিক	hvězdné
নাক্ষত্রিক	hvězdný
নাক্ষত্রিক	hvězdná
রহঃ	rah
জোরালো	nahlas
জোরালো	hlasitý
জোরালো	hlasitě
জোরালো	hlasité
আবশ্যক	požadované
আবশ্যক	požadováno
আবশ্যক	vyžadováno
হোবার্ট	hobart
আপেল	jablko
আপেল	jablečný
আপেল	apple
আপেল	jablka
আপেল	jablek
আপেল	jablka
বারান্দা	balkón
বারান্দা	balkon
বন্ধুরা	přátelé
বন্ধুরা	přátel
বন্ধুরা	kamarádi
বন্ধুরা	přátele
বন্ধুরা	přáteli
নিরীহ	hloupé
নিরীহ	nevinná
নিরীহ	nevinní
নিরীহ	nevinný
দুনিয়া	world
দুনিয়া	svět
দুনিয়া	světový
দুনিয়া	světová
দুনিয়া	světové
স্বেচ্ছাসেবী	dobrovolníků
স্বেচ্ছাসেবী	dobrovolníky
স্বেচ্ছাসেবী	dobrovolníci
স্বেচ্ছাসেবী	dobrovolnictví
স্বেচ্ছাসেবী	dobrovolník
ভেড়ার	jehněčí
ভেড়ার	jehně
ভেড়ার	beránek
সুস্বাদু	chutná
সুস্বাদু	chutné
সুস্বাদু	chutný
সুস্বাদু	výborné
সুস্বাদু	vynikající
ইরাকী	irácké
ইরাকী	iráčanů
বর্মণ	burman
তুর্কমেনিস্তান	turkmenistánu
ভারোত্তোলন	vzpírání
শিকল	pouta
শিকল	okovy
শিকল	vodítko
শিকল	vodítka
শিকল	řetězů
শিকল	řetězy
শিকল	řetězce
শারীরিকভাবে	fyzicky
শারীরিকভাবে	tělesně
শারীরিকভাবে	fyzikálně
বোল	mísa
বোল	miska
বোল	bowl
বোল	misku
বোল	bol
বিভ্রান্তি	zmatky
বিভ্রান্তি	zmatení
বিভ্রান্তি	zmatek
বিশ্লেষন	analytické
বিশ্লেষন	analytická
এক্সিকিউটিভ	výkonné
এক্সিকিউটিভ	výkonný
এক্সিকিউটিভ	výkonná
ভিউ	zobrazení
ভিউ	zobrazit
ভিউ	výhled
ভিউ	pohled
বানু	banu
আর্ক	archu
আর্ক	archy
আর্ক	archa
আর্ক	arše
আর্ক	arku
আর্ক	oblouk
পোকার	poker
পোকার	pokeru
হুইল	kolo
হুইল	kolečko
হুইল	kolečka
হুইল	koly
হুইল	kol
হুইল	kola
লাগবে	potřebovat
লাগবে	potřebuji
লাগবে	potřebují
লাগবে	potřeba
দেখেছেন	viděl
দেখেছেন	viděli
দেখেছেন	sledoval
বাড়ে	roste
ঈমান	věřit
খুচরা	maloobchod
খুচরা	maloobchodní
উইলি	willy
উইলি	willie
ব্রীজ	most
ব্রীজ	můstek
ব্রীজ	bridge
ডালে	dale
মেগা	mega
জুয়েল	klenot
উদ্বেগ	obavy
উদ্বেগ	starosti
উদ্বেগ	obavy
উদ্বেগ	znepokojení
উদ্বেগ	úzkost
উদ্বেগ	úzkosti
উদ্বেগ	obavy
উদ্বেগ	znepokojení
উদ্বেগ	obava
সমাজকে	společnosti
সমাজকে	společnost
নিঃশ্বাস	nádech
নিঃশ্বাস	dech
গালে	tvář
মানমন্দির	observatoř
সন্ধ্যার	večer
সন্ধ্যার	večerní
হেনরিক	henrik
প্যারাগুয়ে	paraguaye
রামোন	ramone
রামোন	ramon
বৈধতা	platnost
কার্টুনিস্ট	kreslíř
দক্ষিণাঞ্চলীয়	jižní
রাজকন্যা	princess
রাজকন্যা	princezna
রাজকন্যা	princezny
ক্রুশ্চেভ	chruščov
হান্টার	hunter
হান্টার	lovec
হ্যাকার	hacker
চক্ষু	oka
চক্ষু	očko
চক্ষু	oční
চক্ষু	eye
চক্ষু	oko
লজিক	logika
লজিক	logická
লজিক	logiku
লজিক	logický
লজিক	logické
হার্ভে	harveyho
হার্ভে	harvey
বহুবচন	plurál
লক	zámek
লক	zamknout
পাসওয়ার্ড	heslo
পাসওয়ার্ড	hesla
চুন	chun
হাইব্রিড	hybridy
হাইব্রিড	hybrid
হাইব্রিড	hybridní
বার্ন	bern
নটর	notre
তাইপেই	taipei
নর্তকী	tanečnice
নর্তকী	tanečník
নর্তকী	tanečníci
নর্তকী	tanečnice
ছোপ	odstín
তিব্বতীদের	tibeťané
আলোকচিত্রী	fotograf
আলোকচিত্রী	fotografka
মাল্টা	maltu
মাল্টা	malty
মাল্টা	malta
শপিং	nakupovat
শপিং	nákup
শপিং	nákupy
শপিং	nákupní
শপিং	nakupování
মিথেন	metan
সংযুক্তি	příloha
সংযুক্তি	přílohy
সংযুক্তি	přílohu
সংযুক্তি	přílohy
টিস্যু	tkáň
টিস্যু	tkáně
অরোরা	aurora
পাওলো	paulo
আলেপ্পো	aleppo
সন্ন্যাসীদের	mniši
সন্ন্যাসীদের	mnichy
সন্ন্যাসীদের	mnichů
গতানুগতিক	typický
গতানুগতিক	typická
গতানুগতিক	typické
শক	šoku
শক	šok
বোধগম্য	pochopil
বোধগম্য	pochopitelné
ফ্লাইং	létání
ফ্লাইং	létající
ফ্লাইং	lítání
জামাইকার	jamajské
জোনস	jones
জোনস	jonesová
ফ্লেচার	fletcher
চশমা	brýle
চশমা	skleničky
চশমা	sklenice
চশমা	brýle
ভোল্টেজ	napětí
উন্মোচিত	odhalena
উন্মোচিত	vystaveno
উন্মোচিত	vystaven
উন্মোচিত	vystavené
উন্মোচিত	nechráněný
এডগার	edgara
এডগার	edgar
এলিয়ট	elliott
এলিয়ট	eliot
এলিয়ট	elliot
জুনায়েদ	junaid
সমকক্ষ	vrstevníků
সত্তর	sedmdesát
সামি	sami
চামচ	lžíci
চামচ	lžička
চামচ	lžíce
লেকচার	přednáška
লেকচার	přednášky
লেকচার	přednášku
ইসরাইল	izraelský
ইসরাইল	izrael
ইসরাইল	izraelská
দেখেছি	viděl
দেখেছি	viděli
হটে	haute
যুদ্ধবিরতি	příměří
তিমি	velryby
তিমি	velryba
অ্যালকোহল	alkoholu
অ্যালকোহল	alkohol
অবরুদ্ধ	zablokovaný
অবরুদ্ধ	zablokované
অবরুদ্ধ	zablokovaná
তত্ত্বাবধান	dohled
তত্ত্বাবধান	dozor
বুকার	booker
কট	kot
ফিতা	stuhu
ফ্যাক্টরি	továrně
ফ্যাক্টরি	továrna
চকচকে	lesklé
চকচকে	lesklý
বিস্ময়	překvapení
বিস্ময়	zázraky
বিস্ময়	divy
বাধার	překážky
বাধার	překážek
লেস	les
লেস	krajky
মেটে	jater
মেটে	játra
বাতিঘর	majáku
বাতিঘর	maják
জারণ	koroze
মিষ্টান্ন	dezert
মিষ্টান্ন	dezerty
কান্দাহার	kandahár
নিক্ষিপ্ত	obsazení
রেস্টুরেন্ট	restaurace
হল্যান্ড	holandsko
হল্যান্ড	holland
কিটস	soupravy
কিটস	sestavy
কিটস	keats
বেলুন	balónek
বেলুন	balón
বেলুন	balon
বেলুন	balóny
নাস	nas
পরিসর	dosah
পরিসর	rozsah
পরিসর	rozmezí
জাগো	jago
রিডার	čtenáři
রিডার	čtenářů
রিডার	čtenáře
রিডার	čtenář
রিডার	čtenáře
ট্যাক্সি	taxi
ট্যাক্সি	taxík
করুণ	ubohý
করুণ	ubohé
সেবন	užívá
সেবন	užíváme
গিলবার্ট	gilbert
অধ্যয়নরত	studium
অধ্যয়নরত	studuje
লাফিয়ে	skočit
লাফিয়ে	skok
ছুড়ে	hoď
ছুড়ে	hod
ছুড়ে	hodit
অ্যাটলেটিকো	atlético
সাদ্দাম	saddám
সাদ্দাম	saddáma
গাড়ী	auto
গাড়ী	automobil
গাড়ী	vůz
গাড়ী	car
জ্বলে	svítit
জ্বলে	zářit
জ্বলে	lesk
নাইরোবি	nairobi
ডিসকভারি	nález
ডিসকভারি	objevování
ডিসকভারি	objev
ডিসকভারি	discovery
হীরা	diamantový
হীরা	diamond
হীরা	diamantové
হীরা	diamant
অপব্যবহার	zneužití
অপব্যবহার	týrání
অপব্যবহার	zneužívání
নিকারাগুয়া	nikaragui
নিকারাগুয়া	rusko
আপিল	odvolání
চিয়াং	chiang
সিন্ধ	sindh
জাজিরা	jazeera
লোকে	lidí
লোকে	lidi
লোকে	lidé
লোকে	lidem
লোকে	people
প্যালেস্টাইন	palestiny
প্যালেস্টাইন	palestině
কেনো	proč
হাজি	haji
স্যামুয়েলস	samuels
উপকারী	výhodné
উপকারী	prospěšné
উপকারী	přínosné
উপকারী	užitečná
উপকারী	užitečný
উপকারী	užitečné
ডো	doe
গুলিবর্ষণ	vyhazov
সুখের	spokojenost
সুখের	štěstí
আর্দ্রতা	vlhkost
আর্দ্রতা	vlhkosti
আর্দ্রতা	vlhkost
আর্দ্রতা	vlhkosti
নির্জন	osamělý
নির্জন	osamělá
নির্জন	osamělé
সোমালিয়া	somálsku
বিক্ষিপ্ত	rozptýlené
বিক্ষিপ্ত	rozptýlit
বিক্ষিপ্ত	rozptyl
মহৎ	mocná
মহৎ	mocný
মহৎ	velkolepý
মহৎ	velkolepé
ধারণকারী	obsahující
ধারণকারী	nádoba
ধারণকারী	kontejner
ধারণকারী	kontejneru
ধারণকারী	zásobník
তীরন্দাজ	lučištníci
মজা	fun
মজা	zábava
মজা	legrace
মজা	sranda
মজা	zábavné
পশম	kožešiny
পশম	srst
সতর্কতা	výstraha
সতর্কতা	upozornění
সতর্কতা	varování
সতর্কতা	opatrnost
সতর্কতা	opatrnosti
সতর্কতা	výstrahy
সতর্কতা	výstraha
সতর্কতা	upozornění
সতর্কতা	poplach
কেক	dort
কেক	dorty
কেক	koláč
কেক	dorty
কেক	koláče
পান্না	emerald
সাফারি	safari
ক্রোমোজোম	chromozom
কোরে	corey
মনোবল	výdrž
অবিস্মরণীয়	nezapomenutelný
অবিস্মরণীয়	nezapomenutelné
নরম্যান	norman
কনরাড	conrada
কনরাড	conrad
কনরাড	konrad
নিকোলাই	nikolaj
জয়েন্ট	kloub
জয়েন্ট	společné
জয়েন্ট	joint
বহিষ্কৃত	vyloučen
বহিষ্কৃত	katapultoval
কলি	kali
কলি	kolie
কলি	bud
রেজিস্টার	registry
রেজিস্টার	registr
রেজিস্টার	registrovat
রেজিস্টার	zaregistrovat
ফিদেল	fidel
স্ট্রোক	mrtvici
স্ট্রোক	mrtvice
ব্যাথা	bolesti
ব্যাথা	bolest
ব্যাথা	bolí
ফ্রাই	fry
ফ্রাই	hranolky
কীটনাশক	pesticidů
কীটনাশক	pesticidy
কীটনাশক	pesticidů
কীটনাশক	pesticidy
বক্ররেখা	křivka
বক্ররেখা	křivky
বক্ররেখা	křivky
গেটস	vrata
গেটস	gates
গেটস	brány
বর্মন	barman
এক্সটেনশন	prodloužení
এক্সটেনশন	rozšíření
এক্সটেনশন	prodloužení
এক্সটেনশন	rozšíření
ব্রাউনের	hnědá
ব্রাউনের	hnědý
ব্রাউনের	brown
ব্রাউনের	hnědé
ব্রাউনের	braun
সুজা	souza
ক্রাইস্টচার্চ	christchurch
ধূমপান	kouří
ধূমপান	kouření
লুইজ	luiz
ধ্বংসাত্মক	destruktivní
ধ্বংসাত্মক	ničivé
সমানভাবে	rovnoměrně
ভূগোলবিদ	geograf
গোবর	hnůj
গোবর	trus
মেহতা	mehta
ইয়োহানেস	johannes
প্রমিত	norma
প্রমিত	standardní
প্রমিত	standard
তুসো	tussaud
দই	jogurt
দই	tvaroh
লিওনার্ড	leonarda
লিওনার্ড	leonard
বর্ণহীন	bezbarvý
অপমান	ostuda
অপমান	ponížení
অপমান	ponižování
অপমান	urážka
অপমান	urážlivý
অপমান	urážlivé
অপমান	urážet
অপমান	urážka
নেত্রী	leader
নেত্রী	vůdce
চেখভ	čechov
বিচলিত	nervózní
বিচলিত	naštvaná
বিচলিত	rozrušený
বিচলিত	rozrušená
রাইডার	raider
রাইডার	ryder
রাইডার	jezdec
রাইডার	jezdce
প্রশিক্ষিত	trénoval
পূর্বাভাস	předpověď
পূর্বাভাস	prognózy
পূর্বাভাস	prognóza
ল্যান্স	lance
ল্যান্স	kopí
সোয়ান	labutí
সোয়ান	labuť
কুকুরের	psí
কুকুরের	pejsek
কুকুরের	pes
ফতেহ	fateh
মেয়ার	meyer
কুসংস্কার	předsudky
দাসী	služebná
দাসী	pokojská
দাসী	služka
সূচী	obsah
টিনের	tin
পদ্মার	padma
বাব	bab
ম্যাট্রিক্স	matrice
ম্যাট্রিক্স	matice
ম্যাট্রিক্স	matrix
নির্যাতিত	zneužil
এফবিআই	fbi
ড্রামার	bubeník
ম্যাডিসন	madison
প্রাপ্তবয়স্কদের	dospělé
প্রাপ্তবয়স্কদের	dospělí
টমেটো	rajče
টমেটো	rajčata
প্রতিলিপি	kopie
অং	ong
ক্লায়েন্ট	klienta
ক্লায়েন্ট	zákazník
ক্লায়েন্ট	klient
হাঁটা	chodit
হাঁটা	chůze
হাঁটা	chození
হাঁটা	procházka
হাঁটা	chodit
হাঁটা	chůze
হাঁটা	pěšky
টানেল	tunel
পটাশিয়াম	draslíku
পটাশিয়াম	draslík
পটাশিয়াম	draselný
পিয়ার	mola
পিয়ার	molu
পিয়ার	molo
পরামর্শক	konzultant
পরামর্শক	poradce
জিনিসপত্র	věci
পুরুষেরা	muže
পুরুষেরা	pánské
পুরুষেরা	men
পুরুষেরা	mužů
পুরুষেরা	muži
এক্সবক্স	xbox
পাড়ার	okolí
পাড়ার	čtvrť
পাড়ার	sousedství
ম্যানিলা	manile
জ্যামাইকা	jamajky
মুরগির	kuřecí
মুরগির	kuřata
মুরগির	kuře
ভিশন	vize
ভিশন	vidění
শিরা	žílu
শিরা	žíla
শিরা	žíly
সংবেদনশীল	citlivé
সংবেদনশীল	citlivý
সংবেদনশীল	citliví
সংবেদনশীল	citlivá
ফারাও	faraón
আন্তরিক	upřímně
আন্তরিক	upřímné
আন্তরিক	upřímná
আন্তরিক	upřímný
আন্তরিক	srdečné
আন্তরিক	srdečné
কূটনীতিক	diplomat
ট্রান্সপোর্ট	přepravce
ট্রান্সপোর্ট	transportér
ট্রান্সপোর্ট	transportní
আর্টিলারি	dělostřelectvo
মার্স	marsu
মার্স	mars
আওরঙ্গজেব	aurangzéb
এডিটর	redakce
এডিটর	editoři
তরুন	mladá
তরুন	mladé
তরুন	mladý
তরুন	young
তরুন	mladí
ভালুক	méďa
ভালুক	medvěd
ভালুক	medvědí
ভালুক	bear
পৌঁছাতে	dosah
প্রিন্সিপাল	ředitel
প্রিন্সিপাল	ředitelka
সুজি	susie
লেবাননের	libanonské
পোলক	pollock
বিধিবদ্ধ	zákonný
বিধিবদ্ধ	statutární
প্রস্থান	východ
প্রস্থান	výstup
প্রস্থান	výjezd
নখ	dráp
নখ	hřebíky
নখ	nehty
টস	hoď
টস	hod
চেজ	honička
চেজ	chase
সেলুলার	buněčné
পাইরেটস	piráti
পাইরেটস	piráty
গন্তব্য	cíl
গন্তব্য	destinace
গন্তব্য	destinace
টেলার	teller
পেইন্টিং	obraz
পেইন্টিং	malba
পেইন্টিং	malování
পেইন্টিং	malovat
শুন্য	nulová
শুন্য	zero
শুন্য	nuly
শুন্য	nula
হিলস	hills
হিলস	kopců
হিলস	kopce
ভজন	chorál
অসন্তুষ্ট	nespokojený
চায়ের	čaje
চায়ের	čaj
চায়ের	tea
ড্যানিশ	dánský
ড্যানিশ	dánská
ড্যানিশ	dánské
তর্ক	hádání
তর্ক	argumentovat
অর্ডোভিশিয়ান	ordovik
আগ্রাসী	agresivní
কদর	oceňuji
কদর	ocenit
ফিউশন	fúze
প্রজ্ঞা	uncí
প্রজ্ঞা	moudrosti
প্রজ্ঞা	moudrost
গেটের	vrata
গেটের	brány
গেটের	bránu
গেটের	gate
গেটের	brána
মাংসাশী	masožravci
সুইং	švih
মাতৃ	mateřská
মাতৃ	mateřské
মাতৃ	mateřský
তাহার	její
তাহার	jí
তাহার	ji
তাহার	ní
রন্ধনপ্রণালী	kuchyně
অভিনেতাদের	herci
অভিনেতাদের	herce
অভিনেতাদের	aktéři
অভিনেতাদের	herců
আইজ্যাক	isaac
শাস্তির	potrestání
শাস্তির	trest
লী	leeho
লী	lee
এস্তোনিয়া	estonsko
দুর্বলতা	slabost
দুর্বলতা	slabosti
দুর্বলতা	slabiny
রিয়া	rhea
রিয়া	rio
রিয়া	ria
ব্যুৎপত্তি	etymologie
কাউন্টার	pult
দেখছি	sledování
দেখছি	sleduju
প্রসব	porodu
প্রসব	porod
বাধ্যবাধকতা	povinnost
বাধ্যবাধকতা	povinnosti
বাধ্যবাধকতা	závazek
পেদ্রো	pedro
জাক	jacques
অলঙ্কার	šperk
অলঙ্কার	šperky
অলঙ্কার	klenoty
ইউরোপা	europa
কাজাখস্তান	kazachstán
সহচর	společník
সহচর	společnice
লেন্সের	čočky
অস্থিরতা	nepokoje
অস্থিরতা	nestability
অস্থিরতা	nestabilita
গিলমোর	gilmour
বহুবিধ	násobek
ক্যারোলিনা	karolíně
ক্যারোলিনা	karolína
লন	trávník
লন	trávníku
ছদ্ম	pseudo
আড্ডা	chatu
আড্ডা	chat
ডিস্ট্রিক্ট	okres
ডিস্ট্রিক্ট	okrsek
মতলব	svádění
তিউনিসিয়া	tunisko
ডানায়	křídla
ক্লিনটন	clinton
মন্ত্রীদের	ministrů
মন্ত্রীদের	ministři
মন্ত্রীদের	ministry
সহোদর	sourozence
সহোদর	sourozence
সহোদর	sourozenci
সাজা	odsouzen
গাজা	gaze
আদার	adar
আদার	ginger
বীচ	pláži
বীচ	pláže
বীচ	pláž
একতা	unity
একতা	jednoty
একতা	jednotu
একতা	jednota
একতা	singularity
সিসি	sisi
মাং	mang
অ্যান্টেনা	anténa
অ্যান্টেনা	antény
বোতাম	tlačítka
বোতাম	placky
বোতাম	tlačítek
বোতাম	knoflíky
বোতাম	knoflík
বোতাম	tlačítko
ব্রি	bree
ব্রি	brie
ব্রি	bri
পূর্ণতা	plnosti
মশলা	koření
মশলা	masala
মশলা	koření
প্রত্যাশিত	očekávaná
প্রত্যাশিত	očekávané
প্রত্যাশিত	čekal
প্রত্যাশিত	očekávaný
শরণার্থীদের	uprchlíků
