மற்றும்	και
ஆகஸ்டு	αύγουστο
ஆகஸ்டு	αυγούστου
பெரு	περού
அறை	κύτταρο
அறை	κελί
அறை	δωμάτιο
மணம்	οσμή
மணம்	όσφρηση
மணம்	μυρωδιά
நிறை	μάζα
மோசமான	bad
மோசமான	κακός
மோசமான	κακό
மோசமான	κακή
மோசமான	χειρότερα
மோசமான	χειρότερη
மோசமான	χειρότερο
மோசமான	άσχημο
மை	μελάνι
எரிபொருள்	καυσίμων
எரிபொருள்	καύσιμα
எரிபொருள்	καύσιμο
இறந்து	πέθανε
இறந்து	die
இறந்து	πεθάνει
இறந்து	πέθανε
இறந்து	πεθανε
இறந்து	νεκροί
இறந்து	νεκρή
இறந்து	νεκρός
இறந்து	νεκρό
வலை	web
வலை	ιστός
வலை	ματιών
வலை	πλέγμα
நுரையீரல்	πνεύμονα
நுரையீரல்	πνεύμονες
நுரையீரல்	πνευμόνια
பிறந்து	γεννήθηκα
பிறந்து	γεννημένος
பிறந்து	γεννήθηκε
பிறந்து	γεννηθείς
கொரியா	κορέας
கொரியா	κορέα
காடு	δάση
காடு	δάσος
காடு	ζούγκλα
சான்றுகள்	διαπιστευτήρια
சீக்கிய	σιχ
மண்டல	περιφερειακή
மண்டல	περιφερειακά
கங்கை	γάγγη
லீ	λι
லீ	λη
கணிதம்	μαθηματικά
கணிதம்	μαθηματικά
கணிதம்	μαθηματικά
பூமி	γη
பூமி	γή
கணக்கு	account
கணக்கு	λογαριασμός
கணக்கு	λογαριασμό
ஒழுங்கு	ευθυγράμμιση
ஏர்	άροτρο
ஏர்	αερα
ஏர்	air
ஏர்	αέρα
ஏர்	αέρας
அறிகுறிகள்	συμπτώματα
அறிகுறிகள்	πινακίδες
அறிகுறிகள்	σημάδια
அனுப்பி	στάλθηκαν
அனுப்பி	έστειλε
அனுப்பி	στάλθηκε
அனுப்பி	εστάλη
அதிகரிக்கும்	αύξηση
நீதிபதி	δικαστής
நீதிபதி	δικαστή
நீதிபதி	κριτής
உணர்வு	συναίσθημα
உணர்வு	αίσθηση
உணர்வு	αίσθημα
சூப்பர்	σούπερ
சூப்பர்	super
சூப்பர்	υπερ
சூப்பர்	σουπερ
பொன்	χρυσός
பொன்	χρυσό
பொன்	χρυσή
பொன்	golden
பொன்	χρυσά
பல்கலைக்கழகங்கள்	πανεπιστημίων
பல்கலைக்கழகங்கள்	πανεπιστήμια
ஆக்சைடு	οξείδιο
அறிவியலாளர்கள்	διανοούμενοι
எழுதும்	καύση
எழுதும்	κάψιμο
பாப்	pap
பாப்	μπόμπ
பாப்	μπομπ
பாப்	pop
பாப்	ποπ
ஆயர்	ayer
மாநிலங்கள்	πολιτείες
மாநிலங்கள்	κρατών
மாநிலங்கள்	κράτη
உருவாகிறது	σχηματίζεται
மனிதர்	ανθρώπινα
மனிதர்	ανθρώπινη
மனிதர்	άνθρωπος
மனிதர்	ανθρώπινο
மனிதர்	ανθρωπίνων
மனிதர்	ανθρώπινος
தளபதி	διοικητής
தளபதி	διοικητή
எடுத்த	πήρε
ராணி	βασιλισσα
ராணி	queen
ராணி	βασίλισσα
ராணி	ντάμα
நெதர்லாந்து	ολλανδία
உரையாடல்	διάλογο
உரையாடல்	διάλογος
உரையாடல்	αλληλεπίδραση
உரையாடல்	διάλογος
உரையாடல்	συζήτηση
உரையாடல்	συνομιλία
திரும்ப	επιστροφή
வீடுகள்	σπίτια
வீடுகள்	σπίτια
வீடுகள்	βίλες
திரை	οθόνη
நடனம்	χόρεψε
நடனம்	dance
நடனம்	χορός
நடனம்	χορό
கிளை	δέντρο
கிளை	δένδρο
கிளை	δεντρο
கிளை	κλαδί
கிளை	μπραντς
கிளை	υποκατάστημα
அகராதி	λεξικό
அகராதி	λεξικό
முன்னால்	μπροστινό
முன்னால்	μπροστά
முன்னால்	μέτωπο
கண்ணாடி	γυάλινο
கண்ணாடி	γυάλινη
கண்ணாடி	ποτήρι
கண்ணாடி	γυαλί
கண்ணாடி	γυαλιά
கண்ணாடி	καθρέφτη
கண்ணாடி	καθρέφτης
கண்ணாடி	καθρέπτη
கண்ணாடி	γυαλιά
கண்ணாடி	ποτήρια
பட்டியல்கள்	κατάλογοι
பட்டியல்கள்	λίστες
குறியீடுகள்	κωδικοί
குறியீடுகள்	κώδικες
குறியீடுகள்	κωδικούς
குறியீடுகள்	ετικέτες
துறைகள்	τμήματα
அம்சங்கள்	χαρακτηριστικά
செயல்திறன்	επίδοση
செயல்திறன்	επιδόσεων
செயல்திறன்	επιδόσεις
செயல்திறன்	απόδοση
செயல்திறன்	παράσταση
மேற்கோள்	απόσπασμα
மேற்கோள்	παράθεση
மேற்கோள்	αναφοράς
மேற்கோள்	παραπομπή
மேற்கோள்	αναφορά
ஓரளவு	κάπως
பூக்கும்	ανθισμένα
பூக்கும்	ανθίζει
பூக்கும்	ανθίζουν
தொகுத்து	φιλοξενία
பூமியின்	γη
பூமியின்	γή
வாயில்	θύρα
வாயில்	πύλη
குறை	μειώσει
குறை	μείωση
குறை	ελάττωση
தொடர்ச்சியான	συνεχείς
தொடர்ச்சியான	συνεχές
தொடர்ச்சியான	συνεχόμενη
தொடர்ச்சியான	συνεχής
தொடர்ச்சியான	συνεχή
மரணம்	θάνατος
மரணம்	θάνατο
விளக்க	εξηγήσω
விளக்க	εξηγήστε
விளக்க	εξήγησε
பெருங்கடல்	ωκεανού
பெருங்கடல்	ωκεανός
பெருங்கடல்	ωκεανό
மொழியியல்	γλωσσολογία
மாநிலங்களில்	πολιτείες
மாநிலங்களில்	κρατών
மாநிலங்களில்	κράτη
சம	ίσης
சம	ίσοι
சம	ίσο
சம	ίση
சம	ισότητα
செயல்பாடு	συνάρτηση
செயல்பாடு	λειτουργία
செயல்பாடு	επιχειρηση
செயல்பாடு	εγχείρηση
செயல்பாடு	λειτουργία
செயல்பாடு	επιχείρηση
செயல்பாடு	δραστηριότητα
செயல்பாடு	δραστικότητα
செயல்பாடுகள்	πράξεις
ஆந்திர	andhra
கார்	αυτοκίνητο
கார்	αμάξι
கார்	car
தாய்லாந்து	ταϊλάνδη
விளக்கும்	φώτα
விளக்கும்	εξηγώντας
பக்தி	αφοσίωση
உலோக	μεταλλικό
உலோக	μέταλλο
உலோக	μέταλλα
உலோக	metal
உலோக	μεταλλικά
உலோக	μεταλλικά
உலோக	μεταλλικό
உலோக	μεταλλική
பெறுகிறது	παραλαβή
ஊடாக	μεσω
ஊடாக	μέσω
இப்பொழுது	τώρα
இப்பொழுது	τωρα
சீ	τσι
சீ	σι
கோப்பு	αρχεία
கோப்பு	φάκελοι
கோப்பு	φάκελος
கோப்பு	file
கோப்பு	αρχείο
கண்டுபிடிக்கப்பட்டது	ανακάλυψα
கண்டுபிடிக்கப்பட்டது	ανακάλυψε
கண்டுபிடிக்கப்பட்டது	ανακαλύφθηκε
கண்டுபிடிக்கப்பட்டது	ανακάλυψαν
அண்மைய	πρόσφατα
அண்மைய	πρόσφατο
அண்மைய	πρόσφατη
அண்மைய	πρόσφατες
ராவ்	ράο
சட்டங்கள்	καρέ
சட்டங்கள்	πλαίσια
சட்டங்கள்	νόμους
சட்டங்கள்	νόμοι
குண்டு	βόμβα
கோவிலில்	τεμπλ
கோவிலில்	ναός
கோவிலில்	ναό
வால்	ουράς
வால்	ουρά
வால்	βαλ
வால்	val
மின்சார	ηλεκτρικά
மின்சார	ηλεκτρικές
மின்சார	ηλεκτρική
மின்சார	ηλεκτρικός
மின்சார	ηλεκτρικά
மின்சார	ηλεκτρικό
மின்சார	ηλεκτρική
மின்சார	ηλεκτρικός
மலைகள்	όρη
மலைகள்	βουνά
தேர்தல்கள்	εκλογές
நிற்கும்	όρθια
நிற்கும்	όρθιος
நிற்கும்	όρθιοι
நிற்கும்	στέκεται
நிற்கும்	σταθεί
நிற்கும்	stand
புத்தர்	βούδας
புத்தர்	βούδα
காரணங்கள்	λόγους
காரணங்கள்	λόγοι
காரணங்கள்	προκαλεί
காரணங்கள்	αιτίες
காரணங்கள்	αίτια
நரம்பு	νευρικό
நரம்பு	νευρική
நரம்பு	νευρικός
நரம்பு	φλέβα
நரம்பு	νεύρο
நரம்பு	θράσος
பாதிக்கப்பட்ட	μολυσμένος
பாதிக்கப்பட்ட	μολυσμένη
பாதிக்கப்பட்ட	μολυσμένα
பாதிக்கப்பட்ட	μολυσμένο
பாதிக்கப்பட்ட	μολυνθεί
பாதிக்கப்பட்ட	μολυσμένοι
பாதிக்கப்பட்ட	επηρεάστηκαν
பாதிக்கப்பட்ட	επηρεάζεται
பாதிக்கப்பட்ட	επηρέασε
பாதிக்கப்பட்ட	θύμα
தென்கிழக்கு	νοτιοανατολικά
தென்கிழக்கு	νοτιοανατολική
பை	σακούλα
பை	σάκο
பை	τσάντα
பை	σάκος
பை	αντίο
பை	πίτα
காட்டி	θεατής
காட்டி	προβολέας
காட்டி	θεατή
அடிகள்	σκαλιά
அடிகள்	στάδια
அடிகள்	σκαλοπάτια
அடிகள்	βήματα
அடிகள்	βαθμίδες
பாறை	ύφαλο
பாறை	rock
பாறை	πέτρα
பாறை	ροκ
பாறை	βράχος
விவரம்	περιγραφή
விவரம்	λεπτομέρειες
விவரம்	λεπτομέρεια
உள்ளடக்கியது	περιέχει
வட்டங்கள்	κύκλοι
வட்டங்கள்	κύκλους
தாமஸ்	τόμας
தாமஸ்	thomas
தாமஸ்	θωμάς
தாமஸ்	θωμά
பிட்	bit
தலைப்பு	τίτλος
தலைப்பு	λεζάντα
புலி	τίγρης
புலி	τίγρη
முதலீடு	επενδύσει
முதலீடு	επένδυσε
முதலீடு	επένδυση
முதலீடு	επενδύσεις
முதலீடு	επενδύσεων
வசித்து	έζησα
வசித்து	έζησε
வசித்து	έζησαν
வசித்து	ζούσε
ஏழாம்	έβδομη
ஏழாம்	έβδομο
சிறை	φυλακή
சிறை	φυλακή
சிறை	φυλακές
கிங்	βασιλεύς
கிங்	βασιλιάς
கிங்	κινγκ
கிங்	βασιλιά
கிங்	king
டாலர்	δολλάριο
டாலர்	δολάριο
வரிகள்	σειρές
வரிகள்	γραμμές
வரிகள்	ατάκες
வரிகள்	γραμμές
வரிகள்	φόρους
வரிகள்	φόροι
வளம்	πόρο
வளம்	πόρος
வளம்	πλούτος
வளம்	πλούτο
வளம்	πλούτη
வளம்	ευελιξία
வளம்	ελαστικότητα
வளம்	γονιμότητα
வளம்	γονιμότητας
வளம்	πόρων
வளம்	πόροι
ஒருங்கிணைந்த	ολοκληρωμένη
ஒருங்கிணைந்த	ολοκληρωμένα
ஒருங்கிணைந்த	ολοκληρωμένο
ஒருங்கிணைந்த	ολοκληρωμένες
எருசலேம்	ιερουσαλήμ
பார்	δείτε
பார்	βλέπεις
பார்	βλέπε
பார்	δειτε
பார்	ράβδος
பார்	μπαρ
பார்	bar
பார்	μπάρ
பார்	μπάρα
பார்	κοίτα
கடற்படை	ναυτικό
துறைமுகம்	χάρμπορ
துறைமுகம்	λιμάνι
துறைமுகம்	πορτ
துறைமுகம்	λιμένας
துறைமுகம்	θύρα
வணக்கம்	γεια
வணக்கம்	γειά
தினம்	μερα
தினம்	ημερα
தினம்	ημέρα
தினம்	μέρα
தனிநபர்	ατομική
தனிநபர்	ατομικό
தனிநபர்	μεμονωμένα
தனிநபர்	ατομικά
தனிநபர்	επιμέρους
தவிர்க்க	αποφεύγεται
தவிர்க்க	αποφευχθεί
இதய	καρδιακό
இதய	καρδιακή
இதய	καρδιακός
இடைவெளி	διάλειμμα
இடைவெளி	σπάσε
இடைவெளி	διακοπή
இடைவெளி	σπάσιμο
இடைவெளி	space
இடைவெளி	χώρος
இடைவெளி	χώρο
இடைவெளி	διαστημα
இடைவெளி	διάστημα
மருத்துவமனை	νοσοκομείο
மருத்துவமனை	κλινική
தருகிறது	wada
அடக்கம்	ταφή
பௌத்தம்	βουδισμό
தலைமுறை	γενεά
தலைமுறை	γενιά
வசிக்கும்	ζώντας
நிலைகள்	πολιτείες
நிலைகள்	κρατών
நிலைகள்	κράτη
நிலைகள்	στάδια
நிலைகள்	φάσεις
நிலைகள்	επίπεδα
இயங்குகிறது	τρέχει
இயங்குகிறது	τρέχοντας
இயங்குகிறது	τρέχω
இயங்குகிறது	τρέξιμο
காடுகள்	δάση
காடுகள்	δασικές
காடுகள்	δασική
காடுகள்	δασοκομία
காடுகள்	δάση
காடுகள்	δάση
காடுகள்	δάσος
கோவில்கள்	ναούς
ஸ்டார்	αστέρας
ஸ்டார்	αστέρι
ஸ்டார்	star
ஸ்டார்	σταρ
இரயில்வே	σιδηρόδρομος
இரயில்வே	σιδηροδρόμων
இரயில்வே	σιδηροδρομικός
இரயில்வே	σιδηρόδρομοι
இரயில்வே	σιδηρόδρομος
இரயில்வே	σιδηροδρόμων
இராணுவம்	στρατιωτικός
இராணுவம்	στρατός
இராணுவம்	στρατιωτική
இராணுவம்	στρατιωτικοί
இராணுவம்	στρατιωτικά
இராணுவம்	στρατός
இராணுவம்	στρατό
வாழ்நாள்	εφάπαξ
இரவில்	νύχτα
இரவில்	βραδιά
இரவில்	νυχτα
உருவம்	εικόνα
உருவம்	εικονα
பட்டு	μετάξι
பட்டு	μεταξωτό
பட்டு	μεταξωτά
வங்கிகள்	μπανκς
வங்கிகள்	τράπεζες
பாணி	στυλ
பாணி	ύφος
பாணி	στιλ
கொண்டாடப்படுகிறது	γιόρτασε
எகிப்து	αίγυπτος
எகிப்து	αίγυπτο
பறக்கும்	πετώντας
பறக்கும்	πέταγμα
பறக்கும்	ιπτάμενο
திருமால்	βισνού
தெளிவான	σαφής
தெளிவான	σαφές
தெளிவான	καθαρά
தெளிவான	οξύνει
ஆல்பம்	δίσκος
ஆல்பம்	άλμπουμ
அன்பு	αγαπη
அன்பு	έρωτας
அன்பு	αγάπη
வலையமைப்பு	δίκτυο
ஆதாரங்கள்	αποδείξεις
ஆதாரங்கள்	πόρων
ஆதாரங்கள்	πόροι
முகம்	πρόσωπο
முகம்	προσωπο
முகம்	φάτσα
மின்சாரம்	ηλεκτρισμού
மின்சாரம்	ηλεκτρισμός
திங்கள்	δευτέρα
பருவத்தில்	εποχή
பருவத்தில்	σαιζόν
பருவத்தில்	σεζον
பருவத்தில்	σεζόν
குளம்	λιμνούλα
குளம்	λίμνη
குளம்	πισίνα
அமெரிக்கன்	αμερικανική
அமெரிக்கன்	αμερικάνικα
அமெரிக்கன்	αμερικανός
அமெரிக்கன்	αμερικάνος
அமெரிக்கன்	αμερικάνικο
அமெரிக்கன்	αμερικανοί
கனிம	ανόργανα
கனிம	ανόργανες
பத்திரிகை	press
பத்திரிகை	τύπου
பத்திரிகை	πατήστε
பத்திரிகை	τύπος
பத்திரிகை	πάτα
பத்திரிகை	περιοδικό
பரிசுகள்	δώρα
காப்புரிமை	ευρεσιτεχνίας
காப்புரிமை	πατέντα
காப்புரிமை	copyright
கேள்வி	ερώτημα
கேள்வி	ερώτηση
கேள்வி	ερώτημα
பாதையில்	αίτιο
பாதையில்	αιτία
குடும்பங்கள்	οικογένειες
கொரிய	κορεάτικα
இன்றி	απόψε
இன்றி	αποψε
சிந்து	indus
அறக்கட்டளை	ίδρυμα
அறக்கட்டளை	ιδρυμα
அறக்கட்டளை	θεμέλια
திரைக்கதை	σενάριο
விளக்கு	φως
விளக்கு	light
விளக்கு	ελαφρύ
விளக்கு	ελαφριά
விளக்கு	φώς
விளக்கு	λάμπα
விளக்கு	φανός
விளக்கு	φώτα
ஜோன்	ιωάννα
ஜோன்	joan
ஜோன்	τζόαν
ஜோன்	τζοάν
ஜோன்	τζον
ஜோன்	γιον
கிராம்	γραμμάριο
காவல்துறை	αστυνομία
கேட்டு	ακούγοντας
காஷ்மீர்	κασμίρ
ரிச்சர்ட்	richard
ரிச்சர்ட்	ρίτσαρντ
ரிச்சர்ட்	ριχάρδος
பனி	φογκ
பனி	ομίχλη
பனி	χιόνι
பனி	σνόου
பனி	πάγος
பனி	πάγο
பனி	ice
ஆறாவது	έκτη
ஆறாவது	έκτος
ஆறாவது	έκτο
சிக்கல்கள்	θέματα
சிக்கல்கள்	θεματα
ஜப்பானிய	γιαπωνέζικα
ஜப்பானிய	ιαπωνικά
ஜப்பானிய	ιάπωνες
ஜப்பானிய	γιαπωνέζοι
ஜப்பானிய	γιαπωνέζικο
தானியங்கி	αυτόματο
தானியங்கி	auto
தானியங்கி	αυτόματη
தானியங்கி	ρομπότ
தானியங்கி	αυτόματο
தானியங்கி	αυτόματη
தானியங்கி	αυτόματος
தானியங்கி	αυτόματες
தானியங்கி	αυτόματα
ஆடி	audi
ஆட்டத்தில்	παιχνίδι
ஆட்டத்தில்	game
ஆட்டத்தில்	παιχνιδι
கோடு	γραμμή
கோடு	line
கோடு	γραμμη
தோராயமாக	περίπου
தன்னாட்சி	αυτόνομη
தன்னாட்சி	αυτόνομο
தன்னாட்சி	αυτόνομες
தன்னாட்சி	αυτόνομα
இலக்கு	προορισμός
இலக்கு	προορισμό
இலக்கு	στόχευσης
இலக்கு	στόχευση
இலக்கு	στόχο
இலக்கு	γκολ
இலக்கு	στόχο
இலக்கு	στόχος
இலக்கு	target
இலக்கு	στόχευση
ஆளுநர்	κυβερνήτης
ஆளுநர்	κυβερνήτη
சமுதாய	κοινοτητα
சமுதாய	κοινότητα
சமுதாய	κοινότητας
சொத்து	ακίνητο
சொத்து	ιδιοκτησία
சொத்து	ιδιότητα
சொத்து	ακίνητα
கொடுக்க	δώστε
கொடுக்க	δώσε
சகோதரர்	αδερφός
சகோதரர்	αδερφέ
சகோதரர்	αδελφέ
சகோதரர்	αδελφός
காரணிகள்	συντελεστές
காரணிகள்	παράγοντες
எக்ஸ்பிரஸ்	εξπρές
எக்ஸ்பிரஸ்	express
எக்ஸ்பிரஸ்	εκφράσω
இருவர்	δυο
இருவர்	two
இருவர்	δύο
கோவா	γκόα
ஒன்றிய	ένωση
ஒன்றிய	ενωση
ஒன்றிய	γιούνιον
ஒன்றிய	συνδικάτο
ஒன்றிய	σωματείο
ஆப்பிரிக்கா	αφρικη
ஆப்பிரிக்கா	αφρική
விசாரணை	καθετήρα
விசாரணை	έρευνα
விசாரணை	διερεύνηση
மேற்கொண்டு	περαιτέρω
இயந்திரம்	μηχανή
இயந்திரம்	μηχάνημα
இயந்திரம்	κινητήρας
இயந்திரம்	κινητήρα
இயந்திரம்	μηχανή
பிற்பகுதியில்	αργότερα
பிற்பகுதியில்	αργοτερα
மெல்லிய	λεπτό
மெல்லிய	λεπτή
மெல்லிய	αδύνατος
கன்னடம்	κανάντα
வடகிழக்கு	βορειοανατολικά
வடகிழக்கு	βορειοανατολική
வடகிழக்கு	βορειοδυτικά
வடகிழக்கு	βορειοδυτική
வடகிழக்கு	βορειοδυτικό
விவசாய	γεωργία
கொடுத்தார்	έδωσε
இளைய	νεότερος
இளைய	νεότερη
இளைய	νεώτερος
இளைய	νεότεροι
இளைய	νεότερος
செல்வம்	πλούτος
செல்வம்	πλούτο
செல்வம்	πλούτη
எலும்பு	οστό
எலும்பு	κόκαλα
எலும்பு	οστά
எலும்பு	κόκαλο
எலும்பு	κόκκαλο
நற்செய்தி	ευαγγέλιο
கடிதம்	επιστολή
கடிதம்	γράμμα
கடிதம்	γραμμα
ஓவியர்	ζωγράφος
ஓவியர்	καλλιτέχνη
ஓவியர்	καλλιτέχνης
நினைக்கிறேன்	σκέψου
நினைக்கிறேன்	σκεφτείτε
வங்காளம்	μπενγκάλι
வங்காளம்	βεγγάλης
குடிமக்கள்	πολίτες
கிலோமீட்டர்கள்	χιλιόμετρα
ஏற்றுமதி	εξαγωγές
ஏற்றுமதி	εξαγωγή
ஏற்றுமதி	εξαγωγής
குடியிருப்பு	κατοικία
குடியிருப்பு	διαμονής
குடியிருப்பு	οικία
அந்தமான்	ανταμάν
வருமானம்	εισόδημα
வருமானம்	έσοδα
வருமானம்	εισοδήματα
வருமானம்	εισοδήματος
விவசாயம்	γεωργία
கிரிக்கெட்	κρίκετ
கிரிக்கெட்	τριζόνια
அலகுகள்	μονάδες
சேமிப்பு	εξοικονόμηση
சேமிப்பு	αποταμίευση
சேமிப்பு	αποταμιεύσεις
சேமிப்பு	οικονομίες
சேமிப்பு	εξοικονόμηση
சேமிப்பு	αποταμίευση
சேமிப்பு	αποθήκευση
சேமிப்பு	αποθήκη
சேமிப்பு	αποθήκευσης
இந்தியர்	ινδιάνους
இந்தியர்	ινδιάνοι
இந்தியர்	ινδοί
இந்தியர்	ινδιάνος
இந்தியர்	ινδικό
இந்தியர்	ινδός
இந்தியர்	ινδική
மீன்கள்	ιχθείς
மீன்கள்	ψάρι
மீன்கள்	ψάρια
அலைகள்	κύματα
என்கிறார்	λεει
என்கிறார்	λέει
வட்ட	στρογγυλό
வட்ட	γύρο
வட்ட	στρογγυλά
வட்ட	στρογγυλή
வட்ட	γύρος
மலர்கள்	άνθη
மலர்கள்	λουλούδια
தொடர்வண்டி	αμαξοστοιχίας
தொடர்வண்டி	τρένο
தொடர்வண்டி	αμαξοστοιχία
தொடர்வண்டி	τραίνο
பயிர்	καλλιέργειες
பயிர்	σοδειές
பயிர்	σοδειά
பழம்	καρποί
பழம்	καρπός
பழம்	φρούτο
பழம்	φρούτα
சொல்லி	πω
சொல்லி	πείτε
சொல்லி	πες
செயல்முறை	διαδικασία
செயல்முறை	διεργασία
செயல்முறை	διαδικασία
கம்யூனிஸ்ட்	κομμουνιστικό
கம்யூனிஸ்ட்	κομμουνιστική
கம்யூனிஸ்ட்	κομμουνιστής
வலிமை	αντοχή
வலிமை	δυναμη
வலிமை	δύναμη
வலிமை	ισχύς
வலிமை	δυνατοί
வலிமை	δυνατός
வலிமை	δυνατό
வலிமை	δυνατή
அத்தகைய	τέτοια
கூட்டுறவு	συνεταιρισμός
கூட்டுறவு	συνεταιρισμό
கூட்டுறவு	συνεργάσιμος
தேர்ந்தெடுக்கப்பட்ட	επιλεγμένη
தேர்ந்தெடுக்கப்பட்ட	επιλεγμένα
தேர்ந்தெடுக்கப்பட்ட	επιλεγμένο
தேர்ந்தெடுக்கப்பட்ட	επιλεγμένες
தேர்ந்தெடுக்கப்பட்ட	επιλέχθηκε
பார்க்	παρκ
பார்க்	park
பார்க்	πάρκο
தங்கம்	χρυσός
தங்கம்	χρυσό
தங்கம்	χρυσο
தங்கம்	χρυσάφι
தங்கம்	χρυσά
கலாச்சார	πολιτιστικός
கலாச்சார	πολιτιστικά
கலாச்சார	πολιτιστικό
கலாச்சார	πολιτιστική
ராம்	ραμ
ராம்	ram
ஜம்மு	τζαμού
கோள்	πλανήτης
கோள்	πλανήτη
இதற்காக	για
இதற்காக	for
அதிகப்படியான	υπέρβαση
அதிகப்படியான	υπερβολή
தொகுப்புகள்	συσκευασίες
தொகுப்புகள்	πακέτα
தொகுப்புகள்	δέματα
தொகுப்புகள்	συλλογές
முனை	άκρη
இவர்களுக்கு	τους
வீதி	στριτ
வீதி	οδός
வீதி	δρόμος
தேவாலயம்	τσερτς
தேவாலயம்	εκκλησία
தேவாலயம்	εκκλησια
வரையறுக்கப்பட்ட	απόρρητα
வரையறுக்கப்பட்ட	απόρρητο
பயன்படுத்திய	χρησιμοποιήθηκε
பயன்படுத்திய	χρησιμοποιείται
பயன்படுத்திய	χρησιμοποιούνται
பயன்படுத்திய	χρησιμοποιούμενα
பயன்படுத்திய	χρησιμοποιούμενες
புத்தகங்கள்	βιβλία
புத்தகங்கள்	βιβλια
மார்ட்டின்	martin
மார்ட்டின்	μάρτιν
மருத்துவர்கள்	γιατροί
மருத்துவர்கள்	γιατρούς
மருத்துவர்கள்	ιατροί
கவிஞர்கள்	ποιητές
கொல்லப்பட்டார்	σκότωσε
கொல்லப்பட்டார்	σκοτώθηκε
கொல்லப்பட்டார்	σκοτώθηκαν
பொருத்தமான	κατάλληλη
பொருத்தமான	κατάλληλο
பொருத்தமான	κατάλληλα
பொருத்தமான	κατάλληλος
பொருத்தமான	κατάλληλοι
பாராளுமன்ற	κοινοβουλευτική
பாராளுமன்ற	κοινοβουλευτικές
பிரதி	αντιγραφή
பிரதி	αντίγραφο
முன்னேற்றம்	progress
முன்னேற்றம்	πρόοδος
முன்னேற்றம்	πρόοδο
அயர்லாந்து	ιρλανδία
அயர்லாந்து	ιρλανδια
நடைமுறை	διαδικασία
தெய்வம்	θεά
தெய்வம்	θεα
வழங்கப்பட்ட	παρεχόμενες
வழங்கப்பட்ட	παρεχόμενη
அளித்து	παρεχόμενες
அளித்து	παρεχόμενη
புறம்	πλευρα
புறம்	πλευρά
புறம்	side
பாரிஸ்	paris
பாரிஸ்	πάρις
பாரிஸ்	παρίσι
இயல்பான	οργανικά
இயல்பான	οργανικό
இயல்பான	οργανική
இயல்பான	βιολογικά
இயல்பான	οργανικές
இயல்பான	φυσιολογικός
இயல்பான	κανονικό
இயல்பான	φυσιολογική
இயல்பான	φυσιολογικό
இயல்பான	κανονική
உருது	ουρντού
படிப்படியாக	σταδιακή
படிப்படியாக	βαθμιαία
படிப்படியாக	σταδιακά
படிப்படியாக	βαθμιαία
அவனை	αυτόν
அப்பொழுது	τότε
அப்பொழுது	μετά
அளவுகள்	διαστάσεις
அளவுகள்	μεγέθη
கருத்துகள்	σχολια
கருத்துகள்	σχόλια
கருத்துகள்	παρατηρήσεις
அழுத்த	press
அழுத்த	τύπου
அழுத்த	πατήστε
அழுத்த	τύπος
அழுத்த	πάτα
ஆடை	ενδύματα
ஆடை	ένδυση
ஆடை	φόρεμα
ஆடை	ρούχα
ஆடை	ενδύματα
ஆடை	ένδυση
ஆடை	ενδυμασία
டீ	τσάι
டீ	ντι
ஆயிரக்கணக்கான	χιλιάδες
பீ	μπι
பீ	μέλισσα
குறி	μαρκ
குறி	μάρκ
குறி	mark
குறி	σημάδι
குறி	υπόγραψε
மேடை	στάδιο
சாம்பல்	γκρίζο
சாம்பல்	γκρέι
சாம்பல்	γκρι
சாம்பல்	γκρίζα
சாம்பல்	γκρίζο
சாம்பல்	γκρέι
சாம்பல்	γκρι
சாம்பல்	γκρίζα
சாம்பல்	grey
கன்னட	κανάντα
கலப்பு	μεικτή
கலப்பு	μεικτό
கலப்பு	μικτή
கலப்பு	μεικτά
கலப்பு	μεικτές
கலப்பு	μίγμα
கலப்பு	μείγμα
கலப்பு	μίξη
ரா	ακατέργαστο
ரா	ακατέργαστη
ரா	ακατέργαστα
ரா	ωμή
ரா	ωμό
வடமேற்கு	βορειοδυτικά
வடமேற்கு	βορειοδυτική
வடமேற்கு	βορειοδυτικό
வருடங்கள்	χρονια
வருடங்கள்	ετη
வருடங்கள்	χρόνια
வருடங்கள்	έτη
விக்டோரியா	βικτώρια
விக்டோரியா	βικτόρια
விக்டோரியா	victoria
பொட்டாசியம்	κάλιο
காலநிலை	κλίμα
காலநிலை	καιρός
பரிந்துரை	προτείνετε
பரிந்துரை	προτείνετε
பரிந்துரை	προτείνω
பரிந்துரை	σύσταση
ஏனென்றால்	επειδή
ஏனென்றால்	γιατί
மொத்தமாக	εντελώς
தோட்டம்	κήπος
தோட்டம்	κήπο
தோட்டம்	garden
இலவச	δωρεάν
இலவச	free
இலவச	ελεύθερος
இலவச	ελεύθερη
ஞானம்	σοφία
நெறிமுறை	πρωτόκολλο
சினிமா	κινηματογράφο
சினிமா	σινεμά
சினிமா	κινηματογράφος
நுகர்வோர்	καταναλωτή
நுகர்வோர்	καταναλωτής
தோழி	φιλε
தோழி	φίλος
தோழி	φίλη
வாய்	στόμα
வாய்	wai
பாதிப்பு	ζημία
பாதிப்பு	βλάβη
பாதிப்பு	ζημίες
பாதிப்பு	ζημιές
பாதிப்பு	ζημιά
அழகு	πανέμορφη
அழகு	όμορφη
அழகு	χαριτωμένη
அழகு	χαριτωμένα
அழகு	χαριτωμένος
அழகு	χαριτωμένο
அழகு	ομορφιά
ஆப்பிள்	μήλο
