দামী	дорого
পেঁয়াজ	цибулею
পেঁয়াজ	цибулі
অসহায়	бідними
অসহায়	бідна
অসহায়	бідний
অসহায়	бідні
অসহায়	нещасного
হসপিটাল	лікарня
হসপিটাল	шпиталь
হিরোশিমা	хіросіма
হর	har
হর	знаменник
সচিত্র	ілюстрована
ট্রি	дерево
ট্রি	ялинки
কানের	слуху
কানের	вухо
রোদ	сонце
রোদ	сонечка
রোদ	промінням
দেখলাম	марсіанський
দেখলাম	пила
দেখলাম	бачив
দেখলাম	побачив
দেখলাম	побачила
দেখলাম	побачили
প্রামাণ্যচিত্র	документальний
ফরওয়ার্ড	переслати
ফরওয়ার্ড	вперед
ফরওয়ার্ড	пересилання
মুলতান	мултан
রেবেকা	ребекка
হিপ	hip
হিপ	хіп
চাও	чао
চাও	вимагаємо
চাও	хочу
চাও	хочеш
ম্যাথিউ	матвія
ম্যাথিউ	матвій
ম্যাথিউ	метью
ম্যাথিউ	матьє
পাম্প	насос
পাম্প	помпи
এভিয়েশন	авіації
এভিয়েশন	авіація
কাস্পিয়ান	каспійський
নিকোলা	ніколя
নিকোলা	нікола
নিকোলা	нікола
নিন	візьму
নিন	бери
নিন	візьми
নিন	взяти
মিং	мін
দৈত্য	giant
দৈত্য	велетенська
দৈত্য	гігант
দৈত্য	велетень
পোর্টল্যান্ড	портленд
এক্সপ্লোরার	explorer
এক্সপ্লোরার	дослідник
ঝর্ণা	весняна
ঝর্ণা	весна
ঝর্ণা	весняний
ঝর্ণা	весняні
ঝর্ণা	водоспад
ঝর্ণা	фонтан
ঝর্ণা	водоспади
ঝর্ণা	водоспадів
প্রদাহ	запалення
অনুভূমিক	горизонтальний
অনুভূমিক	горизонтальна
অনুভূমিক	горизонтальне
অনুভূমিক	горизонтально
স্বশাসিত	автономна
স্বশাসিত	автономний
ব্যাধি	розлад
ব্যাধি	захворювання
দামি	дорого
টেকসই	сталий
ইন্টেলিজেন্স	інтелект
ইন্টেলিজেন্স	розвідка
নিশ্চয়	воістину
মিনেসোটা	міннесота
হাডসন	хадсон
স্পট	місце
স্পট	пляма
গোলাবর্ষণ	обстрілу
গোলাবর্ষণ	обстріл
গোলাবর্ষণ	бомбардування
ব্যর্থতা	невдача
ব্যর্থতা	відмова
ব্যর্থতা	провал
ব্যর্থতা	помилка
রিকো	ріко
নাক্ষত্রিক	зоряна
জোরালো	гучний
জোরালো	голосно
জোরালো	гучно
জোরালো	яскрава
আবশ্যক	потрібен
আবশ্যক	необхідні
আবশ্যক	необхідне
আবশ্যক	необхідний
হোবার্ট	гобарт
আপেল	яблуко
আপেল	apple
আপেল	яблучко
আপেল	яблуками
আপেল	яблука
বারান্দা	ґанок
বারান্দা	балкон
বারান্দা	балкону
বন্ধুরা	друзями
বন্ধুরা	друзів
বন্ধুরা	друзі
নিরীহ	невинних
নিরীহ	невинні
নিরীহ	невинний
দুনিয়া	світовий
দুনিয়া	світ
দুনিয়া	світе
দুনিয়া	world
স্বেচ্ছাসেবী	волонтери
স্বেচ্ছাসেবী	волонтерів
স্বেচ্ছাসেবী	добровольці
স্বেচ্ছাসেবী	волонтерство
স্বেচ্ছাসেবী	волонтер
স্বেচ্ছাসেবী	волонтер
স্বেচ্ছাসেবী	волонтера
ভেড়ার	ягня
সুস্বাদু	смачний
সুস্বাদু	смачні
সুস্বাদু	смачна
সুস্বাদু	смачно
সুস্বাদু	смачне
ইনডোর	неможна
ইরাকী	іракський
মোবারক	мубарак
বর্মণ	бурман
তুর্কমেনিস্তান	туркменістану
শিকল	ланцюги
শারীরিকভাবে	фізично
বোল	чаша
বোল	миска
বোল	боль
বিভ্রান্তি	плутанини
বিশ্লেষন	аналітичних
এক্সিকিউটিভ	виконавчий
ভিউ	перегляд
ভিউ	вигляд
ভিউ	view
ভিউ	вид
ভিউ	переглянути
আর্ক	ark
আর্ক	ковчег
আর্ক	арк
আর্ক	дуга
পোকার	покер
হুইল	кермо
হুইল	колесо
হুইল	колеса
লাগবে	need
লাগবে	треба
লাগবে	потрібно
লাগবে	потреби
লাগবে	потреба
দেখেছেন	бачили
দেখেছেন	бачив
দেখেছেন	дивились
দেখেছেন	дивилися
দেখেছেন	дивився
বাড়ে	росте
বাড়ে	зростати
বাড়ে	зростає
ঈমান	вірити
ঈমান	повір
ঈমান	вірю
ঈমান	believe
ঈমান	віримо
খুচরা	площ
উইলি	віллі
উইলি	віллі
গণি	ґан
ব্রীজ	міст
ব্রীজ	місток
প্রিজম	призма
ডালে	дейл
মেগা	мега
প্রান্তবিন্দু	вершиною
প্রান্তবিন্দু	вершина
প্রান্তবিন্দু	вершину
জুয়েল	прикрасу
উদ্বেগ	тривоги
উদ্বেগ	стосується
উদ্বেগ	тривога
উদ্বেগ	турботу
উদ্বেগ	занепокоєння
সমাজকে	суспільство
সমাজকে	товариства
সমাজকে	товариство
নিঃশ্বাস	подих
মানমন্দির	обсерваторія
সন্ধ্যার	вечір
সন্ধ্যার	вечірня
সন্ধ্যার	вечірній
হেনরিক	генрік
প্যারাগুয়ে	парагвай
আইল	острів
আইল	іль
রামোন	рамон
বৈধতা	чинний
বৈধতা	коректність
বৈধতা	правильність
বৈধতা	чинність
দক্ষিণাঞ্চলীয়	південна
দক্ষিণাঞ্চলীয়	південний
রাজকন্যা	принцеса
রাজকন্যা	princess
ক্রুশ্চেভ	хрущов
হান্টার	мисливець
হ্যাকার	hacker
চক্ষু	eye
চক্ষু	око
লজিক	логічна
লজিক	логіка
লজিক	логічні
হার্ভে	гарві
হার্ভে	харві
বহুবচন	множини
লক	блокування
লক	зафіксувати
লক	замкнути
লক	заблокувати
পাসওয়ার্ড	пароль
পাসওয়ার্ড	паролі
চুন	чун
নার্সিং	догляд
নার্সিং	тяжко
হাইব্রিড	гібридна
বার্ন	берн
নটর	нотр
তাইপেই	тайбей
নর্তকী	танцівниця
নর্তকী	dancer
নর্তকী	танцюрист
নর্তকী	танцюристів
ছোপ	відтінок
আলোকচিত্রী	фотограф
মাল্টা	мальта
শপিং	покупки
শপিং	шопінг
মিথেন	метан
সংযুক্তি	вкладення
সংযুক্তি	долучення
সংযুক্তি	долучення
টিস্যু	тканина
অরোরা	аврора
পাওলো	паулу
পাওলো	пауло
আলেপ্পো	алеппо
সন্ন্যাসীদের	монахи
গতানুগতিক	типові
গতানুগতিক	типова
গতানুগতিক	типовий
শক	шок
বোধগম্য	зрозуміла
বোধগম্য	зрозуміло
বোধগম্য	зрозуміли
বোধগম্য	прийнятним
বোধগম্য	зрозумілий
ফ্লাইং	польоту
জামাইকার	ямайський
জোনস	джонс
লোদি	лоді
ফ্লেচার	флетчер
চশমা	спектаклі
চশমা	окуляри
ভোল্টেজ	напруги
উন্মোচিত	оприлюднив
উন্মোচিত	відкритий
এডগার	едгар
এলিয়ট	еліот
এলিয়ট	еліот
এলিয়ট	еліот
সমকক্ষ	вузлів
সমকক্ষ	вузли
সত্তর	сімдесят
সামি	самі
চামচ	ложка
লেকচার	лекції
লেকচার	лекція
ইসরাইল	ізраїлі
ইসরাইল	ізраїлю
ইসরাইল	ізраїль
দেখেছি	бачили
দেখেছি	бачив
হটে	от
তিমি	кити
তিমি	кит
তিমি	кити
অ্যালকোহল	алкоголю
অ্যালকোহল	алкоголь
অ্যালকোহল	спирт
অবরুদ্ধ	заблоковано
অবরুদ্ধ	заблокували
অবরুদ্ধ	заблоковані
তত্ত্বাবধান	нагляду
তত্ত্বাবধান	опіки
তত্ত্বাবধান	нагляд
বুকার	букер
কট	кот
ফিতা	стрічка
ফ্যাক্টরি	фабрика
বিস্ময়	здивувати
বিস্ময়	здивування
বিস্ময়	сюрприз
বিস্ময়	несподіванка
বিস্ময়	дива
বাধার	перешкоди
লেস	лез
লেস	ле
লেস	лес
লেস	лесь
লেস	мереживо
মেটে	печінка
মেটে	печінки
বাতিঘর	маяк
জারণ	корозія
মিষ্টান্ন	десерт
কান্দাহার	кандагар
নিক্ষিপ্ত	зіграла
রেস্টুরেন্ট	ресторан
মুষ্টিযোদ্ধা	боксери
মুষ্টিযোদ্ধা	труси
হল্যান্ড	голландії
হল্যান্ড	голландія
কিটস	кітс
বেলুন	кулі
বেলুন	кульки
নাস	nas
পরিসর	асортимент
পরিসর	діапазон
পরিসর	хребет
ছিটকে	збив
রিডার	читачам
রিডার	читачі
রিডার	reader
রিডার	читач
ট্যাক্সি	таксі
সেবন	зручні
সেবন	комфортом
সেবন	дивимося
গিলবার্ট	гілберт
অধ্যয়নরত	вчиться
অধ্যয়নরত	навчається
অধ্যয়নরত	навчання
লাফিয়ে	стрибати
লাফিয়ে	перехід
লাফিয়ে	стрибок
লাফিয়ে	перейти
ছুড়ে	викидати
ছুড়ে	молота
ছুড়ে	кинути
অ্যাটলেটিকো	атлетіко
সাদ্দাম	саддам
গাড়ী	автомобілем
গাড়ী	машина
গাড়ী	авто
গাড়ী	автомобіль
জ্বলে	світяться
জ্বলে	блиск
জ্বলে	світить
নাইরোবি	найробі
ডিসকভারি	відкриття
ডিসকভারি	знахідка
হীরা	diamond
হীরা	діамант
অপব্যবহার	зловживання
অপব্যবহার	образи
নিকারাগুয়া	нікарагуа
নিকারাগুয়া	росії
নিকারাগুয়া	росію
নিকারাগুয়া	росія
সিন্ধ	сінд
লোকে	народ
লোকে	людей
লোকে	люди
প্যালেস্টাইন	автономії
কেনো	чому
কেনো	нащо
কেনো	навіщо
ঘটবে	трапляється
ঘটবে	стається
হাজি	хаджі
উপকারী	корисними
উপকারী	корисні
উপকারী	корисно
উপকারী	корисна
উপকারী	корисний
ডো	доу
গুলিবর্ষণ	постріл
গুলিবর্ষণ	пострілу
সুখের	щастя
আর্দ্রতা	вологість
নির্জন	самотнім
নির্জন	самотня
নির্জন	самотні
নির্জন	самотньо
সোমালিয়া	сомалі
বিক্ষিপ্ত	розкидані
বিক্ষিপ্ত	відволікти
মহৎ	могутній
মহৎ	міць
মহৎ	могутні
ধারণকারী	контейнер
তীরন্দাজ	стрільці
মজা	забава
মজা	веселощі
মজা	весело
পশম	хутро
সতর্কতা	попередження
সতর্কতা	увага
সতর্কতা	приверне
সতর্কতা	тривога
সতর্কতা	попередження
সতর্কতা	попередити
আনু	ану
কেক	торт
কেক	торти
পুরী	пурі
পান্না	пана
পান্না	смарагд
সাফারি	сафарі
ক্রোমোজোম	хромосома
কোরে	корі
মনোবল	витривалість
অবিস্মরণীয়	незабутні
অবিস্মরণীয়	незабутній
নরম্যান	норман
কনরাড	конрад
কনরাড	конрад
নিকোলাই	микола
জয়েন্ট	спільна
জয়েন্ট	спільне
শামস	шамс
বহিষ্কৃত	виключили
কলি	колі
কলি	бад
রেজিস্টার	регістри
রেজিস্টার	зареєструватись
রেজিস্টার	зареєструвати
রেজিস্টার	регістр
রেজিস্টার	реєстрація
ফিদেল	фідель
স্ট্রোক	інсульт
ব্যাথা	біль
ব্যাথা	болить
ব্যাথা	боляче
ফ্রাই	фрай
ফ্রাই	улов
ফ্রাই	картопля
কীটনাশক	пестициди
বক্ররেখা	крива
বক্ররেখা	кривих
বক্ররেখা	криві
গেটস	брами
গেটস	воріт
গেটস	ворота
এক্সটেনশন	суфікси
এক্সটেনশন	додатки
এক্সটেনশন	розширення
এক্সটেনশন	суфікс
এক্সটেনশন	розширення
ব্রাউনের	браун
ব্রাউনের	коричневі
ব্রাউনের	brown
ব্রাউনের	коричневий
ব্রাউনের	браун
সুজা	соуза
ক্রাইস্টচার্চ	крайстчерч
ধূমপান	курити
ধূমপান	куріння
ধূমপান	палити
ধূমপান	паління
লুইজ	луїс
ধ্বংসাত্মক	руйнівну
সমানভাবে	однаково
ভূগোলবিদ	географ
গোবর	сміттєві
ইয়োহানেস	йоганнес
প্রমিত	стандартний
প্রমিত	стандарт
প্রমিত	стандартна
প্রমিত	стандартне
দই	йогурт
দই	курд
লিওনার্ড	леонард
বর্ণহীন	безбарвні
অপমান	ганьба
অপমান	приниження
অপমান	образа
অপমান	образа
নেত্রী	ватажок
নেত্রী	лідер
বিচলিত	нервовий
বিচলিত	засмучений
রাইডার	рейдери
রাইডার	райдер
রাইডার	прокату
প্রশিক্ষিত	навчали
পূর্বাভাস	прогноз
ল্যান্স	різак
সোয়ান	лебідь
কুকুরের	собака
কুকুরের	собачка
কুকুরের	пес
মেয়ার	меєр
মেয়ার	маєр
কুসংস্কার	упередження
দাসী	покоївка
সূচী	вміст
সূচী	зміст
টিনের	шапочка
পুরি	пурі
পদ্মার	падма
বাব	баб
ম্যাট্রিক্স	матриця
ম্যাট্রিক্স	матриці
বিন্যাসে	формує
এফবিআই	фбр
ড্রামার	барабанщик
তিল	кунжут
ম্যাডিসন	медісон
প্রাপ্তবয়স্কদের	дорослі
টমেটো	помідор
প্রতিলিপি	копії
প্রতিলিপি	копій
প্রতিলিপি	копіює
ক্লায়েন্ট	клієнта
ক্লায়েন্ট	клієнт
হাঁটা	ходити
হাঁটা	прогулянка
হাঁটা	прогулянки
হাঁটা	прогулянка
টানেল	тунель
পটাশিয়াম	калію
পিয়ার	pier
পরামর্শক	консультант
পরামর্শক	консультантом
জিনিসপত্র	всякі
পুরুষেরা	чоловіки
এক্সবক্স	xbox
পাড়ার	сусідство
পাড়ার	оточення
ম্যানিলা	маніла
জ্যামাইকা	ямайки
মুরগির	курка
মুরগির	курки
মুরগির	курча
মুরগির	курячий
ভিশন	видіння
ভিশন	зір
ভিশন	vision
ভিশন	бачення
শিরা	вена
সংবেদনশীল	чутливі
সংবেদনশীল	урахуванням
ফারাও	фараон
আন্তরিক	щиро
আন্তরিক	щиро
আন্তরিক	щира
কূটনীতিক	дипломат
ট্রান্সপোর্ট	перевізник
আর্টিলারি	озброєння
আর্টিলারি	артилерії
মার্স	марс
মার্স	mars
এডিটর	редакторів
তরুন	янг
তরুন	молода
তরুন	молоді
তরুন	молодою
তরুন	молодий
তরুন	молодим
ভালুক	ведмідь
ভালুক	ведмедик
পৌঁছাতে	охоплення
প্রিন্সিপাল	капітал
সুজি	сюзі
লেবাননের	ліванський
পোলক	поллок
প্রস্থান	вихід
প্রস্থান	вийти
প্রস্থান	вихід
প্রস্থান	виходу
প্রস্থান	вийти
নখ	кіготь
নখ	nails
টস	кидок
পাইরেটস	пірати
গন্তব্য	призначення
টেলার	теллер
টেলার	касир
পেইন্টিং	малювання
পেইন্টিং	картина
পেইন্টিং	живопис
শুন্য	zero
শুন্য	нульовий
শুন্য	нуль
শুন্য	нулі
হিলস	пагорби
ভজন	спів
অসন্তুষ্ট	незадоволений
চায়ের	tea
চায়ের	чаю
চায়ের	чай
ড্যানিশ	данська
দাম্পত্য	весільна
তর্ক	сперечатися
তর্ক	сваритися
তর্ক	сперечатися
আগ্রাসী	агресивний
আগ্রাসী	агресивні
কদর	цінувати
কদর	ціную
ফিউশন	fusion
ফিউশন	злиття
ফিউশন	синтез
প্রজ্ঞা	унцій
প্রজ্ঞা	мудрості
প্রজ্ঞা	мудрість
গেটের	брама
গেটের	gate
গেটের	ворота
সুইং	swing
মাতৃ	материнська
তাহার	her
তাহার	нею
তাহার	її
তাহার	їй
রন্ধনপ্রণালী	кухня
অভিনেতাদের	акторів
অভিনেতাদের	актори
আইজ্যাক	ісаак
শাস্তির	покарання
লী	лі
এস্তোনিয়া	естонія
এস্তোনিয়া	естонії
দুর্বলতা	слабкість
দুর্বলতা	слабкості
রিয়া	рея
রিয়া	ria
ব্যুৎপত্তি	етимологія
কাউন্টার	лічильник
দেখছি	дивиться
দেখছি	дивитися
দেখছি	дивлюсь
প্রসব	пологи
বাধ্যবাধকতা	вимога
পেদ্রো	педро
জাক	жак
অলঙ্কার	прикрас
অলঙ্কার	прикраси
ইউরোপা	europa
ইউরোপা	уєфа
কাজাখস্তান	казахстані
কাজাখস্তান	казахстан
কাজাখস্তান	казахстану
সহচর	негатив
সহচর	компаньйона
সহচর	супутником
লেন্সের	лінзи
লেন্সের	лінз
গিলমোর	гілмор
বহুবিধ	декілька
ক্যারোলিনা	кароліна
পেশোয়ার	пешавар
লন	газон
ছদ্ম	псевдо
আড্ডা	спілкування
আড্ডা	балачки
আড্ডা	чат
ডিস্ট্রিক্ট	улус
ডিস্ট্রিক্ট	округ
ডিস্ট্রিক্ট	нохія
ডিস্ট্রিক্ট	район
বসতে	посади
বসতে	сісти
বসতে	сидіти
বতুতা	батута
তিউনিসিয়া	тунісі
তিউনিসিয়া	туніс
তিউনিসিয়া	тунісу
ডানায়	крила
ক্লিনটন	клінтон
মন্ত্রীদের	міністрів
মন্ত্রীদের	міністри
সহোদর	родичі
সাজা	засуджений
গাজা	гази
গাজা	газа
আদার	адар
আদার	джинджер
বীচ	пляжний
বীচ	біч
বীচ	пляж
একতা	єдність
একতা	сингулярність
সিসি	сісі
অ্যান্টেনা	антени
অ্যান্টেনা	антена
বোতাম	кнопки
বোতাম	кнопок
বোতাম	кнопку
বোতাম	кнопка
ব্রি	брі
ব্রি	брі
প্রত্যাশিত	очікується
প্রত্যাশিত	очікували
প্রত্যাশিত	очікувана
প্রত্যাশিত	очікувані
প্রত্যাশিত	очікувалося
মুখার্জি	мукерджі
ঢেলে	відра
শরণার্থীদের	біженців
স্থানীয়দের	місцеві
স্থানীয়দের	жителів
অংশগ্রহণকারীদের	учасників
অংশগ্রহণকারীদের	учасники
অংশগ্রহণকারীদের	учасникам
অংশগ্রহণকারীদের	учасників
অংশগ্রহণকারীদের	учасники
ফেটে	лунає
চাদর	аркушів
চাদর	аркуші
স্বাভাবিকভাবে	природним
স্বাভাবিকভাবে	природно
ইংরাজি	англійською
ইংরাজি	англійська
ফ্লয়েড	флойд
বহিরাগত	зовнішнє
বহিরাগত	зовнішні
বহিরাগত	зовнішній
বহিরাগত	зовнішня
ম্যাপ	карта
ম্যাপ	мапа
ট্রয়	троя
স্পাই	шпигун
ফাঁক	проміжки
ফাঁক	уразливих
ফাঁক	пропуски
ব্যাচ	пакетного
কপালে	чоло
কপালে	лоб
অ্যাডমিরাল	адмірал
হরর	жах
হরর	жахи
গফ	гаф
মহাকাব্যিক	епічний
কাকাতুয়া	какаду
প্যাট	пет
প্যাট	пат
সাংবাদিকদের	журналістів
সাংবাদিকদের	журналісти
মার্কাস	маркус
ইন্ডিপেন্ডেন্ট	самостійна
ইন্ডিপেন্ডেন্ট	незалежні
ইন্ডিপেন্ডেন্ট	незалежна
ইন্ডিপেন্ডেন্ট	незалежний
ইন্ডিপেন্ডেন্ট	незалежне
আইনগতভাবে	законного
আইনগতভাবে	юридично
অ্যারিজোনা	аризона
জর্দান	йорданії
জর্দান	джордан
পার্ট	частина
টেপ	стрічку
টেপ	стрічка
টেপ	плівка
টেপ	стрічки
সুইচ	перемикання
সুইচ	перемикач
হাঁটু	коліно
হাঁটু	колінах
হাঁটু	суглоби
হাঁটু	коліна
বেচে	живий
বেচে	жива
বেচে	живим
বেচে	alive
ধর্ষণের	зґвалтування
আলজেরীয়	алжирська
এনজাইম	ферменти
এনজাইম	фермент
সম্পূরক	добавки
সম্পূরক	доповнення
সম্পূরক	добавки
কং	конг
রুবেল	рублів
বসন্তের	весні
শব্দসমষ্টি	фраза
শব্দসমষ্টি	фразу
মনিটর	спостереження
মনিটর	спостерігати
মনিটর	варан
মনিটর	монітор
মনিটর	стежить
মনিটর	монітори
খেলছেন	грає
খেলছেন	програвання
খেলছেন	відтворення
গম্ভীর	серйозне
গম্ভীর	серйозно
গম্ভীর	серйозні
গম্ভীর	серйозна
গম্ভীর	серйозний
হার্জেগোভিনা	герцеговини
হার্জেগোভিনা	герцеговина
এমআইটি	mit
নিম্নভূমি	низовина
আমেরিকানদের	американців
আমেরিকানদের	американці
কোট	пальто
কোট	кот
কোট	цитати
কোট	цитата
কোট	цитування
আকাশচুম্বী	хмарочос
পূর্বপুরুষদের	пращурів
টেড	ted
টেড	тед
কুং	кунг
উপকণ্ঠে	околиці
লিডার	ватажок
লিডার	лідер
হামবুর্গ	гамбург
অ্যাডোবি	adobe
বাসিন্দারা	мешканці
বাসিন্দারা	мешканців
মোটরগাড়ি	автомобільний
মোটরগাড়ি	автомобільна
মোটরগাড়ি	автомобільні
প্লেবয়	playboy
কনকাকাফ	конкакаф
সাম্রাজ্যবাদ	імперіалізм
নির্দোষ	невинних
নির্দোষ	невинні
নির্দোষ	невинний
দারিদ্র	бідність
দারিদ্র	бідності
দারিদ্র	злидні
লিটার	літри
লিটার	літрів
লিটার	літр
জানুন	дізнатися
জানুন	вчити
জানুন	вчитись
জানুন	навчитися
দাড়িয়ে	стоїть
দাড়িয়ে	стоячи
দাড়িয়ে	стоять
ব্রুকলিন	бруклін
ব্যাটারী	батареї
ব্যাটারী	акумулятор
ব্যাটারী	акумулятори
ব্যাটারী	батарея
ডেন	дане
ডেন	ден
মাহফুজ	махфуз
চুম্বন	поцілунки
চুম্বন	цілує
চুম্বন	поцілунки
চুম্বন	поцілунків
চুম্বন	поцілунок
চুম্বন	kiss
সান্টা	санта
সমেত	включно
সমেত	включено
বোমাবর্ষণ	бомбардування
ইভান্স	еванс
জ্ঞাত	відома
জ্ঞাত	відоме
জ্ঞাত	відомі
সংহতি	солідарності
সংহতি	солідарність
সেরে	відновленню
সেরে	відновлення
টেসলা	tesla
টেসলা	тесла
উত্তল	опукла
দুঃখিত	вибачте
দুঃখিত	шкода
দুঃখিত	пробачте
দুঃখিত	перепрошую
দুঃখিত	прикро
ভোল্ট	volt
ভোল্ট	вольт
অভিনন্দন	вітаємо
অভিনন্দন	маші
ফোটে	цвіте
ফোটে	блум
ফোটে	розквіт
সেনেগাল	сенегалу
মুনি	муні
মহর্ষি	махаріші
বাঁচার	виживання
উপকার	прибуток
উপকার	користь
উপকার	переваги
উপকার	вигоди
লেবু	лимон
সুখী	щаслива
সুখী	щасливі
সুখী	щасливе
সুখী	щасливий
সুখী	щасливим
গীর্জা	церква
গীর্জা	костел
হান্ট	полювати
হান্ট	полювання
অস্থিতিশীল	валуни
ট্রেডমার্ক	торговельних
ঘটনাসমূহ	події
কদাচিৎ	рідко
ঐশ্বরিক	божественна
ঐশ্বরিক	служба
পোর্তো	порто
পোর্তো	порту
ফিঞ্চ	фінч
শোভাযাত্রা	ряди
শ্রবণ	слух
ছেলেরা	хлопчики
ছেলেরা	сини
ছেলেরা	хлопці
সস্তা	дешевий
সস্তা	дешево
সস্তা	дешевше
সস্তা	дешевші
পরিবাহী	диригент
পরিবাহী	провідник
মানসিকতা	ментальність
মানসিকতা	менталітет
হাটে	прогулянок
হাটে	ходить
পরিদর্শনে	відвідати
ঘুঘু	горлиця
ওরিয়েন্টাল	східних
আঙ্গুল	пальцями
আঙ্গুল	пальці
আঙ্গুল	пальця
আঙ্গুল	палець
আঙ্গুল	пальцем
অসলো	осло
খাঁটি	щирий
খাঁটি	чисте
খাঁটি	чисті
খাঁটি	чиста
খাঁটি	чистих
গোলাবারুদ	снаряд
গোলাবারুদ	боєприпаси
গোলাবারুদ	боєприпасів
অমূল্য	безцінний
অমূল্য	безцінні
কিংডম	царство
কিংডম	kingdom
কিংডম	королівство
সরবরাহকারী	постачальника
কার্নেল	ядро
কার্নেল	ядра
রেমন্ড	раймонд
বিষয়াবলী	теми
বিষয়াবলী	тем
সনাক্তকরণ	виявлення
টিউমার	пухлина
টিউমার	пухлини
আভা	ава
আস্তানা	горище
আস্তানা	астана
হত্যাকান্ড	вбивство
হত্যাকান্ড	убивство
পাঠায়	посилає
পাঠায়	надсилає
পাঠায়	відправляє
পরিচালকদের	директорів
পরিচালকদের	менеджерів
লেনন	леннон
ময়লা	брудний
ময়লা	брудні
ময়লা	брудно
ময়লা	брудна
বার্নস	барнс
বর্ন	народження
বর্ন	народився
বর্ন	борн
বর্ন	народилась
বর্ন	народилася
কাঠামোগত	структурні
কাঠামোগত	споруди
ঝিনুক	устриці
ঝিনুক	устриця
সরলীকৃত	спрощена
ইদ্রিস	ідріс
এইচআইভি	віл
ব্রেস্টস্ট্রোক	брас
লিথুয়ানিয়া	литві
লিথুয়ানিয়া	литви
লিথুয়ানিয়া	литва
বাত	артрит
স্ত্রীদের	дружин
স্ত্রীদের	дружини
স্ত্রীদের	подругами
দারা	дара
জেনারেটর	генератор
যুগোস্লাভিয়া	югославії
সিগারেট	цигарки
সিগারেট	сигарета
সিগারেট	сигарету
সিগারেট	сигарети
সিগারেট	цигарки
সিগারেট	сигарети
ফ্যাকাল্টি	факультету
ফ্যাকাল্টি	факультет
সাবধান	обережно
সাবধান	увага
সাবধান	обережно
সাবধান	обережні
সাবধান	обережним
সাবধান	обережними
সাবধান	обережніше
কেনসিংটন	кенсінгтон
নিবদ্ধ	фокусі
বান্টু	народності
উদিত	сходить
উদিত	піднімається
ইতিমধ্যেই	уже
ইতিমধ্যেই	вже
লুমিয়া	lumia
দাতা	донор
দাতা	донора
দাতা	донором
কার্গো	вантаж
সাই	psy
সাই	псі
সাই	сай
পাউডার	порошку
পাউডার	опіків
অ্যাকিলিস	ахіллес
বিশৃঙ্খলা	розлад
বিশৃঙ্খলা	захворювання
বিশৃঙ্খলা	хаос
অন্যভাবে	інакше
মরিসন	моррісон
ভাঁজ	згортання
ফ্ল্যাগ	прапорці
ফ্ল্যাগ	прапори
আয়ত্ত	освоїли
যোনি	піхви
অনুরাগী	прихильник
অনুরাগী	фан
অনুরাগী	шанувальник
অনুরাগী	шанувальників
অনুরাগী	вентилятор
ফ্যান	прихильник
ফ্যান	фан
ফ্যান	шанувальник
ফ্যান	шанувальників
ফ্যান	вентилятор
প্রসেসিং	опрацювання
প্রসেসিং	обробки
প্রসেসিং	обробку
প্রসেসিং	обробка
এয়ারলাইন	авіалінії
এয়ারলাইন	вузловий
অসুখ	хвороби
অসুখ	хвороба
অসুখ	захворювання
স্তবক	кластер
স্তবক	скупчення
স্তবক	скупчення
টমি	томмі
টমি	томі
অনাথ	сиріт
অনাথ	сироти
অনাথ	сирота
আবর্জনা	смітник
আবর্জনা	викинути
শাশ্বত	вічне
শাশ্বত	вічні
শাশ্বত	вічна
শাশ্বত	безсмертні
শাশ্বত	вічний
পর্ণমোচী	листяних
ঝুলে	висить
ঝুলে	висіти
শূণ্য	nothing
শূণ্য	ніщо
শূণ্য	небуття
শূণ্য	нічого
শূণ্য	жодного
শূণ্য	відсутнє
শূণ্য	немає
শূণ্য	жодних
শূণ্য	відсутній
পেটে	живіт
পেটে	шлунок
বন্ধনী	дужки
ক্রিসমাস	різдво
ক্রিসমাস	новорічний
আরিফ	аріф
ডোমিনিকান	домініканський
ক্যাফে	кафе
ক্যাফে	cafe
আমস্টারডাম	амстердам
ডাকোটা	дакота
লবন	сіль
লবন	солі
মনু	ману
কাতালোনিয়া	каталонії
ডার্বিশায়ার	дербішир
হিউজ	хьюз
ঝাং	чжан
পারবো	можна
জন্তু	звір
তাজিক	таджицька
ওয়াং	вонг
ওয়াং	ван
সিমন	симона
সিমন	сімон
অথরিটি	авторитет
অথরিটি	правом
সংবাদদাতা	кореспондент
ইসাবেল	ізабель
ইসাবেল	ізабель
মর্গান	морган
লিসা	ліза
উৎকর্ষ	майстерність
দোষারোপ	звинувачувати
দোষারোপ	гідні
দোষারোপ	звинуватити
ফিন	фінн
সহপাঠী	однокласників
সহপাঠী	однокласники
গুণের	молодшої
গুণের	чесноти
ফসিল	пластові
প্রাচুর্য	достаток
প্রাচুর্য	достатку
মনোযোগী	слідкую
মনোযোগী	ввічливий
জলি	веселе
ফেরদৌসী	фірдоусі
অ্যাকাডেমিক	академічна
অ্যাকাডেমিক	навчального
অ্যাকাডেমিক	академічний
চকোলেট	шоколад
সিগন্যাল	сигнал
ইন্দ্রিয়	сенсорна
বহুভাষী	багатомовний
দ্রবণ	суцільна
দ্রবণ	твердий
দ্রবণ	суцільний
দ্রবণ	суцільне
দ্রবণ	розчинника
দ্রবণ	розчин
দ্রবণ	вирішення
মিট	mitt
