гостиница	готель
самолет	літаком
самолет	літак
картер	картер
противостояние	протистояння
изабелла	ізабель
изабелла	ізабелла
союзники	союзники
союзники	союзників
заговора	змова
противники	опонентами
противники	суперників
противники	суперники
тула	тульський
грузинская	грузинська
расчёт	підрахунок
расчёт	обчислення
расчёт	підрахунку
расчёт	розрахунки
расчёт	обчислення
расчёт	обчислити
расчёт	підрахувати
хотела	хотів
хотела	захотіли
хотела	хотіли
хотела	хотіла
чудо	marvel
чудо	диво
чудо	чудо
чудо	цікаво
юристы	адвокати
юристы	адвокатів
юристы	юристи
четвёртая	четверта
четвёртая	четвертий
четвёртая	четверте
рак	рак
редкие	рідкісна
редкие	рідкісні
редкие	рідкісний
редкие	рідкість
редкие	рідкісне
доходы	прибутки
доходы	надходжень
доходы	прибуток
доходы	дохід
доходы	вклади
доходы	прибуток
доходы	дохід
доходы	прибутки
миссури	міссурі
алматы	алмати
первоначальный	початкова
первоначальный	початковий
первоначальный	початкове
поддерживается	підтримувані
поддерживается	підтримали
поддерживается	підтримується
поддерживается	підтримує
потребления	споживання
женское	жіночого
женское	жіноча
женское	жіночий
женское	самка
женское	жінка
университеты	університети
привлечения	знайдуться
привлечения	співом
привлечения	зацікавити
привлечения	привернути
вместимость	потужність
вместимость	спроможність
венесуэла	венесуели
заговор	креслення
заговор	графіка
заговор	графік
заговор	змова
добавлен	додано
добавлен	додані
монтаж	монтаж
монтаж	монтування
монтаж	редагування
монтаж	монтаж
программирование	програмування
защищал	захищали
защищал	захищав
торжественно	поважна
торжественно	урочистої
священников	священики
вселенная	всесвіт
панели	панелях
панели	панелі
панели	панелей
панели	панель
бизнесмен	бізнесмен
резерва	резервна
резерва	резерв
резерва	резервний
резерва	заповідник
зимние	зима
бич	бук
бич	береза
бич	пляжний
бич	біч
бич	пляж
оливер	олівер
слышал	почув
слышал	чув
слышал	почула
слышал	чули
слышал	чула
макаров	макаров
кировский	кіровський
сун	нд
сун	сонця
сун	сонцю
сун	sun
сун	сонце
горький	горького
горький	гіркі
горький	гіркий
горький	гірко
удобно	зручний
удобно	зручно
удобно	зручна
удобно	зручно
удобно	зручно
удобно	комфортний
удобно	зручні
удобно	зручне
удобно	зручний
удобно	затишний
удобно	зручний
удобно	зручно
лёгкие	легені
лёгкие	легені
послание	повідомлення
послание	послання
препарат	препарати
препарат	наркотик
произведено	ролик
океании	океанії
скрипка	скрипка
скрипка	скрипці
избежание	ховався
избежание	запобігання
молекулы	молекула
молекулы	молекули
молекулы	молекул
молекулы	молекули
скрипач	скрипаль
азербайджанская	азербайджанська
допускается	дозволено
допускается	дозволені
допускается	дозволили
допускается	дозволено
формах	форм
формах	форми
померания	померанія
терминологии	термінології
сложнее	складніше
сложнее	важче
монреаль	монреаль
вены	вени
вены	вена
вены	венах
вены	відень
бонус	бонус
тимофей	тимофій
ирак	ірак
ирак	іраку
стамбул	стамбула
стамбул	стамбулі
стамбул	стамбул
кнессета	кнесет
изобретения	техніки
гнездо	гніздо
индию	індію
индию	індія
индию	індії
стратегия	стратегія
стратегия	стратегії
специальность	specialty
парламентские	парламентська
важная	важлива
важная	важливі
важная	важливий
важная	важливе
важная	важливо
холокоста	голокосту
никарагуа	нікарагуа
массе	маса
массе	mass
представительство	представлення
местная	локальні
местная	місцеві
местная	локальна
местная	локальний
местная	місцевий
порты	порти
перес	перес
перес	перез
перес	перес
маркус	маркус
маркус	маркус
энрике	енріке
энрике	енріке
уничтожен	знищені
уничтожен	знищено
уничтожен	зруйновано
уничтожен	знищили
розы	рози
розы	троянди
национальностей	нації
батарей	батарейки
визит	відвідання
визит	візит
визит	завітати
визит	відвідайте
визит	відвідування
уругвай	уругвай
акад	акад
готова	готовий
готова	напоготові
готова	готові
готова	готове
готова	готовність
готова	готова
виконт	віконт
виконт	віконт
индиана	індіана
пабло	пабло
канзас	канзасі
канзас	канзас
цветной	кольорові
цветной	кольоровий
цветной	кольорові
самолета	літак
самолета	літаків
самолета	авіаційна
конференций	конференцій
разрушение	знесення
разрушение	руйнування
разрушение	знищення
дина	діна
обновления	оновлень
обновления	оновлює
обновления	оновлення
обновления	оновлювати
обновления	оновити
обновления	оновлення
колонна	колонка
колонна	стовпчик
колонна	колона
колонна	конвой
ахмад	ахмад
объявления	оголошення
объявления	реклами
объявления	рекламу
объявления	ads
объявления	реклама
персидского	перська
предположения	успіння
рики	рікі
живет	життів
живет	живе
спасает	зберігає
спасает	врятовані
спасает	збереже
спасает	рятує
полости	лопатки
монголия	монголії
перемещения	виселення
перемещения	переміщення
гамма	гама
гамма	гами
гамма	гамма
гамма	грамів
ссылаясь	згадуючи
ссылаясь	цитують
профсоюзов	профспілки
профсоюзов	профспілок
гроссмейстер	керманич
посвященный	присвячується
посвященный	присвяченого
посвященный	присвячено
посвященный	присвятив
забыл	забуте
забыл	забути
забыл	забули
забыл	забутий
забыл	забув
забыл	забула
забыл	забули
полос	смуг
тропических	тропічний
тропических	тропічні
изменилась	змінився
изменилась	змінилася
изменилась	змінено
изменилась	змінений
изменилась	змінені
долг	борг
долг	боргу
ален	аллен
ален	ален
колебаний	коливань
бернар	бернард
бернар	бернар
беременности	вагітність
полезные	корисне
полезные	корисні
полезные	корисна
полезные	корисно
полезные	корисний
полезные	корисні
полезные	корисно
полезные	корисна
полезные	корисний
совместное	спільна
совместное	спільне
лонг	довгий
лонг	хай
лонг	лонг
лонг	long
лонг	довга
лонг	довгі
полезно	корисне
полезно	корисні
полезно	корисна
полезно	корисно
полезно	корисний
полезно	корисні
полезно	корисно
полезно	корисна
полезно	корисний
санчес	sanchez
санчес	санчес
гэри	гарі
гэри	гері
инфраструктура	інфраструктура
металл	метали
металл	металевий
металл	метал
уход	плювати
уход	піклування
уход	догляд
ребята	хлопці
шире	ширшу
шире	ширше
неизвестен	невідомий
неизвестен	невідомо
неизвестен	невідома
неизвестен	невідомі
неизвестен	невідоме
скалы	скелі
скалы	камені
скалы	скелі
скалы	астероїди
скалы	каміння
скалы	скелях
романенко	романенко
домашний	дім
домашний	домівка
домашний	домашній
домашний	додому
домашний	домашній
лунный	місячне
лунный	місячний
комиссара	комісар
оскорбление	образа
оскорбление	образа
марс	марс
марс	mars
перечислены	зазначив
перечислены	перелічені
перечислены	зазначає
расти	расті
расти	немов
расти	виростають
расти	рости
расти	вирощують
расти	ростуть
моды	мода
моды	fashion
моды	модів
применить	застосувати
башкирская	башкирська
преподавания	вчить
преподавания	навчальні
преподавания	навчати
преподавания	викладати
сервера	сервери
сервера	серверів
сервера	сервер
сервера	сервера
зарегистрировано	зареєстровано
зарегистрировано	зареєстровані
зарегистрировано	зареєстрований
единое	уніфіковані
единое	універсальний
этнографии	етнографія
рекомендую	порадити
рекомендую	рекомендувати
комбинации	комбінації
комбинации	поєднання
комбинации	комбінація
указатель	index
указатель	покажчик
указатель	індекс
указатель	вказівник
рог	ріг
рог	горн
поместье	менор
поместье	майно
различие	судження
различие	різниця
различие	різниці
зла	зла
зла	злом
зла	evil
зла	зло
окружение	середовища
окружение	середовище
окружение	місцевість
адриан	адрієн
адриан	адріан
порода	ставлять
порода	розмноження
порода	породи
порода	порода
альманах	альманах
хранение	зберігання
хранение	одержимість
хранение	володіння
хранение	зберігання
хранение	носії
хранение	сховище
возможен	можливе
возможен	можливо
возможен	можлива
жертву	жертва
жертву	будівельників
коалиция	коаліція
коалиция	коаліції
спорить	сперечатися
документальных	документальний
правильное	виправте
правильное	виправити
правильное	правильна
правильное	правильний
исследовал	досліджено
пропаганда	пропаганда
зубы	зуби
треки	доріжок
треки	слідкує
треки	композиції
треки	доріжки
треки	сліди
специализированных	спеціалізовані
специализированных	спеціалізована
кучу	купу
ущелье	ущелина
ущелье	ущелини
ущелье	ущелина
доминик	домінік
доминик	домінік
доминик	домінік
шахматы	шахи
будапешт	будапешт
фактором	фактори
фактором	коефіцієнт
фактором	фактор
казимир	казимир
животное	тварини
животное	тварина
животное	animal
тюрингия	тюрингія
дракона	dragon
дракона	дракон
экспозиция	виставка
экспозиция	експозицію
углерода	карбон
свидетелей	свідки
преодолеть	побороти
преодолеть	подолати
усиление	посилення
атаковали	агресію
атаковали	напали
легион	легіон
дискография	дискографія
дискография	руслани
взвод	відділення
взвод	загін
взвод	чота
взвод	взвод
точная	точним
точная	точні
точная	точний
точная	точні
точная	точна
точная	акуратно
точная	точне
точная	точні
точная	точна
точная	точний
гоголя	гоголь
богатства	копійки
богатства	багатство
богатства	багатства
богатства	багатство
рейна	рейн
рейна	рейна
заключить	укладає
организм	організм
обряд	обряд
личинки	личинки
ивановский	іванівський
панорама	панорами
панорама	панорама
панорама	panorama
исключить	виключити
исключить	виключення
исключить	виключати
исключить	вилучення
исключить	видалити
исключить	вилучити
михайловка	михайлівка
опер	опер
монахи	монахи
белок	білок
белок	білки
свердловская	свердловська
свердловская	епідемія
временный	тимчасове
временный	тимчасові
временный	тимчасова
временный	тимчасово
временный	тимчасовий
временный	тимчасовий
завершена	завершено
завершена	завершені
завершена	виконано
завершена	завершено
завершена	завершені
завершена	закінчено
завершена	закінчиться
завершена	закінчив
консульство	консульство
консульство	консульства
кастро	кастро
матрицы	кравчука
матрицы	матриці
матрицы	матриця
матрицы	матриці
упадок	відхилити
взрослые	дорослі
взрослые	дорослих
взрослые	доросла
взрослые	дорослі
взрослые	доросле
взрослые	дорослий
арестованы	затримала
арестованы	заарештовано
документальные	документальні
медичи	медічі
ранний	рання
ранний	рано
ранний	раннє
ранний	ранній
исчезновения	зникнення
знакомство	знайомі
иисус	ісус
итальянские	італійською
итальянские	італійський
итальянские	італієць
итальянские	італійська
итальянские	італійської
компонент	компонент
компонент	компонента
объяснил	пояснив
объяснил	пояснила
искренне	щиро
удобства	зручності
вэй	вей
хорхе	хорхе
совхоз	радгосп
спутники	супутники
спутники	супутник
спутники	супутники
опытом	обставинах
опытом	враження
рон	рон
наблюдение	спостереження
наблюдение	моніторинг
наблюдение	спостереження
наблюдение	спостереження
деда	дідусь
деда	дідусь
деда	дід
деда	дідуся
черепа	черепів
черепа	череп
черепа	черепа
герберт	герберт
якоб	якоб
якоб	джейкоб
якоб	яків
якоб	якоб
словакия	словаччині
словакия	словаччина
интеграции	інтеграція
женщину	жінка
актер	актор
мальчиков	хлопчики
агломерации	агломерація
марке	марш
успешного	успішно
успешного	успішне
успешного	вдало
успешного	успішний
успешного	вдалась
костей	кістки
костей	кісточки
парков	парки
сделки	операцій
сделки	операції
сделки	пропонує
сделки	договорів
попробуйте	спробувати
попробуйте	try
попробуйте	спробуйте
черт	чорт
избирательного	вибіркове
девиз	девіз
девиз	слоган
девиз	гасло
николо	ніколо
сек	сек
салон	салон
греческая	грецька
греческая	грецька
греческая	грецький
греческая	грецьке
греческая	грек
греческая	грецькі
тысячелетия	тисячоліття
серийный	послідовний
серийный	серійний
земледелия	землеробства
лекарственных	лікарські
частное	приватні
частное	приватна
частное	особисте
частное	приватний
риска	ризик
зеркало	дзеркало
беседы	розмови
беседы	бесіди
пересадка	трансплантація
пересадка	голови
регулярный	формальні
регулярный	регулярний
регулярный	звичайний
регулярный	формальний
рассказать	скажи
рассказать	розказати
рассказать	розкажіть
рассказать	розкажу
рассказать	розкажи
грей	сіра
грей	сірий
грей	грей
райт	райт
вертолёт	гелікоптер
вертолёт	вертоліт
мали	малий
мали	малі
реакций	реакцій
реакций	реакції
независимая	самостійна
независимая	незалежні
независимая	незалежна
независимая	незалежний
независимая	незалежне
грузовых	перевезення
грузовых	вантажний
украшения	прикрас
украшения	прикраси
украшения	прикраси
украшения	обрамлення
украшения	декорації
украшения	декорування
правду	істина
квн	квн
уровни	етапи
уровни	рівні
уровни	рівнів
организатором	організатор
организатором	організатора
священники	священики
разнообразие	різноманітність
разнообразие	diversity
разнообразие	різноманітності
разнообразие	різноманіття
разнообразие	різноманітність
разнообразие	сорти
разнообразие	різноманітності
хирург	хірург
брони	обладунки
брони	броні
признано	впізнали
признано	підтверджую
признано	визнана
признано	визнала
признано	визнав
признано	впізнав
признано	визнано
признано	визначив
патрон	картридж
патрон	відвідувач
патрон	покровитель
зомби	зомбі
зомби	зомбі
поворот	крути
поворот	хід
поворот	черга
поворот	повернути
поворот	обертання
поворот	обертати
поворот	обернути
поворот	повернути
гражданства	нації
гражданства	країна
гражданства	націю
гражданства	громадянство
гражданства	нація
молитвы	молитву
молитвы	молитви
ботанический	ботанічний
босния	боснія
босния	боснії
конечной	ultimate
дэйв	дейв
алжир	алжиру
алжир	алжир
алжир	алжиру
алжир	алжир
коричневые	браун
коричневые	коричневі
коричневые	brown
коричневые	коричневий
саймон	симон
саймон	сімон
саймон	саймон
нила	ніл
нила	ніла
бтр	бтр
саид	сказала
саид	казали
саид	сказали
саид	сказав
саид	казав
саид	саїд
саид	саїд
декан	дін
низким	низький
низким	низька
низким	low
повсеместно	всюди
повсеместно	скрізь
феномен	явище
феномен	явища
феномен	явище
феномен	феномен
руды	руда
исправления	виправлення
электрических	електричний
истины	істини
джеффри	джеффрі
джеффри	джеффрі
блюз	блюз
блюз	blues
блюз	блакить
блюз	сині
ценные	цінні
ценные	корисна
ценные	цінний
эмблемы	емблема
нефть	олива
нефть	олія
нефть	нафта
нефть	нафтовий
нефть	нафту
нефть	нафта
существенное	значний
снег	сніг
снег	сніг
виа	via
виа	віа
виа	через
детройт	detroit
показывать	показати
показывать	шоу
показывать	показувати
показывать	show
целые	ціла
целые	цілу
целые	цілий
целые	ціла
преступников	вигнанці
преступников	злочинці
преступников	злочинців
воля	воля
воля	буде
воля	будуть
теннесси	теннессі
дженнифер	дженніфер
форд	форд
форд	ford
шар	char
шар	кулі
шар	кулька
шар	бал
шар	орб
подарок	сьогодення
подарок	подарунок
подарок	теперішній
подарок	присутні
подарок	присутня
подарок	подарунку
подарок	подарунок
очко	рахунок
очко	результат
очко	оцінка
очко	точка
очко	точку
очко	point
группировка	фракція
группировка	групування
стрелка	шутер
стрелка	стрілок
стрелка	стрілок
стрелка	стріла
стрелка	стрілка
жидкость	рідина
жидкость	рідкий
жидкость	рідини
жидкость	рідина
свойство	властивості
свойство	властивість
свойство	майна
свойство	власність
свойство	майно
этаж	підлога
этаж	поверх
гродно	гродно
выполнено	наповнене
выполнено	переможно
ивановка	івановка
филологии	філологія
сербов	сербська
сербов	сербів
контекста	контекст
контекста	контексту
тяжести	важливість
луга	луки
луга	степах
луга	луки
люксембурга	люксембургу
люксембурга	люксембург
эна	ena
соловьёв	соловйов
курорт	курорт
вектор	вектор
горки	гірки
фантастический	фантастика
фантастический	фантастичні
фантастический	фантастична
фантастический	фантастичний
фантастический	фантастично
леона	леона
закончить	фініш
закончить	завершити
закончить	закінчити
мирное	спокійна
мирное	мирного
мирное	мирний
саха	саха
саха	колими
присоединение	accession
присоединение	приєднання
барабанщик	барабанщик
нож	ніж
трудах	writings
тянет	тягне
тянет	синдромом
тянет	локшину
акция	бойовики
акция	дії
акция	дія
изобретение	винахід
навыки	навички
навыки	уміння
навыки	навики
навыки	майстерність
навыки	уміння
грубо	грубі
грубо	грубо
бранденбург	бранденбурзькі
уменьшение	заднє
уменьшение	сприятиме
уменьшение	зменшення
уменьшение	зменшити
санкции	штрафи
санкции	штрафів
санкции	санкції
физическая	фізична
физическая	фізичні
физическая	фізичне
ботаника	ботаніка
рей	рей
рей	ре
рей	rei
рей	рей
рей	рей
рей	ray
викимедиа	wikimedia
индивидуальные	окремих
индивидуальные	індивідуальна
индивидуальные	індивідуальні
индивидуальные	індивідуальне
индивидуальные	окремі
индивидуальные	індивідуальний
спасение	зберігається
спасение	заощадження
спасение	збереження
спасение	врятувати
спасение	рятівник
спасение	порятунок
спасение	спасіння
мичиган	michigan
минас	мінас
кросс	хрест
кросс	хрестик
кросс	крос
нельсон	нельсон
снимок	знімок
снимок	знімка
кисти	пензлі
западное	західний
западное	західні
западное	західна
фильтр	фільтрувати
фильтр	фільтр
герцогиня	герцогиня
закончилось	завершене
закончилось	закінчився
закончилось	закінчилась
закончилось	закінчилось
закончилось	завершився
электроники	електроніка
квебек	квебек
сотрудничает	співпрацює
колеса	кермо
колеса	колесо
колеса	колеса
аудио	аудіо
аудио	audio
лукас	лукас
лукас	лукас
пал	впала
пал	провалився
пал	падали
мужские	чоловічий
мужские	самець
мужские	чоловічі
мужские	чоловіча
компакт	компактний
компакт	стислий
вычисления	обчислити
вычисления	розрахувати
вычисления	обчислення
продал	продано
акул	акул
реализм	реалізм
химическая	хімічна
химическая	хімічні
химическая	хімічний
правильный	виправте
правильный	виправити
правильный	правильна
правильный	правильний
операторов	оператори
поляки	поляків
поляки	поляки
тереза	тереза
тереза	тереза
тереза	тереза
держит	тримає
четверть	квартал
четверть	чверть
приобрести	купити
приобрести	придбати
приобрести	покупка
приобрести	придбання
приобрести	покупку
приобрести	отримання
повысить	рекламувати
повысить	boost
защищает	захищає
особая	особливий
особая	спеціальний
особая	особливі
особая	особливе
особая	спеціальні
особая	особлива
буддизм	буддизм
ген	ген
ген	джин
ген	ґен
смешанные	змішана
смешанные	змішаний
смешанные	змішані
призы	призи
призы	трофеї
адамс	адамс
мятеж	повстання
мятеж	заколот
мятеж	бунт
мятеж	повстання
социальное	соціальне
социальное	соціальні
социальное	соціальна
социальное	соціальний
просмотр	навігація
просмотр	перегляд
просмотр	переглянути
просмотр	пошукати
просмотр	навігація
просмотр	навігацію
просмотр	перегляду
просмотр	перегляд
просмотр	вигляд
просмотр	view
просмотр	вид
просмотр	переглянути
подъёма	голосний
подъёма	піднесення
максимальное	максимальне
максимальное	максимальна
максимальное	максимальний
максимальное	максимальне
максимальное	максимальна
максимальное	максимум
рика	рік
рика	рики
телефоны	телефони
неизвестный	невідомий
неизвестный	невідомо
неизвестный	невідома
неизвестный	невідомі
неизвестный	невідоме
социалистов	соціалістів
шарлотта	шарлотта
буш	буш
тайвань	тайвань
миф	міф
убежище	укриття
убежище	притулок
убежище	святилище
убежище	asylum
убежище	притулку
убежище	притулок
мышь	миша
мышь	мишу
мышь	мишкою
мышь	миші
мышь	мишка
тенденция	тренд
кузьмин	кузьмін
биг	великі
биг	велике
биг	велика
биг	великий
биг	біг
биг	bih
тезис	дисертацію
тезис	дисертації
богини	богинь
потребности	вимагає
потребности	потребує
потребности	потреб
потребности	потреби
потребности	вимоги
автомат	автомат
катера	човни
катера	човнів
кен	кен
дольше	довший
дольше	довше
подтверждена	підтверджено
подтверждена	підтвердила
подтверждена	підтвердили
подтверждена	підтверджена
координации	координат
координации	керував
рождество	різдво
рождество	новорічний
ральф	ральф
ральф	ральф
стандартный	стандартний
стандартный	стандарт
стандартный	стандартна
стандартный	стандартне
отделений	заклади
отделений	працевлаштування
отделений	філії
отделений	гілками
отделений	гілки
сул	sul
поло	polo
поло	поло
чистый	нетто
чистый	net
чистый	очистити
чистый	прибрати
чистый	почистити
чистый	чистий
чистый	чисте
чистый	чисті
чистый	чиста
чистый	чистих
тепло	теплом
тепло	спека
тепло	тепло
тепло	теплі
тепло	тепла
тепло	тепло
мартинес	мартінес
мартинес	мартінес
таджикистан	таджикистану
погода	погода
удаляется	вилучено
удаляется	видалили
удаляется	вилучені
удаляется	видалено
суды	суди
суды	судів
герцогства	герцогство
приобрел	придбані
джейми	джеймі
предпочитает	хоче
банкноты	купюр
демонстрирует	демонструє
раннее	рання
раннее	рано
раннее	раннє
раннее	ранній
днепропетровск	дніпропетровськ
днепропетровск	дніпропетровська
болота	болото
болота	болота
избегать	ховався
избегать	уникнути
избегать	уникайте
избегать	уникати
магистр	магістр
окружности	кіл
окружности	кола
пригороде	передмістя
пригороде	американськи
пригороде	передмісті
пригороде	околиці
празднование	святкування
туркменистана	туркменська
спорных	фасаді
римлян	римляни
римлян	роман
римлян	римлянам
длинная	довгий
длинная	хай
длинная	лонг
длинная	long
длинная	довга
длинная	довгі
дождь	дощ
дождь	дощ
рено	рено
рено	рено
рено	renault
мкф	мбф
уменьшается	знижує
уменьшается	зменшує
уменьшается	зменшується
уменьшается	зменшення
продать	продати
продать	продавати
колесо	кермо
колесо	колесо
коренные	корінні
федеральное	федеральний
заготовки	збирають
клиент	замовник
клиент	клієнт
клиент	клієнта
клиент	клієнт
таллин	таллін
прибыла	прибуло
прибыла	прибули
прибыла	приїхав
прибыла	приїхали
быков	бики
сохранять	зберігати
сохранять	зберегти
ударных	ударних
лингвист	філолог
шум	шум
сталь	сталь
говард	говард
скот	скотт
скот	худоба
скот	корова
скот	порода
выделил	виділено
кусок	шматок
кусок	інсталяція
кусок	фігуру
органических	органічні
органических	органічне
серп	серп
кальция	кальцій
кальция	кальцію
робот	робот
ева	єва
ева	єва
ева	єву
ева	переддень
ева	ів
ева	єви
паркер	паркер
бурбон	бурбон
филиппины	філіппіни
восстановлено	відновлено
заболевание	хвороби
заболевание	хворобу
заболевание	хвороби
заболевание	хвороба
заболевание	захворювання
ствол	бочку
ствол	бочка
ствол	рушниця
ствол	гармата
ствол	пістолет
шер	шер
справедливо	ярмарок
справедливо	справедливо
справедливо	справедлива
справедливо	справедливий
мирза	мірза
запрещены	заборонили
запрещены	заборонене
братства	братство
разрушена	зруйнували
разрушена	зруйнував
цифра	цифру
цифра	цифра
цифра	фігура
отражения	відбиття
неясно	визначено
неясно	незрозуміло
кэти	кеті
кэти	кеті
кэти	кеті
либертадорес	лібертадорес
водителя	драйвер
водителя	водій
водителя	водія
лиссабон	лісабон
металлургии	металургія
серого	сірий
серого	сірі
осуществление	реалізації
осуществление	впровадження
осуществление	реалізація
осуществление	реалізацію
величайших	greatest
творческих	оформлення
творческих	творчий
творческих	креативні
джорджия	грузія
джорджия	грузії
джорджия	грузію
спектра	спектр
норт	північна
норт	норт
норт	північний
норт	північ
домохозяйства	родин
домохозяйства	двір
нести	нести
нести	возять
побег	екранування
побег	тікає
побег	втеча
побег	втечу
побег	втекти
визита	відвідання
визита	візит
визита	завітати
визита	відвідайте
визита	відвідування
ввод	вхідний
ввод	вхідні
ввод	ввід
ввод	введення
ввод	введення
ввод	вводити
ввод	ввести
ввод	увійти
ввод	введіть
ввод	enter
атомов	атоми
атомов	атомів
измерений	виміри
документация	документація
бордо	бордо
спора	суперечка
производительность	ефективність
производительность	виступ
производительность	продуктивність
верди	верді
заняты	зайнята
заняты	зайнятість
заняты	зайнятий
заняты	зайнято
существенные	значну
существенные	значний
регент	правителька
двигаться	пересунути
двигаться	хід
двигаться	перемістити
двигаться	пересування
двигаться	переміщення
двигаться	руху
двигаться	переїзд
двигаться	пересування
лена	лена
уважение	respect
уважение	повага
эскадрилья	ескадрильї
подтверждаю	підтверджено
подтверждаю	підтвердила
подтверждаю	підтвердили
подтверждаю	підтверджена
капитаны	капітани
воздушная	повітряна
самоубийство	самогубство
давыдов	давидов
томпсон	томпсон
определены	визначений
определены	визначена
определены	визначені
определены	визначено
определены	визначається
определены	рішуче
голландский	нідерландська
голландский	голландська
захаров	захаров
снаряда	снаряд
мемуары	мемуари
мемуары	мемуари
блокады	блокаду
блокады	блокада
подземный	підземні
подземный	підземний
подземный	підпілля
живые	живі
живые	живий
живые	жива
живые	живим
живые	alive
фбр	фбр
винсент	вінсент
винсент	венсан
варвара	варвара
мар	мар
обитатели	мешканці
рикардо	рікардо
противостоять	протистояти
ходил	йшли
ходил	йшов
змей	змія
змей	змії
змей	serpent
змей	змій
змей	змії
авария	аварія
авария	аварія
авария	крах
авария	crash
авария	аварії
вождь	шеф
вождь	вождь
вождь	головний
присоединяется	приєднується
присоединяется	вступає
миграции	міграція
миграции	міграції
предприниматели	підприємців
квартале	квартал
квартале	чверть
включено	включено
включено	включені
включено	ввімкнено
включено	увімкнено
костюмы	костюми
костюмы	пасує
костюмы	масті
костюмы	костюми
бан	заборонити
бан	заборону
бан	заблокувати
бан	бан
бан	пучок
повстанцы	повстанців
повстанцы	повстанці
ромео	ромео
доводы	аргументи
доводы	аргументів
удэ	уде
бронза	бронза
редактировать	edit
редактировать	редагувати
редактировать	правка
редактировать	змінити
шаги	кроків
шаги	кроки
шаги	слідами
вставить	вставка
вставить	вставити
вставить	вставлення
вставить	вставити
квартет	квартет
квартет	сметани
вину	вини
алжира	алжирська
алжира	алжиру
алжира	алжир
филип	філіп
филип	філіп
николя	ніколя
николя	нікола
квалификация	кваліфікації
квалификация	кваліфікацію
квалификация	кваліфікація
сантос	сантос
организаторы	організаторам
организаторы	організаторів
организаторы	організатори
организаторы	вузли
организаторы	сервери
переводить	переклад
переводить	перекласти
переводить	перекладати
интеллигенции	інтелігенція
грамотности	грамотність
коллегами	колеги
коллегами	співробітники
походы	походів
походы	кемпінг
походы	пішоходів
моряков	матроса
потеря	втрати
потеря	втрачаємо
потеря	програш
потеря	збиток
потеря	втрати
потеря	втрата
потеря	збитки
потеря	втрату
профессионально	професійно
кентукки	кентуккі
получен	отримано
получен	отримані
получен	отриманий
получен	отримали
получен	отримала
французское	френч
французское	французька
французское	французькою
французское	французький
имеющихся	доступні
имеющихся	доступний
имеющихся	наявні
имеющихся	наявний
секрет	таємний
секрет	секретний
секрет	таємна
секрет	таємниця
секрет	таємно
электрические	електричний
иерархии	ієрархія
камеру	камера
камеру	фотоапарат
камеру	камери
этнических	національну
этнических	етно
этнических	етнічна
зимы	морози
чужой	чужий
чужой	прибульці
чужой	незнайомця
излучение	радіація
излучение	випромінювання
излучение	радіації
принести	принести
принести	принесе
принести	привезти
семян	насіння
семян	потомство
прекращено	завершилась
электрический	електричний
электрический	електрика
электрический	електричний
комплект	комплект
комплект	встановити
комплект	набір
комплект	встановлено
комплект	множина
комплект	кіт
комплект	kit
чэнь	чен
чэнь	чень
лоуренс	лоренс
лоуренс	лоуренс
полицейские	копи
полицейские	поліцейські
полицейские	поліцейських
полицейские	поліція
вытекает	отримує
утвержден	підтверджено
утвержден	затверджено
префектуре	префектура
собственная	власне
собственная	власні
собственная	власний
богиня	богиня
проход	проході
проход	проїзд
проход	пасаж
проход	переїзд
рид	рід
рид	рід
аппараты	ютери
аппараты	автоматів
аппараты	машини
аппараты	машинами
отпуск	відпустка
мэттью	метью
мэттью	матвія
мэттью	матвій
мэттью	метью
медицинское	медичних
медицинское	медичний
медицинское	medical
медицинское	медична
медицинское	медичні
замки	замки
замки	блокує
замки	замки
эрнест	ернест
уверены	впевнено
треугольник	трикутник
дональд	дональд
автоматического	автоматична
автоматического	автоматичний
автоматического	автоматичне
автоматического	автоматичні
мыши	миші
мыши	мишей
мыши	миша
мыши	мишу
мыши	мишкою
мыши	миші
мыши	мишка
лагерей	табори
лагерей	кам
реабилитации	реабілітація
симона	симона
симона	сімон
симона	сімона
рик	рік
оригинальная	оригінал
оригинальная	оригінальна
оригинальная	оригінальне
оригинальная	початкове
оригинальная	оригінальний
богатый	багаті
богатый	багатий
богатый	rich
богатый	багаті
богатый	багатих
грэм	грем
грэм	грем
необходимое	необхідно
необходимое	необхідні
необходимое	необхідним
призыв	заклик
призыв	апеляцію
призыв	звернення
чехов	чехов
ибрагим	ібрагім
протокола	протокол
толедо	toledo
канадская	канадська
канадская	канадський
канадская	canadian
послов	представництва
ходит	прогулянок
ходит	ходить
моисей	мойсей
моисей	муза
предки	пращурів
дайте	віддам
дайте	дайте
дайте	надати
записано	записано
записано	записав
теоретические	теоретична
корень	root
корень	корінь
невский	невський
черный	чорні
черный	чорне
черный	чорна
черный	чорний
аполлон	аполлон
кении	кенії
кении	кенія
иностранный	іноземних
иностранный	іноземні
иностранный	іноземний
шансы	шансів
шансы	шанси
раса	перегони
раса	забіг
раса	раса
точные	точним
точные	точні
точные	точний
точные	точні
точные	точна
точные	акуратно
обещал	обіцяла
обещал	обіцяв
обещал	пообіцяв
ближнем	середня
ближнем	посередині
ближнем	середньої
ближнем	середина
ближнем	середній
бондаренко	бондаренко
решительно	сильно
непрерывно	неодноразово
непрерывно	продовження
прованс	прованс
определять	визначити
низами	нізамі
