και	og
ιστορικά	historiske
ιστορικά	historisk
σκηνοθεσία	instrueret
σκηνοθεσία	instruerer
σκηνοθεσία	instruere
συγγραφείς	forfattere
συγγραφείς	forfatterne
συγγραφείς	ophavsmænd
συγγραφείς	forfattere
τέτοια	sådan
πλοία	bådene
πλοία	både
πλοία	skibe
πλοία	fartøjer
πλοία	skibe
συστήματα	systemerne
συστήματα	systemer
σημεία	punkterne
σημεία	points
σημεία	pointer
σημεία	punkter
σημεία	point
αλλαγή	skift
αλλαγή	ændring
αλλαγή	forandring
αλλαγή	ændr
σημασία	vigtighed
σημασία	betydning
σημασία	betydning
λέει	siger
χαρακτηριστικό	karakteristik
χαρακτηριστικό	karakteristisk
χαρακτηριστικό	funktion
χαρακτηριστικό	funktionen
χαρακτηριστικό	tilskriver
χαρακτηριστικό	attribut
διαίρεση	afdeling
διαίρεση	opdeling
διαίρεση	division
διαίρεση	hovedgruppe
διαίρεση	flækker
διαίρεση	delt
διαίρεση	opdelt
διαίρεση	split
διευθυντής	direktør
διευθυντής	instruktør
διευθυντής	direktøren
διευθυντής	bestyrelsesmedlem
διευθυντής	driftsleder
διευθυντής	manager
διευθυντής	leder
τέχνη	art
τέχνη	kunsten
τέχνη	kunst
επτά	syv
διεθνές	international
διεθνές	internationalt
διεθνές	internationale
δικαιώματα	rettigheder
διαφορά	forskel
κώστας	kostas
κώστας	costas
χρησιμοποιεί	anvendelser
κατ	cat
κατ	katten
κατ	kat
επίδραση	indflydelsen
επίδραση	indflydelse
επίδραση	påvirkning
επίδραση	virkning
επίδραση	retsvirkning
επίδραση	virkningen
επίδραση	effekt
επίδραση	virkninger
βάρος	byrde
βάρος	byrder
βάρος	vægt
βάρος	vægten
ναό	templet
ναό	tempel
ναό	temple
τροχιά	track
τροχιά	spor
τροχιά	sporets
τροχιά	spore
τροχιά	sporet
τροχιά	bane
τροχιά	kredsløb
τομ	tom
πρόσωπα	personer
πρόσωπα	personers
πρόσωπα	ansigterne
πρόσωπα	ansigter
ιδέα	ide
ιδέα	idé
ιστορική	historiske
ιστορική	historisk
ιστορική	historiske
ιστορική	historisk
αντίθεση	oppositionen
αντίθεση	indsigelse
αντίθεση	modstand
αντίθεση	opposition
αντίθεση	kontrasten
αντίθεση	modsætning
αντίθεση	kontrast
νικόλαος	nikolaos
πίνακα	maleri
πίνακα	male
πίνακα	maling
πίνακα	maler
υπηρεσία	agenturet
υπηρεσία	agentur
υπηρεσία	bureau
υπηρεσία	bureauet
υπηρεσία	betjening
υπηρεσία	forkyndelse
υπηρεσία	tjenesteydelse
υπηρεσία	tjeneste
υπηρεσία	service
σύντομα	snart
διεθνή	international
διεθνή	internationalt
διεθνή	internationale
στοιχείο	element
στοιχείο	punkt
στοιχείο	grundstof
στοιχείο	elementet
στοιχείο	element
ταχύτητα	hastighed
ταχύτητα	fart
ταχύτητα	hastighed
ταχύτητα	speed
ταχύτητα	hastigheden
όρους	termer
όρους	udtryk
όρους	benævnelser
όρους	vilkår
κρήτης	kreta
αεκ	aek
αεκ	img
ολυμπιακός	olympiske
ολυμπιακός	olympic
ολυμπιακός	olympisk
ολυμπιακός	olympiakos
λιγότερο	færre
λιγότερο	mindre
κυκλοφορία	trafik
κυκλοφορία	trafikken
κυκλοφορία	omløb
κυκλοφορία	oplag
κυκλοφορία	cirkulation
αλλαγές	forandringer
αλλαγές	ændringer
πειραιά	piræus
μυθολογία	mytologi
παντρεύτηκε	gifte
παντρεύτηκε	gift
αντικείμενο	element
αντικείμενο	punkt
αντικείμενο	genstand
αντικείμενο	objekt
τρίτο	tredje
λειτουργεί	opererer
πραγματικότητα	virkeligheden
πραγματικότητα	realitet
πραγματικότητα	realiteter
πραγματικότητα	reality
πραγματικότητα	virkelighed
στρατιωτική	militæret
στρατιωτική	militære
στρατιωτική	militær
στρατιωτική	militært
μετάλλιο	medalje
μετάλλιο	medaljen
χρονικό	chronicle
ίδρυση	oprettelse
ίδρυση	opstilling
ίδρυση	etablering
ίδρυση	grundlæggelse
ίδρυση	stiftende
καλή	god
καλή	gode
καλή	godt
πλαίσιο	rammer
πλαίσιο	ramme
πλαίσιο	kontekst
πλαίσιο	sammenhæng
πλαίσιο	konteksten
έδαφος	jordbunden
έδαφος	jord
έδαφος	jordbund
έδαφος	område
έδαφος	territorium
έδαφος	terrænet
έδαφος	terræn
έδαφος	jorden
έδαφος	jord
έδαφος	formalet
έδαφος	ground
αυτοκράτορας	kejseren
αυτοκράτορας	kejser
έδρες	pladser
έδρες	sæder
αναφορές	henvisninger
αναφορές	referencer
αναφορές	beretninger
αναφορές	indberetninger
αναφορές	betænkninger
αναφορές	rapporter
αγωνίζεται	kæmpende
αγωνίζεται	kæmper
εκπαίδευση	træning
εκπαίδευση	uddannelse
εκπαίδευση	oplæring
εκπαίδευση	uddannelse
εκπαίδευση	undervisning
γάλλος	fransk
γάλλος	franskmænd
γάλλος	franskmand
γάλλος	french
γάλλος	franske
δημήτριος	dimitrios
δημήτριος	demetrius
δέκα	ten
δέκα	ti
δεύτερος	sekund
δεύτερος	andet
δεύτερος	anden
επόμενο	næste
ανθρώπους	mennesker
ανθρώπους	mennesker
ανθρώπους	personer
ανθρώπους	folk
ανθρώπους	people
φυσική	naturlige
φυσική	naturligt
φυσική	naturlig
φυσική	natural
φυσική	fysik
φυσική	fysiske
φυσική	fysisk
τομέα	sektor
τομέα	sektoren
πρωταθλητής	mester
πρωταθλητής	champ
πρωταθλητής	mester
πρωταθλητής	champion
χρυσό	gylden
χρυσό	gyldent
χρυσό	gyldne
χρυσό	golden
χρυσό	guld
χρυσό	gold
πεδίο	rækkevidde
πεδίο	omfang
πεδίο	anvendelsesområde
πεδίο	fagområde
πεδίο	felt
πεδίο	område
πεδίο	marken
ενότητα	sammenhold
ενότητα	enhed
ενότητα	afdeling
ενότητα	sektion
ενότητα	afsnittet
ενότητα	afsnit
ενότητα	modul
ενότητα	modulet
χρησιμοποιήθηκε	brugte
χρησιμοποιήθηκε	anvendt
χρησιμοποιήθηκε	brugt
χρησιμοποιήθηκε	udnyttet
ερμηνεία	fortolkning
ερμηνεία	tolkning
παγκόσμια	verdensomspændende
παγκόσμια	global
παγκόσμια	globalt
παγκόσμια	globale
κίνημα	bevægelighed
κίνημα	flytning
κίνημα	bevægelse
κίνημα	bevægelser
λεπτά	minutter
λεπτά	referat
φέρει	bring
φέρει	medbring
ρεκόρ	plade
ρεκόρ	optag
ρεκόρ	record
ρεκόρ	rekord
κιθάρα	guitar
κιθάρα	guitaren
δεδομένα	oplysninger
δεδομένα	data
έναρξη	start
έναρξη	starter
έναρξη	begynd
έναρξη	indledning
έναρξη	indvielse
οκτώβριο	oktober
ιανουάριο	januar
αποστολή	sende
αποστολή	sender
αποστολή	afsendelse
αποστολή	sende
αποστολή	send
αποστολή	sender
αποστολή	kommissorium
αποστολή	tjenesterejse
αποστολή	mission
αποστολή	missionen
αποστολή	tjenesterejser
χρώματα	farver
χρώματα	farvestoffer
χρώματα	farver
μορφές	blanketter
μορφές	former
μορφές	formularer
πειραιώς	piræus
αρχική	oprindeligt
αρχική	oprindelige
αρχική	indledende
αρχική	oprindelig
αρχική	originalt
αρχική	oprindelige
αρχική	oprindelig
αρχική	originale
αρχική	oprindeligt
αρχική	original
έμεινε	blev
έμεινε	forblevet
έμεινε	opholdt
έμεινε	forblev
ύπαρξη	eksistensen
ύπαρξη	eksistens
ακολουθεί	følger
ακολουθεί	følger
ήττα	nederlag
ήττα	nederlaget
ήττα	besejre
διεθνείς	international
διεθνείς	internationalt
διεθνείς	internationale
τόμος	rumfang
τόμος	volumen
τόμος	bind
τόμος	lydstyrke
τόμος	mængde
νέος	ny
νέος	nyt
νέος	nye
νέος	unge
νέος	ung
θρόνο	tronen
θρόνο	trone
γερμανική	tysk
γερμανική	tysker
γερμανική	tyske
δημήτρης	dimitrios
δημήτρης	dimitris
δημήτρης	dimitri
σκορ	scoring
σκορ	score
σκορ	snesevis
σκορ	score
σκορ	scorer
φωνητικά	vokal
φωνητικά	vocal
εσωτερικό	indvendigt
εσωτερικό	indvendige
εσωτερικό	indvendig
εσωτερικό	interiør
εσωτερικό	intern
εσωτερικό	interne
εσωτερικό	internt
εσωτερικό	inderste
εσωτερικό	indre
εσωτερικό	inder
εσωτερικό	indvendig
ενέργεια	energi
μοντέλο	model
στρατιώτες	soldaterne
στρατιώτες	soldater
στρατιώτες	tropperne
στρατιώτες	tropper
πώς	hvordan
γερμανός	tysk
γερμανός	tysker
γερμανός	tyske
αφρική	afrika
επιλογή	udvælgelse
επιλογή	markering
επιλογή	valg
επιλογή	udvalg
επιλογή	tilvalg
επιλογή	mulighed
επιλογή	indstilling
επιλογή	valgmulighed
επιλογή	valg
επιλογή	vælg
επιλογή	vælger
επιλογή	vælge
επιλογή	vælg
επιλογή	vælge
σεπτέμβριο	september
στρατός	militæret
στρατός	militære
στρατός	militær
στρατός	militært
στρατός	hær
στρατός	hæren
στρατός	hærens
στρατός	army
περισσότεροι	mere
περισσότεροι	flere
παραμένει	forbliver
επιθέσεις	attentater
επιθέσεις	angriber
επιθέσεις	angreb
επιθέσεις	overfald
ιούνιο	juni
ιούνιο	june
σελίδες	sider
περιβάλλον	miljø
χώρος	rummet
χώρος	mellemrum
χώρος	plads
χώρος	rumforskning
χώρος	rum
σύνταγμα	regiment
σύνταγμα	grundlov
σύνταγμα	forfatning
σύνταγμα	forfatningen
σύνταγμα	grundloven
σύγχρονη	moderne
σύγχρονη	nutidige
σύγχρονη	moderne
αθλητές	atleter
αθλητές	sportsfolk
υψόμετρο	højde
υψόμετρο	elevation
μπροστά	fremadrettet
μπροστά	frem
μπροστά	fremad
μπροστά	front
μπροστά	foran
μπροστά	forside
περιεχόμενο	indhold
περιεχόμενο	indholdet
περιεχόμενο	indholdsfortegnelse
περιεχόμενο	indhold
ιδιότητες	egenskaber
ιδιότητες	attributter
ιδιότητες	egenskaber
ιδιότητες	ejendomme
ευρωπαϊκή	europæisk
ευρωπαϊκή	europæiske
ορισμένες	visse
αντίδραση	tilbagemelding
αντίδραση	reaktion
αντίδραση	reaktioner
αντίδραση	reaktionen
αντίδραση	reaktion
αντίδραση	svar
αντίδραση	respons
ασία	asien
ασία	asia
επιχειρήσεις	virksomheder
επιχειρήσεις	foretagender
επιχειρήσεις	virksomhederne
επιχειρήσεις	virksomheder
αιώνας	århundrede
αριστερά	venstre
ήρθε	kom
αγωνιστική	ræs
αγωνιστική	racerløb
αγωνιστική	racing
αγωνιστική	væddeløb
αγωνιστική	kapsejlads
εκδοχή	version
εκδοχή	versionen
εκδοχή	udgave
καλύτερα	bedre
καλύτερα	beste
καλύτερα	bedste
καλύτερα	bedst
καλύτερα	best
μεγάλος	big
μεγάλος	store
μεγάλος	stor
μεγάλος	stort
λίστα	liste
λίστα	list
έκθεση	rapporter
έκθεση	anmelde
έκθεση	betænkning
έκθεση	rapport
έκθεση	udstillingen
έκθεση	fremvisning
έκθεση	udstilling
έκθεση	udstillinger
έκθεση	opvisning
έκθεση	udsættelse
έκθεση	eksponering
έκθεση	bestråling
οικονομικών	finansiere
οικονομικών	finans
οικονομικών	finanser
οικονομικών	finansiering
καλό	god
καλό	gode
καλό	godt
οξύ	syre
πλατεία	firkant
πλατεία	firkantet
πλατεία	square
πλατεία	kvadrat
πλατεία	torv
μάρτιο	marts
μάρτιο	march
μάρτιο	marchere
προστασία	beskyttelse
απεβίωσε	afdød
απεβίωσε	afdøde
επέκταση	udvidelse
επέκταση	forlængelse
επέκταση	udvidelse
επέκταση	udbygning
επέκταση	ekspansion
προσωπική	personlig
προσωπική	personlige
προσωπική	personligt
πράξη	handle
πράξη	retsakt
πράξη	akt
πράξη	act
αχαΐας	achaea
καταγωγή	oprindelse
καταγωγή	oprindelsessted
καταγωγή	oprindelse
μικρογραφία	miniature
πήγε	gik
αγώνας	kapløb
αγώνας	race
αγώνας	kapsejlads
αγώνας	kamp
αγώνας	matcher
αγώνας	matche
αγώνας	match
αγώνας	kæmpe
αγώνας	kamp
αγώνας	kæmp
αγώνας	slåskamp
υπηρεσίες	tjenester
υπηρεσίες	tjenesteydelser
υπηρεσίες	ydelser
υπηρεσίες	serviceydelser
στόχο	mål
στόχο	formål
στόχο	objektiv
στόχο	målsætning
στόχο	målet
στόχο	mål
στόχο	mål
πλαίσια	rammer
πλαίσια	stel
πλαίσια	stativ
εκστρατεία	kampagne
εκστρατεία	kampagnen
κύπρο	cypern
επιστροφή	tilbagebetaling
επιστροφή	restitution
επιστροφή	retur
επιστροφή	returnere
επιστροφή	afkast
αύγουστο	august
λίμνη	dam
λίμνη	dammen
λίμνη	søen
λίμνη	sø
λίμνη	lake
περιλαμβάνουν	omfatte
ιούλιο	juli
ηθοποιοί	skuespillerinder
ηθοποιοί	aktører
ηθοποιοί	skuespillerne
ηθοποιοί	skuespillere
ηθοποιοί	aktørerne
εργάστηκε	arbejdede
εργάστηκε	bearbejdede
εργάστηκε	bearbejdet
κριτική	kritik
κριτική	kritiseret
κριτική	kritikpunkter
κριτική	kritik
κείμενα	tekster
λάθος	forkert
λάθος	ukorrekt
λάθος	forkert
λάθος	forkerte
λάθος	fejl
λάθος	fejl
λάθος	fejltagelse
γραμμές	rækker
γραμμές	række
γραμμές	strækninger
γραμμές	linier
γραμμές	linjer
επεξεργασία	redigere
επεξεργασία	rediger
επεξεργασία	redigér
επεξεργασία	forarbejdning
νίκες	vinder
νίκες	sejre
βιογραφικά	cvs
βιογραφικά	cv
βιογραφικά	genoptager
βιογραφικά	genoptages
διαφορετικά	forskellige
διαφορετικά	forskelligt
διαφορετικά	anderledes
διαφορετικά	forskellig
διαφορετικά	ellers
γρήγορα	hurtig
γρήγορα	hurtigt
γρήγορα	hurtige
γρήγορα	hurtig
γρήγορα	hurtigt
γρήγορα	hurtige
γρήγορα	hurtig
γρήγορα	hurtigt
άρη	ares
άρη	mars
άνθρωπος	menneskeligt
άνθρωπος	menneskelige
άνθρωπος	menneskelig
άνθρωπος	menneske
άνθρωπος	mennesket
άνθρωπος	mand
άνθρωπος	manden
έφερε	bragt
έφερε	bragte
έφερε	medbragte
έπαιξε	spillet
έπαιξε	afspillet
έπαιξε	spillede
εδάφη	territorier
εδάφη	jordbund
σύνορα	grænser
σύνορα	grænserne
σύνορα	kanter
σύνορα	grænserne
σύνορα	grænse
σύνορα	kant
σύνορα	grænsen
σύνορα	grænse
αεροσκάφη	fly
αεροσκάφη	luftfartøjer
αεροσκάφη	luftfartøj
πλοίο	fartøj
πλοίο	skib
πλοίο	fartøjet
πλοίο	skibet
πλοίο	skib
πλοίο	båden
πλοίο	båd
ομοσπονδία	forbund
ομοσπονδία	føderation
ομοσπονδία	federation
ομοσπονδία	føderationen
αρχίζει	begynder
αρχίζει	begynder
αρχίζει	starter
διοικητική	administrativ
διοικητική	administrativt
γήπεδο	stadion
γήπεδο	stadium
κανένα	ingen
δεκέμβριο	december
αμερικανοί	amerikaner
αμερικανοί	american
αμερικανοί	amerikanske
αμερικανοί	amerikansk
αμερικανοί	amerikanerne
αμερικανοί	amerikanere
απρίλιο	april
καλύτερο	bedre
καλύτερο	beste
καλύτερο	bedste
καλύτερο	bedst
καλύτερο	best
υποστήριξη	understøttende
υποστήριξη	støttende
υποστήριξη	understøttelse
υποστήριξη	support
υποστήριξη	støt
υποστήριξη	støtte
δημιούργησε	oprettede
δημιούργησε	skabt
δημιούργησε	oprettet
κοινοβούλιο	parlamentet
κοινοβούλιο	parlament
κοινοβούλιο	folketinget
γερμανικά	tysk
γερμανικά	tysker
γερμανικά	tyske
ζωγράφος	maleren
ζωγράφος	maler
διοικητής	kommandant
διοικητής	kommandør
διοικητής	øverstbefalende
διοικητής	kommandant
διοικητής	commander
δημόσια	offentlighed
δημόσια	offentligt
δημόσια	offentlige
δημόσια	offentligheden
δημόσια	offentlig
αύξηση	forhøjelse
αύξηση	forøgelse
αύξηση	øge
αύξηση	stigning
αύξηση	hæve
αύξηση	lønforhøjelse
εμφανίσεις	visninger
εμφανίσεις	indtryk
εμφανίσεις	observationer
γύρο	budrunde
γύρο	rundt
γύρο	runde
γύρο	rund
γύρο	omgang
δίσκο	skive
δίσκο	disk
δίσκο	disk
δίσκο	diskette
δίσκο	bakke
χρησιμοποιώντας	bruger
υπηρέτησε	tjent
υπηρέτησε	serveres
υπηρέτησε	serveret
υπηρέτησε	forkyndt
υπηρέτησε	afsonet
κοινή	almindelige
κοινή	fælles
κοινή	almindelig
αξίωμα	axiom
αστεροειδής	asteroider
αστεροειδής	asteroide
νοέμβριο	november
μήνα	måneder
μήνα	måneden
μήνα	måned
πάτρα	patras
πολιτισμού	kulturen
πολιτισμού	kultur
γράφει	skriver
φαινόμενο	fænomenet
φαινόμενο	fænomen
κράτη	stater
κράτη	staterne
γαλλικά	fransk
γαλλικά	franskmænd
γαλλικά	franskmand
γαλλικά	french
γαλλικά	franske
τουρκία	kalkun
τουρκία	tyrkiet
δρόμο	vejen
δρόμο	vej
δρόμο	landevej
λιμάνι	havne
λιμάνι	portvin
λιμάνι	havn
λιμάνι	port
λιμάνι	havn
λιμάνι	harbour
ηνωμένο	forenet
ηνωμένο	united
ηνωμένο	forenede
ποιητής	poet
ποιητής	digter
συνέπεια	sammenhæng
συνέπεια	konsekvens
συνέπεια	ensartethed
συνέπεια	konsistens
συνέπεια	overensstemmelse
συνέπεια	konsekvens
δείχνει	viser
δείχνει	shows
πρόεδρο	præsidenten
πρόεδρο	formand
πρόεδρο	præsident
μνήμη	minde
μνήμη	erindring
μνήμη	hukommelse
μνήμη	hukommelsen
μνήμη	memory
χέρια	armene
χέρια	arme
χέρια	våben
χέρια	hænder
χέρια	hænderne
κανόνες	regler
κανόνες	bestemmelser
διατήρηση	bevaring
διατήρηση	bevarelse
διατήρηση	konservering
διατήρηση	vedligehold
διατήρηση	vedligeholdelse
διατήρηση	opretholdelse
διατήρηση	bevaring
διατήρηση	bevarelse
διατήρηση	konservering
διατήρηση	bibeholdelse
διατήρηση	fastholdelse
διατήρηση	tilbageholdelse
βουλή	parlamentet
βουλή	parlament
βουλή	folketinget
παιδί	knægten
παιδί	dreng
παιδί	knægt
παιδί	kid
παιδί	barns
παιδί	child
παιδί	barn
δίπλα	tilstødende
δίπλα	tilgrænsende
εικόνες	billeder
εικόνες	billeder
εθνικότητα	nationalitet
εθνικότητα	statsborgerskab
τελευταίος	sidste
τελευταίος	sidst
ενώσεις	sammenslutninger
ενώσεις	foreninger
ενώσεις	forbindelser
θέλει	ønsker
σκηνή	scenen
σκηνή	scene
σκηνή	teltet
σκηνή	telt
εισαγωγή	introduktion
εισαγωγή	indledning
εισαγωγή	import
εισαγωγή	indførsel
εισαγωγή	importerer
εισαγωγή	indsæt
εισαγωγή	indsætte
μεταφορά	transporten
μεταφορά	transport
μεταφορά	transfer
μεταφορά	overdragelse
μεταφορά	overførsel
μεταφορά	forflyttelse
μεταφορά	befordring
μεταφορά	transporten
μεταφορά	transport
εξωτερικό	udlandet
εξωτερικό	udenlands
εξωτερικό	udland
άτομο	person
άτομο	atom
εργασία	arbejder
εργασία	arbejd
εργασία	arbejde
εργασία	arbejdet
εργασία	arbejderpartiet
εργασία	arbejdskraft
γερμανοί	tysk
γερμανοί	tysker
γερμανοί	tyske
γερμανοί	tysker
γερμανοί	tyskere
γερμανοί	tyskerne
τάξη	klasseværelset
τάξη	klasseværelse
τάξη	klasse
τάξη	klassen
τάξη	bestilling
τάξη	ordre
τάξη	rækkefølge
τάξη	order
τάξη	bestil
διορίστηκε	udnævnt
διορίστηκε	udnævnte
διορίστηκε	udpeget
διορίστηκε	udnævnes
παρελθόν	fortid
παρελθόν	forbi
παρελθόν	fortiden
δουλειά	jobbet
δουλειά	job
δουλειά	arbejder
δουλειά	arbejd
δουλειά	arbejde
δουλειά	arbejdet
συμπεριφορά	opførsel
συμπεριφορά	adfærd
συμπεριφορά	indstilling
συμπεριφορά	holdning
συμπεριφορά	attitude
συμπεριφορά	opførsel
συμπεριφορά	adfærd
βόρειο	nordlige
βόρειο	nordlig
απόψεις	meninger
απόψεις	udtalelser
απόψεις	visninger
απόψεις	synspunkter
άνθρακα	kul
άνθρακα	stenkul
άνθρακα	kulstof
άνθρακα	kul
άνθρακα	carbon
κοινωνία	society
κοινωνία	samfundet
κοινωνία	samfund
οκτώ	otte
σύμβολο	symbol
σύμβολο	symbolet
προσθήκη	tilføjelse
προσθήκη	tilsætning
προσθήκη	add
προσθήκη	tilføj
προσθήκη	tilføjer
προσθήκη	tilføje
προσθήκη	føj
ισραήλ	israel
ισραήλ	israelsk
άρης	aris
άρης	ares
άρης	mars
καναδά	canada
παιχνίδια	kampe
παιχνίδια	spil
παιχνίδια	legetøj
κομμάτια	styk
κομμάτια	stykker
κομμάτια	brikker
κομμάτια	stumper
ανάλυση	opdeling
ανάλυση	fordeling
ανάλυση	sammenbrud
ανάλυση	analyser
ανάλυση	analyse
κόκκινο	rødt
κόκκινο	røde
κόκκινο	rød
κόκκινο	red
ηλιακό	sol
ηλιακό	solceller
ηλιακό	solenergi
δίσκος	album
δίσκος	plade
δίσκος	albummet
δίσκος	skive
δίσκος	disk
δίσκος	disk
δίσκος	diskette
δίσκος	bakke
πρωταθλήτρια	mester
πρωταθλήτρια	champion
ροκ	klippe
ροκ	rokke
ροκ	sten
ροκ	rock
αντικείμενα	punkterne
αντικείμενα	poster
αντικείμενα	genstande
αντικείμενα	punkter
αντικείμενα	genstande
αντικείμενα	objekter
ενέργειας	energi
ζώνη	område
ζώνη	zone
ζώνη	bælte
ζώνη	sele
ζώνη	bæltet
σύλλογοι	sammenslutninger
σύλλογοι	foreninger
σύλλογοι	klubber
σύλλογοι	natklubber
σύλλογοι	køller
σύλλογοι	klubberne
σχέδια	designs
σχέδια	design
σχέδια	mønstre
σχέδια	planerne
σχέδια	planer
σχέδια	projekter
σχέδια	projekterne
σχέδια	tegninger
χιλιάδες	tusinde
χιλιάδες	tusindvis
χιλιάδες	tusinder
δίκτυο	nettet
δίκτυο	net
δίκτυο	netværket
δίκτυο	network
δίκτυο	netværk
φως	tænd
φως	light
φως	let
φως	lys
πραγματικό	ægte
πραγματικό	real
πραγματικό	virkeligt
πραγματικό	rigtig
πραγματικό	virkelig
παραπομπές	henvisninger
παραπομπές	referencer
μικρές	small
μικρές	små
μικρές	småt
μικρές	lille
πίνακας	bordet
πίνακας	bord
πίνακας	tabel
πίνακας	maleri
πίνακας	male
πίνακας	maling
πίνακας	maler
απάντηση	svar
απάντηση	svaret
απάντηση	svar
απάντηση	besvarelse
παρόμοια	lignende
παρόμοια	tilsvarende
απόλυτο	absolut
απόλυτο	absolutte
απόλυτο	absolute
περιλαμβάνονται	omfattet
περιλαμβάνονται	inkluderet
περιλαμβάνονται	omfattede
περιλαμβάνονται	inkluderede
περιλαμβάνονται	medtaget
αποκλειστικά	eksklusive
αποκλειστικά	eksklusivt
αποκλειστικά	eneret
αποκλειστικά	eksklusiv
αποκλειστικά	udelukkende
νότιο	sydlige
νότιο	sydpå
νότιο	sydlige
νότιο	syd
πολιτικές	politik
πολιτικές	politikker
πολιτικές	politikkerne
ανήκε	tilhørt
ανήκε	tilhørte
ανήκουν	tilhøre
νόμος	jura
νόμος	lovgivning
νόμος	lov
πράγματα	ting
πράγματα	tingene
πράγματα	ting
άννα	anna
απλώς	bare
έζησε	boet
έζησε	boede
έζησε	levede
έζησε	levet
σκηνοθέτης	direktør
σκηνοθέτης	instruktør
σκηνοθέτης	direktøren
σκηνοθέτης	bestyrelsesmedlem
ιαπωνία	japan
σειρές	serier
σειρές	serie
σειρές	serien
σειρές	rækker
σειρές	række
φον	von
ολυμπιακό	olympiske
ολυμπιακό	olympic
ολυμπιακό	olympisk
χαρακτηρίζεται	karakteriseret
δολάρια	dollars
δολάρια	dollar
λίγες	få
τρόπος	vej
τρόπος	way
τρόπος	måde
κεντρικό	central
κεντρικό	centralt
ακαδημίας	akademiet
ακαδημίας	akademi
ακαδημίας	academy
πέτυχε	lykkedes
βαθμούς	karakterer
βαθμούς	kvaliteter
καταστροφή	katastrofe
καταστροφή	katastrofen
καταστροφή	katastrofer
καταστροφή	katastrofe
καταστροφή	ødelæggelser
καταστροφή	ødelæggelse
καταστροφή	tilintetgørelse
καταστροφή	destruktion
φύση	natur
φύση	naturen
φύση	art
φύση	nature
ναι	ja
ναι	ja
όργανα	instrumenter
όργανα	instrumenterne
όργανα	institutioner
όργανα	institutionerne
τιμές	priser
τιμές	priserne
τιμές	værdier
πίεση	pres
πίεση	tryk
πίεση	presset
βασίλισσα	queen
βασίλισσα	dronningen
βασίλισσα	dronning
κόμματα	komma
κόμματα	kommaer
κόμματα	fester
κόμματα	parter
κόμματα	parterne
κόμματα	partier
χαρακτήρες	karakterer
χαρακτήρες	figurer
χαρακτήρες	tegn
πολιτικό	politiker
πολιτικό	politisk
φιλοσοφία	filosofien
φιλοσοφία	filosofi
συμμετέχει	deltager
χημική	kemisk
χημική	kemikalie
βίντεο	videoen
βίντεο	video
βίντεο	videoer
ασίας	asien
ασίας	asia
ίδρυσε	grundlagde
ίδρυσε	grundlagt
παλιά	gammelt
παλιά	old
παλιά	gamle
παλιά	gammel
μονάδα	enhed
μονάδα	unit
βρετανία	storbritannien
στρατηγός	generelt
στρατηγός	generel
στρατηγός	generelle
στρατηγός	almindelig
εξαιρετικά	ekstremt
εξαιρετικά	glimrende
εξαιρετικά	fremragende
εξαιρετικά	excellent
οικονομικά	økonomi
ίδρυμα	instituttet
ίδρυμα	foundation
ίδρυμα	institut
ίδρυμα	fond
ίδρυμα	stiftelse
ίδρυμα	fundament
ίδρυμα	institution
ίδρυμα	institutionen
κάποιον	nogen
διεύθυνση	direktoratet
διεύθυνση	direktorat
διεύθυνση	adresse
υπόλοιπα	hvil
υπόλοιπα	hvile
υπόλοιπα	balancer
πάπας	pope
πάπας	pave
πάπας	paven
σταθμό	station
σταθμό	stationen
σχετική	relativ
σχετική	relevant
σχετική	relevante
σχετική	relaterede
σχετική	relateret
σχετική	beslægtet
αρχιτεκτονική	arkitekturen
αρχιτεκτονική	arkitektur
προπονητές	busser
προπονητές	trænere
προπονητές	personvogne
προπονητές	rutebiler
δραστηριότητα	aktiviteten
δραστηριότητα	aktivitet
τεχνική	teknisk
τεχνική	tekniske
τεχνική	teknikken
τεχνική	teknik
διαμέρισμα	flad
διαμέρισμα	lejlighed
διαμέρισμα	fladt
διαμέρισμα	flade
διαμέρισμα	lejligheden
διαμέρισμα	lejlighed
γράμματα	plat
γράμματα	haler
γράμματα	bogstaver
γράμματα	breve
μακεδονία	makedonien
πιθανώς	formentlig
πιθανώς	sikkert
πιθανώς	formodentlig
πιθανώς	sandsynligvis
πιθανώς	muligvis
ανδρέας	andreas
κάποιοι	nogle
εθνικός	nationale
εθνικός	nationalt
εθνικός	national
εθνικός	landsdækkende
υόρκη	york
βασιλική	klosterkirken
βασιλική	kongelige
βασιλική	kongeligt
βασιλική	royale
βασιλική	royal
βασιλική	kongelig
μνημείο	skelsættende
μνημείο	mindesmærke
μνημείο	mindehøjtidelighed
μνημείο	memorial
μνημείο	monument
τζέιμς	james
μονάδες	enheder
είπε	sagde
είπε	said
γονείς	forældrene
γονείς	forældre
δημοτική	kommunale
δημοτική	kommunalt
δημοτική	kommunal
μάχες	slåskampe
μάχες	kampe
μάχες	slagsmål
μάχες	kæmpe
μάχες	slås
μάχες	kæmper
μάχες	kampe
μάχες	slåskamp
μάχες	kampe
πολιτικά	politik
πολιτικά	politisk
καθεστώς	status
καθεστώς	statussen
καθεστώς	ordning
καθεστώς	regimet
καθεστώς	styret
καθεστώς	regime
ρωμαϊκή	romerske
ρωμαϊκή	roman
ρωμαϊκή	romer
ρωμαϊκή	romersk
λογική	begrundelse
λογική	logisk
λογική	logiske
