den	os
sports	desportos
kungariket	reino
kungariket	kingdom
bildade	formado
bildade	formada
bildade	formados
röst	voice
röst	voz
sofia	sofia
sofia	sófia
sofia	sofia
sofia	sophia
oblast	oblast
lokala	locais
lokala	local
precis	exatamente
precis	exactamente
piano	piano
hölls	realizada
hölls	realizado
hölls	segurou
spring	executar
spring	corra
spring	run
spring	correr
spring	corre
uppslagsbok	enciclopédia
samarbete	colaboração
samarbete	cooperação
hockey	hóquei
hockey	hockey
free	livre
free	grátis
free	free
free	gratuito
försök	tenta
försök	tente
försök	tentar
försök	experimente
försök	experimenta
oss	oss
eritrea	eritreia
följd	sucessão
tjänst	serviço
bidrag	subsídios
bidrag	subvenções
bidrag	subsídios
bidrag	bolsas
bidrag	subvenções
bidrag	contributo
bidrag	contribuição
bidrag	contributos
bidrag	contribuições
cot	berço
cot	cot
frank	frank
jesus	jesus
angeles	angeles
priset	preço
priset	preços
priset	price
visa	vista
visa	ver
visa	visualizar
visa	visualização
visa	exibição
visa	exibir
visa	mostra
visa	espetáculo
visa	mostrar
visa	show
kalmar	kalmar
grupper	grupos
tagit	tirada
tagit	tomado
tagit	levado
tagit	tomadas
tagit	tiradas
kontrakt	contratos
kontrakt	contrato
fråga	pergunte
fråga	pedir
fråga	pergunta
fråga	perguntar
fråga	consulta
fråga	query
fråga	questão
fråga	pergunta
vår	nossa
vår	nossas
vår	nossos
vår	nosso
vår	vår
vår	nossa
vår	nosso
wilson	wilson
bäst	melhor
bäst	melhores
bäst	best
projekt	project
projekt	projeto
projekt	projecto
projekt	projectos
projekt	projetos
tur	sortuda
tur	sorte
tur	lucky
tur	sortudo
tur	sorte
tur	luck
radera	apagar
radera	apaga
radera	apague
radera	apaguem
radera	apago
radera	excluindo
radera	apagar
radera	apagando
radera	apagar
radera	excluir
radera	apaga
radera	eliminar
bor	bor
bor	boro
militär	militares
militär	militar
uppgifter	informações
uppgifter	informação
uppgifter	atribuições
uppgifter	tarefas
uppgifter	data
uppgifter	dados
piper	piper
piper	flautista
piper	apitar
umeå	umeå
das	das
blue	blue
blue	azul
blue	azuis
prince	principe
prince	prince
prince	príncipe
nordiska	nórdica
nordiska	nórdico
nordiska	nórdicos
eriksson	eriksson
sucre	sucre
frågor	problemas
frågor	questões
frågor	questões
frågor	perguntas
frågor	consultas
floden	rio
menar	média
hills	colinas
hills	hills
björn	bjorn
björn	ursinho
björn	bear
björn	urso
björn	björn
code	codigo
code	código
nationella	national
nationella	nacionais
nationella	nacional
bygger	constrói
alpes	alpes
domare	juíz
domare	juíza
domare	juiz
domare	julgar
domare	juízes
domare	juizes
domare	árbitro
premiär	estréia
premiär	estreia
journalist	jornalista
journalist	repórter
journalist	reporter
ridge	cume
ridge	ridge
bukit	bukit
följer	seguindo
följer	seguintes
följer	siga
följer	segue
följer	seguir
följer	sigam
följer	follow
följer	segue
estland	estónia
estland	estônia
saknar	saudades
saknar	menina
saknar	saudade
saknar	ausente
saknar	faltam
saknar	falta
saknar	faltando
myror	formigas
försökte	tentaram
försökte	tentou
försökte	tentei
försökte	tentado
zagreb	zagreb
tour	tour
arbeten	emprego
arbeten	trabalhos
arbeten	empregos
ferdinand	ferdinand
ferdinand	fernando
indian	indianos
indian	índios
indian	indian
indian	índio
indian	indiano
indian	índia
skalbaggar	besouro
skalbaggar	escaravelho
skalbaggar	besouros
skalbaggar	fusca
skalbaggar	coleópteros
skalbaggar	besouros
slog	atingido
slog	bate
slog	hit
slog	bater
slog	bateu
png	png
bodde	viveu
bodde	vivi
bodde	morava
bodde	vivia
bodde	vivido
svarta	preta
svarta	black
svarta	preto
svarta	negro
svarta	pretas
svarta	negros
svarta	pretos
haute	haute
byggnader	edifícios
byggnader	imóveis
byggnader	prédios
baserad	baseado
baserad	baseados
spår	track
spår	trilha
spår	faixa
spår	rasto
spår	trail
spår	trilha
spår	trilho
spår	rastro
spår	trilhas
spår	trilhos
spår	faixas
spår	traces
spår	traços
spår	vestígios
spår	traço
spår	vestígios
spår	trace
kraft	kraft
kraft	force
kraft	força
kraft	forçar
kraft	potência
kraft	energia
kraft	poder
kraft	power
jack	valete
jack	jack
idaho	idaho
kategori	categoria
franz	franz
skapad	gerados
skapad	gerado
skapad	gerada
skapad	geradas
skapad	criadas
skapad	criada
skapad	criado
skapad	criados
skapad	criou
unga	young
unga	jovem
unga	jovens
relativt	parente
relativt	relativa
relativt	relativo
relativt	relativamente
våren	spring
våren	primavera
våren	mola
bana	pista
bana	passarela
bana	bana
bana	órbita
bana	orbita
francisco	francisco
eva	eva
eva	eva
eva	véspera
eva	eve
beslut	decisão
beslut	decisões
gabon	gabão
georgien	georgia
georgien	geórgia
debuterade	estreou
scott	scott
ifk	ifk
lunds	lund
american	americano
american	americanos
american	american
american	americana
hustru	mulher
hustru	esposa
moskva	moscou
moskva	moscovo
guvernör	governadora
guvernör	governador
dos	dos
dos	posologia
dos	dosagem
dos	dosagem
dos	dose
jackson	jackson
slutligen	enfim
slutligen	finalmente
olsson	olsson
vanlig	comum
vanlig	frequentes
vanlig	common
vanlig	frequente
estero	estero
utgiven	publicados
utgiven	publicou
utgiven	publicadas
utgiven	publicada
utgiven	publicado
italiensk	italiana
italiensk	italianos
italiensk	italiano
suva	suva
range	cordilheira
range	alcance
range	intervalo
range	gama
hitta	encontrar
hitta	encontrando
hitta	encontrar
hitta	encontre
hitta	encontra
forskning	investigação
forskning	pesquisa
forskning	pesquisas
jonas	jonas
klart	limpo
klart	clear
klart	limpar
klart	claramente
öppna	abre
öppna	aberto
öppna	abra
öppna	abrir
öppna	aberta
öppna	open
grundade	fundado
grundade	fundou
grundade	fundada
haiti	haiti
viktigaste	principais
viktigaste	main
viktigaste	principal
följde	seguido
följde	seguida
följde	seguiu
följde	seguidos
följde	seguiram
skola	escola
hertig	duque
hertig	duke
tidiga	early
tidiga	cedo
ledning	gerência
ledning	gestão
ledning	gerenciamento
litteratur	literatura
rysk	russa
rysk	russas
rysk	russo
rysk	russos
metal	metais
metal	metal
viktiga	importante
viktiga	importantes
upplagan	edição
nio	nove
nio	nine
fungerar	trabalhando
fungerar	trabalhar
fungerar	funcionando
fungerar	funciona
fungerar	obras
fungerar	trabalhos
fungerar	works
fungerar	trabalha
läkare	médico
läkare	medicos
läkare	doutores
läkare	médicos
läkare	doutor
läkare	médica
läkare	doutora
läkare	doctor
läkare	médico
vunnit	venceu
vunnit	won
vunnit	ganhou
vunnit	ganhado
lago	lago
motsvarar	correspondem
motsvarar	corresponde
warren	warren
hot	ameaças
hot	quente
hot	gostosa
hot	gostosas
hot	ameaças
hot	ameaça
resultatet	resultado
försöker	tentativas
försöker	tentar
försöker	tentando
yrke	profissão
yrke	ocupação
yrke	profissão
katanga	katanga
fartyg	recipiente
fartyg	embarcação
fartyg	navio
fartyg	nave
fartyg	embarcação
fartyg	navio
fartyg	navios
fartyg	naves
fartyg	navios
fartyg	embarcações
västerås	västerås
japanska	japonesa
japanska	japonês
japanska	japão
japanska	japoneses
västergötland	västergötland
universitetet	university
universitetet	universidade
begreppet	conceito
svt	svt
cape	cape
cape	cabo
cape	capa
arbetar	funciona
arbetar	obras
arbetar	trabalhos
arbetar	works
arbetar	trabalha
arbetar	trabalhando
arbetar	trabalhar
arbetar	funcionando
motsvarande	equivalentes
motsvarande	equivalente
motsvarande	correspondente
motsvarande	correspondendo
motsvarande	correspondentes
riksdagen	reichstag
riksdagen	parlamento
klass	turma
klass	classe
klass	aula
fru	sra
fru	mulher
fru	esposa
filippinerna	filipinas
etikett	rótulo
etikett	etiqueta
etikett	label
etikett	gravadora
royal	real
royal	royal
rapids	rápidos
rapids	rapids
euphorbia	euphorbia
saknas	ausente
saknas	faltam
saknas	falta
saknas	faltando
cypern	chipre
herrar	cavalheiros
herrar	senhores
herrar	lordes
herrar	senhores
herrar	mestres
herrar	masters
herrar	mestrado
françois	françois
françois	françois
antonio	antónio
antonio	antônio
antonio	antonio
politisk	politico
politisk	político
invigdes	inaugurado
invigdes	inaugurou
invigdes	inaugurada
speciellt	especialmente
speciellt	especial
speciellt	special
speciellt	especiais
speciellt	especialmente
höll	realizada
höll	realizado
höll	segurou
höll	manteve
höll	mantidos
höll	mantidas
höll	mantido
höll	mantida
ghana	gana
bad	rezou
bad	ruim
bad	bad
bad	mau
bad	má
bad	banheira
bad	banho
bad	bath
media	mídia
media	media
damaskus	damasco
paulo	paulo
perioden	periodo
perioden	período
manus	argumento
manus	guião
manus	roteiro
manus	guiões
manus	roteiros
manus	scripts
manus	manus
manus	manuscrito
manus	guião
manus	roteiro
manus	script
skapade	criadas
skapade	criada
skapade	criado
skapade	criados
skapade	criou
pass	passaportes
pass	passaporte
gått	gone
gått	ido
gått	sumido
gått	passou
press	imprensa
press	pressione
tränare	trainer
tränare	formador
tränare	treinador
tränare	treinadores
tränare	carruagens
tränare	coach
tränare	treinador
kultur	cultura
blå	blue
blå	azul
blå	azuis
intresse	juros
intresse	interesse
tävling	raça
tävling	corrida
tävling	race
tävling	concurso
tävling	competição
tävling	concorrência
tävling	concurso
tävling	competição
karelen	carélia
walter	walter
lägre	lower
lägre	inferior
författaren	autor
författaren	autora
inklusive	incluindo
inklusive	inclusive
omgivningen	envolvente
omgivningen	arredores
bestående	permanente
bestående	permanentes
bestående	duradouro
bestående	consistindo
bestående	duradoura
bestående	duradouras
bestående	duradouro
abitibi	abitibi
kvinna	mulher
kvinna	mulher
kvinna	fêmea
kvinna	feminino
outaouais	outaouais
andreas	andreas
andreas	andré
andreas	andrew
témiscamingue	témiscamingue
nunavut	nunavut
ersattes	substituído
ersattes	substituídos
ersattes	substituída
ersattes	substituiu
victor	vítor
victor	victor
victor	vitor
baie	baie
uppgift	tarefa
air	ar
air	air
persiska	persa
persiska	persas
cañada	cañada
översatt	traduzida
översatt	traduzidas
översatt	traduzido
baker	baker
baker	padeiro
georgia	georgia
georgia	geórgia
bytte	trocado
bytte	trocado
bytte	trocou
bytte	trocada
bytte	negociado
bytte	trocado
bytte	trocou
bytte	negociados
döda	mate
döda	kill
döda	matem
döda	matar
döda	mata
döda	morta
döda	morto
döda	mortos
döda	dead
döda	matança
döda	matando
döda	matar
samuel	samuel
teater	teatro
teater	teatro
rosa	pink
rosa	rosa
rosa	rosa
loire	loire
kvinnliga	mulher
kvinnliga	fêmea
kvinnliga	feminino
sid	sid
hamilton	hamilton
vice	delegada
vice	adjunto
vice	deputado
vice	delegado
vice	vício
vice	vice
aik	aik
anne	anne
anne	ana
ekonomisk	econômico
ekonomisk	econômica
betydande	substancial
betydande	substanciais
betydande	significativos
betydande	significativo
betydande	significativa
betydande	significante
betydande	significativas
östergötland	östergötland
veckor	semanas
resa	viajar
resa	viagem
resa	viaje
resa	viagens
resa	viagem
resa	jornada
resa	journey
resa	viajando
resa	viajar
resa	viagem
resa	trip
resa	viajando
resa	viajar
moore	moore
helst	preferencialmente
helst	idealmente
öppen	abre
öppen	aberto
öppen	abra
öppen	abrir
öppen	aberta
öppen	open
deltagare	participantes
deltagare	participantes
deltagare	participante
gruva	meu
gruva	mina
gruva	minha
gruva	minas
lämna	deixe
lämna	sair
lämna	deixar
bangui	bangui
illinois	illinois
pengar	dinheiro
pengar	money
pengar	grana
julius	julius
julius	júlio
nyland	uusimaa
priser	preços
priser	prémios
priser	prêmios
din	din
din	seu
din	sua
din	seu
din	sua
slag	socos
slag	murros
slag	batalhas
persson	persson
alfabetisk	alfabético
alfabetisk	alfabética
ägare	dona
ägare	proprietária
ägare	dono
ägare	proprietário
ägare	proprietários
ägare	donos
ägare	apropriação
ägare	propriedade
ägare	posse
kasai	kasai
azerbajdzjan	azerbaijão
norrbotten	norrbotten
taylor	taylor
museet	museus
museet	museu
vänster	esquerdo
vänster	left
vänster	esquerda
vänster	partiu
spelas	jogado
spelas	jogou
spelas	tocou
spelas	joguei
spelas	jogaram
regissör	director
regissör	directora
regissör	diretora
regissör	diretor
regissör	realizador
storlek	size
storlek	tamanho
storlek	dimensão
sweden	suécia
grad	grad
grad	patente
grad	rank
grad	posto
grad	licenciatura
grad	grau
grad	graus
oslo	oslo
lån	empréstimo
lån	empréstimos
lån	empréstimo
extra	figurante
extra	extra
valley	valley
valley	vale
levde	viveu
levde	vivi
levde	morava
levde	vivia
levde	vivido
rid	livrar
rid	ride
rid	cavalgada
rid	rolê
rid	boleia
rid	passeio
kategorin	categoria
delta	participe
delta	participa
delta	participem
delta	participar
delta	delta
göran	göran
göran	goran
kör	executar
kör	execute
kör	executem
kör	executar
kör	corra
kör	run
kör	correr
kör	corre
kör	conduzir
kör	dirigindo
kör	condução
kör	conduzindo
kör	conduzir
kör	conduza
kör	conduz
kör	drive
kör	executando
kör	running
kör	correndo
funnits	existiam
funnits	existia
funnits	existiram
funnits	existiu
funnits	existido
albanien	albânia
kritik	críticas
kritik	crítica
kritik	crítica
kritik	críticas
maja	maja
högt	alto
högt	high
högt	altos
högt	altas
högt	alta
högt	alto
högt	barulhenta
högt	barulhento
åke	åke
åke	ake
image	image
image	imagem
stark	forte
stark	strong
stark	fortes
stark	stark
morne	morne
katolska	católico
katolska	católicas
katolska	católicos
katolska	catolicismo
katolska	católica
minas	minas
militära	militares
militära	militar
bangladesh	brazil
bangladesh	bangladeche
bangladesh	bangladesh
bulbophyllum	bulbophyllum
regering	governo
kristna	christian
kristna	cristã
kristna	cristiano
kristna	cristão
kristna	cristãos
kristna	cristãos
språket	língua
språket	idioma
språket	linguagem
douglas	douglas
rubriken	cabeçalho
rubriken	manchete
spelaren	player
spelaren	reprodutor
spelaren	jogador
vitryssland	bielorússia
vitryssland	bielorrusso
vitryssland	bielorrússia
vitryssland	bielorrussa
vitryssland	bielorrusso
valkrets	eleitorado
valkrets	circunscrição
okänt	desconhecida
okänt	desconhecidos
okänt	desconhecidas
okänt	desconhecido
yaoundé	yaoundé
utvecklades	desenvolvido
utvecklades	desenvolvidas
utvecklades	desenvolvidos
utvecklades	desenvolvida
utvecklades	desenvolveu
utvecklades	evoluiu
utvecklades	evoluído
utvecklades	evoluíram
orden	orden
lewis	lewis
romersk	romana
romersk	romanas
romersk	roman
romersk	romano
romersk	romanos
syster	sister
syster	irmã
syster	enfermeira
syster	enfermeiro
münchen	münchen
münchen	munique
ludvig	ludvig
ludvig	luiz
ludvig	luis
ludvig	luís
ludvig	louis
skiljer	distingue
skiljer	separa
enkelt	simple
enkelt	simples
enkelt	facilmente
enkelt	facil
enkelt	fácil
enkelt	easy
enkelt	calma
vän	amigo
vän	amiga
young	young
young	jovem
young	jovens
not	note
not	nota
house	casa
vit	brancos
vit	branco
vit	white
vit	brancas
vit	branca
aux	aux
syfte	finalidade
syfte	objetivo
syfte	objectivo
syfte	propósito
typer	tipos
slottet	castelo
rowspan	rowspan
arbeta	trabalhos
arbeta	trabalho
arbeta	trabalhar
arbeta	trabalhe
arbeta	trabalhando
arbeta	trabalhar
arbeta	funcionando
andré	andre
andré	andré
andré	andré
slätt	plain
slätt	planície
slätt	simples
slätt	suave
slätt	suaves
slätt	liso
fallet	case
fallet	caso
stycken	parágrafos
framgång	sucessos
framgång	êxito
framgång	sucesso
exemplar	espécimes
exemplar	espécime
exemplar	espécimes
exemplar	exemplares
exemplar	cópias
college	faculdade
college	colégio
college	college
college	universidade
ash	ash
ash	cinza
ash	cinzas
wisconsin	wisconsin
jacob	jacob
jacob	jacó
davis	davis
officiellt	oficial
officiellt	funcionário
officiellt	official
officiellt	oficiais
officiellt	oficialmente
afrika	áfrica
systemet	system
systemet	sistema
prins	principe
prins	prince
prins	príncipe
bank	banca
bank	bancário
bank	bancários
bank	banco
bank	bank
drog	puxado
drog	puxados
drog	puxou
drog	puxada
drog	fármaco
drog	droga
eau	eau
professionell	professional
professionell	profissionais
professionell	profissional
rollen	papel
femte	quinto
femte	quinta
anton	anton
ung	young
ung	jovem
ung	jovens
nicaragua	nicarágua
ton	toneladas
ton	toneladas
ton	tonelada
ton	ton
ton	tons
ton	tone
ton	tonelada
ton	toneladas
doktor	doutor
doktor	médica
doktor	doutora
doktor	doctor
doktor	médico
marken	ground
marken	terreno
arida	arida
mats	mats
mats	tapetes
inflytande	influencia
inflytande	influência
inflytande	influências
inflytande	influenciar
inflytande	alavancagem
mile	milha
carex	carex
gabriel	gabriel
fria	livre
fria	grátis
fria	free
fria	gratuito
fri	livre
fri	grátis
fri	free
fri	gratuito
serier	quadrinhos
serier	comics
serier	gibis
serier	series
serier	série
serier	séries
fred	paz
fred	fred
bakgrund	antecedentes
bakgrund	fundo
seger	vitoria
seger	victory
seger	vitória
höger	certo
höger	direito
höger	direita
mina	mina
mina	meu
mina	mina
mina	minha
maine	maine
plan	avião
plan	plano
plan	plan
plan	planejar
plan	aviões
day	dia
litet	small
litet	pequenos
litet	pequeno
litet	pequena
litet	pequenas
litet	pequeno
litet	pouco
litet	pequena
litet	little
vanligtvis	geralmente
vanligtvis	normalmente
vanligtvis	habitualmente
vanligtvis	usualmente
vanligtvis	normalmente
gott	boa
gott	bom
gott	saboroso
gott	gostoso
gott	saborosa
gott	gott
bou	bou
data	data
data	dados
adam	adão
adam	adam
betydligt	consideravelmente
betydligt	significativamente
steg	step
steg	passo
steg	etapa
steg	degrau
steg	degraus
steg	etapas
steg	passos
svensson	svensson
svensson	silva
svensson	smith
hugo	hugo
rör	touch
rör	toques
rör	toque
rör	tubo
rör	cano
rör	cachimbo
rör	pipe
rör	canos
rör	cachimbos
rör	canos
rör	tubos
rör	tubos
rör	tubo
rör	tube
infördes	introduzida
infördes	introduziu
infördes	introduzidas
infördes	introduzidos
infördes	introduzido
status	status
status	estatuto
status	estado
fort	forte
fort	fortaleza
fort	fort
ljus	light
ljus	luz
ljus	leve
ljus	velas
ljus	lights
ljus	luzes
ljus	vela
möjlighet	possibilidade
möjlighet	opportunity
möjlighet	oportunidade
möjlighet	oportunidades
möjlighet	opção
charlotte	charlotte
charlotte	carlota
satt	sab
satt	sentei
satt	sentado
satt	sáb
satt	sat
ponta	ponta
vrh	vrh
make	marido
make	esposo
romerska	romana
romerska	romanas
romerska	roman
romerska	romano
romerska	romanos
high	alto
high	high
high	altos
high	altas
high	alta
bois	bois
biskop	bispo
sådant	tal
sådant	tais
tillstånd	autorização
tillstånd	autorizações
tillstånd	permitir
tillstånd	permissão
inledde	iniciadas
inledde	iniciada
inledde	iniciado
inledde	iniciados
inledde	lançado
inledde	lançou
inledde	lançada
sitter	sentando
sitter	sentado
sitter	sentada
sitter	sentados
real	real
real	verdadeiro
real	reais
real	verdadeiros
real	verdadeira
organisation	organização
organisation	organização
rhône	ródano
rhône	rhône
vecka	semana
vecka	semanal
vecka	semanalmente
vecka	semanais
normandie	normandia
mallen	modelo
släppte	caiu
släppte	largado
karlsson	karlsson
anges	listada
anges	listado
anges	enumerados
anges	listados
dan	dan
bob	bob
bob	beto
skapades	criadas
skapades	criada
skapades	criado
skapades	criados
skapades	criou
normalt	normalmente
normalt	normais
normalt	normal
ställning	status
ställning	estatuto
ställning	estado
ställning	posição
tävlade	competiu
tävlade	competiram
direktör	director
direktör	directora
direktör	diretora
direktör	diretor
direktör	realizador
kap	cape
kap	cabo
kap	capa
funktion	função
funktion	funções
sachsen	sachsen
sachsen	saxónia
sachsen	saxônia
administrativa	administrativa
administrativa	administrativos
administrativa	administrativas
administrativa	administrativo
israel	israel
stanley	stanley
major	major
utmärkelser	honras
utmärkelser	prémios
utmärkelser	premiação
utmärkelser	awards
utmärkelser	prêmios
utmärkelser	condecorações
utmärkelser	decorações
utmärkelser	insígnias
utmärkelser	distintivos
vinna	win
vinna	ganhe
vinna	ganhar
vinna	vencer
vinna	vitória
vinna	vencendo
vinna	ganhando
vinna	ganhar
målare	pintores
målare	pintora
målare	pintor
saker	coisas
bureau	bureau
projektet	project
projektet	projeto
projektet	projecto
verkade	compareceu
verkade	apareceu
verkade	apareceram
verkade	parecia
verkade	pareceu
motor	motor
motor	motor
bildar	formando
användning	uso
användning	utilização
användning	uso
användning	usar
användning	use
användning	utilizar
användning	utilização
brunswick	brunswick
vänner	friends
vänner	amigos
vänner	amigas
joe	joe
roger	rogério
roger	roger
skrifter	escritos
förenade	unidas
förenade	unida
förenade	united
förenade	unidos
hälsingland	hälsingland
medeltiden	medievais
medeltiden	medieval
versionen	versão
greve	conde
greve	conte
greve	count
greve	contagem
internet	internet
huvudstad	capitais
huvudstad	capital
emil	emílio
emil	emil
skellefteå	skellefteå
polska	polonês
polska	polaco
polska	polonesa
tecken	assine
tecken	signo
tecken	assina
tecken	assinar
tecken	sinal
tecken	carácter
tecken	caractere
tecken	personagem
tecken	caracter
tecken	caráter
tecken	caracteres
tecken	carateres
tecken	personagens
tecken	sinalização
tecken	sinais
tecken	signos
föräldrar	pais
tillräckligt	suficientemente
tillräckligt	suficiente
tillräckligt	chega
tillräckligt	suficiente
tillräckligt	suficientes
open	abre
open	aberto
open	abra
open	abrir
open	aberta
open	open
teatern	teatro
lägger	colocar
lägger	coloca
lägger	pôr
lägger	posta
lägger	coloque
shi	shi
sjöar	lagos
sjöar	lago
ämnen	tópicos
ämnen	temas
ämnen	sujeitos
ämnen	substâncias
forskare	pesquisador
forskare	investigadora
forskare	investigador
forskare	cientista
forskare	cientistas
forskare	investigadores
forskare	pesquisadores
forskare	cientistas
barcelona	barcelona
väst	west
väst	ocidente
väst	oeste
väst	colete
permanent	permanente
permanent	permanentes
permanent	permanentemente
sånger	músicas
sånger	canções
sånger	songs
politiskt	politicamente
politiskt	politico
politiskt	político
theodor	theodor
theodor	theodore
theodor	teodoro
anledning	razão
anledning	motivo
etc	etc
avsnittet	seção
avsnittet	secção
krav	exigência
krav	requisito
krav	exigências
krav	requisitos
krav	prescrições
krav	demandas
krav	exigências
personen	pessoa
commons	commons
commons	comuns
amt	amt
brott	delitos
brott	ofensas
brott	infracções
brott	crimes
brott	criminalidade
brott	delito
brott	crime
användaren	usuários
användaren	utilizador
användaren	usuário
anderson	anderson
harris	harris
rekord	registro
rekord	recorde
rekord	gravar
rekord	record
byggde	construída
byggde	construídos
byggde	construídas
byggde	construído
laurentides	laurentides
nedre	lower
nedre	inferior
nedre	fundo
nedre	bottom
bill	bill
bil	carro
bil	automóvel
bil	automóvel
khor	khor
mall	modelo
bilden	foto
bilden	fotografia
bilden	imagem
bilden	image
bilden	imagem
prix	prix
ökade	aumentado
ökade	aumentados
ökade	aumentou
ökade	aumentada
bär	vestindo
bär	bagas
bär	veste
bär	vestir
bär	desgaste
bär	baga
bär	bagas
bär	berry
budapest	budapeste
kapten	capitã
kapten	capitão
röd	vermelhas
röd	vermelha
röd	vermelho
röd	vermelhos
röd	red
lord	senhor
turkiet	turquia
nelson	nelson
organisationen	organização
organisationen	organização
vasa	vasa
vasa	vaasa
känner	feel
känner	sentir
känner	sente
känner	sinta
känner	sente
känner	sentimento
känner	sentindo
känner	sensação
känner	feeling
produktion	output
produktion	saída
produktion	produção
omfattning	extensão
omfattning	escopo
omfattning	âmbito
internationell	internacional
internationell	international
internationell	internacionais
utom	excepto
utom	exceto
portugal	portugal
förhållande	relação
förhållande	rácio
förhållande	proporção
förhållande	relacionamentos
förhållande	relacionamento
förhållande	relação
cours	cours
utgjorde	constituído
utgjorde	constituíam
romanen	romance
romanen	novela
timmar	horário
timmar	horas
gilbert	gilberto
gilbert	gilbert
nationalitet	nacionalidade
frederick	frederico
frederick	frederick
post	correio
post	mail
post	postar
post	publicar
post	publicação
post	pós
post	post
post	entrada
sund	saudável
sund	sãos
sund	saudáveis
sund	estreito
beskrivs	descreve
beskrivs	descritos
beskrivs	descreveu
beskrivs	descritas
beskrivs	descrita
beskrivs	descrito
bissau	bissau
föremål	itens
föremål	artigos
föremål	objeto
föremål	objecto
föremål	item
föremål	objectos
föremål	objetos
föremål	sujeito
föremål	assunto
föremål	objecto
relevant	relevância
relevant	pertinência
relevant	pertinente
relevant	relevante
relevant	pertinentes
relevant	relevantes
ledande	conduzindo
ledande	liderando
ledande	liderar
lunda	lunda
ishockey	hóquei
ishockey	hockey
total	total
sammanhang	contexto
röster	votações
röster	votação
röster	votos
röster	vota
röster	vozes
röster	voices
placering	posicionamento
placering	colocação
mali	mali
lagoa	lagoa
lopp	raças
lopp	corridas
lopp	raça
lopp	corrida
lopp	race
linje	line
linje	linha
beror	depende
beror	depender
beror	dependem
sociala	sociais
sociala	social
undantag	excepções
undantag	exceções
undantag	isenções
undantag	isenção
undantag	exceções
undantag	excepção
undantag	exceção
undantag	derrogação
undantag	isenções
undantag	excepções
dur	dur
astragalus	astragalus
breuning	breuning
sydafrika	áfrica
kraftigt	fortemente
kraftigt	pesadamente
kraftigt	fortemente
kraftigt	energicamente
kraftigt	vigorosamente
horn	cornos
horn	chifres
horn	corno
horn	horn
horn	chifre
horn	buzina
internationellt	internacional
internationellt	international
internationellt	internacionais
internationellt	internacionalmente
kanaler	canais
kanaler	canais
köpte	comprei
köpte	comprou
köpte	comprada
köpte	comprado
köpte	comprados
visst	claro
beskriver	descrevendo
beskriver	descreve
beskriver	descrever
beskriver	descreve
beskriver	descreva
talen	discursos
gordon	gordon
vetenskapliga	científico
vetenskapliga	científica
nivå	nivel
nivå	nível
nivå	level
norrköping	norrköping
programledare	apresentadora
programledare	apresentador
flygplan	aviões
flygplan	avião
flygplan	aeronave
flygplan	aviões
flygplan	aeronaves
flygplan	avião
flygplan	avião
burundi	burundi
allmänt	generalidades
allmänt	gerais
allmänt	geral
allmänt	general
förening	associação
förening	association
förening	composto
förening	compostos
riktigt	real
riktigt	verdadeiro
riktigt	reais
riktigt	verdadeiros
riktigt	verdadeira
soldater	soldados
pedro	pedro
nordisk	nórdica
nordisk	nórdico
nordisk	nórdicos
nordisk	nordisk
senast	último
senast	últimas
senast	last
senast	últimos
senast	última
senast	últimos
senast	últimas
bryssel	bruxelas
viktigt	importante
viktigt	importantes
läsning	ler
läsning	lendo
läsning	leitura
carlos	carlos
politik	política
politik	politica
politik	política
politik	políticas
sonen	son
sonen	filho
växjö	växjö
vikt	peso
levande	vivos
levande	living
levande	vivendo
levande	viver
levande	viva
levande	live
levande	viver
levande	viva
levande	vivos
levande	vivas
levande	vivo
levande	alive
baden	baden
börja	comece
börja	comecem
börja	iniciar
börja	começa
börja	início
börja	começar
börja	começar
börja	comece
börja	comecem
gösta	gösta
karin	karin
kroppen	body
kroppen	corpo
närvarande	presentes
närvarande	presente
pennsylvania	pennsylvania
pennsylvania	pensilvânia
massachusetts	massachusetts
can	pode
can	podem
can	lata
can	can
serbien	sérvia
någonsin	ever
någonsin	nunca
redaktör	editor
redaktör	editora
sammanlagt	total
anställda	trabalhadores
anställda	assalariados
anställda	funcionários
anställda	empregados
flytta	mover
flytta	movendo
dikter	poemas
damer	senhoritas
damer	senhoras
damer	damas
korta	curto
korta	short
korta	curtas
korta	curta
korta	breves
korta	breve
stå	stand
representerade	representada
representerade	representado
representerade	representados
representerade	representadas
representerade	representou
jakob	jakob
jakob	jacob
jakob	jacó
jakob	james
jakob	jaime
jakob	tiago
psychotria	psychotria
instrument	instrumentos
instrument	instrumentação
instrument	instrumento
klara	pronto
klara	preparados
klara	pronta
klara	prontos
klara	preparado
klara	klara
stater	estados
leda	leda
leda	chumbo
leda	lead
leda	liderar
länk	link
länk	ligação
bolag	corporações
bolag	empresa
bolag	company
bolag	companhia
bolag	companhias
bolag	empresas
brev	correio
brev	mail
brev	cartas
brev	letras
brev	letra
brev	carta
opera	opera
opera	ópera
opera	óperas
sen	tarde
sen	atrasada
sen	tardia
sen	atrasados
sen	atrasado
sen	então
sen	depois
sen	sen
chicago	chicago
yukon	yukon
sir	senhor
former	formas
former	formas
former	impressos
former	formulários
regel	regra
miljarder	bilhão
miljarder	bilhões
miljarder	biliões
miljarder	bilhões
artiklarna	artigos
begrepp	conceito
begrepp	termos
begrepp	noções
