connecticut	connecticut
due	porumbei
due	porumbel
due	dove
innlandet	hinterlandul
krigene	războaiele
krigene	razboaie
krigene	războaie
jung	jung
richards	richards
edda	edda
guyana	guyana
norfolk	norfolk
notert	notat
notert	remarcat
heyerdahl	heyerdahl
clara	clara
clara	clară
posthumt	postum
harper	harper
tunneler	tuneluri
tunneler	tunelele
tunneler	tunelurile
tunneler	tunele
control	control
control	controlează
control	controlul
kid	copile
kid	kid
emmy	emmy
elin	elin
queens	reginele
queens	regine
queens	queens
gun	pistol
gun	armă
gun	arma
enger	enger
solveig	solveig
yale	yale
ifk	ifk
brød	paine
brød	pâine
brød	pâinea
ain	ain
aluminium	aluminiu
aluminium	aluminiu
kreis	kreis
bestilt	rezervat
bestilt	comandat
bestilt	ordonat
nebraska	nebraska
brakt	adusă
brakt	adusa
brakt	adus
cornelius	cornelius
skoger	woods
skoger	paduri
skoger	păduri
skoger	padure
skoger	pădure
skoger	paduri
skoger	păduri
skoger	pădurile
slovakisk	slovacă
slovakisk	slovacia
medley	potpuriu
sirkel	cercul
sirkel	circle
sirkel	cerc
bensin	benzina
bensin	petrol
bensin	benzină
bensin	gaze
bensin	gaz
bensin	benzina
bensin	benzină
sapporo	sapporo
trenge	nevoie
stol	fotoliu
stol	scaun
viken	viken
mhz	mhz
midlertidige	temporare
midlertidige	temporara
midlertidige	temporar
midlertidige	temporară
omgivelsene	imprejurimi
omgivelsene	împrejurimi
omgivelsene	împrejurimile
bryllup	nunti
bryllup	nuntă
bryllup	nunta
bowie	bowie
registrering	înregistrare
registrering	inregistrare
kiel	kiel
korrupsjon	coruptie
kontakter	contacte
kontakter	contactele
norwich	norwich
newman	newman
størrelser	mărimi
størrelser	marimi
størrelser	dimensiuni
wimbledon	wimbledon
aviation	aviației
aviation	aviație
nevada	nevada
ulykke	accidentul
ulykke	accident
tillate	permițând
tillate	permite
tillate	permit
oddvar	oddvar
limited	limited
limited	limitate
limited	limitat
limited	limitată
initiativet	initiativa
initiativet	inițiativă
initiativet	inițiativa
legeme	body
legeme	organism
legeme	corp
legeme	corpul
legeme	trup
frøya	frøya
nature	natură
nature	natura
thorvald	thorvald
mag	mag
lilla	purpuriu
lilla	mov
lilla	violet
utlendinger	straini
utlendinger	străini
utlendinger	străinii
eggen	eggen
stokke	stokke
hytte	cabana
hytte	casuta
hytte	cabană
hytte	cabină
hytte	cabina
hytte	cabana
religiøst	religioasa
religiøst	religioase
religiøst	religioasă
religiøst	religios
kaffe	cafea
kaffe	cafeaua
skyldig	vinovat
skyldig	vinovată
irene	irene
dam	pond
dam	balta
dam	iazul
dam	iaz
dam	dame
dam	dam
dam	baraj
dam	barajul
heinz	heinz
nanjing	nanjing
gallia	galia
operation	operație
operation	operațiune
operation	operațiunea
operation	operaţiunea
keramikk	ceramice
keramikk	ceramica
keramikk	ceramică
keramikk	ceramica
keramikk	ceramică
fiendtlige	ostil
fiendtlige	ostili
fiendtlige	ostilă
fiendtlige	ostile
slektning	rudă
slektning	relativ
slektning	ruda
slektning	relative
slektning	relativă
metropolitan	metropolitană
metropolitan	metropolitan
volvo	volvo
guitar	chitară
guitar	chitara
sinn	minte
sinn	mintea
sinn	mințile
restaurering	restaurare
restaurering	restaurarea
kampanjen	campanie
kampanjen	campaniei
kampanjen	campania
vogner	vagoane
vogner	vagoane
registrere	registru
registrere	înregistrează
registrere	inregistrare
need	nevoie
tobias	tobias
satset	pariază
satset	pariu
lam	mielul
lam	lamb
lam	miel
lam	lam
lam	miei
wade	wade
hedret	memorial
hedret	onorat
hedret	onorată
hedret	onorat
hedret	onorată
måles	măsurată
måles	măsurate
måles	măsurat
daily	daily
daily	zilnic
fenomener	fenomen
fenomener	fenomenele
fenomener	fenomene
hyllest	tributul
hyllest	omagiu
hyllest	tribut
hyllest	omagiu
betraktelig	considerabil
betraktelig	semnificativ
lesning	citirea
lesning	citire
lesning	citesc
lesning	citind
lesning	lectură
verdifulle	valoroase
verdifulle	valoroasa
verdifulle	valoroasă
verdifulle	valoros
opus	opus
drivstoff	combustibili
drivstoff	combustibilul
drivstoff	combustibil
drivstoff	carburant
emanuel	emanuel
plast	plastice
plast	plastic
plast	plasticul
plast	plastic
følelse	senzație
følelse	sentimentul
følelse	sentiment
følelse	simt
tonnasje	tonaj
visa	vize
visa	visa
visa	viza
visa	viză
hampshire	hampshire
utallige	nenumărate
utallige	nenumarate
lorenzo	lorenzo
oppgjør	confruntare
medium	medii
medium	medium
medium	mediu
medium	medie
felder	felder
instruktør	instructor
beveget	mutate
beveget	mutat
beveget	mutată
jubileum	aniversarea
jubileum	aniversare
oppnevnt	numiți
hovedkvarteret	sediu
hovedkvarteret	sedii
batteri	baterie
batteri	bateria
underliggende	subiacente
monumentet	monumentul
monumentet	monument
bønn	rugăciune
bønn	rugăciunea
bønn	rugaciunea
bønn	rugaciune
holdninger	atitudini
kriminelle	criminali
kriminelle	infractorii
kriminelle	criminalii
kriminelle	infractori
kriminelle	criminalilor
simpsons	simpsons
innså	realizat
innså	realizat
trust	incredere
trust	încredere
joel	joel
høyder	heights
tomt	gol
tomt	goale
tomt	goală
tomt	goala
ruud	ruud
påstått	presupusă
påstått	presupusa
påstått	presupus
pax	pax
auguste	auguste
must	trebuie
steffen	steffen
benny	beni
benny	benny
garcía	garcía
essex	essex
bangkok	bangkok
reform	reformei
reform	reforma
reform	reformă
redaktører	editorii
redaktører	editori
egon	egon
eli	eli
col	col
aux	aux
anmeldelser	recenzii
prisene	prețurile
prisene	preturi
prisene	prețuri
restauranter	restaurante
restauranter	restaurantele
depresjon	depresie
depresjon	depresia
mus	soareci
mus	mouse
norton	norton
amalie	amalie
ellevte	eleventh
ten	ten
ten	zece
amerikanere	americanilor
amerikanere	americanii
amerikanere	americani
prestasjoner	realizari
prestasjoner	realizările
prestasjoner	realizări
marilyn	marilyn
scandinavian	scandinave
prosjektene	proiectele
prosjektene	proiecte
komponenter	componente
komponenter	componentele
born	nascut
born	născută
born	născut
xvi	xvi
reservoaret	rezervor
tretti	treizeci
tretti	thirty
måne	lună
måne	luna
måne	moon
primitive	primitiv
primitive	primitivă
primitive	primitive
primitive	primitivi
inviterte	invitată
inviterte	invitat
fat	grasă
fat	grasa
fat	grăsime
fat	gras
css	css
kirka	biserica
kirka	biserică
bella	bella
krag	krag
menigheter	parohii
guangzhou	guangzhou
davies	davies
anklager	acuzatii
anklager	acuzații
bern	berna
bern	bern
bonn	bonn
ris	orez
ris	ris
meldinger	mesagerie
meldinger	mesaje
meldinger	mesajele
forårsaker	cauzele
forårsaker	cauze
halvkule	emisfera
signatur	semnătură
signatur	semnatura
signatur	semnătura
olsson	olsson
helga	helga
myten	mituri
myten	mitul
myten	mit
datamaskin	calculator
datamaskin	computer
datamaskin	calculatorul
opprettelse	crearea
opprettelse	creatie
opprettelse	creare
duncan	duncan
alfonso	alfonso
alfonso	alphonso
vågan	vågan
sikt	scopul
sikt	vizibilitate
sikt	vizibilitatea
mother	mama
mother	mamă
lagring	stocare
lagring	depozitarea
lagring	depozit
lagring	depozitare
lagring	economisire
lagring	salvarea
fremtid	viitorul
fremtid	viitoare
fremtid	viitor
fattigdom	sărăcie
fattigdom	saracie
fattigdom	sărăciei
fattigdom	sărăcia
danielsen	danielsen
hekker	cuiburi
utsiden	afara
utsiden	afară
prefektur	prefectură
prefektur	prefectura
christ	christos
christ	hristos
christ	cristos
christ	hristoase
belønning	recompensa
belønning	recompensă
belønning	răsplată
eritrea	eritreea
begynnelse	început
intel	intel
salzburg	salzburg
borger	cetatean
borger	cetățean
bryan	bryan
dragon	balaur
dragon	dragonul
dragon	dragon
leveres	livrate
leveres	livrată
leveres	livrat
oppfinner	inventatorul
oppfinner	inventator
rothschild	rothschild
propaganda	propaganda
propaganda	propagandă
captain	căpitan
magic	magice
magic	magie
magic	magic
magic	magică
magic	magia
kartlagt	cartografiat
fossil	fosile
fossil	fosile
fossil	fosilă
fossil	fosili
selvbiografi	autobiografia
greg	greg
forbedringer	îmbunătățiri
leicester	leicester
haven	haven
nøytrale	neutru
nøytrale	neutre
nøytrale	neutră
perfekt	perfect
perfekt	perfecte
perfekt	perfecta
perfekt	perfectă
atmosfære	atmosferă
atmosfære	atmosfera
besatt	posedat
besatt	posedată
besatt	obsedat
besatt	obsedată
utkast	schiţa
utkast	schiţă
hannibal	hannibal
kommunistene	comunisti
preston	preston
sjekk	verifică
sjekk	verifica
sjekk	verificare
sjekk	bifat
laos	laos
frue	doamna
frue	doamnă
gjensidig	mutual
gjensidig	reciproc
gjensidig	reciprocă
gjensidig	reciproce
edit	editare
edit	editează
bis	bis
pradesh	pradesh
konsulent	consultant
konsulent	consultantul
konsulent	consultarea
konsulent	consultanta
fjerner	îndepărtarea
wessel	wessel
jessica	jessica
rachel	rachael
rachel	rachel
læring	învățare
jong	jong
levninger	rămâne
centimeter	centimetri
centimeter	centimetru
igor	igor
krevende	cerând
karakterer	notele
karakterer	gradele
marion	marion
kap	kap
grenoble	grenoble
islamsk	islamic
islamsk	islamice
islamsk	islamică
talk	vorbim
jakobsen	jakobsen
stade	stade
foreninger	asociații
foreninger	asocieri
foreninger	asociatii
mineraler	minerale
lübeck	lübeck
tørr	usca
tørr	uscate
tørr	uscat
tørr	uscată
rykter	zvonurile
rykter	zvonuri
rykter	zvonuri
tilhørighet	afiliere
tilhørighet	afinitate
diskuteres	discutat
diskuteres	discutate
mesopotamia	mesopotamia
genetisk	genetic
genetisk	genetică
genetisk	genetice
unix	unix
standarder	standarde
standarder	standardele
teologisk	teologice
gibson	gibson
mulighetene	posibilitati
mulighetene	posibilități
mulighetene	posibilitățile
grafikk	grafice
grafikk	grafica
grafikk	grafică
sjekket	verificate
sjekket	verificat
sjekket	verificată
bearbeidet	procesate
bearbeidet	prelucrat
bearbeidet	procesat
bearbeidet	prelucrate
aksjon	acţiune
aksjon	actiune
aksjon	acțiune
søknad	aplicarea
søknad	aplicație
søknad	cerere
finans	finante
finans	finanțare
finans	finanțe
finans	finanţe
reality	realitate
reality	realitatea
ferge	feribotul
ferge	feribot
ferge	bac
innehar	posedă
innehar	poseda
innehar	posedă
omringet	inconjurat
omringet	înconjurată
omringet	înconjurat
umeå	umeå
copa	copa
nominasjon	nominalizări
nominasjon	nominalizare
nominasjon	nominalizarea
kriminalitet	crimă
kriminalitet	crima
kriminalitet	criminalitate
brt	brt
hengende	spânzurare
hengende	spânzurătoarea
hengende	agățat
benedikt	benedict
benedikt	benedikt
beholder	păstrarea
beholder	recipient
beholder	container
beholder	containerul
hvile	odihnă
hvile	odihna
gotisk	gotic
avgjørelsen	decizia
avgjørelsen	decizie
motors	motors
motors	motoare
stasjonene	stații
stasjonene	statii
bonaparte	bonaparte
folketinget	parlamentul
folketinget	parlament
folketinget	parlamentului
anonyme	anonimă
anonyme	anonim
anonyme	anonime
turer	excursii
sans	sans
tante	matusa
tante	mătușa
høylandet	highlands
ark	ark
ark	arca
ark	arcă
erobring	cucerire
erobring	cucerirea
erobring	cuceriri
rikdom	averi
rikdom	averea
rikdom	avere
rikdom	bunăstare
hårete	păroasă
hårete	păros
argentinske	argentinian
moral	morala
moral	morală
plattformen	platformă
plattformen	platforma
hunt	vânătoare
hunt	hunt
hunt	vânează
dawn	dawn
dawn	zorii
dawn	zori
langsomt	încet
chuck	chuck
aspekter	aspecte
emi	ime
emi	emi
budskap	mesagerie
budskap	mesajul
budskap	mesaj
winchester	winchester
murphy	murphy
canal	canal
ajax	ajax
fortsettelse	continuat
omar	omar
robertson	robertson
bart	bart
gjennomgang	recenzie
gjennomgang	revizuirea
gjennomgang	revizuire
kinoer	cinematografe
kinoer	teatre
kinoer	cinematografe
andrews	andrews
terror	teroare
terror	teroarea
monster	monstrul
monster	monster
monster	monstru
novgorod	novgorod
hentes	recuperate
hentes	recuperată
hentes	preluat
hentes	recuperat
rein	frâu
rein	curat
rein	curata
rein	curată
rein	curate
rein	clean
oppvarming	incalzire
oppvarming	încălzire
tibetansk	tibetan
tibetansk	tibet
pels	blana
pels	blană
framgang	progresul
framgang	progres
framgang	progresele
framgang	progress
framgang	progrese
utrecht	utrecht
wei	wei
overskrift	titlu
overskrift	antet
tilpasse	personaliza
tilpasse	personaliza
tilpasse	adaptează
kolonne	coloană
kolonne	coloana
erfarne	experimentat
kryss	intersecţia
kryss	intersectie
kryss	crucea
kryss	cruce
kryss	cross
starr	starr
bureau	biroul
stuping	scufundări
stuping	scufundare
word	cuvînt
word	word
word	cuvant
word	cuvânt
fødselen	naștere
fødselen	nastere
fødselen	naşterea
forbedring	îmbunătățiri
forbedring	ameliorare
forbedring	îmbunătățire
tau	funie
tau	coarda
tau	sfoară
tau	frânghie
tau	tau
tau	corzi
tau	frânghii
tau	funii
andrej	andrej
andrej	andrei
andrej	andrey
andrej	andrei
lien	lien
guardian	gardian
guardian	tutore
guardian	păzitor
guardian	guardian
sem	sem
diesel	motorină
diesel	motorina
diesel	diesel
bucurești	bucurești
bucurești	bucuresti
bucurești	bucureşti
oppfylt	îndeplinit
oppfylt	împlinită
oppfylt	împlinit
oppfylt	îndeplinite
brandt	brandt
tildeling	alocare
tildeling	alocarea
planlegger	programarea
planlegger	planificare
planlegger	planificarea
planlegger	planurile
planlegger	planuri
kledd	îmbrăcat
kledd	îmbrăcată
agency	agenția
agency	agentie
agency	agenție
agency	agentia
mohamed	mohamed
estimert	estimat
estimert	estimată
estimert	estimate
duke	duce
duke	ducele
duke	duke
holmenkollen	holmenkollen
fokusere	focalizare
things	lucrurile
things	lucruri
hjulpet	ajutat
mannlig	bărbat
mannlig	masculin
mannlig	mascul
mannlig	barbat
isu	isu
albrecht	albrecht
avslører	dezvăluie
forberede	pregătiți
detaljerte	detaliat
detaljerte	detaliată
detaljerte	detaliate
ivareta	proteja
ivareta	protejeaza
ivareta	protejează
utenlands	străinătate
utenlands	strainatate
utenlands	străinătate
tegne	remiză
tegne	desenează
tegne	desenul
tegne	desen
tegne	desenez
amund	amund
bei	bei
aksjer	distribuiri
aksjer	acțiuni
percy	percy
kalmar	kalmar
liège	liege
liège	liège
varig	durabile
varig	durabilă
varig	durabil
varig	rezistent
cbs	cbs
ulrik	ulrik
kansler	cancelarul
kansler	cancelar
skarpe	sharp
papua	papua
klinisk	clinică
klinisk	clinic
klinisk	clinice
videoen	video
flytting	relocare
flytting	mutarea
aberdeen	aberdeen
rømme	evadarea
rømme	evadare
kraków	cracovia
kraków	cracovia
kraków	cracovia
tinn	tinichea
tinn	tin
tinn	staniu
tinn	tablă
shaw	shaw
bergman	bergman
psykologisk	psihologic
psykologisk	psihologică
psykologisk	psihologice
irving	irving
cleveland	cleveland
målene	obiectivele
målene	goluri
målene	obiective
målene	obiective
vokaler	vocale
manuskripter	manuscrise
støy	zgomote
støy	zgomotul
støy	gălăgie
støy	zgomot
innstilling	atitudinea
innstilling	atitudine
innstilling	setare
innstilling	setarea
labour	muncitoresc
helten	erou
helten	hero
helten	eroul
hardy	hardy
frost	frost
raser	rase
raser	curse
française	française
underholdning	divertisment
underholdning	entertainment
viborg	viborg
fotografi	fotografie
fotografi	fotografia
engineering	inginerie
engineering	ingineria
farao	faraonul
farao	faraonului
farao	faraon
tetthet	densitate
tetthet	densitatea
dagbok	journal
dagbok	jurnalul
dagbok	jurnal
dagbok	jurnalul
dagbok	jurnal
ankommer	sosind
aurdal	aurdal
wings	aripile
wings	aripi
wings	aripioare
bevissthet	sensibilizare
bevissthet	constiinta
rotterdam	rotterdam
mystiske	mistic
mystiske	mystic
look	uite
cato	cato
ekspansjon	expansiune
ekspansjon	extinderea
ekspansjon	expansiunea
ekspansjon	extindere
yunnan	yunnan
kirkenes	kirkenes
forbød	interzis
range	interval
range	intervalul
forbrytelser	infractiuni
forbrytelser	delicte
forbrytelser	infracțiuni
forbrytelser	crime
landing	debarcarea
landing	aterizarea
landing	debarcare
landing	aterizare
toulouse	toulouse
intern	internă
intern	intern
intern	interne
utrolig	uimitor
utrolig	uimitoare
utrolig	uluitor
utrolig	incredibil
utrolig	incredibil
utrolig	incredibilă
orlando	orlando
justin	justin
birkeland	birkeland
alliance	alianta
alliance	alianță
alliance	alianța
flyplasser	aeroporturi
flyplasser	aeroporturile
antok	presupus
antok	asumat
tyler	tyler
holger	holger
lucy	lucy
burton	burton
psykolog	psiholog
brenner	ard
brenner	ardere
brenner	arzând
brenner	brenner
brenner	arsuri
brenner	burns
brenner	arde
skandinavisk	scandinave
ullevaal	ullevaal
dyre	scump
dyre	scumpi
dyre	scumpa
dyre	scumpă
dyre	scumpe
elsket	iubit
duck	duck
duck	rată
duck	rață
duck	raţă
kontekst	context
kontekst	contextul
tegneserie	comics
tegneserie	cartoon
zum	zum
huang	huang
glade	glade
alexandre	alexandre
purple	purpuriu
purple	mov
purple	violet
oder	oder
likeledes	similar
trim	trim
trim	exercițiu
trim	exercitiu
trim	exercitarea
somalia	somalia
bennett	bennett
topper	topper
topper	peaks
topper	vârfuri
kritikker	recenzii
signaler	semnale
signaler	semnalele
bakre	spate
discogs	discogs
hager	grădini
hager	grădinile
hager	gardens
jakter	vânează
investeringer	investitii
investeringer	investițiile
investeringer	investiții
antonius	antony
antonius	antoniu
tankene	gânduri
tankene	gândurile
tankene	ganduri
estiske	estonă
piper	piper
karmøy	karmøy
emmanuel	emmanuel
gynt	gynt
ulykker	nenorociri
ulykker	nenorocirile
ulykker	accidente
ulykker	accidentele
terminal	terminal
terminal	terminalul
terminal	terminale
fravær	absenta
fravær	absența
vakt	gardian
vakt	garda
vakt	paznic
hengt	hung
hengt	spânzurat
hengt	spânzurată
hengt	spânzurat
ungdommer	copii
ungdommer	copiii
overføre	transfer
overføre	transferul
overføre	transferă
tenor	tenor
beyond	dincolo
opplagt	evidentă
opplagt	evidenta
opplagt	evidente
opplagt	evident
håret	păr
håret	par
håret	parul
håret	părul
vinkel	unghi
vinkel	unghiul
bulgarske	bulgar
bulgarske	bulgari
bulgarske	bulgară
very	foarte
leie	închirierea
leie	închiriere
leie	angajeaza
leie	angajează
leie	angaja
leie	angajez
leie	închiriere
leie	chiria
leie	chirie
walt	walt
federal	federal
federal	federale
federal	federală
tolvte	twelfth
forestilling	performanțe
forestilling	performanta
forestilling	performanța
forestilling	performanță
mick	mick
indianere	indieni
indianere	indienii
arkiver	arhiva
arkiver	arhivă
arkiver	arhive
arkiver	arhiva
arkiver	arhivele
arkiver	arhivă
bekostning	cheltuială
bekostning	cheltuiala
bekostning	cheltuieli
overordnede	superiori
overordnede	superiorii
honduras	honduras
henter	dobândirea
henter	preluare
henter	preluarea
henter	obținerea
henter	obtinerea
overveiende	predominant
lexikon	lexikon
dynamisk	dinamica
dynamisk	dinamice
dynamisk	dinamică
dynamisk	dinamic
kollega	colega
kollega	colegul
kollega	colegă
kollega	coleg
kollega	coleg
leserne	cititori
leserne	cititorii
ørkenen	deșert
ørkenen	deşertul
ørkenen	desert
besittelse	posesie
besittelse	posesia
guddommelige	divine
guddommelige	divina
guddommelige	divin
guddommelige	divină
massive	massive
massive	masive
massive	masiv
massive	masivă
spektrum	spectrul
spektrum	spectru
forblir	rămâne
forblir	rămâne
ska	ska
styring	guvernarea
styring	guvernanță
styring	guvernare
import	importatoare
import	importul
import	importă
import	importul
import	import
trinidad	trinidad
omstendigheter	împrejurări
omstendigheter	circumstanțele
omstendigheter	circumstanțe
skjule	ascunde
permanente	permanente
permanente	permanent
permanente	permanenta
permanente	permanentă
liechtenstein	liechtenstein
facto	facto
anatomi	anatomie
anatomi	anatomia
jemen	yemen
rømte	evadat
tilflukt	refugiu
tilflukt	refugiul
regjeringer	guverne
regjeringer	guvernele
enestående	excepțională
enestående	excepționale
enestående	excepțional
enestående	exceptional
enestående	restante
enestående	remarcabil
moralsk	morala
moralsk	moral
moralsk	morală
jorge	jorge
fisken	pește
fisken	pesti
fisken	pești
eksperimenter	experimentele
eksperimenter	experimente
magnusson	magnusson
something	ceva
orknøyene	orkney
nassau	nassau
motion	mişcare
motion	mișcare
kompleks	complexe
kompleks	complex
kompleks	complexul
kompleks	complexă
manhattan	manhattan
verdal	verdal
kopiert	copiat
festivaler	festivaluri
detalj	detaliu
detalj	detalii
danse	dance
danse	danseaza
danse	dansează
danse	dans
darwin	darwin
schloss	schloss
sel	sel
sel	sigiliu
sel	focă
sel	sigiliul
sel	seal
nation	națiune
nation	natiune
nation	neam
noenlunde	moderat
torg	torg
religionen	religie
religionen	religia
won	won
won	câștigat
maximilian	maximilian
mistanke	suspiciune
mistanke	suspiciunea
mistanke	suspiciuni
mistanke	suspecta
mistanke	suspectul
mistanke	suspect
mistanke	suspiciuni
mistanke	suspiciunile
amy	amy
march	martie
hebei	hebei
varanger	varanger
jesse	jesse
mora	mora
terra	terra
dokumentere	documentul
dokumentere	document
stan	stan
beleiring	asediu
beleiring	asediul
indianerne	indieni
indianerne	indienii
augustin	augustin
sendinger	transmisii
sendinger	transmisiuni
etterkommer	descendent
etterkommer	descendentă
bild	bild
ram	berbec
ram	ram
morning	dimineata
morning	dimineața
morning	neatza
prosa	proza
alter	altarul
alter	altar
patent	brevet
patent	brevetul
doktoren	doctore
doktoren	doctor
katedral	catedrala
katedral	catedrală
brunt	căprui
brunt	brown
brunt	maro
kaldt	frig
kaldt	reci
kaldt	rece
foreslå	sugerează
foreslå	sugerez
foreslå	sugereaza
edge	marginea
edge	edge
edge	margine
edge	muchie
seere	telespectatori
seere	telespectatorii
seere	spectatori
breivik	breivik
leilighet	apartamentul
leilighet	apartament
jeremy	jeremy
away	departe
marino	marino
borgerlig	burghez
madame	doamna
madame	doamnă
gravd	săpat
synd	milă
synd	păcatul
synd	sin
skjermen	ecran
skjermen	ecranul
kritiker	critic
kvam	kvam
burgund	burgundia
burgund	burgundy
split	împărțit
split	divizat
split	split
split	împarte
namibia	namibia
kjøkken	bucătărie
kjøkken	bucătării
kjøkken	bucătărie
kjøkken	bucataria
kjøkken	bucatarie
kjøkken	bucătăria
dokumentarfilm	documentar
dokumentarfilm	documentare
dokumentarfilm	documentarul
respons	răspuns
respons	răspunsul
respons	răspunsuri
respons	răspunsurile
qatar	qatar
bulletin	buletinul
vedvarende	persistente
vedvarende	persistentă
vedvarende	insistent
vedvarende	persistent
nyttige	util
nyttige	folositor
nyttige	utilă
nyttige	utile
nyttige	folositoare
nyttige	util
nyttige	utilă
vega	vega
sida	paginii
sida	pagina
sida	pagină
sida	lateral
sida	side
målinger	măsurători
målinger	măsurătorile
samtale	conversatie
samtale	conversație
administrert	administrate
administrert	administrat
administrert	administrată
administrert	gestionate
administrert	gestionat
administrert	gestionată
melodier	melodii
melodier	melodii
trykte	tipărit
trykte	printat
trykte	tipărite
trykte	tipărită
trykte	imprimate
fragmenter	fragmente
tips	sfaturi
tips	pont
tips	sfat
tips	vârful
reading	citirea
reading	citire
reading	citesc
reading	citind
reading	lectură
foretrakk	preferat
nordahl	nordahl
charter	cartă
charter	carta
charter	charter
sorg	îndurerată
sorg	doliu
sorg	tristete
sorg	doliu
sorg	jale
emigrerte	emigrat
emigrerte	emigrat
forskrift	decretul
forskrift	decret
gerald	gerald
flo	flo
melhus	melhus
vulkansk	vulcanic
vulkansk	vulcanice
vulkansk	vulcanică
guillaume	guillaume
virgin	fecioara
virgin	virgină
virgin	fecioară
virgin	virgina
virgin	virgin
evil	malefic
evil	răul
evil	răutate
bukt	golful
bukt	golful
bukt	bay
forventes	așteptat
forventes	așteptam
rart	ciudat
rart	ciudat
rart	straniu
operativ	operațională
operativ	operaționale
operativ	operațional
diplom	diploma
diplom	diplomă
philips	philips
ira	ira
why	dece
future	viitorul
future	viitoare
future	viitor
allsvenskan	allsvenskan
tenkning	gândire
tenkning	gândirea
tenkning	gândind
gjengen	bandă
gjengen	gasca
stammet	bâlbâit
parallell	paralel
parallell	paralelă
parallell	paralele
parallell	paralela
chester	chester
reykjavík	reykjavik
reykjavík	reykjavík
pre	pre
innvendig	interior
innvendig	înăuntru
body	body
body	organism
body	corp
body	corpul
body	trup
akutt	acute
akutt	acut
akutt	acută
give	dați
give	dă
furu	pine
furu	pin
forberedt	pregătit
forberedt	pregătită
forberedt	preparat
forberedt	preparate
forutsetter	implică
forutsetter	presupune
sletter	ștergerea
giles	giles
symbolsk	simbolic
symbolsk	simbolică
gregory	grigore
gregory	gregory
zambia	zambia
utfordret	provocat
utfordret	contestat
bom	bom
burke	burke
avslørte	dezvaluit
avslørte	dezvăluită
avslørte	dezvăluit
bibelske	biblic
bibelske	biblice
blake	blake
oppførte	acționat
hjemland	patria
hjemland	patriei
hjemland	homeland
hjemland	patrie
guttene	baieti
guttene	băieți
gottfried	gottfried
rockefeller	rockefeller
slave	sclavă
slave	sclava
slave	sclav
productions	productions
tilsyn	supervizare
tilsyn	supraveghere
tilsyn	supravegherea
thai	thailandeză
thai	thai
thai	thailandez
christoffer	christoffer
martha	martha
michelle	michelle
granitt	granit
building	clădire
building	cladire
building	clădirea
bradley	bradley
brooks	brooks
carol	carol
pic	pic
streisand	streisand
crystal	cristalul
crystal	cristal
crystal	cristale
crystal	crystal
hindi	hindi
wells	fântâni
wells	wells
språklige	lingvistic
språklige	lingvistice
språklige	lingvistică
blokk	blochează
blokk	bloc
blokk	block
trine	trine
overkant	exces
overkant	excesul
skottlands	scoţia
skottlands	scotia
skottlands	scoția
husket	amintit
emily	emily
naken	gol
naken	goala
naken	dezbrăcată
naken	goală
naken	dezbrăcat
åbo	turku
toer	deuce
benz	benz
grekere	grecilor
grekere	greci
grekere	grecii
varighet	durata
varighet	durată
arven	mostenire
arven	moștenire
arven	moștenirea
arven	moștenire
arven	moștenirea
aaron	aaron
pleier	tind
giftige	veninos
june	june
june	iunie
eyes	ochii
eyes	ochi
fremgang	progresul
fremgang	progres
fremgang	progresele
fremgang	progress
fremgang	progrese
cardiff	cardiff
utfyllende	cuprinzătoare
utfyllende	cuprinzător
irakiske	irakian
irakiske	irakieni
irakiske	irakiană
wind	vantul
wind	vânt
wind	vant
wind	wind
wind	vântul
willie	willie
adresser	adrese
adresser	adresele
catholic	catolică
catholic	catolica
catholic	catolic
skiskytter	biatlonist
arkivert	arhivat
arkivert	arhivate
enormt	imensă
enormt	imense
enormt	imens
enormt	imensă
enormt	imens
pablo	pablo
nathan	nathan
rettssak	proces
rettssak	procesul
objektet	obiect
objektet	obiectul
cohen	cohen
imperial	imperiale
imperial	imperială
imperial	imperial
springer	springer
mottakelse	primire
mottakelse	recepție
mottakelse	receptie
lovgivning	legislația
lovgivning	legislație
lovgivning	legi
lovgivning	legile
feste	party
feste	petrecere
feste	partid
stranda	plajă
stranda	plaja
stranda	beach
kenny	kenny
fraser	frazele
fraser	fraze
fraser	expresii
fraser	fraser
penn	penn
penn	pen
penn	stilou
lotus	lotus
frekvens	frecvență
frekvens	frecvența
forsterkninger	întăriri
hang	hung
hang	spânzurat
presentere	introducerea
presentere	cadou
presentere	prezente
presentere	prezentul
presentere	prezent
presentere	prezentă
umiddelbar	instantanee
umiddelbar	instantaneu
umiddelbar	instant
umiddelbar	imediată
umiddelbar	imediate
aalborg	aalborg
everton	everton
thorbjørn	thorbjørn
potensielle	potențial
potensielle	potențialul
potensielle	potential
hopkins	hopkins
hansson	hansson
presley	presley
today	astazi
today	azi
today	astăzi
ocean	oceanul
ocean	ocean
advarsel	avertizare
advarsel	avertisment
logisk	logică
logisk	logic
kleopatra	cleopatra
støttes	susţinut
støttes	sprijinit
støttes	susținut
lines	liniile
lines	linii
lines	replici
unikt	unicat
unikt	unic
unikt	unice
unikt	unici
unikt	unică
leiden	leiden
forklarte	explicate
forklarte	explicat
forklarte	explicată
schneider	schneider
elektroner	electronii
elektroner	electroni
geologisk	geologică
geologisk	geologic
geologisk	geologice
geologisk	geologică
geologisk	geologic
geologisk	geologice
portland	portland
boisduval	boisduval
geometri	geometria
