nyikolajevics	نیکولاویچ
melléknév	صفت
rituális	آیین
fiziológiai	فیزیولوژیک
fiziológiai	فیزیولوژی
labor	آزمایشگاه
labor	آزمایشگاههای
labor	آزمایشگاه
labor	ازمایشگاه
feketék	سیاهان
meztelen	عریان
meztelen	لختی
meztelen	برهنه
meztelen	لخت
meztelen	برهنه
meztelen	لختی
meztelen	لخت
inn	مهمانسرا
inn	مهمانخانه
inn	مسافرخانه
valladolid	وایادولید
tallinn	تالین
elhagyni	رها
fölötte	فراز
értelem	هوش
értelem	هوشی
értelem	خرد
értelem	عقل
értelem	حس
papa	پاپا
földek	اراضی
földek	سرزمینهای
földek	سرزمین
földek	فیلدز
földek	مزارع
legfrissebb	جدیدترین
legfrissebb	آخرین
concerto	کنسرتو
hasonlóak	مشابه
árnyék	سایه
árnyék	شادو
árnyék	سایه
klinika	مطب
klinika	درمانگاه
klinika	کلینیک
tágas	وسیع
tágas	پهناور
wing	بال
wing	وینگ
belize	بلیز
márciusi	مارس
márciusi	پیشروی
márciusi	راهپیمایی
falat	وال
falat	دیواری
falat	دیوار
bergman	برگمن
oldalakon	صفحات
érd	ربا
érd	علاقه
érd	بهره
invázió	تهاجم
invázió	هجوم
tojást	تخم
tojást	تخمک
tojást	تخم
támogatói	حامیان
koszovó	کوزوو
nyaka	نک
nyaka	گردن
earl	ارل
earl	ایرل
legelő	چراگاه
cselekvés	کنش
cselekvés	اکشن
cselekvés	اقدام
cselekvés	عمل
mechanizmus	مکانیسم
mechanizmus	مکانیسم
mechanizmus	مکانیزم
eszik	خوردن
eszik	خوری
eszik	میخورد
őrző	گاردین
mozaik	موزاییک
mozaik	موزائیک
alto	آلتو
alto	التو
stevens	استیونس
stevens	استیونز
savas	اسیدی
savas	اسید
savas	اسیدی
súly	وزنش
súly	وزنه
súly	وزن
thriller	تریلر
ericsson	اریکسون
parancsnokság	فرمان
gerard	جرارد
lionel	لیونل
rovat	باکس
rovat	جعبه
norma	نورما
norma	نورم
megkülönböztető	متمایز
megkülönböztető	تفصیل
rubin	یاقوت
szálak	الیاف
szálak	الیاف
feudális	فئودالی
puglia	پولیا
betty	بتی
bejegyzés	مدخل
bejegyzés	ورودی
bejegyzés	ورود
bejegyzés	پست
bejegyzés	پستی
bejegyzés	post
mad	مجنون
mad	دیوانه
kiskorú	نابالغ
kiskorú	کوچک
kiskorú	خردسال
kiskorú	کوچکی
mozambik	موزامبیک
mítosz	افسانه
mítosz	اسطوره
portsmouth	پورتسموث
andre	آندره
nyomozás	تحقیق
nyomozás	تحقیقات
nyomozás	تحقیق
ljubljana	لیوبلیانا
jótékony	صدقه
jótékony	مفید
jótékony	سودمند
strand	بیچ
strand	ساحل
kylie	کایلی
méh	رحم
méh	رحمه
méh	رحم
méh	زنبور
hajlamos	مستعد
nina	نینا
golyó	بال
golyó	توپ
golyó	فشنگ
golyó	گلوله
nonprofit	غیرانتفاعی
erőforrás	منبع
erőforrás	منابع
gall	صفرا
brooks	بروکس
brooks	بروکز
óránként	ساعتی
stones	سنگها
dokumentáció	مستندات
rousseau	روسو
oak	اوک
oak	بلوط
gyűjteni	جمع
típusai	انواع
fogyasztás	مصرف
mode	حالت
rainer	راینر
manó	الف
astra	آسترا
babiloni	بابلی
vállalkozások	شرکتها
vállalkozások	شرکتهای
vállalkozások	احزاب
hidraulikus	هیدرولیک
bejelenti	رضوان
kairó	قاهره
kairó	کایرو
titanic	تایتانیک
elismeri	جوار
mao	مائو
középfokú	ثانویه
középfokú	ثانوی
szülés	تولد
szülés	birth
szülés	ولادت
szülés	زاییدن
szülés	زایمان
stanford	استنفورد
funk	فانک
katar	قطر
cirkáló	ناو
cirkáló	رزمناو
elektronok	الکترونهای
elektronok	الکترون
elektronok	الکترونها
lépések	گامهای
gőz	بخار
gőz	استیم
fenntartani	حفظ
drake	دریک
jámbor	پرهیزگاری
jámbor	پرهیزگاران
jámbor	تقوا
jámbor	دیندار
mohammed	محمد
bőséges	فراوان
bőséges	وفور
bőséges	فراوانی
bőséges	فراوان
bőséges	فراوانی
szándék	قصدی
szándék	قصدم
szándék	قصد
szándék	قصدش
szándék	قصد
szándék	قصدی
szándék	قصد
szándék	نیات
szándék	مقاصد
oklahoma	اکلاهما
papság	روحانیت
papság	روحانیون
klán	قبیله
klán	خاندان
klán	طایفه
klán	کلان
négyszeres	چهارگانه
cseng	چنگ
pestis	طاعون
elefánt	فیل
elefánt	فیله
elefánt	فیل
elefánt	فیلی
ghost	شبح
ghost	گوست
ghost	روح
megnyitó	افتتاحیه
megnyitó	افتتاح
jensen	جنسن
csi	csi
olaf	الاف
olaf	اولاف
alkalmatlan	نامناسب
alkalmatlan	ناکافی
alkalmatlan	نالایق
dawn	داون
dawn	طلوع
dawn	سحرگاه
dawn	سپیده
hurley	هارلی
arcát	چهره
arcát	صورت
arcát	face
bibliográfia	کتابشناسی
alexandru	الکساندرو
elégedett	رضایت
elégedett	خشنود
elégedett	راضی
elégedett	خشنود
vizsga	امتحان
vizsga	معاینه
vizsga	آزمون
vizsga	کنکور
vizsga	معاینه
einer	einer
népszerűek	عامه
népszerűek	محبوبه
népszerűek	محبوب
kúp	مخروط
kúp	قیف
kúp	مخروطی
fisher	فیشر
hammer	همر
hammer	چکشی
hammer	چکش
küldi	میفرستد
sherman	شرمن
lombhullató	برگریز
öröksége	میراثی
öröksége	میراث
létesítmények	امکانات
létesítmények	تأسیسات
megvédeni	محافظت
kötve	مقید
kötve	متعهد
kötve	گره
anatómia	تشریح
anatómia	آناتومی
szociológia	جامعهشناسی
igények	خاسته
igények	تقاضا
igények	ادعا
őskori	پیشاتاریخ
állapotok	وضعیتهای
állapotok	شرایط
tanya	تانیا
diszkrét	گسسته
diszkrét	محتاط
diszkrét	محتاطانه
bors	فلفل
bors	پپر
libanon	لبنان
szögletes	مربع
szögletes	میدان
gravitáció	گرانشی
gravitáció	جاذبه
gravitáció	گرانش
másoknak	دیگران
másoknak	دیگر
megfogalmazás	lex
nyugdíjas	مستمری
nyugdíjas	بازنشستگی
nyugdíjas	بازنشست
nyugdíjas	بازنشسته
dániában	دانمارک
clapton	کلپتون
ima	دعا
ima	نماز
ima	نیایش
ima	دعایی
ima	نماز
ima	دعا
törvényszék	دادگاه
gheorghe	گئورگه
frissítés	ارتقاء
frissítés	ارتقا
frissítés	بهروز
banglades	بنگلادش
patakok	نهرها
patakok	جویبارها
patakok	رودها
üzbég	ازبکی
szava	سخن
szava	کلمه
szava	واژه
szava	کلام
denevér	چماق
denevér	خفاش
eleanor	النور
stoke	استوک
court	دادگاه
court	دربار
szakács	کوک
szakács	آشپز
szakács	آشپزی
szakács	سرآشپز
szakács	آشپز
sírok	گریستن
sírok	گریه
hosszanti	طولی
türk	türk
türk	ترک
andorra	آندورا
gyík	مارمولک
gyík	سوسمار
vay	vay
ólom	تقدم
ólom	سرب
ólom	لید
mérés	پیمانه
bankok	بنک
bankok	بانکها
bankok	بانک
bankok	بنکس
társ	همکار
társ	شریک
társ	همنشین
társ	همدم
társ	همنشینی
szimbólum	نمادهای
szimbólum	نمادها
szimbólum	نماد
misszió	مأموریت
misszió	ماموریت
ibériai	ایبری
jose	جوز
jose	خوزه
jose	خسه
jose	ژوزه
jose	خوزه
nővérek	خواهران
nővérek	پرستاران
ikon	شمایل
ikon	نماد
igényes	تقاضای
kürt	هورن
kürt	بوق
kürt	شیپور
kürt	صور
frakció	کسر
frakció	حزبی
állítások	ادعا
állítások	اظهارات
queens	کویینز
queens	کوئینز
kolumbusz	کلمبوس
júliusi	ژوئیه
júliusi	جولای
vásár	فروش
vásár	sale
vásár	حراج
vásár	فر
vásár	عادلانه
vásár	منصفانه
vásár	انصاف
vásár	منصف
madison	مدیسون
vezérlő	مهار
vezérlő	کنترل
vezérlő	کنترول
papagáj	طوطی
als	als
amadeus	آمادئوس
andrews	اندروز
guineai	گینه
reed	رید
cápa	آرواره
cápa	کوسه
gyógyszertár	داروخانه
gyógyszertár	داروسازی
gyógyszertár	داروئی
dietrich	دیتریش
ösvény	راه
ösvény	مسیر
ösvény	دنباله
bagoly	بوف
bagoly	جغد
bogár	باگ
bogár	اشکال
bogár	سوسک
cro	cro
asztal	میز
asztal	سفره
asztal	جدول
asztal	میز
asztal	میزهای
asztal	رومیزی
apáca	راهبه
gaston	گستون
sylvia	سیلویا
károk	آسیبهای
károk	صدمات
alapértelmezett	پیشفرض
freiburg	فرایبورگ
építők	سازندگان
építők	بنّا
faust	فاوست
áttekintés	خلاصۀ
áttekintés	خلاصه
iparág	صنعت
iparág	صنایع
mol	مول
mol	mol
hitel	اعتبار
hitel	اعتباری
hitel	قرض
hitel	وام
magatartás	رفتاری
magatartás	سیرت
magatartás	رفتار
magatartás	نگرش
magatartás	منش
magatartás	گرایش
magatartás	رفتاری
magatartás	رفتار
nottingham	ناتینگهام
kincs	ذخایر
kincs	گنجهای
kincs	گنجینه
kincs	گنج
porter	پورتر
porter	پرتر
howe	هاو
felhő	ابری
felhő	ابر
ukrajnai	اوکراینی
súlyosabb	سنگینتر
harcolni	جنگیدن
harcolni	دعوا
harcolni	بجنگ
víg	مری
guillaume	گیوم
élmény	تجربه
kisebbek	کوچکتر
kaj	kaj
kaj	کاج
országút	اتوبان
országút	بزرگراه
felkelő	شورشی
felkelő	شورشی
felkelő	یاغی
felkelő	طغیان
finoman	نرمی
munkaügyi	کارگری
munkaügyi	کارگر
bevándorlók	مهاجران
bevándorlók	مهاجرین
bevándorlók	مهاجر
bevándorlók	مهاجران
bevándorlók	مهاجرین
bevándorlók	مهاجری
bevándorlók	مهاجر
feltételezés	جسارت
feltételezés	فرض
feltételezés	پندار
feltételezés	گمان
feltételezés	فرضیه
kábítószer	مواد
kábítószer	دارو
egyesülés	ادغام
egyesülés	تلفیق
egyesülés	یگانگی
newman	نیومن
dharma	دارما
falco	فالکو
mitikus	اسطورهای
rich	ثروتمند
rich	ثروتمندان
rich	پولدار
rich	پولداری
rich	غنی
rich	ریچ
lábak	پاهای
lábak	پایی
lábak	پاهایش
lábak	نوازش
lábak	پاها
lábak	پا
romok	ویران
falakat	دیوارها
falakat	دیوارهای
falakat	دیوار
helyreállítása	بازگردانی
helyreállítása	بازگرداندن
helyreállítása	برگرداندن
helyreállítása	بازیابی
helyreállítása	بازگردانی
helyreállítása	مرمت
helyreállítása	ترمیم
szökés	گریز
szökés	فرار
nézi	نظاره
nézi	مراقبه
nézi	تماشای
carolina	شمالی
carolina	کارولینا
sav	اسید
sav	اسیدی
tucatnyi	دهها
tucatnyi	چندین
tucatnyi	دوجین
tucatnyi	دوجین
kisebbségek	اقلیتهای
dühös	خشمناک
dühös	خشمگین
dühös	عصبانی
dühös	خشمگین
dühös	خشمناک
iris	آیرس
iris	آیریس
iris	زنبق
pénteken	آدینه
pénteken	جمعه
winkler	وینکلر
rejtély	معمای
méretei	ابعاد
lima	لیما
friuli	فریولی
megfigyelés	پایش
megfigyelés	نظارت
megfigyelés	مشاهده
megfigyelés	رصد
megfigyelés	نظارت
megfigyelés	نظارتی
ellenőrzési	مهار
ellenőrzési	کنترل
ellenőrzési	کنترول
ellenőrzési	حسابرسی
ellenőrzési	تفتیش
ellenőrzési	بازرسی
hiány	کمبود
hiány	نداشتن
hiány	عدم
hiány	کسر
hiány	کسری
hiány	کمبود
felfedezni	اکتشاف
felfedezni	کاوش
felfedezni	کشف
che	che
lebegő	شناور
nyilatkozata	بیانیه
nyilatkozata	اظهارات
nyilatkozata	اعلام
nyilatkozata	اعلان
bél	روده
bél	رودهای
lelkek	نفوس
webes	تار
webes	وب
webes	وبی
kétéves	دوساله
corpus	پیکره
corpus	جسم
forog	غلتان
forog	رولینگ
forog	چرخیدن
forog	چرخان
menyasszony	عروس
ruth	روت
ruth	روث
szarka	زاغی
szavazati	رای
weiner	واینر
brooklyn	بروکلین
lépéseket	گامهای
virágos	گل
virágos	شکوفه
virágos	فلاور
tételek	موارد
riga	ریگا
statikus	ایستا
átmenet	انتقال
átmenet	گذار
vírusok	ویروس
vírusok	ویروسها
időpontok	تاریخهای
időpontok	زمانهای
időpontok	times
időpontok	دفعات
időpontok	تایمز
bolt	فروشگاه
bolt	خرید
bolt	فروشی
bolt	مغازه
bolt	shop
bolt	فروشگاه
bolt	ذخیره
atomok	اتمهای
atomok	اتمها
connor	کانر
olvasás	خواندن
olvasás	قرائت
vacsora	شام
vacsora	عصرانه
vacsora	شام
ütközés	ضربه
ütközés	اصابت
ütközés	برخوردی
ütközés	برخورد
ütközés	برخورد
ütközés	تصادم
ütközés	سقوط
ütközés	کراش
ütközés	فروپاشی
ütközés	درگیری
ütközés	منازعه
ütközés	کشمکش
ütközés	نزاع
ütközés	ناسازگاری
córdoba	کوردوبا
közgazdászok	اقتصاددانان
kalap	hat
kalap	کلاه
landes	لندز
solo	سولو
hasa	شکم
hasa	بلی
hasa	شکمش
szerződések	قراردادهای
szerződések	قراردادها
szerződések	معاهدات
galaktikus	کهکشانی
lobogó	پرچم
mussolini	موسولینی
tito	تیتو
delhi	دهلی
kaput	دروازه
kaput	گیت
kaput	دری
csontok	استخوان
csontok	بونز
csontok	استخوانها
örökzöld	اورگرین
kulcsfontosságú	کلید
kulcsfontosságú	کلیدی
csuvas	چوواشی
augsburg	آوگسبورگ
dumbledore	دامبلدور
történeteket	داستان
történeteket	داستانها
legrövidebb	کوتاهترین
gyógyfürdő	چشمه
gyógyfürdő	اسپا
idegenek	غریبه
idegenek	بیگانگان
működtetett	تدابیر
kessler	کسلر
becker	بکر
izgalmas	هیجانی
kirk	کرک
pszichiátriai	روانپزشکی
gerald	جرالد
fura	عجیب
vittorio	ویتوریو
malawi	مالاوی
világegyetem	کائنات
világegyetem	کیهان
világegyetem	گیتی
unicode	یونیکد
leírások	مشخصات
leírások	مشخصاتی
leírások	مشخصاتش
csiga	حلزون
csapás	اعتصاب
csapás	بلای
májusi	می
májusi	مه
májusi	تا
proton	پروتون
titus	تایتوس
moritz	موریتس
gén	ژنها
gén	ژن
gén	ژنی
fémek	متال
fémek	فلز
fémek	فلزی
fémek	فلزات
fémek	قلیایی
hangulat	اتمسفر
hangulat	حالت
hangulat	حوصله
wembley	ومبلی
stella	استلا
tanácsok	پند
tanácsok	نصیحت
tanácsok	نکات
alkalmazottak	کارمند
alkalmazottak	کارمندان
alkalmazottak	کارکنان
alkalmazottak	کارمند
alkalmazottak	کارمندان
alkalmazottak	ستاد
alkalmazottak	عصای
beszélgetések	مکالمات
beszélgetések	بحثهای
fesztiválok	جشنهای
export	صادرات
sidney	سیدنی
wesley	وسلی
drôme	دروم
publius	پوبلیوس
echo	پژواک
echo	اکو
nyertes	برنده
lusignan	لوزینیان
nico	نیکو
numerikus	عددی
numerikus	عددی
hradec	هرادتس
robertson	رابرتسون
vatikán	واتیکان
perth	پرت
villám	تندر
villám	رعد
villám	فلش
villám	flash
villám	فلاش
villám	صاعقه
villám	صاعقه
villám	برق
villám	آذرخش
emlékezet	خاطره
emlékezet	حافظه
emlékezet	حافظۀ
pulitzer	پولیتزر
alaszka	آلاسکا
ismerős	آشنای
ismerős	آشنا
ismerős	اشنا
ismerős	آشناست
portland	پورتلند
nigériai	نیجریه
lozère	لوزر
felelősséget	مسولیت
felelősséget	مسئولیتی
felelősséget	مسئولیت
marche	مارکه
beton	بتون
beton	بتن
vitatkozni	بحث
személyre	شخص
időtartama	دوام
swift	سوئیفت
döntések	تصمیم
döntések	تصمیمات
döntések	انتخابهای
képlet	فرمول
clara	کلارا
nikola	نیکولا
kunst	kunst
egon	اگون
kuvait	کویت
stefano	استفانو
szomália	سومالی
szomália	سومالی
kielégítő	رضایت
emmanuel	امانوئل
identitás	همانی
identitás	هویت
bérelt	اقساط
figurák	شکلها
figurák	شکلی
figurák	شکلهای
figurák	ارقام
enrico	انریکو
szövetségek	انجمنهای
szövetségek	الفت
eleven	لایولی
eleven	سرزنده
rendhagyó	غیرمتعارف
rendhagyó	نامنظم
gabon	گابن
napfény	آفتاب
napfény	خورشید
napfény	سون
napfény	سان
napfény	آفتاب
uri	اوری
uri	uri
közgazdaságtan	اقتصاد
eng	انگ
eng	eng
mongolok	مغول
mongolok	مغولها
willis	ویلیس
folyosó	راهروی
folyosó	دالان
csing	دینگ
csing	چینگ
csing	تینک
marianne	ماریان
gal	گال
itunes	آیتونز
legyőzni	بیت
legyőzni	شکست
southampton	ساوتهمپتون
radar	راداری
radar	رادار
eredményesen	مؤثر
eredményesen	موثر
aquila	آکویلا
kávé	قهوه
sega	سگا
mallorca	مایورکا
mallorca	مایورکا
szeretettel	دوست
szeretettel	عشق
szeretettel	عشقی
szeretettel	عاشق
iphone	آیفون
iphone	iphone
négyszögletes	مستطیلی
bravo	براو
bravo	براوو
bravo	آفرین
harmonikus	هارمونیک
zaj	نویز
taktikai	تاکتیکی
lövedék	فشنگ
lövedék	گلوله
lövedék	مرمی
piero	پیرو
irina	ایرینا
sol	سول
sol	sol
sol	سل
élelmiszerek	غذایی
élelmiszerek	خوراک
élelmiszerek	غذا
élelmiszerek	غذاها
élelmiszerek	غذاهای
tbiliszi	تفلیس
lepke	پروانه
jemen	یمن
gyártók	تولیدکنندگان
gyártók	سازندگان
abel	ابل
abel	آبل
akna	شفت
teresa	ترسا
teresa	تریسا
teresa	ترزا
populáció	جمعیت
populáció	جمعیتی
párzási	جفتگیری
tours	تور
tours	تورهای
titkok	رازها
titkok	اسرار
titkok	راز
adelaide	آدلاید
nádas	قرعه
mérsékelten	نسبتاً
mérsékelten	اعتدالی
sziklák	سنگها
mura	mura
motívum	موتیف
banks	بنک
banks	بانکها
banks	بانک
banks	بنکس
jegy	بلیط
jegy	بلیت
jegy	بلیط
jegy	بلیت
zavargások	اختلالات
sterling	استرلینگ
barnes	بارنس
barnes	بارنز
őrizetbe	بازداشت
műtét	جراحی
tárgyalni	مذاکره
fidzsi	فیجی
bhután	بوتان
utf	utf
azonosítani	شناسایی
azonosítani	شناختن
vese	کلیه
vese	کلیه
vese	کلیوی
vese	کلیه
vese	قلوه
becslés	برآورد
becslés	برآورد
becslés	تخمین
becslés	برآورد
becslés	تخمین
casey	کیسی
áruk	کالاها
áruk	کالاهای
áruk	کالا
áruk	اجناس
áruk	کالاها
előtag	پیشوند
lopez	لوپز
badajoz	باداخس
megtévesztő	افسار
gábriel	گابریل
gábriel	جبرئیل
problémákkal	مسائلی
problémákkal	مسائل
problémákkal	مشکلات
frekvencia	فرکانسی
frekvencia	فرکانس
frekvencia	بسامد
togo	توگو
yale	یل
yale	ییل
európaiak	اروپاییها
címzett	گیرنده
címzett	گیرنده
homályos	مبهم
homályos	تاره
ruanda	رواندا
olivér	اولیور
olivér	الیور
szonda	کاوشگر
eredet	خاستگاه
eredet	مبدأ
eredet	منشأ
eredet	مبدا
üzbegisztán	ازبکستان
eugen	اویگن
thor	تور
thor	ثور
yorki	یورک
airbus	ایرباس
botok	bot
töltés	اتهام
töltés	شارژ
töltés	انها
éljen	تگرگ
életem	زندگى
életem	زندگی
str	str
agyag	کلی
agyag	گلی
ehető	خوردنی
ehető	خوراکی
lövés	فیلمبرداری
lövés	تیراندازی
lövés	شات
lövés	شلیک
lövés	نماها
milano	میلانو
képzeletbeli	خیالی
képzeletbeli	موهومی
térképet	نگاشت
térképet	نقشه
modena	مودنا
postai	پستی
ivanhoe	آیوانهو
szállítás	کشتیرانی
szállítás	تحویل
szállítás	زایمان
szállítás	محموله
szállítás	انتقال
szállítás	ترابری
johnston	جانستون
szelek	بادها
szelek	بادهای
sith	سیفی
sith	سیت
thrash	ترش
fényképész	photographer
fényképész	عکاس
maszk	نقاب
maszk	ماسک
maszk	ماسک
szenvedés	رنج
szenvedés	بیچارگی
szenvedés	بدبختی
szenvedés	فلاکت
marxista	مارکسیست
fellépés	کنش
fellépés	اکشن
fellépés	اقدام
fellépés	عمل
elválasztó	جداساز
gerinc	نخاعی
bergamo	برگامو
arkansas	آرکانزاس
lear	لیر
nokia	نوکیا
strasbourg	استراسبورگ
reynolds	رینولدز
inaktív	غیرفعال
mick	میک
ellenfelek	مخالفان
maxwell	مکسول
maxwell	ماکسول
sancho	سانچو
állampolgárok	شهروندان
állampolgárok	اتباع
fedélzeten	بورد
fedélzeten	تخته
fedélzeten	ورق
fedélzeten	عرشه
planck	پلانک
animáció	پویانمایی
animáció	انیمیشن
kane	کین
bizonyítás	اثبات
bizonyítás	برهان
bizonyítás	اثبات
bizonyítás	مدرک
android	android
android	اندروید
donizetti	دونیزتی
gabona	حبوبات
gabona	دانه
gabona	گندم
gabona	حبوبات
gabona	غلات
maryland	مریلند
saga	حماسه
saga	ساگا
eszmék	ایده
kereslet	مطالبه
kereslet	تقاضا
terminál	ترمینال
terminál	پایانه
levéltáros	بایگان
megtartása	نگهداشتن
megtartása	نگهداری
nézem	نظاره
nézem	مراقبه
nézem	تماشای
bismarck	بیسمارک
chip	تراشه
chip	چیپ
kívánatos	مطلوب
kívánatos	مطلوب
kívánatos	خواستنی
kolléga	همکار
jegyek	بلیط
jegyek	بلیت
futás	روان
futás	دویدن
futás	اجرا
futás	اجرا
kertje	باغچه
kertje	باغ
kertje	گاردن
kertje	بهشت
tiger	ببر
tiger	ببری
tiger	تایگر
tiger	پلنگ
tisztviselők	افسران
tisztviselők	مقامات
üzemek	گیاهان
üzemek	کارخانجات
volga	ولگا
gyomor	شکم
gyomor	معده
szenvedélyes	پرشور
szenvedélyes	احساساتی
újszülött	نوزاد
követelmény	نیازی
követelmény	نیازها
követelmény	نیازهای
virágzik	شکوفایی
virágzik	بلوم
virágzik	شکوفه
védekezés	دفاعی
védekezés	دفاع
védekezés	دفاع
vadászok	شکارچیان
vadászok	مبارزان
vadászok	قاتلین
desmond	دزموند
veterán	دامپزشکی
veterán	دامپزشک
letöltés	بارگیری
letöltés	دانلود
letöltés	بارگیری
aids	ایدز
vicc	جوک
vicc	شوخی
vicc	لطیفه
vicc	جوک
sherlock	شرلوک
mirage	میراژ
mirage	سراب
mirage	سرابی
elképzelések	مفاهیم
menedzsment	مدیریت
dia	dia
dia	دیا
maradandó	پایدار
maradandó	همیشگی
maradandó	دائم
maradandó	دائمی
maradandó	دایمی
maradandó	دایم
maradandó	پایدار
maradandó	پاینده
elkötelezett	وقف
elkötelezett	متعهد
toro	toro
betöltő	لودر
gyógyszerészeti	دارویی
gyógyszerészeti	داروسازی
hérodotosz	هرودوت
magnézium	منیزیم
diane	دایان
libanoni	لبنان
libanoni	لبنانی
libanoni	لبنان
álmok	رؤیاها
álmok	پریشان
álmok	رویاها
álmok	رویاهای
novak	نواک
indonéz	اندونزیایی
indonéz	اندونزی
loiret	لوآره
penny	پنی
arte	arte
mise	جرم
mise	توده
bölcsesség	حکمت
bölcsesség	حکمتی
elemző	parser
elemző	تحلیلگر
kakas	خروس
kakas	کیر
kakas	خروس
üzenetek	پیامها
üzenetek	پیام
ivanov	ایوانف
túlélők	بازماندگان
ser	سِر
kritériumok	معیار
kritériumok	معیارهای
végzet	doom
végzet	عذاب
végzet	سرنوشت
végzet	تقدیر
végzet	سرنوشتی
végzet	سرنوشت
végzet	تقدیر
hung	چسبید
hung	آویخته
hung	آویزان
sturm	اشتورم
het	هت
delfin	دلفین
elítélte	محکوم
faso	فاسو
lőni	شلیک
lőni	شوت
celsius	سلسیوس
szekció	بخش
szülői	والدین
szülői	والدین
komplett	تکمیل
rupert	روپرت
chi	خی
chi	chi
kristály	بلور
kristály	کریستال
kristály	آبگینه
kristály	بلوری
váljon	بشوی
nantes	نانت
holdon	قمر
holdon	ماه
holdon	moon
logan	لوگان
logan	لوگن
jpeg	jpeg
iucn	iucn
melegebb	گرمتر
reprezentatív	نماینده
titok	رازها
titok	اسرار
titok	راز
titok	محرمانه
titok	رازی
titok	راز
titok	مخفی
scooter	اسکوتر
baktérium	باکتریایی
baktérium	باکتریهای
baktérium	باکتری
baktérium	باکتریها
kizárt	مستثنی
claudio	کلودیو
clinton	کلینتون
minogue	مینوگ
elégedetlen	ناراضی
elégedetlen	ناراضی
amour	amour
gómez	گومز
harper	هارپر
foltos	خالدار
foltos	نقطه
haj	موی
haj	مو
haj	موها
szaturnusz	زحل
újszerű	رمان
tárca	کیف
matteo	متئو
tunéziai	تونس
széleskörű	گسترده
hozzászólás	توضیح
hozzászólás	نظر
hozzászólás	نظرات
hozzászólás	نظرها
hozzászólás	توضیحات
felszerelés	تجهیزات
felszerelés	وسایل
felszerelés	دنده
felszerelés	گیر
mészárlás	کشتار
mészárlás	کشتار
mészárlás	اسلاتر
mészárlás	کشتار
mészárlás	سلاخی
mészárlás	حمیدیه
legyek	مگس
mika	میکا
javascript	جاوااسکریپت
repülni	پرواز
kifejezéseket	عبارتهای
kifejezéseket	عبارتهای
lin	لین
összehasonlítása	مقایسه
összehasonlítása	مقایسه
ardèche	آردش
csinos	خوشگل
csinos	خوشگله
csinos	خیلی
dutch	هلندی
dutch	داچ
dutch	هلند
biztosítási	بیمه
mechanika	مکانیک
végrehajtás	اجراء
végrehajtás	اعدام
végrehajtás	اعدامی
végrehajtás	اجرا
végrehajtás	اجرای
végrehajtás	اعدامش
statisztikus	آماردان
bariton	باریتون
kiegyensúlyozott	متوازن
neo	نیو
neo	نئو
rapper	رپر
alfredo	آلفردو
érdekelne	علاقمندی
érdekelne	علاقه
érdekelne	علاقمند
ahmad	احمد
ahmad	ahmad
pittsburgh	پیتزبورگ
önkéntesek	داوطلبان
önkéntesek	داوطلب
ramón	رامون
kisasszony	خانم
kisasszony	بانو
kisasszony	دوشیزه
montgomery	مونتگومری
montgomery	مانتگامری
vincenzo	وینچنزو
pohár	گلاس
pohár	گلس
pohár	لیوان
pohár	شیشه
pohár	فنجان
pohár	جامی
pohár	کاپ
pohár	جام
omar	عمر
kényelmes	راحتی
kényelmes	راحت
igényelt	ادعا
asimov	آسیموف
yard	حیاط
yard	یارد
barlangot	غار
barlangot	غاری
limitált	محدود
evezés	رویینگ
ashley	اشلی
axel	اکسل
sayid	سعید
cfc	cfc
laboratórium	آزمایشگاهی
laboratórium	لابراتوار
laboratórium	آزمایشگاه
laboratórium	آزمایشگاههای
laboratórium	آزمایشگاه
laboratórium	ازمایشگاه
vicente	ویسنته
mennyei	آسمانی
möbius	موبیوس
átalakítás	تبدیل
átalakítás	تبدیل
átalakítás	تبدیل
átalakítás	دگرگونی
átalakítás	تبدیل
taekwondo	تکواندو
taekwondo	taekwondo
telefonon	گوشی
telefonon	تلفن
gondolkodó	تفکر
gondolkodó	فکر
gondolkodó	متفکر
nácik	نازی
nácik	نازیها
rokokó	روکوکو
durván	ناهموار
durván	خروشان
tüntetők	تظاهرکنندگان
tüntetők	معترضین
tüntetők	معترضان
tüntetők	معترضین
tüntetők	معترضان
barcelonában	بارسلون
barcelonában	بارسلونا
tizenharmadik	سیزدهمین
tizenharmadik	thirteenth
kabaré	کاباره
megsértése	تخلف
megsértése	نقض
megsértése	رخنه
megsértése	نقض
battista	باتیستا
hood	هود
háztartási	خانوار
reggio	رجیو
orient	اورینت
ellentmondásos	متناقض
ellentmondásos	نقیض
fjord	آبدره
piper	پایپر
megfigyelések	مشاهدات
metz	متز
salvatore	سالواتوره
csodás	عالی
johns	جانز
fenyegetés	تهدید
fenyegetés	تهدیدات
fenyegetés	تهدیدها
fenyegetés	تهدیدهای
fenyegetés	تحدید
fenyegetés	تهدید
tej	شیر
tej	میلک
shannon	شنون
shannon	شانون
shannon	شانن
rodrigo	رودریگو
igazgatási	اداری
próbálkozás	تلاش
teljesítése	برآورده
infó	اطلاعات
magok	بذر
magok	دانه
részlegesen	جزئی
riley	ریلی
riley	رایلی
francesca	فرانچسکا
wilde	وایلد
duett	دونفری
ramos	راموس
száműzték	تبعید
gátló	بازدارنده
profit	سودش
profit	منفعت
profit	سودی
profit	سود
profit	سود
