dhe	in
shkaktuar	zadala
zezë	črno
zezë	črne
zezë	črn
zezë	črni
zezë	črna
ftohtë	mraz
ftohtë	mrzlo
ftohtë	hladno
ftohtë	mrzla
ftohtë	mrzel
kokë	glavo
kokë	glava
kokë	head
emra	imena
emra	imen
bajram	bajram
udhëhequr	vodil
udhëhequr	povedel
muret	stene
muret	zidovi
muret	sten
muret	obzidje
muret	zidov
zhvillohet	razviti
armë	orožja
armë	orožje
armë	orožje
armë	pištola
armë	pištolo
armë	topovi
armë	puške
armë	orožje
armë	pištole
teknike	tehnično
teknike	tehnični
teknike	tehnična
formimin	oblikovanje
deti	morje
trupin	truplo
trupin	body
trupin	telesa
trupin	telo
sud	sud
katalonia	kataloniji
lojtar	igralec
lojtar	predvajalnik
lojtar	igralca
seine	seine
shkuar	odšel
problem	problem
problem	težava
problem	težavo
problem	težave
objekt	predmet
objekt	objekt
brendshëm	notranjosti
brendshëm	notranja
brendshëm	notranjost
brendshëm	notranje
brendshëm	notranji
metal	kovinska
metal	kovine
metal	kovina
metal	kovinsko
metal	kovinski
metal	kovin
nis	začetek
nis	start
nis	štart
nis	začni
nis	nis
përfaqësues	zastopnik
përfaqësues	reprezentativno
përfaqësues	reprezentativni
përfaqësues	predstavnik
përfaqësues	predstavniki
përfaqësues	zastopniki
armatosur	oboroženi
armatosur	oborožena
armatosur	oborožen
armatosur	oborožene
martuar	poročeni
martuar	poročen
martuar	poročena
prishtina	prištini
zënë	zaseden
zënë	zaposlen
zënë	zasedeno
zënë	zasedena
zënë	zaposlena
kan	cannesu
kan	kan
studimi	študija
perandor	car
perandor	imperator
perandor	cesar
familjet	gospodinjstva
familjet	družine
familjet	družin
bregu	shore
bregu	obalo
bregu	obala
bregu	obalo
bregu	obala
termi	izraz
termi	termin
maja	maya
maja	maji
maja	majo
maja	maja
maja	kvas
role	vloge
role	vlog
programi	program
japoni	japonska
japoni	japonsko
britania	britanija
britania	britanijo
britania	britanija
britania	britaniji
britania	britanijo
krijimi	stvaritev
krijimi	ustanovitev
krijimi	ustvarjanje
sipërme	zgornje
sipërme	zgornja
india	indija
india	indijo
fiton	zmaga
kuvendin	samostan
roli	vloga
element	postavka
google	google
rrethuar	obkrožen
rrethuar	obkrožena
rrethuar	obkoljena
rrethuar	obkoljeni
qindra	sto
qindra	stotine
dritë	svetlo
dritë	svetloba
dritë	luč
dritë	lahka
nëntë	nine
nëntë	devet
nëntë	deveti
nëntë	deveto
llojet	tipi
llojet	vrste
rexhep	rexhep
thomas	thomas
thomas	tomaž
vendoset	nahaja
letrar	literarni
max	max
max	največ
max	maks
sportive	športni
sportive	šport
sportive	športne
sportive	športna
egër	divja
egër	wild
egër	divje
egër	divji
egër	divjak
egër	silovito
fushat	polji
fushat	polja
mbrojtje	obramba
mbrojtje	obramba
mbrojtje	zaščita
mbrojtje	varstvo
mbrojtje	zaščito
mbrojtje	varovanje
faza	faza
faza	fazo
faza	faze
faza	stopnje
faza	fazah
faza	faza
faza	oder
gjithsej	skupaj
gjithsej	skupno
drejtues	krmiljenje
drejtues	usmerjevalni
manchester	manchester
has	obraze
has	obrazi
shprehje	izraz
shprehje	izražanje
shprehje	izrazi
princ	princa
princ	prince
princ	knez
princ	princ
baza	baz
baza	baze
baza	baza
baza	osnova
baza	oporišče
ndonëse	čeprav
ndonëse	čeprav
normale	normalno
normale	običajno
normale	normalen
normale	normalna
normale	običajna
shpirtërore	duhovna
shpirtërore	duhovni
shpirtërore	duhovnega
shpirtërore	duhovne
shpirtërore	duhovno
shërbyer	služil
park	parkiraj
park	park
shah	šah
shah	šaha
valign	valign
festa	zabava
festa	zabavo
festa	žur
festa	party
festa	dopust
festa	praznik
festa	počitnice
gjuhët	jezike
gjuhët	jeziki
gjuhët	jeziki
organizimin	organiziranje
organizimin	organizira
politikë	politika
politikë	politika
politikë	politiki
politikë	politiko
politikë	politike
mësimet	lekcije
mësimet	nauki
mundi	ritem
mundi	premagal
mundi	poražen
mundi	premagani
mundi	poraženi
mundi	premagan
teoria	teorija
psh	kot
hershëm	zgodnje
hershëm	zgodnja
hershëm	zgodnji
hershëm	zgodaj
autorit	avtorske
mbaroi	končano
mbaroi	končala
mbaroi	končana
term	izraz
term	termin
hyrje	vstop
hyrje	vhod
hyrje	dostop
hyrje	vstop
hyrje	vnos
hyrje	prijava
detyra	dajatev
detyra	dolžnost
detyra	dolžnosti
detyra	naloge
detyra	dodeljevanje
detyra	naloga
detyra	dodelitev
detyra	zadolžitve
detyra	naloga
detyra	opravilo
gjendja	status
gjendja	stanje
shkenca	znanost
shkenca	znanosti
end	konec
mod	mod
ballkanit	balkana
ballkanit	balkan
muhammad	muhammad
muhammad	mohamed
trup	truplo
trup	body
trup	telesa
trup	telo
lojë	igro
lojë	tekma
lojë	tekmo
lojë	igra
barabartë	enaka
barabartë	enaki
barabartë	enako
poet	pesnik
poet	pesnika
poet	pesnica
finlandë	finska
kuptim	smiselno
kuptim	čut
bayern	bayern
ndryshon	spreminjanje
ndryshon	spreminja
ndryshon	spremembe
krijon	ustvarja
krijon	ustvari
përballë	nasprotno
përballë	nasproti
përballë	nasprotje
sëmundje	bolezen
sëmundje	bolezni
sëmundje	bolezni
sëmundje	bolezen
sëmundje	bolezni
sëmundje	bolezen
sëmundje	bolezni
përdoruesit	uporabniki
dega	veja
dega	podružnica
dega	vejo
projekti	projekt
projekti	projekta
imam	imama
dëshmi	dokazila
dëshmi	dokazi
dëshmi	dokaz
dëshmi	pričevanje
dëshmi	pričanje
dëshmi	dokaz
dëshmi	dokazilo
popull	ljudje
popull	ljudstvo
popull	osebe
popull	ljudi
popull	narod
kryen	predano
kryen	storjena
australia	avstralijo
australia	avstralije
australia	avstraliji
australia	avstralija
rhône	rhône
sheh	glej
sheh	glejte
javë	teden
javë	tedne
javë	tednov
javë	tedni
javë	tednih
alexander	aleksandra
alexander	aleksander
alexander	alexander
prindërit	starše
prindërit	starša
prindërit	starši
ndryshimet	spremembe
mbretërore	regal
mbretërore	kraljevi
mbretërore	kraljevsko
mbretërore	royal
mbretërore	kraljevo
org	org
henry	gašper
henry	henry
donte	iskani
donte	iskana
gjithçka	vse
mijëra	tisoči
mijëra	tisoče
energjia	energija
energjia	energijo
energjia	energije
energjia	energetika
simbol	simbol
atdheut	domovino
atdheut	domovinska
atdheut	domovina
atdheut	domovino
atdheut	domovina
tempujt	templjev
lejuar	dovoljeno
lejuar	dovoljen
lejuar	dovoljeno
lejuar	dovoljen
anët	robovi
anët	robove
anët	strani
shtesë	dodatno
shtesë	dodaten
shtesë	ekstra
shtesë	extra
shtesë	dodatek
shtesë	dopolnilo
shtesë	dopolnilo
shtesë	dodatek
shtesë	dodatna
shtesë	dodatno
shtesë	dodatni
listë	spisek
listë	seznam
origjinal	prvotna
origjinal	izvirnik
origjinal	izvirno
origjinal	prvotni
origjinal	original
europian	evropski
europian	evropska
europian	evropsko
kongresit	kongres
kongresit	kongresu
abdullah	abdullah
lejon	dopušča
lejon	omogoča
lejon	dovoljuje
rënë	padel
rënë	padle
rënë	padli
rënë	padla
rënë	padlo
shënime	opombe
shënime	opombi
shënime	zapiski
shënime	odložišče
artist	umetnik
artist	izvajalec
artist	umetnica
vazhdueshme	konstanta
vazhdueshme	stalno
vazhdueshme	neprekinjen
vazhdueshme	neprekinjeno
shekuj	stoletja
gjata	dolge
gjata	dolg
gjata	dolgo
gjata	dolgi
gjata	dolga
muzikë	glasba
muzikë	muzika
muzikë	glasbo
lidhjen	povezljivost
ide	zamisli
ide	idej
ide	ideje
ide	idejo
ide	ideja
ide	zamisel
liri	svoboda
liri	prostost
liri	svobode
liri	svobodo
shkrimet	pisanja
shkrimet	dnevniki
shkrimet	hlode
vëllezërit	brate
vëllezërit	bratje
vëllezërit	bratov
vëllezërit	brata
sekretar	tajnik
sekretar	sekretarka
sekretar	sekretar
sekretar	tajnica
sekretar	minister
final	končna
final	končni
shpellat	jame
shpellat	votline
rrugët	ceste
rrugët	cest
rrugët	ulice
rrugët	ceste
rrugët	proge
rrugët	poti
rrugët	poteh
agim	zoro
agim	dawn
agim	zori
agim	zora
varet	odvisno
est	est
windows	windows
windows	okna
date	zmenek
date	datum
tituj	naslovi
tituj	naslovov
kongresi	kongres
kongresi	kongresu
elbasan	elbasan
jugor	južna
jugor	južno
jugor	južni
xiii	xiii
amerika	ameriki
amerika	amerika
amerika	ameriko
amerika	america
vdes	umri
vdes	umreti
vdes	umrl
vdes	umiranje
vdes	umre
manastirit	samostana
manastirit	samostan
pjesërisht	delno
pjesërisht	deloma
pjesërisht	nekoliko
pjesërisht	delno
pjesërisht	deloma
kishë	kapelo
kishë	kapela
kishë	cerkev
model	model
model	vzorec
model	maneken
metoda	metoda
metoda	metodo
metoda	metode
kina	porcelan
kina	kitajski
kina	kitajsko
kina	kitajska
nxënës	dijaki
nxënës	študentje
nxënës	študenti
nxënës	študente
nxënës	učenci
nxënës	dijaki
nxënës	zenice
nxënës	učencev
nxënës	učenci
nxënës	učenec
nxënës	učenka
nxënës	dijak
nxënës	študent
nxënës	učenec
nxënës	študentka
nxënës	učenka
nxënës	vajenec
interes	obresti
çështjet	izdaj
çështjet	vprašanja
antonio	antonio
viii	viii
relativisht	relativno
trupave	čet
trupave	čete
trupave	čet
trupave	četa
ministria	ministrstvo
hapi	korak
shprehur	izražena
shprehur	izraženo
shprehur	izraženi
shprehur	izražen
mbahet	držal
mbahet	potekala
ndahen	ločena
ndahen	ločeni
ndahen	ločen
ndahen	ločeno
ndahen	ločena
ndahen	ločeni
ndahen	ločeno
ndërtesa	zgradba
ndërtesa	stavba
ndërtesa	stavbe
ndërtesa	stavb
ndërtesa	poslopja
ndërtesa	zgradbe
italisht	italijanske
italisht	italijanski
italisht	italijansko
italisht	italijanska
italisht	italijan
muzeu	muzej
klima	podnebje
vlerësuar	cenjeni
vlerësuar	cenjena
vlerësuar	cenil
christian	christian
christian	krščanski
christian	kristjan
greqia	grčija
baba	baba
baba	ata
baba	oče
baba	ati
baba	oče
rumani	romunija
mësuar	naučil
porta	vrata
porta	gate
porta	porta
ushtri	armada
ushtri	vojska
ushtri	vojsko
gazetar	novinarka
gazetar	novinarja
gazetar	novinar
gazetar	novinarka
gazetar	poročevalec
gazetar	poročevalka
gazetar	novinar
grupet	skupine
grupet	skupin
grupet	skupinami
grupet	skupini
detyrën	dajatev
detyrën	dolžnost
detyrën	dolžnosti
krahasim	primerjavo
krahasim	primerjava
abu	abu
krahina	pokrajina
krahina	provinca
richard	richard
ndryshim	spremembe
ndryshim	spremeni
ndryshim	sprememba
ndryshim	razlika
ndryshim	razliko
ndryshim	razlike
vlen	vreden
vlen	vredna
vlen	vredno
vlen	vredne
ekonomi	ekonomija
ekonomi	ekonomija
ekonomi	gospodarstvo
sytë	oci
sytë	oči
rus	ruska
rus	rus
rus	ruski
rus	rusko
rus	rus
uçk	kla
kodër	hrib
kodër	grič
kodër	hill
veprim	dejanja
veprim	akcija
veprim	dejanje
veprim	ukrepanje
ndaluar	prepovedano
ndaluar	prepovedan
ndaluar	prepovedani
ndaluar	prepovedana
ndaluar	prepovedan
ndaluar	prepovedana
ndaluar	prepovedani
pozita	položaji
pozita	stališča
pozita	pozicije
shoqëria	družbo
shoqëria	društvo
shoqëria	družba
shoqëria	prijateljstvo
shoqëria	prijateljstva
master	mojster
master	učitelj
punimet	dela
punimet	deluje
themelues	ustanovne
themelues	ustanovni
themelues	ustanovitelj
dobët	nezavest
dobët	šibki
dobët	šibak
dobët	šibek
dobët	šibka
dobët	šibko
lokal	krajevna
lokal	krajevni
lokal	lokalni
lokal	krajevno
lokal	lokalno
moment	moment
moment	trenutek
direkt	neposredni
direkt	neposreden
direkt	neposredna
direkt	neposredne
direkt	neposredno
direkt	direktno
direkt	neposredno
isa	isa
politika	politika
politika	politiki
politika	politiko
politika	politike
kryeqytet	kapitala
kryeqytet	prestolnica
kryeqytet	kapital
besim	faith
besim	vera
besim	vere
besim	veri
besim	vero
besim	zaupanje
besim	samozavest
besim	zaupanja
besim	zaupanje
besim	zaupanja
besim	verovanje
besim	prepričanje
besim	samozavesten
besim	samozavestna
besim	samozavestno
besim	samozavestni
pushteti	power
pushteti	moč
pop	pop
feja	religija
feja	religije
feja	religijo
feja	vera
feja	vere
pastër	cist
pastër	čist
pastër	čisti
pastër	čist
pastër	čista
stil	stil
stil	slog
but	čevelj
but	škorenj
studio	atelje
studio	studio
fazën	faza
fazën	fazo
islamike	islamske
islamike	islamski
islamike	islamskih
vëllai	bratec
vëllai	brat
serbë	srbi
armatosura	oboroženi
armatosura	oborožena
armatosura	oborožen
armatosura	oborožene
verë	summer
verë	poletna
verë	poletni
verë	poletno
verë	poleti
verë	poletje
verë	poletje
verë	vina
verë	vino
gjëra	stvari
gjëra	stvari
urbane	urban
urbane	mestna
urbane	urbana
urbane	mestne
erës	mlin
erës	vetru
erës	veter
erës	vetra
teksti	besedilo
ligjore	zakonito
ligjore	pravna
ligjore	pravno
ligjore	pravne
përpjekjet	napori
përpjekjet	prizadevanja
personal	osebno
personal	osebne
personal	osebni
personal	osebna
ndarja	deljenje
ndarja	delitev
ndarja	pregrada
ndarja	porazdelitveni
ndarja	slovo
bregdetare	obalno
bregdetare	obalna
bregdetare	obalnih
kompani	družbo
kompani	četa
kompani	podjetje
kompani	družba
kompani	podjetja
kompani	družbe
tokësore	kopenski
tokësore	kopenske
tokësore	kopenskih
tokësore	zemeljski
tokësore	zemeljsko
ekonomia	ekonomija
ekonomia	ekonomija
ekonomia	gospodarstvo
ari	arija
ari	ari
ari	medo
ari	medvedka
ari	medvedje
ari	medved
ari	medvedek
ari	zlat
ari	zlato
ari	zlate
ari	zlati
ari	zlata
media	medijev
media	mediji
media	media
dielli	sonca
dielli	soncem
dielli	sonce
dielli	soncu
friedrich	friedrich
origjinale	pristno
origjinale	pristna
origjinale	pristen
origjinale	prvotna
origjinale	izvirnik
origjinale	izvirno
origjinale	prvotni
origjinale	original
anije	ladje
anije	ladjo
anije	ladja
anije	jadrnica
anije	ladja
anije	čoln
qëndroi	stal
qëndroi	stala
indi	indija
indi	indijo
shoqëri	družbo
shoqëri	četa
shoqëri	podjetje
shoqëri	družba
shoqëri	družbo
shoqëri	društvo
shoqëri	družba
gjak	kri
përrua	potok
përrua	creek
egjipt	egipt
xii	xii
lule	rožice
lule	cvetje
lule	cvetovi
lule	rože
lule	cvet
lule	cveta
lule	roža
lule	rožica
pyll	gozdovi
pyll	gozda
pyll	woods
pyll	gozd
pyll	gozda
pyll	gozd
pyll	gozdni
pyll	gozdovi
speciale	speciale
speciale	specialno
speciale	posebna
speciale	posebne
speciale	poseben
speciale	posebno
carlos	carlos
makina	mašina
makina	stroj
makina	car
makina	avto
makina	avtomobil
makina	avte
makina	avtomobili
makina	avti
makina	avtomobile
përshkruar	opisano
përshkruar	opisane
përshkruar	opisan
përshkruar	opisani
përshkruar	opisana
producent	proizvajalec
producent	producent
përfaqëson	predstavlja
përfaqëson	zastopa
gjatësia	dolžina
trojet	podlaga
trojet	razlogi
përshtatshme	ustrezno
përshtatshme	primerno
përshtatshme	ustrezna
përshtatshme	primerna
përshtatshme	ustrezen
përshtatshme	primerna
përshtatshme	primerno
përshtatshme	primerni
përshtatshme	ustrezna
përshtatshme	primeren
përshtatshme	namestitev
përshtatshme	opremljanje
përshtatshme	primerno
arabisht	arabski
arabisht	arabsko
arabisht	arabska
berlin	berlin
kitarë	kitara
kitarë	kitare
kitarë	kitaro
përgatitur	pripravljeni
përgatitur	pripravljena
përgatitur	pripravljene
përgatitur	pripravljen
përgatitur	pripravljeno
anti	anti
mbajt	držal
mbajt	potekala
flasin	govori
flasin	govorjenje
flasin	pogovor
flasin	pogovori
flasin	govori
flasin	spregovori
gur	stone
gur	kamna
gur	kamen
gur	skalo
gur	rock
gur	kamen
gur	skala
special	specialno
special	posebna
special	posebne
special	poseben
special	posebno
dendësia	gostote
dendësia	gostota
vone	zamuja
vone	pozno
vone	pozen
vone	pozni
vone	pozna
figurë	sliko
figurë	podoba
figurë	slika
përshkruan	opiše
përshkruan	opisuje
organet	organe
organet	organi
organet	organih
shokët	prijateljev
shokët	prijatelji
shokët	friends
shokët	prijatelje
trajneri	trener
trajneri	trenerja
trajneri	trenerka
gjermanisht	nemško
gjermanisht	nemec
gjermanisht	nemška
gjermanisht	nemščina
gjermanisht	nemški
sërish	spet
sërish	znova
sërish	ponovno
aftë	usposobljenih
aftë	zmožen
aftë	sposobni
aftë	sposobne
aftë	sposoben
teatrin	gledališče
teatrin	gledališče
marre	slikano
marre	vzet
spanjolle	špansko
spanjolle	španščina
spanjolle	španski
spanjolle	španska
askush	nihče
american	ameriške
american	ameriško
american	ameriški
american	ameriška
moshë	starost
hindu	hindujski
air	zrak
air	zračno
air	zračna
air	air
prapa	zadaj
prapa	hrbet
prapa	nazaj
prapa	zadaj
veprimet	dejanja
veprimet	ukrepi
kategorisë	kategorijo
kategorisë	kategorija
japonia	japonska
japonia	japonsko
gjysmën	pol
gjysmën	polovica
gjysmën	polovico
vendas	krajevna
vendas	krajevni
vendas	lokalni
vendas	krajevno
vendas	lokalno
vendas	domači
vendas	domačih
vendas	domače
vendas	domača
vendas	domačin
vendas	materni
beograd	beograd
arkeologjik	arheološki
arkeologjik	arheološki
grua	ženska
grua	žensko
niveli	nivo
niveli	stopnja
niveli	raven
mysliman	muslimani
mysliman	musliman
klub	klub
klub	club
përmbledhje	povzetek
përmbajtja	vsebnost
përmbajtja	vsebina
përmbajtja	vsebine
përmbajtja	vsebina
përmbajtja	vsebine
austro	avstrijsko
çlirimtare	osvoboditev
çlirimtare	osvoboditve
qytetare	državljanska
qytetare	civic
qytetare	državljan
qytetare	meščan
tradita	tradicije
tradita	tradicijo
tradita	tradicija
tradita	tradicije
tradita	tradicijo
della	della
panjohur	neznan
panjohur	neznani
panjohur	neznano
panjohur	neznana
copa	koščki
copa	kosi
elementet	elementi
giovanni	giovanni
lëshuar	izdana
lëshuar	izdani
lëshuar	izdano
lëshuar	izdane
lëshuar	sproščeno
lëshuar	izpuščeni
lëshuar	izpuščen
lëshuar	izpuščena
mesëm	srednje
mesëm	srednja
mesëm	gojišče
dukshëm	vidno
dukshëm	vidno
dukshëm	vidni
dukshëm	viden
dukshëm	vidna
das	das
official	uradnik
official	uradna
official	uradno
official	uradni
dashuria	ljubezni
dashuria	love
dashuria	ljubezen
shfaqur	prikazano
shfaqur	prikazan
shfaqur	prikazana
shfaqur	prikazanih
shfaqur	prikazano
shfaqur	prikazane
shfaqur	prikazan
akademia	akademija
akademia	akademije
akademia	akademijo
free	svoboden
free	prosto
free	free
free	svobodna
free	brezplačno
free	brezplačna
nacional	nacional
det	morje
zvicër	švico
zvicër	švici
zvicër	švice
zvicër	švica
tash	zdaj
tash	sedaj
juaj	tvoje
juaj	tvoji
juaj	vaš
juaj	tvoj
juaj	tvoja
juaj	vaša
dikush	nekdo
dikush	nekdo
piktura	sliko
piktura	slikanje
piktura	barvanje
piktura	slika
verior	severna
verior	severno
verior	severni
verior	severne
tërësisht	temeljito
tërësisht	popolnoma
mbajnë	nositi
shoqatës	združenje
studiuar	raziskano
studiuar	študiral
shekujve	stoletja
ngjashëm	podobni
ngjashëm	podoben
ngjashëm	podobna
ngjashëm	podobne
ngjashëm	podobnih
ngjashëm	podobno
mbushur	polnjena
mbushur	polnjene
mbushur	napolnjena
mbushur	nabita
mbushur	naložen
mbushur	napolnjeno
mbushur	naloženo
mbushur	napolnjena
mbushur	napolnjen
mbushur	napolnjeno
banka	banks
banka	bankam
banka	bankah
banka	bankami
banka	banke
banka	banko
banka	breg
banka	bančna
banka	banka
banka	bank
folur	spregovorila
folur	govoril
marrëdhënie	razmerje
marrëdhënie	zveza
plan	načrt
plan	plan
duhen	potrebo
duhen	potreba
dyshim	dvom
dyshim	dvomi
sllave	slovanske
shenjë	podpišite
shenjë	znak
ligjet	zakoni
ligjet	zakone
bashkim	union
bashkim	unije
bashkim	unija
bashkim	sindikat
bashkim	srečanje
bashkim	snidenje
thatë	suha
thatë	suhi
thatë	suhe
thatë	posuši
thatë	suho
artin	umetnost
artin	umetnosti
artin	art
afërsisht	grobo
afërsisht	približno
nderi	častno
nderi	časti
nderi	čast
nderi	častno
nderi	časti
nderi	čast
nderi	častna
vaj	olje
vaj	olja
vaj	nafta
rinisë	mladosti
rinisë	mladina
rinisë	mladost
milan	milan
milan	milano
dhoma	sobe
dhoma	sob
dhoma	sobo
dhoma	soba
dhoma	sobi
datë	zmenek
datë	datum
kish	imelo
kish	imeli
kish	imel
kish	imela
kish	kish
artikujt	členi
artikujt	članki
artikujt	izdelki
gjeneral	splošno
gjeneral	splošni
gjeneral	splošna
show	pokaži
show	prikaži
show	oddaja
institucionet	institucije
institucionet	nosilci
institucionet	ustanove
kufijtë	meje
kufijtë	mejami
kufijtë	meja
kufijtë	mejah
kufijtë	meje
kufijtë	robovi
doktor	dohtar
doktor	doc
doktor	dok
doktor	zdravnik
doktor	zdravnika
doktor	zdravnica
doktor	doktor
personi	oseba
personi	osebi
personi	osebo
mëparshme	predhodna
mëparshme	prejšnja
mëparshme	predhodni
mëparshme	prejšnji
mëparshme	predhodno
ligj	pravo
ligj	zakon
futur	uvedeno
futur	uveden
futur	uvedeni
futur	uvedene
futur	uvedena
futur	vstavljen
prodhim	izdelava
prodhim	proizvodnja
prodhim	izhod
prodhim	izpis
prodhim	produkt
prodhim	proizvod
prodhim	izdelek
prodhim	proizvodnja
prodhim	pridelava
prodhim	produkcija
prodhim	proizvodnjo
prodhim	izdelava
prodhim	proizvodnja
gjerësisht	obširno
gjerësisht	obsežno
gjerësisht	široko
çmime	cen
çmime	cene
çmime	nagrade
çmime	nagrade
varg	razpon
varg	oddaljenost
varg	niz
varg	vrvica
varg	vrvico
varg	vrvice
line	črta
line	vrstica
sekretari	tajnik
sekretari	sekretarka
sekretari	sekretar
sekretari	tajnica
sekretari	minister
fort	tesno
fort	tesen
fort	tesna
fort	trde
fort	težko
fort	trdo
fort	močan
fort	močni
fort	močno
fort	močna
fort	utrdba
fort	trdnjava
fort	utrdbo
fort	fort
shoqëruar	pospremili
valle	dance
valle	pleši
valle	plesno
valle	ples
industriale	industrijsko
industriale	industrijska
industriale	industrijske
industriale	industrijski
mëparshëm	predhodna
mëparshëm	prejšnja
mëparshëm	predhodni
mëparshëm	prejšnji
mëparshëm	predhodno
piktor	slikar
mesjetare	srednjeveški
stili	stil
stili	slog
ndikuar	vplival
ndikuar	vplivala
filmat	filmi
filmat	kino
filmat	filmi
filmat	filme
teori	teorija
natën	noč
andrea	andrea
marr	dobil
marr	dobi
fisi	klan
fisi	pleme
klasa	razredi
klasa	pouk
klasa	razred
klasa	pouk
kampion	šampion
kampion	prvak
kampion	šampion
kampion	prvak
manuel	manuel
butë	nežna
butë	nežen
butë	nežne
butë	nežno
butë	blaga
butë	blago
butë	blage
butë	mehko
butë	mehka
butë	mehke
butë	mehak
butë	gladka
butë	gladek
butë	gladko
karakteristike	značilnost
skenë	scena
skenë	prizor
skenë	prizorišče
skenë	sceno
skenë	faza
skenë	oder
ndikimi	učinek
ndikimi	trk
ndikimi	vpliv
ndikimi	vplivanje
ndikimi	vpliv
daniel	danijel
daniel	daniela
daniel	daniel
publikuar	objavljene
publikuar	objavljena
publikuar	objavljeno
publikuar	objavljeni
publikuar	objavljen
tekst	besedilo
institutit	inštitut
institutit	zavod
futbolli	nogomet
futbolli	football
futbolli	nogomet
futbolli	fuzbal
pushtimin	invazijo
pushtimin	invazija
austria	avstrijo
austria	avstrija
marie	marie
përgjithësisht	splošno
zemër	otrok
zemër	punčka
zemër	dojenček
lidh	povezuje
lidh	poveži
gjat	dolge
gjat	dolg
gjat	dolgo
gjat	dolgi
gjat	dolga
djalë	poba
djalë	deček
djalë	fant
djalë	fantek
pejë	pec
rasti	case
rasti	zaboj
rasti	primer
rasti	rusty
currentclub	currentclub
south	južno
south	jug
south	južna
paraqitje	predstavitve
paraqitje	predstavitvi
paraqitje	predstavitve
paraqitje	predstavitev
loja	igro
loja	tekma
loja	tekmo
loja	igra
usa	zda
usa	usa
kategori	kategorijo
kategori	kategorija
kategori	kategorije
#aaa	#aaa
spanjoll	španec
spanjoll	špansko
spanjoll	španščina
spanjoll	španski
spanjoll	španska
jetoi	živel
jetoi	živeli
jetoi	živela
gjurmë	sled
gjurmë	sled
gjurmë	skladbe
gjurmë	sledi
gjurmë	tiri
emëruar	imenovan
emëruar	imenovani
ekzekutiv	izvršni
ekzekutiv	izvršilni
rregullat	pravila
rregullat	predpisi
rregullat	uredbe
rregullat	predpisi
breg	shore
breg	obalo
breg	obala
çoi	choi
pos	pos
besimi	faith
besimi	vera
besimi	vere
besimi	veri
besimi	vero
besimi	zaupanje
besimi	samozavest
besimi	zaupanja
besimi	zaupanje
besimi	zaupanja
grand	jurja
grand	grand
indian	indijansko
indian	indijsko
indian	indijski
indian	indijanec
indian	indijska
çmim	cena
çmim	nagrada
çmim	nagrado
konferenca	konferenca
konferenca	konference
konferenca	konferenc
konsiderueshme	precejšnji
luis	louis
luis	ludvik
luis	lewis
luis	luis
marne	marne
hollanda	nizozemsko
hollanda	nizozemski
hollanda	nizozemskem
hollanda	nizozemska
privat	privat
privat	zasebno
privat	privat
privat	zasebna
privat	zasebnega
privat	zasebni
ashpër	grobo
ashpër	silovito
jetonin	živel
jetonin	živeli
jetonin	živela
nënë	mater
nënë	mamo
nënë	mati
pro	pro
letra	kartice
letra	kartic
letra	karte
letra	papirja
letra	papir
letra	pisma
letra	črke
letra	pisem
letra	kartico
letra	kartica
letra	karta
shtresa	plasti
aleksandër	aleksandra
aleksandër	aleksander
aleksandër	alexander
hapësira	prostori
hapësira	vesolje
hapësira	prostor
hapësira	space
hapësira	vesoljska
gjoni	john
gjoni	janez
gjoni	janeza
kineze	kitajske
kineze	kitajski
kineze	kitajsko
kineze	kitajska
kineze	kitajci
emërohet	imenovan
emërohet	imenovani
toke	zemljišča
toke	dežela
toke	kopno
toke	zemljišče
toke	zemljo
toke	tla
toke	tleh
standard	standardna
standard	standardno
standard	standard
luftuar	boril
fat	srečo
fat	sreče
fat	sreča
muzikor	glasbeni
muzikor	muzikal
muzikor	glasbena
norvegji	norveško
norvegji	norveška
mbledhur	zbrana
mbledhur	zbranih
mbledhur	zbrano
mbledhur	zbrane
mbledhur	sestavljeni
mbledhur	sestavljena
mbledhur	sestavljeno
mjete	orodja
mjete	orodje
baden	baden
shpirtit	duša
shpirtit	duši
shpirtit	soul
shpirtit	dušo
lojtarët	igralci
lojtarët	igralca
lojtarët	igralce
lojtarët	akterji
super	noro
super	super
super	super
inter	med
studiues	raziskovalec
studiues	učenjak
ndihmon	pomaga
ndihmon	pomaga
objektet	napisi
objektet	napise
objektet	objekti
objektet	predmete
objektet	predmeti
objektet	predmetov
objektet	prizorišča
dem	dem
dem	bik
dem	bull
gjen	gene
gjen	gen
gjen	najde
hedhur	mavec
hedhur	zasedbo
hedhur	cast
hedhur	zasedba
hedhur	vrglo
hedhur	vržen
hedhur	vrgli
planet	planet
planet	planeta
planet	načrte
planet	načrti
nxjerrë	pridobljeni
territoret	ozemlja
rritja	rast
rritja	rasti
raporti	prijavi
raporti	poročilo
raporti	razmerje
idetë	zamisli
idetë	idej
idetë	ideje
kodra	hrib
kodra	grič
kodra	hill
kodra	hribi
kodra	hills
albume	albume
albume	albumov
shërbimet	storitve
dërgoi	poslan
dërgoi	poslana
dërgoi	poslani
dërgoi	poslano
dërgoi	poslane
kërkesat	zahteve
kërkesat	zahteva
kërkesat	prošnje
kërkesat	zaprosila
kërkesat	zahteve
treg	trg
treg	tržišče
eteeq	eteeq
phoiac	phoiac
vepron	dejanja
vepron	akti
vepron	obratuje
zogu	ptička
zogu	ptiček
