側室	конкубина
スモール	мало
給料	плата
伝播	пропагирање
エドワーズ	едвардс
スズ	tin
スズ	конзерва
ベネット	бенет
ミミ	мими
肩書	титула
肩書	наслов
ダライ	далај
コンペティション	конкуренција
コンペティション	конкурс
コンペティション	натпреварување
コンペティション	натпревар
世俗	секуларна
ドリンク	пијалак
ドリンク	пијалок
ドリンク	пиј
ドリンク	пијалоци
ドリンク	пијалаци
子宮	матката
子宮	матка
子宮	утроба
子宮	матка
グラスゴー	глазгов
ワタナベ	ватанабе
航法	навигација
下水道	канализацијата
下水道	канализација
下水道	канализацијата
カザン	казан
シアン	цијан
シェパード	пастирот
シェパード	овчар
シェパード	овчарот
シェパード	шепард
シェパード	пастир
シェパード	шепард
贈り物	подароци
贈り物	дар
贈り物	поклон
贈り物	подарок
ラグナ	лагуна
ノヴゴロド	новгород
オビ	оби
ベネディクト	бенедикт
検閲	цензурираат
検閲	цензурирани
検閲	цензура
オペレーション	операции
オペレーション	операција
オペレーション	операцијата
ガーディアン	гардијан
ガーディアン	чувар
ガーディアン	старател
小麦	пченица
小麦	жито
小麦	пченицата
物事	работи
物事	нешта
描画	цртеж
描画	цртање
描画	ждрепката
パレット	палета
パレット	палета
マギー	маги
マギー	меги
フューチャー	иднина
狂気	ненормален
狂気	луд
狂気	лудило
狂気	лудилото
狂気	лудило
狂気	лудило
狂気	лудоста
リマ	лима
懸賞	награди
ストーカー	прогонување
ロバ	магариња
ロバ	магарето
ロバ	магаре
ジュリー	џули
大麻	канабис
大麻	канабисот
村落	села
村落	село
村落	селски
生態系	екосистем
生態系	екосистемот
生態系	екосистемите
かわいい	слатка
かわいい	сладок
かわいい	слатко
モニュメント	споменици
モニュメント	споменик
ジャッジ	судија
ジャッジ	судијата
注入	инфузија
ローラン	лоран
ファインダー	пронаоѓач
ザグレブ	загреб
ニューカッスル	њукасл
サクラメント	сакраменто
マジカル	волшебен
マジカル	магично
マジカル	магична
マジカル	волшебно
マジカル	магичен
リクルート	регрут
リクルート	регрутира
リクルート	регрутираат
ソート	подредување
ソート	сортирање
覚書	меморандумот
覚書	меморандум
サンダー	грмотевици
サンダー	громови
サンダー	молња
サンダー	гром
紅茶	чај
デア	дер
ノーラン	нолан
信じる	верувајте
信じる	верувам
信じる	поверувале
信じる	веруваат
信じる	верувај
ピッコロ	пиколо
ヴィンセント	винсент
ハイライト	истакна
ハイライト	истакната
ハイライト	истакнато
ハイライト	истакнува
ハイライト	потенцира
ハイライト	осветли
ハイライト	истакне
マシーン	машина
ポーラ	паула
ポーラ	пола
船首	лакот
船首	поклонување
船首	лак
暗闇	мракот
暗闇	темнина
暗闇	темница
暗闇	мрак
暗闇	темнината
マーチン	мартин
リラ	лира
リラ	лири
リラ	рилски
せり	аукции
リベラル	либерална
リベラル	либерални
リベラル	либерален
リベラル	либерално
ゼルダ	зелда
プロローグ	пролог
果物	овошје
果物	плод
果物	овошна
果物	овошје
果物	плодови
おじ	вујко
おじ	тетин
おじ	чичко
おじ	вујче
おじ	чичо
おじ	чичковци
停電	затемнување
爬虫類	рептил
爬虫類	рептили
芭蕉	башо
共感	емпатија
五つ	пет
五つ	петмина
五つ	five
小津	озу
税金	данок
税金	даноците
税金	даноци
登る	искачување
隔離	изолација
バーレーン	бахреин
球体	сферата
球体	сфера
領事	конзул
未熟	незрел
不便	неповолно
不便	непријатност
ブラームス	брамс
ベルマーレ	bellmare
キャメロン	камерон
マーキュリー	меркур
知識人	интелектуалци
知識人	интелектуален
知識人	интелектуалец
知識人	интелектуална
知識人	интелектуално
談話	дискурс
ウェディング	венчавки
ウェディング	свадби
ウェディング	венчавка
ウェディング	свадба
着物	кимоно
救急車	амбуланта
神保	џимбо
残党	остатоци
セグメント	сегменти
セグメント	сегмент
ノエル	noël
ノエル	ноел
絶縁	изолиран
ナタリー	натали
在庫	попис
在庫	инвентар
カーティス	куртис
カーティス	кертис
セブ	кебу
スプリンター	спринтерка
ドミニク	доминик
ビルバオ	bilbao
原子核	јадро
ペルソナ	персона
リセット	ресетирање
軍縮	разоружување
軍縮	разоружа
スプレー	спреј
ガリレオ	галилео
ポテンシャル	потенцијална
ポテンシャル	потенцијал
生化学	биохемија
スピーチ	говорот
スピーチ	говор
ジャスティン	џастин
シング	синг
デュッセルドルフ	дизелдорф
デュッセルドルフ	дизелдорф
タスク	задачи
タスク	задачите
タスク	задача
タスク	задачата
ジュピター	јупитер
キャプション	насловот
キャプション	објаснувања
プレイオフ	плејофот
ユヴェントス	јувентус
物品	стока
物品	стоки
サイレン	сирена
サイレン	сирената
ルーレット	рулет
小人	џуџе
リビング	живите
リビング	живеејќи
リビング	живеење
チャド	чад
バイオリン	виолина
バイオリン	виолината
ジャカルタ	џакарта
インターフェース	интерфејс
インターフェース	интерфејси
キノ	кино
即興	импровизација
コーダ	coda
ドロー	привлече
ドロー	нацртај
賞品	награди
公判	судење
カスタマイズ	прилагоди
カスタマイズ	прилагодува
カスタマイズ	приспособи
カスタマイズ	прилагодува
バングラデシュ	бангладеш
ペルシャ	персиска
ペルシャ	персиски
浪士	роши
変種	разновидност
リハビリテーション	рехабилитација
屈折	рефракција
アクセサリー	додатоци
アクセサリー	прибори
肥料	ѓубриво
フォーチュン	богатство
ラッパー	рапер
検知	детекција
検知	откривање
検知	откриен
検知	откриена
検知	детектира
野獣	ѕвер
サメ	ајкули
サメ	ајкула
フレディ	фреди
湖沼	езера
ソチ	сочи
オペレーター	оператор
レクイエム	реквием
レイチェル	rachel
レイチェル	рејчел
バンクス	бенкс
バンクス	банките
バンクス	банки
ナット	орев
ナット	нат
ナット	нет
陽気	весел
陽気	весело
陽気	џоли
陽気	веселиот
ホルヘ	хорхе
マグロ	туна
ジョイ	радост
クッキング	готвење
リーク	протекува
ファンク	фанк
キープ	продолжи
キープ	задржи
キープ	чувај
グアテマラ	гватемала
フライデー	петок
ダイバー	нуркач
ダイバー	нуркачи
可視	видливо
可視	видлива
可視	видлив
可視	видливи
メタン	метан
長方形	правоаголници
長方形	правоаголник
長方形	правоаголна
パイプライン	гасовод
パイプライン	гасоводот
パイプライン	нафтовод
疾病	заболување
疾病	болест
疾病	болести
迷路	лавиринтот
迷路	лавиринт
コントローラー	контролери
コントローラー	контролори
コントローラー	контролер
コントローラー	контролор
形容詞	придавка
形容詞	придавки
アスリート	спортист
アスリート	атлетичар
アスリート	атлетичарка
アスリート	спортисти
アスリート	атлетичари
アスリート	спортистите
キャラバン	караван
ユーリ	јуриј
ユーリ	јури
ホルシュタイン	холштајн
手足	екстремитети
丸い	округла
丸い	круг
丸い	рунда
ジェラルド	џералд
変奏曲	варијации
カーテン	завеса
カーテン	завеси
カーテン	завеси
嫌悪	згрозен
嫌悪	гадење
嫌悪	аверзија
豆腐	тофу
美馬	мима
ペレ	пеле
昨日	вчера
ブルネイ	брунеј
コンベンション	конвенција
人道	хуманитарна
人道	хуманитарни
人道	хуманитарно
人道	хуманитарен
引き出し	фиока
ロジェ	роџер
課金	обвинение
ラッチ	закачуваат
我慢	трпеливост
我慢	трпение
レクリエーション	рекреација
コンパイル	состават
コンパイル	состави
コンパイル	компилација
コンパイル	составување
コンパイル	составувањето
トスカーナ	тоскана
カルメン	кармен
超新星	супернова
バンパー	браник
バンパー	браникот
ファイターズ	борци
ファイターズ	борците
蔵王	зал
サーベル	сабја
サーベル	сабји
サーベル	сабја
ファウスト	фауст
ファシズム	фашист
ファシズム	фашистички
ファシズム	фашистичка
ファシズム	фашизам
ファシズム	фашизмот
ファシズム	фашисти
ファシズム	фашистите
ファシズム	фашист
テナー	тенор
ハルビン	харбин
組み込み	вградена
ズボン	пантолони
ズボン	панталони
ズボン	гаќи
ズボン	пантолони
ズボン	панталони
マインツ	мајнц
日の出	изгрејсонцето
日の出	изгрејсонце
日の出	изгрев
プラトン	платон
タップ	допрете
タップ	допри
タップ	тап
欠如	недостиг
欠如	немање
欠如	недостаток
欠如	недостатокот
ロミオ	ромео
おしゃれ	стилски
風車	ветерница
風車	ветерници
定量	квантитативни
ヒデ	сокриј
ヒデ	скриј
ブルックス	брукс
ピエトロ	пјетро
触手	пипки
ドク	док
ホイットニー	витни
チタン	титаниум
和睦	помирување
生計	егзистенција
生計	егзистенцијата
悲しい	тажен
悲しい	sad
悲しい	жалосно
悲しい	жално
悲しい	тажна
悲しい	тажно
真司	шинџи
ステロイド	стероиди
ステロイド	стероиди
ハガキ	разгледница
ハガキ	разгледницата
アトレティコ	атлетико
取り出し	исфрлување
取り出し	исфрли
取り出し	исфрлање
ダイス	коцки
アレクサンドラ	александра
変調	модулација
宴会	банкет
スニーカー	патики
メル	мел
ノミ	болви
ノミ	болви
長子	најстара
長子	најстари
長子	најстар
ファイナンス	финансирање
ファイナンス	финансии
偏見	предрасуди
偏見	предрасуда
因みに	случајно
ファルコン	сокол
ウガンダ	уганда
許す	простување
許す	прошка
許す	прости
許す	простете
カメルーン	камерун
コンプリート	комплетен
コンプリート	комплетна
コンプリート	завршено
ホステス	домаќинка
ホステス	домаќинката
ダイビング	нуркање
ダイビング	dive
ダイビング	нуркање
ジャニ	јани
リンチ	линч
バビロン	вавилон
カーネギー	карнеги
ウェリントン	велингтон
リザ	лиза
リザ	лајза
マーラー	малер
カストロ	кастро
ワシ	орел
農薬	пестициди
農薬	пестициди
テヘラン	техеран
ブロンズ	бронзена
ブロンズ	бронзен
ブロンズ	бронза
ブロンズ	бронзени
アントワーヌ	антоан
スキップ	прескокна
ヤシ	дланка
ヤシ	палм
小切手	чекови
小切手	чековите
小切手	чек
絶叫	врескање
絶叫	врисок
手榴弾	граната
手榴弾	гранати
運動量	динамика
パルチザン	партиски
パルチザン	партиска
セネガル	сенегалската
セネガル	сенегал
ソーラー	соларна
ソーラー	соларни
ソーラー	сончева
議定書	протокол
ピザ	pizza
ピザ	пица
土星	сатурн
サクセス	успех
サクセス	успеси
ニカラグア	никарагва
アラー	алах
アラー	allah
海老	ракчиња
海老	шкампи
海老	ракчиња
退屈	здодевен
退屈	досадна
退屈	досадни
退屈	досадно
退屈	досаден
退屈	здодевно
退屈	досадно
退屈	досада
コンサドーレ	consadole
シボレー	шевролет
シフ	шиф
けいこ	кеико
酸性	киселини
中庭	дворот
ウィークリー	неделно
ウィークリー	неделник
ウィークリー	неделни
ウィークリー	неделна
ウィルス	вирус
ウィルス	вируси
アンジェラ	анџела
アンジェラ	angela
アンジェラ	ангела
噴水	фонтана
噴水	фонтани
リムジン	лимузина
リムジン	лимузината
リムジン	лимузина
リムジン	лимузината
試練	судења
ガレージ	гаража
ガレージ	гаражата
コンドル	кондор
苦しむ	трпат
苦しむ	страда
苦しむ	страдаат
ヘルプ	помагаат
ヘルプ	помош
スーパーマン	супермен
レンガ	тули
レンガ	цигли
レンガ	тули
レンガ	цигла
レンガ	брик
レンガ	тула
ブラント	брент
ブラント	брант
リベンジ	одмазда
リベンジ	освета
リベンジ	одмазди
ミヒャエル	михаел
ミヒャエル	мајкл
ミヒャエル	михаил
ミヒャエル	michael
投影	проекција
投影	проекции
未婚	немажени
未婚	немажена
イデオロギー	идеологија
イデオロギー	идеологии
オルレアン	орлеанс
オルレアン	орлеан
蘇生	оживување
わくわく	возбудливи
わくわく	возбудливо
わくわく	возбудлив
わくわく	возбудлива
わくわく	возбудена
わくわく	возбудено
わくわく	возбудени
わくわく	возбуден
着信	пристигнува
着信	доаѓа
ベティ	бети
サモア	самоански
サモア	самоа
パーマー	палмер
登米	томе
ベーシック	основно
ベーシック	основни
ベーシック	башиќ
ベーシック	основна
ベーシック	основен
ベーシック	основните
切り札	трамп
包装	амбалажа
包装	пакување
鉛筆	молив
鉛筆	моливи
会計士	сметководители
会計士	сметководител
ヒート	топлина
ヒート	жештина
東南	југоисточен
東南	југоисточно
東南	југоисток
東南	југоисточна
アウディ	ауди
アウディ	audi
隣人	сосетка
隣人	комшија
隣人	сосед
隣人	сосетка
隣人	комшија
隣人	сосед
乱暴	грубо
乱暴	груба
乱暴	груби
乱暴	груб
エヴァ	ева
エヴァ	ива
後悔	кае
後悔	каење
後悔	жалење
後悔	жали
後悔	жалење
催眠	хипноза
ハエ	мува
ハエ	летај
ハエ	летаат
ハエ	лета
エセックス	есекс
マーベル	марвел
悪霊	демон
悪霊	демони
悪霊	демоните
汚職	корупција
取り付ける	прикачи
必然	неизбежно
服飾	костими
服飾	костум
服飾	костим
服飾	костуми
ロケーション	локација
牛肉	говедско
ジョンストン	џонстон
確執	кавгата
レジスタンス	отпорност
レジスタンス	отпорот
レジスタンス	отпор
胎児	фетусот
胎児	фетус
マーカス	маркус
チャールストン	чарлстон
由緒	историја
好奇心	љубопитни
好奇心	љубопитна
好奇心	љубопитен
好奇心	љубопитност
好奇心	љубопитноста
エドウィン	едвин
花粉	полен
サタン	сатен
サタン	сатаната
生態学	еколошки
生態学	еколошка
生態学	екологија
サイクリング	велосипедизам
サイクリング	велосипедизам
フレックス	флекс
バスト	биста
レゲエ	реге
フェーズ	фаза
タフ	цврст
タフ	тешки
タフ	тешка
スパイス	зачини
スパイス	зачин
鮮やか	живописни
ヘンダーソン	хендерсон
光沢	сјајна
トラウマ	трауми
トラウマ	траума
親指	палец
親指	палецот
親指	палците
親指	палци
フォロー	следете
フォロー	следи
フォロー	follow
フォロー	следува
政治局	политбиро
粉末	брашно
粉末	пудра
粉末	прав
粉末	прашок
粉末	барут
ジブラルタル	гибралтар
プレイボーイ	плејбој
マーズ	марс
グレゴリー	григориј
グレゴリー	грегори
グレゴリー	грегориј
セバスティアン	себастијан
台所	кујни
台所	кујна
ナシオナル	национал
ドルトムント	дортмунд
レミ	реми
モア	moa
パウエル	пауел
ジョエル	џоел
誘発	предизвикана
リッチー	ричи
リッチー	ричи
楽屋	бекстејџ
公道	автопат
峡谷	клисура
峡谷	клисурата
峡谷	кањон
峡谷	canyon
峡谷	клисура
峡谷	клисурата
救世主	спасители
救世主	спасител
馬術	коњички
書式	формати
書式	формат
書式	форматирање
アレルギー	алергија
ガードナー	гарднер
序文	предговор
知覚	перцепција
知覚	перцепцијата
ダーリン	драга
ダーリン	драги
ブルズ	бикови
勇敢	храбра
勇敢	храбар
勇敢	храбри
勇敢	храбро
テンソル	tensor
ワンダフル	прекрасно
ワンダフル	прекрасен
ワンダフル	прекрасни
モーメント	моменти
モーメント	мигови
モーメント	момент
モーメント	moment
農産物	посевите
農産物	посеви
トムソン	томсон
リエージュ	лиеж
洗練	софистицираност
レベッカ	ребека
マルティネス	мартинез
マルティネス	мартинез
バクー	баку
わざと	намерно
レプリカ	реплика
レプリカ	реплики
ウィレム	вилем
フーガ	фуга
キラキラ	светко
キラキラ	сјај
キラキラ	блескав
叙事詩	епски
注射	инјекции
注射	инекции
注射	инјекција
注射	инекција
ファックス	факс
平仮名	хирагана
無制限	неограничено
無制限	неограничена
サギ	говедарка
博物学	натуралист
ブレンド	спој
パラマウント	најважна
クレーム	приговори
クレーム	поплаки
クレーム	жалби
クレーム	жалба
島民	островјани
トウモロコシ	пченка
トウモロコシ	пченка
ギネス	гинисовата
ギネス	гинис
ギネス	гвинет
ミューズ	муза
景色	пејсаж
景色	пејсажи
甲状腺	тироидната
因果	причинител
シューベルト	шуберт
フロイド	флојд
フェルディナンド	фердинанд
オードリー	одри
ラインハルト	рајнхард
ラインハルト	рајнхард
硝酸	нитрат
図面	цртежи
図面	цртеж
図面	цртање
図面	ждрепката
サバンナ	савана
レイラ	лејла
埋める	закопа
埋める	наполни
埋める	пополнување
埋める	пополни
フィンガー	прст
フィンガー	прстот
スターズ	ѕвезди
同化	асимилација
モロ	moro
チャリティ	милосрдие
チャリティ	добротворни
チャリティ	милостина
かつら	перика
かつら	перики
リッキー	рики
ストリング	низа
ストリング	врвка
ストリング	стринг
ウォレス	волис
ウォレス	валас
ウォレス	волас
プロット	заговор
プロット	парцела
プロット	завера
区切り	пауза
区切り	скрши
雄大	величенствен
雄大	величествена
雄大	величествено
雄大	величествен
計器	инструмент
計器	инструментот
文官	цивил
文官	цивилен
クリケット	крикет
ゆっくり	побавно
ゆっくり	споро
ゆっくり	бавно
ゆっくり	пополека
ゆっくり	полека
タオル	крпа
タオル	крпи
パター	палка
アリストテレス	аристотел
五木	аму
ハイドン	хајдн
プレジデント	претседател
ディッシュ	јадење
方法論	методологија
ビスタ	виста
クッキー	колачиња
クッキー	колач
クッキー	колачиња
クッキー	куки
クッキー	колаче
アビスパ	avispa
電極	електрода
電極	електроди
瞑想	медитација
ドーナツ	крофни
ドーナツ	крофна
ドーナツ	крофни
ドーナツ	крофни
ドーナツ	крофна
ナショナリズム	национализам
パイン	пајн
パイン	бор
パイン	борови
正方形	квадратен
正方形	плоштад
正方形	квадрат
正方形	плоштади
正方形	квадрати
テオドール	теодор
テオドール	теодор
パスカル	паскал
タンザニア	танзанија
リザーブ	резерва
リザーブ	резерват
肥満	дебелина
肥満	дебелината
エーテル	етерот
エーテル	етер
エーテル	етер
モデリング	моделирање
モデリング	манекенска
キャビン	колибата
キャビン	колиба
キャビン	кабина
キャビン	куќарка
ヘリウム	хелиум
行軍	маршира
行軍	маршираат
羽毛	пердув
羽毛	перо
羽毛	пердуви
ノックアウト	нокаут
ウッズ	шума
ウッズ	вудс
ウッズ	шуми
フラグ	знаме
フラグ	знамиња
グリム	грим
銀河系	галаксијата
銀河系	галаксија
銀河系	galaxy
サプライズ	изненадување
フィナーレ	финале
アニマル	животинско
アニマル	животно
アニマル	животински
防水	водоотпорни
同定	идентификација
チャーチ	црква
開祖	основач
ロッシ	роси
マグネシウム	магнезиум
共和制	република
共和制	republic
共和制	републиката
共和制	републики
仮装	костими
仮装	костум
仮装	костим
仮装	костуми
除名	протерување
華やか	гламурозна
磁石	магнет
磁石	магнети
インストラクター	инструктор
イノベーション	иновации
イノベーション	иновација
イノベーション	иновации
窃盗	кражби
窃盗	крадење
窃盗	кражба
窃盗	кражби
窃盗	крадење
合図	сигналите
合図	сигнализира
合図	сигнали
コンビネーション	комбинација
マーフィー	марфи
濃縮	концентриран
濃縮	концентрирани
濃縮	концентрирана
濃縮	збогатен
喋る	зборува
喋る	говори
喋る	зборувај
喋る	зборувајте
シャーリー	ширли
ソフィー	софи
いとこ	роднини
いとこ	братучедите
いとこ	братучеди
いとこ	роднина
いとこ	братучед
本屋	книжарница
本屋	книжара
本屋	книжарница
ハプニング	случувања
シャロン	шерон
スリム	слим
スリム	slim
前奏曲	вовед
ディスカバリー	откритие
ディスカバリー	откривање
ドイル	дојл
パレルモ	палермо
ノストラダムス	нострадамус
シャンプー	шампон
フレア	честици
海事	поморска
海事	поморски
四肢	екстремитети
四肢	екстремитети
思春期	пубертет
バリア	бариера
ロッテルダム	ротердам
ダイアモンド	дијамант
ダイアモンド	дајмонд
不快	неудобно
不快	непријатно
ピサ	пиза
外傷	повреда
外傷	повреди
外傷	трауми
外傷	траума
ヴェルサイユ	версај
エイドリアン	адријан
エイドリアン	адриан
カイル	кајл
朝食	доручек
朝食	појадок
脂質	липид
ミネアポリス	минеаполис
反感	антипатија
累積	кумулативен
テツ	tetsu
ロート	рот
式部	шикибу
宇土	uto
化身	инкарнација
カルテット	квартет
小文字	lowercase
ミック	мик
紫外線	ултравиолетови
劣勢	побројни
予告編	приколки
予告編	приколка
揖斐	ibi
ロウ	лов
ロウ	лоу
シルク	силк
シルク	свила
モザンビーク	мозамбик
アフマド	ахмад
ユリア	јулија
ユリア	џулија
ユリア	julia
ジプシー	циганка
ジプシー	цигански
ジプシー	циган
ヴィンチ	винчи
トゥールーズ	тулуз
車いす	количка
マリーナ	marina
マリーナ	марина
ロッジ	викендичка
ロッジ	ложата
興味深い	интересни
興味深い	интересно
興味深い	интересна
興味深い	интересен
フリーズ	замрзне
フリーズ	стој
スパイラル	спирала
ラウル	раул
ラウル	раул
サハラ	сахара
疑念	сомневам
疑念	сомнежот
疑念	сомнеж
疑念	сомневање
疑念	сомнежи
アソシエーション	здружение
アソシエーション	асоцијација
バリトン	баритон
ギル	гил
アッバース	абас
失望	разочарување
租税	оданочување
租税	данок
オウム	папагал
廊下	ходникот
廊下	ходник
廊下	коридор
廊下	ходник
廊下	коридорот
インターセプト	пресретнување
インターセプト	пресретнат
コレクター	колекционер
カノ	кано
整形	форматирање
インパルス	импулс
トルーマン	труман
アイデンティティ	идентитет
ヨーコ	јоко
渤海	бохајско
ジェノヴァ	џенова
キツネ	фокс
キツネ	лисица
キツネ	fox
キツネ	лисицата
キツネ	лисици
キツネ	лисиците
フォート	форт
ハイジャック	киднапирање
ハイジャック	грабнување
ウイグル	ујгурски
プロパガンダ	пропаганда
ハーモニカ	хармоника
イージー	лесни
イージー	лесен
イージー	лесно
イージー	лесна
風邪	студ
風邪	ладно
風邪	ладна
風邪	студено
風邪	студена
ストレージ	магацин
ストレージ	складирање
ストレージ	складиште
シチュエーション	ситуација
サンスクリット	санскрит
ティムール	тимур
厳重	строги
厳重	строг
厳重	строга
青銅	бронзена
青銅	бронзен
青銅	бронза
青銅	бронзени
スルターン	султан
スルターン	султанот
貯蓄	заштеди
貯蓄	штедење
貯蓄	заштеда
キャラメル	карамела
船尾	крмата
船尾	стерн
いくらか	некои
パラシュート	падобран
パラシュート	падобранот
アレイ	палета
全裸	голотија
腎臓	бубрег
腎臓	бубрегот
腎臓	бубрези
ブレスト	брест
抑圧	репресија
覇権	хегемонија
タリン	талин
ストラスブール	стразбур
コックス	кокс
コルドバ	кордоба
ゴンザレス	гонзалес
アスペクト	аспект
リアリティ	реалност
リアリティ	стварност
リアリティ	реалноста
温室	конзерваториумот
温室	стакленички
稼ぐ	заработи
稼ぐ	заработуваат
稼ぐ	заработат
稼ぐ	заработка
うつ病	депресија
ダンテ	данте
ギヨーム	гијом
会報	билтен
ジェット機	џет
ジェット機	авион
ジェット機	jet
双対	двојноста
ベンゼン	бензен
シック	шик
社交	друштвени
西沢	nishizawa
多分	можеби
日本酒	саке
接吻	бакнување
接吻	кис
接吻	бакнеж
接吻	kiss
接吻	бакни
メイソン	мејсон
アイダホ	ајдахо
審理	постапка
イエメン	јемен
ジャーナリズム	новинарство
湿度	влажни
湿度	влагата
湿度	влага
湿度	влажност
ボリューム	волумен
ボリューム	обем
ボリューム	обемот
サプライ	дотур
サプライ	набавка
サプライ	залиха
サプライ	снабдување
セロ	керо
セロ	кирил
ボンネット	боне
ボンネット	качулка
ボンネット	худ
ボンネット	маалски
食肉	месо
食肉	меса
生き物	суштества
生き物	суштество
マーカー	маркер
マーカー	маркери
酵母	квасец
マンモス	мамут
願望	аспирациите
願望	аспирации
無責任	неодговорен
無責任	неодговорно
無責任	неодговорни
無責任	неодговорна
土産	сувенири
土産	сувенири
土産	сувенир
土産	сувенири
ムーンライト	месечина
退院	празнење
退院	разрешување
ジャガイモ	компири
ジャガイモ	компир
練り	месам
瀕死	умирањето
瀕死	умира
瀕死	умираат
瀕死	умирање
ゴッホ	гог
砂丘	дина
カヌー	кану
加速度	забрзување
加速度	забрзани
加速度	забрзано
加速度	забрзан
加速度	забрзана
ロレーヌ	лорејн
ロレーヌ	лорен
新居	nii
ペイジ	пејџ
執政官	конзул
女帝	царица
エイズ	сида
気絶	онесвестување
ハノイ	ханој
推論	расудување
モルガン	морган
ニキ	ники
ホームレス	бездомници
ホームレス	бездомник
ホームレス	бездомни
プラネタリウム	планетариум
ハニー	мила
ハニー	мед
ハニー	душо
やむを得ない	неизбежни
やむを得ない	неизбежен
やむを得ない	неизбежно
やむを得ない	неизбежна
やむを得ない	неизбежни
ゆっくりと	побавно
ゆっくりと	споро
ゆっくりと	бавно
ゆっくりと	пополека
ゆっくりと	полека
大理石	мермер
アイリス	ајрис
アイリス	ирис
ハンク	хенк
性交	однос
焼肉	скара
ニックス	никс
ニックス	никс
サガン	саган
シュナイダー	шнајдер
略語	скратеници
ブレア	блер
ウォリアーズ	воини
アウェイ	далеку
アウェイ	подалеку
治癒	лек
カラフル	шарената
カラフル	шарено
カラフル	шарени
ハインツ	хајнц
失業	невработеноста
失業	невработеност
精算	наплата
バリュー	вредност
残高	рамнотежа
残高	баланс
残高	биланс
フセイン	хусеин
弾性	еластичноста
セレモニー	церемонијата
セレモニー	церемонија
ワイオミング	вајоминг
フロート	лебдат
風習	обичаи
風習	царини
風習	царински
風習	царина
風習	сопствено
風習	сопствени
台座	пиедестал
エピック	епски
カイト	змај
ノーザン	северен
ノーザン	северна
腐食	корозија
友愛	братство
メソジスト	методист
岸壁	кејот
レイナ	реина
内面	ентериер
内面	внатрешност
内面	внатрешно
内面	внатрешен
