konštruktér	конструктор
uzavretá	прилагается
uzavretá	закрытых
uzavretá	прилагаются
uzavretá	закрыта
uzavretá	закрыто
uzavretá	закрытая
uzavretá	закрытое
uzavretá	закрыты
jeruzalem	иерусалим
stôp	ноги
stôp	стопы
stôp	ступни
stôp	треки
stôp	дорожки
stôp	следы
stôp	следы
kennedy	кеннеди
pilotov	пилоты
pilotov	пилотов
odráža	отражены
odráža	отражает
spoločná	совместных
spoločná	совместное
spoločná	совместная
spoločná	совместный
dolu	down
dolu	вниз
progress	прогресс
obľúbené	любимое
obľúbené	любимая
obľúbené	любимые
obľúbené	любимый
obľúbené	популярная
obľúbené	популярных
obľúbené	популярный
obľúbené	популярное
obľúbené	популярные
obľúbené	избранное
obľúbené	любимых
obľúbené	любимая
obľúbené	любимое
obľúbené	любимые
obľúbené	любимый
obľúbené	избранное
obľúbené	любимых
obľúbené	избранные
kino	кино
kino	кинотеатр
kino	кино
značku	бренд
značku	бренда
bomba	бомба
aplikácia	применения
aplikácia	заявка
aplikácia	применение
aplikácia	app
vyšetrenie	экзамен
vyšetrenie	экзамены
uplatnenie	применимость
uplatnenie	применимости
ázijské	азиатская
ázijské	азиатские
ázijské	азии
ázijské	азиатский
zástupcu	заместитель
štandardný	умолчанию
štandardný	стандартные
štandardný	стандарт
štandardný	стандартная
štandardný	стандартный
štandardný	standard
psychológie	психология
psychológie	психологии
zameranie	направленность
zameranie	фокус
zameranie	сфокусироваться
zameranie	сконцентрироваться
zameranie	внимание
meter	метр
meter	счетчик
meter	метр
príbehov	сказки
príbehov	истории
príbehov	рассказы
jevgenij	евгений
pozor	осторожно
pozor	осторожен
pozor	осторожнее
pozor	вниманию
pozor	внимание
podrobnosti	детали
podrobnosti	подробности
podrobnosti	деталь
obnovenie	восстановление
obnovenie	восстановления
metódu	способ
metódu	метод
malta	минометных
malta	мальте
malta	мальта
malta	мальты
uzol	узел
uzol	узел
prednosť	приоритет
prednosť	примат
prednosť	предпочтения
prednosť	предпочтение
ean	ean
káder	аятолла
menšiny	меньшинства
menšiny	меньшинство
menšiny	меньшинств
menšiny	меньшинства
prietok	поток
prietok	потока
striedavo	чередование
striedavo	поочередно
prevzaté	принято
prevzaté	принятых
prevzaté	взяты
mŕtvy	мертвый
mŕtvy	умер
mŕtvy	мертвые
mŕtvy	мертв
mŕtvy	мертва
vyrábali	изготовленные
vyrábali	изготовлены
leonard	леонард
menšiu	поменьше
menšiu	меньшие
menšiu	меньше
algoritmus	алгоритм
ovládanie	контроля
ovládanie	контроль
ovládanie	управление
ovládanie	контролирует
ovládanie	контроль
strieborná	серебро
strieborná	серебряный
strieborná	сильвер
vchod	вход
popravený	казнены
popravený	казнили
bel	бел
neoficiálne	неофициально
neoficiálne	неофициальный
neoficiálne	неофициальные
neoficiálne	неофициальная
neoficiálne	неофициально
chicagu	чикаго
tvoj	твоя
tvoj	ваши
tvoj	ваш
tvoj	ваша
tvoj	твой
tvoj	ваше
tvoj	твоя
tvoj	ваши
tvoj	ваш
tvoj	ваша
tvoj	твой
tvoj	ваше
sekundárne	среднее
skok	прыгать
skok	прыжок
skok	прыгнуть
zoskupenie	кассетных
zoskupenie	скопление
zoskupenie	группировка
zoskupenie	группировки
gnu	gnu
obmedzenia	ограниченность
obmedzenia	ограничения
obmedzenia	ограничения
obmedzenia	пределы
obmedzenia	трудности
obmedzenia	ограничения
reakciu	реакция
reakciu	реакции
tisíce	тысячи
nezahŕňa	исключает
pec	печи
pec	печь
pec	духовке
pec	печь
pec	печи
testovanie	испытания
testovanie	проверка
testovanie	испытание
testovanie	тестирование
otvorene	открыто
original	оригинальная
original	оригинально
original	оригинальные
original	первоначального
original	оригинальный
original	оригинал
ekvivalent	эквивалент
ekvivalent	эквивалентные
formáte	формат
kapitánom	капитан
belo	бело
belo	белу
šľachtic	дворянин
bejzbal	бейсбол
križovatky	пересечения
križovatky	пересечение
križovatky	перекрестка
križovatky	переходов
križovatky	переходы
križovatky	перекрестке
križovatky	пересечения
hollywood	голливуд
obchodník	трейдер
obchodník	торговец
vegas	вегасе
vegas	вегас
široko	широко
rekonštrukcie	реконструкция
rekonštrukcie	реконструкцию
rekonštrukcie	восстановление
ken	кен
sedimenty	отложениях
žiadal	утверждал
chaos	хаос
viacej	более
viacej	больше
viacej	еще
schneider	шнайдер
collins	коллинс
collins	коллинз
vysielač	передатчик
symbolizuje	символизирует
nominácie	кандидатуры
chýbajú	отсутствует
alba	альба
sledovanie	отслеживания
sledovanie	отслеживание
sledovanie	мониторинга
sledovanie	контроль
sledovanie	наблюдение
sledovanie	мониторинг
sledovanie	наблюдение
sledovanie	наблюдения
sledovanie	follow
sledovanie	подписаться
scénu	сцена
bohatstvo	богатства
bohatstvo	богатство
bohatstvo	богатства
bohatstvo	богатство
titulok	заголовок
titulok	подпись
titulok	заголовок
titulok	заголовок
titulok	название
titulok	титул
ovocie	фрукты
ovocie	фрукт
ovocie	плод
ovocie	плоды
ovocie	фрукты
ovocie	плоды
kamery	камеры
observatórium	обсерватория
proste	просто
proste	только
minca	монету
minca	монета
minca	монеты
označiť	tag
označiť	метки
označiť	метка
označiť	отметить
označiť	марк
označiť	mark
označiť	отметить
označiť	метка
označiť	марка
videli	заметил
videli	замечено
videli	замечен
videli	видел
videli	видели
videli	пила
videli	видел
videli	видела
videli	увидел
videli	увидела
baptiste	батист
náboženská	религиозное
náboženská	религиозный
náboženská	религиозная
náboženská	религиозных
kvapaliny	жидкостей
kvapaliny	жидкости
kvapaliny	жидкости
nápad	идея
morgan	морган
morgan	моргана
albánska	албанцев
albánska	албании
albánska	албания
hovoril	говорил
hovoril	поговорил
hovoril	поговорили
hovoril	говорил
navrhnutá	разработан
navrhnutá	разработано
navrhnutá	предназначенные
miestnosť	room
miestnosť	комната
letel	летал
letel	прилетели
letel	пролетел
zásob	кадастр
zásob	акции
zásob	наличии
hole	дыру
hole	дырка
hole	дыра
dateformat	dateformat
brothers	братья
brothers	brothers
vládcu	правитель
planina	планина
monika	моника
monika	моника
ovplyvnená	повлияла
ovplyvnená	затронутые
heineken	heineken
presnosť	точности
presnosť	точность
presnosť	точности
presnosť	точность
jam	джем
jam	jam
komplexné	всеобъемлющий
komplexné	всеобъемлющего
komplexné	комплекс
komplexné	сложная
komplexné	сложные
komplexné	сложных
komplexné	сложный
uložená	спас
uložená	сохранена
uložená	сохранен
uložená	сохранено
uložená	сохранены
turecký	турецкие
turecký	турецкая
turecký	турецкий
turecký	турции
zemetrasenie	землетрясение
zemetrasenie	землетрясения
zemetrasenie	землетрясения
pochopiť	пойми
pochopiť	понимаю
pochopiť	понять
pochopiť	понимание
pochopiť	взаимопонимание
pochopiť	понимания
zväzkov	связки
efekty	последствия
efekty	эффекты
zeppelin	zeppelin
plošina	платформу
plošina	платформы
plošina	платформа
plošina	плато
myslel	мысль
myslel	думал
myslel	думаю
myslel	мышление
obmedzená	ограниченные
obmedzená	ограниченное
obmedzená	ограниченная
obmedzená	ограниченный
obmedzená	ограниченные
obmedzená	ограниченное
obmedzená	ограничено
uverejnil	разместил
uverejnil	опубликовано
uverejnil	опубликовал
beck	бек
obchody	магазинах
obchody	магазины
obchody	business
obchody	бизнес
obchody	сделки
obchody	сделок
obchody	сделки
obchody	магазины
kentaur	кентавр
realizácia	реализация
realizácia	осуществление
realizácia	реализация
realizácia	осуществления
realizácia	выполнение
realizácia	реализация
realizácia	реализации
realizácia	казни
realizácia	исполнение
realizácia	казнь
kriticky	критически
kužele	конусов
zachrániť	спасти
zachrániť	сохранять
zachrániť	сохранить
zachrániť	сохраните
zachrániť	спасатели
zachrániť	спасти
zachrániť	спасение
pohrebu	похороны
slabo	слабо
beskydy	бескиды
dosiahne	достигает
dosiahne	достигает
rozpad	дезинтеграции
rozpad	распад
rozpad	разложение
rozpad	распад
rozpad	распада
apoštolov	посланников
apoštolov	посланники
houston	хьюстон
slabé	слабая
slabé	слабо
slabé	слабым
slabé	слабые
slabé	слабый
hercegovina	герцеговины
hercegovina	герцеговина
pearl	жемчуг
pearl	жемчужина
pearl	перл
priemerne	средняя
priemerne	средний
priemerne	среднее
alignbars	alignbars
kolesá	колеса
kolesá	колёса
uzavretý	прилагается
uzavretý	закрытых
uzavretý	прилагаются
prichádzajú	прибывающих
mississippi	миссисипи
zajatcov	пленных
zajatcov	заключенных
zajatcov	заключенные
blog	blog
blog	блог
samec	мужской
samec	мужчина
samec	самец
samec	мужские
ramená	плечи
ramená	оружие
ramená	вооружений
ramená	руки
plní	исполняет
plní	выполняет
libreto	либретто
western	западная
western	западные
western	западной
western	западный
western	западное
vedené	управляемые
špecifický	конкретных
špecifický	конкретное
špecifický	конкретный
špecifický	конкретная
špecifický	конкретные
trvalé	прочного
trvalé	прочный
trvalé	постоянная
trvalé	постоянное
trvalé	постоянные
trvalé	постоянный
trvalé	прочного
baňa	мое
baňa	моя
baňa	мой
baňa	мои
fci	fci
gilbert	гилберт
double	двойная
double	двойное
double	двойной
double	двойные
dakota	дакота
očí	глаз
očí	глаза
očí	глазки
vrstvu	слоя
vrstvu	слой
formáty	форматы
baker	бейкер
utiekol	сбежал
utiekol	сбежали
utiekol	сбежала
utiekol	бежали
mini	mini
mini	мини
pracovníci	трудящиеся
pracovníci	работники
pracovníci	рабочие
pracovníci	работников
pracovníci	трудящихся
kolumbii	колумбия
kolumbii	колумбию
kolumbii	колумбии
zoskupenia	кассетных
zoskupenia	скопление
zoskupenia	группировки
zoskupenia	группировка
zoskupenia	группировки
urobila	сделал
urobila	сделала
ovplyvnené	повлияла
ovplyvnené	затронутые
existovalo	существовала
existovalo	существовали
existovalo	существовало
existovalo	существовал
kansas	канзас
ľudská	человеческое
ľudská	человеческая
ľudská	человек
ľudská	человека
šťastný	счастливый
šťastný	счастливая
šťastný	счастливые
šťastný	счастлива
šťastný	счастлив
konfliktov	конфликты
breh	берегу
breh	берег
mladí	янг
mladí	молодая
mladí	молодые
mladí	young
mladí	молодых
mladí	молодой
povinný	обязательных
povinný	обязательное
povinný	обязательна
povinný	обязательные
povinný	обязательная
povinný	обязательный
povinný	обязательное
povinný	обязательный
povinný	обязательные
povinný	обязательная
graz	граце
krásne	красавица
krásne	красивые
krásne	красивая
krásne	красиво
krásne	прелесть
krásne	прекрасно
známky	марки
rektor	ректор
predal	продается
predal	продано
predal	продана
predal	продал
predal	продан
obor	гигантский
obor	гигант
obor	гигантская
obor	гигантские
prekonať	превзойти
prekonať	преодолеть
predpokladu	предположения
predpokladu	предположение
predpokladu	допущение
prezidentských	президентских
prezidentských	президентский
ira	ира
brániť	защищать
brániť	защитить
bohatá	богат
bohatá	богатых
bohatá	рич
bohatá	богатая
bohatá	богатый
bohatá	богатые
turecká	турецкие
turecká	турецкая
turecká	турецкий
turecká	турции
site	сито
site	сайт
maxim	максим
príbuzné	родственники
príbuzné	родственников
príbuzné	связанные
rozmer	измерение
rozmer	аспект
primátor	мэр
jordan	иордания
jordan	иордан
jordan	иорданию
jordan	джордан
jordan	иордании
rozpočet	бюджет
darkgrey	darkgrey
philipp	филипп
philipp	philipp
franklin	франклин
batérie	аккумулятор
batérie	батареи
batérie	батарея
batérie	батарей
batérie	батареи
batérie	батарейки
neplatný	неверный
neplatný	инвалид
knižnici	библиотеки
knižnici	библиотека
backgroundcolors	backgroundcolors
alkoholu	алкоголь
alkoholu	спирт
dublin	дублине
dublin	дублин
veronika	вероника
veronika	вероника
upravená	скорректированы
rom	ром
rom	пзу
rom	rom
terry	терри
výmenu	биржа
výmenu	обмен
výmenu	exchange
okolnosti	обстоятельства
okolnosti	обстоятельство
okolnosti	обстоятельства
vianoce	рождество
vianoce	рождественский
vianoce	рождественская
vianoce	рождества
zaútočili	атаковали
zaútočili	атаковал
zaútočili	напали
predpoklad	презумпция
predpoklad	презумпцию
predpoklad	презумпции
predpoklad	предположения
predpoklad	предположение
predpoklad	допущение
predpoklad	гипотеза
fedor	фёдор
pokoj	спокойствие
pokoj	мира
pokoj	мир
pokoj	спокойная
pokoj	спокойствие
pokoj	спокойствие
atentát	убийство
bonaparte	бонапарт
plánovaná	запланированное
plánovaná	запланированные
plánovaná	запланированный
plánovaná	запланированная
plánovaná	запланировано
plánovaná	запланированных
plánovaná	планируемые
plánovaná	планируется
plánovaná	запланированные
plánovaná	запланированная
plánovaná	запланировано
plánovaná	запланированных
aspekty	аспекты
pacienta	пациентка
pacienta	пациент
pacienta	пациента
letiská	аэропорты
letiská	аэропортах
odmietla	отклонена
odmietla	отклонила
odmietla	отклонили
odmietla	отказался
matke	мать
matke	мама
matke	матерь
matke	матушка
zasiahla	вмешался
diamond	бриллиант
diamond	алмазов
diamond	алмаз
zajatí	плен
zajatí	плену
zajatí	плену
hrobky	могила
hrobky	гробнице
hrobky	могил
jadrová	ядерная
jadrová	ядерные
klasifikácie	классификации
klasifikácie	классификаций
kľúčové	ключ
kľúčové	ключевых
desaťročia	десятилетий
desaťročia	десятилетиями
desaťročia	десятилетия
grace	благодать
grace	грейс
grace	грэйс
cestoval	путешествовал
kartu	вкладку
kartu	вкладка
kartu	карта
kartu	карту
kartu	карточка
dana	даны
dana	дана
edgar	эдгар
stuart	стюарта
stuart	стюарт
študuje	изучения
študuje	изучаю
študuje	изучение
študuje	учусь
dokazuje	демонстрирует
dokazuje	доказывает
dokazuje	докажет
zákone	завет
zákone	завещание
toulouse	тулузе
bowell	боуэлл
tokov	потоки
urán	уран
urán	уран
strecha	крыше
strecha	крыша
strecha	крыши
strecha	крыше
strecha	крыша
strecha	крышу
utiecť	побег
utiecť	сбежать
kampane	кампании
nížina	низменность
danny	дэнни
danny	денни
danny	дэни
obyvateľom	обитатели
obyvateľom	жители
obyvateľom	жителей
obyvateľom	резиденты
obyvateľom	жители
magic	волшебство
magic	волшебная
magic	magic
magic	магия
kushiro	кусиро
stráca	проиграть
stráca	теряем
stráca	потеря
stráca	проигрывать
stráca	потерять
stráca	проигрывает
stráca	теряет
materskej	материнство
materskej	родам
materskej	родитель
bonus	бонус
náhrada	возврат
náhrada	возмещение
náhrada	возмещение
náhrada	компенсация
náhrada	замену
náhrada	замена
náhrada	замены
dominika	доминик
dominika	доминика
autorských	copyright
marcela	марсель
marcela	марсела
jakob	якоб
jakob	яков
dostupná	доступно
dostupná	доступные
dostupná	доступны
dostupná	доступен
dostupná	имеющихся
obmedzenie	ограничение
obmedzenie	ограничения
obmedzenie	ограничение
obmedzenie	лимит
obmedzenie	ограничение
obmedzenie	предел
obmedzenie	ограничить
kameraman	оператор
true	true
true	правда
topenia	тает
nariadenia	регламент
nariadenia	правила
nariadenia	регламент
nariadenia	регулирование
moru	море
interakcie	взаимодействия
interakcie	взаимодействие
interakcie	взаимодействия
interakcie	взаимодействие
sedan	седан
als	бас
pobočky	ветки
pobočky	отделений
pobočky	ветви
pobočky	филиалы
pobočky	отрасли
kritiku	критика
kritiku	критику
kritiku	критика
téme	тема
téme	теме
meč	меч
chad	чад
chad	чаде
chad	чед
inštitúcia	учреждение
inštitúcia	институт
federálny	федеральное
federálny	федеральные
federálny	федерального
federálny	федеральный
federálny	федеральная
zistí	обнаруживает
nádeje	надеется
nádeje	надежды
externý	внешнее
externý	внешние
externý	внешняя
externý	внешних
externý	внешний
voyager	вояджер
zeus	зевс
experimentálne	экспериментальных
experimentálne	экспериментальная
experimentálne	экспериментальные
experimentálne	экспериментальное
experimentálne	экспериментальный
ostro	решительно
ostro	острая
ostro	острые
ostro	шарп
ostro	острый
ostro	резко
gott	готт
mních	монах
mních	монк
roh	углу
roh	уголок
roh	угол
roh	хорн
roh	рог
roh	гудок
roh	рога
všimol	заметил
všimol	заметили
všimol	заметила
vlastníkom	хозяин
vlastníkom	владельца
vlastníkom	владелец
povolené	разрешено
povolené	включено
povolené	включена
povolené	включен
povolené	разрешено
povolené	разрешены
povolené	допускается
povolené	разрешено
povolené	разрешена
povolené	разрешены
povolené	допускается
povolené	разрешено
jedenásť	eleven
jedenásť	одиннадцать
magnus	магнус
epizódy	эпизодов
epizódy	серий
dočasné	временный
dočasné	временная
dočasné	временное
dočasné	временно
dočasné	временные
objavovať	изучить
objavovať	исследовать
objavovať	обнаружить
stúpa	растущая
výstupov	мероприятия
potraviny	продуктовый
potraviny	питание
potraviny	продовольственной
potraviny	пища
potraviny	еды
potraviny	продовольствие
potraviny	еда
očami	глаз
očami	глаза
očami	глазки
kategóriu	категория
kategóriu	категории
spomienky	воспоминания
ťažkosti	трудности
ťažkosti	трудность
ťažkosti	сложность
ťažkosti	трудности
edmund	эдмунд
patriaci	принадлежащих
protest	протеста
protest	протесты
protest	протест
graham	грэм
riadené	управляемый
riadené	удалось
riadené	управляемые
riadené	управляемые
riadené	контролируемых
riadené	управляемый
riadené	контролируемые
riadené	контролируется
riadené	управляемые
poškodený	повреждено
poškodený	поврежден
poškodený	повреждена
poškodený	повреждены
poškodený	повреждены
zadný	задняя
zadný	тыл
zadný	сзади
zadný	задних
isto	уверен
isto	конечно
isto	уверена
existujúcich	существующие
existujúcich	существующая
existujúcich	существующее
existujúcich	существующий
chrániť	защищать
chrániť	защитить
chrániť	защитите
radosť	восторг
radosť	наслаждение
radosť	радости
radosť	джой
radosť	радость
radosť	удовольствие
radosť	удовольствия
radosť	наслаждение
elektróny	электроны
prepojené	связанный
prepojené	связанные
hus	гусь
facebook	фейсбук
facebook	facebook
štandardná	умолчанию
skladateľov	композиторов
prístupná	доступный
správna	правильно
správna	исправить
správna	правильное
správna	правильный
sála	зал
sála	hall
sála	холл
sála	аудитория
litoměřice	литомержице
odkazuje	ссылается
stretáva	встречает
deja	дежа
auta	машину
auta	автомобиль
auta	car
auta	вагон
auta	машина
krk	шею
krk	шея
magyar	magyar
prach	пыль
prach	пыли
nadácia	фонд
nadácia	основа
nadácia	foundation
nadácia	основание
nadácia	фундамент
výmeny	обменов
výmeny	биржи
výmeny	обмены
colin	коллин
colin	колина
colin	колин
colin	колен
pocity	чувства
werner	вернер
ľahký	light
ľahký	свет
ľahký	света
ľahký	светло
salzburg	зальцбург
africké	африканский
africké	африканского
africké	африканские
africké	африканская
vrtuľník	вертолет
vrtuľník	вертолёт
vrtuľník	вертолет
dcér	дочери
dcér	дочки
dcér	дочерей
zložité	комплекс
zložité	сложная
zložité	сложные
zložité	сложных
zložité	сложный
zložité	сложная
zložité	сложные
zložité	сложно
zložité	сложный
zložité	трудно
zložité	трудное
zložité	сложно
zložité	трудный
panva	таза
advokát	адвокат
advokát	адвокат
advokát	советник
advokát	адвокат
advokát	адвокат
advokát	юрист
existujúce	существующие
existujúce	существующая
existujúce	существующее
existujúce	существующий
ťažšie	тяжелее
ťažšie	сложнее
ťažšie	тяжелее
ťažšie	труднее
ťažšie	сильнее
zaujímavý	интересное
zaujímavý	интересная
zaujímavý	интересный
zaujímavý	интересно
zaujímavý	интересные
odborníci	профессионалы
odborníci	специалистов
odborníci	специалисты
odborníci	экспертов
odborníci	эксперты
oceľ	стали
oceľ	стальные
oceľ	стальной
oceľ	сталь
dokopy	вместе
skúmanie	изучения
skúmanie	следствие
skúmanie	расследование
skúmanie	экзамен
skúmanie	экзамены
vták	птичка
vták	бёрд
vták	птицы
vták	птица
roberto	роберто
prevahu	превосходство
prevahu	превосходства
zriedka	редко
zriedka	редко
pól	столб
pól	полюс
jedince	лиц
štvornožce	четвероногие
brusel	брюсселе
brusel	брюссель
predsedníctva	председательство
predsedníctva	президиум
čiernych	черные
čiernych	чёрные
čiernych	чернокожих
významnosť	значимость
významnosť	значимость
významnosť	актуальность
reťazec	строка
reťazec	цепочку
reťazec	цепочка
reťazec	цепь
rozvíja	развивается
rozvíja	разрабатывает
rozvíja	развивает
zomreli	умер
zomreli	умерла
zomreli	погиб
pripraviť	приготовиться
pripraviť	подготовиться
pripraviť	подготовить
sľub	обещаю
sľub	обещание
vhodná	соответствующих
vhodná	уместно
vhodná	подходящих
vhodná	подходящий
vhodná	подходящее
vhodná	подходит
vhodná	подходящие
barrett	барретт
saxofón	саксофон
ghz	ггц
metallica	metallica
produkuje	производит
apr	апр
električka	трамвай
teatro	teatro
isaac	айзек
isaac	исаак
khl	кхл
niesť	нести
pozostávala	состоял
pozostávala	состояли
výrobcov	производителей
výrobcov	производители
výrobcov	продюсеры
výrobcov	производителей
výrobcov	производители
vyvíja	развивается
vyvíja	разрабатывает
vyvíja	развивает
kompletný	полный
kompletný	полная
kompletný	завершить
životnosť	долговечность
jun	чжун
jun	юн
elektronický	электронная
elektronický	электронные
elektronický	электронное
elektronický	электронный
vodič	драйвер
vodič	водителя
vodič	водитель
newton	ньютон
newton	ньютона
desaťročí	десятилетий
desaťročí	десятилетиями
desaťročí	десятилетия
desaťročí	десятилетие
desaťročí	десятилетия
galileo	galileo
galileo	галилео
chráni	защищает
soundtrack	саундтрек
obmedzený	ограниченные
obmedzený	ограниченное
obmedzený	ограничено
obmedzený	ограниченные
obmedzený	ограниченное
obmedzený	ограниченная
obmedzený	ограниченный
zvláštny	странная
zvláštny	странное
zvláštny	странный
zvláštny	странно
zvláštny	странные
zvláštny	странно
dôsledok	следствием
dôsledok	последствие
palace	дворец
rytmus	бит
rytmus	победить
rytmus	ритм
príležitostne	изредка
duo	дуэт
kresťanský	кристиан
kresťanský	христианин
kresťanský	христиане
kresťanský	христианство
kresťanský	христиан
mäsa	мясо
mäsa	мяса
henrik	хенрик
bach	баха
bach	бах
slávu	известность
slávu	славы
slávu	слава
slávu	славу
slávu	славу
slávu	слава
theodor	теодор
využívanie	эксплуатация
využívanie	использование
využívanie	употребление
využívanie	использования
ahoj	привет
ahoj	здравствуйте
učiť	преподавать
učiť	учить
učiť	научить
učiť	учиться
učiť	учись
učiť	учитесь
astronauti	астронавтов
kôra	кора
kôra	барк
kôra	кора
kôra	пил
náročné	сложных
náročné	вызов
náročné	трудно
náročné	трудное
náročné	сложно
náročné	трудный
fakty	факты
costa	коста
darwin	дарвин
uzavreté	прилагается
uzavreté	закрытых
uzavreté	прилагаются
uzavreté	закрыта
uzavreté	закрыто
uzavreté	закрытая
uzavreté	закрытое
uzavreté	закрыты
rozhovory	переписки
rozhovory	разговоры
rozhovory	беседы
rozhovory	интервью
rozhovory	собеседования
rozhovory	беседы
tlači	печати
tlači	пресса
tlači	пресс
tlači	нажмите
tlači	press
tlači	нажать
spolupracovala	сотрудничал
spolupracovala	сотрудничала
spolupracovala	сотрудничали
spolupracovala	сотрудничал
spolupracovala	сотрудничала
spolupracovala	сотрудничали
liečbu	угощение
liečbu	лечить
zabili	убиты
zabili	убита
zabili	убил
zabili	убит
gréckom	греческая
gréckom	греки
gréckom	греков
gréckom	греческий
sfondo	sfondo
osudu	судьбу
osudu	судьба
osudu	судьбы
štýly	стайлз
štýly	стили
štýly	стилей
staviteľ	строитель
hlboký	глубокую
hlboký	глубокое
hlboký	глубокая
hlboký	глубокие
hlboký	глубоко
hlboký	глубокий
hlboký	глубокую
využívaná	эксплуатируемых
zaujíma	заинтересованных
zaujíma	заинтересованная
zaujíma	интересует
zaujíma	заинтересованным
zaujíma	интересно
zaujíma	заинтересованные
viaže	связаны
cape	плащ
cape	мыс
vyrobená	произведенные
vyrobená	произведено
vyrobená	изготовленные
vyrobená	изготовлены
vyrobená	сделанные
vyrobená	сделано
vyrobená	сделана
vyrobená	сделал
vyrobená	сделаны
kalendára	календарь
flotily	флота
flotily	флот
flotily	флотов
menším	поменьше
menším	меньшие
menším	меньше
sektor	сектор
búrka	гроза
búrka	шторм
búrka	буря
búrka	гроза
guillaume	гийом
komerčne	коммерчески
domácu	домашнее
domácu	домашний
domácu	домашние
stavia	сборки
stavia	строит
keith	кит
keith	кита
spáchal	совершено
spáchal	совершенные
pablo	пабло
slonoviny	айвори
zdanlivo	якобы
tvrdý	крутой
tvrdý	жесткий
tvrdý	жестко
tvrdý	жесткая
éra	эпоха
éra	эпоху
éra	эра
stredoveké	средневековой
presvedčený	уверен
presvedčený	уверенность
presvedčený	уверенно
presvedčený	уверены
presvedčený	поверить
presvedčený	верить
presvedčený	верим
presvedčený	верю
presvedčený	убежден
presvedčený	убедила
presvedčený	убеждены
presvedčený	убедил
presvedčený	убедили
zranenie	ранение
zranenie	травмы
zranenie	травма
zranenie	вред
zranenie	ранение
zranenie	рана
zranenie	рану
labuť	лебедь
labuť	свон
hitlera	гитлер
hitlera	гитлера
mrakodrap	небоскреб
reštaurácia	рестораны
reštaurácia	ресторан
brad	бред
brad	брэд
doplnené	пополняться
calgary	калгари
kostra	скелет
zastávky	остановки
zastávky	останавливается
zastávky	прекращается
ukončiť	выход
ukončiť	выезд
ukončiť	конце
ukončiť	end
ukončiť	конец
ukončiť	прервать
ukončiť	бросить
udelené	предоставлен
udelené	предоставлено
udelené	присуждена
udelené	награжден
gregory	григорий
gregory	грегори
predpisy	регламент
predpisy	правила
predpisy	правил
predpisy	правила
predpisy	рецепты
lars	ларс
pokrok	прогресс
ostrý	острая
ostrý	острые
ostrý	шарп
ostrý	острый
laureát	лауреат
marko	марко
ponuky	ставка
ponuky	заявки
ponuky	предложения
univerzít	университеты
stade	стад
obytné	жилых
obytné	жилой
vlaku	поезд
susedné	соседями
susedné	соседи
susedné	соседних
susedné	соседние
susedné	прилегающие
susedné	прилегающих
budúce	будущее
budúce	будущий
budúce	будущая
budúce	будущие
plemien	породы
plemien	порождает
plemien	пород
dean	декан
dean	дин
zabitý	убитый
zabitý	убит
zabitý	убиты
zabitý	убита
zabitý	убил
zabitý	убит
nepriateľom	враг
nepriateľom	враги
nepriateľom	враги
nepriateľom	врагам
nepriateľom	врагов
výnimky	изъятия
výnimky	исключения
výnimky	исключение
výnimky	исключением
výnimky	исключения
výnimky	исключения
výnimky	изъятия
výnimky	исключения
bin	бин
expozície	воздействия
ruka	рука
ruka	руку
ruka	рука
ruka	руку
drevených	деревянные
drevených	деревянный
strieborný	серебро
strieborný	серебряный
strieborný	сильвер
kapacity	потенциалы
kapacity	вместимость
kapacity	емкость
kapacity	способность
kapacity	потенциал
kapacity	потенциала
luigi	луиджи
android	android
rozprávanie	разговоры
rozprávanie	выступая
rozprávanie	говорящие
voličov	избиратели
voličov	избирателей
lom	преломления
lov	охота
lov	хант
lov	охота
lov	охоты
sady	сады
sady	комплекты
sady	наборы
kanála	канал
kanála	канал
kanála	channel
kanála	каналы
jeruzalema	иерусалим
prevrat	переворот
prevrat	переворота
červenú	красные
červenú	красная
červenú	красный
červenú	красное
červenú	красного
červenú	red
piano	фортепиано
piano	рояль
piano	пианино
hrobka	могила
hrobka	гробнице
nosí	носит
china	china
china	китай
flash	флеш
flash	вспышка
flash	flash
flash	флэш
pacific	тихоокеанского
pacific	тихоокеанский
pacific	pacific
pacific	пасифик
prítomný	настоящее
prítomný	подарок
tón	тон
povrchové	поверхностные
pomocné	вспомогательная
pomocné	вспомогательные
pomocné	вспомогательное
pomocné	вспомогательных
rozhoduje	постановляет
pracujúcich	трудящиеся
pracujúcich	работники
pracujúcich	рабочие
pracujúcich	работников
pracujúcich	трудящихся
pláne	план
uplatňuje	применяет
uplatňuje	применяется
víťazný	победителями
nissan	nissan
kanálov	каналы
dres	джерси
baník	майнер
cassini	кассини
vysielať	трансляция
vysielať	трансляции
vysielať	вещание
vysielať	вещания
vysielať	вещание
une	une
vodnár	водолей
lietadlom	плоскость
lietadlom	самолет
lietadlom	плоскости
lietadlom	самолёт
lietadlom	самолет
lietadlom	самолёт
churchill	черчилль
kenneth	кеннет
larry	лари
larry	ларри
mitchell	митчел
mitchell	митчелл
viet	приговоры
gibson	гибсон
veselý	веселые
veselý	жизнерадостный
veselý	радостная
veselý	весёлый
absolútna	абсолютной
absolútna	абсолютный
absolútna	абсолютная
absolútna	абсолютное
lyžiar	лыжник
ball	бал
ball	шар
ball	мяч
ann	энн
ann	анн
siedmy	седьмой
siedmy	седьмое
siedmy	седьмая
