din	od
ziarele	novina
scut	štita
scut	štit
patrie	domovina
patrie	fatherland
transmisie	prenos
transmisie	emitovanje
transmisie	emitovati
cavalerii	vitezova
practici	praksu
practici	praksi
practici	praksom
practici	praksa
eficiente	efikasno
eficiente	efikasnom
eficiente	efikasan
eficiente	efikasna
motoarele	motora
motoarele	motori
hotărâre	sudnji
drepte	pravo
divertisment	zabava
predomină	allahov
acvatice	vodene
stanga	lijevo
kazahstan	kazahstan
obiceiuri	navika
obiceiuri	navike
obiceiuri	carina
obiceiuri	carinska
vitamina	vitamini
cardinalul	kardinal
radar	radar
copac	drvo
imre	imre
homer	homer
marți	utorak
gazda	računar
multimedia	multimedija
furat	ukradene
furat	ukraden
furat	ukrao
rogers	rogers
infinit	beskonačno
infinit	beskonačnost
laser	laser
învinsă	poraženi
învinsă	poražena
învinsă	porazila
învinsă	porazio
rapoarte	izvještaje
rapoarte	izvještajima
rapoarte	izveštaji
rapoarte	izvještaji
crater	krater
pachet	pakovanje
pachet	pack
pachet	snop
pachet	paket
climatice	klimatski
climatice	klima
mercury	merkur
stanisław	stanisław
che	che
odessa	odesa
posibilități	mogućnostima
posibilități	mogućnosti
pasiune	strast
pasiune	infatuation
lane	lane
înlocuitor	zamjena
supravegherea	nadzorom
supravegherea	nadzor
biblice	biblijsku
sistematic	sistematski
sistematic	sistematskog
sistematic	sistematsko
westminster	vestminsterska
pietrele	kamenova
pietrele	kamenje
flăcări	flames
darmstadt	darmstadt
ilustrat	ilustrovana
magda	magda
alessandria	alessandria
speed	brzina
thriller	triler
arhivă	arhiv
arhivă	arhive
mergând	walking
arctic	arktik
wind	vjetar
împrejurimile	okolina
împrejurimile	okolini
jonas	jonas
cucerită	osvojio
cucerită	osvojen
newman	newman
podgorica	podgorica
comis	počinjenih
comis	počinjenim
comis	počinila
comis	izvršio
comis	počinio
comis	počinili
parametri	parametara
parametri	parametri
credincios	vjernike
credincios	vjerna
credincios	vjernici
credincios	vjernik
frică	strah
nantes	nantes
dominantă	dominantne
dominantă	dominantan
dominantă	dominantna
dominantă	dominantni
nicolai	nicolai
dezbateri	debatama
dezbateri	debatu
dezbateri	raspravu
dezbateri	debati
dezbateri	debata
dezbateri	debate
corona	corona
dortmund	dortmund
îngustă	uski
îngustă	uske
actualizat	ažurirana
campioni	šampioni
roth	roth
strauss	strauss
înțelept	mudra
boulogne	boulogne
celebră	poznati
celebră	poznata
celebră	poznat
celebră	poznate
celebră	slavni
tribut	počast
protector	zaštitna
protector	zaštitnih
protector	zaštitne
protector	zaštitnik
protector	zaštitnika
solidă	čvrsto
solidă	čvrste
guardian	guardian
dalai	dalaj
braille	braille
operațiune	operacija
grădini	bašče
grădini	bašti
doamnă	madam
doamnă	ledi
doamnă	dami
doamnă	dama
doamnă	lady
editori	izdavača
editori	urednika
rudele	rodbina
razboi	rat
razboi	ratu
sentiment	osećaj
sentiment	feeling
sentiment	osjećaju
sentiment	osjećaj
kafka	kafka
despot	despot
honoris	honoris
audiență	publika
lup	wolf
lup	vuk
lup	vuka
audi	audi
riga	rigi
józef	józef
hidrografic	hidrografska
remus	remus
remus	rem
câmpuri	polja
romantică	romantična
favorabilă	povoljno
favorabilă	povoljne
favorabilă	povoljan
costul	trošak
identic	identičan
identic	identične
identic	identični
cavalerilor	vitezova
electroni	elektrone
electroni	elektrona
diviziune	diviziji
diviziune	podjela
diviziune	divizija
comic	strip
nebraska	nebraska
capelă	kapela
eticheta	tag
campionate	prvenstava
amândouă	oboje
curtis	curtis
solul	tlo
solul	tlu
sweet	slatko
moschee	džamija
vânzările	prodaja
jurământul	zakletva
christoph	christoph
tisa	tisa
tisa	tisza
curaj	hrabrost
vârfuri	peaks
vârfuri	vrhova
anexată	anektirana
adoptă	usvoje
adoptă	usvoji
adoptă	usvojiti
adoptă	usvaja
kreis	kreis
grace	grace
spionaj	špijunaža
lanțuri	lanaca
lanțuri	lancima
originare	porijeklom
frescă	freska
moale	meka
moale	meku
expansiunea	proširenje
cota	podijeli
cota	kvota
utrecht	utrecht
autobuze	autobusa
evacuarea	evakuaciju
tipurile	tipovi
tipurile	vrste
expansiune	proširenje
sidi	sidi
nominalizată	nominovan
lagăre	logori
lagăre	logora
lagăre	logore
lagăre	logorima
matematica	matematika
matematica	matematike
matematica	matematička
matematica	matematici
matematica	matematika
mortem	mortem
melbourne	melbourne
trans	trans
montaj	montaža
montaj	slideshow
vizite	posjeta
coca	koka
coca	coca
rabin	rabbi
norvegiană	norveški
obligatorie	obaveznim
obligatorie	obavezno
obligatorie	obavezni
obligatorie	obavezan
obligatorie	obaveznog
obligatorie	obavezno
jucate	igrala
jucate	odigrana
jucate	igrao
jucate	svirao
jucate	odigrano
jucate	odigrali
sume	iznose
sume	iznosi
tensiunea	tenzije
tensiunea	tenzija
tensiunea	napon
sheriff	šerif
democratică	demokratski
democratică	demokratska
măsurare	mjerenje
măsurare	mjerenje
maiorul	major
steel	čelik
stancu	stancu
baie	kupanje
ruine	ruševina
ruine	ruševine
ruine	ruševinama
galileo	galileo
altenburg	altenburg
hussain	hussain
hannah	hannah
hannah	hana
celulelor	ćelije
ada	ada
mia	mia
mia	mija
birouri	kancelarije
birouri	urede
ciudad	ciudad
reprezentantul	zastupnik
reprezentantul	predstavnik
grosime	gusta
sas	sas
rachetă	raketa
rachetă	projektil
rachetă	raketa
socio	društveno
hardware	hardversko
tiger	tigar
verticale	vertikalna
ten	djelimično
ten	deset
print	princ
print	prince
polo	polo
pisică	mačka
plăcere	zadovoljstvo
dirk	dirk
centrala	central
centrala	centralni
centrala	centralna
datorate	zbog
combină	kombinuje
combină	objedinjuje
minsk	minsk
plaja	plaža
sophia	sofija
sophia	sophia
definirea	definicija
garcía	garcía
carintia	koruška
antrenament	obuke
antrenament	trening
antrenament	obuka
antrenament	treninga
antrenament	obuku
găsirea	pronalaženje
găsirea	nalaženje
găsirea	nalaz
machiavelli	machiavelli
posibilitate	mogućnost
tokio	tokio
castello	castello
plajă	plaža
cultivate	porastao
salvează	spasi
asiatice	azijsko
asiatice	azijski
asiatice	azijske
asiatice	azijska
supreme	vrhovni
supreme	vrhovno
refuzul	odbijanja
refuzul	odbijanje
add	dodaju
add	dodati
add	dodajte
dovada	dokazi
dovada	dokaz
experiențe	iskustava
experiențe	iskustva
mase	mase
intelectual	intelektualno
intelectual	intelektualno
intelectual	intelektualac
intelectual	intelektualnu
ipoteză	hipoteza
mongolia	mongolija
centrele	centara
centrele	centri
centrele	centrima
moartă	mrtva
moartă	mrtvi
moartă	mrtvo
moartă	mrtav
consecințele	posljedice
consecințele	posledica
balcanice	balkanski
balcanice	balkan
balcanice	balkanska
producătorii	proizvođača
producătorii	proizvođači
revizuită	razmatrali
victimele	žrtava
victimele	žrtve
guatemala	gvatemala
opusă	suprotnost
opusă	suprotna
opusă	suprotnim
opusă	suprotno
flotă	flota
clinic	klinička
clinic	klinički
nevoile	treba
capabili	sposoban
capabili	sposobni
declarând	proglašenja
populat	naseljena
populat	naseljeno
extraterestră	alien
extraterestră	vanzemaljski
difuzare	emitovanje
difuzare	emitovati
elaborate	razrađene
stînga	lijevo
giacomo	giacomo
vittorio	vittorio
macedoneană	makedonski
metalic	metal
metalic	metalna
metalic	metalnih
metalic	metalni
vorbite	govornom
veszprém	veszprém
maro	brown
orion	orion
orion	oriona
bombă	bomba
dureri	bol
dureri	bolove
dureri	bolovi
maritimă	pomorski
maritimă	maritime
consecutiv	uzastopnih
oprește	staje
oprește	prestaje
oprește	sprečava
populate	naseljena
populate	naseljeno
murphy	murphy
restaurante	restorana
ipoteze	pretpostavke
ipoteze	hipoteza
chimia	hemija
mătușa	tetka
sai	sai
andaluzia	andaluzija
eds	eds
piețe	tržišta
manifestare	ispoljavanje
galaxy	galaksija
mhz	mhz
hochei	hokej
avocatul	advokat
eye	oka
eye	oko
confederației	konfederacija
valentina	valentina
dal	dal
permisiune	dozvolu
goiás	goiás
reggio	reggio
sălbatic	divljeg
sălbatic	divlji
sălbatic	wild
sălbatic	divlja
pasaj	prolaz
montat	zadovoljavalo
heroes	heroji
gaeta	gaeta
extrase	izručen
extrase	crpi
confuzie	konfuzije
performanța	nastup
canadiană	kanadski
connecticut	connecticut
caterina	catherine
caterina	katarina
rangers	rangers
reformele	reforme
reformele	reformi
reformele	reformama
morrison	morrison
douăsprezece	dvanaest
hampshire	hampshire
maxime	maxime
nadia	nadia
ateliere	radionica
mecanicii	mehanika
beat	napije
cititorii	čitaocima
stocare	skladištenje
stocare	skladište
sculpturi	skulptura
proteine	proteina
proteine	proteine
proteine	proteinima
proteine	proteini
rugat	molio
galerii	galerijama
tunel	tunel
salonic	solun
iustinian	justinijan
privilegii	privilegije
mingea	lopta
issn	issn
boleslav	bolesław
agnes	agnes
pelerinaj	hadždž
trimiterea	slanje
acoperirea	pokrivanja
acoperirea	reportaža
acoperirea	izvještavanje
masculii	mužjaci
soi	raznovrsnost
soi	različitih
tabără	logor
tabără	camp
tabără	kamp
tabără	kampu
kai	kaj
kai	kai
extinse	proširili
extinse	proširena
popp	popp
zola	zola
aventura	avanturu
aventura	avantura
infobox	infobox
neobișnuit	neuobičajena
neobișnuit	neuobičajene
neobișnuit	neuobičajen
neobișnuit	neobično
ușă	vrata
stabil	stabilno
stabil	stabilna
stabil	stabilan
hector	hektor
ibm	ibm
monarhia	monarhija
theodore	theodore
theodore	teodor
excelent	odličnu
excelent	odličan
excelent	odlične
excelent	izvrsno
excelent	odlično
căsători	udati
rude	rodbina
hannibal	hanibal
musca	mušica
musca	lete
musca	bite
musca	zalogaj
kara	kara
vecinii	susjedima
vecinii	susjeda
vecinii	susjedi
vecinii	susjedima
sara	sara
verificarea	verifikacije
verificarea	verifikaciju
parametrii	parametara
parametrii	parametri
muntean	highlander
navigare	navigaciju
navigare	plovidbe
lingvistic	jezičke
respectat	poštovana
respectat	poštovali
respectat	poštovan
respectat	cijenjen
teresa	teresa
teresa	tereza
treisprezece	trinaest
gnu	gnu
eliberează	puštanje
eliberează	oslobađanje
pasiunea	strast
lemnul	drva
lemnul	drvo
bombardiere	bombardera
bombardiere	bombarderi
chitaristul	gitarista
refugiu	pješačko
refugiu	utočište
simeon	simeon
sentimentul	osećaj
sentimentul	feeling
sentimentul	osjećaju
sentimentul	osjećaj
dostoievski	dostojevski
bela	bela
bibliografia	bibliography
latino	latino
calificarea	kvalifikacije
benfica	benfica
sentimente	osećanja
sentimente	osjećanja
bang	bang
geometrice	geometrijska
geometrice	geometrijski
messina	messina
hat	hat
hat	šešir
termic	toplotna
termic	toplotne
termic	toplotno
victima	žrtva
edwards	edwards
dificile	teškom
dificile	teški
dificile	težak
dificile	teško
dificile	teška
oskar	oskar
gottorp	gottorp
nominală	ocijenjeno
nominală	ocijenio
furnizate	obezbjeđen
furnizate	obezbijeđen
furnizate	obezbijedila
furnizate	obezbjeđena
încărcat	laden
încărcat	napunjen
liguria	ligurija
croce	croce
shanghai	šangaj
bon	bon
finlandez	finski
venind	dolazi
bea	piće
bea	bea
lagăr	logor
lagăr	camp
lagăr	kamp
lagăr	kampu
chola	chola
schimbată	promijenio
schimbată	promijenila
schimbată	promijenjen
domină	dominiraju
dietrich	dietrich
chinezi	kineski
israelul	izrael
peisaje	krajolike
reputația	ugled
periculoase	opasnu
periculoase	opasna
periculoase	opasne
periculoase	opasan
periculoase	opasni
periculoase	opasno
periculoase	opasni
hagi	hagi
estetică	estetika
estetică	estetiku
artificiale	vještačko
artificiale	vještačka
vecin	komšija
vecin	susjeda
vecin	susjeda
molecule	molekula
molecule	molekuli
molecule	molekule
lin	lin
pole	pol
micro	mikro
maya	maya
maya	maja
închide	zatvori
închide	blizu
închide	bliskoj
închide	bliski
închide	blizak
închide	bliska
tipice	tipično
tipice	tipičan
cluburile	klubovi
cluburile	klubova
fondurile	sredstva
fondurile	fondovi
vista	vista
bolile	bolesti
bolile	oboljenja
mitul	mit
mato	mato
observate	posmatrala
observate	posmatrao
substantiv	imenice
verb	glagoli
analele	annals
selecția	selekcija
selecția	izbor
victimă	žrtva
afacere	sporazum
afacere	dogovorom
afacere	deal
afacere	dogovor
afacere	poslovni
afacere	poslovanje
moravia	moravia
hanna	hanna
optice	optički
optice	optičko
arătând	pokazujući
voice	glas
peters	peters
osul	kost
uta	uta
afonso	afonso
antarctica	antarktik
antarctica	antarktik
premiat	nagrađeni
premiat	dodijelila
chei	ključeve
chei	ključa
fontaine	fontaine
culturile	kultura
dialecte	dialects
market	tržište
market	tržišta
adunate	okupilo
luciano	luciano
fețe	lica
evitarea	izbjegavanje
evitarea	izbjegava
evitarea	izbjegavanju
pericolul	opasnost
mall	centar
clay	glina
avertizat	upozorio
underground	underground
underground	podzemni
underground	podzemna
chitara	gitara
eroii	heroji
cancelar	kancelara
cancelar	kancelar
cancelar	kancelarka
limite	granica
ședința	sjede
russo	rusko
primirea	prima
primirea	primanje
sondaj	anketa
sondaj	ankete
sondaj	istraživanje
sondaj	ispitivanje
defensiv	odbrambene
defensiv	odbrambena
bafta	bafta
parteneri	partneri
cristos	hristos
cristos	hrista
olympic	olimpijski
intrări	unose
căldura	toplota
fanilor	navijači
fanilor	navijača
ocazii	prilikama
ocazii	navrata
ceai	čaj
haakon	haakon
joel	joel
poli	poli
lovește	hitovi
coreeană	korejski
judetul	županija
judetul	okrug
domenico	domenico
clinică	klinika
clinică	klinička
imens	ogromni
adaptate	prilagođena
aprecieri	voli
realizările	dostignuća
realizările	postignuća
interzicerea	prohibicije
atomice	atomskih
atomice	atomski
atomice	atomska
lennon	lennon
detroit	detroit
întrerupt	prekinuto
întrerupt	prekinuo
declarații	izjave
gustul	okus
candidatul	kandidata
candidatul	kandidat
chen	cen
yang	yang
îmbrăcat	dressed
bagdad	bagdad
electricitate	elektricitet
speranță	nada
speranță	nade
gorica	gorica
îmbunătățiri	poboljšanja
îmbunătățiri	poboljšanje
astronomul	astronom
buganda	buganda
indiană	indijska
indiană	indijanac
indiană	indijski
reproducere	uzgojem
reproducere	razmnožavanje
cronologia	hronologija
indice	indeks
sărbătorit	proslavila
chan	chan
lucy	lucy
tenor	tenor
obiceiurile	navika
obiceiurile	navike
asumat	preuzela
climat	klima
dezbatere	debatu
dezbatere	raspravu
dezbatere	debati
dezbatere	debata
dezbatere	debate
virtutea	vrlina
integrală	integral
optic	optički
optic	optičko
străvechi	drevni
străvechi	drevno
străvechi	drevna
străvechi	drevne
balcanică	balkanski
balcanică	balkan
balcanică	balkanska
doom	doom
angajează	zaposli
geoffrey	geoffrey
ninja	nindža
mainz	mainz
wikipedii	wikipedias
atelierele	radionica
metan	metan
vandalism	vandalizam
geologie	geologija
monedele	novčiće
monedele	kovanica
grame	grama
inelul	ring
inelul	prsten
kill	ubiju
kill	ubistvo
kill	kill
kill	ubi
kill	ubiti
proteste	proteste
proteste	protesti
kid	mali
kid	dijete
kid	kid
imn	himna
imn	himna
imn	himne
vincenzo	vincenzo
dobrici	dobrič
burton	burton
confirmată	potvrdila
confirmată	potvrdio
confirmată	potvrđeno
berna	bern
exacte	tačan
sudan	sudan
segmente	segmentima
păreri	mišljenja
păreri	pogledi
păreri	poglede
ereditar	nasljedna
ereditar	nasljednog
cronologie	hronologija
slovaci	slovaci
arn	rnk
arn	arn
byron	byron
fotograf	fotografa
tub	cijev
nouveau	nouveau
fotomodel	model
fotomodel	modela
ambasada	ambasada
neumann	neumann
fosile	fosila
fosile	fosili
fidel	fidel
mușchi	mišić
mușchi	mos
responsabilă	odgovorne
responsabilă	odgovorna
responsabilă	odgovorni
responsabilă	odgovornim
responsabilă	odgovoran
teză	teze
teză	teza
teză	kaznu
teză	rečenica
teză	kazna
teză	presudom
comisarul	povjerenika
comisarul	komesar
minune	čudo
minune	miracle
clanul	klan
clanul	klana
verdi	verdi
aka	zvani
albumele	albuma
cartierele	naseljima
cartierele	naseljima
doisprezece	dvanaest
galeriile	galerijama
rico	rico
nas	nas
nas	nos
semnătura	potpis
gottfried	gottfried
ruth	ruth
triumf	trijumf
geometria	geometrija
modernizarea	modernizaciju
modernizarea	modernizacije
modernizarea	modernizacija
modernizarea	modernizaciju
michelangelo	michelangelo
trio	trio
profetul	prorok
profetul	vjerovjesnik
profetul	vjerovjesnika
profetul	poslanik
siegfried	siegfried
enumerate	naveden
divorț	razvod
specializare	specijalitet
teodora	teodora
teodora	teodora
creative	kreativne
creative	kreativna
creative	kreativno
creative	kreativni
chirilic	ćirilici
forever	forever
forever	zauvijek
odeon	odeon
trăia	živjela
trăia	živjeli
trăia	živio
ureche	uho
funcționari	zvaničnici
formularea	formulacija
declarate	proglašeno
declarate	proglašeni
declarate	proglasile
declarate	proglasio
muncitorii	radnici
muncitorii	radnika
reporter	novinar
reporter	reporter
anexat	anektirana
calvin	calvin
zala	zala
citează	navode
olivier	olivier
adina	adina
leader	lider
coast	obala
semnătură	potpis
raid	upada
ngc	ngc
lucius	lucije
regizori	direktori
regizori	režiseri
cereri	aplikacije
cereri	prijave
cereri	zahtjevi
cereri	zahtjeva
sandra	sandra
vienna	beč
borussia	borussia
funcțională	funkcionalna
messier	messier
împlinit	ispunjena
împlinit	ispunio
inteligent	intelligent
inteligent	smart
inteligent	pametan
diplomatică	diplomatsko
diplomatică	diplomatski
diplomatică	diplomatske
diplomatică	diplomatska
moi	moi
moi	meka
moi	meku
monetară	monetarna
wikidata	wikipodaci
int	int
meta	meta
sidney	sidney
factorul	faktor
borgo	borgo
etichetat	označeni
etichetat	obilježene
polje	polje
costum	kostim
țesut	tkiva
țesut	tkivo
țesut	weaving
asediat	opkoljenom
helena	helena
focuri	požari
focuri	strijelaca
lăudat	pohvalio
moderat	umjerene
moderat	umjereno
raul	raul
kings	kraljevi
provizii	zalihe
provizii	zaliha
provizii	opskrbljuje
provizii	namirnica
umberto	umberto
césar	césar
nasir	nasir
unix	unix
leone	leone
wiener	wiener
vândută	prodala
vândută	prodat
vândută	prodao
bianca	bianca
bianca	bjanka
cererile	zahtjevi
cererile	zahtjeva
gmt	gmt
miercuri	srijeda
orizontală	horizontalna
orizontală	horizontalni
somn	spavanje
shaw	shaw
shaw	sho
respirator	respiratorni
băuturi	pića
băuturi	pije
tito	tito
joão	joao
farul	svjetionik
kassel	kassel
sincer	iskreno
sincer	čistih
sincer	iskreno
sincer	honest
ascunsă	skriven
ascunsă	skriveni
ascunsă	skrivena
erwin	erwin
amedeo	amedeo
recuperare	oporavak
recuperare	oporavka
ist	ist
oglindă	ogledalo
degli	degli
determinate	odlučan
determinate	utvrdili
segmentul	segment
blake	blake
irene	irena
irene	irene
împrejurimi	okolina
împrejurimi	okolini
telefonie	telefoniju
cutia	kutija
explorator	istraživač
explorator	explorer
femela	ženka
cecilia	cecilia
umar	rame
gest	gest
sulla	sulla
alberta	alberta
gelu	gelu
rouen	rouen
colectivă	collective
colectivă	kolektivni
colectivă	kolektivna
colectivă	kolektiv
zhang	zhang
drake	drake
subiectele	teme
favorabil	povoljno
favorabil	povoljne
favorabil	povoljan
troyes	troyes
hohenstaufen	hoenštaufovci
fuziunea	spajanje
dictionnaire	dictionnaire
bel	bel
dreams	sanja
dreams	snovi
asociere	udruženje
asociere	asocijacija
fixat	fiksni
corn	rog
sparta	sparta
genera	generiše
genera	generisati
genera	generišu
singuri	sami
singuri	sama
durerea	bol
birmingham	birmingham
noir	noir
armean	armenski
mieszko	mieszko
fum	dim
proiectate	dizajniran
generalii	generali
helmut	helmut
recuperarea	oporavak
recuperarea	oporavka
falsă	lažnih
falsă	lažna
falsă	lažne
falsă	lažni
falsă	lažno
reynolds	reynolds
haifa	haifa
comise	počinjenih
comise	počinjenim
comise	počinila
comise	izvršio
comise	počinio
comise	počinili
colonizarea	kolonizacija
murad	murad
murad	murat
călugărul	monk
graf	graf
yorkshire	yorkshire
controversată	kontroverzni
controversată	sporni
lancaster	lancaster
civic	civic
civic	građanskog
civic	građanske
civic	građanski
provocată	izazvale
provocată	izazvao
dorință	želju
dorință	želja
bucurie	radost
hopkins	hopkins
cbs	cbs
muniție	municija
muniție	municiju
muniție	municije
muniție	municije
muniție	municiju
dosar	dosije
dosar	datoteka
dosar	arhiva
dosar	file
dosar	direktorij
abordarea	pristup
abordarea	pristupom
abordarea	pristupu
abordarea	prilaz
colle	colle
deschid	otvaranje
întreținerea	održavanje
mozaic	mozaik
orlando	orlando
pierzând	gubi
pierzând	izgubivši
tyler	tyler
autobuz	autobus
coduri	kodovi
sima	sima
slovacă	slovački
masters	masters
colegul	kolega
harvey	harvey
temporară	privremeno
temporară	privremenu
temporară	privremene
bombardament	bombardovanje
bombardament	bombardovanje
pachetul	paket
ridge	greben
temperaturile	temperature
bryan	bryan
cleveland	cleveland
voturile	glasove
voturile	glasova
voturile	glasa
voturile	glasovima
inamicul	neprijatelj
verifica	pogledajte
verifica	check
listclass	listclass
ingineri	inženjera
ingineri	inženjeri
jessica	jessica
musulmanilor	muslimani
levi	levi
femelele	ženke
liric	lirska
absolvire	matura
dictator	diktator
oglinda	ogledalo
vântul	vjetar
zoe	zoë
zoe	zoe
zoe	zoi
stabilă	stabilno
stabilă	stabilna
stabilă	stabilan
amalia	amalia
sopron	sopron
reed	trska
reed	reed
guverne	vlade
aprobată	odobrena
aprobată	odobrio
aprobată	odobreni
aprobată	odobren
aprobată	approved
abdullah	abdullah
frază	kaznu
frază	rečenica
frază	kazna
frază	presudom
tematică	tematska
tematică	tema
jake	jake
automobil	automobile
rață	patak
rață	patka
psihologia	psihologija
dawn	dawn
dawn	zore
dawn	zora
serioasă	ozbiljna
serioasă	ozbiljan
serioasă	ozbiljne
dijon	dijon
răzbunare	osveta
răzbunare	osveta
răzbunare	osvetu
răzbunare	osveta
răzbunare	osvete
experți	stručnjaci
încărcate	napunjen
costel	costel
confunda	zbune
bijuterii	dragulja
bijuterii	nakita
bijuterii	nakit
bijuterii	nakit
hunt	lov
vilnius	vilnius
court	sud
cola	coke
cola	kolu
cola	cola
iuda	judo
iuda	judas
iuda	judah
jeanne	jeanne
metru	metar
metru	metra
norte	norte
monde	monde
desenul	crtež
drapel	zastava
desenele	crtežima
desenele	crteži
prototip	prototip
concurenți	takmičari
polar	polarne
script	scenario
palma	palma
opțiunea	opcija
provocând	izazivaju
provocând	uzrokujući
chirurg	hirurg
numerică	numerička
numerică	numeric
utype	utype
artileria	artiljerija
orb	slijepa
trofeu	trophy
trofeu	trofej
creier	mozak
creier	mozak
linkuri	veza
cohen	cohen
duet	duet
sopra	sopra
sigmaringen	sigmaringen
división	división
africană	afrički
africană	afričke
africană	afričkih
africană	afrička
anchetă	istraga
biologic	biološke
biologic	biološku
biologic	biološki
biologic	biološka
biologic	biološki
cetățenie	nacionalnost
cetățenie	državljanstvo
mesajele	poruke
fructele	plod
fructele	voće
fructele	plod
cronicile	hronika
cronicile	bilježe
mormintele	grobovi
newcastle	newcastle
classic	klasični
classic	classic
classic	klasik
spațiile	prostori
spațiile	prostora
spațiile	spaces
spațiile	prostore
desi	desi
desi	iako
desi	iako
videoclipuri	videa
videoclipuri	snimke
ferma	farma
bear	medvjed
facilități	objekti
agrement	rekreativnih
aniversarea	godišnjica
leningrad	lenjingradska
argentinian	argentinca
argentinian	argentinac
tolkien	tolkien
photo	foto
photo	fotografija
agenție	agencija
continentale	kontinentalna
continentale	kontinentalni
genetice	genetičke
genetice	genetička
genetice	genetičko
genetice	genetički
genetice	genetski
genetice	genetsko
sinonim	sinonim
cincizeci	pedeset
cerro	cerro
amazon	amazon
locomotive	lokomotiva
aliată	savezničke
aliată	savezničkih
aliată	saveznička
radiații	zračenje
radiații	radijacija
candidatura	kandidaturu
candidatura	kandidaturi
minister	ministarstvo
manfred	manfred
crezând	vjerujući
simone	simone
explorer	istraživač
explorer	explorer
gaulle	gaulle
bila	lopta
accidente	nezgoda
vita	vita
ricardo	ricardo
distrugere	uništavanje
distrugere	uništenja
distrugere	uništenje
minorităților	manjine
bucătăria	kuhinje
bucătăria	kuhinja
bucătăria	kuhinji
atom	atom
stella	stella
organică	organska
orală	usmena
coloniile	kolonije
coloniile	kolonija
simpson	simpson
anders	andersa
anders	anders
comenzi	komande
comenzi	komanduje
comenzi	naređenje
comenzi	naređenja
dima	dima
misterul	misterija
minutul	minuta
muncitor	radnik
nebun	ludi
nebun	lude
nebun	lud
nebun	ludo
minimum	minimalno
minimum	minimum
minimum	minimalna
taxi	taksi
taxi	taksi
secțiunile	sekcije
curajul	hrabrost
formală	formalne
formală	formalna
formală	formalni
wembley	wembley
intense	intenzivne
intense	intenzivan
logan	logan
fiicele	kćerke
fiicele	kćerkama
fiicele	kćeri
earl	earl
expunere	izloženost
expunere	izlaganje
lima	lima
margine	edge
șarpe	zmija
șarpe	zmija
șarpe	zmijsko
convenție	konvenciji
convenție	konvencija
convenție	konvenciju
calificări	kvalifikacije
calificări	kvalifikacija
calificări	kvalifikacijama
varga	varga
israeliană	izraelski
răspunsuri	odgovore
răspunsuri	odgovori
irlandeză	irski
magazinul	radnja
magazinul	prodavnica
magazinul	store
stepă	stepa
sfaturi	savjeta
sfaturi	savjet
petrecere	stranka
petrecere	partija
organic	organska
holocaust	holokaustu
holocaust	holokaust
holocaust	holokausta
expunerea	izloženost
expunerea	izlaganje
freedom	sloboda
deutschen	deutschen
cay	cay
încălcarea	kršenje
prioritate	prioritet
simptomele	simptomi
athos	gora
comedia	komedija
partizanii	partizani
redactarea	izradom
redactarea	izradu
redactarea	izrada
dialect	dijalekt
turing	turingova
gravură	graviranje
gravură	bakropis
renovare	renoviranja
gonzález	gonzález
monarhie	monarhija
cerințe	zahtjevi
porc	svinjetina
porc	svinju
cerebral	cerebralni
cerebral	cerebralne
seki	seki
afghanistan	afganistan
benz	benz
imposibilă	nemoguća
imposibilă	nemoguće
autonomia	autonomiju
autonomia	samostalnost
autonomia	autonomija
mister	misterija
chuck	chuck
cristale	kristali
cristale	kristal
richmond	richmond
nobilimea	plemstvo
evidente	očigledno
evidente	očigledni
evidente	očigledan
ptolemeu	ptolemej
codex	zbornik
cabinetul	kabinet
demonstrație	demo
demonstrație	demonstracije
arras	arras
partizani	partizani
planck	planckova
înguste	uski
înguste	uske
cordoba	kordobi
glorie	slava
thierry	thierry
annie	eni
substanțial	znatno
substanțial	značajne
substanțial	značajni
buletinul	bulletin
opuse	protivi
fierbinte	hot
fierbinte	vrelo
cuceritorul	osvajač
testul	test
ursu	medvjed
creaturi	stvorenja
obama	obama
timbru	pečat
sacru	sveta
sacru	mesdžidul
word	riječ
anexa	aneks
incidentul	incident
manu	manu
rennes	rennes
scenarii	scenarija
roata	točak
vers	stih
oriental	orijentalna
violet	ljubičasti
violet	violet
yahoo	yahoo
atribuții	zadaci
leeds	leeds
led	vodio
led	vodili
led	predvodio
led	predvodi
gutenberg	gutenberg
șoc	šok
cauciuc	guma
parohie	parohija
ida	ida
panorama	panorama
reducere	smanjenju
reducere	smanjenje
săptămânal	sedmični
săptămânal	sedmičnjak
fericită	sretan
fericită	sretna
fericită	happy
detaliat	detaljan
detaliat	detaljne
zboruri	letovi
sharon	sharon
enigma	enigma
sanda	sanda
guinee	gvineja
aderarea	pristupanje
biografii	biographies
convertit	realizuju
amadeus	amadeus
hypericum	hypericum
zvonuri	glasine
zvonuri	glasine
protocolul	protokol
oasele	kosti
avertizare	upozorenje
avertizare	upozoravajući
avertizare	upozorenja
lupul	wolf
lupul	vuk
lupul	vuka
metro	metro
comisii	komiteti
abandonată	napušten
abandonată	napustio
abandonată	napuštena
abandonată	napuštene
niculae	niculae
transferate	prebačen
transferate	prebačena
trenurile	vozove
trenurile	vozovi
trenurile	vozova
globale	globalni
globale	globalno
psihologice	psihološki
albaneză	albanski
simbolizează	simbolizuje
iarba	trava
iarba	grass
iarba	trave
iarba	travi
iarba	travu
transformate	transformirao
transformate	pretvorena
yale	yale
