και	ve
διορίστηκε	atanan
παρελθόν	geçmiş
δουλειά	eyüp
δουλειά	iş
δουλειά	çalış
δουλειά	çalışma
δουλειά	iş
δουλειά	çalışmak
συμπεριφορά	davranışlar
συμπεριφορά	davranış
συμπεριφορά	tutum
συμπεριφορά	tavır
συμπεριφορά	davranış
συμπεριφορά	duruş
συμπεριφορά	davranışı
συμπεριφορά	davranışlar
συμπεριφορά	davranış
συμπεριφορά	davranışları
βόρειο	kuzey
απόψεις	görüşler
απόψεις	fikirleri
απόψεις	fikirler
απόψεις	görüntüleme
άνθρακα	kömür
άνθρακα	karbon
κοινωνία	topluluk
κοινωνία	toplum
κοινωνία	sosyete
οκτώ	sekiz
οκτώ	eight
οκτώ	sekizi
σύμβολο	simge
σύμβολο	sembolü
σύμβολο	sembol
προσθήκη	ilave
προσθήκη	ek
προσθήκη	ekleyin
προσθήκη	ekle
προσθήκη	ekleme
ισραήλ	israil
άρης	aris
άρης	ares
άρης	mars
καναδά	kanada
παιχνίδια	oyun
παιχνίδια	maçlar
παιχνίδια	oyunlar
παιχνίδια	oyunları
παιχνίδια	oyuncaklar
παιχνίδια	oyuncak
κομμάτια	parçaları
ανάλυση	çöküş
ανάλυση	bozulma
ανάλυση	kırılım
ανάλυση	çöküntü
ανάλυση	analizi
ανάλυση	analiz
ανάλυση	analizler
κόκκινο	kırmızı
κόκκινο	kirmizi
κόκκινο	kızıl
κόκκινο	red
ηλιακό	güneş
ηλιακό	solar
δίσκος	albüm
δίσκος	disk
δίσκος	disk
δίσκος	tepsi
πρωταθλήτρια	şampiyon
ροκ	taş
ροκ	kaya
ροκ	rock
αντικείμενα	eşyalar
αντικείμενα	ürünler
αντικείμενα	nesneler
αντικείμενα	nesne
αντικείμενα	nesneleri
ενέργειας	enerji
ενέργειας	enerjisi
ζώνη	bölge
ζώνη	zone
ζώνη	kayış
ζώνη	kemer
ζώνη	kuşak
σύλλογοι	dernekleri
σύλλογοι	kulüpler
σύλλογοι	kulüpleri
σχέδια	tasarımları
σχέδια	tasarımlar
σχέδια	planlar
σχέδια	planları
σχέδια	plan
σχέδια	projelerin
σχέδια	proje
σχέδια	projeleri
σχέδια	projeler
σχέδια	çizimleri
σχέδια	çizimler
χιλιάδες	binlerce
χιλιάδες	binlercesi
δίκτυο	network
δίκτυο	ağ
φως	işık
φως	hafif
φως	light
φως	nur
φως	aydınlık
πραγματικό	real
πραγματικό	gercek
πραγματικό	reel
πραγματικό	gerçek
παραπομπές	referans
μικρές	ufak
μικρές	küçük
μικρές	kucuk
πίνακας	tablo
πίνακας	sofra
πίνακας	masa
πίνακας	tablo
πίνακας	resim
πίνακας	boyama
απάντηση	cevap
απάντηση	yanıt
απάντηση	cevapla
απάντηση	cevap
απάντηση	yanıt
απάντηση	cevapla
παρόμοια	benzeri
παρόμοια	benzer
απόλυτο	mutlak
περιλαμβάνονται	dâhil
περιλαμβάνονται	dahil
περιλαμβάνονται	içerir
περιλαμβάνονται	dahil
αποκλειστικά	ayrıcalıklı
αποκλειστικά	özel
νότιο	güney
νότιο	güneyli
νότιο	güney
νότιο	güneye
πολιτικές	ilkeleri
πολιτικές	politikaları
πολιτικές	politikalar
ανήκε	aitti
ανήκουν	ait
νόμος	yasa
νόμος	law
νόμος	hukuk
νόμος	kanun
πράγματα	seyler
πράγματα	şeyler
πράγματα	şeyler
οποιαδήποτε	herhangi
άννα	anna
απλώς	sadece
απλώς	just
έζησε	yaşamış
έζησε	yaşadı
έζησε	yaşardı
σκηνοθέτης	direktör
σκηνοθέτης	müdür
σκηνοθέτης	yönetmen
σκηνοθέτης	yönetici
ιαπωνία	japonya
σειρές	serisi
σειρές	dizi
σειρές	seri
σειρές	sıra
φον	fawn
φον	von
ολυμπιακό	olimpiyat
ολυμπιακό	olimpik
εμφανίστηκε	göründü
δολάρια	dolar
δολάρια	dolarlar
λίγες	birkaç
τρόπος	şekilde
τρόπος	yol
κεντρικό	merkezi
κεντρικό	merkez
ακαδημίας	akademi
ακαδημίας	akademisi
ακαδημίας	akademide
πέτυχε	başardı
βαθμούς	notları
βαθμούς	notlar
καταστροφή	facia
καταστροφή	felâket
καταστροφή	felaket
καταστροφή	afet
καταστροφή	facia
καταστροφή	felaket
καταστροφή	afet
καταστροφή	felaketler
καταστροφή	yıkım
καταστροφή	imha
φύση	tabiat
φύση	doğa
ναι	evet
ναι	yes
ναι	evet
όργανα	aletler
όργανα	aletleri
όργανα	aygıtlar
όργανα	kuruluşlar
όργανα	kurumlar
όργανα	kurumları
τιμές	fiyatları
τιμές	fiyat
τιμές	fiyatlar
τιμές	fiyatlara
τιμές	değerler
τιμές	değer
τιμές	değerleri
πίεση	basınç
πίεση	baskı
βασίλισσα	queen
βασίλισσα	kraliçe
βασίλισσα	vezir
κόμματα	virgül
κόμματα	partiler
χαρακτήρες	karakterler
χαρακτήρες	karakterleri
χαρακτήρες	karakter
πολιτικό	siyasetçi
πολιτικό	politikacı
πολιτικό	siyasi
πολιτικό	politik
πολιτικό	siyasal
φιλοσοφία	felsefe
φιλοσοφία	felsefesi
χημική	kimyasal
χημική	kimya
βίντεο	görüntülü
βίντεο	video
βίντεο	videoları
βίντεο	video
βίντεο	videolar
ασίας	anadolu
ασίας	asya
ίδρυσε	kurulmuş
ίδρυσε	kurulan
ίδρυσε	kuruldu
παλιά	eski
παλιά	yaşlı
παλιά	old
παλιά	ihtiyar
μονάδα	birlik
μονάδα	birim
μονάδα	ünite
βρετανία	britanya
στρατηγός	genel
στρατηγός	general
εξαιρετικά	mükemmel
οικονομικά	ekonomi
ίδρυμα	temel
ίδρυμα	vakfı
ίδρυμα	vakıf
ίδρυμα	enstitü
ίδρυμα	kuruluş
ίδρυμα	kurum
κάποιον	biri
κάποιον	birini
κάποιον	birisi
κάποιον	birileri
διεύθυνση	müdürlüğü
διεύθυνση	adresiniz
διεύθυνση	adresi
διεύθυνση	adres
υπόλοιπα	dinlenme
υπόλοιπα	istirahat
υπόλοιπα	dinlenmek
υπόλοιπα	dengeler
πάπας	papa
πάπας	pope
σταθμό	karakol
σταθμό	station
σταθμό	istasyonu
σταθμό	istasyon
σχετική	akrabalar
σχετική	akraba
σχετική	akrabası
σχετική	göreceli
σχετική	ilgili
σχετική	alakalı
σχετική	bağlantılı
σχετική	akraba
σχετική	ilgili
σχετική	ilişkili
σχετική	alakalı
αρχιτεκτονική	mimarlık
αρχιτεκτονική	mimari
αρχιτεκτονική	mimarisi
προπονητές	koçlar
δραστηριότητα	etkinlik
δραστηριότητα	faaliyet
δραστηριότητα	aktivite
δραστηριότητα	hareketler
δραστηριότητα	aktiviteler
τεχνική	teknik
τεχνική	tekniği
τεχνική	teknik
διαμέρισμα	daire
διαμέρισμα	düz
διαμέρισμα	yassı
διαμέρισμα	daire
διαμέρισμα	apartman
γράμματα	mektuplar
γράμματα	harfler
γράμματα	mektup
γράμματα	harf
μακεδονία	makedonya
πιθανώς	muhtemelen
πιθανώς	muhtemelen
πιθανώς	muhtemel
ανδρέας	andreas
κάποιοι	bazı
κάποιοι	bazıları
κάποιοι	bazılarını
κάποιοι	kimisi
εθνικός	millî
εθνικός	national
εθνικός	milli
εθνικός	ulusal
υόρκη	york
βασιλική	bazilika
βασιλική	kraliyet
βασιλική	royal
μνημείο	anıt
μνημείο	anma
μνημείο	memorial
μνημείο	anıt
μνημείο	anıtı
τζέιμς	james
μονάδες	ekipler
μονάδες	birimler
μονάδες	birim
μονάδες	birlikler
είπε	dedi
γονείς	aileler
γονείς	ebeveyn
γονείς	ebeveynler
δημοτική	belediye
πανελλήνιο	panhelenik
μάχες	kavga
μάχες	kavgalar
μάχες	dövüşmek
μάχες	kavga
μάχες	dövüş
μάχες	mücadele
μάχες	savaşlar
πολιτικά	politika
πολιτικά	siyaset
καθεστώς	durum
καθεστώς	statü
καθεστώς	durumu
καθεστώς	entrika
καθεστώς	rejim
καθεστώς	rejimi
ρωμαϊκή	romalı
ρωμαϊκή	roman
λογική	mantıksal
λογική	mantık
λογική	mantıklı
λογική	mantıksal
λογική	mantık
βυζαντινή	bizans
ερτ	ert
αφρικής	afrika
αφρικής	afrikalı
κριτήρια	kriterleri
άμεσα	direk
άμεσα	direkt
άμεσα	doğrudan
ολυμπιακούς	olimpiyatlar
ολυμπιακούς	olimpiyatları
ολυμπιακούς	olimpiyat
μοναδικό	benzersiz
μοναδικό	tekil
μοναδικό	eşsiz
δικαιωμάτων	hakları
δικαιωμάτων	haklar
δικαιωμάτων	hak
εσωτερικών	içişleri
εσωτερικών	iç
κατακτήσει	ele
όρια	sınırlar
όρια	sınırları
όρια	limiti
όρια	limit
όρια	sınır
όρια	sınırı
όρια	sınırlama
όρια	sınırlar
όρια	sınırları
όρια	limit
λύση	çözümü
λύση	çözüm
φυσικό	doğal
φυσικό	dogal
συνθέτης	besteci
συνθέτης	düzenleyici
αίγυπτο	mısır
τρέχουσα	güncel
τρέχουσα	akım
τρέχουσα	şimdiki
τρέχουσα	mevcut
τρέχουσα	akıntı
κώδικα	kodu
κώδικα	şifre
κώδικα	kod
αέρα	hava
αέρα	air
εύκολα	kolaylıkla
εύκολα	kolayca
ακαδημία	akademi
ακαδημία	akademisi
ακαδημία	akademide
πτώση	düşüş
πτώση	reddetme
πτώση	reddetmek
πτώση	düşmek
πτώση	düşen
πτώση	düşüyor
πτώση	damla
πτώση	bırak
πτώση	düşme
πτώση	düşüş
πτώση	güz
πτώση	sonbahar
πτώση	düşmek
ζαν	jean
ζαν	jeanne
κτίριο	inşaat
κτίριο	bina
κτίριο	inşa
προσωπικό	şahsi
προσωπικό	kişisel
προσωπικό	personelin
προσωπικό	personel
προσωπικό	kadro
προσωπικό	çalışanlar
προσωπικό	asa
προσωπικό	personel
αυστραλία	avusturalya
αυστραλία	avustralya
κίνα	çin
επαρχίες	eyaletler
επαρχίες	illeri
παίκτης	oyuncu
κοινωνική	toplumsal
κοινωνική	sosyal
φεβρουάριο	şubat
πολιτεία	state
πολιτεία	eyalet
πολιτεία	devlet
μυθιστόρημα	roman
μυθιστόρημα	roman
μυθιστόρημα	kurgusal
μυθιστόρημα	kurgu
αεροδρόμιο	havalimanı
αεροδρόμιο	havaalanı
αεροδρόμιο	havalimanı
αεροδρόμιο	havaalanı
κατοχή	bulundurma
κατοχή	işgal
κατοχή	mesleği
κατοχή	meslek
αμερικανική	amerikalı
αμερικανική	amerikan
αμερικανική	american
πιθανόν	muhtemelen
πιθανόν	muhtemelen
πιθανόν	muhtemel
λειτουργίας	işletim
λεξικό	lexicon
λεξικό	sözlük
λεξικό	sözlüğü
πλειοψηφία	çoğunluğu
πλειοψηφία	çoğunluk
νόμο	yasa
νόμο	law
νόμο	hukuk
νόμο	kanun
ζώα	hayvanlar
ζώα	hayvan
συμβόλαιο	sözleşme
συμβόλαιο	sözleşmesi
συμβόλαιο	kontrat
σενάριο	senaryo
σενάριο	senaryo
σενάριο	senaryo
σενάριο	betik
ενάντια	karsi
ενάντια	aleyhinde
ενάντια	karşı
περαιτέρω	devamı
επαφή	irtibat
επαφή	iletisim
επαφή	bağlantı
επαφή	iletişim
μπλε	blue
μπλε	mavi
εργασίες	çalış
εργασίες	çalışma
εργασίες	iş
εργασίες	çalışmak
εργασίες	işler
εργασίες	görevler
εργασίες	iş
ολόκληρη	bütün
ολόκληρη	tüm
ολόκληρη	tamamı
κινδύνου	risk
κινδύνου	riski
ρόμπερτ	robert
επίσημο	resmî
επίσημο	official
επίσημο	resmi
επίσημο	resmi
οικονομία	ekonomi
οικονομία	ekonomisi
οικονομία	ekonomik
οικονομία	ekonomi
βιβλιογραφία	bibliyografya
κρήτη	girit
πλήρη	tam
πλήρη	ful
πλήρη	full
πλήρη	dolu
πλήρη	tam
πλήρη	komple
πλήρη	tamamlanmış
πλήρη	tamamlandı
λεζάντα	başlık
λεζάντα	açıklama
λεζάντα	manşet
ανάγκη	ihtiyaç
ανάγκη	lazım
ανάγκη	ihtiyacım
ανάγκη	gerek
προϊόντα	ürün
προϊόντα	ürünler
προϊόντα	ürünleri
σημειώσεις	not
σημειώσεις	notları
σημειώσεις	notlar
καλλιτέχνες	sanatçılar
καλλιτέχνες	oyuncular
καλλιτέχνες	sanatçılar
καλλιτέχνες	sanatçı
ισχύει	geçerli
ισχύει	geçerlidir
ισχύει	uygulanır
ισχύει	geçerlidir
οδηγεί	liderlik
οδηγεί	lider
οδηγεί	başrol
οδηγεί	sürücüler
οδηγεί	sürücüleri
οδηγεί	kullanıyor
συμβαίνει	olur
ρώμης	rome
ρώμης	roma
πλήθος	kalabalık
πλήθος	kalabalıklar
πλήθος	kalabalık
ιερά	kutsal
ιερά	mukaddes
ιερά	kutsaldır
ιερά	kutsal
πόλεων	kentler
πόλεων	şehirler
πόλεων	şehirleri
ηγεσία	liderlik
συνδυασμό	kombine
συνδυασμό	kombinasyon
συνάρτηση	işlevi
συνάρτηση	fonksiyon
συνάρτηση	işlev
συνάρτηση	fonksiyonu
αξία	değeri
αξία	değerli
αξία	değer
αξία	deger
μάζα	kitle
μάζα	ayin
μάζα	toplu
μάζα	kütle
φράση	deyim
φυσικής	fiziği
φυσικής	fizik
ειρήνη	huzur
ειρήνη	barış
προσπάθησε	deneyin
προσπάθησε	dene
φωνή	sesi
φωνή	ses
φωνή	sesli
οικογένειες	aileler
οικογένειες	aileleri
ομώνυμο	eşsesli
παοκ	paok
εντολή	komut
εντολή	komuta
γάλλοι	fransızlar
γάλλοι	fransız
γάλλοι	fransızca
γάμο	evlilik
γάμο	düğün
γάμο	nikah
γάμο	evlilik
θρησκεία	din
θρησκεία	dinin
θρησκεία	dini
επιτρέπει	sağlar
παρέχει	sağlar
αδελφός	kardeş
αδελφός	kardeşim
αδελφός	birader
αδελφός	kardes
αδελφός	abi
ζήτησε	talep
ζήτησε	istenen
ζήτησε	istendi
ζήτησε	sordu
ζήτησε	sordum
ζήτησε	soran
ζήτησε	istedi
ζήτησε	sormuş
επιρροή	etki
επιρροή	nüfuz
επιρροή	etkisi
κατάκτηση	fetih
κατάκτηση	ele
υπέγραψε	imzaladı
υπέγραψε	imzalanmış
υπέγραψε	imza
υπέγραψε	imzalı
υπέγραψε	imzalandı
σοβιετική	sovyetler
σοβιετική	sovyet
αντιδράσεις	ifadeler
αντιδράσεις	tepkiler
συγγραφέα	yazar
συγγραφέα	yazar
συγγραφέα	yazarı
κερδίσει	kazanın
κερδίσει	kazanmak
κερδίσει	galibiyet
κερδίσει	kazan
παγκοσμίως	worldwide
μακριά	uzakta
μακριά	uzağa
μακριά	uzak
μακριά	uzaklara
βασικό	temel
προσπάθειες	denemeler
προσπάθειες	girişimleri
προσπάθειες	çabaları
προσπάθειες	çabalar
κρίση	muhakeme
κρίση	hüküm
κρίση	yargı
κρίση	yargılama
κρίση	kriz
περ	yaklaşık
περ	per
περιγραφή	tanım
περιγραφή	açıklama
περιγραφή	tanımlama
περιγραφή	tarif
περιγραφή	açıklaması
περιγραφή	ediniz
πύλη	gate
πύλη	kapısı
πύλη	kapı
πύλη	geçit
πύλη	portal
πύλη	geçit
πύλη	geçit
ανακοίνωσε	anons
ανακοίνωσε	duyuruldu
ανακοίνωσε	açıklandı
ανακοίνωσε	duyurdu
ελ	elle
μήνυμα	ileti
μήνυμα	mesajınız
μήνυμα	mesaj
μήνυμα	mesajı
βαθμολογία	puan
βαθμολογία	reyting
βαθμολογία	derecelendirme
βαθμολογία	beğeni
βαθμολογία	puan
βαθμολογία	skor
βαθμολογία	sayı
βαθμολογία	puanlar
προκάλεσε	tahrik
μεγαλύτερος	yaşlı
γεννημένος	doğan
γεννημένος	doğuştan
γεννημένος	doğdu
γεννημένος	doğmuş
γεννημένος	doğdum
μοναστήρι	manastır
μοναστήρι	manastırı
μοναστήρι	manastır
δραστηριότητες	faaliyetler
δραστηριότητες	etkinlikler
δραστηριότητες	faaliyetleri
δραστηριότητες	aktiviteler
χίτλερ	hitler
γραμματέας	sekreter
γραμματέας	bakan
γραμματέας	sekreteri
περιέχουν	içeriyor
ελευθερία	özgürlük
ελευθερία	özgürlüğü
ελευθερία	özgür
ελευθερία	hürriyet
ελευθερία	özgürlük
ελευθερία	hürriyet
ελευθερία	liberty
ταξίδι	yolculuk
ταξίδι	seyahat
ταξίδι	yolculuk
ταξίδι	seyahat
ταξίδι	gezi
ταξίδι	yolculuk
ταξίδι	trip
μοναδική	benzersiz
μοναδική	tekil
μοναδική	eşsiz
ακτή	shore
ακτή	kıyıya
ακτή	kıyı
ακτή	sahili
ακτή	kıyı
ακτή	sahil
αρχαιότητα	kıdemli
ομοσπονδίας	federasyon
ομοσπονδίας	federasyonu
ιδιότητα	mülk
ιδιότητα	mülkiyet
ιδιότητα	emlak
ιδιότητα	gayrimenkul
ιδιότητα	özellik
πλήρως	tamamen
μελέτες	çalışmalar
μελέτες	çalışmaları
ήθελε	aranıyor
ήθελε	aranan
χέρι	kolu
χέρι	kol
χέρι	el
μέθοδος	yöntemi
μέθοδος	yöntem
στρατεύματα	birlikler
στρατεύματα	askerler
στούντιο	stüdyoları
στούντιο	stüdyo
στούντιο	studio
στούντιο	stüdyosu
κάρολος	charles
πέτρος	peter
πέτρος	petros
επιστημονική	bilimsel
άνοδο	anot
μέτωπο	öne
μέτωπο	cephe
μέτωπο	ön
μέτωπο	alnına
μέτωπο	alın
ουσία	madde
δούκα	dük
δούκα	duke
ρεύμα	güncel
ρεύμα	akım
ρεύμα	şimdiki
ρεύμα	mevcut
ρεύμα	akıntı
τίποτα	hiçbirşey
παναθηναϊκός	panathinaikos
δίκαιο	yasa
δίκαιο	law
δίκαιο	hukuk
δίκαιο	kanun
δίκαιο	fuar
δίκαιο	adil
εταιρία	şirket
εταιρία	firma
εταιρία	bölük
ναυτικό	donanma
ανεξαρτησία	bağımsızlığı
ανεξαρτησία	bağımsızlık
επιστήμη	fen
επιστήμη	bilimsel
επιστήμη	bilim
θεραπεία	tedavi
θεραπεία	derman
θεραπεία	tedavi
θεραπεία	terapi
θεραπεία	tedavi
θεραπεία	tedavisi
θεραπεία	muamele
μόνος	yalnız
στάση	tutum
στάση	tavır
στάση	davranış
στάση	duruş
στάση	duruş
στάση	duruşu
πάπα	papa
πάπα	pope
χάρτης	harita
χάρτης	haritası
μοντέλα	modeller
μοντέλα	modelleri
μοντέλα	mankenler
σχόλιο	yorumda
σχόλιο	yorumu
σχόλιο	yorum
σχόλιο	yoruma
νομό	şehristanı
νομό	ilçe
νομό	county
μόνη	yalnız
οθωμανική	osmanlı
απελευθέρωση	sürüm
απελευθέρωση	serbest
απελευθέρωση	kurtuluş
σύγκρουση	çarpışma
σύγκρουση	etki
σύγκρουση	etkisi
σύγκρουση	çarpma
σύγκρουση	darbe
σύγκρουση	çarpışma
σύγκρουση	ihtilaf
σύγκρουση	çekişme
σύγκρουση	anlaşmazlık
σύγκρουση	çatışma
σύγκρουση	çelişki
μαθητές	öğrenciler
ασφαλείας	güvenlik
σούπερ	super
σούπερ	süper
τραγουδιστής	şarkıcı
τραγουδιστής	singer
τραγουδιστής	vokalist
πρόσβαση	erişim
ηπείρου	epirus
ηπείρου	kıta
παίζει	oynuyor
παίζει	çalar
παίζει	oyunlar
παίζει	oynuyor
παίζει	oynamak
θεός	allahım
θεός	allah
θεός	tanrı
ελέγχου	kontrol
ελέγχου	control
ελέγχου	kumanda
ελέγχου	denetim
ευκαιρία	şans
ευκαιρία	chance
ευκαιρία	fırsatlar
ευκαιρία	fırsatı
ευκαιρία	fırsat
ινστιτούτο	enstitüsü
ινστιτούτο	enstitü
τάση	trend
τάση	eğilim
τάση	gerilim
τάση	voltaj
τάση	eğilim
περιοδεία	tur
περιοδεία	tour
περιοδεία	tura
περιοδεία	turne
περιοδεία	turneye
περιοδεία	turne
ειδική	ozel
ειδική	özeldir
ειδική	özel
βασίλης	vasilis
βασίλης	claus
βασίλης	vassilis
εκτέλεση	çalıştır
εκτέλεση	uygula
εκτέλεση	idam
εκτέλεση	infaz
εκτέλεση	idam
παίρνει	döndürür
παίρνει	alır
ανατολή	doğuya
ανατολή	doğu
ανατολή	doğuda
ανατολή	doğu
ανατολή	gündoğumu
σταθερά	sabit
σταθερά	tamir
σταθερά	sabit
σταθερά	sabit
σταθερά	istikrarlı
σταθερά	durağan
σταθερά	sabit
σταθερά	kararlı
σταθερά	stabil
κεφάλι	baş
κεφάλι	kafası
κεφάλι	kafa
πλάτος	enlem
πλάτος	genişlik
πλάτος	genişliği
εγκαταστάθηκε	kurulu
εγκαταστάθηκε	yüklenmiş
εγκαταστάθηκε	yüklü
εγκαταστάθηκε	yüklendi
εγκαταστάθηκε	kuruldu
ιστορικός	tarihçi
ιστορικός	tarihi
ιστορικός	tarihsel
νύχτα	gece
νύχτα	geceler
νύχτα	night
μάικλ	michael
συνέδριο	konferans
μπάσο	levrek
μπάσο	bas
μπάσο	bass
απόδοση	verimlilik
απόδοση	verim
απόδοση	verimliliği
απόδοση	gösteri
απόδοση	performansı
απόδοση	performans
επεισόδιο	bölüm
επεισόδιο	bolum
κτίρια	binalar
κτίρια	binaların
ελεύθερη	bedava
ελεύθερη	özgür
ελεύθερη	free
ελεύθερη	ücretsiz
ελεύθερη	serbest
εντελώς	tamamiyle
εντελώς	tamamıyla
εντελώς	tamamen
εντελώς	tamamıyla
εντελώς	kesinlikle
εντελώς	tamamen
εντελώς	tamamiyle
παπανδρέου	papandreu
άλλαξε	değiştim
άλλαξε	değişti
άλλαξε	değişmiş
άλλαξε	değişen
άλλαξε	değiştirildi
ποταμός	nehri
ποταμός	river
ποταμός	nehir
ποταμός	irmak
υπόλοιπο	denge
υπόλοιπο	dengesi
χρυσή	golden
χρυσή	altın
χρυσή	altin
μαθήματα	dersleri
μαθήματα	ders
μαθήματα	dersler
μαθήματα	kursları
μαθήματα	kurs
μαθήματα	dersler
μαθήματα	sınıflar
μαθήματα	dersleri
μαθήματα	sınıfları
μαθήματα	dersler
ιταλική	italyanca
ιταλική	italyan
παραδείγματα	örnekleri
παραδείγματα	örnekler
ηγέτης	önder
ηγέτης	lider
ηγέτης	lideri
ιταλός	italyanca
ιταλός	italyan
πολίτες	vatandaşlar
πολίτες	vatandaş
ιερό	kutsal
ιερό	mukaddes
ιερό	kutsaldır
ιερό	kutsal
πόδια	ayakları
πόδια	ayak
πόδια	ayaklar
πόδια	bacak
πόδια	bacakları
πόδια	bacaklar
πολιορκία	kuşatma
τίτλους	başlıklar
τίτλους	unvanlar
αρχικό	orijinal
αρχικό	özgün
αρχικό	orjinal
αρχικό	aslı
επίπεδα	seviyeleri
επίπεδα	seviye
τηλεόραση	tv
τηλεόραση	televizyon
χρήστος	hristos
λευκό	white
λευκό	beyaz
μικρός	ufak
μικρός	küçük
μικρός	kucuk
περιόδους	dönemler
περιόδους	aralıklı
μισό	yarı
μισό	yarısı
μισό	yarim
μισό	yarım
λέξεις	kelimeler
λέξεις	sözcükler
λέξεις	sözler
λέξεις	kelime
δούκας	dük
δούκας	duke
μουσικά	müzikal
γωνία	köşeye
γωνία	köşe
γωνία	açısı
γωνία	açı
δεκαετίες	onlarca
κανάλι	kanal
κανάλι	kanalı
κανάλι	kanal
κανάλι	kanalı
κανάλι	channel
νίκησε	yenilmiş
νίκησε	yenildi
νίκησε	mağlup
γράψει	yazılmış
γράψει	yazıldı
γράψει	yazan
γράψει	yazılı
γράψει	yazılan
γεωγραφία	coğrafi
γεωγραφία	coğrafya
έστειλε	gönderildi
έστειλε	gönderilen
έστειλε	gönderdi
έστειλε	gönderilmiş
ολοκληρώθηκε	tamamlanmış
ολοκληρώθηκε	tamamlandı
ολοκληρώθηκε	tamamladım
ολοκληρώθηκε	tam
ολοκληρώθηκε	komple
ολοκληρώθηκε	tamamlanmış
ολοκληρώθηκε	tamamlandı
γεωργία	tarım
γεωργία	tarımsal
αγάπη	ask
αγάπη	sevda
αγάπη	sevgiler
αγάπη	aşk
αγάπη	sevgi
βουλγαρία	bulgaristan
φτάσει	erişim
άμεση	direk
άμεση	direkt
άμεση	doğrudan
θεόδωρος	theodoros
διοικητικά	idari
ελένη	eleni
ελένη	helen
παναγιώτης	panagiotis
δράσης	eylem
δράσης	motor
δράσης	aksiyon
τοποθεσία	yer
τοποθεσία	konumu
τοποθεσία	konum
τοποθεσία	yeri
σύνδεσμος	bağ
σύνδεσμος	link
σύνδεσμος	bağlantı
ανανέωση	yenile
ανανέωση	yenileme
πλήρες	tam
πλήρες	ful
πλήρες	full
πλήρες	dolu
πλήρες	tam
πλήρες	komple
πλήρες	tamamlanmış
πλήρες	tamamlandı
θάνατος	olum
θάνατος	ölüm
θάνατος	death
τοπικό	yerli
τοπικό	lokal
τοπικό	yöresel
τοπικό	yerel
γενικό	genel
γενικό	general
τζάκσον	jackson
πατρίδα	vatan
πατρίδα	anavatan
πατρίδα	yuva
πατρίδα	ev
πατρίδα	evde
πατρίδα	eve
πατρίδα	evim
πατρίδα	vatan
φωτογραφία	fotograf
φωτογραφία	foto
φωτογραφία	fotoğraf
φωτογραφία	fotoğrafçılık
φωτογραφία	fotoğraf
φωτογραφία	fotoğraf
φωτογραφία	fotoğraf
φωτογραφία	resim
φωτογραφία	resmi
κατεύθυνση	yön
κατεύθυνση	yönü
κατεύθυνση	istikamet
κατεύθυνση	istikamet
ηρακλής	herkül
κόσμος	world
κόσμος	dünya
κόσμος	dunya
κόσμος	halk
κόσμος	kişiler
κόσμος	insanlar
κόσμος	millet
καλύπτει	örtüler
καλύπτει	kapsıyor
καλύπτει	kapakları
καλύπτει	kapsayan
αναπτύχθηκε	gelişmiş
αναπτύχθηκε	geliştirilmiş
αναπτύχθηκε	geliştirildi
δυναστεία	hanedanı
μεταφέρθηκε	taşınmış
μεταφέρθηκε	taşınan
μεταφέρθηκε	taşındı
νικητής	kazanan
νικητής	galip
μουσικό	müzisyen
προσφέρει	teklifler
προσφέρει	teklifleri
προσφέρει	teklif
όργανο	enstrüman
όργανο	org
όργανο	organı
όργανο	organ
γένος	cinsiyeti
γένος	cinsiyet
γένος	cins
μόνον	yalnızca
μόνον	sadece
παράγει	üretir
παράγει	üretir
ανδρέα	andreas
προκαλεί	nedenler
προκαλεί	nedenleri
μείωση	azalma
μείωση	azaltma
μείωση	düşüş
μείωση	azalma
κατασκευάστηκε	inşa
ιατρική	ilaçlar
ιατρική	tıp
ιατρική	ilaç
ιατρική	sağlık
ιατρική	medikal
ιατρική	tıbbi
ιατρική	tıp
κύπελλα	bardaklar
κύπελλα	bardağı
κύπελλα	fincan
κύπελλα	bardak
προσέγγιση	yaklaşım
προσέγγιση	yaklaşım
προσέγγιση	yaklaş
πλανήτη	planet
πλανήτη	gezegen
δημοσιογράφος	gazeteci
δημοσιογράφος	muhabir
δημοσιογράφος	gazeteci
δημοσιογράφος	muhabir
εξέγερση	isyan
εξέγερση	ayaklanma
εξέγερση	ayaklanması
εξέγερση	ayaklanma
εξέγερση	isyan
εξέγερση	isyanı
εξέγερση	ayaklanma
εξέγερση	isyan
εξέγερση	isyan
εξέγερση	isyanı
λήξη	bitir
λήξη	son
λήξη	sonu
λήξη	bitiş
λήξη	fesih
άγγλος	ingiliz
ινδία	hindistan
ινδία	hint
ακτές	kıyıları
ακτές	kıyıları
ακτές	sahili
ακτές	kıyı
ακτές	sahil
εμπορική	ticari
εμπορική	reklam
επεισόδια	bölümleri
επεισόδια	bölümler
αντίσταση	direnç
αντίσταση	direniş
διακρίσεις	ayrımcılık
διακρίσεις	ayrım
διακρίσεις	ayrımcı
φωτογραφίες	fotoğraflar
φωτογραφίες	resimler
φωτογραφίες	fotoğraflar
φωτογραφίες	fotoğraf
φωτογραφίες	fotoğrafları
φωτογραφίες	resimler
φωτογραφίες	fotoğraflar
φωτογραφίες	resimleri
καρλ	karl
καρλ	carl
διάδοχος	mirasçı
