اتھاہ	mély
اِلحاق	függelék
اِلحاقی	könyv
اِلحاقی	könyvet
الحال	most
الحال	még
الحان	dalok
الحان	dalokat
الحان	megjegyzések
الحان	feljegyzések
الحان	jegyzetek
الحان	jegyzet
الحان	dallamok
اِلحان	felháborodás
اِلحان	moduláció
اِلحان	szlogen
اِلحان	dallam
اِلحان	melody
اِلحانی	moduláció
الحق	igazság
الحمرا	piros
الحمرا	piroska
الحمرا	vörös
الدّبران	aldebaran
الرّاقم	író
اِلزاق	viszkozitás
اِلزام	vád
اِلزام	hibás
اِلزام	töltés
اِلزام	állítás
الزم	elkerülhetetlen
الس	lajhár
الس	késedelem
الس	késlekedés
الس	késés
الس	lusta
الس	tétlen
الس	lustaság
اُلس	törzs
اُلس	klán
اُلس	közösség
اُلس	közösségi
الست	odaadás
الست	felvételi
السّلام	béke
السنہ	nyelveket
السنہ	nyelvek
السنہ	nyelveken
السیٹ	csalás
السیٹ	csaló
السیٹ	csalás
السیٹ	megtévesztés
السیٹ	bar
السیٹ	bár
السیٹ	akadályozása
السیٹ	akadály
اِلصاق	függelék
اِلصاق	union
اِلصاق	unió
اِلصاق	szakszervezet
اِلصاق	unión
اِلصاق	uniós
اِلصاق	tapadás
الصّلوٰۃ	ima
الصّلوٰۃ	imádság
الطار	oltár
الطاف	kegyelem
الطاف	grace
الطف	áttetsző
الطف	átlátszó
الطف	átlátható
الطف	finomabb
الطف	tiszta
الطف	clean
العطش	szomjúság
اِلغا	eltörlése
اِلغا	törlés
الغار	támadás
الغار	tömeg
الغِیاث	segítségnyújtás
الغِیاث	segíteni
الغِیاث	segítség
الغَیب	láthatatlan
الغَیب	láthatatlanok
الَف	dühös
الَف	mérges
الَف	csupasz
الَف	puszta
الَف	meztelenül
الَف	meztelen
الِف	egyenesen
الِف	egyenes
الِف	jogos
اِلف	szeretettel
اِلف	love
اِلف	szeretet
اِلف	szerelem
اِلف	imádat
اِلف	harmónia
اِلف	harmony
الفا	alpha
الفا	alfa
الفاظ	fogalmak
الفاظ	feltételek
الفاظ	kifejezések
الفاظ	szavakat
الفاظ	szavak
اُلفت	intimitás
اُلفت	szeretettel
اُلفت	love
اُلفت	szeretet
اُلفت	szerelem
اُلفت	barátság
اُلفت	függelék
اُلفت	kedvesség
اُلَفتہ	parazita
اُلَفتہ	élősködő
اُلفَتی	csatolt
اُلفَتی	csatolva
اُلفَتی	baráti
اُلفَتی	barátságosak
اُلفَتی	barátságos
الفراق	indulási
الفراق	távozás
الفراق	indulás
الفراق	szétválasztás
اِلقا	casting
القاب	címeket
القاب	címek
اِلقائی	inspiráló
اِلقائی	lelkesítő
اِلقائی	ösztönző
القط	elfogadhatatlan
القط	elutasított
القط	elutasítva
القط	elutasította
الک	láthatatlan
الک	láthatatlanok
الکُحل	alkoholos
الکُحل	alkoholt
الکُحل	alkohol
الکساہٹ	lajhár
الکساہٹ	inaktivitás
الکلی	alkáli
الکلی	lúgos
الکھ	észrevétlen
الکھ	láthatatlan
الگ	levált
الگ	elkülönített
الگ	elszigetelt
الگ	szét
الگ	kikapcsolták
الگ	zárkózott
الگ	diszkrét
الگ	különálló
الگ	egyedülálló
الگ	páratlan
الگ	egyedi
الگ	lazán
الگ	laza
الگ	levált
الگ	elkülönített
الگ	elszigetelt
الگ	szét
الگ	kikapcsolták
الگ	zárkózott
الگ	különálló
الگ	elkülönített
الگ	külön
الگ	diszkrét
الگ	különálló
الگ	egyedülálló
الگ	páratlan
الگ	egyedi
الگ	lazán
الگ	laza
الگانا	felnevelni
الگانا	emelés
الگانا	különálló
الگانا	elkülönített
الگانا	külön
الگاوا	szétválasztás
الگائی	elszigeteltség
الگنی	kötelet
الگنی	kötél
الگنی	kötelet
الگنی	kötél
اللہ	allah
اللہ	isten
اﷲکانور	naiv
اﷲکانور	naív
اﷲکانور	szakállas
اﷲکانور	szakáll
اﷲکانور	vonzó
اﷲکانور	bolond
الم	gyötrelem
الم	gyötrelem
الم	fáj
الم	fájdalmat
الم	fájdalom
الم	bánat
الم	gyász
الم	támogatás
الم	támogatást
الم	kellék
الماری	szekrény
الماری	kabinet
الماری	szekrény
الماغُوچی	abszurd
الماغُوچی	csalás
الماغُوچی	csaló
الماغُوچی	páratlan
الماغُوچی	furcsa
الماغُوچی	buzi
الماغُوچی	vicces
المانوی	németül
المانوی	német
المانیہ	németország
اُلمبا	tumor
اُلمبا	daganat
المتُوفّیٰ	halott
المتُوفّیٰ	halottak
المُدّعا	röviden
المرقُوم	megírva
المرقُوم	írásbeli
المرقُوم	írta
المرقُوم	írott
المست	ittas
المست	ittas
المست	részegen
المست	részeg
المُسمّیٰ	hívott
المُضاعف	kettős
المُضاعف	dupla
المُضاعف	duplán
المُضاعف	kétszer
المیّہ	tragikus
المیّہ	tragédia
المیّہ	tragédia
النکار	metafora
النکار	ékszer
النکار	jewel
النکار	dísz
النکار	drágakő
النکار	gem
النگ	irány
النگ	irányba
النگ	oldalra
النگ	oldalam
النگ	side
النگ	határvonal
النگ	határ
النگ	line
النگ	sor
النگ	vonal
النگ	edge
النگ	dimenzió
اُلنگ	stark
اُلُّو	idióta
اُلُّو	bolond
اُلُّو	bagoly
الواث	kosz
الواث	mocsok
الواح	deszka
الواح	fából
الواط	melegek
الوان	kendő
الوان	kendőt
الوان	színek
الوان	változat
الوان	színes
الوانی	színes
الوایا	gyengéd
الوایا	pályázati
الوایا	pályázat
الوایا	gyengéd
الوایا	szelíd
الوایا	puha
الوایا	lágy
الوبھ	önzetlen
الُوپ	észrevétlen
الُوپ	láthatatlan
الُوپ	elrejtve
الُوپ	rejtett
الُوپ	elrejtett
الُوپ	eltűnt
اُلُوس	csoport
اُلُوس	csoportban
اُلُوس	klán
اُلُوس	faj
اُلُوس	futam
اُلُوس	verseny
اُلُوکھل	gyógynövény
اُلُوکھل	gyógynövények
اُلُوکھل	aknavető
الول	cég
الول	határozott
الول	állandósult
الول	egyenletes
الول	statikus
الول	rögzített
الول	fix
الول	rögzítve
الول	játékos
الولا	kasztrált
الولا	eunuch
اُلُوہی	szent
اُلُوہی	isteni
اُلُوہیّت	istenség
اُلُوہیّت	istenség
اِلہام	ihlet
اِلہام	inspiráció
اِلہامی	inspirált
اُلَہنا	panaszt
اُلَہنا	panasza
اُلَہنا	panasz
اُلَہنا	vád
اُلَہنا	töltés
الیاف	szövetek
الیل	meggondolatlan
الیل	hanyag
الیل	gondatlan
اُلیل	hop
اُلیل	skip
الیم	gyötrelmes
الّھڑ	tapasztalatlan
الّھڑ	ártatlan
الّھڑ	ártatlanok
الّھڑ	naiv
الّھڑ	naív
الّھڑ	gondatlan
الّھڑ	óvatlan
الّھڑ	tudatlan
الّھڑ	tudatlanság
الّھڑ	képzetlen
اِم	ezt
اِم	ez
اُم	alap
اُم	alapítvány
اُم	édesanyám
اُم	anya
اُم	eredetű
اُم	eredet
اُم	eredete
اُم	származás
اُم	forrás
امّا	mégis
امّا	de
امّا	mindamellett
امّا	mindazonáltal
اماثل	egyenlők
اماثل	egyenlő
اماثل	nemesek
امّار	uralkodó
اِمارات	emírségek
امارت	mark
امارت	jelkép
امارت	szimbólum
اِمارت	gazdagság
اِمارت	jólét
اِمارت	vagyon
اِمارت	gazdagság
اِمارت	emírség
اِمارہ	számolom
اِمارہ	számol
اِمارہ	számít
اِمارہ	visszaszámlálás
اِمارہ	számítási
اِمارہ	számítások
اِمارہ	számítás
اِمارہ	számlák
اِمارہ	fiókok
اِمارہ	beszámoló
امّارہ	makacs
امّارہ	önfejű
اماکن	házak
اماکن	házakat
اماکن	helyszínek
اماکن	helyek
اِمالہ	dőlés
اِمالہ	hajlító
اِمام	imám
اِمام	imám
اِمام	főnök
اِمام	vezér
اِمام	leader
اِمام	vezető
امان	biztonsági
امان	biztonság
امان	biztonsági
امان	biztonság
امان	menedék
امان	biztonsági
امان	biztonság
امان	biztonsági
امان	biztonság
امان	menedék
امان	védelmet
امان	védelme
امان	védelem
امان	oltalom
امّاں	édesanyám
امّاں	anya
امّاں	amma
امانت	gyámság
امانت	őszinteség
امانت	betétek
امانت	betét
امانت	letétbe
امانت	foglaló
امانت	őszinteség
امانت	védelmet
امانت	védelme
امانت	védelem
امانت	oltalom
امانت	hitem
امانت	faith
امانت	hit
امانت	hittel
امانت	hitet
امانت	biztonsági
امانت	biztonság
امانی	kívánság
امانی	kívánja
امانی	betétek
امانی	betét
امانی	letétbe
امانی	foglaló
امانی	bizalom
امانی	vágyak
امانی	vágy
امانی	biztonsági
امانی	biztonság
اُماہنا	motiválni
اُماہنا	ösztönzése
امب	mangó
امباسنا	megtisztítsa
امبر	parfüm
امبر	parfümöt
امبر	égbolt
امبر	sky
امبر	ég
امبر	felhő
امبر	cloud
امبر	bőre
امبر	bőr
امبر	ruhák
امبر	ruha
امبر	ruhát
امبر	légkör
امبر	atmoszféra
امبر	hangulat
امبوا	mangó
اُمّت	emberek
اُمّت	vallás
اُمّت	kaszt
اُمّت	nemzet
اُمّت	faj
اُمّت	futam
اُمّت	verseny
اُمّت	követői
اُمّت	creed
اُمّت	szekta
اِمتثال	megfelelés
اِمتثال	megfelelőség
اِمتثال	megfeleltetés
اِمتثال	engedelmesség
اِمتحان	ösvény
اِمتحان	bizonyítás
اِمتحان	bizonyítani
اِمتحان	vizsgálati
اِمتحان	vizsgálat
اِمتحان	próba
اِمتحان	teszt
اِمتحان	vizsgálat
اِمتحان	vizsga
اِمتحان	vizsgálat
اِمتحان	nyomozás
اِمتحان	kivizsgálás
اِمتداد	meghosszabbított
اِمتداد	kiterjesztett
اِمتداد	kibővített
اِمتداد	meghosszabbítás
اِمتداد	kiterjesztés
اِمتداد	kiterjesztése
اِمتداد	bővítés
اِمتداد	elhúzódó
اِمتداد	dimenzió
اِمتزاج	kombináció
اِمتزاج	keverék
اِمتزاج	elegy
اِمتزاج	keverékek
اِمتصاص	szívás
امتعہ	árut
امتعہ	áru
امتعہ	árucikkek
امتعہ	áruk
امتعہ	javak
امتعہ	áru
اِمتلا	hányt
اِمتلا	hányás
اِمتلا	hányinger
اِمتلا	émelygés
اِمتناع	korlátozás
اِمتناع	tilalom
اِمتناع	tilalmak
اِمتناع	megelőzés
اِمتناع	megelőzési
اِمتناع	megelőzése
اِمتناعی	korlátozó
اِمتنان	hálával
اِمتیاز	érzék
اِمتیاز	értelem
اِمتیاز	értelme
اِمتیاز	megkülönböztetés
اِمتیاز	különbséget
اِمتیاز	becsület
اِمتیاز	megtiszteltetés
اِمتیاز	tiszteletet
اِمتیاز	tisztelet
اِمتیاز	ítélet
اِمتیاز	szétválasztás
اِمتیاز	diszkrimináció
اِمتیاز	megkülönböztetés
اِمتیاز	előnyben
اِمتیازی	kedvezményes
اِمتیازی	megkülönböztető
اِمتیازی	jellegzetes
امِٹ	visszavonhatatlan
امِٹ	kitörölhetetlen
امثال	képeket
امثال	képek
امثال	példabeszédek
امثال	egyenlők
امثال	egyenlő
امثال	arcokat
امثال	arcok
امثِلہ	példák
امثِلہ	példákat
امثِلہ	példa
امجاد	elit
امجاد	nemesek
اِمحا	felszámolás
اِمحا	felszámolására
اِمداد	szívesség
اِمداد	segítségnyújtás
اِمداد	adomány
اِمداد	adományt
اِمداد	segíteni
اِمداد	segítség
اِمداد	támogatás
اِمداد	segély
اِمداد	támogatások
اِمداد	kedvesség
اِمدادی	segít
اِمدادی	segéd
اِمدادی	kisegítő
اُمڈا	elárasztotta
امَر	örökkévaló
امَر	halhatatlanok
امَر	halhatatlan
امَر	örökkévaló
امَر	örök
امر	megrendelés
امر	rendelés
امر	rend
امر	parancs
امر	tranzakció
امر	ügylet
امر	juttatás
امر	engedély
امر	engedélyt
امر	jogosultság
امر	parancsnokság
امر	parancs
امر	ügy
امر	case
امر	eset
امر	számít
امر	tény
امر	esemény
امر	rendezvény
امر	előfordulása
امر	izé
امر	dolog
امر	pont
امر	point
امر	megrendelés
امر	rendelés
امر	rend
امر	parancs
امر	tranzakció
امر	ügylet
امر	juttatás
امر	engedély
امر	engedélyt
امر	jogosultság
امر	üzleti
امر	üzlet
امر	parancsnokság
امر	parancs
امر	ügy
امر	case
امر	eset
امر	viszony
امر	viszonya
امر	számít
امر	tény
امر	esemény
امر	rendezvény
امر	előfordulása
امر	izé
امر	dolog
اُمرا	nemesek
امراض	betegségek
اُمَرائی	gazdagságát
امرِت	ambrosia
اِمروز	ma
امریکی	amerikai
اِمساک	retenciós
امشاسپند	angyalok
اِمشب	este
امصار	országokban
امصار	országok
اِمضا	diszpécser
اِمضا	átvitel
اِمضا	továbbítás
اِمضا	adás
اِمضا	átviteli
امعا	belek
اِمعان	behatolás
امک	senki
اِمکان	energia
اِمکان	erő
اِمکان	power
اِمکان	hatalom
اِمکان	lét
اِمکان	létezése
اِمکان	létezés
اِمکان	lehetőség
اِمکان	valószínűsége
اِمکان	valószínűség
اِمکان	kontroll
اِمکان	irányítás
اِمکان	vezérlő
اِمکان	ellenőrzési
اِمکان	ellenőrzés
اِمکان	hatóság
اِمکانی	lehetséges
اِمکانی	potenciális
اِمکانی	lehetséges
اِمکانی	potenciál
اِمکانی	lehetőség
اِمکانی	kivitelezhető
امکنہ	házak
امکنہ	házakat
امکنہ	helyszínek
امکنہ	helyek
امل	makulátlan
امل	mámor
امل	elvárás
امل	elvárások
امل	tiszta
امل	clean
امل	remény
امل	remélem
امل	savanyú
املا	festés
املا	festék
املا	tégla
اِملاص	abortusz
اِملاق	szegénység
اِملاق	szegénységben
اِملاق	nyomor
املاک	árucikkek
املاک	áruk
املاک	javak
املاک	áru
املاک	földeket
املاک	földek
املاک	birtokok
املس	fénylő
املس	ragyogás
املس	ragyogó
املس	sima
املق	sima
املق	sima
املق	még
املوک	datolyaszilva
اُمم	nemzetek
اُمم	szekták
اُمم	népek
اُمم	törzsek
امن	biztonsági
امن	biztonság
امن	béke
امن	biztonsági
امن	biztonság
اُمَنا	megbízottak
اُمنڈنا	emelkedés
اُمنگ	vágy
اُمنگ	sóvárgás
اُمنگ	büszkeség
اُمنگ	ecstasy
اُمنگ	szenvedély
اُمنگ	vágyakozás
اُمنگ	törekvés
اُمنگ	ambíció
اُمنگ	mámor
امنگل	baljós
امنگل	kedvezőtlen
امنگل	katasztrófa
اُمنگنا	növekedés
اُمنگنا	növelése
اُمنگنا	emelkedés
اُمنگنا	növelje
امنیت	mentesség
امنیت	mentességet
امنیت	biztonsági
امنیت	biztonság
اموا	mangó
اموات	halálesetek
اموات	haláleset
امواج	hullám
امواج	hullámok
اموال	árucikkek
اموال	áruk
اموال	javak
اموال	áru
اموال	gazdagság
اموال	jólét
اموال	vagyon
اموال	ingatlan
اموال	tulajdon
اموال	ingatlanok
اموال	tulajdonság
اموال	gazdagság
اُمُور	számít
اُمُور	problémák
اُمُور	kérdések
اُمُور	tranzakció
اُمُور	ügyletek
اُمُور	tranzakciók
اُمُور	műveletek
اُمُور	fellépések
اُمُور	akciók
اُمُور	intézkedések
اُمُور	cselekvések
اُمُور	ügyi
امُورت	csúnya
امُورت	ronda
امُورت	csúf
امُورت	alaktalan
امُورت	arctalan
امول	felbecsülhetetlen
امول	felbecsülhetetlen
اُمُومت	anyaság
اُمُومت	kismama
اُمُومت	anyaság
امُونیا	ammónia
اُمّہ	emberek
اُمّہ	nemzet
اُمّہات	anyák
اِمہال	késedelem
اِمہال	késlekedés
اِمہال	késés
اِمہال	halasztás
امّی	édesanyám
امّی	anya
امیبا	amőba
اُمِّیّت	anyaság
اُمِّیّت	kismama
اُمِّیّت	anyaság
اُمیٹھنا	csavar
اُمیٹھنا	fordulat
اُمِّید	vágy
اُمِّید	terhességi
اُمِّید	terhesség
اُمِّید	elvárás
اُمِّید	elvárások
اُمِّید	remény
اُمِّید	remélem
اُمِّید	vágyakozás
امیدوار	bizakodó
امیدوار	kérelmező
امیدوار	jelentkező
امیدوار	felperes
امیدوار	bizakodó
امیدوار	tagjelölt
امیدوار	pályázó
امیدوار	jelölt
امیدوار	kérelmező
امیدوار	jelentkező
امیدوار	felperes
امیر	parancsnok
امیر	amir
امیر	emir
امیر	törzsfőnök
امیر	kormányzó
امیر	uralkodó
امیر	gazdagok
امیرانہ	fejedelmi
امیرانہ	impozáns
امیرانہ	fényűző
امیرانہ	luxus
امیرانہ	fejedelmi
امیرانہ	impozáns
امیرانہ	grand
امیرانہ	fényűző
امیرانہ	luxus
امیری	gazdagság
امیری	jólét
امیری	vagyon
امیری	szuverenitás
امیری	gazdagság
امیل	tisztán
امیل	tiszta
امیل	hamisítatlan
امین	hűségesek
امین	hűséges
امین	megbízható
امین	kurátor
امین	végrehajtó
امین	felügyelő
امین	ellenőr
امین	fogadó
امین	címzett
امین	vevő
امین	hűségesek
امین	hűséges
امین	megbízható
امین	kurátor
امین	megbízott
امین	végrehajtó
امین	felügyelő
امین	ellenőr
امین	fogadó
امین	címzett
امین	vevő
امینی	gyámság
امینی	bizalom
امینی	biztonsági
امینی	biztonság
ان	étel
ان	élelem
ان	élelmiszerek
ان	táplálék
ان	élelmiszer
ان	kukoricát
ان	kukorica
ان	rendelkezés
ان	nem
ان	nélkül
ان	anélkül
ان	gabona
ان	gabonát
اِن	ezt
اِن	ez
اِن	ők
اِن	őket
اِن	ezek
اِن	ezeket
اُن	azok
اُن	ők
اُن	őket
اُن	őt
اُن	neki
انا	ego
اِنا	hajó
اِنا	edény
اِنا	tároló
اِنا	tartály
اِنا	konténer
اِنابت	megbánás
اِنابت	bűnbánat
انابیب	csövek
انابیب	csöveket
انابیب	hajók
اِناث	nők
اِناث	asszonyok
اِناث	női
اِناث	nő
اناج	étel
اناج	élelem
اناج	élelmiszerek
اناج	táplálék
اناج	élelmiszer
اناج	gabona
اناج	gabona
اناج	gabonát
اناجیل	evangéliumok
اناد	örökkévaló
اناد	örök
انار	gránátalma
اناڑی	faragatlan
اناڑی	tapasztalatlan
اناڑی	képzetlen
اناڑی	kezdő
اناڑی	ügyetlen
اناڑی	nyersen
اناڑی	nyers
اناڑی	kezdők
اناڑی	kezdő
اُناس	emberek
اُناس	férfi
اُناس	férfiak
اُناس	emberek
اِناگنا	limited
اِناگنا	limitált
اِناگنا	korlátozott
اِناگنا	korlátolt
اِناگنا	kevesen
اِناگنا	pár
اِناگنا	kevés
اِناگنا	kevesek
اِناگنا	néhány
انام	teremtmények
انام	lények
انام	emberek
انام	emberiség
انام	halandók
انامل	ujjak
انامل	ujj
انامل	uj
انانیت	arrogancia
انبار	felhalmozni
انبار	kupac
انبار	halom
انبار	stack
انبار	adatgyűjtés
انبار	gyűjtés
انبار	gyűjtemény
انبار	kollekció
انبار	felhalmozni
انبار	kupac
انبار	halom
انبار	stack
انبار	kupac
انبار	rakás
انبار	adatgyűjtés
انبار	gyűjtés
انبار	gyűjtemény
انبار	kollekció
انباری	lombkorona
انباز	társ
انباز	partner
انباز	társa
انباز	társam
انباز	munkatárs
انباز	társult
انبازی	társulás
انبازی	társulási
انبازی	szövetség
انبازی	egyesület
انبازی	partnerségi
انبازی	partnerség
انبازی	társulás
انبان	táska
انبان	tárca
انبان	tárcáját
انبان	táska
انبان	zacskó
انبان	táskát
انبان	zsák
انبر	égbolt
انبر	sky
انبر	ég
انبر	fogó
انبر	ruha
اِنبساط	gyönyör
اِنبساط	joy
اِنبساط	öröm
اِنبساط	örömöt
اِنبساط	glee
اِنبساط	vidámság
اِنبساط	terjeszkedés
اِنبساط	bővítés
اِنبِعاث	felnevelni
اِنبِعاث	emelés
اِنبِعاث	revival
اِنبِعاث	joy
اِنبِعاث	öröm
اِنبِعاث	örömöt
اِنبِعاث	feltámadás
اِنبِعاث	ecstasy
اُنبُوب	tubus
اُنبُوب	cső
اُنبُوب	hajó
اُنبُوب	edény
انبوہ	maffia
انبوہ	csőcselék
انبوہ	bőséges
انبوہ	bőség
انبوہ	tömeg
انبوہ	maffia
انبوہ	csőcselék
انبوہ	bőséges
انبوہ	bőség
انبہ	mangó
انبیا	próféták
انبیا	apostolok
انبیق	visszavágás
انُبھَو	becslési
انُبھَو	becslés
انُبھَو	ötletem
انُبھَو	elképzelés
انُبھَو	ötlet
انُبھَو	tudás
انُبھَو	ismeretek
انُبھَو	felfogás
انُبھَو	érzékelés
انت	eredmény
انت	titok
انت	titkos
انت	határvonal
انت	határ
انت	befejezés
انت	vége
انت	vég
انت	megszüntetése
انت	határ
انت	korlátozás
انت	határérték
انت	limit
انت	korlát
انت	szoros
انت	közel
انت	bezárása
انت	közeli
اِنتاج	eredmény
اِنتاج	végeredmény
اِنتاج	levonás
اِنتباہ	óvatosság
اِنتباہ	figyelmeztetés
اِنتباہ	hirdetmény
اِنتباہ	értesítés
اِنتباہ	közlemény
اِنتباہ	észre
اِنتباہ	emlékeztető
اِنتباہ	riasztó
انتج	érinthetetlen
اِنتخاب	kiválasztási
اِنتخاب	válogatás
اِنتخاب	kiválasztás
اِنتخاب	kijelölés
اِنتخاب	döntés
اِنتخاب	választás
اِنتخاب	választási
اِنتخاب	választás
اِنتخاب	választások
اِنتخاب	válogatás
اِنتخاب	összeállítás
اِنتخاب	opció
اِنتخاب	lehetőség
اِنتداب	hatóság
اِنتداب	elnyomás
اِنتداب	befolyása
اِنتداب	befolyással
اِنتداب	befolyás
اِنتداب	fogást
انتر	sarkon
انتر	kanyar
انتر	sarok
انتر	megnyitás
انتر	nyitás
انتر	megnyitó
انتر	nyitó
انتر	nyílás
انتر	megkülönböztetés
انتر	különbséget
انتر	lyuk
انتر	gödör
انتر	különbség
انتر	titok
انتر	titkos
انتر	szünet
انتر	belső
انتر	belseje
انتر	távolság
انترجات	ötletem
انترجات	elképzelés
انترجات	ötlet
انترجات	kívánom
انترجات	kívánság
انترجات	bárcsak
انترا	közbenső
انترا	köztes
انترا	között
انتڑی	bél
اِنتزاع	eltávolítás
اِنتزاع	eltávolítása
اِنتساب	kapcsolat
اِنتساب	származását
اِنتساب	származás
اِنتساب	kapcsolat
اِنتساب	kapcsolódás
اِنتساب	csatlakozás
اِنتساق	adminisztráció
اِنتساق	közigazgatás
اِنتساق	ügyintézés
اِنتساق	igazgatás
اِنتساق	kormányzás
اِنتساق	irányítás
اِنتساق	menedzsment
اِنتساق	irányítás
اِنتساق	vezetőség
اِنتساق	gazdálkodás
اِنتساق	irányítási
اِنتشار	terjed
اِنتشار	aggódj
اِنتشار	zavart
اِنتشار	zavartság
اِنتشار	zűrzavar
اِنتشار	rendetlenség
اِنتشار	szorongás
اِنتشار	aggodalom
اِنتشار	zavar
اِنتشار	diszperzió
اِنتشاری	megosztó
اِنتصاب	telepítés
اِنتصاب	létesítmény
اِنتصاب	szerelés
اِنتصاب	szerelési
اِنتصاب	erekció
اِنتصاباً	függőlegesen
اِنتصابی	vertikális
اِنتصابی	függőleges
اِنتصابی	függőlegesen
اِنتصاف	igazságszolgáltatás
اِنتصاف	igazság
اِنتظار	vár
اِنتظار	várakozás
اِنتظار	várunk
اِنتظار	várok
اِنتظار	elvárás
اِنتظار	elvárások
اِنتظاری	vár
اِنتظاری	várakozás
اِنتظاری	várunk
اِنتظاری	várok
اِنتظاری	elvárás
اِنتظاری	elvárások
اِنتظام	rendszer
اِنتظام	system
اِنتظام	szervezés
اِنتظام	szervezet
اِنتظام	módszer
اِنتظام	menedzsment
اِنتظام	irányítás
اِنتظام	vezetőség
اِنتظام	gazdálkodás
اِنتظام	irányítási
اِنتظام	eljárás
اِنتظام	előírás
اِنتظام	rendelet
اِنتظام	szabályozás
اِنتظام	adminisztráció
اِنتظام	közigazgatás
اِنتظام	ügyintézés
اِنتظام	igazgatás
اِنتظام	megállapodás
اِنتظام	elrendezés
اِنتظام	elrendezése
اِنتظام	megegyezés
اِنتظام	egyezség
اِنتظامی	igazgatási
اِنتظامی	adminisztratív
اِنتظامیہ	adminisztráció
اِنتظامیہ	közigazgatás
اِنتظامیہ	ügyintézés
اِنتظامیہ	igazgatás
اِنتظامیہ	végrehajtó
اِنتظامیہ	ügyvezető
اِنتظامیہ	menedzsment
اِنتظامیہ	irányítás
اِنتظامیہ	vezetőség
اِنتظامیہ	gazdálkodás
اِنتظامیہ	irányítási
اِنتعاش	boldogság
اِنتعاش	boldogságot
اِنتعاش	ecstasy
اِنتفاخ	puffadás
اِنتفاخ	duzzanat
اِنتفاع	haszon
اِنتفاع	előny
اِنتفاع	profit
اِنتفاع	haszon
اِنتفاع	nyereség
اِنتفاع	nyereség
اِنتقاد	kritika
اِنتقاد	kritikát
اِنتقادی	kritikus
اِنتقاص	csökkentést
اِنتقاص	csökkentése
اِنتقاص	csökkenés
اِنتقاص	csökkentés
اِنتقاص	csökken
اِنتقاص	csökkenés
اِنتقاض	szabálysértés
اِنتقاض	megsértése
اِنتقاض	jogsértés
اِنتقاض	megsértése
اِنتقاض	jogsértés
اِنتقاض	rés
اِنتقال	átadó
اِنتقال	áttérés
اِنتقال	átállás
اِنتقال	bevándorlás
اِنتقال	migráció
اِنتقال	halál
اِنتقال	eltávolítás
اِنتقال	eltávolítása
اِنتقال	továbbítás
اِنتقال	továbbítására
اِنتقال	átvitel
اِنتقال	áthelyezés
اِنتقال	transzfer
اِنتقام	bosszú
اِنتقام	megtorlás
اِنتقام	bosszú
اِنَتگِنت	kevesen
اِنَتگِنت	pár
اِنَتگِنت	kevés
اِنَتگِنت	kevesek
اِنَتگِنت	néhány
انتِم	utoljára
انتِم	utolsónak
انتِم	last
انتِم	utolsó
انتِم	döntő
انتِم	végleges
انتِم	záró
انتِم	utolsó
انتِم	végső
انتِم	végső
اِنتما	kapcsolat
اِنتما	kapcsolat
اِنتما	kapcsolódás
اِنتما	csatlakozás
اِنتما	hivatkozás
اِنتما	kapcsolat
اِنتما	link
اِنتما	linket
اِنتما	hivatkozást
اِنتہا	befejezés
اِنتہا	vége
اِنتہا	vég
اِنتہا	befejezés
اِنتہا	megszüntetése
اِنتہا	szélsőséges
اِنتہا	extrém
اِنتہا	befejezés
اِنتہا	befejezése
اِنتہا	szoros
اِنتہا	közel
اِنتہا	bezárása
اِنتہا	közeli
اِنتہائی	szélsőséges
اِنتہائی	extrém
اِنتہیٰ	elkészült
اِنتہیٰ	befejezett
اِنتہیٰ	kész
انتیسار	hasmenés
انٹ	szeres
انٹ	hajtás
انٹ	csomót
انٹ	csomó
انٹا	márvány
انٹاغفیل	ittas
انٹوچنا	elfogni
انٹی	gazdagság
انٹی	jólét
انٹی	vagyon
انٹی	pénz
انٹی	pénzt
انٹی	tekercs
اُنثیٰ	nőnemű
اُنثیٰ	nő
اُنثیٰ	női
اُنثیٰ	nőstény
اُنثیٰ	nő
اُنثیٰ	asszony
اُنثیٰ	nö
اُنثِیت	nőiesség
اِنجاح	sikeres
اِنجاح	siker
اِنجاز	megfelelés
اِنجاز	megfelelőség
اِنجاز	megfeleltetés
انجاس	szennyeződés
انجاس	szennyeződések
انجاس	mocsok
انجام	eredmény
انجام	végzet
انجام	következmény
انجام	következmények
انجام	következményei
انجام	befejezés
انجام	vége
انجام	vég
انجام	megszüntetése
انجام	végzet
انجام	sors
انجام	következtetés
انجام	következtetések
انجام	befejezés
انجام	befejezése
انجام	szoros
انجام	közel
انجام	bezárása
انجام	közeli
انجان	tudatlan
انجان	tudatlanság
انجانا	ismeretlenek
انجانا	ismeretlen
انجب	kiváló
اِنجذاب	asszimilációs
اِنجذاب	felszívódás
اِنجِلا	megvilágítás
اِنجِلا	megvilágosodás
انجم	csillagok
انجم	sztárok
انجم	csillag
اِنجماد	tehetetlenség
اِنجماد	kondenzációs
اِنجماد	fagy
اِنجماد	fagyos
اِنجماد	inaktivitás
انجمن	társadalom
انجمن	klub
انجمن	club
انجمن	gyülekezet
انجمن	tanács
انجمن	közgyűlés
انجمن	gyűlés
انجمن	szerelvény
انجمن	gyűlés
انجمن	találkozás
انجمن	találkozó
انجمن	megbeszélés
انجمن	társaság
