triangle	trīsstūra
technological	tehnoloģiski
technological	tehnoloģiskais
technological	tehnoloģiskā
shoes	kurpes
climbing	kāpt
climbing	kāpj
barrel	barelu
biographies	biographies
assembled	saliktas
assembled	samontēti
ham	šķiņķi
geoffrey	geoffrey
valve	vārsts
commenting	komentē
osaka	osaka
beck	beck
analog	analogs
analog	analogā
monkey	pērtiķiem
listening	klausās
listening	klausīšanās
listening	klausoties
integrity	integritāti
integrity	integritāte
definitions	definīcijas
baldwin	boldvins
troop	karaspēka
objections	iebildumi
marina	marina
detection	noteikšanas
detection	noteikšana
detection	atklāšana
differential	starpība
venus	venus
salmon	lasis
salmon	lašu
salmon	laša
salmon	laši
monarchy	monarhija
stade	stade
francesco	frančesko
abortion	aborta
abortion	abortus
abortion	aborti
abortion	abortu
abortion	aborts
monica	monika
elephant	zilonis
polar	polar
ton	tonnu
provisional	pagaidu
provisional	provizoriski
counting	skaitīšana
counting	skaitīt
counting	skaitīšanas
corn	kukurūzas
corn	kukurūza
sank	nogrima
airborne	gaisā
deutsche	deutsche
absorbed	absorbēts
absorbed	uzsūcas
tension	spriedze
tension	spriedzi
pablo	pablo
aviv	aviv
cleaning	tīrīšanas
cleaning	tīrīšana
judgement	spriedums
physicist	fiziķe
catalina	catalina
disasters	katastrofas
disasters	katastrofās
lesbian	lesbiešu
rays	stariem
rays	starus
rays	stari
withdrawal	atsaukšana
withdrawal	atsaukšanu
withdrawal	izstāšanās
withdrawal	anulēšana
walks	pastaigas
trailer	piekabes
tornado	tornado
tornado	viesuļvētra
aunt	tante
aunt	tantes
distribute	izdalīt
distribute	izplatīt
genesis	ģenēzes
shallow	sekla
makers	izgatavotāji
makers	veidotāji
requesting	lūdz
requesting	pieprasa
floors	grīdas
violate	pārkāpt
scattered	izkaisītas
boyfriend	puisis
catholicism	katoļticība
luther	luters
pleasure	baudu
pleasure	prieks
constructive	konstruktīva
constructive	konstruktīvā
constructive	konstruktīvi
constructive	konstruktīvas
constructive	konstruktīvo
webb	vebs
battalions	bataljoni
alberto	alberto
deliberately	apzināti
sacrifice	upuris
faction	frakciju
olive	olīvu
corridor	koridors
compatible	savietojami
compatible	savietojams
compatible	saderīgs
receptor	receptoru
receptor	receptora
receptor	receptori
molecules	molekulas
kiev	kijevas
kiev	kijevā
vista	vista
castro	castro
wei	wei
pleasant	patīkama
pleasant	patīkami
pleasant	patīkamas
pleasant	patīkams
miscellaneous	dažādi
miscellaneous	dažādas
ultra	ultra
bulletin	biļetens
clinic	klīnikā
clinic	klīnika
itunes	itunes
patriots	patrioti
pollution	piesārņojuma
pollution	piesārņojums
herman	herman
questionable	apšaubāms
questionable	apšaubāma
sally	sallija
rex	rex
mvp	mvp
stuck	iestrēdzis
openly	atklāti
afghan	afgāņu
afghan	afganistānas
afghan	afganistāna
inferior	sliktāki
vatican	vatikāna
folklore	folklora
affiliation	piederība
princes	prinči
silk	zīda
silk	zīds
agreements	vienošanās
agreements	līgumi
trilogy	triloģija
armour	bruņas
eng	eng
specimens	īpatņus
specimens	īpatņu
specimens	paraugi
specimens	īpatņi
specimens	īpatņiem
consumers	patērētāji
consumers	patērētājus
consumers	patērētājiem
differently	citādāk
differently	savādāk
defines	definē
cage	būrī
ferguson	ferguson
correspondence	sarakste
correspondence	sarakstes
illustrates	ilustrē
tehran	teherāna
tehran	teherānas
amanda	amanda
pos	pos
bye	bye
bye	atā
browns	brūnie
static	statiskais
static	statiskā
static	statiska
tibetan	tibetas
tibetan	tibetiešu
nixon	niksons
sociology	socioloģija
capability	spēja
addressing	pievēršanās
panthers	panthers
objection	iebildumu
objection	iebildumi
objection	iebildums
systematic	sistemātiski
systematic	sistemātiska
systematic	sistemātiskas
systematic	sistemātiskā
violated	pārkāptas
violated	pārkāpts
violated	pārkāpti
violated	pārkāpta
chocolate	šokolādes
chocolate	šokolādi
chocolate	šokolāde
helsinki	helsinkos
helsinki	helsinku
cambodia	kambodžas
cambodia	kambodža
grandmother	vecmāmiņa
rounded	noapaļota
rounded	noapaļoti
rounded	noapaļots
rounded	noapaļojot
fitness	piemērotība
fitness	fitnesa
fitness	fitness
halls	domes
jung	jungs
brilliant	izcils
brilliant	izcili
brilliant	izcila
libya	lībija
libya	lībijas
transported	transportē
transported	transportēts
transported	pārvadāti
angela	angela
creature	būtne
creature	radījums
gather	savāktu
volcanic	vulkānisko
android	android
filmography	filmogrāfija
deposits	noguldījumi
mentor	padomdevējs
mentor	vadītājai
freeman	frīmens
apartments	dzīvokļu
apartments	dzīvokļi
uci	uci
puppet	leļļu
carey	kerijas
hiding	slēpjas
sends	sūta
sends	nosūta
meyer	meyer
topped	papildināts
lima	limas
freeway	šoseja
kirk	kērks
batteries	baterijas
batteries	akumulatori
chains	ķēdēm
chains	ķēdes
chains	ķēdēs
ucla	ucla
recover	atgūtu
recover	atgūst
recover	atgūt
recover	atveseļoties
ear	ausī
ear	auss
combine	kombinēt
decent	pienācīgu
cubs	mazuļi
deputies	vietnieki
deputies	vietniekiem
contestant	dalībniece
rational	racionālu
rational	racionāli
rational	racionāla
altar	altāra
ufc	ufc
organize	organizēt
organize	organizē
exhibits	piemīt
subjective	subjektīvi
determination	apņēmība
determination	noteikšana
chennai	čennai
dong	dong
threshold	slieksnis
threshold	robežvērtība
threshold	sliekšņa
threshold	slieksni
myanmar	mjanmas
proud	lepni
proud	lepna
surveillance	novērošana
surveillance	uzraudzība
surveillance	uzraudzības
threatening	draudēt
discharge	gāzizlādes
kannada	kannadu
astronomical	astronomijas
rector	rektors
petroleum	naftas
petroleum	nafta
bug	kļūdu
proceed	turpināt
chapman	čepmens
mud	dubļi
decree	dekrētu
decree	dekrēts
honey	medu
honey	mīļā
honey	medus
diagram	diagramma
infringement	pārkāpums
infringement	pārkāpuma
broadcaster	raidorganizācija
complexity	sarežģītība
complexity	sarežģītības
complexity	sarežģītību
riley	railija
displacement	pārvietošanas
displacement	pārvietojums
sponsor	sponsors
ira	ira
condemned	nosodīta
condemned	nosodīja
careers	karjera
careers	karjeras
haiti	haiti
wisdom	gudrību
wisdom	gudrība
wisdom	gudrības
pierce	pīrss
stupid	stulba
stupid	stulbs
stupid	stulbi
alma	alma
alexandra	aleksandra
continuously	pastāvīgi
continuously	nepārtraukti
eva	eva
mickey	mikijs
atlético	atletico
yuan	juaņ
lynch	linčs
johannes	johannes
ecclesiastical	garīdzniecības
destroying	iznīcinot
trunk	bagāžnieku
proclaimed	pasludināja
genuine	īsta
genuine	patiesu
genuine	īstas
genuine	patiesas
adolf	ādolfs
sharon	sharon
acquire	iegādāties
acquire	iegūt
guitarists	guitarists
hung	pakārts
corrected	labots
corrected	koriģēts
corrected	jālabo
corrected	koriģēta
theatres	teātri
handful	sauju
mandate	mandāts
mandate	pilnvaras
locked	slēgts
mohammed	mohammed
dish	trauku
terrible	briesmīga
terrible	briesmīgi
terrible	šausmīgi
terrible	briesmīgs
reagan	reigans
rebecca	rebeka
toledo	toledo
divide	dalīt
recommendations	rekomendācijas
recommendations	ieteikumi
gymnastics	vingrošana
ideology	ideoloģija
ideology	ideoloģijas
carriers	pārvadātāji
carriers	nesēji
carriers	pārvadātājiem
constantinople	konstantinopoles
fatal	letālu
fatal	letāli
fatal	letāls
fatal	letāla
modeling	modelēšana
monsters	briesmoņi
notified	paziņots
notified	paziņoti
notified	paziņota
bulls	buļļu
bulls	buļļiem
harassment	uzmākšanās
censorship	cenzūru
favorable	labvēlīgs
commercially	komerciāli
luxury	luksusa
yahoo	yahoo
ecology	ekoloģiju
emirates	emirāti
neutrality	neitralitāte
neutrality	neitralitāti
chronicles	hronikas
deployment	izvietošanas
deployment	izvēršana
deployment	izvietošana
jenkins	jenkins
omaha	omaha
detected	konstatēts
attribution	piešķiršanu
attribution	piešķiršana
harsh	skarbi
bundesliga	bundeslīgas
overcome	pārvarēt
monarchs	monarhi
facilitate	atvieglot
hermann	hermanis
morton	morton
conceived	iecerēts
conceived	iecerēta
roma	romu
roma	romi
accredited	akreditētas
accredited	akreditēta
echo	echo
bangkok	bangkokā
bergen	bergenas
hawks	vanagi
availability	pieejamība
availability	pieejamības
organizing	organizēt
lung	plaušas
lung	plaušu
andreas	andreas
cedar	ciedra
bankruptcy	bankrots
bankruptcy	bankrota
basement	pagrabu
basement	pagrabs
basement	pagrabā
spirits	spirti
spirits	gari
torture	spīdzināšana
torture	spīdzināšanu
toyota	toyota
wheat	kvieši
wheat	kviešu
examined	pārbaudīja
membrane	membrānas
membrane	membrānu
knockout	nokauts
coleman	coleman
homeland	dzimtenē
homeland	dzimtenes
homeland	dzimteni
homeland	dzimtene
dhaka	daka
dental	zobu
christine	kristīna
responsibilities	pienākumi
responsibilities	atbildība
responsibilities	atbildības
communists	komunisti
fantastic	fantastiska
fantastic	fantastiski
fantastic	fantastisks
ceremonies	ceremonijas
augustus	augusts
loans	kredīti
loans	aizņēmumi
loans	aizdevumi
corporations	sabiedrības
corporations	korporācijas
tagging	iezīmēšana
tagging	iezīmēšanas
moss	sūnu
parody	parodijas
yield	ražu
yield	ražība
sizes	izmēri
neighbourhood	kaimiņvalstis
neighbourhood	kaimiņattiecību
neighbourhood	kaimiņi
cheap	lētas
cheap	lēts
cheap	lēta
cheap	lēti
stuttgart	štutgartes
dialects	dialektiem
forbidden	aizliegta
forbidden	aizliegts
forbidden	aizliegtas
sanskrit	sanskrits
neill	nīls
knife	nazi
knife	nazis
wade	wade
gonzález	gonzález
yesterday	vakar
percy	persijs
expressway	automaģistrāle
transform	pārveidot
vegetation	veģetācijas
vegetation	veģetācija
tickets	biļetes
adopt	adoptēt
braves	braves
plural	daudzskaitlī
pomeranian	pomerānijas
habitats	dzīvotņu
habitats	dzīvotnes
habitats	biotopi
sicily	sicīlijas
justified	pamatota
justified	pamatots
speeds	ātrumi
speeds	ātrumiem
zip	zip
updates	atjauninājumus
updates	atjauninājumi
replied	atbildēja
restriction	ierobežošana
restriction	ierobežojumi
restriction	ierobežojums
lin	lin
siblings	brāļi
measurements	mērījumi
tide	plūdmaiņu
laps	apļus
dynamo	dinamo
predicted	paredzamais
predicted	plānotais
charitable	labdarības
feast	mielastu
poker	pokera
promising	daudzsološs
kane	keins
trevor	trevors
attractive	pievilcīgas
attractive	pievilcīgs
attractive	pievilcīga
attractive	pievilcīgi
attractive	pievilcīgu
sidney	sidnijs
holidays	brīvdienas
holidays	brīvdienām
initiatives	iniciatīvas
initiatives	iniciatīvām
initiatives	ierosmes
comfortable	ērts
comfortable	ērti
fletcher	flečers
airways	airways
floyd	floyd
snail	gliemezis
genocide	genocīds
saga	saga
scots	skotu
violating	pārkāpj
violating	pārkāpjot
fossils	fosilijas
buying	iepirkumi
buying	pērkot
buying	pērk
commissioners	komisāriem
commissioners	komisāri
smoking	smēķēšana
enormous	milzīga
subdivision	apakšrajons
subdivision	sadalījuma
leather	ādas
leather	āda
def	def
patch	plāksteri
porto	porto
porto	portu
valencia	valensijas
subfamily	apakšklasi
tracy	treisija
breakfast	brokastis
subspecies	pasugas
mercy	žēlastības
botanical	botāniskais
peaks	maksimumu
lone	lone
bottle	pudelīte
bottle	pudele
bottle	pudeles
bottle	pudelē
tunisia	tunisija
angola	angolas
humanitarian	humāno
humanitarian	humānā
decorations	dekorācijas
decorations	rotājumi
slide	slaidu
invalid	nederīgs
invalid	nepareizs
invalid	nederīga
generating	ģenerē
trapped	iesprostoti
guru	guru
telescope	teleskops
dense	blīvs
satisfied	apmierināti
satisfied	apmierināta
satisfied	apmierināts
criticised	kritizēja
coral	koraļļu
xavier	xavier
obituary	nekrologs
helena	helena
helena	helēna
rowing	airēšanas
anatomy	anatomija
controlling	kontrolēt
wound	brūces
wound	brūce
conviction	pārliecība
conviction	pārliecību
publishes	publicē
dixon	diksons
kuwait	kuveita
ridiculous	smieklīga
ridiculous	smieklīgi
suffer	cieš
suffer	ciest
nsw	sidneja
nord	nord
caves	alas
regent	reģenta
riverside	riverside
balanced	līdzsvarota
balanced	līdzsvarots
balanced	līdzsvarotu
fitzgerald	ficdžeralds
highlight	izcelt
highlight	uzsvērt
payments	maksājumus
payments	maksājumi
tendency	tendence
lópez	lópez
belle	belle
lifted	atcelts
davidson	davidson
decorative	dekoratīvās
decorative	dekoratīvs
rouge	rouge
clue	pavediens
rockets	raķetes
cure	izārstēt
bolton	bolton
slope	nogāzes
slope	slīpums
boyd	boids
organisms	organismi
paraguay	paragvajas
preview	apskatīt
dodgers	dodgers
qatar	katara
import	imports
import	importēt
import	importē
buddy	draudziņ
iucn	iucn
dock	doku
clare	klēra
penguin	pingvīns
rapids	krāces
exceptional	ārkārtējs
exceptional	izņēmuma
exceptional	ārkārtas
cologne	ķelnē
cologne	ķelni
cologne	ķelnes
providers	sniedzēji
providers	sniedzējiem
beings	būtnes
norwich	norwich
supervision	pārraudzība
supervision	uzraudzība
investigator	pētnieka
investigator	pētnieks
ming	minu
lease	nomas
lease	noma
yours	tavs
cecil	sesils
toys	rotaļlietas
conrad	konrāds
buck	bak
hang	pakārt
bulldogs	bulldogs
italia	italia
portable	portatīvais
dell	dell
irving	ērvings
bells	zvani
tibet	tibetas
tibet	tibetā
composite	salikta
composite	kompozītu
councillors	domnieku
salary	alga
salary	algas
salary	algu
staying	uzturas
dropping	metot
fragments	fragmenti
objectives	mērķi
caesar	cēzara
tragedy	traģēdija
macedonian	maķedonijas
unesco	unesco
investigated	izmeklēja
investigated	pētīta
cameroon	kamerūnas
carson	carson
slot	nišu
rams	aunu
icelandic	islandiešu
icelandic	īslandiešu
icelandic	islandes
sophie	sofija
granite	granīta
jenny	dženija
deciding	lemt
comparative	salīdzinošo
comparative	salīdzinošā
apostolic	apustuliskā
venezuelan	venecuēlas
pirate	pirāts
pirate	pirātu
paralympic	paraolimpiskās
slovenian	slovēņu
seasonal	sezonas
seasonal	sezonāla
