alabama	alabama
vago	lazy
vago	lười
pensabas	các
pensabas	cac
pensabas	bạn
pensabas	anh
pensabas	cô
pensabas	nghĩ
pensabas	tưởng
berra	khốc
berra	cry
berra	khóc
berra	don
fríos	lạnh
sucia	bẩn
sucia	hủ
sucia	dơ
conseguiron	quất
conseguiron	những
conseguiron	chúng
conseguiron	họ
gañe	thắng
gañe	thang
gañe	win
gañe	thắng
rancho	nông
rancho	down
rancho	xuống
miolos	óc
miolos	brain
miolos	não
miolos	ra
miolos	tứ
vendeu	bán
vendeu	bán
lóstrego	sét
escoitalo	thuộc
escoitalo	tít
escoitalo	nghe
escoitalo	spring
puros	sạch
foxen	xa
foxen	phí
clyde	clyde
soubeses	biết
soubeses	các
soubeses	cac
soubeses	bạn
soubeses	anh
soubeses	cô
soubeses	tú
tardarei	won
tardarei	thắng
tardarei	lâu
tardarei	dài
tardarei	long
ocúpome	lấy
ocúpome	bắt
ocúpome	chụp
ocúpome	care
asine	vẽ
luís	louis
luís	luis
luís	luís
botín	loot
estoupar	nổ
mickey	mickey
quítame	lấy
quítame	nhận
quítame	get
quítame	off
quítame	tắt
quítame	lấy
quítame	bắt
quítame	chụp
quérete	các
quérete	cac
quérete	bạn
quérete	anh
quérete	cô
deberon	có
deberon	đã
deberon	quất
deberon	những
deberon	chúng
deberon	họ
deberon	phải
levarnos	lấy
levarnos	bắt
levarnos	chụp
queimados	táng
axudo	cứu
axudo	giúp
durmiches	các
durmiches	cac
durmiches	bạn
durmiches	anh
durmiches	cô
durmiches	ngủ
durmiches	ngự
cortisona	cortisone
tenme	đã
conducía	tông
jordan	jordan
tardar	lâu
tardar	dài
tardar	long
tardar	lấy
tardar	bắt
tardar	chụp
saquei	ra
saquei	tứ
ann	ann
aleluia	hallelujah
colchón	nệm
colchón	down
colchón	xuống
custe	tốn
queixar	than
saltar	ra
saltar	tứ
saltar	nhảy
pasadas	qua
pasadas	past
dicías	các
dicías	cac
dicías	bạn
dicías	anh
dicías	cô
dicías	nói
dicías	bảo
dicías	said
prefería	thà
monxas	ruột
michele	michele
autos	oto
autos	ôtô
levades	các
levades	cac
levades	bạn
levades	anh
levades	cô
ombreiros	vai
ouviches	các
ouviches	cac
ouviches	bạn
ouviches	anh
ouviches	cô
ouviches	có
ouviches	đã
ouviches	nghe
alianza	cưới
alianza	ring
alianza	nhẫn
gaño	thang
gaño	win
gaño	thắng
súper	super
súper	siêu
vendendo	bán
permítame	để
permítame	kệ
tu	các
tu	cac
tu	bạn
tu	anh
tu	cô
inxusto	fair
2ª	giây
dio	nói
dio	tràng
fraternidade	fraternity
fraternidade	brotherhood
wilkes	wilkes
lloyd	lloyd
coitelos	dao
coitelos	tung
coitelos	đao
coitelos	dao
páramo	maori
páramo	moor
inverness	inverness
metralla	shrapnel
pólvora	bột
pólvora	phấn
escoceses	scots
británicos	british
británicos	brits
cavar	dig
cavar	đào
saberei	biết
beatle	beatle
ringo	ringo
disme	các
disme	cac
disme	bạn
disme	anh
disme	cô
disme	nói
disme	bảo
fato	đám
fato	bunch
fato	lũ
cazador	hunter
time	gian
time	thời
vinh	vinh
esconder	giấu
esconder	trốn
esconder	ẩn
cómprenos	phải
cráter	hố
ali	ali
cú	đít
cú	mông
prace	xin
nhu	nhu
homiño	người
homiño	man
homiño	nhỏ
homiño	tiểu
ventas	bán
ventas	lô
lynch	lynch
morrerei	die
morrerei	chết
vogel	vogel
santi	santi
santi	các
santi	cac
santi	bạn
santi	anh
santi	cô
stones	stones
altamont	altamont
altamont	speedway
gaiolas	lồng
levouna	her
levouna	cổ
enigma	enigma
boudreau	boudreau
heroína	heroin
yacine	yacine
franck	frank
franck	franck
charly	charlie
charly	vc
laurent	laurent
yamada	yamada
ofelia	ophelia
sombreireiro	hatter
white	trắng
white	white
white	bạch
françois	francois
françois	françois
françois	francois
françois	françois
amin	amin
dex	dex
florència	florencia
cat	mèo
cat	cat
casterly	đá
casterly	rock
poñente	westeros
llelo	nói
llelo	bảo
llelo	them
llelo	cói
llelo	chúng
llelo	họ
zoo	thú
zoo	zoo
monos	khỉ
monos	khỉ
parto	sinh
christian	nguyen
christian	christian
ouvido	ear
ouvido	tai
ambigüidade	ambiguity
pico	spike
series	series
escoitara	nghe
complexas	complex
terrorista	khủng
revelar	lộ
tecer	cửi
tecer	dệt
afirma	the
botando	kia
botando	đó
privadas	tư
dixéronnos	thế
dixéronnos	rằng
dixéronnos	điều
dixéronnos	mà
dixéronnos	vn
probabilidades	odds
fibra	fiber
fibra	sợi
bbc	bbc
prexuízos	prejudice
sentan	quất
sentan	những
sentan	chúng
sentan	họ
sentan	ngồi
sentan	down
sentan	xuống
mosquitos	muỗi
empregamos	phơi
aspiracións	tr
collía	tòng
collía	cốt
collía	lấy
collía	bắt
collía	chụp
probabilidade	hội
cepillo	lĩnh
cepillo	chổi
doloroso	đau
engadindo	thêm
coidados	care
vacinas	ngừa
utilizamos	phơi
faltan	thiếu
fda	fda
fda	slv
alzheimer	alzheimer
pediron	quất
pediron	những
pediron	chúng
pediron	họ
pediron	cho
baixando	down
baixando	xuống
neto	cháu
pensemos	nghĩ
pensemos	để
pensemos	kệ
cavernas	cave
cavernas	hang
cavernas	hang
pagando	trả
salas	phòng
lembran	nhớ
consideremos	để
consideremos	kệ
consideremos	lấy
consideremos	bắt
consideremos	chụp
polar	cực
tocan	play
tocan	chơi
tocan	at
creado	tạo
comprendín	hiểu
furia	fury
escape	xả
graciñas	thank
graciñas	các
graciñas	cac
graciñas	bạn
graciñas	anh
graciñas	cô
menciña	thuốc
axudaría	cứu
axudaría	giúp
usuario	dùng
furacán	bão
algas	seaweed
algas	tảo
algas	alger
mariño	biển
tóxicos	độc
nube	sky
nube	mây
nube	cloud
dakota	dakota
regularmente	thường
noruega	nauy
pagaches	trả
pagaches	các
pagaches	cac
pagaches	bạn
pagaches	anh
pagaches	cô
mesturar	mix
mesturar	trộn
fluxo	luồng
fluxo	màng
fluxo	flow
negativa	âm
negativa	ám
xustamente	the
fronteiras	frontiers
traducir	dịch
traducir	dịch
promesas	hứa
miserábel	khổ
miserábel	nhoi
envellecer	tuổi
envellecer	aging
moscas	ruồi
moscas	muỗi
intentamos	cố
eiquí	đây
foras	các
foras	cac
foras	bạn
foras	anh
foras	cô
usaban	quất
usaban	những
usaban	chúng
usaban	họ
usaban	phơi
bombeiros	lửa
bombeiros	cháy
bombeiros	lứa
usarse	phơi
dependencia	dependence
pata	chân
salsa	ngao
salsa	sốt
pasaban	quất
pasaban	những
pasaban	chúng
pasaban	họ
sensatez	wisdom
socios	associates
débese	vì
ensinarlles	dạy
ensinarlles	them
ensinarlles	cói
ensinarlles	chúng
ensinarlles	họ
ensinarlles	xem
ensinarlles	hiện
ensinarlles	show
respostar	tời
odiar	ghét
odiar	hat
buda	phật
díxoo	nói
díxoo	bảo
díxoo	said
recta	thẳng
recta	sảnh
axúdanos	cứu
axúdanos	giúp
per	pr
per	per
tiñades	các
tiñades	cac
tiñades	bạn
tiñades	anh
tiñades	cô
tiñades	nan
tiñades	xịt
factura	bill
fuxida	thoát
fuxida	escape
aprenda	dạy
deseguida	sớm
deseguida	sắp
pilas	bình
pilas	pin
mercamos	mua
mercamos	mua
humidade	trơn
humidade	vat
humidade	ướt
erades	các
erades	cac
erades	bạn
erades	anh
erades	cô
asombroso	amazing
solomon	salomon
solomon	solomon
comezas	các
comezas	cac
comezas	bạn
comezas	anh
comezas	cô
comezas	khởi
consigue	lấy
consigue	nhận
consigue	get
chispa	spark
chispa	bugi
usei	phơi
usei	dùng
estimado	hon
estimado	cưng
expresan	express
cuncas	tách
cuncas	cups
cuncas	bện
mama	vú
mama	ngực
mama	breast
mama	mama
contarlle	nói
contarlle	bảo
culpar	trách
lincoln	lincoln
viaxeiro	rambler
artes	art
sentas	ngồi
sentas	down
sentas	xuống
examinar	khám
revisión	tra
levalos	lấy
levalos	bắt
levalos	chụp
levalos	them
levalos	cói
levalos	chúng
levalos	họ
occidentais	tây
retira	lấy
retira	bắt
retira	chụp
recén	chỉ
recén	funny
capacidades	năng
opinan	các
opinan	cac
opinan	bạn
opinan	anh
opinan	cô
opinan	nghĩ
conflitos	xung
chaira	plain
dividir	chia
leóns	lions
carros	oto
carros	ôtô
laura	laura
atopemos	tìm
limón	chanh
bebes	uống
bebes	ly
estannos	re
estannos	đang
estannos	là
estannos	quất
estannos	những
estannos	chúng
estannos	họ
hawai	hawaii
brutal	brutal
pechou	đóng
dádeme	đưa
dádeme	tặng
dádeme	cho
regato	luồng
regato	suối
regato	stream
turing	turing
encerado	bảng
canles	kênh
vaga	sóng
vaga	wave
nerviosos	kìm
nerviosos	khoảng
nerviosos	về
nerviosos	ban
durmiu	ngủ
durmiu	ngự
querendo	côn
querendo	vẫn
poñerlle	chua
poñerlle	norad
poñerlle	đặt
bolas	balls
bolas	bi
horta	vườn
horta	garden
tomada	taken
tomada	bắt
tomada	chụp
revelación	khải
arterias	arteries
illada	isolated
marcial	martial
zapatillas	dép
dia	ngày
dia	day
póla	cành
póla	nhánh
art	art
cameron	cameron
culpables	huệ
culpables	tội
leonardo	leonardo
revisa	tra
fracasar	fail
caderno	notebook
caderno	quyển
humildes	nhục
tarxetas	credit
tarxetas	gmail
tarxetas	bài
tarxetas	thẻ
aforrar	lưu
aforrar	bích
aforrar	cứu
chegues	các
chegues	cac
chegues	bạn
chegues	anh
chegues	cô
chegues	lấy
chegues	nhận
chegues	get
picos	twin
picos	song
seredes	các
seredes	cac
seredes	bạn
seredes	anh
seredes	cô
máxico	thuật
máxico	magic
galaxias	galaxies
sento	ngồi
respirando	thở
granada	granada
demostrou	đã
invitado	mời
invitado	khách
adaptación	adaptation
khan	khan
cicatrices	sẹo
cativas	girls
cativas	gái
nacen	re
nacen	đang
nacen	là
nacen	sinh
cantan	ca
cantan	hát
cantan	quất
cantan	những
cantan	chúng
cantan	họ
acta	cáo
ésta	này
utopía	utopia
asemade	cùng
asemade	gian
asemade	thời
sácao	ra
sácao	tứ
electoral	polling
postais	thiếp
gardo	giữ
agochado	phone
agochado	ẩn
atopámonos	trúng
atopámonos	met
fino	mỏng
fino	gầy
fino	thin
executivos	executives
pantasmas	ghosts
pantasmas	ma
quedarme	stay
werner	wernher
inspector	sếp
xubilado	hưu
tormenta	bão
presentarlle	nhà
respectos	trả
encargar	care
encargar	có
encargar	đã
pesadelos	mộng
atacado	aw
atacado	bị
traerei	lấy
traerei	nhận
traerei	get
traerei	mang
london	đôn
london	london
barca	tàu
barca	thuyền
barca	boat
santos	saints
ambroise	ambroise
veciña	xóm
veciña	kế
veciña	tiếp
veciña	kit
recuncho	góc
saíra	cổ
déixamo	bỏ
déixamo	này
pódoche	các
pódoche	cac
pódoche	bạn
pódoche	anh
pódoche	cô
poñerte	các
poñerte	cac
poñerte	bạn
poñerte	anh
poñerte	cô
desfile	rước
prégolle	xin
amen	amen
mudo	trẩu
mudo	câm
mudo	câm
mudo	tắt
mudo	silent
mudo	thoả
frauta	sáo
toleou	khùng
toleou	điên
toleou	giận
coñézoo	biết
coñézoo	quen
mude	đổi
mude	thay
salvalo	lưu
salvalo	bích
salvalo	cứu
xúrocho	thề
interromper	ngắt
teríao	có
teríao	đã
teríao	tòng
teríao	cốt
móvanse	dời
móvanse	chuyển
red	đỏ
toalla	khăn
téñome	có
téñome	đã
alugar	thuê
alugar	lấy
alugar	nhận
alugar	get
paces	hòa
repartir	chia
repartir	share
loitade	cho
mansión	mansion
mansión	ốc
mansión	nhà
compensación	bù
cravos	nails
lisquemos	để
lisquemos	kệ
lisquemos	ra
lisquemos	tứ
bandullo	bụng
erga	lấy
erga	nhận
erga	get
xura	các
xura	cac
xura	bạn
xura	anh
xura	cô
xura	thề
chairas	plains
año	liệt
año	lamb
año	cừu
ensalada	salad
choran	khóc
choran	khốc
choran	cry
choran	khóc
oíu	nghe
sindical	union
sindical	hợp
xogaba	aw
xogaba	bị
xogaba	thấm
xogaba	chơi
xogaba	divx
bótalle	lấy
bótalle	bắt
bótalle	chụp
ficará	stay
ficará	will
ficará	sẽ
ficará	muốn
viñera	đến
rolda	thảo
vinos	cưa
vinos	them
vinos	cói
vinos	chúng
vinos	họ
fareiche	pha
fareiche	các
fareiche	cac
fareiche	bạn
fareiche	anh
fareiche	cô
donald	donald
dave	dave
corno	sừng
corno	kèn
corno	horn
trabucado	sai
trabucado	lỗi
trabucado	nhầm
mataría	giết
mataría	tòng
mataría	cốt
crueldade	cruelty
atentado	công
arriscado	lấy
arriscado	bắt
arriscado	chụp
consigna	công
comando	lệnh
comando	huy
comando	lềnh
allo	tỏi
dose	liều
gernika	guernica
escopeta	shotgun
entraches	các
entraches	cac
entraches	bạn
entraches	anh
entraches	cô
entraches	thấu
roubaches	chôm
gracia	hài
gracia	vui
mirarme	xem
mirarme	nhìn
escudo	shield
escudo	khiên
capela	chapel
carteirista	móc
levabas	các
levabas	cac
levabas	bạn
levabas	anh
levabas	cô
lápida	đá
lápida	stone
lápida	tombstone
mandíbula	hàm
póñense	lấy
póñense	nhận
póñense	get
póñense	quất
póñense	những
póñense	chúng
póñense	họ
crerme	tin
oílo	thuộc
oílo	tít
oílo	nghe
oílo	spring
clem	clem
chamareite	gọi
chamareite	call
chamareite	cẩm
chamareite	các
chamareite	cac
chamareite	bạn
chamareite	anh
chamareite	cô
avery	avery
avery	quyen
primaria	chính
crema	kem
crema	cream
fíxenche	các
fíxenche	cac
fíxenche	bạn
fíxenche	anh
fíxenche	cô
quererás	các
quererás	cac
quererás	bạn
quererás	anh
quererás	cô
quererás	muon
quererás	muốn
quererás	don
empezaches	các
empezaches	cac
empezaches	bạn
empezaches	anh
empezaches	cô
aguanta	giữ
grava	sỏi
regalos	quà
recibo	lấy
recibo	nhận
recibo	get
emile	emile
martelo	búa
dubídoo	reo
yoshiko	kamei
miura	miura
miura	và
iens	yuan
iens	nguyên
encargos	lấy
encargos	bắt
encargos	chụp
encargos	lệnh
landry	landry
fracasou	mài
ovella	cừu
desesperados	desperate
wright	wright
trago	uống
trago	ly
seguide	lấy
seguide	nhận
seguide	get
cóllea	her
cóllea	cổ
cóllea	lấy
cóllea	bắt
cóllea	chụp
gústanlle	thích
ernesto	ernesto
ernesto	nhỏ
ernesto	tiểu
pallaso	hề
pallaso	dị
estiveses	các
estiveses	cac
estiveses	bạn
estiveses	anh
estiveses	cô
cosas	điều
ferir	đau
ferir	hại
ferir	thương
salvatore	salvatore
metralladora	súng
metralladora	máy
matalos	giết
matalos	them
matalos	cói
matalos	chúng
matalos	họ
emboscada	ambush
iniciativa	initiative
automóbil	car
automóbil	xe
silenzo	tiet
traslado	chuyển
traslado	truyền
abandonados	thác
cubana	cuba
touros	bò
touros	bulls
mudaches	các
mudaches	cac
mudaches	bạn
mudaches	anh
mudaches	cô
coelliño	bonnie
pretos	đen
cazaría	hunt
cazaría	săn
viet	việt
hiroshima	hiroshima
raparigas	girls
raparigas	gái
embaixador	sứ
adiviña	đoán
kingsley	kingsley
les	các
les	cac
les	bạn
les	anh
les	cô
les	đọc
contes	nói
contes	bảo
nazi	nazi
quítao	lấy
quítao	nhận
quítao	get
quítao	off
quítao	tắt
quítao	lấy
quítao	bắt
quítao	chụp
adorábel	đẹp
tomalo	lấy
tomalo	bắt
tomalo	chụp
linh	linh
dicky	dickie
silver	bạc
phillips	philips
rowntree	rowntree
peugeot	peugeot
rematase	aw
rematase	bị
rematase	qua
rematase	hết
rematase	over
sóltao	để
sóltao	kệ
protexa	vệ
camioneta	trailer
camioneta	trù
camioneta	van
xeados	băng
xeados	đá
xeados	is
nathalie	nathalie
savelli	savelli
kaya	kaya
cabalgar	cưỡi
cabalgar	ri
luxemburgo	luxembourg
madeline	madeleine
eddy	eddy
gong	gong
marcou	re
marcou	đang
marcou	là
marcou	gọi
marcou	không
marcou	ko
rola	rola
léo	leo
intentes	thử
liu	liu
liu	lưu
dexter	dexter
daga	găm
boubacar	boubacar
porquê	sao
iraquí	iraq
ripon	ripon
mord	mord
satanás	sa
satanás	satan
formando	làm
preguntáronme	quất
preguntáronme	những
preguntáronme	chúng
preguntáronme	họ
abrimos	download
abrimos	mở
abrimos	má
contarlles	nói
contarlles	bảo
contarlles	các
contarlles	cac
contarlles	bạn
contarlles	anh
contarlles	cô
empregan	dùng
cardíaca	tim
cardíaca	heart
coidan	lấy
coidan	bắt
coidan	chụp
coidan	care
coidan	quất
coidan	những
coidan	chúng
coidan	họ
coidan	xem
coidan	nhìn
coidan	theo
coidan	sau
desordes	ăn
crecente	tăng
coellos	thỏ
conferencias	conferences
conferencias	thảo
tumor	bướu
convencional	conventional
sonar	âm
trocar	đổi
trocar	thay
trocar	trade
creei	tạo
creei	tạo
limita	hạn
ni	chính
sobor	khoảng
sobor	về
sobor	ban
comentar	luận
esteades	các
esteades	cac
esteades	bạn
esteades	anh
esteades	cô
encanta	love
encanta	yêu
encanta	cực
encanta	rất
encanta	nhiều
ventá	sổ
confesións	confession
confesións	confessions
seguían	côn
seguían	vẫn
decenas	chục
castigados	phạt
porá	will
porá	sẽ
porá	muốn
reixas	thanh
navegar	buồm
resiste	cưỡng
resiste	kiềm
honestos	the
lexislación	luật
mutacións	mutations
proteínas	protein
viaxamos	du
resumo	sum
laboratorios	labs
laboratorios	laboratories
acender	quay
acender	lượt
acender	cua
acender	flip
desaparecida	thiếu
pasaran	tan
pasaran	nan
pasaran	xịt
cables	lines
cables	dòng
eido	field
eido	trường
cruzan	chinh
cruzan	chon
significativa	any
experimenta	the
quererían	tòng
quererían	cốt
quererían	muon
quererían	muốn
múltiples	nhiều
axeitados	fair
axeitados	phải
axeitados	đúng
dí	nói
dí	bảo
dí	said
bush	bush
estudando	học
axudará	will
axudará	sẽ
axudará	muốn
axudará	cứu
axudará	giúp
preocupas	care
preocupas	lo
preocupas	khoảng
preocupas	về
preocupas	ban
entendería	hiểu
entendería	hieu
comecemos	để
comecemos	kệ
comecemos	khởi
aprenderon	có
aprenderon	đã
aprenderon	dạy
galiña	gà
marróns	brown
marróns	nâu
meterse	thấu
meterse	fucking
foco	spotlight
intensa	mạnh
intensa	strong
paris	paris
duran	bền
duran	duran
duran	don
duran	cuối
combinar	với
combinar	bằng
combinar	khoảng
combinar	về
combinar	ban
oíron	nghe
oíron	có
oíron	đã
dirían	tòng
dirían	cốt
dirían	nói
dirían	tràng
taxis	taxi
taxis	taxi
taxis	thường
mississippi	mississippi
serios	kia
serios	đó
serios	bách
anestesia	any
funcionará	won
funcionará	thắng
portátil	laptop
círculos	lượn
netos	cháu
netos	khoảng
netos	về
netos	ban
reciben	lấy
reciben	nhận
reciben	get
nalgunhas	cầy
particulares	tư
axudan	cứu
axudan	giúp
barry	barry
asistentes	người
receitas	prescription
enviaron	down
enviaron	xuống
enviaron	nộp
acuario	cá
acuario	aquarium
len	đọc
chinesa	china
usados	phơi
abran	download
abran	mở
abran	má
abran	pha
formado	chế
neurona	neuron
alomenos	xả
alomenos	một
alomenos	one
permitiu	phép
permitiu	để
permitiu	kệ
rapidez	mau
rapidez	nhanh
atoparán	meet
atoparán	gặp
atoparán	tìm
exposto	lộ
axitación	uro
acople	lặp
acople	loop
espectro	spectrum
menciñas	vải
menciñas	re
menciñas	đang
menciñas	là
controlamos	cho
controlamos	các
controlamos	cac
controlamos	bạn
controlamos	anh
controlamos	cô
móbiles	mobile
móbiles	mobil
mergullar	lặn
mergullar	dives
fálase	lời
fálase	từ
escribiron	viết
escribiron	quất
escribiron	những
escribiron	chúng
escribiron	họ
escribiron	viết
escribiron	ghi
escribiron	gõ
afastarse	xa
afastarse	phí
afastarse	khỏi
afastarse	từ
sobreviven	con
sobreviven	survival
suíza	swiss
suíza	đao
suíza	dao
trapo	vải
incrementar	tăng
mono	khỉ
mono	khỉ
westminster	westminster
coñecela	biết
coñecela	her
coñecela	cổ
coñecela	meet
coñecela	gặp
descubrimentos	discovery
vellez	cũ
vellez	tuổi
vellez	già
vellez	tuổi
proteína	protein
activar	quay
activar	lượt
activar	cua
activar	flip
porteiro	toang
porteiro	porter
hainos	kia
hainos	đó
hainos	re
hainos	đang
hainos	là
hainos	them
hainos	cói
hainos	chúng
hainos	họ
vivan	sống
vivan	live
vivan	lâu
vivan	dài
vivan	long
dispoñibles	rảnh
eternamente	forever
eternamente	mải
video	video
sexy	sexy
pinturas	tranh
vangarda	forefront
vangarda	vanguard
vangarda	trù
vangarda	van
fregar	sàn
fregar	scrub
axeitadas	phải
axeitadas	đúng
viuno	cưa
viuno	các
viuno	cac
viuno	bạn
viuno	anh
viuno	cô
espiral	spiral
enquisa	survey
enquisa	taking
telos	có
telos	đã
telos	them
telos	cói
telos	chúng
telos	họ
telos	và
merecen	quất
merecen	những
merecen	chúng
merecen	họ
viviron	kiêng
quitarlle	lấy
quitarlle	bắt
quitarlle	chụp
estatus	status
democráticos	democracies
mercan	người
mercan	mua
rogers	rogers
salto	leap
pop	tía
pop	bốp
pop	pop
traelo	mang
traelo	lấy
traelo	bắt
traelo	chụp
lanzar	launch
lanzar	phóng
lanzar	thảy
lanzar	chọi
lanzar	quăng
lanzar	vứt
lanzar	ném
témolo	có
témolo	đã
gusten	thích
gusten	như
gusten	thích
gusten	like
quórum	sensing
quedando	chạy
asistir	đến
xirar	xoay
xirar	quay
andamos	re
andamos	đang
andamos	là
rebentar	lấy
rebentar	nhận
rebentar	get
rebentar	hỉ
rebentar	thổi
darán	will
darán	sẽ
darán	muốn
darán	đưa
darán	tặng
darán	cho
darán	them
darán	cói
darán	chúng
darán	họ
metano	mêtan
metano	metan
metano	methane
metano	gas
metano	xăng
square	đc
square	square
square	vuông
camiseta	áo
levounos	led
convertéronse	có
convertéronse	đã
bandexa	thùng
bandexa	khay
probamos	xua
asinado	ký
asinado	cho
paus	với
paus	bằng
perdan	thua
gratis	free
gratis	rảnh
gratis	cho
gratis	rides
meterme	lấy
meterme	nhận
meterme	get
gaza	gaza
gaza	strip
bandos	trại
inventar	invent
atentos	và
acorde	thức
acorde	wake
sentíase	cổ
chile	chile
feminino	nữ
feminino	feminine
eléctricas	điện
etiqueta	thẻ
etiqueta	nhãn
maldade	malice
maldade	xấu
maldade	ác
maldade	xấu
maldade	bad
maldade	kém
maldade	khiếp
maldade	tệ
joel	joel
viras	các
viras	cac
viras	bạn
viras	anh
viras	cô
viras	từng
viras	thấy
susto	dọa
susto	scare
susto	ra
susto	tứ
espazos	khoảng
poñía	aw
poñía	bị
poñía	chua
poñía	norad
poñía	đặt
liches	đọc
liches	các
liches	cac
liches	bạn
liches	anh
liches	cô
insistir	leaning
collan	lấy
collan	nhận
collan	get
collan	lấy
collan	bắt
collan	chụp
recibiches	các
recibiches	cac
recibiches	bạn
recibiches	anh
recibiches	cô
sorprendentes	ngàng
sorprendentes	amazing
sorprendentes	xả
sorprendentes	một
sorprendentes	one
deteñan	dừng
deteñan	ngừng
deteñan	taken
deteñan	bắt
deteñan	chụp
deteñan	xa
deteñan	phí
deteñan	phải
deteñan	đúng
morreremos	die
morreremos	chết
precisabamos	thiết
precisabamos	ấp
catálogo	catalogue
bestas	thú
bestas	vật
calibre	caliber
infantaría	mùng
infantaría	foot
infantaría	bộ
baía	vịnh
baía	bay
xera	pha
picasso	picasso
nemo	nemo
prismáticos	nhòm
tratas	đãi
apertura	mở
observacións	comments
fabuloso	diệu
fabuloso	fabulous
volante	wheel
volante	lái
saque	ra
saque	tứ
saque	pull
saque	rút
saque	kéo
saque	các
saque	cac
saque	bạn
saque	anh
saque	cô
saque	lấy
saque	nhận
saque	get
canal	kênh
encontrou	giuliano
encontrou	trúng
encontrou	met
desaparecerá	will
desaparecerá	sẽ
desaparecerá	muốn
morrerán	die
morrerán	chết
morrerán	quất
morrerán	những
morrerán	chúng
morrerán	họ
morrerán	will
morrerán	sẽ
morrerán	muốn
daquí	đây
daquí	khỏi
daquí	từ
daquí	hiệp
daquí	vòng
daquí	nơi
daquí	chỗ
drake	drake
levara	will
levara	sẽ
levara	muốn
levara	dẫn
levara	chì
bares	thanh
bares	bar
arizona	arizona
excursión	excursion
vaqueiro	cowboy
queima	will
queima	sẽ
queima	muốn
queima	đốt
queima	cháy
queima	burn
queima	hot
queima	nóng
visible	bien
preguntábame	aw
preguntábame	bị
frederick	friedrich
frederick	frederick
musicais	nhạc
musicais	musical
musicais	album
mitch	mitch
mitch	ngứa
cometín	chế
cometín	có
cometín	đã
tardan	quất
tardan	những
tardan	chúng
tardan	họ
tardan	taking
tardan	them
tardan	cói
tardan	chúng
tardan	họ
