genève	ženevě
skriv	napište
skriv	napiš
skriv	pište
skriv	napsat
pilosa	pilosa
sköld	štít
sköld	shield
spider	pavouk
spider	pavoučí
spider	spider
limousin	limuzíny
limousin	limuzínu
limousin	limuzína
limousin	limuzíny
limousin	limuzínu
limousin	limuzína
symboler	symbolů
symboler	symboly
talk	mastek
talk	mluv
calamus	calamus
utvecklad	rozvinutých
utvecklad	rozvinuté
utvecklad	vyvinutá
utvecklad	vyvinut
utvecklad	vyvinuté
utvecklad	vyvinutý
utvecklad	vyvinutý
dokumentär	dokumentární
dokumentär	dokument
länka	link
länka	odkaz
länka	souvislost
sprint	sprint
townsend	townsend
rörde	dotkl
stephens	stephens
blandade	smíšená
blandade	smíšené
blandade	smíšený
franskt	francouzština
franskt	francouzské
franskt	francouzsky
franskt	francouzská
franskt	francouz
avgå	rezignovat
avgå	odstoupit
tang	tang
steel	ocelový
steel	ocel
kolonier	kolonií
kolonier	kolonie
abc	abc
spirit	duchu
spirit	duch
atlántico	atlántico
onda	zlý
onda	zlo
onda	zlá
onda	zlá
flores	flores
avsluta	dokončit
avsluta	ukončit
avsluta	end
avsluta	konec
avsluta	ukončit
avsluta	východ
avsluta	výstup
avsluta	výjezd
teodor	teodor
berkeley	berkeley
akustisk	akustické
management	správa
management	řízení
management	management
management	vedení
tjeckiska	česká
tjeckiska	české
tjeckiska	česky
tjeckiska	český
tjeckiska	česko
resterande	zbytek
resterande	zbývající
resterande	zbytkové
turin	turín
petersson	petersson
förbindelser	spoje
förbindelser	spojení
förbindelser	vztahy
dialekter	nářečí
tätt	pevně
vinden	podkroví
vinden	vítr
vinden	větru
bekräftade	potvrzené
bekräftade	potvrzen
bekräftade	potvrzena
bekräftade	potvrzeno
invasion	invaze
placera	uvádění
placera	místo
placera	misto
bearbetning	obrábění
bearbetning	zpracovávání
bearbetning	zpracování
bearbetning	přepracování
bearbetning	obrábění
bearbetning	opracování
rosenberg	rosenberg
amy	amy
globala	celosvětová
globala	global
globala	globální
roth	roth
bosatta	bydliště
bosatta	rezident
bosatta	obyvatelé
ferruginea	stájový
försvarade	bránit
försvarade	bránil
igor	igor
fiol	housle
hundratals	stovky
gebel	gebel
begränsat	omezeno
begränsat	omezený
begränsat	omezená
begränsat	omezené
begränsat	omezeno
begränsat	omezený
begränsat	omezené
begränsat	omezená
kurs	kurz
kurs	kurs
skickar	pošle
skickar	vysílá
skickar	posílá
skickar	odeslání
skickar	odesílání
skickar	posílám
skickar	zaslání
dödar	zabije
dödar	zabíjí
dsc	dsc
frukt	ovoce
frukt	ovoce
frukt	plody
smeknamnet	přezdívku
smeknamnet	přezdívky
smeknamnet	přezdívka
lejon	lva
lejon	lev
lejon	lvi
lejon	lvy
andrews	andrews
glad	šťastný
glad	radost
glad	šťastná
glad	happy
ryttare	jezdci
ryttare	jezdec
ryttare	jezdec
ryttare	jezdce
ryttare	jezdci
ryttare	jezdce
bio	bio
bio	kino
bio	kina
expansion	expanze
expansion	rozšiřování
expansion	rozšíření
most	nejvíc
most	většina
most	nejvíce
natural	přírodní
natural	přirozený
natural	přirozené
natural	přirozená
syndrom	syndromu
syndrom	syndrom
syndrom	syndromy
sträckning	protáhnout
sträckning	natáhnout
chi	chi
court	soudu
court	soud
court	dvůr
utsikt	výhledy
utsikt	zobrazení
utsikt	zhlédnutí
utsikt	pohledy
utsikt	názory
utsikt	zobrazení
utsikt	zobrazit
utsikt	výhled
utsikt	pohled
älskade	milovaná
älskade	milován
älskade	miloval
älskade	milovala
älskade	milovaná
älskade	milovaný
älskade	milované
office	kancelář
office	kanceláře
office	úřad
office	office
sköt	zastřelen
sköt	střelen
sköt	střela
sköt	zastřelil
sköt	výstřel
given	dáno
given	dána
churchill	churchill
nås	dosažitelné
nås	dosaženo
nås	dosažena
nås	dosažen
nås	dosáhli
pund	libra
pund	libru
pund	libry
pund	liber
pund	kila
savoie	savoie
milton	milton
minima	minima
epirus	epirus
holmgren	holmgren
svagt	slabě
svagt	slabý
svagt	slabá
svagt	slabé
svagt	slabě
blodet	krvi
blodet	krve
blodet	blood
blodet	krev
bud	nabídka
bud	nabídky
bud	bud
lagstiftande	legislativní
viejo	viejo
imperiet	říše
imperiet	empire
imperiet	impérium
anläggningar	zařízení
anläggningar	instalace
anläggningar	hospodářství
anläggningar	provozovny
arrangerade	domluvené
arrangerade	zařídil
ingmar	ingmar
xvi	xvi
diplomatiska	diplomatický
diplomatiska	diplomatickou
diplomatiska	diplomatické
diplomatiska	diplomatická
invasionen	invaze
förbud	zakázat
förbud	zákaz
förbud	zákazy
förbud	zákazy
förbud	zákaz
düsseldorf	düsseldorf
düsseldorf	düsseldorfu
inuti	dovnitř
inuti	uvnitř
inuti	vevnitř
ica	ica
läger	kemp
läger	camp
läger	tábor
läger	tábory
läger	táborů
generationen	generace
generationen	generování
krona	hlav
krona	hlavy
krona	korunu
krona	koruny
krona	crown
krona	koruna
delaware	delaware
dall	dall
erkännande	přiřazení
erkännande	uznání
erkännande	potvrzení
erkännande	uznávání
erkännande	uznání
erkännande	rozpoznání
erkännande	rozpoznávání
inträffar	nastává
sjuk	nemocná
sjuk	nemocné
sjuk	nemocný
hämta	stahování
hämta	stáhnout
hämta	stažení
hämta	získat
hämta	dostat
träning	trénink
träning	výcvik
träning	školení
träning	trénink
träning	posilování
träning	cvičení
träning	způsobilost
träning	fitness
regn	deště
regn	déšť
regn	rain
uri	uri
utvecklar	vyvíjí
utvecklar	rozvíjí
utvecklar	rozvinout
utvecklar	vyvinout
utvecklar	rozvíjet
utvecklar	rozvojových
utvecklar	rozvíjení
duke	duke
duke	vévoda
rupert	rupert
utbröt	vypukla
liège	liège
prov	vzorku
prov	vzorek
prov	ukázky
prov	vzorků
prov	vzorky
årsjubileum	výročí
queens	královny
queens	queensu
queens	queens
hörn	rohy
hörn	roh
hörn	rohu
hörn	zatáčka
hörn	kout
hörn	koutek
elymus	pýr
hanar	samci
hanar	samce
ansiktet	tvář
ansiktet	obličej
ansiktet	face
rey	rey
money	money
money	peníze
huang	huang
nordic	severské
hautes	hautes
hoppa	skočit
hoppa	skok
pressen	stiskněte
pressen	tisk
öppnas	otevře
öppnas	otevírá
teckning	kreslení
teckning	kresba
teckning	losování
rak	rovné
rak	rovně
rak	přímo
basist	basista
regina	regina
blanchard	blanchard
tomentosa	tomentosa
player	hráče
player	hráči
player	přehrávač
player	hráč
förvärvade	získal
förvärvade	získané
förvärvade	získaná
förvärvade	získán
förvärvade	získány
förvärvade	získána
uppstå	vzniknout
alpha	alpha
alpha	alfa
decennier	desetiletí
decennier	dekády
sheffield	sheffieldu
observera	poznámka
observera	pozorovat
observera	pozorování
läkaren	doktore
läkaren	lékař
läkaren	doktor
läkaren	doctor
machine	přístroj
machine	stroj
florence	florence
florence	florencie
temple	svatyně
temple	temple
temple	chrám
chubut	chubut
californica	californica
förvaras	obchod
förvaras	obchodu
recension	recenze
recension	přezkumu
recension	přezkum
kritiska	kritický
kritiska	kritická
kritiska	kritické
neville	neville
gymnastik	gymnastiku
mörkare	tmavší
mörkare	temnější
fröken	slečna
fröken	slečno
betty	betty
emilia	emilia
patent	patent
patent	patentu
patent	patentů
patent	patenty
alonso	alonso
öga	oka
öga	očko
öga	oční
öga	eye
öga	oko
birgit	birgit
ramen	rámec
ramen	rám
ramen	rámeček
maskin	přístroj
maskin	stroj
maskin	inženýrství
maskin	strojírenství
clair	clair
barra	barra
cristóbal	cristóbal
frön	osiva
frön	semínka
frön	semena
frön	osivo
humor	humoru
humor	humor
humor	humoru
humor	humor
blackburn	blackburn
dagarna	dní
dagarna	dnů
dagarna	dny
rhode	rhode
dale	dale
stipa	kavyl
anti	anti
schneider	schneider
tillåtet	povolené
tillåtet	povoleno
tillåtet	přípustná
tillåtet	povolené
tillåtet	povolena
tillåtet	povolen
tillåtet	povoleno
distans	vzdálenosti
distans	vzdálenost
distans	odstup
discovery	nález
discovery	objevování
discovery	objev
discovery	discovery
jungfru	panna
jungfru	panenské
jungfru	panic
jungfru	panna
jungfru	dívčí
jungfru	služebná
jungfru	pokojská
jungfru	služka
sussex	sussexu
arrow	šíp
arrow	šipku
arrow	arrow
arrow	šipka
atlantic	atlantic
atlantic	atlantik
konstruerade	konstruováno
konstruerade	postavené
konstruerade	postaveno
mao	mao
blom	květ
blom	bloom
netto	čisté
netto	síť
netto	net
verksamheter	činnost
verksamheter	činnosti
verksamheter	aktivity
uno	uno
tillfälliga	dočasné
tillfälliga	dočasná
tillfälliga	dočasně
tillfälliga	dočasný
tillfälliga	neformální
tillfälliga	příležitostné
förekomst	výskyt
förekomst	incidence
förekomst	výskyt
förekomst	přítomnosti
förekomst	přítomnost
förekomst	existence
förekomst	existenci
niels	niels
reynolds	reynolds
sasa	sasa
budskap	verše
budskap	zpráva
budskap	poselství
budskap	zprávu
budskap	vzkaz
budskap	zprávy
budskap	vzkazy
budskap	poselství
express	expres
express	express
express	vyjádřit
express	expresní
anteckningar	noty
anteckningar	poznámky
björkman	björkman
vinter	zimní
vinter	zima
vinter	winter
legenden	legend
legenden	legenda
sergej	sergej
sergej	sergej
sergej	sergeji
botaniker	botanik
översatta	přeloženo
lucia	lucie
lucia	lucia
seymour	seymour
pearl	pearl
pearl	perlu
pearl	perla
lea	lea
auf	auf
lange	lange
rader	řad
rader	řádky
rader	řádků
rader	tratě
rader	řádky
rader	linky
rader	čáry
rader	linie
joniska	iontové
joniska	jónské
shadow	stínu
shadow	shadow
shadow	stín
brien	brien
territoriet	území
territoriet	teritorium
malabo	malabo
hibiscus	ibišek
förlorar	prohra
förlorar	ztrácí
förlorar	ztratí
förlorar	ztrácí
förlorar	prohrát
förlorar	ztratit
valda	zvolen
valda	vybrána
valda	zvolený
valda	zvolená
valda	zvolen
valda	zvolená
valda	zvolený
valda	vybrán
valda	vybraná
valda	vybráno
valda	vybrané
valda	vybraný
dubbelt	dvojité
dubbelt	double
dubbelt	zdvojnásobit
dubbelt	dvojitá
dubbelt	dvojnásobek
dubbelt	dvojnásob
boulenger	boulenger
waddington	waddington
oxenstierna	oxenstierna
författarna	autory
författarna	autoři
författarna	autorů
vetenskapen	věda
vetenskapen	vědy
floder	řek
floder	řeky
floder	rivers
latifolia	latifolia
burke	burke
geranium	geranium
aurora	aurora
seal	pečeť
seal	seal
bradley	bradley
finn	finna
finn	finn
saxofon	saxofon
buss	bus
buss	autobus
buss	autobusem
buss	autobusy
kolonin	kolonií
kolonin	kolonie
grovt	zhruba
grovt	přibližně
grovt	hrubě
märta	marta
märta	marta
märta	martha
calvados	calvados
väggar	hradby
väggar	stěny
väggar	zdi
vetenskapligt	vědecky
vetenskapligt	vědecká
vetenskapligt	vědecké
vetenskapligt	vědecký
albany	albany
atlantis	atlantis
styrman	mate
styrman	kormidelník
face	tvář
face	obličej
face	face
huambo	huambo
flygande	létání
flygande	létající
flygande	lítání
freeman	freeman
körs	vede
körs	běží
palo	palo
porsche	porsche
villor	vily
bom	bom
bom	boom
bom	bum
nikolai	nikolaj
kungar	kings
kungar	králové
kungar	králů
karel	karel
punk	punk
följs	následovalo
följs	následovala
följs	sledoval
följs	následoval
observationer	pozorování
observationer	postřehy
observationer	připomínky
provinser	provincie
provinser	provincií
berberis	dřišťál
drive	řídit
drive	drive
personlighet	osobnost
personlighet	osobnosti
planerad	naplánovaný
planerad	naplánované
planerad	plánované
planerad	plánováno
planerad	plánovaný
planerad	naplánované
planerad	plánovaná
walt	walt
walt	walta
avsett	zamýšlená
avsett	zamýšlené
avsett	určeno
avsett	určena
protester	protest
protester	protestovat
protester	protesty
protester	protesty
betyg	stupeň
betyg	hodnocení
betyg	rating
betyg	známky
betyg	hodnocen
betyg	jmenovité
betyg	jmenovitý
betyg	hodnocení
betyg	ratingy
betyg	sledovanost
övrig	ostatní
övrig	jiná
övrig	jiné
övrig	jiný
hänvisning	odkaz
hänvisning	referenční
hänvisning	reference
spara	uložit
spara	záchrana
spara	ukládání
spara	úspory
spara	záchranu
spara	uložení
iata	iata
nagy	nagy
gäster	hosty
gäster	hosté
minut	minuta
minut	minutu
specifik	specifické
specifik	specifická
specifik	konkrétní
specifik	specifický
medveten	vědomí
akademi	akademii
akademi	akademie
ljudet	zvuk
brooklyn	brooklyn
brooklyn	brooklynu
barndom	malička
barndom	dětství
gradvis	postupné
gradvis	postupně
utgåvor	uvolňuje
utgåvor	edice
slutat	zastavil
slutat	přestalo
slutat	zastaveno
slutat	přestal
brunner	brunner
fortsättning	pokračování
fortsättning	pokračoval
fortsättning	pokračovalo
fortsättning	pokračovala
fortsättning	pokračování
restaurering	obnovení
restaurering	obnova
restaurering	renovace
eliza	eliza
tyler	tyler
tyler	tylera
planerat	plánované
planerat	plánováno
planerat	plánovaný
planerat	naplánované
planerat	plánovaná
fowler	fowler
liberty	svoboda
liberty	liberty
underhåll	správce
underhåll	údržby
underhåll	údržba
underhåll	údržbu
stones	kamenů
stones	kamení
stones	kameny
bakterier	bakterie
bakterier	bakterií
bakterier	bakterie
dalen	údolí
fasad	fasáda
fasad	fasádu
senegal	senegalu
trondheim	trondheim
dar	dar
bishop	biskup
bishop	bishop
bishop	střelec
utöka	prodloužit
utöka	rozšířit
utöka	rozbalit
utöka	rozšířit
anläggning	rostlina
anläggning	instalace
anläggning	montáž
anläggning	usazení
anläggning	zřízení
detalj	detail
jobba	práce
jobba	prace
jobba	pracovní
jobba	práci
jobba	pracovat
prunus	prunus
blume	blume
michail	michail
justice	justice
justice	spravedlnost
justice	spravedlnosti
nutid	dárek
nutid	přítomnost
nutid	přítomen
pernambuco	pernambuco
summa	částka
summa	suma
summa	součet
summa	celková
summa	celkové
summa	celkový
summa	celkem
signal	signál
meridionalis	meridionalis
britton	britton
nederlag	porážka
nederlag	porazit
eye	oka
eye	očko
eye	oční
eye	eye
eye	oko
fördelar	přínosy
fördelar	přínos
fördelar	výhody
fördelar	dávky
fördelar	výhodu
fördelar	výhoda
fördelar	zvýhodnění
fördelar	výhodou
fördelar	výhody
fördelar	přednosti
flodmynning	ústí
tillämpas	uplatňována
högkvarter	ústředí
högkvarter	velitelství
högkvarter	sídlo
taxon	taxonu
marinen	námořní
marinen	námořnictva
marinen	námořnictvo
förmögenhet	jmění
förmögenhet	štěstěna
förmögenhet	bohatství
benen	nohy
benen	nožičky
benen	nožky
djupa	hluboká
djupa	hluboké
djupa	hluboko
djupa	hluboký
third	třetí
muhammad	muhammad
muhammad	mohamed
bonus	bonus
bonus	prémie
bonus	bonusy
bonus	příplatek
bonus	bonusy
bonus	prémie
meddelande	sdělení
meddelande	komunikační
meddelande	komunikace
meddelande	sdělování
meddelande	zpráva
meddelande	poselství
meddelande	zprávu
meddelande	vzkaz
meddelande	vyhlášení
meddelande	oznámení
meddelande	ohlášení
powiat	powiat
komplexa	složité
komplexa	komplexní
komplexa	komplex
komplexa	složitá
paula	paulo
paula	paula
utökade	prodloužena
utökade	rozšířená
utökade	rozšířené
utökade	rozšířený
utökade	rozšířené
utökade	rozšířená
dawn	svítání
dawn	dawn
dawn	úsvit
generationer	generace
tjäna	vydělat
tjäna	zasloužit
tjäna	vydělávat
tjäna	podávat
tjäna	sloužit
tjäna	vydělávat
volymer	objemy
volymer	svazky
sammanhängande	sousedících
bestämmelser	pravidla
bestämmelser	ustanovení
forbes	forbes
nature	přírodní
nature	povaha
nature	příroda
nature	přírodě
nature	přirozenost
axelsson	axelsson
mozart	mozart
återställa	reset
återställa	obnovit
återställa	obnovení
återställa	obnovit
teman	motivy
teman	témata
livsmedel	jídlo
livsmedel	jídla
livsmedel	potrava
livsmedel	potraviny
livsmedel	potraviny
livsmedel	potraviny
varvet	loděnice
värmdö	sunderland
fördelade	distribuován
captain	kapitáne
captain	kapitán
myspace	myspace
underhuset	commons
ensamma	samotná
ensamma	sama
ensamma	sám
ensamma	osamělý
ensamma	osamělá
ensamma	osamělé
mollis	mollis
fuller	fuller
ricardo	ricardo
willem	willem
inledning	úvod
inledning	zavedení
institution	instituci
institution	instituce
väder	počasí
sylvia	sylvia
sylvia	sylvie
alliansen	spojenectví
alliansen	aliance
splendens	splendens
harriet	harriet
gara	gara
innehållande	obsahující
sveti	sveti
räkning	bill
räkning	bille
räkning	výčet
boulder	boulderu
boulder	balvan
timrå	timrå
akademisk	akademické
akademisk	akademický
bedömning	vyhodnocení
bedömning	hodnocení
bedömning	zhodnocení
bedömning	posuzování
bedömning	vyhodnocení
bedömning	hodnocení
bedömning	posouzení
bedömning	zhodnocení
desert	pouště
desert	poušti
desert	poušť
desert	pouštní
campus	areál
campus	kampusu
industrin	odvětví
industrin	průmysl
cola	koks
cola	kokain
cola	cola
cola	colu
cola	coly
cola	kolu
cola	cola
case	case
case	případě
case	pouzdro
case	případ
primära	primární
medborgarskap	národnosti
medborgarskap	občanství
bröd	pečivo
bröd	chleba
bröd	chléb
fas	fáze
fas	etapa
lissabon	lisabonská
lissabon	lisabon
lissabon	lisabonské
lissabon	lisabonu
markera	označit
markera	značka
markera	mark
markera	zdůraznit
markera	vyberte
markera	vybrat
markera	zvolte
kritiserade	kritizoval
kritiserade	kritizoval
noterade	citoval
noterade	zaznamenáno
noterade	poznamenal
noterade	zaznamenána
fragment	úlomek
fragment	fragmenty
fragment	útržky
fragment	úlomky
stand	stát
konrad	konrad
chester	chester
patricia	patricie
patricia	patricia
kalender	kalendář
kalender	kalendáře
kurser	kurzů
kurser	kurzy
ovanlig	nezvyklé
ovanlig	neobvyklé
ovanlig	neobvyklá
ovanlig	neobvyklý
sega	sega
edmonton	edmontonu
aristolochia	aristolochia
verbascum	divizna
wallenberg	wallenberg
härkomst	sestup
antigua	antigua
lanserade	spuštěn
lanserade	zahájena
lanserade	zahájila
rapporterade	hlášeny
gardner	gardner
negativt	negativně
negativt	záporné
negativt	negativní
släkting	příbuzná
släkting	relativně
släkting	relativní
släkting	příbuzný
läsaren	čtenář
läsaren	čtenáře
allians	spojenectví
allians	aliance
utmärkelse	ocenění
utmärkelse	zadání
ham	šunka
ham	ham
ham	šunku
sigrid	sigrid
armeniska	arménské
ngc	ngc
antônio	antônio
etablerat	zřízený
etablerat	zavedených
etablerat	stanovena
etablerat	zavedené
synpunkter	názor
synpunkter	odezva
synpunkter	komentář
synpunkter	připomínky
synpunkter	komentáře
synpunkter	poznámky
flyg	létat
flyg	moucha
flyg	leť
flyg	letu
flyg	letová
flyg	let
flyg	lety
ajax	ajax
stärka	zesílit
stärka	posilovat
stärka	posílit
stärka	posílení
stärka	posilování
styrde	vládl
enorma	obrovský
enorma	obrovské
enorma	obrovská
enorma	enormní
enorma	obrovské
klaus	klaus
gang	gang
begravningsplats	hřbitov
begravningsplats	pohřebiště
begravningsplats	hřbitov
giftermål	svatba
giftermål	sňatek
giftermål	manželství
nordström	nordström
eden	eden
morton	morton
calgary	calgary
robotar	střely
robotar	rakety
robotar	robotů
robotar	roboty
robotar	roboti
dominerade	dominoval
finansiella	finanční
dawson	dawson
hertigdömet	vévodství
magna	magna
pia	pia
devon	devon
regerade	vládl
delägare	partner
delägare	partnera
delägare	parťák
delägare	partnerka
croix	croix
kenny	kennyho
kenny	kenny
mick	mick
bitar	kousky
bitar	kusy
bitar	kousky
bitar	kusů
gros	gros
lundqvist	lundqvist
ljusa	bystrá
theodore	theodore
electric	elektrická
electric	elektrický
electric	elektrické
diskuteras	projednává
diskuteras	diskutuje
diskuteras	probírali
vitryska	běloruské
edith	edith
dynastin	dynastie
väntar	čeká
väntar	čekat
väntar	čekám
väntar	čekání
knapp	knoflík
knapp	tlačítko
republik	republice
republik	republiky
republik	republic
republik	republika
madame	madam
madame	madame
presentation	prezentaci
presentation	prezentace
utgivning	emise
utgivning	vydání
utgivning	nakladatelství
utgivning	vydavatelství
utgivning	zveřejňování
utgivning	publikování
utgivning	zveřejnění
förstöra	zničit
förstöra	ničit
förstöra	zničit
förstöra	zkazit
syre	kyslík
syre	kyslíku
lycka	spokojenost
lycka	štěstí
kulturer	kultury
kulturer	kultur
hawk	jestřáb
hawk	hawk
opus	opus
slovenska	slovinské
slovenska	slovinské
tristis	tristis
befattning	funkci
befattning	funkcí
befattning	funkce
befattning	poloha
befattning	postavení
befattning	pozice
befattning	postoj
systrar	sestry
systrar	sester
rättegången	proces
rättegången	soud
planeras	plánované
planeras	plánováno
planeras	plánovaný
planeras	naplánované
planeras	plánovaná
kontroversiella	kontroverzní
datorn	počítačová
datorn	počítač
datorn	počítače
datorn	počítači
manga	manga
kommersiellt	komerční
kommersiellt	obchodní
kommersiellt	obchodně
kommersiellt	komerčně
accepterade	přijaté
accepterade	přijato
accepterade	přijatá
accepterade	přijat
accepterade	přijata
tittar	sledování
tittar	sleduju
justin	justin
orleans	orleans
giro	giro
bristande	nedostatečné
bristande	nedostatečný
levi	levi
istanbul	istanbulu
uppträda	vystupování
cut	řez
cut	střih
väggen	stěna
väggen	zdi
väggen	zeď
minnet	vzpomínka
minnet	vzpomínky
minnet	paměti
minnet	paměť
elena	elena
somalia	somálsku
inställning	postoj
inställning	nastavení
inställning	konfigurace
santana	santana
burgos	burgos
mekanisk	mechanické
mekanisk	mechanická
mekanisk	mechanický
hebei	hebei
efterföljare	nástupci
efterföljare	sledující
efterföljare	následovníci
efterföljare	nástupce
upptäckten	nález
upptäckten	objevování
upptäckten	objev
upptäckten	discovery
artur	arthur
artur	artuš
artur	artur
artur	artur
gäst	host
mänsklig	lidská
mänsklig	člověk
mänsklig	lidské
mänsklig	lidský
brabham	brabham
stupade	padlý
stupade	padl
stupade	padlé
moss	mech
moss	moss
schloss	schloss
novell	román
made	vyrobil
made	vyrobeny
made	vyrobený
made	udělal
made	vyrobené
made	vyrobeno
register	registr
register	registrovat
register	zaregistrovat
register	záznamy
register	rekordy
register	desky
register	records
register	registry
register	registru
register	registr
register	rejstřík
register	registrů
register	registry
kärnan	jádro
kärnan	jádro
kärnan	core
montanus	montanus
systems	systémy
systems	systémů
skapandet	tvorba
skapandet	vznik
skapandet	vytvoření
skapandet	vytváření
skapandet	tvoření
psykologi	psychologie
psykologi	psychologii
mini	mini
ökande	zvyšování
ökande	rostoucí
ökande	stoupá
ökande	stoupající
feng	feng
släppts	propuštěn
släppts	uvolněna
jupiter	jupiter
överlevande	přeživší
överlevande	přeživší
överlevande	survivor
erkänner	uznává
erkänner	pozná
erkänner	uznává
synliga	viditelný
synliga	viditelná
synliga	viditelné
aus	aus
nationen	národ
sålda	prodané
sålda	prodán
sålda	prodal
sålda	prodáno
kämpade	bojovala
kämpade	bojovali
kämpade	bojoval
kuala	kuala
satsa	sázka
satsa	vsadit
marknad	tržišti
marknad	tržiště
marknad	trh
marknad	market
marknad	tržní
marknad	tržiště
pension	odebrání
pension	důchod
pension	důchodu
pension	penzion
pension	penze
pension	důchod
pension	důchody
pension	penze
pension	důchody
portal	portál
fysiologi	fyziologie
konservativ	konzervativní
braun	braun
knuten	uzel
jiang	jiang
andrés	andrés
filer	souborů
filer	soubory
filer	spisy
filer	složky
flykt	útěk
flykt	utéct
flykt	únik
wen	wen
humboldt	humboldt
belägringen	obléhání
belägringen	obležení
grundandet	založení
grundandet	zakládající
distributör	distributor
willie	willie
zaire	zairu
interiör	interiér
interiör	vnitra
passerade	prošla
passerade	prošel
moder	matku
moder	matka
falla	pád
falla	podzim
lincolnshire	lincolnshire
katedralen	katedrála
katedralen	katedrály
cima	cima
förbättrade	zlepšila
webbplatsen	web
webbplatsen	stránka
webbplatsen	lokalita
webbplatsen	stránky
hypericum	hypericum
kuk	dick
kuk	kokot
kuk	kohout
kuk	ptáka
kuk	kokot
schultz	schultz
provinserna	provincie
provinserna	provincií
luna	luna
canadiens	canadiens
behandlade	léčených
behandlade	ošetřené
behandlade	zpracované
behandlade	zpracovány
halle	halle
mottagande	přijímající
mottagande	příjem
mottagande	recepce
mottagande	příjem
mottagande	recepci
slåss	boj
slåss	boje
slåss	boj
slåss	bojovat
bytt	změněna
bytt	změněné
bytt	změněno
bytt	vyměnil
ideal	ideály
ideal	ideál
ideal	ideální
ciliata	ciliata
israeliska	izraelský
israeliska	izraelská
israeliska	izraelské
apollo	apollo
vienne	vienne
sanningen	pravda
sanningen	pravdu
koordinater	souřadnice
svaga	slabý
svaga	slabá
svaga	slabé
indre	indre
tomt	prázdné
tomt	prázdná
tomt	prázdno
tomt	prázdný
tomt	vyprázdnit
tomt	prázdné
tomt	prázdný
tomt	prázdno
lägenheter	byty
lägenheter	apartmány
lägenheter	byty
miquel	miquel
sojuz	sojuz
truppen	oddíl
truppen	družstvo
ace	eso
ace	ace
ritat	kreslil
ritat	drew
challenge	výzvu
challenge	výzva
work	práce
work	prace
work	pracovní
work	práci
work	pracovat
thing	věc
thing	vec
evolution	evoluci
evolution	vývoj
evolution	evoluce
bestämd	firma
bestämd	pevná
bestämd	pevné
bestämd	pevný
bestämd	odhodlaný
bestämd	odhodlaná
lion	lva
lion	lev
trummis	bubeník
born	narodil
born	narozena
born	narozen
maculatus	maculatus
pinar	pinar
lindh	lindh
olsen	olsen
dagbok	deník
dagbok	diář
aaron	aaron
fotografi	fotografie
fotografi	fotografii
fotografi	fotografie
fotografi	fotografování
inge	inge
ski	lyže
ski	lyžování
ski	lyžařská
ski	lyžařské
ockuperade	obsazeno
ockuperade	obsazený
ockuperade	okupované
ockuperade	obsazené
karen	karen
inblandad	zapojen
inblandad	zapojena
puy	puy
lara	lara
cinerea	cinerea
bål	trup
bål	trupu
bål	úder
inkluderade	zahrnut
inkluderade	zahrnuty
inkluderade	včetně
inkluderade	zahrnuto
inkluderade	zahrnuté
nordin	nordin
soundtrack	soundtrack
plast	plastů
plast	plasty
plast	plastové
plast	plast
plast	plasty
litterär	literární
magiska	magie
magiska	magic
magiska	čáry
magiska	kouzlo
magiska	kouzelné
agg	zášť
mörkt	tmavá
mörkt	tmavé
mörkt	dark
mörkt	temné
mörkt	tmavý
mörkt	tmavě
sinclair	sinclair
cirkus	cirkus
lundström	lundström
kategoriseras	kategorizována
hastings	hastings
poeten	básníka
poeten	básník
beni	beni
islamiska	islámský
islamiska	islámské
jyväskylä	jyväskylä
linder	linder
boeing	boeing
historier	příběhy
gifter	jedy
gifter	toxiny
grove	grove
grove	háj
fis	fis
fis	prd
nät	čisté
nät	síť
nät	net
nät	sítě
xiii	třináctka
xiii	xiii
broar	mosty
broar	mostů
inflytelserika	vlivný
brevis	brevis
gemenskapen	komunity
gemenskapen	společenství
gemenskapen	komunita
gemenskapen	obec
bandera	bandera
evil	zlý
evil	zlo
evil	zlá
seca	seca
nikolaus	nikolaus
självbiografi	autobiografii
perfekt	dokonalá
perfekt	perfektní
perfekt	dokonalý
bol	bol
delia	delia
madagascariensis	madagascariensis
variation	odrůdy
variation	odrůda
variation	variace
lämpliga	vhodný
lämpliga	vhodná
lämpliga	vhodné
lämpliga	vhodný
lämpliga	vhodná
lämpliga	vhodné
hoya	hoya
hotellet	hotelu
hotellet	hotel
kommunal	obecní
kid	kluk
kid	dítě
kid	kid
populationer	obyvatelstvo
populationer	populace
förhållandevis	poměrně
förhållandevis	poměrně
förhållandevis	relativně
tunna	barel
tunna	sud
tunna	hlaveň
tunna	tenké
tunna	tenká
tunna	tenký
tunna	hubená
närhet	blízkost
närhet	blízkost
moses	mojžíš
varumärke	značky
varumärke	značka
rosta	rez
sammansättning	složení
synes	zdánlivě
brister	nedostatky
brister	závady
brister	nedostatky
brister	vady
brister	slabiny
brister	nedostatky
uppehåll	zdržet
manhattan	manhattanu
manhattan	manhattan
sablon	sablon
utbrytning	odtržení
pietro	pietro
olov	olov
formella	formální
formella	formálně
clemens	clemens
terre	terre
#the	#the
mai	mai
marin	marin
marin	námořní
marin	mariňák
marin	marine
marin	mořských
marin	mořská
partiklar	částečky
partiklar	částice
partiklar	částečky
partiklar	částice
hamra	hammer
hamra	kladivo
