और	και
समाजवादी	σοσιαλιστικής
समाजवादी	σοσιαλισμού
वेतन	μισθός
वेतन	μισθό
वाणिज्य	εμπορίου
वाणिज्य	εμπόριο
आखिरी	τελευταίο
आखिरी	τελευταίοι
आखिरी	τελευταίος
आखिरी	τελευταια
आखिरी	τελευταία
धूम्रपान	κάπνισμα
ब्याज	συμφέρον
ब्याज	τόκος
ब्याज	τόκοι
घोड़े	άλογα
घोड़े	ίππος
घोड़े	άλογο
माला	μαλδίβες
माला	γκάρλαντ
माला	μάλα
लेखा	λογιστική
लेखा	λογιστικές
लेखा	λογιστικά
लेखा	λογιστήριο
लेखा	λογιστικό
तेलुगु	τελούγκου
दीवारों	τοίχους
दीवारों	τείχη
दीवारों	τοίχοι
दीवारों	γκράφιτι
ऊतक	ιστού
ऊतक	ιστοί
ऊतक	ιστός
रात्रि	νύχτα
रात्रि	βραδιά
रात्रि	νυχτα
बेस	μπες
बेस	βαση
बेस	βάση
बेस	μπας
बेस	μπάσο
फलन	συνάρτηση
फलन	λειτουργία
मानता	πιστεύει
सफलतापूर्वक	επιτυχώς
चंद्र	σεληνιακή
सतत	συνεπής
सतत	συνεχείς
सतत	συνεχές
सतत	συνεχόμενη
सतत	συνεχής
सतत	συνεχή
ऊष्मा	ζέστη
ऊष्मा	θερμότητα
ऊष्मा	θέρμανση
ऊष्मा	θερμότητας
ऊष्मा	ζεστασιά
ऊष्मा	θέρμη
कारों	αμάξια
कारों	αυτοκίνητα
रेस	κούρσα
रेस	φυλή
रेस	αγώνα
रेस	race
रेस	αγώνας
तालाब	λιμνούλα
तालाब	λίμνη
बृहस्पति	δία
बृहस्पति	δίας
प्रोत्साहन	κίνητρα
प्रोत्साहन	κίνητρο
प्रोत्साहन	κίνητρα
प्रोत्साहन	ενθάρρυνση
टीमों	ομαδες
टीमों	ομάδες
मामला	περίπτωση
मामला	υποθεση
मामला	υπόθεση
निष्क्रिय	αδρανής
निष्क्रिय	αδρανή
निष्क्रिय	απενεργοποίηση
निष्क्रिय	αναπηρία
निष्क्रिय	ανάπηροι
निष्क्रिय	απενεργοποιήθηκε
निष्क्रिय	ανάπηρος
निष्क्रिय	αδρανής
निष्क्रिय	ανενεργό
लौह	σίδηρος
लौह	σίδηρο
लौह	σιδήρου
लौह	σίδερο
सोनी	sony
रॉय	roy
रॉय	ρόι
बनावट	υφές
बनावट	υφή
गायन	τραγουδάει
गायन	τραγουδάμε
गायन	τραγούδι
गायन	τραγουδώντας
गायन	τραγουδούν
गायन	φωνητικές
गायन	φωνητικά
गायन	φωνητική
आवेदन	αίτηση
आवेदन	εφαρμογή
आवेदन	εφαρμογές
आवेदन	αιτήσεις
सकल	αηδία
सकल	ακαθάριστο
सकल	γκρος
कमाई	έσοδα
कमाई	αποδοχές
कमाई	κέρδη
विश्वविद्यालयों	πανεπιστημίων
विश्वविद्यालयों	πανεπιστήμια
विश्वविद्यालयों	πανεπιστήμιο
विश्वविद्यालयों	university
विश्वविद्यालयों	πανεπιστημιο
साहिब	σαχίμπ
उठाने	ανύψωση
उठाने	άρση
साउथ	νότιο
साउथ	νοτια
साउथ	νότια
साउथ	νότος
गहन	βαθύς
गहन	βαθιά
गहन	βαθύ
गहन	βαθειά
बाघ	τίγρης
बाघ	τίγρη
टिकट	εισητήρια
टिकट	εισιτήρια
टिकट	εισιτήριο
टिकट	εισητήριο
राजशाही	μοναρχία
पैरों	πόδια
पैरों	πόδια
ब्लॉग	blog
ब्लॉग	μπλογκ
ब्लॉग	blogs
सड़कों	δρόμους
सड़कों	οδοί
सड़कों	δρόμοι
उद्देश्यों	επιχειρηματίας
जाल	καθαρή
जाल	δίχτυ
जाल	καθαρά
जाल	net
जाल	καθαρό
जाल	ματιών
जाल	πλέγμα
मिलान	αγώνες
मिलान	σπίρτα
मिलान	μίλαν
मिलान	μιλάνο
मिलान	ταίριασμα
मिलान	αντιστοιχία
मिलान	ματς
मिलान	αγώνα
मिलान	ταίριασμα
मिलान	αγώνας
प्रावधान	διάταξη
प्रावधान	διατάξεις
सदस्यता	συνδρομή
रिकार्ड	ρεκόρ
साझा	κοινοποίησε
साझा	κοινοποιήθηκε
साझा	μερίδια
साझा	μετοχές
स्वतन्त्रता	ανεξαρτησία
अधिकृत	εξουσιοδοτημένος
अधिकृत	επιτρεπόμενες
सापेक्ष	συγγενής
सापेक्ष	σχετικός
सापेक्ष	σχετική
सापेक्ष	σχετικό
विफल	αποτυχία
विफल	απέτυχε
संदेह	αμφιβολία
संदेह	αμφιβολίες
आग्रह	παράκληση
आग्रह	αίτηση
आग्रह	αίτημα
कारोबार	δουλειές
कारोबार	business
रिंग	δακτύλιο
रिंग	ρινγκ
रिंग	δακτύλιος
रिंग	δαχτυλίδι
ऑपरेशन	επιχειρηση
ऑपरेशन	εγχείρηση
ऑपरेशन	λειτουργία
ऑपरेशन	επιχείρηση
आपसी	αμοιβαία
आपसी	αμοιβαίο
पवन	άνεμο
पवन	αιολική
पवन	άνεμος
पुराणों	πουράνες
छूट	έκπτωση
छूट	εκπτώσεις
बाधा	εμπόδιο
अमीर	εμιράτο
अमीर	εμίρ
अमीर	πλούσιος
अमीर	ριτς
अमीर	πλούσιοι
अमीर	πλούσιο
अमीर	πλούσια
समतल	επίπεδη
समतल	διαμέρισμα
समतल	αεροπλάνο
बस्ती	town
बस्ती	πολη
बस्ती	πόλη
कठिनाई	δυσχέρεια
कठिनाई	δυσκολίες
कठिनाई	δυσκολία
कठिनाई	δυσχέρειες
कठिनाई	δυσκολίας
पुर्तगाली	πορτογαλική
पुर्तगाली	πορτογαλικά
पुर्तगाली	πορτογαλικό
पुर्तगाली	πορτογάλοι
जड़	ρίζα
जड़	ρίζες
बौद्धिक	πνευματική
बौद्धिक	διανοητική
बोस	μπος
निकलता	πλευρα
स्वर्ग	παράδεισος
स्वर्ग	παράδεισο
स्वर्ग	παράδεισος
स्वर्ग	paradise
स्वर्ग	παράδεισο
शासित	αποφάνθηκε
अहमदाबाद	αχμενταμπάντ
प्रोटोकॉल	πρωτόκολλο
प्रोटोकॉल	πρωτόκολλα
व्यय	ξοδεύει
व्यय	δαπάνες
व्यय	δαπάνη
गणतंत्र	δημοκρατια
गणतंत्र	δημοκρατία
माया	maya
माया	μάγια
तिब्बती	θιβετιανή
तिब्बती	θιβέτ
तिब्बती	θιβέτ
आत्महत्या	αυτοκτονία
मतभेद	διαφορές
अतिथि	προσκεκλημένοι
अतिथि	καλεσμένους
अतिथि	καλεσμένοι
अतिथि	φιλοξενούμενοι
अतिथि	επισκέπτες
अतिथि	επισκέπτης
अतिथि	φιλοξενούμενος
अतिथि	καλεσμένος
लें	πάρτε
लें	λήψη
लें	πάρε
शानदार	λαμπρό
शानदार	λαμπρά
शानदार	λαμπρή
शानदार	υπέροχη
डाक	αλληλογραφία
डाक	ταχυδρομείο
डाक	mail
डाक	ταχυδρομικών
डाक	ταχυδρομική
डाक	ταχυδρομικός
प्रतिद्वंद्वी	αντίπαλο
प्रतिद्वंद्वी	αντίπαλος
प्रतिद्वंद्वी	αντίπαλός
प्रतिद्वंद्वी	αντίπαλο
प्रतिद्वंद्वी	αντίπαλος
प्रतिद्वंद्वी	αντιπάλους
प्रतिद्वंद्वी	αντίπαλοι
मनु	μανού
संयोग	σύμπτωση
संयोग	συμπτώσεις
कविताओं	ποιήματα
वेदों	βέδες
तरंग	κύμα
उठाया	μεγάλωσε
अंतराल	διάστημα
पेटेंट	ευρεσιτεχνίας
पेटेंट	πατέντα
क्रिस	chris
क्रिस	κρίς
क्रिस	κρις
परिचित	οικεία
परिचित	οικείος
परिचित	οικείο
परिचित	γνωστούς
परिचित	γνωριμίες
परिचित	γνωστοί
परिचित	γνωριμία
परिचित	γνωστός
इंडोनेशिया	ινδονησίας
इंडोनेशिया	ινδονησία
विश्वसनीय	αξιόπιστο
विश्वसनीय	αξιόπιστη
विश्वसनीय	αξιόπιστος
विश्वसनीय	αξιόπιστο
विश्वसनीय	αξιόπιστα
विश्वसनीय	αξιόπιστη
विश्वसनीय	αξιόπιστος
विश्वसनीय	έμπιστος
विश्वसनीय	έμπιστο
अब्दुल	αμπντούλ
तत्काल	αμέσως
तत्काल	επειγόντως
तत्काल	στιγμιαία
तत्काल	στιγμιαίο
तत्काल	άμεσο
तत्काल	αμεσα
तत्काल	άμεση
तत्काल	επείγον
चित्रकला	ζωγραφική
चित्रकला	πίνακας
चित्रकला	πίνακα
पहलुओं	πτυχές
गेट	θύρα
गेट	πύλη
चैंपियनशिप	πρωτάθλημα
बाबू	μπαμπά
पैदल	πεζός
पैदल	πεζό
पैदल	πεζών
पैदल	πεζοδρόμιο
पैदल	πετάλι
पैदल	πεντάλ
रहकर	μένοντας
राधा	ράντα
संतान	απόγονοι
संतान	απόγονος
संतान	απογόνους
जर्नल	ημερολόγιο
गुप्ता	γκούπτα
लाखों	εκατομμύρια
शैक्षणिक	εκπαιδευτική
शैक्षणिक	εκπαιδευτικό
भाप	ατμός
भाप	ατμό
भाप	ατμού
बेस्ट	καλύτερα
बेस्ट	καλύτερο
बेस्ट	best
गलती	λάθος
गलती	σφάλμα
गलती	λάθος
भ्रूण	έμβρυο
भ्रूण	έμβρυο
भंग	διαλύεται
भंग	διαλύονται
चेक	τσεχική
चेक	επιταγή
ब्राजील	βραζιλία
ब्राजील	brics
राग	μελωδία
तटीय	παράκτιες
तटीय	παράκτια
सम्प्रदाय	αίρεση
ख्याति	φήμη
ख्याति	δόξα
कोष	αποθετηρίων
पंजीकृत	εγγεγραμμένος
पंजीकृत	καταχωρημένο
वैध	ισχύει
वैध	έγκυρο
वैध	έγκυρη
वैध	κύρος
वैध	εγκυρότητα
वैध	ισχύς
टॉम	τόμ
टॉम	τομ
टॉम	tom
संकल्प	ψηφίσματα
जूनियर	τζούνιορ
जूनियर	junior
चुम्बकीय	μαγνητικές
चुम्बकीय	μαγνητική
चुम्बकीय	μαγνητικά
चुम्बकीय	μαγνητικό
बादशाह	βασιλεύς
बादशाह	βασιλιάς
बादशाह	κινγκ
बादशाह	βασιλιά
बादशाह	king
रचनात्मक	δημιουργικός
रचनात्मक	δημιουργική
रचनात्मक	δημιουργικό
रचनात्मक	creative
मुखपृष्ठ	πατρίδα
मुखपृष्ठ	σπιτι
मुखपृष्ठ	σπίτι
ट्रस्ट	εμπιστοσύνη
प्रस्तुति	προσκόμιση
प्रस्तुति	παρουσίαση
उपर	κορυφαία
उपर	τοπ
उपर	top
उपर	κορυφή
धरोहर	κληρονομιά
भूल	λήθη
अद्वितीय	μοναδική
अद्वितीय	μοναδικό
अद्वितीय	μοναδικός
अद्वितीय	μοναδικοί
सरकारों	κυβερνήσεις
खतरनाक	επικίνδυνος
खतरनाक	επικίνδυνο
खतरनाक	επικίνδυνες
खतरनाक	επικίνδυνα
खतरनाक	επικίνδυνη
त्यौहार	φεστιβάλ
त्यौहार	φεστιβάλ
त्यौहार	εορταστική
त्यौहार	εορταστικό
परिमाण	παραμέτρους
परिमाण	παράμετροι
संक्रमित	μολυσμένος
संक्रमित	μολυσμένη
संक्रमित	μολυσμένα
संक्रमित	μολυσμένο
संक्रमित	μολυνθεί
संक्रमित	μολυσμένοι
देखना	δείτε
देखना	ρολόι
ख़ास	ειδική
ख़ास	special
ख़ास	σπέσιαλ
माँग	απαίτηση
माँग	ζήτηση
स्पेनिश	ισπανοί
स्पेनिश	ισπανός
स्पेनिश	ισπανικά
स्पेनिश	ισπανική
महारानी	βασιλισσα
महारानी	queen
महारानी	βασίλισσα
महारानी	ντάμα
निरीक्षण	επιθεώρηση
निरीक्षण	επιθεώρησης
जिम्मेदारी	ευθύνη
जिम्मेदारी	υπευθυνότητα
रंगमंच	θέατρο
रंगमंच	θεατρο
भारतीयों	ινδιάνους
भारतीयों	ινδιάνοι
भारतीयों	ινδοί
त्रुटि	σφάλματα
त्रुटि	λάθη
त्रुटि	λάθος
त्रुटि	σφάλμα
ऊँची	high
ऊँची	ψηλά
ऊँची	υψηλή
ऊँची	υψηλός
ऊँची	υψηλό
ज्यामिति	γεωμετρία
आराम	χαλαρός
आराम	χαλαρά
आराम	χαλαρή
आराम	άνεση
आराम	παρηγοριά
आराम	χαλάρωσε
आराम	ξεκούραση
आराम	υπόλοιπα
आराम	ανάπαυση
रवि	σουδάν
रवि	σουν
रवि	κυρ
रवि	ήλιος
रवि	ράβι
रवि	επανένωση
रवि	επανασύνδεση
तलाश	αναζητήστε
तलाश	επιδιώξει
बेटा	βήτα
बेटा	beta
बेटा	γιος
बेटा	υιός
बेटा	γιε
उपमहाद्वीप	υποήπειρο
टुकड़े	τεμάχια
टुकड़े	κομμάτια
क्रिस्टल	κρύσταλ
क्रिस्टल	κρίσταλ
क्रिस्टल	κρύσταλλος
क्रिस्टल	κρύσταλλο
क्रिस्टल	κρυσταλλική
चौथा	τέταρτος
चौथा	τέταρτο
चौथा	τέταρτη
प्रसन्न	ευχαριστημένη
प्रसन्न	ευχαριστημένος
प्रसन्न	ευτυχής
प्रसन्न	χαίρομαι
प्रसन्न	ευτυχής
प्रसन्न	ευτυχισμένη
प्रसन्न	χαρούμενος
प्रसन्न	χαρούμενη
प्रसन्न	ευτυχισμένος
सार	αφηρημένη
सार	αφηρημένος
पड़ोसी	γείτονας
पड़ोसी	γείτονα
पड़ोसी	γειτόνισσα
पड़ोसी	γείτονες
पड़ोसी	γείτονες
पड़ोसी	γείτονας
पड़ोसी	γείτονα
पड़ोसी	γειτόνισσα
गाया	σανγκ
भ्रम	σύγχυση
भ्रम	οφθαλμαπάτη
भ्रम	ψευδαίσθηση
भ्रम	αυταπάτη
राजनेता	πολιτικούς
राजनेता	πολιτικοί
राजनेता	πολιτικό
राजनेता	πολιτικός
गोल्ड	χρυσός
गोल्ड	χρυσό
गोल्ड	χρυσο
गोल्ड	χρυσάφι
गोल्ड	χρυσά
भिन्नता	διαφορά
भिन्नता	διαφορα
रविवार	κυριακή
सारणी	πίνακας
सारणी	πινακας
सारणी	τραπέζι
नाभिकीय	πυρηνικός
नाभिकीय	πυρηνικά
नाभिकीय	πυρηνική
अपवाद	εξαίρεση
अपवाद	εξαιρέσεις
अपवाद	εξαίρεση
लिखना	συγγραφή
लिखना	γραφή
लिखना	γράψιμο
लिखना	δακτυλογράφηση
पाप	αμάρτημα
पाप	αμαρτία
पाप	σιν
गले	αγκαλιές
सिद्धार्थ	σιντάρτα
जनक	γονιών
जनक	γονέα
जनक	γονέας
जनक	μητρική
जनक	γονιός
स्वचालित	αυτόματο
स्वचालित	auto
स्वचालित	αυτόματη
स्वचालित	αυτοματοποιημένη
स्वचालित	αυτόματο
स्वचालित	αυτόματη
स्वचालित	αυτόματος
स्वचालित	αυτόματες
स्वचालित	αυτόματα
खेत	αγρόκτημα
खेत	farm
खेत	φάρμα
नागपुर	ναγκπούρ
सेमी	ημι
असाधारण	έκτακτα
असाधारण	έκτακτη
असाधारण	έκτακτα
असाधारण	εξαιρετικές
असाधारण	έκτακτη
अपील	έκκληση
अपील	έφεση
अपील	αναίρεση
दर्शक	θεατής
दर्शक	προβολέας
दर्शक	θεατή
दर्शक	κοινό
दर्शक	ακροατήριο
दर्शक	κοινο
दर्शक	θεατής
दर्शक	spectator
दर्शक	θεατές
दर्शक	τηλεθεατές
इनपुट	είσοδος
इनपुट	εισροές
इनपुट	εισόδου
इनपुट	εισροή
सैकड़ों	εκατοντάδες
क्लास	τάξη
क्लास	κλάση
क्लास	μάθημα
लीला	λέιλα
लीला	λίλα
कलात्मक	καλλιτεχνική
कलात्मक	καλλιτεχνικό
कलात्मक	καλλιτεχνικές
कलात्मक	καλλιτεχνικά
मंगोल	μογγόλοι
मंगोल	μογγολία
उपनिषद	ουπανισάδες
शुभ	καλή
शुभ	καλο
शुभ	καλό
शुभ	καλά
शुभ	καλα
स्वीकृत	αποδοχή
स्वीकृत	δεκτό
स्वीकृत	αποδεκτή
स्वीकृत	δεκτή
स्वीकृत	δεκτός
स्वीकृत	δέχεται
स्वीकृत	αποδέχεται
स्वीकृत	ενέκρινε
स्वीकृत	εγκρίνεται
स्वीकृत	εγκεκριμένο
स्वीकृत	εγκρίθηκε
बैटरी	μπαταρίας
बैटरी	μπαταρία
बैटरी	μπαταρίες
बैटरी	συσσωρευτές
कहानियाँ	ιστορίες
कहानियाँ	ανακοινώσεις
पुष्प	άνθη
पुष्प	λουλούδια
पुष्प	άνθος
पुष्प	λουλούδι
सुविधाएं	διευκολύνσεις
सुविधाएं	εγκαταστάσεις
अक्षांश	πλάτος
मियामी	μαϊάμι
सम्पर्क	επικοινωνήστε
सम्पर्क	επαφη
सम्पर्क	επαφή
सम्पर्क	επικοινωνία
सम्पर्क	επαφές
दृश्यों	σκηνές
कार्यवाही	διαδικασία
कार्यवाही	διαδικασίες
श्वसन	αναπνοή
संक्षेप	συντομία
आतंकवाद	τρομοκρατία
परिस्थिति	κατάσταση
परिस्थिति	κατασταση
परिस्थिति	περίσταση
लोकतंत्र	δημοκρατια
लोकतंत्र	δημοκρατία
उपलब्धि	επίτευξη
उपलब्धि	επίτευγμα
कुश्ती	πάλη
क्लिक	κλικ
क्लिक	κλικ
लेबल	ετικέτες
लेबल	ετικέτα
अकाल	πείνα
अकाल	λιμό
अकाल	λιμούς
फैशन	μόδας
फैशन	μόδα
पैलेस	ανάκτορα
पैलेस	palace
पैलेस	παλάτι
नीला	μπλέ
नीला	μπλε
नीला	γαλάζιο
पोर्ट	λιμάνι
पोर्ट	πορτ
पोर्ट	λιμένας
पोर्ट	θύρα
पोर्ट	λιμένες
पोर्ट	θύρες
पोर्ट	λιμάνια
विधेयक	μπιλ
विधेयक	bill
बलों	δυνάμεις
स्टील	χάλυβα
स्टील	ατσάλι
स्टील	χάλυβας
स्टील	στιλ
यूनान	ελλάδα
यूनान	greece
यूनान	ελλάς
यूनान	ελλαδα
थोड़े	ελαφρά
थोड़े	ελαφρώς
ऑस्टिन	ώστιν
ऑस्टिन	όστιν
एकड़	στρέμματα
एकड़	εκτάρια
सेकंड	δεύτερα
सेकंड	δευτερόλεπτα
सेकंड	δεύτερο
सेकंड	δεύτερος
सेकंड	δεύτερη
अवयव	συστατικό
अवयव	συνιστώσα
अवयव	εξάρτημα
अवयव	στοιχείο
आलेख	αρθρο
आलेख	άρθρο
आलेख	άρθρα
आलेख	τεχνουργήματα
आलेख	αρθρα
आलेख	γραφική
आलेख	γράφημα
आलेख	διάγραμμα
दिव्य	θεϊκή
दिव्य	θεϊκό
फ्लोरिडा	φλόριδα
फ्लोरिडा	florida
फ्लोरिडा	φλόριντα
नली	λάστιχο
नली	σωλήνας
नली	μάνικα
पूर्वोत्तर	βορειοανατολικά
पूर्वोत्तर	βορειοανατολική
साक्ष्य	αποδείξεις
कहाँ	όπου
कहाँ	πού
आवरण	φάκελος
आवरण	φάκελο
आवरण	κάλυμμα
आवरण	κάλυψη
आवरण	εξώφυλλο
मौर्य	μαουρύα
आंकड़े	στατιστικές
आंकड़े	στατιστικά
आंकड़े	στατιστική
आंकड़े	αριθμοί
उपदेश	κήρυγμα
उपदेश	κήρυγμα
एकीकरण	ολοκλήρωση
एकीकरण	ένταξη
एकीकरण	ενσωμάτωση
एकीकरण	ενοποίηση
एकीकरण	ενσωματώσεις
फोटो	φώτο
फोटो	photo
फोटो	φωτογραφία
फोटो	φωτο
फोटो	φωτό
फोटो	φωτογραφιες
फोटो	φωτογραφίες
चोरी	κλεμμένη
चोरी	κλεμμένο
चोरी	κλεμμένα
चोरी	εκλάπη
चोरी	κλοπές
चोरी	κλοπή
चोरी	κλεψιά
चोरी	κλοπή
चोरी	κλέψιμο
चोरी	κλέψει
चोरी	κλέβουν
सिंहासन	θρόνος
सिंहासन	θρόνο
आचरण	συμπεριφορά
आचरण	συμπεριφορα
क्लोराइड	χλωρίνη
क्लोराइड	χλώριο
हरी	πράσινη
हरी	πράσινα
हरी	πράσινος
हरी	πράσινο
हरी	πρασινο
शरण	καταφύγιο
बयान	δήλωση
मुंह	στόμα
विनाश	καταστροφή
पाक	πακ
एजेंट	πράκτορας
एजेंट	πράκτορα
बेल्जियम	βέλγιο
वितरित	παραδίδονται
वितरित	παραδόθηκαν
वितरित	παραδοθεί
वितरित	παραδόθηκε
वितरित	διανέμουν
वितरित	διανεμηθεί
वितरित	διανέμεται
वितरित	διανέμονται
श्रेणियाँ	συντεχνία
श्रेणियाँ	κατηγορίες
श्रेणियाँ	κατηγοριες
खूब	λοιπόν
आतंकवादी	τρομοκρατική
आतंकवादी	τρομοκράτης
आतंकवादी	τρομοκράτη
आतंकवादी	τρομοκράτες
प्रतिबंधित	περιορισμένη
प्रतिबंधित	περιορισμένος
प्रतिबंधित	περιορισμένο
प्रतिबंधित	απαγορευτεί
प्रतिबंधित	απαγορευμένο
प्रतिबंधित	απαγορεύτηκε
साथियों	συναδέλφους
साथियों	συνάδελφοι
न्यूटन	νιούτον
न्यूटन	newton
पारस्परिक	αμοιβαία
पारस्परिक	αμοιβαίο
अद्यतन	ενημέρωση
अद्यतन	επικαιροποίηση
अद्यतन	ενημερώσεις
बैठे	καθισμένος
बैठे	καθιστός
पारम्परिक	παραδοσιακό
पारम्परिक	παραδοσιακά
पारम्परिक	παραδοσιακή
पारम्परिक	παραδοσιακές
पारम्परिक	παραδοσιακός
सिक्किम	σικκίμ
प्रशिक्षित	εκπαιδευτεί
प्रशिक्षित	εκπαιδευμένος
प्रशिक्षित	εκπαιδευμένη
प्रशिक्षित	εκπαιδευμένο
प्रशिक्षित	εκπαιδευμένοι
पारिस्थितिकी	οικολογία
सैद्धांतिक	θεωρητικές
सैद्धांतिक	θεωρητικά
सैद्धांतिक	θεωρητικό
सैद्धांतिक	θεωρητική
स्पेनी	ισπανοί
स्पेनी	ισπανός
स्पेनी	ισπανικά
स्पेनी	ισπανική
पौधा	φυτό
पौधा	εργοστάσιο
माई	mai
माई	μάι
संलग्न	όμορες
संलग्न	επισυνάπτεται
संलग्न	συνημμένο
होम	πατρίδα
होम	σπιτι
होम	σπίτι
होम	σπίτια
सिक्के	νομίσματα
सिक्के	κέρματα
काउंसिल	συμβούλιο
ट्यूब	σωληνάριο
ट्यूब	σωλήνας
ट्यूब	σωλήνα
अवलोकन	παρατήρηση
नमूने	δείγματα
नमूने	δείγματα
बन्द	off
बन्द	κλειστό
बन्द	κλειστο
बन्द	κλειστή
बन्द	κλειστά
बन्द	κλείσιμο
बन्द	κοντά
कब	πότε
कब	όταν
कब	οταν
तारीख	ημερομηνία
तारीख	ραντεβού
तारीख	ημερομηνια
एकदम	απολύτως
समावेश	εγκλείσματα
समावेश	συμπερίληψη
खुदाई	ανασκαφές
खुदाई	ανασκαφή
खुदाई	σκάψιμο
खुदाई	ανασκαφή
खुदाई	γεώτρηση
खुदाई	γεωτρήσεις
खुदाई	γεώτρησης
फलों	καρποί
फलों	φρούτα
वस्तुएँ	αντικείμενα
वस्तुएँ	αντικείμενα
वस्तुएँ	αντικειμένων
हमलों	επιθέσεις
हमलों	απεργίες
बीस	twenty
बीस	είκοσι
शिकायत	καταγγελίες
शिकायत	παράπονα
शिकायत	παράπονο
शिकायत	καταγγελία
सफाई	καθαριότητα
सफाई	καθαρισμός
सफाई	καθαρισμού
सफाई	καθάρισμα
सफाई	καθαριότητα
टेलीविज़न	τηλεοράσεις
टेलीविज़न	τηλεόραση
टेलीविज़न	tv
टेलीविज़न	τηλεοραση
अन्ना	αννα
अन्ना	άννα
विन्यास	διαμόρφωση
विन्यास	ρυθμίσεις
विन्यास	ρυθμίσεις
ध्रुवीय	πολική
ध्रुवीय	πολικές
पार्श्व	πλευρα
पार्श्व	πλευρά
पार्श्व	side
घड़ी	ρολόι
रोशनी	φώτα
रोशनी	φως
रोशनी	light
रोशनी	ελαφρύ
रोशनी	ελαφριά
रोशनी	φώς
आलोचक	κριτικό
आलोचक	κριτικός
रखरखाव	συντήρησης
रखरखाव	συντήρηση
रखरखाव	διατήρηση
डीएनए	dna
स्पर्श	άγγιγμα
स्पर्श	αφή
गणितज्ञ	μαθηματικός
वनों	αποψίλωση
वनों	δάση
वनों	δάσος
वनों	δάση
कृतियाँ	γραφές
कृतियाँ	γραπτά
कृतियाँ	αριστουργήματα
जीते	κέρδισα
जीते	γουόν
जीते	κέρδισε
कबीर	καμπίρ
हानिकारक	επιβλαβές
हानिकारक	επιβλαβή
हानिकारक	επιβλαβείς
हानिकारक	επιβλαβής
हानिकारक	επιζήμια
आमंत्रित	προσκληθεί
आमंत्रित	προσκεκλημένος
शिल्प	σκάφος
पीला	κίτρινα
पीला	κίτρινος
पीला	κίτρινη
पीला	κίτρινο
सीधी	ευθεία
सीधी	ίσια
सीधी	στρέιτ
सीधी	κατευθείαν
श्लोक	στίχος
श्लोक	στίχο
किलो	κιλό
बादल	συννεφιά
बादल	σύννεφα
बादल	σύννεφο
बादल	νέφος
चंद्रमा	φεγγάρι
चंद्रमा	σελήνη
चंद्रमा	μουν
कोयला	κάρβουνο
कोयला	άνθρακας
कोयला	άνθρακα
कोयला	κάρβουνο
कोयला	κάρβουνα
संवैधानिक	συνταγματικά
संवैधानिक	συνταγματικό
संवैधानिक	συνταγματική
पादप	φυτό
पादप	εργοστάσιο
चौड़ाई	πλάτος
उपयोगिता	χρησιμότητα
उपयोगिता	χρησιμότητας
उपयोगिता	χρησιμότητα
उपयोगिता	χρηστικότητας
प्रमेय	θεώρημα
संवेदनशील	ευαίσθητο
संवेदनशील	ευαίσθητη
संवेदनशील	ευαίσθητος
संवेदनशील	ευαίσθητα
संवेदनशील	ευαισθησία
मान्य	ισχύει
मान्य	έγκυρο
मान्य	έγκυρη
अनुसूचित	προγραμματισμένες
अनुसूचित	προγραμματισμένος
अनुसूचित	προγραμματισμένη
अनुसूचित	προγραμματισμένο
सम्पन्न	τελειώσει
सम्पन्न	τελείωσα
सम्पन्न	κάνει
सम्पन्न	έγινε
सम्पन्न	εγινε
हॉलीवुड	χόλιγουντ
हॉलीवुड	χόλλυγουντ
हॉलीवुड	hollywood
हॉलीवुड	χόλυγουντ
शहीद	μάρτυρας
शहीद	μάρτυρα
तेज़	ταχύτερη
तेज़	γρηγορότερα
तेज़	γρήγορα
तेज़	γρήγορος
तेज़	γρήγορο
तेज़	γρήγορη
पीछा	κυνηγητό
पीछा	τσέις
पीछा	καταδίωξη
अर्ध	οιονεί
अर्ध	ημι
अल्प	αλπ
अल्प	ελαφρά
न्यायिक	δικαστικά
फंड	ταμείο
नाक	μύτη
बाई	μπάι
राणा	ράνα
निवेदन	αιτήματα
निवेदन	αιτήσεις
निवेदन	παράκληση
निवेदन	αίτηση
निवेदन	αίτημα
ब्रायन	μπράιαν
ब्रायन	brian
ब्रायन	bryan
अनुभाग	ενότητα
अनुभाग	τμήμα
अनुभाग	τμημα
अनुभाग	τμήματα
अनुभाग	ενότητες
बीसवीं	εικοστή
बीसवीं	twentieth
रंगीन	πολύχρωμα
रंगीन	πολύχρωμο
रंगीन	έγχρωμος
रंगीन	χρωματιστά
रंगीन	πολύχρωμα
रंगीन	πολύχρωμο
अपेक्षित	αναμένεται
अपेक्षित	αναμενόμενα
अपेक्षित	αναμενόμενη
अपेक्षित	αναμενόταν
अपेक्षित	αναμενόμενο
मूलभूत	θεμελιώδη
मूलभूत	θεμελιώδεις
मूलभूत	θεμελιωδών
मूलभूत	θεμελιώδης
मूलभूत	θεμελιώδες
मूलभूत	προκαθορισμένα
मूलभूत	αθέτηση
मूलभूत	προκαθορισμένη
मूलभूत	προκαθορισμένο
मूलभूत	προεπιλογή
मूलभूत	προκαθορισμένα
मूलभूत	βασικές
मूलभूत	βασικός
मूलभूत	βασική
मूलभूत	βασικό
मूलभूत	βασικού
मूलभूत	εγγενή
विभागों	τμήματα
अदा	πληρώσει
अदा	πληρωμή
अदा	πλήρωσε
