dhe	y
dëshmi	testimonios
dëshmi	testimonio
dëshmi	comprobante
dëshmi	prueba
dëshmi	pruebas
popull	pueblo
popull	gente
popull	personas
popull	nación
popull	nacion
popull	nation
kryen	comprometido
kryen	comprometidos
kryen	cometido
kryen	comprometida
australia	australia
rhône	ródano
rhône	rhône
sheh	vidente
sheh	véase
sheh	see
sheh	ver
sheh	vea
javë	week
javë	semana
javë	semanas
alexander	alejandro
prindërit	progenitores
prindërit	padres
ndryshimet	modificaciones
ndryshimet	cambios
ndryshimet	cambia
mbretërore	regal
mbretërore	regia
mbretërore	real
mbretërore	royal
mbretërore	reales
org	org
henry	enrique
donte	buscado
donte	buscados
donte	quería
gjithçka	everything
gjithçka	todo
mijëra	miles
mijëra	millares
energjia	energías
energjia	energia
energjia	energética
energjia	energía
simbol	símbolo
simbol	signatura
atdheut	patria
atdheut	patria
tempujt	templos
lejuar	permitida
lejuar	permitidos
lejuar	permitido
lejuar	permitida
lejuar	permitidos
lejuar	permitido
anët	aristas
anët	bordes
anët	lados
anët	laterales
anët	bandos
anët	costados
shtesë	extra
shtesë	suplementos
shtesë	complemento
shtesë	suplemento
shtesë	adición
shtesë	adicional
shtesë	adicionales
listë	lista
listë	listado
origjinal	original
origjinal	originales
europian	europeos
europian	europeo
europian	europea
europian	europeas
kongresit	congreso
kongresit	congresos
abdullah	abdullah
lejon	permite
rënë	caído
rënë	caido
rënë	caídos
shënime	apuntes
shënime	notas
shënime	notes
shënime	portapapeles
artist	artista
artist	artistas
vazhdueshme	constante
vazhdueshme	constantes
vazhdueshme	continuo
vazhdueshme	continuas
vazhdueshme	continua
shekuj	siglos
gjata	largos
gjata	largo
gjata	larga
gjata	long
muzikë	music
muzikë	música
muzikë	musica
lidhjen	conectividad
ide	ideas
ide	idea
liri	freedom
liri	libertad
shkrimet	escrituras
shkrimet	escritos
shkrimet	troncos
shkrimet	registros
shkrimet	escrituras
vëllezërit	hermanos
vëllezërit	brothers
sekretar	secretaria
sekretar	secretaría
sekretar	secretario
final	finales
final	final
final	definitivo
shpellat	cavernas
shpellat	cuevas
përkatësisht	respectivamente
rrugët	carreteras
rrugët	caminos
rrugët	calles
rrugët	rutas
agim	alba
agim	dawn
agim	amanecer
agim	sunrise
agim	amanecer
varet	depende
varet	dependen
est	est
windows	windows
windows	ventana
windows	ventanas
windows	ventanillas
date	cita
date	fecha
date	date
tituj	títulos
kongresi	congreso
kongresi	congresos
elbasan	elbasan
jugor	sureña
jugor	southern
jugor	sur
jugor	meridional
jugor	sureño
xiii	xiii
amerika	america
amerika	américa
vdes	die
vdes	morir
vdes	mueren
vdes	muera
vdes	muere
vdes	morir
vdes	muriendo
vdes	moribundo
vdes	muere
manastirit	monasterio
pjesërisht	parcialmente
pjesërisht	parcialmente
kishë	ermita
kishë	capilla
kishë	iglesia
model	modelos
model	maqueta
model	modelo
metoda	método
metoda	métodos
kina	porcelana
kina	china
kina	vajilla
nxënës	alumnos
nxënës	estudiantes
nxënës	alumnos
nxënës	pupilas
nxënës	alumna
nxënës	pupilas
nxënës	alumno
nxënës	pupila
nxënës	pupilo
nxënës	alumna
nxënës	alumno
nxënës	estudiantes
nxënës	estudiante
nxënës	aprendices
nxënës	aprendiz
interes	interes
interes	interés
interes	intereses
çështjet	asuntos
çështjet	cuestiones
çështjet	temas
antonio	antonio
viii	viii
relativisht	comparativamente
relativisht	relativamente
trupave	tropas
trupave	contingentes
trupave	efectivos
trupave	tropa
trupave	tropa
trupave	tropas
ministria	ministerios
ministria	cancillería
ministria	ministerio
hapi	escalón
hapi	step
hapi	paso
shprehur	expresadas
shprehur	expresada
shprehur	expresó
shprehur	expresado
shprehur	expresados
mbahet	celebrada
mbahet	mantenida
mbahet	mantenido
mbahet	mantenidas
mbahet	mantenidos
ndahen	separadas
ndahen	separado
ndahen	separada
ndahen	separados
ndahen	separada
ndahen	separado
ndahen	separados
ndahen	separar
ndërtesa	edificio
ndërtesa	edificación
ndërtesa	construcción
ndërtesa	construyendo
ndërtesa	edificaciones
ndërtesa	construcciones
ndërtesa	edificios
ndërtesa	inmuebles
italisht	italiana
italisht	italianos
italisht	italiano
muzeu	museo
muzeu	museos
klima	clima
vlerësuar	apreciada
vlerësuar	apreciados
vlerësuar	apreciadas
vlerësuar	apreciado
christian	cristiano
christian	christian
christian	cristianos
christian	cristiana
christian	cristian
christian	cristián
greqia	grecia
baba	baba
baba	papá
baba	papa
baba	padre
rumani	rumania
rumani	rumanía
mësuar	aprendí
mësuar	aprendido
mësuar	aprendió
porta	portón
porta	gate
porta	puerta
porta	porta
ushtri	armada
ushtri	ejército
ushtri	army
ushtri	ejercito
gazetar	periodista
gazetar	reportero
gazetar	periodista
gazetar	reportera
grupet	grupos
grupet	agrupa
grupet	agrupaciones
detyrën	duty
detyrën	deber
krahasim	comparación
krahasim	comparaciones
abu	abu
krahina	provincia
richard	richard
richard	ricardo
ndryshim	cambios
ndryshim	cambio
ndryshim	cambiar
ndryshim	cambia
ndryshim	variación
ndryshim	diferencia
vlen	worth
ekonomi	económico
ekonomi	economía
ekonomi	económicas
ekonomi	economia
ekonomi	economía
ekonomi	económica
sytë	ojitos
sytë	ojos
sytë	eyes
rus	rusia
rus	rusas
rus	rusa
rus	ruso
rus	rusos
rus	rus
uçk	elk
kodër	colina
kodër	cerro
kodër	hill
veprim	action
veprim	acción
veprim	accion
ndaluar	prohibida
ndaluar	prohibido
ndaluar	prohibidas
ndaluar	prohibidos
ndaluar	prohibida
ndaluar	prohibido
ndaluar	prohibidas
ndaluar	prohibidos
pozita	puestos
pozita	posiciones
pozita	posturas
shoqëria	society
shoqëria	sociedad
shoqëria	amistad
master	maestro
master	master
master	máster
master	amo
punimet	trabajos
punimet	trabaja
punimet	obras
punimet	funciona
themelues	fundar
themelues	fundadores
themelues	fundadores
themelues	fundador
themelues	fundadora
dobët	desmayarse
dobët	tenue
dobët	desmayo
dobët	débiles
dobët	débil
lokal	local
lokal	locales
moment	momento
direkt	directa
direkt	directo
direkt	directamente
direkt	direct
direkt	directos
direkt	directas
direkt	directamente
isa	isa
politika	políticos
politika	politicas
politika	políticas
politika	politica
politika	política
kryeqytet	capitales
kryeqytet	capital
besim	faith
besim	fe
besim	fé
besim	confianza
besim	trust
besim	confianza
besim	confía
besim	fideicomiso
besim	creencias
besim	creencia
besim	confiados
besim	confiado
besim	confiada
pushteti	potencia
pushteti	power
pushteti	poder
pop	pop
website	website
website	web
website	sitio
feja	religion
feja	religiones
feja	religión
pastër	limpio
pastër	limpios
pastër	limpieza
pastër	limpiar
pastër	limpia
pastër	puras
pastër	pura
pastër	puro
pastër	puros
stil	style
stil	estilo
but	bota
but	boot
but	arranque
studio	estudio
studio	studio
fazën	etapa
fazën	fase
islamike	islámico
islamike	islámica
islamike	islámicas
islamike	islámicos
islamike	islamistas
islamike	islamista
vëllai	hermano
vëllai	brother
serbë	serbios
armatosura	armada
armatosura	armados
armatosura	armadas
armatosura	armado
verë	summer
verë	verano
verë	vinos
verë	vino
kuptohet	entendí
kuptohet	entendido
kuptohet	entendió
kuptohet	comprendido
kuptohet	entendieron
gjëra	cosas
gjëra	things
gjëra	cosas
urbane	urbanas
urbane	urbana
urbane	urbano
urbane	urban
urbane	urbanos
erës	molino
erës	viento
teksti	text
teksti	texto
ligjore	legales
ligjore	jurídicas
ligjore	legal
ligjore	jurídico
përpjekjet	esfuerzos
përpjekjet	intentos
përpjekjet	tentativas
personal	personal
personal	personales
ndarja	compartir
ndarja	compartiendo
ndarja	partición
ndarja	despedida
bregdetare	litoral
bregdetare	costera
bregdetare	costeras
bregdetare	costero
kompani	compañia
kompani	empresa
kompani	compañía
kompani	companía
kompani	compañias
kompani	empresas
kompani	compañías
tokësore	terrestre
tokësore	terrenal
tokësore	terrestres
tokësore	terrenal
tokësore	terrenales
ekonomia	económico
ekonomia	economía
ekonomia	económicas
ekonomia	economia
ekonomia	economía
ekonomia	económica
ari	ari
ari	osos
ari	osa
ari	bear
ari	oso
ari	osito
ari	oro
ari	dorada
ari	dorado
ari	gold
media	media
media	medios
dyte	segundos
dyte	segunda
dyte	segundas
dyte	segundo
dielli	sun
dielli	sol
friedrich	friedrich
friedrich	federico
origjinale	genuina
origjinale	genuinos
origjinale	genuino
origjinale	original
origjinale	originales
anije	barcos
anije	buques
anije	naves
anije	barco
anije	nave
anije	buque
anije	barca
anije	barco
anije	embarcación
anije	bote
anije	lancha
indi	india
shoqëri	compañerismo
shoqëri	compañia
shoqëri	empresa
shoqëri	compañía
shoqëri	companía
shoqëri	society
shoqëri	sociedad
gjak	sangre
gjak	blood
përrua	riachuelo
përrua	creek
përrua	arroyo
egjipt	egipto
xii	xii
lule	flores
lule	flor
lule	flores
pyll	maderas
pyll	bosque
pyll	woods
pyll	bosques
pyll	bosque
pyll	forestales
pyll	forestal
pyll	selva
pyll	bosques
speciale	speciale
speciale	especiales
speciale	especial
speciale	special
carlos	carlos
makina	máquina
makina	maquina
makina	coches
makina	coche
makina	automóvil
makina	carro
makina	auto
makina	coches
makina	automóviles
makina	carros
makina	autos
përshkruar	descrito
përshkruar	descrita
përshkruar	descritos
producent	productores
producent	productor
producent	productora
producent	productoras
përfaqëson	representa
gjatësia	eslora
gjatësia	longitud
përshtatshme	apropiada
përshtatshme	apropiadas
përshtatshme	apropiados
përshtatshme	adecuado
përshtatshme	apropiado
përshtatshme	adecuados
përshtatshme	apropiados
përshtatshme	apto
përshtatshme	apropiado
përshtatshme	adecuado
përshtatshme	apropiado
arabisht	arabe
arabisht	árabe
berlin	berlin
berlin	berlín
qëllime	propósitos
kitarë	guitarra
përgatitur	preparación
përgatitur	preparados
përgatitur	prepararse
përgatitur	preparar
përgatitur	preparado
përgatitur	preparada
përgatitur	preparados
përgatitur	preparadas
anti	anti
mbajt	celebrada
flasin	hablar
flasin	habla
flasin	hable
flasin	talk
flasin	charla
flasin	hablar
flasin	habla
flasin	hablan
flasin	hable
flasin	hablen
gur	gema
gur	stone
gur	piedra
gur	rocas
gur	piedra
gur	roca
gur	rock
special	especiales
special	especial
special	special
dendësia	densidad
vone	tarde
vone	tardía
figurë	imagen
figurë	imágen
figurë	figura
figurë	cifra
përshkruan	representa
përshkruan	describe
përshkruan	esboza
përshkruan	contornos
organet	órganos
shokët	friends
shokët	amigos
shokët	amigas
trajneri	entrenador
trajneri	autocar
trajneri	coach
trajneri	entrenadora
gjermanisht	alemanes
gjermanisht	alemán
gjermanisht	alemana
gjermanisht	aleman
sërish	again
sërish	nuevamente
aftë	cualificados
aftë	hábiles
aftë	hábil
aftë	capaces
aftë	capaz
teatrin	teatro
teatrin	teatros
teatrin	teatro
marre	tomado
marre	tomadas
marre	tomados
marre	tomada
spanjolle	española
spanjolle	castellano
spanjolle	español
spanjolle	espanol
askush	nadie
american	americano
american	american
american	estadounidense
american	americanos
american	americana
moshë	edad
moshë	age
moshë	edades
hindu	hindúes
hindu	hindú
air	aire
air	air
prapa	volver
prapa	espalda
prapa	regreso
prapa	back
prapa	trasero
prapa	trasera
prapa	retaguardia
prapa	traseros
veprimet	acciones
kategorisë	categoria
kategorisë	categoría
japonia	japon
japonia	japón
gjysmën	mitad
gjysmën	half
gjysmën	medio
vendas	local
vendas	locales
vendas	doméstica
vendas	domésticas
vendas	domésticos
vendas	doméstico
vendas	nativas
vendas	nativa
vendas	autóctona
vendas	nativo
vendas	nativos
beograd	beograd
beograd	belgrado
arkeologjik	arqueológica
arkeologjik	arqueológico
arkeologjik	arqueológicos
arkeologjik	arqueológica
arkeologjik	arqueológico
arkeologjik	arqueológicos
arkeologjik	arqueológicas
grua	mujer
niveli	nivel
niveli	level
mysliman	musulmana
mysliman	musulmanes
mysliman	musulmán
klub	club
klub	garrote
klub	discoteca
përmbledhje	resumen
përmbledhje	síntesis
përmbledhje	sumario
përmbajtja	contenido
përmbajtja	contenidos
përmbajtja	contenido
përmbajtja	contenidos
austro	austro
çlirimtare	liberación
qytetare	cívicas
qytetare	cívico
qytetare	cívica
qytetare	cívicos
qytetare	civic
qytetare	ciudadanas
qytetare	ciudadana
qytetare	ciudadano
qytetare	ciudadanos
tradita	tradición
tradita	tradiciones
tradita	tradiciones
della	della
panjohur	desconocida
panjohur	desconocidos
panjohur	desconocidas
panjohur	desconocido
copa	trozos
copa	piezas
copa	pedazos
elementet	elementos
giovanni	giovanni
lëshuar	emitidos
lëshuar	expedido
lëshuar	expedida
lëshuar	emitido
lëshuar	liberados
lëshuar	liberada
lëshuar	lanzado
lëshuar	liberado
mesëm	medium
mesëm	medianas
mesëm	medio
mesëm	mediano
mesëm	mediana
mesëm	médium
dukshëm	visiblemente
dukshëm	visible
dukshëm	visibles
das	das
official	oficial
official	funcionario
official	official
official	funcionaria
përkatëse	respectivo
përkatëse	respectivas
përkatëse	respectiva
përkatëse	respectivos
dashuria	amor
dashuria	amores
dashuria	love
dashuria	amar
shfaqur	mostrada
shfaqur	mostrado
shfaqur	demostrado
shfaqur	mostrados
shfaqur	exhibido
shfaqur	mostrados
shfaqur	mostrado
akademia	academy
akademia	academia
free	libres
free	gratis
free	free
free	libre
free	gratuito
nacional	nacional
det	mar
zvicër	suiza
tash	now
tash	ahora
juaj	tus
juaj	tu
juaj	sus
juaj	su
dikush	alguien
dikush	alguien
piktura	cuadro
piktura	pintar
piktura	pintura
piktura	pintando
piktura	pinturas
piktura	cuadros
verior	norte
verior	septentrional
verior	northern
verior	norteña
tërësisht	totalmente
tërësisht	completamente
mbajnë	llevar
shoqatës	asociación
shoqatës	association
studiuar	estudié
studiuar	estudiados
studiuar	estudiado
studiuar	estudió
shekujve	siglos
ngjashëm	parecido
ngjashëm	similar
ngjashëm	similares
ngjashëm	parecidos
mbushur	rellenos
mbushur	rellena
mbushur	peluche
mbushur	relleno
mbushur	rellenas
mbushur	cargada
mbushur	cargados
mbushur	cargadas
mbushur	cargado
mbushur	lleno
mbushur	llenado
banka	banks
banka	bancos
banka	banca
banka	banco
banka	bank
folur	hablado
folur	hablada
marrëdhënie	coito
marrëdhënie	parentesco
marrëdhënie	relación
marrëdhënie	relacion
marrëdhënie	relaciones
plan	plano
plan	plan
duhen	need
duhen	necesitar
duhen	necesito
duhen	necesita
duhen	necesidad
dyshim	duda
dyshim	dudas
dyshim	dudar
dyshim	dudo
sllave	eslava
sllave	eslavos
shenjë	señal
shenjë	firma
shenjë	signo
shenjë	firme
shenjë	firmar
ligjet	leyes
bashkim	union
bashkim	unión
bashkim	sindicato
bashkim	reunión
bashkim	reunion
bashkim	reencuentro
thatë	secos
thatë	seca
thatë	secar
thatë	seco
artin	arte
afërsisht	aproximadamente
afërsisht	aproximadamente
nderi	honor
nderi	honra
nderi	honor
nderi	honra
vaj	aceite
vaj	petroleo
vaj	óleo
vaj	petróleo
ndersa	mientras
rinisë	juventud
rinisë	jovenes
rinisë	jóvenes
milan	milán
milan	milan
dhoma	habitación
dhoma	habitaciones
dhoma	cuartos
dhoma	salas
dhoma	cuarto
dhoma	sala
dhoma	habitación
datë	cita
datë	fecha
datë	date
kish	kis
kish	tenía
kish	tenido
kish	tuvo
kish	había
kish	kish
artikujt	articulos
artikujt	artículos
gjeneral	generalidades
gjeneral	generales
gjeneral	general
show	espectáculo
show	show
show	mostrar
institucionet	instituciones
kufijtë	límites
kufijtë	fronteras
kufijtë	limites
kufijtë	fronteras
kufijtë	bordes
kufijtë	márgenes
doktor	doc
doktor	medico
doktor	médico
doktor	doctora
doktor	doctor
personi	persona
mëparshme	anterior
mëparshme	previo
mëparshme	anteriores
mëparshme	previos
ligj	derecho
ligj	leyes
ligj	legislación
ligj	ley
futur	introducido
futur	introducidos
futur	introducida
futur	insertado
futur	implantados
futur	implantó
futur	implantado
prodhim	manufactura
prodhim	fabricación
prodhim	producción
prodhim	salida
prodhim	producto
prodhim	produccion
prodhim	producción
prodhim	manufactura
prodhim	fabricación
gjerësisht	extensamente
gjerësisht	ampliamente
gjerësisht	ampliamente
çmime	precios
çmime	premios
çmime	galardones
çmime	premios
varg	alcance
varg	intervalo
varg	gama
varg	rango
varg	cordillera
varg	varg
varg	cadena
varg	cuerda
varg	string
line	línea
line	line
line	linea
sekretari	secretaria
sekretari	secretaría
sekretari	secretario
fort	apretado
fort	apretada
fort	ajustado
fort	duro
fort	duros
fort	hard
fort	difícil
fort	dura
fort	strong
fort	fuerte
fort	fuertes
fort	fortaleza
fort	fuerte
fort	fort
shoqëruar	acompañada
shoqëruar	acompañados
shoqëruar	acompañadas
shoqëruar	acompañado
shoqëruar	escoltado
valle	baile
valle	bailes
valle	bailar
valle	baila
valle	danza
industriale	industrial
industriale	industriales
mëparshëm	anterior
mëparshëm	previo
mëparshëm	anteriores
mëparshëm	previos
piktor	pintora
piktor	pintor
mesjetare	medieval
stili	style
stili	estilo
ndikuar	influido
ndikuar	influenciada
ndikuar	influenciado
ndikuar	influenciados
ndikuar	impactado
ndikuar	impactó
filmat	films
filmat	peliculas
filmat	cine
filmat	películas
filmat	peliculas
filmat	cine
filmat	películas
teori	teoría
teori	teoria
natën	nocturno
natën	noche
natën	noches
natën	night
andrea	andrea
marr	conseguir
marr	consigue
marr	obtener
marr	obtenga
fisi	clan
fisi	tribu
klasa	clases
klasa	clase
klasa	class
klasa	clases
kampion	campeón
kampion	campeona
kampion	campeon
kampion	champ
kampion	campeón
kampion	campeona
kampion	campeon
kampion	champion
manuel	manuel
butë	suave
butë	gentil
butë	suave
butë	leve
butë	blanda
butë	suave
butë	soft
butë	blando
butë	suave
butë	liso
karakteristike	característicos
karakteristike	característica
karakteristike	característico
skenë	escena
skenë	etapa
skenë	escenario
skenë	stage
ndikimi	impact
ndikimi	repercusión
ndikimi	impacto
ndikimi	influencia
ndikimi	influir
ndikimi	influencias
ndikimi	influenciar
daniel	daniel
publikuar	publicados
publikuar	publicadas
publikuar	publicada
publikuar	publicado
tekst	text
tekst	texto
institutit	institute
institutit	instituto
futbolli	soccer
futbolli	fútbol
futbolli	futbol
futbolli	fútbol
futbolli	futbol
pushtimin	invasiones
pushtimin	invasión
austria	austria
marie	maría
marie	marie
përgjithësisht	generalmente
zemër	corazoncito
zemër	cariño
zemër	amorcito
zemër	bebe
zemër	nena
zemër	bebé
zemër	nene
zemër	baby
lidh	conecta
lidh	conecta
lidh	conectarse
lidh	conectar
gjat	largos
gjat	largo
gjat	larga
gjat	long
djalë	muchacho
djalë	boy
djalë	niño
djalë	chico
pejë	peja
pejë	pec
rasti	case
rasti	caso
rasti	estuche
rasti	oxidada
rasti	rusty
rasti	oxidado
south	sur
paraqitje	ponencias
paraqitje	presentaciones
paraqitje	presentación
paraqitje	ponencia
paraqitje	presentacion
loja	juego
usa	eeuu
usa	usa
kategori	categoria
kategori	categoría
kategori	categorias
kategori	categorías
#aaa	#aaa
spanjoll	española
spanjoll	castellano
spanjoll	español
spanjoll	espanol
jetoi	vivido
jetoi	vivió
jetoi	viví
jetoi	vivía
jetoi	vivida
gjurmë	trazas
gjurmë	trace
gjurmë	traza
gjurmë	rastro
gjurmë	trazo
gjurmë	sendero
gjurmë	trail
gjurmë	rastro
gjurmë	huellas
gjurmë	pistas
gjurmë	tracks
gjurmë	huella
veçanti	particular
shehu	shehu
emëruar	nombrado
emëruar	designados
emëruar	designado
ekzekutiv	executive
ekzekutiv	ejecutiva
ekzekutiv	ejecutivos
ekzekutiv	ejecutivas
ekzekutiv	ejecutivo
rregullat	normas
rregullat	reglamento
rregullat	reglas
rregullat	reglamento
rregullat	reglamentaciones
rregullat	reglamentos
rregullat	regulaciones
rregullat	normativa
rregullat	reglamentación
breg	shore
breg	orilla
çoi	choi
pos	pos
besimi	faith
besimi	fe
besimi	fé
besimi	confianza
besimi	trust
besimi	confianza
besimi	confía
besimi	fideicomiso
grand	gran
grand	grand
indian	indios
indian	indio
indian	india
indian	hindú
çmim	precios
çmim	precio
çmim	price
çmim	laudo
çmim	premios
çmim	adjudicación
çmim	premio
çmim	galardón
konferenca	conferencia
konferenca	congresos
konferenca	conferencias
konsiderueshme	considerable
konsiderueshme	considerables
konsiderueshme	considerable
konsiderueshme	considerables
luis	luis
luis	lewis
luis	luis
marne	marne
hollanda	holanda
privat	privat
privat	privados
privat	privadas
privat	privado
privat	privada
ashpër	severamente
ashpër	gravemente
ashpër	áspero
ashpër	fiero
ashpër	feroz
ashpër	feroces
ashpër	fiera
jetonin	vivido
jetonin	vivió
jetonin	viví
jetonin	vivía
jetonin	vivida
nënë	madre
shkodra	shkodra
pro	pro
letra	cartas
letra	naipes
letra	baraja
letra	tarjetas
letra	paper
letra	ponencia
letra	papel
letra	cartas
letra	letras
letra	tarjeta
letra	tarjetas
letra	card
shtresa	capas
aleksandër	alejandro
hapësira	espacios
hapësira	espaciales
hapësira	space
hapësira	espacial
hapësira	espacio
gjoni	juan
gjoni	john
kineze	chinos
kineze	chino
emërohet	nombrado
emërohet	designados
emërohet	designado
toke	terrenos
toke	land
toke	terreno
toke	tierra
toke	tierras
toke	terreno
toke	molido
toke	ground
standard	estándar
standard	norma
standard	estandar
standard	standard
luftuar	lucharon
luftuar	luchado
luftuar	luchó
ouest	ouest
fat	suerte
muzikor	musicales
muzikor	musical
norvegji	noruega
mbledhur	recogidos
mbledhur	recogida
mbledhur	recolectado
mbledhur	recogido
mbledhur	recaudado
mbledhur	montado
mbledhur	reunido
mbledhur	reunidos
mjete	instrumentos
mjete	herramientas
baden	baden
shpirtit	alma
shpirtit	soul
lojtarët	jugadores
lojtarët	reproductores
lojtarët	jugadores
super	asombroso
super	increíble
super	impresionante
super	super
super	súper
inter	inter
studiues	investigadora
studiues	investigador
studiues	erudito
studiues	estudioso
ndihmon	asistencias
ndihmon	asiste
objektet	inscripciones
objektet	objetos
objektet	sedes
dem	dem
dem	toro
dem	bull
gjen	gene
gjen	gen
gjen	genes
gjen	hallazgos
gjen	encuentra
shfaqen	aparecer
shfaqen	aparecen
hedhur	reparto
hedhur	elenco
hedhur	arrojado
planet	planet
planet	planeta
planet	planos
planet	planes
nxjerrë	extraído
nxjerrë	extraídas
nxjerrë	extraídos
nxjerrë	extraída
nxjerrë	extraer
nxjerrë	extrayendo
shërbimeve	utilidades
territoret	territorios
rritja	crecimiento
dallohet	distinguir
dallohet	distinguen
raporti	reporte
raporti	denuncia
raporti	reportar
raporti	denunciar
raporti	informe
raporti	coeficiente
raporti	ratio
raporti	proporción
raporti	cociente
idetë	ideas
kodra	colina
kodra	cerro
kodra	hill
kodra	colinas
kodra	cerros
albume	álbumes
shërbimet	servicios
shërbimet	utilidades
dërgoi	enviada
dërgoi	enviados
dërgoi	enviadas
dërgoi	enviado
dërgoi	envió
kërkesat	requisitos
kërkesat	requerimientos
kërkesat	solicita
kërkesat	peticiones
kërkesat	solicitudes
treg	mercado
treg	market
eteeq	eteeq
phoiac	phoiac
vepron	actos
zogu	birdie
zogu	pajarito
zogu	pajaro
zogu	aves
zogu	pájaro
zogu	ave
zogu	zogu
strukturë	estructura
sulmues	atacantes
sulmues	agresores
sulmues	asaltante
sulmues	agresor
sulmues	delantero
veshur	llevaba
veshur	vestida
veshur	vestidos
veshur	vestido
veshur	usado
akademik	académicos
akademik	académico
akademik	académicas
akademik	académica
japoneze	japonesas
japoneze	japonesa
japoneze	japonés
japoneze	japoneses
nënkupton	implica
nënkupton	insinúa
nënkupton	medios
nënkupton	significa
sport	deportes
sport	sport
sport	deporte
sport	deportivo
sport	deportes
sport	deporte
civil	civil
civil	civil
civil	civiles
ppsh	ppsh
turistike	turístico
turistike	turistas
turistike	turística
turistike	turismo
turistike	turista
pajisje	dispositivos
pajisje	dispositivo
pajisje	equipamientos
pajisje	equipamiento
pajisje	equipo
pajisje	equipos
pajisje	dispositivos
pajisje	aparatos
pajisje	electrodomésticos
pajisje	aparatos
pajisje	engranajes
pajisje	engranaje
pajisje	artes
mosha	edad
mosha	age
mosha	edades
dallim	diferenciarse
dallim	diferenciar
dallim	distinción
dallim	distinciones
dallim	diferencia
përjashtim	excepción
biblioteka	bibliotecas
biblioteka	bibliotecas
biblioteka	biblioteca
shpirti	espíritu
shpirti	spirit
shpirti	espiritu
shpirti	alma
shpirti	soul
vesh	oreja
vesh	oído
vesh	desgaste
total	totales
total	total
paqe	paz
paqe	peace
botim	publicación
ligë	league
ligë	liga
ligë	ligas
përmbajnë	contener
përmbajnë	contengan
përmbajnë	contienen
përmbajnë	contenga
patriotike	patriótico
patriotike	patriótica
patriotike	patriota
francisco	francisco
zhanri	género
zhanri	genero
rrugëve	calles
rrugëve	carreteras
rrugëve	caminos
suksesshëm	exitosos
suksesshëm	exitoso
suksesshëm	exitosa
suksesshëm	exitosas
suksesshëm	éxito
qendrat	centra
qendrat	centros
qendrat	centros
kampionati	campeonato
kampionati	championship
kampionati	campeonatos
net	neto
net	net
net	red
net	neta
net	netos
net	nights
net	noches
tone	nuestra
tone	nuestras
tone	nuestros
tone	nuestro
force	fuerza
force	force
force	forzar
përbën	poses
përbën	plantea
përbën	posa
përbën	constituye
referenca	referencias
referenca	referencia
mungesa	ausencia
mungesa	carencia
mungesa	falta
mungesa	ausencias
din	din
din	dean
din	decano
shfaqje	espectáculo
shfaqje	show
shfaqje	mostrar
dallohen	distinguidos
dallohen	distinguida
dallohen	distinguido
poetike	poético
poetike	poética
nato	nato
nato	otan
bien	cayendo
bien	caída
bien	fall
bien	otoño
bien	caída
policia	policía
policia	police
policia	policia
policia	policías
koka	head
koka	cabezal
koka	cabeza
koka	cabezas
koka	cabeza
fuqia	potencia
fuqia	power
fuqia	poder
funksioni	función
tirane	tirana
grafik	gráfica
grafik	gráfico
grafik	grafo
grafik	gráficos
grafik	gráfico
grafik	gráfica
grafik	gráficas
adem	adem
adem	adam
adem	adán
rama	rama
asht	ósea
asht	hueso
asht	bone
asht	huesos
shpellë	gruta
shpellë	cueva
shpellë	cave
shpellë	caverna
rrjeti	grid
rrjeti	rejilla
rrjeti	red
rrjeti	cuadrícula
rrjeti	network
rrjeti	red
tregoi	indicada
tregoi	indicado
tregoi	indicó
tregoi	mostré
tregoi	mostró
tregoi	mostraron
kulturë	cultivo
kulturë	cultura
edit	edith
vija	rayado
vija	rayas
vija	galones
vija	rayas
vija	franjas
brazil	brazil
brazil	brasil
brazil	brasil
victoria	victoria
calais	calais
vërtet	realmente
afro	afro
ferdinand	fernando
përgjegjës	responsable
përgjegjës	responsables
përgjegjës	conservadora
përgjegjës	curador
përgjegjës	conservador
dokumente	documentación
dokumente	documentos
përfundon	finaliza
përfundon	termina
përfundon	extremos
site	sitios
site	emplazamientos
miri	miri
miri	mejores
miri	best
miri	mejor
karakteristikat	características
karakteristikat	caracteristicas
romani	romana
romani	roman
romani	romanos
romani	romano
romani	román
romani	novela
romani	romaníes
romani	romaní
london	londres
juridike	jurisdiccionales
juridike	jurisdiccional
juridike	legales
juridike	jurídicas
juridike	legal
juridike	jurídico
afrikë	africa
afrikë	áfrica
europiane	europeos
europiane	europeo
europiane	europea
europiane	europeas
tipike	típico
tipike	típicas
tipike	típica
tipike	típicos
ushqim	alimentación
ushqim	alimento
ushqim	alimentos
ushqim	comida
mbështetje	apoyo
mbështetje	soporte
bote	mundial
bote	mundo
bote	world
studioi	estudié
studioi	estudiados
studioi	estudiado
studioi	estudió
lira	lira
lira	liras
lira	tacaño
lira	barato
lira	baratas
lira	baratos
lira	barata
lira	libres
lira	gratis
lira	free
lira	libre
lira	gratuito
ushtarë	soldados
njohuri	conocimiento
njohuri	conocimientos
male	montañas
male	montes
male	montaña
shenja	letreros
shenja	señales
shenja	señalización
shenja	carteles
shenja	signos
shenja	cicatrices
menduar	pensamiento
menduar	pensó
mureve	murallas
mureve	paredes
mureve	muros
ishulli	isla
software	software
qetë	tranquilo
qetë	calmado
qetë	tranquila
qetë	calma
nxënësit	alumnos
nxënësit	estudiantes
