tágas	寬敞
pszichiáter	縮小
szerelvények	配件
négyzetes	正方形
négyzetes	平方
négyzetes	方塊
négyzetes	方形
négyzetes	廣場
mandarin	國語
windsor	溫莎
gyilkosságok	暗殺
import	進口
import	進口
import	進口
belarusz	白俄羅斯
faith	信仰
faith	信心
faith	信念
ballisztikus	彈道
jenny	珍妮
jenny	jenny
aktivitás	互動
aktivitás	參與
aktivitás	訂婚
aktivitás	動態
aktivitás	活動
lencse	鏡頭
lencse	鏡片
lencse	透鏡
lencse	扁豆
lencse	鏡片
alárendelt	從屬
bukását	沒落
lárvák	幼蟲
szónok	揚聲器
szónok	議長
államokat	國家
herkules	大力士
josip	josip
célpont	目標
bűnözők	罪犯
natalie	natalie
piszkos	髒
piszkos	臟
billentyű	閥
billentyű	閥門
óceánia	大洋洲
oldat	溶液
balesetek	事故
gratulálok	恭喜
gratulálok	祝賀
gratulálok	恭喜
gratulálok	祝賀
álmos	困
méz	蜂蜜
messzire	遠
vezetőség	管理
eagle	鷹
eagle	老鷹
eagle	雕
eagle	鵰
emilio	emilio
guillermo	guillermo
foglalkoztatott	受雇
gyárt	製成品
biztonságban	安全
biztonságban	平安
arch	拱
arch	拱門
gera	gera
persona	人格
tüntetések	示威
hullámos	波浪
teljesség	完整性
kölcsönhatás	互動
kölcsönhatás	相互作用
kölcsönhatás	互動
kölcsönhatás	相互作用
beverly	beverly
ajándék	禮物
ajándék	送禮
ajándék	禮品
ajándék	現任
ajándék	禮物
ajándék	禮品
ajándék	天賦
szőrös	毛茸茸
kazán	爐
kazán	爐子
kazán	火爐
kazán	熔爐
kazán	鍋爐
kazán	鍋爐
hasonlóság	相似
hasonlóság	相似
weboldalak	網站
helyőrség	前哨
helyőrség	前哨站
homogén	同質
homogén	同質
tulajdonosok	所有者
tulajdonosok	業主
joy	快樂
joy	喜悅
joy	歡樂
joy	joy
turbina	渦輪機
gyűrűs	響鈴
gyűrűs	環
gyűrűs	戒指
jóváhagyta	背書
felsorolás	列舉
biztosítottak	投保
utódok	後代
tribute	悼念
pályázati	招標
pályázati	投標
pályázati	溫柔
mérföld	mile
mérföld	萬里
mérföld	miles
mérföld	英里
fat	肥
fat	脂肪
fat	胖
franchise	專營
franchise	專營
számítások	計算
számítások	計算
biokémiai	生物化學
kitérő	繞道
kitérő	繞行
kitérő	彎路
pieter	pieter
munkanélküliség	失業
munkanélküliség	失業率
megérkeztek	抵達
megérkeztek	到達
brandon	brandon
régészet	考古學
régészet	考古
régészet	考古學
régészet	考古
hidalgo	hidalgo
báb	傀儡
báb	木偶
báb	繭
báb	蠶繭
védjegy	商標
gyöngy	明珠
gyöngy	珍珠
gyöngy	珍珠
képernyőn	螢幕
szükségesek	必要
szükségesek	必需
fotós	攝影師
jen	仁
jen	日圓
björn	bjorn
életkor	年紀
életkor	年齡
mocsár	沼澤
mocsár	沼澤地
mocsár	沼澤
mocsár	沼澤
bálna	鯨魚
bálna	鯨
párok	夫妻
párok	情侶
párok	夫婦
grönland	格陵蘭
állatkertben	動物園
gyógynövények	藥草
gyógynövények	草藥
ajtók	門
készülékek	電器
készülékek	用具
készülékek	裝置
készülékek	儀器
készülékek	器械
maffia	暴徒
maffia	暴民
maffia	黑手黨
mérleg	天秤座
mérleg	天秤
mérleg	平衡
mérleg	結餘
mérleg	均衡
mérleg	餘額
mérleg	比例尺
mérleg	規模
mérleg	天平
mérleg	尺度
mérleg	秤
juh	羊
juh	綿羊
solaris	solaris
központok	中心
süllyedt	沈沒
süllyedt	沈沒
kísért	縈繞
kísért	鬧鬼
kísért	困擾
stern	船尾
stern	stern
rigó	鶇
érmék	硬幣
érmék	錢幣
crown	冠
crown	王冠
crown	皇冠
következetes	始終如一
következetes	連貫
eurázsiai	歐亞
acer	acer
acer	槭
pakisztáni	巴基斯坦
kocsma	客棧
kocsma	酒館
kocsma	酒吧
kocsma	酒館
muszlimok	穆斯林
muszlimok	穆斯林
vastagsága	厚度
italok	飲料
percy	percy
bűnöző	罪犯
tároló	容器
tároló	貨櫃
tároló	儲存
tároló	貯存
megígérte	允諾
nyom	線索
befogadó	包容
befogadó	包容性
előzmények	歷史
generált	生成
tina	tina
hattyú	天鵝
rokonok	親屬
rokonok	親戚
rokonok	相關
régens	攝政
lakások	公寓
metacritic	metacritic
küldöttség	代表團
tech	科技
sally	莎莉
sally	sally
bál	舞會
bál	球
kolostorok	寺院
csődbe	破產
sint	sint
eladni	銷售
eladni	賣
kocsit	手推車
karma	報應
karma	因果報應
rezsim	政權
rezsim	制度
égbolt	天空
égbolt	sky
égbolt	天空
gyógyászati	藥用
átok	詛咒
átok	咒
kalapács	錘
kalapács	錘子
kalapács	槌
vezetési	駕駛
limited	有限
limited	限量
limited	限
limited	受限
gabrielle	gabrielle
derék	腰
derék	腰部
juliet	朱麗葉
díaz	díaz
walsh	walsh
kóbor	流浪
kóbor	走失
kóbor	ged
szeptemberi	九月份
szeptemberi	九月
gandhi	甘地
szóbeli	口頭
regisztráció	註冊
regisztráció	登記
regisztráció	註冊
regisztráció	登記
vándorló	遷移
vándorló	遷徙
vándorló	徘徊
vándorló	流浪
vándorló	遊蕩
morális	道義
morális	道德
ruby	紅寶石
ruby	ruby
brutális	野蠻
brutális	殘酷
brutális	殘暴
carla	carla
kvázi	准
vektor	載體
vektor	向量
wii	wii
izmok	肌肉
izmok	肌
izmok	肌肉
munkatárs	僱員
munkatárs	員工
munkatárs	職工
munkatárs	同事
munkatárs	同事
munkatárs	協理
albion	albion
blanc	blanc
pillanatnyi	瞬時
táplálkozás	營養
táplálkozás	營養
helyettesítő	替代
helyettesítő	替代品
helyettesítő	替代品
helyettesítő	替代
elsöprő	橫掃
elsöprő	掃
elsöprő	壓倒性
sirály	海鷗
sirály	海鷗
sirály	鷗
stressz	壓力
stressz	強調
stressz	應力
gleccser	冰川
idősek	長者
idősek	老人
idősek	老年人
irányelveket	指令
szabványosított	標準化
pillangó	蝴蝶
burns	燒傷
winchester	winchester
alicia	alicia
igazságszolgáltatás	正義
igazságszolgáltatás	司法
esélyt	機會
tisztességes	公平
előírások	要求
előírások	規格
előírások	規格
előírások	標準
akarat	將
akarat	威爾
meghatározás	定義
meghatározás	決心
eskü	誓
eskü	誓言
eskü	誓詞
eskü	宣誓
eskü	誓
eskü	誓言
eskü	誓詞
eskü	誓言
eskü	誓言
eskü	誓詞
mezők	田間
mezők	田地
mezők	欄位
mezők	田野
gipsz	石膏
gipsz	投
gipsz	演員
gipsz	石膏
élettartam	壽命
élettartam	長壽
élettartam	終生
élettartam	一生
élettartam	終身
dion	dion
metallica	metallica
ios	ios
wendy	wendy
byron	拜倫
laikus	外行
yang	楊
yang	yang
szerető	愛人
szerető	情人
vitás	爭端
vitás	糾紛
vitás	爭議
enni	吃
enni	飲食
enni	進食
enni	食
genesis	創世紀
genesis	創世
genesis	起源
tartózkodási	居住
tartózkodási	住宅
tartózkodási	居所
tartózkodási	住所
csontváz	骨骼
csontváz	骷髏
csontváz	骨架
csontváz	骨骼
értékelt	評分
tanú	見證
tanú	證人
szavazók	選民
ada	ada
nana	奶媽
fitzgerald	fitzgerald
titán	鈦
titán	泰坦
okirat	地契
okirat	契約
tündér	神仙
tündér	仙女
tündér	仙
tündér	仙子
öntött	石膏
öntött	投
öntött	演員
szakszervezetek	工會
vásárolni	買東西
vásárolni	購物
indulási	出境
indulási	離境
vízszintesen	水平
vízszintesen	橫向
vízszintesen	水平
pihenő	休息
pihenő	休息
kényes	敏感
kényes	敏感性
kényes	敏感度
kényes	細膩
kényes	精緻
véletlenszerű	隨機
hadihajó	戰艦
hadihajó	軍艦
hadihajó	戰艦
hadihajó	軍艦
hadihajó	戰艦
rózsák	玫瑰花
rózsák	玫瑰
hetek	星期
hetek	周
hetek	週數
lemondani	取消
határidő	限期
határidő	期限
quercus	櫟
kolónia	殖民地
igy	喝
igy	喝酒
látogatás	參觀
látogatás	訪問
látogatás	訪問
látogatás	造訪
látogatás	來訪
látogatás	拜訪
joshua	joshua
hangulatot	共鳴
áttörés	突破性
áttörés	突破
teknős	海龜
teknős	烏龜
teknős	龜
teknős	烏龜
teknős	龜
trans	跨
trans	轉運
julio	julio
szószék	講壇
közvetve	間接
közvetve	間接
átmérő	直徑
ara	ara
opus	opus
valószínűsége	可能性
valószínűsége	概率
valószínűsége	可能性
csillagközi	星際
középszerű	平庸
pamela	pamela
uip	uip
áru	商品
áru	貨物
áru	商品
sven	斯文
valentine	情人節
tájak	景觀
dallamok	曲調
cgi	cgi
ravasz	狡詐
szívvel	心
szívvel	心臟
maya	maya
szabványok	標準
kifinomult	精煉
kifinomult	老練
kifinomult	精密
hernández	hernández
sejtés	猜想
paprika	辣椒
paprika	胡椒
nikkel	鎳
terhelés	負載
terhelés	裝載
terhelés	負荷
terhelés	裝載
dzsungel	叢林
szimbólumok	符號
bírók	法官
toll	羽毛
toll	鋼筆
toll	筆
toll	鋼筆
toll	筆
toll	羽
toll	羽毛
mennyiségi	量化
mennyiségi	定量
gabonát	糧食
gabonát	穀物
gabonát	糧
oswald	oswald
meggyőzte	深信
peterson	peterson
pen	鋼筆
pen	筆
khmer	高棉
átadás	交接
átadás	移交
elhagyatott	荒涼
elhagyatott	廢棄
elhagyatott	遺棄
sánta	gimp
sánta	跛腳
sánta	跛
joker	小丑
ajánlja	推薦
tégla	磚頭
tégla	磚
tégla	磚塊
tégla	磚頭
tégla	brick
tégla	磚
tégla	磚塊
tégla	痣
tégla	鼴鼠
tégla	摩爾
egyenletek	方程
egyenletek	方程式
lois	lois
antarktiszi	南極洲
antarktiszi	南極
létezése	存在
sztárok	名人
sztárok	星星
sztárok	明星
sztárok	星空
sztárok	星
sztárok	恆星
patkány	鼠
patkány	耗子
patkány	老鼠
szolgálni	服務
szolgálni	發球
bányászok	礦工
gyanú	懷疑
novemberi	十一月
támadók	侵略者
café	咖啡廳
café	咖啡館
café	cafe
café	咖啡廳
café	咖啡館
ügyész	檢察官
osztag	班長
osztag	班
osztag	小隊
decemberi	十二月
csend	寂靜
csend	沈默
csend	緘默
manfred	manfred
coulthard	coulthard
hiv	hiv
béka	蛙
béka	青蛙
kúpos	錐形
kúpos	圓錐
jehova	耶和華
teljesítő	表演
chang	chang
chang	張
tracy	tracy
tokaj	tokaj
vipera	毒蛇
elhanyagolható	邊際
partner	伴侶
partner	夥伴
partner	合伙人
partner	搭檔
turbo	渦輪
séta	步行
séta	散步
séta	行走
séta	走路
séta	漫步
séta	步行
séta	散步
séta	走路
domingo	domingo
pim	pim
klarinét	單簧管
tartózkodás	棄權
bolsevik	布爾什維克
szegénység	貧窮
szegénység	貧困
rca	rca
pierce	pierce
interjúk	面談
interjúk	訪談
interjúk	面試
interjúk	採訪
interjúk	約談
burmai	緬
burmai	緬甸
sharon	sharon
sharon	沙龍
bud	芽
bud	bud
bába	助產士
tervezők	設計師
méretek	尺寸
méretek	大小
méretek	尺碼
méretek	尺寸
epikus	史詩
utasításokat	指令
utasításokat	指示
holding	持有
holding	控股
szelíd	溫和
szelíd	溫柔
szelíd	溫順
szelíd	馴服
img	img
állatorvosi	獸醫
knut	knut
armand	armand
enzimek	酶
bohóc	小丑
ablakon	窗戶
ablakon	窗
ablakon	視窗
reformokat	改革
skálán	比例尺
skálán	規模
megsemmisítő	破壞性
megsemmisítő	毀滅性
jens	jens
munkatársak	僱員
munkatársak	員工
munkatársak	同事
kritérium	標準
kritérium	標準
ofc	大洋洲
senior	資深
bőre	肌膚
wade	wade
galaxisok	星系
elítélt	定罪
elítélt	俘虜
elítélt	囚犯
elítélt	犯人
elítélt	囚徒
elítélt	判刑
kiterjesztett	延伸
kiterjesztett	擴展
kiterjesztett	延長
kiterjesztett	擴大
portálok	門戶
fülke	攤位
fülke	booth
kötél	繩
kötél	繩子
kötél	繩索
matilda	matilda
szívem	心
szívem	心臟
utazni	旅行
vadászik	獵
vadászik	狩獵
vadászik	打獵
ranglista	排名
richie	richie
holdat	月球
holdat	月亮
holdat	月
ironikus	諷刺
ironikus	諷刺
hector	hector
spp	spp
befektetési	投資
testvériség	友愛
testvériség	互助會
testvériség	博愛
testvériség	義氣
quinn	quinn
kalóz	海盜
gyermekeknek	兒童
castel	castel
csésze	盃
csésze	杯
csésze	杯子
idéz	引號
idéz	報價
idéz	引述
idéz	引用
idéz	引文
raj	raj
származási	血統
mérges	生氣
mérges	怒
mérges	憤怒
gyárak	工廠
napfogyatkozás	日蝕
évtizede	十年
doyle	doyle
csatlakozás	加入
csatlakozás	入世
csatlakozás	加入
csatlakozás	連結
működőképes	功能
működőképes	運作
mill	磨坊
megfigyelési	觀測
kötelezően	強制
kötelezően	強制
többszörösen	多重
többszörösen	多種
többszörösen	多個
szótag	音節
szótag	音節
szerelmesek	戀人
szerelmesek	愛人
szerelmesek	情侶
szerelmesek	情人
homokkő	砂岩
effektus	特效
effektus	效果
effektus	效應
példákat	舉例
példákat	例子
példákat	範例
üdvözlet	問候
twitter	twitter
pénznem	貨幣
pénznem	幣值
pénznem	貨幣
beszámolók	報告
telített	飽和
képernyő	螢幕
üzletemberek	商人
füle	耳
füle	耳朵
füle	耳
füle	耳朵
gore	戈爾
elrendezés	版面
elrendezés	佈局
elrendezés	排版
elrendezés	安排
üzletek	企業
üzletek	店鋪
üzletek	商店
leszbikus	女同志
bengáli	孟加拉
columbus	哥倫布
travis	travis
mentor	導師
karate	空手道
fájdalmat	痛
fájdalmat	傷痛
fájdalmat	疼痛
fájdalmat	痛苦
műveltség	掃盲
műveltség	識字
csodák	奇蹟
csodák	奇跡
csodák	奇觀
csodák	奇跡
haldokló	垂死
clay	黏土
clay	泥
clay	粘土
leleteket	工藝品
leleteket	文物
alvó	睡
alvó	睡覺
alvó	臥鋪
yahoo	yahoo
ciklusban	週期
ciklusban	迴圈
átalakulás	轉換
átalakulás	變換
átalakulás	轉化
átalakulás	轉型
átalakulás	轉變
átalakulás	變形
watt	瓦特
mas	mas
jártas	熟練
bishop	主教
bishop	bishop
avenue	大街
avenue	大道
kosár	籃
kosár	籃子
kosár	籃球
kosár	籃
kosár	籃子
kosár	手推車
tehetség	才幹
tehetség	人才
tehetség	才華
tehetség	天才
tehetség	天賦
kikötők	港口
kikötők	埠
kikötők	港口
kikötők	港
barack	桃子
barack	杏樹
barack	杏
barack	桃
barack	桃子
barack	barack
gong	阿公
gong	龔
lux	力士
rendeletek	條例
rendeletek	法令
rendeletek	政令
mentés	節省
mentés	儲蓄
mentés	營救
mentés	救援
mentés	拯救
ateista	無神論者
ateista	無神論
gigi	gigi
infláció	通貨膨脹
motors	馬達
paradoxon	矛盾
becsapódás	撞擊
becsapódás	影響力
becsapódás	影響
becsapódás	衝擊
hajózás	航行
hajózás	帆船
hajózás	航海
hajózás	運費
hajózás	出貨
hajózás	航運
izotóp	同位素
massimo	massimo
ignacio	ignacio
kapacitás	容量
kapacitás	能力
maggie	maggie
libéria	賴比瑞亞
szeminárium	討論會
szeminárium	研討會
szeminárium	神學院
szeminárium	討論會
szeminárium	研討會
hulladék	廢棄物
hulladék	廢物
hulladék	浪費
hulladék	廢物
jill	吉爾
schwartz	schwartz
hetven	七十
temetése	葬禮
temetése	喪葬
temetése	喪禮
cseréje	替換
cseréje	更換
cseréje	置換
cseréje	替代
tüskés	spike
depresszió	蕭條
depresszió	抑鬱
depresszió	抑鬱症
depresszió	沮喪
ponte	ponte
szellemek	魂靈
ujj	指頭
ujj	手指
ujj	手指
tesco	tesco
keverék	搭配
keverék	組合
keverék	混合
keverék	混合物
keverék	混合
eve	夏娃
eve	eve
borok	酒
borok	葡萄酒
bruttó	毛
bruttó	毛額
szörnyeteg	野獸
szörnyeteg	獸
szörnyeteg	怪獸
szörnyeteg	妖怪
szörnyeteg	怪獸
szörnyeteg	怪物
gazdagok	富人
gazdagok	富
gazdagok	豐富
gazdagok	富有
gazdagok	富裕
gazdagok	富有
délutáni	下午
délutáni	午後
patrik	patrick
hűség	忠心
hűség	忠誠
úszók	泳者
luka	luka
rendellenességek	異常
akták	文件
akták	檔案
alexandria	亞歷山大
ionok	離子
igazságos	公平
kazetta	帶子
kazetta	膠帶
kazetta	磁帶
csillogó	閃亮
alapok	基金
alapok	資金
talajban	泥土
talajban	土壤
talajban	土
fuchs	fuchs
hálás	感恩
hálás	感恩
ünnepélyesen	莊嚴
virágot	花
virágot	鮮花
virágot	花卉
virágot	花兒
virágot	花朵
masszív	大規模
szakadék	山溝
szakadék	深淵
szakadék	間隙
szakadék	缺口
szakadék	差距
random	隨機
párbaj	決鬥
párbaj	決戰
hegymászó	登山
verne	verne
elfogott	被俘
weiß	weiß
superior	優越
superior	上級
csatahajó	戰艦
tehén	奶牛
tehén	牛
tehén	奶牛
tehén	母牛
bug	臭蟲
szahara	撒哈拉
egyidejű	並行
marvin	marvin
dorothy	dorothy
fizetési	付款
fizetési	支付
nehézséget	困難
nehézséget	難度
sonic	音波
sonic	音速
szikra	火花
szikra	閃亮
szikra	火花
szikra	火種
midi	midi
canyon	峽谷
megszakítás	中斷
megszakítás	中止
útmutatók	指南
útmutatók	嚮導
mellékfolyói	支流
üzeneteket	訊息
üzeneteket	信件
mkp	mcp
kibővített	延伸
kibővített	擴展
kibővített	延長
kibővített	擴大
kibővített	擴大
shield	盾牌
pince	地窖
pince	基底
pince	地下室
risc	risc
marha	牛肉
marha	牛
anatolij	anatoly
lefordítani	翻譯
környezetvédelem	環境
edények	用具
edények	壺
edények	鍋
edények	菜
húst	肉
húst	肉食
húst	肉類
ultra	超
ítélve	判斷
ítélve	評判
háló	web
háló	網
háló	網路
háló	淨
háló	net
háló	網
háló	籃網
háló	漁網
háló	蚊帳
háló	臥室
háló	臥房
crash	崩潰
crash	撞車
crash	墜毀
varjú	烏鴉
bonn	波恩
katie	katie
poe	坡
kompakt	協約
kompakt	緊湊
kompakt	契約
flickr	flickr
halat	魚類
halat	魚
halat	魚兒
kommunikálni	溝通
pusztítást	浩劫
száműzött	流亡
száműzött	放逐
száműzött	流放
száműzött	流亡
száműzött	流放
meglepetés	驚喜
meglepetés	驚奇
komor	憂鬱
összecsapások	衝突
társulás	結社
társulás	協會
idol	偶像
unalmas	無聊
megőrizni	保全
hora	hora
srác	guy
jelképes	象徵
jelképes	象徵性
emanuel	emanuel
sid	sid
számítási	計算
kötelezettség	義務
kötelezettség	責任
kötelezettség	負債
kötelezettség	義務
elítélték	定罪
elítélték	定罪
elítélték	判罪
sürgős	緊急
sürgős	急
bárka	方舟
bárka	駁船
bővítés	擴大
bővítés	延伸
bővítés	擴展
bővítés	延長
bővítés	延期
bővítés	膨脹
bővítés	擴建
bővítés	擴張
bővítés	拓展
bővítés	擴大
bővítés	擴展
philips	philips
philips	飛利浦
tervezet	草稿
fertőzések	感染
fertőzések	傳染
fertőzések	感染
pov	pov
brett	brett
gumi	橡膠
gumi	橡皮
búvár	跳水
búvár	潛水
búvár	潛水員
folklór	民俗
ősök	祖先
ősök	古人
ajka	嘴唇
ajka	唇
ajka	雙唇
gould	gould
ösztöndíjas	獎學金
íjászat	射箭
capitol	都城
fogadalmat	誓言
fogadalmat	誓詞
glam	華麗
mozgatható	動產
disznó	豬
jogai	權利
száj	嘴唇
száj	唇
száj	雙唇
száj	嘴巴
száj	口
száj	嘴
száj	口腔
hernyó	毛蟲
beruházások	投資
beruházások	投資
bülbül	鵯
ideg	神經
vízvezeték	管道
vízvezeték	水道
vízvezeték	水渠
teddy	teddy
busszal	公車
busszal	巴士
szimpla	簡單
bart	bart
halhatatlanok	不朽
csökkentik	減少
vakok	瞎子
vakok	盲目
vakok	盲
vakok	盲人
vakok	瞎
pisztoly	手槍
pisztoly	手槍
pisztoly	槍支
pisztoly	槍
pisztoly	炮
lítium	鋰
kéreg	吠
kéreg	樹皮
stephens	stephens
elégtelen	不足
elégtelen	不足
unokahúga	外甥女
unokahúga	姪女
csepp	滴
csepp	下降
csepp	滴水
csepp	點滴
csepp	滴
csepp	滴
apácák	尼姑
pecsét	蓋章
pecsét	郵票
pecsét	印章
pecsét	封
pecsét	密封
pecsét	印章
pecsét	海豹
gránit	花崗岩
kerekek	輪
kerekek	車輪
intellektuális	智力
stephan	stephan
cristina	cristina
bankár	莊
kormányok	政府
noé	noah
noé	諾亞
évenkénti	每年
törékeny	脆弱
törékeny	易碎
változtatható	變數
változtatható	可變
nagykövetség	大使館
nagykövetség	使館
földeket	土地
bevételek	收益
bevételek	稅收
bevételek	收入
bevételek	收入
bevételek	收入
bevételek	收益
bevételek	收據
bevételek	收款
puska	獵槍
puska	步槍
ágyúk	槍支
ágyúk	槍械
rfc	rfc
mutáns	突變
mutáns	變異
legkorábban	最早
meditáció	冥想
pal	pal
humanitárius	人道主義
sajt	乳酪
sajt	乾酪
vámpírok	吸血鬼
hónapokig	月
hónapokig	月份
visszaélés	濫用
visszaélés	誤用
visszaélés	濫用
visszaélés	虐待
pók	蜘蛛
katarina	katarina
pri	pri
rakás	堆堆
rakás	堆
áprilisi	四月
áprilisi	四月份
gregor	gregor
struktúrák	結構
terrorista	恐怖主義
diós	核桃
diós	胡桃
hajduk	hajduk
birtokolt	擁有
belvárosban	市區
februári	二月
korrupció	腐敗
lakossági	住宅
lakossági	寄宿
lakossági	零售
fizet	付費
fizet	付款
fizet	支付
demokraták	民主黨
ellentmondás	矛盾
diktátor	獨裁者
oleg	oleg
barbie	芭比
elias	elias
molly	茉莉
molly	molly
orson	orson
polgárság	公民權
cap	帽
cap	cap
cap	上限
luxembourg	盧森堡
nőnemű	女
nőnemű	女性
evangélium	福音
alszik	睡
alszik	睡覺
olvadt	熔化
olvadt	融化
brand	品牌
harmónia	和睦
harmónia	和諧
elfogadom	接受
heidelberg	海德堡
örökletes	世襲
örökletes	遺傳
ash	灰
ash	ash
ash	火山灰
ash	灰燼
ritmus	韻律
ritmus	節奏
múmia	木乃伊
életrajzok	傳記
ismeretlenek	未知
ismeretlenek	不明
vanessa	vanessa
gear	裝備
gear	gear
gear	齒輪
codex	法典
neal	neal
tolvaj	賊
alexis	alexis
júniusi	六月份
júniusi	六月
tinta	墨
tinta	墨水
tinta	油墨
táplálkozási	營養
táplálkozási	營養
darabos	矮胖
darabos	結節
méreg	毒
méreg	毒液
méreg	毒藥
méreg	毒
méreg	毒物
frances	frances
egyensúlyi	平衡
egyensúlyi	均衡
füles	提示
füles	小費
castillo	castillo
szentírás	經文
szentírás	經文
nyolcvan	八十
nyolcvan	eighty
denver	丹佛
sugárút	大道
sugárút	大街
sugárút	大道
blair	blair
ízeltlábúak	節肢動物
shoemaker	鞋匠
bankjegyek	紙幣
bankjegyek	鈔
korlát	限制
korlát	上限
korlát	極限
korlát	限
korlát	限額
korlát	屏障
abbey	修道院
irene	irene
elbukott	失敗
gyümölcsöt	果實
gyümölcsöt	水果
gyümölcsöt	果
bostoni	波士頓
fészkelő	築巢
energetikai	高能
nash	nash
monk	僧侶
monk	和尚
monk	僧
visszavonulás	退
visszavonulás	撤退
megjelölés	標記
megjelölés	標示
megjelölés	標識
megjelölés	稱謂
megjelölés	指定
megjelölés	旗幟
megjelölés	國旗
megjelölés	旗
megjelölés	旗子
megjelölés	標記
megjelölés	標籤
komponens	元件
tanítvány	門徒
tanítvány	徒弟
tanítvány	弟子
tanítvány	瞳孔
tanítvány	學生
tanítvány	學徒
tanítvány	徒弟
rivera	rivera
tobias	tobias
misszionárius	傳教士
misszionárius	傳教
rue	rue
kormányzás	施政
kormányzás	治理
bevásárlóközpont	商場
fáklya	火把
fáklya	火炬
mélyebben	更深
tág	擴張
tág	廣義
tág	廣
tág	寬
randall	randall
szabadban	室外
szabadban	戶外
elkövető	罪犯
csütörtök	週四
csütörtök	星期四
leggyorsabban	最快
plata	plata
gogol	gogol
exkluzív	排他性
exkluzív	排他
exkluzív	獨家
exkluzív	專屬
vaskos	矮胖
szakállas	鬍子
szakállas	鬍鬚
beállítani	調整
adományt	捐
adományt	捐贈
adományt	捐款
adományt	捐獻
bűnök	惡習
bűnök	罪行
bűnök	犯罪
bűnök	罪孽
bűnök	罪
bűnök	罪惡
dicsőség	表揚
dicsőség	贊美
dicsőség	稱贊
dicsőség	榮耀
dicsőség	光榮
falls	瀑布
sztyeppe	草原
demó	示範
demó	演示
pusztítás	浩劫
pusztítás	破壞
pusztítás	毀滅
pusztítás	毀壞
pusztítás	銷毀
tüntetés	示威
tüntetés	抗議
tüntetés	示範
tüntetés	演示
tüntetés	示威
judy	judy
zsákmány	獵物
zsákmány	戰利品
zsákmány	掠奪
zsákmány	侵吞
mills	mills
bowie	bowie
vezetékes	有線
szulfát	硫酸
szulfát	硫酸鹽
genetika	遺傳學
genetika	遺傳
heather	heather
metil	甲基
meteorit	隕石
reid	reid
fin	鰭
fin	芬
legkönnyebb	最輕
keresem	尋找
lara	lara
kiterjesztése	延伸
kiterjesztése	擴展
kiterjesztése	延長
kiterjesztése	延伸
kiterjesztése	擴展
kiterjesztése	延長
kiterjesztése	延期
légitársaságok	航空公司
légitársaságok	航空
feltámadás	復活
kromoszóma	染色體
casino	賭場
kleopátra	cleopatra
flores	flores
whitney	whitney
felszabadult	解放
pope	教皇
pope	教宗
burkolat	赫爾
burkolat	船體
festés	印染
festés	畫
festés	油漆
festés	顏料
festés	畫畫
festés	畫
festés	油畫
festés	繪畫
deluxe	豪華
tészta	麵食
tészta	麵條
tészta	面
tészta	面面
tészta	麵團
tészta	糕點
tészta	麵條
áramlás	流
áramlás	流程
áramlás	流通
áramlás	流動
áramlás	流量
vőlegény	新郎
vőlegény	新郎
vőlegény	未婚夫
mítoszok	神話
pán	潘
pán	泛
pán	pan
tükrözik	反映
ast	ast
enyém	礦山
áttetsző	透明
áttetsző	半透明
jar	罐
jar	罐子
előnyei	優點
előnyei	長處
előnyei	優勢
