με	עם
βρετανική	בריטי
βρετανική	בריטית
συγκρούσεις	עימותים
συγκρούσεις	סכסוכים
συγκρούσεις	הסכסוך
συγκρούσεις	עימות
συγκρούσεις	סכסוך
προ	קדם
προ	טרום
χειμώνα	החורף
χειμώνα	חורף
πράσινο	ירוקה
πράσινο	גרין
πράσινο	ירוק
δία	זאוס
δία	צדק
εταιρείες	תאגידים
εταιρείες	חברות
εφημερίδες	עיתונים
εφημερίδες	עיתון
εφημερίδες	עיתונים
εφημερίδες	ניירות
εφημερίδες	עיתונים
εφημερίδες	מסמכים
αρχαιολογικό	הארכיאולוגי
μουσικός	מוזיקאי
χρήματα	כסף
τραγουδίστρια	זמרת
τραγουδίστρια	זמר
βερολίνο	ברלין
κλίμακα	מאזניים
ανέβηκε	העלה
ανέβηκε	הועלה
ανέβηκε	נטען
ανέβηκε	הועלו
μέλλον	עתיד
μέλλον	עתידי
μέλλον	העתיד
κύκλος	עיגול
κύκλος	המעגל
κύκλος	מעגל
κύκλος	חוג
κύκλος	מחזור
βιέννη	וינה
σκοτώθηκε	נהרגה
σκοτώθηκε	נהרג
σκοτώθηκε	נהרגו
σκοτώθηκε	הרג
δεδομένου	בהינתן
δεδομένου	שניתנו
δεδομένου	ניתנה
δεδομένου	ניתנו
δεδομένου	נתון
πρότεινε	הצעות
πρότεινε	הצעת
πρότεινε	הציע
πρότεινε	הצעה
πρότεινε	הוצע
βασιλείας	בזל
εφαρμογές	יישומים
εφαρμογές	אפליקציות
εφαρμογές	יישומים
αλλάξει	שינה
αλλάξει	השתנה
αλλάξει	השתנו
αλλάξει	השתנתה
αιώνες	מאות
αιώνες	עידנים
χτίστηκε	בנויה
χτίστηκε	נבנתה
χτίστηκε	נבנה
χτίστηκε	בנה
χτίστηκε	בנוי
ιστορίες	סיפורים
ιστορίες	מעשיות
ιστορίες	סיפורים
ισπανικά	ספרדי
ισπανικά	ספרדית
βρετανικό	בריטים
βρετανικό	בריטי
βρετανικό	בריטית
έρευνες	סקרים
έρευνες	חקירות
έρευνες	מחקר
έρευνες	בירורים
έρευνες	חקירות
έρευνες	חקירה
εκλογή	בחירות
κάνοντας	עושה
κάνοντας	עושים
κάνοντας	ביצוע
κάνοντας	מכין
κάνοντας	מכינה
πρακτική	מעשית
πρακτική	מעשי
πρακτική	אימון
πρακτική	להתאמן
πρακτική	תרגול
ρίζες	שורשי
ρίζες	שורשים
μερικοί	כמה
μερικοί	חלקם
ποιητές	משוררים
σύνδεση	כניסה
σύνδεση	התחברות
σύνδεση	התחבר
σύνδεση	חיבור
σύνδεση	החיבור
σύνδεση	קשר
σύνδεση	מתחבר
σύνδεση	חיבור
σύνδεση	מתחברים
σύνδεση	קישור
σύνδεση	לינק
σύνδεση	להתחבר
σύνδεση	התחבר
αυτοκίνητα	מכוניות
αυτοκίνητα	מכוניות
πλευρές	צד
πλευρές	צדדים
τεράστια	ענקית
τεράστια	ענק
τεράστια	עצומה
τεράστια	עצום
διαδίκτυο	אינטרנט
διαδίκτυο	האינטרנט
νούμερο	מספר
νούμερο	המספר
δίνοντας	הנתינה
δίνοντας	מתן
δίνοντας	נתינה
καφέ	בראון
καφέ	חומה
καφέ	חומות
καφέ	חום
καφέ	קפה
πατριάρχης	הפטריארך
οδός	סטריט
οδός	רחוב
οδός	כביש
συμπεριλαμβανομένων	כולל
λος	לוס
γνωστές	ידוע
γνωστές	הידוע
γνωστές	ידועה
γνωστές	ידועים
άμυνας	הגנה
μάτια	עיניים
μάτια	העיניים
επιγραφή	הקדשה
εκδηλώσεις	ארועים
εκδηλώσεις	אירועים
σερβία	סרביה
βαν	ואן
ποικιλία	גיוון
ποικιλία	מגוון
ποικιλία	גיוון
κώστα	קוסטס
κώστα	קוסטה
δολοφονία	התנקשות
δολοφονία	רצח
αθλητής	אתלט
αθλητής	ספורטאי
φιλόσοφος	פילוסוף
παρασκευή	שישי
καθήκοντα	משימות
καθήκοντα	מטלות
καθήκοντα	חובות
καθήκοντα	מטלות
απώλειες	אובדן
απώλειες	אבדן
απώλειες	הפסד
απώλειες	אבידה
απώλειες	אבדות
απώλειες	אבידות
απώλειες	ההפסדים
απώλειες	הפסדים
απώλειες	נפגעים
απώλειες	אבדות
απώλειες	אבידות
απώλειες	חללים
συνεχίζει	ממשיכה
συνεχίζει	ממשיך
εκπομπή	שידור
εκπομπή	השידור
εκπομπή	פליטה
κινητήρα	מנוע
κινητήρα	מנוע
αντικαταστάθηκε	החליף
αντικαταστάθηκε	הוחלף
αντικαταστάθηκε	הוחלפו
τόμας	תומאס
απλό	פשוטות
απλό	פשוט
απλό	פשוטה
απλό	פשוטים
απλό	מישור
εβδομάδα	שבוע
έρχεται	בא
έρχεται	מגיע
έρχεται	באה
έρχεται	באים
επιστήμες	מדע
επιστήμες	מדעים
αυλή	החצר
αυλή	חצר
αυλή	החצר
αυλή	חצר
επαγγελματική	מקצועיות
επαγγελματική	מקצוען
επαγγελματική	מקצועית
επαγγελματική	מקצועי
γαλλικό	צרפתי
γαλλικό	צרפתית
γαλλικό	צרפתים
φήμη	מוניטין
φήμη	תהילה
φήμη	שמועה
δημοσίευσε	פורסם
δημοσίευσε	פורסמה
δημοσίευσε	פרסמה
δημοσίευσε	פרסמו
δημοσίευσε	פרסם
κόλπο	טריק
κόλπο	תכסיס
κόλπο	תעלול
κόλπο	תחבולה
τύμπανα	תוף
τύμπανα	תופים
ανακάλυψη	גלו
ανακάλυψη	גלה
ανακάλυψη	לגלות
ανακάλυψη	גלי
ανακάλυψη	דיסקברי
ανακάλυψη	התגלית
ανακάλυψη	תגלית
ανακάλυψη	גילוי
ιδρυτής	המייסד
ιδρυτής	מייסד
διαφορές	הבדלים
διαφορές	ההבדלים
διαφορές	מחלוקות
διαφορές	סכסוכים
κινήσεις	תנועות
κινήσεις	מהלכים
κινήσεις	תנועות
πυρήνα	ליבה
πυρήνα	ליבת
πυρήνα	הליבה
πυρήνα	גרעין
ποιος	מי
νόμπελ	נובל
κανονική	רגילה
κανονική	סדיר
κανονική	רגיל
κανονική	קבוע
κανονική	נורמלי
κανονική	נורמליות
κανονική	נורמאלי
κανονική	רגיל
κανονική	נורמלית
αδελφή	אחותי
αδελφή	אחות
έπεσε	נפלה
έπεσε	נפלו
έπεσε	פל
έπεσε	נפל
άγαλμα	פסל
βραζιλία	ברזיל
βορρά	צפונה
βορρά	הצפון
βορρά	צפון
δύσκολο	קשה
δύσκολο	קשיח
δύσκολο	קשה
δύσκολο	קשים
προσπαθεί	משתדלת
προσπαθεί	מנסה
προσπαθεί	משתדל
αριθμούς	מספרים
ιερουσαλήμ	ירושלים
στρατόπεδο	קאמפ
στρατόπεδο	מחנה
εννέα	nine
εννέα	תשע
εννέα	תשעה
διαφορετικό	שונות
διαφορετικό	שונה
διαφορετικό	שונים
αλήθεια	נכונות
αλήθεια	אמת
αλήθεια	נכון
αλήθεια	האמת
αλήθεια	אמת
αλήθεια	באמת
αλήθεια	ממש
ποσότητα	הכמות
ποσότητα	כמות
δισκογραφία	דיסקוגרפיה
διαδρομή	נתיב
διαδρομή	שביל
διαδρομή	הנתיב
νερά	ווטרס
σουηδία	שוודיה
σουηδία	שבדיה
λατινική	לטינית
λατινική	לטיני
λατινική	בלטינית
λατινική	הלטינית
ολόκληρο	שלם
ολόκληρο	שלמה
έκφραση	ביטוי
έκφραση	הבעה
υπολογιστή	מחשב
γνωστοί	ידוע
γνωστοί	הידוע
γνωστοί	ידועה
γνωστοί	ידועים
γνωστοί	מכרים
προσφορά	תציעו
προσφορά	הצעה
προσφορά	ההצעה
φρούριο	מבצר
φρούριο	מבצר
φρούριο	פורט
παρατηρήσεις	תצפיות
παρατηρήσεις	התגובות
παρατηρήσεις	תגובות
παρατηρήσεις	הערות
δίκη	משפט
σχόλια	התגובות
σχόλια	תגובות
σχόλια	הערות
άξονα	ציר
νομική	חוקי
νομική	משפטי
νομική	חוקית
νομική	חוקיים
νομική	חוקיות
γράμμα	אות
γράμμα	מכתב
υποψηφιότητα	מועמדות
πνεύμα	ספיריט
πνεύμα	רוח
βουνά	ההרים
βουνά	הרים
παλιό	ישנה
παλιό	זקן
παλιό	ישן
παλιό	זקנה
τομείς	מגזרים
συμφωνώ	מסכימים
συμφωνώ	מסכימה
συμφωνώ	מסכים
συρία	סוריה
γενιά	דור
κατανομή	התמוטטות
κατανομή	פירוט
κατανομή	הקצאת
κατανομή	הפצה
κατανομή	התפלגות
στίχους	פסוקים
στίχους	מילים
κλειστό	סגורות
κλειστό	סגורים
κλειστό	סגור
κλειστό	סגורה
αυτοκίνητο	הרכב
αυτοκίνητο	מכונית
αυτοκίνητο	רכב
αυτοκίνητο	מכונית
αυτοκίνητο	רכב
αυτοκίνητο	אוטו
εξαρτάται	תלוי
κατάταξη	דירוג
κατάταξη	סיווג
κατάταξη	מיון
δικαιοσύνης	הצדק
δικαιοσύνης	צדק
μεξικό	מקסיקו
φυσικός	טבעית
φυσικός	טבעיות
φυσικός	טבעי
φυσικός	פיזיקאי
τουρνουά	הטורניר
τουρνουά	טורניר
τουρνουά	טורנירים
σωματεία	האיגודים
αντίτυπα	עותקים
αντίτυπα	העתקים
ημερολόγιο	יומני
ημερολόγιο	יומן
ημερολόγιο	יומן
στατιστικά	סטטיסטיקה
συμβολή	תרומה
βασικές	בסיסי
βασικές	בסיסיים
βασικές	בסיסית
βασικές	בסיסיות
στυλ	סטיילס
στυλ	סגנונות
στυλ	הסגנון
στυλ	סטייל
στυλ	סגנון
ήλιο	הליום
τοπικές	מקומיים
τοπικές	מקומי
τοπικές	מקומית
ρεάλ	ריאל
ρεάλ	אמיתי
ρεάλ	אמיתית
ρεάλ	אמיתיים
ρεάλ	אמיתיות
βοήθησε	עזר
κρατών	מדינות
γράφτηκε	נכתב
γράφτηκε	כתובה
γράφτηκε	נכתבה
γράφτηκε	כתובים
γράφτηκε	כתוב
θεωρεί	מחשיב
βοηθός	עוזרת
βοηθός	עוזר
βοηθός	מסייע
βοηθός	סגן
ελβετία	שוויץ
ελβετία	שווייץ
αναζήτηση	חפש
αναζήτηση	חיפוש
αναζήτηση	חפשי
αναζήτηση	המסע
βιομηχανία	תעשיה
βιομηχανία	תעשייה
βιομηχανία	תעשיית
βιομηχανία	התעשייה
υποστήριξε	תמיכה
υποστήριξε	נתמכת
υποστήριξε	נתמך
υποστήριξε	תמך
καλλιτεχνικό	אומנותי
καλλιτεχνικό	אמנותי
καλλιτεχνικό	אמנותית
τεύχος	גיליון
τεύχος	סוגיה
εσύ	את
εσύ	אתה
εσύ	אותך
μπάσκετ	כדורסל
επιστρέφει	מחזירה
μουσικοί	מוזיקאים
κοιλάδα	עמק
κοιλάδα	ואלי
κοιλάδα	העמק
προϊόν	המוצר
προϊόν	מוצר
παλάτι	הארמון
παλάτι	ארמון
πασά	פאשה
συγχώνευση	מיזוג
συγχώνευση	למזג
συγχώνευση	מיזוג
συγχώνευση	מיזוג
εμπειρία	ניסיון
εμπειρία	חוויה
εμπειρία	נסיון
εμπειρία	התנסות
σκηνές	סצנות
σκηνές	סצינות
σκηνές	אוהל
σκηνές	אוהלים
καθ	קאת
αθλητικά	סניקרס
αθλητικά	ספורט
χρυσός	זהב
χρυσός	זהוב
χρυσός	גולדן
χρυσός	זהב
χρυσός	גולד
φίλος	ידיד
φίλος	חברה
φίλος	חבר
τρίτος	שלישי
τρίτος	השלישי
τρίτος	שלישית
σύγκριση	השוואה
ανακοινώθηκε	הוכרזה
ανακοινώθηκε	הודיעה
ανακοινώθηκε	הוכרז
ανακοινώθηκε	הודיע
επιστήμονες	מדענים
περιφέρειες	אזורים
περιφέρειες	אזורי
ηττήθηκε	מובס
ηττήθηκε	תבוסה
ηττήθηκε	הובס
δώδεκα	twelve
δικηγόρος	פרקליט
πρίγκιπας	נסיך
πρίγκιπας	פרינס
πρίγκιπας	הנסיך
έφυγε	נעלמה
έφυγε	הלכה
έφυγε	נעלמו
έφυγε	הלך
έφυγε	נעלם
οδηγός	נהג
οδηγός	הנהג
οδηγός	המדריך
οδηγός	מדריך
δρόμος	סטריט
δρόμος	רחוב
δρόμος	כביש
τελικός	סופית
τελικός	סופי
τελικός	סופיות
τελικός	גמר
δήμους	עיריות
πιστεύεται	האמנתי
πιστεύεται	האמינו
πιστεύεται	האמינה
πιστεύεται	האמין
συνέβη	קרה
συνέβη	קרו
συνέβη	קרתה
τοπικά	מקומי
τοπικά	מקומית
τοπικά	מקומיים
τοπικά	מקומי
τοπικά	מקומית
πίστη	האמונה
πίστη	פיית
πίστη	אמונה
πίστη	נאמנות
παραδοσιακά	מסורתית
παραδοσιακά	מסורתי
παραδοσιακά	מסורתיים
προέλευση	מקור
προέλευση	המקור
προέλευση	המקורות
προέλευση	מקורות
ισχυρή	עוצמה
ισχυρή	חזקה
ισχυρή	חזק
ισχυρή	עוצמתי
διαχείριση	לנהל
διαχείριση	ניהול
διαχείριση	נהלי
διαχείριση	ניהול
διαχείριση	ניהול
διαχείριση	הנהלה
σταδιοδρομία	קריירה
σταδιοδρομία	הקריירה
σταδιοδρομία	קריירה
σταδιοδρομία	קריירות
ιράν	איראן
ιράν	אירן
πιθανό	סביר
πιθανό	סבירות
πιθανό	אפשרית
πιθανό	אפשרי
παρουσίασε	הוצג
συναυλίες	קונצרטים
συναυλίες	הופעות
αίμα	דם
ιστορικές	היסטורית
ιστορικές	היסטורי
αντίστοιχη	המתאימות
ζωγραφική	צביעה
ζωγραφική	ציור
βελτίωση	משתפרת
βελτίωση	משתפר
βελτίωση	שיפור
βελτίωση	שיפור
βελτίωση	שיפורים
βελτίωση	לשפר
βελτίωση	שיפור
βέλγιο	בלגיה
διάμετρος	קוטר
εξωτερική	חיצוניים
εξωτερική	חיצוניות
εξωτερική	חיצונית
εξωτερική	חיצוני
υπολογίζεται	מחושב
κτήριο	בונה
κτήριο	בניין
κτήριο	בנייה
αστυνομία	משטרה
αστυνομία	המשטרה
επιμέλεια	משמורת
πτήση	טיסה
καρκίνο	סרטן
αλεξάνδρεια	אלכסנדריה
στίχοι	פסוקים
στίχοι	מילים
απευθείας	ישיר
απευθείας	ישירות
απευθείας	ישירה
απευθείας	ישירות
σύμβολα	סמלים
ρωσικά	רוסייה
ρωσικά	רוסית
ρωσικά	רוסי
πρίγκιπα	נסיך
πρίγκιπα	פרינס
πρίγκιπα	הנסיך
ηλίας	איליאדה
ηλίας	אליהו
ηλίας	אליאס
φυλή	שבט
φυλή	שבט
φυλή	השבט
φυλή	מרוץ
φυλή	גזע
φυλή	מירוץ
φυλή	הגזע
βενετία	ונציה
χαρακτήρας	תו
χαρακτήρας	דמות
χαρακτήρας	אופי
δέχεται	מקבל
κόστος	העלות
κόστος	מחיר
κόστος	עלות
κόστος	עלויות
κόστος	עולה
τύποι	הסוגים
τύποι	סוגים
τύποι	טיפוסים
προηγουμένως	בעבר
σύζυγο	בעלי
σύζυγο	בעל
σύζυγο	הבעל
σύζυγο	אשתו
σύζυγο	אשה
σύζυγο	רעיה
σύζυγο	אישה
δημοκρατικό	דמוקרטי
δημοκρατικό	דמוקרטית
σκωτίας	סקוטלנד
σκωτίας	סקוטית
σκωτίας	סקוטי
λατινικά	לטינית
λατινικά	לטיני
λατινικά	בלטינית
λατινικά	הלטינית
εγκαταστάθηκαν	מיושב
εγκαταστάθηκαν	התיישב
εγκαταστάθηκαν	התיישבו
σημείωσε	נרשם
σημείωσε	ציין
σημείωσε	נרשמה
σημείωσε	צוין
δυνατή	חזקים
δυνατή	חזקה
δυνατή	סטרונג
δυνατή	חזק
δυνατή	חזקות
μέτρο	מדידה
μέτρο	מידה
κλασική	קלאסי
κλασική	קלאסית
κλασική	קלאסיקה
κλασική	קלאסי
κλασική	קלאסית
πιάνο	פסנתר
πιάνο	הפסנתר
διπλό	מכפיל
διπλό	כפול
διπλό	דאבל
προεδρικές	נשיאותי
μηχανική	מכניקה
μηχανική	הנדסה
απώλεια	אובדן
απώλεια	אבדן
απώλεια	הפסד
απώλεια	אבידה
υπέστη	מתקבלת
υπέστη	סבלה
πραγματική	בפועל
καν	חאן
καν	קאן
ψήφους	הצבעות
ψήφους	קולות
αποστολές	משלוחים
αποστολές	משימות
κυριακή	ראשון
βουνό	ההר
βουνό	הר
ανθρώπινη	אנוש
ανθρώπινη	אנושי
ανθρώπινη	אדם
πωλήσεις	מכירות
πωλήσεις	מכירה
γεωμετρία	גאומטריה
γεωμετρία	גיאומטריה
ερρίκος	הנרי
φιναλίστ	הסופיים
σωστά	ימני
σωστά	ימין
σωστά	צודק
σωστά	נכון
άνοιξε	לפתוח
άνοιξε	פתח
άνοιξε	פתוחים
άνοιξε	פתחי
άνοιξε	פתוחה
άνοιξε	פתוח
τρόπους	דרכים
τρόπους	נימוסים
κάποτε	פעם
εμπορικό	הקניון
εμπορικό	קניון
νικήτρια	זוכה
νικήτρια	מנצח
νικήτρια	המנצח
νικήτρια	הזוכה
γιουγκοσλαβίας	יוגוסלביה
σοβαρά	רצינות
σοβαρά	ברצינות
αφαίρεση	הסרת
αφαίρεση	מסיר
αφαίρεση	הסרה
αφαίρεση	הסרת
αφαίρεση	להסיר
αφαίρεση	הסר
αφαίρεση	הסרה
αφαίρεση	הסרת
αφαίρεση	הסרה
συμπτώματα	תסמינים
συμπτώματα	תסמין
συμπτώματα	התסמינים
συμπτώματα	סימפטומים
προσωρινά	זמנית
προσωρινά	זמנית
προσωρινά	זמני
κερδίζει	נצחונות
κερδίζει	זוכה
κερδίζει	מנצח
κερδίζει	מנצחת
κερδίζει	ניצחונות
υδρογόνου	מימן
εντούτοις	אולם
κύτταρα	תאים
συνέντευξη	ראיון
συνέντευξη	ריאיון
ρουμανία	רומניה
συνάντηση	פגוש
συνάντηση	הכירו
συνάντηση	לפגוש
συνάντηση	תכירו
συνάντηση	פגישה
συνάντηση	ישיבה
συνάντηση	מפגש
μετακόμισε	הועבר
μετακόμισε	עבר
μετακόμισε	עברה
οικισμούς	יישובים
λουδοβίκος	לואי
λουδοβίκος	לואיס
λουδοβίκος	לודוביקו
αντ	נמלה
αντ	אנט
αντ	ובמקום
αντ	במקום
αντ	אייד
ανακάλυψε	התגלתה
ανακάλυψε	שהתגלה
ανακάλυψε	גילו
ανακάλυψε	גילה
ανακάλυψε	התגלה
λογισμικό	תוכנה
ενέργειες	מעשים
ενέργειες	פעולות
πολωνίας	פולין
αεροπορία	תעופה
μαδρίτης	מדריד
καποδίστριας	קפודיסטריאס
σωματείο	האיחוד
σωματείο	איגוד
σωματείο	איחוד
σωματείο	unión
παρόν	מתנה
παρόν	הווה
παρόν	נוכח
ιησού	ישו
ιησού	ישוע
νομίσματα	מטבעות
πρακτικά	מעשית
πρακτικά	מעשי
σημαντικός	חשובות
σημαντικός	חשובים
σημαντικός	חשוב
σημαντικός	חשובה
ενεργό	פעיל
ενεργό	פעילה
ενεργό	פעילים
προβολή	הקרנה
προβολή	השלכה
προβολή	תצוגה
προβολή	הצג
προβολή	צפי
προβολή	צפייה
προβολή	צפה
προβολή	תצוגה
προβολή	הצג
ρυθμό	פייס
ρυθμό	קצב
ρυθμό	קצב
συνελήφθη	נעצרו
συνελήφθη	נעצרה
συνελήφθη	נעצר
καλλιτέχνης	אומן
καλλιτέχνης	אמנית
καλλιτέχνης	אמן
καλλιτέχνης	האמן
μαύρη	שחורה
μαύρη	השחור
μαύρη	black
μαύρη	שחור
στήλη	הטור
στήλη	טור
νόμισμα	מטבע
νόμισμα	מטבע
αξιωματικός	קצינה
αξιωματικός	שוטר
αξιωματικός	קצין
αξιωματικός	שוטרת
συλλογές	אוספים
δημιουργώντας	יוצר
δημιουργώντας	יוצרת
στόλου	צי
στόλου	הצי
καταστράφηκε	נהרס
καταστράφηκε	הושמד
καταστράφηκε	הרס
καταστράφηκε	הרוס
καταστράφηκε	נהרסו
καταστράφηκε	נהרס
καταστράφηκε	הרוסה
καταστράφηκε	הרוס
βιογραφία	ביוגרפיה
βιογραφία	הביוגרפיה
καθηγητή	פרופסור
καρδιά	הלב
καρδιά	לב
στάδια	אצטדיונים
στάδια	שלבים
στάδια	שלבים
στάδια	מדרגות
στάδια	צעדים
στάδια	צעדי
στάδια	שלבים
καθαρά	ברור
καθαρά	נקה
καθαρά	נקי
καθαρά	נקיה
καθαρά	נקייה
καθαρά	נקי
καθαρά	רשת
καθαρά	נטו
αντίπαλο	יריבה
αντίπαλο	יריב
αντίπαλο	היריב
αντίπαλο	יריב
ολοκλήρωση	סיום
ολοκλήρωση	השלמת
ολοκλήρωση	השלמה
ολοκλήρωση	אינטגרציה
ολοκλήρωση	השלם
ολοκλήρωση	שלם
ολοκλήρωση	הושלם
τέταρτο	רביעי
τέταρτο	רביעית
τέταρτο	fourth
τέταρτο	הרביעית
τέταρτο	הרביעי
έδειξε	הראתה
έδειξε	הראה
παρουσιάστηκε	הוצג
θεωρίες	תאוריות
θεωρίες	תיאוריות
ιταλοί	איטלקים
ιταλοί	האיטלקים
ανεξάρτητη	עצמאית
ανεξάρτητη	עצמאי
ανεξάρτητη	עצמאיות
ανεξάρτητη	עצמאיים
ανεξάρτητη	בעצמאות
εργαστήριο	מעבדה
εργαστήριο	סדנה
εργαστήριο	המלאכה
εργαστήριο	הסדנה
εργαστήριο	סדנת
εργαστήριο	מעבדה
αντικατέστησε	החליף
αντικατέστησε	הוחלף
αντικατέστησε	הוחלפו
αντικατέστησε	החלף
αντικατέστησε	תחליף
αντικατέστησε	החליפי
δείγμα	מדגם
δείγμα	דוגמית
δείγμα	דגימה
δημιουργήθηκαν	נוצרה
δημιουργήθηκαν	נוצרו
δημιουργήθηκαν	יצרת
δημιουργήθηκαν	יצר
δημιουργήθηκαν	נוצר
πληροφορία	מידע
πληροφορία	אינפורמציה
πορτογαλία	פורטוגל
ιστορικοί	היסטוריונים
πού	לאן
πού	איפה
πού	היכן
ονομασίες	שמות
παραμονή	איב
παραμονή	חווה
παραμονή	איבה
παραμονή	חוה
παραμονή	תשאר
παραμονή	תישאר
παραμονή	הישאר
εμμανουήλ	עמנואל
βάσεις	בסיסים
ελάχιστα	מינימום
ελάχιστα	המינימום
ελάχιστα	מינימלי
ελάχιστα	מינימלית
απαιτείται	דרושה
απαιτείται	נדרשת
απαιτείται	דרושים
απαιτείται	חובה
απαιτείται	נדרש
απαιτείται	דרוש
μεγάλωσε	גידלה
νομικά	חוקית
νομικά	חוקי
νομικά	משפטי
νομικά	חוקית
νομικά	חוקיים
νομικά	חוקיות
διαχειριστής	מנהל
διαχειριστής	מנהל
διαχειριστής	מנהל
ακρίβεια	דיוק
ακρίβεια	הדיוק
ακρίβεια	דיוק
υγεία	בריאות
ιαπωνίας	יפן
δημήτρη	דמיטרי
δημήτρη	דימיטרי
δημήτρη	דימיטריס
πολέμους	המלחמות
πολέμους	מלחמות
υπογραφή	חותם
υπογραφή	חתימה
υπογραφή	חתום
υπογραφή	חתומה
υπογραφή	חתם
υπογραφή	נחתם
υπογραφή	החתימה
υπογραφή	חתימה
σταθμοί	תחנות
σταθμοί	התחנות
αναγέννηση	הרנסאנס
αναγέννηση	הרנסנס
αναγέννηση	התחדשות
σταμάτησε	הפסיק
σταμάτησε	נעצרה
σταμάτησε	עצר
προηγούμενο	תקדים
προηγούμενο	קודמת
προηγούμενο	הקודמת
προηγούμενο	הקודם
προηγούμενο	קודמים
μέσος	ממוצע
μέσος	הממוצע
επάγγελμα	מקצוע
επάγγελμα	עיסוק
επάγγελμα	מקצוע
επάγγελμα	כיבוש
επάγγελμα	הכיבוש
αγωνιστής	לוחמת
αγωνιστής	לוחם
αγωνιστής	אגוניסט
ιράκ	עירק
ιράκ	עיראק
διάλυση	פירוק
διάλυση	פירוק
μέγα	מגה
πρωτοβουλία	היוזמה
πρωτοβουλία	יוזמה
μηχανικός	מכונאי
μηχανικός	מהנדס
αριθμοί	דמויות
αριθμοί	מספרים
εμπορίου	מסחר
εμπορίου	החלפה
εμπορίου	מסחר
οπτικά	ויזואלית
οπτικά	ויזואלי
οπτικά	חזותי
οπτικά	אופטית
οπτικά	אופטי
απαιτεί	דורש
απαιτεί	דורש
έληξε	הסתיים
έληξε	הסתיימה
έληξε	הסתיימו
γάμος	חתונה
γάμος	נישואים
γάμος	נישואין
γάμος	חתונה
γάμος	החתונה
μηχανή	המכונה
μηχανή	מכונת
μηχανή	מכונה
μηχανή	מנוע
βραζιλίας	ברזילאית
βραζιλίας	ברזילאי
ειδικές	ספציפית
ειδικές	ספציפי
ειδικές	ספציפיות
ειδικές	ספציפיים
πότε	מתי
πότε	כאשר
εγχώρια	ביתית
ισπανική	ספרדי
ισπανική	ספרדית
βασιλεία	בזל
βασιλεία	שלטונו
όπερα	אופרה
όπερα	אופרת
όπερα	האופרה
λεπτομέρειες	לפרטים
λεπτομέρειες	פרטים
λεπτομέρειες	פרט
νήσοι	האיים
νήσοι	איים
συγκέντρωσε	להרכיב
όψη	צפי
όψη	צפייה
όψη	צפה
όψη	תצוגה
όψη	הצג
εργαλεία	כלים
ευθύνη	אחריות
εργάζεται	פועל
εργάζεται	יצירות
εργάζεται	עובדת
εργάζεται	עובד
δίδαξε	ללמד
δίδαξε	לימדה
δίδαξε	לימד
νικητές	זוכים
νικητές	הזוכים
νικητές	מנצחים
μα	אך
μα	אבל
φοιτητές	סטודנטים
φοιτητές	תלמידות
φοιτητές	תלמידים
οδηγήσει	עופרת
οδηγήσει	להוביל
αποφάσεις	החלטות
κύκλου	מחזור
εγκατάσταση	ההתקנה
εγκατάσταση	התקנה
εγκατάσταση	מתקן
εγκατάσταση	התקן
εγκατάσταση	התקנה
εγκατάσταση	להתקין
αναφοράς	התייחסות
νόημα	משמעות
ψηφοφορία	הצביעו
ψηφοφορία	להצביע
ψηφοφορία	הצבעה
ψηφοφορία	תצביעו
ψηφοφορία	מצביע
ψηφοφορία	הצבעה
ψηφοφορία	ההצבעה
βρετανός	בריטים
βρετανός	בריטי
βρετανός	בריטית
ατμόσφαιρα	אווירה
τύπους	הסוגים
τύπους	סוגים
τύπους	טיפוסים
άμυνα	הגנה
άμυνα	הגנה
απεικόνιση	תצוגה
απεικόνιση	הצג
απεικόνιση	איור
απεικόνιση	הדמיה
κέρκυρα	קורפו
εκτίμηση	הערכת
εκτίμηση	הערכה
εκτίμηση	אומדן
σχετικό	יחסי
σχετικό	רלוונטיים
σχετικό	רלוונטית
σχετικό	רלוונטי
σχετικό	רלוונטיות
σχετικό	קשורות
σχετικό	קשור
σχετικό	קשורה
σχετικό	קשורים
βράδυ	ערב
ποσό	הסכום
ποσό	סכום
τέχνες	אמנויות
τέχνες	אומנויות
παντρεμένος	נישא
παντρεμένος	נשוי
παντρεμένος	התחתן
παντρεμένος	נשואים
παντρεμένος	נשואה
μεθόδους	שיטות
τελετή	טכס
τελετή	הטקס
τελετή	טקס
κόμης	רוזן
κόμης	ספירה
παρουσιάζεται	הוצג
καθιερώθηκε	הציג
καθιερώθηκε	הציגה
συγκέντρωση	ריכוז
συγκέντρωση	התכנסות
συγκέντρωση	איסוף
ήττες	אבדות
ήττες	אבידות
ήττες	ההפסדים
ήττες	הפסדים
αφήνοντας	עוזב
αφήνοντας	עוזבת
αφήνοντας	עוזבים
αφήνοντας	עזיבה
ασθενείς	חולי
ασθενείς	מטופלים
ασθενείς	חולים
δυστυχώς	בעצב
δυστυχώς	לצערי
τάξεις	הכיתות
τάξεις	כיתות
τάξεις	שיעורים
τάξεις	קורסים
τάξεις	כיתות
ρόλους	תפקידים
νέοι	הנעורים
νέοι	נוער
νέοι	נעורים
νέοι	הנוער
ζωγράφοι	ציירים
πολ	פאול
πολ	פול
κοινά	קהלים
απόπειρα	ניסיון
απόπειρα	נסיון
λεπτό	דקים
λεπτό	דק
λεπτό	רזה
λεπτό	דקה
παράγοντας	גורם
παράγοντας	פקטור
