آقایان	gentlemen
بخارست	bukares
حباب	gelembung
حباب	bubble
حباب	gelembung
پالس	pulsa
پالس	denyut
گرانت	kabulkan
گرانت	hibah
گرانت	grant
هیلاری	hillary
هیلاری	hilary
نژادهای	trah
بهاری	spring
بهاری	pegas
مزدا	mazda
نقدهای	ulasan
نقدهای	review
نقدهای	resensi
نقدهای	tinjauan
تفریح	rekreasi
نرگس	narcissus
نرگس	nargis
سبزی	bergizi
کپنهاگ	kopenhagen
کپنهاگ	copenhagen
کارولین	caroline
صدمه	kerusakan
صدمه	damage
صدمه	merusak
صدمه	disakiti
صدمه	terluka
صدمه	hurt
صدمه	sakit
صدمه	menyakitkan
صدمه	menyakiti
شارژ	tagihan
شارژ	biaya
شارژ	tagih
شارژ	pengisian
شارژ	ditagih
شارژ	dibebankan
خنده	tawa
خنده	tertawa
خنده	ketawa
خنده	tawa
خنده	laugh
خنده	tertawa
ملایم	gentle
ملایم	lembut
ملایم	mild
ملایم	empuk
ملایم	soft
ملایم	lembut
ییلاق	pedesaan
ییلاق	negara
مایا	maya
اشتوتگارت	stuttgart
جوار	mengakui
چنگیز	genghis
لانه	sarang
لانه	nest
لانه	den
منسوخ	usang
منسوخ	usang
سانسکریت	sansekerta
امتیازات	keistimewaan
امتیازات	skor
استعمال	penggunaan
استعمال	kegunaan
استعمال	pemakaian
محفوظ	terlindung
محفوظ	dilindungi
محفوظ	terlindungi
محفوظ	dipelihara
محفوظ	diawetkan
محفوظ	dipertahankan
شبح	phantom
شبح	ghost
شبح	hantu
دورانی	coating
دورانی	pelapis
انگل	engel
انگل	parasit
انگل	parasit
فروشنده	vendor
کمیل	camille
کمیل	kamil
منظره	lansekap
منظره	landscape
منظره	tumbang
منظره	lanskap
تلفیقی	syal
واتیکان	vatikan
گریس	grace
گریس	rahmat
اتلتیک	athletic
اتلتیک	atletik
اتلتیک	atletis
موضوعاتی	topik
ایسنا	isna
بهرامی	bahrami
آیدین	aydın
سالمندان	keperawatan
سالمندان	perawat
سالمندان	menyusui
سالمندان	nursing
سالمندان	manula
سالمندان	lansia
ماموران	pejabat
ماموران	petugas
ماموران	perwira
روحیه	moral
عشقی	rpp
عشقی	love
عشقی	cintai
عشقی	cinta
موجودیت	entitas
مارکسیست	marxis
تدبیر	rencana
تدبیر	plan
تدبیر	rencanakan
سفال	tembikar
سفال	keramik
رودریگز	rodriguez
رودریگز	rodrigues
ریس	reese
ریس	rhys
ریس	reiss
بشریت	kemanusiaan
کوهن	cohn
کوهن	cohen
کوهن	kohn
فیجی	fiji
حاتمی	hatami
سمرقند	samarkand
ارضی	teritorial
هانتر	pemburu
هانتر	hunter
مارینو	marino
پناهنده	pengungsi
پناهنده	pengungsi
رزرو	dipesan
رزرو	dipesan
رزرو	reservasi
رزرو	pemesanan
رزرو	reservasi
رزرو	pemesanan
رزرو	reservasi
یخبندان	glasial
یخبندان	ice
یخبندان	es
متقارن	simetri
متقارن	simetrik
متقارن	simetris
رابینسون	robinson
کویینز	queens
بخواند	panggilan
بخواند	pemanggilan
ملودی	melodi
ملودی	melody
اسبق	pendahulu
اسبق	pendahulunya
فخرالدین	fakhruddin
ریاض	riyadh
مکزیکو	mexicali
وحی	wahyu
دلو	bucket
دلو	ember
دلو	aquarius
دلو	aquarii
استانهای	kegubernuran
مهرآباد	mehrabad
ضخیم	tebal
کربنات	karbonat
انقباض	kontraksi
انقباض	kontraksi
شفت	poros
سوفیا	sofia
امیدوار	berharap
بتی	betty
دستورالعمل	instruksi
دستورالعمل	resep
دستورالعمل	petunjuk
دستورالعمل	instruksi
خلیلی	khalili
بیعت	kesetiaan
منتسب	dugaan
منتسب	diduga
انگشتان	fingers
محتوی	kontainer
محتوی	wadah
نامزدها	nominasi
نامزدها	nominasi
معصوم	polos
معصوم	lugu
معصوم	innocent
کارتون	karton
کارتون	kartun
کارتون	cartoon
کارتون	kartun
آموخته	diajarkan
آموخته	diajari
آموخته	diajar
دربی	derby
گرامر	grammar
سپیده	dawn
سپیده	fajar
نیکو	niko
نیکو	nico
بخت	meramal
بخت	keberuntungan
بخت	fortune
هاله	halle
هاله	aura
هاله	halo
بهنام	pemakan
بهنام	kirik
بهنام	pelahap
توری	grid
توری	kisi
توری	petak
بنویسد	tulis
بنویسد	menulis
بنویسد	tulislah
همسران	minin
قراردادهای	kontrak
قراردادهای	protokol
هوندا	honda
دیداری	visual
آتی	berjangka
بهای	harga
بهای	price
بهای	harganya
آیفون	iphone
گیلاس	cherry
گیلاس	sakura
گیلاس	ceri
ارکان	pilar
ارکان	tiang
ارکان	erkan
گزاره	proposisi
شایستگی	berkualitas
شایستگی	berkualifikasi
شایستگی	merit
مشتقات	derivatif
مشتقات	varian
اسکای	skye
اسکای	sky
اسکای	langit
اسکای	angkasa
سنگر	bunker
سنگر	bungker
تصدی	komisi
تصدی	tenure
موجی	wave
موجی	gelombang
موجی	ombak
موجی	lambaian
موجی	gelombang
موجی	ombaknya
موجی	ombak
کارآمد	efisien
انعطاف	fleksibel
ادارات	kantor
ردیابی	melacak
ردیابی	tracking
ردیابی	melacak
ردیابی	pelacakan
ردیابی	tracker
ردیابی	pelacak
ردیابی	lacak
ردیابی	trace
ردیابی	jejak
ماهانه	perbulan
ماهانه	bulanan
قدیس	santo
قدیس	saint
تهی	void
تهی	kehampaan
تهی	hampa
تهی	kosongkan
تهی	kosong
رفیع	high
رفیع	tinggi
رفیع	rafi
نگاشت	map
نگاشت	peta
جمجمه	tengkorak
جمجمه	skull
عطار	attar
سوزن	jarum
سوزن	jarum
بنادر	pelabuhan
بنادر	port
جوزپه	giuseppe
اعتدال	moderasi
اعتدال	equinox
پذیرایی	akomodasi
پذیرایی	penerimaan
پذیرایی	resepsi
پذیرایی	hiburan
پذیرایی	entertainment
عروسک	boneka
عروسک	boneka
چیزها	things
چیزها	hal
چیزها	perkara
تزیین	menghias
تزیین	dekorasi
تزیین	mendekorasi
عجم	ajam
سلیقه	berselera
سلیقه	cela
یقین	tertentu
یقین	kepastian
قاطع	menentukan
اریتره	eritrea
دهقان	petani
هریسون	harrison
بولونیا	bologna
حک	ukiran
حک	mengukir
انشعاب	fork
انشعاب	garpu
انشعاب	cabang
انشعاب	ranting
انشعاب	branch
انشعاب	dahan
وایمار	weimar
گردنه	curam
مارسل	marcel
کسر	deduksi
کسر	pecahan
کسر	fraksi
کسر	defisit
کسر	pecahan
کسر	fraksi
عبادت	sembah
عبادت	ibadah
عبادت	menyembah
عبادت	beribadah
متراکم	padat
جنایات	kejahatan
آئودی	audi
ترمینال	terminal
نامحدود	infinite
نامحدود	unlimited
سرنگون	menggulingkan
سرنگون	gulingkan
سرنگون	menggulingkan
آپاچی	apache
مشروط	kontingen
عرضی	lansekap
عرضی	landscape
عرضی	tumbang
عرضی	lanskap
عرضی	transverse
ذرت	jagung
بدانید	tau
بدانید	ketahuilah
بدانید	kenali
بدانید	ketahui
بدانید	tahu
بدانید	kenal
وبر	weber
سرودن	tulis
تعاونی	koperasi
تکنیکی	teknis
زی	zee
نفی	deportasi
گسیل	emisi
داوطلبانه	sukarela
خائن	penghianat
خائن	pengkhianat
رویس	royce
گریگوری	gregory
گریگوری	gregorius
کنراد	conrad
چکاوک	lark
بالتیک	baltik
آیوی	ivy
راجرز	rogers
میرسد	menjangkau
میرسد	mencapai
میرسد	jangkauan
ادوین	edwin
رنگهای	warna
رنگهای	colors
اطفال	anak
اطفال	childrens
هسن	hesse
یونس	younes
یونس	yunus
یونس	yunus
یونس	jonah
یونس	younis
همسایگی	lingkungan
همسایگی	lingkungan
فرضی	hipotesis
فرضی	hipotetis
راو	mentah
راو	baku
راو	raw
آهسته	berbisik
آهسته	bisik
آهسته	slow
آهسته	perlahan
آهسته	lambat
آهسته	lamban
آهسته	perlahan
زاگرب	zagreb
نوی	neu
نیکول	nicole
گوگ	gogh
فری	feri
فری	ferry
فری	frey
تقطیر	penyulingan
سرنگونی	menggulingkan
آلتو	alto
نیکلای	nikolai
نیکلای	nikolay
رؤیا	roya
رؤیا	impian
رؤیا	mimpi
رؤیا	dream
اهدای	penyumbang
اهدای	donor
اهدای	pendonor
پرل	pearl
پرل	mutiara
پرل	perl
رفیق	sobat
رفیق	dude
رفیق	bung
رفیق	sobat
رفیق	teman
رفیق	buddy
لیو	liv
بدانند	tau
بدانند	ketahuilah
بدانند	kenali
بدانند	ketahui
بدانند	tahu
بدانند	kenal
عظمت	keagungan
عظمت	kemegahan
عظمت	keagungan
عظمت	kehebatan
عظمت	kebesaran
مناظره	perdebatan
مناظره	debat
مناظره	berdebat
مناظره	perdebatan
مناظره	debat
میکرو	mikro
میکرو	micro
ادراک	persepsi
تاب	berayun
تاب	ayunkan
تاب	ayun
تاب	ayunan
تاب	swing
ناتینگهام	nottingham
بیاورید	bawa
صمیمی	intim
زینب	zainab
زینب	zeynep
قربان	sir
قربان	pak
قربان	tuan
سوءاستفاده	menyalahgunakan
سوءاستفاده	penyalahgunaan
سوءاستفاده	pelecehan
سوءاستفاده	penyalahgunaan
جنوا	genoa
گنگ	bodoh
گنگ	bisu
گنگ	geng
گنگ	gang
مچ	pergelangan
یخی	frost
یخی	beku
یخی	ice
یخی	es
ماسک	masker
ماسک	mask
ماسک	topeng
ماسک	masker
ماسک	mask
ماسک	topeng
مکانیزم	mekanisme
شهدا	martir
قرض	pinjaman
قرض	utang
قرض	hutang
قرض	pinjam
قرض	meminjam
استوا	khatulistiwa
دشواری	kesukaran
دشواری	kesempitan
دشواری	kesusahan
دشواری	kesulitan
دشواری	kesukaran
دشواری	kesusahan
مهمات	amunisinya
مهمات	amunisi
آند	andean
رحمان	rahman
رحمان	abdurrahman
محفظه	capsule
محفظه	kapsul
دول	dul
دول	sedekah
دول	dole
دول	dol
مشاوران	konsultan
مشاوران	penasehat
احتراق	pembakaran
احتراق	pengapian
احتراق	penyalaan
تختی	miliknya
درواقع	sebenarnya
درواقع	actually
کلک	trick
کلک	trik
گرده	serbuk
متخصصین	ahli
متخصصین	pakar
متخصصین	tek
متخصصین	tech
متخصصین	teknologi
متخصصین	spesialis
تریپل	triple
فسیلی	fossil
فسیلی	fosil
مهاجرین	migran
مهاجرین	imigran
مهاجرین	pengungsi
پروسه	proses
گوهر	esensi
گوهر	intisari
تراشه	chip
تحقیر	dipermalukan
تحقیر	terhina
تحقیر	dihina
تحقیر	menghinakan
تحقیر	penghinaan
تحقیر	nista
تحقیر	kehinaan
تحقیر	penghinaan
عنکبوتی	laba
عنکبوتی	spider
پوینت	poin
پوینت	titik
پوینت	point
جراح	jarrah
نورنبرگ	nürnberg
نورنبرگ	nuremberg
اتمسفر	atmosfer
اتمسفر	suasana
اتمسفر	atmosfir
قفس	sangkar
قفس	cage
قفس	kandang
قفس	kurungan
شهوانی	erotis
جاسوس	spy
ندا	neda
دوجانبه	bilateral
پروتون	proton
لورا	laura
آشکارا	terangan
آشکارا	jelas
آشکارا	publik
ساسکاچوان	saskatchewan
لکه	noda
لکه	noda
لکه	gumpalan
لکه	kabur
لکه	blur
سوارکاری	berkuda
سوارکاری	menunggang
سوارکاری	riding
سوارکاری	berkuda
سوارکاری	equestrian
متریک	metrik
جاش	josh
بحر	laut
راینلاند	rheinland
انسانها	manusia
حسابرسی	audit
حسابرسی	accounting
حسابرسی	akunting
حسابرسی	akuntansi
قناری	kenari
قناری	canary
گلوکز	glukosa
یگان	satuan
یگان	unit
قرارگاه	penyelesaian
قرارگاه	pemukiman
قرارگاه	penginapan
پشتوانه	membiayai
پشتوانه	endowment
بوریس	boris
گروگان	sandera
تدارک	persiapan
جووانی	giovanni
دینار	dinar
انور	enver
انور	anwar
زاهدی	zahedi
ویک	vic
استارک	stark
اتلاف	limbah
اتلاف	pemborosan
بای	teluk
بای	bay
رس	rass
مونترال	montreal
کعبه	kakbah
ابدی	eternal
ابدی	abadi
پتر	petrus
پتر	peter
پتر	petr
سیلیکات	silikat
مهری	segel
مهری	meterai
مهری	seal
مواجهه	konfrontasi
نزول	keturunan
عسکری	askari
پروتستان	protestan
سرعتی	speedy
تجلیل	perayaan
زحمات	akta
سپر	perisai
سپر	tameng
سپر	shield
سپر	bemper
سپر	bumper
فرات	eufrat
ایزدی	providence
اسکیت	skating
اسکیت	seluncur
اسکیت	berseluncur
اسکیت	skate
اسکیت	berseluncur
اسکیت	skateboard
آراسته	atraktif
آراسته	menarik
آراسته	dihiasi
آراسته	dihias
بورلی	beverly
چهارراه	perempatan
چهارراه	perpotongan
چهارراه	persimpangan
فراطبیعی	paranormal
سلاطین	kings
سایمون	simon
والاس	wallace
دیکتاتوری	kediktatoran
سویی	sui
اندلس	andalusia
بدخشان	badakhshan
لوسی	lucy
خشکسالی	kekeringan
خشکسالی	kemarau
اولاد	keturunan
سمفونیک	simfoni
الموت	alamut
ریکاردو	ricardo
کلوپ	club
کلوپ	klub
پوشیدن	mengenakan
پوشیدن	pakailah
پوشیدن	aus
پوشیدن	wear
پوشیدن	pakai
کلاب	club
کلاب	klub
تایی	tae
لایپزیگ	leipzig
نفرت	kebencian
نفرت	kebencian
نفرت	hate
نفرت	membenci
نفرت	benci
برخاست	takeoff
هالی	holly
چهاردهمین	fourteenth
ادواردز	edwards
نواری	pita
نواری	ribbon
مونته	monte
آناهیتا	anahita
هافمن	hoffmann
هافمن	hoffman
غزنوی	ghazni
آشتی	gencatan
تروریست	teroris
تروریست	teroris
انصار	ansar
انصار	anshar
سیستانی	sistani
ارگان	organ
ارگان	organ
خفیف	mild
مخروطی	cone
مخروطی	kerucut
بازجویی	interogasi
بازجویی	mempertanyakan
انبساط	perluasan
انبساط	ekspansi
قفسه	rak
قفسه	lemari
پرتقال	orange
پرتقال	jingga
پرتقال	jeruk
پرتقال	oranye
پرتقال	jeruk
گلشن	gulshan
نایت	ksatria
نایت	knight
نایت	kesatria
کامیون	truk
کامیون	truck
اکبری	akbari
شهریاری	monarki
فلک	ferris
اسپرت	olahraga
اسپرت	sports
جواهرات	permata
جواهرات	mustika
جواهرات	perhiasan
جواهرات	perhiasan
وانگ	wang
بیا	datang
کورپوریشن	perusahaan
کورپوریشن	corporation
کورپوریشن	korporasi
ویلی	willie
عماد	emad
کیارستمی	kiarostami
مارپیچ	labirin
مارپیچ	maze
مارپیچ	labirin
مارپیچ	serpentine
مارپیچ	spiral
مارپیچ	helix
ترنر	turner
میکروسکوپ	mikroskop
نکا	neckar
بیم	warner
سگا	sega
سگا	anjing
نهر	nahr
پارما	parma
جزیی	sepele
گوارشی	gastrointestinal
گوارشی	pencernaan
سوسک	kecoak
سوسک	kecoa
سوسک	kecoa
سوسک	kumbang
بزرگسال	dewasa
بزرگسال	dewasa
لیبرالیسم	liberalisme
وجوه	dana
غشای	membran
فلیکس	felix
پیکربندی	konfigurasi
پیکربندی	config
شنی	sand
شنی	pasir
شنی	papak
دخیل	melibatkan
دخیل	terlibat
کلیولند	cleveland
صوری	formal
رهنمودهای	pedoman
رهنمودهای	panduan
بنفیکا	benfica
شیرجه	diving
شیرجه	selam
شیرجه	menyelam
شیرجه	dive
شیرجه	menyelam
قسمتهای	episode
تریلیون	triliun
جدیدترین	terbaru
جدیدترین	terkini
جدیدترین	terbaru
باشکوه	megah
تصدیق	konfirmasi
تصدیق	mengonfirmasi
تصدیق	konfirmasi
تصدیق	diakui
تصدیق	mengonfirmasi
تصدیق	mengkonfirmasi
تصدیق	mengkonfirmasikan
تصدیق	verifikasi
رویارویی	konfrontasi
گرگوری	gregory
گرگوری	gregorius
کلارا	clara
کلارا	klara
جاوید	javed
جاوید	abadi
کینگز	kings
سوشی	sushi
واتسون	watson
استن	stan
کریستف	christof
کریستف	christoph
رصد	observatorium
رصد	observasi
رصد	pengamatan
سوژه	subyek
سوژه	subjek
سوژه	perihal
بلد	balad
تاخت	gajih
تنباکو	tembakau
فنلاندی	finlandia
منحرف	cabul
منحرف	mesum
آلکساندر	alexandre
مونرو	monroe
ارل	earl
گنجشک	jalak
گنجشک	pipit
گنجشک	sparrow
گاردین	guardian
گاردین	wali
گاردین	penjaga
زوال	penurunan
زوال	menolak
فروید	freud
اسلو	oslo
بلکبرن	blackburn
جردن	jordan
جردن	yordania
فاستر	foster
تراژدی	tragedi
سیزدهمین	thirteenth
پررنگ	pemalu
سباستین	sebastian
رؤیای	impian
رؤیای	mimpi
رؤیای	dream
المپیاد	olimpiade
بتهوون	beethoven
وردی	verdi
کانونی	fokus
فلوئورید	fluorida
دوزیستان	amfibi
موریتانی	mauritania
کلاوس	klaus
گراند	grande
گراند	grand
شاهدخت	puteri
شاهدخت	putri
شاهدخت	princess
برمه	burma
برمه	burma
برمه	birma
برمه	myanmar
واعظ	pengkhotbah
واعظ	pendeta
خر	donkey
خر	keledai
هانوفر	hanover
هانوفر	hannover
هانوفر	hannover
ریگ	rig
اندر	ender
پیشگام	pioneer
پیشگام	pelopor
الکترو	elektro
کریگ	craig
فشاری	tekanan
غریبه	asing
غریبه	stranger
شهرستانهای	kabupaten
شمشیربازی	anggar
معلول	cacat
معلول	disabilitas
معلول	kecacatan
هیروشیما	hiroshima
آپارتمان	apartement
آپارتمان	apartment
آپارتمان	apartemen
سفت	ketat
بتنی	bethany
ولت	volt
تاین	tyne
نیش	nish
نیش	tersengat
نیش	menyengat
نیش	disengat
نیش	sengatan
نیش	menyengat
نیش	sting
لیژ	liège
دیروز	kemaren
دیروز	yesterday
دیروز	kemarin
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	patahan
عیب	kecacatan
ریل	rel
ریل	mandar
تعالیم	ajarannya
تعالیم	ajaran
تعالیم	doktrin
تعالیم	ajaran
معابد	candi
معابد	kuil
ماهیگیری	perikanan
ماهیگیری	memancing
ماهیگیری	mancing
پیرس	pierce
هولمز	holmes
ظلم	penindasan
ظلم	tertindas
ظلم	kekejaman
ظلم	ketidakadilan
تمرینات	berlatih
تمرینات	latihan
تمرینات	pelatihan
خرچنگ	kepiting
خرچنگ	lobster
خرچنگ	kepiting
خرچنگ	crab
کشنده	mematikan
کشنده	deadly
کشنده	fatal
بوته	semak
بوته	bush
ناظری	penonton
کاتالان	catalan
کاتالان	catalunya
کاتالان	katalan
مورفی	murphy
خوارزم	khwarezmia
گرسنگی	kelaparan
گرسنگی	kelaparan
گرسنگی	lapar
گرسنگی	hunger
پالایش	filter
پالایش	penyaring
پالایش	saring
پالایش	saringan
پالایش	penyaringan
پالایش	pemurnian
رمزی	ramsey
چاله	genangan
شاهکار	stunt
شاهکار	mahakarya
شاهکار	karya
شاهکار	feat
نویز	noise
نویز	bising
نویز	kebisingan
نویز	derau
ادریس	enoch
ادریس	idris
نمانده	almost
نمانده	hampir
نمانده	nyaris
رسوب	sedimen
صافی	safi
داش	dash
ریچل	rachel
ریچل	rahel
دریافتی	inbox
شیلا	sheila
عبدی	abdi
جغد	owl
عمرو	amr
تاثیرات	efek
احتمالات	probabilitas
احتمالات	probabilitas
احتمالات	kemungkinannya
احتمالات	kemungkinan
یتیم	yatim
دوس	dos
شفا	menyembuhkan
شفا	sembuh
شفا	heal
شفا	penyembuhan
شفا	disembuhkan
شفا	pemulihan
شفا	penyembuh
شفا	kesembuhan
شفا	penyembuhan
شفا	disembuhkan
مغازه	shop
مغازه	ruko
مغازه	toko
مغازه	belanja
مغازه	berbelanja
چرخشی	berputar
چرخشی	memutar
نشانگان	syndrome
نشانگان	sindrom
کنکور	pemeriksaan
نهفته	laten
نهفته	tertanam
نهفته	terbenam
نهفته	disematkan
نهفته	sematan
نهفته	ditempelkan
روانپزشکی	psikiatri
روانپزشکی	psikiatris
روانپزشکی	psikiatri
چیره	didominasi
چیره	mendominasi
بلوچی	bellucci
گلکسی	galaxy
گلکسی	galaksi
درازا	berkepanjangan
پاها	legs
پاها	kaki
خواهران	sisters
خواهران	saudara
خواهران	saudari
خواهران	suster
ریخت	tumpah
ریخت	menumpahkan
اکو	eco
اکو	eko
اکو	eko
اکو	menggema
اکو	gema
اکو	gaung
اکو	echo
قبله	arah
قبله	direction
قبله	kiblat
استبداد	kelaliman
استبداد	tirani
خوشبختانه	untungnya
خوشبختانه	mudahan
خوشبختانه	semoga
شیدا	shida
تیتراژ	kredit
ولفگانگ	wolfgang
وزنه	berat
وزنه	bobot
وزنه	berat
وزنی	tertimbang
وزنی	terukur
وزنی	berbobot
وزنی	bobot
اجداد	leluhur
اجداد	leluhur
پت	pet
پت	peliharaan
پت	piaraan
پت	tepuk
پت	pat
پاپی	poppy
پاپی	papi
پاپی	pappy
ثریا	soraya
قیصر	kaiser
پایش	memindai
پایش	pemindaian
پایش	pemantauan
پایش	monitoring
پایش	memonitor
پایش	memantau
پایش	dipantau
پایش	dimonitor
آلیکانته	alicante
فانی	fanny
فانی	fana
فانی	mortal
پهلو	sisi
پهلو	side
پهلو	samping
پهلو	sisi
اکسپرس	ekspres
اکسپرس	express
اکسپرس	ungkapkan
اکسپرس	mengungkapkan
اسکس	essex
نخبگان	elit
نخبگان	elite
فینیکس	kapsul
فینیکس	phoenix
کرو	crow
کرو	gagak
ترتیبی	ordinal
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
غیرانتفاعی	nirlaba
گیلکی	gilaki
صفا	safa
ساسکس	sussex
تاجگذاری	penobatan
فسفر	fosfor
بولتون	bolton
چشمی	eye
چشمی	mata
اوا	eva
اوا	ewa
هلسینکی	helsinki
آندورا	andorra
اجبار	force
اجبار	memaksa
اجبار	angkatan
اجبار	paksa
اجبار	paksakan
اجبار	paksaan
اجبار	paksaan
اجبار	pemaksaan
اجبار	dipaksakan
اجبار	dipaksa
اجبار	paksakan
اجبار	terpaksa
معقول	rasional
معقول	beralasan
معقول	wajar
بارگیری	download
بارگیری	unduhan
بارگیری	mengunduh
بارگیری	unduh
بارگیری	dimuat
بارگیری	loading
بارگیری	memuat
بارگیری	pengunduhan
بارگیری	mengunduh
بارگیری	mengunduh
بارگیری	diunduh
مذکر	jantan
مذکر	male
مذکر	maskulin
دایناسور	dinosaurus
بقا	survival
تورینو	torino
متفرقه	miscellaneous
آدریان	adrian
برشی	shear
اویل	oli
اویل	oil
اویل	minyak
گیبسون	gibson
استثنای	pengecualian
استثنای	terkecuali
استثنای	eksepsi
هراس	terror
هراس	teror
هراس	phobia
هراس	fobia
آوازی	vocal
آوازی	vokal
مغولی	mongol
مغولی	mongolia
استفن	stefan
استفن	steffen
رسوایی	skandal
رسوایی	scandal
رسوایی	kehinaan
رسوایی	aib
سوخو	sukhoi
آویزان	hung
آویزان	menjuntai
آویزان	menggantung
آویزان	hang
آویزان	gantung
آویزان	menggantung
آویزان	gantung
طغیان	memberontak
طغیان	rebel
طغیان	pemberontak
طغیان	pemberontakan
طغیان	pemberontak
نیاکان	leluhur
نیاکان	leluhur
مسخره	konyol
مسخره	menggelikan
الزامی	wajib
سپهسالار	generalissimo
عجیبی	aneh
عجیبی	strange
حمد	hamad
حمد	pujian
حمد	puji
حمد	memuji
حمد	pujilah
نوشیدن	minum
نوشیدن	minuman
نوشیدن	minumlah
نوشیدن	minum
نورالدین	noureddine
سفره	meja
سفره	tabel
سفره	taplak
مالدیو	maladewa
هل	kapulaga
هل	mendorong
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	strategi
استنباط	inferensi
استنباط	disimpulkan
رمزگذاری	enkripsi
فرانچسکو	francisco
فرانچسکو	francesco
زا	generator
مصادره	menyita
مصادره	disita
سازندگی	konstruksi
سازندگی	pembangunan
وارث	pewaris
وارث	waris
روزولت	roosevelt
قصبه	parish
قصبه	paroki
قصبه	casbah
دماغه	cape
دماغه	tanjung
اولا	ola
قدردانی	syukur
قدردانی	penghargaan
قدردانی	apresiasi
ویتنی	whitney
کوستا	costa
کوستا	kosta
غزالی	ghazali
دیم	dim
دیم	redup
راش	rush
راش	fagus
ققنوس	phoenix
اوراسیا	eurasia
مرگبار	mematikan
مرگبار	deadly
مرگبار	fatal
کابین	pondok
کابین	kabin
وکالت	pengacara
چمران	chamran
جوجه	chicken
جوجه	ayam
بهبودی	pemulihan
بهبودی	recovery
بهبودی	kesembuhan
بهبودی	perbaikan
بهبودی	peningkatan
عینک	kacamata
عینک	gelas
عینک	kacamata
عینک	kacamatanya
هومبولت	humboldt
بریدن	pemotongan
بریدن	cutting
بریدن	memotong
مارکسیسم	marxisme
متابولیسم	metabolisme
میرود	goes
میرود	berjalan
کج	bengkok
کج	miring
کج	iring
کج	miring
ناکام	kecewa
ناکام	frustasi
ناکام	frustrasi
شمع	lilin
شمع	lilin
پشتو	pashto
توبه	pertobatan
توبه	tobat
توبه	taubat
توبه	bertaubat
توبه	bertobatlah
توبه	bertobat
توبه	tobat
مترادف	sinonim
مترادف	sinonim
شلوغ	messy
شلوغ	berantakan
شلوغ	mess
شلوغ	sibuk
شلوغ	bawel
شلوغ	berisik
شلوغ	bising
شلوغ	ramai
ژولیت	juliette
ژولیت	juliet
بنیامین	benjamin
بنیامین	benyamin
گنبدی	fiddler
فال	keberuntungan
فال	fortune
فال	pertanda
فال	omen
پارسا	parsa
ونسان	wonsan
ونسان	vincent
لوکا	luka
مرکبات	jeruk
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
توییتر	berkicau
کیانی	kiani
ید	yodium
فرج	faraj
تنور	oven
تنور	tenor
بیاورند	menghasilkan
بیاورند	memproduksi
توگو	togo
عصبانی	angry
عصبانی	marah
جوآن	joan
شعرای	lirik
شعرای	lyrics
آوانگاری	fonetik
استوک	stoke
زباله	limbah
زباله	pemborosan
زباله	sampah
زباله	trash
زباله	sampah
آشیانه	sarang
آشیانه	nest
آشیانه	anggar
آشیانه	hanggar
آشیانه	hangar
جوندگان	pengerat
جوندگان	tikus
توهم	halusinasi
توهم	ilusi
آنتون	anton
آشامیدنی	minum
الاهلی	komersial
الاهلی	komersil
پانزدهمین	kelimabelas
پانزدهمین	fifteenth
هیدروکسی	hydroxy
کاران	karan
آزادسازی	pembebasan
شکلات	cokelat
شکلات	coklat
شکلات	chocolate
ژنوم	genom
الک	elk
الک	saringan
الک	alec
رقبای	rival
رقبای	saingan
رقبای	saingannya
آفتابی	cerah
آفتابی	sunny
ترجیحات	preferensi
ترجیحات	setingan
ترجیحات	bac
جوشکاری	las
چهارچوب	framework
چهارچوب	kerangka
ختنه	sunat
ختنه	disunat
استثنایی	istimewa
استثنایی	spesial
استثنایی	special
استثنایی	khusus
تاجیک	tajik
پابلو	pablo
پالاس	pallas
ائوسن	eosen
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	ledakan
انفجاری	peledak
انفجاری	peledakan
نزدیکترین	terdekat
نزدیکترین	terdekat
گیت	gate
گیت	gerbang
گیت	git
گیت	gates
گیت	gerbang
عرف	mores
اوکراینی	ukraina
قلمروی	wilayah
قلمروی	teritori
ترانزیستور	pnp
ترانزیستور	transistor
سیریلیک	cyrillic
امتناع	menolak
بازل	basel
مهمانی	party
مهمانی	berpesta
مهمانی	partai
مهمانی	pesta
مهمانی	pihak
مهمانی	pesta
مهمانی	perjamuan
مهمانی	banquet
رویت	gilirannya
رویت	belok
رویت	turn
رویت	giliran
مفاصل	sendi
مفاصل	persendian
دیلم	linggis
پیشانی	dahi
پیشانی	kening
وفور	berlimpah
وفور	kelimpahan
کاسپین	caspian
قلع	timah
قلع	tin
بگو	katakan
بگو	say
بگو	katakanlah
بگو	beritahu
بگو	tell
بگو	katakan
آزاده	bebas
آزاده	gratis
آزاده	free
پدران	leluhur
پدران	leluhur
متین	shabu
متین	sabu
متین	metin
حیفا	haifa
داغستان	dagestan
کاناگاوا	kanagawa
پگاه	early
پگاه	dini
پگاه	awal
توفان	taufan
توفان	typhoon
توفان	topan
توفان	badai
توفان	storm
قطعا	pasti
اژدهای	dragon
اژدهای	naga
یاسر	yasir
یاسر	yasser
