το	the
διάδοχος	nasljednika
διάδοχος	nasljednica
έντονη	intenzivne
έντονη	intenzivan
παλαιά	stare
παλαιά	stara
παλαιά	staro
παλαιά	stari
παίκτες	igrači
παίκτες	takmičilo
κύκλο	kružnica
κύκλο	ciklus
αρνήθηκε	porekao
αρνήθηκε	odbio
αρνήθηκε	odbio
υλικά	materijal
υλικά	material
υλικά	materijale
υλικά	materijalima
υλικά	materijala
υλικά	materijali
γνώση	znanje
βρήκε	našla
βρήκε	pronađen
βρήκε	pronađena
βρήκε	pronašli
βρήκε	pronašao
βρήκε	utvrdila
βασική	basic
πρόσφατα	nedavno
πρόσφατα	nedavne
πρόσφατα	nedavni
πρόσφατα	nedavna
πρόσφατα	nedavnim
λογοτεχνία	književnost
ρωσική	ruski
χημεία	hemija
συμμαχία	savez
συμμαχία	alijansa
ιδέες	ideja
ιδέες	idejama
ιδέες	ideje
πίνακες	tabele
λογαριασμό	račun
λογαριασμό	obzir
λογαριασμό	računa
παραγωγός	producent
παραγωγός	proizvođač
γενικές	general
ολλανδία	holandija
προφίλ	profil
κλίμα	klima
σπίτια	domova
σπίτια	domovi
σπίτια	domove
ικανότητα	vještine
ικανότητα	kapacitet
ικανότητα	kapaciteti
ικανότητα	sposobnosti
ικανότητα	sposobnost
κκε	jrc
αποκτήσει	stečena
αποκτήσει	stekla
αποκτήσει	steći
μνημεία	spomenika
μνημεία	spomenici
λαμβάνει	prima
σπάνια	rijetko
σπάνια	rijetki
σπάνια	rijetko
διαγωνισμό	konkurs
διαγωνισμό	takmičenje
μαθηματικά	matematika
μαθηματικά	matematike
μαθηματικά	matematička
μαθηματικά	matematici
μαθηματικά	matematika
γέφυρα	most
προσοχή	pažnja
είσοδο	ulaz
πυκνότητα	gustoća
πιθανότατα	vjerovatno
υπουργοί	ministri
μαύρο	crni
μαύρο	crna
φύλλα	karte
φύλλα	polazi
φύλλα	ostavlja
φύλλα	lišće
κίνδυνο	rizik
κίνδυνο	opasnost
αλλιώς	inače
ζει	živi
ζει	živote
πραγματικά	istinski
πραγματικά	stvarno
μικρότερη	manji
μικρότερη	manja
μικρότερη	kraći
μικρότερη	kraće
μικρότερη	kraća
σφαίρα	sfera
σφαίρα	metak
βάθος	dubina
βάθος	dubinu
βάθος	dubine
βάθος	dubini
βήμα	korak
έλλειψη	nedostatak
έλλειψη	nedostatak
έλλειψη	manjak
έλλειψη	manjkom
εγκαταστάσεις	ustanovama
εγκαταστάσεις	instalira
εγκαταστάσεις	objekti
υψηλή	visoko
υψηλή	visoki
κοινότητες	zajednica
βρέθηκαν	našla
βρέθηκαν	pronađen
βρέθηκαν	pronađena
βρέθηκαν	pronašli
βρέθηκαν	pronašao
βρέθηκαν	utvrdila
κατάλογο	direktorij
κατάλογο	katalog
κατάλογο	katalog
κυριαρχία	suverenitet
κυριαρχία	dominacija
κυριαρχία	dominaciju
κυριαρχία	vlast
βασικά	zapravo
διαχειριστές	administrators
διαχειριστές	menadžeri
διαχειριστές	menadžera
ευρώ	eura
ευρώ	evra
ευρώ	eur
ευρώ	euro
αντίστοιχο	odgovarajući
αντίστοιχο	odgovarajućeg
κυβερνήτης	guverner
προγράμματα	programima
προγράμματα	programi
προγράμματα	programima
προγράμματα	programi
προσωπικά	ličnu
προσωπικά	ličnim
προσωπικά	lične
προσωπικά	lična
προσωπικά	lično
προσωπικά	lični
προσωπικά	lično
εισβολή	invazija
γραφή	pisanje
στρατιωτικός	vojska
οργανισμός	organizacija
οργανισμός	organizacija
οργανισμός	agencija
τούρκους	turci
ρόλος	uloga
απόλλων	apolon
ιστότοπος	web
μεγαλύτερα	veće
νοσοκομείο	bolnica
συμμετέχουν	učestvuju
συμμετέχουν	učestvovati
πολιτικοί	političari
δει	vidjeli
δει	viđena
δει	vidio
δει	viđen
εκδόθηκε	izdat
εκδόθηκε	izdana
εκδόθηκε	izdale
εκδόθηκε	izdata
εκδόθηκε	izdali
όριο	ograničavaju
όριο	ograničenje
βουλγαρίας	bugarska
προφανώς	očigledno
προφανώς	očigledno
προφανώς	očito
εμπόριο	trgovina
εμπόριο	trgovina
ανάγκες	treba
τίτλοι	titule
τίτλοι	titula
χάρτη	karta
χάρτη	povelja
ελληνίδα	grčki
προηγούμενη	prethodna
προηγούμενη	prethodnim
προηγούμενη	prethodni
προηγούμενη	prethodno
προηγούμενη	prethodnom
προηγούμενη	prethodne
έντονα	snažno
έντονα	izrazito
στόχος	cilj
στόχος	objektivan
στόχος	meta
δημιουργεί	stvara
αυστρία	austrija
κέντρα	centara
κέντρα	centri
κέντρα	centrima
άνοιξη	proljeće
άνοιξη	proleće
ηλικίας	uzrast
ηλικίας	godište
ηλικίας	doba
ηλικίας	age
ηλικίας	starost
φέρεται	tretira
συγκροτήματα	bendova
συγκροτήματα	bendovi
σκοπός	svrha
φαν	navijač
φαν	fan
διαμερίσματα	apartmana
διαμερίσματα	stanova
λόγια	riječi
λόγια	reči
παραλία	plaža
υποστηρίζει	podržava
πράγματι	zaista
παραιτήθηκε	ostavku
δυτικό	zapadu
δυτικό	zapadna
δυτικό	zapadnim
δυτικό	zapadne
δυτικό	zapadni
συνεχώς	kontinuirano
συνεχώς	neprekidno
συνεχώς	stalno
μικρότερο	manji
μικρότερο	manja
σώματα	tela
σώματα	tijela
εξαίρεση	izuzetak
εξαίρεση	isključenja
εξαίρεση	iznimke
εξαίρεση	izuzetaka
εξαίρεση	izuzeci
αιτία	razum
αιτία	prouzrokovati
αιτία	uzrok
ξεκινά	počinje
ξεκινά	započinje
ξεκινά	počinje
ξεκινά	započinje
αθλητική	atletski
αθλητική	athletic
πολιτισμός	kultura
πολιτισμός	civilizacija
τράπεζα	banka
διατηρεί	održava
καπ	kap
καπ	cfp
διαφορετική	drugačija
διαφορετική	drugačije
διαφορετική	različita
διαφορετική	različito
διαφορετική	različiti
διαφορετική	različitih
εκκλησίες	crkava
υποψήφιος	kandidata
υποψήφιος	kandidat
πύργος	toranj
πύργος	ruk
πύργος	top
σχολεία	škole
προπονητή	trener
προπονητή	selektor
συζητήσεις	diskusija
συζητήσεις	debatama
αρχαίο	drevni
αρχαίο	drevno
αρχαίο	drevna
αρχαίο	drevne
προώθηση	promocija
προώθηση	promovisanje
προώθηση	promoviranja
προώθηση	promovira
επίσκοπος	biskup
πλούσια	bogata
πλούσια	bogato
πλούσια	bogati
πλούσια	bogatim
πλούσια	bogat
παράσταση	nastup
παράσταση	show
παράσταση	emisiju
παράσταση	nastup
παράσταση	šou
παράσταση	sou
περάσει	proći
περάσει	pass
πολωνία	poljska
απόλλωνα	apolon
σοφία	sofija
σοφία	sofija
σοφία	sophia
σοφία	mudrost
παρουσίαση	prezentacija
δυνατόν	mogući
δυνατόν	moguće
κατάληψη	zauzimaju
κατάληψη	preuzimanja
αναγνώριση	identifikacija
αναγνώριση	priznanja
αναγνώριση	priznavanje
αναγνώριση	priznanje
τάγμα	bataljon
άκρο	ud
σήμα	signal
σήμα	badge
ευχαριστώ	hvala
ευρήματα	nalaze
ευρήματα	nalazima
ευρήματα	nalazi
αεροσκάφος	aviona
χρόνος	vrijeme
πράξεις	operacija
πράξεις	operacijama
πράξεις	dela
πράξεις	akte
πράξεις	akti
πράξεις	akata
πράξεις	akcija
πράξεις	radnje
πράξεις	akcije
πράξεις	postupci
πράξεις	postupcima
φίλιππος	philip
φίλιππος	filip
δυνατό	jaka
δυνατό	jaki
βασιλείς	kraljevi
τουρκική	turski
δήμοι	općina
δήμοι	općine
τέταρτη	četvrta
τέταρτη	četvrti
τέταρτη	četvrto
τέταρτη	četvrtog
τέταρτη	četvrtom
αιγαίου	egeja
αιγαίου	egejska
αιγαίου	egej
ύφος	stil
ύφος	style
χώρους	prostori
χώρους	prostora
χώρους	spaces
χώρους	prostore
τούρκοι	turci
ορθόδοξη	pravoslavna
ορθόδοξη	pravoslavni
παραστάσεις	predstave
παραστάσεις	pokazuje
περιοδικά	magazine
περιοδικά	časopisa
παρακαλώ	molim
παράγοντες	agenti
παράγοντες	faktori
τεχνικές	tehnike
αστέρας	zvijezda
φυτά	biljke
αγίων	svetaca
αγίων	saints
προτάσεις	prijedlozima
προτάσεις	prijedlozi
προτάσεις	preporuka
προτάσεις	preporuke
σύμβουλος	savjetnik
σύμβουλος	konsultant
σύμβουλος	konsultanta
τεχνολογία	tehnologija
όπλα	oružje
όπλα	oružje
όπλα	oružja
όπλα	puške
όπλα	oružje
όπλα	guns
έκρηξη	erupcija
έκρηξη	eksplozija
έκρηξη	blast
έκρηξη	eksplozije
έκρηξη	eksplozija
συνέλευση	skupština
συνέλευση	konvenciji
συνέλευση	konvencija
συνέλευση	konvenciju
επιτυχίες	uspjesima
επιτυχίες	uspjehe
βασιλικό	basile
βασιλικό	royal
βασιλικό	kraljevska
βασιλικό	kraljevsko
βασιλικό	kraljevski
ποίηση	poezija
εθνών	nacija
ανατολικό	istok
ανατολικό	istočnim
ανατολικό	istočni
ανατολικό	istočnoj
ανατολικό	istočna
ανατολικό	istočne
διαστάσεις	dimenzije
διαστάσεις	dimenzija
διαστάσεις	dimenziju
ερείπια	ruševina
ερείπια	ruševine
ερείπια	ruševinama
ασφάλεια	obezbjeđenje
ασφάλεια	sigurnost
ασφάλεια	bezbjednost
ασφάλεια	bezbjednosti
ασφάλεια	sigurnost
ασφάλεια	osiguranje
ασφάλεια	osiguranja
γραφείο	ured
γραφείο	office
γραφείο	kancelarija
καθημερινή	svakodnevne
καθημερινή	dnevnik
καθημερινή	svakodnevni
καθημερινή	dnevni
εσωτερική	unutrašnje
εσωτερική	unutrašnja
εσωτερική	unutrašnji
απλή	jednostavna
απλή	jednostavne
απλή	jednostavan
απλή	jednostavni
απλή	jednostavnih
απλή	jednostavno
αρχεία	datoteka
αρχεία	rekordi
αρχεία	zapisi
αρχεία	arhive
διάκριση	diskriminaciju
διάκριση	diskriminacije
διάκριση	diskriminacija
εβδομάδες	sedmica
επιστολή	pismo
επιστολή	slovo
συνεισφορά	doprinos
ιταλικά	italijanski
πιθανότητα	vjerovatnoća
πιθανότητα	mogućnost
μόσχα	moskva
εξέδωσε	izdat
εξέδωσε	izdana
εξέδωσε	izdale
εξέδωσε	izdata
εξέδωσε	izdali
ηρακλή	herkules
καλιφόρνια	kalifornija
πέρασμα	prolaz
πέρασμα	proći
πέρασμα	pass
έμβλημα	insignia
έμβλημα	amblem
γύρος	rundu
παύλος	paul
παύλος	pavlos
γερμανικό	njemački
βρετανική	britanski
βρετανική	britansko
βρετανική	britanska
βρετανική	britanske
βρετανική	britanci
συγκρούσεις	sukobi
συγκρούσεις	sukob
συγκρούσεις	konflikt
χειμώνα	zima
πράσινο	zelena
δία	zeus
δία	jupiter
εταιρείες	korporacija
εταιρείες	korporacije
εταιρείες	firmi
εταιρείες	firme
εταιρείες	kompanije
εφημερίδες	novine
εφημερίδες	novine
εφημερίδες	novina
εφημερίδες	papire
αρχαιολογικό	arheološka
αρχαιολογικό	arheološki
αρχαιολογικό	arheološko
μουσικός	muzičar
χρήματα	novac
τραγουδίστρια	pjevačica
τραγουδίστρια	pjevač
βερολίνο	berlin
κλίμακα	skala
μέλλον	budućnost
κύκλος	kružnica
κύκλος	ciklus
νωρίτερα	ranije
βιέννη	beč
σκοτώθηκε	ubila
σκοτώθηκε	ubili
σκοτώθηκε	ubio
σκοτώθηκε	ubijena
σκοτώθηκε	ubijen
σκοτώθηκε	ubijeni
δεδομένου	dat
πρότεινε	kazao
βασιλείας	basel
εφαρμογές	aplikacije
εφαρμογές	prijave
εφαρμογές	apps
αλλάξει	promijenio
αλλάξει	promijenila
αλλάξει	promijenjen
αιώνες	vijekova
αιώνες	vijekovima
χτίστηκε	sagrađena
χτίστηκε	izgrađena
χτίστηκε	izgrađeno
χτίστηκε	izgradio
ιστορίες	priče
ιστορίες	priče
ιστορίες	price
ισπανικά	španski
βρετανικό	britanski
βρετανικό	britansko
βρετανικό	britanska
βρετανικό	britanske
βρετανικό	britanci
έρευνες	ispitivanja
έρευνες	istraga
έρευνες	istraživanje
έρευνες	istraživanja
εκλογή	izbori
κάνοντας	pravljenje
κάνοντας	izrada
κάνοντας	čime
πρακτική	praktične
πρακτική	praktična
πρακτική	praktični
πρακτική	praksu
πρακτική	praksi
πρακτική	praksom
πρακτική	praksa
ρίζες	korijene
ρίζες	korijenima
ρίζες	korijeni
μερικοί	neki
ποιητές	pjesnika
ποιητές	pjesnici
σύνδεση	prijava
σύνδεση	veza
σύνδεση	povezuje
σύνδεση	veza
σύνδεση	link
σύνδεση	povezivanje
σύνδεση	povezivati
σύνδεση	povezati
σύνδεση	povezivanja
αυτοκίνητα	automobile
αυτοκίνητα	automobili
αυτοκίνητα	automobila
πλευρές	strane
τεράστια	ogromni
τεράστια	ogromna
τεράστια	ogromne
τεράστια	ogromno
διαδίκτυο	internet
νούμερο	broj
δίνοντας	davanju
δίνοντας	davanje
δίνοντας	dajući
δίνοντας	daje
καφέ	brown
καφέ	kahva
πατριάρχης	patrijarh
πατριάρχης	patrijarha
ευρύτερη	širi
ευρύτερη	širih
ευρύτερη	širem
ευρύτερη	šire
ευρύτερη	široj
οδός	put
οδός	ruta
οδός	rute
οδός	street
οδός	ulice
οδός	ulica
οδός	put
συμπεριλαμβανομένων	uključujući
λος	los
γνωστές	poznat
γνωστές	poznato
γνωστές	poznata
γνωστές	poznate
άμυνας	odbranu
άμυνας	odbrana
μάτια	eyes
μάτια	očima
μάτια	oči
εκδηλώσεις	događaja
εκδηλώσεις	događaji
εκδηλώσεις	dešavanja
σερβία	srbija
βαν	van
εσσδ	sssr
ποικιλία	raznovrsnost
ποικιλία	različitosti
ποικιλία	raznolikost
ποικιλία	raznovrsnost
ποικιλία	različitih
κώστα	costas
κώστα	costa
χρονικά	hronika
χρονικά	bilježe
δολοφονία	atentat
δολοφονία	ubistvo
αθλητής	sportista
φιλόσοφος	filozof
παρασκευή	petak
καθήκοντα	zadaci
καθήκοντα	dužnosti
απώλειες	gubitak
απώλειες	gubitke
απώλειες	gubici
απώλειες	žrtava
απώλειες	žrtve
συνεχίζει	nastavlja
αποφοίτησε	diplomirao
εκπομπή	emitovanje
εκπομπή	emitovati
κινητήρα	motor
κινητήρα	motor
αντικαταστάθηκε	zamijenio
αντικαταστάθηκε	zamijenjeni
τόμας	thomas
απλό	jednostavna
απλό	jednostavne
απλό	jednostavan
απλό	jednostavni
απλό	jednostavnih
απλό	jednostavno
απλό	ravnica
εβδομάδα	sedmica
έρχεται	dolazi
επιστήμες	nauka
αυλή	dvorište
αυλή	dvorištu
αυλή	dvorišta
επαγγελματική	profesionalne
επαγγελματική	profesionalna
επαγγελματική	profesionalni
επαγγελματική	professional
γαλλικό	francuski
φήμη	ugled
φήμη	slavnih
φήμη	fame
δημοσίευσε	postavljenim
ευρέως	generalno
κόλπο	trik
τύμπανα	bubanj
τύμπανα	drums
ανακάλυψη	otkriti
ανακάλυψη	otkriju
ανακάλυψη	otkrili
ανακάλυψη	otkrije
ανακάλυψη	otkriće
ιδρυτής	osnivača
ιδρυτής	osnivač
διαφορές	razlika
διαφορές	razlike
διαφορές	sporova
κινήσεις	poteza
κινήσεις	kretanje
κινήσεις	pokreti
πυρήνα	jezgro
πυρήνα	jezgra
πυρήνα	kernel
ποιος	ko
ποιος	koji
νόμπελ	nobelova
νόμπελ	nobel
κανονική	redovni
κανονική	redovnog
κανονική	redovan
κανονική	redovna
κανονική	redovnom
κανονική	redovnim
κανονική	normalno
κανονική	normalan
κανονική	normalni
κανονική	normalne
κανονική	normalna
αδελφή	sestra
έπεσε	pala
έπεσε	pao
άγαλμα	kip
βραζιλία	brazil
βορρά	sjever
δύσκολο	hard
δύσκολο	teško
δύσκολο	teškom
δύσκολο	teški
δύσκολο	težak
δύσκολο	teško
δύσκολο	teška
προσπαθεί	pokušava
προσπαθεί	pokušava
αριθμούς	brojevi
συνεργάστηκε	sarađivao
ιερουσαλήμ	jerusalem
στρατόπεδο	logor
στρατόπεδο	camp
στρατόπεδο	kamp
στρατόπεδο	kampu
εννέα	devet
διαφορετικό	drugačija
διαφορετικό	drugačije
διαφορετικό	različita
διαφορετικό	različito
διαφορετικό	različiti
διαφορετικό	različitih
αλήθεια	istina
αλήθεια	tačna
αλήθεια	istina
αλήθεια	stvarno
ποσότητα	veličina
ποσότητα	kvantitet
διαδρομή	put
διαδρομή	ruta
διαδρομή	rute
διαδρομή	put
νερά	vodama
σουηδία	švedska
λατινική	latinski
ολόκληρο	cijela
ολόκληρο	čitava
έκφραση	izraza
έκφραση	izraz
υπολογιστή	računar
γνωστοί	poznat
γνωστοί	poznato
γνωστοί	poznata
γνωστοί	poznate
γνωστοί	poznanicima
προσφορά	nastojanje
προσφορά	ponuda
φρούριο	tvrđava
φρούριο	utvrđenje
φρούριο	fort
ανεξάρτητα	nezavisno
παρατηρήσεις	posmatranja
παρατηρήσεις	komentari
παρατηρήσεις	komentarima
δίκη	suđenje
αρκετοί	nekoliko
σχόλια	komentari
σχόλια	komentarima
άξονα	osi
νομική	legalno
νομική	pravna
νομική	pravne
νομική	pravni
νομική	pravnih
γράμμα	pismo
γράμμα	slovo
υποψηφιότητα	kandidaturu
υποψηφιότητα	kandidaturi
υποψηφιότητα	nominaciju
υποψηφιότητα	nominacija
πνεύμα	duh
πνεύμα	džibril
βουνά	planine
βουνά	planina
παλιό	stare
παλιό	stara
παλιό	staro
παλιό	stari
τομείς	sektore
τομείς	sektora
τομείς	sektori
έκδοσης	izdavanje
συρία	sirija
γενιά	generacija
κατανομή	slom
κατανομή	dodjela
κατανομή	distribuciji
κατανομή	distribucija
κατανομή	distribuciju
στίχους	ajeti
στίχους	ajeta
στίχους	teksta
στίχους	tekstova
στίχους	tekstove
στίχους	lirika
στίχους	stihovima
κλειστό	zatvorena
κλειστό	zatvoreno
κλειστό	zatvorio
αυτοκίνητο	automobil
αυτοκίνητο	automobile
εξαρτάται	zavisi
κατάταξη	rang
κατάταξη	klasifikacija
κατάταξη	rang
δικαιοσύνης	pravda
δικαιοσύνης	pravde
μεξικό	meksiko
φυσικός	prirodno
φυσικός	fizičar
τουρνουά	turnir
τουρνουά	turnire
τουρνουά	turnirima
σωματεία	sindikati
αντίτυπα	kopija
αντίτυπα	kopije
ημερολόγιο	kalendar
ημερολόγιο	dnevnika
ημερολόγιο	dnevniku
ημερολόγιο	dnevnik
ημερολόγιο	žurnal
στατιστικά	statistika
συμβολή	doprinos
βασικές	basic
στυλ	stilova
στυλ	stil
στυλ	style
ήλιο	helij
τοπικές	lokalnom
τοπικές	lokalni
ρεάλ	real
ρεάλ	pravi
βοήθησε	pomogla
βοήθησε	pomogao
κρατών	države
κρατών	država
γράφτηκε	pisani
γράφτηκε	napisano
γράφτηκε	zapisano
γράφτηκε	napisao
γράφτηκε	pisan
γράφτηκε	pisao
βοηθός	pomoćnik
βοηθός	asistenta
βοηθός	asistent
βοηθός	zamjenik
ελβετία	švicarska
αναζήτηση	pretrage
αναζήτηση	potraga
αναζήτηση	pretraga
αναζήτηση	potraga
βιομηχανία	industrija
υποστήριξε	podržao
υποστήριξε	podržali
καλλιτεχνικό	umjetnička
καλλιτεχνικό	umjetničko
καλλιτεχνικό	umjetničkim
καλλιτεχνικό	umjetnički
εσύ	vi
εσύ	ti
εσύ	you
εσύ	te
μπάσκετ	košarka
μουσικοί	muzičara
μουσικοί	muzičari
κοιλάδα	dolina
προϊόν	proizvod
προϊόν	produkt
παλάτι	palata
παλάτι	palača
πασά	paša
συγχώνευση	spajanje
συγχώνευση	spoje
συγχώνευση	spajanje
συγχώνευση	spajanja
συγχώνευση	spajanje
εμπειρία	iskustva
εμπειρία	iskustvo
σκηνές	scene
αθλητικά	sportsko
χρυσός	zlatna
χρυσός	zlato
φίλος	prijatelj
φίλος	drug
τρίτος	treći
τρίτος	treća
τρίτος	treće
σύγκριση	poređenja
σύγκριση	poređenje
ανακοινώθηκε	najavljeno
ανακοινώθηκε	najavio
ανακοινώθηκε	objavio
ανακοινώθηκε	objavili
επιστήμονες	naučnici
περιφέρειες	regije
ηττήθηκε	poraženi
ηττήθηκε	poražena
ηττήθηκε	porazila
ηττήθηκε	porazio
δώδεκα	dvanaest
δικηγόρος	advokat
δικηγόρος	advokat
πρίγκιπας	princ
πρίγκιπας	prince
έφυγε	nestao
έφυγε	nestali
έφυγε	otišli
έφυγε	otišla
οδηγός	vozač
οδηγός	vozača
οδηγός	vodič
δρόμος	street
δρόμος	ulice
δρόμος	ulica
δρόμος	put
τελικός	finale
τελικός	završni
τελικός	konačni
δήμους	općina
δήμους	općine
πιστεύεται	vjerovali
τοπικά	lokalno
τοπικά	lokalnom
τοπικά	lokalni
πίστη	vjera
πίστη	odanost
πίστη	lojalnost
παραδοσιακά	tradicionalna
παραδοσιακά	tradicionalne
παραδοσιακά	tradicionalno
παραδοσιακά	tradicionalno
προέλευση	porijekla
προέλευση	porijeklo
προέλευση	porijeklu
προέλευση	poreklo
ισχυρή	moćna
ισχυρή	moćan
διαχείριση	upravljanje
διαχείριση	vođenje
διαχείριση	menadžment
σταδιοδρομία	karijeru
σταδιοδρομία	karijere
σταδιοδρομία	karijera
σταδιοδρομία	karijere
ιράν	iran
πιθανό	mogući
πιθανό	moguće
τζορτζ	george
παρουσίασε	predstavila
παρουσίασε	predstavljena
παρουσίασε	predstavljen
παρουσίασε	predstavilo
παρουσίασε	predstavio
συναυλίες	koncerti
αίμα	krv
ιστορικές	historijska
ιστορικές	historijsko
ιστορικές	historijski
αντίστοιχη	odgovarajući
αντίστοιχη	odgovarajućeg
ζωγραφική	slikarstvo
βελτίωση	poboljšanja
βελτίωση	unaprijediti
βελτίωση	poboljšaju
βελτίωση	improve
βελτίωση	poboljšanje
βέλγιο	belgija
διάμετρος	prečnik
εξωτερική	vanjska
εξωτερική	vanjski
υπολογίζεται	izračunali
κτήριο	zgrada
αστυνομία	policija
επιμέλεια	staranje
επιμέλεια	pritvoru
πτήση	leta
πτήση	let
καρκίνο	rak
στίχοι	ajeti
στίχοι	ajeta
στίχοι	teksta
στίχοι	tekstova
στίχοι	tekstove
στίχοι	lirika
στίχοι	stihovima
απευθείας	direktni
απευθείας	direktna
απευθείας	direktan
απευθείας	direktno
σύμβολα	simboli
σύμβολα	simbola
ρωσικά	ruski
πρίγκιπα	princ
πρίγκιπα	prince
ηλίας	ilias
ηλίας	elias
φυλή	klan
φυλή	klana
φυλή	pleme
φυλή	plemena
φυλή	trka
φυλή	rasa
βενετία	venecija
χαρακτήρας	karaktera
χαρακτήρας	karakter
χαρακτήρας	lik
δέχεται	prima
δέχεται	prihvata
κόστος	trošak
κόστος	košta
κόστος	troškovi
τύποι	tipovi
τύποι	vrste
προηγουμένως	prethodno
σύζυγο	muž
σύζυγο	supruga
σύζυγο	žena
δημοκρατικό	demokratski
δημοκρατικό	demokratska
σκωτίας	škotska
σκωτίας	škotski
λατινικά	latinski
σημείωσε	zapaža
σημείωσε	ukazao
σημείωσε	naglašeno
δυνατή	jaka
δυνατή	jaki
μέτρο	mjera
μέτρο	mjeri
κλασική	klasični
κλασική	klasični
κλασική	classic
κλασική	klasik
πιάνο	klavir
διπλό	dvostruki
διπλό	dupla
διπλό	dvostruko
διπλό	dvostruke
προεδρικές	predsjednički
μηχανική	mehanika
μηχανική	inženjerstvo
απώλεια	gubitak
υπέστη	zadobio
υπέστη	pretrpjela
πραγματική	stvarni
πραγματική	stvarne
καν	khan
καν	kan
ψήφους	glasove
ψήφους	glasova
ψήφους	glasa
ψήφους	glasovima
αποστολές	isporuke
κυριακή	nedjelja
βουνό	planina
ανθρώπινη	čovjek
πωλήσεις	prodaja
γεωμετρία	geometrija
ερρίκος	henri
ερρίκος	henry
φιναλίστ	finalista
σωστά	pravo
σωστά	desno
σωστά	pravilna
άνοιξε	otvorene
άνοιξε	otvorena
άνοιξε	otvoren
άνοιξε	otvoreno
άνοιξε	open
τρόπους	načine
τρόπους	načini
τρόπους	načina
τρόπους	maniri
κάποτε	jednom
εμπορικό	centar
νικήτρια	pobjednik
γιουγκοσλαβίας	jugoslavija
σοβαρά	ozbiljno
αφαίρεση	uklanjanjem
αφαίρεση	uklanjanje
αφαίρεση	uklanjanju
αφαίρεση	ukloni
αφαίρεση	otklanjanje
αφαίρεση	uklanjanje
συμπτώματα	simptomi
προσωρινά	privremeno
προσωρινά	privremeno
προσωρινά	privremenu
προσωρινά	privremene
κερδίζει	pobjeđuje
κερδίζει	pobijedila
υδρογόνου	vodik
άγνωστο	nepoznata
άγνωστο	nepoznat
άγνωστο	nepoznati
εντούτοις	međutim
κύτταρα	ćelije
συνέντευξη	intervju
ρουμανία	rumunija
συνάντηση	ispuniti
συνάντηση	sastanak
συνάντηση	susret
μετακόμισε	preselio
οικισμούς	naselja
λουδοβίκος	louis
λουδοβίκος	lodovico
μιχάλης	michalis
αντ	ant
αντ	umjesto
αντ	umesto
αντ	ade
ανακάλυψε	otkriveni
ανακάλυψε	otkrivene
ανακάλυψε	otkrivena
ανακάλυψε	otkriven
ανακάλυψε	otkrio
ανακάλυψε	otkrili
λογισμικό	softver
ενέργειες	akcija
ενέργειες	radnje
ενέργειες	akcije
ενέργειες	postupci
ενέργειες	postupcima
πολωνίας	poljska
αεροπορία	avijacija
μαδρίτης	madrid
δηλώνει	proglasi
σωματείο	savez
σωματείο	unija
σωματείο	union
σωματείο	unión
παρόν	prisutan
ιησού	isus
νομίσματα	novčiće
νομίσματα	kovanica
νομίσματα	valute
πρακτικά	praktične
πρακτικά	praktična
πρακτικά	praktični
πρακτικά	praktično
σημαντικός	važnom
σημαντικός	važna
σημαντικός	važno
σημαντικός	bitan
σημαντικός	važnih
σημαντικός	bitno
ενεργό	aktivna
ενεργό	aktivni
ενεργό	aktivan
προβολή	projekcija
προβολή	prikaz
προβολή	pogled
ρυθμό	tempo
ρυθμό	tempo
ρυθμό	ritam
συνελήφθη	uhapšeni
συνελήφθη	uhapšena
συνελήφθη	uhapšen
βορειοδυτικά	sjeverozapad
καλλιτέχνης	umjetnik
άντζελες	angeles
μαύρη	crni
μαύρη	crna
στήλη	stub
νόμισμα	valuta
νόμισμα	novčić
νόμισμα	novčića
αξιωματικός	oficire
αξιωματικός	oficir
αξιωματικός	oficirom
συλλογές	kolekcije
συλλογές	zbirke
δημιουργώντας	kreiranje
δημιουργώντας	stvaranje
στόλου	flota
καταστράφηκε	uništene
καταστράφηκε	uništen
καταστράφηκε	uništena
καταστράφηκε	uništeni
καταστράφηκε	uništenog
βιογραφία	biografija
καθηγητή	profesor
καρδιά	srce
στάδια	stadiona
στάδια	faze
στάδια	etapa
στάδια	stadijuma
στάδια	koraka
στάδια	koraci
γιου	yoo
καθαρά	jasni
καθαρά	jasnih
καθαρά	jasno
καθαρά	jasna
καθαρά	jasan
καθαρά	čistu
καθαρά	čistim
καθαρά	čista
καθαρά	čist
καθαρά	čistom
καθαρά	neto
καθαρά	net
αντίπαλο	rival
αντίπαλο	rivala
αντίπαλο	protivnik
ολοκλήρωση	završetak
ολοκλήρωση	završetku
ολοκλήρωση	završetka
ολοκλήρωση	integracija
ολοκλήρωση	završeno
ολοκλήρωση	potpuna
ολοκλήρωση	kompletna
ολοκλήρωση	kompletan
τέταρτο	četvrta
τέταρτο	četvrti
τέταρτο	četvrto
τέταρτο	četvrtog
τέταρτο	četvrtom
έδειξε	pokazao
έδειξε	pokazala
έδειξε	pokazali
παρουσιάστηκε	predstavila
παρουσιάστηκε	predstavljena
παρουσιάστηκε	predstavljen
παρουσιάστηκε	predstavilo
παρουσιάστηκε	predstavio
θεωρίες	teorije
ιταλοί	italijani
ανεξάρτητη	independent
ανεξάρτητη	nezavisno
ανεξάρτητη	nezavisni
ανεξάρτητη	nezavisna
εργαστήριο	laboratoriji
εργαστήριο	laboratorija
