το	на
ανάμνηση	памет
ανάμνηση	спомени
υπολογιστής	калкулатор
υπολογιστής	компютър
υπολογιστής	компютъра
δαβίδ	дейвид
δαβίδ	давид
εγγραφή	записване
εγγραφή	запис
εγγραφή	регистрация
εγγραφή	регистриране
απέδειξε	доказано
ταχεία	ускорено
ταχεία	ускорен
ταχεία	бърз
σιμόν	симон
σιμόν	симона
σιμόν	саймън
σιμόν	симон
άιρες	айрес
μπουν	бун
μπουν	буун
μπουν	бун
ολυμπία	олимпия
εξωτερικός	външна
εξωτερικός	външно
εξωτερικός	външни
εξωτερικός	външен
άξονας	ос
άξονας	оста
άξονας	ос
άξονας	оси
άξονας	оста
προφήτης	пророк
προφήτης	пророка
προφήτης	пророкът
φαινόταν	изглеждаше
συμεών	семьон
συμεών	симеон
ανώνυμος	анонимни
ανώνυμος	анонимна
ανώνυμος	анонимен
ανώνυμος	анонимно
αντιπρόσωπος	представителна
αντιπρόσωπος	представителен
αντιπρόσωπος	представително
αντιπρόσωπος	представителни
αντιπρόσωπος	представител
αντιπρόσωπος	делегиране
αντιπρόσωπος	делегира
πεν	пен
πεν	писалка
πεν	pen
πεν	химикалка
πεν	химикал
ζωντανό	живи
ζωντανό	жива
ζωντανό	жив
αναγνωρίσει	разпознае
αναγνωρίσει	идентифицира
αναγνωρίσει	идентифициране
εισαγωγής	внос
εισαγωγής	внасяне
εισαγωγής	импортиране
νιγηρία	нигерия
λούις	люис
λούις	луис
λούις	louis
λούις	луи
λούις	луис
σταθερές	константи
ντουέτο	дует
ντουέτο	дуо
ντουέτο	дует
βακτήρια	бактерия
βακτήρια	бактерии
επιτροπές	комисии
επιτροπές	комисии
επιτροπές	комитети
επηρεάστηκε	повлиян
επηρεάστηκε	повлияни
διαβάζει	чете
πλοκή	парцел
πλοκή	сюжет
πλοκή	заговор
καρκίνος	рак
καρκίνος	ракът
μπανγκλαντές	бангладеш
ονοματολογία	номенклатура
ονοματολογία	номенклатурата
πρόσφερε	предложени
πρόσφερε	предложен
πρόσφερε	предложена
πρόσφερε	предложено
πιλότος	пилот
πιλότος	пилотен
σόφια	софия
αμβούργο	хамбург
αυτοκρατορικό	имперски
στόχοι	цели
στόχοι	голове
στόχοι	цели
στόχοι	мишени
στόχοι	цели
εκτελεστική	изпълнителна
εκτελεστική	изпълнителни
κάθριν	катрин
κάθριν	катрин
κάθριν	катерина
ισχύς	сила
ισχύς	мощ
ισχύς	якост
ισχύς	валидност
ισχύς	мощност
ισχύς	сила
ισχύς	власт
ισχύς	мощ
νομοθετικό	законодателни
νομοθετικό	законодателно
νομοθετικό	законодателна
νομοθετικό	законодателен
υπεύθυνο	отговорни
υπεύθυνο	отговорно
υπεύθυνο	отговорен
υπεύθυνο	отговорна
χωρίζει	разделя
οροπέδιο	платото
οροπέδιο	плато
εκδίκηση	отплата
εκδίκηση	разплата
εκδίκηση	отмъщението
εκδίκηση	отмъщение
εκδίκηση	мъст
εκδίκηση	мъст
εκδίκηση	отмъщение
εκδίκηση	отмъщението
στρατηγοί	генерали
οδύσσεια	одисея
οδύσσεια	одисей
αποθήκευσης	склад
αποθήκευσης	съхранение
αποθήκευσης	складиране
αποθήκευσης	съхраняване
ταξιδεύει	пътува
ταξιδεύει	пътуване
ταξιδεύει	пътувам
ταξιδεύει	пътува
άντριου	андрю
πράγα	прага
ετυμολογία	етимологията
παλαιολόγος	палеолог
μάθημα	урок
μάθημα	поука
μάθημα	клас
μάθημα	класа
χιούστον	хюстън
ρητά	изрично
ρητά	изрично
ερασιτεχνικό	аматьор
ερασιτεχνικό	аматьори
ερασιτεχνικό	аматьорски
παράθυρο	прозореца
παράθυρο	прозорецът
παράθυρο	прозорец
προτεραιότητα	приоритетни
προτεραιότητα	приоритетна
προτεραιότητα	приоритет
κατοικούν	обитават
μαδαγασκάρη	мадагаскар
εισάγει	вложки
εισάγει	вмъкване
εισάγει	въвежда
γλύπτες	скулптори
γυμνό	голо
γυμνό	голи
γυμνό	гола
γυμνό	голотата
γυμνό	голота
γυμνό	голо
γυμνό	голи
γυμνό	гола
ουράνια	небесен
ουράνια	небесна
ουράνια	небесно
ουράνια	небесен
ουράνια	небесно
δέκατο	десети
δέκατο	tenth
δέκατο	десета
αποκαλύφθηκε	разкрита
αποκαλύφθηκε	разкрито
αποκαλύφθηκε	разкрити
αποκαλύφθηκε	разкриха
αποκαλύφθηκε	разкрит
αποκαλύφθηκε	разкри
δημιουργού	създател
μετα	след
ορίζοντα	хоризонта
ορίζοντα	хоризонт
ινδική	индианец
ινδική	индиец
ινδική	индийско
ινδική	индийски
ινδική	индийска
καστοριά	кастория
κινηματογράφος	киното
κινηματογράφος	кино
αδελφές	сестри
απλός	прост
απλός	прости
απλός	проста
απλός	простичко
πουλί	чеп
πουλί	кур
πουλί	хуй
πουλί	петел
πουλί	птиче
πουλί	бърд
πουλί	птичка
πουλί	птица
επανειλημμένα	многократно
επανειλημμένα	неколкократно
πάγκο	контра
πάγκο	брояч
πάγκο	пейката
πάγκο	пейка
αγαπημένη	любимо
αγαπημένη	любими
αγαπημένη	любим
αγαπημένη	любимка
αγαπημένη	любими
αγαπημένη	любима
γιανγκ	янг
μορίων	молекули
μορίων	молекулите
δωμάτια	стаите
δωμάτια	стаи
πύργους	кули
πύργους	кулите
πύργους	тауърс
προστάτη	защитник
προστάτη	предпазител
προστάτη	простата
προστάτη	простатата
λείπουν	липсващ
λείπουν	изчезнал
λείπουν	липсва
λείπουν	липсваща
λείπουν	липсващи
λείπουν	изчезнала
προτεινόμενη	предложен
προτεινόμενη	предложени
προτεινόμενη	предложено
προτεινόμενη	препоръчано
προτεινόμενη	препоръчана
προτεινόμενη	препоръчително
προτεινόμενη	препоръчва
προτεινόμενη	препоръчани
προτεινόμενη	предложени
προτεινόμενη	предложена
προτεινόμενη	предложен
προτεινόμενη	предложено
ιππείς	конници
ιππείς	конници
ιππείς	ездачи
κυριαρχεί	доминира
κυριαρχεί	доминиращ
δοκίμιο	есе
δοκίμιο	есето
τοίχους	стени
τοίχους	стените
οδηγοί	състезатели
οδηγοί	шофьори
οδηγοί	водачите
οδηγοί	водачи
οδηγοί	водачи
μισή	наполовина
μισή	половината
ιδρυτές	основатели
ιδρυτές	основателите
πάρκα	паркс
πάρκα	паркове
πάρκα	парковете
σταθερότητα	стабилност
σταθερότητα	устойчивост
μίνι	мини
μίνι	мини
άρχοντα	лорд
αυτοκτονία	самоубийство
αυτοκτονία	самоубийства
πολυάριθμες	многобройни
καταλυτική	каталитичен
ευαγγέλιο	евангелието
βέρμαχτ	вермахт
διορίζεται	назначени
διορίζεται	назначена
διορίζεται	назначен
γύρους	обиколки
γύρους	кръгове
γύρους	рунда
φραντσέσκο	франческо
αιχμαλωσία	улавяне
αιχμαλωσία	залавяне
αιχμαλωσία	улови
αιχμαλωσία	залавянето
αιχμαλωσία	плен
χέπμπορν	хепбърн
περιστατικά	инциденти
περιστατικά	произшествия
γραμμάρια	грама
υποστηρικτής	поддръжник
υποστηρικτής	привърженик
πολιτιστικός	културни
πολιτιστικός	културен
πολιτιστικός	културно
πολιτιστικός	културна
ικανός	способно
ικανός	способен
ικανός	способна
ικανός	способни
λεωφόρος	булевард
λεωφόρος	авеню
λεωφόρος	магистрала
λεωφόρος	магистралата
βίο	биология
βίο	биография
βίο	био
άπειρο	безкрайни
άπειρο	безкрайно
άπειρο	безкраен
άπειρο	безкрайна
άπειρο	безкрайност
άπειρο	безкрайността
λευκός	бяла
λευκός	бели
λευκός	бял
λευκός	бяло
καταστραφεί	унищожени
καταστραφεί	унищожена
καταστραφεί	разрушени
καταστραφεί	унищожен
καταστραφεί	унищожено
παππού	дядо
παππού	дядо
αιθιοπία	етиопия
ζωγράφισε	боядисани
ζωγράφισε	нарисуван
ζωγράφισε	нарисувана
ζωγράφισε	нарисувал
ζωγράφισε	боядисана
περσία	персия
ξένη	чужди
ξένη	чуждестранни
ξένη	чужд
ξένη	чужда
ξένη	чужденец
τακτικό	тактическо
τακτικό	тактическа
τακτικό	тактически
κοσμήματα	бижута
κοσμήματα	скъпоценности
κοσμήματα	бижу
κοσμήματα	бижута
κοσμήματα	бижу
κοσμήματα	бижута
γυμναστικής	гимнастика
συντριπτική	поразително
δεκτή	траен
δεκτή	приета
δεκτή	приети
δεκτή	прие
δεκτή	прието
δεκτή	приет
στολή	костюм
στολή	тоалет
στολή	облекло
στολή	униформи
στολή	униформа
ομοσπονδίες	федерации
ενισχύσεις	помощи
ενισχύσεις	помощ
έντυπα	формуляри
έντυπα	форми
διπλά	двойна
διπλά	двойни
διπλά	двоен
διπλά	двойно
περιορισμένο	ограничено
περιορισμένο	ограничена
περιορισμένο	limited
περιορισμένο	ограничен
περιορισμένο	ограничени
περιορισμένο	ограничено
περιορισμένο	ограничена
περιορισμένο	ограничен
περιορισμένο	ограничени
μαχητής	борец
μαχητής	боец
μαχητής	изтребител
στου	стю
αποθέματα	запаси
αποθέματα	резерв
αποθέματα	резерви
οξείδωση	окисление
αλεξάνδρα	александра
πεποιθήσεις	убеждения
πεποιθήσεις	присъди
πεποιθήσεις	вярвания
πεποιθήσεις	убеждения
ντάγκλας	дъглас
άγκυρα	анкара
άγκυρα	котва
άγκυρα	котвата
μορφολογία	морфология
κατασκευάζονται	произведени
κατασκευάζονται	произведена
κατασκευάζονται	произведен
κατασκευάζονται	произведено
αξιόπιστη	надежден
αξιόπιστη	достоверен
αξιόπιστη	надеждно
αξιόπιστη	надежден
αξιόπιστη	надеждни
αξιόπιστη	надеждна
σήμανση	маркировка
σήμανση	маркиране
σήμανση	етикетиране
γειτονιά	махала
γειτονιά	квартал
γειτονιά	квартала
γειτονιά	квартал
γειτονιά	съседство
φοιτητής	студентка
φοιτητής	ученик
φοιτητής	ученичка
φοιτητής	студент
προσανατολισμό	насоченост
προσανατολισμό	ориентация
προσανατολισμό	ориентиране
προσανατολισμό	ориентацията
ρόλων	ролите
ρόλων	роли
άρχοντες	лордовете
άρχοντες	лордове
ουρουγουάη	уругвай
περιστέρι	гълъб
περιστέρι	гълъб
περιστέρι	гълъби
ξένα	чужди
ξένα	чуждестранни
ξένα	чужд
ξένα	чужда
ξένα	чужденец
φράνκο	франко
φράνκο	франко
βάγκνερ	уагнър
βάγκνερ	вагнер
κάμπο	кабо
κάμπο	кампо
σαφής	ясно
σαφής	изчистване
γκρι	сив
γκρι	сиво
γκρι	сива
γκρι	сиви
γκρι	грей
γκρι	сив
γκρι	сиво
γκρι	сива
γκρι	сиви
γκρι	грей
φαινομένων	явления
φαινομένων	феномен
φαινομένων	феномени
σέρβος	сърбин
σέρβος	сръбски
σέρβος	сръбска
σέρβος	сръбско
σέρβος	сърбин
σέρβος	сръбски
έβδομη	седмо
έβδομη	седма
έβδομη	седми
συναισθήματα	емоциите
συναισθήματα	емоции
συναισθήματα	чувствата
συναισθήματα	чувства
συναισθήματα	чуства
πράγας	прага
παραμένοντας	оставащи
παραμένοντας	оставащите
φούτμπολ	футбол
φούτμπολ	футболен
ιωαννίδης	йоанидис
ναυπηγεία	корабостроителници
ναυπηγεία	корабостроенето
πρέσβης	посланник
πρέσβης	посланик
ύδρα	хидра
σλοβακίας	словакия
λίστες	списъци
διαιτητής	рефер
διαιτητής	съдия
διαιτητής	арбитър
διαιτητής	рефер
σωτηρία	избавление
σωτηρία	спасението
σωτηρία	спасение
λάμψη	светкавица
λάμψη	проблясък
λάμψη	флаш
λάμψη	светят
λάμψη	сияние
έκτο	шесто
έκτο	шести
έκτο	шеста
προσθέτει	добавя
σαουδική	саудитска
αϊνστάιν	айнщайн
γεράσιμος	герасимос
έκπληξη	изненада
παραμέτρους	параметри
κύτταρο	килия
κύτταρο	клетка
άστρα	звездички
άστρα	звездите
άστρα	звезди
απόγονος	потомство
απόγονος	потомък
αεροδρόμια	летища
αεροδρόμια	летищата
ξένο	ксенон
ξένο	непозната
ξένο	странник
ξένο	непознат
ξένο	чужди
ξένο	чуждестранни
ξένο	чужд
ξένο	чужда
ξένο	чужденец
ιδιοκτήτες	притежатели
ιδιοκτήτες	собственици
ιδιοκτήτες	собствениците
αντρέι	андрей
αντρέι	андрей
γουίλιαμς	уилиамс
γουίλιαμς	уилямс
μαγνητικό	магнитни
μαγνητικό	магнитен
οργή	яд
οργή	гняв
οργή	ярост
οργή	фюри
οργή	гняв
οργή	ярост
οργή	гняв
συνεντεύξεις	интервюта
συνεντεύξεις	разпити
συνεντεύξεις	интервютата
δωρεά	дарение
δωρεά	дари
δωρεά	дари
δωρεά	дарени
αλυσίδες	вериги
αλυσίδες	окови
αλυσίδες	верига
αλυσίδες	вериги
αλυσίδες	верижка
αλυσίδες	веригата
πιστός	лоялни
πιστός	верен
πιστός	лоялен
πιστός	верните
πιστός	верни
πιστός	вярна
πιστός	верен
πιστός	верните
πιστός	верни
πιστός	вярваща
πιστός	вярващ
πυρήνες	ядра
πυρήνες	ядра
ασθενή	пациентът
ασθενή	пациентка
ασθενή	търпелив
ασθενή	пациент
έξοδος	продукция
έξοδος	изход
έξοδος	излизане
έξοδος	изход
έξοδος	напускане
έξοδος	изход
δούκισσα	херцогиня
λόφους	хълмове
λόφους	хилс
κλούμπε	клубе
βρήκα	намерено
βρήκα	намерени
βρήκα	открит
βρήκα	намерена
βρήκα	намерен
αναπτύσσει	развива
εξοπλισμός	оборудване
εξοπλισμός	екипировка
ναυτιλία	корабоплаването
ναυτιλία	корабоплаване
ναυτιλία	доставка
ράγκμπι	ръгби
ενσωματώθηκε	вградена
ενσωματώθηκε	вградени
καστίλης	кастилия
υποείδος	подвид
ερωτική	еротични
ερωτική	еротично
ερωτική	еротичен
δείκτες	показатели
δείκτες	индикатори
δείκτες	индекси
χαρτονομίσματα	банкноти
χαρτονομίσματα	банкноти
χαρτονομίσματα	сметки
προδιαγραφές	спецификации
προδιαγραφές	спецификация
φίτζι	фиджи
ρον	рон
φιλαδέλφεια	фили
φιλαδέλφεια	филаделфия
φιλαδέλφεια	филаделфия
πορτ	пристанище
πορτ	пристанището
πορτ	порт
μαδαγασκάρης	мадагаскар
πεποίθηση	осъждане
πεποίθηση	присъда
πεποίθηση	убеждение
καλωδιακή	кабел
καλωδιακή	кейбъл
καλωδιακή	кабелна
τζιν	дзин
τζιν	джин
τζιν	дънки
τζιν	джинси
τζιν	дънките
τζιν	джин
τζιν	жан
τζιν	джийн
τζιν	джийн
τζιν	ген
τζιν	джин
τζιν	гена
ρέθυμνο	ретимно
ράσελ	ръсел
συμβάσεις	договори
συμβάσεις	поръчки
συμβάσεις	конвенции
απόφοιτοι	завършилите
απόφοιτοι	завършили
αντρέα	андреа
διαζύγιο	развод
διαζύγιο	разведена
διαζύγιο	разведен
διαζύγιο	разведени
ταιριάζει	припадъци
ταιριάζει	пасва
ταιριάζει	съвпада
ταιριάζει	годен
ταιριάζει	годни
έχτισε	построени
έχτισε	изградена
έχτισε	построена
έχτισε	построено
έχτισε	построен
εμπλοκή	ангажиране
εμπλοκή	заплитане
εμπλοκή	ангажимент
εμπλοκή	годежът
εμπλοκή	годежа
εμπλοκή	годеж
εμπλοκή	ангажиране
εμπλοκή	участие
παπούα	папуа
πυραμίδα	пирамида
πυραμίδα	пирамиди
σρι	шри
φωτογράφος	фотографа
φωτογράφος	фотограф
πρόσθεσε	добавена
πρόσθεσε	добавен
πρόσθεσε	добавени
πρόσθεσε	добавено
δεξαμενή	контейнер
δεξαμενή	резервоар
δεξαμενή	танк
δεξαμενή	цистерна
δεξαμενή	резервоар
δεξαμενή	резервоара
καιρός	времето
βόμβα	бомбата
βόμβα	бомба
μοντέρνα	модерно
μοντέρνα	модерно
μοντέρνα	модерни
μοντέρνα	модерна
μοντέρνα	съвременно
μοντέρνα	модерен
μοντέρνα	съвременен
νεολαία	младежта
νεολαία	младост
νεολαία	младеж
νεολαία	младостта
νεολαία	младежи
γκέοργκ	георг
μπους	буш
μπους	храст
οντότητα	образувание
ξεπερνά	надминава
πλαγιά	склон
πλαγιά	наклон
νεφέλωμα	мъглявина
εξαιρέσεις	изключения
εξαιρέσεις	изключения
εξαιρέσεις	освобождаване
εξαιρέσεις	изключения
σάρα	сара
σάρα	сара
ανώτερος	старши
επικίνδυνη	опасен
επικίνδυνη	опасно
επικίνδυνη	опасна
επικίνδυνη	опасни
υπο	sub
υπο	подводница
υπο	подводницата
ανταπόκριση	реакция
ανταπόκριση	отговор
ανταπόκριση	повлияване
αμπντούλ	абдул
ράμφος	клюн
πολυάριθμα	многобройни
παράνομη	нелегално
παράνομη	нелегален
παράνομη	незаконен
παράνομη	незаконна
παράνομη	незаконно
παράνομη	незаконни
παράνομη	незаконно
παράνομη	незаконна
παράνομη	незаконно
παράνομη	незаконен
παράνομη	незаконна
ελσίνκι	хелзинки
σωλήνα	лула
σωλήνα	тръбата
σωλήνα	тръба
σωλήνα	тръбичка
σωλήνα	туба
σωλήνα	тръба
εσθονία	естония
τυνησία	тунис
οργανωμένη	организиран
οργανωμένη	организирана
οργανωμένη	организирано
οργανωμένη	организирани
οργανωμένη	организиран
οργανωμένη	организирана
οργανωμένη	организирано
οργανωμένη	организирани
ανακαλύψεις	открития
έμπνευση	вдъхновението
έμπνευση	вдъхновение
ουζμπεκιστάν	узбекистан
κλιπ	клипове
κλιπ	щипки
κλιπ	клип
κλιπ	пълнител
νβα	нба
συμμετρία	симетрия
αρμοδιότητα	компетентност
αρμοδιότητα	юрисдикция
αρμοδιότητα	компетентност
αρμοδιότητα	компетенции
αρμοδιότητα	компетентността
εμπόδιο	запушване
εμπόδιο	възпрепятства
εμπόδιο	възпрепятстване
εμπόδιο	препятствие
εμπόδιο	пречка
εμφανής	видимо
εμφανής	очевидна
δούλεψε	работил
γειτονικό	съседна
γειτονικό	съседни
λεόνε	леоне
πρωτοπόρος	пионер
πανκ	пънк
αυτο	това
λίρες	паунда
λίρες	лири
σπηλιά	пещера
σπηλιά	пещерата
μουράτ	мурат
απεργία	страйк
απεργία	стачка
σκεπτικό	обосновка
κεφαλής	главата
κεφαλής	глава
ανεβαίνει	качване
ανεβαίνει	качвам
ανεβαίνει	изгряваща
επιτρέψει	позволете
επιτρέψει	позволи
κουβέιτ	кувейт
κουβέιτ	кувейтски
άνεμος	вятърна
άνεμος	вятър
άνεμος	вятъра
υποβρύχια	подводни
υποβρύχια	подводен
υποβρύχια	подводници
υποβρύχια	подводници
ζιμπάμπουε	зимбабве
επαναστατικό	революционер
επαναστατικό	революционна
επαναστατικό	революционен
επαναστατικό	революционно
έμμεσα	непряко
έμμεσα	косвени
έμμεσα	косвено
έμμεσα	непреки
έμμεσα	непряко
έμμεσα	косвено
μεταπολεμική	следвоенна
πιστοί	вярващи
πιστοί	вярващите
πιστοί	лоялни
πιστοί	верен
πιστοί	лоялен
πιστοί	верните
πιστοί	верни
πιστοί	вярна
πιστοί	верен
πιστοί	верните
πιστοί	верни
πόνος	болката
πόνος	болки
πόνος	болка
ρολόι	гледай
ρολόι	гледайте
ρολόι	часовник
γραφικά	графични
γραφικά	графичен
γραφικά	графики
γραφικά	графичен
γραφικά	графика
διάλογο	диалог
απόβαση	кацания
απόβαση	разтоварване
διανομής	дистрибуция
διανομής	разпределяне
διανομής	разпространение
διανομής	разпределение
τεχνολογίες	технологии
ριμπάουντ	отскок
ριμπάουντ	борби
κύκλωμα	верига
παπαγεωργίου	папагеоргиу
εκδότη	издател
εκδότη	издателство
εκδότη	редактор
εκδότη	емитент
εκδότη	емитента
αναστασία	анастасия
μαγνητική	магнитни
μαγνητική	магнитен
μαγνητική	ямр
δημοτικότητα	популярност
δημοτικότητα	известност
ζωρζ	жорж
ελαφρύ	светло
ελαφρύ	светлина
ελαφρύ	светлината
ελαφρύ	леки
πράσινη	грийн
πράσινη	зелено
πράσινη	зелен
πράσινη	зелена
πράσινη	зелени
μπλουζ	блус
γιαγιά	бабо
γιαγιά	баба
γιαγιά	бабо
γιαγιά	баба
γιαγιά	бабо
γιαγιά	баба
πτυχές	аспекти
ευκολία	лекота
ευκολία	удобство
συνέδρια	конгреси
συνέδρια	конференции
συνέδρια	конвенции
γκάρι	гари
γκάρι	гери
γκάρι	гари
μουσολίνι	мусолини
γλυπτό	скулптура
γλυπτό	скулптури
ερευνητής	изследовател
ερευνητής	търсача
ερευνητής	търсач
ερευνητής	следовател
σεντ	сед
σεντ	цента
σεντ	цент
γραμμένα	писмено
γραμμένα	написана
γραμμένα	написано
γραμμένα	писмен
γραμμένα	писмена
τουρισμός	туризмът
τουρισμός	туризъм
τακτικές	тактики
τακτικές	тактика
ιδιοκτήτη	собственик
ιδιοκτήτη	притежател
ιδιοκτήτη	собственика
όροφο	подът
όροφο	пода
όροφο	етаж
μεταφράζεται	превежда
προστατεύει	защитава
αίσθημα	чувство
αίσθημα	усещане
σάντος	сантос
ήχους	звуци
ήχους	звучи
κατασκευασμένο	произведени
κατασκευασμένο	произведена
κατασκευασμένο	произведен
κατασκευασμένο	произведено
κατασκευασμένο	построени
κατασκευασμένο	конструирани
κατασκευασμένο	изградено
συνομιλίες	разговори
συνομιλίες	разговори
υπέβαλε	представени
υπέβαλε	представено
υπέβαλε	подадена
υπέβαλε	представена
υπέβαλε	подадено
υπέβαλε	подадени
έμποροι	търговците
έμποροι	търговци
έμποροι	търговците
έμποροι	търговци
έμποροι	дилъри
έμποροι	търговци
χάλυβα	стоманен
χάλυβα	стомана
χάλυβα	стийл
χιλιόμετρο	километър
χιλιόμετρο	километър
μεταλλικό	метали
μεταλλικό	metal
μεταλλικό	метъл
μεταλλικό	метал
μεταλλικό	метално
μεταλλικό	метален
μεταλλικό	метални
μεταλλικό	метална
νταν	дан
νταν	дън
αρχηγία	лидерство
εισέρχεται	влиза
οχάιο	охайо
λούκας	лукас
λούκας	лукас
κινήθηκε	преместени
κινήθηκε	преместен
κινήθηκε	преместена
ερωτήματα	въпроси
θρησκείες	религии
ισχυρός	мощен
ισχυρός	мощно
ισχυρός	мощна
περικλή	перикъл
ιόντα	йони
ιόντα	йон
συνέχιση	продължение
συνέχιση	продължаване
συνέχιση	продължаване
συνέχιση	продължавам
συνέχιση	продължи
διώξεις	преследване
διώξεις	преследвания
εφευρέτης	изобретател
άκρες	ръбове
άκρες	краища
σωματική	физическо
σωματική	физически
σωματική	физическа
εοκ	еио
κρίστοφερ	кристофър
εφεύρεση	изобретението
εφεύρεση	изобретение
σφραγίδα	печат
σφραγίδα	печат
σφραγίδα	тюлен
σφραγίδα	сийл
δωδεκανήσου	додеканези
εντυπωσιακή	впечатляваща
εντυπωσιακή	впечатляващи
εντυπωσιακή	впечатляващо
εντυπωσιακή	впечатляващ
εντυπωσιακή	поразително
εντυπωσιακή	поразителна
αξιοσημείωτα	забележително
αξιοσημείωτα	забележителен
αξιοσημείωτα	забележителна
προσθήκες	допълнения
προσθήκες	добавя
συμπεριλαμβάνεται	включени
συμπεριλαμβάνεται	включено
συμπεριλαμβάνεται	включена
συμπεριλαμβάνεται	включен
μερίδα	порция
μερίδα	дажба
μερίδα	дажби
ολοκληρωμένη	интегриран
ολοκληρωμένη	интегрирано
ολοκληρωμένη	интегрирана
ολοκληρωμένη	вграден
ολοκληρωμένη	интегрирани
επιτίθεται	атакува
επιτίθεται	нападам
ρέει	тече
αληθινή	истина
αληθινή	верни
αληθινή	вярно
πετρέλαιο	бензин
πετρέλαιο	петрол
πετρέλαιο	нефт
πετρέλαιο	петрол
πετρέλαιο	олио
πετρέλαιο	масло
πετρέλαιο	нефт
πετρέλαιο	петрол
πετρέλαιο	нефтени
πετρέλαιο	нефтена
τουριστικό	туристи
τουριστικό	туристическа
τουριστικό	турист
τουριστικό	туристически
αυτόματη	автоматично
αυτόματη	авто
αυτόματη	автоматична
αυτόματη	автоматични
αυτόματη	автоматично
αυτόματη	автоматичен
χωροφυλακής	жандармерия
χωροφυλακής	жандармерията
ολοκληρώθηκαν	завършена
ολοκληρώθηκαν	завършени
ολοκληρώθηκαν	завършен
ολοκληρώθηκαν	завършено
εκπαιδευτική	образователна
εκπαιδευτική	образователен
εκπαιδευτική	образователно
εκπαιδευτική	образователни
τουρίστες	туристи
επικοινωνιών	комуникации
ανωτέρω	над
ανωτέρω	отгоре
αβίβ	авив
πυριτίου	силикон
πυριτίου	силиций
πορτραίτο	портрет
πορτραίτο	портретът
τόνοι	тонове
τόνοι	тона
τόνοι	тонове
σολομώντα	соломон
υπόγεια	подземен
υπόγεια	подземно
υπόγεια	подземни
πάγο	айс
πάγο	лед
απορρίφθηκε	отхвърлен
απορρίφθηκε	отхвърлени
απορρίφθηκε	отхвърлено
απορρίφθηκε	отхвърлена
απορρίφθηκε	отхвърлена
απορρίφθηκε	отказана
ινδικό	индианец
ινδικό	индиец
ινδικό	индийско
ινδικό	индийски
ινδικό	индийска
λεονάρντο	леонардо
απομόνωση	изолиране
απομόνωση	изолация
κάλιο	калиев
κάλιο	калий
πολεμιστές	бойци
πολεμιστές	воини
πολεμιστές	войни
ενεργή	активна
ενεργή	активно
ενεργή	активни
ενεργή	активен
ενδιάμεσα	междинна
ενδιάμεσα	междинно
ενδιάμεσα	междинен
μάρτυρας	мъченик
μάρτυρας	свидетел
μάρτυρας	свидетели
μαρξ	маркс
καλύπτονται	покрито
καλύπτονται	обхванат
καλύπτονται	покрит
καλύπτονται	покрити
καλύπτονται	покрита
τσαντ	чад
συντριβή	катастрофа
συντριβή	краш
συντριβή	птп
συντριβή	трясък
ντόναλντ	доналд
συμβάλλει	допринася
μονάρχες	монарси
καραϊβικής	карибите
εναλλακτικές	алтернативи
χρυσόστομος	хрисостомос
ρομπότ	роботите
ρομπότ	роботи
ρομπότ	роботът
ρομπότ	робот
ρομπότ	робота
υπεροχή	върховенството
υπεροχή	превъзходство
υπεροχή	превъзходството
υπεροχή	превъзходство
υπεροχή	надмощие
υπεροχή	превъзходство
πληρεξούσιος	прокси
πληρεξούσιος	пълномощник
αξιωματούχος	официален
αξιωματούχος	официално
αξιωματούχος	официална
οξείδιο	оксид
οξείδιο	окис
κήπους	гардънс
κήπους	градините
κήπους	градини
αναμνήσεις	спомени
αναμνήσεις	спомените
παρατσούκλι	прякор
τυνησίας	тунис
τυνησίας	тунис
υεμένη	йемен
ρικ	рик
γεμάτο	зареден
γεμάτο	заредена
γεμάτο	заредено
γεμάτο	заредени
γεμάτο	изпълнен
γεμάτο	напълнена
μάνατζερ	управител
μάνατζερ	мениджър
φορντ	форд
προπαγάνδα	пропаганда
αφαιρέθηκε	премахната
αφαιρέθηκε	премахнато
αφαιρέθηκε	премахнат
αφαιρέθηκε	премахнати
αφαιρέθηκε	отстранени
σπάνιες	рядко
σπάνιες	редки
σπάνιες	рядкост
άρεσε	хареса
άρεσε	харесали
άρεσε	харесал
καταγράφονται	записани
καταγράφονται	записано
καταγράφονται	записан
καταγράφονται	записана
μυθικό	митични
μυθικό	митични
μυθικό	легендарно
μυθικό	легендарен
χάθηκε	изгубено
χάθηκε	изгубени
χάθηκε	изгубена
χάθηκε	загубен
χάθηκε	загуби
χάθηκε	изгубен
πεζικό	пехотата
πεζικό	пехота
τροποποιήσεις	изменения
τροποποιήσεις	поправки
τροποποιήσεις	промени
τροποποιήσεις	промените
τροποποιήσεις	изменения
τροποποιήσεις	модификации
τροποποιήσεις	изменения
κλήρωση	томбола
κλήρωση	тегли
κλήρωση	лотарията
κλήρωση	лотария
κλήρωση	рисуване
κλήρωση	рисунка
ατομικά	индивидуален
ατομικά	индивидуално
ατομικά	индивидуална
ατομικά	индивид
ατομικά	индивидуални
καύσιμο	горива
καύσιμο	гориво
ηλεκτρικά	електрически
ηλεκτρικά	електрическа
ηλεκτρικά	електрическо
ηλεκτρικά	електрически
ηλεκτρικά	електрическа
ηλεκτρικά	електрическо
ηλεκτρικά	електричество
αμφισβήτηση	спор
αμφισβήτηση	спорът
