پلاتین	platiny
پناهنده	utečencov
پناهنده	utečenca
پناهنده	utečencov
پناهنده	utečencom
پناهنده	utečenci
رزرو	rezervované
رزرو	rezervované
رزرو	vyhradené
رزرو	vyhradená
رزرو	rezervácie
رزرو	výhrady
رزرو	rezervácie
رزرو	rezerváciu
رزرو	rezervácia
رزرو	rezerva
رزرو	rezervovať
رزرو	rezervy
رزرو	rezerve
یخبندان	ľadovej
یخبندان	ľadová
یخبندان	lad
یخبندان	ľadový
یخبندان	ľadu
یخبندان	ľad
یخبندان	ľadové
متقارن	symetrické
متقارن	symetrické
رابینسون	robinson
کویینز	kráľovné
کویینز	queens
بخواند	hovory
بخواند	vyzýva
بخواند	volaní
بخواند	volania
ملودی	melódiu
ملودی	melódia
اسبق	predchodcu
اسبق	predchodca
زیربخش	delenie
زیربخش	rozdelenie
مکزیکو	méxico
وحی	zjavenie
وحی	odhalenie
دلو	vedro
دلو	vodnár
دلو	aquarii
ضخیم	hrubý
ضخیم	hustá
ضخیم	husté
ضخیم	hrubé
ضخیم	hrubá
کربنات	uhličitan
کربنات	uhličitanu
انقباض	kontrakcie
انقباض	kontrakcie
شفت	šachty
سوفیا	sofia
بتی	betty
دستورالعمل	pokyn
دستورالعمل	inštrukcie
دستورالعمل	pokyny
دستورالعمل	vyučovanie
دستورالعمل	recept
دستورالعمل	pokyny
دستورالعمل	inštrukcie
دستورالعمل	návod
منتسب	údajný
منتسب	uvádzané
منتسب	údajné
انگشتان	prstami
انگشتان	prstov
انگشتان	prsty
محتوی	nádoba
محتوی	kontajner
محتوی	kontajnery
نامزدها	nominácie
معصوم	nevinné
معصوم	nevinne
معصوم	nevinná
معصوم	nevinný
معصوم	nevinní
کارتون	kartón
کارتون	kreslené
کارتون	rozprávky
احتیاط	obozretný
احتیاط	opatrnosť
احتیاط	opatrne
احتیاط	opatrnosti
آموخته	naučil
آموخته	učil
آموخته	učila
آموخته	učili
دربی	derby
گرامر	gymnázium
گرامر	gramatiku
سپیده	dawn
سپیده	úsvitu
سپیده	úsvit
نیکو	niko
نیکو	nico
بخت	bohatstvo
هاله	halle
هاله	aura
هاله	halo
توری	mriežky
توری	sieť
بنویسد	píšte
بنویسد	písať
بنویسد	napísať
بنویسد	napíšte
بنویسد	píš
بنویسد	napíš
همسران	manželia
همسران	manželov
همسران	manželky
همسران	manželiek
قراردادهای	zákazky
قراردادهای	kontrakty
قراردادهای	zákaziek
قراردادهای	zmluvy
قراردادهای	protokoly
قراردادهای	protokolov
هوندا	honda
دیداری	vizuálne
دیداری	vizuálna
دیداری	vizuálny
آتی	futures
بهای	price
بهای	cena
بهای	cene
آیفون	iphone
گیلاس	cherry
ارکان	stĺp
ارکان	piliera
ارکان	pilier
شایستگی	kvalifikovaný
شایستگی	kvalifikovaných
شایستگی	kvalifikovaná
شایستگی	kvalifikovaní
شایستگی	zásluhy
شایستگی	zásluh
مشتقات	derivátmi
مشتقات	derivátov
مشتقات	deriváty
مشتقات	varianty
اسکای	skye
اسکای	obloha
اسکای	sky
اسکای	nebo
سنگر	bunker
تصدی	komisia
تصدی	komisie
تصدی	komisii
تصدی	profesúru
همجوار	susediacich
همجوار	susediace
موجی	vlna
موجی	vlnová
موجی	vlnu
موجی	vlny
موجی	vĺn
کارآمد	efektívny
کارآمد	efektívne
کارآمد	efektívna
انعطاف	flexibilné
انعطاف	pružné
انعطاف	flexibilný
انعطاف	pružný
ادارات	úrady
ادارات	kancelárie
ردیابی	sledovanie
ردیابی	stopár
ردیابی	stopa
ردیابی	stopy
ماهانه	mesačne
ماهانه	mesačných
ماهانه	mesačná
ماهانه	mesačné
ماهانه	mesačný
قدیس	svätá
قدیس	svätý
قدیس	saint
قدیس	svätec
تهی	prázdnotu
تهی	prázdno
تهی	prázdna
تهی	prázdna
تهی	prázdne
تهی	vyprázdniť
تهی	prázdny
رفیع	high
رفیع	vysoko
رفیع	vysoká
رفیع	vysoký
رفیع	vysoké
رفیع	rafi
نگاشت	mapa
نگاشت	mapu
نگاشت	mapy
نگاشت	mape
اندیشهٔ	dokazujúce
جمجمه	lebky
جمجمه	lebku
جمجمه	lebky
جمجمه	lebka
سوزن	ihly
سوزن	ihla
سوزن	ihly
سوزن	ihlu
بنادر	prístavy
بنادر	prístavov
جوزپه	giuseppe
اعتدال	spomalenie
اعتدال	mierou
اعتدال	equinox
پذیرایی	ubytovania
پذیرایی	ubytovanie
پذیرایی	prijímanie
پذیرایی	recepcia
پذیرایی	príjem
پذیرایی	zábavu
پذیرایی	zábavy
پذیرایی	zábava
پذیرایی	pobavenie
عروسک	bábiky
عروسک	bábika
چیزها	všeličo
چیزها	vecí
چیزها	veci
تزیین	zdobenie
یقین	isté
یقین	istí
یقین	určitých
یقین	určité
یقین	istota
یقین	istoty
یقین	istotu
یقین	neistý
یقین	neisté
یقین	neistá
قاطع	rozhodujúci
قاطع	rozhodný
قاطع	rozhodujúce
قاطع	rozhodné
قاطع	rozhodujúca
اریتره	eritrei
دهقان	sedliak
هریسون	harrison
بولونیا	bolonského
انشعاب	vidličku
انشعاب	konár
انشعاب	pobočka
انشعاب	branch
وایمار	weimar
گردنه	strmé
مارسل	marcela
مارسل	marcel
کسر	odpočítať
کسر	frakcie
کسر	deficitu
کسر	deficit
کسر	zlomok
کسر	frakcia
عبادت	uctievať
متراکم	hustý
متراکم	husté
متراکم	hustá
جنایات	zločiny
آئودی	audi
ترمینال	terminál
ترمینال	terminálu
نامحدود	nekonečný
نامحدود	nekonečné
نامحدود	nekonečná
نامحدود	nekonečnej
نامحدود	nekonečne
نامحدود	neobmedzené
نامحدود	neobmedzený
نامحدود	neobmedzená
سرنگون	zvrhnúť
آپاچی	apache
مشروط	podmienená
مشروط	podmienené
عرضی	krajiny
عرضی	krajina
عرضی	priečnej
عرضی	priečne
ذرت	kukurica
بدانید	vedieť
بدانید	vediet
بدانید	know
بدانید	poznať
بدانید	viem
وبر	weber
سرودن	skladať
سرودن	napísať
سرودن	tvoriť
تعاونی	družstvo
تکنیکی	technický
تکنیکی	technická
تکنیکی	technickej
تکنیکی	technické
زی	zee
نفی	deportáciu
گسیل	emisie
گسیل	emisné
گسیل	emisia
داوطلبانه	dobrovoľne
داوطلبانه	dobrovoľné
داوطلبانه	dobrovoľná
داوطلبانه	dobrovoľný
خائن	zradca
خائن	zradcu
رویس	royce
گریگوری	gregory
گریگوری	gregor
کنراد	conrad
بالتیک	baltského
بالتیک	baltské
آیوی	ivy
راجرز	rogers
میرسد	prichádzajú
میرسد	dosiahne
میرسد	nedosiahne
ادوین	edwin
رنگهای	farby
اطفال	deti
اطفال	detská
اطفال	detské
هسن	hesse
یونس	younes
یونس	jonah
همسایگی	štvrť
همسایگی	susedstvo
همسایگی	okolie
همسایگی	okolia
همسایگی	štvrti
همسایگی	štvrť
همسایگی	susedstvo
فرضی	hypoteticky
فرضی	hypotetické
راو	surový
راو	surové
راو	raw
متناظر	zodpovedajúce
متناظر	zodpovedajúci
متناظر	zodpovedajúca
آهسته	pomalé
آهسته	pomalá
آهسته	pomalý
آهسته	pomaličky
آهسته	pomaly
زاگرب	záhreb
نیکول	nicole
گوگ	gogh
فری	trajekt
فری	frey
تقطیر	destilácie
تقطیر	destilácia
تقطیر	destiláciu
آلتو	alto
نیکلای	nikolaj
رؤیا	sen
رؤیا	snívať
رؤیا	dream
رؤیا	sna
اهدای	darca
اهدای	darcu
پرل	pearl
پرل	perla
پرل	perl
رفیق	kamo
رفیق	frajer
رفیق	kamarát
لیو	liv
بدانند	vedieť
بدانند	vediet
بدانند	know
بدانند	poznať
بدانند	viem
عظمت	veľkoleposti
عظمت	velkost
مناظره	diskusia
مناظره	diskutovať
مناظره	rozprava
مناظره	debata
مناظره	debaty
مناظره	rozpravy
مناظره	diskusie
میکرو	mikro
ادراک	vnímanie
بادهای	vietor
بادهای	vetry
تاب	prúde
ناتینگهام	nottinghamu
بیاورید	priniesť
پنهانی	tajne
صمیمی	srdečné
صمیمی	intímne
قربان	sir
قربان	pane
سوءاستفاده	zneužitie
سوءاستفاده	zneužitie
سوءاستفاده	týranie
سوءاستفاده	zneužitia
سوءاستفاده	zneužívanie
جنوا	janov
گنگ	hlúpy
گنگ	banda
گنگ	gang
مچ	zápästie
مچ	zápästia
یخی	frost
یخی	mráz
یخی	lad
یخی	ľadový
یخی	ľadu
یخی	ľad
یخی	ľadové
قحطی	hladomor
قحطی	hlad
قحطی	hladu
ماسک	masku
ماسک	masky
ماسک	maska
ماسک	masky
میگیرد	berie
میگیرد	preberá
میگیرد	prijíma
میگیرد	dostáva
مکانیزم	mechanizmus
شهدا	mučeníkov
قرض	úver
قرض	pôžička
قرض	dlhu
قرض	dlh
قرض	pohľadávka
قرض	dlhy
قرض	požičať
استوا	rovník
دشواری	ťažkosti
دشواری	ťažkostiach
دشواری	náročnosť
مهمات	munícia
مهمات	muníciu
مهمات	strelivo
مهمات	munície
رحمان	rahman
وصیت	zákone
محفظه	puzdro
محفظه	kapsule
محفظه	kapsuly
محفظه	kapsula
دول	dol
مشاوران	konzultantov
مشاوران	poradcovia
مشاوران	poradcov
مشاوران	poradcovia
احتراق	spaľovania
احتراق	spaľovanie
احتراق	spaľovacie
احتراق	zapaľovania
درواقع	vlastne
کلک	trik
گرده	peľ
متخصصین	odborníci
متخصصین	odborníkov
متخصصین	expertov
متخصصین	experti
متخصصین	tech
متخصصین	špecialistov
متخصصین	špecialisti
تریپل	trojnásobok
تریپل	triple
فسیلی	fosílnych
فسیلی	fosílne
مهاجرین	migranti
مهاجرین	migrantov
مهاجرین	prisťahovalcom
مهاجرین	prisťahovalcov
مهاجرین	prisťahovalci
مهاجرین	imigrantov
مهاجرین	utečencov
مهاجرین	utečencom
مهاجرین	utečenci
پروسه	proces
پروسه	spracovať
پروسه	spracovávať
گوهر	podstata
گوهر	podstate
گوهر	esencie
تراشه	čip
تراشه	chip
تحقیر	ponížený
تحقیر	ponižujúce
تحقیر	poníženie
تحقیر	pohŕdanie
عنکبوتی	pavúk
عنکبوتی	pavúka
عنکبوتی	spider
پوینت	bod
جراح	chirurg
نورنبرگ	norimbergu
اتمسفر	atmosféru
اتمسفر	atmosféry
اتمسفر	atmosféra
اتمسفر	atmosférický
قفس	klietku
قفس	klietky
قفس	klietka
شهوانی	erotické
جاسوس	špión
جاسوس	špióna
دوجانبه	bilaterálne
دوجانبه	dvojstranné
پروتون	protón
لورا	laura
لورا	lauru
آشکارا	otvorene
آشکارا	jasne
آشکارا	jednoznačne
آشکارا	verejne
ساسکاچوان	saskatchewan
لکه	škvrnu
لکه	škvrna
لکه	škvrny
لکه	škvrna
لکه	blob
لکه	škvrna
سوارکاری	jazdenie
سوارکاری	jazdiť
سوارکاری	jazda
سوارکاری	jazdecké
متریک	metrických
جاش	josh
بحر	morom
بحر	morská
بحر	more
بحر	mori
بحر	mora
راینلاند	porýnie
انسانها	ľudia
انسانها	ľudí
حسابرسی	audit
حسابرسی	auditu
حسابرسی	účtovanie
حسابرسی	účtovných
حسابرسی	účtovníctvo
قناری	kanárskych
قناری	kanárske
گلوکز	glukóza
گلوکز	glukózy
گلوکز	glukózu
یگان	jednotka
یگان	unit
قرارگاه	urovnanie
قرارگاه	vysporiadanie
قرارگاه	zúčtovanie
قرارگاه	vyrovnania
قرارگاه	vyrovnanie
قرارگاه	ubytovanie
بوریس	boris
گروگان	rukojemníkov
گروگان	rukojemník
گروگان	rukojemníka
تدارک	príprava
تدارک	prípravu
تدارک	prípravok
جووانی	giovanni
دینار	dinár
انور	enver
انور	anwar
ویک	vic
استارک	starka
استارک	stark
اتلاف	odpad
اتلاف	odpady
اتلاف	plytvanie
بای	zálive
بای	záliv
بای	bay
زناشویی	manželské
کعبه	kaaba
ابدی	večný
ابدی	večná
ابدی	večné
ابدی	nesmrteľný
پتر	petrom
پتر	peter
پتر	petra
پتر	petr
سیلیکات	kremičitan
مهری	seal
مهری	pečať
مهری	tesnenie
مواجهه	konfrontáciu
نزول	zostup
پروتستان	protestantských
سرعتی	speedy
تجلیل	oslava
تجلیل	oslavu
تجلیل	osláv
تجلیل	oslavy
زحمات	listina
زحمات	skutok
سپر	štít
سپر	štíty
فرات	eufrat
ایزدی	providence
اسکیت	korčuľovanie
اسکیت	skate
اسکیت	skateboarding
آراسته	príťažlivá
آراسته	atraktívne
آراسته	atraktívna
آراسته	príťažlivý
آراسته	atraktívny
آراسته	zdobené
بورلی	beverly
چهارراه	križovatke
چهارراه	križovatky
چهارراه	križovatka
چهارراه	prienik
فراطبیعی	paranormálne
سلاطین	králi
سلاطین	kráľov
سایمون	šimon
سایمون	simon
سایمون	simona
والاس	wallace
دیکتاتوری	diktátorské
دیکتاتوری	diktatúra
دیکتاتوری	diktatúry
سویی	sui
اندلس	andalúzii
لوسی	lucy
خشکسالی	hladomor
خشکسالی	hlad
خشکسالی	sucha
خشکسالی	sucho
اولاد	potomok
اولاد	potomstvo
اولاد	potomkovia
اولاد	potomkov
اولاد	potomka
سمفونیک	symfonický
ریکاردو	riccardo
ریکاردو	ricardo
کلوپ	klub
کلوپ	club
کلوپ	klubu
کلوپ	klopp
پوشیدن	nosenie
پوشیدن	nosenie
پوشیدن	obliecť
پوشیدن	nosiť
کلاب	klub
کلاب	club
کلاب	klubu
تایی	tae
لایپزیگ	lipsko
نفرت	nenávisť
نفرت	nenávidieť
نفرت	nenávisť
نفرت	nenávidím
نفرت	neznášam
برخاست	vznikli
برخاست	vznikla
برخاست	vznikol
برخاست	vzniklo
برخاست	štart
هالی	holly
هالی	holy
چهاردهمین	štrnástu
ادواردز	edwards
نواری	stuhy
تالیفات	kompilácie
مونته	monte
هافمن	hoffmann
هافمن	hoffman
آشتی	prímerie
تروریست	teroristu
تروریست	terorista
تروریست	teroristom
تروریست	teroristami
تروریست	teroristi
تروریست	teroristov
ارگان	orgánov
ارگان	orgány
ارگان	orgán
خفیف	mierne
خفیف	mierny
خفیف	mierna
خفیف	mierne
خفیف	mierna
مخروطی	kužeľové
مخروطی	kužeľ
بازجویی	vypočúvanie
بازجویی	výsluch
بازجویی	vypočúvanie
بازجویی	výsluch
انبساط	rozšírenie
انبساط	rozširovanie
قفسه	poličke
قفسه	skrine
قفسه	skriňa
قفسه	skrini
پرتقال	oranžová
پرتقال	orange
پرتقال	oranžový
پرتقال	pomaranč
پرتقال	oranžové
پرتقال	pomaranče
نایت	rytiera
نایت	rytier
نایت	jazdec
کامیون	auto
کامیون	kamión
شهریاری	monarchia
فلک	ferris
اسپرت	športová
اسپرت	šport
اسپرت	športy
اسپرت	športové
جواهرات	šperky
جواهرات	klenoty
جواهرات	šperky
جواهرات	šperk
جواهرات	klenoty
جواهرات	šperkov
جواهرات	šperk
جواهرات	šperky
جواهرات	klenoty
جواهرات	šperkov
وانگ	wang
بیا	poď
کورپوریشن	corporation
ویلی	willie
کیارستمی	kiarostami
مارپیچ	labyrintu
مارپیچ	bludisko
مارپیچ	serpentine
مارپیچ	špirála
مارپیچ	helix
ترنر	turner
میکروسکوپ	mikroskop
نکا	neckar
بیم	warner
سگا	sega
سگا	psov
سگا	psi
سگا	psy
نهر	potoka
نهر	creek
پارما	parma
گوارشی	gastrointestinálneho
گوارشی	tráviaceho
سوسک	šváby
سوسک	šváb
سوسک	chrobáka
سوسک	chrobák
بزرگسال	dospelý
بزرگسال	dospelých
بزرگسال	dospelé
بزرگسال	dospelí
بزرگسال	dospelí
بزرگسال	dospelé
بزرگسال	dospelý
لیبرالیسم	liberalizmus
وجوه	fondy
غشای	membrány
غشای	membránu
فلیکس	felix
پیکربندی	konfigurácia
پیکربندی	konfiguračný
شنی	piesok
شنی	piesku
دخیل	zúčastnené
دخیل	zapojené
دخیل	zapojená
کلیولند	clevelande
صوری	formálne
صوری	formálneho
صوری	formálny
صوری	formálna
رهنمودهای	usmernenia
رهنمودهای	smernice
بنفیکا	benfica
شیرجه	potápanie
شیرجه	ponoriť
قسمتهای	epizódy
تریلیون	biliónov
معاف	oslobodený
معاف	oslobodené
جدیدترین	najnovšie
جدیدترین	najnovšiu
جدیدترین	najnovšia
جدیدترین	najnovší
جدیدترین	najnovšie
جدیدترین	posledné
جدیدترین	najnovší
باشکوه	veľkolepá
باشکوه	veľkolepý
تصدیق	potvrdenie
تصدیق	potvrdenia
تصدیق	potvrdenie
تصدیق	potvrdiť
تصدیق	uznal
تصدیق	uznávané
تصدیق	uznané
تصدیق	uznala
تصدیق	uznaná
تصدیق	potvrdzujúci
تصدیق	overovanie
تصدیق	overenie
رویارویی	konfrontáciu
گرگوری	gregory
گرگوری	gregor
کلارا	clara
کلارا	klára
کلارا	klara
جاوید	večný
جاوید	večné
جاوید	nesmrteľný
کینگز	králi
کینگز	kráľov
واتسون	watson
استن	stan
استن	stana
کریستف	christof
کریستف	christoph
رصد	observatórium
رصد	postreh
رصد	pozorovanie
رصد	pozorovania
سوژه	predmet
سوژه	subjektu
سوژه	subjekt
تنباکو	tabaku
تنباکو	tabak
فنلاندی	fínsky
فنلاندی	fínska
فنلاندی	fínskom
فنلاندی	fínske
عاقبت	výsledok
آلکساندر	alexandre
مونرو	monroe
ارل	earl
گنجشک	vrabce
گنجشک	sparrow
گاردین	strážny
گاردین	ochranca
گاردین	strážca
زوال	vysídlených
زوال	klesajúci
فروید	freud
اسلو	oslo
بلکبرن	blackburn
جردن	jordánsko
جردن	jordan
فاستر	foster
تراژدی	tragédia
تراژدی	tragédie
سیزدهمین	trinásty
سباستین	sebastian
رؤیای	sen
رؤیای	snívať
رؤیای	dream
رؤیای	sna
بتهوون	beethoven
وردی	verdi
کانونی	ohniskovej
فلوئورید	fluoridu
دوزیستان	obojživelníkov
موریتانی	mauritánii
ادراری	močom
ادراری	močových
ادراری	močového
کلاوس	klausovi
کلاوس	klaus
کلاوس	klausa
گراند	grande
گراند	grand
شاهدخت	princezná
شاهدخت	princezna
برمه	barme
برمه	mjanmarsko
واعظ	kazateľ
خر	somár
هانوفر	hannoveri
هانوفر	hannover
ریگ	plošine
اندر	ender
پیشگام	pionier
اساسنامه	štatútu
اساسنامه	štatút
الکترو	elektro
کریگ	craig
فشاری	tlaku
فشاری	tlak
فشاری	nátlak
فشاری	tlaková
غریبه	cudzí
غریبه	cudzinci
غریبه	cudzí
غریبه	cudzinec
شهرستانهای	okresoch
شمشیربازی	oplotenie
شمشیربازی	šerme
معلول	postihnutí
معلول	postihnutých
معلول	postihnutá
معلول	postihnutý
معلول	postihnutie
معلول	invalidný
معلول	postihnutia
هیروشیما	hirošime
آپارتمان	byte
آپارتمان	byt
آپارتمان	bytom
آپارتمان	bytu
آپارتمان	apartmán
شیمیدان	chemik
شیمیدان	lekáreň
شیمیدان	lekárnik
سفت	silno
سفت	tesné
سفت	pevne
ولت	volt
تاین	tyne
نیش	sting
لیژ	liège
دیروز	včera
دیروز	vcera
کیوتو	kjótsky
کیوتو	kjótskeho
اوژن	eugène
اوژن	eugene
عیب	vina
عیب	defekt
ریل	koľaj
ریل	železničnej
ریل	koľajnice
ریل	železničná
ریل	železnica
تعالیم	doktrína
معابد	chrámy
ماهیگیری	rybársky
ماهیگیری	rybolov
ماهیگیری	rybolovu
ماهیگیری	rybárske
غیرعادی	nezvyčajné
غیرعادی	neobvyklé
غیرعادی	nezvyčajná
غیرعادی	nezvyčajný
پیرس	pierce
هولمز	holmes
ظلم	útlaku
ظلم	utláčaných
ظلم	krutosť
ظلم	krutosti
ظلم	nespravodlivosti
ظلم	nespravodlivosť
تمرینات	školenia
تمرینات	výcvik
تمرینات	tréning
تمرینات	školenie
خرچنگ	kraby
خرچنگ	krab
کشنده	smrtiaci
کشنده	smrteľné
کشنده	smrteľná
کشنده	smrteľný
کشنده	smrtiaci
کشنده	smrteľné
کشنده	smrteľne
کشنده	smrteľný
کشنده	smrteľná
کشنده	smrteľné
کشنده	fatálne
بوته	bush
بوته	busha
ناظری	divákom
کاتالان	katalánsky
مورفی	murphy
گرسنگی	hladu
گرسنگی	hlad
پالایش	filter
پالایش	filtrovať
پالایش	filtrovanie
رمزی	ramsey
چاله	puddle
شاهکار	feat
نویز	hluku
نویز	šum
نویز	hluk
ادریس	enoch
ادریس	idris
نمانده	skoro
نمانده	takmer
رسوب	sediment
صافی	safi
داش	dash
ریچل	rachel
دریافتی	schránka
شیلا	sheila
شیلا	silla
جغد	sova
عمرو	amr
تاثیرات	efekty
تاثیرات	účinky
تاثیرات	vplyvy
احتمالات	pravdepodobnosti
احتمالات	pravdepodobnosť
احتمالات	pravdepodobnosť
احتمالات	šance
احتمالات	šanca
احتمالات	pravdepodobnosti
احتمالات	pravdepodobnosť
یتیم	siroty
یتیم	sirota
دوس	dos
شفا	liečiť
شفا	vyliečiť
شفا	uzdravenie
شفا	vyliečil
شفا	liečenie
شفا	hojenia
شفا	uzdravil
شفا	vyliečil
مغازه	shop
مغازه	nakupovať
مغازه	obchod
مغازه	predajňa
چرخشی	rotujúce
چرخشی	rotačné
نشانگان	syndrómu
نشانگان	syndróm
کنکور	vyšetrenie
کنکور	skúmanie
کنکور	preskúmanie
نهفته	vložené
نهفته	vložená
نهفته	vložený
روانپزشکی	psychiatria
روانپزشکی	psychiatrické
روانپزشکی	psychické
چیره	dominoval
بلوچی	bellucci
گلکسی	galaxie
گلکسی	galaxii
گلکسی	galaxy
گلکسی	galaxia
درازا	predĺžený
درازا	predĺžené
درازا	predĺžená
آزادانه	slobodne
آزادانه	voľne
پاها	nohy
پاها	nôh
پاها	nohami
خواهران	sestrami
خواهران	sestier
خواهران	sestry
ریخت	vylial
اکو	eko
اکو	echo
قبله	smer
قبله	smerovanie
استبداد	tyranie
خوشبختانه	našťastie
خوشبختانه	dúfajme
خوشبختانه	snáď
تیتراژ	kreditov
تیتراژ	úvery
تیتراژ	kredity
ولفگانگ	wolfgang
وزنه	váh
وزنه	váhy
وزنه	závažia
وزنه	závažie
وزنه	hmotnosti
وزنه	hmotnosť
وزنه	váha
وزنی	vážený
وزنی	vážených
وزنی	vážené
وزنی	vážená
اجداد	predkov
اجداد	predkovia
اجداد	predok
پت	pet
پت	zvieratko
پت	pat
پاپی	poppy
پاپی	maku
پاپی	mak
قیصر	kaiser
پایش	snímanie
پایش	skenovanie
پایش	sledovanie
پایش	monitoring
پایش	monitorovania
پایش	monitorovať
پایش	monitorovanie
پایش	monitorované
پایش	sledované
آلیکانته	alicante
فانی	fanny
فانی	smrteľný
پهلو	strana
پهلو	bočný
پهلو	side
پهلو	stranách
اکسپرس	vyjadrite
اکسپرس	express
اکسپرس	vyjadriť
اسکس	essex
نخبگان	elita
نخبگان	elity
نخبگان	elite
فینیکس	kapsule
فینیکس	kapsuly
فینیکس	phoenix
کرو	vrana
ترتیبی	ordinál
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
ساسکس	sussex
تاجگذاری	korunováciu
فسفر	fosforu
فسفر	fosfor
بولتون	bolton
چشمی	oka
چشمی	eye
چشمی	oku
چشمی	okom
چشمی	oko
اوا	eva
اوا	ewa
هلسینکی	helsinkách
آندورا	andorra
اجبار	sila
اجبار	nútiť
اجبار	prinútiť
اجبار	ovplyvnenie
اجبار	ovplyvňovanie
اجبار	nátlak
اجبار	nutkanie
اجبار	nátlaku
اجبار	nátlak
اجبار	nátlakom
اجبار	nútená
اجبار	nútené
اجبار	nútený
اجبار	donútili
معقول	rozumný
معقول	rozumná
معقول	rozumné
معقول	racionálne
معقول	rozumný
معقول	racionálny
معقول	primeraný
معقول	primerané
معقول	rozumný
معقول	primeraná
معقول	rozumná
بارگیری	stiahnutie
بارگیری	stiahnuť
بارگیری	sťahovanie
بارگیری	nakladanie
بارگیری	zaťaženie
بارگیری	sťahujem
بارگیری	sťahovanie
بارگیری	stiahli
بارگیری	stiahnuté
بارگیری	stiahol
مذکر	samec
مذکر	mužské
مذکر	muž
مذکر	mužský
مذکر	mužské
مذکر	mužský
دایناسور	dinosaurus
دایناسور	dinosaury
بقا	prežívanie
بقا	prežitie
تورینو	tra
تورینو	torino
متفرقه	rozličné
متفرقه	rôzne
متفرقه	rozličné
متفرقه	rôzne
آدریان	adrian
هیچکدام	žiadny
هیچکدام	žiaden
هیچکدام	žiadne
هیچکدام	žiadna
برشی	strihu
اویل	oleja
اویل	ropa
اویل	olej
اویل	oil
گیبسون	gibson
استثنای	výnimka
استثنای	výnimky
استثنای	výnimku
هراس	hrôza
هراس	teror
هراس	fóbie
مغولی	mongolské
استفن	štefan
استفن	stefan
استفن	stefana
استفن	steffen
رسوایی	škandálu
رسوایی	škandál
رسوایی	hanba
سوخو	suchoj
آویزان	hung
آویزان	obesiť
آویزان	hang
آویزان	zavesiť
آویزان	visieť
آویزان	závesné
آویزان	visieť
آویزان	visí
طغیان	vzbúrili
طغیان	rebel
طغیان	povstanie
طغیان	rebélie
طغیان	vzbura
نیاکان	predkov
نیاکان	predkovia
نیاکان	predok
مسخره	smiesne
مسخره	smiešne
مسخره	absurdné
مسخره	smiešny
الزامی	povinný
الزامی	povinné
الزامی	povinná
الزامی	povinne
نخجوان	nachičevan
عجیبی	zvláštne
عجیبی	podivné
عجیبی	čudné
عجیبی	zvláštny
حمد	pochváliť
حمد	pochvalu
حمد	chváliť
حمد	chvála
نوشیدن	pije
نوشیدن	pitie
نوشیدن	piť
نوشیدن	pijú
نوشیدن	nápoj
نوشیدن	piť
نوشیدن	vypiť
سفره	stôl
سفره	tabuľke
سفره	tabuľka
هل	tlačí
هل	tlačenie
هل	hal
اشمیت	schmidt
لوتر	luther
راهبرد	usmernenia
راهبرد	usmernenie
راهبرد	stratégia
راهبرد	stratégie
راهبرد	stratégiu
راهبرد	stratégii
استنباط	odvodený
استنباط	odvodené
استنباط	odvodená
رمزگذاری	šifrovanie
رمزگذاری	kódovanie
فرانچسکو	francisco
فرانچسکو	francisca
فرانچسکو	francesco
زا	generátora
زا	generátor
مصادره	zabavené
سازندگی	konštrukcia
سازندگی	výstavba
سازندگی	stavba
سازندگی	stavebníctvo
وارث	dediča
وارث	dedič
روزولت	roosevelt
قصبه	farnosti
دماغه	cape
دماغه	mys
دماغه	plášť
اولا	ola
قدردانی	poďakovanie
قدردانی	vďačnosť
قدردانی	ocenenie
قدردانی	uznanie
قدردانی	zhodnotenie
قدردانی	zhodnocovanie
ویتنی	whitney
کوستا	costa
غزالی	gazzálí
دیم	dim
راش	rush
راش	fagus
ققنوس	phoenix
اوراسیا	eurázii
مرگبار	smrteľný
مرگبار	smrtiaci
مرگبار	smrteľné
مرگبار	smrteľne
مرگبار	smrteľný
مرگبار	smrteľná
مرگبار	smrteľné
مرگبار	fatálne
کابین	kabína
کابین	chata
کابین	chate
وکالت	advokát
جوجه	kurča
جوجه	sliepka
جوجه	kura
جوجه	kuracie
بهبودی	zotavenie
بهبودی	vymáhanie
بهبودی	zhodnotenie
بهبودی	obnovy
بهبودی	vrátenie
بهبودی	zlepšenie
بهبودی	zlepšovanie
بهبودی	zlepšenia
عینک	okuliare
عینک	okuliare
عینک	sklá
عینک	poháre
هومبولت	humboldt
بریدن	rezanie
بریدن	strihanie
مارکسیسم	marxizmus
متابولیسم	metabolizmus
متابولیسم	metabolizmu
میرود	pôjde
میرود	ide
میرود	goes
میرود	kráča
میرود	prechádzky
کج	šikmo
کج	kurzívou
ناکام	sklamaní
ناکام	sklamanie
ناکام	sklamaný
ناکام	sklamaná
ناکام	frustrovaný
شمع	sviečku
شمع	sviečka
شمع	sviečky
شمع	sviečky
تاد	todd
توبه	pokánie
مترادف	synonymum
شلوغ	neporiadok
شلوغ	zaneprázdnený
شلوغ	hlučné
شلوغ	plno
شلوغ	preplnené
ژولیت	juliette
ژولیت	juliet
ژولیت	júlia
بنیامین	benjamin
گنبدی	fiddler
فال	bohatstvo
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrus
