мериленд	maryland
отражение	afspejling
отражение	overvejelser
вегас	vegas
влакна	fibre
влакна	fibre
влакна	fiber
влакна	fibre
влакна	fiber
бенедикт	benedict
поделение	enhed
поделение	unit
предложена	tilbydes
предложена	tilbudte
предложена	tilbudt
предложена	udbudt
предложена	friede
предложена	foreslåede
предложена	foreslået
насърчава	opmuntrer
насърчава	opfordrer
насърчава	tilskynder
насърчава	fremmer
насърчава	promoverer
признати	genkendte
признати	erkendt
признати	genkendt
признати	anerkendt
признати	erkendte
признати	erkendt
признати	anerkendte
признати	anerkendt
признати	genkendte
признати	erkendt
признати	genkendt
признати	anerkendt
швабия	schwaben
джонатан	jonathan
отдели	afdelingerne
отдели	departementer
отдели	afdelinger
катя	katia
катя	katja
катя	katja
никита	nikita
неуспешни	mislykket
илюстрация	illustration
романс	romance
романс	romantik
дик	dick
дик	pik
дъно	bunden
дъно	forneden
дъно	nederst
дъно	bund
дъно	nederste
санчес	sanchez
заплахи	trusler
женско	hunkøn
женско	feminine
женско	feminin
женско	hunkøn
женско	kvindelig
женско	kvinde
женско	kvindelige
интерпретация	fortolkning
интерпретация	tolkning
щастлив	lykkelig
щастлив	tillykke
щастлив	glade
щастлив	tilfreds
щастлив	glad
щастлив	happy
нина	nina
изтрита	slettede
изтрита	strøget
изтрита	udgået
изтрита	udgår
изтрита	slettet
изтрита	slettede
кухина	hulrum
анонимен	anonym
анонимен	anonyme
анонимен	anonymt
предупреждение	advarsel
предупреждение	varsling
успехите	succeser
имущество	egenskab
имущество	ejendom
имущество	ejendomsret
приключения	oplevelser
приключения	eventyr
приключения	eventyr
приключения	eventyret
спасение	frelse
спасение	frelsens
секции	strækninger
секции	sektioner
доклади	beretninger
доклади	indberetninger
доклади	betænkninger
доклади	rapporter
вагнер	wagner
олтара	alteret
олтара	alter
диленбург	dillenburg
нютон	newton
решено	løste
решено	løst
решено	besluttet
решено	besluttede
решено	fastlagt
решено	beslutsom
решено	fastslået
решено	bestemt
оставката	fratræden
оставката	opsigelse
оставката	fratrædelse
винсент	vincent
реализация	realisering
реализация	virkeliggørelse
реализация	realisering
реализация	virkeliggørelse
реализация	erkendelse
достъпна	tilgængeligt
достъпна	tilgængelige
достъпна	tilgængelig
достъпна	overkommelige
изключителна	eksklusive
изключителна	eksklusivt
изключителна	eneret
изключителна	eksklusiv
изключителна	ekstraordinært
изключителна	ekstraordinær
изключителна	udestående
изключителна	ekstraordinær
изключителна	undtagelsesvis
усвояване	absorption
усвояване	absorptionen
палма	palma
шапка	hue
шапка	hatten
шапка	kasket
шапка	hat
татяна	tatiana
карат	kører
карат	drev
парламентарна	parlamentarisk
парламентарна	parlamentariske
сократ	socrates
сократ	sokrates
сянка	skygge
сянка	shadow
сянка	skyggen
сянка	skygge
сянка	nuance
сребърна	sølvfarvet
сребърна	silver
сребърна	sølv
честта	ære
честта	ære
светло	tænd
светло	light
светло	let
светло	lys
светло	lyst
светло	lyse
минск	minsk
рот	roth
героиня	heltinde
лисица	fox
лисица	ræv
лисица	ræven
хребет	ridge
шварцбург	schwarzburg
синя	blå
синя	blåt
синя	blue
кръгла	budrunde
кръгла	rundt
кръгла	runde
кръгла	rund
кръгла	omgang
ритуали	ritualer
ритуали	ritualer
паунда	pund
паунда	kilo
изградено	konstruerede
изградено	konstrueret
титан	titanium
титан	titan
титан	titan
гугъл	google
вдовицата	enke
вдовицата	enken
магия	hekseri
магия	trolddom
магия	magi
магия	trylleri
магия	magic
магия	magiske
магия	magisk
палуба	dækket
палуба	dæk
мусолини	mussolini
ранд	rand
уравнение	ligning
включване	login
включване	omfatte
включване	aktivere
включване	inddragelse
включване	inklusion
включване	indlemmelse
включване	optagelse
остри	skarp
остри	sharp
остри	skarpe
остри	skarpt
експерт	sagkyndig
експерт	eksperten
експерт	ekspert
въведени	introduceret
въведени	introducerede
въведени	indført
въведени	indførte
регионално	regional
регионално	regionalt
влакове	togene
влакове	tog
алесандро	alessandro
продаден	solgte
продаден	sælges
продаден	solgt
уикимедия	wikimedia
равновесие	saldo
равновесие	balance
равновесие	ligevægt
равновесие	balancen
равновесие	ligevægt
подробна	detaljeret
процедури	procedurerne
процедури	procedurer
процедури	fremgangsmåder
служителите	arbejdstagere
служителите	medarbejdere
служителите	lønmodtagere
служителите	ansatte
служителите	beskæftigede
съюзи	fagforbund
съюзи	fagforeninger
съюзи	fagforeningerne
съюзи	fagbevægelsen
съюзи	alliancer
възли	knob
възли	knuder
възли	knudepunkter
възли	noder
възли	lymfeknuder
възли	knuder
индивидуално	individuelt
индивидуално	enkeltvis
индивидуално	individuelt
индивидуално	individ
индивидуално	individuelle
индивидуално	individuel
изразен	udtrykt
пери	peri
пери	perry
пери	parry
групова	gruppe
групова	group
групова	gruppen
трансилвания	transsylvanien
фрг	vesttyskland
трън	thorn
трън	torn
зрителите	seere
зрителите	seerne
барабанист	trommeslager
червеи	ormene
червеи	orme
червеи	orm
червеи	orme
червеи	orm
червеи	worm
барбароса	barbarossa
положителни	positivt
положителни	positive
положителни	positiv
отбелязано	bemærkede
отбелязано	bemærket
отбелязано	noterede
отбелязано	noteret
мурад	murad
чака	chaka
буквите	bogstaver
буквите	breve
кирибати	kiribati
анатолий	anatoly
дебели	fedtstof
дебели	fed
дебели	fedt
дебели	fede
конференции	konferencerne
конференции	konferencer
баница	tærte
баница	tærter
баница	pie
осъзнава	indser
атентат	attentatet
атентат	mord
атентат	attentat
атентат	bombe
атентат	bombning
атентат	bombeangreb
атентат	bombningen
пейзажи	landskaber
възрастен	voksen
възрастен	voksent
възрастен	voksne
соли	salte
водачи	førere
водачи	chauffører
водачи	bilister
водачи	lokomotivførere
водачи	guider
водачи	vejledninger
водачи	lederne
водачи	ledere
бягане	løber
бягане	løbe
бягане	kører
бягане	jogging
колин	collin
колин	colin
обвинение	anklage
обвинение	beskyldning
преден	front
преден	foran
преден	forside
комунист	kommunist
комунист	kommunistiske
комунист	kommunistisk
комунист	kommunister
шампиона	mester
шампиона	champion
мине	passere
мине	aflevering
мине	bestået
мине	pass
крилото	fløjen
крилото	wing
крилото	vinge
учил	studeret
учил	undersøgt
учил	studerede
преработка	omarbejdet
преработка	forarbejdning
преработка	revidering
преработка	revision
фриц	fritz
папагали	papegøjer
молитва	bønner
молитва	bønnen
молитва	bøn
дълбок	deep
дълбок	dybe
дълбок	dyb
дълбок	dybt
небе	himmel
небе	sky
небе	himlen
небе	himmel
канцлер	forbundskansler
канцлер	kansler
канцлер	kansleren
силезия	schlesien
държавник	statsmand
божество	guddom
домейн	domæne
елиът	elliott
елиът	eliot
елиът	elliot
мейн	maine
сложно	kompliceret
сложно	komplicerede
сложно	indviklet
съдействие	samarbejde
съдействие	samarbejdet
каринтия	kärnten
плат	platt
плат	klæde
плат	klud
плат	stof
точни	nøjagtig
точни	nøjagtige
точни	korrekt
точни	præcis
съливан	sullivan
служил	tjent
служил	serveres
служил	serveret
служил	forkyndt
служил	afsonet
телата	karrosserier
телата	kroppe
телата	lig
телата	organer
отсъствие	fraværende
отсъствие	mangel
отсъствие	fravær
райт	wright
забранени	forbudte
забранени	forbudt
забранени	forbudte
забранени	forbudt
забранени	forbudte
забранени	forbudt
ферара	ferrara
нанси	nancy
бокса	boksning
шанхай	shanghai
технологичен	teknologisk
духовни	spirituelle
духовни	åndeligt
духовни	åndelige
духовни	spirituel
духовни	åndelig
душан	dusan
съвместна	joint
съвместна	fælles
възникване	forekomst
съседи	naboer
съседи	naboerne
съседи	naboer
съседи	naboerne
съседи	nabolande
въртене	roterer
въртене	rotere
въртене	spin
въртене	spinde
въртене	spinding
въртене	spinder
въртене	rotation
въртене	drejning
сул	sul
атоми	atomer
облак	skyen
облак	sky
облак	cloud
облак	skyer
хищници	rovdyr
съмнения	tvivl
съмнения	tvivler
съмнения	tvivlstilfælde
съмнения	tvivl
съмнения	tvivlsspørgsmål
съмнения	tvivler
реагира	reagerer
реагира	reagerede
реагира	reageret
реагира	reagerer
реагира	reagere
продължения	fortsættelser
възможна	muligt
възможна	mulige
възможна	mulig
ерани	errani
джоан	joanne
джоан	joan
румънска	rumænske
румънска	rumænsk
легендите	legender
легендите	sagn
енрике	enrique
мелбърн	melbourne
синоним	synonym
синоним	synonymt
синоним	synonym
синоним	synonymt
мрамор	marmor
водопад	vandfaldet
водопад	vandfald
часовник	uret
часовник	ur
икономисти	økonomer
тезата	afhandling
тезата	tese
притежание	besiddelse
притежание	ejerskabet
притежание	ejerskab
притежание	ejerforhold
притежание	ejendomsret
отказа	afviste
отказа	nægtet
отказа	afslået
обединено	forenet
обединено	united
обединено	forenede
послание	meddelelse
послание	budskab
послание	besked
послание	beskeden
федеративна	føderative
пясък	sand
пясък	sandet
пясък	sand
пясък	sands
вердер	werder
вселена	univers
вселена	universet
горещо	varmt
горещо	hot
горещо	varme
горещо	lækker
горещо	varm
океания	oceanien
споразумения	ordning
споразумения	arrangementer
споразумения	ordninger
споразумения	overenskomster
споразумения	aftaler
смесен	blandede
смесен	blandet
смесен	blandet
съществени	betydelig
съществени	væsentlig
съществени	betydelige
съществени	essentiel
съществени	essentielt
съществени	afgørende
съществени	væsentlige
съществени	væsentlig
надеждата	håber
надеждата	hope
надеждата	håb
надеждата	håbet
надя	nadja
надя	nadia
устав	vedtægt
устав	statutter
устав	vedtægter
устав	vedtægterne
устав	vedtægt
устав	statutten
устав	vedtægter
устав	statut
победители	vindere
победители	vinderne
гимнастика	gymnastik
гимнастика	gymnastik
предградие	forstad
предградие	forstad
предградие	forstæder
предградие	forstæderne
нестор	nestor
тенденции	trend
тенденции	tendens
тенденции	trends
тенденции	tendenser
тенденции	udviklingstendenser
скачване	docking
кратер	krateret
кратер	månekrater
кратер	krater
въглероден	kulstof
въглероден	kul
въглероден	carbon
залцбург	salzburg
мак	mac
мак	mack
уникални	entydigt
уникални	unik
уникални	enestående
уникални	unikt
уникални	unikke
съществували	eksisteret
съществували	fandtes
съществували	eksisterede
осветена	lit
осветена	belyst
осветена	oplyst
осветена	tændt
осветена	oplyste
осветена	belyst
осветена	oplyst
влияния	påvirkninger
влияния	påvirker
лауда	lauda
паркър	parker
красив	flotte
красив	flot
логото	logo
логото	logoet
унищожаване	ødelæg
унищожаване	ødelægge
унищожаване	tilintetgør
унищожаване	ødelægger
унищожаване	bortskaffelse
унищожаване	udryddelse
унищожаване	ødelæggelser
унищожаване	ødelæggelse
унищожаване	tilintetgørelse
унищожаване	destruktion
тувалу	tuvalu
изчисления	beregningerne
изчисления	beregninger
изчисления	udregninger
алис	alice
консултант	konsulent
драматични	dramatiske
драматични	dramatisk
познание	kundskab
познание	viden
познание	kundskaber
познание	kendskab
скулптури	skulptur
скулптури	skulpturer
скулптури	skulpturer
трансфер	transfer
трансфер	overdragelse
трансфер	overførsel
трансфер	forflyttelse
пивоварна	bryggeriet
пивоварна	bryggeri
офанзива	offensiv
офанзива	offensiven
офанзива	stødende
офанзива	krænkende
вдига	hæver
хървати	kroaterne
хървати	kroater
хървати	kroaterne
хървати	kroater
куинсланд	queensland
споменато	nævnt
споменато	omtalt
споменато	nævnte
баскетбол	basket
баскетбол	basketball
характеризират	karakterisere
бирмингам	birmingham
кралици	dronninger
кралици	queens
взрив	knald
взрив	bang
взрив	brag
взрив	sprængning
взрив	brag
взрив	eksplosioner
взрив	eksplosionen
взрив	eksplosion
уникална	entydigt
уникална	unik
уникална	enestående
уникална	unikt
уникална	unikke
оръдието	kanonen
оръдието	kanon
оръдието	kanoner
ралф	ralph
ралф	rolf
недостатъци	defekter
недостатъци	defekter
предложи	tilbyde
предложи	tilbuddet
предложи	tilbud
посещения	besøg
бот	bot
бот	robot
зърно	brystvorte
зърно	korn
запаси	lager
запаси	bestande
запаси	beholdninger
запаси	lagre
десау	dessau
здравословни	raske
здравословни	sunde
здравословни	sund
здравословни	sundt
противоречия	modsætningsforhold
противоречия	selvmodsigelser
противоречия	modsigelser
противоречия	modsætninger
противоречия	polemik
противоречия	strid
противоречия	kontrovers
противоречия	kontroverser
противоречия	uenighed
съперник	rivaliserende
съперник	rival
съперник	modstanderen
съперник	modstander
поетът	poet
поетът	digter
съгласието	samtykke
верен	loyal
верен	loyale
верен	loyalt
верен	trofaste
верен	trofast
антоан	antoine
руси	blonde
руси	lyshåret
руси	blond
руси	blondine
руси	blonde
руси	lyshåret
руси	blond
руси	blondine
палубата	dækket
палубата	dæk
господ	gud
антиохия	antioch
аякс	ajax
нервна	nervøse
нервна	nervøst
нервна	nervøs
руда	malm
готите	goterne
скоби	klemmer
скоби	seler
скоби	bøjle
скоби	beslag
скоби	parenteser
скоби	parentes
фрази	vendinger
фрази	sætninger
тунел	tunnel
тунел	tunnellen
тунел	tunnelen
тунел	ormehul
картофи	kartofler
картофи	kartofler
картофи	kartoffel
другаде	andetsteds
инфекции	infektioner
уолис	wallis
елита	eliten
елита	elite
изхода	outlet
бройки	styk
бройки	stykker
бройки	brikker
бройки	stumper
еквивалент	ækvivalent
еквивалент	ligestillet
еквивалент	tilsvarende
експеримент	eksperiment
експеримент	eksperimentere
експеримент	forsøg
експеримент	eksperimentet
експеримент	eksperimenter
върхът	topper
арабска	arabisk
изпревари	overhaler
изпревари	overhale
ислям	islams
ислям	islam
риска	risici
риска	risiko
замени	erstat
замени	erstatte
ярко	lyst
ярко	lyse
агенции	bureauer
агенции	agenturer
иврит	hebraisk
петдесет	halvtreds
петдесет	fifty
джефри	geoffrey
джефри	jeffrey
номинирана	nominerede
номинирана	udnævnt
номинирана	nomineret
номинирана	nominerede
номинирана	udpeget
иконата	ikon
навътре	indad
навътре	indad
епидемия	udbruddet
епидемия	udbrud
епидемия	epidemi
епидемия	epidemier
епидемия	epidemien
кореспонденция	brevveksling
кореспонденция	korrespondance
кореспонденция	korrespondancen
крус	cruz
тива	theben
търпи	tolererer
търпи	tolerere
търпи	tåler
племенница	niece
кристоф	christophe
кристоф	christoph
гьоте	goethe
селекция	udvælgelse
селекция	markering
селекция	valg
селекция	udvalg
предадени	forrådte
предадени	forrådt
предадени	fremsendt
предадени	videresendt
предадени	returneret
предадени	overgav
предадени	overgivet
отпред	front
отпред	foran
отпред	forside
джесика	jessica
близостта	nærhed
пътувания	ture
пътувания	rejser
пътувания	travel
пътувания	rejser
пътувания	rejse
пътувания	rejs
пътувания	ture
пътувания	trips
бай	bai
застрашени	truet
застрашени	truede
толстой	tolstoj
ибрахим	ibrahim
постановка	opsætning
постановка	setup
постановка	iscenesættelse
плуване	svømning
плуване	svømme
плуване	svømmetur
плуване	svøm
плуване	svømning
плуване	svømmer
плуване	svømme
ъгъла	hjørne
ъгъла	hjørnet
астрономически	astronomiske
свободи	frihedsrettigheder
свободи	friheder
свободи	frihedsrettighederne
ръба	rand
ръба	kant
ръба	edge
ръба	kanten
лири	lire
лири	pund
лири	kilo
жозеф	joseph
жозеф	josef
науру	nauru
нож	kniven
нож	kniv
антоанета	antoinette
изключителни	eksklusive
изключителни	eksklusivt
изключителни	eneret
изключителни	eksklusiv
изключителни	ekstraordinær
изключителни	undtagelsesvis
астронавти	astronauter
стадий	etape
стадий	stadie
стадий	scenen
стадий	stage
стадий	fase
арка	arch
арка	buen
арка	bue
феномен	fænomen
феномен	fænomener
феномен	fænomenet
феномен	fænomen
пакет	bundt
пакет	pakke
пакет	pakken
пакет	pakning
цецилий	caecilius
дружба	venskaber
дружба	venskab
фази	etaper
фази	faser
гигантски	kæmpe
гигантски	gigant
гигантски	giant
гигантски	gigantisk
гигантски	gigantiske
гигантски	gigantisk
означение	notation
означение	betegnelse
означение	udpegelse
означение	udpegning
сюзън	susan
наследниците	arvinger
сеул	seoul
фламандски	flamske
традиционна	traditionelle
традиционна	traditionel
традиционна	traditionelt
бригади	brigader
следите	sporer
следите	spor
борса	ombytning
борса	udveksling
борса	bytte
борса	exchange
обичам	kærlighed
обичам	elsker
обичам	love
обичам	vild
психоанализа	psykoanalyse
панчо	pancho
погребани	begravet
погребани	begravede
тор	gødningsstoffer
тор	gødning
тор	gylle
тор	gødning
тор	husdyrgødning
тор	tor
тор	gødningsstoffer
тор	gødning
тор	thor
мита	myter
мита	myte
мита	myten
мита	opgaver
мита	pligter
мита	arbejdsopgaver
мита	told
доказано	beviste
доказано	bevist
доказано	demonstreret
доказано	påviste
доказано	demonstrerede
доказано	påvist
доказано	påvist
доказано	dokumenteret
доказано	bevist
биологични	biologiske
биологични	biologisk
клонове	grene
клонове	filialer
клонове	brancher
клонове	afdelinger
витамин	vitaminer
витамин	vitamin
плажове	strande
плажове	strandene
духове	spøgelser
духове	genfærd
духове	ånder
духове	humøret
духове	brændevin
духове	spiritus
спад	afslå
спад	tilbagegang
спад	forfald
обвивка	skede
обвивка	shell
обвивка	skal
приключване	udfyldelse
приключване	afslutning
приключване	færdiggørelse
приключване	fuldførelse
приключване	afslutning
приключване	lukning
публична	offentlighed
публична	offentligt
публична	offentlige
публична	offentligheden
публична	offentlig
агиос	agios
вулкан	vulkanen
вулкан	vulkan
вулкан	vulcan
педагогика	pædagogik
бунтове	uroligheder
бунтове	optøjerne
бунтове	optøjer
бежанците	flygtninge
бежанците	flygtningene
собственици	ejere
собственици	ejerne
осветление	belysningen
осветление	belysning
повторение	tilbagefald
повторение	gentagelse
повторение	gentagelser
повторение	gentagelse
повторение	replay
повторение	gentag
повторение	gentager
хайделберг	heidelberg
папи	paver
папи	papi
дъблин	dublin
парламентът	parlamentet
парламентът	parlament
парламентът	folketinget
свършва	slutter
свършва	ender
кодове	kodekser
кодове	koder
кодове	koderne
ренесанс	renæssance
зигфрид	siegfried
шеста	sjette
юлих	jülich
керамични	keramiske
керамични	keramik
керамични	keramisk
мощен	kraftfuld
мощен	kraftigt
мощен	magtfuld
мощен	magtfulde
мощен	stærkt
мощен	potent
мощен	potente
равнини	sletter
пътуват	travel
пътуват	rejser
пътуват	rejse
пътуват	rejs
градината	haven
градината	have
градината	garden
марш	mose
марш	marsh
марш	mosen
търнър	turner
матиас	mathias
матиас	mattias
матиас	matias
матиас	matthias
симфония	symfoni
провал	svigt
провал	fiasko
сухо	tørre
сухо	tørt
сухо	tør
северозападния	northwestern
северозападния	nordvestlige
предна	front
предна	foran
предна	forside
предна	frontal
предна	frontalt
автобуси	busser
автобуси	busserne
свазиленд	swaziland
дъга	rainbow
дъга	regnbuen
дъга	regnbue
дъга	bue
дъга	arc
изящни	udsøgte
изящни	udsøgt
удобно	belejligt
удобно	bekvem
удобно	praktisk
удобно	bekvemt
удобно	behageligt
удобно	komfortabelt
удобно	behagelig
удобно	komfortabel
удобно	tilpas
удобно	behageligt
удобно	komfortabelt
удобно	behagelig
йован	jovan
двойна	double
двойна	dobbelt
постигането	præstation
постигането	bedrift
команди	kommandoer
привлече	tiltrukket
привлече	tiltrak
мъртви	dødt
мъртви	døde
мъртви	død
мъртви	dead
телефон	telefon
телефон	telefonen
телефон	tlf
телефон	telefon
фокус	fokus
фокус	focus
светилища	helligdomme
чести	almindelige
чести	fælles
чести	almindelig
дион	deion
дион	dion
дион	dionne
ела	kom
летец	flyer
устава	vedtægt
устава	statutter
устава	vedtægter
устава	vedtægterne
армстронг	armstrong
триумф	triumf
манхатън	manhattan
клиентите	kunderne
клиентите	kunder
клиентите	kunders
томпсън	thompson
записки	noter
записки	sedler
прадеш	pradesh
пепел	aske
пепел	aske
пепел	ask
пепел	ash
почвите	jordbund
легиони	legioner
тактика	taktik
тактика	taktik
репресии	undertrykkelsen
репресии	undertrykkelse
репресии	repressalier
изстрелян	igangsat
изстрелян	lanceret
изстрелян	iværksat
инфекция	infektioner
инфекция	infektioner
инфекция	infektion
влечуги	krybdyr
влечуги	krybdyr
синдром	syndromet
синдром	syndrom
мелник	melnick
приемник	organisator
приемник	vært
приемник	host
приемник	værten
приемник	modtager
банда	band
банда	bandet
банда	orkester
банда	slænget
банда	banden
банда	bande
конкуренция	konkurrencen
конкуренция	konkurrence
променлива	variable
променлива	variabel
променлива	variablen
чудо	vidunder
чудо	mirakuløs
чудо	mirakuløst
чудо	mirakuløse
чудо	mirakel
чудо	miraklet
чудо	vidunder
чудо	mon
чудо	wonder
кобург	coburg
багдад	baghdad
багдад	bagdad
променено	ændret
променено	forandret
променено	skiftet
променено	ændrede
променено	modificerede
променено	ændret
променено	modificeret
променено	ombygget
чума	pest
чума	plage
чума	pest
чума	pesten
борд	bestyrelse
борд	bord
борд	bræt
консумация	konsum
консумация	forbrug
консумация	forbruget
дракон	drage
дракон	dragen
дракон	dragon
посочен	specificerede
посочен	præciseret
посочен	angivet
посочен	specificeret
лук	løg
лук	løg
младежта	ungdommen
младежта	ungdoms
младежта	unge
младежта	ungdom
крилете	vingerne
крилете	vinger
арканзас	arkansas
електричество	el
електричество	elektricitet
електричество	elektriske
електричество	elektrisk
институти	institutter
привилегии	privilegium
привилегии	privilegium
привилегии	beføjelser
привилегии	privilegier
седмицата	ugen
седмицата	uge
хюсеин	hussein
хюсеин	hussain
хюсеин	hüseyin
батман	batman
чужденци	udlændinge
кафяв	brun
кафяв	brune
кафяв	brunt
кафяв	brown
предполагат	foreslå
предполагат	foreslår
вселенски	økumeniske
фотографии	fotos
фотографии	fotografier
включено	aktiveret
включено	omfattet
включено	inkluderet
включено	omfattede
включено	inkluderede
включено	medtaget
пръстените	ringe
напредък	fremskridt
напредък	progress
напредък	fremgang
вековете	århundreder
вековете	århundrede
рейчъл	rachel
ниши	nishi
роуз	rose
роуз	steg
увреждания	handicappede
увреждания	deaktiverede
увреждания	deaktiveret
увреждания	handicap
увреждания	invaliditet
съществена	essentiel
съществена	essentielt
съществена	afgørende
съществена	væsentlige
съществена	væsentlig
колинс	collins
дарвин	darwin
информатика	informatik
братислава	bratislava
снаряди	projektiler
снаряди	granater
снаряди	skaller
снаряди	patroner
нели	nelly
нели	nellie
недоволство	utilfredshed
недоволство	utilfredshed
септимий	septimius
отмъщение	hævnen
отмъщение	hævn
отмъщение	hævnen
отмъщение	hævn
повреди	beskadigelse
повреди	skade
повреди	skader
милена	milena
президентски	præsidentens
любима	elsket
любима	elskede
екипировка	udstyr
депутатите	lovgiverne
депутатите	lovgivere
депутатите	parlamentsmedlemmer
стабилност	stabilitet
бедни	fattig
бедни	stakkels
бедни	fattige
бюрото	præsidium
бюрото	præsidiet
бюрото	bureau
бюрото	bureauet
словашки	slovakisk
словашки	slovakiske
янкович	jankovic
царуването	regere
царуването	regeringstid
тръба	pipe
тръба	pibe
тръба	rør
тръба	tube
тръба	rør
месото	kød
месото	koed
такси	taxi
такси	taxa
такси	taxa
такси	taxi
такси	kabine
такси	førerhus
такси	honorarer
такси	gebyr
такси	gebyrer
такси	afgifter
такси	honorar
албумите	album
албумите	albummer
лош	slemt
лош	skidt
лош	bad
лош	dårligt
лош	dårlig
докторат	doktorgrad
разработване	udviklingen
разработване	udvikling
документа	dokument
запазено	forbeholdt
запазено	afsat
запазено	reserveret
запазено	bevares
запазено	konserveret
запазено	bevaret
запазено	bevarede
запазено	konserverede
статуи	statuer
математическа	matematiske
математическа	matematisk
айнщайн	einstein
коридор	gangen
коридор	korridoren
коридор	korridor
лора	laura
лора	lora
слухове	rygterne
слухове	rygter
слухове	rygter
плячка	bytte
плячка	swag
плячка	booty
плячка	numse
параклиса	kapellet
параклиса	kapel
пера	fjer
противниците	modstandere
противниците	modstanderne
достатъчна	tilstrækkelige
достатъчна	tilstrækkeligt
достатъчна	tilstrækkelig
кореспонденти	korrespondenter
младен	mladen
лоша	slemt
лоша	skidt
лоша	bad
лоша	dårligt
лоша	dårlig
достъпен	tilgængeligt
достъпен	tilgængelige
достъпен	tilgængelig
закрито	indendørs
закрито	indendørs
зигмунд	sigmund
петрол	benzin
петрол	olien
петрол	olie
петрол	råolie
петрол	petroleum
лихтенщайн	liechtenstein
лихтенщайн	lichtenstein
беатрис	beatrice
беатрис	beatriz
суматра	sumatra
лентул	lentulus
оператори	operatører
слива	blomme
форуми	fora
форуми	fora
кадафи	gaddafi
зареждане	last
зареждане	belastning
зареждане	opkrævning
зареждане	ladning
зареждане	afgift
зареждане	opladning
зареждане	indlæsning
зареждане	lastning
зареждане	indlæser
зареждане	opkrævning
зареждане	oplader
зареждане	opladning
харисън	harrison
елзас	alsace
добавка	tilføjelse
добавка	tilsætning
добавка	supplering
добавка	supplement
добавка	tilsætningsstof
добавка	additiv
рап	rap
интервал	interval
лингвистика	lingvistik
обсъжда	diskuterer
обсъжда	drøfter
моделите	modeller
моделите	modellerne
панорама	panorama
хрушчов	khrusjtjov
сервилий	servilius
деян	dejan
лидия	lidia
лидия	lydia
антонин	antonin
възможен	muligt
възможен	mulige
възможен	mulig
раул	raoul
раул	raul
миграция	vandringer
миграция	migration
миграция	udvandring
миграция	indvandring
митове	myter
мюзикъл	musikalske
мюзикъл	musical
мюзикъл	musikalsk
работилница	workshop
работилница	værkstedet
работилница	værksted
галактика	galaksen
галактика	galakse
галактика	galaxy
кавалерия	kavaleriet
кавалерия	kavaleri
клиент	kunden
клиент	kunde
клиент	klienten
клиент	kunden
клиент	klient
клиент	kunde
завой	bøje
завой	bøj
завой	buk
речи	taler
емили	emilie
емили	emily
светкавица	lettelse
светкавица	flash
светкавица	blitz
светкавица	blink
светкавица	lyn
светкавица	lynet
светкавица	lightning
мазнини	fats
мазнини	fedtstoffer
мазнини	fedtstof
мазнини	fed
мазнини	fedt
мазнини	fede
самоубийство	selvmord
завършила	gradueret
достигане	rækkevidde
достигане	reach
крайни	ekstrem
крайни	ekstremt
крайни	ekstreme
смесена	blandede
смесена	blandet
таун	towne
проектиран	designede
проектиран	designet
проектиран	udformet
проектиран	konstrueret
соломон	salomon
соломон	solomon
соломон	salomonøerne
екрана	skærmen
екрана	skærm
джеси	jessie
джеси	jesse
гласни	vokaler
съчетава	kombinerer
преобразува	konverterer
преобразува	omdanner
глазгоу	glasgow
растат	gro
растат	vokser
растат	vokse
съкровище	skat
съкровище	skatten
съкровище	skatte
астероид	asteroide
кейн	cain
кейн	kane
кейн	sukkerrør
кейн	rørsukker
кейн	stok
кейн	caine
унищожена	udslettet
унищожена	ødelagt
унищожена	tilintetgjort
унищожена	destrueret
положително	positivt
положително	positive
положително	positiv
положително	positivt
заплата	løn
моравия	moravia
страбон	strabo
антропология	antropologi
американци	amerikanerne
американци	amerikanere
ренесанса	renæssance
подиум	catwalk
богатството	rigdom
богатството	rigdomme
богатството	velstand
кръгли	budrunde
кръгли	rundt
кръгли	runde
кръгли	rund
кръгли	omgang
лена	lena
етажа	etager
етажа	gulve
етажа	gulvene
фасада	facade
фасада	facaden
ограничаване	restriktioner
ограничаване	begrænsning
ограничаване	restriktion
ограничаване	begrænsninger
ограничаване	begrænsning
ограничаване	begrænsende
ограничаване	grænse
ограничаване	begrænsning
ограничаване	indeslutning
конник	rytter
конник	rytter
конник	rider
доза	dosis
доза	dosering
доза	dosis
доза	dosering
хендрикс	hendricks
хендрикс	hendrix
измервания	måling
измервания	målinger
измервания	måling
измервания	målinger
емблема	emblem
пиеро	pjerrot
пиеро	piero
петра	petra
мускул	muskel
мускул	muskler
мускул	musklen
мускул	musklerne
тбилиси	tbilisi
разкрити	afsløret
разкрити	afdækket
разкрити	afslørede
разкрити	afsløret
колонията	koloni
колонията	kolonien
сиви	gråt
сиви	gray
сиви	grå
сиви	gråt
сиви	grå
сиви	grey
полезна	nyttig
полезна	brugbar
полезна	nyttigt
полезна	nyttige
полезна	hjælpsom
полезна	nyttig
полезна	nyttigt
полезна	nyttige
показани	viste
показани	udstillet
показани	vist
показани	vises
показани	screenet
крайници	lemmer
крайници	lemmerne
крайници	ekstremiteter
размножаване	formering
размножаване	avl
размножаване	avlsdyr
размножаване	opdræt
размножаване	gengivelse
размножаване	reproduktion
размножаване	kopiering
статуята	statuen
статуята	statue
териториално	territorial
териториално	territorialt
верни	loyal
верни	loyale
