年	рік
亞歷山大	олександр
亞歷山大	александер
傳播	дифузія
傳播	поширення
傳播	розповсюдження
維多利亞	вікторія
等級	рівень
等級	ієрархія
等級	класі
等級	класи
英尺	ногами
英尺	ноги
英尺	стопи
英尺	футів
英尺	нога
英尺	ногою
英尺	фут
英尺	пішки
英尺	лапка
市政府	підпорядкування
興趣	інтереси
興趣	зацікавлення
興趣	інтересів
興趣	цікавиться
興趣	зацікавлений
興趣	зацікавило
興趣	цікаво
興趣	цікавить
興趣	цікавляться
興趣	відсотки
興趣	зацікавлення
興趣	відсоткова
興趣	інтерес
興趣	вигода
允許	дозволено
允許	дозволені
允許	дозволили
允許	дозволено
允許	дозволяти
允許	дозволити
允許	дозволу
允許	дозвіл
理念	поняття
理念	концепція
理念	філософія
理念	концепції
理念	принципи
靠近	поблизу
靠近	поруч
靠近	поряд
靠近	близько
靠近	біля
鼻	ніс
怪	дивний
怪	дивна
怪	дивне
怪	дивно
怪	одд
怪	дивно
怪	дивним
差異	відмінностей
差異	відмінності
差異	дисперсія
差異	різниця
差異	різниці
路易斯	людовик
路易斯	луї
路易斯	луїс
員工	служить
員工	приймав
員工	робітника
員工	співробітників
員工	працівників
員工	працівники
員工	службовців
格林	зелене
格林	зелені
格林	зелений
綠色	зелене
綠色	зелені
綠色	зелений
車隊	флоту
車隊	флот
車隊	конвой
單元	модулів
單元	модулі
單元	модуль
單元	одиниці
單元	юніт
單元	одиниці
單元	одиниця
英吋	дюйм
英吋	дюймів
英吋	дюйми
拓	таку
神秘	mystery
神秘	таємниця
神秘	загадка
神秘	таїнства
神秘	загадкова
槽	slot
槽	гніздо
槽	автомати
槽	гнізда
槽	слоти
槽	groove
尊重	respect
尊重	повага
溫度	температура
溫度	тимчасовий
溫度	температури
溫度	температура
基督	христос
基督	christ
基督	христа
琉球	окінава
砲	гармата
砲	гармати
星光	зірки
阿富汗	афганістану
阿富汗	афганістан
頒獎	нагороди
真實	реал
真實	справжня
真實	справжні
真實	реальний
真實	справжній
真實	істина
真實	правда
援助	допомоги
援助	допомогу
援助	допомоги
蜀	шу
意識	свідомість
穆斯林	мусульмани
穆斯林	мусульманин
穆斯林	мусульмани
每週	щотижня
苗	мяо
色彩	колір
色彩	кольорова
色彩	кольорах
色彩	кольори
色彩	колір
色彩	кольорова
色彩	барви
色彩	кольори
色彩	кольорів
加強	посилення
加強	зміцнити
加強	покращення
加強	покращений
威脅	загрози
威脅	погроз
威脅	погрози
威脅	загроза
威脅	погроза
威脅	загрозу
襲擊	приступ
襲擊	атакує
襲擊	напади
襲擊	атаки
襲擊	наступ
襲擊	напад
襲擊	атака
襲擊	атаки
撤退	відступати
冒險	пригодницький
冒險	adventure
冒險	пригоди
冒險	пригода
冒險	пригоди
辦公室	офіс
辦公室	office
公告	оголошення
公告	анонс
公告	декларацію
山東	шаньдун
儀式	церемонія
儀式	обряд
儀式	ритуал
成熟	погашення
成熟	глибокої
成熟	зріла
容量	потужність
容量	спроможність
證據	доказ
證據	докази
馬克	кропивницький
基本上	коротше
發明	винахід
發明	винайти
發明	вигадав
發明	винайшов
發明	техніки
公社	комуни
公社	муніципалітетів
旭	асахі
傳奇	легенду
傳奇	легенда
傳奇	легендарні
傳奇	легендарна
傳奇	легендарного
傳奇	легендарний
傳奇	легенд
苦	гіркі
苦	гіркий
苦	гірко
苦	гіркоти
平民	цивільних
市政	муніципальна
市政	муніципальний
岩石	камені
岩石	скелі
岩石	астероїди
岩石	каміння
岩石	скелях
岩石	скеля
岩石	рок
岩石	кручі
岩石	rock
觀察	спостерігати
觀察	спостереження
碟	диск
碟	диск
碟	диску
更好	краща
更好	better
更好	краще
更好	кращі
原文	оригінал
原文	оригінальна
原文	оригінальне
原文	початкове
原文	оригінальний
好友	друзями
好友	друзів
好友	друзі
好友	другові
好友	другом
好友	друг
好友	подруга
好友	друга
殖民	колоніальна
殖民	колонізація
序列	послідовності
序列	послідовність
支付	заплатити
支付	платять
支付	заплатить
支付	сплата
支付	оплати
支付	оплата
支付	платіж
支付	сплати
支付	сплати
支付	платежі
被捕	арешт
被捕	затримала
被捕	заарештовано
道德	мораль
道德	мораль
道德	мораль
分割	дроблення
分割	розділення
分割	розділити
分割	розділена
史密斯	сміт
福利	переваги
福利	вигоди
福利	дотації
指導	вказівки
豹	пао
豹	барс
豹	пантера
翻	віддзеркалення
翻	перевернути
大同	pax
查理	чарлі
慈善	благодійності
慈善	благодійна
慈善	благодійний
慈善	благодійність
星期日	неділі
星期日	неділях
星期日	щонеділі
星期日	неділя
網球	теніс
建築物	будівля
建築物	будівництво
建築物	будуємо
建築物	будівельні
建築物	будівлі
建築物	будівлі
建築物	будівель
河口	болоті
河口	плавнях
河口	лиман
古巴	кубі
古巴	куби
古巴	куба
姊妹	сестрички
姊妹	сестри
姊妹	сестра
哲學	філософія
方程	рівняння
方程	рівняння
味	аромат
合法	справжні
完善	вишуканості
完善	вдосконалення
完善	досконалості
完善	досконалість
地形	топографія
地形	місцевість
地形	топографічна
裴	bae
裴	пей
藍色	blue
藍色	блакитні
藍色	блакитний
藍色	блакитна
藍色	синій
藍色	сині
維修	ремонт
維修	обслуговування
維修	супровід
維修	ремонту
維修	ремонт
詳細	докладні
詳細	детальний
詳細	детальні
詳細	докладно
詳細	детально
詳細	подробиці
詳細	детальні
兔	lepus
兔	заєць
兔	кролик
兔	кріль
兔	кролі
經由	via
經由	віа
經由	через
書店	книгарню
接觸	контакт
接觸	контактна
很好	гарно
懷疑	сумнівів
懷疑	сумнів
懷疑	сумніву
懷疑	сумніваюся
懷疑	сумніватися
懷疑	підозра
懷疑	підозри
量子	квантова
掌握	шин
流量	потік
推薦	рекомендації
推薦	запропоновані
推薦	рекомендовані
推薦	порадити
推薦	рекомендувати
推薦	рекомендовано
推薦	рекомендовані
推薦	рекомендується
推薦	рекомендований
吉他	гітару
吉他	гітара
吉他	гітар
淺	мілка
矛盾	парадокс
矛盾	протиріч
矛盾	протиріччя
矛盾	незгоди
激烈	дике
激烈	інтенсивний
激烈	інтенсивно
方程式	формула
方程式	рівняння
方程式	рівняння
課	урок
膜	мембрана
演化	розвиватися
演化	еволюція
演化	evolution
演化	еволюційна
雙打	парні
雙打	парами
鏈	ланцюги
鏈	ланцюжок
鏈	ланцюг
神社	храм
磁	магнітний
磁	магнітна
磁	магнетизм
迷你	mini
迷你	міні
迷你	мініатюра
殷	інь
美麗	прекрасні
美麗	красивий
美麗	красива
美麗	красиві
鄰近	сусіднього
鄰近	сусідню
鄰近	поблизу
鄰近	поруч
構造	побудувати
十一月	листопаді
十一月	листопад
十一月	листопада
射擊	стрільби
射擊	зйомки
射擊	стрільба
滑	слайд
滑	непомітно
融合	інтеграція
融合	fusion
融合	злиття
融合	синтез
更大	більшого
更大	більшим
更大	більший
更大	більші
更大	більше
更大	більша
姓名	назва
姓名	назви
姓名	імена
跑道	смугу
原理	принцип
原理	доктрина
條例	статут
條例	постанов
條例	постанова
條例	регулювання
主管	чергова
主管	інспектор
補充	доповнення
補充	добавки
補充	додаткові
補充	додаткова
責任	відповідальність
責任	повноваження
責任	відповідальності
責任	відповідальність
得分	рахунок
得分	результат
得分	оцінка
大眾	volkswagen
彗星	комета
彗星	комети
山坡	схили
敵人	ворог
箭	стріли
箭	стрілки
箭	стрілок
箭	стріла
箭	стрілка
受歡迎	популярні
受歡迎	популярне
受歡迎	популярна
受歡迎	популярний
櫻	сакура
警報	тривога
警報	попередження
警報	попередити
兩次	двічі
兩次	вдвічі
胺	аміни
餐廳	ресторани
餐廳	ресторан
簽署	підписують
簽署	підписано
簽署	підписав
簽署	підписали
簽署	підпис
客串	камео
上游	течії
紅外線	інфрачервона
酶	ферменти
酶	фермент
外部	ззовні
外部	надворі
外部	поза
外部	зовні
外部	зовнішня
外部	ззовні
可用	доступні
可用	доступний
可用	наявні
可用	наявний
日本人	японська
日本人	японський
日本人	японці
日本人	японські
黑人	чорні
黑人	чорне
黑人	чорна
黑人	чорний
鹽	сіль
鹽	солі
浮	плаваючий
浮	пливуть
向量	вектор
向量	векторів
數碼	цифрове
數碼	digital
數碼	цифрова
數碼	цифровий
態度	attitude
態度	ставлення
穆罕默德	мухаммед
穆罕默德	мухаммад
穆罕默德	мухаммед
穆罕默德	мохаммед
成分	складові
成分	інгредієнти
成分	складова
模特兒	models
模特兒	моделі
模特兒	моделей
模特兒	модель
模特兒	моделі
逐步	прогресивна
逐步	прогресивний
逐步	прогресивні
逐步	тривалий
保羅	пол
保羅	пауль
保羅	павло
防禦	оборона
防禦	захист
防禦	оборони
防禦	захисний
先前	раніше
先前	раніше
先前	попереднє
先前	попередні
先前	попередній
先前	попередня
嚴	янь
嚴	гм
簽名	підписати
簽名	знак
簽名	підписано
簽名	підписав
簽名	підписали
簽名	підпис
回歸	повернутися
回歸	повернення
回歸	регресії
定理	теорема
損失	збиток
損失	втрати
損失	втрата
損失	збитки
損失	втрату
損失	втрат
損失	збитки
損失	програш
注入	вприскування
注入	коров
注入	настій
獅	лев
推廣	просування
推廣	заохочення
推廣	підвищення
推廣	просування
推廣	заохочення
推廣	рекламувати
推廣	просувати
推廣	розповсюдити
僧	монах
升級	оновлено
升級	оновити
升級	оновлення
嘗試	спробувати
嘗試	try
嘗試	спробуйте
嘗試	спроби
嘗試	намагаючись
嘗試	спробу
嘗試	спроба
嘗試	намагатися
財政	фіскальної
氣象	метеорологія
氣象	метеорологія
氣象	погода
隋	суй
人文	гуманітарний
魚類	риб
魚類	риба
魚類	рибу
魚類	рибка
魚類	риби
造型	моделювання
書籍	книжки
書籍	книг
書籍	книги
書籍	книжка
書籍	книжечки
書籍	книга
書籍	книги
各國	країн
各國	країни
施工	будівництво
施工	будівництва
效率	ефективність
六十	шістдесят
地域	географія
函數	функція
函數	функцію
函數	функції
函數	функції
勳章	медаль
勳章	медалі
為何	чому
為何	нащо
為何	навіщо
大橋	міст
大橋	місток
佐藤	сато
征服	завоювання
征服	conquest
征服	підкорення
征服	підкорити
征服	підкорення
征服	завойовником
聚集	збираються
定位	знайти
定位	розташування
弓	луками
弓	уклін
弓	арку
弓	лук
專用	присвячується
專用	присвяченого
專用	присвячено
專用	присвятив
芬蘭	фінляндія
芬蘭	фінляндії
女演員	акторок
女演員	актриса
女演員	акторка
防守	оборона
防守	захист
防守	оборони
宣告	оголошення
宣告	анонс
宣告	оголошення
宣告	оголосити
宣告	декларацію
評價	оцінювання
校友	випускника
蛋	яйця
蛋	яєчка
蛋	яйце
鱷	крокодил
關閉	закрити
關閉	близький
關閉	близько
關閉	близькі
關閉	закриття
關閉	off
關閉	вимкнено
瓊	іванна
瓊	джоан
口徑	калібр
口徑	калібру
裁判	refs
裁判	арбітр
裁判	рефері
裁判	суддя
科學家	вчений
科學家	науковець
科學家	вчених
科學家	науковці
科學家	вчені
科學家	науковців
小小	маленькі
下方	нижче
下方	знизу
下方	внизу
下方	знизу
架構	архітектура
葬	поховання
共享	спільну
共享	поширив
共享	спільні
共享	поширили
共享	спільний
共享	обмін
共享	поширення
共享	акція
共享	поширити
共享	поділитися
共享	поширення
共享	поділитись
共享	акції
共享	поширення
累	втомився
累	втомилися
星期	тиждень
星期	тижні
星期	тижнів
竣工	завершення
竣工	доповнення
指引	посібник
指引	провідник
指引	путівник
指引	гід
加工	опрацювання
加工	обробки
加工	обробку
加工	обробка
斯洛伐克	словаччині
斯洛伐克	словаччина
等待	очікування
等待	чекаю
等待	чекайте
等待	почекайте
等待	чекати
等待	почекати
恆	хен
山地	гірський
山地	гора
山地	гірська
改良	покращений
改良	покращена
改良	удосконалення
改良	вдосконалення
改良	покращення
劇本	сценарій
劇本	скрипт
劇本	сценарії
劇本	сценарій
發動機	рушій
發動機	двигун
發動機	двигуни
發動機	рушії
發動機	мотор
完美	perfect
完美	ідеально
完美	ідеальні
完美	ідеальне
完美	ідеальна
完美	досконало
完美	досконалості
完美	досконалість
夏天	літо
氧	киснем
氧	кисень
借	запозичено
借	позичив
借	позичити
借	позичити
立陶宛	литві
立陶宛	литви
立陶宛	литва
聰	сатосі
縮寫	абревіатура
縮寫	скорочення
縮寫	ініціали
玫瑰	рози
玫瑰	троянди
玫瑰	роуз
玫瑰	роза
玫瑰	розі
玫瑰	троянда
記憶	спогади
記憶	спогад
座位	місця
座位	сидіння
座位	місце
座位	seat
宣言	маніфест
宣言	декларація
宣言	оголошення
田中	танака
期刊	журнали
期刊	журнал
期刊	journal
期刊	щоденник
期刊	регулярні
合同	контракти
合同	договір
合同	контракт
遊行	парад
遊行	ряди
喜劇	комедія
喜劇	комедії
楠	нан
楠	nan
人氣	популярні
人氣	популярне
人氣	популярна
人氣	популярний
人氣	популярність
順利	плавне
順利	згладжування
順利	плавні
順利	плавно
順利	гладкий
美術	арт
美術	мистецтво
美術	художня
光明	світлі
光明	світле
光明	light
光明	світло
光明	світлий
平安	сейф
平安	безпечний
平安	безпечно
平安	миру
平安	мир
哈利	гаррі
哈利	гарі
事務所	фірмі
事務所	фірми
事務所	фірма
垂直	вертикально
垂直	перпендикулярно
垂直	вертикальна
垂直	вертикальне
垂直	вертикальні
垂直	вертикально
垂直	вертикаль
垂直	вертикальний
同學	однокласників
同學	однокласники
同學	однокласник
網上	онлайн
網上	online
主辦	приймати
主辦	пройшла
技能	навички
技能	уміння
技能	навики
技能	майстерність
技能	уміння
帆	вітрила
雅典	афіни
姓氏	прізвище
立場	розташування
立場	позиція
立場	положення
立場	позиції
豐富	надлишку
豐富	багаті
豐富	багатий
豐富	rich
砂	пісок
上方	вище
男孩	хлопчик
男孩	закохалася
男孩	хлопчики
梨	груші
梨	груша
梨	груші
加速	прискорення
加速	прискорення
感情	емоція
感情	стосунки
感情	взаємовідношення
感情	емоції
感情	почуття
狐	фокс
狐	лисиця
重複	дублікат
重複	дублювати
重複	повторне
自殺	самогубство
利物浦	ліверпуль
比利時	бельгії
比利時	бельгія
智慧	інтелект
智慧	розвідка
智慧	мудрості
智慧	мудрість
尺寸	розміри
尺寸	розміри
尺寸	виміри
尺寸	розмір
嫁	одружуватися
嫁	одружитися
幸	пощастило
樂隊	band
樂隊	гурт
樂隊	гурти
信徒	віруючих
同志	товариш
騎	їздити
騎	кататися
騎	верхи
騎	ride
騎	проїзд
騎	поїздка
體育館	арена
體育館	спортзал
體育館	гімназія
體育館	стадіон
體育館	стедіум
逆	зворотній
逆	обернений
逆	зворотний
鐘	чжун
鐘	годинник
鐘	чен
鐘	дзвінка
鐘	bell
鐘	белл
鐘	дзвін
鐘	дзвінок
分享	спільну
分享	поширив
分享	спільні
分享	поширили
分享	спільний
分享	обмін
分享	поширення
分享	акція
分享	поширити
分享	поділитися
分享	поширення
分享	поділитись
分享	акції
分享	поширення
班機	польоту
班機	переліт
班機	рейс
班機	політ
時報	таймс
時報	час
時報	часи
時報	times
擴大	збільшено
擴大	широкий
擴大	розгортання
擴大	розширення
擴大	розширення
擴大	збільшив
擴大	розгорнути
擴大	розширити
擴大	розкрити
讀者	читачам
讀者	читачі
讀者	reader
讀者	читач
有名	відома
有名	знамениті
有名	відомий
有名	знаменитий
指數	index
指數	покажчик
指數	індекс
指數	індекси
指數	індекси
猴	мавпа
猴	monkey
裂	зябрової
帝王	імператорський
帝王	імперський
帝王	imperial
撰寫	записати
撰寫	напишіть
撰寫	пишіть
撰寫	виписати
撰寫	написати
撰寫	писав
撰寫	записано
撰寫	написано
撰寫	записані
撰寫	написання
撰寫	запис
撰寫	писати
撰寫	запису
就像	подобається
就像	зразок
就像	like
絕對	абсолютна
絕對	абсолютний
絕對	абсолютне
重點	фокус
重點	фокусування
重點	focus
感覺	feel
感覺	відчуваю
感覺	відчути
感覺	почувається
感覺	відчувається
感覺	почуття
感覺	відчуття
感覺	передчуття
左翼	ліворуч
左翼	ліва
左翼	лівий
左翼	зліва
扁	бянь
種族	гонок
種族	раси
種族	перегони
種族	забіг
種族	раса
種族	національність
限	обмежені
限	обмежений
限	обмежена
限	ліміт
限	межа
限	обмежити
限	обмеження
總裁	ceo
休息	break
休息	перерва
休息	розбити
休息	розрив
休息	перерви
休息	відпочивають
休息	відпочиває
休息	відпочинок
曲目	доріжки
曲目	трек
曲目	композицію
曲目	доріжка
曲目	композиція
曲目	стежити
曲目	доріжок
曲目	слідкує
曲目	композиції
曲目	доріжки
曲目	сліди
曆	календар
東區	схід
定期	формальні
定期	регулярний
定期	звичайний
定期	формальний
定期	регулярні
定期	періодична
反抗	повстання
殺害	вбивство
殺害	припинення
殺害	вбивають
席位	місця
席位	сидіння
穿越	перехресті
株	штам
管制	контролює
咖啡	кава
胸	груди
胸	грудне
胸	груди
胸	грудей
眼睛	очі
眼睛	очей
眼睛	очам
眼睛	eye
眼睛	око
亂	безлад
星座	гороскоп
否則	інакше
貴族	благородний
貴族	благородні
貴族	знать
殺死	вбити
殺死	убити
訊息	повідомлення
訊息	повідомлення
訊息	повідомлень
浪漫	романтика
浪漫	романтик
浪漫	романтична
浪漫	романтичний
浪漫	романтичні
窗	вікон
窗	windows
窗	вікна
窗	вікно
主權	суверенітет
主權	суверенітету
主權	держав
探索	побувати
探索	огляд
探索	дослідити
探索	дослідження
探索	подібній
探索	знайдіть
探索	відкриття
探索	знахідка
簽約	підписують
參賽者	учасник
參賽者	учасники
晚間	вечір
晚間	вечірня
晚間	вечірній
望遠鏡	бінокль
望遠鏡	телескопа
望遠鏡	телескоп
望遠鏡	телескопів
手槍	пістолети
手槍	пістолет
月份	місяці
月份	місяцями
月份	місяців
月份	місяця
月份	місяць
軸	шахта
軸	осі
軸	колія
軸	вісь
內地	материка
電車	трамвай
電車	трамваї
觀光	екскурсії
唇	губи
唇	губами
唇	губи
理工	політехнічний
特區	сар
緊急	терміново
緊急	термінову
適合	підходить
適合	вмістити
適合	підбір
適合	підійде
適合	влаштувати
適合	підходить
弟子	disciple
價格	ціни
價格	ціна
精選	обрані
銅	міді
銅	мідь
銅	бронза
單一	моно
單一	окремі
單一	single
單一	самотній
象徵	символ
象徵	символічне
象徵	символічні
象徵	символічних
部署	впровадження
精靈	genie
精靈	elf
事實	факти
事實	істина
巨人	гіганти
巨人	giant
巨人	велетенська
巨人	гігант
巨人	велетень
無限	нескінченні
無限	нескінченний
無限	безмежний
無限	нескінченна
無限	нескінченно
無限	infinity
無限	безкінечно
無限	необмежена
無限	безмежна
無限	безмежного
王后	цариці
王后	королева
王后	queen
王后	краля
王后	цариця
永遠	завжди
永遠	назавжди
永遠	forever
永遠	навіки
充分	повноцінного
充分	повністю
福岡	фукуока
難	hard
難	тяжко
難	важкий
難	складна
難	важка
難	жорсткий
難	важко
難	складно
難	складне
污染	забруднення
更高	вищими
更高	вища
更高	вищий
更高	вищу
更高	вищий
更高	вище
更高	вищі
更高	вища
戰術	тактика
戰術	тактика
戰術	тактичний
戰術	тактична
戰術	tactical
宿舍	гуртожиток
宿舍	гуртожиток
宿舍	гуртожитку
追求	квест
追求	quest
追求	переслідування
追求	гонитві
衛生	гігієна
衛生	гігієни
南斯拉夫	югославська
南斯拉夫	югославії
符號	символів
符號	символи
符號	символ
誕生	народження
誕生	народився
誕生	борн
誕生	народилась
誕生	народилася
郝	хао
議題	теми
議題	тем
緬甸	бірманська
緬甸	бірмі
七十	сімдесят
昆明	куньмін
規範	нормам
規範	норм
規範	норма
環球	універсальна
環球	universal
環球	універсальний
環球	глобус
彬	скринька
燈	ліхтарі
燈	світло
燈	вогні
燈	лампа
交換	поміняти
交換	обмін
交易所	бірж
交易所	обмін
印象	враження
印象	показів
印象	враження
印象	покази
乳	молоко
乳	молока
乳	milk
提前	рання
提前	рано
提前	раннє
提前	ранній
神奇	вражає
神奇	вражаюче
神奇	дивовижно
神奇	amazing
神奇	неймовірний
神奇	чарівна
神奇	магія
神奇	magic
神奇	магічні
神奇	чарівне
神奇	магічне
週刊	щотижня
示威	продемонструвати
示威	демонстрація
示威	демонстрацію
示威	демонстрацій
示威	демонстрації
吐	коса
撞擊	вплив
撞擊	зіткнення
傑出	визначні
傑出	видатним
日子	днів
日子	дні
種子	насіння
種子	насіння
種子	потомство
樂園	рай
樂園	раю
樂園	paradise
排行	рейтинг
排行	рейтингу
標本	зразок
標本	днк
瀑布	водоспади
瀑布	водоспадів
瀑布	водоспад
瀑布	водоспад
維護	обслуговування
維護	супровід
萍	локацію
搜尋	шукати
搜尋	пошук
搜尋	пошук
米蘭	мілан
德州	техас
威尼斯	венеція
威尼斯	венеції
答	відповідь
氪	криптон
考試	іспит
考試	екзамен
考試	іспитів
考試	експертизи
考試	екзамен
考試	іспити
考試	екзамени
考試	екзаменів
展覽	виставку
展覽	експонат
展覽	виставка
展覽	виставки
展覽	експонатів
柬埔寨	камбоджі
希特勒	гітлера
希特勒	гітлер
競選	кампанію
輸入	вхідний
輸入	вхідні
輸入	ввід
輸入	ввести
輸入	увійти
輸入	введіть
輸入	enter
處理器	процесор
處理器	процесори
無效	нульовий
無效	фіктивних
無效	некоректний
無效	некоректна
無效	неправильний
贊助	спонсор
贊助	спонсора
贊助	заплатила
贊助	спонсором
保守	консервативна
幫忙	допоможіть
幫忙	допомогти
幫忙	допомога
幫忙	довідка
幫忙	допомогу
競賽	конкурсів
競賽	змагань
競賽	змагання
競賽	перегони
競賽	забіг
競賽	раса
競賽	змагання
競賽	конкурс
競賽	євробачення
場地	venues
首歌	конкурс
首歌	пісня
神話	міфи
神話	міфів
神話	міфологія
神話	міф
超人	супермен
股票	акціями
股票	акція
股票	капітал
實現	розуміємо
實現	реалізації
實現	реалізація
實現	досягненні
實現	досягти
八十	вісімдесят
出局	назовні
出局	вийшов
出局	out
瑪麗	мері
瑪麗	марічка
瑪麗	маріє
戰場	битв
平等	рівність
平等	доходів
平等	дорівнює
平等	рівне
價	ціна
聽	слухайте
聽	прослухати
聽	слухати
聽	слухай
困難	складності
困難	складність
困難	труднощі
困難	важко
困難	складно
困難	складне
機車	скутер
機車	мотоцикл
機車	мото
機車	локомотив
危險	небезпечні
危險	небезпечна
危險	небезпечний
危險	небезпечно
危險	небезпека
危險	небезпеки
危險	небезпеці
強大	сильним
強大	сильні
強大	сильною
強大	сильний
強大	сильна
強大	потужний
強大	потужно
技巧	прийоми
技巧	трюки
技巧	майстерність
技巧	уміння
技巧	техніка
技巧	методика
外國	іноземних
外國	іноземні
外國	іноземний
瓦爾	вал
瓦爾	валь
帽	шапка
帽	кап
帽	шапка
帽	капелюх
帽	кінчики
帽	кубків
公寓	рівна
公寓	квартира
公寓	апартаменти
接管	поглинання
一面	збоку
一面	сторона
一面	бічна
一面	бік
一面	сторони
奧運會	олімпіада
奧運會	іграх
聯絡	контакт
聯絡	контактна
漢語	китайською
漢語	китайські
漢語	китайська
漢語	китайці
漢語	китайський
獅子	лев
獅子	леви
裡面	inside
裡面	всередині
梯	драбина
修道院	монастир
修道院	монастир
修道院	абатство
租借	лізинг
租借	лізинг
租借	ліз
地中海	середземне
釋放	випуск
釋放	реліз
釋放	випуску
釋放	звільнення
釋放	знято
戰艦	морський
戰艦	лінкор
戰艦	warships
戰艦	корабель
登記	зареєструватись
登記	зареєструвати
登記	регістр
登記	реєстрація
登記	реєстрація
黃色	жовте
黃色	жовтого
黃色	жовті
黃色	жовтий
提案	пропозиція
學士	холостяк
學士	бакалавр
批判	critique
批判	критика
批判	критики
批判	критична
批判	критичні
批判	критичний
傀儡	puppets
傀儡	ляльковий
熟悉	знайомі
直徑	діаметр
聖經	біблія
聖經	біблійна
村民	селищі
村民	селяни
威爾斯	уельсу
威爾斯	уельс
招生	реєстрація
拱	арка
現有	існуюче
現有	існуючий
現有	існуючі
現有	існуючу
銀河	галактична
銀河	галактика
寶貝	немовля
寶貝	малятко
寶貝	дитина
創辦人	засновник
公會	цех
公會	гільдії
地質	геологічних
地質	геологія
實力	міцність
實力	інтенсивність
實力	сили
實力	сила
多倫多	торонто
桓	хуань
桓	хван
初步	попереднє
獎金	бонус
獎金	бонуси
營業	відкрити
營業	відкрита
營業	відкрито
營業	відкриті
營業	відкритий
閱讀	прочитайте
閱讀	читати
閱讀	прочитані
閱讀	читайте
閱讀	прочитати
閱讀	читання
閱讀	читання
檢查	перевірка
檢查	перевірити
檢查	перевірте
增強	покращення
增強	покращений
法拉	fara
法拉	фарах
法拉	фарра
聲稱	забрала
恐	жах
恐	терор
神父	батька
神父	батько
神父	батьку
神父	отець
沙漠	пустелі
沙漠	пустеля
沙漠	пустелях
沙漠	пустелі
腿	ніжки
腿	ноги
腿	ніжку
腿	нога
腿	нозі
腿	ногу
橫濱	автомобілі
障礙	перешкоди
障礙	перешкоду
炸彈	бомба
炸彈	бомб
炸彈	бомби
棠	тун
空氣	air
空氣	повітряна
空氣	повітря
外界	ізгої
小孩	діти
小孩	дітям
小孩	дітьми
小孩	дітлахи
小孩	дітки
小孩	малиш
法令	укази
法令	постанова
多種	декілька
鰻	вугор
保險	страхування
遺址	руїни
沖繩	окінава
煤	вугілля
一旦	once
慢	повільно
慢	повільні
慢	повільний
親自	особисто
姐姐	sis
姐姐	сестричка
姐姐	сестра
單打	розряд
子彈	кулю
子彈	постріли
子彈	позначки
子彈	куля
週期	циклів
週期	періодичність
週期	цикл
彩虹	райдуга
彩虹	веселка
彩虹	веселку
千瓦	кіловат
賽車	перегони
賽車	гонки
賽車	racing
模仿	імітація
模仿	пародія
一代	створення
一代	generation
一代	покоління
一代	генерація
一代	комплексів
一代	покоління
一代	поколінь
論壇	форуми
論壇	форумів
論壇	форумах
論壇	форум
祖先	пращурів
祖先	пращур
廣島	хіросіма
複雜	складність
複雜	комплекс
複雜	складні
複雜	складне
複雜	складно
複雜	складною
戰略	стратегії
三星	самсунг
三星	samsung
復興	відродження
復興	відродження
個性	індивідуальність
個性	особистість
包圍	облога
包圍	оточити
教室	класом
教室	класі
平行	паралельний
平行	паралельні
平行	паралельно
自主	автономія
自主	автономна
自主	автономний
預定	бронювання
預定	розкладка
金星	венера
寄生	паразит
歌詞	ліричних
拯救	спасіння
拯救	врятувати
拯救	рятівник
拯救	порятунок
型態	типу
型態	тип
病人	пацієнти
病人	пацієнтам
病人	пацієнтів
病人	пацієнт
病人	пацієнта
消防	fire
消防	вогнем
消防	вогонь
消防	пожежа
優惠	уподобання
優惠	налаштування
優惠	вподобання
優惠	пропозиція
優惠	пропонуємо
優惠	знижки
優惠	знижка
優惠	пропонує
優惠	пропозиції
公頃	гектар
公頃	гектарів
搖滾	скеля
搖滾	рок
搖滾	кручі
搖滾	rock
修訂	версія
修訂	редакції
修訂	модифікація
勞工	праця
勞工	трудове
勞工	трудова
勞工	трудові
前面	front
前面	спереду
前面	передні
前面	фронт
前面	передній
囊	коробочка
囊	капсули
寺院	монастир
寺院	монастирях
對外	ззовні
織田	ода
專題	темою
專題	тему
專題	тема
專題	теми
專題	теми
專題	тем
專題	тему
專題	тема
專題	теми
刊登	оприлюднити
刊登	опублікувати
未知	невідомий
未知	невідомо
未知	невідома
未知	невідомі
未知	невідоме
氣候	кліматичних
氣候	клімат
頻率	частоти
頻率	частоту
頻率	частота
偵探	детектив
里昂	ліон
里昂	лайонс
提醒	приверне
提醒	нагадування
提醒	тривога
提醒	попередження
提醒	попередити
提醒	нагадати
提醒	нагадаємо
提醒	нагадування
友好	дружній
友好	friendly
片段	фрагмент
片段	уривок
片段	фрагмент
片段	фрагменти
片段	фрагменти
片段	кліп
割	різати
割	вирізати
泡	бульбашка
諮詢	консультацію
諮詢	консультація
諮詢	консультації
諮詢	звернутися
諮詢	консультація
諮詢	зверніться
分離	розділення
分離	відокремлення
分離	окреме
分離	відокремити
品質	якість
品質	якостями
可見	видима
可見	видимий
可見	видно
可見	видимі
液	рідина
液	рідкий
液	рідини
液	рідина
詩人	поет
辦法	метод
資產	актив
資產	активи
紀錄片	документальний
停車場	паркінг
停車場	паркування
羅伯特	роберт
