年	aasta
公寓	korterid
公寓	kortereid
接管	ülevõtmine
一面	külg
奧運會	olümpiamängud
聯絡	kontakt
聯絡	kontakti
漢語	hiina
漢語	hiinlased
下載	allalaadimine
下載	allalaadimine
獅子	lõvi
裡面	sees
梯	redel
修道院	kloostri
修道院	klooster
修道院	klooster
修道院	abbey
修道院	klooster
租借	liisi
總監	komissar
地中海	vahemere
地中海	vahemeri
釋放	vabastamine
釋放	vabasta
釋放	vabastada
釋放	vabastamine
釋放	vabastades
戰艦	lahingulaev
戰艦	sõjalaev
戰艦	sõjalaevad
戰艦	sõjalaev
登記	registreerida
登記	register
登記	registrisse
登記	registreeru
登記	registreerimine
黃色	kollase
黃色	kollased
黃色	kollane
提案	ettepanek
學士	poissmees
批判	kriitika
批判	kriitikat
批判	kriitika
批判	kriitiline
批判	kriitilised
傀儡	nukud
馬力	hobujõudu
馬力	malik
熟悉	tuttav
海水	merevett
直徑	läbimõõt
直徑	diameeter
聖經	piibel
聖經	piibli
村民	külaelanikud
威爾斯	wales
威爾斯	walesi
招生	õppurite
拱	kaare
拱	arch
拱	kaar
現有	olemasolevad
現有	olemasolev
銀河	galaktika
銀河	galaxy
寶貝	kallis
寶貝	beebi
創辦人	asutaja
公會	gildi
地質	geoloogilise
地質	geoloogiline
地質	geoloogia
政委	komissar
實力	jõudu
實力	tugevus
多倫多	toronto
桓	huan
桓	hwan
初步	esialgse
初步	esialgsed
初步	esialgne
獎金	preemia
獎金	bonus
獎金	boonus
獎金	preemiaid
營業	avamine
營業	ava
營業	avada
營業	avatud
閱讀	loe
閱讀	lugemine
閱讀	loetud
閱讀	lugemine
閱讀	lugemist
檢查	kontrollimine
檢查	kontroll
檢查	kontrolli
檢查	check
增強	täiustused
增強	tõhustatud
法拉	fara
法拉	farah
聲稱	väites
聲稱	väidetud
聲稱	väitis
恐	terrori
神父	isa
沙漠	kõrb
沙漠	kõrbed
腿	jalad
腿	jalg
腿	jalale
橫濱	yokohama
障礙	takistused
障礙	tõkked
障礙	takistused
障礙	takistuse
障礙	takistus
炸彈	pomm
炸彈	pommid
棠	tong
空氣	õhu
空氣	õhku
空氣	õhk
空氣	air
外界	võõrad
小孩	lapsed
小孩	poiss
法令	dekreedid
法令	edikti
法令	dekreet
多種	mitmekordne
多種	mitu
鰻	angerjas
保險	kindlustus
遺址	varemed
沖繩	okinawa
煤	süsi
煤	kivisüsi
一旦	kord
一旦	korra
慢	aeglane
親自	isiklikult
姐姐	sis
姐姐	sisi
姐姐	õde
單打	vallalised
子彈	kuuli
子彈	kuul
週期	tsüklit
週期	perioodilisus
週期	tsükkel
彩虹	vikerkaar
千瓦	kilovatt
賽車	ralli
賽車	võidusõit
賽車	racing
模仿	imiteerida
模仿	imitatsioon
模仿	paroodia
一代	põlvkonna
一代	generatsioon
一代	põlvkond
一代	põlvkondade
論壇	foorum
祖先	esivanemad
廣島	hiroshima
複雜	keerukus
複雜	keerukust
複雜	keerukuse
複雜	keerukas
複雜	kompleks
複雜	keeruline
複雜	komplitseeritud
戰略	strateegiad
三星	samsung
復興	renessanss
復興	elustamine
個性	individuaalsus
個性	isiksus
個性	isikupära
包圍	piiramine
包圍	ümbritsevad
教室	klassiruumi
教室	klassiruumi
平行	paralleelsed
平行	paralleelne
平行	paralleelselt
自主	autonoomia
自主	sõltumatus
自主	autonoomne
金星	veenus
寄生	parasiit
寄生	parasiit
歌詞	sõnad
歌詞	sõnu
拯救	lunastus
拯救	päästmine
拯救	päästa
拯救	pääste
型態	tüüp
病人	patsiendid
病人	patsient
消防	tuli
消防	tulekahju
消防	tuld
消防	tuletõrje
優惠	soodustused
優惠	eelistused
優惠	paku
優惠	pakkumine
優惠	pakkuda
優惠	soodustus
優惠	pakkumised
優惠	pakub
優惠	pakkumisi
公頃	hektari
搖滾	kiik
搖滾	kalju
搖滾	rock
搖滾	kivi
圭	kyu
修訂	läbivaatamine
前面	ees
前面	ette
前面	rinne
囊	kapsel
寺院	kloostri
寺院	klooster
寺院	kloostrid
對外	väliselt
織田	oda
專題	teema
專題	teemad
專題	teema
刊登	avalda
刊登	avaldab
未知	tundmatu
未知	teadmata
氣候	kliima
頻率	sagedused
頻率	esinemissagedus
頻率	sagedus
徑	keng
偵探	uurija
偵探	detektiiv
里昂	lyoni
里昂	lyons
提醒	hoiatus
提醒	häire
提醒	meenutus
友好	sõbralikud
友好	sõbralik
片段	fragment
片段	fragmendid
片段	killud
片段	juppide
片段	jupid
片段	klipp
割	lõika
割	lõigatud
泡	mull
政治局	poliitbüroo
諮詢	konsultatsioonid
諮詢	konsulteerimine
諮詢	konsulteerida
岑	cen
分離	eraldamine
分離	lahutamine
分離	eraldi
品質	kvaliteet
可見	nähtavad
可見	nähtav
液	vedeliku
液	vedelik
液	vedel
液	vedelik
詩人	luuletaja
詩人	poeet
辦法	meetod
騰	teng
資產	vara
資產	varad
資產	varade
紀錄片	dokumentide
名詞	nimisõna
停車場	parkimine
羅伯特	robert
孟加拉	bengali
夢想	unistus
夢想	dream
夢想	unenägu
夢想	unistused
夢想	unenäod
覆蓋	kata
覆蓋	katke
覆蓋	katta
覆蓋	katma
寫作	kirjutada
寫作	kirjuta
寫作	kirjutage
寫作	kirjutamine
寫作	kirjutamine
弦	nöör
弦	string
溝通	teatis
溝通	suhtlemine
溝通	kommunikatsioon
溝通	side
溝通	suhtlemine
溝通	suhelda
溝通	suhtle
溝通	suhtlemine
日記	päevik
日記	päevik
大地	maa
醇	alkohol
醇	alkoholi
苯	benseeni
即時	kohene
即時	vahetu
即時	kohene
世代	põlvkonna
世代	generatsioon
世代	põlvkond
世代	põlvkondade
航空母艦	vedaja
航空母艦	kandja
移植	siirdamise
移植	siirdamine
移植	siirdamist
移植	siirdamine
四季	hooaega
決議	resolutsioon
決議	eraldusvõime
決議	resolutsiooni
決議	lahendamine
決議	lahutus
考古	arheoloogiline
考古	arheoloogia
考古	arheoloogia
姐妹	õed
姐妹	õde
草原	rohumaa
草原	rohumaad
草原	preeria
發音	väljendunud
發音	hääldatakse
發音	hääldus
發音	hääldada
高地	kõrgustik
高地	mägismaa
高地	highland
高地	terra
高地	kõrgused
王位	troon
王位	trooni
省份	provints
省份	provintsid
試驗	eksperiment
試驗	katsed
試驗	testimine
試驗	katsetamine
試驗	eksperimendid
試驗	test
試驗	katse
習慣	harjumused
習慣	harjumus
資金	fondid
脫	riba
脫	ribad
忍者	ninja
機制	mehhanismid
機制	mehhanism
禹	woo
尤其	eriti
紙	paber
降落	maandumine
鳳凰	phoenix
五個	viis
喜愛	lemmik
洪水	üleujutuste
洪水	üleujutus
洪水	üleujutus
洪水	üleujutused
洪水	üleujutused
防衛	kaitse
防衛	kaitse
防衛	riigikaitse
相當於	ekvivalent
相當於	samaväärne
相當於	võrdväärsed
巢	pesa
委託	kasutuselevõtmine
委託	tellitud
輸出	väljund
首映	esilinastus
水利	hüdraulilised
藥	meditsiin
思考	mõtlemine
思考	mõeldes
思考	mõtled
思考	mõtleb
思考	peegeldused
思考	peegeldus
慶祝	tähistame
慶祝	tähistab
慶祝	tähistamine
慶祝	tähistada
慶祝	tähistame
慶祝	tähista
慶祝	tähistama
慶祝	tähistamine
認證	autentimine
認證	sertifitseerimine
認證	sertifitseeritud
認證	tõendatud
生長	kasvab
生長	kasvavad
生長	kasvav
生長	kasvab
生長	kasvavad
生長	kasvatamine
生長	kasvama
生長	kasva
老人	eakad
韻	riimi
情人	armukesed
情人	armastajad
情人	armuke
情人	armastaja
放置	paigutamine
晴	päikeseline
性別	sugu
性別	sugu
性別	seks
性別	sex
腔	õõnsus
雁	hani
雁	hane
夏威夷	hawaii
夏威夷	havai
夏威夷	hawaii
夏威夷	havai
邊界	piire
邊界	piirid
邊界	piirid
邊界	piir
邊界	piiri
邊界	piir
普及	universaalne
差距	ebavõrdsus
差距	lünki
差距	lüngad
差距	lõhe
盒	box
盒	kast
盒	karp
盒	kasti
盒	lahter
豬	sigu
豬	sead
豬	siga
豬	põrsas
牆	müür
牆	sein
牆	seina
牆	seinad
貨幣	valuuta
貨幣	rahaühik
貨幣	vääring
鶴	kraana
鶴	kurg
鶴	crane
添	tim
添	timi
微軟	microsoft
蝴蝶	liblikas
蝴蝶	liblikad
社團	ühendused
鯨	vaalad
鯨	vaal
鯨	vaala
優勢	eeliseid
優勢	eelised
優勢	eelis
舌	keele
現實	tegelikkus
現實	reaalsus
形態	morfoloogia
真相	tõde
步行	kõndimine
步行	jalutades
步行	jalutamas
步行	kõnnib
步行	kõnni
步行	jalutuskäik
韓語	korea
日圓	jeeni
礁	riff
基督徒	christian
基督徒	kristlane
基督徒	kristlaste
假設	hüpotees
假設	oletused
假設	eeldused
假設	hüpoteetiline
假設	eeldades
搭配	mix
轉移	üleviimine
轉移	ülekandmine
轉移	ülekanne
轉移	üleandmine
周邊	ümbritsev
周邊	ümbritseva
周邊	ümbritsevad
周邊	perifeerne
周邊	läheduses
周邊	lähedal
繁忙	hõivatud
清真寺	masjid
清真寺	mošeesid
清真寺	mošee
排除	välistada
排除	välistatud
排除	tõrjutus
排除	tõrjutuse
排除	erandid
輔助	täiendus
颶風	orkaan
颶風	orkaanid
塞爾維亞	serbia
錯	väär
錯	vale
錯	valesti
仿	imitatsioon
曼谷	bangkoki
曼谷	bangkokis
加利福尼亞	kalifornia
加利福尼亞	california
婦女	naised
改進	täiustatud
改進	paranenud
改進	täiustamine
改進	paranemine
改進	parandamine
改進	parandused
改進	parandamine
改進	parandada
正義	õiglus
正義	õigusemõistmine
正義	õiglane
正義	õiglased
艇	paate
艇	paadid
艇	paat
模擬	analoog
模擬	simulatsioonid
模擬	analoog
模擬	simulatsiooni
模擬	simulatsioon
伊斯蘭	islami
伊斯蘭	islam
最強	tugevaim
貨物	lasti
貨物	kaubad
貨物	kaup
貨物	kauba
局部	osaline
局部	kohalik
局部	kohalikud
局部	osaliselt
木星	jupiter
天才	geenius
天才	talent
天才	ande
天才	annet
影響力	kokkupõrge
影響力	mõju
影響力	mõju
婷	tingi
婷	ting
海峽	väinade
海峽	kanal
海峽	kanalid
她們	nad
保育	säilitamine
保育	looduskaitse
爪	käpp
爪	küünis
爪	käpp
爪	käppa
爪	küüned
爪	küünised
筆	pliiats
筆	pliiatsi
筆	pen
筆	pliiats
筆	pliiatsid
垃圾	prügikasti
垃圾	prügi
垃圾	prügi
孔子	confucius
音樂會	kontsert
音樂會	kontserdil
音樂會	kontserdid
國籍	kodakondsus
國籍	rahvus
鵬	peng
轟炸機	pommitaja
轟炸機	pommitajad
要塞	kindlus
要塞	kindlus
要塞	fort
黎明	dawn
黎明	koidik
黎明	koidu
巴勒斯坦	palestiina
跨越	ületamine
暖	soojad
暖	sooja
暖	soe
刺激	stimulatsiooni
刺激	stiimul
刺激	stiimulite
刺激	stimuleerida
刺激	stimuleeriv
借用	laenata
借用	laena
租	üür
租	üüri
租	laenutada
租	rent
勇士	sõdalased
勇士	sõdalane
因子	teguri
因子	tegur
因子	faktor
姐	sis
姐	sisi
儲存	hoidla
儲存	ladustamise
儲存	säilitamine
儲存	ladustamine
成年	täiskasvanueas
成年	täiskasvanu
成年	täiskasvanud
職位	positsioonid
職位	asukoht
職位	positsioon
職位	asend
繁殖	paljundamiseks
繁殖	tõug
繁殖	tõu
繁殖	paljundamine
實驗室	laboratoorsed
實驗室	laboratooriumi
實驗室	labor
實驗室	laboratoorium
實驗室	laborid
實驗室	lab
實驗室	labor
敘述	jutustav
敘述	kirjeldav
水晶	crystal
水晶	kristall
水晶	kristallid
跟隨	follow
跟隨	järgi
跟隨	järgne
秘魯	peruu
反射	refleks
反射	peegeldus
反射	peegeldused
那個	see
那個	seda
訊號	signaale
訊號	signaalid
訊號	signaal
訊號	signaali
訊號	märguanne
血液	veri
血液	vere
後方	tagumised
後方	tagaosa
後方	tagumine
後方	tagant
後方	taga
日常	igapäevane
主人	meister
主人	õpetaja
主人	peremees
主人	isand
審查	läbivaatamine
審查	ülevaatus
審查	läbivaatus
審查	tsensuur
分解	lagunemine
福音	evangeeliumi
最快	kiireim
馬德里	madrid
馬德里	madridi
可能性	võimalused
可能性	tõenäosus
可能性	tõenäosus
可能性	võimalus
較高	kõrgemale
較高	kõrgemad
較高	kõrgem
標示	märgistus
標示	tähistamine
標示	tähistus
標示	märgistamine
標示	märgi
標示	märk
標示	mark
經濟學	majandus
草地	rohumaa
草地	muru
草地	rohi
草地	muru
草地	heinamaa
中午	keskpäeval
中午	keskpäev
中午	keskpäeval
減	vähenemine
減	vähenda
減	miinus
談判	läbirääkimised
談判	läbirääkimiste
談判	läbirääkimisi
談判	läbirääkimised
流通	ringlusse
流通	voo
流通	voolu
流通	vool
流通	voog
流通	ringlevate
費用	tasu
費用	kulu
費用	maksumus
費用	kulud
費用	kulutused
費用	kulud
費用	kulud
購物	shop
購物	pood
購物	kauplus
購物	poodi
購物	poe
購物	poodi
天氣	ilm
加里	gary
最少	minimaalselt
最少	miinimum
最少	minimaalne
撤銷	vältimine
外觀	fassaad
外觀	välimus
氣體	gaas
氣體	gaasi
氣體	bensiin
氣體	gaasid
喇嘛	laama
盟軍	liitlaste
盟軍	liitlased
灰色	gray
灰色	hall
灰色	hallid
灰色	hall
灰色	grey
妍	yeon
累積	kogunenud
累積	kumulatiivne
累積	kogunemine
秩序	tellimus
秩序	kord
秩序	järjekord
秩序	korraldus
秩序	ordu
蘇丹	sudaani
蘇丹	sudaan
侵略	sissetungi
侵略	sissetung
侵略	agressiooni
鋼琴	klaver
監獄	vanglaid
監獄	vanglates
監獄	vangla
監獄	vangla
促進	edendamine
促進	edendades
區間	intervall
邊境	piirid
邊境	piir
邊境	piiri
獵	hunt
獵	jaht
獵	jahile
獵	jahi
獵	jaht
遺產	kultuuripärandi
遺產	pärand
遺產	pärand
遺產	päranduse
俄國	venemaa
獨特	kordumatu
獨特	ainulaadne
獨特	unikaalne
電氣	elektrilised
電氣	elektriline
電氣	elektriline
電氣	elektrilised
電氣	elekter
股權	omakapital
股權	omakapitali
為什麼	miks
評估	hindamine
評估	hinnang
評估	hinnangud
評估	hindamine
評估	hinnang
記憶體	ram
記憶體	memory
記憶體	mälu
記憶體	mälestus
擴展	laiendatud
擴展	pikendatud
擴展	laiendamine
擴展	pikendamine
擴展	laiendus
擴展	pikendamise
擴展	laiendamine
擴展	laienemine
擴展	laiendada
飯店	hotell
飯店	hotel
飯店	restoranid
飯店	restoran
龐	pang
下游	allavoolu
較大	suuremad
較大	suurem
較大	suuremad
較大	suurem
泰山	tarzan
每月	igakuine
更換	asenda
更換	asendus
更換	asendatakse
更換	asendamine
更換	asendaja
更換	asendus
更換	asendamine
快樂	joy
快樂	rõõmu
快樂	rõõm
快樂	õnnelik
守護	eestkostja
守護	hooldaja
守護	kaitsja
守護	valvur
守護	valvur
法語	prantsuse
頭部	pea
玩具	mänguasi
玩具	mänguasjad
增長	kasv
增長	majanduskasv
粉絲	fänne
粉絲	fännid
粉絲	ventilaator
粉絲	fänn
消除	eritumine
消除	kõrvaldamine
消除	kõrvaldada
畫家	kunstnik
消滅	hävita
消滅	hävitamine
消滅	hävitada
形狀	kujund
形狀	kuju
形狀	kujuga
兵器	relvad
兵器	relv
迫害	tagakiusamine
配偶	abikaasa
報紙	ajaleht
天文學家	astronoomid
天文學家	astronoom
硫	väävel
硫	väävel
硫	väävli
強化	tõhustatud
強化	täiustused
強化	tugevdamine
地產	omadus
地產	omand
天堂	taevas
天堂	paradiisi
天堂	paradiis
代表性	esindus
代表性	esindatus
關鍵	võtme
關鍵	key
關鍵	võti
人力	tööjõudu
人力	tööjõud
約克	york
約克	yorki
設計師	disainer
框架	raamid
框架	raamistik
框架	kaader
框架	raam
框架	raami
槍管	tünn
抑制	inhibeerimine
抑制	ohjeldada
室內	siseruumides
室內	siseruumides
互動	suhtlemine
互動	koostoime
互動	kihlus
互動	interaktiivne
互動	interaktiivse
突擊	kallaletung
突擊	rünnak
突擊	ründamine
西蒙	simon
中等	keskmise
中等	keskmine
中等	keskmised
中等	andmekandja
中等	mõõdukas
中等	mõõdukad
武士	samurai
淡	pale
淡	kahvatu
棚	kuuri
等於	võrdub
巨星	superstaar
國旗	lipp
國旗	lipu
保加利亞	bulgaaria
酯	ester
判決	kohtuotsus
判決	kohtuotsuse
羅馬尼亞	rumeenia
入境	kirje
入境	sissekanne
入境	sisenemine
案例	case
案例	kohtuasi
案例	juhtum
案例	juhud
案例	juhtumid
提示	nõuanded
提示	vihjed
提示	jootraha
提示	märguanne
提示	vihje
提示	tip
提示	vihje
周圍	ümber
周圍	ringi
原料	koostisosad
原料	koostisained
服裝	rõivad
服裝	riideid
服裝	riided
服裝	rõivad
服裝	riietus
服裝	riided
服裝	kostüüm
服裝	kostüümid
雷達	radar
排球	võrkpall
狙擊	snaiper
滅絕	väljasurnud
滅絕	väljasuremise
確保	tagada
確保	tagama
溫泉	spa
航行	purjetada
航行	purjed
航行	navigatsiooni
航行	purjetama
流亡	pagenduse
流亡	pagendatud
吹	puhu
吹	löök
傾向	kalduvus
傾向	kalduvus
修復	parandus
修復	parandamine
修復	remont
修復	paranda
修復	taastamine
九十	üheksakümmend
癌	kartsinoom
癌	vähk
瓶	pudel
瓶	pudelis
領地	territoorium
領地	territooriumi
飲食	söömine
飲食	söömas
飲食	söön
飲食	dieet
飲食	toitumine
社會主義	sotsialistliku
社會主義	sotsialistlik
社會主義	sotsialismi
輻射	radioaktiivsed
輻射	radioaktiivne
輻射	radioaktiivsuse
輻射	radiatsiooni
輻射	radiatsioon
輻射	kiirgus
驚	šokk
驚	üllatunud
驚	üllatas
女友	sõbranna
女友	tüdruksõber
奶	piima
奶	piim
壓	surve
壓	rõhu
壓	rõhk
季節	hooajalise
季節	hooaeg
季節	hooaega
生態	ökoloogiline
生態	ökoloogilised
生態	ökoloogia
資深	vanem
雞	kana
直升機	helikopter
直升機	kopter
直升機	helo
直升機	kopter
直升機	helikopterid
直升機	kopterid
夥伴	partner
夥伴	paarimees
夥伴	partnerid
床	voodid
床	voodi
信任	usalda
信任	usaldus
信任	usaldust
信任	usaldusväärne
信任	usaldatud
信任	usaldusväärsed
袋	kott
袋	koti
袋	kotid
各省	provintsid
踢	löök
重力	gravitatsioon
判斷	kohtuotsus
判斷	kohtuotsuse
驅逐艦	hävitaja
散文	proosa
秘書	sekretär
棕	brown
棕	pruuniks
棕	pruunid
棕	pruun
藥物	uimastid
藥物	narkootikumid
藥物	meditsiin
藥物	ravimid
藥物	narkootikum
藥物	uimasti
複製	replikatsiooni
複製	klooni
複製	koopia
複製	kopeeri
複製	kopeerimine
複製	paljundamine
複製	kopeerimine
捐	annetus
捐	annetuse
捐	annetada
江蘇	jiangsu
哈佛	harvard
哈佛	harvardi
指揮官	komandör
提議	ettepanek
提議	ettepanek
提議	ettepanekud
提議	ettepanekuid
交付	tarne
交付	kohaletoimetamine
交付	tarned
傷害	haiget
吉爾	jill
不利	ebasoodne
死者	ohver
死者	kannatanu
古蹟	monumente
有利	soodne
類別	kategooria
類別	klassid
類別	tunnid
類別	klass
類別	klassi
類別	kategooriad
復活	ülestõusmine
邊緣	serv
邊緣	edge
邊緣	servad
邊緣	fringe
酷	lahe
酷	cool
辭職	tagasiastumisega
視覺	visuaalne
視覺	nägemus
視覺	visioon
視覺	nägemine
精英	eliit
虛構	väljamõeldis
可惜	kahju
假期	puhkus
假期	pühal
假期	puhkus
假期	pühi
假期	pühad
軍人	sõdur
言論	retoorika
樊	ventilaator
樊	fänn
採訪	intervjuu
採訪	intervjuud
採訪	vestlused
採訪	intervjuud
加藤	kato
芯	hart
陰	yin
結局	lõpp
旋轉	pöörleva
旋轉	rotatsiooni
旋轉	pööramine
旋轉	pööra
旋轉	pööramine
旋轉	spin
額外	ekstra
額外	extra
平日	argipäev
平日	tööpäevadel
札幌	sapporo
軍官	politseinik
軍官	ohvitser
近期	hiljuti
近期	hiljutine
近期	hiljutised
物理學	füüsika
具體	konkreetne
具體	spetsiifilised
具體	konkreetsete
具體	spetsiifiline
具體	betoonist
具體	konkreetseid
具體	betooni
黎巴嫩	liibanoni
黎巴嫩	liibanon
黎巴嫩	liibanon
領導人	liider
領導人	juht
領導人	leader
領導人	liidrid
領導人	juhid
比率	suhtarv
比率	suhe
作業	kodutööd
武力	force
武力	jõud
武力	jõuga
醫師	arst
醫師	arsti
醫師	doktor
三重	kolmekordne
三重	kolmik
器官	organid
器官	organi
器官	elundite
器官	organ
山谷	org
山谷	oru
山谷	valley
山谷	orud
創意	loovuse
創意	loov
創意	loominguline
牛津	oxfordis
牛津	oxfordi
當代	tänapäeva
當代	kaasaegne
協定	kokkulepe
協定	leping
協定	lepingud
協定	kokkulepped
行人	jalakäijate
行人	jalakäijate
規格	spetsifikatsioonid
規格	täpsustus
規格	spetsifikatsioon
規格	spec
終止	lõpetamine
波士頓	boston
波士頓	bostonis
雕	eagle
雕	kotkas
雕	kull
雕	hawk
地獄	põrgu
混淆	segadust
混淆	segadus
混淆	segaduses
參數	parameeter
參數	väited
參數	argumendid
藏族	tiibetlased
藏族	tiibeti
共用	jagatud
共用	jagamine
共用	jaga
共用	share
共用	jagada
插曲	episood
樂器	instrumendid
樂器	instrument
樂器	pill
樂器	vahend
來賓	külaline
來賓	külalised
耶路撒冷	jeruusalemma
雕塑	skulptuur
雕塑	skulptuurid
雕塑	kuju
藝術家	esitajad
藝術家	kunstnikud
藝術家	esitaja
藝術家	artist
藝術家	kunstnik
命運	saatuse
命運	saatus
命運	saatuse
命運	saatus
房子	house
房子	majja
房子	maja
房子	majad
崇拜	kultus
崇拜	kummardavad
積分	punktid
積分	lahutamatu
擔心	murelik
擔心	mures
例外	erandid
例外	erand
例外	erandi
布拉格	praha
指南	juhend
指南	giid
指南	juhib
插入	lisamine
明珠	pearl
明珠	pärl
明珠	pärli
螺旋	helix
螺旋	spiraal
珊瑚	korallid
珊瑚	coral
遼	liao
財務	rahaline
財務	finants
財務	rahalised
財務	rahastada
財務	rahandus
財務	rahandus
預測	projektsioon
預測	ennustused
預測	ennustus
預測	prognoosid
預測	prognoosid
預測	prognoos
預測	ennustus
期望	ootused
期望	ootus
期望	ootused
呼籲	kaebused
呼籲	kaebuste
公平	omakapital
公平	omakapitali
公平	õiglane
公平	aus
公平	laat
公平	õiglus
電池	patarei
電池	aku
電池	patareid
電池	akud
窄	kitsas
窄	kitsad
失蹤	kadumine
失蹤	puuduvad
失蹤	kadunud
失蹤	puudu
失蹤	puudub
獵人	kütid
獵人	jahimehed
獵人	kütt
獵人	hunter
獵人	jahimees
葡萄	vitis
葡萄	viinamarja
葡萄	viinamarjad
老闆	ülemus
老闆	boss
皇室	kuninglik
皇室	royal
皇室	kuninglikud
零售	jaemüügi
每小時	tunni
每小時	tunnis
每小時	tunnitasu
富豪	miljardär
富豪	volvo
靈魂	hinge
靈魂	hing
靈魂	hinged
杏	aprikoosi
殼	shell
殼	kest
殼	mürsud
工程師	insenerid
工程師	insener
祖母	vanaema
春天	kevad
用法	kasutamine
用法	kasutus
吋	tolli
吋	toll
神戶	kobe
手術	kirurgia
手術	lõikus
手術	operatsioon
手術	toimimine
手術	toiming
手術	operatsioon
行李	pagas
行李	pagasi
行李	pagas
行李	pagasi
旁白	jutustaja
穿著	seljas
司徒	stuart
癌症	vähk
練習	harjutamine
練習	tava
練習	praktika
練習	harjutab
練習	harjutus
機體	organism
分散	laiali
分散	hajutatud
奇怪	kummaline
奇怪	imelik
奇怪	veider
氮	lämmastik
同性戀	homoseksuaalsus
同性戀	gei
同性戀	homo
同性戀	gay
抱	kallistus
抱	kalli
圖書	raamatud
圖書	raamatu
圖書	raamat
情感	emotsioon
情感	emotsioonid
情感	emotsiooni
情感	emotsionaalne
情感	emotsioonid
鴨	pardid
鴨	part
妖	deemon
臉	näod
臉	näoga
臉	näo
臉	nägu
臉	face
開啟	avamine
開啟	ava
開啟	avada
開啟	avatud
效應	efekt
效應	mõju
效應	toime
效應	mõjud
效應	mõju
效應	toime
交叉	rist
交叉	cross
交叉	risti
交叉	crossover
分數	fraktsioonid
分數	skoor
分數	punktisumma
分數	murdosa
分數	fraktsioon
遊客	külastajad
遊客	külalised
遊客	turistid
遊客	turist
分行	filiaalid
分行	oksad
分行	oks
分行	filiaal
分行	haru
分行	filiaali
騎兵	ratsavägi
強制	kohustuslikud
強制	kohustuslik
強制	lummus
強制	sundimine
強制	kohustuslikud
強制	kohustuslik
女生	tüdruk
女生	tüdrukud
女生	girls
蒸汽	auru
蒸汽	aur
蒸汽	auru
蒸汽	aur
鍵	võtmed
鍵	võtme
鍵	key
鍵	võti
鍵	side
鍵	bond
人事	personal
人事	töötajad
可汗	khan
氯	kloori
干涉	sekkumine
干涉	sekkumine
干涉	sekkumise
經理	manager
經理	juhataja
經理	haldur
雅各	jacob
小提琴	viiulit
小提琴	viiul
小提琴	viiul
射手	laskur
射手	laskja
射手	tulistaja
假日	puhkus
假日	pühal
假日	pühi
假日	pühad
到期	tähtaeg
敵	vaenlane
物業	omadus
物業	omand
預算	eelarve
預算	eelarved
閃	flash
閃	välk
雕像	kujud
雕像	kuju
敘利亞	süüria
敘利亞	süüria
短期	lühike
短期	lühikesed
貨	lasti
首頁	kodu
首頁	koju
首頁	kodus
首頁	kodulehekülg
西貢	saigoni
引力	gravitatsioon
德文	saksa
德文	sakslane
霧	udu
霧	udu
市鎮	omavalitsused
免疫	immuunne
免疫	immuunsuse
免疫	puutumatus
免疫	immuunsus
編碼	kodeerida
編碼	code
編碼	kood
編碼	kodeerimise
編碼	kodeering
吸	ime
啤酒	õlut
啤酒	õlle
啤酒	õlu
星期五	fri
星期五	reede
星期五	reedel
里程	läbisõit
上訴	kaebused
上訴	kaebuste
老虎	tiger
老虎	tiiger
敏感	tundlik
敏感	tundlikud
敏感	tundlikkus
向前	ettepoole
向前	edasi
時裝	mood
富有	rikkaks
富有	rikkad
富有	rikkalik
富有	rich
富有	rikas
火炮	suurtükivägi
每周	nädalane
每周	nädalas
每周	iganädalane
簡體	lihtsustatud
魔女	nõid
擴張	laienenud
擴張	laiendamine
擴張	laieneb
擴張	laiendada
擴張	laiendamine
擴張	laienemine
斷	katkised
斷	katki
斷	murtud
斷	murdunud
甲基	metüül
腦	ajju
腦	aju
腦	ajud
進步	edusammud
進步	edasiminek
進步	progress
進步	edenemine
進步	progresseeruva
德語	saksa
德語	sakslane
強度	osatähtsus
強度	intensiivsus
強度	valgustugevus
強度	jõudu
強度	tugevus
白金	plaatina
走廊	koridor
走廊	koridor
資料庫	andmebaasi
資料庫	andmebaas
金額	summad
金額	kogus
金額	summa
金額	summad
表格	vormid
表格	vormi
表格	vorm
創新	uuenduslikud
創新	uuenduslike
創新	innovatiivne
創新	uuenduslik
創新	uuendused
創新	innovatsioon
創新	uuendus
創新	uuendused
修正案	muudatus
修正案	muudatused
辦事處	kontor
辦事處	büroo
辦事處	kabinet
叉	kahvel
海灣	laht
海灣	laht
海灣	bay
希爾	hill
錄音	salvestus
錄音	salvestamine
錄音	registreerimine
農民	talupoeg
農民	farmer
農民	talunikud
農民	talupidajad
農民	põllumajandustootjate
赤道	ekvaatori
赤道	ekvatoriaal
回憶	mälestusi
回憶	mälestused
回憶	memory
回憶	mälu
回憶	mälestus
有趣	huvitav
雕刻	skulptuur
金色	golden
金色	kuldsed
金色	kuldne
金色	kuld
金色	kulda
金色	kullast
理性	põhjus
理性	ratsionaalne
外表	välimus
外表	välised
承諾	lubadused
承諾	lubadusi
承諾	lubadus
承諾	pühendumus
承諾	kohustuse
承諾	pühendumine
承諾	kohustus
承諾	kohustused
吉田	yoshida
稅	maks
稅	maksud
缸	silindri
缸	ballooni
童年	lapsepõlv
童年	lapsepõlve
童年	lapsepõlves
催化	katalüütiliselt
催化	katalüsaator
百科全書	entsüklopeedia
