aires	айресе
recomandat	рекомендуемые
recomandat	рекомендуется
recomandat	рекомендованные
recomandat	рекомендовано
recomandat	рекомендуемая
lucrand	работа
lucrand	работаем
lucrand	рабочий
lucrand	рабочей
taiwan	тайвань
tereza	тереза
tereza	тереза
semifinale	полуфинале
semnata	подпись
semnata	подписано
semnata	подписан
semnata	подписана
semnata	подписаны
baptiste	батист
stelele	звёзды
stelele	звезды
emisa	выпущено
emisa	издан
emisa	выдано
emisa	изданы
compusi	соединения
compusi	соединений
praf	пыль
praf	пыли
praf	порошок
praf	порох
haga	гааге
zeus	зевс
animat	toon
animat	анимированные
nintendo	nintendo
semnal	сигнал
ceas	смотрите
ceas	посмотреть
ceas	смотреть
ceas	часы
ceas	часы
democratie	демократии
democratie	демократия
democratie	демократии
democratie	демократия
alfa	alpha
alfa	альфа
alfa	альфа
alfa	alfa
expune	разоблачить
fantastica	фантастический
fantastica	фантастика
partener	партнер
partener	напарник
partener	партнёр
cerintele	требования
cerintele	потребности
amenintare	угроза
amenintare	угроза
inventator	изобретатель
bolta	хранилище
lovituri	удары
lovituri	ударов
viziteaza	посетить
viziteaza	визит
viziteaza	визита
viziteaza	посещение
vizibil	видна
vizibil	виден
vizibil	видны
vizibil	видимые
vizibil	видимых
rgb	rgb
sporturi	спортивные
sporturi	спорт
sporturi	спортивная
sporturi	sports
observatie	замечание
observatie	замечание
observatie	наблюдение
observatie	наблюдения
parker	паркер
zeilor	боги
zeilor	богов
liechtenstein	лихтенштейн
discovery	открытие
discovery	обнаружение
gasiti	найдите
gasiti	найди
gasiti	найти
dur	жесть
dur	крутой
dur	жесткий
dur	жестко
dur	жесткая
taiat	сократить
taiat	вырезать
taiat	снято
etajul	пол
etajul	этаж
chapelle	шапель
strategie	стратегия
peisaj	ландшафт
peisaj	ландшафта
peisaj	пейзаж
attila	аттила
experiment	эксперимент
finalizata	завершил
finalizata	завершено
finalizata	завершен
finalizata	завершена
vinci	винчи
reptile	рептилия
reptile	рептилий
constat	состоял
constat	состояли
convinge	убедить
convinge	убедить
sportul	sport
sportul	спорт
leul	лев
personalul	персонал
personalul	персонал
personalul	сотрудники
aron	арон
preveni	предотвращать
preveni	предотвратить
won	победила
won	выиграла
won	выиграл
won	победил
integrarea	интеграции
integrarea	интеграция
reci	холодная
reci	холодное
reci	холодный
reci	холодно
reci	холод
integrat	комплексная
integrat	комплексное
integrat	комплексной
integrat	комплексные
fabricate	изготовленные
fabricate	изготовлены
roosevelt	рузвельт
roosevelt	рузвельта
vasili	василий
aviatie	авиация
aviatie	авиации
spanioli	испанцы
spanioli	испанская
spanioli	испанский
heinz	хайнц
petit	пети
thompson	томпсон
wallace	уоллес
monarh	монарх
beethoven	бетховен
ploaie	дожди
ploaie	дождь
islamului	ислам
bremen	бремен
zagora	загора
artificial	искусственно
artificial	искусственный
artificial	искусственные
artificial	искусственное
artificial	искусственных
solara	солнечной
solara	солнечное
solara	солнечные
solara	солнечная
disponibila	доступно
disponibila	доступные
disponibila	доступны
disponibila	доступен
disponibila	имеющихся
disponibila	доступно
disponibila	доступные
disponibila	доступны
disponibila	доступен
disponibila	имеющихся
reprezentative	представитель
reprezentative	представителю
reprezentative	представителя
marino	марино
fetele	девчонки
fetele	girls
fetele	девушки
fetele	девочки
fetele	девочек
primita	получено
primita	получен
primita	полученная
primita	полученные
primita	получены
strategia	стратегия
transmise	передан
transmise	передано
transmise	переданы
culmea	хребет
culmea	ридж
identice	идентичны
identice	одинаковые
identice	идентичные
fotografia	фотография
fotografia	фото
fotografia	фотографии
fotografia	фотография
albrecht	альбрехт
aia	это
aia	that
separarea	разделение
separarea	разделительной
datoria	долг
datoria	обязанность
interpretari	интерпретации
interpretari	толкования
scrisoarea	буква
scrisoarea	письмо
eroul	герой
aviatiei	авиация
aviatiei	авиации
rupt	сломан
rupt	сломана
rupt	порвал
integrate	комплексная
integrate	комплексное
integrate	комплексной
integrate	комплексные
panama	панаме
panama	панама
afc	афк
utilizari	использует
nancy	нэнси
comisie	комиссия
comisie	комиссии
westfalia	вестфалия
arkansas	арканзас
sinteza	синтез
sinteza	обобщение
sinteza	синтез
sinteza	обобщение
aripa	крыло
aripa	крыла
aripa	крыло
aripa	крыла
cauzele	причины
cauzele	причин
graz	граце
veniturile	поступлений
veniturile	доход
veniturile	выручка
veniturile	поступления
veniturile	доходы
veniturile	доход
veniturile	поступления
veniturile	доходы
atomic	атомной
atomic	атомные
atomic	атомная
clinton	клинтон
continuand	продолжение
continuand	продолжая
imparateasa	императрица
imparateasa	императрица
integrare	интеграции
integrare	интеграция
districtele	округа
districtele	районах
districtele	районы
districtele	округов
miercurea	среды
miercurea	среда
miercurea	среду
miercurea	средам
scenele	сцены
aurelian	аврелиан
transmiterea	передачи
transmiterea	передача
ralph	ральф
hunter	охотник
hunter	хантер
armeni	армян
armeni	армяне
armeni	армении
vera	вера
sferturi	четверти
borsod	боршод
demo	демонстрация
demo	демо
standarde	нормы
standarde	стандарты
minima	минимальный
minima	минимальное
minima	минимальная
minima	минимум
minima	минимальные
minima	минимальный
minima	минимальная
minima	минимальным
minima	минимальное
minima	минимум
simt	чувствовать
simt	чувствую
simt	ощущение
simt	чувство
simt	ощущения
patruns	проникли
cateodata	иногда
cateodata	порой
utila	полезная
utila	полезное
utila	полезный
utila	полезно
utila	полезные
utila	полезное
utila	полезный
utila	полезно
utila	полезные
montferrat	монферрат
dotat	одаренных
clape	клавиатуры
isabella	изабелла
predare	обучение
predare	преподавание
predare	преподавания
airlines	авиакомпании
airlines	авиалинии
airlines	airlines
sanatatea	здоровья
sanatatea	здоровье
sanatatea	здравоохранения
sanatatea	здравоохранение
transfermarkt	transfermarkt
rareori	редко
rareori	редко
abaúj	абауй
patrat	площадь
patrat	квадрат
patrat	квадратный
patrat	площадь
patrat	квадрат
patrat	квадратный
raze	лучи
epic	epic
gratie	благодать
gratie	грейс
gratie	грэйс
avere	богатства
avere	богатство
windsor	виндзор
prevede	обеспечивает
prevede	предоставляет
fin	фин
birou	кабинет
birou	канцелярия
birou	офис
birou	пк
birou	desktop
secretul	тайна
secretul	секрет
secretul	секретная
secretul	секретный
trilogia	трилогия
aniversare	годовщина
aniversare	юбилей
aniversare	годовщины
aniversare	годовщину
gonzaga	гонзага
pib	ввп
frumusetea	красота
executata	казнены
executata	казнили
musulmana	мусульманских
musulmana	мусульманские
musulmana	мусульманин
musulmana	мусульмане
rob	роб
rob	ограбить
mehmed	мехмед
concret	конкретные
concret	бетон
concret	конкретное
concret	конкретный
concret	конкретная
frumusete	красота
frumusete	красота
laboratorul	лаборатории
laboratorul	лаборатория
laboratorul	лаборатория
laboratorul	lab
maini	руки
ala	аля
batalionul	батальона
batalionul	батальон
decorative	декоративные
constient	сознании
constient	сознавая
constient	сознании
constient	сознавая
sectoare	секторов
sectoare	секторы
sectoare	сектора
sansa	шанс
sansa	шанс
sansa	санса
autostrada	автомагистрали
autostrada	шоссе
autostrada	автомагистрали
autostrada	шоссе
autostrada	шоссе
compozitori	композиторов
fabricatie	производство
fabricatie	изготовление
fabricatie	производство
fabricatie	изготовление
alegere	выбор
notre	notre
notre	нотр
mostenire	наследие
mostenire	наследство
mostenire	наследование
mostenire	наследования
mostenire	наследство
mostenire	наследие
mostenire	наследство
mode	режим
mode	mode
negocierile	переговоры
linda	линда
split	сплит
split	раскол
split	разделить
cascada	водопад
cascada	водопад
lev	лев
colin	колина
colin	колин
colin	колен
legendele	легенды
masurile	меры
gruparea	группировка
gruparea	группировки
intentionat	умышленно
intentionat	преднамеренно
intentionat	намеренно
intentionat	умышленное
intentionat	намеренно
intentionat	нарочно
intentionat	умышленно
intentionat	преднамеренно
intentionat	намеренно
iulius	юлиус
iulius	джулиус
iulius	юлий
virusul	вирус
virusul	вирусы
tribul	племя
tribul	племени
petrolul	нефти
petrolul	нефть
petrolul	масло
erori	ошибки
unghiul	угол
egipteana	египетский
egipteana	египта
implementarea	осуществление
implementarea	реализация
implementarea	осуществления
implementarea	выполнение
cuneo	кунео
boieri	бояре
jakob	якоб
jakob	яков
msg	msg
masacrul	резня
masacrul	бойня
patria	родина
patria	родину
patria	родина
patria	отечество
capitole	глав
capitole	главы
hessa	гессен
transferata	переведены
transferata	переданные
musulman	мусульманских
musulman	мусульманские
musulman	мусульманин
musulman	мусульмане
omagiu	дань
omagiu	должное
omagiu	почтение
negativa	негативных
negativa	отрицательный
negativa	отрицательные
negativa	отрицательно
negativa	негативные
negativa	отрицательное
manuale	учебники
manuale	учебников
manuale	справочники
manuale	наставления
manuale	руководств
manuale	руководства
manuale	пособия
otomani	османов
estimeaza	смета
estimeaza	оценить
dezvaluit	раскрыта
maritim	морские
maritim	морской
maritim	морская
nixon	никсон
zborul	полёт
zborul	бегство
zborul	перелет
zborul	полет
zborul	рейс
arcade	arcade
voluntar	добровольный
voluntar	добровольное
voluntar	добровольные
voluntar	добровольная
voluntar	добровольцы
voluntar	добровольцев
voluntar	доброволец
tramvai	трамвай
responsabilitatea	ответственность
ceh	чешская
ceh	чешской
ceh	чешский
elias	элиас
stanca	скала
stanca	камень
stanca	рок
stanca	rock
stanca	скала
stanca	камень
stanca	рок
stanca	rock
sfert	квартал
sfert	четверть
sfert	квартале
violente	насильственные
colt	углу
colt	уголок
colt	угол
colt	углу
colt	уголок
colt	угол
colt	кольт
esec	неудачи
esec	неудача
esec	провал
esec	неудачи
esec	неудача
esec	провал
cannes	cannes
trib	племя
trib	племени
anatomie	анатомии
varna	варна
confirma	подтвердите
confirma	подтвердить
confirma	подтверждение
confirma	подтвердите
confirma	подтвердить
confirma	подтверждение
houston	хьюстон
eficienta	эффективное
eficienta	эффективный
eficienta	эффективная
eficienta	эффективного
eficienta	эффективно
eficienta	эффективное
eficienta	эффективность
eficienta	эффективный
eficienta	эффективная
eficienta	эффективные
eficienta	эффективно
eficienta	эффективность
eficienta	эффективность
eficienta	эффективное
eficienta	эффективный
eficienta	эффективная
eficienta	эффективного
eficienta	эффективно
eficienta	эффективность
proiectare	design
proiectare	конструкция
proiectare	проектирование
proiectare	дизайн
proiectare	проектирование
marche	марке
sancho	санчо
violenta	насилие
violenta	насильственные
violenta	насилие
violenta	насилие
eleanor	элеонора
eleanor	элеонор
oferta	предложение
oferta	предложение
favorabile	благоприятные
favorabile	благоприятная
favorabile	благоприятный
favorabile	благоприятное
favorabile	благоприятные
favorabile	благоприятная
favorabile	благоприятный
castro	кастро
geologice	геологических
geologice	геологической
franc	франк
flavius	флавий
koch	кох
israeliene	израильский
israeliene	израильские
israeliene	израильских
israeliene	израильская
furtuna	гроза
furtuna	шторм
furtuna	буря
furtuna	гроза
furtuna	шторм
furtuna	буря
furtuna	гроза
vatican	ватикан
vatican	ватикана
ken	кен
remarcabil	замечательный
remarcabil	выдающийся
remarcabil	выдающиеся
biologice	биологические
biologice	биологическая
biologice	биологический
biologice	биологическое
stiut	знали
stiut	знала
stiut	знал
regulate	регулярный
regulate	регулярная
regulate	регулярные
regulate	регулярное
regulate	регулярного
lusignan	лузиньян
rwanda	руанде
rwanda	руанда
biblioteci	библиотеки
biblioteci	библиотек
ciudat	странная
ciudat	странное
ciudat	странный
ciudat	странно
ciudat	странные
ciudat	странная
ciudat	странное
ciudat	странный
ciudat	странно
ciudat	странные
ciudat	странно
productions	productions
natiune	нация
natiune	нации
natiune	нация
natiune	нации
mal	тза
mal	мэл
mal	мал
mal	мол
adapost	укрытие
adapost	жилье
adapost	убежище
adapost	приют
adapost	укрытие
adapost	жилье
adapost	убежище
adapost	приют
status	статус
status	состояние
tower	башня
tower	tower
tower	тауэр
prada	добыча
prada	добычу
prada	добыча
prada	добычу
franconia	франкония
regiment	полк
regiment	полка
feb	февраля
feb	февраль
artista	исполнитель
artista	художник
artista	артист
artista	artist
artista	исполнитель
artista	художник
artista	артист
artista	artist
titan	титана
titan	титан
marci	брендов
marci	маркс
marci	марси
revue	ревю
ordinele	заказы
ordinele	приказы
ordinele	приказ
ozn	нло
exceptii	изъятия
exceptii	исключения
exceptii	изъятия
exceptii	исключения
explicatii	пояснения
explicatii	объяснения
explicatii	разъяснения
explicatii	пояснения
explicatii	объяснения
explicatii	разъяснения
valabil	действительный
valabil	действительное
monroe	монро
duh	джини
duh	джинн
facultate	университет
facultate	коллегия
facultate	колледж
facultate	преподаватели
facultate	факультет
neptun	нептун
apache	apache
rezistat	сопротивлялся
rome	рим
manuscrise	рукописи
radacini	корни
radacini	корни
monarhiei	монархии
negocieri	переговоры
negocieri	переговоров
negocieri	переговоры
raf	raf
ierarhia	иерархии
ierarhia	иерархия
saraci	бедные
saraci	бедный
saraci	бедная
saraci	бедных
regulamentul	регламент
regulamentul	регулирование
randy	рэнди
bibliografice	библиографические
provocate	спровоцировал
administratorii	администраторы
administratorii	администраторов
administratorii	администраторы
administratorii	администраторов
colorate	цветные
colorate	цветной
colorate	цветные
colorate	цветной
versiunile	версии
versiunile	версий
far	маяк
far	фара
dispare	исчезает
seven	seven
seven	семь
seven	седьмая
luftwaffe	люфтваффе
dorita	желаемое
dorita	желаемых
dorita	разыскивается
dorita	хотел
dorita	хотела
dorita	желаемое
dorita	желаемых
pasarea	птичка
pasarea	бёрд
pasarea	птицы
pasarea	птица
tei	линден
tei	лайм
vaduva	вдовы
vaduva	вдова
vaduva	вдова
vaduva	вдовы
vaduva	вдова
vaduva	вдовы
vaduva	вдова
garcia	гарсия
garcia	гарсиа
ark	арк
ark	ковчег
caseta	кассета
caseta	кассета
caseta	лента
caseta	ленту
caseta	кассета
musical	музыкальные
musical	музыкальная
musical	мюзикл
gyula	дьюла
fericit	счастливый
fericit	счастливая
fericit	счастливые
fericit	счастлива
fericit	счастлив
insotita	сопровождал
insotita	сопровождали
patriei	родину
patriei	родина
poze	фотографии
poze	фото
poze	фотки
poze	рисунки
poze	фотографии
poze	картинки
poze	pictures
procent	проценты
procent	процент
unguri	венгры
armat	вооруженный
armat	вооруженная
armat	вооруженных
armat	усилены
mongolii	монголы
sodiu	натрия
prenume	фамилия
tentativa	покушение
tentativa	попытка
tentativa	предварительные
tentativa	предварительный
tentativa	покушение
tentativa	попытка
prinde	поймать
prinde	поймай
prinde	улов
prinde	лови
lut	клей
lut	клэй
lut	глины
istria	истрия
filolog	филолог
judecat	судили
dieter	дитер
raspandire	распространяется
patricia	патриция
liberty	свобода
esenta	сущность
esenta	суть
esenta	сущность
esenta	суть
cetatenia	гражданство
cetatenia	национальность
cetatenia	гражданства
cetatenia	гражданство
usd	usd
nice	приятно
nice	мило
beatrice	беатрис
atasat	придает
atasat	прилагается
atasat	придает
atasat	прилагается
spada	меч
bolivia	боливии
bolivia	боливия
ciuperci	грибы
ciuperci	грибы
ciuperci	гриб
ciuperci	грибы
maryland	мэриленд
criteriul	критерий
colaboreaza	сотрудничать
performante	исполнение
performante	производительность
pakistan	пакистана
pakistan	пакистан
optica	оптических
optica	оптика
optica	оптика
profesoara	учитель
profesoara	преподаватель
profesoara	учительница
nad	nad
éditions	éditions
solide	твердое
solide	твердый
solide	твердых
solide	твердые
artificiala	искусственный
artificiala	искусственные
artificiala	искусственное
artificiala	искусственных
artificiala	искусственный
artificiala	искусственные
artificiala	искусственное
artificiala	искусственных
banks	бэнкс
banks	банки
instructiuni	инструкция
instructiuni	инструкции
instructiuni	инструкция
instructiuni	инструкции
aluminiu	алюминия
aluminiu	алюминия
generali	генералов
adige	адидже
ziarist	журналист
ziarist	журналистка
turismul	туризм
ajax	ajax
flacara	пламя
flacara	пламя
flacara	пламя
grupari	группы
grupari	групп
grupari	группировки
marion	мэрион
marion	марион
dinti	зубов
dinti	зубы
liège	льеж
evidenta	очевидные
evidenta	очевидно
evidenta	очевидная
evidenta	очевидна
evidenta	очевидное
evidenta	очевидные
evidenta	очевидно
evidenta	очевидная
evidenta	очевидна
evidenta	очевидное
distinctia	разграничение
distinctia	различие
distinctia	различия
nod	узел
nod	узел
selo	село
glasgow	глазго
geniu	гении
geniu	гениально
geniu	гений
broadway	бродвей
intreprinderea	предприятие
intreprinderea	предпринимательства
intreprinderea	энтерпрайз
intreprinderea	предпринимательство
toledo	толедо
autorilor	авторов
autorilor	авторы
abdul	абдул
cavaleria	кавалерии
brand	бренд
brand	бренда
burgas	бургас
coltul	углу
coltul	уголок
coltul	угол
cuplu	пара
cuplu	парочку
cuplu	пару
cuplu	парочка
cuplu	момент
evanghelia	евангелие
informativ	информативный
marturie	свидетельство
marturie	показания
marturie	свидетельство
marturie	показания
emmanuel	эммануэль
alpii	альпы
caracteristic	характеристика
concursuri	соревнования
concursuri	конкурсы
concursuri	конкурсы
conditie	условие
conditie	состояние
dobandit	приобрел
dobandit	приобретены
dobandit	приобретенного
dobandit	приобретенные
onorific	почетный
combinat	сочетании
grey	серая
grey	серый
grey	серые
grey	грей
como	комо
cartiere	округа
cartiere	районах
cartiere	районы
cartiere	округов
stand	стенд
stand	стоять
stand	сидя
stand	сижу
stand	сидим
stand	сидеть
stand	сидение
sanse	шансы
sanse	шанс
sanse	шансы
sanse	шанс
sanse	шансы
guvernele	правительств
guvernele	правительства
guvernele	правительствам
confederatia	конфедерации
confederatia	конфедерация
confederatia	конфедерации
ward	уорд
localnicilor	местные
organisme	организмы
organisme	организмов
organisme	тел
organisme	тела
consul	консул
deciziile	решения
nevada	невада
iarba	трава
iarba	травы
iarba	траве
iarba	траву
iarba	трава
iarba	траву
iarba	трава
iarba	травы
iarba	траве
iarba	траву
iarba	трава
iarba	траву
completat	завершил
completat	завершено
completat	завершен
completat	завершена
comitet	комитет
comitet	комитета
capabila	способные
capabila	способных
capabila	способная
capabila	способный
capabila	способные
capabila	способных
capabila	способная
capabila	способный
masiva	массовые
saga	сага
natalia	наталья
natalia	наталья
natalia	наталия
celtic	кельтские
arestarea	арестовать
arestarea	арест
hart	харт
vanzarea	продажи
vanzarea	продажа
vanzarea	распродажа
bella	белла
daily	ежедневная
daily	daily
daily	ежедневно
daily	ежедневный
volinskii	волынский
rit	ритуал
rit	обряд
sectie	участок
chitarist	гитарист
sociologie	социологии
variabila	переменная
variabila	переменные
variabila	переменной
variabila	переменная
variabila	переменные
variabila	переменной
divine	божественная
divine	божественное
grecesc	греческая
grecesc	греки
grecesc	греков
grecesc	греческий
sabia	меч
proiectarea	design
proiectarea	конструкция
proiectarea	проектирование
proiectarea	дизайн
existent	существующие
existent	существующая
existent	существующее
existent	существующий
instalarea	установка
instalarea	установки
instalarea	установка
afectata	затронутые
afectata	затронутые
franci	франков
tropicale	тропических
tropicale	тропические
tropicale	тропический
eine	eine
kane	кейн
puerto	пуэрто
cheltuielile	расходы
cheltuielile	расходы
costurile	затраты
costurile	расходы
costurile	издержки
tehnologic	технологических
tehnologic	технологические
tehnologic	технологический
semnate	подпись
semnate	подписано
semnate	подписан
semnate	подписана
semnate	подписаны
vai	долины
dallas	даллас
opune	противостоять
retezat	разорваны
geometrie	геометрия
calde	тепло
calde	теплая
calde	теплые
calde	тёплый
calde	теплый
clienti	посетители
clienti	покупатели
clienti	клиенты
clienti	клиентов
clienti	посетители
clienti	покупатели
clienti	клиенты
clienti	клиентов
clienti	клиентов
clienti	клиенты
calul	лошадь
calul	лошадка
calul	конь
abuz	злоупотребления
abuz	надругательство
abuz	злоупотребление
unghi	угол
piacenza	пьяченца
madagascar	мадагаскар
madagascar	мадагаскара
relativa	родственник
relativa	относительной
relativa	относительное
relativa	относительные
relativa	относительный
relativa	относительная
examenul	экзамен
permitand	позволяя
operatie	эксплуатация
operatie	операция
operatie	хирургия
operatie	операция
voivodina	воеводине
peisajul	ландшафт
peisajul	ландшафта
peisajul	пейзаж
copaci	деревья
copaci	деревьев
urs	мишка
urs	медвежонок
urs	медведь
nina	нина
divortat	развелись
divortat	развелась
divortat	развелись
divortat	развелась
stratul	слоя
stratul	слой
plantele	растения
orientala	восточной
orientala	восточная
orientala	восточное
rick	рик
rick	рика
politist	cop
politist	коп
politist	полицейский
politist	кс
politist	полицейский
politist	cop
politist	коп
politist	полицейский
politist	кс
politist	полицейский
jeremy	джереми
locuitor	резидент
locuitor	резидента
locuitor	житель
locuitor	резиденты
locuitor	житель
ueda	уэда
cafea	кофе
profesional	профессиональное
profesional	professional
profesional	профессиональная
profesional	профессионал
profesional	профессионально
aziz	азиз
weber	вебер
guvernarea	управление
ascensiunea	восхождение
ascensiunea	вознесения
ofiterii	офицеры
straturi	слои
ferma	фермы
ferma	ферма
ferma	ферме
ferma	фермы
ferma	ферма
ferma	ферме
teoretice	теоретические
teoretice	теоретической
urmate	последовало
munchen	мюнхен
ivanovici	иванович
urmarirea	отслеживания
urmarirea	отслеживание
echipaj	экипаж
echipaj	команда
echipaj	экипажа
rachel	рэйчел
rachel	рейчел
vecini	соседи
vecini	соседями
vecini	соседи
patron	патрон
patron	покровитель
dosarul	папку
dosarul	папка
click	щелчок
click	клик
click	нажмите
iris	айрис
rama	рамку
rama	кадр
rama	рамки
rama	рама
rama	рамку
rama	кадр
rama	рамки
afganistan	афганистана
afganistan	афганистан
afganistan	афганистане
interzise	запрещена
interzise	запрещенные
interzise	запретный
interzise	запрещается
interzise	запрещено
interzise	запрещенные
interzise	запрещается
interzise	запрещена
interzise	запрещено
miles	майлс
miles	мили
miles	миль
miles	майлз
sfinte	святая
sfinte	святые
sfinte	святой
sfinte	святейший
sfinte	святое
tolstoi	толстая
tolstoi	толстой
tolstoi	толстого
impactul	эффект
impactul	влияние
impactul	воздействие
impactul	результативность
impactul	последствия
impactul	охват
trentino	трентино
abilitatea	умение
abilitatea	способность
tango	танго
designer	дизайнер
southern	южные
southern	южная
southern	южный
southern	южной
southern	южное
cultivarea	культивирование
cultivarea	культивирования
cultivarea	выращивание
politicieni	политиков
politicieni	политики
blagoevgrad	благоевград
demografice	население
demografice	демографические
demografice	демографических
inlocui	заменить
inlocui	заменять
inlocui	замена
botezat	крестили
teoriile	теории
adeseori	нередко
adeseori	часто
adeseori	зачастую
walckenaeria	walckenaeria
living	живущие
living	живые
living	живое
orientarea	ориентация
orientarea	ориентации
orientarea	направленность
metz	мец
stefano	стефано
modificate	измененный
modificate	измененные
modificate	изменена
modificate	изменено
candidati	кандидатов
candidati	кандидаты
candidati	кандидатов
candidati	кандидаты
remarcabila	замечательный
remarcabila	замечательный
incetarea	прекращение
incetarea	увольнение
incetarea	прекращение
incetarea	прекращения
variantele	варианты
vorbim	поговорить
vorbim	разговор
vorbim	говорить
vorbim	разговоры
intarit	укреплена
intarit	усилены
experimente	опыты
experimente	эксперименты
divizata	разделились
princeton	принстон
presedintia	председательство
presedintia	председательство
presedintia	президиум
navigatie	судоходства
navigatie	навигации
navigatie	судоходство
navigatie	судоходства
navigatie	навигации
navigatie	судоходство
navigatie	плавания
bratul	рука
bratul	руку
aurul	золотой
aurul	золотая
aurul	gold
aurul	золото
aurul	золотые
litera	буква
litera	письмо
participant	участник
participant	участница
participant	участником
participant	участника
australiei	австралия
australiei	австралии
violent	насильственные
joyce	джойс
delle	делле
regiunilor	регионы
avantaj	преимущества
avantaj	преимущество
acceptate	принят
acceptate	принята
acceptate	приняты
acceptate	принято
genetica	генетических
genetica	генетические
genetica	генетический
genetica	генетики
genetica	генетики
brunswick	брансуик
colegiu	коллегия
colegiu	колледж
nucleu	core
nucleu	ядро
nucleu	ядро
nucleu	ядра
nopti	ночи
nopti	ночами
nopti	ночей
nopti	ночи
nopti	ночами
nopti	ночей
amiralul	адмирал
konrad	конрад
rezerve	резервы
rezerve	резервов
rezerve	запасы
rezerve	резерв
increderea	уверенность
increderea	доверие
niger	нигер
niger	нигера
niger	нигере
tiparite	печатных
villeneuve	вильнёв
tommy	томми
proiectata	разработан
proiectata	разработано
proiectata	предназначенные
supraveghere	надзор
supraveghere	надзора
supraveghere	наблюдение
supraveghere	наблюдения
rap	рэп
popularitatea	популярность
popularitatea	популярности
decan	декан
decan	дин
brest	брест
française	франсез
surorile	сёстры
surorile	сестры
nepot	племянник
nepot	племянника
nepot	внук
nepot	внука
extindere	расширение
extindere	расширение
extindere	продление
extindere	расширение
dune	дюны
dune	дюна
fundamental	принципиально
fundamental	фундаментальные
doamne	god
doamne	боже
doamne	бог
indirect	косвенной
indirect	косвенные
indirect	косвенное
indirect	косвенно
indirect	косвенно
pure	чистая
pure	чистые
pure	чисто
pure	чистый
pure	чистое
episoadele	эпизодов
episoadele	серий
ellen	эллен
ellen	элен
floare	цветочек
floare	цветок
murala	фреску
miezul	core
miezul	ядро
concrete	конкретные
concrete	бетон
concrete	конкретное
concrete	конкретный
concrete	конкретная
parteneriat	партнерства
parteneriat	партнерство
miros	запах
kushiro	кусиро
mortal	смертельный
mortal	смертельно
mortal	смертельная
manuscrisul	рукопись
dog	собака
dog	пес
dog	пёс
verificare	проверка
verificare	проверьте
verificare	чек
verificare	проверка
verificare	проверить
dresda	дрезден
expresii	фраз
expresii	фразы
expresii	выражения
confruntat	столкнувшись
car	колесница
mobilier	мебель
fund	зад
fund	задницу
fund	жопа
fund	зад
fund	задницу
fund	попа
emisfera	полушария
emisfera	полушарие
emisfera	полушарии
rai	рай
rai	небеса
rai	небо
rai	рай
rai	rai
teritorial	территориальное
teritorial	территориальная
factorii	факторы
bucata	кусочек
bucata	кусок
bucata	кусочек
bucata	кусок
ferrari	феррари
ferrari	ferrari
suplimentar	дополнительные
suplimentar	дополнительно
suplimentar	дополнительное
suplimentar	дополнительный
suplimentar	дополнительная
suplimentar	дополнение
suplimentar	дополнительные
suplimentar	дополнительное
suplimentar	дополнительная
brooklyn	бруклине
brooklyn	бруклин
oase	костей
oase	кости
oase	кость
oak	дуба
oak	дуб
textile	текстильной
textile	текстиль
profesorii	учителя
profesorii	преподаватели
profesorii	учителей
profesorii	преподавателей
coordonarea	координация
craig	крейг
atomi	атомы
atomi	атомов
obiceiul	привычка
palace	дворец
christine	кристин
christine	кристина
flancul	фланг
rain	дожди
rain	дождь
depozit	склад
depozit	хранилище
depozit	хранение
depozit	хранения
depozit	хранилище
depozit	склад
depozit	хранилища
depozit	хранилище
vegas	вегасе
vegas	вегас
semnificatie	значение
semnificatie	смысл
semnificatie	значимость
semnificatie	значимость
oficiul	кабинет
oficiul	канцелярия
oficiul	офис
julien	жюльен
traficul	пробки
traficul	движения
traficul	трафик
traficul	движение
suspendat	приостановлена
suspendat	приостановлено
seniori	выпускники
seniori	старших
seniori	старший
seniori	старшие
perspective	перспективы
perspective	перспективы
manhattan	манхэттен
avansata	расширенный
avansata	передовые
avansata	передовых
combinate	сочетании
aplicatie	применения
aplicatie	заявка
aplicatie	применение
aplicatie	app
exprimarea	выражая
inconjoara	окружает
inconjoara	окружают
inconjoara	окружают
intretinere	поддержание
intretinere	ведение
intretinere	поддержание
intretinere	ведение
liberale	либеральной
usi	двери
usi	двери
usi	двери
conturi	счета
conturi	счетов
conturi	аккаунты
izolate	изолированы
izolate	изолированных
joi	четверг
unice	уникальная
unice	уникальные
unice	уникальный
unice	уникальное
exprimata	выражено
exprimata	выразил
exprimata	выраженное
exprimata	выраженные
exprimata	выраженную
dionisie	дионисий
urata	уродливый
urata	уродливый
vecinatate	окрестности
vecinatate	районе
vecinatate	район
vecinatate	окрестности
vizual	визуально
vizual	визуальный
vizual	visual
fanii	поклонники
fanii	фанаты
prevenirea	предотвращение
prevenirea	профилактика
prevenirea	предупреждение
mecanism	механизм
mecanism	механизма
extraordinar	чрезвычайные
extraordinar	чрезвычайных
extraordinar	чрезвычайный
talie	талия
talie	талии
distribuite	разделяет
distribuite	поделилась
distribuite	поделились
distribuite	поделился
distribuite	распространенный
distribuite	распространено
distribuite	распространен
amor	амор
ace	эйс
ace	туз
ace	ас
dracula	дракула
bonus	бонус
justificarea	оправдание
justificarea	обоснование
restaurat	восстановлено
restaurat	восстановлен
restaurat	восстановлены
tradare	предательство
tradare	предательство
tradare	измена
