bella	bella
hallottam	didengar
hasonlóképpen	serupa
hasonlóképpen	mirip
hálózatok	jaringan
hálózatok	jaringannya
hálózatok	networks
krónikus	kronik
krónikus	kronis
rajza	gambar
rajza	menggambar
mónika	monica
evolúciós	evolusioner
logikus	logis
utasítások	petunjuk
utasítások	instruksi
kertészeti	hortikultura
kertészeti	gamis
kertészeti	berkebun
kertészeti	pertamanan
hasi	perut
jürgen	jürgen
jürgen	jurgen
vád	tagihan
vád	biaya
vád	penuntutan
vád	tuduhan
végrehajtása	terapkan
lábai	legs
lábai	kaki
ellenálló	perlawanan
ellenálló	pemberontak
ellenálló	ketahanan
ellenálló	resistance
lucy	lucy
liter	liter
liter	liter
liter	liter
műhelyek	lokakarya
műhelyek	workshop
dylan	dylan
derek	derek
suzuki	suzuki
camp	kemah
camp	perkemahan
camp	kamp
camp	camp
dublin	dublin
kontinensen	benua
britney	britney
eltávolítása	menghapus
eltávolítása	buang
eltávolítása	hapus
eltávolítása	menghapus
eltávolítása	hilangkan
eltávolítása	penghilangan
eltávolítása	penghapusan
nyíló	mekar
országszerte	nasional
kritikát	kritik
nevezetesen	yaitu
kenyér	roti
sütő	tungku
sütő	kompor
sütő	oven
kinga	raja
kinga	king
démon	setan
démon	siluman
démon	iblis
démon	demon
karen	karen
vista	vista
tulajdon	property
tulajdon	properti
marokkói	maroko
hódító	penakluk
hódító	menaklukkan
lábát	legs
lábát	kaki
lábát	kaki
lábát	tungkai
lábát	leg
amanda	amanda
cleveland	cleveland
folytatás	lanjutkan
folytatás	resume
folytatás	kelanjutan
folytatás	sekuel
folytatás	melanjutkan
folytatás	lanjutkan
folytatás	dilanjutkan
folytatás	berkelanjutan
folytatás	lanjutan
hittem	diyakini
hittem	dipercaya
hittem	pikir
hittem	pemikiran
hittem	berpikir
fasiszta	fasis
célokat	gol
célokat	tujuan
végrehajtani	mengeksekusi
végrehajtani	eksekusi
végrehajtani	laksanakan
végrehajtani	terapkan
villamosok	trem
gregory	gregory
gregory	gregorius
dominikai	dominika
dominikai	dominika
kocka	geek
kocka	cube
kocka	kubus
kocka	culun
kocka	nerd
kocka	dadu
örülök	kesenangan
örülök	senang
tárgyalás	negoisasi
tárgyalás	negosiasi
tárgyalás	sidang
tárgyalás	fitnah
lemond	mengundurkan
optimális	optimal
optimális	optimal
februárban	februari
februárban	pebruari
detroit	detroit
intézkedések	mengukur
intézkedések	tindakan
intézkedések	aksi
konfliktusok	bentrok
konfliktusok	konflik
konfliktusok	konflik
szörny	rakasa
szörny	monster
adriai	adriatic
eindhoven	eindhoven
fehérje	protein
fehérje	protein
eltérések	perbedaan
eltérések	perbedaannya
vitákat	perdebatan
vitákat	debat
perzsák	persia
könyvtárak	pustaka
könyvtárak	perpustakaan
könyvtárak	direktori
ókor	kuno
springer	springer
haut	haut
részecske	partikel
részecske	partikel
elismerés	pengakuan
elismerés	penghargaan
elismerés	apresiasi
elismerés	pengakuan
szabályozó	regulator
szabályozó	pengatur
molekula	molekul
molekula	molekuler
molekula	molekul
elegáns	anggun
elegáns	elegan
elegáns	elegant
elegáns	chic
elegáns	brondong
elegáns	apik
cáceres	cáceres
vegas	vegas
everton	everton
donna	donna
abd	abd
bekezdés	paragraf
bekezdés	paragraf
nyilas	sagitarius
nyilas	sagittarius
természetfeletti	supranatural
természetfeletti	supernatural
rocky	rocky
intelligencia	kecerdasan
intelligencia	intelijen
megfogalmazott	dirumuskan
fan	fan
fan	penggemar
fan	kipas
fogak	gigi
fogak	giginya
épít	membangun
vizsgálati	ujian
vizsgálati	pengujian
vizsgálati	menguji
vizsgálati	uji
vizsgálati	test
vizsgálati	tes
vizsgálati	pengujian
vizsgálati	testing
vizsgálati	menguji
rákok	kepiting
rákok	krustasea
vaszilij	vasily
fertőző	menular
fertőző	menular
képregények	komik
fertőzött	terinfeksi
fertőzött	terkontaminasi
fertőzött	tercemar
css	css
blackburn	blackburn
mondatok	frase
mondatok	terjemahan
mondatok	frasa
mondatok	kalimatnya
mondatok	kalimat
naruto	naruto
brescia	brescia
baltimore	baltimore
ming	ming
kertek	gardens
kertek	kebun
tizenhét	seventeen
zavart	kebingungan
zavart	terganggu
zavart	kebingungan
zavart	bingung
molekulák	molekul
csillagászat	astronomi
jin	jin
jin	onde
technológiák	technologies
technológiák	teknologi
iratok	dokumen
wimbledon	wimbledon
jesse	jesse
évtizedben	dekade
illő	fitting
illő	pas
lovasság	kavaleri
tölteni	pembelanjaan
tölteni	dibelanjakan
tölteni	pengeluaran
tölteni	menghabiskan
platón	plato
tőke	ekuitas
tőke	capital
tőke	ibukota
tőke	modal
csatolt	lampirkan
csatolt	terlampir
csatolt	dilampirkan
steel	baja
steel	steel
hardcore	hardcore
kanári	kenari
kanári	canary
mason	mason
case	case
case	kasus
edwin	edwin
méhek	lebah
eklektikus	eclectic
viva	viva
aux	aux
jeremy	jeremy
tárolt	tersimpan
tárolt	disimpan
elengedhetetlen	esensial
elengedhetetlen	penting
termés	tanaman
termés	tanam
termés	harvest
termés	panen
termés	tanaman
termés	pangkas
termés	crop
termés	potong
christie	christie
kertben	masya
kertben	taman
kertben	garden
kertben	kebun
alfaj	upaspesies
fordulat	twist
akkumulátorok	baterai
jelzés	sinyal
jelzés	signal
találkozás	rapat
találkozás	meeting
találkozás	pertemuan
műszerek	instrumen
műszerek	instrumentasi
számítástechnikai	komputasi
számítástechnikai	komputer
fogoly	tawanan
fogoly	tahanan
fogoly	tawan
fogoly	tawanan
kiszolgáló	server
líbiai	libya
kecske	kambing
freud	freud
antwerpen	antwerp
programozás	programming
programozás	pemrograman
napoli	napoli
gondok	masalah
huber	huber
etikai	beretika
etikai	etis
etikai	etika
mccartney	mccartney
zongorista	pianis
sötétség	darkness
sötétség	kegelapan
foster	foster
búr	boer
rns	rna
enrique	enrique
festmények	lukisan
dom	dom
tartása	menjaga
ideológiai	ideologis
duncan	duncan
amphibia	amphibia
hansen	hansen
guido	guido
fiat	fiat
nyújtó	menyediakan
ügyes	pintar
ügyes	pandai
szegények	poor
szegények	kasihan
szegények	miskin
szegények	malang
berkeley	berkeley
hangzott	dibunyikan
végzetes	fatal
email	surel
email	email
tüzérség	artileri
megerősítve	terkonfirmasi
megerősítve	konfirmasi
megerősítve	dikonfirmasi
megerősítve	dikonfirmasikan
megerősítve	afirmatif
megerősítve	mengonfirmasi
megerősítve	mengkonfirmasi
megerősítve	mengkonfirmasikan
megerősítve	mengonfirmasi
megerősítve	konfirmasi
bűncselekmények	kejahatan
bűncselekmények	kriminalitas
bűncselekmények	pidana
bűncselekmények	kejahatan
bűncselekmények	kriminal
bűncselekmények	crime
térképek	maps
térképek	peta
térképek	bagan
zeusz	zeus
curtis	curtis
lőszer	amunisinya
lőszer	amunisi
lőszer	amunisi
phillips	phillips
jelentések	laporan
jelentések	pelaporan
jelentések	melaporkan
jelentések	laporan
zászlók	spanduk
zászlók	flag
zászlók	flags
zászlók	bendera
hangsúly	penekanan
hangsúly	ditekankan
megszálló	menginvasi
megszálló	menyerbu
rajzolt	digambar
rajzolt	ditarik
rajzolt	drew
elkészítése	persiapan
főnix	phoenix
grey	kelabu
grey	grey
michelangelo	michelangelo
forever	forever
forever	selamanya
értelmezés	interpretasi
értelmezés	penafsiran
liu	liu
tisztek	pejabat
tisztek	petugas
tisztek	perwira
legkevésbé	sedikitnya
osztva	dibagi
osztva	terbagi
érme	koin
érme	koin
érme	coin
antonius	antony
antonius	antonius
ötvenes	fifties
protokoll	protokol
hallott	mendengar
hallott	heard
hallott	didengar
sajnálom	maaf
asztalos	carpenter
mérési	pengukuran
mérési	mengukur
névleges	dinilai
névleges	nominal
elnöksége	kepresidenan
szabályzat	rules
szabályzat	peraturan
szabályzat	aturan
szabályzat	peraturan
szabályzat	polis
szabályzat	kebijakan
fájlok	berkas
fájlok	file
ardennes	ardennes
harag	anger
harag	murka
harag	kemarahan
harag	marah
harag	amarah
harag	murka
harag	kemarahan
harag	amarah
harag	rage
feliratok	subjudul
morrison	morrison
hullámok	gelombang
hullámok	ombaknya
hullámok	ombak
jogszabály	hukum
jogszabály	law
jogszabály	legislasi
mérték	tarif
mérték	nilai
mérték	kurs
mérték	laju
mérték	tingkat
mérték	diukur
mérték	terukur
mérték	ukur
mérték	mengukur
romlott	busuk
romlott	memburuk
romlott	dimanjakan
romlott	manja
primitív	primitif
elvek	prinsip
tengerpart	beach
tengerpart	pantai
tengerpart	pantai
tengerpart	pesisir
tengerpart	coast
fogyaszt	mengkonsumsi
műszer	instrumen
műszer	aparat
villeneuve	villeneuve
üresen	hampa
üresen	kosongkan
üresen	kosong
üresen	kosong
üresen	blank
szervez	mengorganisasi
izom	otot
izom	berotot
izom	muscle
izom	otot
bizonyított	terbukti
bizonyított	dibuktikan
bizonyított	terbukti
képzési	berlatih
képzési	latihan
képzési	pelatihan
ismételt	berulang
ismételt	diulang
párbeszéd	dialog
veszett	rabies
veszett	rabies
líbia	libya
líbia	libya
emlékezett	teringat
emlékezett	diingat
emlékezett	dikenang
fázis	fase
hills	bukit
hills	hills
hills	perbukitan
fedezett	tertutupi
fedezett	ditutupi
fedezett	tercakup
gran	gran
rossini	rossini
kiegészítés	melengkapi
kiegészítés	tambahan
kiegészítés	supplement
kiegészítés	suplemen
kiegészítés	addendum
kiegészítés	supplemental
reggae	reggae
égő	pembakar
égő	terbakar
égő	membakar
égő	pembakaran
égő	burning
címeket	gelar
címeket	titel
keverés	mencampurkan
keverés	mencampur
keverés	pencampuran
keverés	mengaduk
keverés	aduk
amsterdam	amsterdam
nigel	nigel
louvre	louvre
választható	opsional
választható	pilihan
elme	mind
elme	pikiran
sugárzott	disinari
büszke	bangga
büszke	proud
mia	mia
orleans	orleans
dinoszaurusz	dinosaurus
xxx	wkwkwk
kambodzsa	kamboja
kambodzsa	cambodia
teljesíteni	penuhi
teljesíteni	memenuhi
teljesíteni	penuhilah
yonne	yonne
forgács	serutan
kifejtett	diungkapkan
bristol	bristol
gyümölcsök	buah
gyümölcsök	buah
gyárban	pabrik
bretagne	bretagne
moss	lumut
moss	moss
énekelni	sing
énekelni	nyanyi
énekelni	nyanyikan
énekelni	menyanyi
énekelni	bernyanyi
anders	anders
téglalap	segiempat
szigetcsoport	kepulauan
líra	lira
feleségek	housewives
feleségek	minin
böngésző	peramban
böngésző	browser
olvasott	bacalah
olvasott	baca
olvasott	read
olvasott	dibaca
olvasott	membaca
bolton	bolton
milton	milton
napokon	days
napokon	hari
nagyok	besar
nagyok	big
nagyok	besar
zimbabwe	zimbabwe
csupasz	bertelanjang
csupasz	telanjang
garcia	garcia
repül	terbang
repül	lalat
repül	fly
repül	terbang
repül	flying
repül	menerbangkan
sullivan	sullivan
airways	airways
érzelmek	emosi
érzelmek	emosi
érzelmek	perasaan
galaxy	galaxy
galaxy	galaksi
jung	jeong
jung	jung
dallam	melodi
dallam	melody
dallam	simak
dallam	tune
helyzetű	dhuafa
kívánok	berharap
sandra	sandra
folyami	sungai
folyami	river
nyilatkozat	sangkalan
nyilatkozat	penyangkalan
nyilatkozat	pernyataan
nyilatkozat	deklarasi
málna	raspberry
algériai	aljazair
övé	miliknya
regina	regina
simone	simone
richards	richards
koronázás	penobatan
pozíciók	posisi
órák	jam
órák	kelas
órák	arloji
tár	clip
tár	klip
tár	majalah
marion	marion
taxon	takson
tizennyolc	eighteen
lev	lev
christina	christina
helmut	helmut
említ	mention
említ	penyebutan
említ	mentions
említ	sebutan
nathan	nathan
nero	nero
szabadalmi	paten
fenntartott	dipesan
museo	museo
toledo	toledo
petri	petri
operatív	operasional
tévedés	kekeliruan
tévedés	khilaf
tévedés	kesalahan
tévedés	galat
tévedés	error
tévedés	eror
tévedés	kesalahan
claudia	claudia
ágak	cabang
ágak	ranting
ágak	percabangan
ágak	branch
ágak	dahan
bern	bern
gard	gard
klubok	klub
klubok	club
klubok	keriting
braun	braun
aude	aude
övezet	zona
övezet	zone
megújult	diperbaharui
megújult	diperbarui
megmenteni	simp
megmenteni	luu
megmenteni	simpan
megmenteni	save
megmenteni	menyimpan
megmenteni	tabungan
megmenteni	menabung
kivételek	pengecualian
kivételek	pengecualian
kivételek	terkecuali
kivételek	eksepsi
rajongó	fan
rajongó	penggemar
rajongó	kipas
hozzáférhető	diakses
válaszokat	tanggapi
válaszokat	tanggapan
válaszokat	respons
válaszokat	jawaban
fogyasztása	konsumsi
értékelés	evaluasi
értékelés	penilaian
értékelés	penaksiran
jeleket	sinyal
jeleket	signal
küldeni	kirim
küldeni	send
küldeni	kirimkan
hódítás	penaklukan
hódítás	menaklukan
iskolákban	sekolah
válaszol	menjawab
államférfi	negarawan
állatkert	zoo
csökkenteni	kurangi
csökkenteni	mengurangi
günther	gunther
günther	günther
chase	pengejaran
chase	mengejar
chase	kejar
chase	chase
szenegál	senegal
metropolitan	metropolitan
időbeli	temporal
figyelt	ditonton
figyelt	disaksikan
figyelt	diawasi
judo	judo
díszlet	pemandangan
díszlet	set
duke	duke
duke	adipati
ellátás	pasokan
ellátás	perlengkapan
ellátás	persediaan
ellátás	pasokan
ellátás	suplai
ellátás	memasok
ellátás	supply
gedeon	gideon
ruhát	baju
ruhát	pakaian
ruhát	bajunya
rákos	kanker
far	far
far	jauh
alabama	alabama
majom	monkey
majom	monyet
majom	kera
majom	kera
majom	ape
kasztília	kastilia
merész	berani
merész	tebal
merész	nekad
merész	berani
josh	josh
jezsuiták	jesuit
dohány	tembakau
elkészített	dipersiapkan
elkészített	disiapkan
megszökött	lolos
nbc	nbc
lemondását	pengunduran
üstökös	komet
üstökös	comet
univerzális	universal
platina	platinum
powell	powell
teher	beban
fegyverzet	armament
fegyverzet	persenjataan
csökkentette	diturunkan
nyitó	opening
nyitó	pembukaan
nyitó	membuka
szerencse	keberuntungan
szerencse	fortune
szerencse	beruntung
szerencse	mujur
szerencse	lucky
szerencse	beruntungnya
szerencse	keberuntungan
szerencse	beruntung
szerencse	peruntungan
szerencse	luck
termékeket	produk
sokoldalú	serbaguna
szalag	pita
szalag	rekaman
szalag	tape
szalag	pita
szalag	ribbon
szalag	strip
vágás	pemotongan
vágás	cutting
vágás	memotong
vágás	cut
vágás	potong
vágás	menyunting
vágás	editing
vágás	penyuntingan
vágás	mengedit
vágás	jagal
vágás	pembantaian
vágás	pemotongan
felismerhető	dikenali
testek	badan
testek	jenazah
testek	tubuh
őrmester	sarge
őrmester	sersan
őrmester	sersan
qui	qui
manhattan	manhattan
tisztviselő	pengurus
tisztviselő	administrator
tisztviselő	official
tisztviselő	resmi
vancouver	vancouver
állatorvos	vet
brüsszelben	brussels
brüsszelben	brussel
eugene	eugene
konstantinápoly	konstantinopel
prof	prof
fogadó	penyelenggara
fogadó	host
fogadó	inn
fogadó	penginapan
fogadó	penerima
fogadó	receiver
apostolok	rasul
szándékos	disengaja
szándékos	disengaja
hívő	beriman
egyetemek	universitas
abdul	abdul
app	app
app	apl
app	aplikasi
íze	taste
íze	rame
íze	selera
íze	rasa
íze	selera
íze	seleranya
túlélő	survivor
túlélő	survivor
tengerparton	beach
tengerparton	pantai
kristályos	kristal
kristályos	crystal
xavier	xavier
csúnya	jelek
csúnya	ugly
csúnya	nasty
viszonylagos	relatif
oregon	oregon
sztár	star
sztár	bintang
kevesebbet	kurang
silvio	silvio
egyensúly	keseimbangan
egyensúly	saldo
egyensúly	balance
egyensúly	keseimbangan
orlando	orlando
june	juni
bernhard	bernhard
jevgenyij	yevgeny
díszítették	dihiasi
megegyezés	penyelesaian
megegyezés	pemukiman
megegyezés	kesepakatan
megegyezés	perjanjian
megegyezés	persetujuan
megegyezés	pengaturan
felépített	membangun
felépített	dibangun
felépített	built
összefüggés	konteks
összefüggés	kontek
barcelonai	barcelona
igazolja	membenarkan
vándor	pengembara
vándor	pengelana
ingatlan	property
ingatlan	properti
ital	minuman
ital	minumlah
ital	minum
ital	minuman
ital	minum
szemek	eyes
szemek	mata
sovány	skinny
sovány	kurus
sovány	bersandar
sovány	lean
sovány	tipis
sovány	kurus
erődítmény	benteng
ciudad	ciudad
krónikák	chronicles
hajóval	kapal
hajóval	ship
szintetikus	sintetis
szintetikus	sintetik
szintetikus	synth
kézikönyv	handbook
kézikönyv	manual
megkötött	menyimpulkan
megkötött	disimpulkan
raf	raf
tizenkettedik	twelfth
dio	dio
ügynökség	agency
ügynökség	agen
ügynökség	agensi
ügynökség	badan
tobago	tobago
uralta	didominasi
uralta	mendominasi
átírni	rewrite
adler	adler
gmbh	gmbh
jet	jie
jet	jet
elhelyezve	diposisikan
zen	zen
bika	banteng
bika	bull
alkalmaz	mempekerjakan
alkalmaz	pekerjakan
alkalmaz	mempekerjakan
szatirikus	satir
hangos	nyaring
hangos	berisik
hangos	loud
hangos	keras
hangos	bawel
hangos	berisik
hangos	bising
mono	mono
lars	lars
polo	polo
tank	tangki
tank	tank
tao	tao
teremt	menciptakan
érzés	merasa
érzés	perasaan
érzés	feeling
deutsch	deutsch
pillanat	moment
pillanat	momen
ártatlan	polos
ártatlan	lugu
ártatlan	innocent
nickelodeon	nickelodeon
vigyázz	menonton
vigyázz	watch
vigyázz	tonton
kaiser	kaiser
piquet	piquet
tanul	belajar
tanul	pembelajaran
tanul	belajar
tanul	pelajari
tanul	belajar
ghz	ghz
incidens	insiden
incidens	kejadian
incidens	insiden
díszítő	hias
nicolae	nicolae
butler	butler
dale	dale
roosevelt	fdr
roosevelt	roosevelt
kézműves	pengrajin
kézműves	craft
kézműves	kerajinan
kézműves	artisan
kézműves	kerajinan
obszervatórium	observatorium
michele	michelle
michele	michele
föderáció	federasi
föderáció	federation
chen	chen
enzim	enzim
enzim	enzim
mansell	mansell
robbant	meledak
halvány	pingsan
halvány	redup
halvány	samar
halvány	pale
halvány	pucat
tárgyalt	dinegosiasikan
táplálék	nutrisi
táplálék	gizi
táplálék	food
táplálék	makanan
táplálék	pangan
funkciók	fungsi
funkciók	fungsionalitas
funkciók	fitur
promóciós	promo
promóciós	promosi
palmer	palmer
edzés	latihan
edzés	olahraga
edzés	praktek
edzés	latihan
edzés	praktik
edzés	berlatih
edzés	berlatih
edzés	latihan
edzés	pelatihan
tmb	tmb
fuvola	flute
fuvola	suling
fuvola	seruling
melinda	melinda
zita	zita
mássalhangzó	konsonan
próba	ujian
próba	pengujian
próba	menguji
próba	uji
próba	test
próba	tes
próba	latihan
próba	gladi
próba	pengujian
próba	testing
próba	menguji
win	win
win	menang
win	menangkan
hangokat	suara
hangokat	ips
fellini	fellini
fokozatos	berangsur
fokozatos	bertahap
fokozatos	progresif
angela	angela
öröm	joy
öröm	sukacita
öröm	kesenangan
madridi	madrid
faji	rasial
texasi	texas
összecsapás	bentrokan
összecsapás	clash
összecsapás	konfrontasi
összecsapás	smackdown
közzétett	dikirimkan
közzétett	mengirim
közzétett	dikirim
közzétett	dipublikasikan
közzétett	diterbitkan
közzétett	terbitkan
gyakorlatok	latihan
gyakorlatok	praktek
gyakorlatok	praktik
kozák	cossack
reformok	reformasi
reformok	reformasi
társult	dikaitkan
társult	diasosiasikan
társult	terkait
társult	mempersekutukan
társult	kaitkan
társult	mengaitkan
társult	hubungkan
folt	noda
folt	spot
folt	menambal
folt	tambalan
folt	patch
diamond	berlian
diamond	diamond
diamond	intan
dízel	diesel
audio	audio
hunok	hun
termelő	produktif
termelő	produsen
termelő	produser
életmód	lifestyle
facto	facto
chapman	chapman
millennium	milenium
millennium	millennium
bosszú	dendam
bosszú	dendam
bosszú	revenge
cicero	cicero
tisztelet	respek
tisztelet	hormat
tisztelet	hormati
tisztelet	respect
emírségek	emirates
terror	terror
terror	teror
betöltötte	terisi
betöltötte	diisi
burkina	burkina
irma	irma
dalmát	dalmatian
galériában	galeri
galériában	gallery
közvetítő	pialang
közvetítő	makelar
közvetítő	broker
közvetítő	perantara
közvetítő	perantara
közvetítő	penengah
közvetítő	mediator
trófea	trophy
trófea	piala
trófea	trofi
küzd	berjuang
küzd	memperjuangkan
küzd	perjuangan
küzd	pergumulan
miranda	miranda
hülye	bodoh
hülye	stupid
fejes	tajuk
fejes	header
fejes	judul
örökké	forever
örökké	selamanya
kukorica	intan
kukorica	jagung
kukorica	jagung
damon	damon
tulajdonosai	pemilik
tulajdonosai	pemiliknya
tesztek	pengujian
tesztek	uji
tesztek	tes
szerelvény	train
szerelvény	kereta
szerelvény	assembly
szerelvény	perakitan
szerelvény	majelis
domain	domain
domain	ranah
helena	helena
nagykövet	duta
reakciók	reaksi
reakciók	tanggapan
reakciók	reaksi
reakciók	tanggapan
rövidített	diperpendek
rövidített	disingkat
sátán	setan
bejegyzett	didaftarkan
bejegyzett	terdaftar
alany	subyek
alany	subjek
alany	perihal
asztali	meja
asztali	tabel
asztali	dekstop
asztali	desktop
káosz	kekacauan
káosz	chaos
hyde	hyde
meggyőzni	yakinkan
meggyőzni	meyakinkan
meggyőzni	bujuk
meggyőzni	membujuk
állva	standing
állva	berdiri
hajnalban	dawn
hajnalban	fajar
őszinte	ikhlas
őszinte	tulus
őszinte	asli
őszinte	genuine
őszinte	jujur
meteor	meteorit
meteor	meteor
crassus	crassus
doki	doc
doki	mbah
doki	dok
szertartás	upacara
szertartás	rite
szertartás	ritus
szertartás	ritual
fájdalmas	menyakitkan
fájdalmas	pedih
lantos	lantos
alkalmanként	sesekali
alkalmanként	sesekali
menekülés	kabur
menekülés	escape
suárez	suárez
rev	pdt
rev	rev
elvis	elvis
befolyás	pengaruhi
befolyás	memengaruhi
befolyás	pengaruh
számol	menghitung
trió	trio
javítás	perbaikan
javítás	perbaiki
javítás	koreksi
javítás	perbaikan
feltételes	kondisional
feltételes	bersyarat
ich	ich
fulham	fulham
befolyással	pengaruhi
befolyással	memengaruhi
befolyással	pengaruh
lisszabon	lisbon
teremtés	pembuatan
teremtés	ciptaan
teremtés	penciptaan
teremtés	kreasi
meggyilkolt	dibunuh
meggyilkolt	terbunuh
mozilla	mozilla
oldalsó	lateral
leicester	leicester
humor	komedi
humor	comedy
humor	humor
humor	humor
félre	samping
félre	selain
vonattal	train
vonattal	kereta
megmenti	simpanan
megmenti	menghemat
megmenti	menyimpan
ronnie	ronnie
meta	meta
baptiste	baptiste
neme	gender
duó	duo
pet	pet
pet	peliharaan
pet	piaraan
szállítási	pengiriman
szállítási	delivery
szállítási	penayangan
szállítási	pengantaran
csecsemő	bayi
utah	utah
legmélyebb	terdalam
mélységben	kedalaman
átlátszó	transparan
átlátszó	transparansi
korlátlan	unlimited
operát	opera
paraszt	petani
paraszt	redneck
para	para
kölyök	kid
érdekelt	tertarik
érdekelt	berminat
érdekelt	minat
azonkívül	selain
tanúsított	bersertifikasi
tanúsított	certified
tanúsított	bersertifikat
temple	temple
temple	candi
temple	kuil
savanyú	sour
louisiana	louisiana
wisconsin	wisconsin
key	kunci
key	key
tapasztalat	pengalaman
veronica	veronica
valois	valois
api	api
ragaszkodott	berkeras
ragaszkodott	bersikeras
foltok	tambalan
foltok	patch
foltok	bintik
sérülések	cedera
lóerős	bhp
wang	wang
cache	singgahan
cache	cache
cache	tembolok
tajvani	taiwan
tajvani	taiwan
szobrászat	mematung
rotterdam	rotterdam
írjon	tulis
írjon	menulis
írjon	tulislah
áldozatai	korban
baszk	basque
python	python
python	sanca
szemet	eye
szemet	mata
romeo	romeo
ibrahim	ibrahim
veszteség	kerugian
veszteség	kehilangan
veszteség	rugi
veszteség	kerugian
como	como
hajózási	pengiriman
hajózási	perkapalan
minősített	berkualitas
minősített	berkualifikasi
minősített	dinilai
minősített	bersertifikasi
minősített	certified
minősített	bersertifikat
benz	benz
rágcsálók	pengerat
rágcsálók	tikus
rágcsálók	pengerat
operett	operet
namíbia	namibia
tudatában	menyadari
tudatában	sadar
törekszik	berjuang
díjakat	hadiah
évszak	season
évszak	musim
évszak	musimnya
évszak	seasons
évszak	musim
kincstár	perbendaharaan
españa	españa
elvégzett	dipentaskan
rövidítés	kependekan
rövidítés	singkatan
rövidítés	akronim
rövidítés	singkatan
rövidítés	pintasan
bővítése	perbesar
bővítése	memperbesar
bővítése	besarkan
szarvasmarha	sapi
szarvasmarha	ternak
mesterségesen	artifisial
változók	variabel
rush	rush
bíbor	purple
bíbor	ungu
bíbor	crimson
constantin	constantin
martha	marta
martha	martha
palesztin	palestina
palesztin	palestina
aviv	aviv
legősibb	terlama
legősibb	tertua
megőrzése	melestarikan
megőrzése	melestarikan
megőrzése	memelihara
megőrzése	pelestarian
cohen	cohen
képességek	kemampuan
képességek	kemampuan
képességek	keahlian
képességek	skill
képességek	keterampilan
képességek	kapabilitas
képességek	kemampuan
haller	haller
federer	federer
patricia	patricia
mozgását	gerakan
parkok	pertamanan
parkok	parks
parkok	taman
gazdálkodás	management
gazdálkodás	manajemen
gazdálkodás	pengelolaan
gazdálkodás	bertani
gazdálkodás	peternakan
gazdálkodás	pertanian
pentium	pentium
berry	berry
újságok	koran
mir	mir
hannah	hannah
hannah	icha
hannah	nadya
sportban	olahraga
sportban	sports
figyelő	watcher
kölni	cologne
gerincesek	vertebrates
ace	ace
ace	anang
foix	foix
chicagói	chicago
kétnyelvű	bilingual
létrehozva	membuat
létrehozva	menciptakan
létrehozva	berkreasi
létrehozva	tercipta
létrehozva	dibuat
zero	nol
zero	zero
kiindulási	baseline
karibi	karibia
karibi	caribbean
praktikus	praktis
praktikus	handy
praktikus	berguna
hepburn	hepburn
következetesen	konsisten
következetesen	konsisten
megölni	membunuh
megölni	kill
megölni	bunuh
megölni	bunuhlah
gérard	gérard
bennszülött	pribumi
bennszülött	native
fenntartható	berkelanjutan
vonzó	atraktif
vonzó	menarik
homoszexuális	homoseksual
kombinált	digabungkan
kombinált	berpadu
kombinált	kombinasi
kombinált	dikombinasikan
kombinált	gabungan
aromás	aromatik
foglyok	tahanan
foglyok	narapidana
hatékonyan	efisien
hatékonyan	efektif
hatékonyan	efisien
elméletileg	hipotetis
énekli	bernyanyi
granada	granada
terhesség	kehamilan
vezeték	wire
vezeték	kawat
készítő	pembuat
készítő	pencipta
készítő	maker
richardson	richardson
ruha	pakaian
ruha	pakaian
ruha	outfit
ruha	baju
ruha	gaun
ruha	dress
ruha	baju
ruha	pakaian
ruha	bajunya
terek	spasi
woody	woody
vie	vie
gyűrűt	ring
gyűrűt	cincin
tartósan	persisten
tartósan	gigih
tartósan	permanen
tanítani	mengajarkan
tanítani	mengajari
tanítani	mengajar
tanítani	pengajaran
tanítani	mengajar
tanítani	ajari
tanítani	teach
tanítani	ajarkan
kifejezett	diucapkan
kifejezett	eksplisit
kifejezett	diungkapkan
adók	pajak
adók	tax
adók	pajak
österreich	österreich
húsvét	paskah
rabszolga	budak
termesztett	dibudidayakan
lily	lily
genfi	jenewa
genfi	geneva
zár	lock
zár	mengunci
zár	kunci
zár	gembok
zár	mengunci
zár	penguncian
zár	menutup
lépcső	tangga
lépcső	step
lépcső	langkah
lépcső	melangkah
lépcső	langkah
lépcső	tangga
szárnyai	sayap
szárnyai	wings
zeitung	zeitung
carol	carol
vitorlázás	pelayaran
vitorlázás	berlayar
éjjeli	nite
vedd	ambil
vedd	take
koronás	dimahkotai
koronás	dinobatkan
rab	tawanan
rab	tahanan
rab	narapidana
rab	napi
rab	rab
szárazföld	daratan
szárazföld	tanah
szárazföld	land
szárazföld	mainland
pleisztocén	pleistosen
kint	luar
kint	diluar
felügyelet	diawasi
felügyelet	surveilans
felügyelet	surveillance
felügyelet	pengawasan
javak	barangnya
javak	barang
baskír	bashkir
thomson	dupont
thomson	thomson
alejandro	alejandro
salamanca	salamanca
messier	messier
bárhol	dimanapun
bárhol	kemanapun
bárhol	dimanapun
bárhol	kemanapun
sarthe	sarthe
terápia	terapi
gorkij	gorky
egészség	kesehatan
testőr	bodyguard
testőr	pengawal
gilles	gilles
burke	burke
sebészeti	pembedahan
sebészeti	bedah
köztes	perantara
köztes	menengah
