нула	sıfır
оръдието	toplar
оръдието	cannon
оръдието	top
ралф	ralph
недостатъци	hatalar
недостатъци	eksiklikleri
недостатъци	eksiklikleri
недостатъци	kusurları
недостатъци	kusurları
предложи	teklifi
предложи	teklif
посещения	ziyaretler
посещения	ziyaretleri
посещения	ziyaret
бот	bot
бот	robot
зърно	tahıl
зърно	buğday
запаси	hisseler
запаси	hisseleri
десау	dessau
здравословни	sağlıklı
здравословни	saglikli
противоречия	çelişkiler
противоречия	çelişki
съперник	rakip
съперник	rakibi
съперник	rakip
съперник	rakibi
поетът	şair
съгласието	rıza
верен	sadık
верен	vefalı
верен	sadık
антоан	antoine
руси	sarı
руси	sarışın
руси	sarışın
палубата	güverte
палубата	deste
господ	allahım
господ	allah
господ	tanrı
аякс	ajax
нервна	sinirli
нервна	gergin
руда	maden
скоби	kelepçeler
скоби	zımba
скоби	staples
скоби	parantez
фрази	ifadeler
фрази	cümleler
тунел	tüneli
тунел	tünel
картофи	patates
картофи	patates
инфекции	enfeksiyon
уолис	wallis
елита	elit
елита	seçkin
изхода	outlet
бройки	parçaları
еквивалент	eşdeğer
експеримент	deney
върхът	topper
арабска	arap
арабска	arapça
арабска	arap
арабска	arap
батак	batak
ислям	islam
риска	risk
риска	riski
замени	değiştirme
замени	yerine
замени	değiştir
ярко	parlak
ярко	aydınlık
агенции	ajansları
иврит	ibranice
петдесет	elli
петдесет	fifty
джефри	geoffrey
джефри	jeffrey
номинирана	aday
иконата	simge
иконата	simgesi
епидемия	salgın
епидемия	salgın
кореспонденция	yazışmaları
крус	cruz
тива	teb
племенница	yeğen
племенница	yeğeni
кристоф	christophe
кристоф	christoph
гьоте	goethe
селекция	seçim
селекция	seçimi
селекция	seçme
предадени	ihanete
предадени	ihanet
предадени	iletilen
отпред	öne
отпред	cephe
отпред	ön
джесика	jessica
близостта	yakınlık
близостта	yakınlığı
пътувания	yolculuk
пътувания	seyahat
пътувания	gezileri
бай	bai
толстой	tolstoy
ибрахим	ibrahim
постановка	kurulum
постановка	tuzak
постановка	kurulumu
постановка	ayarlama
плуване	yüzme
плуване	yüzmek
плуване	yüz
плуване	yüzme
плуване	yüzmek
ъгъла	köşeye
ъгъла	köşe
астрономически	astronomik
свободи	özgürlükler
ръба	kenar
ръба	edge
лири	lira
лири	sterlin
лири	pound
лири	kilo
жозеф	yusuf
жозеф	joseph
науру	nauru
нож	bıçak
антоанета	antoinette
изключителни	ayrıcalıklı
изключителни	özel
изключителни	olağanüstü
астронавти	astronot
астронавти	astronotlar
стадий	sahne
арка	kemer
арка	arch
феномен	fenomen
феномен	fenomen
феномен	olgu
пакет	demet
пакет	paketi
пакет	paket
цецилий	caecilius
дружба	arkadaşlık
дружба	dostluk
фази	aşama
фази	evre
гигантски	dev
гигантски	devasa
сюзън	susan
сеул	seul
сеул	seoul
фламандски	flaman
традиционна	geleneksel
бригади	tugaylar
следите	izleri
следите	izler
борса	takas
борса	döviz
обичам	ask
обичам	sevda
обичам	sevgiler
обичам	aşk
обичам	sevgi
психоанализа	psikanaliz
панония	pannonia
панчо	pancho
погребани	gömülmüş
погребани	gömüldü
погребани	gömülü
тор	gübre
тор	gübre
тор	tor
тор	gübre
тор	thor
мита	efsane
мита	mit
мита	görevleri
доказано	kanıtlandı
доказано	kanıtladı
доказано	kanıtlanmış
доказано	kanıtlandı
биологични	biyolojik
клонове	dalları
клонове	dallar
витамин	vitamin
витамин	vitamini
плажове	plajlar
духове	hayalet
духове	hayaletler
духове	ruhlar
духове	ruhları
спад	düşüş
спад	reddetme
спад	reddetmek
обвивка	kılıfı
обвивка	kılıf
обвивка	kabuğu
обвивка	shell
обвивка	kabuk
коморски	komor
приключване	tamamlanması
приключване	tamamlama
приключване	kapatılması
приключване	kapanış
приключване	kapatma
публична	kamu
публична	halk
агиос	agios
вулкан	yanardağ
вулкан	volkan
вулкан	vulcan
вулкан	vulkan
бунтове	isyanlar
бежанците	mülteci
бежанците	mülteciler
собственици	sahipler
собственици	sahipleri
осветление	işık
осветление	işıklandırma
осветление	aydınlatma
повторение	tekrarı
повторение	tekrar
повторение	tekrar
хайделберг	heidelberg
папи	papi
дъблин	dublin
парламентът	meclis
парламентът	parlamentosu
парламентът	parlamento
свършва	bitiyor
свършва	biter
кодове	şifreler
кодове	kodlar
кодове	kodları
ренесанс	rönesans
зигфрид	siegfried
шеста	sixth
шеста	altıncı
юлих	jülich
керамични	seramik
мощен	güçlü
мощен	güçlüler
равнини	plains
пътуват	yolculuk
пътуват	seyahat
градината	bahçe
градината	bahçesi
градината	garden
марш	bataklık
марш	marsh
търнър	turner
матиас	mathias
матиас	mattias
матиас	matias
матиас	matthias
симфония	senfoni
провал	fiyasko
провал	başarısızlık
провал	başarısız
сухо	kuru
северозападния	northwestern
северозападния	kuzeybatı
предна	öne
предна	cephe
предна	ön
автобуси	otobüsler
автобуси	otobüs
свазиленд	svaziland
дъга	gökkuşağı
дъга	ark
дъга	arc
дъга	yay
изящни	enfes
удобно	elverişli
удобно	uygun
удобно	kullanışlı
удобно	konforlu
удобно	rahat
удобно	konforlu
удобно	rahat
йован	jovan
двойна	ikili
двойна	çifte
двойна	çift
двойна	duble
постигането	başarı
постигането	başarım
команди	komut
команди	emrediyor
мъртви	ölüler
мъртви	öldü
мъртви	ölü
мъртви	dead
телефон	telefon
телефон	telefon
фокус	odak
фокус	odaklanma
светилища	tapınaklar
чести	yaygın
дион	dion
дион	dionne
ела	gelin
ела	gel
летец	flyer
летец	havacı
устава	tüzüğü
армстронг	armstrong
триумф	zafer
манхатън	manhattan
клиентите	müşteri
клиентите	müşteriler
томпсън	thompson
записки	not
записки	notları
записки	notlar
прадеш	pradesh
пепел	kül
пепел	küller
пепел	kul
пепел	külleri
пепел	kül
пепел	küller
пепел	kul
пепел	ash
почвите	topraklar
почвите	solis
почвите	toprakları
легиони	lejyonları
тактика	taktikleri
тактика	taktik
тактика	taktik
репресии	misilleme
изстрелян	başlatılan
изстрелян	başlattı
инфекция	enfeksiyon
инфекция	enfeksiyon
влечуги	sürüngenler
влечуги	sürüngen
влечуги	sürüngenler
синдром	sendromu
приемник	konak
приемник	sunucu
приемник	alıcı
банда	band
банда	grup
банда	bando
банда	bant
банда	çete
конкуренция	yarışma
конкуренция	rekabet
конкуренция	rakip
конкуренция	müsabaka
променлива	değişken
чудо	marvel
чудо	mucizevi
чудо	mucize
чудо	merak
чудо	wonder
кобург	coburg
багдад	bağdat
променено	değiştim
променено	değişti
променено	değişmiş
променено	değişen
променено	değiştirildi
променено	değiştirilmiş
променено	modifiye
променено	değiştirilmiş
променено	değiştirildi
чума	veba
чума	veba
чума	salgın
борд	kurulu
борд	kurul
борд	tahta
консумация	tüketim
консумация	tüketimi
дракон	ejderha
дракон	ejder
дракон	dragon
посочен	belirtilen
посочен	belirtilmiş
посочен	belirtildi
лук	soğan
лук	soğanlı
лук	soğan
лук	soğanlı
младежта	gençler
младежта	gençlik
младежта	genç
крилете	kanat
крилете	kanatlar
крилете	kanatları
арканзас	arkansas
електричество	elektrik
електричество	elektrikli
електричество	elektrik
институти	enstitüleri
привилегии	ayrıcalığı
привилегии	ayrıcalık
привилегии	imtiyaz
привилегии	ayrıcalıkları
седмицата	haftalık
седмицата	hafta
хюсеин	hüseyin
хюсеин	hüseyin
хюсеин	hüseyin
батман	batman
батман	yarasa
чужденци	yabancılar
кафяв	brown
кафяв	kumral
кафяв	kahverengi
кафяв	esmer
предполагат	öner
предполагат	önerin
вселенски	ekümenik
фотографии	fotoğraflar
включено	etkin
включено	dâhil
включено	dahil
пръстените	halkalar
пръстените	yüzükler
пръстените	yüzük
пръстените	halka
напредък	ilerleme
напредък	gelişme
напредък	gelişim
вековете	yüzyıllar
вековете	yüzyıllarca
вековете	asırlar
рейчъл	rachel
ниши	nishi
роуз	rose
роуз	gülüm
роуз	gül
роуз	gülü
увреждания	sakat
увреждания	engelli
увреждания	kapatılmış
увреждания	sakatlık
съществена	gerekli
съществена	şart
колинс	collins
дарвин	darwin
информатика	bilişim
братислава	bratislava
снаряди	kabukları
снаряди	kabuk
нели	nelly
нели	nellie
недоволство	hoşnutsuzluk
септимий	septimius
отмъщение	intikam
отмъщение	intikam
отмъщение	intikamı
повреди	zarar
повреди	hasar
милена	milena
президентски	başkanlık
президентски	cumhurbaşkanlığı
любима	sevgili
любима	sevilen
екипировка	donatım
екипировка	ekipman
екипировка	donanım
депутатите	milletvekilleri
депутатите	milletvekilleri
стабилност	istikrar
стабилност	kararlılık
бедни	fakir
бедни	zavallı
бедни	yoksul
бюрото	bürosu
бюрото	büro
словашки	slovak
царуването	saltanatı
царуването	hükümdarlık
царуването	saltanat
тръба	boru
тръба	pipo
тръба	boru
тръба	tüp
месото	et
такси	taksi
такси	taksiyle
такси	taksim
такси	taksi
такси	ücret
такси	ücretler
такси	ücretleri
албумите	albüm
албумите	albümleri
лош	bad
лош	kötü
томов	tomov
докторат	doktora
разработване	kalkınma
разработване	geliştirme
разработване	gelişme
разработване	gelişim
разработване	geliştirme
разработване	gelişmekte
разработване	geliştirmek
документа	belge
запазено	ayrılmış
запазено	saklıdır
запазено	rezerve
запазено	ayrılmıştır
запазено	korunmuş
запазено	muhafaza
статуи	heykelleri
статуи	heykeller
математическа	matematiksel
айнщайн	einstein
коридор	koridoru
коридор	koridor
коридор	koridoru
коридор	koridor
лора	laura
лора	lora
слухове	dedikodular
слухове	söylenti
слухове	söylentiler
слухове	dedikodu
слухове	dedikodular
слухове	söylentiler
плячка	av
плячка	yakıyor
плячка	ganimet
параклиса	chapel
пера	tüyleri
пера	tüy
пера	tüyler
противниците	rakipleri
достатъчна	yeterli
кореспонденти	muhabirler
младен	mladen
лоша	bad
лоша	kötü
достъпен	ulaşılabilir
достъпен	erişilebilir
зигмунд	sigmund
евдокия	eudokia
петрол	petrol
петрол	benzin
петрол	petrol
петрол	yağ
петрол	yağı
петрол	petrol
лихтенщайн	lihtenştayn
лихтенщайн	lichtenstein
беатрис	beatrice
беатрис	beatriz
суматра	sumatra
лентул	lentulus
оператори	operatörleri
слива	erik
форуми	forumlar
кадафи	kaddafi
зареждане	yükleyin
зареждане	yükle
зареждане	yük
зареждане	hücum
зареждане	suçlama
зареждане	şarj
зареждане	yükleme
зареждане	yükleniyor
зареждане	şarj
харисън	harrison
елзас	alsace
добавка	ilave
добавка	ek
добавка	takviyesi
добавка	katkı
рап	rap
интервал	aralık
интервал	aralığı
интервал	aralıklı
лингвистика	dilbilim
моделите	modeller
моделите	modelleri
моделите	mankenler
панорама	panorama
хрушчов	khrushchev
сервилий	servilius
деян	dejan
лидия	lidia
лидия	lydia
антонин	antonin
възможен	muhtemel
възможен	mümkün
възможен	olası
преториански	praetorian
раул	raoul
раул	raul
раул	raoul
миграция	göç
митове	efsaneler
мюзикъл	müzikal
работилница	atölye
работилница	atölyesi
галактика	galaxy
галактика	galaksi
кавалерия	süvari
кавалерия	süvariler
клиент	müşteri
клиент	müşteri
клиент	istemci
завой	dön
завой	dönüş
завой	bend
речи	konuşmalar
емили	emilie
емили	emily
светкавица	yıldırım
светкавица	aydınlatma
светкавица	şimşek
светкавица	flaş
светкавица	flash
светкавица	yıldırım
светкавица	şimşek
мазнини	fats
мазнини	semiz
мазнини	yağ
мазнини	şişko
мазнини	fat
мазнини	şişman
самоубийство	intiharı
самоубийство	intihar
завършила	mezun
достигане	erişim
достигане	ulaşmak
крайни	aşırı
смесена	karışık
таун	towne
проектиран	tasarlanmış
проектиран	dizayn
проектиран	tasarlanan
проектиран	tasarlandı
соломон	solomon
соломон	süleyman
теодорих	theuderic
екрана	ekran
екрана	ekranı
джеси	jessie
джеси	jesse
съчетава	birleştirir
преобразува	dönüştürür
глазгоу	glasgow
растат	büyümek
растат	büyür
растат	büyü
съкровище	birtanem
съкровище	hazine
съкровище	define
астероид	göktaşı
астероид	asteroit
кейн	cain
кейн	kabil
кейн	kane
кейн	cane
кейн	baston
кейн	caine
унищожена	imha
положително	olumlu
положително	pozitif
заплата	ücret
заплата	maaş
заплата	maaşı
моравия	moravia
страбон	strabo
антропология	antropoloji
американци	amerikalılar
ренесанса	rönesans
подиум	podyum
богатството	zenginlik
богатството	servet
кръгли	yuvarlak
лена	lena
етажа	katlar
етажа	zemin
етажа	yerler
фасада	cephe
ограничаване	kısıtlama
ограничаване	kısıtlama
ограничаване	limiti
ограничаване	limit
ограничаване	sınır
ограничаване	sınırı
ограничаване	sınırlama
конник	süvari
конник	atlı
конник	atlı
конник	süvari
конник	sürücü
конник	rider
конник	binici
доза	doz
доза	doz
доза	dozu
доза	dozda
хендрикс	hendricks
хендрикс	hendrix
измервания	ölçüleri
измервания	ölçümleri
измервания	ölçümler
измервания	ölçüm
измервания	ölçme
измервания	ölçü
емблема	amblemi
пиеро	pierrot
пиеро	piero
петра	petra
мускул	kas
мускул	kaslı
мускул	kaş
мускул	kaslar
тбилиси	tiflis
колонията	koloni
колонията	kolonisi
сиви	gray
сиви	gri
сиви	grey
сиви	gri
полезна	yararlı
полезна	kullanışlı
полезна	faydalı
полезна	yararlı
полезна	yardımsever
полезна	faydalı
показани	gösterilen
показани	görüntülenen
показани	gösterildi
крайници	uzuvları
размножаване	üreme
размножаване	üreme
размножаване	üreme
статуята	heykel
статуята	heykeli
верни	sadık
верни	vefalı
верни	doğru
верни	dogru
верни	true
верни	gerçek
верни	sadık
алпите	alp
демо	demo
архиви	rekorlar
архиви	kayıtları
архиви	kayıtlar
архиви	records
архиви	arşiv
архиви	arşivi
архиви	arşiv
документите	evraklar
документите	belgeler
вечеря	yemek
померания	pomerania
накратко	kısaca
анализи	analizler
анализи	analizi
анализи	analiz
анализи	analizler
анализи	istatistikleri
анализи	istatistikler
кожани	kozani
съдържаща	içeren
бедствия	felaketler
бедствия	facia
бедствия	felâket
бедствия	felaket
бедствия	afet
фитипалди	fittipaldi
производни	türevleri
влажни	nemli
влажни	nemli
подводница	denizaltı
подводница	alt
подводница	denizaltı
перо	tüy
перо	pero
свободните	fremen
лекува	iyileştirir
арктика	arktik
арктика	kutup
въведение	giriş
въведение	tanıtım
въведение	giriş
известия	bildirimleri
известия	bildirim
известия	bildirimler
бара	bara
важност	önem
важност	önemi
торпедо	torpil
торпедо	torpido
удря	vuruyor
удря	vurur
удря	hit
конан	conan
шрифт	yazıtipi
шрифт	font
бюст	dekolte
пустиня	çöl
новгород	novgorod
локомотиви	lokomotifler
намален	düşürüldü
намален	azaldı
зърна	tahıl
зърна	buğday
зърна	tahıl
сенат	senato
съображения	resitaller
тепе	tepe
утре	yarin
утре	yarın
авторитет	yetkili
авторитет	otorite
авторитет	yetki
японско	japonlar
японско	japon
японско	japonca
преки	direk
преки	direkt
преки	doğrudan
ваня	vanya
шведска	isveçli
цин	qin
цин	qing
тотнъм	tottenham
гробници	mezarlar
атланта	atlanta
елит	elit
елит	seçkin
елит	elit
елит	elitlerin
бомбардировач	bombacı
рита	rita
директорите	yöneticiler
директорите	yönetmenler
рон	ron
стратегическо	stratejik
темите	temalar
темите	konular
темите	başlıklar
темите	konuları
паскал	pascal
трио	üçlü
указания	talimatlar
указания	talimatları
указания	talimat
трагедията	trajedi
бунтовниците	asi
бунтовниците	isyan
бунтовниците	isyancı
малцинства	azınlık
малцинства	azınlıkların
фред	fred
основания	gerekçesiyle
готово	bitti
готово	yapıldı
алеко	aleko
грозни	çirkin
грозни	grozny
железни	demir
железни	ütü
близнаци	ikizi
близнаци	ikiz
близнаци	ikizler
близнаци	gemini
близнаци	ikizler
близнаци	ikizler
бомбардировачи	bombardıman
совалка	mekik
совалка	mekik
замъци	kaleler
тигър	tiger
тигър	kaplan
видя	gör
видя	görün
видя	görmek
имигранти	göçmenler
имигранти	göçmenler
имигранти	göçmen
вкъщи	yuva
вкъщи	ev
вкъщи	evde
вкъщи	eve
вкъщи	evim
нарушаване	bozulma
обсерватория	gözlemevi
грама	anneanne
грама	gram
азаренка	azarenka
виолета	violetta
виолета	menekşe
виолета	violet
метел	metellus
механик	mekanik
механик	tamirci
караджа	karaca
младост	gençler
младост	gençlik
младост	genç
поддръжници	destekçileri
познато	tanıdık
познато	aşina
изолация	izolasyon
изолация	yalıtım
изолация	izole
изолация	izolasyon
изолация	tecrit
гробища	mezarlıklar
гробища	mezarlıklar
гробища	mezarlık
гробища	mezarlıkta
гробища	mezarlığı
съвместни	müşterek
съвместни	sarma
съвместни	eklem
момичетата	kızlar
момичетата	girls
заплашва	tehdit
заплашва	tehditkar
придвижване	hareket
придвижване	hareketler
придвижване	hareketlilik
далас	dallas
съставна	bileşik
съставна	kompozit
съставна	toplu
мода	couture
мода	moda
пие	içki
пие	içme
пие	içiyor
пие	içmek
пие	içki
пие	içkiler
пие	içecekler
пие	içecek
верде	verde
управляващ	yönetmek
управляващ	yönetme
преминал	geçmiş
преминал	geçtim
преминал	geçti
смях	gülüyor
смях	güler
смях	gülüş
смях	gülmek
смях	kahkahalar
смях	kahkaha
смях	gülmek
смях	gülen
смях	gülüyor
смях	gülün
смях	gülme
смях	gülmek
смях	gül
смях	kahkaha
компилация	derleme
оттегляне	çekilme
оттегляне	çekilmesi
клане	katliamı
клане	katliam
клане	katliam
клане	katliam
клане	kıyım
симпсън	simpsons
симпсън	simpsonlar
симпсън	simpson
образователна	eğitici
образователна	eğitim
качва	yüklemeler
детектив	detektif
детектив	dedektif
албанско	arnavut
албанско	arnavutluk
албанско	arnavutça
приключенията	maceraları
приключенията	macera
приключенията	maceralar
редове	sıra
редове	hatlar
редове	satır
редове	hatları
редове	çizgiler
предимства	fayda
предимства	faydaları
предимства	avantajları
предимства	yararları
предимства	perks
предимства	avantajları
предимства	avantaj
римляни	romalı
римляни	romalılar
некропол	necropolis
еоод	ltd
формати	formatları
отворено	açık
отворено	open
отворено	açın
отворено	aç
отворено	açıl
квалификации	reyting
квалификации	puanlar
квалификации	elemeleri
печалба	kâr
печалба	kar
печалба	kazanç
печалба	kâr
печалба	kar
печалба	kazançlar
печалба	kazanç
одобрение	onaylama
одобрение	onay
демокрацията	demokrasi
фиат	fiat
блейк	blake
еврейско	yahudi
еврейско	musevi
антична	antik
антична	antika
русо	russo
русо	rousseau
памук	pamuklu
памук	pamuk
памук	cotton
ахил	achilles
ахил	achille
четвъртък	perşembe
романтични	romantik
батальона	tabur
батальона	taburu
алгоритъм	algoritma
партньорство	ortaklık
партньорство	ortaklığı
партньорство	ortaklıklar
дин	din
стрийт	sokak
стрийт	cadde
стрийт	street
пето	beşinci
геология	jeoloji
наема	kiralama
наема	kiralık
наема	kira
албена	albena
конфедерация	konfederasyonu
конфедерация	konfederasyon
микеланджело	michelangelo
юнг	jung
юнг	yung
инвазия	işgal
инвазия	istila
строител	inşaatçı
глина	clay
глина	çamur
глина	kil
плътно	sıkıca
чисти	tertemiz
чисти	temizle
чисти	temiz
климатични	iklimsel
облаци	bulutların
облаци	bulut
облаци	bulutlara
облаци	bulutlar
облаци	bulut
олтар	sunak
биг	big
биг	buyuk
биг	büyük
биг	kocaman
бригадата	tugay
седма	seven
седма	yedi
седма	seventh
седма	yedinci
козината	kürk
вале	valle
вале	jack
вале	vale
вале	vadi
вале	vale
вале	uşak
вале	vale
свещена	kutsaldır
свещена	kutsal
смъртни	fani
смъртни	ölümlü
смъртни	ölümlüler
арменци	ermeniler
арменци	ermeni
предложен	önerilen
предложен	önerilen
джън	zheng
лил	lil
лил	küçük
лил	lille
торпеда	torpidoları
казимир	casimir
вилхелмина	wilhelmina
панаир	karnaval
панаир	fuar
панаир	adil
психиатър	psikiyatrist
психиатър	psikiyatr
психиатър	psikiyatrist
психиатър	psikiyatr
мембрана	zar
конете	atlar
конете	atlara
травма	sakatlık
травма	yara
травма	yaralanma
травма	yaralama
травма	travma
последствия	sonucu
последствия	sonuçlar
последствия	sonuçları
намерението	niyet
сабин	sabine
университетите	üniversiteler
университетите	üniversite
ленти	şeritler
ленти	kasetler
ленти	kasetleri
ленти	striptiz
ленти	şerit
ленти	soyun
сервий	servius
рамки	çerçeveleri
рамки	çerçeve
вратите	kapılar
вратите	kapıları
вратите	kapı
кабо	pelerin
кабо	cape
кабо	pelerini
кабо	burnu
кабо	cabo
регулиране	ayarlama
регулиране	ayar
скъпи	sevgili
скъпи	canım
есе	kompozisyon
потомък	scion
потомък	soyundan
кавала	kavala
процесор	işlemci
процесор	işlemci
трудни	zor
трудни	zordur
трудни	zordu
справедливост	adalet
вар	varus
вар	limon
вар	kireç
вар	lime
доставка	teslimat
доставка	teslim
доставка	kargo
доставка	nakliyat
доставка	nakliye
доставка	gönderim
доставка	teslimat
доставка	levazım
доставка	arz
доставка	tedarik
бенд	bend
влага	nem
влага	nemi
влага	nem
странно	acayip
странно	tuhaf
странно	garip
странно	tuhaf
странно	garip
странно	strange
странно	tuhaf
странно	garip
уста	ağzını
уста	ağız
уста	mouth
уста	ağızdan
уста	ağzı
фил	phil
хага	lahey
оцветяване	boyama
кит	balina
кит	kitt
кит	kiti
кит	kit
беневенто	benevento
форест	forrest
форест	orman
футуна	futuna
клиника	klinik
пиза	pisa
бин	bin
жълта	sari
жълта	sarı
унищожен	imha
тито	tito
томе	tomé
мил	mill
мил	değirmen
инструктор	eğitmen
таланти	yetenekler
таланти	yetenekleri
таланти	yetenek
дюселдорф	düsseldorf
обичай	özel
констанций	constantius
сива	gray
сива	gri
сива	grey
сива	gri
изкопаеми	fosil
изчислява	hesaplar
отзиви	değerlendirmeler
отзиви	değerlendirme
отзиви	yorumlar
отзиви	değerlendirmeleri
рожден	doğumgünü
рожден	doğum
роджърс	rodgers
роджърс	rogers
скрити	gizlenmiş
скрити	saklı
скрити	gizlendi
скрити	gizli
съхраняване	depo
съхраняване	saklama
съхраняване	depolama
съхраняване	muhafazası
модула	lander
телескоп	teleskop
назначение	atama
назначение	görev
отговорни	sorumlusu
отговорни	sorumlu
осетия	osetya
ангели	melekler
толкин	tolkien
кантон	canton
насекомо	böcek
адреси	adresleri
благородници	soylular
рамо	omuz
рамо	omuza
фабрики	fabrikalar
малц	malt
билборд	billboard
нюкасъл	newcastle
европейците	avrupalılar
изненадващо	şaşırtıcı
жлеза	bezi
янина	janina
сбор	toplam
сбор	sum
сбор	toplamı
газа	gazze
газа	gaza
мек	yumuşak
мек	yufka
модернизация	yükseltme
модернизация	modernizasyon
избрано	seçilmiş
избрано	seçilen
избрано	seçildi
избрано	seçilmiş
избрано	seçilen
избрано	seçili
избрано	seçildi
сигизмунд	sigismund
отрасли	endüstri
отрасли	sanayi
отрасли	sektörleri
чувствата	duygularını
чувствата	duygular
чувствата	hisler
упадък	düşüş
упадък	reddetme
упадък	reddetmek
неутрална	tarafsız
родригес	rodriguez
родригес	rodrigues
родригес	rodríguez
дъщерите	kızları
николаевич	nikolayevich
райна	raina
райна	rayna
слалом	slalom
лозя	vineyard
лозя	asma
лозя	üzüm
лозя	sarmaşık
поли	polly
поли	paulie
поли	etek
поли	poli
поли	poly
гнездо	yuva
николо	niccolo
провери	kontrol
провери	çek
провери	şah
лиза	lisa
лиза	liza
чужда	yabancı
тестване	test
тестване	deneme
тестване	testler
авиацията	havacılık
мичъл	mitchell
виното	şarap
пирот	pirot
точна	doğru
точна	isabetli
кантакузин	kantakuzinos
вулкани	volkanlar
чешката	çek
психолози	psikologlar
линейни	doğrusal
албин	alvin
албин	albin
временен	geçici
временен	geçici
брабам	brabham
отон	autant
аргос	argos
графичен	grafik
графичен	grafiksel
графичен	grafik
водачите	sürücüler
водачите	sürücüleri
ядрено	nükleer
вариации	varyasyonları
полу	yarı
полу	yari
верди	verdi
нба	nba
разход	maliyeti
разход	ücret
разход	ücreti
разход	maliyet
разход	mal
разход	harcamalar
разход	giderler
разход	harcamalar
разход	masraflar
разход	masraf
атома	atom
преместена	taşınmış
преместена	taşınan
преместена	taşındı
клипове	klipleri
клипове	videoları
клипове	video
клипове	videolar
искра	kıvılcım
недостиг	eksikliği
недостиг	eksiklik
недостиг	kıtlık
недостиг	kıtlık
недостиг	sıkıntısı
вер	vere
земетресението	depremi
земетресението	deprem
алба	alba
логически	mantıksal
логически	mantık
логически	mantıklı
логически	mantıksal
логически	mantık
пионер	öncü
лео	aslan
лео	leo
заем	borç
заем	kredi
заем	ödünç
никопол	nikopol
хенриета	henrietta
цру	cla
цру	cla
мартинес	martinez
мой	benim
мой	mine
мой	benimki
извънредно	mesai
наблюдавани	gözlemledi
наблюдавани	izledi
наблюдавани	izlenen
наблюдавани	izledim
наблюдавани	izlenen
решетка	izgara
решетка	izgara
решетка	mangal
решетка	izgara
решетка	şebeke
решетка	kafes
пабло	pablo
читатели	okuyucular
читатели	okurlar
корупция	yolsuzluk
социалисти	sosyalistler
намюр	namur
марсел	marcel
симптомите	semptomlar
симптомите	belirtileri
симптомите	belirtiler
симптомите	semptomları
талин	tallinn
заводи	bitkiler
заводи	bitki
заводи	bitkileri
заводи	fabrikalar
композира	beste
предотвратяване	önlemek
предотвратяване	önleme
предотвратяване	önlemek
геоложки	jeolojik
геоложки	jeolojik
геоложки	jeoloji
антични	antik
антични	antika
равена	ravenna
коалицията	koalisyonu
коалицията	koalisyon
политики	ilkeleri
политики	politikaları
политики	politikalar
печатни	baskılı
печатни	basılı
печатни	basılmış
печатни	basıldı
мартен	marten
максимален	maksimum
максимален	azami
клей	clay
клей	çamur
клей	kil
грубо	sert
грубо	kaba
грубо	zor
грубо	terbiyesiz
грубо	kabalık
грубо	kaba
географ	coğrafyacı
франки	frankie
жозе	jose
жозе	josé
жозе	jose
жозе	josé
хармония	ahenk
хармония	uyumu
хармония	uyum
хармония	harmony
бъдещ	gelecek
бъдещ	geleceğin
бъдещ	gelecekteki
нацистите	nazi
нацистите	naziler
декоративни	dekoratif
загубите	kayıpları
загубите	kayıplar
уокър	walker
регистриран	kayıtlı
предпоставка	öncül
предпоставка	dayanak
оверн	auvergne
гущери	kertenkele
гущери	kertenkeleler
единбург	edinburgh
горене	yanma
горене	yanan
горене	yakmak
горене	yanma
горене	yanıyor
пушкин	pushkin
измислен	icat
измислен	hayali
измислен	kurgusal
отровни	zehirli
фасадата	cephe
тежест	yük
тежест	ağırlığı
тежест	ağırlık
тежест	kilosu
тежест	kilo
тежест	şiddeti
репутация	şöhret
репутация	itibar
репутация	itibarını
репутация	goodwill
автобус	otobüsle
автобус	otobüs
милош	milos
олимпия	olympia
разследването	soruşturma
вторник	salı
вторник	sali
омар	istakoz
омар	omar
омар	ömer
изпит	sınav
изпит	muayene
изпит	sınav
изпит	sınavlar
мечта	rüya
мечта	düş
мечта	hayal
мечта	dream
диплома	diploma
комикси	karikatür
комикси	karikatür
комикси	çizgi
събрания	görüşmeler
събрания	toplantı
събрания	toplantılar
истинско	real
истинско	gercek
истинско	reel
истинско	gerçek
въведено	tanıttı
въведено	tanıştırdı
разходка	yürüyen
разходка	yürümek
разходка	yürüyorum
разходка	yürüyüş
разходка	yürüme
разходка	yürü
разходка	yürüyüş
установен	kurulmuştur
установен	kurulmuş
установен	kuruldu
установен	yerleşik
установен	kurulan
синт	sint
синт	sentetik
ферма	çiftlik
ферма	fermat
троя	troy
троя	truva
благородник	noble
благородник	asil
благородник	soylu
перес	peres
перес	perez
укрепване	güçlendirme
укрепване	güçlendirme
укрепване	güçlendirmek
укрепване	güçlendirme
укрепване	takviye
таен	sır
таен	secret
таен	gizli
спин	aids
спин	aids
окръжност	daire
окръжност	çember
частица	parçacık
китаристи	gitaristler
теза	tez
теза	tezi
олимп	olympus
гробището	mezarlık
гробището	mezarlıkta
гробището	mezarlığı
гробището	mezarlık
гробището	mezarlığı
хотели	oteller
хотели	otel
хотели	otelleri
пистолет	tabanca
пистолет	silahı
пистолет	silah
пистолет	tabanca
арест	tutuklanma
арест	tutuklama
ресурс	kaynak
пир	ziyafet
пир	bayram
пир	şölen
