keith	keith
kronanje	kroonimist
žogo	ball
žogo	pall
žogo	palli
hodi	kõndimine
hodi	jalutades
hodi	jalutamas
hodi	kõnnib
hodi	kõnni
hodi	jalutuskäik
martini	martini
pisatelji	kirjanikud
pel	laulis
pel	sang
pel	laulsid
hčerki	tütreid
hčerki	tütred
duhovne	vaimne
duhovne	hingeline
romain	romain
temna	tume
hollywood	hollywood
hollywood	hollywoodi
pekingu	pekingi
zidovi	seinad
šesta	kuuendaks
šesta	kuues
kentucky	kentucky
lepi	kaunist
lepi	ilus
lepi	kaunid
lepi	ilusad
lepi	kaunis
lepi	nägus
chiron	chiron
sonata	sonata
zaposlene	töötajad
istván	istván
jelen	hirv
jelen	hirve
houston	houston
sullivan	sullivan
geolog	geoloog
centralno	kesksed
centralno	kesk
centralno	keskosa
centralno	keskne
centralno	tsentraalselt
ohrani	säilita
ohrani	hoida
ohrani	hoia
ohrani	hoian
ohrani	säilita
sanj	unistused
sanj	unenäod
dram	dram
dram	dram
antibiotiki	antibiootikumid
leseno	puust
leseno	puidust
leseno	puit
petrov	petrov
gene	gene
gene	geen
gene	geeni
skrivaj	salaja
trupa	kere
trupa	torso
označeni	märgitud
označeni	märgistatud
označeni	tähistatud
označeni	märgitud
označeni	märgistatud
sporno	vaidlustatud
subjekt	teema
subjekt	subjekti
subjekt	subjekt
subjekt	üksus
apr	apr
leslie	leslie
kuga	katk
žile	veenid
daljnogled	binokkel
daljnogled	teleskoobi
specifični	konkreetne
specifični	spetsiifilised
specifični	konkreetsete
specifični	spetsiifiline
rane	haava
rane	haav
rane	haavad
trdne	tahke
trdne	tahked
kupole	kuplite
profesionalno	professionaal
profesionalno	professionaalne
profesionalno	ametialane
profesionalno	professionaalselt
branilec	kaitsja
valentina	valentina
valentina	valentino
švico	šveits
plesni	hallitusseente
plesni	hallitus
obrti	käsitöö
akt	akt
akt	tegutsema
akt	act
spremljanje	järelevalve
spremljanje	jälgimine
spremljanje	seire
spremljanje	monitor
spremljanje	monitori
spremljanje	jälgida
spremljanje	jälgija
demokracija	demokraatia
wang	wang
leipzig	leipzigi
stefano	stefano
dežja	vihm
dežja	rain
okrogle	ümar
okrogle	ümmargused
okrogle	ümmargune
okrogle	voor
uporabljeno	kasutatud
four	neli
zaposlena	hõivatud
oxfordu	oxfordis
oxfordu	oxfordi
čista	puhas
biološke	bioloogiline
biološke	bioloogilised
zmaja	lohe
deseto	kümnes
flora	flora
nevarna	ohtlikud
nevarna	ohtlik
nevarna	ohtlikud
nevarna	ohtlik
ante	ante
montgomery	montgomery
barja	sood
pekel	põrgu
trgovanje	kauplemine
trgovanje	kaubandus
trgovanje	kauplemine
trgovanje	kauplemise
epizoda	episood
ran	haavad
aluminij	alumiiniumi
aluminij	alumiinium
aluminij	alumiiniumist
aluminij	alumiinium
flota	laevastiku
flota	laevastik
kanadsko	kanada
akademski	akadeemiline
akademski	akadeemilise
popotnik	rändaja
popotnik	rändur
popotnik	reisija
popotnik	rändaja
popotnik	rändaja
moment	moment
moment	hetk
semen	seemned
semen	seeme
standardi	standardid
garden	aia
garden	aed
težavo	probleem
težavo	probleemi
težavo	probleemiks
brezplačno	vabad
brezplačno	vaba
brezplačno	free
brezplačno	tasuta
kandidatov	kandidaadid
televizijo	televiisor
televizijo	televisiooni
televizijo	televisioon
glenn	glen
glenn	glenn
odkrita	avastatud
odkrita	avastasin
odkrita	avastas
odkrita	tuvastati
odkrita	tuvastatud
odkrita	avastatud
odkrita	avastati
bližje	lähemale
bližje	lähemal
bližje	lähemalt
obraza	näoga
obraza	näo
obraza	nägu
obraza	face
produkti	tooted
magister	magister
berry	marja
berry	berry
željko	željko
železna	raud
železna	raua
strehe	katuseid
strehe	katus
zastrupitev	mürgitus
gas	gaas
gas	gaasi
gas	bensiin
niki	nicki
niki	niki
oak	tamme
oak	tammeka
rojene	sündis
rojene	sündinud
prusija	preisimaa
polobli	poolkera
zaprti	kinnine
zaprti	suletud
testi	katsetused
testi	katsed
testi	testid
najmočnejši	tugevaim
zdravi	terved
zdravi	tervena
zdravi	tervislik
pariški	pariis
pariški	pariisi
madison	madison
madison	madisoni
privrženci	järgijad
operator	operaator
operator	käitaja
pasme	tõug
pasme	tõu
pasme	tõugude
stabilen	stabiilset
stabilen	stabiilsed
stabilen	stabiilne
cat	kass
cat	cat
klinični	kliiniline
klinični	kliinilised
grafični	graafiline
oddaljeno	kauge
oddaljeno	pult
kemična	keemiline
kemična	keemilised
kemična	kemikaal
spremenjena	modifitseeritud
spremenjena	muudetud
spremenjena	muudetud
cerro	cerro
enotnost	ühtsus
enotnost	ühtsuse
prometni	liikluse
prometni	liiklus
prometni	liikluses
globalno	globaalselt
globalno	ülemaailmselt
globalno	ülemaailmne
globalno	global
globalno	globaalsed
globalno	globaalne
globalno	ülemaailmse
opozorilo	hoiatus
katerikoli	iga
avtoceste	kiirtee
avtoceste	kiirteed
avtoceste	kiirteede
redna	korrapärane
redna	regulaarsed
redna	tavaline
redna	korrapärased
redna	regulaarne
darilo	kink
darilo	kingitus
jorge	jorge
potomcev	järglane
potomcev	järglased
euler	euleri
aretiran	arreteerida
aretiran	vahistamine
aretiran	arreteeritud
aretiran	vahistatud
harper	harper
uporniki	mässulised
sloves	mainet
sloves	maine
sloves	reputatsioon
pridobijo	omandada
ugodno	soodne
ugodno	soodsalt
ugodno	soodne
saška	saksi
dihal	hingamisteede
ovire	takistused
ovire	tõkked
ovire	takistused
ovira	takistamine
ovira	takistus
ovira	takistuse
ovira	takistus
ovira	tõke
cole	cole
campo	campo
čile	tšiili
namerava	kavatseb
piva	õlut
piva	õlle
piva	õlu
piva	õlled
psihološko	psühholoogiline
psihološko	psühholoogiliselt
institucije	asutused
institucije	institutsioonid
institucije	institutsioone
zaklad	aare
zaklad	varandus
odstop	tagasiastumisega
odstop	tagasivõtmine
odstop	tühistamise
finančna	rahaline
finančna	finants
finančna	rahalised
razsežnost	mõõtmed
razsežnost	mõõde
zabavo	party
zabavo	pidu
zabavo	erakond
zabavo	peole
zabavo	meelelahutus
konvencije	konventsiooni
konvencije	konventsioon
konvencije	konventsioonid
zbirajo	koguda
zbirajo	koguma
srbi	serblased
nepravilno	ebaõige
nepravilno	ebaregulaarne
nepravilno	valesti
spusti	tilk
connecticut	connecticuti
vodilna	juhtiv
vodilna	suunav
stanford	stanfordi
stanford	stanford
pakistan	pakistan
pakistan	pakistani
srečen	õnnelik
pionir	pioneer
demo	demo
zdravko	zdravko
württemberg	württemberg
natančen	täpne
natančen	täpsed
natančen	täpne
emma	emma
balet	balletti
balet	ballett
aparat	seadmed
aparat	seade
aparat	aparatuur
aparat	aparaat
warwick	warwicki
mrk	varjutus
ekonomija	majandus
ekonomija	majandus
trpljenje	kannatab
trpljenje	kannatusi
trpljenje	kannatused
trpljenje	kannatavad
bello	bello
bello	bella
bogastva	rikkus
bogastva	rikkusi
bogastva	rikkust
bogastva	rikkuse
bogastva	rikkus
gole	paljaste
gole	paljas
zvest	ustav
zvest	lojaalsed
zvest	lojaalne
zvest	truu
predelavo	töötlus
predelavo	töötlemine
lažji	lihtsam
lažji	kergem
lažji	kergem
ano	ana
povprečje	keskmine
gozdarstvo	metsanduse
gozdarstvo	metsandus
depresija	depressioon
sosednji	külgnevate
športnik	sportlane
kirurg	kirurg
škrat	haldjas
škrat	päkapikk
škrat	kääbus
škrat	päkapikk
aluminijev	alumiiniumi
aluminijev	alumiinium
aluminijev	alumiiniumist
perspektive	perspektiive
perspektive	perspektiivi
perspektive	perspektiiv
mlajša	noorem
mlajša	nooremad
rjava	brown
rjava	pruuniks
rjava	pruunid
rjava	pruun
prazno	tühi
prazno	tühjad
prazno	tühi
poklicna	professionaal
poklicna	professionaalne
poklicna	ametialane
poklicna	ametialane
pomočnika	abiline
pomočnika	assistent
pomočnika	abiline
protein	valk
protein	proteiin
protein	valgud
pričakovali	oodatud
pričakovali	eeldatav
pričakovali	oodati
galaksija	galaktika
galaksija	galaxy
brooklyn	brooklyn
brooklyn	brooklyni
temple	tempel
temple	temple
večno	igaveseks
večno	igavesti
večno	igavest
večno	igavene
španci	hispaanlased
osmi	kaheksas
tokov	vood
tokov	vood
tokov	voolab
lokomotiva	veduri
sonda	sond
kuge	katk
jakost	jõudu
jakost	tugevus
jakost	kangus
vaščani	külaelanikud
sončna	päikeseline
sončna	päikese
sončna	päikeseenergia
nositi	kanda
nositi	kanna
nositi	kanda
jezuit	jesuiit
znamka	brand
moss	moss
naravnost	sirge
informacija	teave
informacija	info
informacija	informatsioon
tedne	nädalad
tedne	nädalaid
tedne	nädalat
sektor	sektor
izdeluje	paneb
izdeluje	teeb
oklahoma	oklahoma
listine	harta
listine	dokumendid
dušik	lämmastik
prostorsko	ruumiline
walsh	walsh
mio	mia
mio	mln
sliši	kuuleb
črpalka	pumba
črpalka	pump
črpalka	pumpa
torpedo	torpeedo
luther	luther
lane	lane
fifa	fifa
zaseda	varitsus
zaseda	varitsus
preliv	kalle
preliv	üleminek
preliv	glasuuri
vladavina	valitsemisaeg
bolgari	bulgaarlased
luke	luke
kritični	kriitiline
kritični	kriitilised
planeti	planeedid
planeti	planeete
dušika	lämmastik
združi	ühendamine
združi	ühenda
združi	kombineerimine
združi	kombineerida
patton	patton
neposredne	otsene
neposredne	vahetu
neposredne	direct
neposredne	otsesed
prejemnik	saaja
prejemnik	vastuvõtja
prejemnik	saaja
obiskovalci	külastajad
obiskovalci	külalised
pink	roosa
pink	roosad
uči	õpetab
čaščenje	kummardavad
omejeni	piiratud
omejeni	limited
omejeni	piiratud
fletcher	fletcher
peters	peters
filippo	filippo
pojasnilo	seletus
pojasnilo	selgitus
pojasnilo	selgitamine
pojasnilo	selgitus
porušili	lammutatud
ionizacijski	ionisatsiooni
tisočletje	aastatuhandet
tisočletje	aastatuhande
plače	palk
plače	töötasu
plače	palk
plače	töötasu
plače	palgad
plače	palgad
ocenjevanje	hindamine
ocenjevanje	hinnang
ocenjevanje	hindamine
ocenjevanje	hinnang
rex	rex
vladislav	vladislav
komunistov	kommunistid
nadvojvoda	ertshertsog
astronomijo	astronoomia
ciper	küpros
roza	roosa
roza	roosad
diplomo	diplom
češkoslovaško	tšehhoslovakkia
dodaten	ekstra
dodaten	extra
konzul	konsul
sten	seinad
kapital	pealinn
kapital	kapital
eksplozija	plahvatus
vrtenje	rotatsiooni
vrtenje	pööramine
ugotovitev	leiud
ugotovitev	järeldused
ugotovitev	järeldus
ugotovitev	järeldused
ugotovitev	kokkuvõte
glukoze	glükoos
naročila	tellis
naročila	tellitud
naročila	lepingud
naročila	tellimus
naročila	kord
naročila	järjekord
naročila	korraldus
naročila	ordu
naročila	korraldused
naročila	käsud
naročila	tellimused
objavljene	avaldatud
kleti	keldreid
kleti	keldris
kleti	kelder
oblikovana	sõnastatud
podružnice	filiaalid
podružnice	oksad
karta	pilet
karta	kaardiga
karta	kaart
karta	kaardi
poslanstvo	missioon
amon	amon
venera	veenus
kmetijski	põllumajanduslik
budizem	budism
kršitev	rikkumise
kršitev	rikkumine
kršitev	rikkumine
kršitev	rikkumised
poskuse	eksperimendid
ilija	ilja
sloni	elevandid
pečat	pitser
pečat	pitsat
irsko	iiri
irsko	iirlased
irsko	iirimaa
spodbujanje	julgustust
spodbujanje	soodustamine
spodbujanje	stimulatsiooni
spodbujanje	edendamine
spodbujanje	edendades
spodbujanje	edendamine
spodbujanje	edendada
kmeta	farmer
pripadala	kuulus
pivo	õlut
pivo	õlle
pivo	õlu
pivo	õlled
vrtec	lasteaed
vrtec	lasteaias
hercegovine	hertsegoviina
absorbira	imendunud
znamenja	märgid
znamenja	marks
znamenja	mutid
znamenja	sildid
znamenja	märgid
znamenja	märke
bratranec	nõo
bratranec	nõbu
bratranec	nõbu
organe	organid
lepote	ilu
lepote	iludus
lepote	kaunitar
lauda	lauda
slovesno	pühalik
slovesno	pidulikult
slovesno	pühalikult
zakonodajo	õigusaktid
zakonodajo	seadusandlus
zakonodajo	õigusakt
caroline	caroline
soares	soares
raznolikost	mitmekesisust
raznolikost	mitmekesisuse
raznolikost	mitmekesisus
raznolikost	sort
raznolikost	sordi
romantike	romantika
nogo	jalg
nogo	jalg
nogo	jalale
krajša	lühem
lamborghini	lamborghini
sporna	vaidlustatud
skladišče	ladu
skladišče	laohoone
skladišče	hoidla
skladišče	ladustamise
skladišče	säilitamine
skladišče	ladustamine
islamski	islami
računalniška	arvuti
thomson	thomson
planete	planeedid
planete	planeete
vega	vega
posvečeno	pühendatud
posvečeno	pühendunud
kotu	nurk
kotu	nurka
profile	profiilid
basel	baseli
basel	basel
ogrodje	raamistik
ogrodje	kaader
ogrodje	raam
ogrodje	raami
prizore	stseenid
izrecno	sõnaselgelt
izrecno	selgesõnaliselt
izrecno	sõnaselgelt
izrecno	selgesõnaliselt
izrecno	konkreetselt
augustus	augustus
klubi	klubid
pilota	lendurid
kalijev	kaalium
kalijev	kaaliumi
toledo	toledo
potrditev	kinnitus
potrditev	kinnitus
potrditev	kinnitada
potrditev	kinnitan
potrditev	kinnita
potrditev	kinnitamine
potrditev	valideerimine
slapovi	kukub
slapovi	falls
slapovi	langeb
rezidenca	elukoht
rezidenca	elukoha
rezidenca	elamine
avstralijo	austraalia
uma	uma
baziliko	basiilika
portugalsko	portugali
portugalsko	portugali
portugalsko	portugal
strop	lagi
hartmann	hartmann
izdano	emiteeritud
izdano	väljastatud
označi	sildi
označi	tag
označi	silt
označi	märgi
označi	märk
označi	mark
spori	konfliktid
spori	vaidlused
grace	grace
digitalna	digitaalse
digitalna	digitaalne
dur	dur
serra	serra
zmanjšana	vähenenud
zmanjšana	vähendatud
zmanjšana	vähenenud
zmanjšana	vähenes
zmanjšana	vähendatud
zlo	kurjus
zlo	kurja
zlo	kuri
iowa	iowa
pearl	pearl
pearl	pärl
pearl	pärli
centimetrov	tolli
aaron	aaron
gnezdo	pesa
razdeljeni	jagatud
razdeljeni	jaotatud
bere	loeb
normandiji	normandia
vest	südametunnistus
amy	amy
grič	hill
sekretarja	sekretärid
koreji	korea
astronomi	astronoomid
clay	clay
clay	savi
prvaki	meistrid
jude	jude
živec	närvi
fiat	fiat
pričakuje	eeldab
magnetni	magnet
sirije	süüria
omejene	piiratud
omejene	limited
duet	duett
duet	duo
slovaški	slovaki
slovaški	slovakkia
obalna	ranniku
afriški	aafrika
risbe	joonised
risbe	joonistused
vita	vita
fazah	etapid
daljša	kauem
daljša	pikemad
daljša	pikem
rolf	rolf
eksperimentalno	eksperimentaalne
devica	neitsi
devica	neitsi
negativen	negatiivne
negativen	negatiivsed
mentorstvom	juhendamise
poceni	odav
poceni	odavad
poceni	odav
poceni	odavalt
bariton	bariton
pan	paan
pan	paani
pan	pan
pan	panni
samostanov	kloostrid
ploščice	klotsi
ploščice	plaadid
glock	glock
scena	stseen
scena	stseeni
dietrich	dietrich
zadetek	bingo
zadetek	skoor
zadetek	punktisumma
zadetek	hit
zadetek	löö
zadetek	tabas
fanta	poisid
magic	maagiline
magic	võlu
magic	magic
magic	maagia
vetrovi	tuuled
ogromne	tohutu
ogromne	hiiglaslik
albrecht	albrecht
muslimanov	moslemid
maine	maine
toplotno	termilise
dos	dos
jensen	jensen
lindsay	lindsay
papi	papi
pobudnik	algataja
protitelesa	antikehad
protitelesa	antikeha
protitelesa	antikehade
vrstice	read
vrstice	read
vrstice	jooned
vrstice	liinid
mehanika	mehaanika
mehanika	mehaanik
narejeni	tehtud
mate	mate
osborne	osborne
junakov	kangelased
ozek	kitsas
ozek	kitsad
žalosti	kurbus
žalosti	kurbust
težava	probleem
težava	probleemi
težava	probleemiks
emily	emily
trdnost	jõudu
trdnost	tugevus
trdnost	kõvadus
izhod	väljund
izhod	välju
izhod	väljumine
izhod	väljapääs
oslo	oslo
sled	jälg
sled	rada
sled	heeringas
sled	jälg
sklop	klaster
sklop	assamblee
sklop	strand
jun	jun
zimo	talv
sok	juice
sok	mahla
sok	mahl
krovu	juhatuse
krovu	juhatus
vztrajno	järjekindel
vztrajno	püsivad
vztrajno	püsiv
alge	vetikad
kovina	metallist
kovina	metall
kovina	metal
kovina	metalli
teka	söögiisu
teka	isu
kilogramov	kilogrammides
kilogramov	kilogrammi
kilogramov	naelad
kilogramov	naela
peru	peruu
izdaj	küsimused
miško	hiir
miško	hiire
pričakovanja	ootused
pričakovanja	ootused
pričakovanja	ootus
lidija	lydia
apple	õun
apple	apple
apple	õuna
dubrovnik	dubrovnik
frančiškanski	frantsiskaani
ogroženih	ohustatud
odgovori	vastus
odgovori	vasta
odgovori	vastus
odgovori	vastused
odgovori	vastuseid
odgovori	vastused
kroglo	kera
razkrije	paljastab
pesniki	poeedid
havilland	havilland
winter	talv
pravilna	korrektne
pravilna	õige
ustrezna	asjakohane
ustrezna	asjakohased
ustrezna	sobiv
ustrezna	asjakohane
ustrezna	kohane
ustrezna	sobilik
ustrezna	piisav
ustrezna	piisavad
ustrezna	adekvaatne
ustrezna	sobiv
ustrezna	sobilik
ustrezna	sobivad
začetno	algne
začetno	esialgne
maščevanje	kättemaks
maščevanje	kättemaks
maščevanje	kättemaks
maščevanje	kättemaks
reorganizacijo	ümberkorraldamine
železov	raud
železov	raua
sierra	sierra
občutljivost	tundlikkus
užival	nautinud
užival	nautis
ribolov	kalandus
ribolov	kalapüük
ribolov	püük
blata	muda
blata	pori
blata	muda
vatikan	vatikani
vatikan	vatikan
vprašal	küsis
vprašal	palus
vprašal	küsitud
messerschmitt	messerschmitt
kong	kong
enterprise	enterprise
enterprise	ettevõte
enterprise	ettevõtlus
tomo	tomo
prepovedana	keelatud
prepovedana	keelatud
prepovedana	keelustatud
prepovedana	keelatud
zadovoljen	rahul
zadovoljen	rahuldatud
zadovoljen	rahul
oglaševanje	reklaami
oglaševanje	reklaam
torre	torre
jabolko	õun
jabolko	apple
jabolko	õuna
dosledno	järjekindlalt
dosledno	järjepidevalt
dosledno	järjepidev
dosledno	järjekindel
izračun	arvutus
izračun	arvutamine
izračun	arvestus
odmerek	annus
odmerek	annustamine
odmerek	annus
odmerek	doos
digitalno	digitaalselt
digitalno	digitaalse
digitalno	digitaalne
kandidati	kandidaadid
receptorje	retseptorid
gmbh	gmbh
ubitih	tapetud
ubitih	tapeti
ubitih	tappis
novica	news
novica	uudis
novica	uudised
aretirali	arreteeritud
aretirali	vahistatud
aplikacije	rakendused
aplikacije	taotlused
aplikacije	rakendused
steza	pala
steza	raja
steza	rada
steza	rööbastee
steza	raja
pepel	tuhk
pepel	ash
pepel	tuhk
avstrijci	austerlased
gov	gov
litva	leedus
litva	leedu
janša	janša
iva	iva
kult	kultus
nemec	saksa
nemec	sakslane
latvija	läti
frekvence	sagedused
parametre	parameetrid
boginje	jumalannad
gustave	gustave
okrožij	piirkonnad
obdelava	töötlus
obdelava	töötlemine
obdelava	töötlus
obdelava	ravi
obdelava	töötlemine
obdelava	ravile
jeklo	teras
jeklo	steel
jeklo	terasest
prisilno	jõuga
prisilno	sundis
prisilno	sunnitud
oblaki	pilvede
oblaki	pilvi
oblaki	pilved
algebra	algebra
žarek	kiir
vonja	lõhn
beatles	beatles
klic	kõne
viadukt	viadukt
budimpešti	budapestis
budimpešti	budapesti
sesalci	imetajad
sesalci	imetajate
predmestju	äärelinna
predmestju	äärelinna
bivanje	elukoht
bivanje	elukoha
bivanje	elamine
bivanje	jäämine
rogers	rogers
terapije	teraapia
terapije	ravi
terapije	ravile
atlantic	atlandi
atlantic	atlantic
standarde	standardid
warner	warner
produkcije	productions
olimpijada	olümpiaadil
maščob	rasvad
maščob	rasv
maščob	rasva
maščob	paksud
maščob	paks
cesare	cesare
podjetji	ettevõtted
kosi	tükid
kosi	tükid
odstotek	protsent
odstotek	protsent
miss	preili
šaha	male
konstante	konstandid
mara	mara
nepričakovano	ootamatult
nepričakovano	ootamatu
regionalno	regionaalne
regionalno	piirkondlik
regionalno	piirkondlikud
regionalno	piirkondlikult
priznani	tunnustatud
izvoz	eksport
izvoz	eksport
izvoz	ekspordi
katerokoli	iga
strel	lask
strel	tulistatud
strel	tulistas
prevodnost	juhtivus
montrealu	montreali
express	express
express	ekspress
express	väljendada
bal	bal
nadomesti	asendab
nadomesti	asenda
nadomesti	asendus
nadomesti	asendatakse
nadomesti	asendamine
geografska	geograafiline
geografska	geograafilised
slikanje	maal
slikanje	maali
slikanje	värvimine
petdeset	viiskümmend
men	meestele
men	mehed
opozarja	hoiatab
naklonjenost	kiindumus
naklonjenost	kiindumust
izvolitev	valimised
fleming	fleming
strupene	mürgine
udarci	löömine
udarci	puhub
udarci	lööke
sveže	värsked
sveže	värske
sveže	värskelt
butler	butler
butler	ülemteener
butler	teener
mešanje	segamine
mešanje	segamist
mešanje	segamise
regina	regina
stavki	streik
stavki	löök
stavki	väljendid
stavki	laused
stavki	fraase
stavki	laused
stavki	lauseid
fontana	fontana
fontana	purskkaev
mačke	kassid
relikvije	reliikviad
salvador	salvador
kap	insult
ras	ras
trajanje	kestus
magdalena	magdaleena
magdalena	magdalena
riga	riia
jerry	jerry
najdeni	leidis
najdeni	leiti
najdeni	leitud
prijateljica	sõber
prijateljica	sõbranna
zvestobo	truudus
zvestobo	ustavus
zvestobo	lojaalsust
zvestobo	lojaalsus
weiss	weiss
centrov	keskused
centrov	keskuste
starše	vanemad
starše	lapsevanemad
volumen	ruumala
volumen	maht
volumen	helitugevus
volumen	köide
vito	vito
ustanovitelji	asutajad
tel	tel
tehta	kaalub
lado	lado
afganistanu	afganistan
afganistanu	afganistani
koristno	kasulikud
koristno	kasulik
koristno	abivalmis
nadaljevalo	jätkamine
nadaljevalo	jätkub
nadaljevalo	jätkati
nadaljevalo	jätkus
nadaljevalo	jätkuv
nadaljevalo	jätkas
vzela	võttis
vzela	võtsid
okuženih	nakatatud
okuženih	nakatunud
tvoje	sinu
tvoje	sinu
tvoje	teie
kmetijsko	põllumajanduslik
sončno	päikeseline
sončno	päikese
sončno	päikeseenergia
štirideset	nelikümmend
tkiv	kudedes
tkiv	kudede
tkiv	kudesid
tkiv	koed
pero	sulg
pero	pen
pero	pliiats
johanna	johanna
avro	avro
partner	partner
partner	paarimees
kolidž	kolleegium
kolidž	kolledž
brest	bresti
znamk	kaubamärkide
črn	mustad
črn	black
črn	musta
črn	must
naključno	suvaliselt
naključno	juhuslikult
naključno	suvaline
naključno	juhuslik
saab	saab
usmerjeni	suunatud
sedeži	istmed
toulouse	toulouse
felice	felice
hranil	toitainete
hranil	toitainete
balkan	balkani
balkan	balkanil
balkan	balkani
balkan	balkanil
kapitala	pealinn
kapitala	kapital
izjava	avaldus
izjava	deklaratsioon
gorsko	mäe
gorsko	mägi
opazovalec	jälgija
opazovalec	vaatleja
celični	raku
sirijo	süüria
obiskovalce	külastajad
obiskovalce	külalised
nino	nina
nino	nino
emanuel	emanuel
plesa	tantsimine
suhe	kuivaks
suhe	kuivad
suhe	kuiv
realizem	realism
priseljenci	sisserändajate
priseljenci	immigrandid
sredozemsko	vahemere
sredozemsko	vahemeri
izraelski	iisraeli
izraelski	iisrael
izraelski	iisraeli
izraelski	iisrael
izgine	kaob
izgine	kaovad
izgine	kaduma
zbrana	kogutud
zima	talv
obtok	ringlusse
sands	liivad
natalija	natalja
natalija	natalja
natalija	natalja
frekvenca	esinemissagedus
frekvenca	sagedus
ipa	ipa
zdravstvo	tervishoid
strmo	järsk
vejo	oks
vejo	filiaal
vejo	haru
vejo	filiaali
dob	sünniaeg
violina	viiulit
violina	viiul
nemščina	saksa
nemščina	sakslane
fry	fry
willy	willy
demokrat	demokraat
vzdržuje	säilitab
klarinet	klarnet
vesela	õnnelik
jezikoslovje	keeleteadus
luksemburg	luksemburg
luksemburg	luxembourg
luksemburg	luksemburgi
peska	liiv
peska	liiva
kardinali	kardinalid
magyar	magyar
ilves	ilves
učinkoviti	efektiivne
učinkoviti	tõhus
učinkoviti	tõhusad
učinkoviti	efektiivne
učinkoviti	tulemuslik
učinkoviti	tõhus
učinkoviti	tõhusad
lase	karvad
lase	soeng
lase	juuksed
romane	romaane
roža	lill
roža	õis
roža	lilleke
poslopja	ehitised
poslopja	hooned
natančnost	täpsus
natančnost	täpsusega
natančnost	täpsust
natančnost	täpsus
natančnost	täpsust
natančnost	täpsuse
carmen	carmen
evro	euro
zavarovanje	tagatis
zavarovanje	tagatise
zavarovanje	kindlustus
susan	susan
tropskih	troopiline
atomsko	aatom
atomsko	aatomi
koncerte	kontserdid
bauer	bauer
helene	helene
nicole	nicole
organiziran	korraldatud
organiziran	organiseeritud
organiziran	organiseeritud
podgorica	podgorica
seattle	seattle
vmesni	vahepealne
spopadi	kokkupõrked
spopadi	konfliktid
uradniki	ametnikud
uradniki	ametnikud
orla	eagle
orla	kotkas
upravitelj	manager
upravitelj	juhataja
upravitelj	haldur
upravitelj	haldur
upravitelj	administraator
letel	lennanud
letel	lendasid
letel	lendas
zavarovana	kindlustatud
zavarovana	tagatud
zavarovana	turvatud
ponovitev	kordumine
ponovitev	kordus
berkeley	berkeley
pen	pen
pen	pliiats
računalniki	arvutid
podedoval	pärib
podedoval	päri
podedoval	pärinud
podedoval	pärilik
debelo	paksud
debelo	paks
argentino	argentina
argentino	argentiina
soncem	päikest
soncem	päike
logo	logo
gline	clay
gline	savi
gline	savid
hitrejši	kiirem
hitrejši	kiiremini
hitrejši	kiirem
hitrejši	kiiremini
biologija	bioloogia
beneška	veneetsia
zmanjševanje	vähendamine
moder	tark
derivati	derivaadid
klinično	kliiniliselt
eugenio	eugenio
umetna	kunstlik
dokumente	dokumendid
meteorit	meteoriit
vnetja	põletik
letne	hooaega
letne	aastane
letne	aastased
asp	asp
strela	välk
cecil	cecil
objava	postitust
objava	post
objava	postitus
objava	avaldamine
istanbul	istanbuli
bennett	bennett
sodnikov	kohtunikud
strateški	strateegilised
strateški	strateegiline
skladišča	laod
puško	püss
puško	püss
puško	püssi
puško	vintpüss
resničnost	tegelikkus
resničnost	reaalsus
timo	timo
mat	mati
mat	lõppmängu
padavine	sademed
plenilci	kiskjad
emile	emile
cameron	cameron
break	vaheaeg
break	murda
centri	keskused
centri	keskused
centri	keskuste
romano	romano
mozart	mozart
mississippi	mississippi
ujeti	püüa
ujeti	saak
ujeti	saagi
ujeti	lõksus
ciudad	ciudad
prikazano	näidatud
prikazano	illustreeritud
papa	papa
hrt	hurda
generator	generaator
monika	monika
monika	monica
poklical	helistas
jem	jem
najdaljša	pikim
začasni	ajutised
začasni	ajutine
začasni	ajutine
omar	omar
zakonsko	juriidiliselt
zakonsko	legaalselt
zakonsko	seaduslikult
zakonsko	õiguslikult
skrajni	äärmuslik
protiteles	antikehad
protiteles	antikeha
protiteles	antikehade
kopno	maa
kopno	maad
kopno	land
kopno	mandri
faktorji	tegureid
faktorji	tegurid
malcolm	malcolm
ujet	püütud
ujet	püütud
ujet	tabatud
ujet	vangistatud
ujet	lõksus
neuradno	mitteametlikult
neuradno	mitteametlikult
kovanec	münt
kovanec	mündi
shaw	shaw
toplo	soojad
toplo	sooja
toplo	soe
toplo	soojalt
petelin	kukk
petelin	riist
petelin	kukk
block	plokk
block	bloki
block	blokk
block	block
titan	titaani
titan	titaan
titan	titaan
izgnanstvu	pagenduse
santana	santana
