年	any
改建	alteracions
改建	alteració
傷	ferits
政黨	party
政黨	partit
政黨	festa
相對	relatiu
相對	relativament
一半	meitat
一半	half
七月	juliol
同上	ídem
路口	intersecció
危機	crisi
指示	instrucció
指示	instruccions
揚	jan
軍團	legió
軍團	legions
憲法	constitució
憲法	constitucions
天然	naturals
天然	natural
打破	break
打破	descans
打破	breaking
打破	trencant
駕駛	xofer
駕駛	conductor
駕駛	conducció
恐龍	dinosaure
恐龍	dinosaures
特性	característic
特性	característics
名人	celebritat
名人	famosos
氧化	oxidació
氧化	òxid
腹	abdomen
移除	elimina
笑	somriure
笑	riure
總督	governador
通訊	comunicacions
通訊	butlletí
通訊	newsletter
通訊	comunicador
通訊	comunicació
商店	botiga
商店	botigues
商店	comerços
商店	botiga
延長	prorrogat
延長	ampliat
延長	ampliació
延長	extensió
延長	pròrroga
延長	estén
裝備	equipaments
裝備	equipament
裝備	engranatge
司馬	sima
顧問	consultor
顧問	assessor
顧問	consultors
顧問	assessors
焦	jiao
醫療	mèdica
患者	pacients
患者	pacient
勤	diligent
劇情	drama
劇情	trama
站台	plataforma
依據	base
抗議	protesta
急	urgent
急	rush
男主角	actor
典型	típica
典型	típic
中間	intermèdia
中間	intermedi
文獻	literatura
理查	ricard
理查	richard
蜥	llangardaix
多數	majoria
暫停	suspèn
暫停	suspensió
暫停	pausada
暫停	pausa
原型	prototips
百萬	milions
百萬	milió
百萬	milions
聲音	so
聲音	veu
測量	mesura
測量	mesurament
測量	mesuraments
測量	mesura
測量	agrimensura
買	compra
買	buy
買	comprar
買	comprant
近代	moderna
近代	modern
噸	tones
噸	tona
論文	paper
論文	tesi
論文	tesis
論文	papers
直播	emissió
直播	viure
直播	live
福特	ford
游泳	nedar
游泳	natació
九月	setembre
九月	sept
反映	reflecteixen
反映	reflecteix
反映	reflexionar
反映	reflectir
反映	reflectint
常常	freqüentment
常常	sovint
創造	creació
波音	boeing
同步	sincronitza
同步	sincronització
同步	síncron
同步	sincronitza
經典	classics
經典	clàssics
經典	classic
經典	clàssic
教學	ensenyament
教學	docència
教學	instrucció
權力	atribucions
權力	competències
權力	poders
權力	potència
權力	poder
六月	juny
公眾	públic
公眾	públics
公眾	public
公眾	públiques
工廠	planta
工廠	fàbriques
工廠	fàbrica
書院	college
澳大利亞	austràlia
暫時	transitòriament
暫時	temporalment
領袖	manava
領袖	líder
軟	suaus
軟	soft
軟	suau
政權	règims
政權	règim
標誌	logotip
標誌	rètols
標誌	senyals
邁	mai
電話	telèfon
電話	convocatòria
電話	trucada
電話	telèfon
晶	jing
那麼	aleshores
那麼	llavors
堆	pila
堆	amuntegament
蘋果	poma
蘋果	apple
蘋果	pomes
巴基斯坦	pakistan
戰鬥機	lluitadors
市長	alcalde
肉	carn
規模	escala
大師	mestre
抵達	arribada
抵達	arriben
抵達	arribin
會員	membre
漢字	kanji
抵抗	resistència
任天堂	nintendo
迷	fandom
公車	bus
公車	autobús
公車	autobusos
附加	adjunta
附加	addicional
附加	addicionals
春秋	primavera
丹麥	dinamarca
丹麥	danès
毒	verí
哥倫比亞	colòmbia
沿海	costera
沿海	costaneres
岡	oka
月刊	mensualment
月刊	mensuals
月刊	mensual
公式	fórmula
公式	fórmules
公式	fórmules
註冊	registrat
註冊	inscrits
註冊	registre
註冊	matriculació
註冊	inscripció
大衛	david
定居	assentament
違反	incompliment
積極	actiu
積極	positiu
積極	positiva
積極	positius
積極	positivisme
積極	positivitat
性質	natura
性質	naturalesa
允	yoon
弱	debilitat
弱	feblesa
弱	dèbil
弱	feble
擴充	augmentation
擴充	augmentada
衍生	derivat
衍生	derivada
天體	objecte
天體	objectes
歌唱	cantar
歌唱	sing
歌唱	cant
歌唱	cantant
當局	autoritats
合唱	chorus
行走	caminant
登陸	aterratge
回答	resposta
強調	estrès
指令	instrucció
指令	directives
指令	directiva
指令	instruccions
封面	portada
封面	caràtula
封面	abasta
封面	caràtules
封面	fundes
數學	matemàtiques
數學	matemàtica
數學	matemàtica
數學	mates
數學	matemàtica
指控	acusacions
人才	talents
人才	talent
專家	especialista
專家	experts
專家	perits
專家	perit
專家	expert
玩	reprodueix
玩	jugant
相互	mutual
相互	mútues
相互	mútua
相互	mutu
埠	port
攝影	cinematografia
攝影	fotografia
權利	drets
幫	colla
商場	mall
武裝	armat
武裝	armats
性格	caràcter
性格	personatge
性格	personalitat
成長	creixent
成長	creixement
最小	mínim
坤	kun
坤	gon
星期六	dissabte
工作室	studios
工作室	studio
工作室	estudi
朝日	asahi
印刷	imprimeix
印刷	impressió
印刷	imprès
電力	electricitat
電力	potència
電力	poder
起源	origen
起源	gènesi
起源	genesis
起源	orígens
情報	intel
十二月	desembre
十二月	dec
鈴木	suzuki
南昌	nanchang
賣	vendre
賣	venut
賣	venuda
體重	pes
救援	rescat
救援	salvament
已知	conegut
磅	kampong
磅	lbs
磅	lliura
磅	lliures
高原	highland
高原	altiplà
高原	plateaux
青少年	juvenil
青少年	jovent
青少年	joventut
青少年	teen
青少年	adolescents
授權	autoritzar
授權	autorització
授權	autorització
策略	tàctiques
策略	tàctica
鷹	àguila
鷹	àliga
鷹	hawk
鷹	eagles
鷹	àguiles
最好	millor
探測	sonda
探測	detecció
鋼	acer
開幕	obertura
籃球	basquetbol
籃球	bàsquet
文庫	bunko
領土	territoris
領土	territorial
領土	territorials
領土	territori
替代	reemplaça
替代	substitueix
替代	substitut
替代	substitució
青山	aoyama
華盛頓	washington
型號	models
型號	model
天空	cel
天空	sky
手機	telèfon
燃料	combustible
青春	juvenil
青春	jovent
青春	joventut
投手	llançador
黑暗	fosc
黑暗	foscor
黑暗	tenebres
競爭	concursar
競爭	competir
競爭	competitiu
競爭	competitiva
競爭	competició
競爭	competència
運行	funcionant
運行	executa
運行	córrer
拼音	pinyin
呼	uf
內閣	gabinet
尋找	troba
尋找	trobi
尋找	trobeu
智利	xile
繁	shigeru
證實	confirmació
證實	confirmar
證實	confirma
壓力	pressió
壓力	estrès
豆	mongetes
形容	descrigui
形容	descriu
形容	descriure
鄰	veïns
校園	campus
校園	planters
平衡	equilibrat
平衡	equilibrada
平衡	balanç
平衡	saldo
平衡	equilibri
平衡	balanceig
平衡	equilibri
動力	motivació
動力	potència
動力	poder
候選人	candidats
候選人	candidates
候選人	aspirants
候選人	candidata
候選人	candidat
值得	dignes
學園	gakuen
跳	salta
密度	intensitat
密度	densitat
成果	resultats
對應	corresponent
標題	capçalera
標題	títol
標題	títols
侵犯	infracció
偏	biaix
巴赫	bach
想法	idees
想法	ideas
想法	pensaments
戀愛	koi
戀愛	amor
戀愛	relació
亞歷山大	alexandria
亞歷山大	alexandre
亞歷山大	alexander
傳播	difusió
傳播	propagació
傳播	difusió
維多利亞	victòria
維多利亞	victoria
等級	nivell
等級	jerarquia
等級	grau
英尺	peus
英尺	peu
市政府	municipis
市政府	ajuntaments
興趣	interessos
興趣	interessat
興趣	interessats
興趣	interès
允許	permesos
允許	permès
允許	permetre
允許	permet
允許	permís
理念	concepte
理念	filosofia
理念	conceptes
鼻	nas
怪	senars
怪	senar
對抗	confrontació
差異	diferències
差異	discrepàncies
差異	variància
差異	diferència
路易斯	lluís
路易斯	louis
員工	empleat
員工	empleats
格林	green
格林	verd
綠色	green
綠色	verd
車隊	flota
車隊	comboi
車隊	comitiva
單元	mòduls
單元	mòdul
單元	dependències
單元	unitats
單元	unitat
英吋	polzada
英吋	polzades
拓	takuya
神秘	misteri
神秘	misteriós
神秘	misteriosa
槽	ranura
槽	ranures
槽	franges
槽	groove
尊重	respect
尊重	respecte
溫度	temperatura
溫度	temperatures
基督	crist
琉球	ryukyu
琉球	okinawa
砲	canó
星光	starlight
阿富汗	afganistan
頒獎	premis
真實	real
真實	cert
真實	true
援助	ajuts
援助	assistència
蜀	shu
意識	consciència
穆斯林	musulmà
穆斯林	musulmans
每週	setmanal
每週	setmanals
苗	mudes
觀點	perspectives
中國國民黨	kuomintang
色彩	color
色彩	colors
色彩	color
色彩	colors
加強	enfortiment
加強	reforçar
加強	enfortir
加強	reforç
加強	reforçament
加強	millorada
加強	millorat
威脅	amenaces
威脅	amenaça
襲擊	atacs
襲擊	atac
撤退	retirada
冒險	aventurers
冒險	aventura
冒險	aventures
辦公室	despatx
辦公室	office
辦公室	oficina
公告	anunci
公告	proclamació
山東	shandong
立法院	legislatura
儀式	cerimònia
儀式	ritu
儀式	ritual
成熟	maduresa
成熟	venciment
成熟	madurs
成熟	madur
容量	capacitat
證據	evidència
廢除	derogades
廢除	derogat
廢除	derogada
廢除	derogatòria
廢除	derogació
廢除	abolició
馬克	marca
馬克	mark
基本上	bàsicament
發明	invent
發明	inventar
發明	inventat
發明	invents
公社	comuna
旭	asahi
傳奇	llegenda
傳奇	legend
傳奇	llegendari
傳奇	llegendàries
傳奇	llegendes
傳奇	legends
苦	amarg
苦	amarga
苦	amargor
平民	civils
市政	municipal
市政	municipals
岩石	roques
岩石	roca
岩石	rock
觀察	observar
觀察	observació
碟	disc
原文	original
好友	amics
好友	amistats
好友	amistat
好友	amic
殖民	colonial
殖民	colonitzar
殖民	colonització
序列	seqüència
支付	pagament
支付	pagaments
被捕	arrest
被捕	detenció
被捕	detingut
道德	moral
道德	moral
道德	moralitat
道德	moral
分割	divideix
分割	split
史密斯	smith
福利	prestacions
福利	beneficis
福利	benestar
指導	orientació
指導	tutoria
豹	lleopard
翻	voltejar
翻	inverteix
大同	pax
查理	charlie
慈善	filantropia
慈善	caritat
星期日	diumenges
星期日	diumenge
網球	tennis
建築物	edifici
建築物	edificació
建築物	edificacions
建築物	edificis
河口	bayou
河口	bocana
古巴	cuba
姊妹	germanes
姊妹	sister
姊妹	germana
哲學	filosofia
方程	equació
方程	equacions
味	sabor
合法	lícita
完善	perfeccionament
完善	perfeccionar
完善	perfecció
地形	topografia
地形	terreny
地形	topogràfic
裴	bae
裴	pei
藍色	blau
維修	reparació
維修	manteniment
維修	manutenció
維修	reparacions
詳細	detallat
詳細	detallats
詳細	detall
兔	hare
兔	llebre
兔	conill
經由	via
書店	llibreria
書店	llibreries
接觸	contacte
很好	bonic
很好	niça
懷疑	dubte
懷疑	sospita
量子	quàntica
掌握	mastering
流量	flux
流量	cabal
推薦	suggerit
推薦	suggerits
推薦	recomanar
推薦	recomana
推薦	recomanen
推薦	recomanats
推薦	recomanada
推薦	recomanable
推薦	recomanat
吉他	guitarra
吉他	guitarres
淺	superficial
矛盾	contradictòries
矛盾	contradictori
矛盾	contradictoris
矛盾	paradoxa
矛盾	contradiccions
矛盾	contradicció
激烈	ferotge
激烈	intens
方程式	fórmula
方程式	equació
方程式	equacions
課	lliçó
膜	membrana
演化	evolucionar
演化	evolució
演化	evolutiva
演化	evolutiu
鏈	cadenes
鏈	cadena
磁	magnètic
磁	magnetisme
迷你	mini
迷你	miniatura
殷	yin
鄰近	adjacents
鄰近	adjacent
構造	construeix
十一月	novembre
十一月	nov
射擊	rodatge
射擊	tiroteig
滑	diapositiva
滑	llisca
滑	relliscós
滑	relliscada
融合	integració
融合	fusió
姓名	nom
姓名	denominació
姓名	noms
原理	principi
原理	doctrina
條例	reglaments
條例	ordenança
條例	regulació
條例	reglament
條例	reglamentació
主管	supervisor
補充	suplement
責任	responsabilitat
責任	responsabilitats
責任	responsabilitat
得分	puntuació
大眾	volkswagen
逸	yat
彗星	cometa
彗星	cometes
山坡	talussos
敵人	enemic
箭	fletxes
箭	arrow
箭	fletxa
受歡迎	popular
受歡迎	populars
櫻	sakura
警報	alerta
餐廳	restaurants
餐廳	restaurant
簽署	signat
簽署	firmat
簽署	firma
簽署	signatura
紅外線	infrarojos
紅外線	infraroigs
紅外線	infraroig
酶	enzims
酶	enzim
外部	externament
可用	disponibles
可用	disponible
日本人	japonès
黑人	black
黑人	negre
鹽	salt
鹽	sal
浮	flotant
浮	surant
向量	vector
向量	vectors
數碼	digital
態度	actitud
態度	actituds
穆罕默德	muhammad
穆罕默德	mahoma
成分	ingredients
成分	ingredient
模特兒	models
模特兒	model
逐步	gradual
逐步	progressiu
逐步	progressiva
逐步	progressista
保羅	paul
防禦	defensa
防禦	defensiva
防禦	defensiu
先前	anteriorment
先前	prèviament
先前	anterior
嚴	yan
簽名	signe
簽名	signa
簽名	signar
簽名	signat
簽名	firmat
簽名	firma
簽名	signatura
回歸	retornar
回歸	retorn
回歸	devolució
回歸	regressió
定理	teorema
損失	pèrdua
損失	pèrdues
注入	injecció
注入	injecten
注入	infusió
獅	lleó
推廣	ascensos
推廣	promocions
推廣	promoció
推廣	promoguin
僧	monjo
升級	condicionament
嘗試	prova
嘗試	intent
氣象	meteorologia
氣象	weather
隋	sui
人文	humanitats
魚類	peixos
魚類	peix
造型	modelatge
書籍	llibres
書籍	llibre
各國	països
施工	construcció
效率	eficiència
效率	eficiències
六十	seixanta
地域	geografia
函數	funció
函數	funcions
勳章	medalla
勳章	medalles
為何	perqué
大橋	pont
大橋	bridge
佐藤	sato
征服	conquesta
征服	conquerir
征服	conquerint
整體	holística
定位	localitza
定位	localitzar
定位	posicionament
弓	arcs
弓	proa
專用	dedicat
專用	dedicada
芬蘭	finlàndia
女演員	actrius
女演員	actriu
防守	defensa
宣告	anunci
宣告	declarar
宣告	declari
宣告	proclamació
評價	avaluacions
評價	avaluació
校友	alumni
蛋	ous
蛋	ou
鱷	cocodril
關閉	tanca
關閉	apagat
關閉	off
瓊	joan
口徑	calibre
裁判	refs
裁判	àrbitre
裁判	ref
科學家	científic
科學家	científics
下方	bottom
下方	fons
架構	arquitectura
葬	enterrament
共享	compartits
共享	compartit
共享	compartint
共享	compartir
共享	compartició
共享	comparteix
共享	participacions
累	cansada
累	cansats
累	cansat
星期	setmana
星期	setmanes
竣工	finalització
竣工	compleció
指引	guia
加工	tramitació
加工	processament
斯洛伐克	eslovàquia
奏	kana
等待	esperant
等待	espereu
等待	espera
恆	heng
山地	muntanya
山地	muntanyosa
改良	millorat
改良	millora
改良	millores
劇本	script
劇本	guió
發動機	motor
發動機	dorsal
發動機	motors
發動機	dorsals
完美	perfecte
完美	perfecta
完美	perfecció
夏天	estiu
氧	oxigen
借	prestades
借	prestat
借	presto
借	prestar
立陶宛	lituània
聰	satoshi
縮寫	abreviatura
縮寫	abreviació
縮寫	inicials
玫瑰	roses
玫瑰	rose
玫瑰	rosa
記憶	memòria
座位	seients
座位	assentaments
座位	seat
座位	seient
宣言	manifest
宣言	declaració
田中	tanaka
期刊	diaris
期刊	journal
期刊	diari
期刊	periòdica
合同	contractes
合同	contracte
遊行	desfilada
遊行	rua
遊行	processó
喜劇	comèdia
楠	nan
植	sik
人氣	popular
人氣	populars
人氣	popularitat
順利	suau
美術	art
光明	llum
平安	pau
哈利	harry
事務所	ferm
垂直	verticalment
垂直	perpendicular
垂直	vertical
網上	online
主辦	acollir
主辦	acollit
技能	aptituds
技能	habilitats
技能	competències
技能	destresa
技能	habilitat
雅典	atenes
姓氏	cognoms
姓氏	cognom
立場	posició
豐富	abundant
豐富	abundants
豐富	ric
豐富	rich
豐富	rics
砂	sorra
男孩	noi
男孩	nois
男孩	boys
梨	pera
梨	peres
加速	acceleració
加速	accelerar
加速	accelera
感情	emoció
感情	relació
感情	emocions
感情	sentiments
狐	fox
狐	guineu
重複	duplicat
重複	duplica
自殺	suïcidi
利物浦	liverpool
比利時	bèlgica
智慧	saviesa
尺寸	talles
尺寸	mides
尺寸	dimensions
尺寸	mida
樂隊	banda
樂隊	bandes
信徒	creients
信徒	devots
同志	camarada
騎	muntant
騎	ride
體育館	arena
體育館	gimnàs
體育館	gym
體育館	estadi
體育館	stadium
逆	reverteix
鐘	zhong
鐘	rellotge
鐘	jong
鐘	chung
鐘	bell
鐘	timbre
鐘	campana
分享	compartits
分享	compartit
分享	compartint
分享	compartir
分享	compartició
分享	comparteix
分享	participacions
班機	vol
入圍	finalista
入圍	finalistes
時報	vegades
擴大	ampliat
擴大	expansió
擴大	ampliada
讀者	lectors
讀者	lector
有名	famós
有名	famosos
指數	index
指數	índex
指數	exponencial
指數	índexs
猴	mico
猴	cercopitec
帝王	imperial
撰寫	escriu
撰寫	escrit
撰寫	escrivint
撰寫	escriptura
就像	com
就像	like
絕對	absolutament
絕對	absoluts
絕對	absolut
絕對	absoluta
絕對	absolutes
重點	focus
感覺	sentiment
左翼	esquerra
左翼	esquerre
九州	kyushu
扁	bian
種族	cursa
種族	etnicitat
限	limitades
限	limitat
限	limitats
限	límit
總裁	ceo
休息	break
休息	descans
休息	descansa
休息	descans
曲目	pista
曲目	peça
曲目	vies
曲目	peces
曲目	pistes
曆	calendari
東區	est
定期	regulars
定期	regular
定期	periòdica
殺害	matar
席位	seients
席位	assentaments
株	ceps
管制	controls
咖啡	cafè
胸	pit
胸	mamella
眼睛	ulls
眼睛	eyes
眼睛	ull
亂	barrejat
星座	horòscop
貴族	noble
貴族	noblesa
訊息	missatge
訊息	missatges
浪漫	romanç
浪漫	romàntic
浪漫	romàntica
窗	windows
窗	finestres
窗	finestra
主權	sobirania
主權	sobirana
探索	explorar
探索	exploració
探索	descobreix
探索	descobriment
參賽者	concursant
參賽者	concursants
晚間	vespre
望遠鏡	prismàtics
望遠鏡	telescopi
望遠鏡	telescopis
手槍	pistola
月份	mesos
月份	mes
軸	shaft
軸	eixos
軸	eix
內地	interior
內地	hinterland
電車	tramvia
電車	tramvies
電車	tramway
唇	llavis
唇	llavi
理工	politècnica
特區	sar
緊急	urgent
適合	apte
弟子	deixeble
價格	preus
價格	preu
精選	destacat
銅	coure
銅	bronze
單一	mono
單一	single
象徵	símbol
象徵	simbòlica
象徵	simbòlics
象徵	simbòlic
部署	desplegaments
部署	emplaçar
部署	desplegar
部署	desplegant
部署	desplegament
精靈	elf
事實	fets
事實	veritat
巨人	gegants
巨人	gegant
梓	azusa
無限	infinit
無限	infinites
無限	infinits
無限	infinita
無限	infinit
無限	infinitat
王后	queen
王后	reina
永遠	sempre
永遠	forever
充分	plenament
充分	totalment
福岡	fukuoka
難	hard
難	dura
難	dur
難	difícil
污染	contaminació
戰術	tàctiques
戰術	tàctica
戰術	tàctic
宿舍	alberg
追求	quest
衛生	higiènica
衛生	higiene
衛生	sanejament
南斯拉夫	iugoslàvia
符號	símbols
符號	símbol
誕生	nascut
誕生	born
郝	hao
議題	temes
緬甸	birmània
緬甸	myanmar
七十	setanta
規範	norma
環球	universal
環球	globus
環球	globe
燈	llums
燈	làmpada
交換	permuta
交換	intercanvi
交易所	intercanvis
交易所	intercanvi
印象	impressió
印象	impressions
乳	llet
提前	primerenc
神奇	increïble
神奇	màgia
神奇	màgic
週刊	setmanal
週刊	setmanals
示威	demostració
示威	manifestació
示威	manifestacions
示威	demostracions
示威	mobilitzacions
吐	escup
撞擊	impacte
外圍	perifèric
日子	dies
種子	llavors
種子	llavor
樂園	paradís
樂園	paradise
排行	ranking
排行	rànquing
標本	espècimen
標本	espècimens
瀑布	cataractes
瀑布	cascada
瀑布	cascades
呈現	presentant
維護	manteniment
維護	manutenció
萍	ping
搜尋	cerca
搜尋	cercant
米蘭	milà
德州	texas
威尼斯	venècia
答	resposta
折	plegat
鼓勵	encoratjador
氪	criptó
考試	examen
考試	exàmens
展覽	exposició
展覽	exposicions
柬埔寨	cambodja
希特勒	hitler
輸入	input
輸入	aportació
輸入	introdueix
處理器	processador
處理器	processadors
無效	invàlid
贊助	patrocinis
贊助	patrocinat
贊助	patrocinats
贊助	patrocinador
贊助	padrí
贊助	patrocini
保守	conservador
真人	masato
幫忙	auxili
幫忙	ajuda
幫忙	ajut
競賽	concursos
競賽	competicions
競賽	cursa
競賽	competició
競賽	competència
競賽	concurs
競賽	certamen
首歌	cançó
首歌	song
神話	mites
神話	mitologia
神話	mite
超人	superman
股票	existències
股票	estocs
股票	estoc
股票	stock
實現	realització
實現	concreció
八十	vuitanta
出局	out
瑪麗	maría
瑪麗	mary
戰場	battleground
平等	igualtat
價	preu
聽	escolta
聽	escolteu
困難	dificultat
困難	dificultats
困難	difícil
機車	scooter
機車	motocicleta
機車	locomotor
危險	perillós
危險	perillosos
危險	perill
強大	forts
強大	forta
強大	fort
強大	poderós
強大	poderosos
強大	potent
強大	poderosa
強大	poderoses
技巧	trucs
技巧	destresa
技巧	habilitat
技巧	tècnica
外國	exteriors
瓦爾	val
帽	gorra
帽	barret
公寓	plànols
公寓	bemoll
公寓	plana
公寓	apartament
公寓	apartaments
一面	side
一面	costat
奧運會	olimpíades
聯絡	contacte
漢語	xinès
漢語	xinesos
下載	descàrrega
下載	descarrega
下載	descàrregues
下載	baixades
下載	baixant
獅子	lleó
獅子	lions
獅子	lleons
裡面	inside
裡面	endins
裡面	dins
修道院	monestir
修道院	convent
修道院	abadia
租借	arrendament
總監	superintendent
地中海	mediterrània
地中海	mediterrani
釋放	alliberació
釋放	alliberament
戰艦	battleship
戰艦	warship
登記	registre
登記	matriculació
登記	inscripció
黃色	groc
提案	proposta
學士	solter
學士	batxiller
學士	llicenciatura
批判	crítica
批判	crítica
批判	crític
傀儡	titelles
傀儡	titella
馬力	màlik
馬力	malik
熟悉	familiar
直徑	diàmetre
直徑	diàmetres
聖經	bíblia
聖經	bíblic
村民	cercavila
威爾斯	wales
招生	admissions
招生	admissió
拱	arch
現有	existent
現有	existents
銀河	galàctic
銀河	galàctica
銀河	galàxia
寶貝	baby
寶貝	nadó
創辦人	fundador
公會	gremio
公會	gremi
地質	geològiques
地質	geològics
地質	geologia
實力	força
多倫多	toronto
多倫多	calldetenes
桓	huan
桓	hwan
初步	preliminar
獎金	bonus
獎金	gratificació
獎金	bonificació
獎金	bonificacions
營業	oberta
營業	oberts
營業	open
營業	obre
營業	obert
閱讀	llegit
閱讀	llegir
閱讀	llegint
閱讀	lectura
檢查	comprovant
檢查	comprovació
增強	millorada
增強	millorat
法拉	fara
法拉	farra
聲稱	reivindicar
聲稱	reclamava
聲稱	reclamat
恐	terror
神父	pare
沙漠	desert
沙漠	deserts
腿	cames
腿	cama
腿	pota
橫濱	yokohama
障礙	barreres
障礙	obstacles
障礙	obstacle
炸彈	bomba
炸彈	bombes
棠	tong
空氣	aire
空氣	air
外界	forasters
小孩	nens
法令	decrets
法令	edicte
法令	decret
多種	múltiples
多種	múltiple
保險	assegurança
保險	assegurances
遺址	ruïnes
沖繩	okinawa
煤	carbó
一旦	once
慢	slow
慢	lent
親自	personalment
姐姐	germaneta
姐姐	sister
姐姐	germana
單打	singles
單打	senzills
子彈	bala
週期	cicles
週期	periodicitat
週期	cicle
彩虹	rainbows
賽車	racing
模仿	imitació
模仿	paròdia
一代	generació
一代	generacions
論壇	fòrums
論壇	fòrum
論壇	forum
祖先	avantpassats
祖先	ancestral
祖先	avantpassat
廣島	hiroshima
庚	geng
複雜	complexitat
複雜	complexes
複雜	complex
複雜	complicat
戰略	estratègies
三星	samsung
復興	renaixement
復興	revival
個性	individualitat
個性	personalitat
包圍	setge
包圍	envolten
教室	aula
教室	aules
自主	autonomia
自主	autònoma
金星	venus
寄生	parasitària
寄生	paràsit
歌詞	líric
歌詞	lletres
歌詞	lletra
拯救	salvació
拯救	rescat
拯救	salvament
型態	tipus
病人	pacients
病人	pacient
消防	incendi
消防	foc
優惠	preferències
優惠	oferta
優惠	descompte
優惠	rebaixa
優惠	ofertes
優惠	ofereix
公頃	hectàrea
公頃	hectàrees
搖滾	rocking
搖滾	roca
搖滾	rock
圭	kyu
修訂	revisió
勞工	laborals
前面	front
囊	càpsula
寺院	monestir
寺院	monestirs
對外	externament
織田	oda
專題	temàtica
專題	tema
專題	temes
專題	temàtica
專題	tema
刊登	publicarà
未知	desconegut
未知	desconeguda
氣候	clima
頻率	freqüències
頻率	freqüència
徑	keng
偵探	detectiu
里昂	lyon
里昂	lió
里昂	lyons
提醒	alertes
提醒	recordatoris
提醒	alerta
提醒	recordatori
友好	simpàtica
友好	amistós
片段	fragment
片段	retall
片段	fragments
片段	retalls
片段	clips
片段	clip
割	tallat
割	retalla
割	talla
割	retallat
劇團	troupe
泡	bombolla
政治局	politburó
諮詢	consulta
諮詢	consultar
諮詢	consulteu
岑	cen
分離	secessió
分離	separació
品質	qualitat
品質	qualitats
可見	visible
可見	visibles
液	fluid
液	líquid
液	liquid
詩人	poeta
辦法	mètode
騰	teng
資產	actius
紀錄片	documental
名詞	substantiu
停車場	pàrquing
停車場	aparcament
羅伯特	robert
孟加拉	bengala
夢想	somia
夢想	somiar
夢想	somni
夢想	somnis
覆蓋	portada
覆蓋	caràtula
覆蓋	sobreescriure
寫作	escriu
寫作	escrivint
寫作	escriptura
弦	corda
弦	cadena
青海	qinghai
溝通	comunicació
溝通	comuniqueu
溝通	comunicant
日記	journal
日記	diari
日記	diari
大地	earth
大地	terra
醇	alcohol
苯	benzè
即時	instant
即時	immediata
即時	immediat
世代	generació
世代	generacions
王室	reialesa
航空母艦	portadora
航空母艦	transportista
移植	trasplantaments
移植	trasplantament
移植	trasplantament
四季	temporades
四季	estacions
決議	resolució
考古	arqueològic
考古	arqueologia
姐妹	germanes
姐妹	sister
姐妹	germana
草原	estepa
草原	sabana
發音	pronunciat
發音	pronunciada
發音	pronunciació
發音	pronunciar
高地	highlands
高地	highland
高地	alçàries
高地	altures
高地	alçades
咀	tsui
王位	tron
省份	província
省份	províncies
試驗	experiment
試驗	provant
試驗	assaig
試驗	proves
試驗	experiments
試驗	test
試驗	prova
習慣	hàbits
習慣	costum
習慣	hàbit
忍	shinobu
酮	cetona
脫	franja
脫	striptease
神奈川	kanagawa
忍者	ninja
忍者	ninges
機制	mecanismes
機制	mecanisme
禹	woo
尤其	sobretot
尤其	especialment
紙	paper
降落	aterratge
鳳凰	fènix
鳳凰	phoenix
五個	five
五個	cinc
肇	hajime
喜愛	preferit
喜愛	favorit
洪水	inundació
洪水	inundacions
防衛	defensa
防衛	defensa
相當於	equivalent
巢	niu
法定	estatutaris
法定	estatutari
委託	encarregat
輸出	sortida
首映	estrena
首映	estrenes
水利	hidràulic
藥	medicament
藥	medicina
思考	pensant
思考	reflexions
思考	reflexes
思考	reflexió
慶祝	celebrant
慶祝	celebrar
慶祝	celebració
認證	certificar
認證	certifica
認證	autenticació
認證	certificació
生長	creixent
韻	rima
情人	lovers
情人	amants
情人	amant
放置	situant
移交	traspàs
晴	assolellat
性別	gènere
性別	sexe
性別	sex
腔	cavitat
雁	oca
雁	oques
夏威夷	hawaii
夏威夷	hawaià
邊界	fronteres
邊界	fronteres
邊界	frontera
邊界	vores
邊界	vora
蛤	clam
蛤	cloïsses
普及	universal
差距	llacunes
差距	buits
差距	gap
盒	caixa
盒	capsa
豬	porcí
豬	porcs
豬	porc
牆	paret
牆	mur
牆	murs
牆	parets
北洋	beiyang
貨幣	divisa
貨幣	moneda
貨幣	divises
貨幣	monedes
鶴	grues
鶴	grua
隸屬	afiliació
添	tim
微軟	microsoft
企圖	intentada
企圖	intents
企圖	intent
蝴蝶	papallona
蝴蝶	papallones
廢止	derogades
廢止	derogat
廢止	derogada
廢止	derogatòria
廢止	derogació
社團	associacions
鯨	balenes
鯨	balena
優勢	superioritat
優勢	avantatges
優勢	avantatge
舌	llengua
現實	realitat
形態	morfologia
真相	veritat
步行	caminant
步行	passeig
車廂	compartiment
韓語	coreà
日圓	iens
基督徒	christian
基督徒	cristià
基督徒	cristians
假設	hipòtesi
假設	assumpció
假設	supòsits
假設	hipotètic
假設	assumint
假設	suposant
搭配	barreja
轉移	traspàs
轉移	transferència
轉移	trasllat
轉移	transferència
周邊	perímetre
周邊	perifèric
繁忙	ocupat
清真寺	masjid
清真寺	mesquites
清真寺	mesquita
排除	excloure
排除	exclou
排除	exclouen
排除	exclusió
排除	exclusions
輔助	subsidiarietat
輔助	auxiliar
輔助	auxiliars
颶風	huracà
塞爾維亞	sèrbia
錯	malament
仿	imitació
曼谷	bangkok
