警部補	лейтенант
神学校	семинарии
麻酔	анестезии
人魚	русалка
サンチェス	санчес
サンチェス	санчес
文字通り	буквально
マルチメディア	мультимедийных
オーラ	аура
ディープ	глубокую
ディープ	глубокое
ディープ	глубокая
ディープ	глубокие
ディープ	глубоко
ディープ	глубокий
マリアナ	мариана
アマゾン	амазонки
義雄	ёсио
年数	годы
年数	лет
年数	years
不自然	неестественно
コロナ	корона
コロナ	corona
切符	билеты
切符	билет
ちひろ	тихиро
教義	догмы
教義	крид
教義	доктрина
教義	доктрины
オメガ	омега
富豪	миллионеры
地雷	шахты
地雷	мин
地雷	мины
可愛	обаяние
ホッケー	хоккей
かもめ	чайка
マダガスカル	мадагаскар
マダガスカル	мадагаскара
事績	достижения
事績	достижение
事績	достижения
キタ	кита
上告	обжаловать
上告	апелляция
上告	призыв
上告	обжалование
カートリッジ	патроны
カートリッジ	патрон
カートリッジ	картридж
トレイル	след
臓器	органы
臓器	органов
臓器	орган
コロンボ	коломбо
水銀	ртути
水銀	ртуть
水銀	меркурий
ニース	приятно
ニース	мило
ホモ	homo
ユニーク	уникальная
ユニーク	уникальные
ユニーク	уникальный
ユニーク	уникальное
ステアリング	руководящего
城郭	замки
浄化	очищения
浄化	очищение
音節	слог
音節	слогов
大洲	одзу
炎症	воспалительных
炎症	воспаление
ダンカン	дункан
カッパ	каппа
長江	янцзы
摩擦	трения
ドーン	рассвете
ドーン	рассвет
ドーン	дон
芝生	лужайке
芝生	газон
久々	жесть
エヴァンゲリオン	evangelion
悪役	злодей
実効	эффективность
実効	эффективное
実効	эффективность
実効	эффективный
実効	эффективная
実効	эффективные
実効	эффективно
セナ	сена
セナ	сенна
アルマ	алма
アルマ	альма
ルナ	луна
オリオン	орион
ルーシー	люси
ウィリー	уилли
ウィリー	вилли
ステータス	статус
ステータス	состояние
アロン	аарон
アロン	аарона
アロン	арон
四川省	сычуань
柔軟	гибкость
イングリッシュ	английский
イングリッシュ	английская
浮気	неверие
浮気	измена
浮気	обман
マッサージ	массаж
マッサージ	массаж
捕鯨	китобойной
劣化	ухудшение
劣化	деградации
劣化	деградация
工具	инструмент
上海市	шанхай
オナニー	мастурбации
クイック	быстрый
クイック	быстро
クイック	быстрая
リニア	линейной
ワタ	speciosa
ラーマ	лама
ラーマ	рама
浄土真宗	тодор
卓也	такуя
接着	сцепления
サンプリング	образец
サンプリング	выборка
サンプリング	выборка
サンプリング	выборки
必死	отчаянно
必死	отчаяние
必死	отчаянные
失効	истек
失効	истечении
ねずみ	мышка
ねずみ	мыши
ねずみ	мышь
経典	сутра
オセアニア	океании
書体	шрифт
大気圏	атмосфера
大気圏	атмосферу
不審	подозрительные
不審	подозрительный
不審	подозрительно
不審	подозрительных
リサイクル	переработка
チェン	ченг
チェン	чэн
隠す	скрывать
隠す	скрыть
隠す	спрятать
グラフィックス	графика
グラフィックス	графики
マニ	мани
カモ	уток
カモ	утки
カモ	дак
カモ	утка
カモ	утку
カモ	утки
無意味	бессмысленно
ビーズ	бусы
旋風	вихрь
無敗	непобедимый
精製	совершенствовать
精製	уточнить
精製	доработка
精製	переработка
責め	винить
責め	вини
スナック	закуски
グリップ	хватка
ペダル	педали
ペダル	педаль
アレクサンドロス	александр
アレクサンドロス	александер
ビザ	визы
ビザ	визу
ビザ	виза
ビザ	visa
紀子	норико
トレス	tres
スタック	стек
ヴァルター	вальтер
ヴァルター	уолтер
ヴァルター	вальтер
悪性	злокачественных
満期	зрелость
満期	зрелости
強要	принуждение
強要	принуждения
強要	принуждение
強要	принуждения
隙間	пробелы
ギャンブル	гэмбл
握手	рукопожатие
オリバー	оливер
オリバー	оливера
庇護	покровительство
ハリソン	харрисон
ハリソン	гаррисон
フリート	флота
フリート	флот
風力	гейл
強姦	изнасилования
強姦	изнасилование
本因坊	хонъимбо
センチュリー	век
センチュリー	столетие
リカルド	рикардо
スルタン	султан
バッグ	пакет
バッグ	мешок
バッグ	сумку
バッグ	сумка
バッグ	пакеты
バッグ	мешки
バッグ	сумки
画質	качество
飽和	насыщения
飽和	насыщенный
飽和	насыщенных
シャア	ша
カヤ	кая
福音書	евангелие
ユニバーシアード	универсиада
侮辱	оскорбление
侮辱	оскорблять
さとみ	сатоми
ロブ	роб
ロブ	ограбить
ロブ	робб
平衡	равновесия
平衡	равновесие
ダーウィン	дарвин
乗馬	езда
粘土	клей
粘土	клэй
粘土	глины
幸一	коити
占有	хранение
占有	владение
占有	обладание
モナ	мона
信雄	нобуо
肝臓	печени
肝臓	печень
アンゴラ	ангола
アンゴラ	анголы
アンゴラ	анголе
アンゴラ	анголу
アンゴラ	анголы
ノック	стучать
ノック	стук
ノック	нок
ジェシカ	джесс
ジェシカ	джессика
尊氏	такаудзи
真ん中	средняя
真ん中	ближнем
真ん中	средний
真ん中	среднее
ペイント	краски
ペイント	рисовать
ペイント	краска
ピーチ	персик
滑らか	гладко
ハイランド	хайленд
完備	полный
完備	полная
完備	завершить
白血病	лейкоз
アングル	угол
アングル	углы
金太郎	кинтаро
冷たい	холодная
冷たい	холодное
冷たい	холодный
冷たい	холодно
冷たい	холод
ホノルル	гонолулу
ハンプトン	хэмптон
ラウンジ	lounge
ラウンジ	салонах
ディーラー	дилер
デーモン	демон
戊辰戦争	босин
ナイス	приятно
ナイス	мило
ケヴィン	кевин
信条	крид
入札	ставка
入札	торгов
入札	торги
台帳	леджер
シルエット	силуэт
エディンバラ	эдинбург
中性子	нейтрон
パノラマ	панорама
パノラマ	панорамный
クルト	курт
反復	повторение
反復	повторения
反復	итерации
反復	итераций
共存	сосуществовать
ネイティブ	родной
祐子	юко
修道士	монах
ヴィレッジ	деревне
ヴィレッジ	село
ヴィレッジ	деревня
ロジャース	роджерс
ロジャース	роджерс
バレンタイン	валентин
バレンタイン	валентина
ボルドー	бордо
ヴァンパイア	вампиры
ヴァンパイア	вампир
受け取り	получено
受け取り	получен
受け取り	полученная
受け取り	полученные
受け取り	получены
風刺	сатира
仲裁	арбитраж
顕微鏡	микроскоп
検察官	преследование
検察官	обвинение
検察官	прокурор
検察官	обвинитель
ボトル	бутылок
ボトル	бутылки
ボトル	бутылка
ボトル	бутылку
ダイハツ	daihatsu
神風	камикадзе
クォーター	квартал
クォーター	четверть
クォーター	квартале
グリッド	сетку
グリッド	сетка
グリッド	сетки
リチウム	лития
わがまま	эгоистичный
ラバー	резиновые
便所	туалеты
インタラクティブ	интерактивные
インタラクティブ	интерактивный
インタラクティブ	интерактивного
セール	продажи
セール	продажа
セール	распродажа
アグネス	агнес
フェルナンデス	фернандес
フェルナンデス	фернандес
フェルナンデス	фернандес
用紙	бумага
用紙	бумаги
パラオ	палау
ミナ	мина
快楽	удовольствие
快楽	удовольствия
快楽	наслаждение
ヒール	исцелить
しみ	пятна
しみ	пятно
均衡	равновесия
均衡	равновесие
きれい	чистые
きれい	чистая
きれい	чисто
きれい	чистый
きれい	очистить
きれい	чистой
気球	шар
気球	шарик
百合子	юрико
イケメン	красавец
イケメン	красавчик
イケメン	красивый
ディラン	дилана
ディラン	дилан
リンパ	лимфатической
リンパ	лимфатические
メンフィス	мемфис
フィルタ	фильтр
フィルタ	фильтры
ヴォルフガング	вольфганг
チコ	чико
蒸発	испаряется
蒸発	испарения
ココ	коко
ココ	коко
祈祷	молитву
祈祷	молитва
募金	пожертвование
募金	пожертвования
募金	пожертвование
募金	пожертвовать
募金	пожертвования
オリエント	orient
オーランド	аландских
オーランド	орландо
作物	культур
作物	посевы
パウンド	фунт
シャーロック	шерлок
スタッド	стад
スタッド	жеребец
リッター	риттер
トカゲ	ящериц
トカゲ	ящерица
参道	подход
飢饉	голод
ピストル	пистолет
ブランチ	бранч
ブランチ	сектор
ブランチ	ветвь
ブランチ	филиал
別館	приложение
聖歌	гимн
聖歌	гимны
漁師	рыбаков
漁師	рыбак
ガーナ	гане
ガーナ	ганы
ガーナ	гана
ミレニアム	тысячелетия
ミレニアム	тысячелетие
塩素	хлора
釈迦	шака
ジェニファー	дженифер
ジェニファー	дженнифер
クレイグ	крейг
パッチ	патчи
パッチ	патч
アイザック	айзек
アイザック	исаак
美学	эстетика
死別	вдова
筆記	написано
筆記	письменные
筆記	письменное
筆記	письменный
筆記	пишу
筆記	написание
筆記	писать
セバスチャン	себастьян
レコーダー	диктофон
ダイアナ	диана
リハビリ	реабилитация
リハビリ	восстановление
リハビリ	реабилитации
バーゼル	базельской
テリア	терьеров
テリア	терьер
苦情	жалобы
苦情	жалоба
二階	наверх
二階	наверху
代名詞	местоимения
代名詞	местоимение
静脈	вены
静脈	вена
静脈	вену
チューン	мелодия
チューン	мелодию
ノルマンディー	нормандии
ハウ	хоу
ハウ	хау
合法	законно
開示	раскрытие
開示	раскрытия
信之	нобуюки
エデン	иден
デザート	десерт
デザート	пустыня
デザート	пустыне
デザート	пустыни
デザート	десерты
リバイバル	оживление
リバイバル	возрождение
動脈	артериальное
動脈	артерию
動脈	артерия
動脈	артерии
ツイッター	твиттер
ツイッター	twitter
発熱	жар
発熱	лихорадка
リュック	рюкзак
リュック	люк
織物	текстильной
織物	плетение
織物	ткань
織物	ткани
織物	текстиль
ペスト	чума
ペスト	вредителей
礼儀	этикет
礼儀	вежливость
礼儀	вежливости
ボンド	бонд
オホーツク	охотском
グロス	брутто
グロス	валового
ヴィーナス	венеры
ヴィーナス	венера
ゴリラ	горилла
ゴリラ	гориллы
フリッツ	фриц
ブランコ	бланко
ニトロ	нитро
ジュゼッペ	джузеппе
竜巻	торнадо
ダイヤル	набрать
苦悩	агонии
苦悩	страдания
ゴリ	гори
ゴア	гоа
ゴア	гор
ネブラスカ	небраски
ポロ	поло
日没	закат
山東省	шаньдун
ミュラー	мюллер
ミュラー	мюллер
ミュラー	мюллер
セルティックス	селтикс
ディナー	обед
ディナー	ужин
白金	platinum
パラグアイ	парагвая
パラグアイ	парагвае
パラグアイ	парагвай
パラグアイ	парагвая
ブカレスト	бухаресте
不信	недоверие
ジェシー	джесси
オオカミ	вульф
オオカミ	вулф
オオカミ	волка
オオカミ	вольф
オオカミ	волк
コンタクト	контакт
コンタクト	связаться
コンタクト	контакты
バスケット	корзина
バスケット	корзину
バスケット	корзины
ザルツブルク	зальцбург
特製	специальность
特製	специализация
快感	удовольствие
快感	удовольствия
快感	наслаждение
叔母	тетя
叔母	тётя
空想	модные
パーソナル	личная
パーソナル	личные
パーソナル	личное
パーソナル	личного
パーソナル	личный
百姓	крестьяне
百姓	крестьян
段落	параграф
段落	пункт
段落	абзац
段落	пункты
段落	пунктах
ハーモニー	гармонию
ハーモニー	гармония
ハーモニー	гармонии
やっと	наконец
アイディア	идея
アイディア	идеи
タイラー	тайлер
アンプ	усилитель
アンプ	усилители
宝物	сокровищ
宝物	сокровища
宝物	сокровище
宝物	клад
宝物	сокровища
マルクス主義	марксизм
サーブ	подавать
サーブ	служить
サーブ	saab
イワン	иван
ギフト	подарки
ギフト	дары
ギフト	подарок
ギフト	дар
理性	причина
恨み	обиду
恨み	возмущение
恨み	негодование
恨み	обиды
ビスマルク	бисмарк
構文	синтаксис
ミキ	мики
光景	достопримечательности
光景	зрение
アインシュタイン	эйнштейн
アインシュタイン	эйнштейна
申し立て	спорных
申し立て	спор
申し立て	споры
申し立て	спора
エミリー	эмили
安い	недорого
安い	дешевые
安い	недорого
安い	дешевая
安い	дешевый
スラッシュ	тире
ハーレム	гарлеме
サンズ	пески
ガイ	гай
ガイ	ги
ガイ	парень
プラット	плат
プラット	платт
プラット	пратт
矯正	исправления
バタフライ	бабочка
バタフライ	бабочки
修業	ученичества
最小限	минимизировать
最小限	минимизации
最小限	минимальные
最小限	минимальный
最小限	минимальная
最小限	минимальным
最小限	минимальное
最小限	минимум
エレナ	елена
クイーンズ	королевы
コサック	казаки
コサック	казак
スペル	написание
スペル	заклинание
スペル	заклятие
チャレンジャー	challenger
プロポーズ	предложить
プロポーズ	предложение
パラレル	параллельное
パラレル	параллельно
パラレル	параллель
パラレル	параллельные
パラレル	параллельных
ゴマ	сезам
サザン	южные
サザン	южная
サザン	южный
サザン	южной
サザン	южное
図形	геометрия
図形	форме
図形	форма
ゲノム	генома
デイヴ	дэйв
デイヴ	дейв
ドッキング	док
ドッキング	стыковки
ドッキング	закрепление
マダム	мадам
マダム	мадам
トレント	трент
アーセナル	арсенал
請願	петиций
請願	петиции
請願	петиции
請願	петицию
アトランティック	атлантик
アトランティック	атлантике
美保	михо
おば	тетя
おば	тётя
おば	тёти
おば	тети
腐敗	разложения
腐敗	разложение
視線	взгляд
ベイビー	baby
ベイビー	ребёнок
ベイビー	малышка
ベイビー	детка
ベイビー	малыш
備後	бинго
キルギス	кыргызстан
アダムス	адамс
ブライト	яркие
ブライト	яркий
ブライト	ярко
ブライト	светлый
ブライト	яркая
参事官	советники
参事官	советник
トレーラー	прицеп
トレーラー	трейлер
毛皮	шерсть
毛皮	мех
毛皮	меха
コロシアム	колизей
シンフォニー	симфония
エスカレーター	эскалатор
選任	назначение
選任	выборы
選任	избрание
ゴールキーパー	вратарь
マグマ	магмы
条文	положения
ニクソン	никсон
マリオン	мэрион
マリオン	марион
ごみ	мусор
ごみ	мусор
ごみ	мусора
ハーブ	герб
ハーブ	херб
ハーブ	трав
ハーブ	травы
フィアット	fiat
ドロシー	дороти
ヒスパニック	испаноязычные
一律	единообразно
一律	равномерно
チェ	чхве
チェ	че
講道館	кодокан
フェンダー	fender
キール	киль
ジョーク	шутка
ジョーク	шутки
フォスター	фостер
みさき	мисаки
クロスオーバー	кроссовер
孵化	люк
コウモリ	бат
コウモリ	бита
コウモリ	биты
バチカン	ватикан
バチカン	ватикана
バール	бар
トリス	трис
編み	косы
ヴィラ	вила
ヴィラ	вилла
ヴィラ	виллы
ユーモア	юмор
ユーモア	юмор
溶液	раствор
溶液	решение
転覆	свергнуть
ウイスキー	виски
ウイスキー	виски
バッド	плохо
バッド	плохой
バッド	bad
バッド	плохая
ナシ	груша
アレクセイ	алексей
アレクセイ	алексей
アレクセイ	алексей
アレクセイ	алексей
アレクサンドリア	александрии
総局	директората
総局	директорат
ファゴット	фагот
エリザベート	елизавета
エリザベート	элизабет
借用	заимствования
誠実	искренность
コンポーネント	компонент
コンポーネント	компонентов
コンポーネント	компоненты
聴覚	слух
聴覚	слушание
聴覚	слушания
簡潔	краткое
むつ	муцу
トリガー	курок
イベリア	иберия
武内	такэути
イーグルス	орлы
チューリップ	тюльпаны
チューリップ	тюльпан
舞子	майко
ガッツ	кишки
レニングラード	ленинград
リップ	разорвать
リップ	рип
コルト	кольт
プランニング	планирование
曲面	поверхность
曲面	поверхности
煉瓦	кирпич
煉瓦	кирпичи
煉瓦	кирпич
煉瓦	брик
ペイン	пейн
ペイン	пейн
ペイン	боли
ペイン	болью
ペイン	боль
薬剤師	фармацевт
自律	автономные
自律	автономных
自律	самостоятельный
ポツダム	потсдаме
ニコル	никол
ニコル	николь
嫌がらせ	преследовать
嫌がらせ	преследование
嫌がらせ	преследования
嫌がらせ	притеснения
嫌がらせ	домогательства
名字	фамилии
ハーグ	гааге
プロヴァンス	прованс
ミーティング	собрания
ミーティング	встречи
ミーティング	заседания
ミーティング	совещания
ミーティング	собрание
ミーティング	заседание
ミーティング	совещание
ミーティング	встреча
カーペット	ковры
カーペット	ковёр
カーペット	ковер
モンタナ	монтана
カビ	плесень
カビ	плесень
ギャップ	пробелы
ギャップ	разрыв
ギャップ	пробел
アルス	ars
シェリー	шерри
シェリー	шерри
シェリー	шелли
乗り物	автомобили
乗り物	автомобиль
ダニ	тик
ダニ	дэни
ダニ	дани
伊奈	ина
暖房	отопление
数量	количества
数量	количествах
数量	количество
倍率	увеличение
江蘇省	цзянсу
中級	промежуточный
中級	промежуточные
中級	промежуточных
パンドラ	пандора
チャイコフスキー	чайковский
カナリア	канарейки
カナリア	канарских
テンプル	храм
偽造	подделка
偽造	подделки
偽造	поддельных
偽造	подделка
エメラルド	изумруды
エメラルド	изумрудный
テレサ	тереза
テレサ	тереза
マッカートニー	маккартни
パタゴニア	патагонии
太い	толстый
太い	толстая
太い	толщиной
太い	толстые
アニー	анни
アニー	энни
ベルン	берн
コックピット	кабине
匂い	запах
精神病	психоз
ゴメス	гомиш
ゴメス	гомес
ゴメス	гомес
ゲーテ	гёте
無条件	безоговорочно
オスカル	оскар
オスカル	оскара
リハーサル	репетиции
リハーサル	репетицию
リハーサル	репетиция
リハーサル	репетиции
リハーサル	репетиция
ケニー	кенни
アスファルト	асфальт
祝う	праздновать
祝う	отметить
祝う	отпраздновать
サラダ	салаты
サラダ	салат
エクアドル	эквадора
エクアドル	эквадор
エクアドル	эквадоре
制動	торможение
制動	торможения
和尚	ошо
河北省	хэбэй
ルワンダ	руанде
ルワンダ	руанда
ドーピング	допинг
シューマン	шуман
進藤	синдо
十字路	перекрестке
レナード	леонард
グライダー	планер
グライダー	планеры
ベルナール	бернард
ベルナール	бернар
エンリケ	энрике
ひどい	ужасно
ババ	баба
ババ	бабы
ポーツマス	портсмут
オスロ	осло
ヴァンガード	vanguard
モニカ	моника
モニカ	моника
スペシャリスト	специалиста
スペシャリスト	специалист
リガ	рига
軍備	вооружение
軍備	вооружения
ロコ	локо
パワフル	могущественный
パワフル	мощная
パワフル	мощные
パワフル	мощный
ジョシュ	джош
ジョシュ	джоша
スカーレット	скарлет
スカーレット	скарлетт
放射能	радиоактивности
ペレス	перес
ペレス	перес
泣く	плакать
泣く	плачь
泣く	плач
泣く	плакать
泣く	плач
泣く	плачет
泣く	плачу
インディー	инди
ペガサス	пегас
ディエゴ	диего
観念	идея
前例	беспрецедентное
前例	беспрецедентный
前例	беспрецедентные
前例	беспрецедентно
叫ぶ	кричать
ケネス	кеннет
バタ	бата
シャドウ	тени
シャドウ	тень
発送	диспетчер
発送	отправление
マンガン	марганца
教訓	урок
ポッター	поттер
ハト	голуби
ハト	голуби
ハト	голубь
スモール	маленькая
スモール	маленькие
スモール	малых
スモール	маленький
スモール	мелкие
スモール	малые
給料	оклады
給料	оклад
給料	окладов
給料	зарплата
打楽器	ударных
エドワーズ	эдвардс
スズ	тин
ベネット	беннетт
ベネット	беннет
ミミ	мими
肩書	заголовок
肩書	название
肩書	титул
ダライ	далай
コンペティション	конкуренция
コンペティション	соревнования
コンペティション	конкурс
コンペティション	конкуренции
コンペティション	соревнование
役立つ	полезное
役立つ	полезный
役立つ	полезно
役立つ	полезные
世俗	светского
ドリンク	пей
ドリンク	пить
ドリンク	выпить
ドリンク	напиток
ドリンク	напитки
子宮	матки
子宮	утробе
慶喜	ёсинобу
グラスゴー	глазго
ワタナベ	ватанабэ
航法	судоходства
航法	навигации
航法	судоходство
みやこ	мияко
下水道	канализации
下水道	канализации
カザン	казань
由良	юра
シェパード	шепард
シェパード	шепард
贈り物	подарки
贈り物	дары
贈り物	подарок
贈り物	дар
退位	отречение
退位	отречься
ラグナ	лагуна
ノヴゴロド	новгород
オビ	оби
ベネディクト	бенедикт
エッチ	этти
検閲	цензор
検閲	цензуре
検閲	цензуры
オペレーション	операции
オペレーション	эксплуатация
オペレーション	операция
ガーディアン	страж
ガーディアン	хранитель
ガーディアン	опекун
小麦	пшеницы
物事	вещи
ブイ	буй
描画	рисование
描画	рисунок
パレット	поддон
パレット	палитра
マギー	мегги
マギー	мэгги
フューチャー	будущее
フューチャー	будущий
フューチャー	будущая
フューチャー	будущие
狂気	безумие
狂気	безумно
狂気	безумец
狂気	сумасшествие
狂気	безумие
狂気	безумие
リマ	лима
リマ	лиме
懸賞	призы
ストーカー	преследовал
ストーカー	преследование
ストーカー	преследую
ロバ	ослов
ロバ	осел
ロバ	осёл
ジュリー	джули
ジュリー	жюли
大麻	каннабиса
村落	деревни
村落	деревень
村落	деревне
村落	село
村落	деревня
生態系	экосистем
生態系	экосистемы
生態系	экосистемы
生態系	экосистем
かわいい	милые
かわいい	милый
モニュメント	памятников
モニュメント	памятники
モニュメント	памятник
ジャッジ	судья
注入	настой
ローラン	лоран
ファインダー	finder
ザグレブ	загребе
ニューカッスル	ньюкасл
サクラメント	сакраменто
サクラメント	таинство
マジカル	волшебный
銃器	огнестрельного
ソート	сортировка
ソート	сортировка
ソート	сортировки
覚書	меморандум
サンダー	гром
紅茶	чаю
紅茶	чая
紅茶	чай
デア	дер
ノーラン	нолан
信じる	поверить
信じる	верить
信じる	верим
信じる	верю
ピッコロ	пикколо
ガマ	гама
ヴィンセント	винсент
ハイライト	подчеркнул
ハイライト	выделены
ハイライト	выделил
ハイライト	актуальное
ハイライト	подчеркивает
ハイライト	выделить
ハイライト	подчеркнуть
フェスタ	festa
マシーン	machine
マシーン	машина
マシーン	аппарат
ポーラ	паула
ポーラ	пола
船首	поклон
船首	лук
暗闇	тьму
暗闇	темноту
暗闇	тьма
暗闇	темнота
暗闇	мрак
暗闇	темноте
エスパーニャ	эспанья
マーチン	мартин
マーチン	мартен
マーチン	martin
八田	хатта
リラ	лир
せり	аукционов
リベラル	либеральной
プロローグ	пролог
果物	фрукты
果物	фрукт
果物	плод
果物	плоды
果物	фрукты
果物	плоды
おじ	дядя
おじ	дядюшка
おじ	дяди
停電	затмение
爬虫類	рептилия
爬虫類	рептилий
芭蕉	басё
共感	сочувствие
五つ	пятеро
五つ	пять
小津	одзу
税金	налоговых
税金	налог
税金	налоги
税金	налоговая
税金	налоги
登る	восхождение
隔離	изоляция
隔離	изоляции
バーレーン	бахрейне
バーレーン	бахрейна
バーレーン	бахрейн
バーレーン	бахрейна
球体	сфера
領事	консул
不便	неудобство
不便	неудобства
ブラームス	брамса
キャメロン	камерон
キャメロン	кэмерон
マーキュリー	ртути
マーキュリー	ртуть
マーキュリー	меркурий
知識人	интеллектуалов
知識人	интеллектуальной
知識人	интеллектуальная
ウェディング	свадеб
ウェディング	свадьбы
ウェディング	свадьбу
ウェディング	свадьбы
ウェディング	свадебный
ウェディング	свадьба
義昭	ёсиаки
着物	кимоно
救急車	скорую
救急車	скорая
神保	джимбо
花弁	лепестки
残党	остатки
セグメント	сегментов
セグメント	сегменты
セグメント	сегмент
セグメント	сегмента
ノエル	ноэль
ノエル	ноэль
絶縁	изолированы
ナタリー	натали
在庫	кадастр
カーティス	кёртис
カーティス	кертис
サングラス	очки
美空	хибари
セブ	себу
スプリンター	sprinter
加瀬	kase
ドミニク	доминик
ビルバオ	бильбао
原子核	ядро
原子核	ядра
ペルソナ	персона
ペルソナ	persona
リセット	сброс
リセット	сбросить
リセット	сброс
軍縮	разоружение
軍縮	разоружены
スプレー	спрей
ガリレオ	galileo
ガリレオ	галилео
ポテンシャル	потенциал
ポテンシャル	потенциальная
生化学	биохимии
スピーチ	речь
スピーチ	речи
ジャスティン	джастин
シング	сингх
デュッセルドルフ	дюссельдорф
デュッセルドルフ	дюссельдорфе
タスク	задачи
タスク	задача
タスク	задание
ジュピター	юпитер
キャプション	подпись
キャプション	заголовок
キャプション	заголовки
キャプション	подписи
ユヴェントス	ювентус
物品	товары
物品	товаров
物品	грузы
サイレン	сирена
ルーレット	рулетка
小人	карлик
小人	гном
リビング	живущие
リビング	живые
リビング	живое
チャド	чад
チャド	чаде
チャド	чед
バイオリン	скрипка
ジャカルタ	джакарте
直交	ортогональная
インターフェース	интерфейс
インターフェース	интерфейсы
キノ	кино
キノ	кено
即興	импровизация
ドロー	рисовать
ドロー	привлечь
ドロー	нарисовать
ドロー	ничья
済州	чеджу
賞品	призы
便宜	удобства
カスタマイズ	настроить
康弘	ясухиро
バングラデシュ	бангладеш
ペルシャ	персидского
浪士	роси
変種	разнообразие
変種	разновидность
変種	разновидности
リハビリテーション	реабилитация
リハビリテーション	восстановление
リハビリテーション	реабилитации
屈折	преломления
アクセサリー	принадлежности
アクセサリー	аксессуары
アクセサリー	соучастие
アクセサリー	аксессуар
肥料	удобрений
肥料	удобрения
ラッパー	рэпер
ラッパー	обёртка
検知	выявление
検知	обнаружения
検知	обнаружение
検知	обнаружен
検知	обнаружена
検知	обнаружены
検知	обнаружено
検知	обнаружение
義弘	ёсихиро
花序	соцветие
野獣	чудовище
野獣	зверь
サメ	акул
サメ	акулы
サメ	акула
サメ	акулы
フレディ	фредди
湖沼	озер
湖沼	озера
ソチ	сочи
オペレーター	оператор
レクイエム	реквием
ゲット	получить
ゲット	получите
レイチェル	рэйчел
レイチェル	рейчел
バンクス	бэнкс
バンクス	банки
ナット	орех
ナット	нэт
陽気	веселые
陽気	жизнерадостный
陽気	радостная
陽気	весёлый
陽気	веселый
ホルヘ	хорхе
概説	наброски
概説	резюме
概説	сводка
マグロ	тунца
ジョイ	радости
ジョイ	джой
ジョイ	радость
クッキング	приготовление
リーク	утечки
プッシュ	push
プッシュ	толчок
ファンク	фанк
グアテマラ	гватемале
グアテマラ	гватемалы
グアテマラ	гватемала
フライデー	пятницу
フライデー	пятница
ダイバー	водолазы
可視	видна
可視	виден
可視	видны
可視	видимые
可視	видимых
メタン	метан
メタン	метана
長方形	прямоугольники
長方形	прямоугольник
長方形	прямоугольные
パイプライン	трубопровода
河南省	хэнань
疾病	болезнь
疾病	заболевание
疾病	заболевания
疾病	болезни
迷路	лабиринт
コントローラー	контроллеры
コントローラー	контролер
コントローラー	регулятор
コントローラー	контроллер
形容詞	прилагательное
形容詞	прилагательные
アスリート	спортсмен
アスリート	спортсменов
アスリート	спортсмены
キャラバン	караван
ユーリ	юрий
ホルシュタイン	гольштейн
手足	конечностей
手足	конечности
丸い	круглая
丸い	круглые
丸い	раунд
ジェラルド	джеральд
変奏曲	вариации
ライデン	лейденский
カーテン	занавес
カーテン	шторы
カーテン	шторы
嫌悪	неприязнь
嫌悪	противно
嫌悪	отвращения
嫌悪	отвращение
嫌悪	отвращение
豆腐	тофу
ペレ	пеле
昨日	вчера
昨日	вчерашний
ブルネイ	бруней
コンベンション	конвенция
コンベンション	конвенции
人道	гуманитарная
人道	гуманитарной
引き出し	ящик
引き出し	ящике
引き出し	ящики
ロジェ	роджер
ロジェ	роже
課金	обвинение
課金	заряд
我慢	терпения
我慢	терпение
レクリエーション	досуг
レクリエーション	отдых
コンパイル	компиляции
コンパイル	компиляция
コンパイル	компиляции
コンパイル	подборка
コンパイル	компиляция
コンパイル	компиляция
トスカーナ	тоскане
カルメン	кармен
超新星	сверхновой
加奈子	канако
バンパー	бампер
ファイターズ	бойцы
ファイターズ	бойцов
ファウスト	фауст
ファシズム	фашистской
ファシズム	фашизм
ファシズム	фашисты
テナー	тенор
ハルビン	харбин
内乱	восстание
曼荼羅	мандала
組み込み	встроенный
ズボン	брюки
ズボン	брюки
ズボン	штаны
マインツ	майнц
日の出	восход
日の出	рассвет
プラトン	платон
タップ	краны
欠如	отсутствие
欠如	недостаток
ロミオ	ромео
おしゃれ	стильный
風車	мельница
風車	мельницы
定量	количественные
定量	количественных
ヒデ	скрывать
ヒデ	скрыть
ヒデ	спрятать
ブルックス	брукс
遼寧省	ляонин
ピエトロ	пьетро
触手	щупальца
ドク	док
ホイットニー	уитни
チタン	титана
和睦	примирение
和睦	примирения
悲しい	грустная
悲しい	печально
悲しい	грустный
悲しい	грустно
悲しい	грусть
真司	синдзи
ステロイド	стероиды
ステロイド	стероиды
ハガキ	открытка
ハガキ	открытки
アトレティコ	атлетико
取り出し	извлечь
アレクサンドラ	александра
変調	модуляция
宴会	банкет
スニーカー	кроссовки
メル	мэл
メル	мел
ノミ	блох
ファイナンス	финансы
ファイナンス	финансирование
偏見	предубеждения
偏見	ущерба
偏見	предрассудки
