پُکھراج	топаз
پَیرائو	глубокая
پَیرائو	глубокие
پَیرائو	глубоко
پَیرائو	глубокий
پَیرائی	эффект
پَیرائی	эксплуатация
پَیرائی	операция
پَیرائی	украшать
پَیرائی	практике
پَیرائی	практика
پَیرائی	декорации
پَیرائی	декор
پَیرائی	украшение
پَیرائی	оформление
پَیرائی	меры
پَیرائی	действий
پَیرائی	действие
پَیرائی	действия
پَیرائی	акция
پِیرائی	певица
پِیرائی	певец
پَیرایہ	поведение
پَیرایہ	поведение
پَیرایہ	style
پَیرایہ	стиль
پَیرایہ	способ
پَیرایہ	метод
پَیرنا	пирс
پَیرنا	плавать
پَیرنا	проникнуть
پَیرو	ученик
پَیرو	ученик
پِیرُو	индейка
پِیرُو	турция
پِیرُو	турцию
پِیرُو	турции
پِیروز	успешное
پِیروز	успешные
پِیروز	успешно
پِیروز	успешного
پِیروز	успешная
پِیروز	успешный
پِیروز	победителями
پَیروی	преданность
پَیروی	повиноваться
پَیروی	подчинение
پَیروی	послушание
پَیروی	покорность
پَیرہن	мантии
پَیرہن	халат
پَیری	браслет
پِیری	авторитет
پِیری	полномочия
پِیری	власть
پِیری	сила
پِیری	мощь
پِیری	power
پِیری	мощность
پِیڑ	болезнь
پِیڑ	заболевание
پِیڑ	болезни
پِیڑ	страдания
پِیڑ	жаль
پِیڑ	жалко
پِیڑ	жалость
پِیڑ	симпатии
پِیڑ	сочувствие
پِیڑ	печали
پِیڑ	горе
پِیڑ	скорбь
پِیڑ	печаль
پِیڑ	боли
پِیڑ	болью
پِیڑ	боль
پیڑ	растения
پیڑ	завод
پیڑ	растение
پیڑ	растений
پیڑ	кустарник
پیڑ	растения
پیڑ	завод
پیڑ	растение
پیڑ	растений
پیڑ	дерево
پیڑ	кустарник
پیڑا	тесто
پَیڑی	шаг
پِیڑھی	lineage
پِیڑھی	поколение
پِیڑھی	поколения
پِیڑھی	родословная
پَیزار	тапочки
پَیزار	обуви
پَیزار	обувь
پَیزار	ботинок
پَیسا	money
پَیسا	деньги
پَیسا	кэш
پَیسا	наличными
پَیسا	наличные
پَیسا	богатства
پَیسا	богатство
پَیسا	богатства
پَیسا	богатство
پِیسنا	уничтожать
پِیسنا	разрушить
پِیسنا	уничтожить
پِیسنا	раздавить
پِیسنا	руины
پِیسنا	разрушить
پِیسنا	порошок
پِیسنا	порох
پیش	расширенный
پیش	передовые
پیش	передовых
پیش	до
پیش	перед
پیش	прежде
پیش	повышен
پیش	лобовое
پیش	передние
پیش	передняя
پیش	фронт
پیشاپیش	впереди
پیشاپیش	до
پیشاپیش	перед
پیشاپیش	прежде
پیشاپیش	руководитель
پیشاپیش	лидер
پیشاپیش	предшественник
پیشانی	заголовок
پیشانی	заголовок
پیشانی	название
پیشانی	титул
پیشانی	судьбу
پیشانی	судьба
پیشانی	судьбы
پیشانی	заголовок
پیشانی	передние
پیشانی	передняя
پیشانی	фронт
پیشانی	заголовок
پیشانی	название
پیشانی	титул
پیشانی	судьбу
پیشانی	судьба
پیشانی	судьбы
پیشانی	лоб
پیشتر	ранее
پیشتر	ранее
پیشتر	ранее
پیشتر	до
پیشتر	перед
پیشتر	прежде
پیشتر	ранее
پیشرس	предисловие
پیشکار	заместитель
پیشکار	ассистент
پیشکار	помощник
پیشکاری	учреждение
پیشکاری	агентства
پیشکاری	агенство
پیشکاری	агентство
پیشکش	презентации
پیشکش	презентация
پیشکش	представление
پیشکش	дань
پیشکش	должное
پیشکش	предложение
پیشکش	презентации
پیشکش	презентация
پیشکش	представление
پیشکش	дань
پیشکش	должное
پیشکش	предложение
پیشکش	предложение
پیشگفتار	предисловие
پیشگفتار	предисловие
پیشگی	аванс
پیشوا	модели
پیشوا	образец
پیشوا	model
پیشوا	модель
پیشوا	проводник
پیشوا	гид
پیشوا	руководства
پیشوا	руководство
پیشوا	руководитель
پیشوا	лидер
پیشوا	священника
پیشوا	священник
پیشوا	предпочла
پیشوا	предпочтение
پیشوائی	приоритет
پیشوائی	руководство
پیشوائی	лидерство
پیشوائی	руководство
پیشہ	призвание
پیشہ	торговли
پیشہ	торговля
پیشہ	trade
پیشہ	business
پیشہ	бизнес
پیشہ	индивидуально
پیشہ	обычай
پیشہ	кабинет
پیشہ	канцелярия
پیشہ	офис
پیشہ	проституция
پیشہ	проституции
پیشہ	звонить
پیشہ	звонок
پیشہ	призвание
پیشہ	профессия
پیشہ	призвание
پیشہ	торговли
پیشہ	торговля
پیشہ	trade
پیشہ	business
پیشہ	бизнес
پیشہ	индивидуально
پیشہ	обычай
پیشہ	кабинет
پیشہ	канцелярия
پیشہ	офис
پیشہ	проституция
پیشہ	проституции
پیشی	слух
پیشی	слушание
پیشی	слушания
پیشی	присутствие
پیشین	древний
پیشین	древних
پیشین	древние
پیشین	древняя
پیشین	днем
پیشین	полдень
پیشین	вечер
پیشین	вечерний
پیشین	бывший
پیشین	прежний
پیشین	бывшей
پیشین	бывшие
پیشین	бывшая
پیشین	ранее
پیشین	предшествующие
پَیغار	траншеи
پَیغار	ров
پَیغارہ	клевета
پَیغارہ	злоупотребления
پَیغارہ	надругательство
پَیغارہ	злоупотребление
پَیغام	сообщение
پَیغام	послание
پَیغام	news
پَیغام	новость
پَیغام	новости
پَیغام	советы
پَیغامی	посланник
پَیغامی	messenger
پَیغامی	посланника
پَیغمبر	посланник
پَیغمبر	messenger
پَیغمبر	посланника
پَیک	informer
پَیک	посланник
پَیک	messenger
پَیک	посланника
پَیک	эмиссар
پَیک	сторож
پَیک	курьером
پَیک	курьер
پَیک	бегун
پَیک	гвардия
پَیک	охрана
پَیک	охранник
پَیک	шпион
پِیکا	стреляй
پِیکا	стреляйте
پِیکا	стрелять
پَیکار	битва
پَیکار	бой
پَیکار	сражение
پَیکار	конкурс
پَیکار	евровидение
پَیکار	войны
پَیکار	war
پَیکار	война
پَیکر	форме
پَیکر	форма
پَیکر	бланк
پَیکر	формуляр
پَیکر	форму
پَیکر	фигура
پَیکر	диаграмма
پَیکر	рисунок
پَیکر	цифра
پَیکر	телосложение
پَیکر	body
پَیکر	тела
پَیکر	тело
پَیکر	лицом
پَیکر	лицо
پَیکر	появление
پَیکر	внешность
پِیکّڑ	пьяница
پِیکّڑ	алкоголик
پیکھنا	желание
پیکھنا	желания
پیکھنا	видишь
پیکھنا	посмотреть
پیکھنا	см
پیکھنا	смотрите
پیکھنا	посмотреть
پیکھنا	смотреть
پیکھنا	часы
پِیل	слона
پِیل	слон
پیل	push
پیل	толчок
پیل	изобилие
پِیلا	желтая
پِیلا	жёлтый
پِیلا	желтые
پِیلا	желтый
پِیلا	желтуха
پِیلا	бледный
پیلاپن	грусть
پیلاپن	печали
پیلاپن	грусти
پیلاپن	печаль
پیلڑ	яичко
پِیلُو	индейка
پِیلُو	турция
پِیلُو	турцию
پِیلُو	турции
پِیلی	желтая
پِیلی	жёлтый
پِیلی	желтые
پِیلی	желтый
پِیلی	бледный
پِیلیا	желтуха
پَیما	взвешивания
پَیما	весом
پَیما	измерение
پَیما	измерения
پَیمان	обязательства
پَیمان	обязательство
پَیمان	приверженность
پَیمان	договор
پَیمان	договора
پَیمان	залог
پَیمان	обещаю
پَیمان	обещание
پَیمانہ	чаша
پَیمانہ	чашу
پَیمانہ	измерить
پَیمانہ	мера
پَیمانہ	меру
پَیمانہ	стандартные
پَیمانہ	стандарт
پَیمانہ	стандартная
پَیمانہ	стандартный
پَیمانہ	standard
پَیمانہ	мерилом
پَیمانہ	чашка
پَیمانہ	чаша
پَیمانہ	кубок
پَیمانہ	cup
پَیمائش	измерение
پَیمائش	измерения
پیمبر	посланник
پیمبر	messenger
پیمبر	посланника
پیمبر	пророк
پیمبر	пророка
پَیمُود	измерение
پَیمُود	измерения
پَیمُودہ	измеренная
پَیمُودہ	измеряется
پَین	канал
پَین	channel
پَین	каналы
پَین	пул
پَین	бассейн
پَین	бильярд
پَین	водотока
پَین	дренаж
پِین	большая
پِین	big
پِین	большие
پِین	большой
پِین	биг
پِین	толстый
پِین	толстая
پِین	жир
پِین	жирный
پِین	тяжелых
پِین	тяжелая
پِین	тяжелые
پِین	тяжёлая
پِین	тяжелый
پِین	тяжёлый
پَینا	указал
پَینا	острая
پَینا	острые
پَینا	шарп
پَینا	острый
پِینا	поглотить
پِینا	отстой
پِینا	пей
پِینا	пить
پِینا	выпить
پِینا	напиток
پَینالا	дренаж
پَینانا	заточить
پیندا	бедра
پیندا	ягодицы
پیندی	низ
پیندی	снизу
پیندی	дно
پَینڈ	путь
پَینڈ	путь
پَینڈ	way
پَینڈ	способ
پَینڈ	шаг
پینڈ	глыба
پینڈ	бал
پینڈ	шар
پینڈ	мяч
پِینگ	качели
پَینی	острая
پَینی	острые
پَینی	шарп
پَینی	острый
پِیوٹ	пьяница
پَیوست	присоединилась
پَیوست	присоединился
پَیوست	присоединились
پَیوست	вступила
پَیوستگی	близость
پَیوستگی	близости
پَیوستگی	союз
پَیوستگی	union
پَیوستگی	профсоюз
پَیوستگی	юнион
پَیوستگی	союза
پَیوستگی	перекрестка
پَیوستگی	вложение
پَیوستگی	привязанность
پَیوستگی	сцепления
پَیوستہ	прилегающих
پَیوستہ	присоединилась
پَیوستہ	присоединился
پَیوستہ	присоединились
پَیوستہ	вступила
پَیوند	взаимосвязь
پَیوند	взаимоотношения
پَیوند	отношения
پَیوند	перекрестка
پَیوند	присоединиться
پَیوند	присоединяйтесь
پَیوند	связь
پَیوند	подключение
پَیوند	соединение
پَیوند	патч
پِیہ	жир
پَیہم	постоянно
پَیہم	постоянно
پَیہم	непрерывно
پھاٹ	деление
پھاٹ	дивизион
پھاٹ	подразделение
پھاٹ	отдел
پھاٹک	вход
پھاٹک	врата
پھاٹک	ворота
پھاٹک	проверьте
پھاٹک	чек
پھاٹک	проверка
پھاٹک	проверить
پھاٹک	препятствие
پھاڑ	разлом
پھاڑ	трещина
پھاڑ	аренда
پھاڑ	аренду
پھاڑ	прокат
پھاڑ	сплит
پھاڑ	раскол
پھاڑ	разделить
پھاڑکھاؤُ	жестокие
پھاڑکھاؤُ	жестоко
پھاڑکھاؤُ	жестокий
پھاڑکھاؤُ	жестокого
پھاڑکھاؤُ	жестокое
پھاڑنا	клив
پھاڑنا	дразнить
پھاڑنا	слезоточивый
پھاڑنا	сломать
پھاڑنا	перерыв
پھاڑنا	разорвать
پھاڑنا	рип
پھاڑُو	мастер
پھاڑُو	хозяин
پھاڑُو	master
پھاڑی	складка
پھال	скачок
پھال	прыжок
پھال	шаг
پھانٹا	держаться
پھانٹا	палка
پھانٹنا	бит
پھانٹنا	победить
پھانٹنا	фунт
پھانٹنا	раздавить
پھانجا	цикл
پھانجا	петля
پھانجا	петля
پھاند	spring
پھاند	весна
پھاند	весенний
پھاند	прыгать
پھاند	прыжок
پھاند	прыгнуть
پھاند	скачок
پھاند	прыжок
پھاند	трудности
پھاند	трудность
پھاند	сложность
پھاند	нетто
پھاند	net
پھاند	чистый
پھاند	петля
پھانس	тревога
پھانس	беспокойство
پھانس	петля
پھانسا	петля
پھانسنا	соблазнить
پھانسی	удушение
پھانسی	цикл
پھانسی	петля
پھانسی	петля
پھانک	сломалась
پھانک	сломал
پھانک	сломался
پھانک	бит
پھانک	порция
پھانک	кусочек
پھانک	кусок
پھانک	сократить
پھانک	вырезать
پھانک	снято
پھانکڑ	лихой
پھانکڑ	смелый
پھانکڑ	смелые
پھانکڑ	умная
پھانکڑ	умный
پھانکڑ	умно
پھانکڑ	fop
پھانکڑ	умная
پھانکڑ	смарт
پھانکڑ	умный
پھانکڑ	smart
پھانکڑ	умные
پھانکڑ	мошенник
پھانکنا	открыть
پھانکنا	открытый
پھانکنا	открыто
پھانکنا	open
پھانکنا	открытая
پھب	благодать
پھب	грейс
پھب	грэйс
پھب	элегантность
پھب	декорации
پھب	декор
پھب	украшение
پھب	оформление
پھبتا	подходящих
پھبتا	подходящий
پھبتا	подходящее
پھبتا	подходит
پھبتا	подходящие
پھبتا	подходит
پھبتا	становясь
پھبتا	став
پھبتی	украшение
پھبتی	декорации
پھبتی	декор
پھبتی	украшение
پھبتی	оформление
پھبکنا	процветать
پھبن	благодать
پھبن	грейс
پھبن	грэйс
پھبن	красота
پھبن	шарм
پھبن	очарование
پھبن	обаяние
پھبن	элегантность
پھبنا	украшают
پھپّٹ	упрямство
پھپّٹ	репутацию
پھپّٹ	репутация
پھپّٹ	репутации
پھپّٹ	обман
پھپّٹ	известность
پھپّٹ	славы
پھپّٹ	слава
پھپّٹ	славу
پھپّس	ожирением
پھپّس	мясистая
پھپسا	толстый
پھپسا	толстая
پھپسا	жир
پھپسا	жирный
پھپک	роста
پھپک	рост
پھپک	развитие
پھپک	разработка
پُھپکارنا	удар
پھپولا	пузырь
پھپوندی	грибок
پھٹ	моментально
پھٹ	мгновенно
پھٹ	немедленно
پھٹ	незамедлительно
پِھٹ	проклятие
پِھٹ	проклятье
پُھٹ	изолированных
پُھٹ	разделены
پُھٹ	сингл
پھٹا	сломан
پھٹا	сломана
پھٹا	аренда
پھٹا	аренду
پھٹا	прокат
پھٹا	сплит
پھٹا	раскол
پھٹا	разделить
پِھٹّا	злой
پِھٹّا	злая
پِھٹّا	проклят
پِھٹّا	проклятая
پِھٹّا	проклятый
پُھٹّا	оставляя
پُھٹّا	ухожу
پُھٹّا	оставив
پُھٹّا	едем
پُھٹّا	иду
پھٹاکا	урегулирование
پھٹاکا	поселение
پھٹاکا	урегулирования
پھٹاکا	решение
پُھٹانا	освободить
پھٹاؤ	трещина
پھٹاؤ	сломать
پھٹاؤ	перерыв
پھٹاؤ	разделение
پھٹاؤ	разделительной
پھٹاؤ	разрыв
پھٹاؤ	пробел
پُھٹاؤ	стреляй
پُھٹاؤ	стреляйте
پُھٹاؤ	стрелять
پُھٹاؤ	бад
پھٹک	кристал
پھٹک	кристаллы
پھٹک	кристалл
پھٹک	тюрьме
پھٹک	тюрьма
پھٹک	стакан
پھٹک	стекло
پھٹک	бокал
پھٹک	стекла
پھٹک	тюрьме
پھٹک	тюрьма
پھٹک	клетка
پھٹک	клетку
پِھٹک	проклятие
پِھٹک	проклятье
پُھٹک	пятно
پھٹکا	момент
پھٹکا	минута
پھٹکا	мгновение
پھٹکا	кнут
پھٹکا	отдельная
پھٹکا	отделить
پھٹکا	отдельный
پھٹکا	отдельное
پھٹکا	забастовку
پھٹکا	забастовка
پھٹکا	удар
پِھٹکار	позор
پِھٹکار	проклятие
پِھٹکار	проклятье
پِھٹکارنا	проклятие
پِھٹکارنا	проклятье
پِھٹکارنا	выговор
پُھٹکر	распространенный
پُھٹکر	распространено
پُھٹکر	распространен
پُھٹکر	перемены
پُھٹکر	изменение
پُھٹکر	изменения
پُھٹکر	изменить
پُھٹکر	сменить
پُھٹکر	прочее
پُھٹکر	разное
پُھٹکر	разделены
پھٹکن	плевел
پھٹکنا	подход
پھٹکی	момент
پھٹکی	минута
پُھٹکی	пятно
پُھٹکی	место
پُھٹکی	славка
پھٹنا	лопнул
پھٹنا	взорваться
پھٹنا	лопнул
پھٹنا	разрыв
پھٹنا	взорваться
پُھٹیّ	оставляя
پُھٹیّ	ухожу
پُھٹیّ	оставив
پُھٹیّ	едем
پُھٹیّ	иду
پھٹیچر	бесполезна
پھٹیچر	бесполезный
پھٹیچر	бесполезно
پھٹیچر	бесполезен
پھٹیچر	мелкой
پھٹیچر	мелкая
پھٹِیک	неприятности
پھٹِیک	беда
پھٹِیک	усталости
پھٹِیک	усталость
پُھٹَّیل	странно
پُھٹَّیل	сингл
پھدک	кипит
پھدک	кипящей
پھدک	энтузиазм
پُھدکنا	хоп
پُھدکنا	прыгать
پُھدکنا	прыжок
پُھدکنا	прыгнуть
پُھدکی	скачок
پُھدکی	прыжок
پُھدکی	хоп
پُھدکی	прыгать
پُھدکی	прыжок
پُھدکی	прыгнуть
پھڈّا	бунт
پھڈّا	спор
پھڈّا	споры
پھڈّا	спора
پھڈّا	бой
پھڈّا	драка
پِھر	опять
پِھر	вновь
پِھر	снова
پِھر	впоследствии
پِھر	тогда
پِھر	потом
پِھر	затем
پھرّاٹا	трость
پھرارا	флаг
پھرارا	флажок
پِھرانا	ролл
پِھرانا	колеса
پِھرانا	колесо
پھرّانا	свисток
پھرّانا	свист
پھرّانا	лоскут
پِھرائوُ	движимого
پِھرائوُ	переходя
پُھرپُھرانا	колчан
پُھرپُھرانا	лоскут
پُھرپُھری	ощущение
پھرپھند	обман
پھرپھند	фокус
پھرپھند	трюк
پھرپھند	уловка
پھرپھند	предательство
پھرپھندی	изменников
پھرپھندی	ловкий
پِھرت	вращение
پِھرت	spin
پِھرت	переходя
پِھرتا	возвращения
پِھرتا	возврат
پِھرتا	вернуть
پِھرتا	вернуться
پِھرتا	возвращение
پِھرتا	возвращаю
پِھرتا	возвращение
پِھرتا	прогулки
پِھرتا	ходить
پِھرتا	переходя
پُھرتی	ловкость
پُھرتیلا	тревога
پُھرتیلا	оповещение
پُھرتیلا	умная
پُھرتیلا	смарт
پُھرتیلا	умный
پُھرتیلا	smart
پُھرتیلا	умные
پُھرتیلا	активная
پُھرتیلا	активны
پُھرتیلا	активный
پُھرتیلا	активное
پُھرتیلا	активные
پُھرتیلا	быстрый
پُھرتیلا	быстро
پُھرتیلا	быстрая
پھرچھا	урегулирование
پھرچھا	поселение
پھرچھا	урегулирования
پھرچھا	освободить
پھرچھا	освобождения
پھرچھا	релиз
پھرچھا	освобождение
پھرچھا	оправдание
پھرچھا	договоренность
پھرچھانا	польская
پھرچھانا	польши
پھرچھانا	польский
پھرچھانا	стереть
پھرچھانا	скорректировать
پھرچھانا	очистить
پھرچھانا	ясно
پھرچھانا	чисто
پھرسا	топор
پھرسا	топор
پھرک	щит
پِھرکئی	twisted
پِھرنا	возвращения
پِھرنا	возврат
پِھرنا	вернуть
پِھرنا	вернуться
پِھرنا	возвращение
پِھرنا	отклоняться
پِھرنا	бунт
پِھرنا	восстание
پِھرنا	мятеж
پِھرنا	перемены
پِھرنا	изменение
پِھرنا	изменения
پِھرنا	изменить
پِھرنا	сменить
پِھرنا	скитаться
پِھرنا	прогулка
پِھرنا	поездки
پِھرنا	проезд
پِھرنا	путешествия
پِھرنا	путешествие
پھرَہرا	флаг
پھرَہرا	флажок
پھرَہرا	вымпел
پھری	щит
پھریرا	флаг
پھریرا	флажок
پھریرا	вымпел
پُھریری	волнения
پُھریری	волнение
پُھریری	возбуждение
پُھریری	ощущение
پُھریری	трепет
پھڑپھڑانا	борьба
پھڑپھڑانا	лоскут
پھڑپھڑاہٹ	борьба
پھڑپھڑاہٹ	агитации
پھڑپھڑیا	поспешных
پھڑپھڑیا	активная
پھڑپھڑیا	активны
پھڑپھڑیا	активный
پھڑپھڑیا	активное
پھڑپھڑیا	активные
پھڑک	агитации
پھڑکانا	убийства
پھڑکانا	убийство
پھڑکانا	убей
پھڑکانا	убивать
پھڑکانا	убить
پھڑکانا	двигаться
پھڑکانا	переместить
پھڑکانا	ход
پھڑکن	пульс
پھڑکن	импульс
پھڑکن	тоска
پھڑکن	желание
پھڑکن	пожелание
پھڑکن	желаем
پھڑکن	агитации
پھڑکنا	пайн
پھڑکی	раздел
پھساوا	трудности
پھساوا	трудность
پھساوا	сложность
پھسائو	захват
پھسائو	захвата
پِھسڈّی	неудачник
پُھسکا	слабая
پُھسکا	слабо
پُھسکا	слабым
پُھسکا	слабые
پُھسکا	слабый
پھسکنا	ускользнуть
پُھسلا	фокус
پُھسلا	трюк
پُھسلا	уловка
پُھسلانا	похитить
پُھسلانا	соблазнить
پِھسلنا	ускользнуть
پِھسلنا	гладко
پِھسلنا	skid
پھک	плевел
پھُکا	сожгли
پھکّڑ	нищий
پھکّڑ	сломалась
پھکّڑ	сломал
پھکّڑ	сломался
پھکڑی	грубый
پھکڑی	грубость
پھکڑی	позор
پھکسا	грязь
پھکسا	грязи
پُھکنا	ожог
پُھکنا	сжечь
پُھکنا	гореть
پِھکَیت	lancer
پھگواُ	мошенник
پھل	возвращения
پھل	возврат
پھل	вернуть
پھل	вернуться
پھل	возвращение
پھل	прибыль
پھل	прибыли
پھل	эффект
پھل	детей
پھل	дети
پھل	потомство
پھل	вознаграждение
پھل	награда
پھل	фрукты
پھل	фрукт
پھل	плод
پھل	плоды
پھل	следствием
پھل	последствие
پھُل	цветочек
پھُل	цветок
پُھلاسرا	обман
پُھلاسرا	обмана
پُھلاسرا	заблуждение
پھلانگ	скачок
پھلانگ	прыжок
پھلانگ	spring
پھلانگ	весна
پھلانگ	весенний
پھلانگ	связаны
پھلانگ	прыгать
پھلانگ	прыжок
پھلانگ	прыгнуть
پھلانگنا	прыгать
پھلانگنا	прыжок
پھلانگنا	прыгнуть
پُھلاوٹ	инфляция
پُھلاؤ	инфляция
پھُلپھُلا	бессвязно
پھُلپھُلا	мелко
پھُلپھُلا	мягкий
پھُلپھُلا	нежная
پھُلپھُلا	мягкая
پھُلپھُلا	мягкое
پھُلپھُلا	мягкие
پھلت	эффект
پھلت	выгодно
پھلت	выгодные
پھلت	плодотворный
پھلت	плодотворное
پھلت	доходность
پھلت	урожайности
پھلت	произведение
پھلت	продукта
پھلت	изделие
پھلت	товар
پھلت	продукт
پھلت	следствием
پھلت	последствие
پھُلجھڑی	шутка
پھُلروا	нежный
پھُلروا	нежная
پھُلروا	нежные
پھلسا	двери
پھلسا	дверь
پھلسا	врата
پھلسا	ворота
پھلنا	процветать
پھلنا	расти
پھلنا	вырасти
پھُلنگ	пик
پھُلواری	детей
پھُلواری	дети
پھُلواری	потомство
پھلی	лезвие
پھلی	клинок
پھلی	цикл
پھلی	петля
پھلی	щит
پھُلیرا	парфюмер
پھُلیرا	флорист
پھند	тактика
پھند	ловушку
پھند	ловушка
پھندا	ловушку
پھندا	ловушка
پھندا	нетто
پھندا	net
پھندا	чистый
پھندا	узел
پھندا	петля
پھندوڑنا	оборот
پھنسانا	обмануть
پھنسانا	очарование
پھنسائو	арестовать
پھنسائو	арест
پھنسیّا	охотник
پھنسیّا	хантер
پُھنگی	сектор
پُھنگی	ветвь
پُھنگی	филиал
پُھننگ	саммит
پُھننگ	пик
پُھننگ	сверху
پُھننگ	верх
پُھننگ	топ
پُھننگ	top
پھُنّی	узел
پُھنیارا	фонтан
پُھوار	дождик
پُھوارا	фонтан
پُھوٹ	разлом
پُھوٹ	открытие
پُھوٹ	открытия
پُھوٹ	рифт
پُھوٹ	ссора
پُھوٹ	трещина
پُھوٹ	нарушение
پُھوٹ	брешь
پُھوٹ	разделение
پُھوٹ	разделительной
پُھوٹ	рут
پُھوٹ	корень
پُھوٹ	сплит
پُھوٹ	раскол
پُھوٹ	разделить
پُھوٹ	разрыв
پُھوٹ	пробел
پُھوٹ	сломать
پُھوٹ	перерыв
پُھوٹا	сломан
پُھوٹا	сломана
پُھوٹا	лопнул
پُھوٹک	фрагмент
پُھوٹک	хрупкий
پُھوٹک	хрупкой
پُھوٹک	хрупкая
پُھوٹک	фрагмент
پُھوٹن	несогласие
پُھوٹن	разногласия
پُھوٹنا	подъем
پُھوٹنا	стреляй
پُھوٹنا	стреляйте
پُھوٹنا	стрелять
پُھوٹنا	часть
پُھوٹنا	частично
پُھوٹنا	лопнул
پُھوٹنا	скажи
پُھوٹنا	скажем
پُھوٹنا	скажите
پُھوٹنا	сказать
پُھوٹنا	разбил
پُھوٹنا	разбили
پُھوٹنا	отдельная
پُھوٹنا	отделить
پُھوٹنا	отдельный
پُھوٹنا	отдельное
پُھوٹنا	бад
پُھوٹنا	сплит
پُھوٹنا	раскол
پُھوٹنا	разделить
پھوڑا	опухоль
پھوڑا	абсцесс
پھوڑا	язва
پھوڑا	язвы
پھوڑنا	сплит
پھوڑنا	раскол
پھوڑنا	разделить
پھوڑنا	раскрывать
پھوڑنا	сломать
پھوڑنا	перерыв
پُھوس	горючих
پُھوس	мусор
پُھوسڑا	мусор
پُھوسڑا	потомство
پُھوسی	мусор
پھوک	пусто
پھوک	пустая
پھوک	пустой
پھوک	пустое
پھوک	пустые
پھوک	мусор
پھوک	отказать
پھوک	отказывать
پھوک	отказаться
پھوک	пусто
پھوک	пустая
پھوک	пустой
پھوک	пустое
پھوک	пустые
پھوک	мусор
پھوکا	light
پھوکا	свет
پھوکا	света
پھوکا	светло
پھوکا	пусто
پھوکا	пустая
پھوکا	пустой
پھوکا	пустое
پھوکا	пустые
پھوکا	мягкий
پھوکا	нежная
پھوکا	мягкая
پھوکا	мягкое
پھوکا	мягкие
پھوکل	вогнутая
پھوکل	пусто
پھوکل	пустая
پھوکل	пустой
پھوکل	пустое
پھوکل	пустые
پھوکلا	пусто
پھوکلا	пустая
پھوکلا	пустой
پھوکلا	пустое
پھوکلا	пустые
پُھوکنا	удар
پُھوکنا	ожог
پُھوکنا	сжечь
پُھوکنا	гореть
پُھول	розетка
پُھول	счастья
پُھول	счастье
پُھول	энтузиазм
پُھول	цветочек
پُھول	цветок
پُھول	флеш
پُھول	вспышка
پُھول	flash
پُھول	флэш
پُھول	искра
پُھولا	расцвела
پُھولنا	процветать
پھونپھی	трубы
پھونپھی	трубка
پھونپھی	труба
پھونپھی	трубку
پھونپھی	трубка
پُھونٹ	трещина
پُھونک	вдох
پُھونک	дыхание
پُھونک	удар
پُھونکنا	похитить
پُھونکنا	дразнить
پُھونکنا	мучения
پُھوہار	дождик
پُھوہار	спрей
پُھوہڑ	неловко
پُھوہڑ	неудобно
پُھوہڑ	грязно
پُھوہڑ	бардак
پُھوہڑ	неуклюжий
پُھوہی	плесень
پھیٹنا	mix
پھیٹنا	смешать
پھیٹنا	микс
پھیر	возвращения
پھیر	возврат
پھیر	вернуть
پھیر	вернуться
پھیر	возвращение
پھیر	круг
پھیر	отличие
پھیر	различие
پھیر	разница
پھیر	различия
پھیر	несчастье
پھیر	перемены
پھیر	изменение
پھیر	изменения
پھیر	изменить
پھیر	сменить
پھیر	расстояние
پھیر	тираж
پھیر	дилемма
پھیر	круглая
پھیر	круглые
پھیر	раунд
پھیر	кривизны
پھیر	твист
پھیر	поворот
پھیر	окружности
پھیر	двусмысленности
پھیر	очередь
پھیر	поворот
پھیر	вариации
پھیرا	цепь
پھیرا	круглая
پھیرا	круглые
پھیرا	раунд
پھیرا	посетить
پھیرا	визит
پھیرا	визита
پھیرا	посещение
پھیرا	очередь
پھیرا	поворот
پھیرنا	возвращения
پھیرنا	возврат
پھیرنا	вернуть
پھیرنا	вернуться
پھیرنا	возвращение
پھیرنا	биржа
پھیرنا	обмен
پھیرنا	exchange
پھیرنا	возврат
پھیرنا	возмещение
پھیرنا	отклонить
پھیرنا	отвергнуть
پھیرنا	отвергают
پھیرنا	твист
پھیرنا	поворот
پھیرنا	очередь
پھیرنا	поворот
پھیری	хокинг
پھیری	цепь
پھیری	умоляю
پھیری	фокус
پھیری	трюк
پھیری	уловка
پِھیکا	дим
پِھیکا	обморок
پِھیکا	слабый
پِھیکا	грустная
پِھیکا	печально
پِھیکا	грустный
پِھیکا	грустно
پِھیکا	грусть
پِھیکا	бледный
پِھیکا	мрачные
پِھیکا	грубо
پِھیکا	грубая
پِھیکا	грубый
پھَیلا	расширенная
پھَیلا	расширенный
پھَیلا	расширена
پھَیلانا	расширения
پھَیلانا	расширять
پھَیلانا	расширить
پھَیلانا	развернуть
پھَیلانا	увеличить
پھَیلانا	расширить
پھَیلانا	продлить
پھَیلانا	публиковать
پھَیلانا	опубликовать
پھَیلانا	разброс
پھَیلاوٹ	деление
پھَیلاوٹ	дивизион
پھَیلاوٹ	подразделение
پھَیلاوٹ	отдел
پھَیلاوٹ	распространение
پھَیلاوٹ	распределение
پھَیلاوٹ	распределения
پھَیلاوٹ	продление
پھَیلاوٹ	расширение
پھَیلائو	дальность
پھَیلائو	диапазон
پھَیلائو	удлинение
پھَیلائو	распространения
پھَیلائو	роста
پھَیلائو	рост
