och	un
byggnader	ēkas
byggnader	celtnes
baserad	balstīts
spår	celiņš
spår	celiņa
spår	trases
spår	celiņu
spår	taka
spår	liecības
spår	celiņi
spår	pēdas
spår	sliedes
spår	pēdas
spår	traces
spår	izsekot
spår	palieku
kraft	kraft
kraft	piespiest
kraft	spēkā
kraft	spēka
kraft	spēks
kraft	power
kraft	jaudas
kraft	jauda
kraft	vara
jack	džeks
jack	jack
idaho	aidaho
kategori	kategoriju
kategori	kategorija
kategori	kategorijā
franz	franz
franz	francis
skapad	radīts
skapad	radīta
skapad	radīts
skapad	izveidots
skapad	radīti
skapad	izveidota
unga	jauni
relativt	relatīvais
relativt	radinieks
relativt	relatīvi
relativt	relatīvā
relativt	salīdzinoši
relativt	relatīvi
relativt	samērā
våren	pavasaris
bana	skrejceļš
bana	skrejceļu
bana	skrejceļa
bana	bana
bana	orbītā
francisco	francisco
eva	eva
eva	priekšvakarā
beslut	lēmums
beslut	lēmumi
beslut	lēmumus
gabon	gabonas
gabon	gabona
georgien	gruzija
scott	skots
lunds	lundas
american	american
american	amerikāņu
american	amerikas
hustru	sievas
hustru	sieva
moskva	maskava
moskva	maskavas
moskva	maskavā
guvernör	regulators
guvernör	gubernators
dos	dos
dos	deva
dos	devas
dos	deva
dos	devu
jackson	jackson
slutligen	beidzot
födelseort	dzim
vanlig	kopējo
vanlig	bieži
estero	estero
utgiven	publicēts
utgiven	publicēta
italiensk	itāļu
italiensk	itāliešu
italiensk	itālijas
suva	suva
range	diapazons
hitta	atrodi
hitta	meklēt
hitta	atrast
forskning	pētījumi
forskning	pētniecības
forskning	pētniecība
forskning	izpēte
jonas	jonass
klart	skaidra
klart	skaidri
klart	skaidrs
klart	dzidrs
klart	skaidri
öppna	atklāts
öppna	atvērts
öppna	atvērta
öppna	atvērt
grundade	dibināta
grundade	dibināts
haiti	haiti
viktigaste	galvenais
viktigaste	galvenās
viktigaste	galvenā
följde	sekoja
skola	skola
skola	skolas
skola	skolu
skola	skolā
hertig	hercogs
tidiga	agrīna
tidiga	agri
ledning	pārvaldība
ledning	apsaimniekošana
ledning	vadība
ledning	pārvaldības
litteratur	literatūra
litteratur	literatūrā
litteratur	literatūras
rysk	krievu
rysk	krieviski
rysk	krievs
rysk	krievijas
metal	metāla
metal	metāls
viktiga	svarīgs
viktiga	svarīga
viktiga	svarīgas
viktiga	svarīgi
viktiga	nozīmīgs
upplagan	edition
upplagan	izdevums
nio	deviņas
nio	deviņiem
nio	deviņi
nio	deviņu
fungerar	darbs
fungerar	strādāt
fungerar	darba
fungerar	strādājam
fungerar	strādā
fungerar	būvdarbi
fungerar	darbi
läkare	ārsts
läkare	ārstam
läkare	ārsti
läkare	ārsts
vunnit	uzvarēja
vunnit	uzvarējis
vunnit	ieguva
lago	lago
warren	vorens
hot	apdraudējumi
hot	draudi
hot	hot
hot	karsts
hot	karsti
hot	drauds
hot	draudi
resultatet	rezultāts
försöker	mēģina
försöker	cenšas
försöker	mēģina
försöker	cenšamies
försöker	cenšos
försöker	centies
försöker	cenšas
yrke	profesija
yrke	profesija
yrke	nodarbošanās
yrke	okupācijas
katanga	katanga
fartyg	kuģis
fartyg	kuģis
fartyg	kuģi
fartyg	kuģiem
fartyg	kuģus
fartyg	kuģi
fartyg	trauki
västerås	vesterosa
japanska	japānas
japanska	japāņu
universitetet	universitātē
universitetet	universitāte
universitetet	universitātes
begreppet	jēdziens
begreppet	koncepciju
begreppet	koncepcija
begreppet	koncepts
svt	svt
cape	renāra
arbetar	būvdarbi
arbetar	darbi
arbetar	darbs
arbetar	strādāt
arbetar	darba
arbetar	strādājam
arbetar	strādā
motsvarande	ekvivalents
motsvarande	līdzvērtīgs
motsvarande	līdzvērtīga
motsvarande	līdzvērtīgi
motsvarande	atbilstošās
riksdagen	reihstāgā
riksdagen	parlaments
klass	šķira
klass	klase
fru	sievas
fru	sieva
filippinerna	filipīnas
etikett	etiķetes
etikett	marķējums
etikett	etiķete
royal	royal
royal	karaļa
rapids	krāces
saknas	pietrūkst
saknas	trūkst
saknas	pazudusi
saknas	pazudis
cypern	kipras
cypern	kipra
cypern	cyprus
cypern	kiprā
herrar	kungi
herrar	kapteiņi
herrar	masters
herrar	saimnieki
herrar	kungi
françois	francois
françois	françois
antonio	antonio
politisk	politiskā
speciellt	īpaši
speciellt	īpaša
speciellt	īpašais
speciellt	īpašs
speciellt	īpašā
speciellt	īpaši
höll	turēti
höll	turēts
höll	turētas
höll	turēta
höll	turēti
ghana	gana
bad	lūdzās
bad	slikts
bad	slikta
bad	slikti
bad	pirts
bad	vanna
media	media
media	mediji
media	mediju
damaskus	damaska
paulo	paulo
paulo	paulu
perioden	laikposms
perioden	periods
manus	skriptus
manus	manuskriptu
manus	skriptu
manus	skripts
skapade	radīta
skapade	radīts
skapade	izveidots
skapade	radīti
skapade	izveidota
pass	pases
pass	pasēs
pass	pasu
pass	pase
pass	pasē
pass	pasi
pass	pases
gått	prom
gått	pagājuši
press	spied
press	nospiest
press	preses
press	nospied
press	prese
tränare	pasniedzējs
tränare	treneru
tränare	vagoni
tränare	treneris
tränare	treneri
kultur	kultūra
blå	zilais
blå	zils
blå	zila
blå	zilā
intresse	procentiem
intresse	procentus
intresse	procenti
intresse	interese
tävling	sacensības
tävling	rase
tävling	skrējiens
tävling	sacīkstes
tävling	konkurence
tävling	konkurss
karelen	karēlijas
walter	valters
lägre	zemākā
lägre	apakšējā
lägre	zemāka
lägre	zemākas
lägre	zemāks
författaren	autors
författaren	autore
inklusive	tostarp
inklusive	ieskaitot
omgivningen	apkārtne
omgivningen	apkārtnes
omgivningen	apkārtni
bestående	pastāvīgu
bestående	pastāvīgs
bestående	pastāvīgās
bestående	pastāvīgā
bestående	pastāvīga
bestående	ilgstoša
bestående	ilgstošs
bestående	ilgstošu
kvinna	sieviete
kvinna	sievieti
kvinna	sieviete
kvinna	sievietes
kvinna	sieviešu
andreas	andreas
andreas	endrū
nunavut	nunavuta
ersattes	nomainīts
ersattes	aizstāts
victor	viktors
uppgift	uzdevumu
uppgift	uzdevums
air	gaiss
persiska	persiešu
persiska	persijas
översatt	tulkots
baker	baker
georgia	gruzija
bytte	tirgo
bytte	tirgoti
döda	nogalināt
döda	nokaut
döda	novākt
döda	nogalina
döda	mirusi
döda	miris
döda	beigts
döda	miruši
döda	nonāvēšana
döda	nogalināšana
döda	nonāvēšanas
döda	nogalināšanas
samuel	semjuels
teater	teātrī
teater	teātris
teater	teātra
rosa	rozā
rosa	rosa
rosa	roza
loire	loire
kvinnliga	sieviete
kvinnliga	sievietes
kvinnliga	sieviešu
sid	sid
hamilton	hamiltons
vice	vietnieks
aik	aik
anne	anne
anne	anna
ekonomisk	ekonomikas
ekonomisk	ekonomiskais
ekonomisk	ekonomiskā
ekonomisk	ekonomiska
betydande	nozīmīga
betydande	nozīmīgs
betydande	ievērojams
betydande	nozīmīgas
östergötland	esterjētlandes
veckor	nedēļas
veckor	nedēļām
veckor	nedēļās
resa	braucieni
resa	ceļošana
resa	ceļot
resa	ceļojumi
resa	braucienā
resa	brauciens
resa	ceļojums
resa	ceļošana
resa	ceļo
resa	brauciens
resa	ceļojums
resa	ceļo
moore	moore
moore	mūra
helst	vēlams
helst	ideāli
öppen	atklāts
öppen	atvērts
öppen	atvērta
öppen	atvērt
deltagare	dalībnieki
deltagare	dalībnieki
deltagare	dalībnieks
gruva	raktuves
gruva	mīnas
gruva	raktuves
lämna	atstāt
lämna	atvaļinājumu
lämna	atvaļinājums
lämna	atvaļinājuma
bangui	bangi
illinois	ilinoisas
pengar	naudu
pengar	nauda
pengar	naudas
julius	jūlijs
nyland	ūsimā
priser	cenas
priser	godalgas
priser	balvas
din	din
din	tavas
din	tavu
din	tavs
din	jūsu
din	tava
din	tavs
slag	cīņas
persson	persson
alfabetisk	alfabēta
alfabetisk	alfabētiskā
ägare	īpašniece
ägare	īpašnieks
ägare	īpašnieki
ägare	īpašumtiesības
kasai	kasai
azerbajdzjan	azerbaidžāna
norrbotten	norbotenas
taylor	teilors
museet	muzeju
museet	muzeja
museet	muzejā
museet	muzejs
vänster	palicis
vänster	kreisais
vänster	kreisā
vänster	palikusi
spelas	spēlējis
spelas	spēlēja
regissör	direktora
regissör	direktors
regissör	direktore
regissör	režisors
storlek	izmers
storlek	lielums
storlek	izmērs
sweden	zviedrija
grad	grad
grad	grādu
grad	grāds
oslo	oslo
lån	kredīts
lån	aizņēmums
lån	aizdevums
lån	kredīti
lån	aizņēmumi
lån	aizdevumi
extra	ārējs
extra	ekstra
extra	papildu
extra	extra
halvtid	puslaika
valley	ieleja
levde	dzīvoja
levde	dzīvojis
rid	rid
rid	brauciens
rid	braucamais
kategorin	kategoriju
kategorin	kategorija
kategorin	kategorijā
delta	piedalās
delta	piedalīties
delta	delta
göran	göran
göran	goran
kör	darbināt
kör	izpildīt
kör	izpilda
kör	darbināt
kör	skrien
kör	palaist
kör	braukšanas
kör	braukšana
kör	vadīšana
kör	brauc
kör	disks
kör	braukt
kör	vadīt
kör	braukšana
funnits	pastāvējusi
funnits	pastāvēja
albanien	albānija
kritik	kritika
kritik	kritiku
kritik	kritika
kritik	kritiku
maja	maja
högt	augstā
högt	augstu
högt	augsts
högt	augsta
högt	skaļi
image	attēla
image	attēls
image	attēlu
stark	stiprs
stark	spēcīgs
stark	stipra
stark	spēcīgi
stark	stipri
stark	spēcīga
stark	stark
katolska	katoļu
militära	militāra
militära	militārie
militära	militārā
militära	militāri
militära	militāro
bangladesh	bangladešas
bangladesh	bangladeša
regering	valdība
regering	valdības
kristna	kristians
kristna	kristiešu
kristna	kristiāns
kristna	kristiešiem
kristna	kristiešus
kristna	kristieši
språket	valoda
douglas	douglas
rubriken	virsraksts
spelaren	spēlētājs
vitryssland	baltkrievija
vitryssland	baltkrievu
vitryssland	baltkrievijas
okänt	nezināma
okänt	nezināms
yaoundé	jaunde
utvecklades	attīstīta
utvecklades	attīstītas
utvecklades	izstrādāti
utvecklades	izstrādāts
utvecklades	attīstītajām
utvecklades	attīstījušās
utvecklades	attīstījās
utvecklades	attīstījusies
utvecklades	attīstījies
orden	orden
lewis	luiss
lewis	lūiss
romersk	romāns
romersk	romans
romersk	romiešu
syster	māsa
syster	māsiņa
syster	medmāsa
münchen	minhenē
münchen	minhenes
ludvig	luiss
ludvig	luis
skiljer	atdala
enkelt	vienkārši
enkelt	vienkāršs
enkelt	vienkārša
enkelt	vienkāršas
enkelt	vienkāršā
enkelt	viegli
enkelt	viegli
enkelt	viegla
enkelt	viegls
enkelt	mierīgi
vän	draugs
young	jauni
not	piezīme
house	māja
house	mājā
vit	balti
vit	balta
vit	balts
vit	baltais
vit	baltā
puerto	puerto
syfte	nolūks
syfte	mērķis
typer	tipi
typer	veidi
slottet	pili
slottet	pils
rowspan	rowspan
arbeta	darbs
arbeta	darbs
arbeta	strādāt
arbeta	darba
arbeta	strādājam
arbeta	strādā
andré	andrē
andré	andrē
slätt	plain
slätt	vienkārša
slätt	vienkāršs
slätt	gludas
slätt	gludi
slätt	netraucētu
slätt	raiti
slätt	gluda
fallet	gadījums
fallet	lieta
stycken	rindkopas
framgång	veiksme
framgång	veiksmes
framgång	panākumi
framgång	veiksmīgi
framgång	panākumus
framgång	veiksmīga
exemplar	paraugs
exemplar	īpatņus
exemplar	īpatņu
exemplar	paraugi
exemplar	īpatņi
exemplar	īpatņiem
exemplar	kopijas
exemplar	eksemplāri
college	koledža
college	kolēģija
college	koledžā
college	kolēģijas
college	koledžas
ash	pelni
ash	pelnu
ash	pelnus
wisconsin	viskonsina
davis	davis
officiellt	amatpersona
officiellt	ierēdnis
officiellt	oficiāli
afrika	āfrika
systemet	sistēmu
systemet	sistēma
systemet	sistēmas
prins	princis
bank	banka
professionell	profesionālā
professionell	profesionāls
professionell	profesionāli
professionell	profesionālais
professionell	speciālists
professionell	profesionāla
rollen	loma
rollen	lomu
femte	piektā
femte	piektajā
femte	piektais
anton	antons
ung	jauni
nicaragua	nikaragva
ton	tonnas
ton	tonnas
ton	tonnu
ton	toņa
ton	toni
ton	tonis
ton	tonnu
ton	tonna
ton	tonnas
doktor	ārsts
marken	zeme
marken	malti
marken	zemes
mats	paklāji
inflytande	ietekme
inflytande	sviras
inflytande	svira
mile	jūdžu
carex	dūkstu
gabriel	gabriels
fria	bezmaksas
fria	brīva
fria	free
fria	brīvs
fri	bezmaksas
fri	brīva
fri	free
fri	brīvs
serier	komiksus
serier	sērija
serier	sērijas
fred	miers
fred	mieru
fred	miera
fred	fred
fred	freds
bakgrund	fons
bakgrund	fona
linné	linné
seger	uzvara
seger	uzvaras
höger	tiesības
höger	labās
höger	pareizi
mina	mīna
mina	raktuves
plan	plakne
plan	plaknes
plan	lidmašīna
plan	plāna
plan	plāns
plan	plānā
plan	lidmašīnas
plan	plaknes
day	dienu
day	dienā
day	diena
litet	mazas
litet	mazās
litet	mazie
litet	maza
litet	mazs
litet	maz
litet	maza
litet	mazais
vanligtvis	parasti
vanligtvis	parasti
gott	laba
gott	labas
gott	labi
gott	labs
gott	labais
gott	garšīga
gott	gott
data	dati
adam	adam
betydligt	ievērojami
steg	step
steg	posms
steg	soli
steg	solis
steg	pakāpieni
steg	soļi
steg	posmi
svensson	smith
svensson	smits
hugo	igo
hugo	hugo
rör	pieskarties
rör	cauruļvads
rör	caurules
rör	caurule
rör	caurules
rör	cauruļvadi
rör	caurules
rör	cauruļu
rör	caurules
rör	caurule
rör	caurulīte
infördes	ieviesa
infördes	ieviests
infördes	ieviestie
status	statuss
fort	fortu
ljus	gaismu
ljus	gaišs
ljus	gaismas
ljus	gaisma
ljus	gaiši
ljus	sveces
ljus	gaismas
ljus	svece
ljus	sveci
möjlighet	iespēja
möjlighet	iespēja
möjlighet	iespēja
charlotte	šarlote
satt	sēdēja
satt	sat
ponta	ponta
make	vīrs
romerska	romāns
romerska	romans
romerska	romiešu
high	augstā
high	augstu
high	augsts
high	augsta
bois	bois
biskop	bīskaps
sådant	tādi
sådant	tāda
sådant	tāds
tillstånd	apstiprināšana
tillstånd	atļauja
tillstånd	atļaujas
tillstånd	atļaut
tillstånd	atļauja
tillstånd	atļauja
inledde	uzsāka
sitter	sēž
sitter	sēdes
sitter	sēdi
sitter	sēž
sitter	sēde
real	reāli
real	īstais
real	īsta
real	reālā
real	reālās
real	īstas
organisation	organizācija
organisation	organizācija
högst	visaugstākā
högst	augstākā
högst	augstākais
högst	augstāko
rhône	rhône
vecka	nedēļa
vecka	nedēļā
vecka	nedēļu
vecka	nedēļas
vecka	nedēļā
normandie	normandie
normandie	normandijas
mallen	sagatavi
mallen	paraugs
anges	uzskaitītie
anges	uzskaitītas
anges	uzskaitīti
anges	uzskaitīts
dan	dens
dan	dan
bob	bobs
skapades	radīta
skapades	radīts
skapades	izveidots
skapades	radīti
skapades	izveidota
normalt	parasti
normalt	normāla
normalt	normāli
normalt	normāls
ställning	statuss
ställning	amats
ställning	novietojums
ställning	pozīcija
tävlade	sacentās
tävlade	konkurēja
direktör	direktora
direktör	direktors
direktör	direktore
direktör	režisors
kap	renāra
funktion	amats
funktion	funkcija
sachsen	sachsen
sachsen	saksijas
administrativa	administratīvā
administrativa	administratīvi
administrativa	administratīvais
administrativa	administratīva
administrativa	administratīvie
israel	izraēla
stanley	stenlija
utmärkelser	godā
utmärkelser	apbalvošana
utmärkelser	balva
utmärkelser	balvas
utmärkelser	dekorācijas
utmärkelser	rotājumi
utmärkelser	emblēmas
vinna	win
vinna	laimē
vinna	uzvarēt
vinna	uzvara
vinna	uzvaras
vinna	uzvaru
målare	gleznotājs
saker	lietas
saker	mantas
bureau	birojs
bureau	prezidijs
projektet	projekta
projektet	projekts
verkade	parādījās
verkade	likās
motor	dzinējs
motor	motors
motor	motora
motor	mehānisko
användning	lietošana
användning	izmantošana
användning	lietojums
användning	lietošana
användning	lietojums
användning	lietot
användning	izlietot
användning	izmantošana
vänner	draugi
vänner	draugiem
joe	džo
roger	sapratu
roger	rodžers
förenade	united
förenade	apvienotā
förenade	apvienoto
förenade	vienoti
medeltiden	viduslaiku
versionen	redakcija
versionen	versija
greve	skaitīt
greve	saskaitīt
greve	skaits
internet	interneta
internet	internets
huvudstad	kapitāls
huvudstad	galvaspilsēta
emil	emils
emil	emīls
skellefteå	šellefteo
polska	poļu
polska	polijas
tecken	parakstīt
tecken	zīme
tecken	rakstzīme
tecken	raksturu
tecken	raksturs
tecken	rakstzīmes
tecken	zīmes
tecken	pazīmes
tecken	zīmes
föräldrar	vecāki
föräldrar	vecākiem
tillräckligt	pietiek
tillräckligt	pietiekami
tillräckligt	pietiks
tillräckligt	pietiekama
tillräckligt	pietiekami
tillräckligt	pietiekams
tillräckligt	pietiekamas
open	atklāts
open	atvērts
open	atvērta
open	atvērt
teatern	teātris
teatern	teātra
lägger	nolikt
lägger	ielikt
shi	shi
sjöar	ezeri
sjöar	ezera
sjöar	ezers
ämnen	temati
ämnen	tēmas
ämnen	temati
ämnen	subjekti
ämnen	tēmas
ämnen	priekšmeti
ämnen	vielas
forskare	pētnieku
forskare	pētnieks
forskare	zinātnieks
forskare	pētniekiem
forskare	pētnieki
forskare	zinātnieki
forskare	zinātniekiem
barcelona	barselonas
barcelona	barselona
väst	rietumu
väst	rietumos
väst	rietumi
väst	west
väst	vestes
väst	veste
väst	vesti
permanent	pastāvīgu
permanent	pastāvīgs
permanent	pastāvīgās
permanent	pastāvīgā
permanent	pastāvīga
permanent	neatgriezeniski
permanent	pastāvīgi
sånger	dziesmas
politiskt	politiski
politiskt	politiskā
politiskt	politiskā
theodor	teodors
theodor	teodors
anledning	iemesls
etc	etc
etc	utt
avsnittet	iedaļa
avsnittet	sadaļa
avsnittet	sekcija
krav	prasība
krav	prasības
personen	cilvēks
personen	persona
amt	amt
brott	pārkāpumi
brott	nodarījumiem
brott	noziegumi
brott	noziedzību
brott	noziegumi
brott	noziegums
brott	noziedzība
användaren	lietotājs
användaren	lietotāja
användaren	lietotājam
anderson	andersone
anderson	andersons
harris	harris
rekord	rekords
rekord	ieraksts
byggde	celta
byggde	būvēts
byggde	uzbūvēts
byggde	veidots
byggde	būvēti
byggde	būvēta
nedre	zemākā
nedre	apakšējā
nedre	zemāka
nedre	zemākas
nedre	zemāks
nedre	apakšējais
nedre	apakšējā
nedre	dibens
nedre	grunts
nedre	lejas
nedre	apakšā
bill	rēķinu
bill	bils
bil	auto
bil	automašīna
bil	automobilis
bil	mašīna
mall	sagatavi
mall	paraugs
annars	savādāk
annars	citādi
bilden	attēls
bilden	bildē
bilden	bilde
bilden	bildei
bilden	attēla
bilden	attēls
bilden	attēlu
prix	prix
ökade	palielināts
ökade	paaugstināts
ökade	paaugstināta
ökade	palielināta
bär	mugurā
bär	nēsāt
bär	ogas
bär	valkā
bär	uzvilkt
bär	ogu
bär	berijs
budapest	budapeštas
kapten	kapteinis
kapten	kapteini
röd	sarkani
röd	sarkano
röd	sarkana
röd	sarkanais
röd	sarkans
röd	sarkanā
lord	pavēlnieks
lord	kungs
turkiet	turciju
turkiet	turcijā
turkiet	tītara
turkiet	turcija
turkiet	turcijas
nelson	nelsons
organisationen	organizācija
organisationen	organizācija
vasa	vāsa
känner	jūtu
känner	jūtos
känner	justies
känner	sajust
känner	just
känner	jūt
känner	jūtas
känner	sajūtas
känner	sajūta
produktion	izvades
produktion	izlaide
produktion	izvadi
produktion	produkcija
produktion	izvada
produktion	ražošana
produktion	produkcija
omfattning	joma
internationell	international
internationell	starptautiskā
internationell	starptautiski
utom	izņemot
portugal	portugālē
portugal	portugāle
förhållande	saistība
förhållande	attiecība
förhållande	attiecības
förhållande	saistība
romanen	romāns
timmar	stundas
timmar	stundām
gilbert	gilbert
nationalitet	pilsonība
frederick	frīdrihs
post	pasta
post	pasts
post	amats
post	pasts
post	post
post	ieraksts
sund	veselīgi
sund	veselīga
sund	veseli
sund	veselīgs
sund	šaurums
beskrivs	apraksta
beskrivs	aprakstīts
beskrivs	aprakstītas
beskrivs	aprakstīta
beskrivs	raksturotas
beskrivs	aprakstītais
bissau	bisavas
föremål	priekšmeti
föremål	posteņi
föremål	objekts
föremål	iebilst
föremål	postenis
föremål	objekti
föremål	priekšmeti
föremål	subjekts
föremål	temats
föremål	objekts
föremål	tēma
relevant	nozīmība
relevant	attiecīgais
ledande	vadošie
ledande	vadošais
ishockey	hokejs
ishockey	hokeja
total	kopā
sammanhang	konteksts
sammanhang	konteksta
röster	balsis
röster	balsis
placering	izvietojums
placering	izvietošanu
placering	ievietošana
placering	izvietošana
mali	mali
lopp	sacīkstes
lopp	sacensības
lopp	sacīkstēm
lopp	sacensības
lopp	rase
lopp	skrējiens
lopp	sacīkstes
linje	līnija
sociala	sociāla
sociala	sociālie
sociala	sociālais
sociala	sociālā
sociala	sociāls
undantag	izņēmumi
undantag	izņēmums
undantag	izņēmums
undantag	atkāpe
undantag	atkāpes
undantag	izņēmums
undantag	izņēmumi
dur	dur
sydafrika	āfrika
kraftigt	stingri
kraftigt	stipri
kraftigt	enerģiski
horn	ragiem
horn	ragi
horn	rags
horn	ragu
internationellt	international
internationellt	starptautiskā
internationellt	starptautiski
internationellt	starptautiski
kanaler	kanāli
kanaler	kanāli
köpte	nopirka
visst	drošs
visst	pārliecināts
beskriver	apraksta
beskriver	aprakstīt
beskriver	raksturot
beskriver	apraksta
talen	runas
talen	runās
gordon	gordon
vetenskapliga	zinātniskā
vetenskapliga	zinātniska
vetenskapliga	zinātniskais
vetenskapliga	zinātnisks
nivå	līmenis
norrköping	norrköping
flygplan	lidmašīnas
flygplan	lidmašīnas
flygplan	lidaparāti
flygplan	lidmašīna
flygplan	lidmašīna
burundi	burundi
allmänt	vispārējā
allmänt	vispārējais
allmänt	vispārīgi
allmänt	vispārēji
förening	apvienība
förening	biedrība
förening	asociācija
förening	salikti
riktigt	reāli
riktigt	īstais
riktigt	īsta
riktigt	reālā
riktigt	reālās
riktigt	īstas
soldater	kareivji
soldater	karavīri
soldater	karavīru
pedro	pedro
nordisk	ziemeļvalstu
nordisk	ziemeļu
nordisk	nordisk
senast	pēdējo
senast	pēdējais
senast	pēdējā
senast	pēdējās
senast	pēdējoreiz
senast	jaunākais
bryssel	briselē
bryssel	brisele
viktigt	svarīgs
viktigt	svarīga
viktigt	svarīgas
viktigt	svarīgi
viktigt	nozīmīgs
läsning	lasīšana
läsning	lasījumā
carlos	carlos
politik	politika
politik	politikā
politik	politikas
politik	politika
politik	politikā
politik	politika
politik	politikas
sonen	dēls
vikt	svars
vikt	svara
levande	dzīvošana
levande	dzīvo
levande	dzīvas
levande	dzīvot
levande	dzīvi
levande	dzīvo
levande	live
levande	tiešraide
levande	dzīvs
levande	dzīva
baden	bādene
börja	sākt
börja	palaist
börja	sākums
börja	starts
börja	sākam
börja	sākt
karin	karin
kroppen	ķermeņa
kroppen	ķermenis
närvarande	pašreizējais
närvarande	klāt
närvarande	tagadni
pennsylvania	pensilvānija
massachusetts	masačūsetsas
can	var
can	varam
serbien	serbijas
serbien	serbija
serbien	serbijā
någonsin	kādreiz
någonsin	ever
någonsin	jebkad
redaktör	redaktors
sammanlagt	kopā
anställda	nodarbinātie
anställda	darbinieki
snarare	drīzāk
flytta	pārvietot
flytta	gājiens
flytta	pārvietoties
flytta	pārvietojas
dikter	dzejoļi
damer	dāmas
damer	dāmām
korta	īsa
korta	īsais
korta	īsā
korta	īsi
korta	īss
korta	īsi
stå	stāvēt
representerade	pārstāvēts
representerade	pārstāvētas
representerade	pārstāvēta
representerade	pārstāvēti
jakob	jakobs
jakob	džeimss
jakob	džeims
instrument	instrumenti
instrument	instrumenti
instrument	instruments
instrument	instrumenta
instrument	instrumentu
klara	gatavi
klara	gatava
klara	gatavs
klara	gatavas
stater	valstis
leda	svins
leda	svina
leda	svinu
länk	saikne
länk	saite
bolag	sabiedrības
bolag	korporācijas
bolag	sabiedrība
bolag	uzņēmums
bolag	kompānija
bolag	uzņēmējsabiedrības
bolag	kompānijas
bolag	uzņēmumi
brev	pasta
brev	pasts
brev	vēstulēs
brev	vēstules
brev	burti
brev	vēstule
brev	burts
opera	opera
opera	operas
sen	vēlu
sen	novēloti
sen	tad
chicago	čikāgas
yukon	jukona
sir	kungs
sir	ser
former	formas
former	formas
former	formās
former	veidlapas
regel	noteikums
miljarder	miljardos
miljarder	miljardi
miljarder	miljards
miljarder	miljardos
miljarder	miljardus
miljarder	miljardi
miljarder	miljardiem
artiklarna	raksti
artiklarna	izstrādājumi
artiklarna	panti
begrepp	jēdziens
begrepp	koncepciju
begrepp	koncepcija
begrepp	koncepts
begrepp	apzīmējumi
begrepp	termini
begrepp	jēdzieni
begrepp	koncepcijas
åbo	turku
yttre	ārējais
yttre	ārējā
yttre	ārējais
yttre	ārējs
yttre	ārējā
yttre	ārējais
yttre	ārējā
yttre	ārpuses
yttre	ārējie
upphörde	beidzās
upphörde	beidzies
faktiskt	patiesībā
faktiskt	faktiski
faktiskt	īstenībā
otillräckligt	nepietiekami
otillräckligt	nepietiekamas
otillräckligt	nepietiekama
otillräckligt	nepietiekams
otillräckligt	nepietiekami
otillräckligt	neatbilstošs
otillräckligt	neatbilstoša
otillräckligt	nepietiekama
otillräckligt	nepietiekams
midi	midi
individer	indivīdi
individer	privātpersonas
bluff	meteorīts
ulf	ulfs
oberoende	neatkarīgais
oberoende	neatkarīgi
oberoende	neatkarīga
oberoende	neatkarīgs
oberoende	neatkarīgas
oberoende	neatkarīgi
oberoende	patstāvīgi
oberoende	neatkarība
sällan	reti
byggd	celta
byggd	būvēts
byggd	uzbūvēts
byggd	veidots
byggd	būvēti
byggd	būvēta
stephen	stīvens
sårbar	neaizsargāti
sårbar	neaizsargātas
varv	klēpī
varv	klēpja
varv	revolūcijas
mikael	mikaels
mikael	maikls
mikael	michael
thunder	pērkons
latin	latīņu
steve	stīvs
säsonger	sezonas
släkten	ģinšu
alternativ	alternatīvi
alternativ	alternatīvais
alternativ	alternatīva
alternativ	alternatīvs
alternativ	alternatīvas
alternativ	iestatījumi
alternativ	iespējas
alternativ	opcijas
alternativ	iespēja
skäl	iemesli
skäl	pamatojums
skäl	iemesls
skäl	apsvērums
skäl	pamats
skäl	pamatojums
byggnad	ēkas
byggnad	ēka
återigen	atkal
återigen	vēlreiz
trupper	karaspēku
trupper	karaspēks
träd	koku
träd	koks
träd	kokā
träd	kokiem
träd	kokus
träd	koki
www	www
offentliga	publiski
offentliga	publiskais
offentliga	publiska
colspan	colspan
clark	klārks
ansvar	atbildība
ansvar	atbildības
ansvar	pienākumi
ansvar	atbildība
ansvar	atbildības
ansvar	atbildība
ansvar	atbildības
havanna	havana
fjädermyggor	chironomidae
syftar	mērķi
populär	tautas
populär	populāra
populär	populārs
vilhelm	viljams
bildas	veidojas
bildas	veidoti
chihuahua	čihuahua
således	tādējādi
närmare	tuvāka
närmare	tuvāk
närmare	tuvāka
ordinarie	regulārā
ordinarie	regulārs
ordinarie	regulāras
ordinarie	regulāri
ordinarie	regulāra
helsingborg	helsingborga
josef	džozefs
josef	joseph
josef	josef
utvecklingen	attīstība
utvecklingen	izstrāde
utvecklingen	attīstīšana
utvecklingen	attīstība
utvecklingen	attīstību
utvecklingen	attīstība
utvecklingen	norises
philip	philip
philip	filips
sydney	sidnejas
night	nakts
night	naktī
night	nakti
lennart	lenarts
samling	savākšanas
samling	kolekcijas
samling	vākšana
samling	savākšana
samling	kolekcija
allen	alens
tegucigalpa	tegusigalpa
kosa	kosa
gräshoppor	grasshoppers
iran	irāna
sonora	sonora
besegrade	iekaroja
besegrade	pieveica
fängelse	ieslodzījuma
fängelse	cietumsods
fängelse	cietumā
fängelse	cietuma
fängelse	cietums
miller	millere
mexico	meksika
mexico	meksikas
mexico	meksikā
gracilis	gracilis
kategorier	kategorijās
kategorier	kategorijām
