категорія	kategooria
фронту	eesliini
цілком	täielikult
цілком	täiesti
міський	urban
внутрішній	sise
внутрішній	sisemised
внутрішній	sisemine
внутрішній	sisemine
статистики	statistika
григорій	gregory
протокол	protokoll
зброї	püssid
зброї	relvad
освіта	haridus
студентів	üliõpilased
студентів	õpilased
студентів	tudengid
чим	mis
чим	mida
автомобілі	autosid
автомобілі	autod
автомобілі	sõidukid
автомобілі	yokohama
євген	jevgeni
євген	eugene
наявність	kättesaadavuse
наявність	kättesaadavus
приміщення	ruumid
починається	algab
починається	algab
починається	alustab
починається	alustamine
починається	käivitamine
відразу	koheselt
відразу	otsekohe
імперія	impeerium
імперія	impeeriumi
імперія	imperia
сонця	päikest
сонця	päike
православна	õigeusu
ринку	turgu
ринку	turu
ринку	turg
народного	rahvas
академія	akadeemia
академія	academia
полк	rügement
полк	polki
газу	gaas
газу	gaasi
газу	bensiin
обладнання	riistvara
обладнання	seadmed
обладнання	varustus
послідовності	jada
послідовності	järjestus
держава	riik
держава	olek
держава	osariik
держава	rahvus
безпосередньо	otse
безпосередньо	otseselt
липні	juuli
адже	kuna
адже	sest
майстер	nõustaja
майстер	võlur
майстер	meister
майстер	õpetaja
майстер	peremees
майстер	isand
примітка	noot
примітка	märkus
елементи	kirjed
елементи	elemendid
елементи	esemed
елементи	element
елементи	elemendid
елементи	kirjed
квітні	aprill
програма	taotlus
програма	rakendus
програма	kohaldamine
програма	programm
програма	programm
програма	programmi
необхідно	vajalik
необхідно	vajalikud
форма	kujund
форма	kuju
форма	kujuga
форма	vormi
форма	vorm
форма	ühtlane
форма	ühtsed
форма	munder
жив	elasin
жив	elatud
жив	elanud
жив	elas
відео	video
відео	videod
князь	vürst
князь	prints
князь	prince
ідентифікатор	identifikaator
історик	ajaloolane
історик	õpetlane
ряду	ümar
ряду	ümardatud
обох	mõlemad
щільність	tihedus
редактор	redaktor
редактор	toimetaja
редактор	helilooja
редактор	koostaja
технології	tehnoloogiad
технології	tehnoloogiate
технології	tehnoloogiaid
технології	tehnoloogia
народні	rahvas
груп	grupid
груп	rühmad
слів	sõnad
слів	sõnu
дещо	midagi
дещо	mõneti
дещо	mõnevõrra
поряд	lähedal
характер	karakter
характер	iseloomu
характер	tegelane
характер	iseloom
листопаді	november
листопаді	novembris
підвищення	edendamine
підвищення	tõstmine
організацій	organisatsioonid
організацій	organisatsioone
східної	ida
сторінки	lehekülgi
сторінки	lehed
сторінки	leheküljed
сторінки	leht
сторінки	lehekülg
сторінки	page
сторінки	lehekülje
методи	meetodid
відновлення	taastamine
відновлення	taasta
відновлення	taastumine
відновлення	taaskasutamine
відновлення	taastamine
відновлення	taastamine
поруч	lähedal
поруч	läheduses
поруч	lähedal
передачі	lükka
передачі	kohustub
передачі	ülekanded
тривалість	kestus
тривалість	pikkus
користувача	kasutajanimi
користувача	kasutaja
отримання	saamine
отримання	tõmbamine
отримання	omandada
отримання	vastuvõtmine
отримання	väljavõte
поразки	võidetud
поразки	löödud
поразки	kaotus
географія	geograafia
портал	portaali
портал	portaal
містах	linnad
угорщини	ungari
вилучення	eemaldamine
вилучення	eemaldamine
вилучення	kõrvaldamine
вилучення	kustutamine
вилучення	kustutamine
вилучення	kustuta
вилучення	kustutamine
полковник	kolonel
вміст	sisu
вміст	sisaldus
вміст	sisu
форму	kujund
форму	kuju
форму	kujuga
форму	vormi
форму	vorm
рад	rad
писав	kirjutatud
писав	kirjalik
писав	kirjutanud
писав	kirjutasin
писав	kirjutasid
писав	kirjutas
стану	staatus
стану	seisund
стану	oleku
стану	olek
транспорт	transport
транспорт	vedu
транспорт	transport
переклад	tõlkimine
переклад	tõlge
переклад	tõlkimine
переклад	tõlkida
переклад	tõlgi
переклад	tõlkimine
ятники	raipesööjad
озброєння	suurtükivägi
загальний	üldine
загальний	kokku
загальний	üldine
загальний	üldiselt
загальний	üldine
загальний	kindral
загальний	üldist
загальний	üldised
варто	väärt
відносини	suhted
причина	põhjus
причина	põhjus
нижній	madalam
нижній	madalamad
нижній	alumine
нижній	madalamale
італія	itaalia
основи	põhitõed
наразі	hetkel
наразі	praegu
політичні	poliitilised
політичні	poliitiline
клас	klass
клас	klassi
відродження	renessanss
відродження	elustamine
план	plaan
план	plaani
план	kava
отже	seetõttu
отже	seepärast
смерть	doom
смерть	surma
смерть	surm
сторони	külg
сторони	küljed
кандидат	kandidaat
відбулося	juhtus
газета	ajaleht
матері	ema
матері	emad
середовища	keskkond
середовища	keskkondade
інша	muu
інша	muud
інша	teine
головна	põhi
головна	peamised
головна	main
головна	peamine
головна	eelistatud
споруди	rajatised
споруди	rajatiste
споруди	struktuurne
споруди	struktuuriline
залишається	jääb
залишається	jääb
збереження	päästmine
збереження	salvestamine
збереження	säästmine
нове	uued
нове	uus
нове	new
контроль	kontroll
контроль	tõrje
досі	ikkagi
досі	ikka
землю	maapind
наступний	järgmiseks
наступний	järgmisena
наступний	järgmine
наступний	next
польща	poola
сильно	tugevalt
сильно	much
сильно	palju
фільмів	filmid
покоління	põlvkonna
покоління	generatsioon
покоління	põlvkond
покоління	põlvkondade
самі	üksinda
самі	üksi
самі	sami
самі	saami
політика	poliitika
політика	poliitikast
політика	poliitika
контракт	leping
допомогу	aitamine
допомогу	aidates
допомогу	aitan
допомогу	abi
допомогу	abi
допомогу	appi
допомогу	aidake
автомобілів	rentimine
автомобілів	rendi
отримати	tõmbamine
отримати	saa
вам	relvituks
адміністрації	administratsioon
адміністрації	haldus
адміністрації	manustamine
служив	teenis
служив	teeninud
служив	serveeritud
ймовірно	arvatavasti
ймовірно	ilmselt
ймовірно	tõenäoliselt
архітектор	arhitekti
архітектор	arhitekt
гора	mäe
гора	mägi
гора	mount
гора	ühendamine
тіло	keha
допомоги	abi
допомоги	abi
усього	kokku
шоу	shaw
шоу	näidatakse
шоу	näitamine
шоу	näita
шоу	etendus
шоу	show
край	serv
край	edge
край	omavalitsus
край	vald
край	krai
підприємств	ettevõtted
діє	teod
взяв	võttis
взяв	võtsid
роберт	robert
українці	ukrainlased
лейтенант	leitnant
політик	poliitik
радіо	raadio
радіо	radio
змагання	võistlustel
змагання	võistlused
змагання	konkurents
змагання	võistlus
змагання	konkurentsi
олімпійські	olympic
олімпійські	olümpia
лютому	veebruar
відсутність	eemal
відсутність	eemale
відсутність	puudumine
суд	kohtuotsus
суд	kohtuotsuse
суд	kohus
населених	asustatud
міститься	sisaldas
довідник	käsiraamat
довідник	viide
найбільших	suurim
письменників	kirjanikud
працюють	tööd
працюють	töö
працюють	tööle
північна	põhi
північна	põhja
північна	põhjas
північна	põhja
факти	fakte
факти	faktid
дерева	puid
дерева	puud
обидва	mõlemad
випадках	juhud
випадках	juhtumid
чемпіони	meistrid
йде	läheb
йде	käib
верхній	ülemised
верхній	ülemine
верхній	ülemiste
верхній	top
верхній	ülal
верхній	ülalt
верхній	ülemine
структура	struktuur
структура	ülesehitus
звичайно	kindel
заклад	asutamine
заклад	kehtestamine
заклад	panus
заклад	kihla
заклад	kihlvedu
починає	algab
починає	alustab
млрд	miljard
млрд	miljardit
студії	stuudio
будівля	hoone
будівля	ehitamine
будівля	ehitis
дати	kuupäevad
гравця	mängija
особливості	omadused
властивості	omadus
властивості	omand
властивості	omadused
колишні	endised
колишні	endine
борис	boris
борис	boriss
лінія	liin
лінія	joone
лінія	joon
лінія	rida
південна	lõuna
південна	lõuna
південна	lõunasse
південна	lõunas
російською	vene
російською	venelane
граф	graafik
граф	graf
мапа	kaart
художники	esitajad
художники	kunstnikud
характеристики	omadused
характеристики	karakteristikud
характеристики	iseloomustus
поховані	maetud
писати	kirjutamine
центральна	kesksed
центральна	kesk
центральна	keskosa
центральна	keskne
велике	suured
велике	big
велике	suure
велике	suur
позначення	märgistus
позначення	tähistamine
позначення	tähistus
позначення	märgistamine
позначення	tähistus
позначення	määramine
позначення	nimetus
позначення	märgistamine
засоби	tööriistad
засоби	kaup
засоби	tähendab
думка	arvamus
сотні	sajad
сотні	sadu
лікування	töötlus
лікування	ravi
лікування	töötlemine
лікування	ravile
місяць	kuu
місяць	kuu
місяць	moon
училище	kooli
училище	koolis
училище	kool
штаб	staap
штаб	peakorter
штаб	töötajad
штаб	personal
зони	tsoonid
зони	tsoonide
зони	kiirenenud
зони	kiirendatud
спільно	ühiselt
вокал	vokaal
робить	teeb
робить	paneb
робить	teeb
наш	meie
збори	assamblee
вага	kaal
вага	kaalu
шість	kuus
максим	maksim
максим	maximus
максим	maksim
любов	armastan
любов	love
любов	armastus
любов	armastust
господарство	majandus
наука	teadus
наука	teadust
галактики	galaktikate
середини	mid
китаю	hiina
збільшення	suurendusega
збільшення	suurendamine
збільшення	suureneb
золотий	golden
золотий	kuldsed
золотий	kuldne
бас	bass
маса	missa
маса	massi
маса	mass
позиція	asukoht
позиція	positsioon
позиція	asend
казахстану	kasahstan
сама	üksinda
сама	üksi
ресурси	ressurss
ресурси	vahendid
ресурси	ressursid
торгівлі	kauplemine
торгівлі	kaubandus
посади	istuda
посади	istu
конференції	konverents
море	mare
море	mära
море	meri
море	mere
факультету	õppejõud
факультету	teaduskonna
розділ	peatükk
розділ	lõik
розділ	sektsioon
розділ	jagu
розділ	partitsiooni
учнів	pupillid
учнів	õpilased
вирішив	otsustas
вирішив	otsustanud
вирішив	otsustatud
узбережжя	rannik
узбережжя	ranniku
температура	temperatuur
температура	temperatuuri
температура	temperatuurid
галактика	galaktika
галактика	galaxy
мітка	sildi
мітка	tag
мітка	silt
мітка	etikett
мітка	pealdis
мітка	märgistus
мітка	märgis
попередні	eelmised
попередні	varasem
попередні	eelmine
кожна	iga
жан	jean
рима	riimi
рима	rima
голосів	hääli
голосів	hääled
годин	tundides
годин	tunde
годин	tunnid
годин	tundi
приклад	proovi
приклад	valim
приклад	näidis
приклад	proov
приклад	näidis
приклад	näide
залежить	sõltub
залежить	oleneb
нато	nato
відділ	osakond
навчальні	õpetamine
навчальні	õpetamise
працювала	töötatud
працювала	töötas
працювала	töötanud
ідеї	ideid
ідеї	ideed
журналіст	ajakirjanik
американська	ameeriklane
американська	ameerika
американська	american
імператор	imperaator
імператор	keiser
форм	vormid
актори	näitlejad
політ	lendu
політ	lennu
політ	lend
історичний	ajalooline
земля	maa
земля	maa
земля	maad
земля	land
земля	mulla
земля	pinnas
земля	muld
асоціації	ühendused
асоціації	assotsiatsioon
дім	kodu
дім	koju
дім	kodus
символ	sümbol
символ	karakter
символ	iseloomu
символ	tegelane
символ	iseloom
отримує	tõmbamine
аналіз	analüüsi
аналіз	analüüs
пол	paul
пол	pol
одеса	odessa
навчальних	haridus
потужність	võimsus
зростання	kasv
зростання	majanduskasv
зростання	kasvavas
повідомлення	sõnum
повідомлення	teade
повідомлення	teated
повідомлення	sõnumid
повідомлення	kirjad
структури	struktuurid
структури	struktuur
структури	ülesehitus
інше	teistsugune
інше	erinevad
інше	erinev
інше	muu
інше	muud
громадян	kodanikud
незалежність	iseseisvus
незалежність	sõltumatus
встановлення	paigaldus
встановлення	paigaldamine
встановлення	rajatis
встановлення	paigaldamine
встановлення	seadistus
встановлення	paigaldamine
вартість	kulu
вартість	maksumus
вартість	kulud
вартість	väärtus
автомобіль	auto
автомобіль	car
автомобіль	sõiduk
автомобіль	sõiduki
полі	poli
полі	polü
корабель	laeva
корабель	laev
корабель	sõjalaev
проживання	majutus
проживання	majutuse
технологій	tehnoloogiad
технологій	tehnoloogiate
технологій	tehnoloogiaid
населеного	asustatud
громад	kogukonnad
випуск	vabastamine
випуск	vabasta
випуск	vabastada
випуск	väljaandmine
випуск	emissiooni
випуск	lähetamine
бригади	brigaadid
бригади	brigaad
галузь	tööstus
галузь	tööstuse
галузь	tootmisharu
установи	asutused
установи	institutsioonid
установи	institutsioone
установи	institutsioon
установи	institutsiooni
установи	asutus
уєфа	europa
уєфа	uefa
комітет	komitee
бразилії	brasiilia
результат	skoor
результат	punktisumma
результат	tulemus
живе	elud
живе	elab
лос	los
номінації	kandidatuuri
номінації	nimetamine
здебільшого	peamiselt
здебільшого	enamjaolt
здебільшого	enamasti
здебільшого	suuresti
працювали	töötatud
працювали	töötas
працювали	töötanud
хрест	rist
хрест	cross
хрест	risti
вік	vic
вік	age
вік	vanust
вік	vanus
завершення	lõpuleviimist
завершення	lõpetamine
завершення	lõpuleviimine
завершення	täielik
завершення	terviklik
завершення	lõpetatud
завершення	lõpetamine
завершення	viimistlemine
речовини	aine
речовини	ainet
процесів	protsessid
промисловість	tööstus
промисловість	tööstuse
промисловість	tootmisharu
червоний	punane
червоний	punased
фронт	ees
фронт	ette
фронт	rinne
вибори	valimised
вибори	valimised
достатньо	piisav
достатньо	piisavad
грі	gris
сучасний	tänapäeva
сучасний	moodne
сучасний	kaasaegne
автора	autor
голів	pead
голів	päid
теми	teemad
теми	teema
теми	teemad
теми	teema
названо	nimetatud
названо	nimega
названо	paljastatud
швидкості	kiirused
сучасна	tänapäeva
сучасна	kaasaegne
вірші	värsid
вірші	luuletusi
вірші	luuletused
надання	kaasaaitamine
надання	andmine
редакції	läbivaatamine
століть	sajandeid
століть	sajandite
ліси	metsad
основу	skeleti
основу	luukere
імена	nimetused
імена	nimed
приєднався	liitunud
приєднався	liitus
приєднався	ühines
відповідь	vastus
відповідь	vasta
відповідь	vastus
відповідь	vastus
відповідь	reageering
відповідь	reageerimine
париж	pariis
париж	pariisi
бій	lahing
бій	võitle
бій	võitlus
виявлені	tuvastati
виявлені	tuvastatud
виявлені	avastatud
виявлені	avastati
основна	primaarne
основна	esmane
королівство	kuningriik
джеймс	james
ірландії	iirimaa
карла	carla
карла	karla
керування	kontroll
керування	tõrje
керування	haldus
керування	juhtkond
керування	juhtimine
керування	haldamine
традиції	traditsioonid
традиції	traditsioon
традиції	traditsioonid
головні	põhi
головні	peamised
головні	main
головні	peamine
голосування	hääletus
голосування	hääleta
голосування	hääletamine
голосування	hääletus
голосування	hääletamine
флора	flora
думки	mõtteid
думки	mõtted
голос	hääl
голос	hääle
голос	häält
майор	major
майор	linnapea
річок	jõed
капітан	kapten
свята	püha
свята	pühal
свята	pühi
свята	pühad
використовує	kasutab
вода	vett
вода	vesi
боротьба	maadlus
боротьба	võitlus
боротьба	võitlemine
боротьба	võitlus
словенії	sloveenia
знання	teadmised
знання	teadmine
регіонів	regioonid
регіонів	piirkonnad
кораблі	laevu
кораблі	laevad
білорусь	valgevene
франка	franca
зустрічаються	tutvu
зустрічаються	kohtuda
сюр	sur
тему	teema
тему	teema
центральний	kesksed
центральний	kesk
центральний	keskosa
центральний	keskne
сезони	hooaega
лежить	valed
шотландії	šotimaal
шотландії	šotimaa
середньої	keskmine
основний	core
основний	tuum
основний	tuuma
основний	primaarne
основний	esmane
основний	eelistatud
основний	põhi
основний	põhiline
представник	esindaja
триває	kestab
розширення	laienemine
розширення	laiendused
розширення	laiendamine
розширення	laienemine
розширення	laiendamine
розширення	pikendamine
розширення	laiendus
розширення	pikendamise
художників	esitajad
художників	kunstnikud
містечко	linn
містечко	linna
білий	valge
білий	valged
західна	läänemaa
західна	lääne
західна	western
успішно	edukas
успішно	edukad
успішно	edukalt
місяці	kuud
місяці	kuude
народна	rahvas
створені	tekitatud
створені	loodi
створені	loodud
літак	lennuk
літак	lennuk
літак	lennukid
літак	õhusõidukid
літак	õhusõiduk
втрати	kahjum
втрати	kaotus
втрати	kaotamine
втрати	kaotused
підпис	pealdis
підпис	caption
підпис	signatuur
підпис	allkiri
протікає	vood
протікає	voolab
автором	autor
насправді	tegelikult
насправді	tegelt
насправді	tõesti
дав	andis
архітектура	arhitektuur
порід	tõugude
політична	poliitilised
політична	poliitiline
коло	ring
коло	circle
коло	ringi
легко	lihtne
легко	kerge
всередині	sees
засновник	asutaja
будинків	majad
будинків	kodud
історична	ajalooline
названий	nimetatud
названий	nimega
гроші	raha
науковці	teadlased
науковці	teadlaste
служба	jumalik
служба	teenindus
служба	teenus
керівництво	haldus
керівництво	juhtkond
керівництво	juhtimine
керівництво	haldamine
зірки	staarid
зірки	tähed
зірки	tähtede
вчений	teadlane
гру	mängu
гру	mäng
швейцарії	šveits
кожному	iga
підприємство	enterprise
підприємство	ettevõte
підприємство	ettevõtlus
залишити	jäta
богдан	bogdan
вихід	välju
вихід	väljaränne
вихід	väljumine
вихід	välju
вихід	väljumine
вихід	väljapääs
бога	jumal
режим	režiimi
режим	režiim
режим	mode
соціально	sotsiaalselt
кілометрів	miles
кілометрів	miili
взяли	võttis
взяли	võtsid
прийнято	vastuvõetud
прийнято	aktsepteeritud
прийнято	leppis
будинки	kodud
будинки	majad
володіння	valduses
володіння	omamine
продюсер	produtsent
продюсер	tootja
ділянки	alad
ділянки	valdkonnad
ділянки	piirkonnad
ольга	olga
машина	masin
машина	masina
машина	auto
машина	car
бік	külg
цифровий	digitaalse
цифровий	digitaalne
простір	kosmos
простір	ruum
простір	ruumi
забив	võitmine
дніпро	dnipro
куди	kus
куди	kuhu
гран	grand
олена	elena
біографія	elulugu
тиждень	nädal
вулиць	tänavaid
вулиць	tänavad
договір	leping
договір	leping
договір	asutamisleping
старий	vana
старий	vanaks
старий	vanad
медалі	medalid
заснував	asutatud
заснував	rajatud
курс	kurss
курс	kursus
географічне	geograafiline
географічне	geograafilised
географічне	geograafiline
географічне	geograafilised
засновано	asutatud
засновано	rajatud
двигун	mootor
остаточно	jäädavalt
остаточно	püsivalt
чорний	mustad
чорний	black
чорний	musta
чорний	must
захоплення	püüdmine
захоплення	jäädvustades
турнір	turniiri
турнір	turniir
виникнення	tekivad
виникнення	tõuse
зміг	võiks
зміг	saaks
інженер	insener
виключно	erandlikult
виключно	erandkorras
виключно	eranditult
шкіл	koole
шкіл	koolid
порядок	tellimine
порядок	tellin
порядок	tellimus
порядок	kord
порядок	järjekord
порядок	korraldus
порядок	ordu
матеріал	materjal
миру	peace
миру	rahu
канада	kanada
поза	väljaspool
поза	väljas
поза	beyond
поза	hoiak
костянтин	konstantin
костянтин	constantine
тов	tov
досвід	kogemus
досвід	kogemused
операцій	toimingud
операцій	operatsioonid
операцій	tehingud
дорога	maantee
дорога	tee
дорога	road
театрі	teater
бароко	barokk
творчість	loovuse
творчість	jutustav
користь	kasu
цар	king
цар	kuningas
цар	kunn
цар	tsaar
цар	tsaari
захисник	kaitsja
захисник	kaitsja
єпископ	oda
єпископ	bishop
єпископ	piiskop
важко	raskel
важко	keeruline
важко	raske
марка	pitser
марка	tempel
руки	relvad
руки	käed
руки	käed
місяця	kuu
місяця	kuu
місяця	moon
документи	dokumendid
усе	kõik
усе	kõike
заявив	nõudis
заявив	tunnistas
проблема	probleem
проблема	probleemi
проблема	probleemiks
температури	temperatuurid
захворювання	haigused
захворювання	haigus
захворювання	haigused
визнання	heakskiitmine
визнання	vastuvõtmine
визнання	ülestunnistus
визнання	tunnustamine
визнання	tunnustus
визнання	kajastamine
вільям	william
сучасні	tänapäeva
сучасні	moodne
сучасні	kaasaegne
переможець	võitja
літаків	lennukid
літаків	õhusõidukid
літаків	õhusõiduk
змагань	võistlustel
змагань	võistlused
керував	koordineerida
фортеці	kindlus
піренеї	püreneedes
піренеї	pyrénées
закладів	asutused
закладів	institutsioonid
закладів	institutsioone
одразу	koheselt
одразу	otsekohe
кольори	värvid
кольори	värvid
спорт	sportlik
спорт	sport
спорт	spordiala
спорт	sport
спорт	spordi
брата	vend
брата	venna
порт	port
порт	sadam
ель	ale
петербург	peterburg
кораблів	laevu
кораблів	laevad
застосовується	rakendub
канал	kanal
канал	kanalid
бельгії	belgia
звільнення	vabastamine
звільнення	vabasta
звільнення	vabastada
звільнення	tagasiastumisega
економіка	majandus
економіка	majandus
східна	ida
прийняття	vastuvõtmine
білі	valge
білі	valged
чоловіка	abikaasa
запропонував	pakkus
запропонував	pakutav
запропонував	pakutud
математики	matemaatikud
математики	matemaatika
молодший	noorem
молодший	nooremad
молодший	alaealine
нижня	madalam
нижня	madalamad
нижня	alumine
нижня	madalamale
визначається	defineeritud
визначається	määratletud
неодноразово	pidevalt
обслуговування	hooldamine
обслуговування	hooldus
обслуговування	hooldatud
проектів	projektid
віталій	vitalis
віталій	vitali
групу	rühm
групу	grupp
групу	grupis
біла	valge
біла	valged
власні	oma
православної	õigeusu
кордон	piir
кордон	piiri
місцеві	kohalik
місцеві	kohalikud
місцеві	kohalikud
ідея	idee
ідея	mõte
клубів	klubid
вимоги	nõuded
типи	tüübid
веде	juhatab
веде	juhib
веде	viib
казахстан	kasahstan
тисячі	tuhanded
тисячі	tuhandetes
тисячі	tuhandeid
червона	punane
червона	punased
вважає	mõtleb
вважає	arvab
короткий	lühike
короткий	lühikesed
провулок	alley
причини	põhjused
причини	põhjused
причини	põhjustab
проводиться	olemise
проводиться	olemine
переїхав	liigutatud
переїхав	liigutas
переїхав	kolis
степан	stepan
степан	stephen
працівників	töötajad
працівників	töölised
працівників	töötajad
євреїв	juudid
конструкції	struktuurid
метро	metroo
метро	metro
примітки	noot
примітки	märkus
примітки	märkmed
примітки	märkused
сад	aia
сад	aed
ніч	õhtu
ніч	öö
ніч	ööd
німецька	saksa
німецька	sakslane
окупації	okupatsiooni
окупації	amet
заходи	meetmed
заходи	protseduurid
марк	marc
вища	pikem
вища	kõrgemale
вища	kõrgemad
вища	kõrgem
лікар	arst
лікар	arsti
лікар	arst
лікар	arsti
лікар	doktor
найбільша	suurim
найбільша	suurim
пар	paari
пар	paaris
пар	paaride
пар	paarid
пар	pari
лев	lõvi
лев	leo
валерій	valeri
валерій	valeri
довгий	pikad
довгий	pikka
довгий	pikk
драми	draama
польоту	lendamine
польоту	lendavad
польоту	lendu
польоту	lennu
польоту	lend
змі	meedia
богородиці	neitsi
споруд	ümberpaigutamine
слави	kuulsus
перетворення	teisendused
перетворення	teisendamine
перетворення	muundamise
перетворення	muuta
перетворення	teisendamine
перетворення	ümberkujundamine
перетворення	muutumine
реалізації	rakendamine
реалізації	elluviimine
боротьбі	võitlemine
боротьбі	võitlus
газ	gaas
газ	gaasi
газ	bensiin
газ	gaz
аеропорт	lennujaam
здатність	võime
костел	kiriku
костел	kirik
героїв	kangelased
жили	elasin
жили	elatud
жили	elanud
жили	elas
залізнична	raudtee
альпи	alpid
альпи	alpes
жінка	naise
жінка	naine
жінка	naissoost
дійсно	tõesti
португалії	portugali
португалії	portugal
дочка	tütar
назад	tagurpidi
назад	tagasi
органи	organid
хвороби	haigus
хвороби	haigused
хвороби	haigus
процеси	protsessid
наступних	tulevaste
принцип	põhimõte
анна	anne
анна	anna
англійська	inglise
увійшов	kantud
увійшов	sisestatud
намагався	üritasin
намагався	proovis
намагався	proovisid
намагався	proovisin
намагався	proovitud
надзвичайно	ebatavaliselt
надзвичайно	äärmiselt
надзвичайно	märkimisväärne
надзвичайно	tähelepanuväärne
течії	hoovused
течії	ülesvoolu
мужність	julgus
мужність	julgust
мужність	vaprus
молдови	moldova
спроби	üritan
спроби	püüan
причиною	põhjus
солдат	sõdur
відкрита	avamine
відкрита	ava
відкрита	avada
відкрита	avatud
повний	täis
повний	täielik
повний	täielik
повний	terviklik
повний	lõpetatud
кошти	kogunenud
кошти	kulud
випуску	vabastamine
випуску	vabasta
випуску	vabastada
написання	kirjutamine
ситуації	olukord
ситуації	situatsioon
основою	baasi
основою	baas
основою	alus
особисто	isiklikult
пройшов	läbitud
пройшов	läbis
пройшов	möödunud
родин	perekonnad
родин	pered
жодного	puudub
надалі	ikkagi
надалі	ikka
факт	tõsiasi
факт	fakt
народ	inimesed
народ	rahvas
народ	people
рідко	harva
герої	kangelased
збірка	kogu
збірка	kollektsioon
збірка	kogumine
прі	prix
долина	org
долина	oru
долина	valley
леонід	leonidas
леонід	leonid
спостереження	järelevalve
спостереження	jälgimine
спостереження	seire
спостереження	monitor
спостереження	monitori
спостереження	jälgida
спостереження	jälgija
спостереження	tähelepanekud
спостереження	vaatlused
спостереження	jälgides
спостереження	tähelepanek
спостереження	vaatluse
спостереження	vaatlus
введення	sisenemine
введення	sisestamine
введення	kirjutades
сторінок	lehekülgi
сторінок	lehed
сторінок	leheküljed
санта	jõuluvana
санта	santa
остання	viimasena
остання	viimane
гравців	mängijad
найбільший	suurim
морі	mori
зміст	sisu
зміст	sisaldus
зміст	toc
зміст	sisu
нам	nam
зберігання	valduses
зберігання	omamine
зберігання	hoidla
зберігання	ladustamise
зберігання	säilitamine
зберігання	ladustamine
високий	high
високий	kõrgele
високий	kõrged
високий	kõrgel
високий	kõrge
обробки	töötlus
обробки	töötlemine
силами	võimed
силами	powers
силами	volitused
польські	poola
вірменії	armeenia
архів	arhiivi
архів	arhiiv
банк	pank
банк	bank
стіни	seinad
світло	hele
світло	valgus
світло	valgust
світло	kerge
світло	tuled
популярність	populaarsus
попередній	eelmised
попередній	varasem
попередній	eelmine
естонії	eesti
естонії	estonia
природно	loomulikult
літаки	lennukid
грузії	gruusia
грузії	georgia
виграв	võidetud
виграв	võitsid
виграв	võitis
дорівнює	võrdsed
дорівнює	võrdne
дорівнює	võrdub
будучи	olemise
будучи	olemine
авторів	autorid
пише	kirjutab
авіації	lennunduse
авіації	lennundus
федір	fedor
федір	fjodor
телебачення	televiisor
телебачення	televisiooni
телебачення	televisioon
мабуть	ilmselt
мабуть	nähtavasti
найкращі	parima
найкращі	parimad
найкращі	parimat
найкращі	parim
японія	jaapani
японія	jaapan
зміна	muuda
зміна	muutused
зміна	muuda
зміна	muudatus
зміна	muutus
хтось	keegi
хтось	keegi
залишки	jääb
залишки	ülejäägid
залишки	jäänuk
збірник	koostamine
бригада	brigaad
риб	kala
риб	kalad
підписав	allkirjastatud
підписав	allkirjastanud
випадків	juhud
випадків	juhtumid
автори	autorid
тетяна	tatjana
тетяна	tatjana
технічні	tehnilised
технічні	tehniline
характеру	pühendumus
характеру	kohustuse
характеру	pühendumine
характеру	kohustus
метал	metallist
метал	metall
метал	metal
метал	metalli
ситуація	olukord
ситуація	situatsioon
будівель	ehitised
будівель	hooned
музичний	muusikal
музичний	musical
стоїть	seisab
середнього	keskmine
зустрічі	koosolek
зустрічі	kohtumine
зустрічі	koosolekud
зустрічі	kohtumised
зустрічі	istungid
залишився	jäin
залишився	jäi
залишився	jäid
могила	haud
могила	haua
могила	haud
могила	hauda
могила	haua
малий	väikesed
малий	väike
малий	mali
румуни	rumeenlaste
птахи	linnud
птахи	linnu
птахи	lind
птахи	linnuke
птахи	bird
перехід	hüpe
перехід	ülemineku
перехід	üleminek
китаї	hiina
міжнародна	rahvusvaheline
міжнародна	rahvusvahelised
міжнародна	international
функція	funktsiooni
функція	funktsioon
гармати	kahur
тур	tour
тур	tuur
тур	ringkäik
військо	armee
військо	sõjavägi
селяни	talupoeg
селяни	külaelanikud
селяни	talunikud
селяни	talupidajad
селяни	põllumajandustootjate
китай	hiina
тернопіль	ternopil
воєводство	vojevoodkond
пер	pers
пер	per
розміри	mõõtmed
розміри	mõõdud
розміри	suurused
реформи	reformid
реформи	reform
дивізіон	diviis
дивізіон	rajoon
дивізіон	osakond
зовнішні	välised
зовнішні	välise
зовнішні	väline
тривала	kestis
тривала	kestev
дороги	teed
срібний	hõbeda
срібний	silver
срібний	hõbe
скульптор	skulptor
дель	del
ринок	turgu
ринок	turu
ринок	turg
столиця	pealinn
столиця	kapital
каталог	kataloog
каталог	kataloog
каталог	kataloogi
виконує	täidab
нарешті	lõpuks
власний	kohandatud
власний	self
власний	oma
оператор	operaator
оператор	käitaja
джордж	jüri
джордж	george
більша	suuremad
більша	suurem
фінляндії	soome
династія	dünastia
хімічний	keemiline
хімічний	keemilised
хімічний	kemikaal
хорватії	horvaatia
списки	nimekirjad
списки	loetelud
значний	märkimisväärne
безліч	arvukad
дисертацію	väitekirja
технічного	tehnoloogiline
договору	leping
договору	asutamisleping
програмування	kodeerimise
програмування	kavandamine
глядачів	vaatajad
сказав	ütles
