மற்றும்	та
நம்பிக்கை	впевненість
நம்பிக்கை	вірний
நம்பிக்கை	вірним
நம்பிக்கை	довіра
நம்பிக்கை	надії
நம்பிக்கை	надія
நம்பிக்கை	надіюсь
நம்பிக்கை	переконання
நம்பிக்கை	віра
இடங்கள்	розташування
இடங்கள்	адреси
இடங்கள்	місця
இடங்கள்	адрес
இடங்கள்	місць
இடங்கள்	місця
இடங்கள்	місцини
பெரிதும்	сильно
பரவலாக	богослужіннях
பரவலாக	широко
மரபு	ідіом
மரபு	спадковість
மரபு	застаріла
மரபு	спадок
மும்பை	мумбаї
விற்பனை	продати
விற்பனை	продавати
விற்பனை	продаж
விற்பனை	маркетинг
விற்பனை	продажів
விற்பனை	продаж
விற்பனை	продажі
விற்பனை	розпродаж
விற்பனை	продаж
வருடம்	рік
மேலே	згори
மேலே	вгорі
மேலே	топ
மேலே	верхній
மேலே	найпопулярніші
மேலே	зверху
மேலே	вище
ஏற்கனவே	уже
ஏற்கனவே	вже
அம்மன்	амман
என்றாலும்	хоча
என்றாலும்	щоправда
கடன்	кредитний
கடன்	кредитна
கடன்	кредит
கடன்	борг
கடன்	кредитні
கடன்	кредит
கடன்	кредиту
கடன்	борг
கடன்	боргу
கடன்	кредити
விலை	ціна
செய்திகள்	новини
செய்திகள்	новина
செய்திகள்	повідомлення
செய்திகள்	повідомлень
சோதனை	перевірка
சோதனை	перевірити
சோதனை	test
சோதனை	тест
சோதனை	тестування
சோதனை	випробування
பிபிசி	bbc
உருவாக்க	створити
அவர்களுக்கு	їхнє
அவர்களுக்கு	їхня
அவர்களுக்கு	їхні
அவர்களுக்கு	їхній
அவர்களுக்கு	їх
அவர்களுக்கு	їм
அவர்களுக்கு	комплектів
அரசன்	монарх
அரசன்	кінг
அரசன்	король
அரசன்	цар
போட்டிகள்	конкурсів
போட்டிகள்	змагань
போட்டிகள்	змагання
கை	кисть
கை	хенд
கை	правиця
கை	рука
கை	руку
அரசியல்வாதி	політик
பறவைகள்	птахи
பறவைகள்	пташки
ஒலி	sound
ஒலி	звук
ஒலி	аудіо
ஒலி	audio
குறிப்புகள்	нотаток
குறிப்புகள்	нотатки
குறிப்புகள்	примітки
குறிப்புகள்	поради
குறிப்புகள்	підказки
பெண்களின்	дівчатка
பெண்களின்	дівчата
ஜே	джей
இயக்குனர்	режисер
இயக்குனர்	директор
உயிரியல்	біологія
உயிரியல்	біології
தொடக்கம்	стартап
தொடக்கம்	запуску
தொடக்கம்	startup
தொடக்கம்	запуск
தொடக்கம்	запустити
தொடக்கம்	розпочати
தொடக்கம்	старт
தொடக்கம்	запускати
தொடக்கம்	початок
தொடக்கம்	почати
தொடக்கம்	початок
தொடக்கம்	вступної
தொடக்கம்	починаючи
தொடக்கம்	починається
தொடக்கம்	початок
தொடக்கம்	починаються
தொடக்கம்	запуск
பூங்கா	парк
இளம்	янг
இளம்	молода
இளம்	молоді
இளம்	молодою
இளம்	молодий
இளம்	молодим
அருகே	поблизу
அருகே	поруч
அருகே	поряд
அருகே	близько
அருகே	біля
உயர்ந்த	високий
உயர்ந்த	висока
உயர்ந்த	значне
உயர்ந்த	високе
உயர்ந்த	високі
உயர்ந்த	найвища
உயர்ந்த	найвищий
உயர்ந்த	підвищеними
காவல்	поліція
குடும்பம்	сімейство
குடும்பம்	сімейний
குடும்பம்	сімейні
குடும்பம்	родина
ஆதரவு	підтримка
ஆதரவு	підтримую
ஆதரவு	підтримати
கைது	арешт
கைது	затримала
கைது	заарештовано
எழுதினார்	написав
எழுதினார்	написала
எழுதினார்	писав
வலது	правий
வலது	права
வலது	право
வலது	праворуч
தன்னை	себе
இராகம்	рага
மாலை	вечір
மாலை	вечірня
மாலை	вечірній
மாலை	єва
மாலை	єву
மாலை	переддень
மாலை	ів
மாலை	єви
ஆய்வுகள்	студій
ஆய்வுகள்	вивчає
ஆய்வுகள்	дослідження
ஆய்வுகள்	діагностики
ஆய்வுகள்	діагностика
குறிக்கிறது	стоїть
எடுத்து	веду
எடுத்து	взяти
எடுத்து	беру
எடுத்து	візьму
எடுத்து	бери
எடுத்து	візьми
எடுத்து	взяти
சிவப்பு	повторити
சிவப்பு	червона
சிவப்பு	ред
சிவப்பு	червоний
சிவப்பு	червоне
சிவப்பு	червоні
நடைபெற்றது	тримали
நடைபெற்றது	проведено
எதுவும்	nothing
எதுவும்	ніщо
எதுவும்	небуття
எதுவும்	нічого
முஸ்லிம்	мусульмани
முஸ்லிம்	мусульманин
இன்றும்	сьогодні
தலைவர்கள்	chiefs
தலைவர்கள்	лідери
தலைவர்கள்	лідерів
இரத்த	кров
இரத்த	blood
இருந்தனர்	були
சிவன்	шива
ஜார்ஜ்	георгій
ஜார்ஜ்	георгія
ஜார்ஜ்	джордж
ஜார்ஜ்	георг
முழுமையான	завершене
முழுமையான	завершити
முழுமையான	повний
முழுமையான	завершення
முழுமையான	завершений
இரண்டும்	обоє
இரண்டும்	обидва
இரண்டும்	обох
இரண்டும்	обидві
இரண்டும்	обом
காங்கிரஸ்	конгрес
காங்கிரஸ்	конгресу
அவள்	вона
அவள்	she
சுவாமி	свамі
வரிசை	послідовний
வரிசை	серійний
வரிசை	замовити
வரிசை	ордер
வரிசை	наказ
வரிசை	порядок
வரிசை	рядок
காற்று	вітер
மாத	щомісяця
மாத	місячного
மாத	місячний
பயனர்கள்	користувачі
பயனர்கள்	користувачів
கான்	хан
இரவு	ночі
இரவு	ніч
நடவடிக்கை	активність
நடவடிக்கை	дії
நடவடிக்கை	діяльності
நடவடிக்கை	дія
நடவடிக்கை	діяльність
நடவடிக்கை	бойовики
நடவடிக்கை	дії
நடவடிக்கை	дія
அவரின்	його
நேரங்களில்	таймс
நேரங்களில்	час
நேரங்களில்	часи
நேரங்களில்	times
வழக்கு	регістр
வழக்கு	справа
வழக்கு	випадок
வழக்கு	випадку
அகாதமி	академія
அகாதமி	академії
சேவைகள்	послуги
சேவைகள்	служби
தளத்தில்	сайт
மக்கள்தொகை	населення
கவிதை	вірш
கவிதை	вірша
கவிதை	поема
கவிதை	поезія
இதுவரை	far
இதுவரை	далека
இதுவரை	далекий
இதுவரை	далеко
நேரடியாக	напряму
நேரடியாக	безпосередньо
அறிக்கை	повідомити
அறிக்கை	скарга
அறிக்கை	звіт
அறிக்கை	заява
அறிக்கை	виписка
அறிக்கை	твердження
பணம்	гроші
பணம்	грошовий
பணம்	готівки
பணம்	валюта
பணம்	валюту
பணம்	валюти
உண்மையான	реал
உண்மையான	справжня
உண்மையான	справжні
உண்மையான	реальний
உண்மையான	справжній
உண்மையான	істина
உண்மையான	правда
பிரிவுகள்	розділи
பிரிவுகள்	категорії
அடிக்கடி	часто
அடிக்கடி	часто
அடிக்கடி	часті
மரம்	вуд
மரம்	деревина
மரம்	лісова
மரம்	дерево
மரம்	ялинки
இராணுவ	військові
இராணுவ	військовий
இதர	різне
சீனா	china
சீனா	китаї
சீனா	китаю
சீனா	китай
உண்மையில்	насправді
உண்மையில்	взагалі
உண்மையில்	насправді
உண்மையில்	справді
உண்மையில்	дійсно
உண்மையில்	невже
ரயில்	потяг
ரயில்	поїзд
கவிஞர்	поет
சுதந்திர	самостійна
சுதந்திர	незалежні
சுதந்திர	незалежна
சுதந்திர	незалежний
சுதந்திர	незалежне
சுதந்திர	незалежність
சுதந்திர	незалежності
சுதந்திர	свобода
செய்தல்	творити
செய்தல்	внесення
வெளியிட்டார்	видала
வெளியிட்டார்	виданий
வெளியிட்டார்	випущено
வடிவமைப்பு	конфігурація
வடிவமைப்பு	налаштування
வடிவமைப்பு	проектування
வடிவமைப்பு	дизайн
வடிவமைப்பு	розробка
வடிவமைப்பு	налаштувати
வடிவமைப்பு	формат
வடிவமைப்பு	форматування
திராவிட	дравідійські
வெப்பநிலை	температура
இன்னொரு	інший
இன்னொரு	інша
நிலையை	стан
நிலையை	статус
நிலையை	стану
நிலையை	статусі
கப்பல்	судно
கப்பல்	корабель
அறிமுகம்	вступ
அறிமுகம்	приблизно
அறிமுகம்	інфо
அறிமுகம்	про
அறிமுகம்	щодо
காங்கிரசு	конгрес
காங்கிரசு	конгресу
வரி	лінія
வரி	рядок
வரி	рядка
வரி	пряма
வரி	податкова
வரி	податки
வரி	податок
காட்டும்	повертається
காட்டும்	повертає
மாறாக	скоріше
மாறாக	скоріш
மாறாக	навпаки
குரல்	голос
குரல்	голосом
குரல்	голосу
இயக்குநர்	режисер
இயக்குநர்	директор
ஜேம்ஸ்	джеймс
தயாரிப்பு	приготування
தயாரிப்பு	добуток
தயாரிப்பு	продукт
தயாரிப்பு	товар
தயாரிப்பு	продакшн
தயாரிப்பு	виробництво
தயாரிப்பு	продукція
புள்ளி	точка
புள்ளி	точку
புள்ளி	point
இணைப்புக்கள்	лінки
இணைப்புக்கள்	посилання
இணைப்புக்கள்	посиланнями
இணைப்புக்கள்	посилань
கருவி	пристрій
கருவி	приціл
கருவி	обсяг
கருவி	засіб
கருவி	інструмент
டேவிட்	давід
டேவிட்	девід
டேவிட்	давид
இயங்கும்	активна
இயங்கும்	активні
இயங்கும்	активне
இயங்கும்	активним
இயங்கும்	активний
இயங்கும்	виконання
இயங்கும்	виконується
இயங்கும்	працює
இயங்கும்	біг
புராணம்	пурани
புராணம்	легенду
புராணம்	легенда
நிகழ்ச்சி	показати
நிகழ்ச்சி	шоу
நிகழ்ச்சி	показувати
நிகழ்ச்சி	show
பௌத்த	буддійський
எழுதப்பட்ட	писав
எழுதப்பட்ட	записано
எழுதப்பட்ட	написано
எழுதப்பட்ட	записані
கொலை	вбивство
கொலை	убивство
வண்ணம்	колір
வண்ணம்	кольорова
வண்ணம்	колір
வண்ணம்	кольорова
நிலையங்கள்	станції
பரப்பளவு	область
பரப்பளவு	ділянка
பரப்பளவு	площа
பரப்பளவு	місцевість
உறுதி	підтверджено
உறுதி	підтвердила
உறுதி	підтвердили
உறுதி	підтверджена
நடத்திய	проводили
நடத்திய	провели
வழக்கம்	формальні
வழக்கம்	регулярний
வழக்கம்	звичайний
வழக்கம்	формальний
வழக்கம்	власний
வழக்கம்	особлива
வழக்கம்	нетипові
வழக்கம்	індивідуально
வழக்கம்	нетиповий
குறைவாக	низький
குறைவாக	низька
குறைவாக	low
குறைவாக	менше
கலைஞர்கள்	виконавців
கலைஞர்கள்	художники
கலைஞர்கள்	виконавців
கலைஞர்கள்	виконавці
கலைஞர்கள்	художників
கலைஞர்கள்	митці
செ	глухі
செ	глухий
பாகிஸ்தான்	пакистану
பாகிஸ்தான்	пакистан
சற்று	божественний
சற்று	трошки
சற்று	трохи
அங்கே	туди
அங்கே	там
இன	гонок
இன	раси
இன	національну
இன	етно
இன	етнічна
இன	расової
வசதி	підприємстві
வசதி	комфорт
வசதி	затишок
வசதி	можливість
வசதி	зручно
வசதி	комфортний
வசதி	зручні
வசதி	зручне
வசதி	зручний
வசதி	затишний
வழங்கப்படும்	надані
வழங்கப்படும்	надано
வழங்கப்படும்	запропоновано
வழங்கப்படும்	запропонували
வழங்கப்படும்	запропонував
முயற்சி	спробувати
முயற்சி	try
முயற்சி	спробуйте
முயற்சி	зусилля
கதைகள்	історії
கதைகள்	публікації
கதைகள்	розповіді
அரபு	арабських
அரபு	арабський
அரபு	арабські
அரபு	арабська
இவற்றை	ці
பிரான்சு	франції
பிரான்சு	франція
பிரான்சு	францію
விண்வெளி	простору
விண்வெளி	пробіл
விண்வெளி	простір
மாற்றங்கள்	зміни
அடர்த்தி	щільність
அடர்த்தி	щільності
படங்கள்	фотографії
படங்கள்	світлини
படங்கள்	світлин
படங்கள்	фото
படங்கள்	зображення
படங்கள்	картинки
படங்கள்	зображення
படங்கள்	зображень
ஆயிரம்	тисяча
வார்ப்புருக்கள்	шаблони
இனம்	ставлять
இனம்	розмноження
இனம்	породи
இனம்	порода
இனம்	перегони
இனம்	забіг
இனம்	раса
இனம்	національність
புரிந்து	розумію
புரிந்து	розуміємо
புரிந்து	зрозуміти
புரிந்து	зрозуміла
செய்கிறது	відлига
வாக்குகள்	голоси
வாக்குகள்	голосів
வாக்குகள்	голосує
ரூபாய்	рупія
அமைச்சர்	міністр
அமைச்சர்	міністру
கூட்டு	union
கூட்டு	союз
கூட்டு	юніон
கூட்டு	додавання
கூட்டு	додавати
கூட்டு	додати
கூட்டு	сума
கூட்டு	суму
கூட்டு	сум
கூட்டு	асоціації
திட்டங்கள்	плани
திட்டங்கள்	проекти
திட்டங்கள்	проектів
அண்ணா	анна
உயரம்	висота
தரம்	класі
தரம்	якість
வரையில்	доки
வரையில்	до
வரையில்	поки
எளிய	просту
எளிய	простий
எளிய	проста
எளிய	прості
எளிய	просте
தமிழர்கள்	таміли
ஒப்பந்தம்	пакт
ஒப்பந்தம்	договір
ஒப்பந்தம்	контракт
பணிகள்	завдання
பணிகள்	задачі
பணிகள்	завдання
பணிகள்	задачі
பணிகள்	джобс
தேவி	деві
நிலம்	земля
யார்	хто
யார்	who
மண்டலம்	ділянку
மண்டலம்	регіон
மண்டலம்	зона
குற்றம்	винен
குற்றம்	винним
குற்றம்	винний
குற்றம்	злочин
குற்றம்	кримінальна
அன்னை	матір
அன்னை	мати
அன்னை	матері
இரட்டை	дабл
இரட்டை	двічі
இரட்டை	дубль
இரட்டை	подвійна
இரட்டை	подвійний
இரட்டை	подвійне
இரட்டை	близнюк
இரட்டை	оснащений
இரட்டை	подвійний
அலுவலகம்	офіс
அலுவலகம்	office
வீடு	дім
வீடு	домівка
வீடு	домашній
வீடு	додому
வீடு	резиденція
வீடு	хати
வீடு	будинок
சந்தை	крамниця
சந்தை	marketplace
சந்தை	маркет
சந்தை	ринкова
சந்தை	ринок
சந்தை	ринку
தலை	head
தலை	голова
தலை	голівка
அனைத்துலக	міжнародний
அனைத்துலக	міжнародна
அனைத்துலக	міжнародні
அனைத்துலக	інтернаціонал
அனைத்துலக	міжнародне
உரிமைகள்	права
நீ	тобою
நீ	ви
நீ	ти
நீ	тебе
கிராம	село
திறந்த	відкрити
திறந்த	відкрита
திறந்த	відкрито
திறந்த	відкриті
திறந்த	відкритий
முழுமையாக	повноцінного
முழுமையாக	повністю
முழுமையாக	цілком
முழுமையாக	повністю
நெடுஞ்சாலை	шосе
கோட்பாடு	теорія
மாதிரி	зразки
மாதிரி	зразок
மாதிரி	приклад
மாதிரி	зразка
மாதிரி	сліди
மாதிரி	модель
மாதிரி	моделі
நடிகைகள்	акторок
தெரிவு	вибір
தெரிவு	актуально
குமார்	кумар
கட்டி	пухлина
பிரதான	мажор
பிரதான	майор
பிரதான	головний
பிரதான	основне
பிரதான	головна
பிரதான	головні
பிரதான	головне
அறிவு	знань
அறிவு	знання
பொறுத்து	залежно
தெரியவில்லை	нейтральний
தெரியவில்லை	нейтральна
வழங்கி	сервер
வழங்கி	сервера
பண்பாடு	культура
ராஜா	раджа
ராஜா	кінг
ராஜா	король
ராஜா	цар
சூழல்	середовища
சூழல்	середовище
சூழல்	контекст
சூழல்	контексту
கடுமையான	витривалі
கடுமையான	русла
கடுமையான	суворі
கடுமையான	тяжкий
எண்ணெய்	олива
எண்ணெய்	олія
எண்ணெய்	нафта
பொருட்களை	всякі
வானியல்	астрономія
மாற்று	перемикання
மாற்று	перемикач
மாற்று	перетворити
மாற்று	зміна
மாற்று	change
மாற்று	змінити
மாற்று	замініть
மாற்று	заміна
மாற்று	замінити
இராச்சியம்	королівства
இணையதளம்	сайті
இணையதளம்	сайт
வாழ்ந்து	живі
மழை	дощовий
மழை	дощів
மழை	дощова
மழை	дощ
தெரிகிறது	фотографування
தெரிகிறது	здається
தெரிகிறது	виглядає
கார்பன்	карбон
உலகளாவிய	worldwide
உலகளாவிய	глобальний
உலகளாவிய	global
உலகளாவிய	загальні
தோன்றும்	заставки
ஏற்றுக்	прийнято
ஏற்றுக்	прийняті
ஏற்றுக்	прийняли
ஏற்றுக்	прийнятий
நான்காவது	четверта
நான்காவது	четвертий
நான்காவது	четверте
பேருந்து	шини
பேருந்து	бус
பேருந்து	шина
பேருந்து	автобус
வழக்கமாக	регулярно
வழக்கமாக	зазвичай
விதி	доля
விதி	долі
விதி	долю
விதி	правило
தெரு	стріт
தெரு	вулиця
இறைவன்	господь
இறைவன்	господа
இறைவன்	володар
இறைவன்	лорд
நிகழும்	статись
நிகழும்	виникає
கண்	eye
கண்	око
மகள்	донька
மகள்	дочка
தேசியக்	національна
தேசியக்	націонал
தேசியக்	національне
தேசியக்	національний
தேசியக்	національні
மூல	оригінал
மூல	оригінальна
மூல	оригінальне
மூல	початкове
மூல	оригінальний
இடது	ліворуч
இடது	ліва
இடது	лівий
இடது	зліва
எல்லாம்	everything
எல்லாம்	все
எல்லாம்	усе
எல்லாம்	усі
எல்லாம்	всі
எல்லாம்	все
எல்லாம்	всіх
நிலையான	фіксована
நிலையான	виправлено
நிலையான	фіксований
நிலையான	стандартний
நிலையான	стандарт
நிலையான	стандартна
நிலையான	стандартне
சிறப்பான	особливий
சிறப்பான	спеціальний
சிறப்பான	особливі
சிறப்பான	особливе
சிறப்பான	спеціальні
சிறப்பான	особлива
தோல்	шкіра
தோல்	оболонка
தோல்	шкіра
தோல்	шкіри
கூடுதலாக	додатковий
கூடுதலாக	зайві
கூடுதலாக	додаткова
கூடுதலாக	додаткові
கால்	ніжку
கால்	нога
கால்	нозі
கால்	ногу
கால்	корова
கால்	порода
கால்	нога
கால்	ногою
கால்	фут
கால்	пішки
கால்	лапка
கால்	квартал
கால்	чверть
ஆர்வம்	цікавиться
ஆர்வம்	зацікавлений
ஆர்வம்	зацікавило
ஆர்வம்	цікаво
ஆர்வம்	цікавить
ஆர்வம்	цікавляться
ஆர்வம்	відсотки
ஆர்வம்	зацікавлення
ஆர்வம்	відсоткова
ஆர்வம்	інтерес
ஆர்வம்	вигода
கவனம்	спеціальність
கவனம்	концентрація
கவனம்	увага
கவனம்	фокус
கவனம்	фокусування
கவனம்	focus
மூத்த	старший
மூத்த	сеньйор
மூத்த	старшому
நினைவு	спогад
உருவானது	сформована
உருவானது	оформлено
உருவானது	сформовано
தூய	чисте
தூய	чисті
தூய	чиста
தூய	чистих
கவிதைகள்	вірші
நிறுவப்பட்டது	встановлені
நிறுவப்பட்டது	встановлено
நிறுவப்பட்டது	встановлений
வாய்ப்பு	шанс
வாய்ப்பு	вірогідність
வாய்ப்பு	нагода
வாய்ப்பு	можливість
மருந்து	ліки
மருந்து	медицина
மருந்து	фармацевтична
மா	манго
மா	mango
ஏன்	чому
ஏன்	нащо
ஏன்	навіщо
ஆனார்	став
ஆனார்	стали
ஆனார்	стало
கிடைத்தது	got
தொலைபேசி	телефон
தொலைபேசி	телефон
தொலைபேசி	телефоном
ரவி	раві
கட்டமைப்பு	структурні
கட்டமைப்பு	споруди
கட்டமைப்பு	конфігурація
கட்டமைப்பு	налаштування
கட்டமைப்பு	структура
கட்டமைப்பு	структури
பாரம்பரிய	класична
பாரம்பரிய	традиційними
பாரம்பரிய	традиційний
பாரம்பரிய	традиційні
பாரம்பரிய	традиційна
பாரம்பரிய	традиційне
சின்னம்	ікона
சின்னம்	значок
எண்கள்	числа
எண்கள்	номери
எண்கள்	цифри
தொழில்நுட்பம்	технологія
தொழில்நுட்பம்	технології
ஏரி	озеро
ஏரி	озера
பாடிய	сон
பாடிய	авторська
சிலை	статуя
வெள்ளி	пт
வெள்ளி	friday
வெள்ளி	срібла
வெள்ளி	срібло
வெள்ளி	silver
வெள்ளி	срібний
இலத்தீன்	латинська
இலத்தீன்	латинської
இலத்தீன்	латинські
சோழன்	чола
நேரடி	жити
நேரடி	live
நேரடி	наживо
நேரடி	живу
நேரடி	трансляція
நேரடி	пряма
நேரடி	прямий
நேரடி	direct
நேரடி	прямі
சுற்றுலா	туристичний
சுற்றுலா	туристичні
சுற்றுலா	турист
சுற்றுலா	туристичне
சுற்றுலா	гастролі
சுற்றுலா	tour
சுற்றுலா	тур
சுற்றுலா	тури
சுற்றுலா	турів
சுற்றுலா	туризм
கிராமத்தில்	село
நமது	наше
நமது	наша
நமது	наші
நமது	наш
புலிகள்	тигри
அவர்களை	їх
அவர்களை	їм
அவர்களை	комплектів
அனுமதி	зустріч
அனுமதி	дозволу
அனுமதி	дозвіл
அனுமதி	розблокувати
அனுமதி	дозволяти
அனுமதி	дозволити
அனுமதி	підтримую
அனுமதி	затвердити
பயன்	користування
பயன்	використання
பயன்	користь
நிகழ்வு	подію
நிகழ்வு	події
நிகழ்வு	подією
நிகழ்வு	подія
ஆதி	аді
மைல்	кілометрів
மைல்	миля
வளரும்	росте
வளரும்	нарощування
வளரும்	росте
வளரும்	зростати
வளரும்	зростає
வளரும்	проведення
வளரும்	розробку
வளரும்	розвиваються
கால்பந்து	футбол
உடலில்	тіло
உடலில்	тіла
பக்க	збоку
பக்க	сторона
பக்க	бічна
பக்க	бік
பக்க	сторони
சான்	чан
சான்	сан
உயரத்தில்	висота
அமிலம்	кислоти
அமிலம்	кислота
விண்டோஸ்	вікон
விண்டோஸ்	windows
விண்டோஸ்	вікна
கூட்டமைப்பு	федерація
கூட்டமைப்பு	конфедерація
உத்தரப்	уттар
தொழிலாளர்	трудові
விலங்குகள்	звірі
விலங்குகள்	тварини
மறு	відхилити
மறு	відмовити
மறு	відкинути
மறு	відмовити
மறு	відхилити
முடிவுகள்	результати
மனிதன்	людина
மனிதன்	людський
மனிதன்	людина
மனிதன்	чоловік
மனிதன்	мужчина
மனிதன்	man
மாணவர்	студентка
மாணவர்	студентська
மாணவர்	студент
பேசும்	говорячи
பேசும்	speaking
குறிப்பிடுகிறது	вказує
நோக்கம்	ціллю
நோக்கம்	ціль
நோக்கம்	мета
நோக்கம்	місія
கடந்து	пройшов
கடந்து	пройдено
கடந்து	передано
கடந்து	перейшов
கடந்து	минули
கடந்து	проходила
கடந்து	складе
உருவாக்கி	генератор
உருவாக்கி	творець
உருவாக்கி	автор
உருவாக்கி	створив
உருவாக்கி	композитор
உருவாக்கி	редактор
உருவாக்கி	розробник
உருவாக்கி	розробника
ஒத்த	схожі
ஒத்த	подібні
ஒத்த	подібна
ஒத்த	подібний
பச்சை	зелене
பச்சை	зелені
பச்சை	зелений
அலகு	юніт
அலகு	одиниці
அலகு	одиниця
உள்நாட்டு	домашніх
உள்நாட்டு	домашня
நகராட்சி	муніципалітет
நகராட்சி	край
உறவு	відношення
உறவு	стосунки
உறவு	взаємовідношення
நூலகம்	бібліотеку
நூலகம்	бібліотека
நூலகம்	бібліотеки
சண்டை	battle
சண்டை	битва
சண்டை	бій
சண்டை	бійцівський
சண்டை	боротьба
சண்டை	боротьбі
சண்டை	боротись
சண்டை	бойовий
சண்டை	бійка
சண்டை	бій
சண்டை	бійка
சண்டை	fight
நிறம்	колір
நிறம்	кольорова
நிறம்	колір
நிறம்	кольорова
விமானம்	літаком
விமானம்	літак
விமானம்	польоту
விமானம்	переліт
விமானம்	рейс
விமானம்	політ
விமானம்	літак
விமானம்	літаків
விமானம்	авіаційна
பதில்	відповідь
பதில்	відповідь
பதில்	відповісти
திருவிழா	festival
திருவிழா	фестиваль
திருவிழா	карнавал
நான்காம்	четверта
நான்காம்	четвертий
நான்காம்	четверте
வெளியிடப்பட்ட	опублікований
வெளியிடப்பட்ட	оприлюднено
வெளியிடப்பட்ட	опубліковано
கூடாது	не
கூடாது	not
காலை	morning
காலை	ранку
காலை	ранок
காலை	утро
சமூகம்	суспільство
சமூகம்	товариства
சமூகம்	товариство
சமூகம்	громада
சமூகம்	спільнота
சமூகம்	спільноти
சமூகம்	соціальне
சமூகம்	соціальні
சமூகம்	соціальна
சமூகம்	соціальний
புற்றுநோய்	рак
சு	чу
ஆன்	енн
மெய்யியல்	філософія
மெய்யியல்	відданості
நாட்களில்	днів
நாட்களில்	дні
பயணிகள்	пасажири
பயணிகள்	пасажирів
அறுவை	хірургія
இணை	приєднатися
இணை	приєднатись
இணை	приєднання
இணை	долучитися
இணை	приєднуйтесь
இணை	приєднуйтеся
இணை	підключитися
அழுத்தம்	тиск
அழுத்தம்	виділення
அழுத்தம்	акцентом
அழுத்தம்	стиснення
அழுத்தம்	стискання
கல்லூரிகள்	коледжі
மன்றம்	club
மன்றம்	клуб
மன்றம்	рада
மன்றம்	ради
மன்றம்	форум
இஸ்லாமிய	ісламський
உண்மை	істина
உண்மை	правда
உண்மை	факт
உண்மை	істина
உண்மை	реальність
உண்மை	реаліті
அவனது	його
இத்தாலிய	італійською
இத்தாலிய	італійський
இத்தாலிய	італієць
இத்தாலிய	італійська
இத்தாலிய	італійської
இனங்கள்	порід
இனங்கள்	виді
இனங்கள்	вид
இனங்கள்	види
தலைவன்	шеф
தலைவன்	вождь
தலைவன்	головний
நின்று	стоїть
நின்று	стоячи
நின்று	стоять
நடக்கும்	трапляється
நடக்கும்	стається
நடக்கும்	станеться
நடக்கும்	трапляються
நடக்கும்	статися
டைம்ஸ்	таймс
டைம்ஸ்	час
டைம்ஸ்	часи
டைம்ஸ்	times
பிரிட்டிஷ்	британці
பிரிட்டிஷ்	британська
பிரிட்டிஷ்	британські
பிரிட்டிஷ்	british
பிரிட்டிஷ்	англієць
நிகழ்ச்சிகள்	події
புதிதாக	нові
புதிதாக	нове
புதிதாக	нова
புதிதாக	новий
புதிதாக	створити
புதிதாக	щойно
புதிதாக	свіжі
புதிதாக	свіже
புதிதாக	свіжа
புதிதாக	свіжий
வரைபடம்	карта
வரைபடம்	мапа
வரைபடம்	діаграма
வரைபடம்	діаграми
வரைபடம்	карти
வரைபடம்	мапи
வரைபடம்	картах
தாவரங்கள்	рослини
தாவரங்கள்	заводи
தண்ணீர்	вода
தண்ணீர்	водні
தண்ணீர்	водяний
தண்ணீர்	водяне
கர்நாடக	карнатака
விளையாட்டுகள்	ігор
விளையாட்டுகள்	games
விளையாட்டுகள்	ігри
விளையாட்டுகள்	спорт
விளையாட்டுகள்	спортивні
விளையாட்டுகள்	спорту
கட்டப்பட்டது	побудовано
கட்டப்பட்டது	побудували
கட்டப்பட்டது	зібрано
உள்	внутрішнє
உள்	внутрішній
உள்	внутрішня
உள்	внутрішні
உள்	локальні
உள்	місцеві
உள்	локальна
உள்	локальний
உள்	місцевий
உள்	внутрішнє
உள்	внутрішній
உள்	площина
மொழிபெயர்ப்பு	переклад
மொழிபெயர்ப்பு	переклад
மொழிபெயர்ப்பு	перекласти
மொழிபெயர்ப்பு	перекладати
வின்	vin
விளையாட்டுக்கள்	ігор
விளையாட்டுக்கள்	games
விளையாட்டுக்கள்	ігри
விளையாட்டுக்கள்	спорт
விளையாட்டுக்கள்	спортивні
விளையாட்டுக்கள்	спорту
நிமிடங்கள்	хв
நிமிடங்கள்	хвилин
நிமிடங்கள்	хвилини
கருப்பு	чорні
கருப்பு	чорне
கருப்பு	чорна
கருப்பு	чорний
குறுகிய	short
குறுகிய	короткий
குறுகிய	коротка
குறுகிய	скорочено
குறுகிய	коротке
குறுகிய	короткі
தொடங்கப்பட்டது	почалося
தொடங்கப்பட்டது	почалось
தொடங்கப்பட்டது	почали
தொடங்கப்பட்டது	розпочато
தொடங்கப்பட்டது	почався
தொடங்கப்பட்டது	почато
நம்	наше
நம்	наша
நம்	наші
நம்	наш
அரசர்கள்	королі
பொருளியல்	економіка
பொருளியல்	економічне
நிறைய	багато
நிறைய	лот
கொடி	прапором
கொடி	прапорець
கொடி	прапор
கொடி	прапора
எப்போதும்	завжди
எப்போதும்	назавжди
எப்போதும்	forever
எப்போதும்	навіки
எப்போதும்	ever
எழுத்துக்கள்	абетка
எழுத்துக்கள்	письмо
எழுத்துக்கள்	алфавіт
எழுத்துக்கள்	листи
எழுத்துக்கள்	літер
எழுத்துக்கள்	літери
எழுத்துக்கள்	символів
எழுத்துக்கள்	персонажі
எழுத்துக்கள்	ієрогліфи
எழுத்துக்கள்	літери
எழுத்துக்கள்	символи
சுருக்கம்	огляд
