jackie	jackie
priznana	uznal
priznana	uznáno
priznana	poznal
priznana	uznávané
priznana	uznané
pre	pre
kalibra	ráže
kalibra	kalibr
kalibra	ráži
jason	jason
guillaume	guillaume
danny	danny
danny	dany
danny	dannyho
skrajno	extrémní
skrajno	krajní
ravna	plochý
ravna	byt
ravna	ploché
ravna	plochá
instrument	nástroj
delec	úlomek
delec	částic
delec	částice
negativna	záporné
negativna	negativní
konzulat	konzulát
konzulat	konzulátu
učitelji	učitele
učitelji	učitelé
izkoristek	účinnost
izkoristek	účinnosti
izkoristek	efektivita
izkoristek	účinnost
izkoristek	efektivnost
zatočišče	přístřeší
zatočišče	útulek
zatočišče	útulku
zatočišče	přístřešek
zatočišče	kryt
zatočišče	úkryt
zatočišče	svatyně
zatočišče	útočiště
zatočišče	útočiště
brod	brod
zaposlitve	zaměstnání
zaposlitve	zaměstnání
zaposlitve	zaměstnanost
sivo	šedé
sivo	gray
sivo	šedý
sivo	šedivý
sivo	šedá
sivo	šedá
sivo	grey
sivo	šedé
sivo	greyová
sivo	šedý
sivo	šedivý
sod	barel
sod	sud
sod	hlaveň
sod	sudu
sod	sud
prizor	scénu
prizor	scéna
prizor	scény
vlakna	vlákno
vlakna	vlákna
vlakna	vlákna
vlakna	vlákno
vlakna	vláken
vlakna	vlákna
izdelani	vymyšlené
keramike	keramiky
tarča	cíl
tarča	zacílit
tarča	cílová
panis	panis
arizona	arizoně
arizona	arizona
arizona	arizony
razpadla	rozložen
zmogljivosti	kapacit
zmogljivosti	kapacity
zmogljivosti	kapacitu
zmogljivosti	kapacity
zmogljivosti	kapacita
zmogljivosti	schopnosti
spektra	spektra
spektra	spektrum
santo	santo
dvoboj	souboj
dvoboj	duel
objavlja	zveřejňuje
objavlja	vydává
liverpool	liverpoolu
meč	meč
upanje	naděje
upanje	hope
upanje	naději
upanje	doufám
upanje	doufat
grumman	grumman
avtomobilska	automobilové
avtomobilska	automobilový
indeks	index
indeks	rejstřík
spoštovanje	úctu
spoštovanje	respekt
spoštovanje	respektovat
spoštovanje	úcta
spoštovanje	respektu
chapelle	chapelle
arheološki	archeologické
arheološki	archeologické
kraški	krasu
definira	vymezuje
definira	definuje
eksplozije	exploze
eksplozije	výbuch
eksplozije	exploze
eksplozije	výbuchy
demokratična	demokratický
demokratična	demokratická
demokratična	demokratické
marin	marin
preostale	zbývající
razvite	rozvinutých
razvite	rozvinuté
razvite	vyvinutá
razvite	vyvinut
razvite	vyvinuté
razvite	vyvinutý
moralno	morálně
moralno	morální
negativni	záporné
negativni	negativní
razni	různých
razni	různé
zadovoljstvo	uspokojení
zadovoljstvo	spokojenost
zadovoljstvo	potěšení
zadovoljstvo	rozkoš
predpisi	předpisy
predpisi	nařízení
predpisi	pravidla
usmerjeno	namířených
usmerjeno	režie
delovalo	fungovalo
delovalo	pracoval
delovalo	pracovala
hribi	hory
hribi	pohoří
hribi	hor
hribi	hills
hribi	kopců
hribi	kopce
oblačil	oděv
oblačil	oděvy
oblačil	oblečení
igrišče	hřiště
administrator	správce
klasifikacija	třídění
klasifikacija	klasifikaci
klasifikacija	zařazení
klasifikacija	klasifikace
nosila	nosítka
nosila	nosili
nosila	nosila
nosila	nosil
licenca	licence
licenca	licenci
licenca	licence
ska	ska
tisoče	tisíce
ločitev	rozvod
ločitev	rozvody
ločitev	odloučení
ločitev	oddělení
meritev	měření
meritev	měření
mine	miny
mine	doly
spopadov	konfrontace
patent	patent
patent	patentu
opiše	popisuje
organizacijske	organizační
župnijo	farnosti
glive	houby
tommy	tommyho
tommy	tommy
obiskala	navštívil
obiskala	navštívila
obiskala	navštívili
bra	podprsenka
bra	podprsenku
bra	podprsenky
videm	udine
težavah	obtíže
težavah	obtížích
težavah	obtíž
težavah	obtížné
težavah	potíže
doris	doris
primerni	vhodný
primerni	vhodná
primerni	vhodné
auf	auf
hawker	hawker
tower	tower
tower	věži
tower	věže
tower	věž
odvisni	závislé
odvisni	závislý
odvisni	závislá
dodajanje	přidání
dodajanje	doplnění
dodajanje	přidávání
dodajanje	přídavek
dodajanje	přidání
dodajanje	přidávám
dodajanje	přidávání
dodajanje	přidejte
dodajanje	přidání
dodajanje	přidej
dodajanje	přidat
serena	sereno
serena	serena
potrebovali	potřebná
potrebovali	potřeba
potrebovali	potřebné
potrebovali	potřebný
potrebovali	potřeboval
običajna	obvyklé
običajna	obvyklý
običajna	obvyklá
običajna	normální
vroče	horko
vroče	sexy
vroče	hot
vroče	horké
por	por
komercialni	komerční
komercialni	obchodní
trio	trio
manjšine	menšiny
manjšine	menšina
manjšine	menšiny
premiera	premiéra
premiera	premiéru
premiera	premiéry
zime	winters
zime	zimy
duhovni	duchovní
duhovni	duševní
duhovni	spirituální
erwin	erwin
mišica	svaly
mišica	sval
sredozemlju	středomoří
sredozemlju	středomořské
sredozemlju	středozemí
algoritem	algoritmus
preberite	přečíst
preberite	čtěte
preberite	číst
posamezno	individuálně
posamezno	jednotlivě
posamezno	samostatně
posamezno	jednotlivec
posamezno	individuální
posamezno	jedinec
posamezno	jednotlivě
kmetije	farmy
možni	možné
možni	možný
hudson	hudson
ohranjeno	zachovány
ohranjeno	konzervované
doherty	doherty
blake	blake
zlom	zlomenina
zlom	fraktura
zlom	zlomeniny
razglasi	prohlašuje
razglasi	vyhlásit
razglasi	prohlásit
jezo	hněv
jezo	zloba
jezo	vztek
jezo	zlost
suhoj	suchoj
geometrija	geometrie
geometrija	geometrické
iraku	irák
iraku	iráku
strategije	strategie
ogljik	uhlíku
ogljik	uhlík
ogljik	uhlíkové
elektro	elektro
sekundarni	sekundární
preboj	průlom
človeška	lidská
človeška	člověk
človeška	lidské
človeška	lidský
novosti	novinkou
novosti	inovace
novosti	aktualizace
oklep	brnění
oklep	zbroj
oklep	brnění
oklep	zbroj
obsežna	rozsáhlý
obsežna	rozsáhlou
obsežna	rozsáhlé
obsežna	rozsáhlá
zaščitna	ochranný
zaščitna	ochranná
ugotovitve	pozorování
ugotovitve	postřehy
ugotovitve	připomínky
ugotovitve	zjištění
ugotovitve	nálezy
ugotovitve	poznatky
leseni	dřevěné
leseni	dřevěná
leseni	dřevěný
geografski	zeměpisný
geografski	geografické
geografski	zeměpisné
barvni	barevně
barvni	barva
barvni	barevně
barvni	barva
otroštva	malička
otroštva	dětství
definicije	definice
pastir	shepherd
pastir	pastýř
odkrivanje	zjišťování
odkrivanje	odhalování
odkrivanje	zjištění
odkrivanje	detekce
pravoslavne	ortodoxní
samostojnost	autonomie
samostojnost	autonomii
samostojnost	nezávislost
razcvet	vzkvétat
enrico	enrico
sinove	synů
sinove	synové
sinove	syny
receptorjev	receptorů
receptorjev	receptory
industrijska	průmyslový
industrijska	průmyslová
industrijska	průmyslové
putnam	putnam
standardna	norma
standardna	standardní
standardna	standard
encimi	enzymů
encimi	enzymy
dassault	dassault
loke	oblouky
loke	luky
tokovi	proudy
tokovi	toky
platon	platón
lisica	fox
lisica	liška
kalcijev	vápník
kalcijev	vápenatý
kalcijev	vápníku
pogovori	rozhovory
pogovori	rozhovory
pogovori	konverzace
pogovori	rozhovory
pogovori	výslechy
pogovori	mluv
nazionale	nazionale
vmesnik	rozhraní
jajčeca	vejce
jajčeca	vajec
jajčeca	vajíčka
valle	valle
languedoc	languedoc
dramatikov	dramatiků
pištola	pistoli
pištola	pistol
pištola	pistole
pištola	zbraň
pištola	pistole
regionalni	oblastní
regionalni	regionální
richardson	richardson
razširjeni	rozšířené
razširjeni	prodloužena
razširjeni	rozšířená
razširjeni	rozšířené
razširjeni	rozšířený
razširjeni	rozšířené
razširjeni	rozšířená
prihodnje	budoucnosti
prihodnje	budoucí
prihodnje	budoucnost
prijateljstvo	kamarádství
prijateljstvo	přátelství
kancler	kancléř
kancler	kancléři
alternative	alternativa
alternative	alternativní
alternative	alternativy
pozni	zpoždění
pozni	pozdní
pozni	pozdě
pogledi	výhledy
pogledi	zobrazení
pogledi	zhlédnutí
pogledi	pohledy
pogledi	názory
jokerit	jokerit
sorodniki	sestřenice
sorodniki	bratranci
sorodniki	příbuzných
sorodniki	příbuzné
sorodniki	příbuzní
podjetnik	podnikatele
podjetnik	podnikatel
policist	strážník
policist	důstojník
policist	policajt
policist	policista
bradley	bradley
mostovi	mosty
mostovi	mostů
marseille	marseille
marseille	marseille
lastna	vlastní
lastna	vlastni
lastna	vlastnit
posredovanje	převodovka
posredovanje	vysílání
posredovanje	předávání
posredovanje	přenos
posredovanje	předání
posredovanje	předávání
posredovanje	zprostředkování
posredovanje	zásahy
posredovanje	intervence
posredovanje	zásah
posredovanje	intervenční
zaključek	dokončení
zaključek	uzavření
zaključek	ukončení
zaključek	závěr
zaključek	závěry
razstavi	výstavy
razstavi	výstava
razstavi	výstavní
lucas	lucas
gibson	gibson
zborovodja	sbormistr
terme	spa
terme	lázně
terme	lázeňské
terme	terme
moon	měsíční
moon	měsíci
moon	měsíc
moon	moon
organizirano	organizovaná
organizirano	organizovaný
organizirano	organizované
organizirano	organizovaná
organizirano	organizovaný
organizirano	organizované
dama	dáma
dama	lady
dama	paní
dama	dame
jezikovno	jazykové
jezikovno	jazyk
ščit	štít
ščit	shield
achille	achille
hčere	dcery
hčere	dcer
programiranje	programování
izpostavljenost	vystavení
izpostavljenost	expozici
izpostavljenost	ozáření
izpostavljenost	expozice
biološki	biologický
biološki	biologická
biološki	biologické
perzijci	peršané
powell	powell
utrdbo	pevnost
utrdbo	fort
mdr	mdr
ted	ted
fam	rodinka
imenovanja	jmenování
imenovanja	schůzky
emilio	emilio
slab	bad
slab	špatný
nature	natura
izbris	vymazání
izbris	mazání
izbris	zrušení
izbris	smazat
izbris	odstranit
izbris	vymazat
biologijo	biologie
roku	roku
dedek	dědeček
dedek	děda
dedek	dědečku
dedek	dědeček
dedek	děda
đoković	djokovic
ustavil	zastavil
ustavil	přestalo
ustavil	zastaveno
ustavil	přestal
opremljen	vybaveni
opremljen	vybavené
opremljen	vybavená
opremljen	vybaveno
epizode	epizod
epizode	epizody
epizode	díl
epizode	epizoda
izidi	výsledek
izidi	výsledky
izidi	výsledků
fisher	fisher
puščave	pouště
porto	porto
označen	označené
označen	označen
označen	označený
označen	označeno
realno	skutečný
realno	skutečná
realno	skutečné
realno	opravdový
realno	reálné
realno	reálné
realno	realistické
realno	realistický
realno	realisticky
realno	reálně
trinajst	třináctka
trinajst	thirteen
trinajst	třináct
casa	casa
virusi	vir
virusi	viru
virusi	virus
virusi	viry
virusi	viry
snega	sníh
snega	sněhu
mach	mach
leteči	létání
leteči	létající
leteči	lítání
hitra	rychlé
hitra	rychle
hitra	rychlá
hitra	rychlý
reynolds	reynolds
ureditve	uspořádání
ureditve	ujednání
priporoča	doporučuje
ekonomska	hospodářský
ekonomska	ekonomické
ekonomska	ekonomická
ekonomska	ekonomický
ekonomska	hospodářská
zastrupitve	otravy
zastrupitve	otravu
zastrupitve	otrava
warren	warrena
warren	warren
komunikacija	sdělení
komunikacija	komunikační
komunikacija	komunikace
komunikacija	sdělování
rick	rick
rick	ricka
commons	commons
alkohol	likér
alkohol	alkohol
alkohol	alkoholu
alkohol	alkohol
kras	crassus
kras	kras
terry	terryho
terry	terry
osebje	personál
osebje	personální
osebje	personál
osebje	zaměstnanci
zbrane	shromážděných
zbrane	shromážděné
zbrane	odebráno
zbrane	shromážděni
zbrane	shromážděné
jelka	strom
izvajalci	operátory
izvajalci	operátoři
izvajalci	provozovatelé
izvajalci	dodavatelé
izvajalci	umělci
mile	mile
mile	míli
mile	míle
toto	toto
rolling	rolling
rolling	válcování
dodatki	přísady
dodatki	bonusy
dodatki	prémie
dodatki	doplňky
dodatki	doplňky
dodatki	příslušenství
dodatki	dodatky
mass	hmota
mass	mše
mass	hmotnosti
mass	hmotnost
dušo	duší
dušo	duši
dušo	soul
dušo	duše
bih	bih
simetrija	symetrie
lakote	hladovění
lakote	hlad
bertrand	bertrand
zaščitena	chráněný
zaščitena	chráněná
zaščitena	chráněno
zaščitena	chráněné
kvalifikacije	oprávněných
kvalifikacije	kvalifikace
kvalifikacije	kvalifikovaný
kvalifikacije	kvalifikace
kvalifikacije	kvalifikace
kvalifikacije	kvalifikaci
pari	dvojice
pari	páry
pari	dvojice
pari	páry
pari	pari
irana	írán
turbina	turbíny
aktivist	aktivista
dominik	dominik
augusta	augusta
sen	sen
hrbet	zpět
hrbet	zpátky
hrbet	záda
chaplin	chaplin
bach	bach
tonumber	tonumber
skriva	skrývá
skriva	skrývání
televizija	tv
televizija	televizní
televizija	televize
osvojitev	dobývání
osvojitev	dobytí
rena	porýní
rena	reno
benečani	benátčané
poj	zpívej
poj	zpívat
deveto	devátý
deveto	devátá
deveto	deváté
pomanjkljivosti	nedostatky
pomanjkljivosti	závady
pomanjkljivosti	nedostatky
pomanjkljivosti	vady
pomanjkljivosti	závady
pomanjkljivosti	slabiny
pomanjkljivosti	nedostatky
člena	článek
člena	článku
upravnik	vedoucí
upravnik	správce
upravnik	manažer
gilles	gilles
uspešnica	bestseller
resnico	pravda
resnico	pravdu
strup	jed
strup	jed
ignacij	ignác
preživi	přežít
preživi	přežívá
preživi	přežije
živčni	nervózní
novinarjev	novináře
novinarjev	novináři
geoffrey	geoffrey
zadaj	zpět
zadaj	zpátky
zadaj	záda
zadaj	zadní
izhajala	pramenila
opisi	popisy
predavanj	přednášky
predavanj	přednášek
patrese	patrese
poskusil	zkusil
poskusil	zkoušela
poskusil	zkusila
poskusil	zkoušeli
poskusil	zkoušel
pooblastila	doložky
pooblastila	powers
pooblastila	pravomoci
pooblastila	mandát
pooblastila	pověření
guido	guido
violinist	houslista
udeležili	zúčastnil
najmanjša	minimální
najmanjša	minimum
najmanjša	minimálně
najmanjša	nejmenší
metalec	spouštěč
metalec	spouštění
metalec	nadhazovač
metalec	džbán
navade	návyky
navade	zvyky
navade	zvyk
con	podfuk
con	con
vittorio	vittorio
religija	vyznání
religija	náboženství
častniki	důstojníky
častniki	důstojníci
častniki	policisté
častniki	strážníci
pravokotno	kolmo
pravokotno	obdélníkové
groba	drsná
groba	hrubý
groba	drsné
groba	drsný
groba	hrobu
groba	hrob
seme	sperma
seme	semeno
seme	osiva
seme	semínka
seme	semena
seme	osivo
seme	osiva
seme	semena
seme	semeno
seme	osivo
verigo	řetězu
verigo	řetízek
verigo	řetěz
verigo	řetězec
izboljša	zlepšuje
izboljša	vylepšit
izboljša	zlepšit
izboljša	zlepšovat
poznavanje	znalosti
poznavanje	poznání
poznavanje	znalost
poznavanje	vědomosti
poznavanje	vědění
duncan	duncana
duncan	duncan
hansen	hansen
portorož	portorož
horst	horst
ujel	přistižen
ujel	chyceni
ujel	chycen
ujel	chytil
preiskave	šetření
preiskave	vyšetřování
preiskave	šetření
preiskave	dotazy
preiskave	šetření
preiskave	vyšetřování
štirinajst	fourteen
štirinajst	čtrnáct
nameščeni	nainstalován
dramo	drama
jürgen	jürgen
bin	bin
minute	minuty
minute	zápis
minute	minut
gerard	gerard
uničiti	zničit
uničiti	ničit
identiteto	identitu
identiteto	totožnost
identiteto	identity
identiteto	identita
mehansko	mechanicky
mehansko	mechanické
mehansko	mechanická
mehansko	mechanický
izjavo	prohlášení
izjavo	výkaz
poštna	poštovní
police	politik
police	politiky
police	regály
police	police
smole	pryskyřice
thierry	thierry
organizacijsko	organizační
demokratične	demokratický
demokratične	demokratická
demokratične	demokratické
dano	dáno
dano	dána
klobuk	klobouček
klobuk	čepice
klobuk	klobouk
photo	fotografie
photo	photo
photo	foto
photo	fotka
photo	fotku
uspehi	úspěchy
izobraževalno	vzdělávací
greene	greene
varuje	chrání
pierce	pierce
japonci	japonské
japonci	japonská
japonci	japonský
japonci	japonec
objavljeni	zveřejněné
objavljeni	zveřejněno
objavljeni	zveřejněna
objavljeni	publikoval
objavljeni	vydané
nikdar	nikdy
elektroni	elektrony
predala	vzdal
škotske	skotsko
škotske	skotska
škotske	skot
škotske	skotské
škotske	skotská
leona	leona
robertson	robertson
postavljeno	vychován
postavljeno	vychoval
budistični	buddhistické
potniški	cestující
potniški	pasažér
zavira	inhibuje
sonja	sonja
umetni	umělý
umetni	umělé
umetni	uměle
umetni	umělá
angeli	andělé
angeli	anděly
angeli	andílci
članstvo	členství
bruselj	bruselu
bruselj	brusel
razmišljanje	myšlení
razmišljanje	přemýšlím
razmišljanje	přemýšlení
razmišljanje	rozjímání
umetne	umělý
umetne	umělé
umetne	uměle
umetne	umělá
prisilil	donutil
prisilil	donucen
prisilil	nucené
misijonar	misionář
sesalcev	savců
julie	julie
širitev	zvětšení
širitev	rozšíření
širitev	expanze
širitev	rozšiřování
širitev	rozšíření
legend	legend
legend	legendy
legend	legend
legend	legenda
malmö	malmö
dimenzije	rozměry
dimenzije	dimenze
volji	náladu
volji	nálada
volji	nálady
oblikovan	formulovány
porta	porta
ayrton	ayrton
klein	klein
zob	zub
zob	zubu
cesarica	císařovna
domovina	vlasti
domovina	vlast
domovina	vlasti
domovina	vlast
wiener	wiener
petja	zpívání
petja	zpěv
petja	zpívám
italiano	italiano
opisan	popsáno
opisan	popsána
opisan	popsané
opisan	popsaná
lennon	lennon
vijak	šroub
žita	obilí
žita	zrna
žita	zrní
žita	obiloviny
podaljšana	prodloužena
podaljšana	rozšířená
podaljšana	rozšířené
podaljšana	rozšířený
podaljšana	dlouhotrvající
podaljšana	prodloužený
podaljšana	protáhlé
prispel	přijel
prispel	dorazila
prispel	dorazil
kde	kde
christoph	christoph
spencer	spencer
spencer	spencera
dar	dar
marta	marta
marta	marta
marta	martha
sadje	ovoce
sadje	ovoce
sadje	plody
jevgenij	jevgenij
presenetljivo	udivující
presenetljivo	překvapivě
presenetljivo	překvapivé
presenetljivo	překvapující
presenetljivo	překvapivý
trditve	nároky
trditve	tvrzení
trditve	pohledávky
trditve	obvinění
trditve	tvrzení
trditve	argumentace
trditve	argumenty
avtomobilski	automobilové
avtomobilski	automobilový
tujino	zahraničí
tujino	zahraniční
sara	sarah
sara	sára
sara	sara
sara	sára
sara	saro
sara	cera
nizki	nízko
nizki	nízký
nizki	nízké
nizki	nízká
plodovi	ovoce
plodovi	plody
priljubljeno	oblíbená
priljubljeno	oblíbené
priljubljeno	populární
priljubljeno	oblíbený
priljubljeno	oblíbené
priljubljeno	oblíbená
priljubljeno	trendy
priljubljeno	oblíbené
priljubljeno	nejoblíbenější
priljubljeno	oblíbená
priljubljeno	oblíbený
dale	dale
jay	jay
jarek	příkop
jarek	příkop
jarek	příkop
jarek	příkopu
premera	průměru
premera	průměr
kampanje	kampaně
kampanje	kampaní
kampanje	kampaň
kampanje	kampaně
kampanje	tažení
zasnovana	navrženo
zasnovana	navržený
zasnovana	konstruované
zasnovana	navrhl
zasnovana	navržené
doseženo	dosaženo
doseženo	dosažena
doseženo	dosažen
doseženo	dosáhli
doseženo	splněno
doseženo	splněna
doseženo	dosaženo
doseženo	dosažený
doseženo	dosažen
doseženo	dosažené
simbolizira	symbolizuje
simbolizira	symbolizuje
posamezna	jednotlivec
posamezna	individuální
posamezna	jedinec
motive	motivy
rjavo	hnědá
rjavo	hnědý
rjavo	brown
rjavo	hnědé
stosur	stosur
dukla	dukla
izjemen	výjimečná
izjemen	mimořádné
izjemen	výjimečný
izjemen	výjimečných
izjemen	výjimečné
prehrani	výživa
prehrani	výživy
nielsen	nielsen
obremenitev	naložit
obremenitev	načíst
obremenitev	zatížení
obremenitev	zatížení
obremenitev	načítání
obremenitev	nakládání
obremenitev	debetní
roll	roll
čelo	čelem
čelo	čela
čelo	čelo
čelo	čelo
čelo	cello
zavrne	odmítá
zavrne	odmítnout
zavrne	odmítnout
zavrne	zamítnout
tekmovanj	soutěže
pojave	jevy
pojave	fenomén
gašper	henryho
gašper	jindřich
gašper	henry
lola	lola
lola	lolo
slavi	sláva
slavi	slávu
slavi	glory
lesen	dřevěné
lesen	dřevěná
lesen	dřevěný
sklical	svolána
blog	blog
blog	blogu
jpl	jpl
ettore	ettore
vrtovi	zahrady
vrtovi	gardens
potrjuje	potvrzuje
vožnje	řízení
vožnje	jízda
eugen	eugen
imunski	imunitní
imunski	imunní
danijel	daniela
danijel	daniel
stresa	stres
stresa	stresu
einstein	einstein
linz	linz
simone	simone
castro	castro
senator	senátor
senator	senátorka
vincenzo	vincenzo
podružnica	dceřiné
podružnica	pobočka
podružnica	pobočky
podružnica	větev
izpostavljeni	vystaveno
izpostavljeni	vystaven
izpostavljeni	vystavené
izpostavljeni	nechráněný
podvozje	podvozek
podvozje	podvozek
podvozje	podvozku
kmečka	sedlák
betty	betty
ilustracije	ilustrace
križišču	křižovatce
križišču	křižovatky
križišču	křižovatka
križišču	křižovatce
križišču	křižovatky
križišču	rozcestí
križišču	křižovatka
kirche	kirche
prepovedal	zakázal
najdlje	nejdál
najdlje	nejvzdálenější
najdlje	nejdéle
najdlje	nejdelší
najdlje	nejdál
alabama	alabamě
odstranjevanje	odstraňování
odstranjevanje	zneškodňování
odstranjevanje	likvidace
odstranjevanje	odstranění
odstranjevanje	likvidaci
odstranjevanje	odebírání
odstranjevanje	odstraňování
odstranjevanje	odstranění
odstranjevanje	odebrání
odstranjevanje	vyjmutí
zaman	marně
zaman	marná
giulio	giulio
siegfried	siegfried
bomba	bomba
scene	scény
navidezni	zjevná
navidezni	zjevné
navidezni	zřejmé
navidezni	zřejmá
navidezni	virtuální
neill	neill
skorje	kůrky
mera	mera
mera	sazba
mera	míra
sulfat	síran
sulfat	síran
tito	tito
izdelane	vyráběné
izdelane	vyrobené
izdelane	vyrobeno
izdelane	vyrobeny
izdelane	vyrobený
izmenjavo	výměna
izmenjavo	výměnu
docent	docent
deseti	desáté
deseti	desátý
infrastrukture	infrastruktury
prezbiterij	kněžiště
dim	dim
dim	kouř
dim	kouřit
dim	dým
obred	ceremoniál
obred	obřad
obred	rituály
obred	rituál
obred	rituální
veronika	veronika
veronika	veronika
veronika	veronica
skale	balvany
skale	kamení
skale	kameny
skale	skal
skale	skály
označeno	označené
označeno	označen
označeno	označený
označeno	označeno
označeno	označeny
označeno	označená
označeno	označené
označeno	označeno
catherine	kateřina
catherine	catherine
razlage	výklady
razlage	vysvětlení
razlage	vysvětlivky
odkrito	upřímně
odkrito	čestně
odkrito	poctivě
medicinsko	lékařská
medicinsko	lékařský
medicinsko	lékařské
realna	reálné
realna	realistické
realna	realistický
mejah	hranice
mejah	hranic
puščavi	pouště
puščavi	poušti
puščavi	poušť
puščavi	pouštní
zajec	králíček
zajec	zajíc
zajec	králík
vezan	svázané
vezan	vázané
pripadnost	příslušnost
pripadnost	přidružení
zheng	zheng
twin	dvojče
twin	twin
disciplina	disciplína
disciplina	disciplíny
disciplina	disciplínu
disciplina	kázeň
soproga	manželka
soproga	choť
soproga	manželku
soproga	žena
soproga	manželka
soproga	manželce
dorothy	dorothy
teoretik	teoretik
lars	lars
malta	maltu
malta	malty
malta	malta
cona	pásmo
cona	zóna
medveščak	medveščak
zaupanje	důvěru
zaupanje	sebevědomí
zaupanje	důvěra
zaupanje	důvěru
zaupanje	věřit
zaupanje	důvěra
široki	širokou
široki	široká
široki	široký
široki	široké
konstruktor	konstruktérem
prejeti	obdržet
prejeti	přijímat
prejeti	přijata
prejeti	přijaté
prejeti	obdržené
prejeti	obdržel
prejeti	obdržela
izginila	zmizet
izginila	zmizí
izginila	zmizela
izginila	zmizel
primerjavo	porovnání
primerjavo	srovnání
diska	disk
diska	kotouče
diska	diskem
zgleda	vypadá
garcia	garcia
haas	haas
vrhovi	peaks
vrhovi	vrcholy
testiranje	testování
testiranje	zkoušení
testiranje	zkouška
testiranje	zkoušky
selena	selenu
selena	selena
navdušen	nadšená
navdušen	ohromen
navdušen	nadšení
navdušen	nadšená
navdušen	potěšen
nakup	nákupu
nakup	koupě
nakup	nákup
nakup	zakoupit
nakup	koupit
nakup	zakoupit
nakup	kup
nakup	nákup
bishop	biskup
bishop	bishop
bishop	střelec
modrosti	moudrosti
modrosti	moudrost
nacional	nacional
cepivo	vakcíny
cepivo	vakcínu
cepivo	vakcína
ozračje	atmosféru
ozračje	ovzduší
ozračje	atmosféry
ozračje	atmosféra
gospodarstvu	drží
gospodarstvu	držící
gospodarstvu	držení
gospodarstvu	hospodářství
kocke	kostky
kocke	kostky
curtis	curtis
hladno	studené
hladno	studený
hladno	studená
hladno	zima
hladno	chlad
sls	sls
ocenjuje	hodnotí
ocenjuje	posuzuje
prvenec	debut
čebele	včely
čebele	včel
čebele	včelí
pruski	pruský
encimov	enzymů
encimov	enzymy
sud	sud
sužnji	otroci
sužnji	otroky
rgb	rgb
ravnotežje	rovnováha
ravnotežje	zůstatku
ravnotežje	vyvážení
ravnotežje	rovnováhu
ravnotežje	bilance
ravnotežje	zůstatek
ravnotežje	rovnováhy
ravnotežje	rovnováha
zbrani	shromážděni
zbrani	shromážděné
desetletij	desetiletí
desetletij	dekády
zmanjšati	omezit
zmanjšati	snížit
jamie	jamie
jamie	jamieho
baranja	baranja
spore	spóry
spore	spory
minuto	minuta
minuto	minutu
pojasnjuje	vysvětluje
pastor	pastore
pastor	farář
pastor	pastor
pastor	pastora
piper	piper
ust	pusa
ust	ústa
ust	pusu
ust	úst
telefon	telefonní
telefon	telefon
telefon	telefonní
telefon	telefon
razmnoževanje	násobení
razmnoževanje	reprodukce
razmnoževanje	rozmnožování
pojasnil	vysvětleno
pojasnil	vysvětlil
pojasnil	vysvětlila
priznan	uznáno
priznan	uznávaný
priznan	uznána
priznan	uznávané
priznan	uznané
priznan	uznala
priznan	uznal
priznan	uznáno
priznan	poznal
priznan	uznávané
priznan	uznané
urbana	městský
urbana	městská
urbana	městské
sio	sio
kovanci	mince
kovanci	mincí
kovanci	minci
kovanci	mince
mrkos	mrkos
možgani	mozku
možgani	mozková
možgani	mozek
možgani	mozky
možgani	mozků
možgani	mozek
marcello	marcello
kontrole	ovládání
kontrole	kontroly
prazen	prázdné
prazen	prázdná
prazen	prázdno
prazen	prázdný
prazen	vyprázdnit
prazen	prázdné
prazen	prázdný
prazen	prázdno
usposabljanja	trénink
usposabljanja	výcvik
usposabljanja	školení
usposabljanja	školení
usposabljanja	tréninky
omenil	zmínka
omenil	zmínit
stroji	stroje
stroji	stroje
izboljšati	vylepšit
izboljšati	zlepšit
izboljšati	zlepšovat
foster	fosterová
foster	foster
organizirana	organizovaná
organizirana	organizovaný
organizirana	organizované
organizirana	organizovaná
organizirana	organizovaný
organizirana	organizované
turnbull	turnbull
dean	deane
dean	děkan
dean	dean
junaki	hrdinů
junaki	hrdinové
junaki	hrdiny
poteze	tahy
poteze	pohyby
premikanje	stěhování
premikanje	hnutí
premikanje	pohybu
premikanje	pohyb
premikanje	pohyby
vreden	hoden
vreden	hodna
ujetništvu	zajatec
ujetništvu	zajetí
ujetništvu	zajetí
storia	storia
čevljev	boty
čevljev	obuv
čevljev	botky
železnico	železnice
železnico	železnici
povabilo	pozvání
povabilo	pozvat
povabilo	pozvánka
povabilo	pozvání
povabilo	pozvánka
povabilo	pozvánku
rotor	rotoru
protokol	protokolu
protokol	protokol
prepovedi	zákazy
prepovedi	zakázat
prepovedi	zákaz
prepovedi	zákazy
nizek	nízko
nizek	nízký
nizek	nízké
nizek	nízká
kronanje	korunovaci
žogo	míč
žogo	míček
žogo	ples
žogo	ball
hodi	chodit
hodi	chůze
hodi	chození
hodi	procházka
hodi	chodit
hodi	chůze
hodi	pěšky
martini	martini
pisatelji	spisovatelů
pisatelji	spisovatelé
pisatelji	autoři
pel	sang
pel	zpíval
pel	zpívala
hčerki	dcery
hčerki	dcer
duhovne	duchovní
duhovne	duševní
duhovne	spirituální
romain	romain
temna	tmavá
temna	tmavé
temna	dark
temna	temné
temna	tmavý
temna	tmavě
hollywood	hollywood
hollywood	hollywoodu
pekingu	peking
zidovi	hradby
zidovi	stěny
zidovi	zdi
šesta	šestá
