से	from
अत्यधिक	altament
भूगोल	geometria
भूगोल	globus
भूगोल	globe
भूगोल	geografia
मुख्यालय	seu
लिपि	alfabet
लिपि	script
लिपि	guió
एल्बम	àlbum
एल्बम	àlbums
धन	diners
धन	diner
सॉफ्टवेयर	programari
योग	sumatori
योग	suma
योग	yoga
योग	ioga
योग	totals
शीर्ष	top
संस्था	institució
औद्योगिक	industrials
औद्योगिक	industrial
प्रधान	prime
नेता	manava
नेता	líder
नेता	líders
नेता	dirigents
संविधान	constitució
अनुमान	estimació
शीर्षक	titular
शीर्षक	títols
शीर्षक	capçalera
शीर्षक	títol
अवसर	ocasió
अवसर	oportunitat
अवसर	oportunitats
अंक	dígits
अंक	puntuació
अंक	punts
अंक	puntuacions
प्रसाद	prasad
शोध	recerca
शोध	investigació
स्पेन	espanya
गांधी	gandhi
हमेशा	sempre
जोखिम	risc
जोखिम	perillositat
तापमान	temperatura
तापमान	termòmetre
शाखा	branques
शाखा	subdivisió
शाखा	sucursal
शाखा	branca
इत्यादि	etc
प्रतीक	símbols
प्रतीक	símbol
प्रतीक	icona
प्रतीक	emblemes
प्रतीक	icones
रायगढ़	raigarh
रायगढ़	raigad
संदर्भ	referències
संदर्भ	ref
संदर्भ	referència
संदर्भ	context
आयोजन	organitzant
करीब	tanca
चक्र	roda
चक्र	chakra
चक्र	cicles
चक्र	cicle
प्राथमिक	primària
प्राथमिक	primari
प्राथमिक	preliminar
गुण	atribut
गुण	propietat
गुण	propietats
गुण	atributs
ग्रह	planeta
ग्रह	planetes
महल	mahal
महल	fortaleses
निधन	defunció
निधन	mort
बराबर	igualment
बराबर	iguals
मिनट	mins
मिनट	minuts
मिनट	minut
मिनट	min
व्यवसाय	professió
व्यवसाय	negoci
व्यवसाय	negocis
संरक्षण	conservació
संरक्षण	preservació
संरक्षण	protecció
शो	mostra
शो	espectacle
प्रस्ताव	proposta
प्रस्ताव	propostes
प्रस्ताव	oferta
रिपोर्ट	informe
रिपोर्ट	informes
अंग	orgue
अंग	òrgan
हिस्से	part
हिस्से	fracció
मुस्लिम	musulmà
रिकॉर्ड	rècord
रिकॉर्ड	rècords
रिकॉर्ड	registres
सरल	simple
सरल	senzill
धातु	metall
धातु	metal
धातु	metalls
परिषद	consell
परिषद	confederació
शारीरिक	físic
संघर्ष	conflicte
तकनीक	tècnica
तकनीक	tecnologia
तकनीक	tècniques
फल	fruit
फल	fruita
फल	fruites
फल	fruits
प्रकट	revelar
प्रकट	revelen
कार्बनिक	organic
कार्बनिक	orgànic
कार्बनिक	orgànica
शाह	xah
शाह	xa
विवरण	descripció
विवरण	detalls
विवरण	detall
शादी	matrimoni
शादी	boda
शादी	casament
उप	sub
पात्र	contenidor
पात्र	recipient
वेब	web
संसद	parlament
सन्दर्भ	referències
सन्दर्भ	referència
सन्दर्भ	context
चेन्नई	chennai
परमाणु	nuclear
परमाणु	molècula
परमाणु	atòmics
परमाणु	atòmic
परमाणु	atòmica
परमाणु	àtom
आक्रमण	invasió
आक्रमण	atac
कार	cotxe
कार	cars
कार	cotxes
कार	automòbils
केरल	kerala
जांच	sonda
जांच	examinar
जांच	examina
जांच	test
जांच	prova
पत्थर	pedra
आठ	vuit
विषयों	temes
टेनिस	tennis
पारंपरिक	tradicional
पारंपरिक	tradicionals
अकादमी	academy
अकादमी	academia
अकादमी	acadèmia
सतह	superfície
देव	dev
देव	deo
आचार्य	acharya
युक्त	ucraïna
अभियान	campanyes
अभियान	campanya
घोषित	declarat
घोषित	declarada
घोषित	declarar
घोषित	declari
घोषित	anunciada
घोषित	anunciat
लिखी	escrit
सिस्टम	system
सिस्टम	sistema
सिस्टम	sistemes
किनारे	cantonades
किनारे	racons
किनारे	vores
किनारे	arestes
किनारे	vora
किनारे	edge
कार्बन	carboni
प्रतिक्रिया	reacció
प्रतिक्रिया	opinions
प्रतिक्रिया	feedback
प्रतिक्रिया	reaccionar
प्रतिक्रिया	reaccionen
प्रतिक्रिया	reactiva
गणित	matemàtica
गणित	matemàtiques
गणित	matemàtica
गणित	matemàtic
गणित	aritmètica
गणित	mates
गणित	matemàtica
मौत	defunció
मौत	mort
विवाद	controvèrsia
विवाद	polèmica
विवाद	controvèrsies
विवाद	litigi
विवाद	controvèrsia
विवाद	disputa
अली	alí
अली	ali
ग्रहण	eclipsi
तकनीकी	tècnic
तकनीकी	tècnics
माँ	maa
माँ	mare
विष्णु	vishnu
मैदान	plain
मैदान	terreny
मैदान	terreny
विमान	aviació
विमान	aeronau
विमान	aeronaus
विमान	avió
औरंगाबाद	aurangabad
सक्षम	habilitat
सक्षम	capaç
सक्षम	capaces
सक्षम	capaços
वातावरण	entorn
वातावरण	atmosfera
लागत	cost
लागत	costos
अलीगढ़	aligarh
सीधे	recta
सीधे	rectes
सीधे	directament
प्रेस	press
प्रेस	premsa
रोमन	roman
रोमन	romà
मील	kilòmetre
मील	milla
मील	milles
मील	kilòmetres
मील	quilòmetres
लोकसभा	parlament
अज्ञात	desconegut
अज्ञात	desconeguda
अज्ञात	anònim
अज्ञात	anonymous
अज्ञात	anònims
रेखा	línia
पार	creu
पार	cross
लेखन	escrits
लेखन	escrivint
लेखन	escriptura
सेंट	cèntims
नष्ट	destruït
नष्ट	destruïda
नष्ट	destrueix
नष्ट	destruir
परंपरा	tradició
राशि	quantitat
राशि	import
राशि	quantia
दृष्टिकोण	plantejament
दृष्टिकोण	enfocament
भाव	emocions
भाव	gest
भाव	sentit
अल्मोड़ा	almora
हवा	brisa
हवा	vent
पाठ	text
पाठ	recitant
गठन	fotogrames
गठन	marcs
गठन	fotograma
गठन	marc
नागरिक	cívic
नागरिक	civic
नागरिक	ciutadà
अस्तित्व	existència
अस्तित्व	supervivència
गंभीर	greus
गंभीर	seriós
गंभीर	crític
समझ	entendre
समझ	enteniment
समझ	comprensió
समझ	entesa
समझ	entenent
किस	kiss
किस	petó
प्रशासन	administració
आदेश	mandat
आदेश	orde
आदेश	ordre
आदेश	encàrrecs
आदेश	comandes
आदेश	ordres
सैन्य	militars
सैन्य	militar
अंदर	inside
अंदर	endins
अंदर	dins
अंदर	indoor
छह	sis
छह	six
ग्रन्थ	textos
भाषाएँ	llengües
भाषाएँ	idiomes
भुगतान	pagament
भुगतान	pagaments
उनसे	ells
ध्वनि	so
ध्वनि	sons
निवास	residència
निवास	residències
अरबी	àrab
हत्या	atemptat
हत्या	assassinat
हत्या	matar
दिखाया	mostrat
दिखाया	mostrava
पवित्र	sagrat
विभाजित	dividits
विभाजित	dividit
विभाजित	divideix
विभाजित	split
इकाई	dependències
इकाई	unitats
इकाई	unitat
अम्ल	àcid
प्रबंधक	gestor
प्रबंधक	gestors
प्रबंधक	directius
वही	mateixa
वही	mateix
संग्रहालय	museus
संग्रहालय	museum
संग्रहालय	museu
जीता	victòries
जीता	guanya
जीता	guanyat
मुद्रा	divisa
मुद्रा	moneda
मुद्रा	suposen
मुद्रा	plantejant
मुद्रा	diners
मुद्रा	diner
मतलब	mitjans
मतलब	mitjana
मतलब	mean
युवा	juvenil
युवा	jovent
युवा	joventut
युवा	joves
युवा	young
युवा	jove
शहरों	ciutats
अंतरिक्ष	espai
संचार	comunicació
संचार	comunicacions
प्रसारण	emissió
प्रसारण	radiodifusió
फुटबॉल	futbol
नियमित	regulars
नियमित	regular
व्याख्या	nota
व्याख्या	interpretació
व्याख्या	explicació
शेष	restant
शेष	restants
शेष	esquerra
शेष	esquerre
दावा	reivindicació
दावा	reclamació
दावा	reclamacions
दावा	pretensions
मोबाइल	mòbil
संभावना	probable
संभावना	probabilitat
दिवस	jornada
दिवस	dia
विधायक	legislador
तर्क	argument
तर्क	raonament
तर्क	lògica
विरुद्ध	contra
विरुद्ध	against
परीक्षा	test
परीक्षा	prova
परीक्षा	examen
परीक्षा	exàmens
पाई	empanada
पाई	pastís
महाभारत	mahanadi
महाभारत	mahabharata
खाद्य	comestibles
खाद्य	comestible
भविष्य	futur
बिक्री	vendes
बिक्री	surts
बिक्री	sale
बिक्री	venda
इंटरनेट	internet
पौड़ी	pauri
सम्मेलन	conferència
सम्मेलन	conveni
सम्मेलन	convenció
रानी	queen
रानी	reina
सिटी	ciutat
अच्छे	bones
अच्छे	bona
तुम	tu
तुम	vostè
सिर	head
सिर	capçal
दबाव	pressió
बोर्ड	juntes
बोर्ड	tauler
बोर्ड	junta
ख़ान	khan
ख़ान	khanat
नियुक्त	nomenar
नियुक्त	contractat
नियुक्त	contractats
नियुक्त	nomenats
फरवरी	febrer
फरवरी	feb
नेशनल	national
नेशनल	nacional
उर्दू	urdú
संसार	món
संसार	world
प्रतिनिधित्व	representació
प्रतिनिधित्व	delegades
विचारों	idees
विचारों	ideas
प्रेरित	inspirat
प्रेरित	motivats
प्रेरित	motivat
समारोह	cerimònia
समारोह	jamboree
मस्तिष्क	cervell
घरेलू	domèstics
घरेलू	domèstica
घरेलू	domèstic
जेम्स	james
जेम्स	jaume
प्रायः	habitualment
प्रायः	normalment
प्रायः	sovint
मौसम	temporades
मौसम	estacions
मौसम	weather
मौसम	temporada
अर्थात्	mitjans
भावना	emoció
भावना	sentiment
भावना	esperit
गुणवत्ता	qualitat
छात्र	alumne
छात्र	estudiant
खाना	menjar
खाना	alimentació
मिले	trobat
मिले	met
निर्वाचित	elegits
निर्वाचित	electes
कैंसर	càncer
इटली	itàlia
सिद्धान्त	siddhanta
सिद्धान्त	principis
सिद्धान्त	teoria
विरोधी	hostil
विरोधी	oposats
राजवंश	dinastia
संक्रमण	transició
संक्रमण	infecció
घाटी	vall
नियंत्रित	moderat
नियंत्रित	controlat
नियंत्रित	controlada
नियंत्रित	controlats
विलियम	guillem
विलियम	william
विविध	divers
विविध	diversa
विविध	varis
विविध	divers
विकल्प	alternatives
विकल्प	calçots
विकल्प	opcions
विकल्प	opció
उद्यान	park
उद्यान	parc
होगी	will
होगी	voluntat
पशु	animals
पशु	animal
मुरादाबाद	moradabad
ज्यादातर	majoritàriament
ईसाई	christian
ईसाई	cristià
प्रमाण	evidència
याद	recorda
याद	recordeu
कंपनियों	empreses
कंपनियों	companyies
मानसिक	psíquic
मानसिक	psíquica
मानसिक	mental
मानसिक	mentalment
फर्रुखाबाद	farrukhabad
रसायन	chemical
रसायन	químic
रसायन	químics
रसायन	química
क्षेत्रफल	àmbit
क्षेत्रफल	àrea
प्रभावी	efectiu
विज्ञापन	publicitat
विज्ञापन	anuncien
विज्ञापन	anuncis
विज्ञापन	ads
ईश्वर	déu
आसानी	facilitat
अमरीका	amèrica
शिकार	presa
शिकार	caça
शिकार	víctima
रोगी	pacient
व्यावसायिक	vocacional
रूसी	rus
क्रांति	revolució
अधीन	arres
गुप्त	gupta
गुप्त	encoberta
गुप्त	secret
गुप्त	xifrada
गुप्त	incògnit
गुप्त	incognito
मंडल	mandala
ब्राह्मण	bramans
ब्राह्मण	braman
माने	mane
हृदय	cor
आयोग	comissions
आयोग	comissió
हिंदू	hindú
शुद्ध	purs
शुद्ध	pura
शुद्ध	pur
तीसरे	tercera
तीसरे	tercer
चर्च	església
अपेक्षा	expectativa
कार्यालय	treball
कार्यालय	oficines
कार्यालय	despatx
कार्यालय	office
कार्यालय	oficina
परिवहन	transport
परिवहन	transports
परिवहन	transport
स्टार	estel
स्टार	estrella
वर्षा	precipitacions
वर्षा	pluja
जनरल	general
संदेश	missatge
संदेश	missatges
मार	kill
मार	mata
परिचय	introducció
परिचय	about
परिचय	introducció
उत्पत्ति	origen
उत्पत्ति	gènesi
उत्पत्ति	genesis
उत्पत्ति	boia
मांग	demanda
देवता	deïtat
सोवियत	soviètic
सोवियत	soviètica
दौर	ronda
संचालन	operacions
संचालन	funcionament
संचालन	operació
भौगोलिक	geogràfic
उपस्थित	assistents
उपस्थित	presents
उपस्थित	present
अस्पताल	hospital
अस्पताल	hospitals
परिवर्तित	canviades
परिवर्तित	canviat
परिवर्तित	canviada
परिवर्तित	modificats
परिवर्तित	modificades
परिवर्तित	modificat
परिवर्तित	convertida
परिवर्तित	convertit
पेश	presentant
स्वर	vocals
स्वर	vocal
लघु	logaritme
लघु	menor
लघु	minor
लाइन	línia
प्रश्न	consulta
प्रश्न	pregunta
प्रश्न	preguntes
आलोचना	crítica
पहाड़ी	pahari
पहाड़ी	turó
पुरानी	antic
पसंद	elecció
पसंद	marcadors
सुझाव	suggerències
सुझाव	suggeriments
सुझाव	agregació
सुझाव	suggeriment
सुझाव	recomanacions
सुझाव	consells
खेती	agricultura
खेती	collita
खेती	rompuda
लिखने	escrivint
लिखने	escriptura
विभाजन	divisió
विभाजन	divisions
विभाजन	partició
प्रशासनिक	administratiu
प्रशासनिक	administratius
विशेषता	atribut
विशेषता	qualitat
विशेषता	característica
भागलपुर	bhagalpur
कठिन	hard
कठिन	dura
कठिन	dur
कठिन	difícil
कड़ी	vinculació
कड़ी	enllaç
कड़ी	enllaços
कड़ी	cadena
एकमात्र	sole
ईरान	iran
क्षेत्रीय	regional
क्षेत्रीय	regionals
जान	sweethearts
लड़ाई	batalla
लड़ाई	lluita
परिभाषित	definides
परिभाषित	definit
परिभाषित	definits
अंश	fracció
ग्रामीण	rurals
रोड	carretera
रोड	road
प्रस्तावित	proposat
प्रस्तावित	proposats
गायक	singer
गायक	cantant
इस्लाम	islam
समुद्री	marine
समझा	entès
उनको	ells
उपयोगी	útil
उपयोगी	útils
उपयोगी	utilitat
केंद्रीय	centrals
केंद्रीय	central
सत्र	session
सत्र	sessió
सत्र	sessions
नारायण	narayana
नारायण	narayan
मिश्र	egypt
मिश्र	egipte
मिश्र	mishra
मिश्र	egipci
पहुँच	accés
पहुँच	accessibilitat
पहुँच	assoleix
मेरा	mina
मिस्र	egypt
मिस्र	egipte
मिस्र	egipci
गणराज्य	república
छात्रों	estudiants
छात्रों	alumnat
छात्रों	alumnes
पुराना	antic
जम्मू	jammu
तेज	ràpid
सम्राट	emperador
नवंबर	novembre
नवंबर	nov
कारणों	motius
कारणों	raons
सर	senyor
प्रवाह	flux
प्रवाह	cabal
अपराध	confessió
अपराध	crim
अमेरिकन	american
अमेरिकन	americà
व्यक्तित्व	personalitat
जन	jan
जापानी	japó
जापानी	japan
जापानी	japonès
रॉक	roca
रॉक	rock
लंबी	llarga
लंबी	llarg
लंबी	long
गेम	partida
गेम	joc
गेम	jocs
अन्दर	inside
अन्दर	endins
अन्दर	dins
शास्त्र	xastra
संपत्ति	propietat
संपत्ति	actius
संक्षिप्त	abreviatura
संक्षिप्त	abreviació
संक्षिप्त	breu
संक्षिप्त	concisa
क्यों	perqué
गलत	incorrectes
गलत	incorrecte
गलत	malament
गलत	fals
गलत	false
गलत	falses
वर्मा	varma
वर्मा	verma
सर्वोच्च	suprem
सर्वोच्च	suprema
भौतिकी	física
वाहन	vehicles
वाहन	vehicle
सैनिक	soldat
सैनिक	militars
सैनिक	militar
डेटा	dades
स्थिर	estàtic
स्थिर	estàtica
दूध	llet
अशोक	aixoka
मानना	creure
रखना	mantén
बाह्य	externs
बाह्य	extern
बाह्य	externa
उपस्थिति	assiduïtat
उपस्थिति	presència
समूहों	grups
होटल	hotel
होटल	hosteleria
होटल	hotels
उच्चारण	pronunciació
साहित्यिक	literari
साहित्यिक	literària
साहित्यिक	literàries
पुरुषों	homes
पुरुषों	mens
वृक्ष	arbre
वृक्ष	arbrat
वृक्ष	arbres
निवेश	inversor
निवेश	inversió
निवेश	inversions
तत्वों	elements
सत्य	satya
सत्य	veritat
दार्शनिक	filòsof
पुराण	purana
पुराण	puran
पुराण	puranas
आंतरिक	interior
आंतरिक	intern
आंतरिक	interna
निकल	níquel
प्रत्यक्ष	obvi
प्रत्यक्ष	evident
प्रत्यक्ष	directe
प्रत्यक्ष	directa
प्रत्यक्ष	direct
प्रत्यक्ष	directes
मित्र	amics
मित्र	amistats
मित्र	amistat
मित्र	amic
दर्द	dolor
बिजली	electricitat
बिजली	llamp
कार्ड	cartes
कार्ड	targetes
कार्ड	corda
कार्ड	targeta
बिंदु	punts
बिंदु	dot
बिंदु	punt
बुद्ध	buda
स्टेडियम	estadis
स्टेडियम	estadi
स्टेडियम	stadium
हजार	mil
अभाव	absència
रिलीज़	alliberació
रिलीज़	alliberament
शांति	pau
वितरण	lliurament
वितरण	distribució
आय	ingrés
आय	ingressos
रन	discorre
फाइनल	finals
टेलीविजन	televisió
दैनिक	daily
न्याय	justicia
न्याय	justícia
फूल	flors
फूल	flor
कल्पना	imaginació
प्राप्ति	adquisició
प्रसार	difusió
दिल	dil
दिल	cor
दिल	hearts
दिल	cors
गाने	cançons
गाने	songs
सुंदर	guapa
सुंदर	guapo
यानि	mitjans
हाउस	casa
अफ़्रीका	àfrica
इच्छा	desig
भार	pes
खंड	secció
खंड	bloqueja
खंड	bloc
मिश्रण	barreja
समर्पित	dedicat
समर्पित	dedicada
पहुंच	accés
स्मारक	monuments
स्मारक	monument
व्यास	diàmetre
प्यार	amor
प्यार	amorosa
लखनऊ	lucknow
आन्दोलन	moviment
मंत्रालय	ministeri
आत्मा	ànima
आत्मा	esperit
हे	ei
पक्षी	ocell
निवासी	habitants
निवासी	resident
निवासी	residents
अंततः	eventualment
डेविड	david
कह	say
जंक्शन	junction
जंक्शन	cruïlla
खास	especial
खास	especials
जलवायु	clima
बांग्लादेश	bangladesh
तय	corregit
तय	fix
तय	fixes
तय	arreglat
धारावाहिक	serial
धारावाहिक	episodis
तारे	estel
तारे	estrella
तारे	estels
तारे	estrelles
बनाना	fent
बनाना	making
बनाना	creant
बाकी	residual
बाकी	descansa
बाकी	descans
बाकी	restant
बाकी	restants
संत	sants
संत	saint
ऊंचाई	elevació
ऊंचाई	alçada
ऊंचाई	alçària
ऊंचाई	altura
तुर्की	turquia
तुर्की	turc
संस्कार	funeral
संस्कार	rituals
संस्कार	socarrat
शंकर	shankar
अर्थव्यवस्था	economia
बीमारी	malaltia
वार्षिक	anual
वार्षिक	anuals
परिसर	complexes
परिसर	complex
अधिकतम	max
अधिकतम	màx
अधिकतम	màxim
अधिकतम	maximitza
अधिकतम	maximitza
सदर	sadar
वैश्विक	global
वैश्विक	globals
तभी	només
अनिवार्य	obligatori
अनिवार्य	essentials
अनिवार्य	obligatòria
अनिवार्य	imprescindibles
अनिवार्य	imprescindible
अनिवार्य	essencial
अनिवार्य	essencials
उपाधि	grau
सामान्यतः	normalment
हरियाणा	haryana
तारा	estel
तारा	estrella
द्वार	porta
द्वार	portes
मुख्यतः	principalment
आनंद	gaudeix
कम्पनी	companyia
कम्पनी	empresa
रे	ray
स्थायी	permanent
स्थायी	permanents
लकड़ी	fusta
कन्नौज	kanauj
गोल	rand
गोल	objectiu
गोल	ronda
तल	pis
तल	bottom
तल	fons
ऋण	préstec
ऋण	deute
ऋण	préstecs
दास	das
नंबर	número
नंबर	nombre
त्वचा	pell
नोबेल	nobel
अधिकारियों	autoritats
अधिकारियों	oficials
अधिकारियों	executius
जटिल	elaborades
जटिल	elaborada
जटिल	complexes
जटिल	complex
जटिल	complicat
हमला	atac
आपूर्ति	subministraments
आपूर्ति	abastament
आपूर्ति	subministrament
दर्ज	enregistrat
हस्ताक्षर	signatures
हस्ताक्षर	firma
हस्ताक्षर	signatura
कानूनी	jurídic
कानूनी	legal
कानूनी	legals
टिप्पणी	comentari
टिप्पणी	comenta
टिप्पणी	notes
टिप्पणी	comentaris
टिप्पणी	observacions
डे	dey
स्मृति	smriti
स्मृति	memòria
वेद	vedes
वेद	ved
वेद	veda
तीव्र	ràpid
तीव्र	tropical
तीव्र	intens
सम्बन्धित	corresponent
सम्बन्धित	relacionat
सम्बन्धित	relacionada
सम्बन्धित	relacionats
हाइड्रोजन	hidrogen
चयन	selecció
चयन	seleccions
राजनीतिज्ञ	polític
यूनानी	grec
यूनानी	grècia
जॉर्ज	george
डीवीडी	dvd
स्वर्ण	or
स्वर्ण	gold
ठोस	sòlid
ठोस	tangible
ठोस	tangibles
सभ्यता	civilització
मशीन	màquina
विदेश	exteriors
दवा	medicament
दवा	medicina
दवा	medicació
ऋषि	rishi
ऋषि	sage
शेयर	participacions
गर्म	hot
गर्म	calent
सौर	solar
पंथ	credo
पंथ	panth
एशियाई	asiàtics
अपेक्षाकृत	relativament
परिभाषा	definició
पति	marit
सफेद	white
सफेद	blanc
संधि	tractat
वैकल्पिक	alternatiu
वैकल्पिक	alternativa
वैकल्पिक	suplent
वैकल्पिक	alternatiu
वैकल्पिक	opcionals
वैकल्पिक	facultatius
वैकल्पिक	opcional
वैकल्पिक	facultatiu
जयपुर	jaipur
हार	collaret
हार	derrota
समाधान	resolució
समाधान	solució
समाधान	solucions
जेल	presó
जोड़ा	parella
हिमालय	himalaya
हिमालय	himàlaia
राजमार्ग	autopista
पेड़	arbre
पेड़	arbrat
पेड़	arbres
कैरियर	carrera
कैरियर	portadora
कैरियर	transportista
कैरियर	carreres
कैरियर	curses
इंच	polzada
इंच	polzades
डिजिटल	digital
श्रेष्ठ	superior
निगम	corporació
आग	incendi
आग	foc
चैम्पियनशिप	campionat
चैम्पियनशिप	championship
शराब	alcohol
शराब	vi
पौधे	plantes
पौधे	planta
जमीन	land
जमीन	terreny
खाने	menjant
बाज़ार	basar
बाज़ार	mercats
बाज़ार	mercat
आदमी	home
आदमी	man
मस्जिद	mesquita
किरदार	personatges
किरदार	caràcters
नुकसान	pèrdua
नुकसान	pèrdues
नुकसान	danys
आकर्षित	atret
आकर्षित	atraure
महाराज	maharaj
रस	sucs
रस	jugo
रस	suc
ऑनलाइन	online
सेट	estableix
सेट	conjunt
सेट	conjunts
भेद	distinció
भेद	secret
भेद	distincions
फोन	telèfon
फोन	telèfons
मनोविज्ञान	psicologia
मगध	magadha
शक्तिशाली	poderós
शक्तिशाली	poderosos
शक्तिशाली	potent
शक्तिशाली	poderosa
शक्तिशाली	poderoses
व्याकरण	gramàtica
अवार्ड	premi
अवार्ड	adjudicació
अवार्ड	guardó
कौन	qui
कौन	who
चिह्न	símbol
चिह्न	símbols
चिह्न	signe
चिह्न	signa
चिह्न	signar
चिह्न	icona
वर्गीकरण	classificació
आरोप	càrrecs
उड़ान	vol
महासागर	oceans
महासागर	oceà
महासागर	ocean
माल	riquesa
एयर	aire
एयर	air
अध्याय	capítol
अध्याय	capítols
कराया	blindat
कराया	blindada
कराया	blindades
विमानक्षेत्र	aeroport
दान	donats
दान	donara
दान	donació
दान	donas
दान	donatius
दान	donacions
दान	caritat
करे	kare
अनुपात	gradient
अनुपात	degradat
अनुपात	degradats
अनुपात	proporció
अनुपात	ràtio
विद्रोह	sedició
कक्षा	aula
कक्षा	classe
कक्षा	òrbita
स्नातक	graduat
स्नातक	solter
स्नातक	batxiller
स्नातक	llicenciatura
स्नातक	graduació
स्नातक	llicenciat
स्नातक	graduat
इंजीनियरिंग	enginyeria
मूर्ति	estàtues
मूर्ति	ídol
माइकल	michael
संस्थापक	fundador
इलाज	tractar
इलाज	tracta
इलाज	tractament
अवधारणा	concepte
अभ्यास	pràctica
शाही	royal
शाही	shahi
पाकिस्तानी	pakistan
ब्लैक	black
ब्लैक	negre
भेजा	enviats
भेजा	enviat
संसाधन	recurs
संसाधन	recursos
देवनागरी	devanagari
जीन	gene
जीन	gen
मजबूत	robust
मजबूत	forts
मजबूत	forta
मजबूत	fort
बढ़ाने	potenciar
प्रोग्राम	programa
प्रोग्राम	programes
मिश्रित	mixta
मिश्रित	mixt
मिश्रित	mesclat
मिश्रित	mesclador
निरंतर	continu
निरंतर	constant
निरंतर	constants
प्रबंध	gestiona
प्रबंध	gestionar
पदक	medalla
व्यंजन	consonants
परिस्थितियों	situacions
जमा	dipòsit
जमा	dipòsits
स्त्री	dona
स्त्री	femení
स्त्री	femella
चित्रण	dibuixa
यातायात	trànsit
यातायात	tràfic
यातायात	transports
यातायात	transport
यातायात	airways
सूक्ष्म	subtil
सूक्ष्म	imperceptible
सूक्ष्म	micro
लंबाई	longitud
हेनरी	enric
हेनरी	henry
डाला	entrat
समीक्षा	ressenyes
समीक्षा	crítiques
समीक्षा	revisions
समीक्षा	revisió
समीक्षा	revisa
कर्मचारियों	empleats
हमले	atacs
हमले	atac
अक्षर	caràcter
अक्षर	personatge
अक्षर	carta
अक्षर	personatges
अक्षर	caràcters
कारक	factors
कारक	factor
किंगडम	regne
हिन्द	indo
हिन्द	hind
बीज	llavor
बीज	llavors
जल्दी	primerenc
जल्दी	ràpidament
घाट	ghat
घाट	ford
यंत्र	dispositiu
यंत्र	instrument
यंत्र	màquina
यंत्र	instruments
कर्म	karma
कदम	pas
कदम	passes
कदम	passos
साथी	acompanyant
साथी	companya
साथी	còmplice
साथी	soci
ऊपरी	majúscules
ऊपरी	majúscula
पुस्तकों	llibres
आशा	esperança
शिक्षण	ensenyament
शिक्षण	docència
ऊँचाई	altitud
ऊँचाई	elevació
ऊँचाई	alçada
ऊँचाई	alçària
ऊँचाई	altura
आकर्षण	atracció
आकर्षण	carisma
आकर्षण	encant
आकर्षण	atraccions
सर्वेक्षण	enquestes
सर्वेक्षण	survey
सर्वेक्षण	enquesta
सर्वेक्षण	agrimensura
हद	límits
मुहम्मद	muhammad
मुहम्मद	mahoma
स्टूडियो	studio
स्टूडियो	estudi
राज्यपाल	governador
रोगियों	pacients
गेंद	pilota
राजाओं	kings
राजाओं	reis
पुस्तकालय	biblioteques
पुस्तकालय	biblioteca
बॉलीवुड	bollywood
सिनेमा	cinema
प्राणी	animal
प्राणी	criatura
अंग्रेजों	britànic
अंग्रेजों	british
अंग्रेजों	britànica
कर्मचारी	empleat
कर्मचारी	empleats
कर्मचारी	treballador
काले	black
काले	negre
मंच	plataforma
मंच	fòrum
मंच	forum
प्रेरणा	motivació
प्रेरणा	inspiracions
प्रेरणा	inspiració
मारे	matat
तीसरा	tercera
तीसरा	tercer
चलती	movent
हिमाचल	himachal
तुरंत	immediatament
अकबर	akbar
कृत्रिम	artificial
यात्री	passatgers
यात्री	passatger
यात्री	viatger
चार्ल्स	charles
चार्ल्स	carles
अड्डा	adda
रामायण	ramayana
प्रगति	progrés
जहाज	nau
जहाज	naus
जहाज	vaixells
बचपन	infància
बचपन	infantesa
बातचीत	converses
बातचीत	interacció
केंद्रित	centrat
तारीख़	data
नर	masculí
नर	mascle
जाये	jaye
संकट	crisi
असम	assam
रोगों	malalties
जानी	jani
बाबा	baba
फ्रेंच	francès
वीर	vir
वीर	valents
वीर	valenta
वीर	brave
वीर	valent
वीर	heroica
वीर	heroic
वीर	veer
उपयोगकर्ता	usuari
उपयोगकर्ता	usuaris
बिल	bill
ग्रैंड	grand
निर्देशित	dirigit
निर्देशित	dirigida
निर्देशित	guiat
प्रोटीन	proteïna
प्रोटीन	proteïnes
प्रोटीन	proteïnes
महाराजा	maharaja
हास्य	comèdia
हास्य	humorista
ग्राहक	clients
ग्राहक	client
तृतीय	iii
तृतीय	tercera
तृतीय	tercer
हैदराबाद	hyderabad
तिथि	data
खाते	comptes
देवताओं	déus
नवीन	innovadora
नवीन	innovadors
नवीन	innovadores
नवीन	innovador
खाड़ी	badia
अर्जुन	arjun
अर्जुन	arjuna
तरल	fluid
तरल	líquid
तरल	liquid
संबद्ध	afiliació
संबद्ध	afiliat
संबद्ध	afiliats
संबद्ध	associada
संबद्ध	associades
संबद्ध	associat
दौरे	recorregut
दौरे	tour
संयोजन	conjunció
संयोजन	composició
संयोजन	combinació
संयोजन	integració
निदेशक	director
निदेशक	directora
निदेशक	realitzador
सामान	coses
सामान	equipatges
सामान	equipatge
किला	castell
किला	fortalesa
मंगल	mangala
मंगल	mart
मंगल	mars
अन्तर्राष्ट्रीय	internacional
अन्तर्राष्ट्रीय	international
अन्तर्राष्ट्रीय	internacionals
थोड़ा	lleugerament
शुल्क	honoraris
शुल्क	taxes
लोगो	logotip
लोगो	logotips
माह	mesos
माह	mes
काशी	kashi
सलाह	assessorament
सलाह	salah
