din	no
personale	personīgais
personale	personīgā
personale	personīga
istoricul	vēsture
istoricul	vēstures
istoricul	vēsturi
istoricul	vēsturē
personaj	rakstzīme
personaj	raksturu
personaj	raksturs
făcând	dari
făcând	darām
făcând	dara
cezar	cēzara
cere	ask
cere	prasīt
cere	jautāt
cere	lūgt
cere	jautā
relațiile	attiecības
relațiile	attiecības
avioane	lidmašīnas
avioane	lidaparāti
avioane	lidmašīnas
avioane	lidmašīnas
avioane	plaknes
colegiul	koledža
colegiul	kolēģija
colegiul	koledžā
colegiul	kolēģijas
colegiul	koledžas
securitate	drošība
securitate	drošības
catalina	catalina
originea	izcelsmi
originea	izcelsme
muntele	kalns
muntele	kalnu
muntele	kalna
inginer	inženieris
gura	muti
gura	mutē
gura	mutes
gura	mute
datele	datumi
datele	dati
problemă	problēmu
problemă	problēma
problemă	problēmas
problemă	emitēt
problemă	izdot
finlanda	somija
finlanda	somijā
natură	daba
natură	raksturs
natură	dabu
sovietic	padomju
anual	gada
anual	ikgadēja
anual	ikgadēji
anual	ikgadējais
anual	gada
marginea	malas
marginea	malu
marginea	mala
luxemburg	luksemburgu
luxemburg	luksemburgā
luxemburg	luksemburga
cercetări	pētījumi
cercetări	pētniecības
cercetări	pētniecība
cercetări	izpēte
teritoriile	teritorijas
titluri	virsraksti
titluri	virsrakstos
titluri	virsraksti
galeria	galerija
galeria	galerijā
galeria	galerijas
dovedit	pierādīts
dovedit	pierādīts
dovedit	pierādīta
existente	esošie
existente	esošo
existente	esošā
existente	esošās
piesă	gabaliņš
piesă	gabals
piesă	gab
căsătorie	laulība
căsătorie	laulībā
căsătorie	laulību
căsătorie	laulības
linii	līnijas
linii	rindas
filozofie	filozofijas
filozofie	filozofija
east	austrumos
east	austrumu
east	austrumi
cauză	cēlonis
cauză	izraisīt
litere	vēstulēs
litere	vēstules
litere	burti
locală	vietējie
locală	vietējā
locală	vietējais
locală	lokāla
locală	lokālā
lipsă	pietrūkst
lipsă	trūkst
lipsă	pazudusi
lipsă	pazudis
practic	praktiska
practic	praktisks
practic	praktiski
practic	pamatā
practic	būtībā
practic	praktiski
cam	cam
protejată	aizsargāta
protejată	aizsargāti
protejată	aizsargāts
protejată	aizsargātas
noaptea	nakts
noaptea	naktī
noaptea	nakti
arabă	arābu
arabă	arābu
părinții	vecāki
părinții	vecākiem
arhitectură	arhitektūra
regiunile	reģioni
egipt	ēģipte
scenă	skatuves
scenă	skatuve
feminin	sieviete
feminin	sievietes
feminin	sieviešu
considerate	uzskatīja
considerate	uzskatīts
considerate	apsvērta
considerate	uzskatīta
scădere	samazinājums
scădere	samazināt
forță	piespiest
forță	spēkā
forță	spēka
forță	spēks
soție	sievas
soție	sieva
drepturi	tiesības
cimitirul	kapi
cimitirul	kapsētu
spaniolă	spāņu
spaniolă	spānijas
practică	praktiska
practică	praktisks
practică	praktiski
practică	prakse
practică	praksi
discuţie	pārrunas
discuţie	apspriešana
discuţie	diskusijas
discuţie	diskusija
sute	simtu
sute	simtiem
sute	simti
magazine	glabātavas
magazine	veikalos
magazine	noliktavas
magazine	veikali
magazine	veikalos
magazine	veikali
clădiri	ēkas
clădiri	celtnes
cotă	kvotas
cotă	kvota
unitatea	vienotība
unitatea	vienība
leon	leons
lumină	gaismu
lumină	gaišs
lumină	gaismas
lumină	gaisma
lumină	gaiši
regală	royal
regală	karaļa
act	akts
act	act
act	rīkoties
lake	ezera
lake	ezers
editor	izdevējs
editor	redaktors
exemple	piemērus
exemple	piemēri
rowspan	rowspan
alegeri	izvēles
alegeri	vēlēšanās
alegeri	vēlēšanas
alegeri	ievēlēšana
alegeri	vēlēšanās
alegeri	vēlēšanas
serviciul	serviss
serviciul	apkalpošana
serviciul	pakalpojumu
serviciul	dienests
serviciul	pakalpojums
crăciun	ziemassvētkos
crăciun	ziemassvētku
crăciun	ziemassvētkus
crăciun	ziemassvētki
personală	personiska
personală	personīgie
personală	personīgais
personală	personīgā
personală	personīga
larg	plašs
larg	plaša
poezii	dzejoļi
poezii	dzeja
poezii	dzejas
viitorul	nākotnes
viitorul	nākotne
viitorul	nākotnē
viitorul	nākotni
necesar	nepieciešami
necesar	nepieciešama
necesar	prasīts
necesar	pieprasīts
necesar	nepieciešams
necesar	nepieciešami
necesar	nepieciešama
necesar	nepieciešams
stalin	staļins
ofițer	amatpersona
ofițer	virsnieks
ofițer	virsnieka
ben	bens
ben	ben
iarnă	ziemā
iarnă	ziema
iarnă	ziemai
link	saikne
link	saite
ruși	krievi
roger	sapratu
roger	rodžers
administrator	administrators
administrator	administratora
administrator	administrators
administrator	administratora
civile	civilā
civile	civiliem
civile	civilās
catolic	katoļu
bizantin	bizantijas
piață	tirgus
piață	tirgū
problemele	problēmas
natura	daba
natura	raksturs
natura	dabu
columbia	kolumbija
columbia	kolumbijas
columbia	kolumbija
columbia	kolumbijas
polonez	poļu
polonez	polijas
episcopul	bīskaps
cucerit	iekaroja
ministerului	ministrijas
ministerului	ministrija
cartierul	apkārtne
presă	spied
presă	nospiest
presă	preses
presă	nospied
presă	prese
presă	media
presă	mediji
presă	mediju
petrecut	iztērēti
petrecut	iztērēts
petrecut	izlietota
petrecut	izlietoti
petrecut	pavadīts
imperiu	impērija
secret	secret
secret	slepeni
secret	slepens
secret	noslēpums
fondată	dibināta
fondată	dibināts
ruse	ruse
oficiale	amatpersona
oficiale	ierēdnis
adam	adam
curând	drīzumā
curând	drīz
stația	stacija
stația	stacijā
stația	stacijas
închis	slēgta
închis	slēgti
închis	slēgts
închis	slēgtas
element	postenis
element	elementa
element	elements
element	elementam
element	elementā
roșii	tomātu
roșii	tomāti
roșii	tomāti
munca	darbs
funcționează	būvdarbi
funcționează	darbi
persoana	cilvēks
persoana	persona
str	str
localizare	vieta
localizare	novietojums
localizare	lokalizācija
contact	saskarē
contact	sazināties
contact	kontakti
contact	kontakts
ordin	pasūtījums
ordin	kārtība
ordin	pasūtīt
ordin	rīkojums
ordin	secība
capacitate	jauda
capacitate	ietilpība
capacitate	spēja
capacitate	kapacitāte
capacitate	spēja
capacitate	spēju
arme	ieročus
arme	ieroči
arme	ieročiem
arme	šautenes
stele	zvaigznes
napoleon	napoleons
instituții	institūcijas
instituții	iestādes
cântece	dziesmas
adoptat	pieņemts
adoptat	pieņemta
adoptat	pieņemtais
federația	federācija
federația	federācijas
windows	windows
windows	logus
windows	logi
comercial	komerciāls
comercial	komerciālais
comercial	komerciālie
comercial	komerciālā
comercial	komerciāli
crește	pieaugums
crește	palielināt
crește	palielināšana
crește	palielinājums
crește	augt
rss	rss
calitatea	kvalitāte
calitatea	kvalitātes
antonio	antonio
jucători	spēlētāji
jucători	atskaņotāji
trecerea	tuvo
varianta	varianta
varianta	variants
varianta	variantu
nova	nova
statuia	statuja
profesorul	profesore
profesorul	profesors
tipul	tips
tipul	veids
liberal	liberāļu
pădurea	meža
pădurea	meži
pădurea	mežs
contract	līgums
contract	līguma
croația	horvātija
repede	ātri
repede	ātra
repede	ātrā
repede	ātrs
repede	ātri
repede	ātra
repede	ātrs
repede	strauji
repede	fast
repede	ātri
mary	marija
mary	mērija
condamnat	nosodīta
condamnat	nosodīja
condamnat	notiesāti
condamnat	notiesāts
condamnat	lemts
podul	tilts
podul	tilta
rău	slikts
rău	slikta
rău	slikti
limbile	valodas
descris	aprakstīts
descris	aprakstītas
descris	aprakstīta
descris	raksturotas
descris	aprakstītais
lungimea	garums
mediul	vide
mîkolaiiv	nikolajeva
tronul	troni
ansamblul	ansamblis
electric	elektriskas
electric	elektriskie
electric	elektrisko
electric	elektriskās
electric	elektriskais
electric	elektriskās
electric	elektriskie
electric	elektriskā
electric	elektrisko
rezultatul	rezultāts
recent	nesen
recent	nesenā
recent	nesen
înapoi	muguru
înapoi	atpakaļ
înapoi	mugura
societate	sabiedrība
protecție	aizsardzība
scoția	skotijas
scoția	skotija
concert	koncerts
concert	koncertā
carieră	karjeru
carieră	karjera
carieră	karjeras
carieră	karjera
carieră	karjers
arena	arena
arena	arēnā
arena	arēna
motor	dzinējs
motor	motors
motor	motora
motor	mehānisko
grupa	grupu
grupa	grupa
grupa	grupas
redactor	redaktors
proiecte	projekti
canalul	kanāls
pirinei	pireneju
obiect	objekts
obiect	iebilst
ioana	džoanna
royal	royal
royal	karaļa
tineri	jauni
nordică	ziemeļvalstu
nordică	ziemeļu
harry	harijs
companii	uzņēmējsabiedrības
companii	kompānijas
companii	uzņēmumi
cartier	apkārtne
cartier	kartjē
cartier	kaimiņvalstis
cartier	kaimiņattiecību
cartier	kaimiņi
specialitate	speciālie
aspect	izskats
aspect	aspekts
clădire	ēkas
clădire	ēka
creată	radīta
creată	radīts
creată	izveidots
creată	radīti
creată	izveidota
dealul	kalnā
determinat	noteiktais
guvernator	regulators
guvernator	gubernators
episod	epizode
episod	epizodi
centre	centri
centre	centrus
henri	henri
acțiunile	darbības
crede	noticēt
crede	tici
crede	ticu
josé	hosē
josé	josé
noastră	mūsu
acceptat	pieņemts
acceptat	pieņemta
acceptat	pieņemti
debut	pirmizrādi
episodul	epizode
episodul	epizodi
religioasă	reliģisko
religioasă	reliģiskās
praga	prāgas
praga	prāga
praga	prāgā
critică	kritika
critică	kritiku
critică	kritiskie
critică	kritiski
critică	kritisko
critică	kritiska
critică	kritisks
ține	turēt
ține	paturēt
necesară	nepieciešami
necesară	nepieciešama
necesară	prasīts
necesară	pieprasīts
necesară	nepieciešams
necesară	nepieciešami
necesară	nepieciešama
necesară	nepieciešams
baden	bādene
cambridge	kembridžas
artiști	mākslinieku
artiști	māksliniekiem
artiști	izpildītāji
artiști	mākslinieki
regional	reģionālie
regional	reģionāla
regional	reģionāli
regional	reģionālā
regional	reģionālās
regional	reģionālais
americani	amerikāņi
georg	georgs
regimentul	pulka
paginile	lapas
paginile	lappuses
înscris	guva
înscris	uzņemti
utc	utc
net	neto
net	net
francisc	francis
câmp	lauks
câmp	lauka
câmp	laukā
sigur	drošs
sigur	pārliecināts
faza	fāze
faza	posms
faza	etaps
alfred	alfrēds
laureat	laureāts
atacat	uzbruka
memoria	atmiņa
memoria	atmiņas
mâna	roku
mâna	roka
will	būs
rezultatele	rezultāti
rezultatele	rezultātus
geografice	ģeogrāfiskais
geografice	ģeogrāfiskās
geografice	ģeogrāfiskā
geografice	ģeogrāfisko
geografice	ģeogrāfiskais
geografice	ģeogrāfiskā
domenii	sfēras
domenii	jomās
domenii	lauki
domenii	laukiem
domenii	laukus
domenii	jomas
domenii	apgabali
domenii	teritorijas
domenii	platības
fondator	dibināšanas
fondator	dibinātāja
fondator	dibinātājs
pădure	mežā
pădure	meži
pădure	meža
pădure	meži
pădure	mežs
apele	ūdeņi
fosta	bijusī
fosta	bijušie
fosta	bijušais
eduard	edvard
eduard	edvards
eduard	eduards
asemănătoare	līdzīgs
asemănătoare	līdzīgi
asemănătoare	līdzīgas
asemănătoare	līdzīga
pur	tīra
pur	tīri
pur	tīrs
pur	pure
document	dokuments
document	dokumentu
evreilor	ebreji
evreilor	ebrejiem
concurs	konkurence
concurs	konkurss
sol	augsne
sol	augsnes
sol	sol
sol	zeme
sol	malti
sol	zemes
proprii	paša
proprii	pašu
viteza	ātrums
viteza	ātrumu
viteza	apgriezieni
statut	statuss
nave	kuģi
nave	kuģiem
nave	kuģus
nave	kuģi
nave	trauki
cat	kaķi
cat	kaķis
legat	piesaistīta
legat	piesaistīti
legat	piesaistīts
mijloc	vidū
mijloc	tuvie
mijloc	vidējie
durata	ilgums
conduce	vada
lucruri	lietas
lucruri	mantas
austriac	austrijas
locuit	apdzīvo
japonez	japānas
japonez	japāņu
înconjurătoare	apkārtējo
mașini	automašīnas
mașini	cars
mașini	automobiļi
mașini	automašīnām
mașini	mašīnas
liste	sarakstus
liste	saraksti
liste	sarakstiem
constantinopol	konstantinopoles
campion	čempions
puține	maz
masa	galds
masa	galdiņš
masa	tabula
masa	galda
masa	masas
masa	masa
masa	maltītes
masa	ēdiens
masa	ēdienreizes
masa	milti
masa	maltīte
vândut	pārdoti
vândut	pārdod
vândut	pārdots
ducele	hercogs
youtube	youtube
campionilor	čempioni
dumneavoastră	tavas
dumneavoastră	tavu
dumneavoastră	tavs
dumneavoastră	jūsu
dumneavoastră	tava
dedicat	veltīta
dedicat	veltīts
vede	redz
incluse	iekļāva
incluse	iekļauta
incluse	iekļauti
incluse	iekļautas
incluse	iekļauts
relația	attiecības
relația	saistība
varșovia	varšavas
varșovia	varšavā
minim	minimālā
minim	minimālais
minim	minimums
minim	minimāls
minim	minimāla
minim	minimāli
frații	brāļi
frații	brāļi
intrare	ieeja
intrare	ievade
intrare	ievades
intrare	ieejas
intrare	ieraksts
străine	ārvalstu
străine	ārzemju
frumos	skaists
frumos	skaistas
frumos	skaista
frumos	skaisti
frumos	skaistā
frumos	patīkami
frumos	smuka
frumos	jauki
frumos	jauka
frumos	nice
întotdeauna	vienmēr
giovanni	giovanni
atestare	apliecinājums
pământul	zemi
pământul	zeme
pământul	zemes
episoade	epizodes
stea	star
stea	zvaigzne
remarcat	pamanīju
remarcat	atzīmēja
mereu	vienmēr
limita	ierobežot
limita	robeža
limita	limits
limita	ierobežojums
implicat	iesaistīts
implicat	iesaistīta
implicat	iesaistītas
implicat	iesaistīts
implicat	iesaistīta
districte	apgabali
districte	rajoni
thailanda	taizeme
françois	françois
lot	sērija
lot	partija
lot	partija
papă	pāvests
ordinea	pasūtījums
ordinea	kārtība
ordinea	pasūtīt
ordinea	rīkojums
ordinea	secība
jet	jet
jet	lidmašīna
denumire	vārds
denumire	nosaukums
poloneză	poļu
poloneză	polijas
jackson	jackson
născută	dzimuši
născută	dzimis
născută	dzimusi
williams	williams
cer	debesis
cer	sky
utilizate	izmanto
utilizate	lietots
utilizate	izmantotais
utilizate	izmantots
utilizate	lietoti
utilizate	lietota
regal	regal
regal	royal
regal	karaļa
tradus	tulkots
străinătate	aizjūras
străinătate	ārvalstīs
străinătate	ārzemēm
străinătate	ārvalstīm
străinătate	ārzemēs
străinătate	ārvalstu
străinătate	ārzemju
sicilia	sicīlijas
algeria	alžīrija
românii	rumāņu
românii	rumāņiem
utc+	utc+
comisia	komisijas
comisia	komisija
adevăr	patiesība
adevăr	patiesību
adevăr	patiesības
jacques	žaks
jacques	jacques
capitală	kapitāls
capitală	galvaspilsēta
trupe	joslas
trupe	karaspēku
trupe	karaspēks
vietnam	vjetnama
angeles	angeles
luca	luka
hotărât	izlēma
hotărât	nolēma
hotărât	nolēmusi
hotărât	izlemts
hotărât	nolemts
marian	marian
scena	skatuves
scena	skatuve
științific	zinātniskā
științific	zinātniska
științific	zinātniskais
științific	zinātnisks
capacitatea	jauda
capacitatea	ietilpība
capacitatea	spēja
capacitatea	kapacitāte
capacitatea	spēja
capacitatea	spēju
economie	ekonomika
economie	ekonomikā
economie	ekonomika
temperatura	temperatūras
temperatura	temperatūra
modificări	pārveidojumi
modificări	modifikācijas
modificări	grozījumi
modificări	izmaiņas
modificări	pārmaiņas
profil	profilu
profil	profila
profil	profils
mexic	meksika
mexic	meksikas
mexic	meksikā
software	programmatūru
software	programmatūra
software	programmatūrai
software	programmatūras
soțul	laulātā
soțul	laulātais
soțul	vīrs
corect	tiesības
corect	labās
corect	pareizi
corect	pareiza
corect	pareizi
corect	pareizu
corect	pareizs
corect	pareizas
corect	godīgi
corect	taisnīgs
corect	taisnīgi
corect	taisnīga
corect	godīgu
corect	godīgs
dans	dejas
dans	dejo
dans	deju
dans	dejot
dans	deja
dans	dejas
dans	dejo
dans	dejošana
independența	neatkarība
val	val
val	viļņu
val	vilnis
val	viļņa
côte	côte
evoluat	attīstījušās
evoluat	attīstījās
evoluat	attīstījusies
evoluat	attīstījies
last	pēdējo
last	pēdējais
last	pēdējā
last	pēdējās
last	pēdējoreiz
scott	skots
angajat	darbinieka
angajat	darbinieks
angajat	nodarbināti
angajat	nodarbinātas
angajat	nodarbināta
angajat	nodarbināts
angajat	nolīga
poarta	vārtus
poarta	vārti
poarta	vārtiem
tour	ekskursija
tour	tūre
tour	tour
rolurile	lomas
big	liels
big	lielais
big	lieli
big	liela
big	lielā
hill	kalnā
rhin	elzasas
lemmon	lemons
apărarea	aizstāvība
apărarea	aizsardzība
apărarea	aizsardzības
apărarea	aizstāvība
apărarea	aizsardzība
durată	ilgums
comandantul	kapteinis
comandantul	komandiera
comandantul	komandieris
comandantul	komandieri
leopold	leopolds
juan	juan
rețea	tīkls
rețea	tīkla
utilizatori	izmantotāji
utilizatori	lietotāji
spring	pavasaris
voturi	balsis
teritoriale	teritoriālā
teritoriale	teritoriālie
teritoriale	teritoriālais
teritoriale	teritoriālo
silver	sudrabs
silver	sudraba
silver	silver
toamna	rudens
toamna	rudenī
toamna	krist
toamna	kritiens
toamna	kritums
toamna	krīt
texas	teksasas
situație	situācija
situație	stāvoklis
valori	vērtības
vânătoare	slayer
vânătoare	medības
vânătoare	medību
vânătoare	medībās
vânătoare	medības
alex	aleksa
alex	alekss
alex	aleks
iacob	džeimss
iacob	džeims
evenimentele	notikumi
evenimentele	notikumiem
evenimentele	pasākumi
sectorul	nozare
sectorul	sektors
francisco	francisco
distrus	iznīcināta
distrus	iznīcināts
distrus	iznīcināti
distrus	iznīcina
grande	grande
may	var
may	drīkst
may	maijs
back	muguru
back	atpakaļ
back	mugura
scăzut	zema
scăzut	zemā
scăzut	mazs
scăzut	zems
line	līnija
independente	neatkarīgais
independente	neatkarīgi
independente	neatkarīga
independente	neatkarīgs
independente	neatkarīgas
normal	normāla
normal	normāli
normal	normāls
termină	pabeigt
termină	finišs
termină	pabeidz
create	radīta
create	radīts
create	izveidots
create	radīti
create	izveidota
tone	tonnas
tone	tonnas
tone	toņa
tone	toni
tone	tonis
tone	tonnu
tone	tonna
tone	tonnas
football	futbols
aria	ārija
rece	saaukstēšanās
rece	auksts
rece	auksti
rece	aukstā
rece	aukstums
insulă	sala
similar	līdzīgs
similar	līdzīgi
similar	līdzīgas
similar	līdzīga
similar	līdzīgi
angajați	nodarbinātie
angajați	darbinieki
irlanda	īrija
irlanda	īrijā
nationalyears	nationalyears
nationalteam	nationalteam
green	zaļas
green	zaļa
green	zaļā
green	zaļš
green	zaļi
can	var
can	varam
michel	michel
tehnice	tehniskais
tehnice	tehniskā
nostru	mūsu
serviciu	serviss
serviciu	apkalpošana
serviciu	pakalpojumu
serviciu	dienests
serviciu	pakalpojums
romani	romieši
râu	upe
râu	upes
căsătoria	laulība
căsătoria	laulībā
căsătoria	laulību
căsătoria	laulības
jones	džounss
jones	džouns
jones	džonss
gol	kaila
gol	kails
gol	neapbruņotu
gol	mērķis
gol	tukši
gol	tukšs
gol	tukšas
gol	tukša
rar	reti
rar	reti
rar	retas
reprezentând	pārstāvot
teodor	teodors
teodor	teodor
young	jauni
moare	mirst
argentina	argentīna
argentina	argentīna
argentina	argentīnas
decizia	lēmums
lansarea	nolaišanas
lansarea	palaist
eroilor	varoņi
eroilor	varoņiem
#aaa	#aaa
călătorie	braucieni
călătorie	ceļošana
călătorie	ceļot
călătorie	ceļojumi
călătorie	braucienā
călătorie	brauciens
călătorie	ceļojums
călătorie	brauciens
călătorie	ceļojums
johannes	johannes
ajutat	atbalstītā
ajutat	palīdzēja
ajutat	palīdzējusi
ajutat	palīdzējis
management	pārvaldība
management	apsaimniekošana
management	vadība
management	pārvaldības
superioare	pārāka
formație	josla
formație	joslas
formație	veidošanos
formație	dibināšana
formație	veidošanās
formație	dibināšanas
formație	veidošana
comitetul	komiteju
comitetul	komiteja
cont	konts
structură	struktūra
structură	uzbūve
banca	banka
dragoste	mīlestība
dragoste	mīli
dragoste	love
dragoste	mīla
dragoste	mīlu
politici	politika
politici	politikas
charente	piejūras
out	ārā
out	out
specială	īpaša
specială	īpašais
specială	īpašs
specială	īpašā
specială	īpaši
con	konusa
con	con
întoarce	kārta
întoarce	atgriežas
întoarce	atgriež
par	apmatojums
par	matus
par	matiem
par	mati
simbol	simbols
bruno	bruno
clasamentul	rangs
finala	galīgais
finala	galīgo
finala	gala
finala	galīgā
arestat	arestēts
arestat	arestēti
arestat	apcietināts
sportiv	sportists
vin	nāk
vin	vin
vin	vīns
evoluează	attīstīties
rezistență	pretošanās
rezistență	rezistence
rezistență	izturība
rezistență	pretestība
comisiei	komisijas
comisiei	komisija
oxford	oksfordas
sri	šrī
albastru	zilais
albastru	zils
albastru	zila
albastru	zilā
regulă	noteikums
contribuții	iemaksas
influență	ietekme
disney	disney
fata	meitiņa
fata	meitene
fata	meitenei
fata	seju
fata	seja
protejate	aizsargāta
protejate	aizsargāti
protejate	aizsargāts
protejate	aizsargātas
regimul	režīms
editare	labot
editare	rediģēt
editare	rediģēšanas
zbor	lido
zbor	lidot
zbor	peld
zbor	lido
zbor	lidojuma
zbor	lidojums
managerclubs	managerclubs
discută	pārrunāt
discută	apspriestu
discută	apspriest
avion	lidmašīna
avion	plakne
avion	plaknes
avion	lidmašīna
vas	kuģis
vas	vas
nava	kuģis
întreg	vesels
întreg	veseli
întreg	veselas
întreg	vesela
anti	anti
agricole	lauksaimniecības
evident	acīmredzama
evident	acīmredzams
evident	acīmredzami
evident	acīmredzami
evident	acīmredzot
căutare	meklēt
căutare	meklēšana
luhansk	luhanskas
revistă	žurnāls
revistă	magazine
autoritatea	iestāde
lider	vadītājs
lider	vadonis
lider	līderi
lider	leader
lider	līderis
cruce	krustu
cruce	krusta
cruce	krusts
vot	balso
vot	balsošana
vot	balsojums
vot	balsot
vot	balsojam
vocal	vocals
vocal	vokālā
pilot	pilotam
pilot	pilota
pilot	pilots
pilot	izmēģinājuma
carlos	carlos
realitate	realitāte
realitate	īstenība
atins	sasniegti
atins	sasniegta
atins	sasniegts
atins	pieskārās
atins	sasniegts
atins	sasniedza
atins	sasniegta
atins	sasniegtas
spaniol	spāņu
spaniol	spānijas
similare	līdzīgs
similare	līdzīgi
similare	līdzīgas
similare	līdzīga
decedat	mirusi
decedat	mirušais
decedat	miris
decedat	mirušā
bucuresti	bukarestē
bucuresti	bukarestes
chris	kriss
luptat	cīnījās
includ	iekļaut
includ	ietvert
includ	ietver
dorit	vēlamā
dorit	gribēju
dorit	gribēja
dorit	vēlējās
dorit	vēlējās
directorul	direktorija
directorul	direktoriju
directorul	mape
ohio	ohaio
metode	metodes
crucea	krustu
crucea	krusta
crucea	krusts
participarea	piedalīšanās
participarea	līdzdalība
participarea	dalība
ortodox	pareizticīgo
dublu	dubulta
dublu	dubultā
dublu	dubults
magazin	veikals
magazin	veikalā
magazin	veikala
magazin	veikals
magazin	glabāt
magazin	uzglabāt
ștergere	dzēšanu
ștergere	dzēšana
ștergere	izdzēst
ștergere	dzēst
căzut	samazinājies
iisus	jēzus
germanii	vācieši
urbană	urban
urbană	pilsētu
urbană	pilsētas
promovarea	veicināšana
promovarea	popularizēšana
promovarea	veicināšanas
promovarea	veicinot
lansată	uzsāka
fundația	foundation
fundația	pamats
fundația	fonds
patrimoniului	mantojums
patrimoniului	mantojuma
bazin	baseins
bazin	baseina
turneu	ekskursija
turneu	tūre
turneu	tour
turneu	turnīrs
sex	dzimumu
sex	dzimums
sex	sekss
sex	dzimums
exclusiv	ekskluzīvā
exclusiv	ekskluzīva
exclusiv	ekskluzīvas
exclusiv	ekskluzīvi
exclusiv	ekskluzīvi
hall	zālē
statistică	statistika
statistică	statistikas
statistică	statistiskais
statistică	statistika
texte	teksti
texte	tekstus
teme	tēmas
japoneză	japānas
japoneză	japāņu
sânge	asins
sânge	asinīm
sânge	asinis
fete	meitenes
fete	meitenēm
separat	atsevišķi
separat	nodala
separat	atdalīta
separat	atdalītas
separat	atdalīts
separat	atsevišķu
separat	atsevišķs
separat	atsevišķie
separat	atsevišķa
separat	atsevišķi
artilerie	artilērijas
păsări	putni
păsări	putniem
prieten	draugs
ierusalim	jeruzalemē
ierusalim	jeruzalemi
ierusalim	jeruzalemes
ludwig	ludvigs
marina	marina
imperial	imperial
inclusă	iekļāva
inclusă	iekļauta
inclusă	iekļauti
inclusă	iekļautas
inclusă	iekļauts
paralel	paralēla
paralel	paralēli
paralel	paralēlas
paralel	paralēlā
organizații	organizācijas
organizații	organizācijas
profile	profili
înțeles	sapratis
înțeles	saprata
spate	muguru
spate	atpakaļ
spate	mugura
spate	aizmugure
spate	aizmugures
spate	aizmugurē
spate	aizmugurējā
schimbarea	maina
schimbarea	mainās
schimbarea	mainīt
schimbarea	maiņa
schimbarea	izmaiņas
schimbarea	pārmaiņas
universal	universālās
universal	universāla
universal	universālā
universal	universāls
high	augstā
high	augstu
high	augsts
high	augsta
indiferent	vienaldzīgi
indiferent	vienaldzīgs
financiare	finansiālā
financiare	finansiālais
financiare	finansiāls
financiare	finanšu
villa	villa
song	dziesma
următorul	next
următorul	nākamais
următorul	nākamā
următorul	nākamo
următorul	nākošais
torino	torino
torino	turīna
bazele	bāzes
cursuri	kursos
cursuri	kursiem
cursuri	kursus
cursuri	kursi
cursuri	nodarbības
cursuri	klases
teritorii	teritorijas
păduri	mežā
păduri	meži
păduri	meži
turn	tornis
turn	torņa
turn	tornī
turn	torni
proprie	paša
proprie	pašu
conținut	saturu
conținut	saturs
prefectura	prefektūra
pod	bēniņos
pod	tilts
pod	tilta
bătrân	vecā
bătrân	veca
bătrân	veci
bătrân	vecs
dinastie	dinastija
fiică	meitu
fiică	meita
presa	media
presa	mediji
presa	mediju
museum	muzeju
museum	muzeja
museum	muzejā
museum	muzejs
cântăreață	dziedātāja
cântăreață	dziedātājs
preotul	mācītājs
usa	durvju
usa	durvis
usa	asv
usa	usa
conformitate	atbilstība
conformitate	atbilstība
scurte	īsa
scurte	īsais
scurte	īsā
scurte	īsi
scurte	īss
perioade	periodi
creștin	kristians
creștin	kristiešu
creștin	kristiāns
caracteristici	īpašības
caracteristici	raksturojums
caracteristici	raksturlielumi
caracteristici	pazīmes
caracteristici	iezīmes
ansamblu	ansamblis
semn	parakstīt
semn	zīme
cerkasî	čerkasu
completă	aizpildīt
completă	pabeigt
completă	pabeigts
completă	pabeigta
completă	pilnīga
mulțumesc	pateicība
mulțumesc	paldies
kilometri	jūdzes
kilometri	nobraukums
kilometri	kilometri
dvd	dvd
dunăre	donava
dunăre	donavas
indică	norāda
indică	norādīt
brown	brauns
brown	brūnais
brown	brūna
brown	brūns
vorbește	runā
vorbește	izrunāt
vorbește	runāt
purtat	lietoti
idei	idejas
îndeplinit	izpildīta
îndeplinit	izpildīti
îndeplinit	izpildījis
îndeplinit	izpildīts
tron	troni
tron	tron
palatinat	pfalca
anterioare	iepriekš
anterioare	agrāk
anterioare	iepriekšējā
anterioare	iepriekšējais
anterioare	iepriekšējās
anterioare	iepriekšējie
complex	komplekss
complex	sarežģīts
complex	kompleksā
complex	sarežģīti
complex	sarežģīta
dorința	vēlme
dorința	vēlmi
simple	vienkārši
simple	vienkāršs
simple	vienkārša
simple	vienkāršas
simple	vienkāršā
umană	cilvēks
umană	cilvēka
umană	cilvēku
tema	tēma
conțin	saturēt
organizate	organizēti
organizate	organizēta
organizate	organizēts
organizate	organizētas
organizate	organizētā
organizate	organizēti
organizate	organizēto
organizate	organizēta
organizate	organizēts
militari	militāra
militari	militārie
militari	militārā
militari	militāri
militari	militāro
manageryears	manageryears
transferat	nodots
transferat	nodoto
transferat	nodoti
transferat	nodota
greutate	svars
greutate	svara
organizația	organizācija
organizația	organizācija
electrice	elektriskas
electrice	elektriskie
electrice	elektrisko
electrice	elektriskās
electrice	elektriskais
electrice	elektriskās
electrice	elektriskie
electrice	elektriskā
electrice	elektrisko
primăvara	pavasaris
programe	programmas
programe	programmas
turneul	turnīrs
puteri	pilnvaras
câmpia	plain
câmpia	vienkārša
câmpia	vienkāršs
electrică	elektriskas
electrică	elektriskie
electrică	elektrisko
electrică	elektriskās
electrică	elektriskais
electrică	elektriskās
electrică	elektriskie
