και	in
βασικά	pravzaprav
βασικά	dejansko
διαχειριστές	upravitelji
διαχειριστές	administratorji
διαχειριστές	skrbniki
διαχειριστές	upravljavci
διαχειριστές	upravitelji
ευρώ	eurov
ευρώ	evrov
ευρώ	eur
ευρώ	evro
ευρώ	euro
κυβερνήτης	guverner
προγράμματα	programe
προγράμματα	programi
προγράμματα	programov
προγράμματα	programe
προγράμματα	programi
προσωπικά	osebno
προσωπικά	osebne
προσωπικά	osebni
προσωπικά	osebna
προσωπικά	osebno
εισβολή	invazijo
εισβολή	invazija
εισβολή	vdor
γραφή	pisanje
στρατιωτικός	vojaška
στρατιωτικός	vojaški
στρατιωτικός	vojska
στρατιωτικός	vojaško
οργανισμός	organizacijo
οργανισμός	organizacija
οργανισμός	organizacijo
οργανισμός	organizacija
οργανισμός	agencija
τούρκους	turki
ρόλος	vloga
απόλλων	apollo
μεγαλύτερα	večja
μεγαλύτερα	večji
μεγαλύτερα	večje
νοσοκομείο	bolnišnica
νοσοκομείο	bolniška
νοσοκομείο	bolnica
κριτικές	pregledi
πασοκ	pasok
πολιτικοί	politikov
πολιτικοί	politiki
δει	videli
δει	videl
δει	viden
δει	videna
εκδόθηκε	izdana
εκδόθηκε	izdani
εκδόθηκε	izdano
εκδόθηκε	izdane
όριο	omejitev
όριο	omeji
όριο	meja
βουλγαρίας	bolgarija
βουλγαρίας	bolgarijo
προφανώς	očitno
προφανώς	očitno
εμπόριο	trgovina
εμπόριο	trgovanje
εμπόριο	trgovina
εμπόριο	menjava
ανάγκες	rabi
ανάγκες	potrebe
ανάγκες	potrebuje
ανάγκες	potreb
τίτλοι	varščine
τίτλοι	naslovi
τίτλοι	naslovov
χάρτη	zemljevid
χάρτη	listina
χάρτη	listine
ελληνίδα	grški
ελληνίδα	grško
ελληνίδα	grk
ελληνίδα	grška
προηγούμενη	predhodna
προηγούμενη	prejšnja
προηγούμενη	predhodni
προηγούμενη	prejšnji
προηγούμενη	predhodno
ποιήματα	pesmi
έντονα	odločno
στόχος	cilj
στόχος	tarča
στόχος	ciljna
δημιουργεί	ustvarja
δημιουργεί	ustvari
αυστρία	avstrijo
αυστρία	avstrija
κέντρα	središča
κέντρα	centrov
κέντρα	centri
κέντρα	centre
άνοιξη	spomladanska
άνοιξη	pomladno
άνοιξη	pomlad
άνοιξη	izvir
άνοιξη	pomladi
ηλικίας	starost
συγκροτήματα	trakovi
συγκροτήματα	sklopi
σκοπός	namen
φαν	ventilator
φαν	oboževalec
φαν	navijač
φαν	oboževalka
διαμερίσματα	apartmaji
διαμερίσματα	stanovanja
λόγια	besed
λόγια	besede
παραλία	plaža
παραλία	plažo
παραλία	obala
παραλία	beach
υποστηρίζει	podpira
πράγματι	dejansko
πράγματι	zares
παραιτήθηκε	odstopil
δυτικό	zahodna
δυτικό	zahodni
δυτικό	western
δυτικό	zahodno
συνεχώς	neprekinjeno
συνεχώς	konstantno
συνεχώς	nenehno
μικρότερο	manjše
μικρότερο	manjše
μικρότερο	manjša
μικρότερο	manjši
σώματα	trupla
σώματα	telesa
εξαίρεση	izjema
εξαίρεση	izjeme
εξαίρεση	izločitev
εξαίρεση	izključitev
εξαίρεση	izjeme
εξαίρεση	oprostitev
εξαίρεση	izjema
εξαίρεση	izjeme
αιτία	razlog
αιτία	razlogi
αιτία	vzrok
ξεκινά	prične
πολιτισμός	kulture
πολιτισμός	kulturo
πολιτισμός	kultura
πολιτισμός	civilizacijo
πολιτισμός	civilizacije
πολιτισμός	civilizacija
τράπεζα	banko
τράπεζα	breg
τράπεζα	bančna
τράπεζα	banka
τράπεζα	bank
διατηρεί	ohranja
διατηρεί	vzdržuje
καπ	pokrovček
καπ	cap
καπ	srp
διαφορετική	drugačna
διαφορετική	drugačen
διαφορετική	drugačni
διαφορετική	drugačno
εκκλησίες	cerkva
εκκλησίες	cerkve
υποψήφιος	kandidatka
υποψήφιος	kandidata
υποψήφιος	kandidat
πύργος	stolp
πύργος	tower
πύργος	trdnjavo
πύργος	trdnjava
σχολεία	šole
σχολεία	šol
ντέιβιντ	david
προπονητή	trener
προπονητή	trenerja
προπονητή	trenerka
συζητήσεις	razprave
συζητήσεις	razprave
αρχαίο	starodavni
αρχαίο	starodavnih
αρχαίο	starodavna
αρχαίο	starodavne
αρχαίο	starodavno
προώθηση	promocije
προώθηση	promocijo
προώθηση	napredovanje
προώθηση	spodbujanje
προώθηση	promocija
προώθηση	spodbujanje
επίσκοπος	tekač
επίσκοπος	bishop
επίσκοπος	škof
πλούσια	bogato
πλούσια	bogati
πλούσια	rich
πλούσια	bogat
πλούσια	bogata
παράσταση	nastop
παράσταση	zmogljivost
παράσταση	uspešnost
παράσταση	uspešnosti
παράσταση	pokaži
παράσταση	prikaži
παράσταση	oddaja
περάσει	podaj
περάσει	prelaz
περάσει	podaja
περάσει	mimo
πολωνία	poljsko
πολωνία	poljski
πολωνία	poljska
απόλλωνα	apollo
σοφία	sofija
σοφία	sofia
σοφία	sofija
σοφία	sophio
σοφία	sophia
σοφία	modrosti
σοφία	modrost
παρουσίαση	predstavitvi
παρουσίαση	predstavitve
παρουσίαση	predstavitev
δυνατόν	možen
δυνατόν	možna
δυνατόν	možne
δυνατόν	možni
δυνατόν	možno
κατάληψη	zasedajo
κατάληψη	prevzem
αναγνώριση	identifikacijo
αναγνώριση	identifikacija
αναγνώριση	prepoznava
αναγνώριση	priznavanje
αναγνώριση	priznanje
αναγνώριση	prepoznavanje
τάγμα	bataljon
άκρο	okončine
άκρο	ud
σήμα	signal
σήμα	značko
σήμα	značka
ευχαριστώ	zahvala
ευχαριστώ	hvala
ευρήματα	ugotovitve
ευρήματα	ugotovitev
αεροσκάφος	letalo
αεροσκάφος	zrakoplovi
αεροσκάφος	zrakoplov
αεροσκάφος	letala
χρόνος	čas
χρόνος	časa
πράξεις	operacije
πράξεις	dejanja
πράξεις	akti
πράξεις	dejanja
πράξεις	ukrepi
φίλιππος	philip
φίλιππος	filip
δυνατό	močan
δυνατό	močni
δυνατό	močno
δυνατό	močna
βασιλείς	kralje
βασιλείς	kralji
βασιλείς	royals
τουρκική	turška
τουρκική	turški
τουρκική	turško
επάνω	zgoraj
δήμοι	občin
δήμοι	občine
τέταρτη	četrto
τέταρτη	četrta
τέταρτη	četrtič
τέταρτη	četrti
αιγαίου	egejskih
ύφος	stil
ύφος	slog
χώρους	prostori
τούρκοι	turki
ορθόδοξη	pravoslavne
παραστάσεις	nastope
παραστάσεις	pokaže
παραστάσεις	prikaže
παραστάσεις	oddaje
παραστάσεις	oddaj
περιοδικά	revije
περιοδικά	periodika
παρακαλώ	prosim
παράγοντες	zastopniki
παράγοντες	agentje
παράγοντες	agenti
παράγοντες	faktorji
παράγοντες	dejavniki
τεχνικές	tehnik
τεχνικές	tehnikami
τεχνικές	tehnike
αστέρας	zvezdica
αστέρας	zvezdo
αστέρας	zvezda
φυτά	rastline
φυτά	rastlin
αγίων	svetniki
προτάσεις	predloge
προτάσεις	predlogi
προτάσεις	predlogi
προτάσεις	priporočila
σύμβουλος	svetovalec
σύμβουλος	svetovalca
σύμβουλος	svetovalec
τεχνολογία	tehnologije
τεχνολογία	tehnologijo
τεχνολογία	tehnologija
όπλα	roke
όπλα	orožje
όπλα	roki
όπλα	orožja
όπλα	orožje
όπλα	topovi
όπλα	puške
όπλα	orožje
όπλα	pištole
έκρηξη	izbruha
έκρηξη	izbruh
έκρηξη	sunek
έκρηξη	eksplozija
έκρηξη	eksplozije
έκρηξη	eksplozijo
συνέλευση	skupščina
συνέλευση	sklop
συνέλευση	sestavljanje
συνέλευση	sestav
συνέλευση	konvencija
συνέλευση	konvencijo
συνέλευση	konvencije
επιτυχίες	uspehe
επιτυχίες	uspehov
επιτυχίες	uspehi
βασιλικό	basil
βασιλικό	kraljevi
βασιλικό	kraljevsko
βασιλικό	royal
βασιλικό	kraljevo
πάρκο	parkiraj
πάρκο	park
ποίηση	poezija
ποίηση	poezijo
ποίηση	poezije
εθνών	narode
εθνών	narodi
εθνών	narodov
ανατολικό	vzhodni
ανατολικό	vzhod
ανατολικό	vzhodna
ανατολικό	vzhodno
ανατολικό	vzhodni
ανατολικό	vzhodna
ανατολικό	vzhodno
διαστάσεις	mere
διαστάσεις	dimenzije
διαστάσεις	razsežnost
διαστάσεις	dimenzija
ερείπια	ruševinah
ερείπια	ruševine
ερείπια	ruševin
ασφάλεια	varnost
ασφάλεια	varovanje
ασφάλεια	varnosti
ασφάλεια	varnost
ασφάλεια	zavarovanja
ασφάλεια	zavarovanje
γραφείο	pisarna
γραφείο	urad
γραφείο	miza
καθημερινή	vsakdanji
καθημερινή	vsakdanja
καθημερινή	vsakodnevno
καθημερινή	dnevno
καθημερινή	dnevna
καθημερινή	dnevni
καθημερινή	delavnik
εσωτερική	notranja
εσωτερική	interno
εσωτερική	notranje
εσωτερική	notranji
απλή	preprost
απλή	preprosta
απλή	enostavno
απλή	preprosto
αρχεία	datotek
αρχεία	datoteke
αρχεία	evidenca
αρχεία	zapisi
αρχεία	evidence
αρχεία	arhiv
διάκριση	diskriminacijo
διάκριση	diskriminacija
διάκριση	razlikovanje
εβδομάδες	tedne
εβδομάδες	tednov
εβδομάδες	tedni
εβδομάδες	tednih
επιστολή	dopis
επιστολή	črka
επιστολή	pismo
συνεισφορά	prispevek
συνεισφορά	prispevanje
ιταλικά	italijanske
ιταλικά	italijanski
ιταλικά	italijansko
ιταλικά	italijanska
ιταλικά	italijan
πιθανότητα	verjetnosti
πιθανότητα	verjetnost
πιθανότητα	možnost
μόσχα	moskvi
μόσχα	moskva
εξέδωσε	izdana
εξέδωσε	izdani
εξέδωσε	izdano
εξέδωσε	izdane
ηρακλή	herkul
ηρακλή	hercules
καλιφόρνια	california
καλιφόρνια	kalifornija
πέρασμα	prehod
πέρασμα	podaj
πέρασμα	prelaz
πέρασμα	podaja
πέρασμα	mimo
έμβλημα	emblem
γύρος	krog
γύρος	okrogla
γύρος	okrogle
γύρος	rundo
γύρος	okrogel
γύρος	okroglo
παύλος	paul
παύλος	pavel
γερμανικό	nemško
γερμανικό	nemec
γερμανικό	nemška
γερμανικό	nemščina
γερμανικό	nemški
βρετανική	britanski
βρετανική	britanci
βρετανική	britansko
συγκρούσεις	konflikti
συγκρούσεις	spori
συγκρούσεις	spopadi
συγκρούσεις	navzkrižje
συγκρούσεις	spor
συγκρούσεις	konflikt
συγκρούσεις	spopad
προ	pre
χειμώνα	zimska
χειμώνα	zimsko
χειμώνα	zimo
χειμώνα	zima
χειμώνα	winter
πράσινο	zeleno
πράσινο	zelene
πράσινο	green
πράσινο	zeleni
πράσινο	zelena
δία	zevs
δία	zeus
δία	jupiter
εταιρείες	družbe
εταιρείες	korporacije
εταιρείες	podjetja
εταιρείες	podjetja
εταιρείες	družbe
εφημερίδες	časopis
εφημερίδες	časopisi
εφημερίδες	časopisi
εφημερίδες	papirji
εφημερίδες	papirje
αρχαιολογικό	arheološki
μουσικός	glasbenik
χρήματα	denar
τραγουδίστρια	pevka
τραγουδίστρια	singer
τραγουδίστρια	pevec
βερολίνο	berlin
κλίμακα	merilo
κλίμακα	lestvici
κλίμακα	lestvica
κλίμακα	obseg
ανέβηκε	naloženo
ανέβηκε	naložene
ανέβηκε	naložil
μέλλον	prihodnje
μέλλον	bodoči
μέλλον	bodočnost
μέλλον	prihodnosti
μέλλον	prihodnost
κύκλος	krog
κύκλος	ciklus
κύκλος	cikel
νωρίτερα	prej
βιέννη	dunaj
βιέννη	dunajski
σκοτώθηκε	ubitih
σκοτώθηκε	ubit
σκοτώθηκε	ubita
σκοτώθηκε	umorjen
σκοτώθηκε	umorjena
δεδομένου	dano
δεδομένου	danih
πρότεινε	predlagane
πρότεινε	predlagan
πρότεινε	predlagano
πρότεινε	predlagani
πρότεινε	predlagana
βασιλείας	basel
εφαρμογές	vloge
εφαρμογές	prošnje
εφαρμογές	prijave
εφαρμογές	aplikacije
εφαρμογές	aplikacije
αλλάξει	spremenjen
αλλάξει	spremenjeno
αιώνες	stoletja
χτίστηκε	zgrajeno
χτίστηκε	zgrajen
χτίστηκε	zgrajeni
χτίστηκε	zgradil
χτίστηκε	zgrajena
ιστορίες	zgodbe
ιστορίες	pravljice
ιστορίες	zgodb
ιστορίες	zgodbice
ιστορίες	zgodbe
ισπανικά	špansko
ισπανικά	španščina
ισπανικά	španski
ισπανικά	španska
βρετανικό	britanski
βρετανικό	britanci
βρετανικό	britansko
έρευνες	raziskave
έρευνες	ankete
έρευνες	preiskave
έρευνες	raziskave
έρευνες	raziskava
έρευνες	raziskovanje
έρευνες	poizvedbe
έρευνες	poizvedbe
έρευνες	preiskave
εκλογή	izvolitev
εκλογή	volitve
κάνοντας	izdelovanje
πρακτική	praktično
πρακτική	praktične
πρακτική	praktičen
πρακτική	praktična
πρακτική	vaje
πρακτική	trening
πρακτική	vaja
πρακτική	praksi
πρακτική	prakse
πρακτική	praksa
ρίζες	korenine
μερικοί	nekatere
μερικοί	nekaterim
μερικοί	nekateri
μερικοί	nekaj
μερικοί	neki
ποιητές	pesniki
σύνδεση	prijava
σύνδεση	priključitev
σύνδεση	povezava
σύνδεση	povezovanje
σύνδεση	link
σύνδεση	poveži
σύνδεση	povezava
σύνδεση	poveži
αυτοκίνητα	avte
αυτοκίνητα	avtomobili
αυτοκίνητα	avti
αυτοκίνητα	avtomobile
αυτοκίνητα	avtomobili
πλευρές	strani
τεράστια	ogromen
τεράστια	ogromno
τεράστια	ogromna
τεράστια	ogromne
τεράστια	ogromen
διαδίκτυο	internetni
διαδίκτυο	internetno
διαδίκτυο	internet
νούμερο	številka
νούμερο	število
δίνοντας	dajanje
καφέ	rjavo
καφέ	rjavi
καφέ	rjave
καφέ	rjava
καφέ	kavo
καφέ	kava
πατριάρχης	patriarh
ευρύτερη	širši
ευρύτερη	širša
ευρύτερη	širše
ευρύτερη	širši
ευρύτερη	širše
οδός	pot
οδός	ulico
οδός	street
οδός	ulica
οδός	pot
οδός	cesta
συμπεριλαμβανομένων	vključno
λος	los
γνωστές	znana
γνωστές	znane
γνωστές	znan
γνωστές	znani
γνωστές	znano
γνωστές	poznan
άμυνας	obramba
μάτια	oci
μάτια	oči
επιγραφή	napis
εκδηλώσεις	dogodki
εκδηλώσεις	prireditve
εκδηλώσεις	dogodke
εκδηλώσεις	dogodkov
σερβία	srbija
σερβία	srbije
σερβία	srbijo
βαν	kombi
βαν	van
εσσδ	zssr
ποικιλία	raznolikosti
ποικιλία	raznovrstnost
ποικιλία	raznolikost
ποικιλία	sorta
ποικιλία	sorte
ποικιλία	raznolikost
κώστα	costas
κώστα	costa
χρονικά	kroniki
δολοφονία	atentat
δολοφονία	umor
αθλητής	športnik
φιλόσοφος	filozof
παρασκευή	petek
καθήκοντα	naloge
καθήκοντα	dajatve
καθήκοντα	dolžnosti
απώλειες	izguba
απώλειες	izgube
απώλειες	izguba
απώλειες	žrtve
συνεχίζει	nadaljuje
αποφοίτησε	diplomiral
αποφοίτησε	diplomirala
εκπομπή	oddajanje
εκπομπή	oddaja
εκπομπή	emisije
εκπομπή	emisija
κινητήρα	motorja
κινητήρα	motor
κινητήρα	motor
αντικαταστάθηκε	zamenjana
αντικαταστάθηκε	nadomeščen
τόμας	thomas
τόμας	tomaž
απλό	preprost
απλό	preprosta
απλό	enostavno
απλό	preprosto
απλό	navadna
εβδομάδα	teden
έρχεται	prihaja
επιστήμες	znanost
επιστήμες	znanosti
επιστήμες	vede
επιστήμες	ved
επιστήμες	znanosti
αυλή	dvorišče
αυλή	ladjedelnica
αυλή	dvorišče
αυλή	dvorišče
επαγγελματική	profesionalno
επαγγελματική	strokovna
επαγγελματική	strokovno
επαγγελματική	poklicna
επαγγελματική	poklicne
επαγγελματική	strokovni
γαλλικό	francosko
γαλλικό	francoska
γαλλικό	francoščina
γαλλικό	francoski
φήμη	sloves
φήμη	ugled
φήμη	slava
φήμη	slavo
φήμη	govorice
φήμη	govorica
αντιστοιχεί	ustreza
δημοσίευσε	objavljeno
δημοσίευσε	objavil
ευρέως	široko
κόλπο	ukana
κόλπο	trik
κόλπο	finta
τύμπανα	boben
τύμπανα	bobni
ανακάλυψη	odkriti
ανακάλυψη	odkrili
ανακάλυψη	odkritje
ανακάλυψη	discovery
ιδρυτής	ustanovitelj
διαφορές	razlik
διαφορές	razlike
διαφορές	spori
διαφορές	spore
κινήσεις	poteze
κινήσεις	gibe
κινήσεις	gibi
κινήσεις	premiki
κινήσεις	gibanja
πυρήνα	jedro
πυρήνα	jedro
ποιος	ki
ποιος	kdo
νόμπελ	nobelovo
νόμπελ	nobel
κανονική	redno
κανονική	redni
κανονική	redna
κανονική	normalno
κανονική	običajno
κανονική	normalen
κανονική	normalna
κανονική	običajna
αδελφή	sestra
αδελφή	sestrica
έπεσε	padel
έπεσε	padla
έπεσε	padlo
άγαλμα	kipec
άγαλμα	kip
άγαλμα	kipa
βραζιλία	brazilija
βορρά	severna
βορρά	severni
βορρά	severno
βορρά	sever
δύσκολο	trde
δύσκολο	težko
δύσκολο	trdo
δύσκολο	težka
δύσκολο	težavna
δύσκολο	težko
προσπαθεί	poskušam
αριθμούς	številke
αριθμούς	števila
συνεργάστηκε	sodeloval
ιερουσαλήμ	jeruzalem
στρατόπεδο	taborišče
στρατόπεδο	kamp
στρατόπεδο	camp
στρατόπεδο	tabor
εννέα	nine
εννέα	devet
διαφορετικό	drugačna
διαφορετικό	drugačen
διαφορετικό	drugačni
διαφορετικό	drugačno
αλήθεια	res
αλήθεια	resnično
αλήθεια	true
αλήθεια	resnična
αλήθεια	resnica
αλήθεια	resnico
αλήθεια	resnice
αλήθεια	resnica
αλήθεια	res
αλήθεια	resnično
αλήθεια	zares
ποσότητα	količina
ποσότητα	količino
δισκογραφία	diskografija
διαδρομή	pot
διαδρομή	pot
νερά	vode
νερά	waters
σουηδία	švedska
λατινική	latino
λατινική	latinsko
ολόκληρο	cele
ολόκληρο	cel
ολόκληρο	cela
ολόκληρο	celotno
έκφραση	izraz
έκφραση	izražanje
έκφραση	izrazi
υπολογιστή	računalnik
υπολογιστή	računalniško
υπολογιστή	računalniška
γνωστοί	znana
γνωστοί	znane
γνωστοί	znan
γνωστοί	znani
γνωστοί	znano
γνωστοί	poznan
γνωστοί	znanca
γνωστοί	znanci
γνωστοί	znance
προσφορά	ponudba
προσφορά	ponudba
προσφορά	ponudbo
φρούριο	utrdba
φρούριο	trdnjavo
φρούριο	trdnjava
φρούριο	utrdba
φρούριο	trdnjava
φρούριο	utrdbo
φρούριο	fort
ανεξάρτητα	neodvisno
ανεξάρτητα	samostojno
παρατηρήσεις	pripombe
παρατηρήσεις	opombe
παρατηρήσεις	opažanja
παρατηρήσεις	ugotovitve
παρατηρήσεις	pripombe
παρατηρήσεις	opazovanja
παρατηρήσεις	komentarjev
παρατηρήσεις	komentarji
παρατηρήσεις	opombe
παρατηρήσεις	pripombe
δίκη	sojenje
σχόλια	komentarjev
σχόλια	komentarji
σχόλια	opombe
σχόλια	pripombe
άξονα	os
άξονα	osi
άξονα	os
νομική	zakonito
νομική	pravna
νομική	pravno
νομική	pravne
γράμμα	dopis
γράμμα	črka
γράμμα	pismo
υποψηφιότητα	kandidaturo
υποψηφιότητα	nominacijo
πνεύμα	duh
βουνά	hribi
βουνά	planine
βουνά	gore
βουνά	gorovje
παλιό	stare
παλιό	star
παλιό	staro
παλιό	stara
παλιό	stari
τομείς	sektorji
τομείς	sektorje
έκδοσης	izdajanje
έκδοσης	izdaja
συρία	sirija
συρία	sirijo
συρία	siriji
συρία	sirije
γενιά	generacija
γενιά	generacije
γενιά	ustvarjanje
γενιά	generacijo
κατανομή	razčlenitev
κατανομή	razdelitev
κατανομή	dodelitve
κατανομή	dodeljevanje
κατανομή	dodelitev
κατανομή	razdelitev
κατανομή	porazdelitev
κατανομή	distribucija
κατανομή	razdeljevanje
κατανομή	razporeditev
στίχους	kitic
στίχους	besedila
στίχους	besedilo
κλειστό	zaprto
κλειστό	zaprt
κλειστό	zaprte
κλειστό	zaprti
κλειστό	zaprta
αυτοκίνητο	car
αυτοκίνητο	avto
αυτοκίνητο	avtomobil
αυτοκίνητο	avtomobil
εξαρτάται	odvisno
κατάταξη	razvrstitev
κατάταξη	klasifikacija
κατάταξη	uvrstitev
κατάταξη	razvrščanje
κατάταξη	razvrstitev
κατάταξη	uvrstitev
δικαιοσύνης	pravosodje
δικαιοσύνης	pravičnost
δικαιοσύνης	pravica
μεξικό	mehika
φυσικός	naravnega
φυσικός	naravni
φυσικός	naraven
φυσικός	naravno
φυσικός	naravna
φυσικός	naravne
φυσικός	fizik
τουρνουά	turnirju
τουρνουά	turnir
τουρνουά	turnirja
τουρνουά	turnirji
σωματεία	sindikatov
σωματεία	sindikati
αντίτυπα	kopij
αντίτυπα	kopije
ημερολόγιο	koledar
ημερολόγιο	dnevnik
ημερολόγιο	journal
ημερολόγιο	dnevnik
στατιστικά	statistika
στατιστικά	statistike
στατιστικά	statistiko
συμβολή	prispevanje
συμβολή	prispeva
συμβολή	prispevek
συμβολή	prispevanje
βασικές	osnovno
βασικές	osnovni
στυλ	styles
στυλ	stil
στυλ	slog
ήλιο	helij
τοπικές	krajevna
τοπικές	krajevni
τοπικές	lokalni
τοπικές	krajevno
τοπικές	lokalno
ρεάλ	resničen
ρεάλ	resnično
ρεάλ	resnična
ρεάλ	prava
ρεάλ	realno
βοήθησε	pomagala
βοήθησε	pomagal
βοήθησε	pomagalo
κρατών	države
κρατών	držav
γράφτηκε	pisno
γράφτηκε	napisano
γράφτηκε	napisana
γράφτηκε	pisna
γράφτηκε	zapisano
βοηθός	pomočnika
βοηθός	pomočnik
βοηθός	asistent
βοηθός	asistentka
βοηθός	pomočnica
βοηθός	pomočnik
βοηθός	pomočnika
βοηθός	namestnica
βοηθός	namestnik
ελβετία	švico
ελβετία	švici
ελβετία	švice
ελβετία	švica
αναζήτηση	iskanje
αναζήτηση	išči
αναζήτηση	pohod
αναζήτηση	iskanje
βιομηχανία	industrijo
βιομηχανία	panoga
βιομηχανία	industrija
υποστήριξε	podprta
υποστήριξε	podprte
υποστήριξε	podprti
υποστήριξε	podprt
υποστήριξε	podprto
καλλιτεχνικό	umetniška
καλλιτεχνικό	umetniško
καλλιτεχνικό	umetniški
τεύχος	izdaja
εσύ	si
εσύ	ti
μπάσκετ	košarka
μπάσκετ	košarko
επιστρέφει	vračanje
επιστρέφει	vrne
μουσικοί	glasbenikov
μουσικοί	glasbeniki
μουσικοί	glasbenika
μουσικοί	glasbenike
κοιλάδα	dolini
κοιλάδα	valley
κοιλάδα	dolina
κοιλάδα	dolino
κοιλάδα	doline
προϊόν	produkt
προϊόν	proizvod
προϊόν	izdelek
παλάτι	palačo
παλάτι	palača
πασά	paša
συγχώνευση	združitve
συγχώνευση	združevanje
συγχώνευση	združitev
συγχώνευση	združi
συγχώνευση	združevanje
εμπειρία	doživetje
εμπειρία	izkušnja
εμπειρία	izkušenj
εμπειρία	izkušnje
σκηνές	prizore
σκηνές	prizori
σκηνές	scene
σκηνές	šotori
καθ	kath
αθλητικά	copati
αθλητικά	superge
αθλητικά	športni
αθλητικά	šport
αθλητικά	športne
αθλητικά	športna
χρυσός	zlat
χρυσός	zlato
χρυσός	zlata
χρυσός	zlate
χρυσός	zlati
χρυσός	zlat
χρυσός	zlato
χρυσός	zlate
χρυσός	zlati
χρυσός	zlata
φίλος	prijatelj
φίλος	prijateljica
φίλος	prijateljico
τρίτος	tretje
τρίτος	tretji
τρίτος	tretja
σύγκριση	primerjavo
σύγκριση	primerjava
ανακοινώθηκε	napovedano
ανακοινώθηκε	napovedala
επιστήμονες	znanstvenike
επιστήμονες	znanstveniki
περιφέρειες	regije
περιφέρειες	regij
ηττήθηκε	poražen
ηττήθηκε	premagani
ηττήθηκε	poraženi
ηττήθηκε	premagan
δώδεκα	twelve
δώδεκα	dvanajst
δικηγόρος	odvetnik
δικηγόρος	odvetnik
δικηγόρος	pravnik
δικηγόρος	odvetnica
δικηγόρος	odvetnika
διεξαγωγή	ravnanje
πρίγκιπας	princa
πρίγκιπας	prince
πρίγκιπας	knez
πρίγκιπας	princ
έφυγε	odšel
οδηγός	voznika
οδηγός	voznik
οδηγός	strojevodja
οδηγός	šofer
οδηγός	vodič
οδηγός	vodnik
οδηγός	vodilo
δρόμος	ulico
δρόμος	street
δρόμος	ulica
δρόμος	pot
δρόμος	cesta
τελικός	končna
τελικός	končni
δήμους	občin
δήμους	občine
πιστεύεται	verjel
πιστεύεται	verjela
πιστεύεται	verjeli
τοπικά	krajevno
τοπικά	lokalno
τοπικά	krajevna
τοπικά	krajevni
τοπικά	lokalni
τοπικά	krajevno
τοπικά	lokalno
πίστη	faith
πίστη	vera
πίστη	vere
πίστη	veri
πίστη	vero
πίστη	zvestobe
πίστη	vdanost
πίστη	zvestobo
πίστη	zvestoba
πίστη	lojalnost
παραδοσιακά	tradicionalna
παραδοσιακά	tradicionalni
παραδοσιακά	tradicionalne
παραδοσιακά	tradicionalen
παραδοσιακά	tradicionalno
παραδοσιακά	tradicionalno
προέλευση	izvor
προέλευση	poreklo
προέλευση	poreklo
ισχυρή	močan
ισχυρή	močni
ισχυρή	močno
ισχυρή	mogočna
ισχυρή	močna
διαχείριση	upravljanje
διαχείριση	obvladovanje
σταδιοδρομία	kariera
σταδιοδρομία	kariere
σταδιοδρομία	kariero
σταδιοδρομία	kariera
σταδιοδρομία	kariere
ιράν	iranu
ιράν	irana
ιράν	iran
πιθανό	verjeten
πιθανό	verjetna
πιθανό	možen
πιθανό	možna
πιθανό	možne
πιθανό	možni
πιθανό	možno
τζορτζ	george
παρουσίασε	predstavljena
παρουσίασε	predstavljeni
παρουσίασε	predstavljeno
παρουσίασε	predstavljene
παρουσίασε	predstavljen
συναυλίες	koncerte
συναυλίες	koncertov
συναυλίες	nastopov
αίμα	kri
ιστορικές	zgodovinski
ιστορικές	zgodovinsko
ιστορικές	zgodovinska
ιστορικές	zgodovinske
ζωγραφική	sliko
ζωγραφική	slikanje
ζωγραφική	barvanje
ζωγραφική	slika
βελτίωση	izboljšanje
βελτίωση	izboljševanje
βελτίωση	izboljšave
βελτίωση	izboljšanje
βελτίωση	izboljšati
βελτίωση	izboljša
βελτίωση	izboljšave
βελτίωση	izboljšanje
βελτίωση	izboljševanje
βέλγιο	belgijo
βέλγιο	belgija
διάμετρος	premera
διάμετρος	premer
εξωτερική	zunanji
εξωτερική	zunanja
εξωτερική	zunanje
υπολογίζεται	izračunana
υπολογίζεται	izračunano
υπολογίζεται	izračunan
υπολογίζεται	izračunani
κτήριο	zgradba
κτήριο	stavba
αστυνομία	policija
επιμέλεια	skrbništvo
πτήση	polet
πτήση	let
καρκίνο	raku
καρκίνο	rak
καρκίνο	raka
αλεξάνδρεια	aleksandriji
στίχοι	kitic
στίχοι	besedila
στίχοι	besedilo
απευθείας	neposredni
απευθείας	neposreden
απευθείας	neposredna
απευθείας	neposredne
απευθείας	neposredno
απευθείας	direktno
απευθείας	neposredno
σύμβολα	simboli
σύμβολα	simbole
ρωσικά	ruska
ρωσικά	rus
ρωσικά	ruski
ρωσικά	rusko
πρίγκιπα	princa
πρίγκιπα	prince
πρίγκιπα	knez
πρίγκιπα	princ
ηλίας	ilias
ηλίας	elija
ηλίας	elijah
ηλίας	elias
φυλή	klan
φυλή	pleme
φυλή	dirka
φυλή	dirko
φυλή	rasa
βενετία	benetke
χαρακτήρας	lik
χαρακτήρας	karakter
δέχεται	sprejme
δέχεται	sprejema
κόστος	strošek
κόστος	stroški
κόστος	stroški
τύποι	tipi
τύποι	vrste
προηγουμένως	predhodno
προηγουμένως	prej
σύζυγο	soprog
σύζυγο	soproga
σύζυγο	zakonca
σύζυγο	zakonec
σύζυγο	soprog
σύζυγο	moz
σύζυγο	mož
