eligió	vybral
basket	košíku
estelar	hvězdné
estelar	hvězdný
estelar	hvězdná
estelar	hvězda
estelar	star
montaje	instalace
montaje	montáž
montaje	montáž
montaje	montáž
montaje	sestava
montaje	shromáždění
montaje	úpravy
montaje	úprava
montaje	střih
demo	demo
enviados	odesláno
enviados	poslal
enviados	posláno
enviados	poslové
enviados	posly
enviados	poslové
enviados	vyslanci
fotógrafo	fotograf
fotógrafo	fotografka
kent	kenta
kent	kent
larry	larry
larry	larryho
porción	porce
porción	porci
asesinados	zavražděný
asesinados	zavražděna
asesinados	zavražděná
asesinados	zavražděn
asesinados	zavražděn
asesinados	zabiti
asesinados	zabitý
asesinados	zabita
asesinados	zabit
asesinados	zabil
combatientes	bojovníků
combatientes	bojovníci
combatientes	stíhačky
combatientes	bojovníků
combatientes	bojovníci
combatientes	bojovníky
oponente	soupeř
oponente	protivník
oponente	soupeře
prince	princi
prince	kníže
prince	prince
prince	princ
activamente	aktivně
giuseppe	giuseppe
pura	pura
pura	čistá
pura	čistý
pura	čisté
forestal	lesnictví
forestal	lesní
forestal	les
forestal	lesy
forestal	lesa
viola	viola
track	trať
track	kolej
parodia	parodie
evangelio	evangelium
honda	prak
honda	honda
loira	loire
esfera	koule
muertes	úmrtí
muertes	úmrtí
román	římské
román	roman
román	římská
román	romane
román	říman
intenso	intenzivní
intenso	intenzivní
vaya	wow
vaya	páni
alvarado	alvarado
litros	galon
litros	litrů
litros	litry
litros	litr
litros	litry
penales	kriminálník
penales	kriminální
penales	zločinec
penales	trestní
penales	trestní
shows	ukazuje
shows	zobrazí
shows	pořady
name	jméno
name	jmeno
name	name
name	název
consulado	konzuláty
consulado	konzulát
consulado	konzulátu
ingresar	přihlásit
ingresar	přihlášení
ingresar	vstoupit
ingresar	vstup
ingresar	zadejte
ingresar	vstupte
autorización	svolení
autorización	povolení
autorización	oprávnění
autorización	autorizace
autorización	povolení
autorización	oprávnění
autorización	autorizace
belén	betlémě
próximos	nadcházející
editada	upraveno
editada	upravené
discografía	diskografie
rangers	rangers
esquí	lyže
esquí	lyžování
esquí	lyžařská
esquí	lyžařské
esquí	lyžování
envía	pošle
envía	vysílá
envía	posílá
prisionero	zajatec
prisionero	vězeň
causando	způsobující
causando	způsobuje
disparo	výstřel
disparo	střílet
disparo	zastřelení
disparo	střelba
disparo	střílení
disparo	zastřelen
disparo	střelen
disparo	střela
disparo	zastřelil
disparo	výstřel
teorema	věta
extenso	rozsáhlý
extenso	rozsáhlou
extenso	rozsáhlé
extenso	rozsáhlá
golpes	tahy
golpes	mrtvice
golpes	fouká
golpes	rány
golpes	údery
mega	mega
atacó	napaden
atacó	napadena
atacó	napadl
atacó	napadli
herbert	herbert
dinosaurios	dinosaury
dinosaurios	dinosaurů
dinosaurios	dinosauři
dinosaurios	dinosaurus
dinosaurios	dinosauři
dinosaurios	dinosaura
brevemente	stručně
brevemente	krátce
preparar	připravit
extranjera	cizinec
extranjera	zahraniční
extranjera	cizí
caña	reeda
caña	reed
caña	reedová
caña	tyč
caña	pól
caña	polák
caña	sloup
caña	pólu
caña	hůl
caña	hůlka
caña	holí
caña	tyč
caña	rod
caña	prut
ética	etické
ética	etický
ética	etiku
ética	etika
ética	etický
arquitectónico	architektonické
encontrados	nalezeno
encontrados	nalezeny
encontrados	nalezen
encontrados	nalezené
encontrados	nalezena
correspondencia	korespondenci
correspondencia	korespondence
correspondencia	poštu
correspondencia	mail
correspondencia	pošta
correspondencia	poštou
monjes	mniši
monjes	mnichy
monjes	mnichů
formatos	formátování
formatos	formáty
vaticano	vatikánu
vaticano	vatikán
bombardeo	ostřelování
bombardeo	bombardování
bombardeo	bombardování
respuestas	odpovědi
respuestas	reakce
respuestas	odezvy
respuestas	odpovědi
respuestas	odpovědi
respuestas	odpovědí
cooper	cooper
cooper	cooperová
duero	douro
duero	duero
august	srpen
august	srpna
august	august
cambiando	měním
típicos	typický
típicos	typická
típicos	typické
lento	pomalá
lento	pomalé
lento	pomalý
lento	pomalu
summer	letní
summer	léto
dramaturgo	dramatik
seudónimo	pseudonym
apoyado	podpořil
apoyado	podporovaných
apoyado	podporované
apoyado	podporováno
independientemente	nezávisle
astronómico	astronomické
col	zelí
ludwig	ludvík
ludwig	ludwig
velázquez	velázquez
líbano	libanonské
líbano	libanon
líbano	libanonu
túnez	tunisko
túnez	tunisko
túnez	tuniský
túnez	tunisu
cena	večeře
cena	večeři
cena	večeře
incluidas	zahrnut
incluidas	zahrnuty
incluidas	včetně
incluidas	zahrnuto
incluidas	zahrnuté
four	čtyřka
four	čtyři
pescado	ryby
pescado	ryba
pescado	fish
pescado	rybí
pescado	rybičky
republicanos	republikáni
republicanos	republikán
republicanos	republikánské
republicanos	republikáni
magic	magie
magic	magic
magic	čáry
magic	kouzlo
magic	kouzelné
artísticas	umělecké
artísticas	umělecká
artísticas	umělecký
lujo	luxusní
lujo	deluxe
lujo	luxus
lujo	luxusní
electrones	elektron
electrones	elektrony
wood	dřevo
wood	dřeva
avances	zálohy
avances	záloh
avances	náhledy
avances	ukázky
avances	pokroku
avances	pokrok
avances	progress
avances	průběh
vacaciones	dovolené
vacaciones	prázdniny
vacaciones	svátek
vacaciones	dovolená
vacaciones	svátky
vacaciones	prázdniny
vacaciones	dovolenou
vacaciones	dovolené
vacaciones	dovolená
vacaciones	prázdniny
vacaciones	dovolené
vacaciones	dovolená
vacaciones	svátky
aerolínea	aerolinky
murallas	stěna
murallas	zdi
murallas	zeď
murallas	hradby
murallas	stěny
murallas	zdi
descendiente	potomek
sainte	sainte
eta	eta
cóndor	kondor
reduce	snižuje
reduce	omezit
reduce	snížit
coronado	korunován
coronado	coronado
esperando	čeká
esperando	čekat
esperando	čekám
esperando	čekání
esperando	očekávám
esperando	očekáváme
específicas	specifické
específicas	specifická
específicas	konkrétní
específicas	specifický
manifestación	demonstrace
manifestación	ukázku
manifestación	ukázka
manifestación	předvedení
manifestación	prokazování
robles	oaks
robles	robles
trajo	přinesla
trajo	přinesl
bienestar	wellness
bienestar	blahobyt
mansión	sídlo
mansión	panství
mansión	manor
suplente	náhradník
suplente	alternativní
suplente	náhradník
suplente	náhradnice
suplente	nahradit
suplente	náhražka
sueca	švédský
sueca	švédská
sueca	švédské
convencional	konvenční
philippe	philippe
asesinatos	zabíjení
asesinatos	zavraždění
asesinatos	atentát
asesinatos	vraždy
asesinatos	vražda
asesinatos	vražd
asesinatos	vraždy
fieles	loajální
fieles	věrná
fieles	věrní
fieles	věrný
fieles	věrná
fieles	věrní
fieles	věrné
fieles	věrný
southern	jižní
concha	concha
concha	shell
implementación	implementace
implementación	provedení
implementación	provádění
implementación	realizace
implementación	prováděcí
correctamente	řádně
perdida	ztráty
perdida	ztráta
perdida	prohra
perdida	ztracený
perdida	ztraceno
perdida	ztratil
perdida	ztraceni
perdida	ztracen
perdida	ztracená
ciudadanía	občanství
significativo	smysluplné
significativo	významná
significativo	značná
significativo	významné
significativo	významný
desastre	pohroma
desastre	neštěstí
desastre	katastrofa
warren	warrena
warren	warren
elías	elías
elías	elijah
elías	elijahu
elías	elias
ltd	ltd
identificado	identifikovány
identificado	identifikován
identificado	identifikoval
identificado	zjištěná
identificado	identifikována
ejecutar	provést
ejecutar	vykonat
ejecutar	popravit
ejecutar	běh
ejecutar	spustit
studio	studia
studio	studio
studio	studiu
studio	ateliér
destinada	předurčen
calificación	hodnocení
calificación	rating
calificación	kvalifikace
calificación	kvalifikaci
dramática	drama
dramática	dramatický
dramática	dramatické
dramática	dramatická
antoine	antoine
plástico	plastů
plástico	plasty
plástico	plastové
plástico	plast
plástico	plasty
armadura	brnění
armadura	zbroj
armadura	brnění
armadura	zbroj
espaciales	prostorových
espaciales	prostorové
espaciales	vesmír
espaciales	prostor
espaciales	prostoru
espaciales	space
dedicados	oddaná
dedicados	oddaný
bebé	baby
bebé	zlato
bebé	dítě
bebé	miláček
hits	hity
tenor	tenor
mortal	smrtící
mortal	smrtelný
mortal	smrtelná
mortal	smrtelné
mortal	smrtelná
mortal	smrtelný
mortal	smrtelné
mortal	fatální
mortal	smrtelný
mortal	smrtelník
mortal	smrtelné
mortal	smrtelná
reconocimientos	vyšetření
reconocimientos	průzkum
reconocimientos	uznávání
reconocimientos	uznání
reconocimientos	rozpoznání
reconocimientos	rozpoznávání
tallos	pramení
casino	kasino
casino	kasina
casino	casino
vencedor	vítězem
vencedor	výherce
vencedor	vítěze
vencedor	vítěz
vencedor	viktor
vencedor	victor
leipzig	lipsko
delegado	delegát
adoptado	přijato
adoptado	přijata
adoptado	přijat
adoptado	přijatá
colinas	hills
colinas	kopců
colinas	kopce
extranjeras	zahraniční
extranjeras	cizí
apolo	apollo
membrana	membrány
membrana	membrány
etnia	etnika
etnia	etnické
ruido	šum
ruido	hluku
ruido	hluk
ricos	bohaté
ricos	bohatí
ricos	bohatá
ricos	rich
ricos	bohatý
ricos	bohaté
ricos	bohatý
radar	radar
wagner	wagner
quieren	chcete
quieren	chceš
television	tv
television	televizní
television	televize
teatros	divadla
teatros	divadla
teatros	kina
teatros	divadla
teatros	divadlo
añadido	přidáno
añadido	přidána
añadido	přidané
añadido	přidán
añadido	přidány
fabricantes	výrobci
fabricantes	výrobce
fabricantes	výrobci
finca	farma
finca	statek
finca	farmě
pilares	pilíře
pilares	pilířů
guarnición	obloha
guarnición	přílohy
guarnición	příloha
guarnición	garrison
edwards	edwards
fábricas	továrny
fábricas	mlýny
fábricas	mills
fábricas	továrně
fábricas	továrna
roman	římské
roman	roman
roman	římská
roman	romane
roman	říman
oliva	olive
oliva	olivový
oliva	oliva
conservadores	konzervativci
conservadores	konzervativní
conservadores	konzervativci
contener	obsahovat
contener	obsahují
secos	suchá
secos	suché
secos	sucho
secos	suchý
secos	sušená
secos	sušený
secos	sušené
escape	výfukového
escape	útěk
escape	utéct
escape	únik
shakespeare	shakespeara
shakespeare	shakespeare
marín	marin
marín	marín
für	für
under	pod
eugenia	eugenie
cap	čepice
cap	víčko
cap	szp
cap	cap
desarrollados	rozvinutých
desarrollados	rozvinuté
desarrollados	vyvinutá
desarrollados	vyvinut
desarrollados	vyvinuté
desarrollados	vyvinutý
baños	toalety
baños	záchody
baños	koupelny
baños	vany
baños	koupele
baños	lázně
baños	vana
baños	koupel
alternativas	alternativy
logro	dosažení
logro	úspěch
entiende	chápe
entiende	rozumí
entiende	pochopit
extracción	extrakce
extracción	těžba
profundamente	hluboce
fresco	čerstvé
fresco	fresh
fresco	svěží
fresco	čerstvý
fresco	čerstvá
fresco	fresco
nacionalismo	nacionalismus
cruzar	přechod
cruzar	křížení
adulto	dospělých
adulto	dospělé
adulto	dospělá
adulto	dospělí
adulto	dospělý
disciplinas	obory
disciplinas	disciplíny
geográficas	zeměpisný
geográficas	geografické
geográficas	zeměpisné
geográficas	geografické
geográficas	zeměpisné
responder	odpovědět
responder	reagovat
responder	odpovězte
responder	odpověď
responder	odpovědět
responder	odpovědět
responder	odpověď
hermosa	nádhera
hermosa	nádherná
hermosa	krásná
hermosa	krásné
hermosa	krásný
hermosa	nádhera
hermosa	nádherná
propiamente	řádné
electrónicos	elektronika
electrónicos	elektroniky
electrónicos	elektronický
electrónicos	elektronická
electrónicos	elektronické
galaxia	galaxií
galaxia	galaxie
galaxia	galaxii
galaxia	galaxy
age	stáří
age	věk
age	věku
cubiertas	pokryté
cubiertas	krytý
cubiertas	kryté
cubiertas	pokrytý
cubiertas	kryty
cubiertas	zahrnuje
cubiertas	paluby
existió	existovala
existió	existovalo
existió	existoval
existió	existovaly
trasladar	přemístit
dependencias	závislosti
abu	abú
abu	abu
bola	míč
bola	míček
bola	ples
bola	ball
lázaro	lázaro
lázaro	lazarus
wolf	vlčí
wolf	vlk
wolf	wolf
certificado	certifikované
certificado	certifikát
certificado	potvrzení
certificado	osvědčení
rita	ritu
rita	rita
uss	uss
escándalo	skandální
escándalo	skandál
escándalo	skandály
escándalo	skandály
tanque	tanku
tanque	tank
tanque	nádrž
sólido	solidní
sólido	pevná
sólido	pevné
sólido	pevný
kiev	kyjevě
serpiente	hada
serpiente	hadí
serpiente	had
serpiente	had
testigos	svědky
testigos	svědci
testigos	svědkové
testigos	svědek
testigos	svědka
testigos	svědkyně
economista	ekonom
submarino	ponorky
submarino	ponorku
submarino	ponorka
submarino	sub
submarino	ponorka
submarino	podvodní
códigos	kód
códigos	kódy
prevención	preventivní
prevención	prevenci
prevención	prevence
descubierta	objevil
descubierta	objeven
descubierta	objevili
descubierta	objevila
descubierta	spatřen
descubierta	spatřena
descubierta	odhalil
descubierta	odhalili
solares	pozemky
solares	spiknutí
solares	sluneční
solares	solární
progresivo	postupné
progresivo	progresivní
estudia	studium
estudia	studijní
estudia	studovat
estudia	studie
paloma	holubice
paloma	holub
paloma	holuba
paloma	paloma
ira	hněv
ira	hněvu
ira	hněv
ira	zloba
ira	vztek
ira	zlost
ira	ira
ira	iro
atractivo	přitažlivost
atractivo	atrakce
atractivo	přitažlivost
atractivo	přitažlivý
atractivo	přitažlivá
atractivo	přitažlivé
atractivo	přitažlivý
atractivo	atraktivní
atractivo	přitažlivá
atractivo	odvolat
atractivo	odvolání
cinematográfico	kinematografické
volar	létat
volar	moucha
volar	leť
volar	létání
volar	létající
volar	lítání
recta	rovné
recta	rovně
recta	přímo
ecuatoriano	ekvádorské
entregado	doručen
entregado	doručeno
entregado	dodáno
entregado	dodané
entregado	doručena
entregado	vzdal
etiopía	etiopie
etiopía	etiopské
dick	dick
dick	kokot
jefferson	jefferson
celeste	celeste
celeste	nebeské
celeste	nebeský
palermo	palermu
asientos	sedadel
asientos	sedadla
asientos	sedačky
dominios	domény
dominios	domény
falsa	nepravdivé
falsa	falešné
falsa	padělek
falsa	falešné
falsa	falešný
falsa	fake
tribunales	soudu
tribunales	soud
tribunales	dvůr
tribunales	soudy
bond	bonde
bond	kauce
bond	pouto
bond	bond
cerdo	vepřové
cerdo	svině
cerdo	prasat
cerdo	prase
dorsal	hřbetní
blood	krvi
blood	krve
blood	blood
blood	krev
danés	dánský
danés	dánská
danés	dánské
danés	dane
cajas	krabice
cajas	krabičky
cajas	skříňky
cajas	bedny
ring	kroužek
ring	ring
ring	prsten
ring	prstýnek
fiebre	horečka
fiebre	horečky
fiebre	horečku
geometría	geometrie
geometría	geometrické
pink	pink
pink	růžový
pink	růžová
pink	růžové
doblaje	dabing
hoteles	hotelu
hoteles	hotel
hoteles	hotelů
hoteles	hotely
blas	bert
blas	berte
blas	blas
blas	blaise
bull	býk
bull	bull
ayala	ayala
derrotas	porážka
derrotas	porazit
derrotas	porážky
macizo	solidní
macizo	pevná
macizo	pevné
macizo	pevný
macizo	masivu
sacramento	sacramentu
sacramento	svátost
neil	neila
neil	neil
documentales	dokumentární
documentales	dokument
documentales	dokumentární
introducir	představit
introducir	zavádět
introducir	zavést
libia	libyjské
libia	libye
libia	libyi
canciller	kancléř
canciller	kancléři
collins	collinsová
collins	collins
aldeas	vesnic
aldeas	vesnice
silvia	sylvia
silvia	sylvie
silvia	sylvie
silvia	silvia
inmaculada	neposkvrněné
potente	mocná
potente	mocný
potente	mocní
desafío	výzvu
desafío	výzva
desafío	vzdor
desafío	defiance
cerebral	mozkové
cerebral	mozková
determinados	jistá
determinados	jisté
determinados	jistý
soberano	suverénní
emi	emi
normandía	normandii
temporalmente	dočasně
temporalmente	dočasné
temporalmente	dočasná
temporalmente	dočasně
temporalmente	dočasný
ánimo	náladu
ánimo	nálada
ánimo	nálady
divina	božské
divina	božská
divina	božský
ilustres	proslulý
acusaciones	nálože
acusaciones	obvinění
acusaciones	poplatky
acusaciones	obvinění
acusaciones	tvrzení
acusaciones	obvinění
acusaciones	obviňování
sudoeste	jihozápadní
sudoeste	jihozápad
sudoeste	jihozápadní
sudoeste	jihozápad
prieto	prieto
oso	méďa
oso	medvěd
oso	medvědí
oso	bear
teruel	teruel
nat	nat
mostrado	zobrazeny
via	prostřednictvím
via	via
via	přes
excentricidad	excentricita
camp	kemp
camp	camp
camp	tábor
rivadavia	rivadavia
levante	levant
levante	levante
reunir	shromáždit
reunir	shromáždit
aproximación	sbližování
aproximación	přiblížení
aproximación	přistupovat
aproximación	přístup
mirada	gaze
sri	srí
poblados	vesnic
poblados	vesnice
plumas	tužky
plumas	pera
plumas	peří
consideración	úvahu
consideración	zvážení
consideración	úvaha
cerrar	uzavřít
cerrar	zavřít
cerrar	blízko
cerrar	zavírání
cerrar	uzavření
molino	mlýn
molino	mill
molino	mlýn
tronco	log
tronco	kufr
tronco	kufru
cuarteto	kvartet
cook	cook
cook	vařit
cook	kuchař
cook	kuchařka
eeuu	usa
reducida	snížené
reducida	snížený
reducida	snížen
reducida	snížená
anatomía	anatomie
monstruo	zrůda
monstruo	příšera
monstruo	monstrum
monstruo	monster
escribiendo	psaní
escribiendo	psaní
escribiendo	píšu
dedos	prsty
dedos	prsty
pasaje	vstupenka
pasaje	jízdenka
pasaje	tiket
pasaje	lístek
pasaje	pasáž
pasaje	průchod
denis	denis
anunciado	oznámil
anunciado	oznámila
anunciado	oznámili
anunciado	oznámeno
mató	zabiti
mató	zabitý
mató	zabita
mató	zabit
mató	zabil
futbol	fotbal
futbol	fotbal
vitoria	vitoria
estonia	estonské
estonia	estonsko
bacterias	bakterie
bacterias	bakterií
ortodoxa	ortodoxní
extendido	prodloužena
extendido	rozšířená
extendido	rozšířené
extendido	rozšířený
ilegal	nelegální
ilegal	nezákonné
ilegal	protiprávní
ilegal	ilegální
ilegal	nezákonné
ilegal	protiprávní
ejecutado	provedený
ejecutado	proveden
ejecutado	popraven
ejecutado	provedené
intentando	zkouší
intentando	zkouším
escocés	skotů
escocés	skotskou
escocés	skotská
escocés	skotské
escocés	skotský
escocés	skot
escocés	skotské
escocés	skotská
crecer	rostoucí
crecer	pěstování
crecer	roste
crecer	rostou
crecer	růst
crecer	rostou
sismo	zemětřesení
luchas	rvačky
luchas	bojuje
luchas	zápasy
luchas	souboje
luchas	bitky
helena	helena
helena	helena
helena	helen
trasera	zadní
apreciar	oceňuji
apreciar	ocenit
discutir	projednat
discutir	diskutovat
discutir	prodiskutovat
discutir	probrat
carece	postrádá
conducido	řízený
gabriela	gabriella
gabriela	gabriela
radios	radio
radios	vysílačka
radios	rádio
radios	rozhlas
radios	rádia
radios	vysílačky
coordinador	koordinátor
coordinador	koordinátora
miércoles	středu
miércoles	středy
miércoles	středa
miércoles	středeční
miércoles	středy
terrorismo	teror
terrorismo	děs
terrorismo	hrůza
terrorismo	terorismus
terrorismo	terorismu
terrorismo	teroristické
terrorismo	teroristický
terrorismo	terorista
linares	linares
side	straně
side	strana
side	boční
side	side
poderosa	mocná
poderosa	mocný
poderosa	mocná
poderosa	mocný
poderosa	mocní
lunar	lunární
precipitaciones	srážek
precipitaciones	srážky
precipitaciones	srážek
precipitaciones	srážení
precipitaciones	srážky
capturar	zachytit
capturar	zajmout
capturar	zachycení
capturar	zachycování
capturar	zajetí
capturar	zachycení
adquiere	získat
adquiere	nabýt
niega	popírá
defecto	výchozí
defecto	vada
defecto	vada
defecto	závada
defecto	vady
marcada	označeny
marcada	označená
marcada	označené
marcada	označeno
sud	sud
viajeros	cestovatelé
viajeros	poutníci
viajeros	cestující
viajeros	cestovatelé
sobrevivir	přežít
sobrevivir	přežití
sobrevivir	přežívá
sobrevivir	přežití
ferrari	ferrari
experimento	experiment
experimento	pokus
experimento	experimentovat
románico	románské
escasos	skrovné
escasos	řídké
adolescentes	teen
adolescentes	dospívající
adolescentes	dospívající
adolescentes	pubertální
adolescentes	teenageři
adolescentes	teenageři
adolescentes	dospívající
adolescentes	dospívajících
adolescentes	mladiství
callao	callao
confirmado	potvrzené
confirmado	potvrzen
confirmado	potvrzena
confirmado	potvrzeno
habituales	obvyklé
habituales	obvyklý
habituales	obvyklá
brooklyn	brooklyn
brooklyn	brooklynu
comunica	komunikuje
impedir	zabránit
impedir	předejít
impedir	předcházet
lienzo	plátno
ascendió	povznesené
solidaridad	solidaritu
solidaridad	solidarity
solidaridad	solidarita
gard	gard
evans	evansová
evans	evans
accesible	přístupné
accesible	přístupná
accesible	dostupné
accesible	přístupný
aporte	vstupní
aporte	vstup
aporte	vstupy
aporte	příspěvek
georg	georg
aproximada	přibližné
certificados	certifikáty
certificados	osvědčení
certificados	certifikované
castigo	potrestání
castigo	trest
complejidad	složitosti
complejidad	složitost
renacentista	renesanční
adrián	adriano
adrián	adriana
adrián	adrian
head	head
head	hlavu
head	hlavička
head	hlava
nordeste	severovýchodní
nordeste	severovýchod
gallo	kohout
gallo	ptáka
gallo	kokot
gallo	gallo
gallo	kohout
nuestras	naše
nuestras	náš
nuestras	naší
nuestras	naši
nuestras	nase
ivan	ivan
ivan	ivana
matthew	matthew
matthew	matěj
parlamentarias	parlamentní
parlamentarias	poslanci
salomón	salomon
salomón	solomon
nbc	nbc
exportación	export
exportación	vývoz
exportación	export
exportación	exportovat
exportación	vývoz
exportación	export
colectiva	kolektivu
colectiva	kolektivní
susana	susannah
susana	susana
susana	suzanne
susana	susanna
susana	zuzana
susana	susan
hambre	hladomor
hambre	hladová
hambre	hladový
hambre	hlad
hambre	hlad
residuos	odpad
residuos	odpadu
residuos	odpady
residuos	plýtvání
residuos	zbytky
residuos	rezidua
residuos	reziduí
residuos	odpad
residuos	odpady
socialismo	socialismus
directorio	adresář
square	náměstí
square	čtverec
leones	lvi
leones	lvy
amy	amy
prohibición	zakázat
prohibición	zákaz
prohibición	zákaz
autovía	dálnici
autovía	dálnice
notablemente	pozoruhodně
notablemente	znatelně
dean	deane
dean	děkan
dean	dean
leonor	eleanor
leonor	leonor
habitan	obývají
irregular	nerovnoměrné
irregular	nepravidelný
escudos	štíty
operar	operovat
operar	provozní
films	filmy
terapia	terapie
terapia	terapii
instalado	nainstalován
famosas	slavná
famosas	slavní
famosas	slavný
famosas	slavné
fallo	neúspěch
fallo	selhání
barro	bahno
barro	bahna
barro	bláto
barro	hlína
barro	hlíny
barro	clay
banca	lavice
banca	lavičce
banca	bankovnictví
banca	bankovní
banca	bankéř
banca	bankéři
banca	bankéře
banca	banku
banca	banka
banca	bankovní
banca	banky
banca	bank
únicas	jedinečný
únicas	unikátní
únicas	jedinečná
únicas	jedinečné
acompañada	doprovázen
luchadores	zápasníci
luchadores	stíhačky
luchadores	bojovníků
luchadores	bojovníci
luchadores	bojovníky
stuttgart	stuttgart
edificación	budování
edificación	stavění
edificación	budova
riesgos	nebezpečí
riesgos	rizika
riesgos	riziko
riesgos	rizik
riesgos	riskovat
riesgos	rizika
riesgos	riziko
riesgos	risk
eco	eko
eco	ozvěna
eco	echo
acosta	acosta
never	nikdy
apellidos	příjmení
polaca	polák
polaca	polský
polaca	polská
polaca	polské
class	třída
class	třídy
presentadora	moderátorka
comisario	komisař
comisario	komisaře
comisario	komisaři
comisario	šerif
comisario	komisař
comisario	inspektor
comisario	maršál
decenas	desítky
decenas	desítek
decenas	desítky
decenas	tucty
decenas	desítek
campana	zvonek
campana	zvon
campana	bell
pib	hdp
tía	teta
tía	teto
tía	tetička
tía	tetička
tía	teta
tía	tety
tía	tetička
tía	teto
rivalidad	rivalita
rivalidad	soupeření
húmedo	vlhká
húmedo	vlhké
húmedo	vlhký
húmedo	vlhko
húmedo	mokrý
húmedo	mokro
húmedo	vlhký
húmedo	mokré
húmedo	mokrá
embajadores	velvyslanci
embajadores	vyslanci
hospitales	nemocnice
hospitales	nemocnici
hospitales	nemocniční
hospitales	nemocnice
hospitales	nemocnic
morelos	morelos
astronomía	astronomie
leal	loajální
leal	věrná
leal	věrní
leal	věrný
leal	leal
terroristas	teroristické
terroristas	teroristický
terroristas	terorista
terroristas	teroristy
terroristas	teroristé
visuales	vizuální
establecimientos	provozovny
recopilación	sestavování
recopilación	sestavení
guido	guido
comisiones	provize
comisiones	výbory
comisiones	výborů
detención	zatknout
detención	zatčení
detención	zadržování
detención	zadržení
algoritmo	algoritmus
inversiones	investice
inversiones	investice
inversiones	investování
criaturas	zvířátka
criaturas	tvorové
criaturas	stvoření
criaturas	bytosti
lloyd	lloyd
mercancías	zboží
mercancías	komodity
mercancías	komodit
mercancías	nákladní
mercancías	zboží
construye	staví
construye	buduje
construye	konstrukty
construye	postavit
construye	postav
construye	vybudovat
construye	stavět
ten	desítka
ten	deset
jennifer	jennifer
agregar	přidání
agregar	přidávám
agregar	přidávání
agregar	přidejte
agregar	přidání
agregar	přidej
agregar	přidat
marinas	námořní
marinas	mariňák
marinas	marine
marinas	mořských
marinas	mořská
tela	látka
tela	textilie
tela	látka
tela	tkaniny
ataca	útoky
ataca	útok
lorca	lorca
serra	serra
refugiados	uprchlík
refugiados	uprchlíka
refugiados	uprchlíků
refugiados	uprchlíky
refugiados	uprchlíci
cantera	lomu
cantera	lom
marcel	marcela
marcel	marcel
mancomunidad	společenství
dylan	dylan
dylan	dylana
harold	harold
énfasis	důraz
combinado	kombinovaný
combinado	kombinovaná
combinado	kombinované
almagro	almagro
revisar	recenze
revisar	přezkumu
revisar	přezkum
brothers	bratry
brothers	bratři
potter	potter
circo	cirque
circo	cirkus
robo	krádež
robo	krádeže
robo	robo
robo	loupež
robo	loupeže
robo	vloupání
robo	loupež
robo	krást
robo	kradou
robo	ukrást
robo	ukradnout
vecina	sousedka
vecina	soused
vecina	sousedka
vecina	soused
modificado	upravený
modificado	změněno
modificado	modifikované
modificado	upraveno
modificado	upravené
modificado	upravená
radial	radiální
angola	angole
contactos	kontakt
contactos	kontaktovat
contactos	kontaktujte
contactos	kontakty
conservado	zachována
conservado	zachovány
conservado	konzervované
exploradores	skauti
exploradores	průzkumníci
exploradores	průzkumníci
hudson	hudson
pampa	pampa
flauta	flétnu
hormigón	betonu
hormigón	beton
hormigón	konkrétní
autoría	autorství
pinto	pinto
jugaron	hrála
jugaron	hrál
jugaron	hráli
odio	nenávist
odio	nenávisti
odio	nesnáším
odio	nenávist
odio	nenávidím
cauca	cauca
nocturno	noční
nocturno	noční
nocturno	noci
nocturno	noc
celta	keltské
celta	keltové
consultas	konzultace
consultas	dotazy
consultas	konzultace
consultas	konzultaci
consultas	dotazy
consultas	šetření
consultas	dotazy
comprobar	šek
comprobar	kontrola
comprobar	zkontrolovat
comprobar	zkontrolujte
prosa	prózu
radicales	radikály
radicales	radikální
radicales	radikálně
condena	odsouzení
condena	odsuzuje
connecticut	connecticutu
discípulo	žák
discípulo	učedník
saboya	savoy
juzgado	soudu
juzgado	soud
juzgado	dvůr
religiones	vyznání
religiones	náboženství
lealtad	věrnost
lealtad	oddanost
lealtad	loajalitu
lealtad	loajalita
compañera	spolubydlící
compañera	společník
compañera	společnice
morris	morris
morris	morrise
paolo	paolo
start	start
start	začátek
start	začít
start	spustit
funcional	funkční
guevara	guevara
compostela	compostela
disparos	přestřelky
disparos	střílení
disparos	výstřely
disparos	střelba
disparos	výstřely
disparos	střílet
disparos	zastřelení
disparos	střelba
disparos	střílení
disparos	střelba
cayo	gaius
cayo	cay
melbourne	melbourne
máscara	masku
máscara	masky
máscara	maska
activista	aktivista
michelle	michelle
galardonado	udělena
galardonado	udělené
avanzar	záloha
avanzar	předem
avanzar	zálohu
puro	doutník
puro	doutníky
puro	čistá
puro	čistý
puro	čisté
tomas	tomas
tomas	tomáš
tomas	tomáše
tomas	thomas
tomas	tomáš
tomas	thomasi
tomas	výstřely
separada	oddělené
separada	oddělená
separada	oddělený
separada	odděleny
separada	oddělené
separada	oddělit
separada	samostatné
comprensión	porozumění
comprensión	pochopení
comprensión	chápání
dándole	dávání
blake	blake
mónaco	monaka
medicinales	léčivé
distinguir	rozlišovací
distinguir	rozlišit
distinguir	rozlišovat
rodeada	obklíčeni
rodeada	obklopen
rodeada	obklíčení
compleja	složité
compleja	komplexní
compleja	komplex
compleja	složitá
ontario	ontario
trilogía	trilogii
