dhe	そして
fuqishëm	パワフル
aktive	アクティブ
bujqësore	農業
bujqësore	農業
revista	マガジン
revista	雑誌
revista	雑誌
gruaja	女性
qafë	ネック
shërbim	サービス
ministër	公使
ministër	大臣
man	マン
man	男性
man	man
jashtëm	外部
burg	刑務所
burg	監獄
dinastia	王朝
france	フランス
debutimin	デビュー
romak	ローマン
romak	ロマン
romak	ローマ
peter	ペーター
peter	peter
peter	ピーター
franca	フランス
kimike	化学
ndërtimi	建設
arkitektura	アーキテクチャ
arkitektura	建築
degë	支店
degë	支社
degë	ブランチ
degë	支部
khan	ハーン
khan	カーン
përtej	ビヨンド
allahu	アッラーフ
allahu	アラー
allahu	ゴッド
serbisë	セルビア
louis	ルイス
louis	ルイ
elemente	要素
elemente	元素
elemente	エレメント
këngët	ソング
gurë	ストーンズ
gurë	ストーン
gurë	岩石
gurë	ロックス
shoqata	社団
shoqata	協会
shoqata	アソシエーション
king	king
king	国王
king	キング
program	出願
program	アプリケーション
program	プログラム
humbje	損失
humbje	喪失
humbje	損失
humbje	敗北
valencia	バレンシア
lindja	イースト
lindja	東部
lindja	誕生
vdekja	デス
fjalët	言葉
fjalët	単語
les	les
sjellë	持ち込み
sjellë	ブリング
femra	女性
femra	女性
mbyllur	閉店
first	ファースト
first	最初
marrëveshje	協定
marrëveshje	合意
marrëveshje	ディール
marrëveshje	クーポン
shfaq	ディスプレイ
shfaq	ショー
mit	mit
mit	神話
rezultatet	結果
krejt	all
krejt	すべて
antike	アンティーク
antike	古代
antike	アンティーク
titulli	見出し
titulli	肩書
titulli	称号
titulli	タイトル
rilindjes	ルネサンス
rilindjes	ルネッサンス
humbi	ロスト
santa	サンタ
tregime	記事
tregime	ストーリー
bashkëpunim	コラボレーション
bashkëpunim	コラボ
bashkëpunim	協力
bashkëpunim	共犯
shpella	洞窟
shpella	洞窟
elektronike	エレクトロニクス
elektronike	エレクトロニック
maleve	山地
maleve	山脈
kilometra	キロメートル
kilometra	キロ
kilometra	キロメートル
kulla	タワー
shkëmb	ロック
shkëmb	クリフ
zot	ゴッド
funksion	機能
funksion	関数
sipër	top
sipër	上部
sipër	トップ
sipër	上の
sipër	上記
sipër	二階
zëri	サウンド
zëri	ボイス
zëri	音声
zëri	音声
zëri	オーディオ
zëri	audio
malin	マウント
forcë	体力
forcë	強度
forcë	フォース
përbëjnë	ポーズ
xhami	グラス
xhami	ガラス
xhami	モスク
xhami	モスク
perëndimor	ウェスタン
perëndimor	ウエスタン
tim	ティム
tim	tim
proces	過程
proces	プロセス
clubnat	clubnat
xiv	xiv
ballkan	バルカン
flet	トーキング
flet	喋る
festivali	フェスティバル
festivali	祭事
festivali	祭り
festivali	お祭り
holandë	オランダ
holandë	オランダ
përmendur	言及
fotografi	フォト
fotografi	写真
fotografi	撮影
fotografi	写真
prodhimi	アウトプット
prodhimi	出力
prodhimi	製作
prodhimi	生産
prodhimi	プロダクション
vazhduar	続き
vazhduar	継続
dashuri	ラヴ
dashuri	ラブ
temperatura	気温
temperatura	温度
serbia	セルビア
youthyears	youthyears
vazhdimisht	常時
vazhdimisht	絶えず
roma	ローマ
këngëtar	シンガー
kalaja	キャッスル
kalaja	要塞
rilindja	ルネサンス
rilindja	ルネッサンス
rilindja	リバース
përpjekje	試み
përpjekje	未遂
përpjekje	努力
detare	マリン
detare	海事
secili	それぞれ
gratë	女性
sistemet	システム
sistemet	システムズ
pierre	ピエール
kompania	会社
kategoria	カテゴリー
kategoria	区分
kategoria	カテゴリ
kategoria	分類
herët	アーリー
herët	早い
vendim	決断
vendim	決定
social	ソーシャル
saktë	正解
saktë	正しい
gol	ゴル
gol	ゴール
përfunduar	終了
ben	ベン
instituti	研究所
njëjtë	同じ
njëjtë	おなじ
online	オンライン
letër	用紙
letër	ペーパー
letër	手紙
letër	letter
letër	レター
problemet	問題
formula	公式
formula	数式
formula	数式
njësia	単位
njësia	ユニット
njësia	効用
njësia	ユーティリティー
njësia	ユーティリティ
energji	エネルギー
rregullt	従卒
rregullt	レギュラー
diskutimet	ディスカッション
diskutimet	話し合い
diskutimet	ディスカッション
druri	木造
druri	木製
druri	木材
druri	木製
druri	ウッド
druri	ツリー
librat	書物
librat	帳簿
librat	書籍
spanjës	スペイン
kujdes	注目
kujdes	注意
kujdes	時計
kujdes	腕時計
tema	話題
tema	トピック
tema	テーマ
kufizuar	限定
kufizuar	limited
kufizuar	制限
pavarësinë	独立
red	赤い
red	赤色
red	レッド
rusia	ロシア
zezë	黒い
zezë	ブラック
ftohtë	風邪
ftohtë	コールド
ftohtë	冷たい
ftohtë	寒い
kokë	head
kokë	ヘッド
kokë	頭部
emra	名前
emra	名称
udhëhequr	led
armë	武器
armë	兵器
armë	武器
armë	凶器
armë	ガン
teknike	テクニカル
deti	sea
trupin	本文
trupin	身体
trupin	本体
trupin	ボディ
katalonia	カタロニア
lojtar	プレイヤー
lojtar	プレーヤー
problem	問題
objekt	オブジェクト
brendshëm	内部
brendshëm	内装
brendshëm	内面
brendshëm	インテリア
metal	メタル
metal	金属
nis	開始
nis	始める
nis	スタート
nis	nis
përfaqësues	代理人
martuar	既婚
zënë	忙しい
zënë	ビジー
kan	カンヌ
studimi	勉強
perandor	エンペラー
perandor	皇帝
perandor	天皇
familjet	世帯
bregu	海岸
termi	用語
maja	マヤ
maja	酵母
role	役割
programi	プログラム
japoni	日本
krijimi	創造
krijimi	作成
india	インド
fiton	勝利
kuvendin	修道院
roli	役割
prejardhje	背景
prejardhje	生い立ち
element	アイテム
element	品物
google	google
dritë	軽い
dritë	明るい
dritë	ライト
nëntë	nine
llojet	種類
llojet	種類
thomas	トマス
thomas	トーマス
vendoset	配備
max	マックス
max	max
sportive	スポーツ
egër	ワイルド
egër	野生
egër	サベージ
egër	激しい
egër	激戦
fushat	フィールド
fushat	フィールズ
mbrojtje	ディフェンス
mbrojtje	防御
mbrojtje	ディフェンス
mbrojtje	防御
mbrojtje	抗弁
mbrojtje	防衛
mbrojtje	保護
faza	フェーズ
faza	位相
faza	舞台
faza	ステージ
faza	舞台
faza	ステージ
gjithsej	合計
drejtues	ステアリング
manchester	マンチェスター
shprehje	表現
shprehje	expression
princ	プリンス
baza	塩基
baza	base
baza	ベース
ndonëse	だけれども
normale	普通
normale	ノーマル
shpirtërore	スピリチュアル
park	パーク
park	公園
shah	シャー
shah	チェス
valign	valign
festa	パーティ
festa	パーティー
festa	祝日
festa	休日
festa	ホリデー
gjuhët	言語
politikë	ポリシー
politikë	政策
politikë	方針
politikë	政治
mësimet	レッスン
mësimet	授業
mundi	beat
mundi	ビート
teoria	セオリー
teoria	理論
hershëm	アーリー
hershëm	早い
mbaroi	終了
term	用語
hyrje	入学
hyrje	玄関
hyrje	入口
hyrje	入り口
hyrje	アクセス
hyrje	エントリー
hyrje	エントリ
hyrje	ログイン
sri	sri
detyra	義務
detyra	タスク
detyra	譲渡
detyra	代入
detyra	割り当て
detyra	代入
detyra	割り当て
detyra	タスク
gjendja	近況
gjendja	ステータス
shkenca	サイエンス
shkenca	科学
end	終了
end	エンド
mod	mod
ballkanit	バルカン
muhammad	ムハンマド
trup	本文
trup	身体
trup	本体
trup	ボディ
lojë	ゲーム
barabartë	等しい
barabartë	イコール
poet	詩人
poet	歌人
finlandë	フィンランド
kuptim	センス
kuptim	感覚
ndryshon	変更
përballë	反対
sëmundje	病気
sëmundje	疾患
sëmundje	病気
sëmundje	病気
sëmundje	疾病
përdoruesit	ユーザー
përdoruesit	ユーザ
dega	支店
dega	支社
dega	ブランチ
dega	支部
projekti	プロジェクト
imam	イマーム
dëshmi	証拠
dëshmi	証言
dëshmi	証明
dëshmi	プルーフ
dëshmi	証拠
popull	ピープル
popull	ネーション
popull	国民
kryen	コミット
australia	オーストラリア
sheh	見る
javë	週間
javë	週間
alexander	アレクサンドロス
alexander	アレクサンダー
alexander	アレキサンダー
prindërit	両親
prindërit	保護者
ndryshimet	変更
mbretërore	ロイヤル
org	org
henry	ヘンリー
donte	wanted
donte	求む
gjithçka	すべて
gjithçka	全て
energjia	エネルギー
simbol	シンボル
simbol	記号
atdheut	家路
atdheut	祖国
tempujt	寺院
anët	エッジ
anët	両側
shtesë	エクストラ
listë	リスト
origjinal	オリジナル
abdullah	アブドゥッラー
shënime	注記
shënime	メモ
shënime	備考
shënime	ノート
artist	芸術家
artist	アーティスト
vazhdueshme	定数
vazhdueshme	連続
shekuj	世紀
gjata	長い
gjata	ロング
muzikë	ミュージック
muzikë	音楽
ide	アイデア
ide	アイディア
ide	アイデア
ide	観念
ide	アイディア
liri	freedom
liri	自由
shkrimet	ログ
vëllezërit	兄弟
vëllezërit	ブラザーズ
sekretar	秘書
final	最終
final	決勝
final	ファイナル
shpellat	洞窟
rrugët	道路
rrugët	ストリート
rrugët	路線
rrugët	ルート
agim	明け方
agim	夜明け
agim	ドーン
agim	日の出
est	est
windows	windows
date	デート
date	日付
tituj	役職
tituj	称号
tituj	タイトル
jugor	サザン
jugor	南部
amerika	アメリカ
vdes	die
vdes	死ぬ
vdes	瀕死
manastirit	修道院
manastirit	僧院
pjesërisht	一部
kishë	チャペル
kishë	チャーチ
kishë	教会堂
kishë	教会
model	モデル
metoda	方法
metoda	メソッド
metoda	メソッド
kina	中国
kina	チャイナ
nxënës	生徒
nxënës	学生
nxënës	瞳孔
nxënës	生徒
nxënës	瞳孔
nxënës	生徒
nxënës	学生
nxënës	見習い
interes	利子
interes	利息
çështjet	問題
antonio	アントニオ
viii	viii
relativisht	比較的
relativisht	比較的
trupave	部隊
hapi	step
hapi	ステップ
mbahet	開催
ndërtesa	建物
ndërtesa	建物
ndërtesa	建築物
italisht	イタリアン
muzeu	美術館
muzeu	博物館
klima	気候
christian	クリスチャン
christian	キリスト教
christian	キリスト教徒
greqia	ギリシャ
baba	ババ
baba	馬場
baba	父親
rumani	ルーマニア
mësuar	学習
porta	ゲート
porta	ポルタ
ushtri	アーミー
ushtri	軍隊
ushtri	陸軍
gazetar	ジャーナリスト
gazetar	リポーター
gazetar	レポーター
grupet	グループ
detyrën	義務
abu	アブー
richard	リチャード
richard	リヒャルト
ndryshim	チェンジ
ndryshim	変更
ndryshim	変化
ndryshim	差異
ndryshim	違い
ndryshim	差分
ekonomi	経済
sytë	アイズ
rus	ロシア
uçk	kla
kodër	ヒル
veprim	アクション
pozita	ポジション
shoqëria	社会
shoqëria	友情
master	マスター
punimet	ワークス
punimet	作品
themelues	創設
themelues	創始者
themelues	開祖
dobët	気絶
dobët	弱い
lokal	ローカル
lokal	地元
moment	moment
moment	瞬間
moment	モーメント
direkt	ダイレクト
direkt	直接
isa	isa
politika	政治
kryeqytet	資本
kryeqytet	首都
kryeqytet	キャピタル
besim	信仰
besim	信念
besim	フェイス
besim	自信
besim	信頼
besim	トラスト
besim	trust
besim	信頼
besim	信仰
besim	信念
besim	自信
pushteti	権力
pushteti	パワー
pop	ポップ
pop	pop
website	ウェブサイト
feja	宗教
pastër	クリーン
pastër	きれい
pastër	ピュア
pastër	純粋
stil	スタイル
but	ブート
but	ブーツ
studio	スタジオ
fazën	フェーズ
fazën	位相
vëllai	兄弟
vëllai	ブラザー
verë	summer
verë	サマー
verë	ワイン
gjëra	モノ
gjëra	物事
gjëra	もの
urbane	アーバン
erës	風車
erës	wind
teksti	テキスト
përpjekjet	取り組み
përpjekjet	努力
përpjekjet	未遂
personal	パーソナル
personal	個人
ndarja	共有
ndarja	シェア
ndarja	別れ
kompani	会社
kompani	会社
tokësore	地上波
ekonomia	経済
ari	アリ
ari	クマ
ari	gold
ari	ゴールド
media	メディア
dyte	番目
dyte	セカンド
dielli	太陽
dielli	sun
friedrich	フリードリヒ
friedrich	フリードリッヒ
origjinale	本物
origjinale	正真正銘
origjinale	オリジナル
anije	艦船
anije	船舶
anije	船舶
anije	ボート
indi	インド
shoqëri	会社
shoqëri	社会
gjak	血液
gjak	ブラッド
përrua	クリーク
egjipt	エジプト
lule	お花
lule	flower
lule	フラワー
pyll	ウッズ
pyll	フォレスト
pyll	森林
speciale	speciale
speciale	スペシャル
carlos	カルロス
makina	マシン
makina	マシーン
makina	機械
makina	自動車
makina	クルマ
makina	カーズ
producent	プロデューサー
trojet	根拠
trojet	事由
berlin	ベルリン
kitarë	ギター
përgatitur	準備
anti	アンチ
mbajt	開催
flasin	トーク
flasin	喋る
flasin	speak
gur	ストーン
gur	ロック
special	スペシャル
dendësia	密度
vone	遅い
figurë	画像
figurë	イメージ
figurë	フィギュア
përshkruan	アウトライン
organet	臓器
organet	機関
shokët	友だち
shokët	友達
trajneri	コーチ
trajneri	コーチング
gjermanisht	ドイツ語
sërish	再び
sërish	アゲイン
teatrin	劇場
teatrin	シアター
teatrin	演劇
teatrin	演劇
teatrin	劇場
american	アメリカン
moshë	age
moshë	年齢
air	空気
air	航空
air	エア
prapa	戻る
prapa	後ろ
prapa	背中
prapa	裏側
veprimet	アクション
kategorisë	カテゴリー
kategorisë	区分
kategorisë	カテゴリ
kategorisë	分類
japonia	日本
gjysmën	半分
gjysmën	ハーフ
vendas	ローカル
vendas	地元
vendas	国内
vendas	ネイティブ
beograd	ベオグラード
grua	女性
niveli	レベル
mysliman	イスラム教
mysliman	ムスリム
klub	クラブ
klub	棍棒
përmbledhje	概説
përmbledhje	概略
përmbledhje	まとめ
përmbledhje	概要
përmbledhje	要約
përmbajtja	コンテンツ
përmbajtja	内容
përmbajtja	内容
çlirimtare	解放
qytetare	シビック
qytetare	市民
tradita	伝統
tradita	伝統
panjohur	不明
elementet	要素
elementet	元素
elementet	エレメント
giovanni	ジョヴァンニ
giovanni	ジョバンニ
lëshuar	発行
mesëm	ミディアム
mesëm	メディア
dukshëm	可視
das	ダス
das	das
official	公式
official	職員
dashuria	ラヴ
dashuria	ラブ
akademia	アカデミー
free	フリー
free	無料
free	自由
nacional	ナシオナル
det	sea
zvicër	スイス
tash	now
tash	ナウ
dikush	誰か
piktura	絵画
piktura	絵画
verior	ノーザン
verior	北方
verior	北部
mbajnë	運ぶ
mbajnë	持ち込み
shoqatës	社団
shoqatës	協会
shoqatës	アソシエーション
shekujve	世紀
mbushur	剥製
banka	バンクス
banka	バンク
banka	銀行
marrëdhënie	性交
marrëdhënie	リレーションシップ
marrëdhënie	交際
plan	計画
plan	プラン
duhen	ニーズ
dyshim	疑念
shenjë	サイン
shenjë	記号
shenjë	署名
ligjet	法律
bashkim	ユニオン
bashkim	同窓会
bashkim	再会
thatë	辛口
thatë	ドライ
thatë	乾燥
artin	art
artin	アート
artin	芸術
artin	美術
afërsisht	おおよそ
afërsisht	おおよそ
nderi	名誉
nderi	名誉
vaj	石油
vaj	オイル
ndersa	while
rinisë	青年
rinisë	若者
rinisë	ユース
rinisë	青春
milan	ミラノ
dhoma	部屋
dhoma	ルーム
dhoma	部屋
dhoma	ルーム
datë	デート
datë	日付
kish	had
artikujt	記事
artikujt	冠詞
gjeneral	全般
gjeneral	一般
gjeneral	将軍
show	ショー
institucionet	機関
kufijtë	境界
kufijtë	余白
doktor	doc
doktor	ドク
doktor	医師
doktor	ドクター
doktor	先生
doktor	医者
personi	人物
ligj	法律
ligj	法学
prodhim	製造業
prodhim	アウトプット
prodhim	出力
prodhim	製品
prodhim	プロダクト
prodhim	製作
prodhim	生産
prodhim	プロダクション
prodhim	製造業
çmime	価格
çmime	受賞
çmime	表彰
çmime	懸賞
çmime	賞品
varg	範囲
varg	レンジ
varg	ストリング
line	直線
line	ライン
sekretari	秘書
fort	きつい
fort	一生懸命
fort	ハード
fort	難しい
fort	強い
fort	濃い
fort	フォート
fort	要塞
valle	ダンス
industriale	工業
piktor	画家
mesjetare	中世
stili	スタイル
filmat	映画
teori	セオリー
teori	理論
natën	ナイト
andrea	アンドレア
marr	ゲット
marr	get
fisi	氏族
fisi	部族
klasa	クラス
klasa	階級
klasa	クラス
kampion	チャンプ
kampion	チャンピオン
manuel	マニュエル
manuel	マヌエル
mbretërinë	レルム
butë	穏やか
butë	優しい
butë	軽度
butë	やわらかい
butë	柔らかい
butë	ソフト
butë	スムーズ
butë	スムース
butë	滑らか
karakteristike	特徴
karakteristike	特性
skenë	現場
skenë	シーン
skenë	場面
skenë	舞台
skenë	ステージ
ndikimi	インパクト
ndikimi	衝撃
ndikimi	影響力
ndikimi	影響
daniel	ダニエル
tekst	テキスト
institutit	研究所
futbolli	サッカー
futbolli	フットボール
pushtimin	侵略
pushtimin	侵攻
austria	オーストリア
marie	マリー
zemër	恋人
zemër	ベイビー
zemër	赤ちゃん
lidh	コネクト
lidh	接続
gjat	長い
gjat	ロング
djalë	男の子
djalë	少年
djalë	ボーイ
pejë	pec
rasti	ケース
rasti	ラスティ
currentclub	currentclub
south	サウス
paraqitje	プレゼン
paraqitje	プレゼンテーション
paraqitje	プレゼン
paraqitje	プレゼンテーション
loja	ゲーム
usa	米国
kategori	カテゴリー
kategori	区分
kategori	カテゴリ
kategori	分類
kategori	カテゴリー
kategori	カテゴリ
kategori	分類
gjurmë	トレース
gjurmë	トレイル
gjurmë	トラック
gjurmë	足跡
ekzekutiv	エグゼクティブ
rregullat	規則
rregullat	ルール
çoi	チェ
pos	pos
besimi	信仰
besimi	信念
besimi	フェイス
besimi	自信
besimi	信頼
besimi	トラスト
besimi	trust
besimi	信頼
grand	グランド
çmim	プライス
çmim	対価
çmim	値段
çmim	価格
çmim	受賞
çmim	表彰
konferenca	カンファレンス
konferenca	会議
luis	ルイス
luis	ルイ
luis	ルイス
hollanda	オランダ
privat	非公開
privat	プライベート
ashpër	厳しい
ashpër	激しい
ashpër	激戦
nënë	おかあさん
nënë	母親
pro	プロ
pro	pro
letra	カード
letra	用紙
letra	ペーパー
letra	手紙
letra	カード
aleksandër	アレクサンドロス
aleksandër	アレクサンダー
aleksandër	アレキサンダー
hapësira	スペース
hapësira	スペース
hapësira	空間
gjoni	ジョン
kineze	中国語
kineze	中国人
toke	ランド
toke	土地
toke	地面
toke	グラウンド
standard	基準
standard	スタンダード
standard	標準
muzikor	ミュージカル
norvegji	ノルウェー
mjete	ツール
mjete	道具
shpirtit	ソウル
shpirtit	霊魂
lojtarët	選手
lojtarët	プレイヤー
lojtarët	ゲーマー
super	すごい
super	スーパー
inter	inter
studiues	研究者
studiues	研究員
studiues	学者
ndihmon	アシスト
objektet	碑文
objektet	オブジェクト
objektet	会場
dem	ブル
gjen	遺伝子
gjen	ジーン
hedhur	出演
hedhur	キャスト
hedhur	ギプス
planet	惑星
planet	計画
planet	プラン
nxjerrë	吸い出し
shërbimeve	ユーティリティー
shërbimeve	ユーティリティ
rritja	成長
rritja	発育
raporti	レポート
raporti	報告
raporti	比率
idetë	アイデア
idetë	アイディア
kodra	ヒル
kodra	ヒルズ
albume	アルバム
shërbimet	サービス
shërbimet	ユーティリティー
shërbimet	ユーティリティ
kërkesat	要件
kërkesat	リクエスト
treg	市場
treg	マーケット
eteeq	eteeq
phoiac	phoiac
zogu	バーディー
zogu	鳥類
zogu	バード
strukturë	構造
strukturë	構成
strukturë	施設
sulmues	ストライカー
akademik	アカデミック
japoneze	日本人
japoneze	ジャパニーズ
japoneze	日本語
japoneze	jap
nënkupton	手段
sport	スポーツ
sport	スポーツ
rowspan	rowspan
civil	文官
ppsh	ppsh
turistike	ツーリスト
turistike	観光
pajisje	デバイス
pajisje	機器
pajisje	道具
pajisje	装備
pajisje	機器
pajisje	機材
pajisje	デバイス
pajisje	機器
pajisje	歯車
pajisje	ギア
mosha	age
mosha	年齢
dallim	区別
dallim	差異
dallim	違い
dallim	差分
përjashtim	例外
biblioteka	図書館
biblioteka	ライブラリ
biblioteka	図書館
biblioteka	ライブラリ
shpirti	精神
shpirti	スピリット
shpirti	ソウル
shpirti	霊魂
vesh	着る
vesh	摩耗
total	合計
paqe	ピース
paqe	平和
botim	出版物
botim	出版
botim	公表
ligë	リーグ
zhanri	ジャンル
rrugëve	ストリート
rrugëve	道路
suksesshëm	成功
kampionati	チャンピオンシップ
kampionati	選手権
net	net
net	ネット
net	ナイツ
force	フォース
referenca	参考文献
referenca	参照
referenca	リファレンス
referenca	リファレンス
referenca	参照
referenca	参考
mungesa	欠席
mungesa	欠如
mungesa	不足
din	din
din	ディーン
shfaqje	ショー
nato	nato
bien	落下
bien	落ちる
bien	落下
policia	警察官
policia	ポリス
policia	警察
koka	head
koka	ヘッド
koka	頭部
koka	ヘッズ
koka	ヘッド
fuqia	権力
fuqia	パワー
funksioni	機能
funksioni	関数
tirane	ティラナ
grafik	グラフ
grafik	グラフィック
adem	アダム
rama	ラーマ
shpellë	洞窟
rrjeti	グリッド
rrjeti	ネットワーク
kulturë	文化
kulturë	カルチャー
vija	ストライプ
brazil	ブラジル
victoria	ビクトリア
victoria	ヴィクトリア
vërtet	本当に
afro	アフロ
ferdinand	フェルディナンド
përgjegjës	キュレーター
dokumente	ドキュメント
dokumente	書類
dokumente	文書
dokumente	ドキュメント
site	サイト
miri	最高
miri	ベスト
miri	best
karakteristikat	特性
karakteristikat	特色
karakteristikat	特徴
romani	ローマン
romani	ロマン
romani	ローマ
romani	小説
london	ロンドン
afrikë	アフリカ
ushqim	食べ物
ushqim	料理
ushqim	食品
mbështetje	サポート
mbështetje	支持
bote	世界
bote	ワールド
lira	リラ
lira	安い
lira	フリー
lira	無料
lira	自由
ushtarë	兵士
njohuri	知識
male	山地
male	山脈
shenja	サイン
menduar	思考
software	ソフトウエア
software	ソフトウェア
nxënësit	生徒
nxënësit	学生
nxënësit	瞳孔
zero	ゼロ
west	ウエスト
west	西部
west	ウェスト
ruajtjen	保全
austri	オーストリア
secila	それぞれ
vetes	自分
vetes	myself
shesh	正方形
shesh	四角
shesh	広場
gjinia	性別
gjinia	ジェンダー
skena	シーン
skena	場面
skena	現場
skena	シーン
skena	場面
skena	舞台
skena	ステージ
sigurt	セーフ
sigurt	金庫
sigurt	安全
sigurt	シュア
kufi	フロンティア
kufi	ボーダー
kufi	国境
kufi	制限
kufi	リミット
kufi	限界
alt	alt
negative	ネガティブ
negative	マイナス
negative	ネガ
aktiviteti	タスク
aktiviteti	アクティビティ
amerikë	アメリカ
mesfushor	ミッドフィールダー
figurat	画像
figurat	イメージ
figurat	フィギュア
box	ボックス
fuqitë	パワーズ
jerry	ジェリー
shtëpitë	家屋
shtëpitë	住宅
vendase	国内
vendase	先住民
vendase	ローカル
vendase	地元
vendase	ネイティブ
poeti	詩人
poeti	歌人
vendlindje	家路
kroaci	クロアチア
alternative	オルタナティブ
alternative	代替
ndryshimi	差異
ndryshimi	違い
ndryshimi	差分
ndryshimi	チェンジ
ndryshimi	変更
ndryshimi	変化
katolik	カトリック
pyetje	質問
pyetje	疑問
pyetje	質問
report	レポート
report	報告
rajonet	リージョン
rajonet	地域
suedia	スウェーデン
string	ストリング
ndeshja	マッチ
ndeshja	一致
edward	エドワード
reale	real
reale	本物
reale	リアル
rusi	ロシア
news	news
news	ニュース
aktivitetin	アクティビティ
shkrime	ログ
drama	ドラマ
sheiku	シーク
djem	boys
djem	男の子
djem	みんな
programin	プログラム
kompleks	コンプレックス
kompleks	錯体
kompleks	複雑
kompleks	化合物
njësitë	単位
njësitë	ユニット
njësitë	エンティティ
njësitë	施設
njësitë	設備
ligjin	法律
ligjin	法学
berat	ベラト
komuniteti	コミュニティ
komuniteti	コミュニティー
meshkuj	オス
meshkuj	男性
meshkuj	メン
kim	キム
fisit	部族
albumin	アルバム
gra	女性
bimë	植物
bimë	プラント
bimë	植物
bas	バス
bas	ベース
fan	ファン
natyra	ネイチャー
natyra	自然
karriera	経歴
karriera	キャリア
karriera	キャリア
karriera	求人
përdoruesi	ユーザー
përdoruesi	ユーザ
shumtë	多数
mjekësore	医学
zemra	心臓
zemra	ハート
zjarr	火事
zjarr	ファイア
zjarr	火災
zjarr	焚き火
mjet	ツール
mjet	工具
mjet	道具
era	wind
trajner	トレーナー
trajner	コーチ
trajner	コーチング
diplomuar	卒業
maqedonia	マケドニア
sidoqoftë	とにかく
shitur	落札
lugina	バレー
lugina	谷間
kopje	コピー
kopje	レプリカ
poste	poste
burra	男性
burra	メン
lirinë	freedom
lirinë	自由
hero	ヒーロー
zagreb	ザグレブ
vajzë	ガール
vajzë	少女
vajzë	女の子
turqia	トルコ
turqia	七面鳥
kontratë	契約
organizatë	団体
organizatë	組織
gara	人種
gara	競走
gara	レース
gara	競走
gara	レース
gara	レーシング
gjysma	半分
gjysma	ハーフ
studim	勉強
aktivitetet	アクティビティ
aktivitetet	活動
aktivitetet	タスク
shkatërruar	破壊された
pali	ポール
pali	パウル
rastet	事例
rastet	ケース
nda	nda
profesionist	プロフェッショナル
shkrim	執筆
shkrim	書き込み
shkrim	筆記
lagje	近所
lagje	近隣
tabela	テーブル
temë	話題
temë	トピック
temë	テーマ
sipërfaqes	表面
sipërfaqes	曲面
shkalla	ラダー
shkalla	ハシゴ
shkalla	はしご
shkalla	梯子
shkalla	スケール
shkalla	縮尺
shkalla	目盛
shkalla	学位
champions	チャンピオンズ
champions	チャンピオン
shkronja	手紙
shkronja	文字
shkronja	キャラクター
qelizat	セル
fundin	スカート
besnik	忠実
bashkëkohore	現代
komunikimit	通信
komunikimit	コミュニケーション
përgjigje	回答
përgjigje	答え
përgjigje	答弁
përgjigje	返信
komisioni	手数料
komisioni	コミッション
komisioni	委嘱
manastir	修道院
manastir	僧院
manastir	修道院
specifike	特定
thirrje	通話
thirrje	コール
shpirtin	ソウル
shpirtin	霊魂
programet	演目
programet	プログラム
programet	アプリ
programet	アプリケーション
programet	ソフトウエア
programet	ソフトウェア
drejtori	監督
drejtori	ディレクター
drejtori	取締役
raport	レポート
raport	報告
mbrapa	戻る
mbrapa	後ろ
mbrapa	背中
mbrapa	裏側
ndarjen	共有
ndarjen	シェア
ndarjen	分割
shekujt	世紀
motra	姉妹
motra	姉妹
motra	シスター
aktivitete	アクティビティ
aktivitete	活動
aktivitete	タスク
industria	業界
industria	産業
lartësia	身長
verdhë	イエロー
verdhë	黄色
shpejtësia	速度
shpejtësia	スピード
zone	ゾーン
zone	zone
naftës	石油
naftës	オイル
bazat	基本
kundërt	リバース
kundërt	反対
fjale	ワード
fjale	言葉
fjale	単語
fjale	word
fjale	言葉
fjale	単語
malor	高地
malor	山地
dukuri	現象
kafshëve	動物
kafshëve	アニマル
kafshëve	動物
pozitive	陽性
pozitive	ポジティブ
epoka	時代
ndarje	師団
ndarje	ディビジョン
ndarje	別居
ndarje	分離
fqinje	隣人
fqinje	近所
washington	ワシントン
pasuri	フォーチュン
rrjet	グリッド
rrjet	ネットワーク
sezon	季節
sezon	シーズン
display	ディスプレイ
profili	プロフィール
profili	プロファイル
shembuj	用例
shembuj	実例
betejë	バトル
betejë	戦闘
betejë	戦い
aftësi	スキル
aftësi	スキル
aftësi	能力
drejtpërdrejtë	ダイレクト
teknik	テクニカル
ministri	公使
ministri	大臣
pjetër	ペーター
pjetër	peter
pjetër	ピーター
mjetet	ツール
mjetet	道具
ketu	ここ
cfg	cfg
aftësitë	スキル
aftësitë	スキル
sulmet	攻撃
nikolla	ニコラス
zgjidhje	ソリューション
zgjidhje	溶液
zgjidhje	ソリューション
punët	雑用
punët	事務
punët	ジョブ
punët	求人
punët	そば
punët	ソバ
nil	ニール
madhësia	サイズ
teatër	劇場
teatër	シアター
teatër	演劇
teatër	演劇
teatër	劇場
last	最終
last	ラスト
last	最後
teknika	テクニック
teknika	技法
teknika	テクニック
tregut	市場
tregut	マーケット
gjaku	血液
gjaku	ブラッド
vendore	ローカル
vendore	地元
bardha	白い
bardha	ホワイト
tregtisë	貿易
tregtisë	トレード
tregtisë	取引
sasia	金額
sasia	数量
programe	演目
programe	プログラム
programe	プログラミング
programe	ソフトウエア
programe	ソフトウェア
filmave	映画
filozofi	哲学
shërbimi	サービス
ahmed	アーメド
parlamenti	議会
parlamenti	国会
