par	tungkol
kapteinis	captain
kapteinis	kapitan
kapteinis	kapitana
kapteinis	master
kapteinis	commander
olas	itlog
olas	itlog
marija	marie
marija	mary
marija	maria
marija	maria
interneta	internet
miljoniem	milyon
miljoniem	millions
iecelts	hinirang
ievērojami	makabuluhang
sarkanā	pula
sarkanā	red
igauņu	estonian
pilnīgi	absolutely
pilnīgi	pasubali
pilnīgi	lubos
pilnīgi	ganap
pilnīgi	totally
ātri	mabilisan
ātri	dali
ātri	mabilis
ātri	kabilis
ātri	fast
līgums	kontrata
līgums	tratado
līgums	kasunduan
revolūcijas	matris
vidējā	karaniwan
metru	metro
literatūras	pampanitikan
literatūras	panitikan
literatūras	panitikang
vides	kapaligiran
biedrs	miyembro
dzīvnieki	hayop
html	html
dibināts	itinatag
šveices	swiss
pazīstama	kilala
tips	type
tips	uri
zinātne	science
zinātne	agham
rezultāti	resulta
rezultāti	kalalabasan
metri	meters
metri	metro
anna	anne
anna	ann
anna	anna
lietuviešu	lithuanian
ietekmē	nakaaapekto
ietekmē	nakakaapekto
abas	parehong
abas	both
abas	pareho
iekļāva	kasama
iekļāva	nasama
veic	nagsasagawa
veic	gumaganap
nat	nat
teātris	tanghalan
bīskaps	bishop
bīskaps	obispo
katra	bawat
radās	naganap
radās	lumitaw
vecāki	parents
vecāki	magulang
vecāki	older
pagaidu	pansamantala
pagaidu	probisyonal
policijas	pulisya
policijas	pulis
galvas	head
galvas	ulo
galvas	head
galvas	heads
federācijas	pederasyon
krāsu	kulay
krāsu	kulay
ungārijas	hungarian
vienkārši	simple
vienkārši	simpleng
vienkārši	simply
lielās	ipagmalaki
ministrijas	ministries
ministrijas	ministry
ekonomikas	ekonomiya
ekonomikas	economic
ekonomikas	economies
izveidot	gumawa
izveidot	lumikha
tēviņi	males
tēviņi	male
tēviņi	lalaki
forma	shape
forma	hugis
forma	anyo
krāsas	paint
krāsas	pintura
krāsas	kulay
nedēļas	linggo
nedēļas	lingguhan
nedēļas	lingguhang
tūkstoši	libong
tūkstoši	libo
tūkstoši	libo
garš	tangkad
garš	matangkad
garš	mahaba
garš	matagal
garš	haba
sērijas	serye
sērijas	series
desmit	sampung
desmit	sampu
imperators	emperador
strauji	mabilis
strauji	kabilis
strauji	fast
pāris	pares
augstākās	supreme
augstākās	kataas
sauszemes	panlupa
barības	feed
ūdenī	tubig
vienīgā	sole
pieņemts	ipinapalagay
pieņemts	tinanggap
pieņemts	pinagtibay
atklāts	buksan
atklāts	bukas
atklāts	open
diezgan	pretty
beidzās	tinapos
beidzās	natapos
beidzās	natapos
tilts	tulay
ielām	kalye
des	des
tabula	lamesa
tabula	mesa
tabula	talahanayan
tabula	table
cauri	through
džeimss	james
wikipedia	wikipedia
blakus	katabi
blakus	katabi
arhitektūras	arkitektura
strādāt	working
strādāt	pagtatrabaho
strādāt	gumagana
strādāt	nagtatrabaho
kom	com
japāņu	hapon
japāņu	japanese
japāņu	hapones
mūzika	sinauna
mūzika	tugtog
mūzika	musika
mūzika	tugtugin
mūzika	music
province	probinsya
province	province
province	probinsiya
province	lalawigan
padome	konseho
padome	konsilyo
itāļu	italian
itāļu	italyano
naudas	pera
naudas	salapi
iso	iso
mēness	buwan
mēness	moon
vācija	germany
vācija	alemanya
vācija	mikrobyo
aleksandra	alexandra
vārtsargs	goalkeeper
kuģis	vessel
kuģis	barko
kuģis	craft
die	die
die	mamatay
die	mamamatay
iet	paglalakad
iet	maglakad
iet	lumakad
iet	lakad
iet	walk
marta	marta
marta	martha
marta	marso
mūziķis	musikero
turnīrs	tournament
nikolajs	nikolaj
nikolajs	nicolás
nikolajs	nicholas
nikolajs	nikolay
vara	tanso
vara	power
vara	kapangyarihan
nacionālais	national
nacionālais	pambansa
nacionālais	pambansang
nacionālais	nasyonal
profesors	professor
profesors	propesor
beidza	nilabasan
organizācija	organisasyon
fifa	fifa
wiki	wiki
nākamais	kasunod
nākamais	susunod
nākamais	next
naktī	gabi
pārāk	masyadong
pārāk	rin
uzskatīja	naniwala
kauja	labanan
orbītā	orbita
atbilst	tumutugma
atbilst	laban
atbilst	tugma
satiksme	traffic
satiksme	trapiko
līguma	kontrata
reti	madalang
reti	bihira
reti	bihirang
reti	bihira
atpakaļ	backward
atpakaļ	likod
atpakaļ	bumalik
atpakaļ	balikan
atpakaļ	balik
darbā	recruiting
aug	lumalaki
aug	lumalaking
aug	pagsikat
aug	sumisikat
aug	rising
aug	lumalaki
piešķirts	assigned
piešķirts	kagustuhang
piešķirts	itinalaga
piešķirts	nakatalaga
piešķirts	granted
piešķirts	tinupad
piešķirts	ipinagkaloob
piešķirts	ipinagkakaloob
parādījās	lumitaw
parādījās	lumitaw
dinastija	awan
sniega	niyebe
sniega	snow
piekrastes	baybay
vladimirs	vladimir
punktus	tuldok
punktus	points
rūpniecības	industrial
rūpniecības	industriyal
skaņas	tunog
skaņas	tunog
skaņas	sounds
kalns	bundok
dzīve	buhay
spēja	kapabilidad
spēja	kapasidad
spēja	makayanan
spēja	kakayahan
spēja	kakayahang
spēja	kakayahan
deju	sayaw
rada	lumilikha
māja	bahay
marijas	marie
variants	variant
dānijas	danish
balss	boses
varbūt	marahil
varbūt	siguro
varbūt	baka
maija	maya
nosaukta	pinangalanang
nosaukta	pinangalanan
nosaukta	nagngangalang
romāns	roman
romāns	romano
romāns	nobela
sacelšanās	warsaw
sacelšanās	insurrection
sacelšanās	kokhba
sacelšanās	paghihimagsik
atbalsta	suportahan
atbalsta	support
atbalsta	sumusuporta
atbalsta	suporta
atbalsta	sumuporta
atbalsta	sinusuportahan
atbalsta	sumusuporta
sia	sia
sia	ltd
numuru	bilang
maz	kaunti
maz	maliit
salīdzinoši	relatibong
karaliste	kaharian
direktors	direktor
direktors	director
svētki	festival
svētki	fest
svētki	festivals
svētki	pagdiriwang
svētki	selebrasyon
sirds	cardiac
sirds	heart
sirds	puso
otrs	pangalawa
krievija	rusya
krievija	russia
logo	logo
logo	logo
saraksta	listahang
saraksta	listahan
personas	persons
van	van
atteicās	tumanggi
mūra	masonerya
mūra	moore
dziedātāja	singer
deputāts	miyembro
attīstību	evolution
attīstību	ebolusyon
problēmas	problema
problēmas	problema
ātrumu	bilis
krustojums	junction
piederēja	makamtan
somu	pinlandes
utt	atbp
utt	etc
ātrums	hagibis
ātrums	bilis
sasniegt	makakamit
sasniegt	makamit
sasniegt	achieve
romiešu	roman
romiešu	romano
fide	fide
nekad	never
čempioni	champions
ņemts	taken
parīzē	paris
parīzē	parokya
sacīkstes	races
sacīkstes	racing
sacīkstes	karera
sacīkstes	lahi
arhitekts	arkitekto
abu	abu
autoceļš	daan
stacijā	estasyon
stacijā	station
stacijā	istasyon
jēzus	hesus
jēzus	jesus
maršruts	ruta
maršruts	route
maršruts	itinerary
janvāra	january
janvāra	enero
ģimene	kapamilya
ģimene	pamilya
deva	dosis
deva	dosis
karte	mapa
ūdeni	tubig
katrs	bawat
vecākais	elder
vecākais	senior
vecākais	oldest
piedalīties	lumahok
piedalīties	sumali
ārsts	physician
ārsts	doktor
ārsts	doctor
dati	datos
dati	data
labāk	better
lietot	gamitin
aizņem	occupied
apzīmē	denotes
līča	golpo
līča	gulf
atlantijas	atlantic
norvēģijas	norwegian
uzreiz	kaagad
uzreiz	agad
uzreiz	kaagad
tēva	ama
tēva	tatay
tēva	father
igaunijā	estonia
ziemā	taglamig
ziemā	winter
dažkārt	minsa
dažkārt	minsan
starta	starter
france	pransiya
france	france
brazīlijas	brazil
brazīlijas	brazilian
rekords	record
rekords	talaan
rekords	rekord
vēja	hangin
sievietes	babae
sievietes	female
sievietes	kababaihan
mērķi	naglalayong
mērķi	goals
mērķi	pinupuntirya
tīkla	network
krāsa	kulay
krāsa	kulay
novembra	nobyembre
novembra	november
skolotāju	guro
skolotāju	teacher
pauls	paul
pauls	pablo
attēla	larawan
attēla	imahe
mantojuma	mana
mantojuma	pamana
mantojuma	heritage
nationalcaps	nationalcaps
zvaigzne	bituin
zvaigzne	star
vārtus	gate
iespēja	pagkakataon
iespēja	chance
iespēja	pagkakataon
iespēja	opportunity
iespēja	opsyon
iespēja	posibilidad
atšķiras	iiba
jūru	seas
jūru	kabilang
nationalgoals	nationalgoals
spēlētāji	manlalaro
tiesas	courts
mātes	nanay
mātes	ina
rudenī	taglagas
rudenī	autumn
veselības	kalusugan
mēnešus	buwan
mēnešus	months
piecas	limang
piecas	lima
piecas	singko
mira	mira
mira	namatay
vēsturiski	makasaysayang
vēsturiski	makasaysayang
viduslaiku	medyebal
gleznotājs	pintor
karaspēku	hukbo
nolēma	nagpasya
nolēma	naisipang
nolēma	nagdesisyon
nolēma	napagdesisyunan
francija	pransiya
francija	france
viljams	william
tirgus	merkado
tirgus	merkado
tirgus	palengke
tirgus	pamilihan
tirgus	market
puse	partido
puse	party
puse	pagdiriwang
puse	pagtitipon
laikam	hulaan
mācītājs	pari
mācītājs	pastor
londonā	london
londonā	londres
slimības	sakit
cilts	tribo
viktors	viktor
viktors	victor
likums	batas
džordžs	george
spēlēt	dula
spēlēt	play
spēlēt	makipaglaro
spēlēt	maglaro
vīriešiem	kalalakihan
kājas	talampakan
kājas	paa
kājas	binti
lietuvā	lithuania
berlīnes	berlin
centrālās	central
centrālās	gitnang
šķērso	tawiran
šķērso	tatawid
šķērso	krus
kategorijā	kategorya
bibliotēka	aklatan
bibliotēka	library
vajadzībām	pangangailangan
astes	tail
astes	buntot
astes	krus
divīzija	division
divīzija	dibisyon
izmērs	laki
izmērs	sukat
nasa	nasa
gustavs	gustav
iepriekšējais	dating
iepriekšējais	nakaraang
tornis	tore
tornis	tower
tornis	toreng
neliela	slight
ilgums	tagal
programma	program
programma	programa
institūts	institute
institūts	suriang
uefa	uefa
komitejas	committees
process	maproseso
process	prosesong
process	proseso
nomira	namatay
grūti	hard
grūti	mahirap
grūti	mahirap
naftas	petroleum
vidējais	karaniwan
vidējais	panggitnang
vidējais	mean
veidot	gumawa
veidot	lumikha
veidot	bumuo
veidot	magtayo
saimniecības	holdings
saimniecības	bukid
saimniecības	hawak
nosaukts	pinangalanang
nosaukts	pinangalanan
nosaukts	nagngangalang
muzeja	museo
kļūstot	nagiging
kuģi	ships
kuģi	vessels
hercogs	duke
objekti	bagay
strādā	working
strādā	pagtatrabaho
strādā	gumagana
strādā	nagtatrabaho
posms	phase
posms	hakbang
posms	step
posms	entablado
posms	yugto
posms	stage
stipri	malakas
stipri	strong
stipri	mabigat
komisijas	komisyon
komisijas	commission
komisijas	komisyon
statuss	status
statuss	katayuan
regulāri	regular
regulāri	regular
klase	klase
val	val
administratīvi	administrative
starts	simula
starts	simulan
starts	magsimula
united	united
united	nagkakaisa
plānots	binalak
iekļautas	kasama
iekļautas	nasama
savieno	kumokonekta
savieno	pagkonekta
savieno	kinokonekta
savieno	ikonekta
savieno	kumonekta
savieno	inuugnay
alberts	albert
politiskā	pulitikal
politiskā	politikal
politiskā	pampulitika
cīņu	lumaban
dažreiz	minsa
dažreiz	minsan
metāla	metal
metāla	metallic
bataljona	battalion
windows	windows
putniem	birds
putniem	ibon
edgars	edgar
viļņas	vilna
krustojumā	kanto
meita	daughter
dodas	headed
inženieris	engineer
šūnas	cells
kijevas	kiev
ffffff	ffffff
stundas	oras
klimats	klima
pusi	kalahati
pusi	kalahating
pusi	half
atsevišķi	magkakahiwalay
atsevišķi	hiwalay
atsevišķi	magkahiwalay
atsevišķi	hiwalay
galva	head
galva	ulo
lidojuma	flight
lidojuma	lipad
mazā	baby
mazā	sanggol
mazā	babe
mihails	mikhail
galerija	gallery
beidzas	matatapos
beidzas	mawawalan
beidzas	nagtatapos
beidzas	ending
ziņas	balita
ziņas	news
reliģija	pananampalataya
reliģija	relihiyon
ietver	magsama
ietver	isama
ietver	nagsasama
operācijas	operations
operācijas	operasyon
operācijas	surgery
operācijas	operasyon
ogres	ogre
telpas	kuwarto
telpas	kwarto
lieli	large
lieli	malaki
lieli	malaking
lieli	big
lieli	malaking
lieli	malaki
loma	tungkulin
laukums	lugar
laukums	area
laukums	lawak
pārstāvis	kinatawan
kopējo	karaniwan
kopējo	karaniwang
joslas	banda
joslas	bands
filozofs	pilosopo
robeža	hangganan
robeža	boundary
robeža	limitasyon
robeža	limitahan
mājās	tahanan
mājās	bahay
mājās	makauwi
vadītāja	driver
vadītāja	drayber
zirgu	kabayo
izdota	inisyu
bankas	pampang
bankas	bangko
prix	prix
kosmos	kosmos
sieva	asawa
purva	marsh
purva	lumubog
vietne	site
paliek	nananatiling
paliek	mananatili
paliek	mananatiling
paliek	mananatiling
diennakts	magdamag
četri	apat
savvaļas	wild
savvaļas	ligaw
dod	binibigyan
dod	nagbibigay
dod	ibigay
dod	magbigay
projekts	project
projekts	proyekto
projekts	taumbayan
pētījumi	araling
pētījumi	aral
pētījumi	pananaliksik
pētījumi	pagsisiyasat
pētījumi	research
institūtā	institute
institūtā	suriang
komandieri	commanders
komandieri	commander
mārtiņš	martin
brāļi	magkakapatid
brāļi	magkapatid
brāļi	kapatid
brāļi	brothers
vienlaicīgi	sabay
izskatās	mukhang
tehnoloģiju	teknolohiya
vada	itaboy
beidzot	wakas
lietots	ginamit
lietots	nagamit
lietots	ginagamit
malas	gilid
malas	edge
malas	dulo
virsnieks	opisyal
saistīts	kaanib
saistīts	nauugnay
saistīts	kaugnay
saistīts	kaugnayan
saistīts	kaugnay
tumši	madilim
tumši	maitim
tumši	dilim
struktūra	istraktura
centrālā	central
centrālā	gitnang
nil	nil
jūnija	june
jūnija	hunyo
ziemeļrietumu	northwestern
ziemeļrietumu	northwest
kļūt	maging
zinātnieki	iskolar
zinātnieki	scientist
zinātnieki	siyentipiko
celta	nakapaloob
celta	binuo
min	min
iestādes	kinauukulan
iestādes	institusyon
kreisais	natitira
kreisais	pakaliwa
kreisais	iniwan
kreisais	naiwan
kreisais	kaliwa
lietus	ulan
lietus	umulan
heinrihs	heinrich
senās	ancient
senās	sinaunang
ādas	leather
ādas	balat
ķermenis	katawan
kods	code
kods	kodigo
enerģija	enerhiya
pēdējās	huling
pēdējās	huli
pēdējās	last
panākumus	tagumpay
metodes	pamamaraan
ļāva	pinapagana
ļāva	pinagana
eduards	eduard
līmenis	tier
līmenis	antas
līmenis	level
jurists	abugado
jurists	abogado
dzimšanas	kapanganakan
modelis	model
uzstādīts	nakakabit
uzstādīts	installed
uzstādīts	install
uzstādīts	nakaluklok
parīzes	paris
parīzes	parokya
augstāko	pinakamataas
simbols	simbolo
simbols	sagisag
cieta	solid
cieta	matibay
cieta	nagdusa
salām	kapuluang
kompānijas	kumpanya
kompānijas	kompanya
ekspedīcija	tiki
īpašnieks	hawak
īpašnieks	panghawakan
īpašnieks	holder
kustība	galaw
kustība	mosyon
kustība	gumagalaw
kustība	paggalaw
kustība	kilusan
galvaspilsētu	capitals
kapos	graves
satversmes	konstitusyonal
brīvi	malayang
gāzes	gas
saruna	usapan
saruna	uusap
noteikumi	alituntunin
noteikumi	rules
noteikumi	tuntunin
izraēlas	israeli
pašas	parehong
pašas	same
frontes	frontline
dažiem	ilang
dažiem	ilan
unesco	unesco
eiro	euro
oto	otto
madonas	madona
baznīcā	iglesia
baznīcā	simbahan
baznīcā	church
ilga	tumagal
dziedātājs	singer
dievs	god
dievs	diyos
satiksmes	traffic
satiksmes	trapiko
literatūrā	panitikan
literatūrā	panitikang
pamata	basic
dzīvniekiem	hayop
karavīru	sundalo
attīstība	development
attīstība	pagpapaunlad
attīstība	unlad
attīstība	evolution
attīstība	ebolusyon
attīstība	developments
sts	sts
vispirms	unang
vispirms	muna
iepriekšējā	dating
iepriekšējā	nakaraang
parka	liwasan
parka	park
darboties	gumana
līderis	lider
klases	pasok
veidnes	template
ford	ford
matemātiķis	matematiko
meitas	daughters
spārnu	wing
spārnu	pakpak
pašvaldība	munisipalidad
pašvaldība	munisipyo
profesionāls	professional
profesionāls	propesyonal
platums	latitude
platums	lapad
arena	arena
vairums	pinaka
vairums	karamihan
sasniedzot	naaabot
statistika	istatistika
statistika	istatistika
statistika	stats
statistika	statistic
programmu	program
programmu	programa
saukts	tinawagan
saukts	tinatawag
saukts	tinawag
skaņu	tunog
zāle	damo
amats	tungkulin
amats	punsiyon
amats	posisyon
amats	opinyon
amats	post
amats	poste
georgs	georg
februāra	february
februāra	pebrero
sergejs	sergey
sergejs	sergei
japāna	japan
japāna	hapon
valters	walter
krastu	shore
krastu	baybayin
paralēli	kahilera
balta	maputi
balta	puti
izskats	anyo
izskats	itsura
izskats	hitsura
pulkvedis	colonel
pašreizējais	current
pašreizējais	kasalukuyan
pašreizējais	kasalukuyang
pašreizējais	kasalukuyan
vienlaikus	sabay
vienlaikus	sabay
biedru	mate
žurnālists	mamamahayag
tīmekļa	web
masas	sambayanan
masas	mass
masas	misa
masas	masa
standarta	pamantayan
standarta	karaniwang
standarta	standard
piemērs	halimbawa
praktiski	praktikal
neliels	slight
marks	mark
marks	marc
pasludināja	proclaimed
vajadzētu	dapat
augstu	high
augstu	mataas
uzmanību	atensyon
uzmanību	pansin
teksts	text
teksts	txt
teksts	teksto
iekārtas	kagamitan
iekārtas	makinarya
ēriks	eric
ēriks	erik
somijā	finland
ģitāra	guitar
ģitāra	gitara
pols	paul
pols	pablo
music	sinauna
music	tugtog
music	musika
music	tugtugin
music	music
dienām	araw
veiksmīgi	matagumpay
veiksmīgi	matagumpay
veiksmīgi	tagumpay
mājaslapā	webpage
mājaslapā	website
mājaslapā	homepage
fakultātes	faculty
priekšā	harapan
priekšā	harap
augstākais	itaas
augstākais	upper
augstākais	pinakamataas
lācis	madala
lācis	oso
lācis	kinaya
operas	opera
papildu	karagdagang
papildu	dagdag
papildu	extra
papildu	supplemental
tilta	tulay
apstiprināja	kumpirmado
apstiprināja	nakumpirma
rezerves	taglay
rezerves	spare
rezerves	ekstrang
rezerves	reserve
rezerves	reserba
runā	talking
runā	speech
runā	pananalita
runā	talumpati
runā	pagsasalita
runā	magsalita
runā	nagsasalita
dolāru	dolyar
kvalifikācijas	qualification
versijas	bersyon
procesā	maproseso
procesā	prosesong
procesā	proseso
apraksts	paglalarawan
biedrība	association
uzdevums	gawain
esošo	umiiral
žurnāla	log
skatuves	pinangyarihan
skatuves	eksena
skatuves	tanawin
deivids	david
skaitlis	bilang
paraksts	lagda
paraksts	pirma
kustību	paggalaw
kustību	kilusan
portugāles	portuguese
portugāles	portuges
sērija	serye
sērija	series
sērija	batch
slavas	fame
kristus	cristo
kristus	christ
kristus	kristo
atsevišķu	hiwalay
ietekme	epekto
ietekme	impluwensiya
ietekme	impluwensya
ietekme	effects
ietekme	epekto
ietekme	effect
ietekme	epekto
vēsturi	kasaysayan
vēsturi	history
veidots	hugis
veidots	nakapaloob
veidots	binuo
tomass	thomas
uzņēmumi	kumpanya
uzņēmumi	kompanya
acis	mata
ieguvēji	winners
atmosfēras	kapaligiran
atmosfēras	atmospheric
maikls	michael
līdzīga	kapareho
līdzīga	magkatulad
līdzīga	katulad
literatūra	panitikan
literatūra	panitikang
literatūra	bibliography
pakāpeniski	unting
pakāpeniski	unti
piedalījusies	lumahok
četriem	apat
pietiekami	sapat
pietiekami	sapat
redzams	nakikita
kopienas	pamayanan
kopienas	komunidad
augi	halaman
augi	damo
apvienības	asosasyon
daudziem	maraming
daudziem	marami
pakāpes	grade
pakāpes	grades
pakāpes	grado
minēts	cited
minēts	nabanggit
minēts	binanggit
uzvārds	apelyido
baltā	maputi
baltā	puti
rūpnīca	planta
rūpnīca	halaman
rūpnīca	pabrika
rūpnīca	factory
mazais	kaunti
mazais	maliit
mācības	pagsasanay
politikas	patakaran
politikas	patakaran
argentīnas	argentinian
argentīnas	argentine
ernests	ernest
mežu	woodland
putns	ibon
skolotājs	guro
skolotājs	teacher
ēģiptes	egyptian
purvs	fen
purvs	marsh
purvs	lumubog
pietekas	tributaries
islāma	islamic
islāma	islam
augsta	high
augsta	mataas
aprīļa	april
aprīļa	abril
laukumā	parisukat
ražošana	paggawa
ražošana	produksyon
ražošana	production
ražošana	paggawa
ražošana	manufacturing
ražošana	pagmamanupaktura
love	nagmahal
love	love
love	nagmamahal
melnā	itim
idejas	ideya
īrijas	intsik
īrijas	irish
īrijas	irlandes
priekšsēdētāja	pangulo
priekšsēdētāja	presidente
priekšsēdētāja	chairman
tūkstošiem	libo
tartu	tartu
alfrēds	alfred
profesija	propesyon
barību	feed
international	internasyonal
international	international
international	internasyunal
international	pandaigdig
tramvaju	bagon
spēkā	valid
spēkā	bisang
spēkā	puwersa
sekoja	sinusubaybayan
sekoja	sumunod
sekoja	sinundan
priekšnieks	chief
priekšnieks	hepe
priekšnieks	warden
priekšnieks	bossing
priekšnieks	amo
priekšnieks	boss
pozīcijas	headings
savienojumi	compounds
instrumenti	instruments
instrumenti	kasangkapan
instrumenti	instrumentation
sievas	asawa
sievas	wives
federācija	pederasyon
augsts	high
augsts	mataas
darbos	gawa
pleskavas	pskov
pareizticīgo	ortodoksong
militāro	military
militāro	pangmilitar
militāro	militar
spēka	lakas
spēka	tibay
spēka	puwersa
kosmonauts	cosmonaut
cenšas	sinusubukang
cenšas	sinusubukan
zvaigznes	stars
vēsturnieks	historian
ādolfs	adolf
live	mabuhay
live	mamuhay
live	live
meistars	master
deputāti	miyembro
deputāti	members
deputāti	kasapi
termins	term
termins	termino
termins	kataga
nesējs	carrier
objekts	bagay
objekts	object
objekts	sasailalim
objekts	paksa
objekts	subject
dibinātājs	tagapagtatag
dibinātājs	founder
lika	iniutos
riga	riga
uzņēmējs	operator
uzņēmējs	businessman
uzņēmējs	negosyante
uzņēmējs	negosyante
tuvu	close
tuvu	malapit
tuvu	isara
tuvu	malapit
atbrīvošanas	paglaya
atbrīvošanas	liberation
spēks	lakas
spēks	tibay
spēks	puwersa
aparāts	apparatus
pasugas	subspecies
ierindojās	ranked
slovākijas	eslobako
saraksti	listahan
lidojums	flight
lidojums	lipad
laikraksta	diyaryo
laikraksta	pahayagan
uzvara	tagumpay
uzvara	panalong
kreisā	natitira
kreisā	pakaliwa
kreisā	iniwan
kreisā	naiwan
kreisā	kaliwa
persona	taong
persona	person
persona	tao
ieroču	arms
ieroču	armas
atjaunošanas	tatag
soda	parusa
soda	soda
tag	tag
tag	tags
virzieni	direksiyon
lietas	bagay
lietas	kaso
berlīnē	berlin
ieviesa	nagpakilala
ieviesa	pinakilala
ieviesa	nagpasimula
ieviesa	ipinakilala
teorija	panukala
teorija	teoriya
teorija	teorya
harijs	harry
čikāgas	chicago
ostas	daungan
banka	bangko
plašu	malawak
iekļauti	kasama
iekļauti	nasama
iekļauti	inline
ivans	ivan
rūdolfs	rudolph
rūdolfs	rudolf
valdnieks	ruler
misijas	misyon
vadība	management
vadība	pamamahala
vadība	tagapamahala
vadība	command
vadība	utos
vadība	pamumuno
ministra	ministro
ministra	minister
tūrisma	turista
nepieciešama	kinakailangan
nepieciešama	kailangan
nepieciešama	kinakailangan
augšējā	itaas
augšējā	upper
augšējā	tuktok
augšējā	nangunguna
augšējā	itaas
parkā	liwasan
parkā	park
kanāls	canal
kanāls	channel
hermanis	hermann
progress	progreso
tev	ikaw
tev	ka
tev	mo
seko	subaybayan
seko	sundan
ilgi	mahaba
ilgi	matagal
ilgi	haba
bibliotēkas	aklatan
bibliotēkas	library
šosejas	highway
doktora	doctorate
iekšlietu	panloob
zināma	kilala
krimas	crimea
beļģijas	belgian
paziņots	inabisuhan
paziņots	inihayag
paziņots	inanunsyo
dāņu	danish
oglekļa	karbon
oglekļa	carbon
māksla	sining
māksla	art
māksla	sining
pārējie	iba
teorijas	theories
youthclubs	youthclubs
decembra	december
decembra	disyembre
dzejas	verses
dzejas	tula
dzejas	poetry
uzbruka	sinugod
uzbruka	umatake
noteikt	ayusin
noteikt	matukoy
galvu	head
galvu	ulo
savvaļā	wild
savvaļā	ligaw
veikti	taken
apkopoti	naipon
akadēmijā	academy
līcis	golpo
līcis	gulf
līcis	look
līcis	bay
locekļi	miyembro
locekļi	members
locekļi	kasapi
okeānā	karagatan
aste	tail
aste	buntot
turpina	patuloy
turpina	magpatuloy
turpina	ipagpatuloy
skats	pagtingin
skats	tingnan
skats	tignan
skats	panonood
skats	view
kalifornijas	california
dibināšanas	amang
dibināšanas	formation
gaiši	liwanag
gaiši	magaan
gaiši	ilaw
gaiši	pale
lauka	patlang
lauka	field
lauka	larangan
attīstās	umuusbong
attīstās	develops
zaļā	berdeng
zaļā	green
zaļā	berde
vecā	matanda
vecā	luma
sasniegumi	achievements
sasniegumi	nagawa
apvieno	pinagsasama
žans	jean
pilots	pilot
pilots	piloto
dienvidaustrumu	southeast
preses	pindutin
zivis	isda
novērot	masdan
novērot	pagmasdan
novērot	pinagmamasdan
tostarp	kasama
šķirnes	varieties
šķirnes	variety
faktiski	actually
līdzīgs	kapareho
līdzīgs	magkatulad
līdzīgs	katulad
atgādina	recalls
šūnu	cellular
uzbrukumu	attack
uzbrukumu	atake
stāsts	story
stāsts	kuwento
stāsts	kwento
aleksejs	alexei
bāze	base
bāze	basehan
palīdz	tumulong
palīdz	assists
palīdz	tumutulong
palīdz	tinutulungan
palīdz	tumutulong
vietējo	katutubo
vietējo	katutubong
žurnāls	magazine
žurnāls	magasin
indijā	india
pakalpojumu	serbisyo
pakalpojumu	paglilingkod
uzņemts	inamin
pabeigta	tapos
pabeigta	nakumpleto
pabeigta	natapos
pabeigta	complete
pabeigta	kumpletuhin
pabeigta	kompleto
pabeigta	kumpleto
plāna	plano
plāna	plan
plāna	magplano
cīņa	labanan
cīņa	pakikibaka
cīņa	struggle
cīņa	aaway
cīņa	fighting
cīņa	lumaban
apvienība	association
igors	igor
kapi	graves
kapi	cemetery
kapi	libingan
kapi	sementeryo
izmantošana	paggamit
izmantošana	gamitin
sports	palakasan
sports	sport
sports	isport
sports	palakasan
sports	isports
sports	sports
life	buhay
ziemeļaustrumu	isan
bēgļu	refugee
konference	conference
konference	pagpupulong
spānija	espanya
spānija	spain
zālē	hall
filozofijas	pilosopiya
rakstīja	sinulat
rakstīja	wrote
rakstīja	nagsulat
karaliene	queen
karaliene	reyna
sekretārs	sekretarya
sekretārs	kalihim
sešas	anim
novgorodas	novgorod
itālija	italya
rakstīšanas	typing
apzīmējums	term
apzīmējums	termino
apzīmējums	kataga
apzīmējums	designation
kalna	bundok
nākamo	kasunod
nākamo	susunod
nākamo	next
dienās	araw
ķīniešu	intsik
ķīniešu	tsino
ķīniešu	chinese
vietnieks	kahaliling
vietnieks	alternatibong
vietnieks	alternate
vietnieks	deputy
saņem	makatanggap
saņem	matanggap
saņem	tumanggap
saņem	natatanggap
arēna	arena
henrijs	enrique
henrijs	henry
elseif	elseif
stenlija	stanley
filips	felipe
filips	philip
kari	kari
kari	wars
attīstījās	evolved
militārā	military
militārā	pangmilitar
militārā	militar
tehnoloģijas	teknolohiya
problēmu	problema
viņai	her
viņai	kanya
viņai	siya
dienvidslāvijas	yugoslavia
nāciju	nations
attēli	picture
attēli	photos
attēli	larawan
vii	vii
treneri	coach
elements	element
elements	elementong
elements	elemento
pieci	limang
pieci	lima
pieci	singko
sienas	dingding
sienas	pader
sienas	pader
stāvoklī	buntis
gadsimts	siglo
gadsimts	century
teodors	theodore
teodors	theodor
kādreiz	someday
kādreiz	ever
kultūra	kultura
kultūra	nok
kultūra	crop
tituls	titulo
tituls	pamagat
tituls	title
celtniecība	konstruksiyon
celtniecība	construction
celtniecība	konstruksyon
kalnos	bundok
atjaunota	ibinalik
artūrs	arthur
glezna	painting
glezna	pinta
nelielas	menor
nelielas	minor
nelielas	slight
koris	koro
radīt	gumawa
radīt	lumikha
birojs	kawanihan
birojs	tanggapan
birojs	katungkulan
birojs	opisina
oskars	oscar
oskars	oskar
ierakstīts	inilagay
ierakstīts	pinasok
ierakstīts	naipasok
sibīrijas	siberian
