strategic	stratégiai
transferata	átadott
musulman	muszlim
musulman	muzulmán
musulman	muszlimok
omagiu	tribute
omagiu	hódolat
negativa	negatív
manuale	tankönyvek
manuale	kézikönyvek
estimeaza	becsült
estimeaza	becslés
dezvaluit	lepel
dezvaluit	felfedte
dezvaluit	felfedte
maritim	tengeri
maritim	tengerészeti
nixon	nixon
zborul	repülőút
zborul	repülés
zborul	járat
zborul	repülési
arcade	játékterem
arcade	arcade
voluntar	önkéntes
voluntar	önként
voluntar	önkéntesen
voluntar	önkéntes
tramvai	villamos
responsabilitatea	felelősséget
responsabilitatea	felelősség
ceh	csehország
ceh	cseh
elias	elias
stanca	szikla
stanca	kő
stanca	rock
stanca	szikla
stanca	kő
stanca	rock
sfert	negyedév
sfert	negyed
violente	erőszakos
colt	sarkon
colt	kanyar
colt	sarok
colt	sarkon
colt	kanyar
colt	sarok
colt	colt
esec	elbukott
esec	sikertelen
esec	meghibásodás
esec	bukás
esec	kudarc
esec	meghibásodás
esec	bukás
esec	kudarc
cannes	cannes
trib	törzs
anatomie	anatómia
confirma	megerősítés
confirma	megerősítése
confirma	megerősíteni
confirma	megerősítve
confirma	megerősítés
confirma	megerősítése
confirma	megerősíteni
confirma	megerősítve
houston	houston
houston	houstonban
yeung	yeung
eficienta	hatékony
eficienta	hatékonyan
eficienta	eredményes
eficienta	hatékony
eficienta	hatásos
eficienta	effektív
eficienta	eredményes
eficienta	hatékonyság
eficienta	hatékonyság
eficienta	hatékony
eficienta	hatékonyan
eficienta	eredményes
eficienta	hatékonyság
proiectare	dizájn
proiectare	tervezési
proiectare	design
proiectare	tervezés
marche	marche
sancho	sancho
violenta	erőszak
violenta	erőszakos
violenta	erőszakos
violenta	erőszak
violenta	erőszakos
violenta	erőszak
violenta	erőszakos
eleanor	eleanor
oferta	ajánlat
oferta	ajánlatot
oferta	ajánlat
oferta	ajánlatot
favorabile	kedvező
favorabile	kedvező
castro	castro
geologice	földtani
geologice	geológiai
franc	franc
flavius	flavius
koch	koch
israeliene	izraeli
israeliene	izraeliek
furtuna	vihar
furtuna	vihar
furtuna	vihar
vatican	vatikáni
vatican	vatikán
ken	ken
ken	kene
remarcabil	figyelemreméltó
remarcabil	kiváló
remarcabil	kiemelkedő
remarcabil	kimagasló
biologice	biológiai
stiut	tudtam
stiut	tudta
regulate	rendszeresen
regulate	rendszeres
regulate	normál
lusignan	lusignan
rwanda	ruanda
biblioteci	könyvtárak
ciudat	különös
ciudat	furcsa
ciudat	fura
ciudat	furcsa
ciudat	páratlan
ciudat	furcsa
productions	productions
productions	produkció
natiune	nemzet
natiune	nemzet
mal	mal
adapost	menedéket
adapost	menedék
adapost	menedéket
adapost	menedék
status	állapot
status	státusz
tower	tower
tower	torony
prada	zsákmány
prada	préda
prada	zsákmányt
prada	zsákmány
prada	zsákmány
prada	préda
prada	prada
regiment	ezred
artista	művész
artista	előadó
artista	művész
artista	előadó
titan	titán
titan	titán
marci	márkák
marci	jelölések
marci	védjegyek
marci	marks
marci	marci
revue	revü
ordinele	parancsok
ordinele	megrendelések
ordinele	parancs
ordinele	parancsot
ozn	ufó
ozn	ufo
fortificatii	erődítmény
exceptii	kivételek
exceptii	kivétel
exceptii	kivételek
exceptii	adómentesség
exceptii	mentesség
explicatii	magyarázat
explicatii	magyarázatot
explicatii	magyarázat
explicatii	magyarázatot
valabil	érvényes
monroe	monroe
duh	dzsinn
facultate	university
facultate	egyetem
facultate	kollégium
facultate	főiskola
facultate	egyetem
neptun	neptune
apache	apache
apache	apacs
rome	róma
manuscrise	kéziratok
radacini	gyökerek
radacini	gyökerek
monarhiei	monarchia
negocieri	tárgyalási
negocieri	tárgyalások
negocieri	tárgyalás
negocieri	tárgyalások
raf	raf
ierarhia	hierarchia
saraci	szegény
saraci	szegények
regulamentul	előírás
regulamentul	rendelet
regulamentul	szabályozás
randy	randy
bibliografice	bibliográfiai
provocate	provokálta
administratorii	adminisztrátorok
colorate	színes
colorate	színezett
versiunile	változatok
far	világítótorony
far	fényszórók
far	fényszóró
dispare	eltűnik
seven	hetes
seven	hét
luftwaffe	luftwaffe
dorita	kívánt
dorita	kívánatos
dorita	akartam
dorita	körözött
dorita	kívánt
dorita	kívánatos
pasarea	madár
tei	linden
tei	lime
vaduva	özvegy
vaduva	özvegye
vaduva	özvegy
vaduva	özvegy
vaduva	özvegye
vaduva	özvegy
vaduva	özvegye
garcia	garcia
ark	ark
ark	bárka
caseta	kazettát
caseta	kazetta
caseta	szalag
caseta	kazetta
caseta	kazettát
caseta	kazetta
musical	zenés
musical	zenei
musical	musical
gyula	gyula
fericit	boldogság
fericit	boldog
insotita	kísérte
poze	fotók
poze	fényképek
poze	képek
poze	képek
poze	képeket
poze	képek
poze	fényképek
procent	százalék
procent	százalékban
unguri	magyarok
armat	felfegyverkezve
armat	fegyveres
armat	megerősített
armat	erősített
mongolii	mongolok
sodiu	nátrium
prenume	vezetéknév
prinde	kapás
prinde	elkapni
prinde	fogás
valdemar	valdemar
lut	agyag
lut	clay
istria	isztria
judecat	ítélt
dieter	dieter
raspandire	terjed
raspandire	terjed
patricia	patricia
liberty	szabadság
cetatenia	állampolgársága
cetatenia	állampolgárság
cetatenia	polgárság
cetatenia	állampolgárság
usd	usd
nice	szep
nice	szép
beatrice	beatrice
atasat	csatolt
atasat	csatolva
atasat	csatolt
atasat	csatolva
spada	kard
bolivia	bolívia
ciuperci	gombát
ciuperci	gomba
ciuperci	gombák
ciuperci	gombák
ciuperci	gomba
ciuperci	gomba
ciuperci	gombás
maryland	maryland
criteriul	kritérium
colaboreaza	együttműködni
performante	előadás
performante	teljesítmény
pakistan	pakisztán
pakistan	pakisztáni
optica	optikai
optica	optika
optica	optika
profesoara	tanárnő
profesoara	tanár
solide	tömör
solide	szilárd
solide	szilárd
artificiala	mesterséges
artificiala	mesterséges
banks	banks
banks	bankokkal
banks	bankok
instructiuni	utasítás
instructiuni	utasításokat
instructiuni	utasítások
instructiuni	útmutató
instructiuni	utasítás
instructiuni	utasításokat
instructiuni	utasítások
instructiuni	útmutató
aluminiu	alumínium
aluminiu	alumínium
generali	tábornokok
adige	adige
ziarist	újságíró
generic	általános
generic	generikus
turismul	turizmus
turismul	idegenforgalom
ajax	ajax
flacara	láng
flacara	láng
flacara	láng
grupari	csoportok
grupari	csoportoknak
grupari	csoportosulások
marion	marion
dinti	fogat
dinti	fogak
liège	liège
evidenta	nyilvánvaló
evidenta	nyilvánvaló
distinctia	megkülönböztetés
distinctia	különbséget
nod	csomópont
nod	csomót
nod	csomó
glasgow	glasgow
geniu	géniusz
geniu	zseni
broadway	broadway
intreprinderea	vállalkozás
intreprinderea	enterprise
toledo	toledo
autorilor	írók
autorilor	szerzői
autorilor	szerzők
abdul	abdul
cavaleria	lovasság
brand	brand
brand	márka
burgas	burgasz
coltul	sarkon
coltul	kanyar
coltul	sarok
cuplu	pár
cuplu	nyomaték
evanghelia	evangélium
informativ	informatív
informativ	tájékoztató
marturie	vallomása
marturie	vallomás
marturie	vallomása
marturie	vallomás
emmanuel	emmanuel
alpii	alpok
caracteristic	jellemző
caracteristic	jellegzetes
concursuri	versenyek
concursuri	versenyek
conditie	állapota
conditie	feltétel
conditie	állapot
dobandit	megszerezte
dobandit	beszerzett
dobandit	szerzett
dobandit	megszerzett
combinat	együttesen
combinat	együttes
combinat	kombinált
grey	ősz
grey	grey
grey	szürke
como	como
cartiere	körzetek
stand	állj
stand	ül
stand	ülve
stand	ülök
sanse	esélyek
sanse	esély
sanse	esélyt
sanse	chance
sanse	esély
sanse	esélyek
sanse	esély
sanse	esélyt
sanse	chance
sanse	esély
sanse	esélyek
sanse	esély
sanse	esélyes
guvernele	kormányok
confederatia	államszövetség
confederatia	konföderáció
confederatia	államszövetség
ward	ward
localnicilor	helyiek
organisme	szervezetek
organisme	organizmus
organisme	élőlények
organisme	holttestek
organisme	hullák
organisme	testek
organisme	szervek
consul	konzul
deciziile	döntések
deciziile	határozatok
nevada	nevada
iarba	fű
iarba	füvet
iarba	fű
iarba	füvet
iarba	fű
iarba	füvet
iarba	fű
iarba	füvet
completat	befejeződött
completat	elkészült
completat	befejezett
comitet	bizottság
capabila	képes
capabila	képes
masiva	masszív
masiva	hatalmas
saga	saga
natalia	natalja
natalia	natalia
anexate	mellékelt
celtic	kelta
arestarea	letartóztatás
hart	hart
vanzarea	vásár
vanzarea	eladó
vanzarea	értékesítés
vanzarea	eladás
bella	bella
daily	naponta
daily	napi
rit	rítus
rit	szertartás
chitarist	gitáros
sociologie	szociológia
variabila	változtatható
variabila	változó
variabila	változtatható
variabila	változó
antrenat	edzett
antrenat	képzett
antrenat	kiképzett
divine	isteni
grecesc	görög
sabia	kard
proiectarea	dizájn
proiectarea	tervezési
proiectarea	design
proiectarea	tervezés
existent	meglévő
existent	meglevő
existent	létező
instalarea	telepítés
instalarea	létesítmény
instalarea	telepítés
instalarea	telepítése
afectata	érintett
afectata	érintettek
afectata	érintett
afectata	érintettek
franci	franks
tropicale	trópusi
kane	kane
puerto	puerto
cheltuielile	kiadás
cheltuielile	kiadások
cheltuielile	ráfordítások
cheltuielile	kiadások
cheltuielile	költségek
costurile	költség
costurile	költségek
tehnologic	technológiai
semnate	aláírva
semnate	aláírás
semnate	aláírt
vai	völgyek
dallas	dallasban
dallas	dallasi
dallas	dallas
opune	ellenzik
retezat	levágott
geometrie	geometria
calde	meleg
calde	melegen
clienti	ügyfelek
clienti	vásárlók
clienti	vendégek
clienti	vevők
clienti	fogyasztók
clienti	ügyfelek
clienti	vásárlók
clienti	vendégek
clienti	vevők
clienti	fogyasztók
clienti	ügyfelek
clienti	kliensek
calul	lovas
calul	ló
abuz	bántalmazás
abuz	visszaélés
abuz	visszaélések
unghi	szög
madagascar	madagaszkár
relativa	relatív
relativa	viszonylagos
relativa	rokon
interventii	beavatkozások
interventii	beavatkozások
examenul	vizsga
operatie	operáció
operatie	művelet
operatie	működés
operatie	üzemeltetés
operatie	műtét
operatie	sebészet
voivodina	vajdasági
peisajul	táj
copaci	fákon
copaci	fák
copaci	fákat
urs	medve
urs	bear
urs	mackó
urs	maci
nina	nina
stalpi	oszlopok
divortat	elvált
divortat	elvált
stratul	réteg
plantele	üzemek
plantele	növények
plantele	növény
orientala	keleti
rick	rick
politist	zsaru
politist	rendőr
politist	rendőr
politist	zsaru
politist	rendőr
politist	rendőr
jeremy	jeremy
locuitor	rezidens
locuitor	lakos
locuitor	lakos
ueda	ueda
cafea	kávét
cafea	kávé
profesional	szakmai
profesional	profi
profesional	professzionális
profesional	szakmailag
aziz	aziz
weber	weber
guvernarea	kormányzás
guvernarea	irányítás
ascensiunea	felemelkedés
ofiterii	tisztek
straturi	réteg
straturi	rétegek
ferma	farm
ferma	gazdaság
ferma	farm
ferma	gazdaság
teoretice	elméleti
urmate	követett
urmate	követte
nacional	nacional
munchen	münchen
urmarirea	nyomkövető
urmarirea	követés
echipaj	legénység
echipaj	személyzet
rachel	rachel
vecini	szomszédok
vecini	szomszédokkal
vecini	szomszédok
patron	patron
dosarul	könyvtár
dosarul	dosszié
dosarul	mappa
click	kattints
iris	iris
rama	keret
rama	rama
rama	keret
afganistan	afganisztán
afganistan	afganisztáni
interzise	tilos
interzise	tiltott
interzise	tilos
interzise	tiltott
miles	miles
miles	mérföld
sfinte	szent
tolstoi	tolsztoj
impactul	ütközés
impactul	becsapódás
impactul	hatás
impactul	hatása
impactul	elérés
impactul	elérése
impactul	elérni
trentino	trentino
abilitatea	képesség
abilitatea	képességek
tango	tangó
tango	tango
designer	tervező
coautor	társszerző
southern	dél
southern	déli
cultivarea	gondoskodás
politicieni	politikusok
blagoevgrad	blagoevgrad
demografice	demográfiai
demografice	demográfiai
inlocui	helyettesíteni
botezat	keresztelték
teoriile	elméletek
adeseori	gyakran
living	élni
living	élő
orientarea	eligazítás
orientarea	orientációs
orientarea	irányultság
metz	metz
stefano	stefano
modificate	módosult
modificate	átalakított
modificate	módosított
modificate	módosítva
difuzate	terjesztett
candidati	jelöltek
candidati	jelentkezők
candidati	pályázók
candidati	jelöltek
candidati	jelentkezők
candidati	pályázók
remarcabila	figyelemreméltó
remarcabila	figyelemreméltó
incetarea	megszüntetése
variantele	változatok
vorbim	beszélni
vorbim	beszélgetés
intarit	megerősített
intarit	megerősített
intarit	erősített
experimente	kísérletek
divizata	osztva
divizata	megosztott
divizata	megosztva
princeton	princeton
presedintia	elnökség
presedintia	elnöksége
presedintia	elnökség
navigatie	navigációs
navigatie	navigáció
navigatie	navigációs
navigatie	navigáció
navigatie	hajózás
navigatie	vitorlázás
navigatie	vitorlás
bratul	kar
bratul	karját
aurul	arany
litera	levélben
litera	betű
litera	levél
litera	levelet
litera	levele
participant	résztvevő
australiei	ausztrália
violent	erőszakos
joyce	joyce
regiunilor	régiói
regiunilor	régiók
avantaj	előny
acceptate	elfogadva
acceptate	elfogadott
acceptate	elfogadta
genetica	genetikai
genetica	genetikus
genetica	genetika
genetica	genetika
brunswick	brunswick
colegiu	kollégium
colegiu	főiskola
colegiu	egyetem
nucleu	mag
nucleu	kernel
nopti	éjszakák
nopti	éjszakánként
nopti	éjszakák
nopti	éjszakánként
amiralul	admirális
rezerve	tartalékok
rezerve	tartalék
increderea	önbizalom
increderea	bizalom
niger	niger
tiparite	nyomtatott
tiparite	nyomott
villeneuve	villeneuve
tommy	tommy
proiectata	tervezett
proiectata	megtervezett
supraveghere	felügyelet
supraveghere	felügyelet
supraveghere	megfigyelés
supraveghere	felügyeleti
rap	rap
popularitatea	népszerűség
decan	dean
decan	dékán
brest	brest
surorile	nővérek
surorile	testvérek
nepot	unoka
nepot	unokaöccse
nepot	unoka
nepot	unokája
extindere	bővítési
extindere	bővítés
extindere	terjeszkedés
extindere	bővítés
extindere	meghosszabbítás
extindere	kiterjesztés
extindere	kiterjesztése
extindere	bővítés
dune	dűnék
dune	dűne
fundamental	alapvetően
fundamental	alapjaiban
fundamental	alapvető
doamne	isten
indirect	közvetetten
indirect	közvetett
indirect	közvetve
indirect	közvetetten
indirect	közvetve
pure	tisztán
pure	tiszta
episoadele	epizódjainak
episoadele	epizódok
episoadele	epizód
ellen	ellen
floare	virág
floare	virágos
miezul	mag
concrete	beton
concrete	konkrét
parteneriat	partnerségi
parteneriat	partnerség
parteneriat	társulás
miros	szag
miros	illat
mortal	halálos
manuscrisul	kéziratot
manuscrisul	kézirat
dog	kutyus
dog	kutya
verificare	hitelesítés
verificare	ellenőrzés
verificare	csekk
verificare	csekket
verificare	ellenőrzés
dresda	dresden
expresii	mondatok
expresii	kifejezéseket
expresii	kifejezések
expresii	kifejezéseket
expresii	kifejezések
car	szekér
mobilier	bútorok
mobilier	bútor
fund	feneke
fund	fenék
rai	mennyben
rai	mennyország
rai	menny
teritorial	területi
factorii	tényezők
bucata	darabja
bucata	darabka
bucata	darab
bucata	darabja
bucata	darabka
bucata	darab
ferrari	ferrari
suplimentar	kiegészítő
suplimentar	további
suplimentar	kiegészítés
suplimentar	extra
brooklyn	brooklyn
brooklyn	brooklynban
brooklyn	brooklyni
oase	csontok
oase	bones
oase	csontos
oase	csont
oase	csontos
oase	csont
oak	oak
oak	tölgyfa
oak	tölgy
textile	textil
textile	textil
textile	textiltermékek
profesorii	tanárok
coordonarea	koordináció
coordonarea	koordinációs
craig	craig
atomi	atomok
obiceiul	szokás
ilustrata	illusztrált
palace	palota
palace	palace
christine	krisztina
christine	christine
rain	rain
rain	eső
depozit	raktár
depozit	raktárban
depozit	tároló
depozit	tárolás
depozit	raktár
depozit	betétek
depozit	betét
depozit	letétbe
depozit	foglaló
depozit	adattár
vegas	vegas
vegas	vegasban
vegas	vegasi
semnificatie	jelentősége
semnificatie	jelentősége
oficiul	hivatal
oficiul	iroda
julien	julien
traficul	közlekedés
traficul	forgalom
traficul	dugó
suspendat	felfüggesztett
seniori	nyugdíjasok
seniori	végzősök
seniori	rangidős
seniori	senior
seniori	végzős
perspective	kilátások
manhattan	manhattanben
manhattan	manhattan
manhattan	manhattani
avansata	fejlett
avansata	haladó
avansata	előrehaladott
combinate	együttesen
combinate	együttes
combinate	kombinált
aplicatie	kérelem
aplicatie	alkalmazás
aplicatie	jelentkezés
aplicatie	app
aplicatie	alkalmazás
exprimarea	kifejezni
inconjoara	körül
inconjoara	körül
intretinere	karbantartási
intretinere	karbantartó
intretinere	karbantartás
intretinere	karbantartási
intretinere	karbantartó
intretinere	karbantartás
liberale	liberális
usi	ajtó
usi	ajtók
usi	ajtókat
usi	ajtó
usi	ajtók
usi	ajtókat
usi	ajtó
usi	ajtók
usi	ajtókat
conturi	számlák
conturi	fiókok
conturi	beszámoló
izolate	szigetelt
izolate	elkülönített
izolate	elszigetelt
joi	csütörtökön
joi	csütörtök
unice	egyedülálló
unice	páratlan
unice	egyedi
exprimata	kifejezett
exprimata	kifejezésre
exprimata	kifejtett
urata	csúnya
urata	ronda
urata	csúf
urata	csúnya
urata	ronda
urata	csúf
vecinatate	környéken
vecinatate	szomszédság
vecinatate	környék
vecinatate	szomszédsági
vecinatate	szomszédság
vecinatate	környék
vizual	vizuálisan
vizual	vizuális
fanii	rajongók
fanii	rajongói
fanii	szurkolók
prevenirea	megelőzés
prevenirea	megelőzési
prevenirea	megelőzése
mecanism	mechanizmus
extraordinar	rendkívüli
talie	derék
distribuite	közös
distribuite	osztott
distribuite	megosztotta
distribuite	megosztott
distribuite	megosztva
distribuite	elosztva
distribuite	elosztott
distribuite	osztott
amor	amor
ace	ász
ace	ace
dracula	drakula
bonus	prémium
bonus	bónusz
justificarea	indokolás
restaurat	helyreállt
tradare	árulás
tradare	árulás
tradare	árulás
tradare	árulás
tradare	árulás
scrieti	írj
scrieti	írni
scrieti	írjon
scrieti	írj
scrieti	írni
scrieti	írjon
beck	beck
corespondenta	levelezés
corespondenta	levélváltás
corespondenta	levelezés
corespondenta	levélváltás
atomica	atom
atomica	atom
adaptarea	alkalmazkodik
adaptarea	alkalmazkodás
adaptarea	kiigazítás
adaptarea	alkalmazkodási
adaptarea	alkalmazkodás
mann	mann
rara	ritka
rara	ritka
comunicat	közölt
calda	meleg
calda	melegen
yves	yves
cosmic	kozmikus
exilat	száműzték
exilat	száműzött
exilat	száműzött
iubeste	imád
iubeste	szereti
iubeste	szeret
iubeste	imád
iubeste	szereti
iubeste	szeret
seminte	vetőmag
seminte	magvak
seminte	mag
seminte	magok
seminte	vetőmag
seminte	mag
seminte	vetőmag
seminte	magvak
seminte	mag
seminte	magok
stanford	stanford
lajos	lajos
grecilor	görögök
profunda	mélyreható
intelectuala	intellektuális
intelectuala	szellemi
adiacente	szomszédos
bond	kötés
bond	kötvény
bond	kötelék
bond	bond
subsol	pincében
subsol	alagsorban
subsol	pince
subsol	alagsor
apucat	megragadta
genereaza	generálni
genereaza	generál
ram	kos
ram	ram
knight	lovag
paine	kenyér
paine	kenyeret
paine	paine
paine	kenyér
paine	kenyeret
radacinile	gyökerek
editorul	szerkesztője
editorul	szerkesztő
heights	heights
nikita	nikita
aquila	aquila
malcolm	malcolm
trento	trento
gerard	gerard
apreciata	értékelte
instanta	bíróság
instanta	udvar
instanta	court
instanta	számvevőszék
eng}}	eng}}
ghidul	kalauz
ghidul	útmutató
transportat	szállított
salvarea	megváltás
salvarea	megtakarítás
salvarea	mentés
salvarea	megmenteni
exteriorul	külső
orleans	orleans
duncan	duncan
legume	zöldség
legume	növényi
legume	zöldség
legume	zöldségfélék
legume	zöldségek
conflictele	konfliktusok
conflictele	konfliktus
etiopia	etiópia
rex	rex
polul	rúd
delhi	delhi
destinul	végzet
destinul	sors
simptome	tünetei
simptome	tünetek
helen	helen
lille	lille
baku	baku
teoretica	elméleti
prestigiu	prestige
clasificat	titkosított
clasificat	titkos
potasiu	kálium
avantajul	előny
periodice	időszakos
periodice	folyóiratok
armstrong	armstrong
telecomunicatii	távközlés
telecomunicatii	távközlési
telecomunicatii	távközlés
telecomunicatii	távközlési
caucaz	kaukázusi
browser	böngésző
wessex	wessex
marseille	marseille
aburi	gőz
aburi	gőzzel
nor	felhő
nor	cloud
geologic	földtani
geologic	geológiai
hussein	hussein
client	vendég
client	ügyfél
client	vevő
client	vásárlói
client	vásárló
client	ügyfél
client	kliens
giulia	giulia
creand	létrehozása
creand	létrehozva
olimpiada	olimpia
olimpiada	olimpia
olimpiada	olimpia
olimpiada	olimpia
elaborata	kidolgozott
elaborata	kidolgozott
gregory	gregory
gregory	gergely
omega	omega
inchiderea	lezárás
inchiderea	bezárása
fibre	szálak
fibre	rost
fibre	szálak
fibre	szál
fibre	rost
prescott	prescott
reia	folytatás
ritmul	ritmus
relevante	vonatkozó
relevante	releváns
relevante	relevánsak
relevante	lényeges
virus	vírussal
virus	vírus
calciu	kalcium
luptatori	birkózók
luptatori	harcosok
luptatori	vadászok
luptatori	harcosok
luptatori	vadászok
vizitatori	látogatók
vizitatori	látogatói
vizitatori	látogató
descriu	ismertesse
descriu	leírni
croata	horvát
aripile	szárnyai
aripile	szárnyakat
aripile	szárnyak
aripile	szárny
dor	dor
dor	vágyakozás
dor	kisasszony
devil	ördög
savant	tudós
savant	tudós
unsprezece	tizenegy
sep	sep
bombe	bomba
bombe	bombák
bombe	bombákat
martor	szemtanú
martor	tanú
fondatori	alapítók
atletism	atlétika
individuala	egyén
individuala	egyéni
cutremurul	földrengés
impresionat	nyűgözve
lothar	lothar
locatia	helyszín
locatia	hely
locatia	elhelyezkedés
locatia	helyszín
locatia	hely
locatia	elhelyezkedés
celula	cella
celula	sejt
celula	cella
celula	sejt
decisiva	döntő
decisiva	meghatározó
kazan	kazan
vegetale	zöldség
vegetale	növényi
imbracaminte	ruházat
imbracaminte	ruházata
imbracaminte	ruhák
imbracaminte	ruházat
imbracaminte	ruha
qui	qui
hoarda	horda
hoarda	horda
explozie	robbanás
explozie	robbantás
consuma	fogyasztanak
consuma	fogyasztanak
gala	gála
gala	gála
piotr	piotr
insarcinata	várandós
insarcinata	terhes
insarcinata	vemhes
insarcinata	várandós
insarcinata	terhes
insarcinata	vemhes
cristal	kristályos
cristal	crystal
cristal	kristály
concurat	versenyzett
concurat	versenyzett
pretioase	értékes
pretioase	drága
referendum	népszavazás
supusa	alárendelt
supusa	alázatos
supusa	alávetett
jung	jung
umor	humor
umor	humor
greg	greg
quebec	quebec
ravenna	ravenna
argumentul	érvelés
argumentul	érv
interesati	érdeklődő
interesati	érdekel
interesati	érdekelt
interesati	érdekelne
interesati	érdeklődni
bundesliga	bundesliga
criminal	bűnöző
criminal	bűnözői
criminal	gyilkos
criminal	gyilkos
restaurata	helyreállt
orizont	horizonton
orizont	horizont
bereg	bereg
triunghi	háromszög
pesta	pest
controlate	ellenőrzött
uite	nézd
compact	kompakt
compact	tömör
nicola	nicola
pink	pink
pink	rózsaszín
pink	rózsaszínű
progresiv	fokozatosan
progresiv	fokozatos
progresiv	haladó
progresiv	progresszív
baltica	balti
popoarele	népek
finalizarea	befejezés
finalizarea	befejezése
carbune	szén
carbune	szenet
carbune	faszén
carbune	szén
carbune	szenet
carbune	faszén
cabinet	kabinet
cabinet	szekrény
retinut	megtartott
retinut	visszafogott
retinut	őrizetbe
retinut	őrizetbe
valuri	hullám
valuri	hullámok
andrews	andrews
legislativa	jogalkotási
happy	boldogság
happy	boldog
amenintat	fenyegetett
amenintat	fenyegetett
glob	globe
glob	gömb
bari	bari
eugène	eugène
separa	különálló
separa	elkülönített
separa	külön
clermont	clermont
descoperire	áttörés
descoperire	felfedezés
descoperire	discovery
emily	emily
esentiala	elengedhetetlen
esentiala	nélkülözhetetlen
esentiala	lényeges
esentiala	alapvető
gat	torka
gat	torok
gat	torkát
gat	nyakát
gat	nyaka
gat	nyak
gat	torka
gat	torok
gat	torkát
gat	nyakát
gat	nyaka
gat	nyak
foster	foster
amatori	amatőrök
amatori	amatőrök
amatori	amatőr
balet	balett
dura	dura
dura	kemény
acelea	azok
fondatorii	alapítók
vaucluse	vaucluse
controleaza	kontroll
controleaza	irányítás
controleaza	vezérlő
controleaza	ellenőrzési
controleaza	ellenőrzés
amiral	admirális
purtate	viselt
purtate	kopott
convocat	összehívott
intelectuale	intellektuális
intelectuale	szellemi
ulrich	ulrich
incalzire	fűtési
incalzire	fűtés
incalzire	fűtési
incalzire	fűtés
diplomatic	diplomáciai
diplomatic	diplomata
afacerea	üzleti
afacerea	üzlet
utah	utah
maximum	legfeljebb
maximum	maximum
maximum	maximális
cad	cad
canto	ének
canto	éneklés
canto	énekelni
canto	énekel
ceremonie	szertartás
ceremonie	ceremónia
ceremonie	ünnepség
cupe	poharak
cupe	poharakat
porumb	kukorica
porumb	kukoricát
porumb	kukorica
ascensiune	felemelkedés
ascensiune	emelkedést
edwin	edwin
buddha	buddha
pasionat	szenvedélyes
pasionat	szenvedélyesen
lituaniana	litvánia
lituaniana	litván
omar	omar
strand	strand
standardul	normál
standardul	szabványos
standardul	szabvány
standardul	standard
lambert	lambert
respinge	elutasítás
respinge	elutasítja
respinge	elutasítva
dansul	tánc
dansul	táncolni
dansul	táncol
agentul	ügynök
winston	winston
hughes	hughes
module	modulok
module	modulok
descendent	csökkenő
descendent	leszármazottja
pactul	paktum
scriind	írással
scriind	írás
scriind	írása
musulmanii	muszlimok
germanice	germán
leonid	leonyid
vaile	völgyek
atingerea	megható
atingerea	érintés
pearl	pearl
pearl	gyöngy
statistice	statisztikai
libia	líbia
ambasadorul	nagykövet
discipline	tudományágak
luptator	harcos
luptator	bunyós
luptator	birkózó
luptator	harcos
luptator	bunyós
minut	perc
masurarea	mérés
masurarea	mérési
masurarea	mérés
aprovizionare	ellátási
aprovizionare	utánpótlás
aprovizionare	ellátás
aprovizionare	kínálat
patrunde	áthatolni
litri	literes
litri	liter
calcar	mészkő
jin	jin
blu	blu
cris	cris
cris	cris
arborele	fán
arborele	fa
arborele	fája
arborele	fák
porecla	becenév
porecla	beceneve
porecla	becenév
porecla	beceneve
holocaustului	holokauszt
oferita	felajánlott
oferita	kínált
oferita	felkínált
oferita	felajánlotta
submarine	tengeralattjárók
submarine	tengeralattjárók
genetic	genetikailag
genetic	genetikai
genetic	genetikus
cole	cole
ascunse	elrejtve
ascunse	rejtett
ascunse	elrejtett
berkeley	berkeley
vazand	látni
vazand	látván
vazand	látva
dieta	étrend
dieta	diétás
dieta	diéta
dieta	diéta
dieta	étrend
dieta	diétás
dieta	diéta
torres	torres
stralucitoare	ragyog
stralucitoare	izzó
stralucitoare	ragyogó
stralucitoare	ragyog
stralucitoare	izzó
stralucitoare	ragyogó
marcello	marcello
imigranti	bevándorlók
carnea	húsok
carnea	hús
carnea	húst
activist	aktivista
aiud	nagyenyed
comunicarea	kommunikáció
comunicarea	közlemény
comunicarea	kommunikációs
comunicarea	kommunikáció
comunicarea	kommunikál
martori	tanúk
martori	szemtanúk
martori	szemtanú
martori	tanú
armand	armand
continentul	kontinensen
continentul	kontinens
lan	lan
lan	ian
lan	lan
lan	ian
sci	sci
scriitorii	írók
mayer	mayer
ample	bőséges
unificarea	egyesítés
unificarea	egyesülés
romantic	romantikus
postale	postai
divina	isteni
divina	isteni
plasata	helyezett
plasata	elhelyezett
nicole	nicole
revolte	zavargások
owen	owen
triple	háromszoros
triple	tripla
triple	hármas
calculul	számítási
calculul	számítások
calculul	számítás
abruzzo	abruzzo
africane	afrikai
gerhard	gerhard
ieri	tegnapi
ieri	tegnap
pretins	igényelt
pretins	állította
fericire	boldogság
fericire	boldogságot
virgin	virgin
virgin	szűz
győr	győr
reims	reims
roi	roi
roi	raj
premierul	premier
fix	rendbe
fix	fix
fix	rögzített
fix	fix
fix	rögzítve
defensiva	védekező
defensiva	védekezés
periculos	veszélyes
disciplina	fegyelem
disciplina	fegyelem
phil	phil
segment	szegmens
martir	mártír
zeii	istenek
vinovat	bűnös
