хищници	درندگان
ауди	آئودی
доминик	دومینیک
доминик	دومنیک
доминик	دومنیک
хорхе	جُرج
хорхе	خورخه
субект	سوژه
субект	فاعل
субект	موضوع
монарх	مونارچ
собствениците	صاحبان
гласна	واکه
обитатели	ساکنین
обитатели	یاران
обитатели	ساکنان
хермес	هرمس
труден	عالیست
труден	سخت
труден	سختی
труден	دشوار
хиляда	هزار
преобразуване	تبدیل
преобразуване	تبدیل
преобразуване	تبدیل
преобразуване	دگرگونی
преобразуване	تبدیل
корема	بطن
корема	شکم
корема	شکمش
корема	شکم
корема	بلی
корема	شکمش
следващо	بعدی
следващо	next
уан	وانگ
уан	ونگ
витгенщайн	ویتگنشتاین
предварителен	مقدماتی
хюго	هوگو
хюго	هیوگو
розово	پینک
розово	صورتی
федерико	فدریکو
каспийско	خزر
каспийско	کاسپین
каспийско	مازندران
месина	مسینا
ерата	دوران
ерата	عصری
албърт	آلبرت
албърт	آلبر
електрони	الکترونهای
електрони	الکترون
електрони	الکترونها
партизаните	چریکها
камерата	دوربین
марцел	مارسلوس
изненада	غافلگیری
изненада	surprise
изненада	سورپرایز
изненада	سوپرایز
жул	جولز
жул	ژول
елени	النی
елени	آهو
елени	دیر
елени	گوزن
елени	آهویی
елени	آهوی
хипотези	فرضیه
норман	نورمن
салерно	سالرنو
бордо	بردو
лиляна	لیلیانا
концертите	کنسرت
фауст	فاوست
фауст	فاستوس
фейсбук	facebook
фейсбук	فیسبوک
фейсбук	فیس
грижа	مراقبت
соколов	سوکولوف
никол	نیکل
никол	نیکول
приготвяне	آمادگی
приготвяне	تدارک
отклонение	انحراف
пазарна	مارکت
пазарна	بازار
пазарна	مارکیت
пазарна	بازاری
джейми	جمی
спомен	خاطره
спомен	حافظه
спомен	حافظۀ
чаша	گلاس
чаша	گلس
чаша	لیوان
чаша	شیشه
чаша	لیوان
чаша	فنجان
чаша	جامی
чаша	کاپ
чаша	جام
костенурка	لاکپشت
искания	درخواستها
искания	خاسته
искания	تقاضا
динамика	دینامیک
динамика	داینامیک
динамика	پویای
динамика	پویا
динамика	دینامیک
хедвиг	هدویگ
меко	ملایم
меко	نرمه
меко	نرمی
меко	سافت
меко	نرم
саманта	سامانتا
вземане	دریافتنی
дребен	کوچک
дребен	small
дребен	کوچکی
дребен	اسمال
изследователите	محققین
изследователите	پژوهشگران
изследователите	محققان
изгрев	طلوع
горан	گوران
зло	شر
зло	شرور
зло	شرارت
зло	بد
вертикално	عمودی
вертикално	عمودی
акцент	لهجه
акцент	آکسان
акцент	لهجه
акцент	تأکید
акцент	تاکید
наруто	ناروتو
сделка	تراکنش
сделка	معامله
сделка	معامله
вдъхновение	الهام
рог	هورن
рог	بوق
рог	شیپور
рог	صور
разширена	گسترده
разширена	گسترده
главите	سر
главите	سرها
главите	سرهای
концепции	مفاهیم
активисти	فعالان
положителен	مثبت
неофициален	غیررسمی
неофициален	غیررسمی
орбитален	اوربیتال
орбитален	مداری
ханибал	هانیبال
историците	مورخان
руди	رودی
водене	نگهداشتن
водене	نگهداری
стоичков	استویچکوف
капела	کاپل
капела	کاپلا
капела	نمازخانه
капела	چپل
капела	کلیسای
откритие	اکتشاف
откритие	دیسکاوری
откритие	کشف
пакт	عهد
пакт	عهدی
недостатък	کاستی
недостатък	خلل
недостатък	عیب
рани	جراحت
рани	زخم
вот	رای
вот	رای
вот	رأی
пипин	پیپین
ислямски	مسلمانها
ислямски	اسلامی
кандидатурата	بید
алтернативни	جایگزین
падане	سقوط
падане	پاییز
падане	fall
падане	افتادن
фактите	حقایق
дей	dey
дей	دی
привличане	جذابیت
привличане	جاذبه
привличане	جذب
свидетели	شاهدان
свидетели	شاهدین
свидетели	ناظر
свидетели	شهادت
свидетели	شاهد
свидетели	شاهدی
свидетели	گواه
поръчки	قراردادهای
поръчки	قراردادها
поръчки	فرمان
поръчки	دستورات
поръчки	دستور
лари	لری
лари	لاری
терористи	تروریستها
терористи	تروریست
пациентите	بیمارها
пациентите	بیماران
трагедия	تراژدی
съжалявам	متاسفم
фондове	وجوه
кол	کول
кол	کُل
подарък	حاضر
подарък	هدیه
подарък	هدیه
подарък	کادو
електроенергия	الکتریسیته
електроенергия	برق
филхармония	فیلارمونیک
умишлено	عمدا
умишлено	ارادی
умишлено	عمدی
умишлено	عمد
умишлено	عمداً
клинтън	کلینتون
намерения	قصدی
намерения	قصد
намерения	نیات
намерения	مقاصد
намерения	قصدش
намерения	قصد
намерения	قصدی
намерения	قصدم
намерения	قصد
рик	ریک
изпълнено	اعدام
изпълнено	تمامیت
изпълнено	تحقق
лигурия	لیگوریا
жестоко	ظالم
жестоко	ظالمانه
гостите	میهمانان
гостите	میهمان
гостите	مهمانان
вируси	ویروس
вируси	ویروس
вируси	ویروسها
кафяво	قهوهای
кафяво	براون
изолирани	منزوی
изолирани	ایزوله
кант	کانت
маска	نقاب
маска	ماسک
ядрен	هسته
дора	دورا
изразени	فرمودند
зрялост	بلوغ
гийом	گیوم
сексуално	جنسی
пеперуда	پروانه
проектирането	طراحی
депортиво	deportivo
веспасиан	وسپاسیان
непознати	غریبه
стандартен	استاندارد
тулуза	تولوز
съкращение	مخفف
съкращение	سرنام
съкращение	حشو
двойни	دابل
двойни	دونفره
авив	آویو
водород	هیدروژن
водород	هیدروژنی
алгоритми	الگوریتمهای
картите	کارتها
картите	ورق
картите	کارتهای
вацлав	واتسلاو
сменен	جایگزین
активи	داراییهای
активи	دارائی
активи	دارایی
активи	دارائی
активи	دارایی
активи	داراییها
сек	سک
постановление	حکمرانی
кая	کایا
кая	kaya
недостатъчно	ناکافی
недостатъчно	ناکافی
ърнест	ارنست
изоставен	متروکه
лава	گدازه
слънчев	آفتابی
слънчев	سانی
обстоятелствата	شرایطی
обстоятелствата	شرایط
заплащане	تاوان
заплащане	پرداخت
заплащане	پرداختی
заплащане	دستمزد
заплащане	اجری
заплащане	پرداخت
поклонение	حج
поклонение	زیارت
корпорация	کورپوریشن
средиземноморски	مدیترانه
екипи	تیمهای
бронз	برنز
бронз	برنزی
бронз	لرستان
хигинс	هیگینز
завършено	تکمیل
възнесение	عروج
възнесение	صعود
широколистни	برگریز
колонизация	اسکان
колонизация	مهاجرت
колонизация	استعمار
тацит	تاسیتوس
камерън	کمرون
ата	آتا
ата	عطا
разрешаване	اجازۀ
разрешаване	حل
разрешаване	رفع
разрешаване	حل
санскрит	سانسکریت
пиаченца	پیاچنزا
оксид	اکسید
ензими	آنزیم
ензими	آنزیم
летища	aerodromes
летища	فرودگاههای
летища	فرودگاهها
диаманти	الماس
диаманти	الماسها
диаманти	خشت
диаманти	الماسهای
лама	لاما
сценарии	سناریوهای
сценарии	دستنوشته
постигнато	رسید
ефективни	مؤثر
ефективни	موثر
маршрути	مسیرهای
маршрути	مسیرها
лимасол	لیماسول
творческа	خلاق
творческа	خلاقانه
творческа	خلاقیت
изразена	فرمودند
барбадос	باربادوس
управляващата	حکمرانی
абсолютна	مطلق
претендент	مدعی
претендент	چلنجر
претендент	مدافع
склад	انبار
склад	انبار
склад	ذخیره
видимо	نمایان
видимо	مرئی
видимо	آشکار
видимо	ظاهری
компютрите	رایانه
компютрите	کامپیوتر
компютрите	کامپیوترها
чука	همر
чука	چکشی
чука	چکش
аналог	قیاسی
любляна	لیوبلیانا
яйце	تخمک
яйце	تخم
меркурий	عطارد
меркурий	جیوه
меркурий	مرکوری
урбино	اوربینو
рейтинг	ارزیابی
софи	سوفی
суми	اصل
предшественици	پدرانشان
предшественици	اجداد
предшественици	پدران
предшественици	نیاکان
водорасли	جلبک
водорасли	جلبک
водорасли	جلبک
атом	اتم
желания	خواهان
желания	طالب
желания	آرزوها
желания	میخواهد
батиста	باتیستا
настилка	سنگفرش
настилка	سنگفرش
корупцията	تباهی
корупцията	فساد
спасяване	ذخیره
спасяване	نجات
спасяване	ذخیره
спасяване	ذخیرۀ
спасяване	نجات
железница	ریل
саша	ساشا
саша	ساشا
интелектуалци	روشنفکران
тонове	تن
тонове	شدتی
морал	روحیه
морал	اخلاقی
морал	اخلاق
морал	اخلاق
морал	اخلاقیات
морал	اخلاقی
морал	اخلاق
енергетика	انرژی
естадио	ورزشگاه
адютант	آجودان
бернар	برنارد
бернар	برنار
харков	خارکوف
метрото	مترو
метрото	متروی
метрото	مترو
метрото	متروی
хокей	هاکی
пруски	پروس
разбиване	شکستن
разбиване	شکنی
шефилд	شفیلد
честоти	فرکانسهای
честоти	فرکانس
единадесет	یازده
единадесет	eleven
шарапова	شاراپووا
механични	مکانیک
механични	mechanical
механични	مکانیکی
омир	هامر
ерцхерцог	آرشیدوک
експрес	اکسپرس
прозореца	پنجره
слепи	کور
слепи	نابینا
ставайки	شدن
пиърс	پیرس
пиърс	پیرز
хайнц	هاینتس
хайнц	هاینز
невис	نویس
дикинсън	دیکنسون
етиен	اتین
етиен	اتین
спрян	ایستاد
законодателна	قانونگذاری
огледало	انعکاس
огледало	آیینه
огледало	آینه
огледало	آئینه
августин	اگوستین
августин	آگوستین
рнк	rna
десетоного	هامورماهیان
рут	روت
рут	روث
варвара	واروارا
подписано	امضا
пръстите	انگشت
пръстите	انگشتان
пръстите	انگشت
дробове	ریه
дробове	ششها
пикет	پیکت
съдията	داوری
съдията	قاضی
райнхард	راینهارد
райнхард	راینهارت
кат	cat
кат	گربه
кат	کت
престъпност	جرم
престъпност	جنایت
престъпност	جرایم
престъпност	جُرم
мас	ماس
мас	mas
автобиография	خودزندگینامه
автобиография	زندگینامه
азот	نیتروژن
диас	دیاز
гранична	لبه
гранична	مرزی
гранична	مرزبانی
гранична	مرز
гранична	لبۀ
уолъс	والاس
уолъс	والیس
намиране	یافتن
кандидатите	کاندیداهای
луда	مجنون
луда	دیوانه
луда	دیوانه
луда	دیوونه
луда	دیونه
луда	مجنون
луда	دیوانه
индустриални	صنعتی
светски	سکولار
джудже	کوتوله
джудже	کوتوله
джудже	دورف
мики	میکی
козина	خز
усещане	احساس
усещане	حس
усещане	احساسش
затвори	زندانهای
затвори	زندانها
столетия	قرنها
колонисти	مهاجرنشین
отава	اتاوا
въже	طناب
въже	طنابی
противоречие	تناقض
емоции	احساسات
емоции	عاطفه
емоции	هیجانی
емоции	احساسات
теология	الهیات
литъл	اندکی
литъл	کوچک
литъл	کم
литъл	لیتل
литъл	کوچولو
опасно	خطرناکی
опасно	خطرناک
сарагоса	ساراگوسا
плъхове	موش
плъхове	موشهای
пан	پان
пан	پن
стомаха	شکم
стомаха	معده
вайс	وایس
вайс	ویس
директен	دایرکت
директен	direct
адалберт	آدالبرت
ричи	ریسی
куп	کوپ
пуническа	کارتاژی
наш	نش
оригинална	اصیل
оригинална	اصلی
оригинална	اوریجینال
литовски	لیتوانی
родопски	سوسن
родопски	لیلیوم
техеран	تهران
техеран	tehran
влажност	رطوبت
влажност	رطوبت
протоколи	قراردادهای
протоколи	قراردادها
мерцедес	mercedes
мерцедес	مرسدس
сечение	بخش
берта	برتا
насоченост	جهت
дявола	شیطان
добавки	مکمل
добавки	افزودنی
ловец	هانتر
ловец	شکارچی
едуардо	ادواردو
небраска	نبراسکا
кавалерията	سواران
кавалерията	سواره
матео	متئو
красиво	زیباست
красиво	زیبا
красиво	خوشگل
красиво	قشنگ
съобщението	پیغام
съобщението	پیام
патрона	کارتریج
лестър	لستر
интернешънъл	اینترنشنال
интернешънъл	بینالمللی
интернешънъл	جهانی
изразяване	عبارتهای
изразяване	تجلّی
изразяване	عبارت
крийк	کریک
крийк	نهر
болки	درد
болки	دردی
болки	درده
болки	دردم
болки	دردها
акциите	موجودی
акциите	سهام
погребение	دفن
погребение	خاکسپاری
погребение	ختم
погребение	خاکسپاری
квантовата	کوانتوم
квантовата	کوانتومی
фреди	فردی
фреди	فردی
заточен	تبعید
мец	متز
мебели	اثاث
мебели	اثاثیه
мебели	مبل
мебели	مبلمان
мотив	انگیزه
огюст	اگوست
коритото	درمیان
взаимодействието	تعامل
доставки	تامین
доставки	تدارکات
доставки	تجهیزات
доставки	آذوقه
ловци	شکارچیان
сянката	سایه
сянката	شادو
спогодба	عهد
спогодба	پیمان
коронован	تاجدار
засада	کمین
засада	کمینگاه
засада	آفساید
наваро	ناوارو
лойд	لوید
милиция	مجاهدین
детайл	جزئیات
детайл	جزییات
голи	عریان
голи	لختی
голи	برهنه
голи	لخت
голи	عریان
голи	bare
голи	برهنه
голи	برهنه
голи	لختی
голи	لخت
изстрел	شات
изстрел	شلیک
гринуич	گرینویچ
фраза	عبارت
новак	نواک
новак	مبتدی
зрение	بینایی
зрение	بصیرت
зрение	دید
зрение	ویژن
зрение	بینایی
оценяване	ارزیابی
оценяване	ارزیابی
дървесина	چوبی
дървесина	وود
дървесина	چوب
дървесина	الوار
нормални	نرمال
нормални	عادی
нормални	معمولی
нормални	طبیعی
ансбах	آنسباخ
алтенбург	آلتنبورگ
вълци	گرگها
биографии	بیوگرافی
насърчаване	دلگرمی
насърчаване	ارتقاء
насърчаване	ترفیع
насърчаване	ترویج
насърчаване	ارتقاء
насърчаване	ترفیع
насърчаване	تبلیغ
насърчаване	ارتقای
насърчаване	ارتقا
насърчаване	ترویج
насърчаване	ارتقاء
насърчаване	ترفیع
насърчаване	ارتقا
насърчаване	تبلیغ
необичайно	غیرعادی
спенсър	اسپنسر
ръб	لبه
ръб	اج
ръб	لبۀ
бъртън	برتون
бъртън	بارتون
здравеопазване	سلامت
здравеопазване	بهداشت
здравеопазване	health
здравеопазване	سلامتی
насаждения	زراعت
полицаи	ماموران
полицаи	افسران
юдея	یهودیه
температурите	دما
дневен	روزانه
дневен	daily
дневен	دیلی
самюъл	ساموئل
комнина	کومننه
уши	خوشه
уши	گوش
уши	گوشها
уши	گوشهای
излитане	برخاست
враговете	دشمنان
разписание	برنامه
разписание	زمانبندی
джийн	ژان
джийн	ژنها
джийн	ژن
джийн	ژنی
здрав	تندرست
здрав	سالم
вилньов	وینو
сиатъл	سیاتل
зенон	زنو
подземни	زیرزمینی
подземни	زیرزمین
преживявания	تجارب
преживявания	تجربه
преживявания	تجربیات
стайлс	استایلز
стайлс	سبکهای
джеферсън	جفرسون
стачка	اعتصاب
пипер	فلفل
пипер	پپر
превоз	کالسکه
превоз	نورد
превоз	درشکه
превоз	انتقال
превоз	ترابری
бронирани	زرهی
полите	دامن
подчинена	زیردست
задължение	وظیفه
задължение	تعهد
задължение	التزام
задължение	التزام
сектора	بخش
сектора	سکتور
ястие	غذایی
ястие	خوراک
ястие	دیش
ястие	غذایی
ястие	غذای
новела	رمان
брашно	آرد
брашно	غذایی
брашно	غذای
ростов	روستوف
валия	والیا
платформи	سکوهای
последователите	پیروان
златно	زرین
златно	طلایی
златно	گلدن
златно	طلائی
златно	طلای
златно	gold
златно	طلا
златно	طلایی
златно	گلد
златно	زرین
сексуална	جنسی
разбити	شکسته
разбити	خُرد
разбити	خرد
режими	حالتهای
режими	باقیست
повишена	افزایش
повишена	افزود
повишена	مرتفع
повишена	برافراشته
гваделупа	گوادلوپ
приоритет	اولویت
племенника	برادرزاده
племенника	خواهرزاده
импулс	ضربان
импулс	نبض
импулс	پالس
импулс	تپش
репутацията	اعتبار
репутацията	آبرو
репутацията	شهرت
репутацията	شهرتش
диагноза	تشخیصش
диагноза	تشخیص
руини	ویران
имение	عمارت
имение	مانور
проста	ساده
пън	کنده
флейта	فلوت
санто	سانتو
девойки	حوریان
девойки	دخترها
девойки	دختران
академични	دانشگاهی
академични	آکادمیک
академични	تحصیلی
графични	نگارهای
графични	گرافیکی
графични	نگاره
графични	graphic
войводина	وویوودینا
десети	دهم
десети	دهمین
конфедерацията	متحدین
конфедерацията	کنفدراسیون
плаж	بیچ
плаж	ساحل
спазването	چسبندگی
пафос	پافوس
лиса	لیسا
лиса	لیزا
възникнали	برخاست
колумб	کلمبوس
взет	گرفته
течности	مایعات
течности	مایعات
страст	اشتیاق
страст	مصائب
страст	شهوت
сериен	متوالی
сериен	سریالی
сериен	سریالهای
хюз	هیوز
понт	پون
понт	پنت
бозайниците	پستانداران
робъртс	رابرتس
робъртс	رابرتز
вирус	ویروس
измама	کلاهبرداری
измама	متقلب
измама	کلاهبرداری
измама	تقلب
измама	کلاهبردار
измама	فریب
измама	حیله
измама	فریبکاری
измама	con
подчинен	زیردست
анжу	آنژو
павзаний	پاوسانیاس
кар	کر
кар	kar
едисън	ادیسون
едисън	ادیسون
мок	موک
мок	ioc
див	وحشی
див	وایلد
сталинград	استالینگراد
алтернативна	جایگزین
алтернативна	متناوب
продължителен	درازا
данъците	مالیات
данъците	مالیاتی
лабораторията	آزمایشگاه
лабораторията	ازمایشگاه
дворци	قصرها
воин	مبارز
воин	سلحشور
воин	جنگجوی
колелото	فرمون
колелото	چرخ
колелото	دوچرخه
колелото	موتور
спиро	اسپیرو
конгресът	کنگره
нептун	نپتون
общинска	شهری
бик	bic
бик	بول
мишка	موش
мишка	موشی
мишка	ماوس
диктатура	دیکتاتوری
убита	کشته
топло	گرم
удине	اودینه
кока	کوکا
мелодия	ملودی
мелодия	آهنگ
доменико	دومنیکو
дипломация	دیپلماسی
дипломация	سیاست
наблюдател	ناظر
репортер	گزارشگر
плоски	مسطح
плоски	فلت
емануел	امانوئل
емануел	امانوئل
гренада	گرانادا
предателство	غدر
предателство	خیانت
предателство	خیانت
деметрий	دیمتریوس
фелипе	فیلیپه
стремеж	نفسه
стремеж	کوشش
мъченик	شهید
китайско	چینی
ага	aga
босненски	بوسنی
демонстрации	تظاهرات
демонстрации	تظاهرات
демонстрации	نمایشی
изтриването	حذف
безгръбначни	تنان
яде	خوردن
яде	خوری
яде	میخورد
окачване	تعلیق
окачване	معلق
защитниците	مدافعان
декорация	تزئین
декорация	رنگی
декорация	تزیین
работещ	کار
алея	اتوبان
алея	کوچه
аугуст	آگوست
аугуст	آگست
аугуст	اوت
ходове	حرکات
китс	کیتس
федерални	فدرال
райли	ریلی
райли	رایلی
терени	ناهمواری
терени	عوارض
церемонии	مراسمی
церемонии	تشریفات
проникване	نفوذ
проникване	نفوذ
наводнения	سیل
ганди	گاندی
барбуда	باربودا
едуардс	ادواردز
жертвата	قربانی
специфично	خاص
специфично	مشخص
ремикс	ریمیکس
магдебург	ماگدبورگ
свалени	بارگیری
костюми	برازنده
сряда	چهارشنبه
меки	ملایم
меки	نرمه
меки	نرمی
меки	سافت
меки	نرم
цензура	سانسور
публикуване	انتشار
публикуване	نشر
публикуване	انتشار
публикуване	پست
публикуване	پستی
публикуване	post
публикуване	چاپخانه
временна	موقت
временна	موقتی
разрешено	مجاز
разрешено	مجاز
ферми	مزارع
ферми	فرمی
посейдон	پوزیدون
защитни	رله
защитни	محافظتی
мускулите	عضلات
псв	psv
боксьор	باکسر
боксьор	بوکسر
боксьор	بوکسور
археолози	archaeologists
пауза	مکث
пауза	مکث
жермен	ژرمن
въглерод	کربن
въглерод	کربنی
вилнюс	ویلنیوس
терор	ترور
терор	دلهره
терор	هراس
мартиника	مارتینیک
цепелин	زپلین
крайбрежните	ساحلی
забранена	ممنوعه
забранена	ممنوع
забранена	حرام
забранена	نهی
забранена	ممنوع
забранена	حرام
забранена	ممنوع
тълкуване	تعبیر
тълкуване	تفسیر
тълкуване	تعبیر
тълкуване	تفسیر
гърлото	گلو
гърлото	گلوی
гърлото	گلوگاه
дневно	روزانه
дневно	daily
дневно	دیلی
разширения	پسوندهای
кордоба	کوردوبا
кордоба	کوردوبا
домициан	دومیتیان
лекарите	پزشکان
лекарите	دکترای
лекарите	دکترا
лекарите	دکترها
сексуални	جنسی
разшири	گسترش
разшири	جفا
разшири	بسط
трудна	سخت
трудна	سختی
трудна	دشوار
насилствено	خشن
насилствено	خشونت
воини	جنگجویان
юрген	یورگن
юрген	یورگن
наемници	اجیر
наемници	مزدوران
стандартна	استاندارد
корал	کورال
корал	مرجان
корал	مرجانی
белег	زخم
кош	سبد
ария	آریا
ария	آریا
животното	حیوانی
животното	حیوانات
животното	جانوران
животното	حیوان
волф	گرگ
волф	وولف
волф	گرگه
волф	ولف
андора	آندورا
дек	dec
дек	دکلان
налични	موجود
делхи	دهلی
минимална	کمترین
минимална	کمینه
минимална	کمترین
минимална	کمینه
ефективна	کارآمد
ефективна	مؤثر
ефективна	موثر
куросава	کوروساوا
свойство	ویژگی
свойство	دارایی
свойство	ملک
свойство	اموال
свойство	مالکیت
общуване	ارتباط
общуване	ارتباطات
общуване	مکاتبه
общуване	ارتباطی
съвместен	مفصل
болници	بیمارستان
болници	بیمارستانها
грегъри	گریگوری
грегъри	گرگوری
обсег	گستره
обсег	گسترۀ
стефани	استفانی
бътлър	باتلر
оуен	آون
оуен	اوون
домашно	تکلیف
домашно	وطنی
домашно	خانگی
зъбите	دندانها
зъбите	دندون
зъбите	دندان
зъбите	دندانهای
качествени	کیفی
митични	اسطورهای
занимания	فعالیتها
спускане	نزول
стълба	نردبان
стълба	نردبانی
астън	آستون
временни	موقت
временни	موقتی
временни	موقت
алгебра	جبر
предоставяне	رزق
махмуд	محمود
махмуд	محمود
насилието	خشونت
алианс	ائتلاف
алианс	وصلت
алианс	اتحاد
хавана	هاوانا
пренос	انتقال
пренос	مخابره
навигация	nav
навигация	ناوبری
хирург	جراح
съдиите	داوران
съдиите	قضات
съдиите	حاکمان
интелект	هوش
интелект	هوشی
интелект	خرد
натоварване	بارگذاری
натоварване	بار
натоварване	بارگیری
натоварване	بارگذاری
адриатическо	آدریاتیک
юго	هوگو
юго	هیوگو
наблюдатели	نگهبانانی
джакомо	جاکومو
знамена	پرچم
знамена	پرچمها
знамена	پرچمهای
диодор	دیودور
класика	کلاسیک
класика	کلاسیک
класика	classic
замърсяване	آلودگی
замърсяване	ناپاکی
замърсяване	آلودگی
прикритие	کاور
прикритие	جلد
прикритие	پوشش
стандартите	استانداردها
стандартите	استانداردهای
отрицателни	نگاتیو
отрицателни	منفی
собственика	مالک
собственика	صاحب
собственика	صاحبش
собственика	مالکش
тирана	تیرانا
новините	اخبار
новините	نیوز
новините	خبر
новините	خبری
новините	اخباری
решен	حل
рейнджърс	تکاور
украсени	آراسته
вдъхновен	الهام
триполи	تریپولی
протестанти	پروتستانها
колумбийски	کلمبیایی
колумбийски	کلمبیایی
колумбийски	کلمبیا
корана	قرآن
корана	قرآن
мао	میائو
мао	مائو
тръстика	نیشکر
тръстика	قرعه
хоризонтално	افقی
стрелец	کمان
стрелец	آرچر
стрелец	کماندار
съседство	همسایگی
аудитория	حضار
аудитория	مخاطب
дарове	هدایایی
дарове	هدایا
дарове	هدایای
дарове	هدیه
развод	طلاق
джонас	جوناس
гомес	گومز
гомес	گومز
прародител	جد
прародител	اجداد
прародител	نیاکان
ейми	ایمی
ейми	اِمی
ейми	امی
препоръки	مراجع
препоръки	توصیه
резервоар	مخزن
резервоар	تانک
резервоар	تنک
изведнъж	یهویی
изведнъж	ناگهان
айзенах	آیزناخ
преследван	شکار
осма	هشتم
осма	هشتمین
заснети	فیلمبرداری
актуални	پرطرفدار
орли	عقاب
орли	عقابها
орли	ایگلز
научи	یادگیری
поправка	تعمیر
поправка	تعمیرات
поправка	اصلاح
митологията	اساطیر
митологията	اسطوره
монголски	مغول
монголски	مغولی
светли	یکدست
светли	درخشان
отговорността	مسولیت
отговорността	مسئولیتی
отговорността	مسئولیت
монтиран	نصب
атила	آتیلا
либерална	لیبرال
либерална	آزادیخواه
евразия	اوراسیا
джамии	مساجد
рай	آسمان
рай	رای
рай	بهشت
перспектива	دورنمای
перспектива	پراسپکت
перспектива	outlook
перспектива	منظر
розов	پینک
розов	صورتی
ребека	ربکا
глория	گلوریا
европейци	اروپاییها
разпръснати	پراکنده
древно	کهن
древно	باستانی
древно	باستان
започване	شروع
започване	آغاز
започване	اغاز
изгаряне	سوخت
изгаряне	سوختگی
изгаряне	سوختن
изгаряне	سوزاندن
изгаряне	سوزاندن
изгаряне	سوختن
изгаряне	احتراق
защитници	مدافعان
валидни	معتبری
валидни	معتبر
специалистите	متخصصین
пръстени	حلقه
юбилей	سالگرد
опасен	خطرناکی
опасен	خطرناک
флавия	فلاویا
кулите	برجهای
кулите	برجها
кулите	برج
жулиета	جولیت
жулиета	ژولیت
индийска	سرخپوست
индийска	هندی
модерно	مدرن
модерно	امروزی
модерно	modern
карате	کاراته
магически	جادویی
украинци	اوکراینیان
следа	دنباله
координатите	مختصات
доход	درآمدی
доход	درآمد
иля	ایلیا
костова	کاستووا
уравнението	معادله
наказанието	مجازات
наказанието	تنبیه
заповеди	فرمان
заповеди	دستورات
заповеди	دستور
леверкузен	لورکوزن
късмет	شانس
свиня	گراز
свиня	خوک
райко	رایکو
треньорът	coach
треньорът	دلیجان
треньорът	مربیگری
треньорът	مربی
говеда	چهارپایان
говеда	گله
суворов	سوورف
косата	موی
косата	مو
косата	موها
калигула	کالیگولا
забелязан	خالدار
тайлър	تایلر
студен	سرما
студен	سرد
студен	سرماخوردگی
кириленко	کیریلنکو
тънък	لاغر
тънък	نازک
тънък	لاغری
съпруги	همسران
съпруги	همسران
скулптори	تراشان
стърлинг	استرلینگ
стърлинг	استرلینگ
резерви	رزرو
резерви	ارزی
резерви	ذخایر
резерви	رزرو
резерви	ذخیره
посети	بازدید
механична	مکانیک
механична	mechanical
механична	مکانیکی
правоъгълна	مستطیلی
транскрипция	رونویسی
изоставени	متروکه
рисунка	ترسیم
рисунка	نقاشی
рисунка	کشیدن
дишане	تنفس
дишане	تنفس
достоевски	داستایوسکی
земен	زمین
планк	پلانک
кисело	ترش
кратово	kratovo
найджъл	نایجل
стандартни	استاندارد
господари	اساتید
господари	استادان
господари	اربابان
господари	مسترز
тежести	وزنه
ритуал	آیین
видими	نمایان
видими	مرئی
ашли	اشلی
влака	قطار
идентифицира	شناسایی
идентифицира	شناختن
цигулар	گنبدی
блокирането	بلوکه
метална	فلز
метална	فلزی
автономни	خودگردان
автономни	خودمختار
данте	دانته
бременност	حاملگی
бременност	بارداری
топли	گرم
нотингам	ناتینگهام
комисии	کمیته
арумънски	آرومانی
медни	مس
пер	پر
драматично	دراماتیک
библия	انجیل
леда	لدا
агата	اگاتا
заобиколен	محاصره
шулц	شولتز
шулц	شولتس
сплит	شکافتن
минали	past
минали	گذشته
стандартно	استاندارد
ежедневно	روزانه
ежедневно	daily
ежедневно	دیلی
кадър	قاب
кадър	چارچوب
кадър	فریم
нико	نیکو
нико	نیکو
квартет	کوارتت
ницше	نیچه
конски	equine
биографията	بیوگرافی
биографията	تذکره
биографията	زندگینامه
брест	برست
пътниците	مسافرین
пътниците	مسافر
пътниците	مسافران
виждане	بصیرت
виждане	دید
виждане	ویژن
виждане	بینایی
революционно	انقلابی
разширен	گسترده
разширен	گسترده
дялове	سهم
дялове	اشتراک
дялове	سهام
пас	گذری
пас	مجالس
пас	گذر
пас	عبور
пас	پاس
обреди	مناسک
обреди	بیاموز
обреди	مناسک
оборудвани	مجهز
лариса	لاریسا
монро	مونرو
единодушно	متفق
оае	امارات
демократичен	دمکراتیک
демократичен	دموکراتیک
демократичен	دموکرات
кодиране	رمزنگاری
кодиране	رمزگذاری
кодиране	کدگذاری
кодиране	پربازده
кодиране	کدبندی
променен	تغییریافته
забележки	یادداشتها
забележки	یادداشتهای
забележки	نوت
забележки	مشاهدات
забележки	نظرات
забележки	نظرها
забележки	توضیحات
вградени	نهفته
вградени	توکار
екзекутирани	اعدام
ниуе	نیووی
лима	لیما
александрович	الکساندروویچ
незаконно	غیرقانونی
незаконно	غیرقانونی
незаконно	حرام
незаконно	حرامی
катон	کیتو
голф	گلف
оперативно	عملیاتی
джуджета	دورف
хаос	خرابکاری
хаос	آشفتگی
хаос	آشوب
пренасяне	انتقال
порно	پورن
абхазия	آبخاز
цялост	صحت
цялост	امانت
юдаизма	یهودیت
араби	اعراب
араби	عرب
тангари	پرستویی
тангари	فرخنده
хелмут	هلموت
