dell	dell
dificultăți	schwierigkeiten
dificultăți	schwierigkeitsgrad
dificultăți	schwierigkeiten
râurile	flüsse
râurile	flüssen
râurile	rivers
tribuna	tribüne
tribuna	tribune
lapte	milchprodukte
lapte	muttermilch
lapte	milch
grove	grove
memoriile	memoiren
memoriile	memoiren
viteze	geschwindigkeiten
studios	studios
clara	klara
clara	clara
vieți	lebt
vieți	wohnt
boemia	böhmen
oferind	bieten
oferind	anbieten
letonia	lettland
islanda	island
hanovra	hannover
hanovra	hannover
rahman	rahman
edinburgh	edinburgh
silva	silva
democratic	demokratisch
democratic	demokratische
democratic	demokratischer
democratic	demokratisch
democratic	demokratischen
distinge	unterscheiden
distinge	unterscheidung
distinge	unterscheidet
vrei	will
vrei	wollen
vrei	möchten
strategice	strategisch
strategice	strategische
strategice	strategisches
strategice	strategischen
utilizând	mit
utilizând	benutzen
utilizând	verwenden
numeric	numerisch
numeric	numerischen
numeric	numerischer
numeric	numerische
simte	feel
simte	fühlen
simte	gefühl
simte	fühle
simte	spüren
lloyd	lloyd
robinson	robinson
oldenburg	oldenburg
controverse	polemik
controverse	kontroversen
controverse	kontroverse
controverse	auseinandersetzung
controverse	streit
lunile	monate
lunile	monaten
rase	wettrennen
rase	rassen
rase	rennen
rase	rassen
bordeaux	bordeaux
lecții	unterricht
lecții	lehren
lecții	lektionen
lecții	unterrichtsstunden
jay	jay
soră	schwägerin
soră	sister
soră	schwester
teste	tests
teste	prüfungen
aventuri	abenteuer
aventuri	erlebnisse
aventuri	abenteuer
aventuri	erlebnis
autorități	behörden
autorități	gebietskörperschaften
estimare	kostenvoranschlag
estimare	schätzung
estimare	schätzungen
estimare	schätzen
estimare	abschätzung
estimare	schätzen
estimare	einschätzung
estimare	schätzung
estimare	schätzungen
comparativ	vergleichende
comparativ	vergleichs
comparativ	verhältnismäßig
comparativ	relativ
comparativ	vergleichsweise
comparativ	verglich
comparativ	verglichen
islamice	islamischen
islamice	islamisten
islamice	islamischer
islamice	islamische
salt	jump
salt	spring
salt	springen
salt	springe
salt	salzen
salt	salz
salt	salt
salt	salze
salt	salzwasser
dezvolta	weiterentwickeln
dezvolta	entwickeln
tensiune	spannungen
tensiune	anspannung
tensiune	spannung
tensiune	spannung
banda	band
banda	tape
banda	klebeband
banda	kassette
batman	batman
pius	pius
trăiască	leben
trăiască	live
trăiască	wohnen
trăiască	lebe
trăiască	lebend
exprimate	gegossen
exprimate	besetzung
exprimate	darsteller
exprimate	werfen
exprimate	gips
exprimate	geworfen
exprimate	drückte
exprimate	ausgedrückt
moneda	bargeld
moneda	währungen
moneda	währung
moneda	münzen
moneda	münze
instalații	anlagen
instalații	installationen
romeo	romeos
romeo	romeo
concomitent	begleitende
aruncă	wirf
aruncă	schmeißen
aruncă	wurf
aruncă	werfen
conservare	erhaltung
conservare	konservierung
conservare	naturschutz
conservare	umweltschutz
conservare	erhaltung
conservare	bewahrung
conservare	aufbewahrung
conservare	konservierung
matilda	mathilde
matilda	matilda
recentă	kürzlich
recentă	neueste
recentă	jüngsten
recentă	aktuelle
accentul	akzent
trenul	trainieren
trenul	bahnhof
trenul	eisenbahn
trenul	zug
trenul	bahn
bate	beat
bate	schlag
bate	schlagen
bate	takt
bate	beats
bate	schlägt
propuse	vorgeschlagene
propuse	vorgeschlagen
propuse	vorgeschlagenen
manuscris	handschrift
manuscris	manuskripte
manuscris	manuskript
tanc	behälter
tanc	tank
tanc	panzer
tanc	tanks
zguduit	geschüttelt
zguduit	erschüttert
zguduit	aufgewühlt
zguduit	erschüttert
zguduit	geschüttelt
zguduit	erschüttert
bolnav	kranke
bolnav	kranken
bolnav	krank
bolnav	kranker
prix	prix
nguyen	nguyen
afectează	betrifft
afectează	beeinflusst
afectează	beeinträchtigt
afectează	betreffen
afectează	beeinflussen
fiice	töchtern
fiice	töchter
nigeria	nigeria
gust	probieren
gust	schmecken
gust	geschmack
gilbert	gilbert
minnesota	minnesota
allah	allah
joan	johanna
joan	joan
latina	lateinamerika
latina	latin
latina	lateinische
latina	lateinisch
latina	latein
latina	latina
vila	vila
vila	villa
vila	landhaus
bor	bor
bor	bor
muncitori	arbeitskräfte
muncitori	arbeitnehmer
muncitori	arbeiter
györgy	györgy
strategic	strategisch
strategic	strategisch
strategic	strategische
strategic	strategisches
strategic	strategischen
privit	gesehen
privit	sah
privit	angesehen
privit	beobachtet
privit	beobachtete
dennis	dennis
geografia	geographie
miami	miami
lang	lang
multumesc	danke
multumesc	dankes
multumesc	dank
multumesc	dankeschön
bugetul	haushalt
bugetul	budget
bugetul	haushaltsmittel
bugetul	haushaltsplan
matthew	matthew
matthew	matthäus
intervalul	sortiment
intervalul	reichweite
intervalul	bereich
intervalul	produktpalette
intervalul	abstand
intervalul	zeitraum
intervalul	intervall
intervalul	zeitspanne
wisconsin	wisconsin
străzile	strassen
străzile	straße
străzile	gassen
străzile	straßen
sunete	töne
sunete	sounds
sunete	klingt
sunete	klänge
sunete	geräusche
cablu	kabel
cablu	kabelfernsehen
cablu	cable
cablu	seilbahn
barajul	talsperre
barajul	damm
barajul	staudamm
barajul	dam
barajul	stausee
autonom	autonomer
autonom	autonom
autonom	autonomen
autonom	autonome
lucas	lucas
lucas	lukas
justin	justin
laurent	laurent
lingvistice	sprachkenntnisse
lingvistice	sprachlichen
lingvistice	sprachlich
northern	northern
northern	nordeuropa
northern	nördliche
northern	nördlichen
northern	nordirland
northern	norden
astea	diesen
astea	diese
procedura	vorgehensweise
procedura	verfahren
procedura	prozedur
marx	marx
lector	lecturer
lector	privatdozent
lector	dozent
lector	dozenten
primăvară	frühling
primăvară	frühjahr
primăvară	frühlings
primăvară	spring
aprox	ungefähr
aprox	ca
aprox	circa
aprox	rund
aprox	etwa
gândirea	denkweise
gândirea	denken
gândirea	denke
gândirea	nachdenken
esențial	wesentliche
esențial	unentbehrlich
esențial	wesentlichen
esențial	wesentlich
consecutive	aufeinanderfolgende
consecutive	aufeinander
consecutive	aufeinanderfolgenden
navarra	navarra
asimov	asimov
carnivore	fleischfresser
carnivore	fleischfressende
repere	highlights
repere	höhepunkte
repere	besonderheiten
repere	schwerpunkte
repere	wahrzeichen
repere	meilenstein
repere	meilensteine
repere	etappen
repere	eckdaten
cifră	ziffer
cifră	ziffern
singapore	singapur
interpreta	interpretieren
interpreta	interpretation
interpreta	auslegen
acoperire	überzug
acoperire	beschichtungen
acoperire	beschichtung
acoperire	cover
acoperire	umschlag
acoperire	abdeckung
acoperire	decken
acoperire	deckung
acoperire	erfassung
acoperire	abdeckung
acoperire	berichterstattung
acoperire	geltungsbereich
wells	brunnen
wells	wells
pasăre	vogelarten
pasăre	vögel
pasăre	vogel
pasăre	bird
ocazional	gelegentliche
ocazional	gelegentlichen
ocazional	gelegentlich
ocazional	gelegentlich
dedesubt	darunter
dedesubt	unterhalb
dedesubt	drunter
dedesubt	darunter
dedesubt	unten
dedesubt	unterhalb
atei	atheisten
fundul	hintern
fundul	arsch
stadiul	stufe
stadiul	bühnen
stadiul	bühne
stadiul	etappe
stadiul	stage
transforma	verwandeln
transforma	wandeln
transforma	umwandlung
transforma	verwandlung
transforma	umwandeln
transforma	transformation
grădină	gartenanlage
grădină	garten
grădină	gartens
springs	federn
springs	springs
springs	quellen
detaliate	detaillierte
detaliate	ausführliche
detaliate	detailliert
detaliate	detaillierter
detaliate	ausführlich
estimat	schätzungsweise
estimat	geschätzte
estimat	geschätzt
estimat	schätzungen
estimat	schätzung
derivate	derivate
derivate	ableitungen
derivate	derivaten
derivate	abgeleiteten
derivate	abgeleitete
derivate	abgeleitet
derivate	derivat
derivate	derivate
derivate	abgeleitete
derivate	ableitung
liban	libanon
scaune	stühlen
scaune	stühle
scaune	sessel
scaune	plätze
scaune	sitze
scaune	sitzplätze
gov	gov
gov	regierung
béla	béla
regii	kings
regii	könige
regii	königen
apărând	erscheinen
apărând	erscheint
apărând	verteidigt
apărând	verteidigen
emma	emma
persană	persischen
persană	persische
persană	persisch
persană	perser
doyle	doyle
efectuarea	making
efectuarea	machen
efectuarea	durchführen
organe	organe
organe	gremien
organe	organen
organe	organ
organe	orgel
organe	organ
surori	sisters
surori	schwestern
goethe	goethe
cazimir	casimir
aug	august
aug	aug
eforturi	anstrengungen
eforturi	bemühungen
bobby	bobby
ring	ring
ring	läuten
ring	klingeln
ring	klingel
sever	schwer
sever	schwerwiegend
sever	schweren
sever	schwere
sever	abtrennen
faze	phase
faze	etappen
faze	phasen
pielea	haut
pielea	hautfarbe
pielea	skin
abordare	vorgehensweise
abordare	konzept
abordare	ansatz
abordare	vorgehen
vorbind	sprechen
vorbind	sprechend
vorbind	spricht
apărat	verteidigt
apărat	verteidigte
bretagne	bretagne
mina	mina
pactului	pakt
cameron	cameron
revistele	magazin
revistele	zeitschriften
decisiv	entschlossen
decisiv	entscheidende
decisiv	entscheidend
decisiv	entscheidenden
sălbatice	wild
sălbatice	wildnis
sălbatice	wilden
sălbatice	wilde
sălbatice	wildes
noroc	cheers
noroc	prost
noroc	jubel
definiția	definition
definiția	begriffsbestimmungen
definiția	begriffsbestimmung
definiția	definitionen
stins	erloschen
stins	verblasst
stins	ausgeblendet
averea	vermögen
averea	reichtums
averea	wohlstand
averea	reichtum
averea	reichtümer
practicat	praktiziert
practicat	ausgeübt
practicat	übte
practicat	geübt
dați	geben
dați	gebe
dați	give
dați	gib
dați	schenken
țintă	ziel
țintă	zielvorgabe
țintă	zielgruppe
țintă	target
comunitățile	gemeinschaften
nenumărate	unzählige
nenumărate	zahllosen
nenumărate	zahllose
nenumărate	unzähligen
vânzare	verkauf
vânzare	sale
cunoștință	bekanntschaft
cunoștință	kennenlernen
cunoștință	bekannten
cunoștință	bekannte
cunoștință	bekannter
vărul	cousin
vărul	vetter
vărul	cousine
mer	mer
automată	automatischen
automată	automatisches
automată	automatik
automată	automatische
automată	automatisch
refugiați	flüchtlinge
refugiați	flüchtlingen
refugiați	flüchtling
fereastră	schaufenster
fereastră	fenster
rector	rektor
propagandă	propaganda
dominat	dominieren
dominat	dominierte
dominat	beherrscht
dominat	dominiert
dominat	beherrschte
crească	anbauen
crească	wachsen
crească	wächst
rebel	rebell
rebel	rebellen
ccd	ccd
lanțul	kette
lanțul	hotelkette
lanțul	chain
uruguay	uruguay
pascal	pascal
mecanica	maschinenbau
mecanica	mechaniker
mecanica	mechanik
abbasid	abbasiden
iugoslaviei	jugoslawien
damian	damian
roll	rollen
roll	rolle
roll	roll
roll	brötchen
roll	würfeln
preluarea	holen
preluarea	abrufen
preluarea	übernahmen
preluarea	übernahme
preluarea	machtübernahme
coadă	warteschlange
coadă	anstehen
coadă	schwanz
coadă	heck
coadă	verfolger
judecător	judge
judecător	richter
judecător	richterin
semnează	zeichen
semnează	unterschreiben
semnează	unterzeichnen
palermo	palermo
palermo	syrakus
hugh	hugo
hugh	hugh
termică	thermischer
termică	thermische
termică	thermalbad
termică	wärme
termică	thermischen
laos	laos
argumentele	vorbringen
argumentele	argumenten
argumentele	argumente
fir	wire
fir	draht
fir	stacheldraht
fir	drähte
fir	gewinde
fir	faden
fir	thread
legiunea	legion
chip	chip
chip	chipkarten
chip	chips
prefect	präfekt
coroană	kranz
coroană	crown
coroană	kronen
coroană	krone
localizată	gelegen
localizată	lokalisiert
localizată	lokalisierte
localizată	örtlich
localizată	lokalisiert
triburile	stämme
mon	mo
mon	mon
lisa	lisa
platoul	hochebene
platoul	plateau
platoul	hochland
păsările	vogelarten
păsările	vögel
arcul	bogen
arcul	schleife
arcul	beugen
arcul	bug
arcul	bow
square	square
square	rechteck
square	quadratisch
square	quadrat
square	platz
doc	dok
doc	doktor
doc	doc
încet	langsam
call	aufruf
call	anrufen
call	rufen
call	call
call	nennen
call	anruf
cerul	himmel
cerul	sky
esențiale	wesentliche
esențiale	unentbehrlich
esențiale	wesentlichen
esențiale	wesentlich
transferul	übertragung
transferul	transfer
transferul	überweisung
transferul	verlegung
transferul	übertragen
creatorul	schöpfer
creatorul	urheber
companiile	unternehmen
companiile	firmen
companiile	gesellschaften
silvia	silvia
silvia	sylvia
gibson	gibson
înconjurată	umzingelt
înconjurată	umgeben
viktor	wiktor
viktor	viktor
babeș	babeș
adulți	erwachsener
adulți	erwachsene
adulți	erwachsenen
adulți	erwachsener
adulți	erwachsene
adulți	erwachsenenbildung
adulți	erwachsen
adulți	erwachsenen
nivele	stufen
nivele	ebenen
nivele	niveau
nivele	stufen
nivele	ebenen
estadio	estadio
copertă	cover
copertă	umschlag
copertă	abdeckung
copertă	decken
copertă	deckung
atribuită	zurückgeführt
atribuită	zugeordnet
atribuită	zurückzuführen
atribuită	zugewiesen
atribuită	zugeschrieben
atribuită	zugewiesen
atribuită	zugewiesene
atribuită	zugeteilt
atribuită	zugeordnet
wood	wald
wood	holzindustrie
wood	holz
wood	holzbearbeitung
abc	abc
geo	geo
coordonatele	koordinaten
johan	johan
santos	santos
gif	gif
armament	aufrüstung
armament	rüstung
armament	bewaffnung
armament	bewaffnung
armament	waffen
armament	rüstungsindustrie
armament	rüstung
armament	bewaffnung
credit	guthaben
credit	kredit
credit	kredite
credit	gutschrift
credit	credit
simfonia	sinfonie
simfonia	symphony
simfonia	symphonie
marcând	erzielte
marcând	wertung
visul	dream
visul	träume
visul	traum
visul	träumen
eddie	eddie
întreprinderi	unternehmen
mir	mir
entități	einheiten
entități	körperschaften
pescuit	fischerei
pescuit	fischerei
pescuit	fischen
pescuit	fischfang
pescuit	angeln
proporție	proportionen
proporție	anteil
opoziția	widerstand
opoziția	widerspruch
opoziția	einspruch
opoziția	opposition
opoziția	ablehnung
jorge	jorge
frecvența	häufigkeit
frecvența	frequenz
frecvența	frequenzbereich
frecvența	frequenzen
frecvența	periodizität
atribuite	zurückgeführt
atribuite	zugeordnet
atribuite	zurückzuführen
atribuite	zugewiesen
atribuite	zugeschrieben
atribuite	zugewiesen
atribuite	zugewiesene
atribuite	zugeteilt
atribuite	zugeordnet
bursă	fellowship
bursă	gemeinschaft
bursă	stipendium
bursă	stipendiaten
bursă	stipendien
bursă	stipendium
etaje	etagen
etaje	fußboden
etaje	böden
etaje	boden
etaje	fußböden
rază	umkreis
rază	radius
dragomir	dragomir
reciproc	gegenseitiger
reciproc	gegenseitigem
reciproc	gegenseitigen
reciproc	gegenseitige
extra	zusätzliches
extra	zusätzlichen
extra	zusätzliche
extra	extra
avansate	erweitert
avansate	erweiterte
avansate	fortgeschritten
avansate	fortgeschrittene
trenuri	bahnen
trenuri	züge
trenuri	eisenbahnen
trenuri	zug
tratarea	behandeln
antena	schüssel
antena	schale
antena	gericht
antena	speise
antena	antennen
antena	antenne
umbra	schatten
umbra	shadow
umbra	farbton
umbra	schatten
vocală	vokal
creuse	creuse
omorât	umgebracht
omorât	getötet
omorât	ermordet
omorât	ermordeten
omorât	umgebracht
omorât	tötete
omorât	getötet
omorât	ermordet
mărturii	empfehlungen
mărturii	referenzen
mărturii	zeugnisse
mărturii	zeugenaussagen
mărturii	aussagen
mărturii	zeugnisse
mărturii	zeugnis
mărturii	zeugenaussagen
mărturii	aussagen
mărturii	aussage
mărturii	zeugenaussage
aaron	harun
aaron	aaron
falls	wasserfall
falls	fällt
falls	wasserfällen
falls	sturz
falls	falls
figură	abbildung
paraná	paraná
transformare	verwandlung
transformare	umgestaltung
transformare	transformation
transformare	umwandlung
academică	akademiker
academică	akademischen
academică	akademische
academică	akademisches
academică	akademischer
promovează	werben
promovează	fördern
promovează	hervorheben
promovează	auftrieb
promovează	steigerung
promovează	erhöhen
promovează	bewerben
promovează	steigern
digitale	digitalkamera
digitale	digitalen
digitale	digitales
digitale	digitale
digitale	digital
abbas	abbas
hcm	hcm
grafic	diagramm
grafic	graph
grafic	schaubild
grafic	graphik
grafic	grafik
grafic	graphik
grafic	diagramm
grafic	abbildung
antrenori	trainer
antrenori	personenwagen
antrenori	busse
antrenori	trainer
antrenori	ausbilder
contul	rechnung
contul	konto
contul	account
contul	benutzerkonto
pedeapsa	todesstrafe
pedeapsa	strafen
pedeapsa	sanktion
pedeapsa	geldstrafe
pedeapsa	strafe
pedeapsa	pein
pedeapsa	bestrafung
pedeapsa	strafe
bancă	banken
bancă	bank
bancă	bänke
bancă	bank
mei	mei
sevilla	sevilla
sevilla	spanien
sevilla	sevilla
domnule	sir
domnule	herr
definite	definiert
definite	definierten
definite	definierte
pauză	pause
pauză	anhalten
pauză	break
pauză	auszeit
pauză	pause
pauză	bruch
pauză	brechen
allan	allan
seminarul	seminaren
seminarul	seminare
seminarul	seminar
săptămâna	wochen
săptămâna	woche
săptămâna	wochentag
globală	globalen
globală	weltweite
globală	global
globală	globale
globală	weltweit
torre	torre
conan	conan
brescia	brescia
sarcini	aufgabenstellung
sarcini	aufgabenbereich
sarcini	aufgaben
circuitul	schaltungen
circuitul	kreislauf
circuitul	circuit
circuitul	rennstrecke
circuitul	schaltung
înfrânt	geschlagen
înfrânt	besiegen
înfrânt	besiegte
înfrânt	besiegt
hrușciov	chruschtschow
roxana	roxana
ferrara	ferrara
string	zeichenkette
string	zeichenfolge
string	zeichenketten
string	string
string	schnur
julian	julian
mandatului	mandat
mandatului	auftrag
collins	collins
ontario	ontario
valoroase	wertvoller
valoroase	wertvolle
valoroase	wertvollen
valoroase	wertvoll
manifestat	manifestiert
pianist	pianistin
pianist	pianist
pianist	pianisten
viet	viet
reclamă	kommerziellen
reclamă	kommerzielle
reclamă	gewerbliche
reclamă	kommerziell
reclamă	werbeagentur
reclamă	werbemittel
reclamă	werbung
merite	verdient
merite	verdienste
merite	verdienen
merite	verdient
merite	verdienst
tong	tong
comunicații	kommunikation
comunicații	nachrichtenübermittlung
comunicații	fernmeldewesen
comunicații	mitteilungen
manga	manga
electorală	wahlen
indo	indo
marketing	marketing
marketing	vermarktung
marketing	vertrieb
declara	erkläre
declara	erklären
declara	deklaration
montreal	montreal
ribbentrop	ribbentrop
scade	verringerung
scade	abnahme
scade	verringern
scade	rückgang
scade	reduzierung
ton	thunfisch
ton	tone
ton	farbton
ton	ton
ton	töne
cheia	taste
cheia	schlüssel
cheia	key
britannica	britannica
romanov	romanow
mecanice	mechanisch
mecanice	mechanisches
mecanice	maschinenbau
mecanice	mechanischen
mecanice	mechanische
vrh	vrh
ascunde	ausblenden
ascunde	versteckt
ascunde	verbergen
ascunde	verstecken
ascunde	versteck
mobil	mobile
mobil	mobilfunk
mobil	beweglich
mobil	handys
mobil	mobil
mobil	mobilgeräte
sean	sean
schi	skischule
schi	ski
schi	skigebiete
schi	skifahren
schi	skigebiete
schi	skifahren
fondarea	gründung
depozite	lager
depozite	lagern
depozite	ablagerungen
depozite	einzahlungen
depozite	einlagen
depozite	spareinlagen
fictiv	fiktiven
fictiv	fiktive
fictiv	fiktiven
fictiv	fiktive
fictiv	fiktion
aeroport	flugplatz
aeroport	flughäfen
aeroport	flughafen
talentul	talente
talentul	begabung
talentul	talent
talentul	talenten
oklahoma	oklahoma
terestră	terrestrischen
terestră	landfläche
terestră	terrestrische
permisiunea	berechtigung
permisiunea	erlaubnis
permisiunea	genehmigung
bernhard	bernhard
nepoata	enkelin
nepoata	nichte
bătut	geschlagen
bătut	verprügelt
bătut	besiegt
pragul	schwellenwert
pragul	grenzwert
pragul	schwelle
pragul	schwellenwerte
pragul	schwellen
ouă	eier
ouă	eiern
ușa	tür
ușa	haustür
ușa	türe
aristotel	aristoteles
alpha	alpha
alpha	alfa
firmă	firma
firmă	kanzlei
atlético	atlético
liudmila	ljudmila
contrar	gegenteil
contrar	entgegen
sprijină	unterstützt
sprijină	stützen
tipărită	bedruckt
tipărită	gedruckte
tipărită	gedruckt
rica	rica
imnul	hymne
imnul	nationalhymne
chirurgie	operationen
chirurgie	operation
chirurgie	chirurgie
chirurgie	op
afecta	betreffen
afecta	beeinflussen
madison	madison
icoana	ikone
icoana	symbol
icoana	icon
amy	amy
klaus	klaus
adriana	adriana
pași	treppe
pași	schritten
pași	schritte
pași	stufen
spațial	räumlich
spațial	räumlichen
spațial	räumliche
spațial	räumlicher
legislația	gesetzgebung
legislația	gesetze
legislația	rechtsvorschriften
butler	butler
discutat	diskutiert
discutat	erörtert
discutat	besprochen
discutat	diskutierte
discutat	diskutierten
inutil	sinnlos
inutil	nutzlos
inutil	zwecklos
inutil	sinnlos
inutil	nutzlos
inutil	unbrauchbar
inutil	zwecklos
rolling	rolling
rolling	walzen
rolling	gerollt
rolling	fahrzeuge
explicație	erläuterungen
explicație	erläuterung
explicație	erklärungen
explicație	erklärung
ritm	rhythmen
ritm	rhythmus
ritm	rhythm
hudson	hudson
placa	plaque
bursa	bursa
bursa	stipendiaten
bursa	stipendien
bursa	stipendium
nori	bewölkt
nori	wolken
nori	wolke
edmund	edmund
mercedes	mercedes
intelectuali	intellektueller
intelectuali	intellektuelle
intelectuali	intellektuellen
intelectuali	intellektueller
intelectuali	intellektuelle
intelectuali	intellektuell
intelectuali	intellektuellen
intelectuali	geistiges
împotrivă	gegen
împotrivă	dagegen
proprietari	besitzer
proprietari	inhaber
proprietari	eigner
proprietari	eigentümer
protejat	geschützter
protejat	geschützte
protejat	geschützt
ronald	ronald
ronald	steffen
alin	alin
colective	kollektives
colective	kollektive
colective	kollektiven
colective	kollektiv
popularitate	beliebtheit
popularitate	populär
popularitate	popularität
gândit	gedanken
gândit	gedanke
gândit	dachte
gândit	gedacht
homo	homo
homo	homosexuell
homo	schwule
homo	lesbisch
homo	schwul
castle	schloss
castle	burg
castle	schloß
droguri	medikamenten
droguri	drogen
droguri	dope
droguri	droge
droguri	medikament
droguri	drogen
willem	willem
execuție	ausführung
execuție	exekution
execuție	durchführung
execuție	hinrichtung
jucând	abspielen
jucând	spielen
intervenit	eingegriffen
intervenit	interveniert
generat	erzeugt
generat	erstellt
generat	generierten
generat	generiert
generat	erzeugte
succese	erfolg
succese	erfolge
succese	erfolg
succese	erfolgs
succese	erfolgreich
succese	erfolgsgeschichte
succese	erfolge
bratislava	bratislava
damasc	damaskus
nuvelă	novelle
nuvelă	roman
nuvelă	novelle
nuvelă	novella
morbihan	morbihan
publica	veröffentlichen
publica	veröffentlichung
publica	publizieren
card	visitenkarte
card	karte
card	kreditkarte
reformei	reformieren
reformei	reformen
reformei	reform
necunoscute	unbekanntes
necunoscute	unbekannter
necunoscute	unbekannte
necunoscute	unbekannt
filipine	philippinen
secundară	sekundär
secundară	sekundäre
secundară	sekundarstufe
secundară	sekundärer
promis	versprochen
promis	versprochene
promis	versprach
promis	zugesagt
rin	rin
rin	rheins
rin	rhein
incident	ereignis
incident	vorfall
incident	zwischenfall
semnificația	signifikanz
semnificația	bedeutung
plecare	aufbruch
plecare	abgang
plecare	abreise
plecare	abflug
plecare	abfahrt
memorii	memoiren
memorii	memoiren
gândire	denkweise
gândire	denken
gândire	denke
gândire	nachdenken
identificate	identifizierte
identificate	identifiziert
anatomia	anatomie
farmacie	apotheke
farmacie	apotheke
farmacie	pharmazie
farmacie	apotheken
biți	bit
biți	bits
mexican	mexikanische
mexican	mexikanisch
mexican	mexikanischen
mexican	mexikaner
five	fünfmal
five	five
five	fünf
portrete	porträts
portrete	portraits
portrete	porträt
pictate	gemalt
pictate	gestrichen
pictate	malte
pictate	bemalt
pictate	lackiert
parcuri	nationalparks
parcuri	freizeitparks
parcuri	naturparks
parcuri	parks
parcuri	parkanlagen
pozitivă	positiver
pozitivă	positive
pozitivă	positiv
pozitivă	positiven
pozitivă	positives
tipărit	bedruckt
tipărit	gedruckte
tipărit	gedruckt
sângele	blut
sângele	blutes
sângele	blood
sângele	blutprobe
marchiz	marquess
marchiz	marquis
yemen	jemen
yemen	weißrussland
cântând	gesang
cântând	gesungen
cântând	singt
cântând	singen
stiluri	stile
stiluri	stil
stiluri	vorlagen
protejarea	schützen
protejarea	beschützen
norvegian	norwegisch
norvegian	norwegischer
norvegian	norweger
norvegian	norwegischen
împușcat	schoss
împușcat	geschossen
împușcat	erschossen
împușcat	schuss
sălbatică	wild
sălbatică	wildnis
sălbatică	wilden
sălbatică	wilde
sălbatică	wildes
teamă	angst
teamă	befürchtung
teamă	furcht
teamă	fürchten
teamă	fürchte
statui	statuen
statui	figuren
sâmbătă	samstag
sâmbătă	samstags
profesioniști	fachleute
profesioniști	fachkräfte
profesioniști	spezialisten
profesioniști	experten
profesioniști	profis
irlandez	irischen
irlandez	irische
irlandez	irisch
irlandez	irisches
irlandez	gälisch
consilieri	beratern
consilieri	berater
consilieri	beratern
consilieri	berater
consilieri	betreuer
bunica	großmutter
bunica	oma
bunica	großmutter
bunica	oma
bunica	omi
bunica	großmutter
bunica	oma
bunica	omi
bunica	grandma
lituaniei	litauen
limitate	limited
limitate	beschränkt
limitate	begrenzte
limitate	eingeschränkt
limitate	begrenzt
pereți	wände
pereți	stadtmauer
pereți	stadtmauern
pereți	mauern
pereți	mauer
sándor	sándor
cosmin	cosmin
perry	pery
perry	perry
sept	septum
sept	september
sept	sept
distincție	auszeichnung
distincție	unterscheidung
distincție	unterschied
platformă	bahnsteig
platformă	bahnsteige
platformă	plattform
platformă	backend
cronici	chronik
cronici	chroniken
rugăciune	gebet
rugăciune	gebets
rugăciune	gebete
rugăciune	beten
rugăciune	gebetet
luther	luther
personalitatea	persönlichkeit
atelierul	werkstatt
atelierul	workshop
atelierul	workshops
atelierul	werkstätten
cook	cook
cook	kochen
cook	köchin
tara	land
tara	tara
blois	blois
abur	dampf
abur	steam
abur	dampfbad
abur	wasserdampf
oleg	oleg
respectarea	compliance
respectarea	erfüllung
respectarea	einhaltung
respectarea	konformität
vama	zollbehörde
vama	zoll
vama	bräuche
vama	zollunion
interimar	interim
interimar	einstweilige
interimar	vorläufige
interimar	zwischenbericht
adult	erwachsener
adult	erwachsene
adult	erwachsenenbildung
adult	erwachsen
adult	erwachsenen
împarte	teilen
împarte	aufteilen
împarte	split
împarte	geteilt
experimental	experimenteller
experimental	experimentelle
experimental	experimentell
experimental	experimentellen
dir	dir
logica	logisch
logica	logic
logica	logik
helsinki	finnland
helsinki	helsinki
julia	ulrike
julia	silke
julia	julia
mussolini	mussolini
scooby	scooby
faimos	berühmter
faimos	berühmte
faimos	berühmt
faimos	berühmten
nuntă	heirat
nuntă	hochzeit
nuntă	hochzeiten
nuntă	heiraten
nuntă	trauung
magdalena	magdalena
anastasia	anastasia
studiourile	studios
posterior	hinteren
bat	fledermaus
bat	bat
bat	fledermäuse
bat	schläger
bat	bvt
apr	apr
apr	april
mintea	verstand
mintea	mind
mintea	geist
dmitri	dmitri
dmitri	dmitri
dmitri	dimitri
americanii	amerikaner
alexei	alexei
sârb	serbisch
sârb	serbische
sârb	serbischen
sârb	serben
sârb	serbisch
sârb	serbische
sârb	serbischen
documentul	schriftstück
documentul	dokument
documentul	dokumente
documentul	dokumentieren
baba	baba
mediaș	mediaș
codreanu	codreanu
preocupat	beunruhigt
preocupat	betreffenden
preocupat	besorgt
preocupat	betroffenen
preocupat	beschäftigt
brusc	plötzlich
brusc	schlagartig
brusc	plötzlich
brusc	plötzlichen
brusc	plötzlicher
brusc	plötzliche
japonezi	japanische
japonezi	japanischen
japonezi	japanisch
japonezi	japaner
japonezi	japanischer
inspirată	inspiriert
inspirată	inspirierte
inspirată	inspirieren
paraguay	paraguay
consacrat	geweiht
jennifer	jennifer
facto	facto
cantal	cantal
izolat	isolierten
izolat	isolierte
izolat	isoliert
izolat	isolieren
izolat	isolierten
izolat	isolierte
izolat	isoliert
berg	berg
anulat	abgesagt
anulat	gestrichen
anulat	abgebrochen
anulat	annulliert
anulat	storniert
anulat	abgesagt
anulat	gestrichen
anulat	abgebrochen
anulat	storniert
precizează	spezifizieren
precizează	angeben
evaluare	rating
evaluare	einstufung
evaluare	wertung
evaluare	bewerten
evaluare	bewertung
evaluare	bewertungen
evaluare	bewertung
evaluare	beurteilung
