категорія	類別
максим	格言
любов	lyubov
любов	戀愛
любов	愛
любов	love
любов	愛情
господарство	經濟
наука	科學
галактики	星系
китаю	中國
збільшення	增加
золотий	golden
золотий	黃金
золотий	金色
бас	低音
бас	bass
маса	質量
маса	彌撒
позиція	職位
позиція	位置
позиція	立場
казахстану	哈薩克
ресурси	資源
ресурси	資源
національність	族裔
національність	民族
національність	種族
торгівлі	貿易
конференції	會議
море	大海
море	海上
море	海
учнів	學徒
узбережжя	沿海
узбережжя	沿岸
узбережжя	海岸線
узбережжя	海岸
температура	氣溫
температура	溫度
температура	體溫
температура	氣溫
температура	溫度
галактика	銀河
галактика	星系
галактика	galaxy
галактика	銀河系
мітка	標記
мітка	標籤
мітка	標籤
попередні	先前
кожна	每個
жан	讓
жан	jean
рима	韻律
рима	韻
рима	押韻
рима	rima
голосів	選票
годин	小時
приклад	樣品
приклад	取樣
приклад	抽樣
приклад	樣本
приклад	範例
відділ	部門
навчальні	教書
навчальні	教學
навчальні	教
ідеї	想法
журналіст	記者
американська	美式
імператор	皇帝
імператор	天皇
форм	表格
форм	形狀
актори	演員
політ	班機
політ	飛行
земля	地球
земля	大地
земля	陸地
земля	土地
земля	泥土
земля	土壤
земля	土
асоціації	社團
асоціації	結社
асоціації	協會
дім	首頁
дім	家
дім	home
дім	住家
символ	象徵
символ	符號
символ	字元
символ	人物
символ	角色
символ	性格
символ	品格
аналіз	分析
аналіз	解析
пол	保羅
пол	paul
пол	pol
навчальних	教育
потужність	容量
потужність	能力
зростання	成長
зростання	增長
повідомлення	留言
повідомлення	訊息
повідомлення	信件
повідомлення	訊息
повідомлення	信件
структури	結構
структури	結構
інше	不同
інше	其他
громадян	市民
громадян	公民
незалежність	獨立
встановлення	安裝
встановлення	安裝
встановлення	設定
встановлення	安裝
причому	判斷
причому	判決
причому	判斷力
вартість	費用
вартість	成本
вартість	價值
вартість	數值
вартість	值
автомобіль	車
автомобіль	汽車
автомобіль	車輛
корабель	船
корабель	船隻
корабель	艦
корабель	船舶
корабель	軍艦
корабель	戰艦
проживання	住宿
технологій	技術
випуск	釋出
випуск	釋放
випуск	派遣
бригади	旅
бригади	旅
галузь	工業
галузь	產業
галузь	行業
галузь	業界
установи	機構
установи	體制
установи	機構
бразилії	巴西
результат	分數
результат	得分
результат	比分
результат	結果
смузі	刨冰
номінації	提名
здебільшого	大多
хрест	十字架
хрест	cross
хрест	十字
хрест	交叉
вік	年紀
вік	年齡
завершення	竣工
завершення	完整
завершення	完成
завершення	終止
речовини	實質
речовини	物質
промисловість	煉油廠
промисловість	工業
промисловість	產業
промисловість	行業
промисловість	業界
червоний	紅
червоний	red
червоний	紅色
фронт	前面
фронт	陣線
вибори	選舉
вибори	選舉
грі	gta
сучасний	摩登
сучасний	現代
сучасний	近代
сучасний	現代化
автора	作者
теми	主題
теми	題目
теми	話題
теми	專題
теми	主題
теми	題目
теми	議題
теми	專題
теми	主題
теми	專題
теми	主題
сучасна	當代
вірші	經文
вірші	詩句
вірші	詩
вірші	詩歌
редакції	修訂
ліси	森林
основу	骷髏
основу	骨架
основу	骨骼
імена	人名
імена	名稱
імена	姓名
приєднався	加入
відповідь	回答
відповідь	答
відповідь	答案
відповідь	回覆
відповідь	答復
париж	巴黎
бій	戰
бій	戰役
бій	戰鬥
бій	bout
бій	打架
бій	打
бій	戰鬥
основна	初級
королівство	王國
королівство	國度
джеймс	james
джеймс	詹姆士
ірландії	愛爾蘭
карла	carla
керування	控制權
керування	控制
керування	管理
керування	管理
керування	管理
традиції	傳統
традиції	傳統
головні	主要
голосування	表決
голосування	投票
голосування	表決
голосування	投票
голосування	選票
думки	想法
думки	思想
голос	語音
голос	嗓子
голос	聲音
майор	少校
майор	主要
майор	主修
майор	市長
майор	鎮長
річок	河流
капітан	機長
капітан	隊長
свята	神聖
свята	假期
свята	假日
свята	節假日
свята	節日
вода	飲水
вода	水
боротьба	摔跤
боротьба	摔角
боротьба	鬥爭
боротьба	奮鬥
боротьба	掙扎
боротьба	格鬥
боротьба	打架
боротьба	戰鬥
знання	知識
регіонів	區域
кораблі	船隻
кораблі	船舶
білорусь	白俄羅斯
сюр	sur
тему	題目
тему	話題
тему	專題
тему	主題
тему	專題
тему	主題
центральний	中央
сезони	四季
сезони	季
сезони	季節
лежить	謊言
шотландії	蘇格蘭
середньої	中間
основний	核心
основний	core
основний	初級
основний	偏好
основний	基本
представник	代表
розширення	擴大
розширення	延期
розширення	膨脹
розширення	擴建
розширення	擴張
розширення	拓展
розширення	擴大
розширення	擴展
розширення	延伸
розширення	擴展
розширення	延長
розширення	延期
художників	畫家
художників	藝術家
художників	藝人
містечко	城鎮
містечко	鎮
білий	white
білий	白
білий	白色
західна	西方
західна	西部
успішно	成功
місяці	月
місяці	月份
народна	民謠
народна	民間
народна	民俗
створені	生成
літак	飛機
літак	平面
літак	飛機
літак	飛機
втрати	滅失
втрати	虧損
втрати	損失
втрати	喪失
втрати	傷亡
втрати	傷亡人數
підпис	標題
підпис	簽名
підпис	簽字
підпис	簽署
автором	作者
насправді	實際上
насправді	其實
архітектура	結構
архітектура	架構
архітектура	建築
таку	拓
порід	品種
політична	政治
коло	圓形
коло	圓
коло	圓圈
коло	迴圈
коло	圈
легко	容易
легко	輕鬆
легко	簡單
всередині	內在
всередині	裡面
всередині	內心
всередині	內部
засновник	創辦人
засновник	創始人
будинків	房屋
будинків	房子
будинків	住家
гроші	金錢
гроші	錢
науковці	科學家
служба	服務
керівництво	管理
зірки	星光
зірки	星星
зірки	明星
зірки	星空
зірки	星
зірки	恆星
вчений	科學家
гру	game
гру	比賽
гру	博弈
гру	遊戲
швейцарії	瑞士
кожному	每個
підприємство	企業
залишити	休假
залишити	離開
богдан	bogdan
вихід	退出
вихід	退出
вихід	出境
вихід	出口
бога	神
режим	模式
соціально	社交
кілометрів	萬里
кілометрів	miles
кілометрів	英里
прийнято	接受
будинки	住家
будинки	房屋
будинки	房子
володіння	持有
володіння	擁有
володіння	佔有
продюсер	製片人
продюсер	製片
ділянки	地區
машина	機械
машина	機
машина	機器
машина	車
машина	汽車
бік	一面
бік	側
цифровий	數碼
цифровий	數位
простір	太空
простір	空間
дніпро	dnipro
гран	grand
біографія	傳記
біографія	自傳
тиждень	星期
тиждень	周
тиждень	週
епохи	紀元
вулиць	街道
договір	合同
договір	合約
договір	條約
старий	老
старий	舊的
старий	舊
старий	老了
медалі	獎章
медалі	勳章
медалі	獎牌
курс	課程
курс	軸承
географічне	地理
засновано	基於
двигун	引擎
двигун	發動機
остаточно	永久
чорний	黑
чорний	black
чорний	黑色
чорний	黑人
захоплення	擷取
захоплення	捕捉
захоплення	捕獲
захоплення	捕捉
захоплення	捕獲
турнір	錦標賽
інженер	工程師
шкіл	學校
порядок	訂購
порядок	訂單
порядок	命令
порядок	秩序
порядок	訂購
порядок	順序
матеріал	物料
матеріал	材質
матеріал	材料
миру	平安
миру	和平
канада	加拿大
поза	外部
поза	室外
поза	外面
поза	外
поза	超越
поза	態勢
поза	姿態
поза	姿勢
костянтин	konstantin
костянтин	君士坦丁
тов	tov
досвід	體驗
досвід	經驗
фірми	事務所
операцій	交易
дорога	公路
дорога	道路
дорога	路
театрі	電影院
театрі	劇場
театрі	戲劇
театрі	劇院
театрі	戲院
творчість	創造性
творчість	創意
творчість	創造力
творчість	敘事
творчість	敘述
користь	受益
користь	困苦
цар	國王
цар	king
цар	王
цар	沙皇
захисник	後衛
єпископ	主教
єпископ	bishop
важко	困難
важко	難
важко	艱難
марка	蓋章
марка	郵票
марка	印章
руки	軍火
руки	手
руки	雙手
місяця	月
місяця	個月
місяця	月份
місяця	月球
місяця	月亮
місяця	月
усе	一切都
усе	一切
проблема	問題
температури	氣溫
температури	溫度
захворювання	失調
захворювання	病
захворювання	疾病
захворювання	疾病
визнання	驗收
визнання	接受
визнання	懺悔
визнання	告白
визнання	表白
визнання	告解
визнання	承認
визнання	表彰
вільям	威廉
сучасні	摩登
сучасні	現代
сучасні	近代
сучасні	現代化
переможець	勝者
переможець	贏家
літаків	飛機
змагань	競賽
керував	協調
керував	坐標
матеріалу	崇敬
закладів	機構
кольори	顏色
кольори	色彩
кольори	顏色
кольори	色彩
спорт	體育
спорт	運動
спорт	體育
спорт	運動
брата	弟弟
брата	哥
брата	師兄
брата	哥哥
брата	兄弟
порт	埠
порт	港口
порт	港
ель	ale
вздовж	沿
кораблів	船隻
кораблів	船舶
канал	運河
канал	canal
канал	頻道
канал	海峽
канал	通道
бельгії	比利時
звільнення	釋出
звільнення	釋放
звільнення	解放
звільнення	裁員
звільнення	下崗
звільнення	辭職
звільнення	狂喜
економіка	經濟學
економіка	經濟
економіка	經濟
східна	東方
східна	東部
прийняття	收養
білі	white
білі	白
білі	白色
чоловіка	丈夫
академік	院士
математики	數學家
математики	數學
молодший	未成年
нижня	更低
нижня	較低
нижня	低
обслуговування	維護
обслуговування	維修
обслуговування	維持
обслуговування	保養
проектів	項目
групу	群組
групу	群
біла	white
біла	白
біла	白色
православної	東正教
православної	正統
православної	正教
кордон	邊界
кордон	邊框
кордон	邊境
місцеві	當地
місцеві	局部
місцеві	本地
клубів	俱樂部
клубів	梅花
вимоги	要求
типи	類型
почесний	名譽
казахстан	哈薩克
тисячі	數千
червона	紅
червона	red
червона	紅色
короткий	簡短
короткий	短期
короткий	短
короткий	矮
провулок	小巷
провулок	巷
провулок	巷子
причини	理由
причини	原因
причини	起因
переїхав	感動
степан	stephen
працівників	勞動者
працівників	工人
працівників	僱員
працівників	員工
євреїв	猶太人
євреїв	猶太
конструкції	結構
метро	捷運
метро	metro
метро	地鐵
сад	園
сад	園林
сад	花園
сад	園藝
ніч	夜晚
ніч	晚上
ніч	夜
німецька	德文
німецька	德語
окупації	職業
окупації	佔領
заходи	措施
марк	marc
вища	更高
вища	較高
вища	更高
лікар	內科醫生
лікар	醫師
лікар	醫生
лікар	博士
лев	獅
лев	獅子
лев	獅子座
лев	leo
валерій	valery
валерій	valeri
довгий	久
довгий	長
драми	電視劇
драми	劇情
драми	戲劇
драми	劇
польоту	飛
польоту	飛翔
польоту	飛行
польоту	班機
польоту	飛行
змі	媒體
змі	媒介
богородиці	處女
богородиці	theotokos
споруд	搬遷
споруд	遷移
слави	名望
слави	名氣
перетворення	變換
перетворення	轉換
перетворення	轉換
перетворення	變換
перетворення	轉變
перетворення	變形
перетворення	轉換
перетворення	轉換
перетворення	變換
перетворення	轉化
перетворення	轉型
перетворення	轉變
перетворення	變形
реалізації	實現
боротьбі	格鬥
боротьбі	打架
боротьбі	戰鬥
газ	氣
газ	天然氣
газ	汽油
газ	氣體
аеропорт	機場
здатність	能力
костел	教會
костел	教堂
героїв	英雄
залізнична	鐵路
залізнична	鐵道
альпи	阿爾卑斯山
жінка	女人
жінка	女
жінка	女子
жінка	女
жінка	女性
португалії	葡萄牙
дочка	女兒
назад	落後
назад	倒退
назад	背
назад	回
органи	器官
хвороби	病
хвороби	疾病
хвороби	病
хвороби	疾病
угоди	討價還價
угоди	議價
принцип	平庸
принцип	原則
принцип	原理
анна	anne
анна	安娜
анна	anna
сценарист	編劇
надзвичайно	極度
надзвичайно	極
течії	海流
течії	上游
мужність	勇氣
спроби	企圖
спроби	嘗試
причиною	原因
солдат	戰士
солдат	兵
солдат	士兵
солдат	軍人
відкрита	開
відкрита	營業
відкрита	開啟
відкрита	開放
повний	飽
повний	完整
повний	滿
повний	完整
повний	完成
кошти	累積
кошти	累計
кошти	費用
кошти	成本
випуску	釋出
випуску	釋放
написання	書寫
написання	寫入
написання	寫
написання	撰寫
написання	寫作
ситуації	情況
основою	基地
основою	基礎
основою	基數
загін	班長
загін	班
загін	小隊
особисто	親自
родин	住戶
родин	家庭
жодного	無
надалі	仍然
надалі	依然
народ	鄉親
народ	人
народ	人們
народ	人民
рідко	極少
герої	英雄
збірка	收集
збірка	收藏
долина	河谷
долина	谷
долина	山谷
долина	谷地
леонід	leonid
спостереження	監測
спостереження	監視器
спостереження	監測
спостереження	觀測
спостереження	觀察
спостереження	觀測
введення	打字
сторінок	頁
санта	聖誕老人
остання	上次
остання	最後
остання	最新
гравців	球員
гравців	玩家
морі	毛利
морі	森
зміст	內容
зміст	toc
нам	nam
нам	南
зберігання	持有
зберігання	擁有
зберігання	佔有
зберігання	儲存
зберігання	貯存
високий	高
високий	高
високий	高大
обробки	處理
обробки	加工
силами	權力
вірменії	亞美尼亞
архів	檔案
архів	歸檔
банк	銀行
стіни	牆壁
стіни	城牆
стіни	牆
світло	光線
світло	光
світло	燈光
світло	輕
світло	光明
світло	燈
світло	燈光
популярність	人氣
попередній	先前
природно	自然
грузії	喬治亞
виграв	元
дорівнює	平等
дорівнює	等於
авторів	作者
авіації	航空
телебачення	電視機
телебачення	電視
телебачення	電視台
найкращі	best
найкращі	最好
японія	日本
зміна	改變
зміна	變更
зміна	修改
зміна	更改
зміна	改變
зміна	更改
зміна	變更
зміна	變
хтось	任何人
хтось	某人
хтось	有人
залишки	剩菜
залишки	殘餘
залишки	遺跡
збірник	編纂
збірник	編譯
збірник	匯編
бригада	旅
риб	魚類
риб	魚
риб	魚兒
підписав	簽名
підписав	署名
підписав	簽署
випадків	案例
автори	作者
тетяна	tatyana
технічні	技術
характеру	承諾
метал	金屬
ситуація	情況
будівель	建築
будівель	建築物
музичний	音樂
музичний	音樂劇
стоїть	站立
стоїть	常備
стоїть	常設
стоїть	看台
середнього	平均
середнього	平均值
зустрічі	會議
зустрічі	會議
зустрічі	任用
зустрічі	任命
могила	墳墓
могила	墓
могила	墓穴
могила	墳墓
могила	墓
могила	墳
малий	小型
малий	小
птахи	鳥類
птахи	鳥
птахи	鳥兒
птахи	伯德
птахи	鳥
перехід	跳
перехід	跳躍
перехід	過渡
перехід	轉型
китаї	中國
міжнародна	國際
функція	功能
функція	職能
функція	函數
гармати	大炮
гармати	砲
гармати	大砲
гармати	炮
тур	游
тур	遊覽
тур	導覽
тур	旅遊
військо	集團軍
військо	軍隊
військо	軍
військо	陸軍
кордону	rim
селяни	農民
селяни	村民
селяни	農民
селяни	農夫
селяни	農民
китай	中國
воєводство	省
розміри	尺寸
розміри	大小
розміри	尺碼
розміри	尺寸
реформи	改革
реформи	改革
дивізіон	組織
тривала	持久
дороги	公路
дороги	道路
дороги	路障
срібний	銀色
срібний	銀
срібний	白銀
дель	del
ринок	市場
столиця	資本
столиця	首都
каталог	編目
нарешті	終於
власний	定制
власний	自訂
власний	自我
оператор	經營者
джордж	喬治
джордж	george
більша	更大
більша	較大
фінляндії	芬蘭
династія	朝代
династія	王朝
хімічний	化學
хімічний	化學品
трав	藥草
трав	草藥
списки	上市
списки	名單
дисертацію	命題
дисертацію	論文
договору	條約
програмування	編碼
програмування	程式設計
етап	里程碑
глядачів	觀眾
ссср	cccp
чоловіки	男性
чоловіки	男人
чоловіки	男子
падіння	downs
падіння	秋季
падіння	秋天
падіння	跌倒
охорона	守衛
охорона	衛兵
охорона	守衛
охорона	衛兵
охорона	警衛
охорона	守護
єгипту	埃及
база	基地
база	基礎
база	基數
ярослав	jaroslav
міжнародні	國際
дія	動作
дія	行動
дія	手術
дія	行動
дія	運算
дія	操作
дія	動態
дія	活動
девід	大衛
девід	david
відношення	關係
мер	市長
мер	鎮長
мер	mer
взаємодії	互動
взаємодії	相互作用
взаємодії	互動
взаємодії	互動
взаємодії	相互作用
видно	可見
години	小時
години	時辰
години	小時
знань	知識
простору	太空
простору	空間
бажання	願望
бажання	慾望
бажання	願望
бажання	祝願
фортепіано	鋼琴
цикл	週期
цикл	迴圈
вирішення	溶液
олімпійський	奧林匹克
олімпійський	奧運
огляд	回顧
огляд	審查
огляд	探索
загальне	通用
єпархії	教區
національну	族裔
бізнес	企業
бізнес	業務
бізнес	商業
бізнес	商務
французька	法文
французька	法語
аніме	動畫
рим	羅馬
каналу	頻道
каналу	海峽
каналу	通道
футбол	足球
футбол	足球
футбол	美式足球
футбол	橄欖球
джона	jonah
околиці	郊區
околиці	郊外
околиці	郊區
спб	spb
наталія	natalya
наталія	natalia
західний	西方
західний	西部
тонн	噸
співачка	singer
співачка	歌手
успіх	成功
довгота	經度
проекти	項目
навпаки	對面
широта	緯度
дерево	樹
дерево	樹木
померла	死
мешканці	居民
збірки	收藏
грати	玩
грати	彈
грати	播放
спеціально	具體地說
очок	點數
очок	積分
подібні	類似
подібні	相似
актриса	女主角
актриса	女演員
актриса	演員
реакції	反應
реакції	心情
нідерландів	荷蘭
підрозділи	小節
мета	目標
мета	元
мета	目標
матір	母后
матір	母親
статі	性別
місцевість	地形
місцевість	地勢
місцевість	面積
місцевість	地區
місцевість	區域
місцевість	區
обмеження	限制
обмеження	限制
обмеження	極限
обмеження	限額
обмеження	限制
обмеження	上限
обмеження	極限
обмеження	限
обмеження	限額
кола	圈
кола	圈子
кола	圓圈
кола	可樂
знищення	滅絕
знищення	消滅
знищення	破壞
знищення	毀滅
знищення	毀壞
знищення	銷毀
співак	singer
співак	歌手
мир	平安
мир	和平
низку	高潮
італійський	義大利文
італійський	義大利
ват	瓦特
породи	品種
породи	繁殖
данії	丹麥
наступ	攻擊
наступ	襲擊
наступ	進攻
наступ	攻勢
наступ	冒犯
композиції	曲目
композиції	軌道
оцінки	收視率
оцінки	評比
оцінки	評分
оцінки	排名
оцінки	估計
оцінки	預估
запису	書寫
запису	寫入
запису	寫
запису	撰寫
запису	寫作
святий	聖人
святий	聖
святий	神聖
національні	national
національні	國家
щорічно	每年
конфлікт	衝突
металів	硬化
зроблено	完成
зброя	武器
зброя	兵器
зброя	武器
зброя	兵器
зброя	槍支
зброя	槍械
розробка	發展
розробка	設計
розробка	設計
крила	翅膀
крила	翼
музику	音樂
техніка	工程
техніка	工程學
техніка	技術
техніка	技巧
техніка	電器
техніка	用具
техніка	家電
техніка	機械
дохід	收益
дохід	稅收
дохід	收入
дохід	收入
музиканти	樂手
одружений	已婚
спеціальні	特價
спеціальні	特別
іноземних	外國
іноземних	外籍
координати	坐標
координати	座標
майкл	麥可
майкл	michael
блок	幀
блок	框框
блок	框架
блок	框
блок	區塊
блок	block
генрі	亨利
генрі	henry
томас	tomas
томас	托馬斯
томас	thomas
вод	水域
рослина	廠
рослина	植物
рослина	工廠
норвегії	挪威
лондон	倫敦
територій	領土
інколи	有時候
серіалу	hbo
клімат	氣候
командира	指揮官
командира	司令
напрямок	方向
групі	彎曲
групі	彎彎
групі	彎
вибір	挑選
вибір	選取
вибір	選擇
вибір	甄選
вибір	選取
вибір	選擇
вибір	選擇
найкраща	best
найкраща	最好
запис	書寫
запис	寫入
запис	寫
запис	撰寫
запис	寫作
запис	錄音
запис	記錄
запис	唱片
запис	記錄
запис	紀錄
запис	入境
публікації	動態
публікації	故事
публікації	故事
публікації	動態
бар	酒吧
бар	bar
мережа	網路
мережа	網
очі	眼神
очі	雙眼
очі	眼睛
очі	眼
доступ	存取
доступ	存取
катерина	katherine
катерина	catherine
катерина	吉
виробів	紡織業
виробів	紡織
виробів	紡織品
редагування	剪輯
редагування	編輯
перевагу	優點
перевагу	優勢
мар	mar
мар	maher
зберігається	節省
зберігається	儲蓄
картина	畫畫
картина	畫
картина	油畫
картина	繪畫
бойові	武術
австрія	奧地利
молодий	年輕
молодий	young
квітень	四月
квітень	四月份
батьки	父母親
батьки	父母
батьки	家長
батьки	家長
батьки	父母
донька	女兒
якість	素質
якість	品質
якість	優質
якість	質量
листя	樹葉
листя	葉子
медичних	醫療
медичних	醫務
медичних	醫學
східного	東北
ірина	irina
батальйон	營
колектив	集體
канаді	加拿大
створює	生成
проводить	花費
грає	播放
грає	玩
грає	播放
цілі	目標
швеція	瑞典
пропонує	優惠
пропонує	行業
точка	角
точка	點
басейн	盆地
басейн	海盆
басейн	流域
басейн	盆
басейн	撞球
басейн	池
басейн	游泳池
басейн	泳池
зменшення	減少
зменшення	收縮
зменшення	縮小
зменшення	遞減
доля	天命
доля	命運
доля	命運
окремо	個別
рівняння	方程
рівняння	方程式
рівняння	方程
рівняння	方程式
пір	羽毛
георгій	georgi
георгій	georgy
георгій	giorgi
георгій	喬治
георгій	george
класі	等級
класі	年級
класі	課室
класі	教室
класі	課堂
стосується	關切
зрештою	最終
пари	夫妻
пари	情侶
пари	夫婦
пари	配對
перемога	勝利
одиниці	各單位
одиниці	單元
одиниці	單位
одиниці	股
одиниці	單元
одиниці	單位
камінь	stone
камінь	石
камінь	斯通
камінь	石頭
стара	老
стара	舊的
стара	舊
стара	老了
необхідність	必要性
говорить	會談
ворота	門
ворота	大門
англія	英國
англія	英格蘭
хвилі	波長
хвилі	浪
хвилі	海浪
хвилі	波浪
переміг	元
угорщина	匈牙利
культур	文化
кабінету	內閣
прошу	請
торонто	多倫多
чикаго	芝加哥
варіанти	替代品
варіанти	變體
варіанти	變異
варіанти	選項
мій	礦山
оформлення	創意
оформлення	創作
оформлення	創意
оформлення	創造性
лист	葉
лист	葉子
лист	信
лист	來信
лист	字母
лист	信函
лист	信件
історики	歷史學家
довжини	長度
довжини	長度
вилучити	刪除
вилучити	移除
вилучити	刪除
вилучити	刪去
закони	法律
соціальна	社會
соціальна	社交
ефект	特效
ефект	效果
ефект	效應
ефект	消極
бог	神
схема	綱要
продовження	延續
продовження	持續
продовження	連續
колонії	殖民地
скорочення	捷徑
скорочення	捷徑
скорочення	縮短
скорочення	縮寫
британія	不列顛
викладач	老師
викладач	教師
ерік	eric
ерік	erik
поширені	常見
поширені	通用
поширені	共同
правда	真實
хотів	通緝
справі	外遇
власник	所有者
власник	業主
власник	所有權
власник	擁有權
побудовано	建
побудовано	內建
вторгнення	入侵
вторгнення	侵略
підтримка	支援
дослідники	探險家
проходять	sweeps
вогонь	消防
вогонь	火
вогонь	火焰
вогонь	火災
максимальна	最大值
максимальна	最大限度
механізм	機制
опір	抵制
опір	抗拒
опір	阻力
опір	電阻
опір	抵抗
опір	抵制
компаній	公司
законів	法律
стадії	階段
головне	主要
захопили	被俘
знайшов	找到
знайшов	發現
флот	海軍
флот	艦隊
флот	船隊
флот	車隊
доцент	講師
елемент	項目
елемент	元素
елемент	元件
елемент	要件
вів	viv
тема	題目
тема	話題
тема	專題
тема	主題
тема	專題
тема	主題
тема	主題
морський	戰艦
морський	海事
всім	大家
всім	每個人
мак	mac
мак	麥
розповідає	會談
волі	毅力
волі	意志力
пошук	搜尋
пошук	搜尋
пошук	找到
пошук	尋找
графство	郡
графство	縣
терміни	用語
терміни	術語
терміни	條款
запаси	供應
запаси	用品
дівчина	女友
дівчина	女朋友
дівчина	女生
дівчина	姑娘
дівчина	女孩
дівчина	girl
поховання	喪葬
поховання	葬
поховання	埋葬
рейтинг	評比
рейтинг	評分
рейтинг	名次
рейтинг	排行
рейтинг	排名
кафедра	大教堂
третє	第三
ініціативи	倡議
сфери	球體
лідер	領導人
лідер	領導者
лідер	領袖
берег	岸上
берег	岸
берег	岸邊
берег	海岸
берег	沿海
берег	沿岸
берег	海岸線
берег	海岸
робітників	勞動者
робітників	工人
знайдено	找到
знайдено	發現
належав	屬於
наказ	備忘錄
наказ	訂單
наказ	命令
наказ	秩序
наказ	訂購
наказ	順序
зона	區
зона	區域
ссавців	哺乳動物
палива	燃料
палива	燃油
леон	leon
травень	may
травень	梅
травень	五月份
травень	五月
повна	飽
повна	完整
повна	滿
дитячий	初級
дитячий	junior
дитячий	少年
полон	被俘
курси	課程
темно	黑
темно	暗
темно	黑暗
цілей	目標
рішень	決定
коштів	基金
коштів	資金
американської	美式
невідомо	未知
невідомо	不明
невідомо	未定義
вимірювання	測量
вимірювання	衡量
вимірювання	計量
вимірювання	量度
вимірювання	測量
вимірювання	度量
вимірювання	計量
вимірювання	衡量
вимірювання	量度
вимірювання	計量
вимірювання	測量
вимірювання	計量
вимірювання	衡量
вимірювання	度量
насіння	種子
насіння	種子
насіння	籽
вказує	指定
замовлення	保留
замовлення	命令
замовлення	訂單
паралельно	並行
паралельно	平行
руд	ruud
спортивні	體育
спортивні	運動
танків	坦克
вересень	九月份
вересень	九月
повертається	返回
десять	十
десять	十個
десять	ten
луганська	luhan
христа	基督
економічний	經濟
далеко	遠
комісія	委員會
конкурс	歌曲
конкурс	宋
конкурс	首歌
конкурс	歌
конкурс	比賽
конкурс	競賽
поп	流行
поп	pop
вірність	忠心
вірність	忠誠
каліфорнія	加利福尼亞
каліфорнія	加州
показує	顯示
зелений	綠色
зелений	綠
зелений	綠地
зелений	格林
працівник	勞動者
працівник	工人
установ	機構
знаки	板
знаки	跡象
знаки	標誌
стосунки	戀愛
стосунки	感情
стосунки	關係
інтерес	興趣
інтерес	利息
тиск	壓力
тиск	氣壓
тиск	壓
потреби	需求
потреби	需要
потреби	需要
потреби	需求
потреби	需要
релігії	宗教信仰
релігії	宗教
релігії	宗教
вчені	研究者
вчені	科學家
відставку	辭職
оригінальна	原文
оригінальна	原件
оригінальна	原創
оригінальна	原始
оригінальна	原
мозку	腦子
мозку	大腦
мозку	腦袋
мозку	腦
розміщення	安置
розміщення	張貼
розміщення	發文
розміщення	放置
розміщення	所在地
розміщення	位置
розміщення	地點
інструмент	工具
регулювання	條例
ліва	左側
ліва	左
ліва	左翼
ліва	左邊
випадок	案例
випадок	個案
випадок	案件
інакше	否則
співпраці	合作
яків	jacob
яків	雅各
додаткові	附加
додаткові	補充
додаткові	先進
додаткові	額外
додаткові	多餘
потреб	需求
потреб	需要
судна	船隻
ставлення	態度
апарат	儀器
апарат	器械
апарат	車輛
набір	設
набір	集
набір	設定
луї	louis
луї	路易
луї	路易斯
відпочинку	休閒
відпочинку	閒暇
виборців	選民
посібник	指南
посібник	指引
посібник	嚮導
посібник	課本
посібник	教科書
сила	力氣
сила	強度
сила	實力
сила	力量
сила	體力
сила	武力
сила	電力
сила	電源
сила	動力
сила	權力
сімей	家庭
глибина	深
глибина	深度
вимагає	需求
вимагає	需要
вимагає	要求
виставки	展覽
виставки	展
виставки	展覽會
роди	氏族
роди	部族
лісах	森林
тренера	教練
монет	硬幣
монет	錢幣
рук	手
рук	雙手
провести	花費
помилки	錯誤
помилки	失誤
стають	成為
телефон	電話
телефон	手機
телефон	電話
чилі	智利
гаррі	哈利
гаррі	harry
дозволяють	許可
дозволяють	許可證
навантаження	負載
навантаження	裝載
навантаження	負荷
навантаження	交通
сестра	妹妹
сестра	姐姐
сестра	姐妹
сестра	姊妹
сестра	姊姊
генріх	henryk
генріх	heinrich
генріх	亨利
генріх	henry
жовтень	十月
жовтень	十月份
вершини	峰
праця	勞動
праця	勞工
праця	勞動力
літературна	文學
випромінювання	放射
випромінювання	放射性
випромінювання	輻射
ракети	導彈
ракети	火箭
кот	kot
червень	六月份
червень	六月
кале	甘藍
випробування	審判
випробування	磨難
випробування	測試
випробування	測驗
випробування	檢驗
випробування	試驗
ведення	伐木
третя	第三
вісім	八個
вісім	八
принципи	原則
принципи	概念
принципи	理念
фотографії	像片
фотографії	照片
фотографії	像片
фотографії	照片
ліс	森林
вчених	學者
вчених	科學家
гурти	樂隊
приклади	舉例
приклади	例子
приклади	範例
зал	廳
зал	霍爾
зал	大廳
зал	hall
розташовано	位於
присвячена	課本
присвячена	教科書
належали	屬於
виявлення	探測
виявлення	偵測
виявлення	檢測
виявлення	偵測
одяг	服裝
одяг	衣物
одяг	衣服
одяг	服裝
одяг	衣物
одяг	衣服
зверху	頂
зверху	top
зверху	頂端
зверху	熱門
зверху	最高
співробітник	同事
акції	共享
акції	分享
акції	股份
харчування	糧食
харчування	食品
харчування	食物
харчування	餐
харчування	膳食
займають	佔據
займають	佔用
займають	佔領
персонажі	字元
персонажі	角色
якийсь	一些
якийсь	有些
присутні	現任
чорна	黑
чорна	black
чорна	黑色
чорна	黑人
знайдені	找到
знайдені	發現
написано	書寫
написано	撰寫
тривалий	漸進
тривалий	進步
тривалий	累進
тривалий	逐步
