lloyd	ллойд
insameling	підняття
mercury	меркурій
edith	едіт
vreedsaam	спокійна
vreedsaam	мирного
vreedsaam	мирний
voorspellings	прогнозів
plesier	ласки
plesier	задоволенням
plesier	задоволення
artemis	артеміда
houers	патрони
houers	набоїв
wing	крилом
wing	крило
prominent	видатних
zacharias	захарій
kapelaan	капелан
reënboog	райдуга
reënboog	веселка
eksperimenteer	експеримент
tekstuur	текстура
tekstuur	текстури
kelder	льох
soöplankton	зоопланктон
getuies	свідки
doele	цілі
doele	голи
buckingham	букінгемський
kliniek	поліклініка
kliniek	клініка
dionysos	діоніс
godheid	боги
godheid	божество
konsekwent	однорідного
matteus	матвія
matteus	матвій
matteus	метью
borg	спонсора
borg	заплатила
auf	auf
vegas	вегасі
vegas	вегас
patricia	патриція
verhore	слухання
redigering	редагування
redigering	монтаж
skisma	схизма
gholf	гольф
voorbereidings	підготовку
swaan	лебідь
sensitief	чутливі
sensitief	урахуванням
netherlands	нідерланди
netherlands	нідерландах
netherlands	нідерландів
elvis	елвіс
begraafplase	цвинтарях
interwiki	interwiki
blokkies	клітинки
blokkies	клітинок
blokkies	квадрати
folk	народний
folk	народного
folk	фольклор
folk	народні
folk	фолк
folk	народна
dalai	далай
rande	краї
mare	море
fak	фак
subkontinent	субконтинент
problem	задача
problem	проблему
problem	проблема
lingua	lingua
varke	свині
eros	ерос
asteekse	ацтеків
spesifiseer	зазначені
spesifiseer	вказано
spesifiseer	вказана
spesifiseer	зазначений
spesifiseer	вказаний
handbal	гандбол
handbal	гандболу
danny	данні
danny	денні
elsevier	elsevier
belastings	податки
mara	мара
aangaan	висновки
plafon	стелі
plafon	стеля
jurisdiksie	компетенції
kabels	кабелі
bafta	bafta
mahayana	махаяна
hermes	гермес
aramees	арамейська
skenkings	пожертви
velle	аркушів
velle	аркуші
oriëntasie	орієнтація
oriëntasie	орієнтацію
afrikaan	африканська
afrikaan	африканський
afrikaan	африканські
afrikaan	африканських
intel	intel
maleise	малайська
keuses	варіанти
porselein	порцеляна
champagne	шампанське
champagne	шампань
champagne	шампанського
hoogtepunte	найважливіше
hoogtepunte	підсвічування
hoogtepunte	найголовніше
ranglys	лідерів
voortsetting	продовження
terrorisme	тероризм
meel	мука
meel	борошно
rubber	гумові
graal	грааль
voorspelling	передбачення
voorspelling	прогноз
geduld	терпіння
isis	isis
saamgevat	consolidated
longontsteking	пневмонія
ifa	ifa
versiering	обрамлення
versiering	декорації
versiering	декорування
versiering	оздоблення
terminale	термінали
messina	мессіна
harbour	гавань
missiele	ракет
missiele	ракети
chroniese	хронічне
bekendes	знаменитостей
bekendes	знаменитості
verbreed	розширювати
dringende	терміново
dringende	термінову
prakties	практично
gesiene	любомира
danser	танцівниця
danser	dancer
danser	танцюрист
jesse	джессі
termodinamika	термодинаміка
celsius	цельсія
ekwivalente	еквівалент
bate	актив
spontaan	спонтанно
salm	лосось
epog	епоха
epog	епохи
epog	епоху
andrea	андреа
epidemie	епідемія
bespaar	заощадити
glenn	гленн
sylvia	сільвія
gemak	комфорт
gemak	затишок
rosario	росаріо
kazan	казані
seisoenale	сезонні
akker	акрі
garcía	гарсія
slaaf	раб
slaaf	підлеглий
slaaf	раба
labrador	лабрадор
deurentyd	постійно
beroerte	інсульт
goelag	гулаг
tomas	томас
josh	джош
eienaarskap	власники
eienaarskap	належність
eienaarskap	власник
eienaarskap	власність
uniform	форма
versnelling	прискорення
kennisgewing	сповіщення
kennisgewing	інформує
kennisgewing	помічав
kennisgewing	помічати
kennisgewing	зауваження
kennisgewing	помітити
danse	danse
ferguson	фергюсон
chloor	хлор
gefedereerde	федеративні
teruggestuur	повернувся
teruggestuur	повернуто
teruggestuur	повернулася
circa	circa
ink	чорнила
vriendin	подружка
vriendin	подруга
vriendin	дівчина
prosedures	заходи
prosedures	процедури
leven	leven
sonja	соня
kajuit	будиночок
kajuit	хижі
kajuit	салоні
betoog	аргументом
betoog	аргумент
gibraltar	гібралтар
peugeot	peugeot
domenico	доменіко
boyle	бойл
montpellier	монпельє
diereriem	зодіак
parsek	парсек
gallia	галлія
poems	вірші
ted	ted
ted	тед
gewaarborg	гарантовані
gewaarborg	гарантую
hoender	курка
hoender	курки
hoender	курча
hoender	курячий
greep	байтів
waardigheid	гідності
waardigheid	гідність
moeg	втомився
moeg	втомилися
passie	passion
passie	пристрасті
passie	пристрасть
genetika	генетика
riller	жах
riller	жахи
riller	трилер
jobs	завдання
jobs	задачі
jobs	джобс
aborsie	аборт
hunter	мисливець
davies	девіс
hartseer	печаль
hartseer	сумно
hartseer	сумні
hartseer	сумний
salzburg	зальцбург
vereenvoudig	спрощена
aanhanger	прихильник
aanhanger	фан
aanhanger	шанувальник
aanhanger	шанувальників
aanhanger	вентилятор
leed	шкоди
gambië	gambia
gambië	альгамбра
gambië	гама
gambië	гами
gambië	гамма
gambië	грамів
gambië	лямбда
drukker	принтера
drukker	принтері
drukker	принтер
bertrand	бертран
rassisme	расизму
burkina	буркіна
deutschland	важкі
trinidad	тринідад
ios	ios
holmes	холмс
braun	браун
laser	лазер
ikea	ikea
fiets	велосипед
fiets	велосипеда
fiets	ровер
paleogeen	палеоген
farmaseutiese	фармацевтична
iok	ioc
emedicinesubj	emedicinesubj
primêr	основний
primêr	основне
primêr	основна
sent	копійок
huang	хуан
onstabiele	нестабільні
openoffice	openoffice
gesentreer	центр
chroom	chrome
chroom	хром
hydra	гідра
beskermende	захисту
gelaaide	завантажені
gelaaide	завантажено
bende	банда
bende	gang
bende	банди
canis	пес
awb	awb
gewillig	добровільно
gewillig	бажаючих
gewillig	дасть
devon	девон
skadelike	шкідливі
skadelike	шкідливий
theravada	тхеравада
verlossing	спасіння
anastasia	анастасія
gegenereer	створено
gegenereer	створене
gegenereer	створений
gegenereer	створені
waterloo	ватерлоо
kano	кано
marxisme	марксизм
broom	бром
coleman	коулман
gewenste	бажану
gewenste	бажаного
raadpleeg	звернутися
raadpleeg	консультація
raadpleeg	зверніться
infeksies	infections
moritz	моріц
weiering	відмову
byron	байрон
wang	ван
gelowige	релігійна
gelowige	релігійні
hades	аїд
sosio	громадсько
benito	беніто
fonteine	фонтани
onverwagte	неочікуваний
onverwagte	несподіваний
onverwagte	несподіване
este	este
bleek	похмурому
bleek	похмура
faso	фасо
ivoor	айворі
skeepsbou	суднобудування
egskeiding	розлучення
houston	houston
tuberkulose	туберкульозу
byname	псевдоніми
marathon	марафон
mekka	мекка
toetmoses	тутмос
litauers	литовці
verdraagsaamheid	розуміючи
verdraagsaamheid	взаєморозуміння
verdraagsaamheid	розуміння
staar	старе
opgeëis	забрала
journey	мандрівка
journey	подорож
journey	подорожі
grieg	гріг
kristalle	кристали
voorkoming	запобігання
voorkoming	профілактика
pionne	пішаки
sas	сас
sumatra	суматра
metadata	метадані
bol	боль
spiere	язи
mannheim	mannheim
siegfried	зігфрід
stadio	стадіо
hlist	hlist
tieners	підлітки
opgesluit	закрила
osaka	осака
fernández	фернандес
leuven	leuven
sertifikaat	сертифікат
selena	selena
gama	гама
popper	поппер
oneindige	нескінченні
oneindige	нескінченний
oneindige	безмежний
oneindige	нескінченна
oneindige	нескінченно
merkwaardig	надзвичайно
lugvaart	авіації
lugvaart	авіація
palladium	паладій
bourbon	бурбон
paolo	паоло
bethesda	bethesda
aken	аахен
belegging	інвестувати
belegging	інвестування
belegging	інвестиції
afkortings	скорочення
ondersteunende	підтримувати
momentum	імпульсу
roberto	роберто
kruise	хрестики
kruise	порушила
kruise	перехрестя
imdb	imdb
verras	здивовані
verras	дивує
verras	здивована
verras	здивувався
verras	здивований
tanganjika	танганьїка
rhodesia	родезія
klante	клієнти
klante	клієнтів
klante	клієнтами
manx	менська
xxii	xxii
desmond	десмонд
hits	hits
motorvoertuig	автомобілем
motorvoertuig	машина
motorvoertuig	авто
motorvoertuig	автомобіль
macau	макао
macau	макао
verkragting	зґвалтування
doris	доріс
natalia	наталя
natalia	наталія
jeanne	жанна
ottawa	оттава
brendan	брендан
noir	нуар
montana	монтана
verskaffer	крамнички
verskaffer	постачальника
verouderde	vintage
freeman	фрімен
apparaat	приналежність
apparaat	апарат
rsa	rsa
handig	передав
vuil	брудний
vuil	брудні
vuil	брудно
vuil	брудна
monde	роті
monde	рот
monde	устами
sones	зони
sones	зон
gaulle	голль
itunes	itunes
amadeus	амадео
jodium	йод
tannie	тітка
tannie	тьотя
division	ділення
division	дивізіон
division	поділ
joyce	джойс
calvyn	calvin
vleie	болота
alain	ален
voetspore	слідів
cartier	картьє
peper	перець
duif	голуба
laura	лора
laura	лаура
wells	веллс
jorge	хорхе
edison	едісон
vera	віра
vera	вера
toegewys	призначена
toegewys	оргкомітет
toegewys	призначені
resensie	переглянути
resensie	рецензування
resensie	відгук
resensie	огляд
laas	останній
laas	остання
laas	останнє
huygens	гюйгенс
swemmer	плавець
swemmer	рятівник
hopelik	сподіваюсь
hopelik	сподіваємося
hopelik	напевне
hopelik	сподіваємось
guido	гвідо
ward	палаті
gesigte	облич
gesigte	обличчя
lie	лежать
lie	брехня
lie	брешуть
hunt	полювати
hunt	полювання
lantern	ліхтар
parc	parc
doi	doi
tonumber	tonumber
afgedank	звільнили
afgedank	звільнений
afgedank	звільнено
afgedank	звільнив
mcdonald	макдональд
steady	стабільний
steady	рівно
jena	єна
apteker	фармацевт
silinders	циліндри
abu	абу
wars	війн
wars	війни
pac	pac
gsub	gsub
sfinks	сфінкс
marchand	маршан
verloof	заручена
verloof	вивели
magnesium	магній
spears	списів
verskaffing	постачання
verskaffing	надати
gebroke	зламано
gebroke	broken
gebroke	розбите
gebroke	зламаний
draer	авіаносець
beloning	винагороду
beloning	нагорода
columbië	колумбія
geskeduleerde	заплановану
geskeduleerde	заплановані
geskeduleerde	заплановано
geskeduleerde	запланований
mitsubishi	mitsubishi
onnodig	непотрібне
onnodig	зайвим
biljoen	мільярдів
biljoen	мільярд
biljoen	мільярди
biljoen	млрд
bryce	брайс
etnies	національну
etnies	етно
etnies	етнічна
sersant	індо
sersant	сержант
bagdad	багдада
montreux	montreux
update	оновлення
update	оновлюється
grove	гаю
opgeskort	відкликано
rings	кільця
rings	обручки
raai	guess
raai	вгадати
oerdoe	урду
rouge	руж
crawford	кроуфорд
dover	довер
voetskrif	підвал
luc	люк
eris	ерида
iphone	iphone
analoog	аналоговий
feestelik	святкову
feestelik	святкові
feestelik	святково
doctor	лікар
doctor	лікаря
doctor	доктор
doctor	лікарю
rochelle	рошель
saurischia	ящеротазові
wetenskaplik	науковий
wetenskaplik	наукових
wetenskaplik	наукова
spontane	спонтанно
opsies	варіанти
opsies	пункти
opsies	опції
opsies	параметри
vog	рідина
togo	того
paraná	парана
kalium	калію
kate	kate
kate	кейт
ripper	видобування
ignatius	ігнатій
craven	крейвен
harvey	гарві
harvey	харві
aude	од
geheimsinnige	загадкова
eritrea	еритреї
shah	шах
première	première
brigade	бригада
brigade	бригади
miceense	мікенська
sauropsida	завропсиди
domeine	доменів
argeologie	археологія
belgrado	белграда
loon	зарплата
loon	зарплати
ashley	ешлі
konsonant	приголосний
risk	ризик
rustig	перепочити
rustig	безтурботно
tokyo	токіо
tokyo	tokyo
garnale	креветки
getroude	одружені
getroude	заміжня
getroude	одружена
getroude	заміж
getroude	одружений
eksklusief	виключно
glorie	славу
glorie	слава
prime	prime
every	повторюється
mir	мір
maleisiese	малайзійський
trent	трент
thukydides	фукідід
onderwater	підводна
onderwater	підводного
français	français
voorgeskrewe	встановленого
gear	спорядження
gear	gear
oorgeskakel	переплутали
otago	отаго
dagga	марихуану
basse	басс
werkverrigting	ефективність
werkverrigting	виступ
nietzsche	ніцше
racing	перегони
racing	гонки
racing	racing
pyl	стрілок
pyl	стріла
pyl	стрілка
gekonfedereerde	конфедеративні
emil	еміль
uil	сова
galilei	галілей
beleide	політики
beleide	правила
reklame	рекламу
reklame	реклама
pontiffs	понтифіків
stevenson	стівенсон
paasfees	пасха
paasfees	великдень
hersiening	переглянути
hersiening	рецензування
hersiening	відгук
hersiening	огляд
hersiening	версія
hersiening	редакції
hersiening	модифікація
swael	сірка
swael	ластівка
swael	сірка
jackie	джекі
lufthansa	lufthansa
mariana	mariana
tai	тай
ellen	еллен
ellen	елен
kai	кай
glory	славу
glory	слава
verdwyning	зникають
verdwyning	зникнення
akropolis	акрополь
ming	мін
atlantis	атлантида
schmitz	schmitz
hoffmann	гофман
paddy	педді
champions	чемпіони
dar	дар
michelle	мішель
êrens	кудись
eksamens	іспити
eksamens	екзамени
eksamens	екзаменів
oopmaak	відкрити
oopmaak	відкрита
oopmaak	відкрито
oopmaak	відкриті
oopmaak	відкритий
bern	берн
breda	бреда
larry	ларрі
larry	ларі
larry	лері
heb	heb
woods	лісі
jakkals	фокс
jakkals	лисиця
meditasie	медитація
prelude	прелюдія
breton	бретонська
blokkeer	блокування
blokkeer	блокувати
blokkeer	блок
blokkeer	заблокувати
stern	корми
relatiwiteit	відносність
kalsium	кальцій
kalsium	кальцію
arc	арк
arc	дуга
française	франсез
borneo	borneo
steuring	завада
photographic	фотографічних
kap	рубати
