барабани	тапани
статистичні	статистички
цвітіння	цвета
фан	фан
фан	вентилатор
фан	обожавател
фан	навивач
фан	фанг
фан	фенг
трикутник	триаголник
клермон	клермонт
крива	крива
радника	советник
кіпру	кипар
самець	машко
самець	машки
заново	реконструкција
кримська	кримска
емілія	емилија
емілія	амелија
голокосту	холокаустот
голокосту	холокауст
земельні	зеланд
різновидів	вкусови
гессен	хесе
віл	вил
віл	хив
леопольд	леополд
актуальні	популарно
актуальні	популарна
актуальні	популарни
тяжіння	гравитација
індонезія	индонезиски
індонезія	индонезија
прованс	прованса
вимова	изговор
вимова	изговорот
наступником	наследник
серійний	сериски
францію	франс
францію	франција
автономний	автономни
автономний	автономен
автономний	автономна
автономний	исклучен
автономний	офлајн
алтай	алтај
включати	вклучи
арагон	арагон
тонкі	тенко
тонкі	тенок
тонкі	тенки
тонкі	тенка
митці	уметници
митці	артисти
сант	сант
підлітків	тинејџерски
підлітків	тинејџер
підлітків	тинејџерка
підлітків	адолесценти
закриті	затвори
закриті	затворен
закриті	затворена
закриті	затворени
закриті	затворено
мідь	бакар
воїн	воин
уельс	велс
духовні	духовна
духовні	духовни
духовні	духовен
духовні	духовно
розробник	развивач
розробник	програмер
янг	младите
янг	млад
янг	јанг
янг	young
янг	млади
янг	млада
шостий	шестото
шостий	шеста
шостий	шесто
шостий	шести
шостий	шестиот
вісь	оска
єврейська	еврејка
єврейська	евреин
єврейська	еврејски
єврейська	евреј
єврейська	еврејско
єврейська	хебрејски
єврейська	еврејски
колон	црева
колон	колон
податок	данок
прокурора	адвокат
прокурора	обвинител
рядка	линија
гранд	grandes
гранд	гранде
гранд	grand
гранд	гранд
сталін	сталин
дует	дует
секція	рез
секція	оддел
секція	отсек
секція	секција
латинська	латинска
латинська	латино
латинська	латиница
латинська	латински
шахтар	рудар
адаптації	адаптација
адаптації	приспособување
позначені	означени
позначені	означена
позначені	означен
позначені	означено
колеги	колегите
колеги	колеги
колеги	колешка
підтримати	подршка
підтримати	поддршка
підтримати	support
дзеркала	огледала
штучні	вештачки
штучні	вештачка
публікація	расказ
публікація	сторија
публікація	приказна
публікація	публикација
публікація	публикацијата
публікація	објавува
публікація	објавување
публікація	издавачки
публікація	објавување
едмонтон	едмонтон
здійснюються	оперирала
башкири	башкири
адріан	адријан
адріан	адријан
адріан	адриан
якесь	некои
італію	италија
кора	корка
кора	кора
кора	кора
спалили	изгоре
спалили	изгорени
спалили	запалени
звіти	извештаите
звіти	извештаи
звіти	известува
спеціалізовані	специјализирана
спеціалізовані	специјализирани
правосуддя	правдата
правосуддя	правдина
правосуддя	правда
сміття	ѓубре
сміття	глупости
сміття	ѓубре
пор	пристаништето
пор	порт
пор	порта
пор	пристаниште
природним	природно
літом	летно
колесо	тркало
колесо	тркалото
колесо	воланот
колесо	гума
юлій	џулиус
юлій	јулие
бразильський	амазонските
приток	притоки
череп	череп
череп	черепот
захоплені	фатено
захоплені	фатен
захоплені	фатени
вгорі	горна
вгорі	горен
вгорі	top
вгорі	топ
вгорі	врвот
коричневі	кафеава
коричневі	браун
коричневі	кафеав
коричневі	кафена
колона	колумни
колона	колумна
колона	колона
рідкісний	ретки
рідкісний	реткост
рідкісний	ретко
рідкісний	редок
рідкісний	ретка
піднімається	изгрее
піднімається	изгрева
піднімається	зголемените
піднімається	rising
купол	купола
передбачав	предвидено
передбачав	предвидоа
передбачав	предвиде
передбачав	предвидел
почути	слушне
почути	слушнат
почути	слушнете
почути	слушам
почути	слушнам
лео	лео
лео	лав
жорстоко	сурово
жорстоко	суров
жорстоко	сурова
жорстоко	свирепо
валя	валеа
мандрівник	патник
мандрівник	патникот
мандрівник	патник
мандрівник	патничка
мандрівник	wanderer
барі	бари
багатства	богатство
худ	качулка
худ	худ
худ	маалски
тренування	обука
тренування	тренинг
тренування	вежбање
мільйон	милион
мільйон	милиони
малювання	сликарство
малювання	сликање
малювання	слика
малювання	цртеж
малювання	цртање
малювання	ждрепката
сімейство	семејство
сімейство	фамилијарно
сімейство	фамилијарна
сімейство	фамилија
прийоми	трикови
аполлон	аполон
аполлон	аполо
рафаель	рафаел
рафаель	рафаел
урану	ураниум
дума	думата
перевагою	предност
судова	форензички
зібрано	изграден
зібрано	изградена
зібрано	изградени
зібрано	изградено
зібрано	состави
зібрано	собрани
зібрано	собрал
зібрано	групирани
зібрано	собран
зібрано	собрани
зібрано	собирал
зібрано	собрано
зібрано	собрана
переконати	убедува
переконати	убеди
розлучення	разводот
розлучення	развод
виключення	изостави
виключення	исклучи
виключення	исклучување
виключення	исклучок
пен	пенг
сервера	сервер
сервера	серверот
люфтваффе	луфтвафе
штучно	вештачки
штучно	измислена
штучно	измислени
фотограф	фотограф
стрічку	касета
стрічку	лента
попит	побарувачка
попит	барање
крайній	порно
винахід	изумот
винахід	изум
винахід	пронајдок
змінилася	променето
змінилася	променет
записати	напишам
записати	пишувајте
записати	пиши
записати	напиши
записати	запиши
записати	пишувај
записати	рекорд
записати	запис
записати	изгореница
записати	гори
записати	изгори
куби	куба
уникати	избегнете
уникати	избегнувајте
уникати	избегнување
уникати	избегне
звільнено	испука
звільнено	отпуштена
звільнено	испукани
звільнено	отпуштен
звільнено	ослободени
албанія	албанија
туристичний	туристичка
туристичний	турист
туристичний	туристички
підручники	обуки
вироблення	isto
пола	pola
дружба	пријателства
дружба	другарство
дружба	пријателство
венера	венус
венера	венера
айрес	аирес
зменшує	намалува
зменшує	намалува
могилу	гробот
могилу	гроб
підключення	поврзување
комбінації	комбинации
поліцейський	полицаец
поліцейський	полицаец
шукає	бара
дам	даме
поверхонь	површини
конкретно	поточно
конкретно	специфично
конкретно	конкретно
воювали	бореше
курорт	ресорт
курорт	одморалиште
позитивний	позитивен
позитивний	позитивна
позитивний	позитивно
позитивний	позитивни
позитивний	позитив
туніс	тунис
туніс	тунис
чай	чај
кримінальні	злосторник
кримінальні	кривично
кримінальні	кривични
кримінальні	кривична
кримінальні	криминално
вірус	вирус
зосереджені	сконцентрирана
висловлювання	излезен
висловлювання	излез
розрив	пауза
розрив	скрши
розрив	празнина
розрив	јаз
розрив	гап
куля	сферата
куля	сфера
куля	куршум
легенд	легенди
легенд	легендите
органічні	органски
органічні	органско
органічні	органска
капели	фрески
капели	фреските
підприємців	претприемачи
ресторан	ресторан
цілу	цела
цілу	целина
підняття	подигнување
підняття	подигање
підняття	подигањето
згоду	одобрување
згоду	одобрение
згоду	согласност
згоду	согласноста
зростанням	растечки
коричневий	кафеава
коричневий	браун
коричневий	кафеав
коричневий	кафена
археологічний	археолошко
археологічний	археолошки
коробки	кутии
лави	лава
шкода	сожалување
шкода	жално
шкода	извини
шкода	извинете
шкода	кае
шкода	каење
шкода	жалење
делла	дела
фарби	боја
сформовано	формирана
сформовано	формирани
сформовано	формиран
сформовано	формирано
собака	куче
шолом	кацига
шолом	шлем
пропаганда	пропаганда
таджикистану	таџикистан
записані	напишано
записані	напишани
записані	пишано
записані	пишан
впливати	влијание
швейцарський	swiss
швейцарський	швајцарски
швейцарський	швајцарско
швейцарський	швајцарска
підприємстві	установа
підприємстві	објект
лікуванні	третирање
лікуванні	третираат
ліцензію	лиценца
ліцензію	лиценца
ліцензію	дозвола
курт	курт
курт	курт
сумнів	сомнежот
сумнів	сомнеж
сумнів	сомневање
змішані	мешани
змішані	мешано
змішані	мешан
змішані	мешана
змішані	помешани
підтверджено	потврдено
підтверджено	потврди
підтверджено	потврдена
підтверджено	потврден
підтверджено	одобрено
підтверджено	одобрен
підтверджено	одобрени
підтверджено	одобри
підтверджено	одобрена
індивідуальні	поединец
індивідуальні	индивидуален
індивідуальні	индивидуална
індивідуальні	индивидуа
індивідуальні	индивидуални
кримські	кримска
заарештовано	уапсен
заарештовано	уапсени
заарештовано	уапсена
альтернативний	алтернатива
альтернативний	алтернативен
альтернативний	алтернативна
континенту	континент
континенту	континентот
ванкувер	ванкувер
небесної	небесен
небесної	божествен
небесної	небески
небесної	небесна
зла	злото
зла	зла
зла	зли
зла	зло
траса	трага
встановлює	поставува
встановлює	комплети
встановлює	заоѓа
встановлює	сетови
глядача	гледачи
заслуговує	заслужува
холодна	студ
холодна	ладно
холодна	ладна
холодна	студено
холодна	студена
фільтр	филтер
сильна	јака
сильна	јаки
сильна	силни
сильна	силен
сильна	силна
мера	градоначалнички
мера	градоначалникот
мера	градоначалник
важливості	важност
репертуар	репертоар
ваз	вазни
ярмарок	фер
ярмарок	саем
ярмарок	панаѓур
ліцензія	лиценца
ліцензія	лиценца
ліцензія	дозвола
геть	далеку
геть	подалеку
пісок	песок
пера	пера
пера	пердув
пера	перо
гірше	полошо
гірше	полош
гірше	полоши
гірше	полоша
ворог	непријателот
ворог	непријател
невдало	неуспешно
невдало	пропадна
невдало	потфрли
девіз	мото
лицарі	витезите
лицарі	витези
тривалості	занемарување
часті	чести
спокійно	опуштена
спокійно	опуштени
спокійно	опуштено
завершити	заврши
завершити	финиш
завершити	крај
завершити	комплетен
завершити	комплетна
завершити	завршено
підняти	укине
підняти	покачување
підняти	подигање
підняти	подигне
відсутнє	ниеден
відсутнє	никој
відсутнє	ниедна
розквіт	цвета
змінні	променливи
чоловічу	машкост
клер	клер
нікого	секого
нікого	некој
нікого	секој
нікого	никој
террі	тери
раннє	рано
раннє	ран
вибрана	одбрани
вибрана	избрани
вибрана	избран
інфраструктура	инфраструктура
присвячено	посветен
присвячено	посветена
присвячено	посветено
спорядження	ранци
спорядження	опрема
кіото	кјото
продюсери	продуценти
продюсери	производители
навчальної	прирачник
наміри	намери
наміри	намерите
черепаха	желката
черепаха	желка
черепаха	влакно
збудження	возбудување
синонім	синоним
пропонував	придонесоа
тези	тезите
кінематограф	кинематографија
кінематограф	киното
кінематограф	кино
страв	садови
страв	јадења
страв	чинии
браян	брајан
браян	брајан
гільдії	еснаф
рон	рона
рон	рон
ілюстрація	илустрација
схему	шема
традиційна	традиционални
традиційна	традиционално
традиційна	традиционална
традиційна	традиционален
симон	simon
симон	сајмон
симон	симон
іконостас	иконостасите
залізний	железно
залізний	железото
залізний	пегла
залізний	железо
якоб	jacob
якоб	јакоб
якоб	џејкоб
якоб	јакоб
воскресіння	воскресение
воскресіння	воскреснување
рукописи	ракописи
соліст	фронтмен
збираються	собирање
збираються	собир
видати	празнење
видати	разрешување
мовні	лингвистички
привілеї	привилегии
фраза	фраза
міфи	митови
фольклор	фолк
фольклор	народен
фольклор	народна
фольклор	народните
фольклор	народни
фольклор	фолклор
заповіт	завет
заповіт	тестамент
будівельник	градител
скарби	богатства
рання	рано
рання	ран
джейсон	џејсон
комерційного	комерцијално
комерційного	комерцијален
комерційного	реклама
комерційного	комерцијални
комерційного	комерцијална
юліан	џулиан
юліан	џулијан
анатомія	анатомија
федеральний	федерално
федеральний	федерални
федеральний	сојузниот
тед	тед
польщу	полска
керрі	кери
керрі	кери
страйк	удар
страйк	страјк
страйк	штрајк
віддали	дале
віддали	даде
віддали	дал
віддали	дадов
віддали	дадоа
платівки	рекорди
платівки	евиденција
платівки	записи
рибу	риби
рибу	фиш
рибу	риба
оригінал	оригинал
підвищує	зголемувања
підвищує	зголемува
тихий	пацифик
відмова	неуспех
відмова	неуспехот
камер	камери
себастьян	себастијан
себастьян	себастијан
стелі	таван
стелі	таванот
постійна	постојано
постійна	константно
постійна	константна
постійна	константа
євгеній	еуген
євгеній	јуџин
хоп	дн
підвищити	зголемување
підвищити	зголеми
змії	змии
змії	змија
безпосередній	итно
провідник	водич
провідник	диригент
партизан	герилци
партизан	герилците
партизан	партиски
партизан	партиска
допомагали	помогна
допомагали	помогнале
допомагали	помогнаа
ютери	машини
мільярдів	милијарда
мільярдів	милијарди
мільярдів	билион
протести	протести
ельзас	alsace
шеф	кувар
шеф	готвач
шеф	шеф
шеф	главен
шеф	шефот
шеф	началник
завтра	утре
обряд	ритуал
обряд	обред
боксери	боксери
жозеф	јосиф
жозеф	џозеф
зупинка	запирање
зупинка	запрен
зупинка	запре
зупинка	престана
зупинка	застанале
зупинка	застанал
зупинка	застани
зупинка	стој
зупинка	стоп
зупинка	стој
зупинка	застој
поліцейських	полицајци
допомагати	помагање
допомагати	помагајќи
допомагати	помага
дзвін	камбаните
дзвін	ѕвончиња
дзвін	ѕвона
дзвін	ѕвоно
дзвін	бел
дзвін	ѕвонче
проміжок	интервал
удари	удари
удари	ударите
удари	ставање
удари	ставањето
холодний	студ
холодний	ладно
холодний	ладна
холодний	студено
холодний	студена
холодний	леден
кавалерії	коњаница
кавалерії	коњаницата
сорок	четириесет
сорок	forty
вантажний	товарниот
епізоди	епизоди
відпочинок	рекреација
відпочинок	одмори
автомат	машина
автомат	автомат
апостол	апостол
липа	липа
калію	калиум
кінцівок	екстремитети
цифр	бројки
цифр	цифри
змінився	променето
змінився	променет
замінено	заменета
замінено	замени
замінено	заменети
замінено	заменето
замінено	заменет
пів	пола
пів	половина
пів	половината
подвійний	дупла
подвійний	двојно
подвійний	дупло
подвійний	двојна
подвійний	двојно
подвійний	dual
товариш	другар
товариш	другарот
відверто	удира
відверто	удирање
вирішують	решавање
вирішують	решеност
вирішують	решителност
вирішують	разреши
нараховується	награден
нараховується	доделена
сортування	подредување
сортування	сортирање
організми	организми
десант	напад
більшим	поголеми
більшим	поголема
більшим	поголемо
більшим	поголем
місій	мисии
місій	мисиите
путін	путин
юридичні	легално
юридичні	законска
юридичні	легална
юридичні	правна
юридичні	легален
юридичні	правен
труси	гаќи
труси	гаќички
труси	гаќи
труси	боксери
пишеться	магија
організували	договорен
барбара	барбара
виняток	исклучок
законодавчих	законодавната
законодавчих	законодавна
законодавчих	законодавен
законодавчих	законодавни
знижує	намалува
колу	кока
колу	кокаин
сосни	борови
павільйон	павилјон
копіювання	копирај
копіювання	копирање
копіювання	копија
копіювання	копирање
подарунок	дар
подарунок	поклон
подарунок	подарок
подарунок	сегашност
подарунок	сегашна
подарунок	поклон
подарунок	присутни
подарунок	претстави
подарунок	подарок
буркіна	буркина
блиск	свети
блиск	блеска
обстеження	проценет
осип	осип
продати	продаде
продати	продавај
продати	продажба
аркадій	аркадиј
помічника	помошничка
помічника	асистент
помічника	помошник
стамбул	istanbul
стамбул	истанбул
рівність	еднаквост
рівність	рамноправност
іноземців	странци
іноземців	странците
захоплено	доловува
захоплено	нападнал
фаза	фаза
відчуває	сетилата
відчуває	сетила
прочитати	читај
прочитати	читам
прочитати	читање
прочитати	читајте
прочитати	прочитај
прочитати	прочитајте
мовознавство	лингвистика
існуючі	постојните
існуючі	постојна
існуючі	постоечките
існуючі	постоечки
існуючі	постоечка
існуючі	постојни
електроніка	електроника
електроніка	електронски
електроніка	електронско
зімбабве	зимбабве
координації	координација
перетворити	преобрати
перетворити	преобрази
перетворити	трансформираат
перетворити	трансформација
перетворити	трансформира
перетворити	трансформирање
зварювання	заварување
ескадрильї	ескадрила
дизайнер	дизајнер
партнерів	другари
дощів	дождлив
цинку	цинк
комуністи	комунисти
комуністи	комунистите
судові	суд
ленін	ленин
болгарський	бугарска
болгарський	бугарски
говорили	зборува
говорили	зборување
говорили	зборувањето
говорили	прозборе
говорили	зборуваше
говорили	говореше
говорили	зборуваше
фрукти	овошје
фрукти	плод
фрукти	овошна
фрукти	овошје
фрукти	плодови
марсі	марси
міф	мит
промені	зраците
промені	зраци
партнер	партнер
партнер	партнерка
дельта	делта
чудовий	прекрасно
чудовий	прекрасен
чудовий	прекрасни
очікування	чекањето
очікування	чекам
очікування	чекајќи
очікування	чекање
очікування	чека
очікування	чекаат
налаштування	поставување
налаштування	конфигурација
налаштування	прилагодувања
налаштування	параметри
налаштування	поставувања
налаштування	прилагодувања
налаштування	поставки
рушій	моторот
рушій	мотор
старші	постара
старші	постари
старші	постар
старші	постаро
навички	вештини
навички	способности
завдали	предизвикана
завдали	предизвика
зустрічей	назначувања
зустрічей	состаноци
діалог	барање
діалог	дијалог
едо	едо
лівих	левичарите
купити	купување
купити	купи
геральдика	хералдика
цивільний	граѓански
цивільний	граѓанска
цивільний	граѓанско
цивільний	цивил
цивільний	цивилен
потяги	возови
принцеси	принцези
принцеси	принцезите
доставки	достава
доставки	пратки
доставки	превоз
підводного	подводни
практичне	практичен
практичне	практични
практичне	практична
завершується	завршува
редакторів	уредници
редакторів	уредниците
організаціях	нво
шини	гуми
шини	автобус
продовжили	напуштат
передумови	предуслови
захисники	заштитници
переробка	рециклирање
дане	дане
житель	граѓанин
демократичний	демократски
демократичний	демократска
демократичний	демократ
погіршення	влошените
сирія	syria
сирія	сирија
індіана	индијана
боже	аман
боже	богот
боже	бога
боже	бог
боже	господ
прикрашені	украсен
ситуаціях	ситуации
ситуаціях	состојби
зараження	инфициран
зараження	инфицирана
зараження	инфицирано
зараження	инфицирани
зараження	заразен
зараження	последици
захисників	бранителите
захисників	бранители
форд	форд
форд	ford
фірмі	фирма
юхимович	распутин
лід	води
лід	трага
лід	олово
лід	водечки
лід	водство
лід	лед
лід	мраз
соціалістів	социјалисти
соціалістів	социјалистите
дунай	дунав
демо	демо
прибрати	чиста
прибрати	чисто
прибрати	чисти
прибрати	чист
прибрати	исчисти
прибрати	отстранување
прибрати	отстрани
палаті	ворд
палаті	вард
нагірно	нагорно
темний	мрак
темний	темница
темний	темно
темний	темен
мусульмани	муслимански
мусульмани	муслиманско
мусульмани	муслиманска
мусульмани	муслиман
мусульмани	муслиманите
мусульмани	муслимани
видобування	извлекување
видобування	екстракција
облога	опсада
ходів	поместува
ходів	потези
ніколас	николас
брами	порти
брами	гејтс
уфа	уфа
баррі	бери
лувр	лувр
фішер	фишер
фішер	фишер
додаткова	екстра
додаткова	дополнителните
додаткова	дополнителна
припинено	прекинато
казані	казан
гарно	nice
гарно	убаво
гарно	ница
перетворено	претворена
перетворено	претворени
геологічних	геолошки
перекласти	преведување
перекласти	преведува
перекласти	преведи
перекласти	преведе
корі	кори
корі	кори
трудові	труд
трудові	работнички
трудові	трудот
поставлені	достигнувања
поставлені	успеси
перемагає	победата
перемагає	победничка
перемагає	победнички
перемагає	порази
груди	гради
груди	градите
груди	гради
груди	дојка
груди	градите
допоміжні	асистенти
допоміжні	помошници
птаха	птица
стадія	бина
стадія	етапа
стадія	фаза
повідомили	информирани
повідомили	информиран
ззовні	однадвор
ззовні	надвор
рейд	рацијата
рейд	рација
пояснив	објасни
пояснив	објаснето
автоматична	автоматски
автоматична	автоматска
автоматична	автоматско
партизани	герилци
партизани	герилците
партизани	партизаните
партизани	партизани
отвори	дупки
сухі	сува
сухі	хемиско
сухі	суво
сухі	сув
сухі	исуши
поповнення	замени
поповнення	трупи
поповнення	војници
розіграш	ниски
жива	жива
жива	живи
жива	жив
фасо	фасо
фізично	физички
дивитися	гледајте
дивитися	гледај
дивитися	часовник
дивитися	гледав
дивитися	гледање
дивитися	гледајќи
дивитися	гледа
дивитися	гледањето
аеродром	aerodrom
ставлять	сорта
ставлять	раса
жанна	жан
таємниця	мистерија
таємниця	тајна
таємниця	тајност
творців	креатори
творців	креаторите
застосувати	аплицирање
застосувати	примени
печер	пештери
печер	пештерите
істини	вистини
коротко	накусо
коротко	накратко
вагон	вагон
тяжко	тешко
тяжко	тврд
тяжко	силно
тяжко	јако
тяжко	пензионерски
нагляду	надзор
ректора	ректорот
молодша	помладо
молодша	помлади
молодша	помлад
молодша	помлада
описи	описи
куб	коцка
напали	нападнати
напали	нападнат
напали	нападната
універсальний	обединето
універсальний	обединет
універсальний	обединета
універсальний	универзално
універсальний	универзален
універсальний	универзални
універсальний	универзална
подивитися	види
подивитися	гледаш
подивитися	видете
подивитися	гледајте
подивитися	гледај
подивитися	часовник
подивитися	погледни
подивитися	гледај
подивитися	види
процесори	процесори
очікується	очекувано
очікується	очекуван
очікується	очекува
очікується	очекувана
очікується	очекувајќи
очікується	очекував
очікується	очекување
матвій	матеј
матвій	метју
членство	членството
членство	членство
оригінальне	оригинал
звернутися	консултираат
звернутися	консултира
повітряна	воздушно
повітряна	воздушни
повітряна	воздух
повітряна	ер
повітряна	air
подають	служеа
подають	служел
подають	служеле
подають	служеше
подають	служи
ірак	ирак
гомер	хомер
орда	орда
орда	хордата
смирнов	смирнов
степ	степа
пострілів	погодоци
пострілів	истрели
тінь	сенка
тінь	сенката
переглянути	прелистување
переглянути	прегледај
переглянути	преглед
переглянути	види
переглянути	гледаш
переглянути	видете
переглянути	поглед
антологія	антологија
антологія	антологијата
інтенсивність	јачина
інтенсивність	интензитет
інтенсивність	снага
інтенсивність	сила
інтенсивність	силата
поклав	депонирани
християни	христијански
християни	кристијан
християни	христијан
християни	христијани
християни	христијанин
християни	христијани
паша	паша
викрадення	киднапирање
викрадення	грабнување
викрадення	киднапирања
знімок	снимка
простіше	полесно
простіше	поедноставен
простіше	поедноставно
пилипович	турко
сусідів	цимери
укладання	заклучувајќи
горами	купови
олівер	оливер
олівер	oliver
фундамент	фондација
фундамент	темели
фундамент	темел
окреме	одделни
окреме	одделно
окреме	одвоени
позов	тужба
позов	парница
оподаткування	оданочување
нагляд	надзор
ходити	одење
ходити	шетање
заборонені	забрането
заборонені	забранета
заборонені	забранети
хоккайдо	хокаидо
волтер	волтер
волтер	валтер
орест	орест
ключі	клучевите
ключі	тастери
ключі	клучеви
ключі	копчиња
ключі	жетони
салоні	колибата
салоні	колиба
салоні	кабина
салоні	куќарка
землеробство	земјоделие
землеробство	земјоделство
бак	бак
бак	бак
самка	женка
самка	женско
самка	женски
самка	женска
таблиць	маси
таблиць	масите
гарольд	харолд
гарольд	херолд
турин	торино
скрізь	насекаде
скрізь	сегде
скрізь	секаде
приєднатися	приклучи
меблі	гарнитура
меблі	мебел
відзначено	индицира
платон	платон
чия	чија
чия	чиј
чия	чии
чия	чие
грудей	гради
грудей	дојка
грудей	градите
збережені	зачуван
збережені	зачувани
збережені	зачувано
збережені	зачувана
збережені	спасен
збережені	спаси
сенатор	сенатор
сенатор	сенаторот
буш	грмушка
буш	грмушки
буш	буш
глибокий	deep
глибокий	длабок
глибокий	длабока
глибокий	длабоко
глибокий	длабоки
просте	едноставен
просте	едноставно
просте	едноставна
просте	проста
хутро	крзно
зареєстрований	регистриран
зареєстрований	регистрирана
зареєстрований	регистрирано
зареєстрований	регистрирани
іванова	иванова
чеської	чешкиот
чеської	чешки
чеської	чешка
дано	дадена
дано	дадени
дано	дадено
дано	даден
посадку	слетување
посадку	спуштање
посадку	приземјување
поліпшити	забележлива
скандал	скандал
скандал	скандали
арабські	арапски
кей	кеј
реп	рап
реп	рапот
астронавти	астронаути
обеліск	обелиск
збирає	прибира
збирає	собира
збирає	гради
референдум	референдум
патент	патент
супер	супер
аматорів	аматери
їсти	јадење
їсти	јаде
їсти	јади
їсти	јадете
їсти	јаде
відправлення	поаѓање
відправлення	заминување
прихід	пристигнување
прихід	најавува
строго	строго
строго	стриктно
чверть	четврт
чверть	кварт
протест	приговор
протест	протести
протест	протест
фермі	ферми
інтенсивно	интензивна
інтенсивно	интензивни
інтенсивно	интензивен
інтенсивно	интензивно
меню	мени
меню	менијата
меню	менија
брюссель	брисел
забезпечувати	адекватно
забезпечувати	соодветно
яйце	јајце
боснія	босна
турецькі	турска
турецькі	турско
турецькі	турски
турецькі	турскиот
побачила	пила
побачила	видов
побачила	виде
складна	тешко
складна	тврд
складна	силно
складна	јако
владимир	владимир
владимир	vladimir
сир	сирење
сир	кашкавал
трилер	трилер
путіна	путин
всесвітньо	реномирани
всесвітньо	прочуен
сніг	снег
сніг	снег
піднявся	маршираа
необхідним	неопходни
необхідним	неопходно
необхідним	неопходна
необхідним	потребно
мануель	мануел
дейв	дејв
хвойних	четинари
візит	посета
візит	посети
чинний	важи
чинний	валидни
чинний	валидна
чинний	валиден
чинний	валидно
чинний	валидноста
напої	пијалаци
напої	пијалак
напої	пијалок
напої	пиј
напої	пијалаци
напої	пијалоци
напої	пијалаци
збирають	жетва
збирають	берење
куль	куршуми
співає	пее
співає	пеам
співає	пеејќи
співає	пее
співає	пеат
співає	пеење
діалектів	дијалекти
альфонсо	алфонсо
класичні	classic
класичні	класик
класичні	класичен
класичні	класична
класичні	класично
класичні	класика
картах	мапи
картах	мапите
картах	maps
грант	подари
грант	грент
грант	грант
співав	пеел
співав	санг
співав	пееше
фінансова	финансиски
фінансова	финансиска
фінансова	финансиско
надані	обезбедени
надані	обезбедена
ведмідь	мече
ведмідь	мечка
сьомий	седмо
сьомий	седмата
сьомий	седми
сьомий	седмиот
сьомий	седма
сьомий	седмото
протока	проток
протока	теснец
імператриця	царица
контролює	контролира
контролює	контроли
контролює	контролите
ісландія	исланд
компаніями	дуќани
компаніями	бизниси
компаніями	претпријатија
компаніями	компании
заворушення	тензии
вітри	ветрови
вітри	ветришта
логічно	логично
логічно	логички
вдова	вдовица
кан	канг
кан	кан
кан	кан
кан	kan
ботаніка	ботанички
надійності	доверливост
надійності	сигурност
надійності	сигурноста
грін	грин
фрази	фрази
символіка	симболика
суха	сува
суха	хемиско
суха	суво
суха	сув
суха	исуши
нормандії	нормандија
гая	гаја
розрахунків	населби
негативний	негативно
негативний	негативен
негативний	негативна
негативний	негатив
негативний	негативни
вказівки	водство
вказівки	насоки
вказівки	упатства
вказівки	упатство
вказівки	инструкции
вказівки	упатства
здобич	плен
криниця	криница
благодійний	милосрдие
благодійний	добротворни
благодійний	милостина
цезар	цезар
географ	географ
теннессі	тенеси
ханство	ханат
інна	ина
боббі	боби
організовані	организиран
організовані	организирани
організовані	организирано
номера	број
озброєні	вооружена
озброєні	наоружан
озброєні	вооружени
озброєні	вооружен
анголи	ангола
приймав	вработен
приймав	вработена
вінсент	винсент
нікола	никола
нікола	никола
нікола	nikola
традиційне	традиционални
традиційне	традиционално
традиційне	традиционална
традиційне	традиционален
підземний	подземјето
підземний	подземје
підземний	подземен
підземний	подземјето
підземний	подземје
голосувати	гласање
голосувати	гласајте
голосувати	гласај
екологічний	еколошки
екологічний	еколошка
юра	jura
домашній	дом
домашній	дома
домашній	домот
домашній	home
домашній	домашно
різноманіття	разновидност
різноманіття	разновидноста
кримінальний	злосторник
кримінальний	кривично
кримінальний	кривични
кримінальний	кривична
кримінальний	криминално
запиту	барање
соціальне	социјална
соціальне	социјално
соціальне	општествени
будує	гради
буддизм	будизмот
описати	опишете
практичні	практичен
практичні	практични
практичні	практична
палермо	палермо
готовність	спремно
готовність	спремни
готовність	подготвен
готовність	спремна
готовність	подготвени
готовність	спремен
готовність	спремност
готовність	подготвеност
узбекистан	узбекистан
залишиться	останува
черепа	череп
черепа	черепот
геометрія	геометрија
учасникам	учеснички
учасникам	учесници
вихідних	викендите
вихідних	викенди
християнська	христијански
християнська	кристијан
християнська	христијан
християнська	христијани
християнська	христијанин
справжня	вистински
справжня	реално
справжня	вистинско
справжня	вистинска
справжня	реална
справжня	реал
ледве	одвај
ледве	едвај
прогресу	напредување
шум	врева
шум	бучава
шум	бука
шум	галама
шум	шум
базиліка	базилика
віа	виа
віа	преку
віа	via
релігій	религии
релігій	религиите
гальмування	кочење
конвенція	конвенција
атакували	бркаше
архіпелаг	архипелаг
прорив	пробив
маркетинг	маркетинг
джоан	џоан
джекі	џеки
інвестиції	инвестиции
інвестиції	вложувања
інвестиції	инвестиција
інвестиції	инвестирање
інвестиції	инвестиции
альберто	алберто
муніципальний	општинско
муніципальний	општински
футів	стапала
футів	нозе
футів	стопала
буріння	вежба
складів	слогови
пейзажі	пејсажи
рекорди	рекорди
рекорди	евиденција
рекорди	записи
дикі	диво
дикі	диви
дикі	див
дикі	дива
дикі	дивина
нести	носи
нести	носам
нести	носење
їжа	храна
білгород	белгородска
християнський	христијански
християнський	кристијан
християнський	христијан
християнський	христијани
християнський	христијанин
морально	морално
морально	општествено
морально	социјално
чеська	чешкиот
чеська	чешки
чеська	чешка
показані	прикажано
показані	покажана
показані	покажани
показані	прикажана
показані	прикажани
думав	мисла
