மற்றும்	and
கட்டிடம்	building
அணை	dam
அணை	off
நல்லது	positive
நல்லது	good
சுற்று	rotate
கருத்தை	comment
வேறுபாடுகள்	differences
அழற்சி	inflammatory
அழற்சி	inflammation
அழற்சி	colitis
தலைமையிலான	headed
சேர	join
ஐயர்	iyer
தொன்மவியல்	mythology
மையமாக	medium
முன்னதாக	earlier
ஆஸ்திரேலிய	australian
வடிவங்கள்	shapes
வடிவங்கள்	patterns
வடிவங்கள்	formats
சுய	self
குருதி	blood
படைப்புகள்	writings
படைப்புகள்	creations
குதிரை	knight
குதிரை	horse
குதிரை	pony
குறைந்து	down
மத	religious
வெளிநாட்டு	foreign
சந்திர	chandra
சந்திர	lunar
வண்டி	automotive
வண்டி	truck
வண்டி	cart
வண்டி	vehicle
ஊர்கள்	towns
பங்களிப்பு	contributions
பங்களிப்பு	participated
அணிகள்	teams
கூகிள்	google
பசிபிக்	pacific
விதிகள்	rules
விதிகள்	terms
சுல்தான்	sultan
இயல்பு	normal
உப்பு	salt
கட்சிகள்	parties
கொள்கைகள்	principles
கொள்கைகள்	policies
கொள்கைகள்	principle
அடைய	achieve
வா	vaa
விழுக்காடு	percentage
விழுக்காடு	percent
வலி	pain
வலி	painful
குறைவு	low
குறைவு	less
நடைமுறையில்	practically
நிரல்	program
பிரேசில்	brazil
வருகை	attendance
வருகை	visiting
வருகை	visit
வருகை	arrives
மின்னஞ்சல்	email
அரிய	rare
லாஸ்	las
பிரிந்து	separated
தீவிர	serious
கொழுப்பு	fat
குழாய்	pipe
குழாய்	tube
கொடுக்கும்	gives
தனியாக	alone
யாரும்	nobody
தடுப்பு	detention
தற்பொழுது	now
மைசூர்	mysore
வீச்சு	range
உயிரினங்கள்	organisms
உயிரினங்கள்	creatures
இறந்தார்	died
மாறும்	morphing
கூடுதலான	additional
நீல	blue
நாடகங்கள்	dramas
கப்பல்கள்	ships
கப்பல்கள்	cruises
பரந்த	vast
வெளிப்புற	outdoor
வெளிப்புற	external
தெளிவாக	clearly
அரை	grind
அரை	half
ஏக்கர்	acre
தெரியும்	visible
தெரியும்	knew
தெரியும்	know
தெரியும்	knows
நடை	style
நடை	walk
திருமண	wedding
பஞ்சாபி	punjabi
நெல்	nell
நெல்	rice
நெல்	nel
நெல்	paddy
டச்சு	dutch
ஆரணி	arni
காட்டு	show
காட்டு	display
காட்டு	view
ஏறக்குறைய	almost
முறையான	valid
முறையான	validity
மார்க்	mark
பேரரசர்	emperor
வை	vai
மைக்ரோசாப்ட்	microsoft
வளர்ந்த	grown
பாரதிய	bharatiya
கோல்	cole
கோல்	goal
தோன்றியது	appeared
தோன்றியது	seemed
போதுமான	enough
நேரு	nehru
குஜராத்	gujarat
கருத்துக்கள்	comments
அருள்	favor
வெறும்	plain
வெறும்	just
முயற்சிகள்	efforts
முயற்சிகள்	attempts
கொல்கத்தா	kolkata
கோபுரம்	tower
அரண்மனை	palace
வெற்றிகரமாக	successfully
ஆகஸ்டு	august
பெரு	peru
அறை	cell
அறை	room
மணம்	fragrant
மணம்	smell
நிறை	mass
மோசமான	bad
மோசமான	worst
மோசமான	nasty
மை	ink
எரிபொருள்	fuel
இறந்து	die
இறந்து	died
இறந்து	dead
வலை	web
வலை	mesh
நுரையீரல்	lung
நுரையீரல்	lungs
பிறந்து	born
கொரியா	korea
காடு	forest
காடு	jungle
சான்றுகள்	credentials
சீக்கிய	sikh
மண்டல	regional
கங்கை	ganges
லீ	lee
கணிதம்	maths
கணிதம்	mathematics
கணிதம்	math
பூமி	earth
கணக்கு	account
ஒழுங்கு	align
ஏர்	plough
ஏர்	air
அறிகுறிகள்	symptoms
அறிகுறிகள்	signs
அனுப்பி	sent
அதிகரிக்கும்	increase
நீதிபதி	judge
உணர்வு	feeling
சூப்பர்	super
பொன்	golden
பல்கலைக்கழகங்கள்	universities
ஆக்சைடு	oxide
அறிவியலாளர்கள்	intellectuals
எழுதும்	burning
பாப்	pap
பாப்	bob
பாப்	pop
மாநிலங்கள்	states
உருவாகிறது	forming
மனிதர்	human
தளபதி	commander
எடுத்த	took
ராணி	queen
ராணி	rani
நெதர்லாந்து	netherlands
உரையாடல்	dialogue
உரையாடல்	interaction
உரையாடல்	dialog
உரையாடல்	conversation
திரும்ப	return
வீடுகள்	homes
வீடுகள்	houses
வீடுகள்	villas
திரை	screen
சுற்றியுள்ள	surrounding
நடனம்	dance
கிளை	tree
கிளை	branch
அகராதி	lexicon
அகராதி	dictionary
முன்னால்	front
கண்ணாடி	glass
கண்ணாடி	mirror
கண்ணாடி	glasses
பட்டியல்கள்	lists
குறியீடுகள்	codes
குறியீடுகள்	tags
துறைகள்	departments
அம்சங்கள்	features
செயல்திறன்	performance
மேற்கோள்	quote
மேற்கோள்	reference
பூக்கும்	blooming
தொகுத்து	hosting
பிள்ளையார்	pillai
பூமியின்	earth
வாயில்	gate
குறை	congenital
குறை	reduce
குறை	decrease
தொடர்ச்சியான	continuous
மரணம்	death
விளக்க	explain
பெருங்கடல்	ocean
மொழியியல்	linguistics
மாநிலங்களில்	states
சம	equal
செயல்பாடு	function
செயல்பாடு	operation
செயல்பாடு	activity
செயல்பாடுகள்	operations
ஆந்திர	andhra
கார்	car
தாய்லாந்து	thailand
விளக்கும்	lights
விளக்கும்	explaining
பக்தி	bhakti
பக்தி	devotion
உலோக	metal
உலோக	metallic
பெறுகிறது	receiving
பெறுகிறது	getting
ஊடாக	through
இப்பொழுது	now
சீ	chi
சீ	cee
கோப்பு	files
கோப்பு	file
கண்டுபிடிக்கப்பட்டது	discovered
அண்மைய	latest
அண்மைய	recent
ராவ்	rao
சட்டங்கள்	frames
சட்டங்கள்	laws
குண்டு	bomb
கோவிலில்	temple
வால்	tail
வால்	val
மின்சார	electrical
மின்சார	electric
மலைகள்	mountains
தேர்தல்கள்	elections
நிற்கும்	stand
புத்தர்	buddha
காரணங்கள்	reasons
காரணங்கள்	causes
நரம்பு	nervous
நரம்பு	vein
நரம்பு	nerve
பாதிக்கப்பட்ட	infected
பாதிக்கப்பட்ட	affected
பாதிக்கப்பட்ட	victim
தென்கிழக்கு	southeast
பை	bag
பை	bye
பை	pie
காட்டி	viewer
அடிகள்	steps
பாறை	reef
பாறை	rock
அடைந்தது	reached
விவரம்	description
விவரம்	detail
உள்ளடக்கியது	contains
வட்டங்கள்	circles
முதல்வர்	principal
தாமஸ்	thomas
பிட்	bit
தலைப்பு	title
புலி	tiger
முதலீடு	invest
முதலீடு	investment
வசித்து	lived
ஏழாம்	seventh
சிறை	jail
சிறை	prison
கிங்	king
டாலர்	dollar
வரிகள்	rows
வரிகள்	lines
வரிகள்	taxes
வளம்	resource
வளம்	wealth
வளம்	flexibility
வளம்	fertility
வளம்	resources
ஒருங்கிணைந்த	integrated
எருசலேம்	jerusalem
பார்	see
பார்	bar
பார்	look
கடற்படை	navy
பெங்களூர்	bangalore
துறைமுகம்	harbor
துறைமுகம்	port
அடையும்	reaches
வணக்கம்	hello
தினம்	day
தனிநபர்	individual
தவிர்க்க	avoided
தவிர்க்க	defer
இதய	cardiac
இடைவெளி	break
இடைவெளி	space
மருத்துவமனை	hospital
மருத்துவமனை	clinic
தருகிறது	wada
அடக்கம்	burial
பௌத்தம்	buddhism
தலைமுறை	generation
வசிக்கும்	living
நிலைகள்	states
நிலைகள்	stages
நிலைகள்	levels
இயங்குகிறது	running
காடுகள்	forestry
காடுகள்	forests
காடுகள்	forest
கோவில்கள்	temples
ஸ்டார்	star
திருகோணமலை	trincomalee
இரயில்வே	railway
இரயில்வே	railways
இராணுவம்	military
இராணுவம்	army
வாழ்நாள்	lifetime
இரவில்	night
உருவம்	image
பட்டு	silk
வங்கிகள்	banks
பாணி	style
கொண்டாடப்படுகிறது	celebrated
எகிப்து	egypt
பறக்கும்	flying
திருமால்	vishnu
தெளிவான	clear
தெளிவான	sharpen
ஆல்பம்	album
அன்பு	love
வலையமைப்பு	network
நீலகிரி	nilgiri
ஆதாரங்கள்	evidence
ஆதாரங்கள்	resources
ஆதாரங்கள்	evidences
முகம்	face
மின்சாரம்	electricity
திங்கள்	monday
பருவத்தில்	season
லட்சம்	lakh
குளம்	pond
குளம்	pool
அமெரிக்கன்	american
கனிம	inorganic
பத்திரிகை	press
பத்திரிகை	magazine
பரிசுகள்	gifts
காப்புரிமை	patent
காப்புரிமை	copyright
கேள்வி	query
கேள்வி	question
பாதையில்	cause
குடும்பங்கள்	families
கொரிய	korean
சிந்து	indus
சிந்து	sindhu
அறக்கட்டளை	foundation
திரைக்கதை	screenplay
விளக்கு	light
விளக்கு	lamp
விளக்கு	lights
ஜோன்	joan
ஜோன்	joon
ஜோன்	jon
விரும்பும்	want
கிராம்	gram
காவல்துறை	police
கேட்டு	listening
காஷ்மீர்	kashmir
ரிச்சர்ட்	richard
பனி	haze
பனி	fog
பனி	snow
பனி	ice
ஆறாவது	sixth
சிக்கல்கள்	issues
ஜப்பானிய	japanese
தானியங்கி	auto
தானியங்கி	robot
தானியங்கி	automotive
தானியங்கி	automatic
ஆடி	audi
ஆட்டத்தில்	game
காவிரி	kaveri
கோடு	line
தோராயமாக	approximately
தன்னாட்சி	autonomous
இலக்கு	destination
இலக்கு	targeting
இலக்கு	goal
இலக்கு	target
ஆளுநர்	governor
சமுதாய	community
சொத்து	asset
சொத்து	property
கொடுக்க	give
சகோதரர்	brother
காரணிகள்	factors
எக்ஸ்பிரஸ்	express
இருவர்	two
கோவா	goa
ஒன்றிய	union
ஆப்பிரிக்கா	africa
விசாரணை	probe
விசாரணை	investigation
இயந்திரம்	machine
இயந்திரம்	engine
பிற்பகுதியில்	later
மெல்லிய	thin
கன்னடம்	kannada
வடகிழக்கு	northeast
வடகிழக்கு	northwest
விவசாய	agricultural
விவசாய	agriculture
கொடுத்தார்	gave
இளைய	younger
செல்வம்	wealth
எலும்பு	bone
நற்செய்தி	gospel
கடிதம்	letter
ஓவியர்	painter
ஓவியர்	artist
நினைக்கிறேன்	suppose
நினைக்கிறேன்	think
உன்	your
வங்காளம்	bengali
வங்காளம்	bengal
குடிமக்கள்	citizens
கிலோமீட்டர்கள்	kilometers
ஏற்றுமதி	export
குடியிருப்பு	residence
அந்தமான்	andaman
வருமானம்	income
பின்னால்	behind
விவசாயம்	agriculture
குறிப்பிட்டுள்ளார்	mentioned
கிரிக்கெட்	cricket
கிரிக்கெட்	crickets
அலகுகள்	units
சேமிப்பு	saving
சேமிப்பு	savings
சேமிப்பு	storage
இந்தியர்	indians
இந்தியர்	indian
மீன்கள்	fish
அலைகள்	waves
என்கிறார்	says
வட்ட	round
புனே	pune
மலர்கள்	flowers
தொடர்வண்டி	train
பயிர்	crops
பயிர்	crop
பழம்	fruit
சொல்லி	say
செயல்முறை	process
செயல்முறை	procedure
கம்யூனிஸ்ட்	communist
வலிமை	strength
வலிமை	strong
அத்தகைய	such
கூட்டுறவு	cooperative
தேர்ந்தெடுக்கப்பட்ட	selected
பார்க்	park
தங்கம்	gold
கலாச்சார	cultural
ராம்	ram
ஜம்மு	jammu
கோள்	planet
இதற்காக	for
அதிகப்படியான	excess
தொகுப்புகள்	packages
தொகுப்புகள்	collections
முனை	edge
இவர்களுக்கு	them
முறைப்படி	feared
வீதி	street
தேவாலயம்	church
வரையறுக்கப்பட்ட	classified
பயன்படுத்திய	used
புத்தகங்கள்	books
மார்ட்டின்	martin
மருத்துவர்கள்	doctors
மலாக்கா	malacca
மலாக்கா	melaka
கவிஞர்கள்	poets
கொல்லப்பட்டார்	killed
பொருத்தமான	suitable
பாராளுமன்ற	parliamentary
பிரதி	duplicate
முன்னேற்றம்	progress
அயர்லாந்து	ireland
நடைமுறை	procedure
தெய்வம்	goddess
வழங்கப்பட்ட	provided
அளித்து	provided
புறம்	side
பாரிஸ்	paris
இயல்பான	organic
இயல்பான	normal
உருது	urdu
படிப்படியாக	gradual
படிப்படியாக	gradually
அவனை	him
அப்பொழுது	then
அளவுகள்	dimensions
அளவுகள்	sizes
கருத்துகள்	comments
அழுத்த	press
ஆடை	apparel
ஆடை	dress
ஆடை	clothing
ஆடை	attire
டீ	tea
டீ	dee
ஆயிரக்கணக்கான	thousands
லட்சுமி	lakshmi
பீ	bee
குறி	mark
குறி	sign
மேடை	stage
சாம்பல்	gray
சாம்பல்	grey
மலாய்	malay
மலாய்	parley
கன்னட	kannada
கலப்பு	mixed
கலப்பு	mix
ரா	raw
வடமேற்கு	northwest
வருடங்கள்	years
உலகளவில்	globally
விக்டோரியா	victoria
பொட்டாசியம்	potassium
காலநிலை	climate
காலநிலை	weather
பரிந்துரை	suggest
பரிந்துரை	recommend
பரிந்துரை	suggestion
பரிந்துரை	recommendation
ஏனென்றால்	because
ஏனென்றால்	coz
மொத்தமாக	totally
தோட்டம்	garden
இலவச	free
ஞானம்	wisdom
நெறிமுறை	protocol
சினிமா	cinema
நுகர்வோர்	consumer
தோழி	friend
வாய்	mouth
வாய்	wai
பாதிப்பு	damage
அழகு	beautiful
அழகு	cute
அழகு	beauty
அழகு	pretty
ஆப்பிள்	apple
விஷ்ணு	vishnu
விலகி	away
தொடர்புகள்	contacts
பெட்டி	box
டாம்	tom
கொடுத்த	given
தொடர்ச்சி	continuous
தொடர்ச்சி	string
தொடர்ச்சி	sequence
பில்	bill
வியட்நாம்	vietnam
மொபைல்	mobile
தாவரம்	plant
பின்னணி	background
கலைகள்	arts
கலைக்களஞ்சியம்	encyclopedia
மின்னணு	electronic
பயன்பாடுகள்	applications
பயன்பாடுகள்	apps
பாரிய	massive
வெ	fri
குறிப்பிடப்படுகிறது	walkers
கற்பனை	fantasy
கற்பனை	imagination
பூக்கள்	flowers
சகோதரர்கள்	brothers
போலந்து	poland
ஒவ்வொன்றும்	each
நிகழ்ந்தது	occurred
சுந்தர்	sundar
தொழிலாளர்கள்	workers
வளர்ப்பு	foster
தொடர்கள்	series
தொடர்கள்	strings
இனி	wanna
மது	liquor
மது	alcohol
மது	madhu
மது	wine
குறிப்பிடப்பட்டுள்ளது	specified
எட்டாம்	viii
கனடிய	canadian
கேரளா	kerala
நாசி	nazi
சொல்ல	say
ஆதிக்கம்	dominate
ஆதிக்கம்	dominance
விரைவுவண்டி	express
இஸ்லாம்	islam
தவறு	false
தவறு	precision
தவறு	wrong
தவறு	mistake
இளைஞர்	youth
வாரம்	week
யார்க்	york
பொருந்தும்	apply
பாடி	body
பரவல்	diffusion
பரவல்	distribution
தடுத்து	detention
செருமானிய	germanic
திசை	direction
ஈர்ப்பு	attraction
ரே	ray
நலம்	well
நலம்	health
நலம்	fine
ஊடகங்கள்	media
உணவுகள்	foods
போனது	gone
இரயில்	train
இரயில்	rail
உடனே	immediately
உடனே	asap
இழப்பு	loss
இழப்பு	loose
இல்லம்	house
தேசம்	nation
வலுவான	strong
வாக்காளர்	voter
இயக்குநர்கள்	directors
அரசுகள்	governments
பயன்படுத்திக்	using
மான்	deer
பெண்களுக்கு	girls
பெண்களுக்கு	women
ஆனந்த	ananda
பரிசோதனை	test
பரிசோதனை	experiment
மாற்றங்களை	changes
வளாகம்	complex
வளாகம்	campus
எழுதப்பட்டது	written
எழுதப்பட்டது	burned
பிரச்சினை	problem
சேர்	add
சேர்	join
பாரசீக	persian
எங்கும்	anywhere
எங்கும்	everywhere
மீதும்	capable
முத்து	pearl
மகாத்மா	mahatma
கரு	nucleus
சான்று	proof
சான்று	testimony
தாக்கத்தை	impact
வார்த்தை	word
இளங்கலை	bachelor
மேம்பட்ட	advanced
கடினமான	hard
கடினமான	tough
குளிர்	cold
இன்னமும்	still
தளங்கள்	domains
தளங்கள்	platforms
தளங்கள்	sites
சுவர்	wall
சிற்பங்கள்	sculptures
பீகார்	bihar
எதிர்கால	future
வேத	vedic
வேத	veda
அழைக்கப்பட்ட	called
பெரும்பான்மை	majority
சபா	sabah
சபா	saba
அதிகபட்ச	max
அதிகபட்ச	maximum
பிழை	error
தென்மேற்கு	southwest
தென்மேற்கு	southwestern
நகரும்	moving
தயாரிக்கும்	making
ராய்	roy
விரைவு	quick
பெறப்பட்ட	received
தங்களை	themselves
யூனியன்	union
அமினோ	amino
எடுக்கும்	taking
எடுக்கும்	takes
இந்தியர்கள்	indians
பாடகர்கள்	singers
அமைச்சர்கள்	ministers
பிரச்சினைகள்	problems
பிரச்சினைகள்	issues
டிஜிட்டல்	digital
ஆவணங்கள்	folders
ஆவணங்கள்	docs
ஆவணங்கள்	documents
ஆவணங்கள்	documentation
கல்லீரல்	liver
சிட்னி	sydney
சான்றிதழ்	certificate
திருவனந்தபுரம்	trivandrum
திருவனந்தபுரம்	thiruvananthapuram
தற்கொலை	suicide
ஈரான்	iran
துப்பாக்கி	pistol
துப்பாக்கி	revolver
துப்பாக்கி	gun
அரிசி	rice
காசி	khasi
காசி	kashi
என்பதைப்	dumpster
டெல்லி	delhi
தனித்த	isolated
பதினாறாம்	xvi
மாற்றும்	changing
சமன்பாடு	equation
அடிப்படையான	fundamental
பெண்ணின்	girl
பெண்ணின்	woman
வளர்ச்சிக்கு	growth
குளோரைடு	chloride
டான்	dan
டான்	don
தாண்டி	beyond
முகவரி	address
பணியை	job
சமமாக	equally
சமமாக	equal
மனிதனின்	man
அழைப்பு	call
தீர்ப்பு	judgement
தீர்ப்பு	settlement
ஆதாரம்	source
ஆதாரம்	proof
தலைப்புகள்	headers
ராயல்	royal
அடியில்	under
வேற்றுமை	differ
வேற்றுமை	diversity
கட்டணம்	fee
கட்டணம்	price
கட்டணம்	charge
கட்டணம்	payment
நெறி	syntax
நதி	nadi
நதி	river
கைப்பற்ற	conquer
நண்பர்கள்	friends
சமீபத்திய	recent
சமீபத்திய	latest
தினமும்	daily
பார்வதி	parvati
போய்	boi
நட்சத்திரம்	star
ஆய்வாளர்	analyst
வீ	wii
வீ	wee
நடத்தை	behaviour
நடத்தை	behavior
விளையாடும்	playing
வேளாண்	agro
பள்ளத்தாக்கு	valley
பிலிம்பேர்	filmfare
தங்கி	staying
தங்கி	stayed
டவுன்	town
டவுன்	down
இருக்கும்போது	when
வழக்கறிஞர்	advocate
வழக்கறிஞர்	lawyer
கோணம்	angle
சிந்தனை	thinking
சிந்தனை	thought
கூட்டத்தில்	meeting
தேவைப்படுகிறது	required
டன்	tonne
டன்	tons
டன்	ton
தொழில்முறை	professional
டை	tie
நாட்டார்	vernacular
நாட்டார்	folk
விமானங்கள்	flights
நம்பி	believe
நம்பி	relying
பக்தர்கள்	devotees
உரிமம்	authentication
உரிமம்	license
உரிமம்	copyright
துருக்கி	turkey
துருக்கி	turkish
அடிமை	slave
இரத்தம்	bleeding
இரத்தம்	blood
சுழல்	swirl
சுழல்	recursion
சுழல்	spin
சுழல்	spiral
பத்ம	padma
தாமரை	lotus
செலுத்தி	feeder
ரஷ்ய	russian
கால்வாய்	canal
கிருஷ்ண	krishna
வாகனம்	automotive
வாகனம்	vehicle
வாகனம்	automobile
அருவி	waterfall
அருவி	falls
மேயர்	mayer
மேயர்	mayor
மேயர்	meyer
ரெட்டி	reddy
சாலைகள்	roads
பண்பு	attribute
பண்பு	property
செயற்கைக்கோள்	satellite
முடி	hair
முடி	finish
முடி	end
இசையமைப்பாளர்	musician
பாம்பு	snake
அறிவிப்பு	announcement
அறிவிப்பு	notice
அறிவிப்பு	notification
சுவீடன்	sweden
விருப்பம்	like
நாளை	tomorrow
பதிவேற்றப்பட்டது	uploaded
வைட்டமின்	vitamin
சமையல்	cooking
மூளை	brain
மூளை	brains
தோல்வி	failure
தோல்வி	failed
தோல்வி	lose
நட்பு	friendship
படத்தை	photo
முத்திரை	stamp
முத்திரை	mudra
முத்திரை	seal
இலை	leaf
வரலாற்றுச்	historical
விவிலிய	biblical
நாயுடு	naidu
மகிழ்ச்சி	happiness
மகிழ்ச்சி	happy
வன்முறை	violent
வன்முறை	violence
கலவை	mixture
கலவை	mixer
கலவை	mixed
கலவை	blend
சார்லஸ்	charles
உள்ளடக்கம்	content
உள்ளடக்கம்	contents
வர்த்தகம்	commerce
வர்த்தகம்	commercials
வர்த்தகம்	trading
பின்னணிப்	playback
என்னுடைய	mine
கனடாவின்	canadians
அசாம்	assam
அசாம்	azam
பரிமாற்றம்	transactions
பரிமாற்றம்	transfer
பரிமாற்றம்	exchange
கறுப்பு	black
தரமான	quality
நைட்	knight
கைப்பற்றி	captured
பயண	travel
பத்தாம்	tenth
கால்சியம்	cobalt
கால்சியம்	calcium
கால்சியம்	celsius
கால்சியம்	magnesium
இயக்கி	driver
இயக்கி	drive
காயமடைந்தனர்	injured
கடைசியாக	last
வெட்டி	cut
பெறுதல்	receiving
பெறுதல்	getting
பிள்ளைகள்	children
தவறாக	wrong
சங்கிலி	chain
சாதனங்கள்	devices
தொலைவு	distance
மனதில்	mind
படித்தார்	studied
அலெக்சாண்டர்	alexander
களம்	domain
பழங்கள்	fruits
பூசை	puja
வேட்பாளர்	candidate
ஓடும்	running
தொழிற்சாலை	industry
தொழிற்சாலை	industrial
தொழிற்சாலை	factory
கோடை	summer
குறைக்க	reduce
ஜனநாயக	democratic
லூக்கா	luke
லூக்கா	luka
உறுப்புகள்	elements
சர்க்கரை	sugar
நாட்காட்டி	calendar
ஆலோசனை	advice
ஆலோசனை	consulting
ஆலோசனை	consult
மெதுவாக	slow
மெதுவாக	slowly
பேராக்	perak
அளிக்கிறது	provides
காப்பீடு	insurance
அரசியலமைப்பு	constitution
பயன்படுத்துகிறது	using
பயன்படுத்துகிறது	uses
மைல்கள்	miles
மடம்	monastery
புனிதர்	saint
பாத்திரம்	role
ஆழமான	deep
வழிமுறைகள்	channels
வழிமுறைகள்	instructions
ஆரம்பித்தது	started
அதிர்வெண்	frequency
சீரான	uniform
பணிபுரிந்தார்	worked
துவக்க	startup
கொன்று	slay
கொன்று	kill
சிட்டி	chitty
சிட்டி	city
அதிகரித்து	increasing
புலம்	field
பாய்	boy
பாய்	bhai
பாய்	pai
பாய்	bai
எங்கள்	our
மோகன்	mohan
நந்தி	nandi
தவம்	penance
தொற்று	infections
தொற்று	infection
காணாமல்	disappeared
காணாமல்	missing
சந்திரன்	moon
குழுவினர்	crew
திரவ	liquid
குலம்	clan
தானாகவே	auto
தானாகவே	automatically
நுழைவாயில்	gateway
செல்	cell
மோட்டார்	motor
மரபியல்	genetics
விமர்சனம்	criticism
கிருஷ்ணா	krishna
போர்கள்	wars
பொதுநலவாய	commonwealth
பரவியது	spread
இசைக்குழு	band
ஓட்டம்	runner
ஓட்டம்	flow
ஓட்டம்	running
ஓட்டம்	run
ஊழல்	corrupt
ஊழல்	scandal
ஊழல்	scam
ஊழல்	corruption
குழந்தைகளின்	kids
பாதி	half
ஆதலால்	advantage
தேர்	chariot
ஸ்டீவ்	steve
வம்சம்	dynasty
இந்துக்கள்	hindus
கொஞ்சம்	slight
வாரியம்	board
தாக்குதல்கள்	attacks
அசல்	original
முக்கோண	triangular
முக்கோண	cubism
நிறுத்தி	stopped
அவளது	her
சுவிட்சர்லாந்து	switzerland
கண்டிப்பாக	sure
கண்டிப்பாக	definitely
உருவாக்குகிறது	creating
உருவாக்குகிறது	creates
கொலம்பியா	columbia
கொலம்பியா	colombia
மத்தேயு	matthew
இந்தோனேசியா	indonesia
நாளும்	day
பொறி	machine
பொறி	engine
பொறி	trap
செக்	czech
தேடல்	search
எலிசபெத்	elizabeth
நன்மை	benefit
நன்மை	good
அமில	acidic
பிணைப்பு	bonding
பிணைப்பு	bound
கேட்டுக்	listening
சட்டத்தை	law
தொலைத்தொடர்பு	telecommunication
தொலைத்தொடர்பு	telecommunications
உயர்வு	hike
உயர்வு	rise
மையங்கள்	cafes
மையங்கள்	centers
கருப்பை	uterus
கருப்பை	womb
மாநகராட்சி	corporation
ஆயுதங்கள்	weapons
பராமரிப்பு	maintenance
ஞாயிறு	sun
ஞாயிறு	sunday
கண்கள்	eyes
சகோதரி	sis
சகோதரி	sister
சகோதரி	sissy
பணியாளர்	employee
விழாக்கள்	festivals
முக்கோணம்	translate
முக்கோணம்	triangle
இணைக்கிறது	connecting
கணம்	moment
சிறிதளவு	slightly
அனுபவம்	experienced
அனுபவம்	experience
கோரி	cori
கோரி	demanding
கோரி	corey
கோரி	cory
ஒப்பிடுகையில்	compared
இயக்கங்கள்	operations
உடை	dress
உடை	dressing
டாலர்கள்	dollars
மற்றவர்கள்	others
ஸ்பெயின்	spain
நோக்கியா	nokia
அக்னி	agni
அதிகளவில்	highly
காளி	kali
டே	tae
டே	dey
பாடலை	song
நடுத்தர	medium
ஹோட்டல்	hotel
வடிவவியல்	geometry
நீக்கம்	spot
பழுப்பு	brown
பழுப்பு	burn
பழுப்பு	grey
பழுப்பு	gray
தடுக்கும்	prevent
நாட்களுக்கு	days
பழக்கம்	habit
அழகான	beautiful
அழகான	lovely
இணையாக	parallel
நடப்பு	current
நடப்பு	present
இறையியல்	theology
தோன்றுகிறது	seems
தோன்றுகிறது	appears
நெட்வொர்க்	network
பக்கத்தை	page
அரியானா	haryana
சின்னங்கள்	icons
வளாகத்தில்	campus
கோரிக்கை	request
காலி	galle
காலி	empty
ஆலன்	allen
ஆலன்	allan
ஆலன்	alan
யோகம்	yoga
மூலங்கள்	sources
மூலங்கள்	resources
வீழ்ச்சி	defeat
வீழ்ச்சி	fall
பாடினார்	sang
தொழிலில்	industry
கொடுக்கப்பட்ட	given
சொந்தமான	personal
வாழ	live
முன்னோடி	pioneer
பிறர்	others
காந்த	magnetic
அப்பால்	beyond
எண்ணற்ற	numerous
எண்ணற்ற	countless
கண்டறியப்பட்டது	detected
கண்டறியப்பட்டது	diagnosed
கண்டறியப்பட்டது	found
அமைப்புகளில்	settings
துடுப்பாட்டம்	cricket
எகிப்திய	egyptian
பாட்டு	song
பாடும்	singing
ஜாவா	java
நாணயங்கள்	coins
டூ	doo
ஹார்ட்	hart
ஆடு	goat
அம்மா	amma
அம்மா	mommy
அம்மா	mom
அம்மா	mother
படகு	rafting
படகு	boat
தொழில்துறை	industry
தொழில்துறை	industrial
குல	with
துல்லியமாக	accurate
துல்லியமாக	precisely
கூற்று	expression
கூற்று	statement
ஒப்புதல்	consent
ஒப்புதல்	approve
ஒப்புதல்	approval
சக	colleague
அதிகாரப்பூர்வமாக	officially
டென்னிஸ்	tennis
உருவாகின்றன	eons
மணல்	sand
இடை	waist
நுட்பம்	textures
நுட்பம்	texture
நுட்பம்	accuracy
கவலை	anxiety
கவலை	worried
கவலை	worrying
கவலை	worry
கவலை	concern
இலைகள்	leaves
உலா	tour
உலா	ula
உலா	stroll
அமிலங்கள்	acids
பாலை	milk
ரேடியோ	radio
லூயிஸ்	louis
லூயிஸ்	lewis
லூயிஸ்	luis
செயற்பாடுகள்	operations
செயற்பாடுகள்	activities
செயற்பாடுகள்	functions
பஞ்ச	pancha
எண்ணம்	thought
காக்கும்	keeping
வாஷிங்டன்	washington
புள்ளியியல்	statistics
செயல்கள்	actions
காம்	com
காம்	kam
சாரா	sarah
சாரா	sara
பாளையம்	cantonment
நிலநடுக்கம்	earthquake
எடுக்கப்பட்டது	taken
நன்று	good
நன்று	well
எண்ணி	counter
எண்ணி	number
பார்த்த	seen
அட்லாண்டிக்	atlantic
ஜெமினி	gemini
கணவர்	hubby
கணவர்	husband
வளங்கள்	resources
நடிப்பு	acting
பணியாளர்கள்	employees
பணியாளர்கள்	staff
பொழுதுபோக்கு	hobby
பாடம்	lesson
பாடம்	tutoring
பாடம்	tutorial
தற்காலிக	cache
தற்காலிக	temporary
பெருக்கல்	multiplication
பெருக்கல்	multiple
படையெடுப்பு	invasion
வத்திக்கான்	vatican
வாய்ப்புகள்	opportunities
பாரத	bharat
ஓசோன்	ozone
நோக்கிய	towards
மறைந்து	hidden
மறைந்து	disappear
வட்டி	interest
வாடிக்கையாளர்	customer
வாடிக்கையாளர்	client
வாடிக்கையாளர்	competitor
வழங்கல்	feed
