dhe	та
muzikore	музичні
historik	історичний
historik	історичної
historik	історичні
historik	історична
historik	історичне
historik	історичні
përdorimi	користування
përdorimi	використання
përdorimi	використати
përdorimi	використовувати
përdorimi	користування
përdorimi	використання
letërsi	література
artë	золотий
artë	голден
artë	золоті
artë	золоте
lëvizja	русі
lëvizja	рух
lëvizja	переміщення
lëvizja	руху
lëvizja	переїзд
lëvizja	пересування
lëvizja	рух
veprave	вчинками
national	національна
national	націонал
national	національне
national	національний
national	національні
durrësit	дуррес
sulltan	султан
link	посиланням
link	посилання
link	link
link	лінк
can	чан
ndihmuar	усуненням
zbuluar	виявив
zbuluar	виявили
zbuluar	відкрив
zbuluar	виявлені
zbuluar	виявлено
kërkuar	надійшов
kërkuar	звертався
kërkuar	запит
grek	грецька
grek	грецький
grek	грецьке
grek	грек
grek	грецькі
alias	псевдонім
loire	луар
elizabeth	єлизавета
elizabeth	елізабет
zhvillimi	розвитку
zhvillimi	розвиток
zhvillimi	розробка
finale	фінал
finale	фінал
finale	остаточний
finale	final
monument	монумент
duka	герцог
duka	дюк
romë	рим
romë	roma
romë	роми
romë	рома
realizuar	усвідомлюють
liga	ліга
liga	ліга
lidhjet	взаємини
lidhjet	сплави
lidhjet	лінки
lidhjet	посилання
lidhjet	посиланнями
lidhjet	посилань
lidhjet	стосунку
ishujt	острови
round	кругла
round	круглий
round	round
round	раунд
kënga	конкурс
kënga	пісня
vazhdim	продовження
vazhdim	нетерпінням
serie	серія
materiale	матеріал
materiale	матеріали
materiale	матеріали
dhjetë	десять
dhjetë	десятка
dhjetë	десяти
dhjetë	тен
berisha	беріша
mënyra	шляхи
mënyra	способи
anëtarë	учасники
anëtarë	члени
dite	день
dite	дню
dite	дня
spanja	іспанію
spanja	іспанія
spanja	іспанії
futbollist	футболіст
rritje	збільшити
rritje	підвищити
rritje	росту
rritje	зростання
rritje	ріст
josé	жозе
josé	хосе
kufizohet	bordered
alpes	альп
alpes	альпи
katërt	четверта
katërt	четвертий
katërt	четверте
lojtari	гравця
lojtari	програвач
lojtari	гравець
kultura	культура
kultura	культур
tjeter	наступний
tjeter	наступна
tjeter	next
tjeter	наступне
tjeter	далі
nder	честь
nder	пошани
nder	честь
nder	шанувати
nder	вшанування
titull	напис
titull	підпис
titull	назва
titull	заголовок
titull	титул
klasike	класична
klasike	класичні
klasike	класичний
klasike	класика
klasike	класичне
hasan	хассан
hasan	хасан
kuvendi	зборів
kuvendi	збори
artikull	стаття
artikull	статтю
artikull	елемент
haute	от
mendohet	припустив
ligji	закон
ligji	право
tuaj	твій
tuaj	твоя
tuaj	твої
tuaj	твоє
tuaj	ваша
tuaj	ваші
popullor	популярні
popullor	популярне
popullor	популярна
popullor	популярний
mbeti	залишилася
nëna	матір
nëna	мати
nëna	матері
lart	високий
lart	висока
lart	значне
lart	високе
lart	високі
lart	нагорі
qytete	міста
qytete	городи
qytete	містах
qytete	міст
keto	ці
hyri	ввели
hyri	введений
hyri	введено
hyri	введена
hyri	увійшов
plot	повна
plot	повний
plot	повне
pashë	пила
pashë	бачив
pashë	побачив
pashë	побачила
pashë	побачили
grupin	група
grupin	групова
grupin	груповий
grupin	групу
grupin	спільнота
ndodh	трапляється
ndodh	стається
ndodh	відбувається
ndodh	відбувалися
enver	енвер
dihet	відома
dihet	відоме
dihet	відомі
dihet	знаю
dihet	знати
dihet	know
dihet	знайома
vdekje	death
vdekje	смерть
vdekje	смерті
shtete	стани
shtete	штати
shtete	країн
shtete	країни
struktura	споруди
struktura	структури
struktura	структур
struktura	конструкції
struktura	структура
struktura	структури
struktura	підприємстві
foto	світлину
foto	світлина
foto	світлині
foto	фото
foto	picture
foto	зображення
foto	картинка
foto	фото
foto	фотографії
foto	світлини
foto	світлин
foto	фото
mark	кропивницький
ngjyrë	колір
ngjyrë	кольорова
ngjyrë	колір
ngjyrë	кольорова
ngjyrë	paint
ngjyrë	фарба
ngjyrë	малювати
ngjyrë	фарби
ngjyrë	чорнила
shkencor	науковий
shkencor	наукових
shkencor	наукова
aktiv	активна
aktiv	активні
aktiv	активне
aktiv	активним
aktiv	активний
jete	життя
jete	лайф
nivel	рівень
marrëdhëniet	взаємини
marrëdhëniet	стосунки
marrëdhëniet	взаємовідношення
marrëdhëniet	відносини
tetë	вісім
png	png
ndihmë	допоможіть
ndihmë	допомогти
ndihmë	допомога
ndihmë	довідка
ndihmë	допомогу
qëndron	стоїть
qëndron	залишається
qëndron	залишиться
krijoi	створено
krijoi	створені
krijoi	створене
krijoi	створена
joseph	джозеф
joseph	йосип
joseph	жозеф
joseph	йозеф
zgjedhjet	вибори
zgjedhjet	вибори
diellit	нд
diellit	сонця
diellit	сонцю
diellit	sun
diellit	сонце
radhë	черги
radhë	чергу
radhë	черга
radhë	поставити
skuadrës	товариша
mbretëria	царство
mbretëria	kingdom
mbretëria	королівство
michael	михайло
michael	майкл
michael	michael
michael	михаїл
ruse	російська
ruse	російською
ruse	російську
aktori	актор
thjesht	просто
thjesht	просто
thjesht	щойно
vlerë	значення
vlerë	вартість
njëkohësisht	одночасно
pjesët	частини
pjesët	частинами
ndryshime	зміни
euro	євро
ebu	абу
faqen	сторінку
faqen	сторінка
faqen	сторінки
faqen	пейдж
huaja	іноземних
huaja	іноземні
huaja	іноземний
rrallë	рідко
rrallë	рідкісна
rrallë	рідкісні
rrallë	рідкісний
rrallë	рідкість
rrallë	рідкісне
diku	кудись
diku	десь
artistik	художні
artistik	художнього
territorin	територія
ndahet	спільну
ndahet	поширив
ndahet	спільні
ndahet	поширили
ndahet	спільний
will	воля
will	буде
will	будуть
orë	годин
orë	години
orë	година
orë	години
orë	годину
minuta	хвилин
minuta	хвилини
anglez	англієць
anglez	англійською
anglez	англійська
cdo	кожен
cdo	кожні
qendror	central
qendror	центральний
qendror	центральна
vii	vii
britanike	британці
britanike	британська
britanike	британські
britanike	british
britanike	англієць
martin	мартін
tokat	земель
karl	карл
karl	карл
këmbë	нога
këmbë	ногою
këmbë	фут
këmbë	пішки
këmbë	лапка
këmbë	ніжки
këmbë	ноги
këmbë	ніжку
këmbë	нога
këmbë	нозі
këmbë	ногу
masë	вимірювання
masë	міру
masë	міра
ati	батька
ati	батько
ati	батьку
ati	отець
ati	ati
nevojë	need
nevojë	треба
nevojë	потрібно
nevojë	потреби
nevojë	потреба
zhvillim	розвитку
zhvillim	розвиток
zhvillim	розробка
kombit	держава
kombit	нації
kombit	нація
emrat	назви
emrat	імена
prizren	прізрен
solli	привезли
solli	принесли
solli	приніс
etnike	національну
etnike	етно
etnike	етнічна
gjysmë	крапкою
gjysmë	напів
gjysmë	пів
gjysmë	півтори
gjysmë	половина
gjysmë	половину
gjysmë	наполовину
fitues	переможець
fitues	переможниці
kanada	канаді
kanada	канади
kanada	канаду
kanada	канада
modern	сучасні
modern	сучасно
modern	сучасний
modern	сучасне
shihet	бачили
shihet	бачив
xvi	xvi
malore	гірський
malore	гора
malore	гірська
rrit	збільшити
rrit	підвищити
rrit	підвищує
rrit	збільшується
rrit	збільшує
rrit	зростає
tradicionale	традиційними
tradicionale	традиційний
tradicionale	традиційні
tradicionale	традиційна
tradicionale	традиційне
regjisor	режисер
regjisor	директор
fifa	fifa
fifa	фіфа
ndikim	вплив
ndikim	перебіг
ndikim	впливати
ndikim	вплив
angli	англія
van	van
van	ван
van	фургон
rajon	ділянку
rajon	регіон
socialiste	соціалістична
dërguar	постачається
dërguar	надіслано
dërguar	надіслані
durrës	дуррес
ndjekur	ловив
ndjekur	атакували
probleme	проблем
probleme	проблеми
probleme	біді
probleme	біда
ekzistojnë	існують
ekzistojnë	існує
vajza	донька
vajza	дочка
vajza	дівчатка
vajza	дівчата
bej	бей
map	карта
map	мапа
afërsi	condition
duart	рук
duart	руками
duart	руки
verës	літо
hapësirë	простору
hapësirë	пробіл
hapësirë	простір
ndryshuar	змінився
ndryshuar	змінилася
ndryshuar	змінено
ndryshuar	змінений
ndryshuar	змінені
ndryshuar	змінений
ndryshuar	змінено
ndryshuar	змінене
ndryshuar	змінені
sasi	величин
sasi	сума
sasi	суму
qëllimi	мета
ortodokse	православний
ortodokse	православної
ortodokse	orthodox
ortodokse	православна
ortodokse	православні
shpall	задає
shum	дуже
stamboll	стамбула
stamboll	стамбулі
stamboll	стамбул
karakter	характер
karakter	символів
karakter	персонаж
karakter	символ
ngjyra	колір
ngjyra	кольорова
ngjyra	кольорах
ngjyra	кольори
ngjyra	колір
ngjyra	кольорова
ngjyra	барви
ngjyra	кольори
ngjyra	кольорів
përreth	around
përreth	довкола
përreth	навколо
ura	міст
ura	місток
ura	мости
ura	мостів
mbrojtës	захисник
mbrojtës	захисник
asgjë	nothing
asgjë	ніщо
asgjë	небуття
asgjë	нічого
peshkopi	єпископа
peshkopi	єпископ
albania	албанії
albania	албанія
londër	лондонський
londër	london
londër	лондон
ahmet	ахмет
ahmet	ахмад
pune	роботи
pune	робота
pune	працюю
pune	працюють
pune	роботу
pune	робочий
pune	робота
pune	робочий
stadium	стадіон
stadium	стедіум
jan	ян
banorëve	мешканці
banorëve	мешканців
ngjarjet	події
beteja	battle
beteja	битва
beteja	бій
mustafa	мустафа
udhëheqës	ватажок
udhëheqës	лідер
gjakut	кров
gjakut	blood
fillimi	початок
los	лос
bizantine	візантійська
haxhi	паломництво
fitore	win
fitore	переможе
fitore	перемога
fitore	перемоги
albert	альберт
albert	альбер
shumicën	більшість
shumicën	більшістю
html	html
bar	трава
bar	трави
bar	bar
bar	бар
bar	смужка
fakulteti	факультету
fakulteti	факультет
kushtuar	присвячується
kushtuar	присвяченого
kushtuar	присвячено
kushtuar	присвятив
dikur	once
detyrë	призначення
detyrë	присвоєння
detyrë	задачу
detyrë	завдання
detyrë	задачі
turk	турка
turk	турок
turk	турецька
turk	турецький
turk	турецькою
turk	турецькі
cup	чашка
cup	чаша
cup	кубок
ekipi	команда
fetar	релігійна
fetar	релігійні
detyruar	примусово
detyruar	змусили
detyruar	вимушена
black	чорні
black	чорне
black	чорна
black	чорний
rritet	росте
rritet	зростати
rritet	зростає
rritet	росте
rritet	нарощування
rritet	виростають
rritet	рости
rritet	вирощують
rritet	ростуть
latine	латина
profesionale	фахівець
profesionale	професійний
profesionale	професіонал
profesionale	professional
profesionale	професійні
liqeni	озеро
liqeni	озера
përmendet	згадала
përmendet	згадав
përmendet	згадував
album	альбому
album	альбом
teatri	театрі
teatri	театр
teatri	театр
albumi	альбому
albumi	альбом
lindor	східна
lindor	східної
lindor	східні
ndonjëherë	інколи
ndonjëherë	деколи
ndonjëherë	іноді
press	преса
press	натиснути
press	прес
press	press
kategorinë	категорія
web	web
web	веб
seksioni	розділ
seksioni	секція
seksioni	секції
live	жити
live	live
live	наживо
live	живу
live	трансляція
version	версія
turqi	туреччина
milionë	мільйон
arabe	арабських
arabe	арабський
bashkia	муніципалітет
bashkia	край
lufte	війна
komandant	commander
komandant	командира
komandant	командувача
komandant	командир
pushtimit	завоювання
pushtimit	conquest
pushtimit	підкорення
shkollat	школах
shkollat	шкіл
regjistruar	зареєстровано
regjistruar	зареєстровані
regjistruar	зареєстрований
regjistruar	записано
regjistruar	записав
procesi	процес
procesi	обробити
procesi	процесу
den	ден
trupi	тіло
trupi	тіла
international	міжнародний
international	міжнародна
international	міжнародні
international	інтернаціонал
international	міжнародне
juan	хуан
bëhen	стануть
bëhen	стати
bëhen	стають
ofron	пропонує
ofron	пропозиції
bashkimin	злуки
organizata	організація
organizata	установа
organizata	установа
organizata	організація
organizata	організації
organizata	організацій
person	особа
person	особи
objekte	елементів
objekte	пункти
objekte	елементи
objekte	предмети
youthclubs	youthclubs
fuqishëm	потужний
fuqishëm	потужно
aktive	активна
aktive	активні
aktive	активне
aktive	активним
aktive	активний
bujqësore	аграрна
bujqësore	аграрний
bujqësore	землеробства
pranuar	прийнято
pranuar	прийняті
pranuar	прийняли
pranuar	прийнятий
takon	зустрічає
revista	журнал
revista	magazine
revista	часопис
revista	журнали
gruaja	жінка
gruaja	дружині
gruaja	дружина
qafë	шия
qafë	шию
shërbim	служби
shërbim	service
shërbim	служба
shërbim	послуга
shërbim	сервіс
shërbim	обслуговування
ministër	міністр
ministër	міністру
man	mann
man	людина
man	чоловік
man	мужчина
man	man
jashtëm	зовнішнє
jashtëm	зовнішні
jashtëm	зовнішній
jashtëm	зовнішня
pyrénées	піренеї
burg	тюрму
burg	ґрати
burg	тюрма
burg	тюрми
dinastia	династія
france	франції
france	франція
france	францію
debutimin	дебют
romak	роман
peter	петро
peter	пітер
franca	франції
franca	франція
franca	францію
kimike	хімічна
kimike	хімічні
kimike	хімічний
ndërtimi	будівництво
ndërtimi	будівництва
arkitektura	архітектура
degë	філії
degë	гілками
degë	гілки
degë	стоків
degë	гілка
khan	хан
ndodhi	сталося
ndodhi	відбулося
ndodhi	трапилося
ndodhi	трапилось
greqisht	грецька
greqisht	грецький
greqisht	грецьке
greqisht	грек
greqisht	грецькі
përtej	beyond
përtej	поза
allahu	аллах
allahu	божі
allahu	боже
allahu	бога
allahu	бог
allahu	богу
serbisë	сербія
serbisë	сербії
louis	людовик
louis	луї
louis	луїс
elemente	елементи
ajrore	повітряна
përkthyer	перекладено
këngët	пісень
këngët	пісні
këngët	songs
gurë	камені
gurë	камінці
gurë	каменів
gurë	камінь
gurë	stone
gurë	стоун
gurë	камені
gurë	скелі
gurë	астероїди
gurë	каміння
gurë	скелях
shoqata	асоціації
shoqata	асоціація
përcaktuar	визначений
përcaktuar	визначена
përcaktuar	визначені
përcaktuar	визначено
përcaktuar	визначається
përcaktuar	названої
përcaktuar	призначені
king	кінг
king	король
king	цар
program	програми
program	програма
program	застосунок
program	додаток
program	програма
humbje	збиток
humbje	втрати
humbje	втрата
humbje	збитки
humbje	втрату
humbje	перемагає
humbje	втрат
humbje	збитки
humbje	програш
humbje	поразка
humbje	поразки
valencia	валенсія
lindja	схід
lindja	народження
vdekja	death
vdekja	смерть
vdekja	смерті
fjalët	слів
fjalët	слова
les	лез
les	ле
les	лес
les	лесь
sjellë	привезли
sjellë	принесли
sjellë	приніс
sjellë	принести
sjellë	принесе
sjellë	привезти
femra	самиць
femra	жіноча
femra	жіночий
femra	самка
femra	жінка
femra	жінок
femra	жінки
mbyllur	заблоковано
mbyllur	зафіксовано
mbyllur	закрита
mbyllur	закрито
mbyllur	закриті
mbyllur	зачинено
first	перше
first	перша
first	перший
marrëveshje	угода
marrëveshje	угоду
marrëveshje	домовитися
marrëveshje	здати
marrëveshje	згода
marrëveshje	домовились
marrëveshje	угода
shfaq	відображення
shfaq	дисплей
shfaq	показати
shfaq	показ
shfaq	показувати
shfaq	показати
shfaq	шоу
shfaq	показувати
shfaq	show
siguruar	захищені
arkeologjike	археологічний
mit	mit
mit	міф
pranoi	признався
pranoi	підтверджую
pranoi	визнана
pranoi	визнала
pranoi	визнав
pranoi	зізнався
pranoi	прийнято
pranoi	прийняті
pranoi	прийняли
pranoi	прийнятий
rezultatet	результати
krejt	усі
krejt	всі
krejt	все
krejt	всіх
antike	антикваріат
antike	давніх
antike	стародавні
antike	давні
antike	стародавній
antike	давній
zyrtarisht	офіційно
titulli	назва
titulli	заголовок
titulli	титул
rilindjes	відродження
humbi	втрачений
humbi	програв
humbi	lost
santa	санта
tregime	історії
tregime	публікації
tregime	розповіді
bashkëpunim	співпраця
bashkëpunim	співпраці
bashkëpunim	співробітництво
bashkëpunim	співпрацю
jugosllavisë	югославії
shpella	печеру
shpella	печера
shpella	печер
shpella	печери
elektronike	електроніка
elektronike	електронне
elektronike	електронні
elektronike	електроніка
elektronike	електронна
elektronike	електронний
maleve	гори
shërben	подають
shërben	служить
shërben	обслуговує
kilometra	кілометри
kilometra	кілометри
kulla	вежа
kulla	tower
kulla	башта
shkëmb	скеля
shkëmb	рок
shkëmb	кручі
shkëmb	rock
shkëmb	скелі
zot	божі
zot	боже
zot	бога
zot	бог
zot	богу
zot	боже
zot	господь
zot	господа
zot	володар
zot	лорд
funksion	функція
funksion	функцію
funksion	функції
sipër	згори
sipër	вгорі
sipër	топ
sipër	верхній
sipër	найпопулярніші
sipër	зверху
sipër	вище
sipër	нагорі
financiare	фінанси
financiare	фінансові
financiare	фінансова
vlerat	значення
vlerat	цінності
zëri	sound
zëri	звук
zëri	голос
zëri	голосом
zëri	голосу
zëri	аудіо
zëri	audio
malin	гора
malin	маунт
malin	монтувати
malin	монтування
malin	малін
forcë	міцність
forcë	інтенсивність
forcë	сили
forcë	сила
forcë	примусово
forcë	примусити
forcë	сила
forcë	force
përbëjnë	отримає
xhami	скло
xhami	мечеть
komunist	комуністичний
komunist	комуністична
perëndimor	західний
perëndimor	західні
perëndimor	західна
tim	тімоті
tim	тім
magnetike	магнітний
magnetike	магнітна
proces	процес
proces	обробити
proces	процесу
konsideruar	вважається
konsideruar	вважаються
konsideruar	вважають
konsideruar	вважалося
clubnat	clubnat
xiv	xiv
ballkan	півострова
ballkan	балканський
zakonshme	звичний
zakonshme	звичайні
flet	говоримо
flet	говорили
flet	розмовляє
flet	говорить
festivali	festival
festivali	фестиваль
kombeve	націй
holandë	нідерланди
holandë	нідерландах
holandë	нідерландів
holandë	голландії
holandë	голландія
përmendur	згадала
përmendur	згадав
përmendur	згадував
përmendur	навели
fotografi	світлину
fotografi	світлина
fotografi	світлині
fotografi	фото
fotografi	фотографія
fotografi	фотографії
fotografi	світлини
fotografi	світлин
fotografi	фото
fotografi	зображення
fotografi	картинки
prodhimi	вивести
prodhimi	вивід
prodhimi	виведення
prodhimi	висловлювання
prodhimi	виводу
prodhimi	продакшн
prodhimi	виробництво
prodhimi	продукція
vazhduar	тривале
vazhduar	продовжив
vazhduar	продовжували
vazhduar	продовжується
vazhduar	продовжила
dashuri	любов
dashuri	кохаю
dashuri	кохання
temperatura	температура
temperatura	температури
temperatura	температура
serbia	сербія
serbia	сербії
youthyears	youthyears
vazhdimisht	постійно
vazhdimisht	неодноразово
roma	рим
këngëtar	співак
këngëtar	співачка
këngëtar	співака
kalaja	замок
kalaja	фортеця
rilindja	відродження
rilindja	rebirth
përpjekje	спробу
përpjekje	спроба
përpjekje	намагатися
përpjekje	зусилля
banuar	населеного
banuar	населених
detare	морська
detare	морська
detare	морський
secili	кожну
secili	кожного
secili	кожному
secili	кожен
secili	кожна
kudo	всюди
kudo	скрізь
mbështetur	підтримувані
mbështetur	підтримали
mbështetur	підтримується
gratë	жінок
gratë	жінки
kulturor	культурний
kulturor	культурні
sistemet	систем
sistemet	systems
famshme	відома
famshme	знамениті
famshme	відомий
famshme	знаменитий
shtuar	додано
shtuar	додані
kompania	компанія
kategoria	категорія
herët	рання
herët	рано
herët	раннє
herët	ранній
vendim	рішенням
vendim	рішення
social	соціальне
social	соціальні
social	соціальна
social	соціальний
saktë	точні
saktë	точна
saktë	акуратно
saktë	виправте
saktë	виправити
saktë	правильна
saktë	правильний
gol	голі
gol	gol
gol	мета
britanik	британці
britanik	британська
britanik	британські
britanik	british
britanik	англієць
përfunduar	завершено
përfunduar	завершені
përfunduar	виконано
përfunduar	завершено
përfunduar	завершені
përfunduar	закінчено
përfunduar	закінчиться
përfunduar	закінчив
ben	бене
ben	бен
ben	ben
instituti	інститут
njëjtë	збігається
njëjtë	однаковий
njëjtë	однакові
njëjtë	same
njëjtë	самий
online	онлайн
online	online
shërbeu	подають
shërbeu	служив
letër	папір
letër	лист
letër	літера
letër	листі
problemet	проблем
problemet	проблеми
formula	формула
formula	формули
njësia	юніт
njësia	одиниці
njësia	одиниця
njësia	утиліта
energji	енергія
rregullt	формальні
rregullt	регулярний
rregullt	звичайний
rregullt	формальний
diskutimet	дискусії
diskutimet	обговорення
diskutimet	дискусії
diskutimet	дискусія
diskutimet	обговорення
druri	вуд
druri	деревина
druri	лісова
druri	дерево
druri	ялинки
librat	книжки
librat	книг
librat	книги
spanjës	іспанію
spanjës	іспанія
spanjës	іспанії
kujdes	увага
kujdes	дивитися
kujdes	подивитися
kujdes	дивіться
kujdes	дивися
kujdes	спостерігати
mbuluar	розібралися
mbuluar	покрита
përfundimisht	зрештою
përfundimisht	безперечно
përfundimisht	точно
përfundimisht	безумовно
përfundimisht	безмежна
tema	темою
tema	тему
tema	тема
tema	теми
tema	тему
tema	тема
tema	теми
kufizuar	обмежені
kufizuar	обмежений
kufizuar	обмежена
kufizuar	обмежено
kufizuar	обмежений
pavarësinë	незалежність
pavarësinë	незалежності
utc+	utc+
red	червона
red	ред
red	червоний
red	червоне
red	червоні
tom	тома
tom	том
rusia	росії
rusia	росію
rusia	росія
shkaktuar	призвела
shkaktuar	викликала
shkaktuar	завдали
shkaktuar	спричинили
shkaktuar	наклала
zezë	чорні
zezë	чорне
zezë	чорна
zezë	чорний
ftohtë	холодні
ftohtë	холодна
ftohtë	холод
ftohtë	холодно
ftohtë	холодний
kokë	head
kokë	голова
kokë	голівка
emra	назви
emra	імена
udhëhequr	повів
udhëhequr	led
udhëhequr	лампочка
muret	стіни
muret	мури
zhvillohet	розвивається
zhvillohet	розвивати
zhvillohet	розробка
zhvillohet	розвиватися
armë	зброя
armë	зброю
armë	зброєю
armë	зброя
armë	рушниця
armë	гармата
armë	пістолет
armë	зброї
armë	зброя
armë	зброю
teknike	технічні
teknike	технічна
teknike	технічний
deti	море
trupin	тіло
trupin	тіла
sud	sud
katalonia	каталонії
lojtar	гравця
lojtar	програвач
lojtar	гравець
seine	сен
shkuar	зник
shkuar	зникли
shkuar	зникла
problem	задача
problem	проблему
problem	проблема
objekt	object
metal	метали
metal	металевий
metal	метал
nis	запустити
nis	розпочати
nis	старт
nis	запускати
nis	початок
nis	почати
nis	запускає
përfaqësues	представник
përfaqësues	представника
përfaqësues	представники
përfaqësues	представників
armatosur	озброєний
armatosur	озброєні
armatosur	збройних
martuar	одружені
martuar	заміжня
martuar	одружена
martuar	заміж
martuar	одружений
zënë	зайнята
zënë	зайнятість
zënë	зайнятий
zënë	зайнято
kan	канни
kan	кан
kan	kan
studimi	вивчення
studimi	навчання
perandor	імператор
familjet	родин
familjet	сімей
familjet	родин
familjet	родини
bregu	берега
bregu	берег
bregu	узбережжя
bregu	берег
termi	термін
maja	мая
maja	майя
maja	мая
maja	дріжджі
role	ролі
programi	програма
japoni	японія
japoni	японію
japoni	японії
britania	британія
krijimi	створення
krijimi	витвір
sipërme	вгорі
sipërme	верхня
sipërme	верхні
sipërme	верхній
india	індію
india	індія
india	індії
fiton	перемог
fiton	посіла
fiton	виграє
kuvendin	монастир
roli	ролі
roli	роль
prejardhje	тло
element	елемент
google	google
google	гаджети
rrethuar	оточують
rrethuar	оточили
qindra	сотня
qindra	сотню
qindra	сто
qindra	сотні
dritë	світлі
dritë	світле
dritë	light
dritë	світло
dritë	світлий
nëntë	ninth
llojet	видів
llojet	види
llojet	сортувати
llojet	типи
thomas	томас
thomas	тома
vendoset	розташовані
vendoset	знаходиться
vendoset	розташовано
vendoset	розташований
vendoset	використовували
letrar	літературна
letrar	літературні
letrar	літературний
max	макс
sportive	спорт
sportive	спортивні
sportive	спорту
egër	дикі
egër	дикий
egër	wild
egër	диких
egër	дикун
egër	дике
fushat	поля
mbrojtje	захист
mbrojtje	оборону
mbrojtje	оборона
mbrojtje	захист
mbrojtje	оборони
mbrojtje	захист
faza	етапу
faza	фаза
faza	фазу
faza	фази
faza	стадії
faza	діях
faza	стадія
gjithsej	усього
gjithsej	всього
gjithsej	загалом
gjithsej	загальна
gjithsej	загальний
drejtues	керування
manchester	манчестер
has	облич
has	обличчя
shprehje	вираз
princ	принц
princ	принца
princ	князь
baza	основа
baza	базова
baza	база
baza	основою
baza	базовий
ndonëse	хоча
ndonëse	хоча
ndonëse	щоправда
normale	звичайна
normale	нормальний
normale	нормальні
normale	звичайний
normale	звичайне
shpirtërore	духовні
shërbyer	подають
shërbyer	служив
park	парк
shah	шах
shah	шахи
valign	valign
festa	вечірка
festa	партії
festa	вечірки
festa	партія
festa	party
festa	святкова
festa	свято
gjuhët	мови
gjuhët	мов
gjuhët	язики
organizimin	організацію
organizimin	організації
politikë	правила
politikë	політики
politikë	policy
politikë	політика
politikë	політикою
politikë	політика
mësimet	уроки
mundi	били
mundi	біт
mundi	побили
mundi	перемогли
mundi	поразки
teoria	теорія
psh	подобається
psh	зразок
psh	like
hershëm	рання
hershëm	рано
hershëm	раннє
hershëm	ранній
mbaroi	завершено
mbaroi	завершені
mbaroi	закінчено
mbaroi	закінчиться
mbaroi	закінчив
term	термін
hyrje	вхід
hyrje	доступ
hyrje	запис
hyrje	входу
hyrje	увійти
hyrje	вхід
sri	шрі
detyra	завдання
detyra	задачі
detyra	призначення
detyra	присвоєння
detyra	призначення
detyra	доручення
detyra	задачу
detyra	завдання
detyra	задачі
gjendja	стан
gjendja	статус
gjendja	стану
gjendja	статусі
shkenca	наука
shkenca	науки
end	завершити
end	кінець
end	закінчити
end	закінчиться
end	закінчення
mod	mod
ballkanit	балканський
muhammad	мухаммед
muhammad	мухаммад
trup	тіло
trup	тіла
lojë	гра
lojë	гри
lojë	гру
barabartë	дорівнює
barabartë	рівне
poet	поет
finlandë	фінляндія
finlandë	фінляндії
kuptim	глузд
kuptim	почуття
kuptim	чуття
bayern	bayern
bayern	баварія
ndryshon	зміна
ndryshon	зміни
krijon	створює
përballë	протилежність
përballë	відміну
përballë	протилежний
përballë	навпаки
sali	салі
sëmundje	хвороби
sëmundje	хворобу
sëmundje	хвороб
sëmundje	захворювань
sëmundje	захворювання
sëmundje	хвороба
sëmundje	хвороби
sëmundje	хвороба
sëmundje	захворювання
përdoruesit	користувачі
përdoruesit	користувачів
dega	гілка
projekti	project
projekti	проект
mbante	породила
dëshmi	докази
dëshmi	свідчення
dëshmi	показання
dëshmi	доказ
popull	народ
popull	людей
popull	люди
popull	держава
popull	нації
popull	нація
kryen	вчинив
kryen	скоїв
australia	австралія
australia	australia
australia	австралії
rhône	рон
sheh	подивитися
sheh	див
sheh	бачите
sheh	бачу
sheh	переглянути
javë	тиждень
javë	тижні
javë	тижнів
alexander	олександр
alexander	александер
prindërit	батьки
ndryshimet	зміни
mbretërore	regal
mbretërore	королівська
mbretërore	royal
mbretërore	королівський
mbretërore	королівське
mbretërore	рояль
org	org
henry	генрі
henry	генріх
henry	анрі
donte	хотів
donte	захотіли
donte	хотіли
donte	хотіла
gjithçka	everything
gjithçka	все
gjithçka	усе
mijëra	тисячі
energjia	енергія
simbol	символ
atdheut	батьківщина
atdheut	вітчизна
atdheut	батьківщина
tempujt	храмів
tempujt	храми
lejuar	дозволено
lejuar	дозволені
lejuar	дозволили
lejuar	дозволено
anët	краї
anët	боки
anët	сторони
anët	сторін
shtesë	додатковий
shtesë	зайві
shtesë	додаткова
shtesë	додаткові
shtesë	добавки
shtesë	додаткові
listë	перелік
listë	list
listë	список
origjinal	оригінал
origjinal	оригінальна
origjinal	оригінальне
origjinal	початкове
origjinal	оригінальний
europian	європейський
europian	європейські
europian	європейська
kongresit	конгрес
kongresit	конгресу
abdullah	абдулла
lejon	дозволяє
lejon	дозволяє
lejon	допускає
rënë	впала
rënë	провалився
rënë	падали
shënime	нотаток
shënime	нотатки
shënime	примітки
shënime	кишені
shënime	кишеня
shënime	буфер
artist	художниця
artist	митець
artist	виконавець
artist	художник
vazhdueshme	постійна
vazhdueshme	стала
vazhdueshme	постійний
vazhdueshme	продовження
shekuj	сторіччя
shekuj	століття
shekuj	століть
gjata	довгий
gjata	хай
gjata	лонг
gjata	long
gjata	довга
gjata	довгі
muzikë	музика
muzikë	музики
muzikë	музик
muzikë	музиці
muzikë	музику
ide	ідеї
ide	idea
ide	ідея
ide	ідею
liri	свобода
shkrimet	writings
shkrimet	журнали
shkrimet	журналів
shkrimet	писання
vëllezërit	браття
vëllezërit	брати
sekretar	секретар
final	фінал
final	остаточний
final	final
shpellat	печер
shpellat	печери
