பாஸ்பரஸ்	fosfor
கியோட்டோ	kyoto
கச்சேரிகள்	koncerti
எடி	eddie
எடி	edi
எடி	eddy
இஸ்லாமியர்கள்	muslimani
ஆப்கான்	afganistanski
கரன்	karan
அப்துல்லாஹ்	abdullah
அல்பேனியா	albanija
பிலாத்து	pilate
மறுவாழ்வு	rehabilitaciju
மகிமை	slava
பாத்	kupanje
போதகர்	sveštenik
கோபா	copa
கோபா	kup
நரகம்	pakao
டைட்டானிக்	titanic
டைட்டானிக்	titanik
யோ	yoo
கேஸ்	slučaj
கேஸ்	plin
ஜும்மா	juma
என்றென்றும்	forever
என்றென்றும்	zauvijek
கேல்	gale
கேல்	kel
படுகை	nizija
தீன்	deen
வாழைப்பழம்	banana
பவுண்டுகள்	funti
நிச்சயமற்ற	neizvjesnosti
நிச்சயமற்ற	neizvjesnost
சேர்க்கவும்	dodaju
சேர்க்கவும்	dodati
சேர்க்கவும்	dodajte
சேர்க்கவும்	uključuju
சேர்க்கவும்	uključiti
ஷில்பா	shilpa
வடம்	kabla
சாரணர்	scout
கொழுப்புகள்	masti
வெள்ளப்பெருக்கு	poplave
வெள்ளப்பெருக்கு	poplava
அழகை	ljepota
குள்ள	patuljak
குள்ள	patuljasta
குவியம்	fokusu
குவியம்	fokus
லெப்டினன்ட்	poručnik
பாதுகாக்கிறது	štiti
இரிடியம்	iridij
அங்கோலா	angole
வைத்திருக்கிறது	čuva
நார்மன்	norman
நார்மன்	normana
எதற்காக	zašto
பீனிக்ஸ்	phoenix
லேன்	lane
குமட்டல்	mučnina
நிமிர்ந்து	primorala
நிமிர்ந்து	prisiljeni
நிமிர்ந்து	primorana
நிமிர்ந்து	prisiljen
நிமிர்ந்து	primoran
நிமிர்ந்து	primorao
விக்கிகள்	wikis
சினி	cine
மாண்டரின்	mandarin
பராகுவே	paragvaj
விசாரிக்க	istragu
ரகசியமாக	tajno
காண்கிறார்	posmatra
காண்கிறார்	posmatranje
காண்கிறார்	posmatrao
பலேடியம்	paladij
தூண்டில்	mamaca
கருத்தைப்	komentara
கருத்தைப்	komentar
ஹரோல்ட்	harold
வாரிசாக	naslijediti
உலோகவியல்	metalurgije
ஹாமில்டன்	hamilton
பிரதிபலிக்கிறது	predstavlja
பிரதிபலிக்கிறது	odražava
மைனர்	manja
ஈறு	desni
ஆமாம்	jeste
ஆமாம்	da
தன்னார்வலர்கள்	dobrovoljaca
தன்னார்வலர்கள்	volonteri
மடகாஸ்கர்	madagaskar
கேள்	ask
கேள்	slušaj
நார்னியா	narnije
சோயா	soja
துணிகளை	odjeća
துணிகளை	odjeću
மறதி	amnezija
பஜார்	bazar
உடம்பு	oboljele
கண்களால்	eyes
கண்களால்	očima
கண்களால்	oči
மாத்திரைகள்	tableta
கோல்ஃப்	golf
ஆதித்யா	aditya
நாற்று	sprout
மாதாந்திர	mjesečna
மாதாந்திர	mjesečni
பாலிடெக்னிக்	politehničkom
எழுது	pisu
எழுது	napiši
எழுது	pišu
எழுது	sastavi
எழுது	burn
பிரயன்	brian
பிரயன்	bryan
ராஜினாமா	ostavke
ராஜினாமா	ostavku
ராஜினாமா	ostavka
பவள	koralno
பவள	korala
பவள	koralni
நைஜல்	nigel
ஆதாயம்	stekne
ஆதாயம்	dobiti
ஆதாயம்	gain
ஓரம்	granica
பிளேர்	blair
ஐன்ஸ்டீன்	einstein
சந்தர்ப்பத்தில்	povod
கிளீசு	gliese
தொண்டர்கள்	dobrovoljaca
தொண்டர்கள்	volonteri
அரட்டை	chat
நடத்தல்	walking
உணரி	senzor
ஏவல்	imperativ
குயின்	queen
குயின்	kraljica
பாக்தாத்	bagdad
சட்டவிரோத	nelegalno
சட்டவிரோத	ilegalni
சட்டவிரோத	ilegalno
சட்டவிரோத	ilegalne
சிக்கலானது	kompleksnosti
சிக்கலானது	kritična
சிக்கலானது	kritično
ட்விட்டர்	twitter
புறக்கணிப்பு	bojkot
முகவர்கள்	agenti
வில்வித்தை	streljaštvu
உணர்	osjete
உணர்	osjećaju
உணர்	osjeti
உணர்	osjeća
கோகோ	coco
கோகோ	koko
பிளஸ்	plus
பாசிச	fašističke
பரிவு	simpatija
ஏந்திய	drže
ஏந்திய	holding
பூட்டி	nagradni
அஜந்தா	ajanta
எமினெம்	eminem
பாப்லோ	pablo
தூக்கம்	spavanje
மீட்பர்	spasilac
மீட்பர்	spasilac
சமஸ்கிருதத்தில்	sanskrit
மாலுமிகள்	mornari
மாலுமிகள்	mornara
கவர்	pokriti
கவர்	pokrivaju
கவர்	pokriće
அண்ட்ராய்டு	android
ருவாண்டா	ruanda
கென்னத்	kenneth
சந்ததி	potomaka
ஞானத்தை	mudrost
புரட்சிகரமான	revolucionarni
குறிக்கோள்கள்	ciljevi
குறிக்கோள்கள்	ciljevi
பொதுவானது	javni
பொதுவானது	javnost
பொதுவானது	javna
பொதுவானது	javno
தோமசு	tomas
எல்லிஸ்	ellis
நிரப்பு	napuni
வெறி	očajne
டாய்	dai
பாலும்	mlijeko
அந்தோணி	anthony
அடித்தல்	bumps
கில்பர்ட்	gilbert
குழப்பமான	haos
ராசி	razi
ராசி	zodijak
ஓரி	ori
வரிவிதிப்பு	oporezivanja
வரிவிதிப்பு	oporezivanju
எட்கர்	edgar
பலவீனம்	slabost
அழைப்பிதழ்	poziv
பந்துவீச்சு	bowling
வெளியீட்டாளர்	izdavač
சோபியா	sofija
சோபியா	sofija
சோபியா	sophia
நொடிகள்	sekundi
கடல்கள்	morima
வடிவமைத்தல்	formatting
டிசைன்	dizajn
வரம்புகள்	ograničenja
பிசின்	smole
நேப்பியர்	napier
மார்ஸ்	mars
பேச்சுக்கள்	razgovori
பேச்சுக்கள்	pregovori
உடைகளை	odjeća
உடைகளை	odjeću
சிலிகான்	silikon
பரம	param
சேத்	set
துயரம்	žalost
துயரம்	tuge
சுட்டிக்காட்டி	indikator
சிமோன்	simone
டெனிஸ்	denise
டெனிஸ்	denis
ராய்ட்டர்ஸ்	reuters
ரெனே	rene
சைனா	kina
வினவல்	query
பாதுகாவலர்	zaštita
பாதுகாவலர்	zaštitu
யாம்	yam
எக்குவடோர்	ekvador
மிமி	mimi
உற்ற	sprijateljio
கார்ட்டர்	carter
அணிகலன்	ornament
தன்னம்பிக்கை	uvjereni
தன்னம்பிக்கை	uvjerena
தன்னம்பிக்கை	uvjeren
தன்னம்பிக்கை	povjerenje
வாரிசுகள்	nasljednik
வாரிசுகள்	naslednika
வாரிசுகள்	nasljeđuju
மரியானா	marijana
மரியானா	marijanska
ஜெஃப்ரி	jeffrey
சாதிக்	sadik
லூசியா	lucije
லூசியா	lucija
லூசியா	lucia
சாட்சிகள்	svjedoci
சாட்சிகள்	svjedočenja
கடன்களை	dugova
கடன்களை	dugovanja
கடன்களை	dugove
கேட்ஸ்	gates
கேட்ஸ்	mačke
கேட்ஸ்	cats
கேட்ஸ்	mačaka
மைக்கலாஞ்சலோ	michelangelo
மகளின்	ćerka
மகளின்	kćerka
டட்லி	dudley
கடி	bite
கடி	zalogaj
சஹாரா	sahara
நேட்டோ	nato
மெஸ்ஸி	messi
கிராபிக்ஸ்	grafika
டாங்	tang
உனது	vaš
உனது	tvoje
உனது	your
முகமட்	mohd
உண்பது	jede
ஜொனாதன்	jonathan
அனுபவித்து	uživala
அனுபவித்து	uživa
அனுப்புதல்	slanje
இரகசியம்	tajna
உண்ணாவிரதம்	post
தட்பவெப்பநிலை	klima
எரித்திரியா	eritreja
ரோட்ஸ்	rodos
நாக்	nag
எலக்ட்ரானிக்	elektronska
எலக்ட்ரானிக்	elektronski
சூடி	judi
வதந்திகள்	glasine
கற்றாழை	aloe
வாக்குறுதி	obećanje
விசாரணைகள்	istraga
மேட்ரிக்ஸ்	matrica
அறநெறி	moral
அறநெறி	morala
முன்னோட்டம்	overview
சாவி	ključni
சாவி	ključ
சிறுவயது	djetinjstvo
நினைவிடம்	spomen
நினைவிடம்	memorijal
நினைவிடம்	komemoraciji
நினைவிடம்	pomen
நினைவிடம்	memorijalni
நிகழ்நேர	realtime
ஜோஷ்	josh
தினந்தோறும்	svakodnevne
தினந்தோறும்	dnevnik
தினந்தோறும்	svakodnevni
தினந்தோறும்	dnevni
கல்லூரியை	fakultet
கல்லூரியை	koledž
முல்லர்	müller
முல்லர்	muller
தீர்மானங்கள்	odluke
தீர்மானங்கள்	odlukama
தீர்மானங்கள்	odluka
குற்றங்களை	zločini
குற்றங்களை	zločine
டைட்டன்	titan
பிராண்ட்	marka
இலவங்கப்பட்டை	cimet
தட்டுகள்	ploče
சீரம்	serum
இசைக்கலைஞர்கள்	muzičara
இசைக்கலைஞர்கள்	muzičari
விட்டாலும்	iako
பெர்னான்டோ	fernando
பிக்சல்	piksel
உக்கிர	intenzitet
சாயல்	hladu
சாயல்	hlad
சாயல்	hue
ஜெரோம்	jerome
தாரிக்	tarika
தாரிக்	tarik
தனிமை	lonely
தனிமை	usamljeni
தனிமை	solitude
பாசுபேட்டு	fosfat
டக்கர்	tucker
பெராக்சைடு	peroksid
போலியான	lažna
போலியான	lažne
போலியான	lažni
போலியான	lažno
வீடியோவில்	video
முனைப்பு	inicijativa
வெள்ளத்தில்	postaju
வெள்ளத்தில்	postavši
சந்திப்புகள்	imenovanja
சந்திப்புகள்	sastanke
சந்திப்புகள்	sastancima
சந்திப்புகள்	sastanci
சந்திப்புகள்	sastanaka
தோரியம்	torij
தருக்க	logično
தருக்க	logičan
பைலட்	pilot
நிரப்பும்	popunjavaju
நகங்கள்	noktiju
தந்தம்	tusk
ஒட்டகம்	camel
விந்தை	babe
ரோஷன்	roshan
கட்டில்	krevet
கட்டில்	postelju
கட்டில்	bed
ரான்	ron
அபுல்	abul
மூக்கன்	ibis
மன்	men
விக்கிமேனியா	wikimania
பிரித்தானிக்கா	britannica
மர்மமான	misteriozna
ஆதரவாளர்	pristalica
ஆதரவாளர்	pomagač
ஆதரவாளர்	navijači
ஆதரவாளர்	pristalica
ஆதரவாளர்	pristalice
அசிசி	asiški
ஸ்பா	banja
ஜெரார்ட்	gerrard
பூக்களை	cvijeća
பூக்களை	flowers
பூக்களை	cvijeće
கைதி	zatvorenik
கைதி	zarobljenike
கைதி	zatvorenici
கைதி	zatvor
நிமிடத்திற்கு	mnt
நிமிடத்திற்கு	minuta
நேபாளி	nepalski
முறைகேடு	zlostavljanja
முறைகேடு	zlostavljanje
முறைகேடு	zloupotrebu
பவுண்ட்	funta
மரடோனா	maradona
இணக்கமான	kompatibilne
ஸ்மார்ட்	smart
ஸ்மார்ட்	pametan
கொடு	daj
கொடு	dati
கொடு	dajte
கானல்	mirage
கோனார்	conor
கலந்தாய்வு	savjetovanje
நீராற்பகுப்பு	hidroliza
மாலுமி	moreplovac
சுங்க	carina
சுங்க	carinska
அதிருப்தி	nezadovoljni
அதிருப்தி	nezadovoljna
ஓட்டும்	vozeći
ஓட்டும்	vožnje
ரியாத்	rijad
கார்ப்பரேட்	korporativnog
அடுத்தது	sljedeći
அடுத்தது	narednu
அடுத்தது	sledeći
அடுத்தது	slijedeći
விஞ்சிய	transcendentalna
தியாகிகள்	šehid
வெட்டுதல்	rezanje
வெட்டுதல்	rezovi
வெட்டுதல்	rezova
வெட்டுதல்	rezove
நோயியல்	patologija
முழங்கால்	knee
ஏரோது	herod
உதவிகரமாக	korisni
டிரினிடாட்	trinidad
ஹெர்பர்ட்	herbert
சல்மா	salma
கேரியர்	nosača
கேரியர்	nosač
தோல்வியுற்றது	propao
தோல்வியுற்றது	propali
பேசவும்	pričaj
பேசவும்	razgovara
பேசவும்	talk
பேசவும்	govoriti
பேசவும்	govori
கினபாலு	kinabalu
உறைந்த	zamrznuti
பருவமழை	monsun
நிறைவேறியது	ispunjena
நிறைவேறியது	ispunio
கால்களும்	stopala
கால்களும்	stopa
சால்	sal
யுனிவர்சிட்டி	univ
சும்மா	samo
இஸ்தான்புல்	istanbul
ஆண்ட்ராய்டு	android
காசிம்	qasim
உதவித்தொகை	stipendiju
உதவித்தொகை	stipendija
வெலிங்டன்	wellington
பென்ஸ்	pence
பென்ஸ்	benz
ஹெல்த்	zdravlje
பாவ்	paw
சட்டவிரோதமாக	nelegalno
சட்டவிரோதமாக	ilegalni
சட்டவிரோதமாக	ilegalno
சட்டவிரோதமாக	ilegalne
சட்டவிரோதமாக	ilegalno
அலசி	opisati
அலசி	opisivanje
மோதிரம்	ring
மோதிரம்	prsten
நிறைவுற்றது	završila
நிறைவுற்றது	završio
நிறைவுற்றது	završeno
நிறைவுற்றது	završen
குண்டுவெடிப்பு	bombardovanje
புகார்கள்	pritužbi
சீருடை	ujednačen
பதப்படுத்தப்பட்ட	prerađena
பிளேட்டோ	platon
தன்னியக்க	automatsko
ஆர்ப்பாட்டம்	demonstracije
லாம்	lam
கிருமிகள்	mikrobe
நீட்டி	ext
கடந்தது	prošlost
ஹெய்டி	haiti
பதிமூன்று	trinaest
ஸ்பென்சர்	spencer
மெட்டா	meta
பார்க்கிறார்	smatrajući
எதிர்ப்புகள்	proteste
எதிர்ப்புகள்	protesti
ஒளிர்வு	svjetlost
ஆலிவ்	maslina
செருமேனியம்	germanij
பொதுவானவை	general
அட்கின்சன்	atkinson
அகரவரிசை	alphabetical
அகரவரிசை	abeceda
காரல்	carl
காரல்	karl
இனிமையான	slatko
கதி	katy
ஓப்	oop
மலர்களை	cvijeća
மலர்களை	flowers
மலர்களை	cvijeće
வேட்டையாடி	lovac
வேட்டையாடி	hunter
வேட்டையாடி	lovca
நினைவாற்றல்	sjećanje
நினைவாற்றல்	uspomena
நினைவாற்றல்	pamćenje
நினைவாற்றல்	memorija
நினைவாற்றல்	memorije
நினைவாற்றல்	memorijski
அபூ	ebu
அபூ	abu
பாங்காக்	bangkok
புளூட்டோ	pluton
டாஸ்	dos
புடவை	sari
பித்தகோரசு	pitagorina
சீர்குலைவு	otklanjanju
சீர்குலைவு	poremećaj
வைக்கிங்	viking
வைக்கிங்	vikinzi
டயானா	diana
ஹீலியம்	helij
எண்பது	osamdeset
உணர்கிறேன்	osjete
உணர்கிறேன்	osjećaju
உணர்கிறேன்	osjeti
உணர்கிறேன்	osjeća
உணர்கிறேன்	osećaj
உணர்கிறேன்	feeling
உணர்கிறேன்	osjećaju
உணர்கிறேன்	osjećaj
நீரூற்று	fontana
நீரூற்று	česme
மறைக்கப்பட்ட	skriven
மறைக்கப்பட்ட	skriveni
மறைக்கப்பட்ட	skrivena
மாடியில்	kata
மாடியில்	spratu
மாடியில்	poda
மாடியில்	sprat
பிராட்வே	broadwayu
எர்வின்	erwin
ஆண்டிமனி	antimon
கார்ல்சன்	carlson
உறுதிப்பாடு	potvrda
கேத்தரின்	catherine
கேத்தரின்	katarina
பேப்பர்	papir
அரிஸ்டாட்டில்	aristotel
மன்னிக்கவும்	sry
அதிசயங்கள்	čuda
கார்பைடு	carbide
ஐயன்	ion
சொல்லப்பட்டது	navedeno
ஈரோஸ்	eros
பழமைவாத	konzervativne
ஏஞ்சல்	anđeo
வடிவமைப்பாளர்கள்	dizajnera
லிஸ்பன்	lisabon
சங்	pjevao
கார்சியா	garsija
கார்சியா	garcía
ஒண்டாரியோ	ontario
சயனைடு	cijanid
வஸ்தோக்	vostok
சாண்டா	santa
சாம்பியா	zambije
மானியங்கள்	subvencije
மானியங்கள்	subvencija
கராத்தே	karate
யாருடைய	cije
போரா	bora
அட்மிரல்	admiral
கட்டளையை	naredba
கட்டளையை	komandu
கட்டளையை	komanda
அட்லாண்டா	atlanta
ஹிசார்	hisar
கோப்	kob
பீன்	grah
மில்டன்	milton
தொடர்பில்லாத	offline
புளோரன்ஸ்	florence
மேஜிக்	sihr
நொதுமி	neutronske
கழுகுகள்	orlovi
இடம்பெயர்ந்த	raseljenih
உள்ளீடுகள்	unose
கிரண்	kiran
தொடுதல்	dodir
வேதனை	penala
வேதனை	kazna
வேதனை	kaznu
வேதனை	kazna
நைட்ரோ	nitro
கோக்	kok
கோக்	coke
கோக்	kolu
தயாரிப்பை	proizvod
தயாரிப்பை	produkt
வார்ப்பு	framework
வார்ப்பு	okvir
விரும்புகிறார்	želi
தெரசா	teresa
தெரசா	tereza
செலவாகும்	trošak
ஜெரால்ட்	gerald
டிரைவர்	vozač
டிரைவர்	vozača
சுகம்	uživaju
சுகம்	uživati
குறிமுறை	kod
நிராகரிக்கப்பட்டது	odbio
நிராகரிக்கப்பட்டது	odbacila
காரணமும்	razum
பொலோனியம்	polonij
சேவையகம்	računar
சேவையகம்	server
முகாம்கள்	logori
முகாம்கள்	logora
முகாம்கள்	logore
முகாம்கள்	logorima
குழுமங்கள்	skupovi
குழுமங்கள்	skupova
ரூனி	rooney
எரிப்பு	otpustio
ஹுசைன்	husain
ஹுசைன்	hussain
வடிவமைப்புக்	oblikuje
வடிவமைப்புக்	oblikovanje
வடிவமைப்புக்	oblikovanju
ஜூ	joo
சோதி	pogledajte
சோதி	check
சாம்சங்	samsung
பூல்	bazen
ரீயூனியன்	okupljanje
சாப்ளின்	chaplin
பிரின்ஸ்டன்	princeton
அணுகு	pristup
அணுகு	pristupa
அணுகு	access
ராமா	rama
ஈமு	emu
வெனிசுலா	venecuela
மெரினா	marina
சீரியம்	cerij
ஜான்ஸ்	johns
இருமுனையம்	dioda
ஐவரி	slonovače
காகா	gaga
நியோ	neo
டங்கன்	duncan
கதாநாயகி	heroine
காதுகள்	uši
கவர்ந்த	zauzima
பாட்டன்	baton
ஹிந்துஸ்தான்	hindustan
பாட்ரிக்	patrick
மலாவி	malavi
பந்தம்	baklja
அம்பர்	amber
பதாகை	banner
பிரபலமானவை	popularna
பிரபலமானவை	popularan
பிரபலமானவை	popularni
செல்டிக்	celtic
வெல்ஸ்	vels
வெல்ஸ்	wells
தாதுக்கள்	minerali
நிக்கல்சன்	nicholson
யூரி	jurij
தாலியம்	talij
கிக்	kick
சேர்க்கிறது	dodavši
சேர்க்கிறது	ubacuju
சேர்க்கிறது	dodajući
சேர்க்கிறது	dodavanje
மிட்செல்	mitchell
கொலைகள்	ubistvima
கொலைகள்	ubistva
கொலைகள்	ubistvima
கொலைகள்	ubistava
கொலைகள்	ubistva
விண்கலத்தில்	astronauti
செம்மறி	ovca
செம்மறி	ovce
ப்ரோ	pro
சில்க்	svile
நினைத்துக்	misleći
கத்தோலிக்கர்கள்	katolici
கிரேஸ்	grace
கலைஞன்	umjetnik
யோசுவா	joshua
தினங்கள்	dana
ஊகம்	špekulacije
ஊகம்	špekulacija
பிடித்தமான	favorit
பிடித்தமான	miljenika
பிடித்தமான	omiljeni
பிடித்தமான	miljenik
பிடித்தமான	omiljeno
யமன்	yama
ரேடார்	radar
கண்டுபிடித்தல்	pronalaženje
கண்டுபிடித்தல்	nalaženje
கண்டுபிடித்தல்	nalaz
பிறரை	ostali
பிறரை	drugi
கிங்டம்	kraljevina
கிங்டம்	kraljevstvo
தான்சானியா	tanzaniji
லெஸ்	les
உறைந்து	zamrzavanje
லில்	lil
நேரடியாகச்	direktno
பிலிப்பினோ	filipinski
ஈராக்சைடு	dioksid
தவறிய	opao
தவறிய	odustalo
பகிர்தல்	dijeljenje
ஒன்றாய்	zajedno
விபத்துக்கள்	nezgoda
பார்க்கிறேன்	posmatra
பார்க்கிறேன்	posmatranje
பார்க்கிறேன்	posmatrao
மெல்	mel
கணக்கிடப்பட்ட	procjenjuje
அஸ்பாரகஸ்	šparoga
டேன்	dane
முதுகுநாணி	hordati
நிர்வாண	gol
நிர்வாண	gola
நிர்வாண	akt
பாதங்கள்	stopala
பாதங்கள்	stopa
புனைபெயர்	pseudonim
பிளமேன்கோ	flamenko
கோரல்	koralno
கோரல்	korala
கோரல்	koralni
நியான்	neon
தூசி	prašine
தூசி	prašina
தூசி	prašinu
புதையல்	blago
அரைக்கோளம்	hemisfera
அரைக்கோளம்	hemisferu
ஹமாஸ்	hamas
நீள்வட்டம்	elipsa
காட்டப்பட்ட	prikazana
காட்டப்பட்ட	pokazivao
வியட்நாமிய	vijetnamski
புதிது	novi
சாக்	zac
கண்டிப்பான	stroga
கண்டிப்பான	stroge
பிலிப்ஸ்	philips
ஐஸ்லாந்து	island
அன்புள்ள	drage
அன்புள்ள	draga
அன்புள்ள	dragi
இதயத்தை	srce
உயர்வாக	viša
உயர்வாக	višem
கண்ணை	oka
கண்ணை	oko
கூட்டாளிகள்	saradnici
ஒரிஜினல்	originalni
ஒரிஜினல்	originalna
ஒரிஜினல்	prvobitni
ஒரிஜினல்	originalne
ஒரிஜினல்	original
பைத்தான்	python
கிரீக்	grčki
என்ஜின்	motor
உள்நோக்கம்	namjera
உள்நோக்கம்	namjeru
இதழும்	petal
சூழ்ச்சி	zavjera
அசன்	asan
பேசுகிறார்கள்	pričao
சமாரியம்	samarij
அம்புகள்	strele
தாக்கரே	thackeray
குவாம்	guama
கோமஸ்	gomez
சான்றிதழ்கள்	potvrde
சான்றிதழ்கள்	certifikat
மறுத்தல்	ignore
கிளிக்	pritisnite
கிளிக்	kliknite
ஆயுட்காலம்	vijek
ஆயுட்காலம்	životne
ஆயுட்காலம்	životni
ஸ்ட்ரீம்	potok
தாடை	vilica
வெல்ச்	welch
ஓவன்	owen
ஓவன்	peć
ஓவன்	pec
மறுக்க	odbiti
மறுக்க	odbijaju
அடையாளங்களை	znamenitosti
கழுவி	opran
கார்டு	karta
கார்டு	kartica
வீடியோக்கள்	videa
வீடியோக்கள்	snimke
பயோட்டின்	biotin
பட்ஜெட்	budžet
அனிதா	anita
பென்னெட்	bennett
மிசூரி	missouri
பிரமாணம்	brahmana
சோங்	chong
ரீவ்ஸ்	reeves
சுமாராக	pristojan
கடவுச்சொல்	password
எழுகிறது	rastuće
சென்ட்	miris
சென்ட்	cent
நண்பகல்	podne
சியாட்டில்	seattle
உலகமயமாதல்	globalizacija
கோர்ன்	korn
டேனிஷ்	danski
கௌரவம்	časti
கௌரவம்	čast
கொலம்பிய	kolumbijski
டர்னர்	turner
சுமையை	teret
வியாபாரி	prodavač
எதிர்ப்பாளர்கள்	protestanti
எதிர்ப்பாளர்கள்	demonstrantima
எதிர்ப்பாளர்கள்	demonstranti
பிரமிட்	piramida
உதய	rastuće
சுரங்கப்பாதை	metro
பெங்	peng
திறந்திருக்கும்	otvorene
திறந்திருக்கும்	otvorena
திறந்திருக்கும்	otvoren
திறந்திருக்கும்	otvoreno
திறந்திருக்கும்	open
காண்டாமிருகம்	nosorog
ரேஞ்சர்ஸ்	rangers
சிங்கங்கள்	lavovi
பழக்கத்தை	režimu
பழக்கத்தை	režim
சாளரம்	prozor
திருடி	krade
பேஸ்பால்	bejzbol
கியா	kia
ஷியா	šiitskih
ஷியா	šiita
ஆணைகள்	uputstvu
ஆணைகள்	uputstva
ஆணைகள்	upute
ஆணைகள்	instrukcije
நின்றுகொண்டு	stoji
நின்றுகொண்டு	stajanje
மெல்போர்ன்	melbourne
பூட்டு	brava
நிக்கி	nikki
நிக்கி	niki
நிக்கி	nicky
நிக்கி	nicki
அனுமதிக்கப்பட்டது	dozvoljena
அனுமதிக்கப்பட்டது	dozvoljeno
அனுமதிக்கப்பட்டது	dozvoljen
அனுமதிக்கப்பட்டது	dozvolio
அனுமதிக்கப்பட்டது	odobrena
அனுமதிக்கப்பட்டது	odobrio
அனுமதிக்கப்பட்டது	odobreni
அனுமதிக்கப்பட்டது	odobren
அனுமதிக்கப்பட்டது	approved
அப்பாவி	naivne
பேகன்	paganskih
உள்ளுணர்வு	intuicija
போர்வை	deka
வெளிறிய	pale
பெனின்	benin
அனாதை	siroče
அசுரர்கள்	čudovišta
குறுகலான	uski
குறுகலான	uske
விருப்பங்கள்	voli
விருப்பங்கள்	favoriti
விருப்பங்கள்	opcije
செசில்	cecil
அழைக்கிறோம்	nazivajući
அழைக்கிறோம்	zovem
அழைக்கிறோம்	nazivaju
அழைக்கிறோம்	nazvavši
அழைக்கிறோம்	pozivajući
மனிதரும்	čovjek
சிபி	sibi
சாத்தான்	šejtan
ரியா	reja
தேவையா	treba
வாங்	wang
ரீபொக்	reebok
யூஜின்	eugene
முனையங்கள்	tečni
தண்டர்	grom
யீ	yee
பிரேக்	brake
ரூச்	rouge
பாலஸ்தீனம்	palestinu
பாலஸ்தீனம்	palestina
எதிர்வரும்	predstojeće
எதிர்வரும்	predstojeći
காதிர்	kadir
லின்னேயஸ்	linnaeus
நம்பும்	trust
நம்பும்	povjerenje
எப்படியாவது	nekako
மால்டா	malta
காஃபி	kahva
மச்சான்	macha
புகாரி	buhari
புகாரி	buhari
உத்தரவாதம்	garantirana
உத்தரவாதம்	garantira
உத்தரவாதம்	assurance
உத்தரவாதம்	garancija
சவ்வு	membrana
ஞாபகம்	pamti
ஞாபகம்	se
தெற்கத்திய	južni
அடியோடு	srušiti
சொல்கிறேன்	rekavši
பரவாயில்லை	bolji
பரவாயில்லை	bolje
பங்களாதேஷ்	bangladeš
மாடம்	mam
வொயேஜர்	voyager
வினையை	candice
ஃபேஷன்	moda
அளவிடப்பட்ட	mjeri
நள்ளிரவு	ponoć
நள்ளிரவு	ponoći
நள்ளிரவு	ponoćno
முடுக்கி	ubrzava
சேர்க்கைகள்	dodatke
கினியா	gvineja
துக்கம்	žalosti
கொட்டைகள்	nuts
பேண்ட்	bend
ஸ்பெக்ட்ரம்	spektar
ஸ்பெக்ட்ரம்	spektra
ஸ்பெக்ட்ரம்	spektru
சீமாட்டி	ledi
சீமாட்டி	dami
சீமாட்டி	dama
சீமாட்டி	lady
அதிர்வுகள்	vibracije
அதிர்வுகள்	vibracije
உரிமங்கள்	dozvole
மாதந்தோறும்	mjesečna
மாதந்தோறும்	mjesečni
மெசொப்பொத்தேமியா	mezopotamija
பண்டு	bantu
சாத்	saad
சாத்	čad
தீங்கிழைக்கும்	štetnih
தீங்கிழைக்கும்	štetan
தீங்கிழைக்கும்	štetno
நாகரீகம்	moda
ஸ்டைல்	stil
ஸ்டைல்	style
அலுவலகப்	ured
அலுவலகப்	office
அலுவலகப்	kancelarija
நிலக்கடலை	kikiriki
கருத்தரங்கில்	simpozijum
ஓட்டை	rupa
விசித்திரமான	čudno
விளையாடு	play
விளையாடு	igrati
விளையாடு	igraju
பரிமாணங்கள்	dimenzije
சேமிக்கப்படுகிறது	spašavanje
வகுப்புக்கள்	časovi
சாப்பிட	jedi
சாப்பிட	eat
சாப்பிட	jede
சாப்பிட	jedu
ஆஃபினியம்	hafnij
ஜமால்	jamal
சொடுக்கி	miš
பேயர்	bayer
ஜென்	jen
ஜென்	zen
ஜென்	gen
கடிய	akutni
கடிய	akutne
பாலின்	pauline
கிளாசிக்	klasični
கிளாசிக்	classic
கிளாசிக்	klasik
ஆவியாதல்	isparavanje
சல்வடோர்	salvador
ஒருங்கிணைப்பாளர்	koordinator
பூத்	booth
தொலைந்து	izgubljeni
தொலைந்து	izgubila
தொலைந்து	izgubljena
தொலைந்து	izgubili
தொலைந்து	izgubio
நோலன்	nolan
பூண்ட	punta
உடையில்	dress
சாமுராய்	samuraj
தட்டும்	pečat
ரிதம்	ritam
பைட்டு	bajt
எத்தியோப்பிய	etiopski
லைபீரியா	liberija
வழங்கல்கள்	hrani
உறங்கும்	spavanje
உறங்கும்	spavanje
உளவியலாளர்	psiholog
வெல்ஷ்	velški
வேனில்	van
குடித்து	napije
இயந்திரத்தில்	mašina
இறகு	perje
பயணங்களை	putovanja
சிரில்	ćira
பொத்தான்	dugme
பொத்தான்	butana
குத்துதல்	chhetri
செப்	sep
எங்கோ	negdje
தருணம்	trenutak
தருணம்	momenat
தருணம்	moment
ஆன்டி	andy
பெர்சி	percy
பிசாசு	šejtan
ராபின்சன்	robinson
நீர்மூழ்கி	podmornica
ஈர்க்க	impress
துணிகர	poduhvat
ஸ்டீவர்ட்	stewart
கலிலி	galilei
செர்ரி	višanja
கொடுமைகள்	strahote
