gsub	gsub
utrdbo	fortul
utrdbo	fort
mdr	mdr
ted	ted
fam	fam
imenovanja	numiri
emilio	emilio
slab	rău
slab	bad
slab	rau
slab	rea
izbris	ștergere
izbris	ștergerea
izbris	anularea
izbris	anulare
izbris	șterge
izbris	sterge
izbris	ștergere
biologijo	biologie
biologijo	biologia
roku	roku
dedek	bunic
dedek	bunicul
dedek	bunic
dedek	bunicul
đoković	djokovic
ustavil	oprit
alpinist	alpinist
opremljen	echipată
opremljen	echipate
opremljen	echipat
epizode	episoadele
epizode	episoade
epizode	episod
epizode	episodul
izidi	rezultate
izidi	rezultatele
fisher	fisher
porto	porto
označen	etichetate
označen	etichetat
označen	etichetată
realno	real
realno	reale
realno	reală
realno	realistă
realno	realiste
realno	realist
trinajst	treisprezece
trinajst	thirteen
virusi	virus
virusi	virusul
virusi	virusuri
snega	zăpada
snega	ninsoare
snega	zăpadă
snega	zapada
snega	ninsoare
mach	mach
leteči	zburând
leteči	zbor
hitra	repede
hitra	rapid
hitra	rapidă
reynolds	reynolds
ureditve	aranjamente
ureditve	aranjamentele
priporoča	recomandă
ekonomska	economic
ekonomska	economică
ekonomska	economice
zastrupitve	otrăvirea
zastrupitve	otrăvire
warren	warren
komunikacija	comunicare
komunikacija	comunicări
komunikacija	comunicarea
rick	rick
commons	commons
alkohol	lichior
alkohol	alcool
alkohol	alcoolul
kras	crassus
terry	terry
osebje	personal
osebje	personalul
osebje	personal
osebje	personalul
osebje	staff
zbrane	culese
zbrane	colectate
zbrane	colectat
zbrane	adunate
zbrane	adunate
jelka	pom
jelka	arbore
jelka	copac
jelka	copacul
jelka	arborele
izvajalci	operatori
izvajalci	operatorii
izvajalci	operatorilor
izvajalci	contractori
izvajalci	antreprenori
mile	mile
mile	milă
toto	toto
rolling	rolling
rolling	rulare
rolling	laminare
dodatki	aditivi
dodatki	aditivii
dodatki	bonusuri
dodatki	suplimente
dodatki	suplimentele
dodatki	accesoriile
dodatki	accesorii
mass	liturghie
mass	mass
mass	masă
mass	masa
dušo	sufletul
dušo	suflet
dušo	soul
bih	bh
bih	bih
simetrija	simetrie
lakote	foamete
lakote	foame
lakote	foamete
lakote	foamea
bertrand	bertrand
zaščitena	protejat
zaščitena	protejată
zaščitena	protejate
kvalifikacije	calificări
kvalifikacije	calificările
kvalifikacije	calificare
kvalifikacije	calificarea
kvalifikacije	calificare
pari	cupluri
pari	cuplurile
pari	cuplurilor
pari	perechi
pari	pari
irana	iran
irana	iranul
turbina	turbină
aktivist	activist
dominik	dominik
augusta	augusta
sen	sen
hrbet	înapoi
hrbet	inapoi
hrbet	back
hrbet	spate
chaplin	chaplin
bach	bach
tonumber	tonumber
skriva	ascunderea
televizija	televizor
televizija	televiziune
televizija	televiziunea
osvojitev	cucerire
osvojitev	cucerirea
osvojitev	cuceriri
rena	rin
rena	reno
poj	cântă
poj	canta
poj	cânta
pomanjkljivosti	deficiențe
pomanjkljivosti	defecte
pomanjkljivosti	slăbiciuni
pomanjkljivosti	deficiențe
pomanjkljivosti	slăbiciunile
člena	articolul
člena	articol
upravnik	manager
upravnik	managerul
gilles	gilles
uspešnica	bestseller
resnico	adevarul
resnico	adevar
resnico	adevărul
resnico	adevăr
strup	venin
strup	veninul
strup	otravă
strup	otrava
ignacij	ignatius
preživi	supraviețui
živčni	agitată
živčni	nervoasă
živčni	nervos
geoffrey	geoffrey
zadaj	înapoi
zadaj	inapoi
zadaj	back
zadaj	spate
zadaj	spate
opisi	descrierile
opisi	descrieri
metlika	metlika
predavanj	prelegeri
poskusil	încercat
pooblastila	puterile
pooblastila	powers
pooblastila	puteri
pooblastila	competențe
pooblastila	mandatului
pooblastila	mandat
pooblastila	mandatul
guido	guido
violinist	violonist
najmanjša	minimul
najmanjša	minimum
najmanjša	minime
najmanjša	minimă
najmanjša	minim
metalec	lansator
metalec	ulcior
metalec	aruncător
kneževine	principate
navade	obiceiuri
navade	obiceiurile
navade	obiceiul
navade	obicei
jelšah	jelšah
con	con
brezje	brezje
vittorio	vittorio
religija	religie
religija	religia
častniki	ofițerii
častniki	ofițeri
častniki	ofiteri
pravokotno	perpendiculare
pravokotno	perpendicular
pravokotno	dreptunghiulară
groba	dur
groba	mormant
groba	mormânt
seme	sperma
seme	spermă
seme	semințe
seme	seminte
seme	semințe
seme	sămânță
verigo	lant
verigo	lanț
verigo	lanțul
poznavanje	familiaritate
poznavanje	cunoștințe
poznavanje	cunostinte
duncan	duncan
hansen	hansen
šentjur	šentjur
horst	horst
poznano	familiar
poznano	familiară
poznano	familiare
ujel	prinsă
ujel	prins
preiskave	anchetă
preiskave	ancheta
preiskave	investigație
preiskave	anchete
preiskave	investigatii
preiskave	investigații
preiskave	anchete
štirinajst	paisprezece
štirinajst	fourteen
nameščeni	instalat
nameščeni	instalată
nameščeni	instalate
dramo	drama
dramo	dramă
jürgen	jürgen
jürgen	jurgen
bin	bin
minute	minutele
minute	minute
gerard	gerard
uničiti	distruge
identiteto	identitate
identiteto	identitatea
mehansko	mecanic
mehansko	mecanice
mehansko	mecanic
mehansko	mecanică
izjavo	declarație
izjavo	declarația
poštna	poștale
police	politicile
police	politici
police	rafturi
smole	rășini
thierry	thierry
manageryears	manageryears
organizacijsko	organizaționale
demokratične	democrată
demokratične	democratice
demokratične	democratică
demokratične	democrat
demokratične	democratic
dano	dat
klobuk	pălărie
klobuk	hat
klobuk	palarie
klobuk	pălăria
photo	fotografie
photo	photo
photo	foto
photo	fotografia
photo	poză
uspehi	succese
izobraževalno	educativ
greene	greene
varuje	protejează
pierce	pierce
japonci	japonez
japonci	japonezi
japonci	japoneze
japonci	japoneza
japonci	japoneză
objavljeni	publicate
objavljeni	publicat
objavljeni	publicată
nikdar	niciodată
nikdar	niciodata
elektroni	electronii
elektroni	electroni
predala	predat
škotske	scoţia
škotske	scotia
škotske	scoția
leona	leona
robertson	robertson
postavljeno	crescută
postavljeno	ridicată
postavljeno	crescut
budistični	budist
potniški	pasageri
potniški	pasager
potniški	pasagerul
zavira	inhibă
sonja	sonja
umetni	artificiale
umetni	artificială
umetni	artificiala
umetni	artificial
glavobol	cefalee
angeli	ingeri
angeli	ingerii
angeli	angels
angeli	îngeri
angeli	îngerii
bruselj	bruxelles
razmišljanje	gândire
razmišljanje	gândirea
razmišljanje	gândind
razmišljanje	contemplare
umetne	artificiale
umetne	artificială
umetne	artificiala
umetne	artificial
prisilil	fortat
prisilil	forțat
prisilil	forțată
misijonar	misionar
sesalcev	mamifer
julie	julie
širitev	extinderea
širitev	extindere
širitev	expansiune
širitev	extinderea
širitev	expansiunea
širitev	extindere
legend	legende
legend	legendele
legend	legendă
legend	legenda
malmö	malmö
dimenzije	dimensiunile
dimenzije	dimensiuni
volji	dispozitie
oblikovan	formulată
oblikovan	formulate
oblikovan	formulat
porta	porta
ayrton	ayrton
klein	klein
zob	dinte
zob	dintele
cesarica	împărăteasă
cesarica	împărăteasa
domovina	patria
domovina	patria
domovina	patriei
domovina	homeland
domovina	patrie
domovina	patria
domovina	patrie
wiener	wiener
petja	scandând
petja	canto
petja	cântând
petja	cantand
italiano	italiano
opisan	descrise
opisan	descrisă
opisan	descris
lennon	lennon
vijak	șurub
žita	cereale
žita	grâne
žita	cereale
žita	cerealele
podaljšana	prelungită
podaljšana	prelungit
podaljšana	extins
podaljšana	extinsă
podaljšana	prelungit
podaljšana	prelungite
podaljšana	prelungită
podaljšana	alungite
kde	kde
christoph	christoph
spencer	spencer
marta	marta
marta	martha
sadje	fructul
sadje	fructe
sadje	fructele
sadje	fruct
sadje	fructe
sadje	fructele
jevgenij	yevgeny
presenetljivo	surprinzator
presenetljivo	surprinzător
presenetljivo	surprinzătoare
presenetljivo	surprinzator
presenetljivo	surprinzător
trditve	pretenții
trditve	creanțe
trditve	argumentele
trditve	certuri
trditve	argumente
tujino	strainatate
tujino	străinătate
sara	sarah
sara	sara
sara	cera
škocjan	škocjan
nizki	scăzută
nizki	scăzut
nizki	low
plodovi	fructe
plodovi	fructele
priljubljeno	popular
priljubljeno	populare
priljubljeno	populara
priljubljeno	populară
priljubljeno	preferat
priljubljeno	favorit
priljubljeno	vogă
priljubljeno	preferat
priljubljeno	favorita
priljubljeno	favorite
priljubljeno	favorit
priljubljeno	preferata
priljubljeno	preferate
dale	dale
jay	jay
jarek	trench
premera	diametrul
premera	diametru
kampanje	campanii
kampanje	campaniile
kampanje	campanie
kampanje	campaniei
kampanje	campania
zasnovana	proiectat
zasnovana	proiectată
zasnovana	conceput
zasnovana	proiectate
zasnovana	concepute
doseženo	atins
doseženo	atinsă
doseženo	realizat
doseženo	atins
doseženo	obținut
doseženo	realizat
simbolizira	simbolizează
posamezna	individuală
posamezna	individ
posamezna	individual
posamezna	individuale
rjavo	căprui
rjavo	brown
rjavo	maro
stosur	stosur
dukla	dukla
izjemen	excepțională
izjemen	excepționale
izjemen	excepțional
izjemen	exceptional
nielsen	nielsen
obremenitev	sarcină
obremenitev	încarcă
obremenitev	încarc
obremenitev	încărcare
obremenitev	incarcare
obremenitev	debit
roll	rola
roll	roll
čelo	fruntea
čelo	frunte
čelo	violoncel
čelo	violoncelul
zavrne	refuza
zavrne	refuză
zavrne	refuz
zavrne	respinge
zavrne	resping
tekmovanj	concursuri
pojave	fenomen
pojave	fenomenele
pojave	fenomene
odpovedi	anulări
gašper	henric
gašper	henry
lola	lola
slavi	glorie
slavi	glory
sklical	convocat
blog	blog
blog	blogul
jpl	jpl
ettore	ettore
vrtovi	grădini
vrtovi	grădinile
vrtovi	gardens
vožnje	conducând
vožnje	conducere
eugen	eugen
imunski	imuni
imunski	imună
imunski	imunitar
imunski	imun
danijel	daniel
stresa	stres
stresa	stress
stresa	stresul
einstein	einstein
linz	linz
simone	simone
castro	castro
senator	senatorul
senator	senator
vincenzo	vincenzo
podružnica	filială
podružnica	creangă
podružnica	ramură
podružnica	filială
podružnica	sucursala
podružnica	branch
izpostavljeni	expus
izpostavljeni	expusă
izpostavljeni	expuse
podvozje	șasiu
kmečka	taran
betty	betty
križišču	intersecţia
križišču	intersectie
križišču	răscruce
kirche	kirche
alabama	alabama
odstranjevanje	eliminare
odstranjevanje	eliminarea
odstranjevanje	îndepărtarea
odstranjevanje	îndepărtare
odstranjevanje	îndepărtarea
zaman	zadar
prefekt	prefect
prefekt	prefectul
giulio	giulio
siegfried	siegfried
sodobnost	modernitate
posmrtno	postum
bomba	bomba
bomba	bombă
scene	scene
scene	scenele
navidezni	aparentă
navidezni	aparenta
navidezni	aparente
navidezni	virtuală
navidezni	virtuale
navidezni	virtual
neill	neill
mera	mera
mera	rată
mera	rata
sulfat	sulfat
sulfat	sulfat
tito	tito
izdelane	fabricate
izdelane	fabricat
izdelane	fabricată
izmenjavo	schimb
izmenjavo	schimbul
docent	docent
deseti	zecime
deseti	tenth
infrastrukture	infrastructurile
infrastrukture	infrastructuri
dim	dim
dim	fum
obred	ceremonia
obred	ceremonie
obred	ritualul
obred	ritual
veronika	veronika
veronika	veronica
skale	bolovani
skale	pietre
skale	roci
skale	stânci
označeno	etichetate
označeno	etichetat
označeno	etichetată
označeno	marcată
označeno	marcat
označeno	marcate
ukinjena	abolit
catherine	caterina
catherine	catherine
catherine	ecaterina
razlage	interpretări
razlage	explicații
razlage	explicatii
odkrito	sincer
medicinsko	medical
medicinsko	medicală
medicinsko	medicale
realna	realistă
realna	realiste
realna	realist
mejah	frontiere
mejah	frontierele
mejah	graniţele
puščavi	deșert
puščavi	deşertul
puščavi	desert
zajec	iepure
zajec	iepurele
zajec	rabbit
vezan	legată
vezan	legat
pripadnost	afiliere
pripadnost	aparținând
zheng	zheng
stojan	stojan
twin	geamăn
twin	twin
disciplina	disciplina
disciplina	disciplină
soproga	soț
soproga	soțul
soproga	sotie
soproga	soția
soproga	soţia
soproga	soție
soproga	nevasta
dorothy	dorothy
teoretik	teoretician
lars	lars
malta	malta
cona	zonă
cona	zona
zaupanje	încrederea
zaupanje	incredere
zaupanje	încredere
zaupanje	incredere
zaupanje	încredere
široki	larg
široki	largă
prejeti	primi
prejeti	primește
prejeti	primit
prejeti	primite
prejeti	primită
izginila	dispar
izginila	dispărut
primerjavo	comparația
primerjavo	comparație
primerjavo	comparatie
primerjavo	comparaţie
primerjavo	compararea
primerjavo	compararea
primerjavo	comparând
diska	discul
diska	disc
garcia	garcia
haas	haas
vrhovi	peaks
vrhovi	vârfuri
testiranje	testare
testiranje	testarea
selena	seleniu
selena	selena
navdušen	impresionat
navdušen	impresionată
navdušen	încântată
navdušen	entuziasmat
navdušen	încântat
navdušen	încântată
navdušen	încântat
nakup	cumpărare
nakup	achiziție
nakup	cumpără
nakup	cumpara
nakup	cumpăr
nakup	cumpăra
nakup	cumparare
nakup	cumpăr
nakup	cumpărare
bishop	episcop
bishop	bishop
bishop	episcopul
brauchitsch	brauchitsch
modrosti	înțelepciune
modrosti	intelepciune
nacional	nacional
cepivo	vaccin
cepivo	vaccinuri
cepivo	vaccinul
ozračje	atmosferă
ozračje	atmosfera
gospodarstvu	holding
kocke	cuburi
kocke	zaruri
curtis	curtis
hladno	frig
hladno	reci
hladno	rece
sls	sls
prvenec	debut
prvenec	debutul
čebele	albinele
čebele	albinelor
čebele	albine
pruski	prusac
encimov	enzime
encimov	enzimele
sužnji	sclave
sužnji	sclavii
sužnji	sclavi
rgb	rgb
ravnotežje	echilibru
ravnotežje	balanta
ravnotežje	balans
ravnotežje	sold
ravnotežje	soldul
zbrani	adunate
desetletij	decenii
desetletij	decade
zmanjšati	reduce
jamie	jamie
baranja	baranja
spore	sporii
spore	spori
spore	disputele
spore	litigii
spore	litigiile
spore	dispute
minuto	minut
minuto	minutul
pojasnjuje	explică
pastor	pastorul
pastor	pastore
pastor	pastor
piper	piper
ust	gură
ust	gura
ust	gurii
ust	gurile
ust	guri
ponatis	retipărire
makarova	makarova
telefon	telefon
telefon	telefonul
telefon	telefon
razmnoževanje	multiplicare
razmnoževanje	reproducere
razmnoževanje	reproducerea
pojasnil	explicate
pojasnil	explicat
pojasnil	explicată
priznan	recunoscute
priznan	recunoscut
priznan	recunoscută
priznan	recunoscut
priznan	recunoscute
priznan	recunoscut
priznan	recunoscută
urbana	urban
urbana	urbane
urbana	urbană
sio	sio
lah	lah
kovanci	monede
kovanci	monezi
kovanci	monedele
kovanci	monede
kovanci	moneda
kovanci	monedă
mrkos	mrkos
aleksejevič	alexeevici
možgani	brain
možgani	creier
možgani	creierul
možgani	creier
možgani	creiere
marcello	marcello
kontrole	controalele
kontrole	controale
prazen	gol
prazen	goale
prazen	goală
prazen	goala
usposabljanja	antrenamente
usposabljanja	antrenament
usposabljanja	pregătire
usposabljanja	formare
omenil	menționez
stroji	utilaje
stroji	mașini
stroji	masini
foster	foster
organizirana	organizat
organizirana	organizată
organizirana	organizate
organizirana	organizat
organizirana	organizată
organizirana	organizate
turnbull	turnbull
dean	decan
dean	dean
junaki	heroes
junaki	eroilor
junaki	eroi
junaki	eroii
poteze	mutări
poteze	mișcări
poteze	miscari
premikanje	mutarea
premikanje	mișcarea
premikanje	miscarea
premikanje	mişcare
premikanje	miscare
premikanje	mişcarea
premikanje	mișcare
vreden	worth
vreden	demn
vreden	vrednic
ujetništvu	captivi
ujetništvu	captive
ujetništvu	captivă
ujetništvu	captiv
ujetništvu	captivitate
čevljev	pantofi
povabilo	invita
povabilo	invită
povabilo	invitație
povabilo	invitatie
povabilo	invitație
rotor	rotor
protokol	protocol
protokol	protocolul
protipapež	antipapa
prepovedi	interdicții
prepovedi	ban
prepovedi	interzicere
prepovedi	interdicție
nizek	scăzută
nizek	scăzut
nizek	low
kronanje	încoronare
kronanje	încoronarea
kronanje	încoronarea
žogo	ball
žogo	minge
žogo	mingea
žogo	bilă
žogo	bila
hodi	mersul
hodi	mergând
hodi	plimbare
hodi	walk
martini	martini
pisatelji	scriitorii
pisatelji	scriitorilor
pisatelji	scriitori
pel	sang
pel	cântat
hčerki	fiice
hčerki	fiicele
duhovne	spirituală
duhovne	spiritual
duhovne	spirituale
duhovne	spirituala
romain	romain
temna	dark
temna	întuneric
temna	intuneric
temna	întunecat
hollywood	hollywood
pekingu	beijing
zidovi	pereți
zidovi	pereti
zidovi	ziduri
kentucky	kentucky
lepi	frumoase
lepi	frumoasă
lepi	frumos
lepi	frumoasa
chiron	chiron
sonata	sonata
zaposlene	angajații
zaposlene	angajați
zaposlene	angajati
istván	istván
jelen	cerbi
jelen	căprioare
jelen	cerb
jelen	căprioară
houston	houston
sullivan	sullivan
geolog	geolog
centralno	centrala
centralno	centrale
centralno	centrală
centralno	central
ohrani	ține
ohrani	păstrați
ohrani	păstrează
ohrani	menține
ohrani	mentine
sanj	visele
sanj	dreams
sanj	visuri
sanj	vise
sigismund	sigismund
michaela	michaela
dram	dram
farra	farra
antibiotiki	antibioticele
antibiotiki	antibiotice
leseno	lemn
leseno	lemnul
leseno	wood
leseno	lemne
petrov	petrov
gene	gene
gene	genă
gene	gena
trupa	carcasă
trupa	trunchiul
trupa	trunchi
trupa	trunchiului
označeni	etichetate
označeni	etichetat
označeni	etichetată
označeni	marcată
označeni	marcat
označeni	marcate
sporno	litigioase
sporno	contestată
sporno	contestat
sporno	controversate
sporno	controversat
sporno	controversată
subjekt	subiect
subjekt	subiectul
subjekt	entitate
subjekt	entitatea
apr	apr
leslie	leslie
kuga	ciumă
kuga	ciuma
kuga	plagă
žile	vene
žile	venele
daljnogled	binoclul
daljnogled	binoclu
daljnogled	telescopul
daljnogled	telescop
specifični	specific
specifični	specifică
specifični	specifice
rane	rana
rane	rană
rane	rani
rane	rănile
rane	răni
trdne	solid
trdne	solidă
trdne	solide
kupole	cupole
profesionalno	profesional
profesionalno	profesională
profesionalno	profesionale
profesionalno	profesionistă
profesionalno	profesionist
profesionalno	profesional
branilec	apărătorul
branilec	apărător
valentina	valentina
valentina	valentino
švico	elvetia
švico	elveţia
švico	elveția
plesni	mucegai
plesni	mucegai
obrti	meserii
akt	actul
akt	acționează
akt	act
spremljanje	monitorizarea
spremljanje	monitorizare
spremljanje	monitor
spremljanje	monitoriza
spremljanje	monitorul
spremljanje	monitorizează
demokracija	democrație
demokracija	democratie
demokracija	democrația
wang	wang
leipzig	leipzig
stefano	stefano
dežja	ploaie
dežja	plouă
dežja	ploi
dežja	rain
okrogle	rotund
okrogle	rotunde
okrogle	rundă
okrogle	rotundă
okrogle	runda
nika	nika
nika	nica
uporabljeno	folosit
uporabljeno	utilizate
uporabljeno	folosite
uporabljeno	folosită
uporabljeno	utilizată
uporabljeno	utilizat
four	four
four	patru
zaposlena	angajat
zaposlena	ocupat
zaposlena	ocupate
zaposlena	ocupata
zaposlena	ocupată
oxfordu	oxford
čista	pură
čista	pura
čista	pure
čista	pur
biološke	biologice
biološke	biologic
biološke	biologică
zmaja	zmeul
zmaja	zmeu
deseto	zecime
deseto	tenth
flora	flora
nevarna	periculoasa
nevarna	periculoasă
nevarna	periculos
nevarna	periculoase
nevarna	periculoase
ante	ante
montgomery	montgomery
brezovica	brezovica
pekel	iadul
pekel	iad
pekel	infern
pekel	infernul
pekel	iaduri
obstajal	existat
trgovanje	comerțul
trgovanje	comerț
trgovanje	tranzacționare
epizoda	episod
epizoda	episodul
ran	rani
ran	rănile
ran	răni
aluminij	aluminiu
aluminij	aluminiu
flota	flotei
flota	flota
flota	flotă
kanadsko	canadieni
kanadsko	canadiană
kanadsko	canadiene
kanadsko	canadian
akademski	academic
akademski	academică
akademski	academice
popotnik	călător
popotnik	călător
popotnik	hoinar
moment	moment
moment	momentul
semen	semințe
semen	seminte
standardi	standarde
standardi	standardele
garden	grădină
garden	grădina
garden	gradina
težavo	problemă
težavo	problema
brezplačno	liberă
brezplačno	liber
brezplačno	liberi
brezplačno	free
brezplačno	gratuit
kandidatov	candidati
kandidatov	candidați
kandidatov	candidate
televizijo	televizor
televizijo	televiziune
televizijo	televiziunea
glenn	glen
glenn	glenn
marussia	marussia
odkrita	descoperite
odkrita	descoperită
odkrita	descoperit
odkrita	detectată
odkrita	detectate
odkrita	detectat
obraza	faţă
obraza	fata
obraza	fața
obraza	faţa
obraza	față
produkti	produse
produkti	produsele
fjodorovič	fiodorovici
magister	magister
berry	berry
željko	željko
železna	fier
železna	fierul
razkol	schismă
strehe	acoperiş
strehe	acoperis
strehe	acoperiș
zastrupitev	otrăvirea
zastrupitev	otrăvire
gas	gaze
gas	gaz
niki	nicki
niki	niki
oak	stejarul
oak	stejar
oak	oak
rojene	nascut
rojene	născută
rojene	născut
prusija	prusia
prusija	prusiei
polobli	emisfera
zaprti	închise
zaprti	inchis
zaprti	închisă
zaprti	închis
testi	încercări
testi	teste
testi	testele
rušilcev	distrugătoare
brien	brien
shimizu	shimizu
zdravi	sănătos
zdravi	sănătoasă
zdravi	sanatos
zdravi	sănătoase
pariški	paris
pariški	parisul
pariški	parizian
madison	madison
delle	delle
privrženci	urmăritorii
privrženci	urmăritori
operator	operator
operator	operatorul
operator	operatorului
pasme	rasă
pasme	rasa
pasme	rase
stabilen	stabil
stabilen	stabile
stabilen	grajd
stabilen	stabilă
cat	pisica
cat	pisică
cat	cat
klinični	clinică
klinični	clinic
klinični	clinice
grafični	grafic
grafični	grafică
oddaljeno	distant
oddaljeno	telecomanda
oddaljeno	distant
oddaljeno	telecomandă
oddaljeno	distanță
kemična	chimice
kemična	chimic
spremenjena	modificată
spremenjena	modificate
spremenjena	modificat
spremenjena	modificată
spremenjena	modificat
cerro	cerro
enotnost	unitate
enotnost	unitatea
prometni	trafic
prometni	traficul
globalno	global
globalno	globală
globalno	globale
opozorilo	avertizare
opozorilo	avertisment
katerikoli	oricare
katerikoli	orice
avtoceste	autostrăzi
avtoceste	autostrada
avtoceste	autostradă
avtoceste	autostrăzile
avtoceste	autostrăzi
avtoceste	autostrăzi
redna	regulată
redna	regulate
redna	regulat
redna	obișnuit
darilo	cadou
darilo	cadoul
jorge	jorge
euler	euler
aretiran	arestati
aretiran	arest
aretiran	arestarea
aretiran	arestare
aretiran	arestată
aretiran	arestat
harper	harper
uporniki	rebelilor
uporniki	rebelii
uporniki	rebeli
sloves	reputație
sloves	reputația
sloves	reputatie
pridobijo	dobândi
ugodno	favorabilă
ugodno	favorabile
ugodno	favorabil
ugodno	favorabilă
ugodno	favorabile
ugodno	favorabil
saška	saxonia
dihal	respirator
dihal	respiratorii
dihal	respiratorie
ovire	bariere
ovire	barierele
ovire	obstacole
ovire	obstacolele
ovira	obstacole
ovira	obstacol
ovira	bariera
ovira	barieră
cole	cole
campo	campo
guvernerjev	guvernatorilor
čile	chile
namerava	intenționează
izvoljena	aleși
piva	bere
piva	berea
piva	beri
piva	berile
psihološko	psihologic
psihološko	psihologică
psihološko	psihologice
psihološko	psihologic
institucije	instituțiile
institucije	instituții
institucije	institutii
zaklad	comoară
zaklad	comoara
zaklad	comori
odstop	demisia
odstop	demisie
odstop	retragere
odstop	retragerea
odstop	sevraj
finančna	financiară
finančna	financiar
finančna	financial
finančna	financiara
finančna	financiare
razsežnost	dimensiune
razsežnost	dimensiunea
zabavo	party
zabavo	petrecere
zabavo	partid
zabavo	divertisment
zabavo	entertainment
konvencije	convenția
konvencije	convenție
konvencije	convenții
konvencije	convențiile
zbirajo	colectează
zbirajo	colecta
srbi	mâncărimi
srbi	mâncărime
srbi	sârbilor
srbi	sârbi
srbi	sârbii
nepravilno	incorect
nepravilno	incorecte
nepravilno	incorectă
nepravilno	neregulat
nepravilno	neregulate
nagrajen	răsplătită
nagrajen	recompensat
nagrajen	răsplătit
spusti	drop
spusti	picătură
connecticut	connecticut
vodilna	ghidare
stanford	stanford
pakistan	pakistan
pakistan	pakistanul
srečen	fericita
srečen	fericită
srečen	happy
srečen	fericit
pionir	pionier
demo	demo
demo	demonstrație
zdravko	zdravko
württemberg	württemberg
natančen	precise
natančen	precis
natančen	precisă
natančen	precise
natančen	precisă
natančen	exacte
natančen	exacta
natančen	exact
natančen	exactă
emma	emma
balet	balet
balet	baletul
aparat	aparate
aparat	aparat
warwick	warwick
mrk	eclipsa
mrk	eclipsă
ekonomija	econ
ekonomija	economie
ekonomija	economia
ekonomija	economie
trpljenje	suferință
trpljenje	suferinta
trpljenje	suferind
bello	bello
bello	bella
bogastva	averi
bogastva	averea
bogastva	avere
bogastva	bunăstare
gole	goale
zvest	loială
zvest	loial
zvest	loiali
zvest	loiale
zvest	credincios
zvest	credincioasă
predelavo	procesarea
predelavo	procesare
predelavo	prelucrarea
predelavo	prelucrare
lažji	bricheta
lažji	brichetă
ano	ana
povprečje	medii
povprečje	medie
povprečje	mediu
gozdarstvo	forestiere
gozdarstvo	silvicultură
depresija	depresie
depresija	depresia
sosednji	adiacente
hud	hud
hud	tare
vpogled	statistici
športnik	sportiv
športnik	atlet
kirurg	chirurg
kirurg	chirurgul
škrat	elf
škrat	pitică
škrat	pitic
aluminijev	aluminiu
perspektive	perspective
perspektive	perspectiva
perspektive	perspectivă
rjava	căprui
rjava	brown
rjava	maro
prazno	gol
prazno	goale
prazno	goală
prazno	goala
poklicna	profesional
poklicna	profesională
poklicna	profesionale
poklicna	profesionistă
poklicna	profesionist
pomočnika	asistent
protein	proteinele
protein	proteine
protein	proteină
protein	proteina
pričakovali	așteptat
pričakovali	așteptam
galaksija	galaxie
galaksija	galaxia
galaksija	galaxy
brooklyn	brooklyn
temple	templul
temple	templu
temple	temple
večno	forever
večno	eternă
večno	eterna
večno	eterne
večno	etern
španci	spanioli
španci	spaniolii
tokov	fluxuri
tokov	fluxuri
tokov	fluxurile
tokov	curge
lokomotiva	locomotiva
lokomotiva	locomotivă
lokomotiva	locomotive
sonda	sonda
sonda	sondă
maša	masha
kuge	ciumă
kuge	ciuma
kuge	plagă
jakost	putere
jakost	puterea
jakost	forta
protiletalski	antiaeriene
pennetta	pennetta
vaščani	săteni
vaščani	sătenii
sončna	soare
sončna	însorită
sončna	însorit
sončna	sunny
sončna	solare
sončna	solară
sončna	solar
nositi	cară
nositi	uzura
nositi	uzură
nositi	purta
nositi	poartă
jezuit	iezuit
znamka	brand
znamka	marca
znamka	marcă
moss	mușchi
moss	moss
rodov	genuri
štajerska	stiria
naravnost	drepte
naravnost	direct
naravnost	drept
informacija	informatii
informacija	informație
informacija	informații
informacija	informaţii
tedne	saptamani
tedne	săptămâni
tedne	săptămânile
sektor	sector
sektor	sectorul
oklahoma	oklahoma
listine	cartă
listine	carta
listine	charter
listine	documente
listine	documentele
dušik	azot
dušik	nitrogen
prostorsko	spațial
prostorsko	spațială
prostorsko	spațiale
walsh	walsh
mio	mia
mio	mio
črpalka	pompează
črpalka	pompa
črpalka	pompă
torpedo	torpila
torpedo	torpilă
luther	luther
lane	lane
fifa	fifa
zaseda	ambuscada
zaseda	ambuscadă
zaseda	pândă
preliv	gradient
preliv	topping
preliv	glazură
preliv	pansament
preliv	dressing
vladavina	domnia
vladavina	domnie
bolgari	bulgari
steffi	steffi
luke	luke
luke	luca
kritični	critică
kritični	critic
kritični	critica
kritični	critice
planeti	planete
planeti	planetelor
planeti	planetele
dušika	azot
dušika	nitrogen
združi	îmbinare
združi	îmbină
združi	unire
združi	unificare
združi	combina
združi	combin
združi	combină
združi	combine
združi	uni
patton	patton
neposredne	directa
neposredne	directe
neposredne	directă
neposredne	direct
prejemnik	destinatar
prejemnik	destinatarul
prejemnik	receptor
prejemnik	receptorul
obiskovalci	vizitatorii
obiskovalci	vizitatori
pink	pink
pink	roz
uči	predă
uči	preda
čaščenje	cult
čaščenje	venera
omejeni	limited
omejeni	limitate
omejeni	limitat
omejeni	limitată
omejeni	restricționat
fletcher	fletcher
peters	peters
filippo	filippo
pojasnilo	explicatie
pojasnilo	explicatia
pojasnilo	explicație
pojasnilo	clarificare
pojasnilo	clarificări
pojasnilo	clarificarea
porušili	demolat
